Target_genes	Mef2c|Average	SRX1287946|B_cells	SRX1287948|B_cells	SRX5846336|Cardiac_fibroblasts	SRX5846337|Cardiac_fibroblasts	SRX5846338|Cardiac_fibroblasts	SRX5846339|Cardiac_fibroblasts	SRX5846348|Cardiac_fibroblasts	SRX5846349|Cardiac_fibroblasts	SRX5846350|Cardiac_fibroblasts	SRX2497449|Cardiomyocytes	SRX2497450|Cardiomyocytes	SRX2497458|Cardiomyocytes	SRX2497459|Cardiomyocytes	SRX10616116|Cerebellum	SRX10616117|Cerebellum	SRX13554136|MEF	SRX13554137|MEF	SRX13554148|MEF	SRX13554149|MEF	SRX13554160|MEF	SRX13554161|MEF	SRX13554164|MEF	SRX13554165|MEF	SRX3845111|MEF	SRX3845116|MEF	SRX3845122|MEF	SRX4933820|MEF	SRX10616112|Prefrontal_Cortex	SRX10616113|Prefrontal_Cortex	STRING
Ankrd46	96.827586	0	0	0	157	852	481	88	268	135	0	0	0	0	241	135	0	0	0	0	0	0	0	0	177	132	142	0	0	0	0
Ubap2	96.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	717	659	0	0	0	0	0	0	0	0	303	378	383	0	0	365	0
Tcte3	96.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	853	787	0	0	0	0	0	0	0	0	224	359	203	0	156	223	0
Kif1c	96.724138	0	0	0	471	347	1030	234	192	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	103	147	154	0	0	0	0
Inca1	96.724138	0	0	0	471	347	1030	234	192	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	103	147	154	0	0	0	0
Dmxl1	96.689655	0	0	0	0	520	635	340	191	355	0	0	0	0	143	0	0	0	0	0	0	0	88	0	161	167	204	0	0	0	0
Phkg1	96.62069	0	0	0	387	756	945	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	101	130	0	0	0	0
Gnb2	96.62069	0	0	0	0	408	350	272	187	226	0	0	0	0	322	165	0	0	0	0	0	0	0	0	274	365	233	0	0	0	0
AW549877	96.62069	0	0	0	161	318	364	153	174	204	0	0	0	0	441	315	0	0	0	0	0	0	102	0	218	195	157	0	0	0	0
Mpc1	96.413793	0	0	0	0	148	201	343	239	144	0	0	0	0	680	381	0	0	0	0	0	0	0	0	203	158	168	0	0	131	0
Cactin	96.344828	0	0	0	0	161	184	0	0	0	0	0	0	0	687	416	0	0	0	0	0	0	0	0	295	475	405	0	0	171	0
Zfp655	96.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	803	0	0	0	0	0	0	0	0	104	191	100	0	142	352	0
Top2b	96.206897	0	0	0	161	783	316	489	550	402	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
Zhx2	96.172414	0	0	0	223	529	739	494	338	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Zfp11	96.137931	0	0	0	0	337	1040	0	0	0	0	0	0	0	297	254	0	0	0	0	0	0	0	0	195	255	241	0	0	169	0
Tmem183a	96.137931	0	0	0	0	0	289	0	0	0	0	0	0	0	982	707	0	0	0	0	0	0	0	0	165	113	174	0	142	216	0
Fbxl14	96.103448	0	0	0	229	426	205	440	435	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	171	170	0	0	0	0
Yme1l1	96.068966	0	0	0	0	140	264	226	482	279	0	0	0	0	357	227	0	0	0	0	0	0	0	0	186	277	203	0	0	145	0
Mastl	96.068966	0	0	0	0	140	264	226	482	279	0	0	0	0	357	227	0	0	0	0	0	0	0	0	186	277	203	0	0	145	0
Camk4	96.068966	0	0	0	194	465	683	608	356	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad51c	96.034483	0	0	0	0	288	318	106	292	258	0	0	0	0	469	260	0	0	0	0	0	0	0	0	169	362	263	0	0	0	0
Ptpn12	96.034483	0	0	0	273	574	485	390	363	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
Nop58	96.0	0	0	0	255	163	588	0	0	0	0	0	0	0	529	303	0	0	0	0	0	0	0	0	279	234	222	0	0	211	0
Mlxip	95.931034	0	0	0	377	323	747	247	350	198	0	0	0	0	154	0	0	0	0	0	0	0	0	0	99	109	178	0	0	0	0
Rfx7	95.862069	0	0	0	374	467	683	291	337	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0
Zfp959	95.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	947	673	0	0	0	0	0	0	0	0	299	385	259	0	0	216	0
Cdsn	95.827586	0	0	0	246	315	615	337	188	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	223	256	0	0	0	0
Sgsm3	95.793103	0	0	0	0	490	514	285	324	219	0	0	0	0	220	160	0	0	0	0	0	0	0	0	160	153	253	0	0	0	0
Tafa3	95.758621	0	0	0	389	678	809	0	282	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	102	0	0	0	0	0
Ppm1j	95.758621	0	0	0	389	678	809	0	282	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	102	0	0	0	0	0
Nfib	95.758621	0	0	0	0	1010	974	267	257	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	95.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	826	869	0	0	0	0	0	0	0	0	244	417	206	0	0	215	0
Zfc3h1	95.724138	0	0	0	0	383	441	408	484	446	0	0	0	0	150	0	0	0	0	0	0	0	0	0	80	229	155	0	0	0	0
Utp15	95.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	902	739	0	0	0	0	0	0	0	0	168	244	287	0	153	283	0
Thap2	95.724138	0	0	0	0	383	441	408	484	446	0	0	0	0	150	0	0	0	0	0	0	0	0	0	80	229	155	0	0	0	0
Ankra2	95.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	902	739	0	0	0	0	0	0	0	0	168	244	287	0	153	283	0
Lix1l	95.689655	0	0	0	415	364	657	449	484	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0
Nup133	95.62069	0	0	0	0	0	168	0	0	0	0	0	0	0	835	644	0	0	0	0	0	0	0	0	195	220	276	0	154	281	0
Bhlhe40	95.62069	0	0	0	0	597	411	367	360	467	0	0	0	0	0	0	0	0	0	0	0	0	174	195	92	110	0	0	0	0	0
Rps9	95.517241	0	0	0	145	263	629	0	0	0	0	0	0	0	509	505	0	0	0	0	0	0	0	0	227	249	0	0	0	243	0
Etf1	95.517241	0	0	0	147	339	815	297	228	216	0	0	0	0	211	209	0	0	0	0	0	0	129	0	88	0	91	0	0	0	0
Zfp945	95.448276	0	0	0	255	585	767	275	435	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Nxf1	95.448276	0	0	0	194	979	595	147	235	193	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	88	128	0	0	0	0
Tti1	95.413793	0	0	0	0	0	105	0	0	0	0	0	0	0	772	694	0	0	0	0	0	0	0	0	139	229	290	0	206	332	0
Rprd1b	95.413793	0	0	0	0	0	105	0	0	0	0	0	0	0	772	694	0	0	0	0	0	0	0	0	139	229	290	0	206	332	0
Actl6b	95.413793	0	0	0	0	895	675	135	384	315	0	0	0	0	191	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5431	95.206897	0	0	0	0	591	697	655	332	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpped1	95.172414	0	0	0	379	445	744	0	0	0	0	0	0	0	335	271	0	0	0	0	0	0	0	0	154	174	123	0	0	135	0
Lnpep	95.137931	0	0	0	242	548	558	0	239	234	0	0	0	0	248	179	0	0	0	0	0	0	0	0	167	178	166	0	0	0	0
Kcnj11	95.103448	0	0	0	177	1052	880	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	103	0	361	0	0	0	0	0	0
Nkap	94.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	331	278	294	223	311	370	291	269	115	0	0	0	0	0	0
Zfp68	94.931034	0	0	0	197	845	888	178	168	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	116	0	0	0	0
Ppil4	94.931034	0	0	0	0	0	143	0	0	0	0	0	0	0	1001	738	0	0	0	0	0	0	0	0	206	105	152	0	148	260	0
A430033K04Rik	94.931034	0	0	0	197	845	888	178	168	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	116	0	0	0	0
Hlcs	94.896552	0	0	0	0	0	189	0	0	0	0	0	0	0	768	399	0	0	0	0	0	0	0	0	276	372	485	0	0	263	0
Slc16a6	94.862069	0	0	0	177	516	727	297	0	0	0	0	0	0	0	0	0	0	221	0	184	230	197	202	0	0	0	0	0	0	0
Arsg	94.862069	0	0	0	177	516	727	297	0	0	0	0	0	0	0	0	0	0	221	0	184	230	197	202	0	0	0	0	0	0	0
1700010B08Rik	94.827586	0	0	0	0	1034	1116	0	405	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copg1	94.758621	0	0	0	202	314	541	0	0	0	0	0	0	0	554	378	0	0	0	0	0	0	0	0	156	232	212	0	0	159	0
Dynlt1b	94.724138	0	0	0	183	306	323	304	219	266	0	0	0	0	315	207	0	0	0	0	0	0	0	0	221	205	198	0	0	0	0
Btg1b	94.551724	0	0	0	145	437	498	843	384	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	94.551724	0	0	0	169	0	585	172	206	195	0	0	0	0	0	153	0	0	0	0	0	0	0	0	371	445	262	0	0	184	0
Adk	94.551724	0	0	0	169	0	585	172	206	195	0	0	0	0	0	153	0	0	0	0	0	0	0	0	371	445	262	0	0	184	0
Stk40	94.517241	0	0	0	202	535	634	412	204	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	125	161	0	0	0	0
Hivep2	94.310345	0	0	0	185	350	534	324	359	201	0	0	0	0	272	193	0	0	0	0	0	0	0	0	111	0	206	0	0	0	0
Dhx34	94.241379	260	89	0	0	252	166	0	0	0	0	0	0	0	682	558	0	0	0	0	0	0	0	0	98	203	149	0	0	276	0
Armc8	94.241379	0	0	0	0	232	0	293	0	216	0	0	0	0	345	238	0	0	0	0	0	0	0	0	372	359	273	405	0	0	0
Ttf1	94.206897	0	0	0	0	416	311	191	139	247	0	0	0	0	289	217	0	0	0	0	0	0	0	0	237	325	360	0	0	0	0
Wnk4	94.172414	0	0	0	484	994	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	87	88	0	0	0	0
Ercc6	94.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	953	729	0	0	0	0	0	0	0	0	240	310	305	0	0	192	0
4930568D16Rik	94.103448	0	0	0	330	829	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shc4	94.034483	0	0	0	399	711	833	274	169	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
Krt36	93.965517	0	0	0	0	415	315	676	691	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp51	93.965517	0	0	0	0	290	540	0	130	0	0	0	0	0	302	151	0	0	0	0	0	0	0	0	287	458	331	236	0	0	0
Tuba3a	93.896552	0	0	0	273	458	1310	366	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Fhl1	93.862069	0	0	0	0	681	0	240	518	506	0	0	0	0	124	0	0	0	0	0	0	0	340	313	0	0	0	0	0	0	0
Polq	93.827586	0	0	0	0	1014	593	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	239	230	0	0	0	0
Pkig	93.827586	0	0	0	300	736	923	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	118	0	219	176	119	0	0	0	0
Ppp4r3b	93.793103	0	0	0	185	308	486	221	294	344	0	0	0	0	182	104	0	0	0	0	0	0	0	0	304	146	146	0	0	0	0
C3ar1	93.793103	0	0	0	359	400	901	312	258	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Ube2g1	93.758621	0	0	0	245	350	514	272	414	380	0	0	0	0	123	0	0	0	0	0	0	0	0	0	119	108	194	0	0	0	0
Enpp3	93.758621	0	0	0	175	389	732	444	592	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r3	93.62069	0	0	0	0	412	242	682	410	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	258	226	0	0	0	0
Casd1	93.517241	0	0	0	0	847	367	369	536	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard13	93.448276	0	0	0	0	409	323	376	742	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	116	0	0	0	0	0
Zfp455	93.413793	0	0	0	264	544	593	297	457	354	0	0	0	0	83	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Fpgs	93.413793	0	0	0	0	543	468	167	274	397	0	0	0	0	0	0	0	0	0	0	0	0	142	0	229	243	246	0	0	0	0
Dnajc10	93.413793	0	0	0	0	1049	265	245	157	209	0	0	0	0	167	0	0	0	0	0	0	0	0	0	220	232	165	0	0	0	0
Cep295nl	93.413793	0	0	0	389	754	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0
Sbno1	93.344828	0	0	0	337	1125	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	118	0	0	0	0
Cnksr1	93.275862	0	0	0	169	314	477	557	582	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scd2	93.241379	0	0	0	320	994	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
Ppm1g	93.206897	0	0	0	389	539	991	0	189	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	150	180	0	0	0	0
Hint3	93.206897	0	0	0	0	84	270	0	0	0	0	0	0	0	645	577	0	0	0	0	0	0	0	0	294	171	358	0	0	304	0
Bcl9	93.172414	0	0	0	273	299	463	513	412	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	90	223	0	0	0	0
Qtrt2	93.103448	0	0	0	0	224	251	177	317	226	0	0	0	0	377	413	0	0	0	0	0	0	0	0	115	132	258	0	0	210	0
Ccdc191	93.103448	0	0	0	0	224	251	177	317	226	0	0	0	0	377	413	0	0	0	0	0	0	0	0	115	132	258	0	0	210	0
Carmil2	92.965517	0	0	0	211	1106	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Wtap	92.758621	0	0	0	177	415	610	115	186	120	0	0	0	0	288	210	0	0	0	0	0	0	0	0	245	166	158	0	0	0	0
Rab11fip3	92.724138	0	0	0	264	572	561	0	140	348	0	0	0	0	172	0	0	0	0	0	0	0	0	0	128	242	262	0	0	0	0
Gpatch8	92.724138	0	0	0	0	0	152	0	0	0	0	0	0	0	707	702	0	0	0	0	0	0	0	0	385	255	248	0	0	240	0
Oaz1	92.689655	0	0	0	0	242	461	100	0	146	0	0	0	0	570	388	0	0	0	0	0	0	0	0	135	207	439	0	0	0	0
Ninl	92.655172	0	0	0	0	788	589	238	495	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Prmt5	92.517241	0	0	0	0	260	211	0	0	0	0	0	0	0	461	416	0	0	0	0	0	0	0	0	348	463	332	0	0	192	0
Trib1	92.413793	0	0	0	232	463	765	179	264	404	0	0	0	0	0	0	0	0	0	0	0	0	102	0	171	0	100	0	0	0	0
Sod2	92.413793	0	0	0	237	1153	610	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	193	136	0	0	0	0
Smim14	92.413793	0	0	0	169	156	621	0	0	0	0	0	0	0	466	352	0	0	0	0	0	0	0	0	245	363	180	0	0	128	0
Sphk2	92.37931	0	0	0	0	356	143	0	0	0	0	0	0	0	644	514	0	0	0	0	0	0	0	0	192	317	237	0	0	276	0
Rpl18	92.37931	0	0	0	0	356	143	0	0	0	0	0	0	0	644	514	0	0	0	0	0	0	0	0	192	317	237	0	0	276	0
Fam83e	92.37931	0	0	0	0	356	143	0	0	0	0	0	0	0	644	514	0	0	0	0	0	0	0	0	192	317	237	0	0	276	0
Pomgnt1	92.344828	0	0	0	130	453	446	390	330	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	196	193	0	0	0	0
Soat2	92.275862	0	0	0	246	1282	937	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24c	92.275862	0	0	0	153	306	627	111	104	146	0	0	0	0	254	202	0	0	0	0	0	0	170	0	165	219	219	0	0	0	0
Igfbp6	92.275862	0	0	0	246	1282	937	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam234a	92.275862	0	0	0	211	720	882	0	250	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	94	141	0	0	0	0
Tob1	92.241379	0	0	0	290	254	732	0	0	155	0	0	0	0	215	132	0	0	0	0	0	0	0	0	463	278	156	0	0	0	0
Trmt10a	92.172414	0	0	0	245	330	420	135	162	231	0	0	0	0	345	232	0	0	0	0	0	0	0	0	186	173	214	0	0	0	0
Mttp	92.172414	0	0	0	245	330	420	135	162	231	0	0	0	0	345	232	0	0	0	0	0	0	0	0	186	173	214	0	0	0	0
Stk19	92.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	789	581	0	0	0	0	0	0	0	0	181	280	397	0	162	281	0
Dxo	92.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	789	581	0	0	0	0	0	0	0	0	181	280	397	0	162	281	0
Rictor	92.034483	0	0	0	438	679	610	145	209	207	0	0	0	0	123	0	0	0	0	0	0	0	0	0	152	0	106	0	0	0	0
Med4	91.965517	0	0	0	334	131	806	0	0	0	0	0	0	0	356	324	0	0	0	0	0	0	0	0	258	168	165	0	0	125	0
Gcnt1	91.965517	0	0	0	310	407	924	165	218	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	177	0	0	0	0
Sgf29	91.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	758	573	0	0	0	0	0	0	0	0	228	365	363	0	160	218	0
Rpp14	91.896552	0	0	0	0	157	367	0	0	0	0	0	0	0	631	371	0	0	0	0	0	0	0	0	178	297	253	0	209	202	0
Htd2	91.896552	0	0	0	0	157	367	0	0	0	0	0	0	0	631	371	0	0	0	0	0	0	0	0	178	297	253	0	209	202	0
Eipr1	91.862069	0	0	0	202	159	1555	0	0	0	0	0	0	0	255	115	0	0	0	0	0	0	0	0	174	103	101	0	0	0	0
Tpr	91.758621	0	0	0	0	111	187	0	0	0	0	0	0	0	752	667	0	0	0	0	0	0	0	0	182	278	251	0	0	233	0
Odr4	91.758621	0	0	0	0	111	187	0	0	0	0	0	0	0	752	667	0	0	0	0	0	0	0	0	182	278	251	0	0	233	0
Wdr92	91.724138	0	0	0	0	190	111	0	0	0	0	0	0	0	590	340	0	0	0	0	0	0	0	0	240	373	595	0	0	221	0
Smim13	91.724138	0	0	0	0	0	0	376	967	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	254	268	0	0	0	0
Pno1	91.724138	0	0	0	0	190	111	0	0	0	0	0	0	0	590	340	0	0	0	0	0	0	0	0	240	373	595	0	0	221	0
Ddx59	91.724138	0	0	0	0	309	516	0	114	137	0	0	0	0	303	264	0	0	0	0	0	0	0	0	264	331	422	0	0	0	0
Ppme1	91.689655	0	0	0	0	514	214	348	297	195	0	0	0	0	139	85	0	0	0	0	0	0	87	0	168	226	386	0	0	0	0
C2cd3	91.689655	0	0	0	0	514	214	348	297	195	0	0	0	0	139	85	0	0	0	0	0	0	87	0	168	226	386	0	0	0	0
Exoc5	91.62069	0	0	0	0	432	445	144	307	158	0	0	0	0	421	190	0	0	0	0	0	0	0	0	180	254	126	0	0	0	0
Ap5m1	91.62069	0	0	0	0	432	445	144	307	158	0	0	0	0	421	190	0	0	0	0	0	0	0	0	180	254	126	0	0	0	0
Hnrnph1	91.517241	0	0	0	144	347	434	0	0	190	0	0	0	0	427	364	0	0	0	0	0	0	0	0	150	207	272	0	0	119	0
Aox4	91.517241	0	0	0	671	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	115	0	0	0	0	0
Rpl23	91.482759	0	0	0	0	204	229	244	0	0	0	0	0	0	608	406	0	0	0	0	0	0	0	0	212	282	206	0	80	182	0
Crispld2	91.482759	0	0	0	264	265	724	624	304	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0
Zfp119b	91.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	840	561	0	0	0	0	0	0	0	0	260	427	390	0	0	174	0
Ssu72	91.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	843	668	0	0	0	0	0	0	0	0	250	242	139	0	149	360	0
Tinf2	91.37931	0	0	0	0	90	191	0	0	0	0	0	0	0	549	427	0	0	0	0	0	0	0	0	499	275	286	0	0	333	0
Prpf38a	91.275862	0	0	0	0	228	571	125	168	152	0	0	0	0	329	202	0	0	0	0	0	0	0	0	135	482	255	0	0	0	0
Orc1	91.275862	0	0	0	0	228	571	125	168	152	0	0	0	0	329	202	0	0	0	0	0	0	0	0	135	482	255	0	0	0	0
Ifit3	91.241379	0	0	0	303	802	795	161	153	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	100	0	0	0	0
Plaa	91.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	715	417	0	0	0	0	0	0	0	0	294	552	435	0	0	231	0
Zgrf1	91.137931	0	0	0	0	136	320	0	0	0	0	0	0	0	684	618	0	0	0	0	0	0	0	0	197	199	227	0	0	262	0
Nt5c3	91.137931	0	0	0	182	642	564	120	173	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	196	222	377	0	0	0	0
Larp7	91.137931	0	0	0	0	136	320	0	0	0	0	0	0	0	684	618	0	0	0	0	0	0	0	0	197	199	227	0	0	262	0
Gpr153	91.068966	0	0	0	273	447	673	308	316	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	140	0	0	0	0
Fzd3	91.034483	0	0	0	0	876	325	0	326	232	0	0	0	0	236	143	0	0	0	0	0	0	0	0	133	184	185	0	0	0	0
Fbxo16	91.034483	0	0	0	0	876	325	0	326	232	0	0	0	0	236	143	0	0	0	0	0	0	0	0	133	184	185	0	0	0	0
Tcf3	90.965517	0	0	0	115	311	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	640	565	0	0	0	0
Mapk12	90.965517	0	0	0	0	368	295	749	598	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2a2	90.793103	0	0	0	0	522	423	267	293	323	0	0	0	0	247	0	0	0	0	0	0	0	0	0	139	140	144	135	0	0	0
Map4k3	90.758621	0	0	0	202	1148	339	0	396	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0
Gan	90.724138	0	0	0	0	149	195	255	0	0	0	0	0	0	805	556	0	0	0	0	0	0	0	0	160	159	165	0	0	187	0
Cers2	90.724138	0	0	0	169	778	907	206	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	161	93	0	0	0	0
Anxa9	90.724138	0	0	0	169	778	907	206	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	161	93	0	0	0	0
Spsb2	90.689655	0	0	0	0	673	348	296	244	255	0	0	0	0	0	0	0	0	0	0	0	0	149	220	122	105	218	0	0	0	0
Lpin2	90.689655	0	0	0	0	410	463	545	405	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	171	141	0	0	0	0
Amotl2	90.62069	0	0	0	399	303	998	0	0	209	0	0	0	0	90	0	0	0	0	0	0	0	0	0	344	131	154	0	0	0	0
N4bp2l2	90.586207	0	0	0	0	359	645	177	363	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	305	203	0	0	0	0
Coq10a	90.551724	0	0	0	466	567	1192	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	142	145	0	0	0	0	0
Wdr45b	90.448276	0	0	0	0	0	173	0	0	0	0	0	0	0	896	742	0	0	0	0	0	0	0	0	195	126	168	0	0	323	0
Maml1	90.37931	0	0	0	268	713	547	162	358	179	0	0	0	0	119	152	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Cox20	90.37931	0	0	0	384	260	586	203	308	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	175	160	0	0	0	0
Ndufaf5	90.310345	0	0	0	109	634	709	97	0	222	0	0	0	0	191	165	0	0	0	0	0	0	0	0	163	182	147	0	0	0	0
Esf1	90.310345	0	0	0	109	634	709	97	0	222	0	0	0	0	191	165	0	0	0	0	0	0	0	0	163	182	147	0	0	0	0
Slc35f6	90.275862	0	0	0	384	605	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	239	277	0	0	0	0
Letm1	90.241379	0	0	0	169	420	477	273	260	249	0	0	0	0	131	0	0	0	0	0	0	0	0	0	192	161	285	0	0	0	0
Amot	90.034483	0	0	0	0	325	339	522	608	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap69	89.965517	0	0	0	194	309	1405	0	105	192	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	158	117	0	0	0	0
Bbs5	89.931034	0	0	0	185	285	561	258	258	302	0	0	0	0	175	119	0	0	0	0	0	0	0	0	117	158	190	0	0	0	0
Pnlip	89.862069	0	0	0	246	379	1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	101	0	0	0	0	0
Timm9	89.793103	0	0	0	0	257	375	0	0	0	0	0	0	0	483	357	0	0	0	0	0	0	0	0	227	262	407	0	0	236	0
2700049A03Rik	89.793103	0	0	0	0	257	375	0	0	0	0	0	0	0	483	357	0	0	0	0	0	0	0	0	227	262	407	0	0	236	0
Txnl4b	89.758621	0	0	0	0	228	120	0	0	0	0	0	0	0	481	469	0	0	0	0	0	0	0	0	375	403	350	0	0	177	0
Dhx38	89.758621	0	0	0	0	228	120	0	0	0	0	0	0	0	481	469	0	0	0	0	0	0	0	0	375	403	350	0	0	177	0
Stard3nl	89.724138	0	0	0	0	232	364	149	183	375	0	0	0	0	435	310	0	0	0	0	0	0	0	0	131	185	159	0	0	79	0
Prkrip1	89.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	926	769	0	0	0	0	0	0	0	0	214	173	231	0	0	287	0
Fam13b	89.655172	0	0	0	0	551	423	325	365	216	0	0	0	0	228	131	0	0	0	0	0	0	100	0	120	141	0	0	0	0	0
Cdkn2b	89.655172	0	0	0	194	468	557	145	396	291	0	0	0	0	0	0	0	0	0	0	0	0	103	114	197	135	0	0	0	0	0
Rc3h1	89.551724	0	0	0	597	135	1132	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	274	155	183	0	0	0	0
Nfe2l1	89.482759	0	0	0	127	399	508	367	379	309	0	0	0	0	78	0	0	0	0	0	0	0	0	0	124	109	195	0	0	0	0
Hemgn	89.448276	0	0	0	177	929	1126	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	109	0	0	0	0
Gtsf1	89.448276	0	0	0	111	784	568	207	257	242	0	0	0	0	0	0	0	0	0	0	0	0	134	0	176	115	0	0	0	0	0
Fmc1	89.413793	0	0	0	0	284	415	0	129	0	0	0	0	0	479	439	0	0	0	0	0	0	0	0	146	236	207	0	0	258	0
