Target_genes	Tcf7l2|Average	SRX9806209|Embryonic_intestinal_epithelial_cells	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX4891751|Heart_Ventricles	SRX14259589|Liver	SRX14259591|Liver	SRX14259606|Liver	SRX14259607|Liver	SRX14259608|Liver	SRX14259609|Liver	SRX14259610|Liver	SRX14259611|Liver	SRX5825956|Nephron_progenitor	SRX5825957|Nephron_progenitor	SRX5825978|Nephron_progenitor	SRX5825979|Nephron_progenitor	SRX5826000|Nephron_progenitor	SRX5826001|Nephron_progenitor	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	STRING
Mbd2	67.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	673	0	0	447	254	0
Ttc41	67.391304	0	0	0	0	0	162	237	159	200	65	133	114	229	0	0	0	0	86	165	0	0	0	0	0
Hsp90b1	67.391304	0	0	0	0	0	162	237	159	200	65	133	114	229	0	0	0	0	86	165	0	0	0	0	0
Vmn2r102	67.217391	0	0	0	0	0	147	255	194	115	131	128	0	0	0	238	0	0	0	0	0	0	163	175	0
Ablim3	67.217391	0	0	0	0	0	87	366	102	274	0	261	195	183	0	0	0	0	0	78	0	0	0	0	0
Krt9	67.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	1023	0	0	0	0	0
Ttll4	67.0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	238	382	0
Txndc2	66.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	1023	0	0	0	0	0
Acnat1	66.826087	0	0	0	0	0	174	260	223	224	0	236	137	283	0	0	0	0	0	0	0	0	0	0	0
Schip1	66.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	0	0	0
Cdt1	66.782609	261	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	535	0	0	357	289	0
Syt12	66.73913	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	575	0
Plch1	66.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534	0	0	0	0	0
Wwox	66.652174	0	267	278	266	325	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	125	122	0
Hrg	66.652174	0	0	0	0	0	118	268	130	334	0	191	116	376	0	0	0	0	0	0	0	0	0	0	0
Pcolce	66.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	225	159	0	837	0	175	0	0	0
Khdrbs1	66.521739	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	802	0	91	317	220	0
Mok	66.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	511	875	0	0	0	0	0
Nedd9	66.434783	0	0	0	0	0	0	131	0	110	0	0	0	121	0	0	0	0	246	440	0	0	272	208	0
Dcn	66.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	901	0	0	134	0	0
Hinfp	66.391304	429	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	372	0	0	315	300	0
Plekha3	66.304348	224	0	0	0	0	0	0	0	175	0	146	0	116	0	0	0	0	0	544	0	0	162	158	0
Fkbp7	66.304348	224	0	0	0	0	0	0	0	175	0	146	0	116	0	0	0	0	0	544	0	0	162	158	0
Srp19	66.217391	127	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	391	0	0	506	324	0
Ppp6r2	66.217391	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	155	200	0	117	458	500	0
Ndufv1	66.217391	0	0	0	0	0	0	136	0	162	0	0	0	72	0	0	0	0	110	329	0	0	389	325	0
Clec2d	66.173913	0	0	0	0	0	0	255	0	270	0	0	198	223	0	0	0	0	0	0	0	0	332	244	0
Lclat1	66.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	678	0	0	296	220	0
Cdhr1	66.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	342	1067	0	0	0	0	0
Ubald1	66.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	336	0	144	451	507	0
Bcas2	65.73913	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	386	377	0
Tpst2	65.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	124	0	0	998	0	0	82	0	0
Stra6l	65.695652	260	0	0	0	0	126	308	133	183	0	133	114	254	0	0	0	0	0	0	0	0	0	0	0
Nab2	65.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	1133	0	0	0	0	0
Dst	65.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	1057	0	0	0	0	0
Cdh2	65.652174	0	0	0	0	0	0	214	0	0	0	0	0	109	127	140	88	0	252	580	0	0	0	0	0
Rgn	65.608696	0	0	0	0	0	102	221	148	265	0	238	209	326	0	0	0	0	0	0	0	0	0	0	0
Csrp2	65.608696	125	0	0	0	0	0	115	0	117	0	0	0	138	0	0	0	0	106	398	0	0	292	218	0
Alad	65.608696	0	0	0	0	0	0	162	143	247	0	123	198	239	0	0	0	0	0	397	0	0	0	0	0
Etv4	65.521739	176	0	0	0	0	0	0	0	0	0	0	0	0	193	92	0	0	286	760	0	0	0	0	0
Mrpl10	65.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	276	473	548	0
Lrrc46	65.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	276	473	548	0
Lhpp	65.391304	367	0	0	0	0	0	242	76	215	0	158	104	149	0	0	0	0	0	193	0	0	0	0	0
St8sia6	65.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	325	163	307	328	0	380	0	0	0	0	0
Klk1b27	65.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1502	0	0	0	0	0
Aspscr1	65.26087	232	0	0	0	0	0	251	0	150	0	0	0	224	0	0	0	0	0	235	0	0	168	241	0
Rmnd5a	65.217391	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	104	202	0
Mycn	65.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	1022	0	0	0	0	0
Tob2	64.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	1018	0	0	0	121	0
Nradd	64.695652	131	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	121	0	951	0	0	132	0	0
Ints2	64.608696	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	269	416	0	0	371	361	0
Rpusd1	64.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	859	0	0	151	136	0
Chtf18	64.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	859	0	0	151	136	0
Ube4a	64.521739	0	0	0	0	0	90	202	144	151	0	156	0	136	0	0	0	0	0	333	0	0	108	164	0
Shroom2	64.521739	0	0	0	0	0	206	247	94	264	0	175	102	396	0	0	0	0	0	0	0	0	0	0	0
Mapk8ip1	64.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0
Ahsa2	64.478261	0	0	0	0	84	0	94	0	0	0	72	0	125	0	0	0	0	135	386	0	0	342	245	0
Zfr	64.347826	0	0	0	0	0	0	124	0	0	0	0	0	159	0	0	0	0	260	937	0	0	0	0	0
Tigd4	64.347826	286	0	0	0	0	0	253	0	0	0	137	0	100	96	0	0	0	0	608	0	0	0	0	0
Sh3bp5l	64.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	203	132	364	270	160	269	0	0	0	82	0
Ahdc1	64.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	290	203	0	0	0	986	0	0	0	0	0
Sec24c	64.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	292	703	352	0
Eva1b	64.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	166	169	0	146	0	994	0	0	0	0	0
Agmo	64.130435	0	0	0	0	0	90	326	193	315	0	233	130	188	0	0	0	0	0	0	0	0	0	0	0
Krt15	64.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	1050	0	0	0	0	0
Col6a6	64.0	0	0	0	0	0	0	0	194	279	0	286	179	406	0	0	0	0	0	128	0	0	0	0	0
BC031181	64.0	332	0	0	0	0	0	223	139	176	0	144	211	247	0	0	0	0	0	0	0	0	0	0	0
Rps7	63.913043	0	0	0	0	0	0	194	0	210	0	187	152	219	0	0	0	0	0	0	0	0	354	154	0
Il18	63.913043	0	0	0	0	0	0	191	144	360	91	248	139	297	0	0	0	0	0	0	0	0	0	0	0
Bco2	63.913043	0	0	0	0	0	0	191	144	360	91	248	139	297	0	0	0	0	0	0	0	0	0	0	0
Atf3	63.782609	195	0	0	0	0	0	114	0	110	0	139	0	146	158	0	0	0	0	473	0	0	132	0	0
Sobp	63.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	985	0	0	0	0	0
Acsm3	63.695652	0	0	0	0	0	126	251	118	249	0	174	139	244	0	0	0	0	0	164	0	0	0	0	0
Stau1	63.521739	0	0	0	0	0	78	189	231	230	0	106	138	336	0	0	0	0	0	153	0	0	0	0	0
Gpr84	63.434783	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	259	467	0	0	292	317	0
Trib2	63.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	291	0	0	440	520	0
Rita1	63.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	157	84	237	230	0	599	0	0	151	0	0
Ddx54	63.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	157	84	237	230	0	599	0	0	151	0	0
H2az1	63.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	0	0	146	148	0
Foxd1	63.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	913	0	0	0	0	0
Eif4e	63.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	239	542	403	0
Msra	63.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	695	0	102	135	184	0
Hdgf	63.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0
Slc1a2	62.913043	0	0	0	0	0	90	247	82	102	103	188	102	154	0	0	0	0	0	379	0	0	0	0	0
Churc1	62.913043	263	0	0	0	0	134	225	0	99	0	170	0	158	0	0	0	0	0	138	0	0	119	141	0
Rara	62.869565	0	0	0	0	0	0	100	0	0	0	0	0	113	0	0	0	0	324	909	0	0	0	0	0
Slc38a4	62.826087	0	0	0	0	0	83	188	92	182	0	142	0	264	0	0	0	0	0	0	0	0	185	309	0
Trps1	62.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	683	0	0	204	310	0
Zfp438	62.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	326	448	519	0
Zdhhc12	62.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	0	0	121	108	0
H2-Q8	62.521739	0	0	0	0	0	0	286	91	154	0	162	0	153	110	0	0	0	238	244	0	0	0	0	0
H2-Q6	62.521739	0	0	0	0	0	0	286	91	154	0	162	0	153	110	0	0	0	238	244	0	0	0	0	0
Gpld1	62.521739	0	0	0	0	0	132	340	123	273	0	209	122	239	0	0	0	0	0	0	0	0	0	0	0
Slc17a2	62.434783	0	0	0	0	0	106	269	161	286	0	165	175	274	0	0	0	0	0	0	0	0	0	0	0
Zfp939	62.347826	0	0	0	0	0	102	235	240	306	0	205	127	219	0	0	0	0	0	0	0	0	0	0	0
Epyc	62.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	586	0
Bcl11a	62.347826	174	0	0	0	0	0	0	0	0	0	0	0	0	124	0	248	207	0	681	0	0	0	0	0
Xrn2	62.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1293	0	0	0	140	0
Phf12	62.304348	149	0	0	0	0	0	74	0	101	0	110	0	0	0	0	0	0	0	111	81	127	402	278	0
Zcchc3	62.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	0	0	0	0	0
Pbld2	62.26087	246	0	0	0	0	0	0	0	0	0	0	0	137	0	0	133	0	0	314	0	0	402	200	0
Hnrnph3	62.26087	246	0	0	0	0	0	0	0	0	0	0	0	137	0	0	133	0	0	314	0	0	402	200	0
6820408C15Rik	62.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	0	0	0	0	0
4930558K02Rik	62.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0	180	258	0
Tssk6	62.217391	343	0	0	0	0	0	0	0	0	0	97	0	180	0	0	0	0	0	316	0	0	231	264	0
Slc35e2	62.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	342	307	0	269	0	152	143	66	0
Olfm4	62.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	123	151	0	0	403	754	0	0	0	0	0
Ndufa13	62.217391	343	0	0	0	0	0	0	0	0	0	97	0	180	0	0	0	0	0	316	0	0	231	264	0
Ntmt1	62.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311	0	0	119	0	0
Arhgef37	62.130435	0	0	0	0	0	114	298	197	238	0	170	127	285	0	0	0	0	0	0	0	0	0	0	0
Ldha	62.086957	0	0	0	0	0	0	238	131	264	0	168	139	356	0	0	0	0	0	132	0	0	0	0	0
Tgif1	61.869565	0	0	0	0	0	0	102	0	149	0	0	90	105	0	0	161	0	178	375	0	0	113	150	0
Adcy9	61.869565	0	0	0	0	0	126	257	169	279	0	160	139	188	0	0	0	0	0	105	0	0	0	0	0
4933430I17Rik	61.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	528	647	0
Rbm38	61.782609	340	0	0	0	0	0	112	0	113	0	0	0	0	0	0	0	0	0	217	0	0	288	351	0
Cdh10	61.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	1054	0	0	0	0	0
Selenoh	61.73913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	0	0	152	151	0
Efna5	61.73913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	468	131	187	252	276	0
Ywhaq	61.695652	116	0	0	0	0	0	0	0	0	0	0	0	0	144	0	123	0	236	388	0	0	250	162	0
Vasn	61.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	1074	0	0	0	0	0
Idh2	61.565217	0	0	0	0	0	210	414	0	175	141	173	139	164	0	0	0	0	0	0	0	0	0	0	0
Igdcc3	61.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	1284	0	0	0	0	0
Arid3b	61.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	378	183	0
Smg7	61.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	162	243	322	450	0
Comt	61.391304	0	0	0	0	0	0	97	0	97	0	0	114	167	118	0	0	0	194	477	0	0	148	0	0
Col1a2	61.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	211	141	0	130	0	773	0	0	0	157	0
Ifnar1	61.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	80	526	565	0
D17H6S53E	61.304348	166	0	0	0	0	0	188	0	125	0	0	0	0	0	0	0	0	182	350	0	0	228	171	0
Uhrf1bp1l	61.217391	0	0	0	0	0	0	69	0	114	0	0	0	84	0	0	0	0	0	337	0	0	557	247	0
Atrnl1	61.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	110	168	331	521	0	0	0	168	0
Sema4d	61.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	908	0	0	0	0	0
Ppp5c	61.130435	445	0	0	0	0	0	192	0	137	0	150	0	73	0	0	0	0	0	209	0	0	0	200	0
Ubxn4	61.086957	186	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	465	0	0	390	264	0
Nop58	61.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	139	216	517	329	0
Errfi1	61.043478	0	0	0	0	0	114	283	154	262	79	115	138	181	0	0	0	0	0	78	0	0	0	0	0
Arid1b	61.043478	153	0	0	0	0	114	182	0	125	0	123	0	294	0	0	0	0	127	286	0	0	0	0	0
Madd	60.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	156	98	258	319	0	568	0	0	0	0	0
Ssbp3	60.782609	220	0	0	0	0	0	0	0	89	0	0	0	90	0	0	0	0	0	232	0	0	318	449	0
Ppil3	60.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	209	104	0	0	0	224	0	0	416	443	0
Nif3l1	60.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	209	104	0	0	0	224	0	0	416	443	0
Rel	60.565217	0	0	0	0	0	0	115	0	101	0	0	0	158	0	84	192	0	0	424	0	0	193	126	0
Tmem139	60.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162	0	0	124	104	0
Casp2	60.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162	0	0	124	104	0
B3galnt2	60.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	786	0	0	141	196	0
Wnt11	60.347826	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	168	0	840	0	0	0	0	0
Nelfa	60.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	311	245	0	179	102	171	143	145	0
C2cd2	60.26087	0	0	0	0	0	0	177	118	236	0	172	127	350	0	0	0	0	0	206	0	0	0	0	0
Bloc1s2	60.26087	212	0	0	0	0	0	188	0	229	0	123	0	331	0	0	0	0	0	158	0	0	145	0	0
L3hypdh	60.217391	0	0	0	0	0	0	0	0	137	0	0	0	144	0	0	0	0	176	317	0	0	357	254	0
Jkamp	60.217391	0	0	0	0	0	0	0	0	137	0	0	0	144	0	0	0	0	176	317	0	0	357	254	0
Bcat2	60.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	0	0	0	0	0
LOC100862220	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0
Gm21953	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0
Gm21586	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0
Gm20878	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0
Fam205a4	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0
Fam205a3	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0
0610009B22Rik	60.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	580	0	165	170	239	0
Insig2	60.086957	0	0	0	0	0	96	218	83	103	0	115	0	154	0	0	0	0	0	613	0	0	0	0	0
Fam227a	60.043478	0	0	0	0	0	0	109	0	154	0	0	0	138	159	0	165	170	209	277	0	0	0	0	0
Cby1	60.043478	0	0	0	0	0	0	109	0	154	0	0	0	138	159	0	165	170	209	277	0	0	0	0	0
Pcsk5	60.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	898	0	0	0	0	0
Rbms3	59.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379	0	0	0	0	0
Taf11	59.869565	493	0	0	0	0	0	67	0	0	0	0	0	0	85	0	0	0	167	446	0	0	119	0	0
Rab11fip2	59.869565	0	0	0	0	0	0	226	0	0	0	179	0	0	0	0	0	0	318	525	0	0	0	129	0
Fbn2	59.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	358	869	0	0	0	0	0
Anks1	59.869565	493	0	0	0	0	0	67	0	0	0	0	0	0	85	0	0	0	167	446	0	0	119	0	0
Plpp3	59.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	151	150	212	0
Rab10	59.782609	0	0	0	0	0	178	205	92	141	0	131	0	161	0	0	0	0	146	88	0	0	128	105	0
H2-Q9	59.782609	0	0	0	0	0	0	291	96	156	0	257	100	70	0	0	0	0	208	197	0	0	0	0	0
H2-Q7	59.782609	0	0	0	0	0	0	291	96	156	0	257	100	70	0	0	0	0	208	197	0	0	0	0	0
Actn1	59.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	1029	0	0	0	0	0
Tmpo	59.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	159	399	526	0
Csf1r	59.565217	0	0	0	0	0	139	227	118	300	128	114	114	230	0	0	0	0	0	0	0	0	0	0	0
Ndst1	59.478261	0	0	0	0	0	102	324	94	216	0	169	234	229	0	0	0	0	0	0	0	0	0	0	0
Sod2	59.434783	0	0	0	0	0	0	0	0	0	0	0	0	65	140	0	227	181	272	238	0	137	0	107	0
Slx4	59.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	527	0	0	338	289	0
Set	59.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367	0	0	0	0	0
Nr1i3	59.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367	0	0	0	0	0
Rpl37	59.391304	418	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	215	447	0	0	107	106	0
Rhbdf2	59.391304	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	873	0	0	86	0	0
Cdk17	59.347826	0	0	0	0	0	0	0	0	89	0	0	0	124	0	0	0	0	153	588	0	0	171	240	0
Zfp983	59.304348	0	0	0	0	0	137	283	144	345	0	183	139	133	0	0	0	0	0	0	0	0	0	0	0
Hrc	59.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	253	186	285	262	0	377	0	0	0	0	0
Rxra	59.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362	0	0	0	0	0
Actg1	59.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	1019	0	0	0	0	0
Nrp1	59.0	0	0	0	0	0	0	0	0	80	0	0	0	0	111	199	264	274	0	429	0	0	0	0	0
Prxl2a	58.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	1049	0	0	0	0	0
Chd3	58.913043	0	0	0	0	0	102	207	0	162	0	118	114	186	0	0	0	0	0	132	0	0	173	161	0
Ppp2r1b	58.782609	188	0	0	0	0	0	0	0	0	0	0	0	0	206	0	72	0	0	886	0	0	0	0	0
Izumo1	58.782609	0	507	477	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cited2	58.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	852	0	0	150	0	0
Raph1	58.73913	257	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	257	0	0	447	294	0
Bcat1	58.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	259	164	0	0	0	927	0	0	0	0	0
Ctdsp2	58.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	908	0	0	105	0	0
Ugt1a5	58.608696	0	0	0	0	0	125	271	137	188	0	136	0	156	0	0	0	0	0	0	0	0	183	152	0
Tacc1	58.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	408	0	0	411	379	0
Nabp2	58.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	440	0	142	0	0	122	110	0
Nhsl1	58.565217	124	0	0	0	0	0	187	0	113	0	0	0	79	0	0	0	0	299	545	0	0	0	0	0
Tcf20	58.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	963	0	0	0	0	0
Dlc1	58.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	189	0	0	656	407	0
Tbc1d10b	58.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	313	397	485	0
Shroom3	58.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	163	158	0	0	0	1024	0	0	0	0	0
Mylpf	58.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	313	397	485	0
Smim40	58.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	280	151	262	454	0	0	0	0	0
Daxx	58.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	280	151	262	454	0	0	0	0	0
Slc52a3	58.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	0
Sash1	58.304348	283	0	0	0	0	0	0	0	0	0	0	0	0	151	0	107	153	390	257	0	0	0	0	0
Sipa1l1	58.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	324	0	0	250	378	0
Hspe1	58.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	573	0	95	230	262	0
Hspd1	58.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	573	0	95	230	262	0
Gem	58.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	161	137	0	776	0	0	124	0	0
Srsf9	58.0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	242	211	0
Pum1	58.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334	0	0	0	0	0
Ascc3	58.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	925	0	0	98	0	0
Mcrs1	57.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	905	0	0	87	0	0
Usp1	57.913043	0	0	0	0	0	0	112	0	0	0	0	0	112	0	0	0	0	0	166	0	216	305	421	0
Pomp	57.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	0	0	0	0	0
Zfp574	57.73913	177	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	595	0	0	288	152	0
Grik5	57.73913	177	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	595	0	0	288	152	0
Ing3	57.695652	0	0	0	0	0	0	124	0	0	0	0	0	82	0	0	0	0	0	136	0	150	378	457	0
Gbp10	57.565217	0	0	0	0	0	67	324	0	196	0	152	136	229	0	0	0	0	0	112	0	0	0	108	0
Myl12a	57.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	198	214	417	0	0	101	177	0
Fbxo11	57.521739	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	224	608	0	0	103	0	0
Tmem121b	57.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	0	0	0	0	0
Ccdc184	57.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	1014	0	0	0	0	0
Tmem177	57.304348	253	0	0	0	0	0	124	0	113	0	0	0	139	0	0	0	0	0	303	0	0	161	225	0
Pin4	57.304348	0	0	0	0	0	0	215	131	150	0	123	0	90	0	0	0	0	0	310	0	0	152	147	0
Megf9	57.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	1108	0	0	97	0	0
Anapc7	57.304348	0	0	0	0	0	0	244	106	175	0	97	0	185	0	0	0	0	0	353	0	0	158	0	0
