Target_genes	Tead4|Average	SRX1817464|C2C12	SRX1817465|C2C12	SRX4153289|Carcinoma,_Basal_Cell	SRX3585309|ES_cells	SRX1885932|Liver	SRX1885933|Liver	SRX1885942|Liver	SRX1885943|Liver	SRX3459538|Liver	SRX6924463|Liver	SRX6924464|Liver	SRX6924465|Liver	SRX6924469|Liver	SRX6924470|Liver	SRX6924471|Liver	SRX6924475|Liver	SRX6924476|Liver	SRX6924477|Liver	SRX6924478|Liver	SRX1885856|MEF	SRX1472461|mESC_derived_haematopoietic_progenitor	SRX1639174|mESC_derived_haematopoietic_progenitor	SRX1817470|Muscle_Cells	SRX1884836|Skeletal_muscle	SRX142910|Trophoblast_stem_cells	SRX3585313|Trophoblast_stem_cells	SRX3730265|Trophoblast_stem_cells	SRX3730266|Trophoblast_stem_cells	SRX6605294|Trophoblast_stem_cells	SRX1639172|Unclassified	SRX1639173|Unclassified	STRING
Inka1	149.0	0	0	188	0	148	133	0	177	0	0	0	0	0	0	0	0	0	0	0	209	0	2010	0	0	0	0	0	0	0	813	941	0
Akap11	148.967742	0	0	429	0	0	0	119	161	0	0	0	0	0	0	0	0	0	0	0	572	148	0	0	0	0	109	330	922	674	685	469	0
Plcd3	148.83871	0	0	456	0	323	188	265	965	0	0	0	0	0	0	296	218	0	0	256	353	0	0	0	0	0	140	0	354	488	178	134	0
Acbd4	148.83871	0	0	456	0	323	188	265	965	0	0	0	0	0	0	296	218	0	0	256	353	0	0	0	0	0	140	0	354	488	178	134	0
Gas2l3	148.677419	0	0	123	0	908	186	318	1204	0	0	0	0	0	0	279	116	0	0	128	403	0	193	0	0	0	0	0	105	216	342	88	0
Nudcd2	148.645161	0	0	157	0	789	611	554	1416	0	0	0	0	0	0	344	113	0	0	0	505	0	0	0	0	0	0	0	119	0	0	0	0
Hmmr	148.645161	0	0	157	0	789	611	554	1416	0	0	0	0	0	0	344	113	0	0	0	505	0	0	0	0	0	0	0	119	0	0	0	0
Slc26a6	148.580645	0	0	224	0	976	287	385	1021	0	0	0	0	0	0	262	106	124	0	148	592	0	0	0	0	0	0	0	374	107	0	0	0
Bmp2k	148.548387	0	0	0	0	400	208	426	780	0	0	0	0	0	142	324	169	0	121	100	1194	0	0	0	0	0	0	0	171	285	285	0	0
Maz	148.451613	0	0	589	0	508	312	407	650	130	0	0	0	0	0	305	199	125	99	141	489	97	146	0	0	0	0	0	156	0	110	139	0
Dstyk	148.16129	0	184	362	0	509	317	353	695	0	0	0	0	0	145	401	164	105	150	212	365	0	0	0	0	0	0	0	181	354	96	0	0
Utp20	148.0	0	0	164	0	1069	652	592	1287	0	0	0	0	0	0	210	0	0	0	209	405	0	0	0	0	0	0	0	0	0	0	0	0
Msh2	148.0	0	0	196	0	971	660	179	718	0	0	0	0	0	131	292	143	0	165	209	414	0	0	0	0	0	0	0	241	269	0	0	0
Cdc23	148.0	0	0	234	0	989	421	426	1103	0	0	0	0	0	257	396	128	115	0	178	211	0	0	0	0	0	0	0	0	130	0	0	0
Dgat2	147.935484	0	0	143	0	676	339	415	1204	0	0	0	0	0	163	418	259	171	0	156	342	0	0	0	0	0	0	0	136	164	0	0	0
Pdzrn3	147.83871	0	0	0	0	823	363	616	1349	0	0	0	0	0	191	465	316	112	0	121	227	0	0	0	0	0	0	0	0	0	0	0	0
Hsdl2	147.806452	0	0	157	0	697	144	333	1189	0	0	0	0	0	312	524	213	197	113	166	142	0	0	0	0	0	0	0	150	0	130	115	0
Usp20	147.612903	0	0	822	0	651	223	267	817	0	0	0	0	0	108	410	197	0	179	153	383	0	0	0	0	0	0	0	135	231	0	0	0
BC005624	147.612903	0	0	822	0	651	223	267	817	0	0	0	0	0	108	410	197	0	179	153	383	0	0	0	0	0	0	0	135	231	0	0	0
Trim7	147.483871	0	0	0	0	640	208	372	1320	176	0	0	0	0	294	672	306	190	151	243	0	0	0	0	0	0	0	0	0	0	0	0	0
Etfdh	147.483871	0	0	332	0	657	191	227	945	0	0	0	0	0	343	545	415	170	0	250	395	0	0	0	0	0	0	0	102	0	0	0	0
4930579G24Rik	147.483871	0	0	332	0	657	191	227	945	0	0	0	0	0	343	545	415	170	0	250	395	0	0	0	0	0	0	0	102	0	0	0	0
Usp43	147.451613	0	0	533	0	275	234	157	319	0	0	0	0	0	0	96	0	0	0	162	0	0	0	0	0	0	299	334	699	1334	129	0	0
Slc26a2	147.451613	243	257	0	0	648	172	241	646	0	0	0	0	0	147	372	202	0	0	202	0	0	0	0	0	0	0	0	250	319	872	0	0
Aadac	147.322581	0	0	0	0	908	224	375	1351	0	0	0	0	0	181	536	247	186	208	351	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepacam	147.258065	0	0	0	0	308	424	501	1262	156	0	0	0	0	160	432	181	168	130	199	256	0	118	0	0	0	0	0	0	270	0	0	0
Garem1	147.193548	0	0	1894	0	373	155	252	542	0	0	0	0	0	99	277	210	151	0	186	424	0	0	0	0	0	0	0	0	0	0	0	0
Yeats4	146.741935	0	0	269	0	793	558	568	1114	0	0	0	0	0	0	247	128	0	0	125	213	150	0	0	0	0	0	0	186	0	98	100	0
Ttyh3	146.709677	0	0	92	0	779	274	268	1232	219	0	0	0	0	0	411	133	0	0	0	454	0	543	0	0	0	0	0	143	0	0	0	0
Trim69	146.709677	0	0	159	0	682	192	216	1271	0	0	0	0	0	261	522	336	0	191	294	424	0	0	0	0	0	0	0	0	0	0	0	0
Obi1	146.451613	0	0	349	0	556	328	280	565	0	0	0	0	0	0	329	227	0	0	166	283	0	0	0	0	0	0	249	345	238	380	245	0
Efemp1	146.322581	0	0	0	0	1457	0	0	1362	130	0	0	0	0	0	0	443	257	246	227	0	0	0	0	0	0	0	0	0	0	309	105	0
Phf2	146.193548	0	0	0	0	1336	716	277	924	0	0	0	0	0	179	471	120	121	186	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Def8	146.193548	0	0	906	0	172	206	236	246	0	0	0	0	0	0	0	0	0	0	0	93	0	202	0	0	0	0	281	857	673	423	237	0
Ldlr	146.129032	0	0	349	0	321	0	157	321	0	0	0	0	0	0	271	129	0	0	116	349	135	352	0	0	0	0	199	579	526	483	243	0
Mia2	146.096774	0	0	258	0	1049	348	517	1071	0	0	0	0	0	196	332	193	165	152	248	0	0	0	0	0	0	0	0	0	0	0	0	0
Leprot	146.096774	0	0	199	0	765	286	442	1106	0	0	0	0	0	193	449	125	90	139	185	376	0	0	0	0	0	0	0	174	0	0	0	0
Zbtb44	145.935484	0	0	172	0	1277	321	405	1437	0	0	0	0	0	0	311	269	187	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Gale	145.935484	0	0	201	0	129	222	0	260	155	0	0	0	0	0	0	0	0	0	0	591	0	242	0	0	0	0	118	262	440	1071	833	0
Sult1a1	145.870968	0	0	0	0	730	283	325	1176	215	0	0	0	0	254	487	387	242	160	263	0	0	0	0	0	0	0	0	0	0	0	0	0
Spin1	145.709677	0	0	89	0	398	134	152	496	326	0	0	0	0	106	555	764	478	182	329	193	0	0	0	0	0	0	0	315	0	0	0	0
Trim27	145.419355	0	0	215	0	420	429	276	447	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	463	1310	801	0	0	0
Nfatc2ip	145.387097	0	0	0	0	548	372	127	868	0	0	0	0	0	123	203	97	0	0	0	330	0	0	0	0	0	248	137	297	875	282	0	0
Mup3	145.258065	0	0	0	0	722	119	421	1602	150	0	0	0	0	0	549	264	237	190	249	0	0	0	0	0	0	0	0	0	0	0	0	0
Gkn3	145.258065	0	0	0	0	686	273	312	1036	0	0	0	0	0	0	275	0	129	0	0	1452	0	0	0	0	0	0	0	340	0	0	0	0
Acot1	145.258065	0	0	334	0	809	0	280	1084	0	0	0	0	0	250	678	494	212	0	0	0	0	0	0	0	0	0	0	207	155	0	0	0
Pmpcb	145.193548	109	154	123	0	464	0	205	504	0	0	0	0	0	0	265	139	167	0	0	973	0	0	0	0	0	0	409	874	115	0	0	0
Bcar3	145.032258	356	503	0	0	0	83	96	481	96	0	0	0	0	0	166	341	0	135	158	539	372	136	0	0	0	0	0	145	295	435	159	0
Tmtc3	145.0	0	0	386	0	662	250	556	987	0	0	0	0	0	163	255	207	212	165	262	254	0	0	0	0	0	0	0	136	0	0	0	0
Cep290	145.0	0	0	386	0	662	250	556	987	0	0	0	0	0	163	255	207	212	165	262	254	0	0	0	0	0	0	0	136	0	0	0	0
Zfand6	144.967742	0	0	142	0	799	256	248	897	0	0	0	0	0	0	183	0	0	0	161	1312	0	106	0	0	0	0	0	242	0	148	0	0
Gstm6	144.741935	0	0	0	0	318	125	157	490	139	0	0	0	0	0	189	338	139	0	89	209	0	313	0	0	0	0	186	537	164	547	547	0
Tedc2	144.709677	0	0	95	0	440	345	474	647	0	0	0	0	0	0	233	119	0	0	0	116	0	142	0	0	0	0	0	122	796	452	505	0
Slpi	144.580645	0	0	153	0	523	130	527	1281	125	0	0	0	0	159	512	214	291	217	350	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6b	144.548387	0	0	143	0	476	252	406	802	0	0	0	0	0	137	364	111	142	0	157	692	0	0	0	0	0	0	0	423	179	197	0	0
H3c15	144.483871	0	0	360	0	421	0	275	731	603	0	0	0	0	0	278	186	0	184	139	359	162	112	0	0	0	0	0	231	136	179	123	0
H3c14	144.483871	0	0	360	0	421	0	275	731	603	0	0	0	0	0	278	186	0	184	139	359	162	112	0	0	0	0	0	231	136	179	123	0
H2ac19	144.483871	0	0	360	0	421	0	275	731	603	0	0	0	0	0	278	186	0	184	139	359	162	112	0	0	0	0	0	231	136	179	123	0
H2ac18	144.483871	0	0	360	0	421	0	275	731	603	0	0	0	0	0	278	186	0	184	139	359	162	112	0	0	0	0	0	231	136	179	123	0
Ctf1	144.129032	0	0	152	0	412	234	238	1248	0	0	0	0	0	0	413	249	184	168	168	582	0	0	0	0	0	0	0	191	144	85	0	0
Bcl7c	144.129032	0	0	152	0	412	234	238	1248	0	0	0	0	0	0	413	249	184	168	168	582	0	0	0	0	0	0	0	191	144	85	0	0
Umad1	144.096774	0	0	459	0	723	425	349	1288	0	0	0	0	0	0	372	178	0	131	110	297	0	0	0	0	0	0	0	0	135	0	0	0
Rpa3	144.096774	0	0	459	0	723	425	349	1288	0	0	0	0	0	0	372	178	0	131	110	297	0	0	0	0	0	0	0	0	135	0	0	0
Ccdc154	144.0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	168	744	402	196	0	552	0	162	0	0	0	0	208	553	0	794	563	0
Fabp3	143.903226	0	0	648	0	270	0	142	701	0	0	0	0	0	0	213	159	0	0	153	0	0	0	0	0	0	0	433	692	607	265	178	0
Ugt2b36	143.806452	0	0	0	0	348	175	356	1218	0	0	0	0	0	169	496	572	334	340	450	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr19	143.741935	0	144	173	0	561	421	310	731	0	0	0	0	0	0	278	131	79	0	161	689	0	119	0	0	0	0	0	346	201	112	0	0
Rfc2	143.645161	0	0	1736	0	107	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	118	368	1399	124	139	0
Rbm12	143.612903	0	0	211	0	422	256	106	494	0	0	0	0	0	0	254	207	0	108	243	1019	0	0	0	0	0	0	148	347	401	156	80	0
Cpne1	143.612903	0	0	211	0	422	256	106	494	0	0	0	0	0	0	254	207	0	108	243	1019	0	0	0	0	0	0	148	347	401	156	80	0
Sprr2a2	143.580645	0	0	546	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1335	0	0	0	0	0	0	97	1768	618	0
Sprr2a1	143.580645	0	0	546	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1335	0	0	0	0	0	0	97	1768	618	0
Arsi	143.548387	0	0	0	0	415	0	0	182	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	350	527	1147	1305	245	130	0
Nfkb2	143.451613	0	0	512	0	521	216	206	621	0	0	0	0	0	0	229	0	0	0	166	855	0	0	0	0	0	164	0	264	542	151	0	0
2200002D01Rik	143.322581	0	0	342	0	379	253	393	530	0	0	0	0	0	0	367	226	0	0	140	121	0	0	0	0	0	0	229	529	644	290	0	0
Kmt5a	143.290323	0	0	310	0	762	208	269	1007	0	0	0	0	0	0	298	151	86	124	178	571	0	0	0	0	0	0	0	166	175	137	0	0
2610044O15Rik8	143.290323	0	0	150	0	892	319	547	1400	0	0	0	0	0	109	278	77	0	0	0	473	0	0	0	0	0	0	0	197	0	0	0	0
Akap7	143.225806	0	0	189	0	576	369	376	712	0	0	0	0	0	154	505	204	114	186	318	459	0	0	0	0	0	0	0	0	0	170	108	0
Hrg	143.096774	0	0	0	0	1487	308	374	1200	0	0	108	0	0	133	241	187	0	131	267	0	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s5	143.064516	0	0	250	0	145	178	131	233	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	396	396	1135	1478	0	0	0
Prss8	143.032258	0	89	658	0	329	0	111	564	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	385	894	644	266	0	0
Upb1	142.935484	0	0	0	0	699	172	336	1301	0	0	0	0	113	315	386	437	174	205	293	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx9	142.935484	0	0	181	0	359	114	379	473	0	0	0	0	0	181	480	0	0	0	0	133	0	269	0	0	0	0	137	576	288	591	270	0
Ogfr	142.935484	0	0	433	0	754	404	586	1008	140	0	0	0	0	0	165	0	0	0	157	320	0	0	0	0	0	0	0	158	239	67	0	0
Eif3c	142.935484	0	0	418	0	629	388	367	708	131	0	0	0	0	0	212	157	146	123	192	337	0	107	0	0	0	0	0	218	0	162	136	0
Thnsl1	142.870968	0	155	295	0	371	279	360	686	0	0	0	0	0	0	205	105	0	129	161	250	0	191	0	0	0	0	0	233	417	439	153	0
Enkur	142.870968	0	155	295	0	371	279	360	686	0	0	0	0	0	0	205	105	0	129	161	250	0	191	0	0	0	0	0	233	417	439	153	0
Itga3	142.83871	0	0	1714	0	265	176	140	541	0	0	0	0	0	0	0	222	275	0	0	228	0	0	0	0	0	0	0	162	337	232	136	0
Rbfox2	142.806452	0	0	1203	0	320	0	248	337	0	0	0	0	0	0	103	0	0	0	0	923	0	147	0	0	0	0	0	70	216	749	111	0
Limk2	142.709677	183	0	720	0	260	230	292	467	0	0	0	0	0	0	0	0	0	0	0	860	0	88	0	0	0	0	0	215	444	545	120	0
H2-T9	142.709677	0	0	0	0	707	415	404	571	0	0	0	0	0	0	689	398	217	0	210	137	0	0	0	0	0	0	0	257	135	284	0	0
H2-T22	142.709677	0	0	0	0	707	415	404	571	0	0	0	0	0	0	689	398	217	0	210	137	0	0	0	0	0	0	0	257	135	284	0	0
Gm6034	142.709677	0	0	0	0	707	415	404	571	0	0	0	0	0	0	689	398	217	0	210	137	0	0	0	0	0	0	0	257	135	284	0	0
Tmem135	142.612903	0	0	229	0	1124	343	380	1136	0	0	0	0	0	0	505	204	0	0	174	135	0	0	0	0	0	0	0	0	0	96	95	0
Pard6b	142.580645	0	0	577	0	577	0	0	707	0	0	0	0	0	187	353	284	209	180	232	0	0	0	0	0	0	0	0	265	412	263	174	0
Nrbf2	142.483871	168	357	424	0	111	0	131	233	0	0	0	0	0	0	163	0	0	0	0	1831	0	0	0	0	0	0	209	333	144	313	0	0
Zfp418	142.419355	0	0	0	0	1122	740	472	1042	0	0	0	0	0	124	303	0	0	0	208	404	0	0	0	0	0	0	0	0	0	0	0	0
Raph1	142.419355	0	0	157	0	500	343	340	885	0	0	0	0	0	0	118	110	0	0	118	558	255	91	0	0	0	0	0	0	237	458	245	0
Retsat	142.193548	0	0	207	0	745	227	433	969	0	0	0	0	0	0	375	256	123	119	122	200	0	0	0	0	0	0	0	231	401	0	0	0
Elmod3	142.193548	0	0	207	0	745	227	433	969	0	0	0	0	0	0	375	256	123	119	122	200	0	0	0	0	0	0	0	231	401	0	0	0
Bphl	142.16129	0	0	0	0	556	265	378	1155	166	0	0	0	0	100	301	331	376	232	292	255	0	0	0	0	0	0	0	0	0	0	0	0
Fam160b1	142.064516	0	0	0	0	443	181	242	681	0	0	0	0	0	153	404	263	160	0	158	966	0	126	0	0	0	0	0	117	203	140	167	0
Pde4c	142.032258	0	0	0	0	785	516	715	1384	0	0	0	0	0	197	373	164	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbk1	141.967742	0	0	0	0	478	99	161	840	131	0	0	0	0	205	524	498	249	183	297	0	0	0	0	0	0	0	0	115	0	392	229	0
Nup107	141.967742	0	0	308	0	546	345	284	974	0	0	0	0	0	232	460	185	0	135	149	511	0	0	0	0	0	0	0	145	127	0	0	0
Fubp1	141.935484	0	0	424	0	381	0	309	595	0	0	0	0	0	164	492	308	0	202	0	534	131	0	0	0	0	0	181	321	267	91	0	0
Zfp385b	141.870968	0	0	0	0	422	212	426	1360	0	0	0	0	0	185	541	287	339	196	430	0	0	0	0	0	0	0	0	0	0	0	0	0
Dppa3	141.870968	0	0	0	0	749	282	493	1186	0	0	0	0	0	243	339	334	224	207	341	0	0	0	0	0	0	0	0	0	0	0	0	0
Epc1	141.806452	0	0	461	0	295	215	213	1176	0	0	0	0	0	0	218	231	147	0	293	372	0	0	0	0	0	0	113	329	164	169	0	0
Ihh	141.741935	0	0	0	0	807	215	296	1314	0	0	0	0	0	254	681	221	190	184	232	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb2a	141.709677	0	0	0	0	884	253	246	977	0	0	0	0	121	265	588	317	128	133	302	0	0	0	0	0	0	0	0	0	0	179	0	0
Cfb	141.580645	0	0	0	0	648	305	636	1210	0	0	0	0	0	148	393	296	220	157	376	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk20	141.548387	0	0	314	0	462	273	304	647	0	0	0	0	0	70	256	274	0	0	0	524	0	169	0	0	0	0	79	311	185	314	206	0
Ston1	141.516129	0	177	401	0	541	255	140	367	0	0	0	0	0	0	383	0	0	0	283	495	0	170	0	0	0	0	0	169	213	571	222	0
Tbc1d10a	141.387097	0	0	1057	0	328	269	136	166	0	0	0	0	0	0	0	0	0	0	0	374	0	333	0	0	0	0	0	314	114	822	470	0
Snx16	141.387097	0	0	321	0	604	557	666	964	0	0	0	0	0	0	243	119	0	0	207	247	0	0	0	0	0	0	0	0	0	320	135	0
Plekha2	141.387097	0	0	0	0	546	347	226	238	0	0	0	0	0	0	196	0	0	0	0	163	0	204	0	0	0	0	152	410	123	1053	725	0
Txndc16	141.354839	0	0	586	0	454	207	139	1118	0	0	0	0	0	263	900	155	0	0	151	409	0	0	0	0	0	0	0	0	0	0	0	0
Gpr137c	141.354839	0	0	586	0	454	207	139	1118	0	0	0	0	0	263	900	155	0	0	151	409	0	0	0	0	0	0	0	0	0	0	0	0
1700028P14Rik	141.354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	107	330	988	765	1255	782	0
Id4	141.258065	0	0	597	0	711	288	243	612	0	0	0	0	0	0	233	197	0	0	0	605	0	0	0	0	0	0	0	418	363	112	0	0
Adh1	141.258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	153	0	0	0	284	436	967	1575	491	298	0
Rab3gap2	141.129032	0	0	486	0	252	356	373	743	0	0	0	0	0	238	355	177	116	201	212	193	0	171	0	0	0	0	0	0	0	279	223	0
Ppara	141.032258	0	0	263	0	718	0	441	1006	0	0	0	0	0	501	628	293	145	117	260	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt8	140.870968	0	0	1429	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	988	0	619	0	0	0	0	98	314	184	303	242	0
Sec24d	140.870968	0	0	168	0	598	273	170	826	0	0	0	0	0	0	161	0	0	0	0	490	0	0	0	0	0	0	197	678	450	176	180	0
Pik3ca	140.806452	0	0	231	0	820	263	237	1016	0	0	0	0	0	0	203	221	99	118	151	537	0	0	0	0	0	0	0	77	392	0	0	0
1810037I17Rik	140.806452	0	0	428	0	173	0	0	344	239	0	0	0	0	0	329	240	0	0	0	893	0	0	0	0	0	0	0	344	305	554	516	0
Ptpn11	140.580645	0	0	532	0	422	239	264	833	0	0	0	0	0	0	170	174	126	0	248	350	119	0	0	0	0	0	137	213	397	134	0	0
Rpp21	140.516129	0	0	0	0	237	238	96	422	0	0	0	0	0	0	284	505	371	260	207	159	0	0	0	0	0	122	165	657	633	0	0	0
Tnks1bp1	140.419355	0	0	191	0	516	216	607	937	83	0	0	0	0	176	428	134	0	155	175	735	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	140.322581	0	0	589	0	704	328	268	721	0	0	0	0	0	174	461	141	0	184	112	128	0	202	0	0	0	0	0	0	170	168	0	0
Appl1	140.225806	0	0	398	0	439	185	215	836	0	0	0	0	0	0	185	360	195	0	146	572	0	0	0	0	0	0	146	352	142	176	0	0
Xndc1	140.193548	0	0	83	0	374	306	192	401	0	0	0	0	0	0	116	0	0	0	0	181	0	0	0	0	0	0	463	1307	690	233	0	0
Sec24c	140.193548	0	0	96	0	403	254	306	781	0	0	0	0	0	257	587	282	166	178	206	433	0	90	0	0	0	0	0	157	150	0	0	0
Rnf121	140.193548	0	0	83	0	374	306	192	401	0	0	0	0	0	0	116	0	0	0	0	181	0	0	0	0	0	0	463	1307	690	233	0	0
Nrarp	140.16129	0	0	470	0	405	0	0	207	0	0	0	0	0	0	176	0	0	0	0	220	0	0	0	0	0	237	212	500	1333	406	179	0
Ino80d	140.16129	0	0	0	0	1038	398	352	1180	0	0	0	0	0	0	191	158	0	203	162	475	0	0	0	0	0	0	0	0	188	0	0	0
Slc25a3	140.064516	0	0	337	0	456	311	516	822	211	0	0	0	0	71	237	107	0	0	108	878	0	0	0	0	0	0	0	97	191	0	0	0
Smim3	140.032258	0	0	293	0	470	214	252	598	0	0	0	0	0	0	110	0	0	0	0	792	0	370	0	0	0	0	0	405	207	451	179	0
Prps1	139.935484	0	0	328	0	394	243	371	683	0	0	0	0	0	145	386	193	150	227	178	398	0	0	0	0	0	0	0	392	250	0	0	0
Crybg1	139.483871	0	0	435	0	589	0	0	802	0	0	0	0	0	0	252	148	0	0	138	254	0	0	0	0	0	0	289	554	616	247	0	0
Acsl1	139.483871	0	0	177	0	648	452	421	1177	0	0	0	0	0	0	155	93	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	0	0
Gaa	139.290323	0	0	593	0	415	154	142	1009	0	0	0	0	0	0	310	286	187	0	187	543	0	0	0	0	0	0	0	280	212	0	0	0
Sin3a	139.258065	0	0	141	0	753	450	296	776	0	0	0	0	0	141	417	240	165	110	350	282	0	0	0	0	0	0	0	105	91	0	0	0
Rock2	139.258065	0	0	624	0	324	213	354	495	0	0	0	0	0	0	150	0	0	0	0	342	195	111	0	0	0	140	0	158	530	681	0	0
Ngef	139.129032	0	0	369	0	587	343	246	1382	0	0	0	0	0	0	296	401	264	152	273	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp7	138.903226	0	0	430	0	0	132	0	738	420	0	0	0	0	0	193	520	320	294	452	0	0	0	0	0	0	0	0	0	0	494	313	0
Bst1	138.903226	0	0	647	0	159	0	0	362	0	0	0	0	0	0	144	226	158	0	131	171	0	0	0	0	0	0	488	1315	505	0	0	0
Tlcd5	138.83871	0	0	0	0	895	177	324	1460	0	0	0	0	0	0	388	329	160	190	265	116	0	0	0	0	0	0	0	0	0	0	0	0
Rassf1	138.806452	0	0	523	0	427	116	253	925	0	0	0	0	0	167	558	0	0	0	215	512	134	115	0	0	0	0	0	219	139	0	0	0
Spp2	138.741935	0	0	360	0	334	355	444	620	0	0	0	0	0	156	364	191	151	0	127	0	0	0	0	0	0	0	0	363	295	308	233	0
Mrpl34	138.612903	0	0	263	0	496	186	232	726	0	0	0	0	0	215	467	430	99	164	208	549	0	0	0	0	0	0	0	262	0	0	0	0
Dda1	138.612903	0	0	263	0	496	186	232	726	0	0	0	0	0	215	467	430	99	164	208	549	0	0	0	0	0	0	0	262	0	0	0	0
Abhd8	138.612903	0	0	263	0	496	186	232	726	0	0	0	0	0	215	467	430	99	164	208	549	0	0	0	0	0	0	0	262	0	0	0	0
Tnrc6a	138.548387	0	0	166	0	498	469	311	697	127	0	0	0	0	120	225	0	0	0	137	840	0	107	0	0	0	0	0	0	214	260	124	0
Pbrm1	138.483871	0	0	117	0	489	0	296	1232	0	0	0	0	0	177	350	456	469	283	424	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd11b1	138.322581	0	502	0	0	543	224	299	432	0	0	0	0	0	162	301	0	0	0	0	184	0	130	0	0	0	0	0	170	0	810	531	0
C1ra	138.322581	0	0	0	0	760	286	266	628	103	0	0	0	0	0	342	162	114	215	194	884	0	0	0	0	0	0	0	100	234	0	0	0
Ahnak	138.225806	0	0	423	0	161	0	0	104	0	0	0	0	0	0	0	0	0	0	0	349	0	354	0	0	0	173	0	318	1179	812	412	0
Pitx3	138.096774	0	0	212	0	469	268	197	772	0	0	0	0	0	381	623	249	167	0	297	646	0	0	0	0	0	0	0	0	0	0	0	0
Gbf1	138.096774	0	0	212	0	469	268	197	772	0	0	0	0	0	381	623	249	167	0	297	646	0	0	0	0	0	0	0	0	0	0	0	0
Btbd19	138.096774	0	0	364	0	389	247	180	486	0	0	0	0	0	0	148	110	0	0	0	484	0	163	0	0	0	0	159	556	518	272	205	0
Lgmn	138.064516	0	0	560	0	517	204	377	957	0	0	0	0	0	0	309	161	110	0	0	166	0	0	0	0	0	0	151	367	401	0	0	0
Gtpbp2	138.064516	0	0	305	0	462	255	348	731	0	0	0	0	0	0	318	292	165	0	343	565	0	0	0	0	0	0	0	156	340	0	0	0
Calm3	138.0	0	0	373	0	511	644	531	792	0	0	0	0	0	118	309	177	0	0	0	299	0	0	0	0	0	0	0	171	228	125	0	0
Tm6sf1	137.967742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	825	1612	1387	0	0	0
Mid1	137.935484	0	186	135	0	343	158	0	178	0	0	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	144	620	462	0
Tmie	137.870968	0	0	698	0	387	0	111	422	0	0	0	0	0	213	356	255	0	0	287	253	0	0	0	0	0	0	238	537	517	0	0	0
Phf20	137.870968	0	0	171	0	252	160	328	646	0	0	0	0	0	0	266	144	0	0	102	0	96	0	0	0	0	0	282	524	316	643	344	0
Als2cl	137.870968	0	0	698	0	387	0	111	422	0	0	0	0	0	213	356	255	0	0	287	253	0	0	0	0	0	0	238	537	517	0	0	0
Mme	137.83871	0	0	0	0	321	219	137	262	0	0	0	0	0	0	0	0	0	0	0	457	0	162	0	0	0	0	218	467	259	947	824	0
Aph1c	137.774194	0	0	245	0	925	372	355	868	0	0	0	0	0	147	508	86	0	0	154	0	0	0	0	0	0	0	195	225	191	0	0	0
Slc44a1	137.741935	0	0	415	0	677	196	378	1084	0	0	0	0	0	0	419	309	180	0	328	188	0	0	0	0	0	0	0	0	0	96	0	0
Jund	137.741935	0	0	770	0	233	202	150	458	462	0	0	0	0	0	0	0	0	0	0	144	688	282	0	0	0	0	0	319	0	335	227	0
Ppip5k2	137.612903	0	0	245	0	821	143	322	1282	0	0	0	0	0	0	236	200	0	141	242	218	0	0	0	0	0	0	0	205	211	0	0	0
Gin1	137.612903	0	0	245	0	821	143	322	1282	0	0	0	0	0	0	236	200	0	141	242	218	0	0	0	0	0	0	0	205	211	0	0	0
Traf7	137.580645	0	0	128	0	379	367	235	892	0	0	0	0	0	220	585	200	126	268	291	441	0	0	0	0	0	0	0	133	0	0	0	0
Jdp2	137.548387	213	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	317	0	0	0	0	186	411	304	1347	490	0
