Target_genes	Sp1|Average	SRX12298596|B_cells	SRX7799915|CH12	SRX7799916|CH12	SRX7799920|CH12	SRX7799921|CH12	SRX5371688|ES_cells	SRX5371689|ES_cells	SRX5371690|ES_cells	SRX5371691|ES_cells	SRX5371692|ES_cells	SRX5371698|ES_cells	SRX5371699|ES_cells	SRX5371700|ES_cells	SRX5371701|ES_cells	SRX5850139|ES_cells	SRX5850140|ES_cells	SRX5850141|ES_cells	SRX5850142|ES_cells	SRX5850143|ES_cells	SRX5850144|ES_cells	SRX5850145|ES_cells	SRX5850146|ES_cells	SRX5850147|ES_cells	SRX5850148|ES_cells	SRX5850149|ES_cells	SRX9162528|External_genitalia	SRX9162532|External_genitalia	SRX378972|mESCs,_differentiated	SRX378973|mESC_derived_haematopoietic_progenitor	SRX5818135|Neural_Stem_Cells	SRX5818139|Neural_Stem_Cells	SRX1898479|Striatal_neurons	SRX160414|Trophoblast_stem_cells	STRING
AW554918	367.848485	374	1676	1667	1025	1709	279	190	342	0	0	873	0	120	117	207	0	101	219	122	301	173	114	214	131	109	699	855	522	0	0	0	0	0	0
Hinfp	367.757576	315	1415	1612	932	1336	328	139	479	0	0	1109	0	244	139	377	0	233	336	121	470	288	0	91	158	95	0	93	1480	271	0	0	75	0	0
Sh3bp4	367.727273	1162	0	0	0	0	448	417	421	0	0	962	0	113	135	944	221	618	793	285	307	401	852	309	737	408	1105	1177	320	0	0	0	0	0	0
Smg7	367.636364	944	1380	1456	839	1066	493	249	405	0	0	881	0	218	255	223	0	167	325	147	280	144	227	182	173	88	482	855	542	111	0	0	0	0	0
Odf2l	367.636364	437	1671	1765	1511	1845	489	313	458	0	0	968	0	109	206	235	0	0	213	130	215	200	97	137	123	0	297	270	443	0	0	0	0	0	0
Crlf3	367.636364	504	1440	1446	922	1317	322	188	318	0	0	1014	0	154	119	364	162	0	201	167	255	373	163	159	186	131	775	970	299	183	0	0	0	0	0
Nphp4	367.575758	583	1758	1840	1520	1819	225	242	353	0	0	927	0	134	186	152	0	91	0	149	289	166	0	139	0	0	117	223	1112	105	0	0	0	0	0
Msh5	367.575758	537	1699	1867	1712	1814	563	275	434	0	0	994	0	221	254	238	0	115	167	105	343	187	74	150	0	0	0	0	381	0	0	0	0	0	0
Kcnab2	367.575758	583	1758	1840	1520	1819	225	242	353	0	0	927	0	134	186	152	0	91	0	149	289	166	0	139	0	0	117	223	1112	105	0	0	0	0	0
Fam120a	367.575758	645	1579	1538	911	1221	245	211	219	0	0	423	0	0	0	370	0	0	244	104	124	201	163	228	165	151	1139	1341	908	0	0	0	0	0	0
Clic1	367.575758	537	1699	1867	1712	1814	563	275	434	0	0	994	0	221	254	238	0	115	167	105	343	187	74	150	0	0	0	0	381	0	0	0	0	0	0
Brd7	367.575758	628	1447	1552	1276	1557	273	214	429	0	0	774	0	106	170	209	107	117	234	0	137	226	143	138	113	0	916	1071	0	0	0	0	293	0	0
Mon1b	367.484848	339	1469	1591	1155	1450	587	346	582	0	0	1206	0	317	284	165	0	0	214	105	505	149	0	129	140	0	0	0	1060	220	0	0	0	114	0
Tmub1	367.454545	555	1277	1205	1060	1326	286	193	388	0	0	991	0	269	272	286	0	175	152	132	114	206	119	170	261	101	833	831	924	0	0	0	0	0	0
Mia3	367.363636	923	1783	1908	1190	1513	267	192	222	0	0	939	0	120	0	456	0	155	225	81	206	258	240	182	209	126	382	546	0	0	0	0	0	0	0
Cyb5r1	367.363636	1110	1868	1981	1151	1440	544	215	398	0	0	803	0	192	82	391	0	240	279	129	107	257	174	134	213	97	0	118	200	0	0	0	0	0	0
Fam227b	367.333333	740	1525	1594	1252	1584	661	433	524	0	0	1345	0	159	154	190	127	164	215	100	424	194	0	137	0	0	141	152	307	0	0	0	0	0	0
Dtwd1	367.333333	740	1525	1594	1252	1584	661	433	524	0	0	1345	0	159	154	190	127	164	215	100	424	194	0	137	0	0	141	152	307	0	0	0	0	0	0
Psma4	367.121212	715	1637	1564	1359	1373	559	533	734	0	0	1061	0	228	339	184	0	171	226	141	231	249	0	103	0	0	172	347	189	0	0	0	0	0	0
AY074887	367.121212	715	1637	1564	1359	1373	559	533	734	0	0	1061	0	228	339	184	0	171	226	141	231	249	0	103	0	0	172	347	189	0	0	0	0	0	0
Kif21b	367.030303	668	1975	1877	1485	1594	314	233	412	0	0	936	0	205	190	254	0	200	116	0	153	140	133	153	116	165	239	311	243	0	0	0	0	0	0
Ncoa3	367.0	596	1472	1476	1201	1536	490	317	576	0	0	1275	0	239	0	204	0	103	141	74	211	167	0	131	0	83	617	679	417	0	0	0	106	0	0
Notch2	366.939394	475	1639	1781	1420	1565	342	124	337	0	0	747	0	174	155	256	0	117	279	218	411	214	103	173	163	99	498	709	0	0	0	0	110	0	0
Ebpl	366.606061	556	1436	1650	1418	1568	981	564	1146	0	0	1230	0	170	257	264	0	0	168	0	182	102	0	0	0	0	172	234	0	0	0	0	0	0	0
Atp8b3	366.545455	797	1983	1994	1256	1604	705	409	698	0	0	895	0	152	118	296	0	221	162	0	159	149	149	101	100	0	0	0	148	0	0	0	0	0	0
Nme2	366.272727	719	1597	1697	1189	1670	460	99	476	0	0	732	0	0	100	630	0	330	289	212	305	328	167	332	316	212	0	0	227	0	0	0	0	0	0
Hcn3	366.272727	721	1320	1428	1274	1425	260	106	177	0	0	740	0	202	0	356	144	215	225	151	318	353	194	267	179	151	673	937	132	0	0	0	139	0	0
Gm45927	366.272727	721	1320	1428	1274	1425	260	106	177	0	0	740	0	202	0	356	144	215	225	151	318	353	194	267	179	151	673	937	132	0	0	0	139	0	0
Clk2	366.272727	721	1320	1428	1274	1425	260	106	177	0	0	740	0	202	0	356	144	215	225	151	318	353	194	267	179	151	673	937	132	0	0	0	139	0	0
Taf3	366.121212	676	1880	1822	1361	1944	488	157	335	0	0	753	0	138	145	290	0	228	164	106	215	218	0	178	0	0	0	203	781	0	0	0	0	0	0
Cpne3	366.090909	1152	1686	1786	1092	1467	357	197	470	0	0	686	0	139	0	517	0	286	252	116	125	219	232	191	196	0	343	455	117	0	0	0	0	0	0
Supt20	366.030303	629	1826	1923	1122	1493	282	171	269	0	0	1023	0	154	159	243	78	137	280	0	252	237	191	181	189	0	357	239	644	0	0	0	0	0	0
Cc2d1b	366.030303	671	1713	1843	1086	1492	386	274	412	0	0	1194	0	213	284	379	0	254	190	0	211	235	159	207	176	0	263	437	0	0	0	0	0	0	0
Rps10	365.909091	533	1501	1457	1133	1649	458	357	463	0	0	1210	0	215	149	310	90	201	229	169	456	247	110	149	89	102	208	237	353	0	0	0	0	0	0
Slc25a16	365.787879	479	1628	1593	1287	1519	305	134	329	0	0	1003	0	297	180	201	0	0	0	130	175	195	0	113	0	0	893	1223	387	0	0	0	0	0	0
Homez	365.666667	466	1608	1710	977	1502	248	101	302	0	0	567	0	101	108	285	0	204	249	108	344	234	0	118	0	140	634	1040	829	192	0	0	0	0	0
Ccpg1os	365.606061	287	1331	1432	1102	1449	319	285	453	0	0	703	0	134	0	319	0	0	267	121	416	279	0	200	0	115	228	326	1923	276	0	0	0	100	0
Ccpg1	365.606061	287	1331	1432	1102	1449	319	285	453	0	0	703	0	134	0	319	0	0	267	121	416	279	0	200	0	115	228	326	1923	276	0	0	0	100	0
Mlec	365.575758	550	1609	1735	1172	1433	360	214	288	0	0	657	0	139	177	203	99	139	186	90	366	242	91	141	105	0	309	645	994	120	0	0	0	0	0
Zfp341	365.545455	498	1690	1593	1062	1734	389	200	327	0	0	542	0	0	0	333	136	114	151	186	296	278	103	196	132	95	838	922	0	0	0	0	248	0	0
Usp5	365.545455	220	1112	1128	864	1236	634	253	399	0	0	736	0	137	117	245	0	245	305	170	467	226	108	102	109	0	0	0	2115	801	0	0	0	334	0
Med10	365.545455	952	2048	2131	1612	1911	548	265	553	0	0	1173	0	140	148	150	81	0	0	0	0	0	0	0	0	0	0	165	186	0	0	0	0	0	0
Cdca3	365.545455	220	1112	1128	864	1236	634	253	399	0	0	736	0	137	117	245	0	245	305	170	467	226	108	102	109	0	0	0	2115	801	0	0	0	334	0
Smchd1	365.121212	721	1756	1896	1166	1458	334	401	450	0	0	799	0	170	156	397	89	268	202	103	181	153	193	162	196	220	225	353	0	0	0	0	0	0	0
Rabep1	365.121212	658	1168	1142	829	877	225	234	445	0	0	918	0	116	123	403	127	300	238	251	268	344	291	235	176	177	1101	1146	257	0	0	0	0	0	0
Nucb2	365.030303	414	1847	1882	1230	1612	347	219	461	0	0	1007	0	200	180	135	0	95	0	141	342	212	0	146	0	0	0	93	1277	206	0	0	0	0	0
Mrps9	364.939394	829	2050	2128	1259	1577	438	208	610	0	0	924	0	172	159	269	0	211	137	141	141	159	0	82	0	0	0	127	285	137	0	0	0	0	0
Gsk3b	364.939394	593	1415	1442	1082	1408	370	128	421	0	0	683	0	167	188	323	95	127	303	104	414	211	168	143	138	71	372	485	1059	133	0	0	0	0	0
Atr	364.848485	757	1777	1657	1170	1577	231	149	367	0	0	780	0	189	240	198	110	136	162	108	182	88	0	0	0	0	734	995	433	0	0	0	0	0	0
1700065D16Rik	364.848485	757	1777	1657	1170	1577	231	149	367	0	0	780	0	189	240	198	110	136	162	108	182	88	0	0	0	0	734	995	433	0	0	0	0	0	0
Txndc12	364.515152	672	1388	1352	817	1100	245	160	339	0	0	822	0	207	106	454	0	309	306	173	338	238	273	137	216	157	615	806	799	0	0	0	0	0	0
Traf5	364.515152	962	1814	1814	1082	1357	397	346	352	0	0	657	0	102	96	630	0	438	298	144	103	330	297	278	183	171	0	92	0	0	0	0	86	0	0
Btf3l4	364.515152	672	1388	1352	817	1100	245	160	339	0	0	822	0	207	106	454	0	309	306	173	338	238	273	137	216	157	615	806	799	0	0	0	0	0	0
Iba57	364.363636	404	1281	1369	821	1115	282	270	579	0	0	839	0	222	186	226	136	199	321	178	280	188	171	252	123	122	775	1029	656	0	0	0	0	0	0
Nr4a1	364.333333	650	2170	2171	1387	2155	291	0	297	0	0	946	0	120	112	499	0	149	186	85	231	111	0	211	123	0	0	0	129	0	0	0	0	0	0
Ppfibp2	364.30303	692	1722	2056	1404	1560	459	340	528	0	0	745	0	0	95	316	0	230	299	118	183	299	200	215	217	99	0	123	0	0	0	0	122	0	0
H4c1	364.272727	596	1743	1718	1477	1576	515	294	399	0	0	1101	0	321	223	131	0	0	149	86	101	0	0	0	0	0	0	0	1055	106	0	0	430	0	0
Ppp1r10	364.181818	579	1381	1415	1078	1231	494	315	482	0	0	1135	0	420	281	197	0	157	217	94	417	231	125	124	179	0	0	0	1166	138	0	0	162	0	0
Mrps18b	364.181818	579	1381	1415	1078	1231	494	315	482	0	0	1135	0	420	281	197	0	157	217	94	417	231	125	124	179	0	0	0	1166	138	0	0	162	0	0
H3c1	364.151515	596	1743	1718	1477	1576	515	294	399	0	0	1101	0	321	223	131	0	0	149	86	101	0	0	0	0	0	0	0	1055	102	0	0	430	0	0
H1f1	364.151515	596	1743	1718	1477	1576	515	294	399	0	0	1101	0	321	223	131	0	0	149	86	101	0	0	0	0	0	0	0	1055	102	0	0	430	0	0
Zfp703	364.121212	486	1776	1902	1517	1639	154	158	158	0	0	491	0	0	0	275	105	226	117	73	133	158	149	169	138	0	788	924	245	0	0	0	235	0	0
Lnpep	364.090909	668	1791	1820	887	1266	436	252	458	0	0	751	0	96	127	457	135	253	293	200	306	354	113	391	228	255	0	0	478	0	0	0	0	0	0
Uhrf1bp1	364.060606	884	1653	1715	1171	1325	505	286	569	0	0	705	0	118	121	396	0	215	179	110	200	269	179	151	122	0	495	646	0	0	0	0	0	0	0
Phkb	364.030303	338	1318	1583	1389	1540	642	263	599	0	0	1010	0	264	219	251	0	77	198	162	235	279	0	213	112	100	349	537	335	0	0	0	0	0	0
Itfg1	364.030303	338	1318	1583	1389	1540	642	263	599	0	0	1010	0	264	219	251	0	77	198	162	235	279	0	213	112	100	349	537	335	0	0	0	0	0	0
Vps13a	363.969697	754	2049	1996	1010	1371	519	224	398	0	0	702	0	150	116	342	0	208	239	98	263	241	158	163	181	124	300	405	0	0	0	0	0	0	0
Mccc1	363.969697	533	2046	1941	1577	1996	300	186	374	0	0	714	0	0	108	119	0	80	156	0	227	142	0	113	0	0	0	0	1252	147	0	0	0	0	0
Bricd5	363.969697	174	1107	1363	990	1512	124	0	190	0	0	693	0	115	78	128	115	132	258	90	615	343	0	154	0	155	990	1251	1010	144	0	0	280	0	0
Aldoc	363.484848	642	1589	1725	1438	1830	303	177	341	0	0	856	0	152	133	294	61	187	228	143	358	197	0	66	0	122	222	140	791	0	0	0	0	0	0
B3galnt2	363.393939	592	1544	1626	737	1061	280	270	313	0	0	778	0	135	0	363	145	187	298	96	199	256	267	147	277	157	168	503	1455	138	0	0	0	0	0
Bcl3	363.181818	876	1966	1867	1255	1498	447	267	258	0	0	440	0	0	0	391	0	203	237	83	0	0	162	110	0	0	744	999	182	0	0	0	0	0	0
Ndufb4	363.121212	933	2004	2236	1380	1624	385	138	278	0	0	693	0	0	158	314	0	199	232	125	147	160	328	181	181	0	0	0	287	0	0	0	0	0	0
Ascc1	363.090909	916	1866	1813	1390	1684	346	282	399	0	0	847	0	177	165	291	103	169	253	121	145	247	191	205	130	0	0	75	167	0	0	0	0	0	0
Anapc16	363.090909	916	1866	1813	1390	1684	346	282	399	0	0	847	0	177	165	291	103	169	253	121	145	247	191	205	130	0	0	75	167	0	0	0	0	0	0
Exo5	363.030303	587	1439	1596	1082	1388	741	362	575	0	0	1404	0	282	212	381	0	361	194	150	177	196	0	97	0	0	126	167	344	119	0	0	0	0	0
Mllt1	363.0	691	1568	1696	826	1216	320	137	304	0	0	773	0	159	148	137	0	96	140	0	183	107	0	132	109	0	1177	1311	749	0	0	0	0	0	0
Maml1	362.939394	488	1506	1607	945	1265	274	130	246	0	0	545	0	77	82	139	129	0	223	101	244	131	135	69	146	124	1170	1159	906	136	0	0	0	0	0
Prdx6	362.848485	866	1985	1904	1450	1725	468	209	334	0	0	951	0	96	0	446	103	184	135	165	192	166	128	193	274	0	0	0	0	0	0	0	0	0	0
Slc25a29	362.666667	686	2047	2154	1467	1965	317	117	344	0	0	649	0	169	181	308	0	177	135	108	265	0	0	159	0	0	0	214	506	0	0	0	0	0	0
Garre1	362.636364	571	1456	1581	1305	1765	265	107	436	0	0	824	0	263	154	186	0	190	233	136	144	299	0	191	180	93	720	868	0	0	0	0	0	0	0
Wdr53	362.333333	397	1388	1387	1474	1565	300	102	345	0	0	464	0	0	0	188	0	118	148	112	386	131	0	123	0	97	1179	1226	827	0	0	0	0	0	0
Fbxo45	362.333333	397	1388	1387	1474	1565	300	102	345	0	0	464	0	0	0	188	0	118	148	112	386	131	0	123	0	97	1179	1226	827	0	0	0	0	0	0
H4c2	362.181818	596	1743	1718	1477	1576	515	294	399	0	0	1101	0	321	223	131	0	0	149	124	132	272	0	0	0	0	0	0	600	106	0	0	475	0	0
Dscc1	362.181818	515	1776	1765	1677	1956	316	240	403	0	0	818	0	215	174	200	74	0	73	138	232	207	0	285	98	0	295	316	179	0	0	0	0	0	0
Alg14	362.181818	752	1816	1843	1279	1675	308	214	460	0	0	875	0	150	182	290	0	0	148	0	148	0	0	121	0	0	0	0	1439	252	0	0	0	0	0
Usp8	362.151515	711	1969	2198	1168	1728	321	134	377	0	0	1073	0	108	146	411	0	184	245	100	121	223	114	172	105	0	131	0	212	0	0	0	0	0	0
Fryl	362.151515	429	1563	1671	1317	1697	306	198	187	0	0	720	0	157	0	127	0	0	90	0	361	244	0	0	112	127	707	828	964	146	0	0	0	0	0
Samd1	362.060606	867	1583	1738	692	1011	154	134	207	0	0	733	0	97	107	493	0	348	485	221	244	340	382	233	505	216	467	468	223	0	0	0	0	0	0
Pex19	362.060606	665	1845	1997	1626	1875	439	263	590	0	0	926	0	205	175	182	0	130	0	0	134	163	0	0	0	0	0	0	631	102	0	0	0	0	0
Dusp10	362.030303	537	2134	2249	1581	1866	252	233	464	0	0	734	0	164	0	154	0	99	97	83	165	172	0	0	0	0	307	459	197	0	0	0	0	0	0
1700056E22Rik	362.030303	537	2134	2249	1581	1866	252	233	464	0	0	734	0	164	0	154	0	99	97	83	165	172	0	0	0	0	307	459	197	0	0	0	0	0	0
Nop2	361.969697	722	1789	1782	1478	2092	501	160	424	0	0	1261	0	265	235	153	0	0	148	134	164	133	0	0	0	0	172	158	174	0	0	0	0	0	0
Pik3ca	361.878788	847	1824	1736	1038	1156	394	0	489	0	0	674	0	104	133	182	0	127	97	136	144	140	64	0	0	0	1203	1119	335	0	0	0	0	0	0
Vps37b	361.818182	393	1551	1928	1461	1677	340	333	366	0	0	1141	0	206	254	107	0	151	114	100	166	184	0	94	0	0	614	760	0	0	0	0	0	0	0
Nudt7	361.818182	1024	2319	2410	1219	1846	391	134	370	0	0	912	0	147	174	400	0	146	129	0	0	0	0	194	125	0	0	0	0	0	0	0	0	0	0
Plk2	361.606061	547	1915	2019	1701	1877	500	228	471	0	0	819	0	160	197	158	93	0	0	161	182	158	0	121	0	0	144	168	185	0	0	0	129	0	0
D16Ertd472e	361.272727	563	893	1105	823	1032	303	138	225	0	0	748	0	0	128	555	360	215	370	229	484	343	330	382	450	219	942	1085	0	0	0	0	0	0	0
Aqp11	361.242424	967	1516	1681	1016	1346	475	197	386	0	0	1048	0	156	126	693	90	284	294	210	171	264	272	283	223	223	0	0	0	0	0	0	0	0	0
Ensa	361.212121	394	1475	1511	1102	1392	586	335	489	0	0	988	0	151	181	143	0	121	252	104	540	218	0	95	0	0	0	0	1510	333	0	0	0	0	0
Jak1	361.121212	442	1805	1608	1048	1480	203	161	301	0	0	585	0	128	129	339	0	200	180	177	228	221	158	143	153	157	942	1129	0	0	0	0	0	0	0
Tkfc	361.060606	415	1528	1656	1283	1581	583	189	617	0	0	1450	0	157	179	304	0	326	260	0	159	135	106	0	0	0	0	0	732	103	0	0	152	0	0
Mcl1	361.060606	663	1782	1874	1438	1886	228	0	185	0	0	820	0	111	172	182	0	0	0	0	168	75	0	77	0	0	765	892	311	151	0	0	135	0	0
Ddb1	361.060606	415	1528	1656	1283	1581	583	189	617	0	0	1450	0	157	179	304	0	326	260	0	159	135	106	0	0	0	0	0	732	103	0	0	152	0	0
Pik3ip1	360.969697	390	1472	1530	1296	1524	355	161	228	0	0	579	0	93	139	413	205	263	401	292	573	389	249	370	137	126	0	302	425	0	0	0	0	0	0
Wbp2	360.818182	689	1104	1092	582	646	452	184	437	0	0	1204	0	207	178	269	89	252	417	140	205	207	208	189	253	0	64	0	1987	528	0	0	235	89	0
Ero1a	360.787879	634	1493	1625	1412	1682	360	157	393	0	0	446	0	0	0	259	127	176	176	136	130	239	127	169	152	174	883	956	0	0	0	0	0	0	0
Atp10d	360.757576	740	1833	1997	1409	1682	309	243	474	0	0	1430	0	357	246	401	0	155	0	0	121	184	0	191	0	0	0	0	133	0	0	0	0	0	0
Styxl1	360.727273	1105	2041	1934	1179	1291	366	294	491	0	0	1144	0	144	149	379	0	106	169	0	177	0	119	167	188	0	0	0	363	98	0	0	0	0	0
Mdh2	360.727273	1105	2041	1934	1179	1291	366	294	491	0	0	1144	0	144	149	379	0	106	169	0	177	0	119	167	188	0	0	0	363	98	0	0	0	0	0
Rhebl1	360.636364	801	2130	2226	1377	1823	452	368	439	0	0	830	0	135	0	248	114	113	152	163	145	0	0	0	150	0	0	0	139	0	0	0	96	0	0
Ak7	360.575758	396	1440	1606	1031	1345	641	461	500	0	0	1030	0	100	133	707	0	373	375	178	121	421	224	186	245	285	0	0	101	0	0	0	0	0	0
Ccnb1	360.545455	650	2055	2170	1403	1587	310	151	438	0	0	812	0	0	168	228	0	182	215	0	249	239	179	0	316	0	0	0	546	0	0	0	0	0	0
Rnf146	360.424242	511	1350	1420	1024	1521	412	358	531	0	0	874	0	235	166	229	0	0	128	71	226	221	0	0	0	0	1266	1246	0	0	0	0	105	0	0
Ccng2	360.242424	391	1197	1130	1053	1096	467	334	581	0	0	840	0	210	212	206	158	115	199	128	385	290	119	169	93	0	999	1160	356	0	0	0	0	0	0
Ahctf1	360.242424	401	1542	1673	1089	1181	532	146	324	0	0	970	0	130	0	115	0	0	102	0	121	136	0	0	0	0	1064	1182	972	208	0	0	0	0	0
C1ql1	360.0	1271	176	111	186	239	616	282	372	0	0	1045	0	232	171	829	267	561	710	297	354	448	539	432	582	414	809	937	0	0	0	0	0	0	0
Eif3m	359.909091	614	1778	1935	1812	1992	437	218	464	0	0	927	0	122	192	163	0	80	104	149	305	194	0	0	123	0	0	0	268	0	0	0	0	0	0
Abhd11	359.878788	879	1602	1606	1319	1486	766	422	586	0	0	1219	0	211	323	221	0	135	198	69	99	129	129	104	141	115	0	0	117	0	0	0	0	0	0
Phykpl	359.818182	675	1737	1931	1506	1848	576	210	604	0	0	1124	0	178	127	256	0	139	114	109	205	124	0	176	138	0	0	0	97	0	0	0	0	0	0
Ppib	359.727273	543	1803	1851	1150	1518	335	194	411	0	0	769	0	137	223	271	0	155	146	128	204	167	0	130	142	146	0	312	1031	105	0	0	0	0	0
Smc4	359.575758	415	1510	1568	1033	1226	988	486	1030	0	0	1426	0	467	270	109	0	0	0	0	77	105	0	0	0	0	359	590	207	0	0	0	0	0	0
Ift80	359.575758	415	1510	1568	1033	1226	988	486	1030	0	0	1426	0	467	270	109	0	0	0	0	77	105	0	0	0	0	359	590	207	0	0	0	0	0	0
Memo1	359.424242	504	1622	1780	1243	1598	0	0	0	0	0	361	0	0	0	360	173	276	330	167	269	302	229	233	339	131	795	983	0	0	0	0	166	0	0
Cabp1	359.363636	659	1654	1748	1419	1850	424	156	235	0	0	878	0	135	89	176	118	0	113	119	156	132	0	125	173	0	567	657	276	0	0	0	0	0	0
Parp10	359.272727	922	1684	1799	1653	1740	647	296	414	0	0	887	0	205	66	513	0	0	172	101	143	96	123	0	142	96	0	0	0	0	0	0	157	0	0
Grina	359.272727	922	1684	1799	1653	1740	647	296	414	0	0	887	0	205	66	513	0	0	172	101	143	96	123	0	142	96	0	0	0	0	0	0	157	0	0
Sergef	359.242424	992	1964	1912	1001	1292	287	210	210	0	0	488	0	112	103	629	101	405	347	0	178	266	251	282	275	232	125	106	87	0	0	0	0	0	0
Edc3	358.939394	803	1684	1603	1321	1754	523	277	478	0	0	1211	0	214	203	136	0	154	165	0	119	150	0	0	0	0	317	397	336	0	0	0	0	0	0
Smox	358.848485	1006	1282	1456	1123	1382	197	158	332	0	0	374	0	0	108	656	129	254	285	191	248	173	211	270	316	152	639	900	0	0	0	0	0	0	0
Rras2	358.848485	440	1425	1489	1231	1590	410	244	398	0	0	864	0	234	118	272	102	150	104	106	197	126	97	89	125	0	954	1077	0	0	0	0	0	0	0
Igsf9	358.818182	292	1401	1386	1128	1606	368	188	486	0	0	1027	0	164	162	211	0	134	182	123	406	176	0	115	145	0	195	0	1566	380	0	0	0	0	0
Eif2ak3	358.787879	242	1245	1314	985	1116	176	100	0	0	0	744	0	143	146	136	0	0	124	122	634	328	0	82	0	93	834	929	1865	269	0	0	0	213	0
Mars2	358.757576	804	1997	2089	1679	2047	178	191	280	0	0	347	0	0	0	248	0	201	180	141	191	251	0	0	123	0	0	0	892	0	0	0	0	0	0
Rictor	358.636364	569	1326	1327	878	1341	378	233	423	0	0	746	0	238	0	473	101	182	265	268	383	181	106	220	235	0	991	971	0	0	0	0	0	0	0
Kat8	358.575758	373	1324	1248	1004	1261	984	574	1238	0	0	1226	0	202	189	329	0	123	169	82	210	131	203	99	161	134	0	0	569	0	0	0	0	0	0
Rere	358.484848	445	1717	1706	1295	1590	283	188	188	0	0	686	0	0	0	170	0	0	183	0	459	234	0	0	0	0	746	944	996	0	0	0	0	0	0
Ell2	358.454545	479	1747	1683	1556	1698	297	257	164	0	0	843	0	181	0	156	0	72	160	82	210	129	0	0	0	0	855	894	268	0	0	0	98	0	0
Rmdn1	358.424242	1152	1686	1786	1092	1467	357	197	470	0	0	686	0	139	90	517	0	286	252	116	125	219	232	191	196	0	0	455	117	0	0	0	0	0	0
Tjap1	358.393939	673	1535	1758	1360	1951	663	463	794	0	0	1285	0	239	232	145	0	0	0	0	0	129	0	99	0	0	119	187	195	0	0	0	0	0	0
Rspry1	358.363636	446	1681	1923	1005	1328	234	145	309	0	0	684	0	143	132	375	212	150	170	176	336	209	108	196	217	108	0	139	1400	0	0	0	0	0	0
Psme3ip1	358.363636	446	1681	1923	1005	1328	234	145	309	0	0	684	0	143	132	375	212	150	170	176	336	209	108	196	217	108	0	139	1400	0	0	0	0	0	0
Hsbp1	358.333333	935	2113	2055	990	1312	243	109	219	0	0	409	0	0	0	382	0	0	96	0	230	121	0	0	72	0	470	595	1251	223	0	0	0	0	0
Ap1g1	358.212121	647	983	1060	876	1207	530	336	622	0	0	892	0	190	160	580	199	151	241	320	486	292	106	286	185	132	0	130	1002	208	0	0	0	0	0
Bcam	358.121212	653	1769	1718	1321	1529	306	167	339	0	0	721	0	0	138	613	152	352	268	158	162	302	256	299	149	183	153	110	0	0	0	0	0	0	0
Fuca1	358.060606	877	1861	2050	1734	1989	390	267	499	0	0	1036	0	121	88	114	0	0	0	117	161	125	0	0	0	0	0	0	277	0	0	0	110	0	0
Bbc3	358.060606	649	1320	1228	957	1145	410	235	336	0	0	724	0	195	198	361	151	201	293	131	195	196	285	224	257	148	499	580	612	148	0	0	138	0	0
Pdxk	357.939394	892	2101	2010	1451	1846	464	202	504	0	0	650	0	83	0	290	0	250	178	0	287	208	149	113	134	0	0	0	0	0	0	0	0	0	0
Aen	357.939394	653	2291	2290	1764	2070	215	90	327	0	0	642	0	180	100	0	0	0	0	0	245	123	0	0	0	0	0	0	822	0	0	0	0	0	0
Fam83d	357.818182	446	2030	2023	1571	1916	217	109	222	0	0	545	0	147	0	0	0	0	0	0	222	108	0	0	0	0	147	339	1356	249	0	0	161	0	0
Tcea1	357.636364	244	1709	1940	1208	1653	153	0	201	0	0	366	0	0	0	233	0	182	104	205	194	118	0	155	0	0	736	803	1451	147	0	0	0	0	0
Ralgps1	357.545455	654	1011	1182	920	1201	493	255	372	0	0	587	0	0	0	448	159	298	441	197	327	365	300	281	377	220	305	425	981	0	0	0	0	0	0
Fadd	357.515152	737	1501	1613	1330	1632	341	279	438	0	0	553	0	92	180	398	118	250	182	166	199	268	121	252	197	112	134	291	312	0	0	0	102	0	0
Luc7l2	357.484848	515	1586	1609	734	1111	325	192	442	0	0	749	0	143	0	228	121	110	208	119	243	233	215	131	262	164	810	942	484	121	0	0	0	0	0
Ndufa6	357.242424	333	1406	1476	1222	1469	594	376	696	0	0	1264	0	229	230	331	99	210	181	225	197	164	0	189	122	74	0	140	314	0	0	0	248	0	0
Pcbp4	357.060606	891	2002	2025	1308	1814	183	121	144	0	0	263	0	0	0	116	147	0	244	70	0	0	0	191	0	0	842	1100	322	0	0	0	0	0	0
Abhd14b	357.060606	891	2002	2025	1308	1814	183	121	144	0	0	263	0	0	0	116	147	0	244	70	0	0	0	191	0	0	842	1100	322	0	0	0	0	0	0
Ppp1r16a	357.0	828	1943	2035	1124	1388	362	139	271	0	0	1093	0	215	155	298	0	174	60	0	139	134	0	165	0	0	304	453	501	0	0	0	0	0	0
Foxh1	357.0	828	1943	2035	1124	1388	362	139	271	0	0	1093	0	215	155	298	0	174	60	0	139	134	0	165	0	0	304	453	501	0	0	0	0	0	0
Ttc39b	356.909091	551	1908	1983	1293	1546	455	263	226	0	0	912	0	132	0	274	0	194	278	116	114	243	0	214	145	0	352	409	170	0	0	0	0	0	0
Rhoq	356.909091	682	1790	1933	897	1182	252	143	181	0	0	408	0	0	0	180	77	123	188	115	156	158	108	203	268	95	1085	1175	263	0	0	0	116	0	0
