Target_genes	Arid3a|Average	SRX2388539|ES_cells	SRX520224|ES_cells	SRX520225|ES_cells	SRX2388546|Trophoblast_stem_cells	SRX3730213|Trophoblast_stem_cells	STRING
Gpatch2	56.6	0	0	0	141	142	0
Alpk3	56.6	0	0	0	142	141	0
Zzef1	56.4	0	0	0	141	141	0
Zfp715	56.4	0	0	0	140	142	0
Thbs3	56.4	0	0	0	141	141	0
Stra8	56.4	0	0	0	141	141	0
Rarg	56.4	0	120	0	81	81	0
Prune1	56.4	0	0	0	141	141	0
Ppid	56.4	0	0	0	141	141	0
Nek5	56.4	0	0	0	141	141	0
Mtx1	56.4	0	0	0	141	141	0
Mtpn	56.4	0	0	0	141	141	0
Mindy1	56.4	0	0	0	141	141	0
Cyb5d2	56.4	0	0	0	141	141	0
Cxxc5	56.4	0	0	0	141	141	0
Celf1	56.4	0	0	0	141	141	0
Arrdc3	56.4	0	0	0	141	141	0
Zfp532	56.2	0	99	0	91	91	0
Wbp1	56.2	0	0	0	140	141	0
Wasl	56.2	0	0	0	141	140	0
Tmem189	56.2	0	0	0	140	141	0
Swsap1	56.2	0	0	0	140	141	0
Prmt7	56.2	0	0	0	140	141	0
Pitx3	56.2	0	0	0	141	140	0
Phax	56.2	0	0	0	140	141	0
Nupl2	56.2	0	0	0	141	140	0
Mrpl48	56.2	0	0	0	141	140	0
Lrrc8a	56.2	0	0	0	140	141	0
Ino80b	56.2	0	0	0	140	141	0
Gbf1	56.2	0	0	0	141	140	0
Eif4g1	56.2	0	0	0	146	135	0
Csrp1	56.2	0	0	0	140	141	0
Cars	56.2	0	0	0	141	140	0
App	56.2	0	0	0	140	141	0
Aldh7a1	56.2	0	0	0	140	141	0
Abcc10	56.2	0	0	0	137	144	0
Wsb1	56.0	0	0	0	140	140	0
Tmf1	56.0	0	0	0	139	141	0
Tle2	56.0	0	0	0	140	140	0
Tatdn1	56.0	0	0	0	140	140	0
Slc27a4	56.0	0	0	0	139	141	0
Ptpa	56.0	0	0	0	140	140	0
Prdm15	56.0	0	0	0	140	140	0
Oit3	56.0	0	0	0	140	140	0
Ndufb9	56.0	0	0	0	140	140	0
Mydgf	56.0	0	0	0	140	140	0
Mrps35	56.0	0	0	0	140	140	0
Ing5	56.0	0	0	0	140	140	0
Dtymk	56.0	0	0	0	140	140	0
Dnlz	56.0	0	0	0	140	140	0
Crat	56.0	0	0	0	140	140	0
Cmip	56.0	0	128	0	76	76	0
Tfap2a	55.8	0	0	0	139	140	0
Sgca	55.8	0	0	0	139	140	0
Rpl39	55.8	0	0	0	140	139	0
Mettl17	55.8	0	0	0	139	140	0
Gk5	55.8	0	0	0	140	139	0
Gca	55.8	0	0	0	140	139	0
Fig4	55.8	0	0	0	139	140	0
Ddhd2	55.8	0	82	0	98	99	0
Ctnnd1	55.8	0	0	0	140	139	0
Atp9a	55.8	0	91	0	94	94	0
Arhgef16	55.8	0	0	0	139	140	0
Ak9	55.8	0	0	0	139	140	0
Xirp1	55.6	0	0	0	139	139	0
Tmco4	55.6	0	0	0	139	139	0
Tdrd9	55.6	0	0	0	139	139	0
Spring1	55.6	0	0	0	139	139	0
Snx24	55.6	0	0	0	139	139	0
Slc25a28	55.6	0	0	0	139	139	0
Rnft2	55.6	0	0	0	139	139	0
Rbm22	55.6	0	0	0	139	139	0
Ptpn14	55.6	0	0	0	139	139	0
Plxnb2	55.6	0	0	0	139	139	0
Map9	55.6	0	0	0	139	139	0
Hnrnpl	55.6	0	0	0	139	139	0
Fam166b	55.6	0	0	0	139	139	0
Ep400	55.6	0	0	0	139	139	0
Dpep1	55.6	0	0	0	136	142	0
Ccdc90b	55.6	0	0	0	139	139	0
Atp5mpl	55.6	0	0	0	139	139	0
Zfp59	55.4	0	277	0	0	0	0
Uba3	55.4	0	0	0	138	139	0
Tmem158	55.4	0	0	0	139	138	0
Spdye4b	55.4	0	0	0	138	139	0
Rnf4	55.4	0	0	0	139	138	0
Rbak	55.4	0	0	0	138	139	0
Psmd4	55.4	0	0	0	138	139	0
Prpf3	55.4	0	0	0	138	139	0
Lmbrd1	55.4	0	0	0	138	139	0
Grsf1	55.4	0	122	0	78	77	0
Gpatch8	55.4	0	0	0	139	138	0
Crcp	55.4	0	0	0	139	138	0
Cog3	55.4	0	0	0	139	138	0
Cd109	55.4	0	277	0	0	0	0
Atg4c	55.4	0	0	0	139	138	0
Asl	55.4	0	0	0	139	138	0
Arl6ip5	55.4	0	0	0	138	139	0
A430005L14Rik	55.4	0	61	0	108	108	0
Zfp963	55.2	0	0	0	138	138	0
Zfp628	55.2	0	0	0	138	138	0
Ube3b	55.2	0	0	0	138	138	0
Tbcc	55.2	0	0	0	138	138	0
Skp1	55.2	0	0	0	138	138	0
Sirt6	55.2	0	0	0	138	138	0
Sf3a1	55.2	0	0	0	138	138	0
Rai1	55.2	0	72	0	102	102	0
Ppil1	55.2	0	0	0	138	138	0
Myo15b	55.2	0	0	0	138	138	0
Kctd10	55.2	0	0	0	138	138	0
Hoxa5	55.2	0	0	0	138	138	0
Hdhd3	55.2	0	0	0	138	138	0
Exo5	55.2	0	0	0	138	138	0
Efna1	55.2	0	0	0	138	138	0
Cxcl14	55.2	0	92	0	92	92	0
Ccdc157	55.2	0	0	0	138	138	0
BC004004	55.2	0	0	0	138	138	0
Ankrd24	55.2	0	0	0	138	138	0
Agpat5	55.2	0	0	0	138	138	0
Acp7	55.2	0	0	0	137	139	0
Zfp976	55.0	0	0	0	123	152	0
Zc3h4	55.0	0	0	0	138	137	0
Tube1	55.0	0	0	0	136	139	0
Trappc10	55.0	0	0	0	138	137	0
Tas1r1	55.0	0	0	0	139	136	0
Slc24a5	55.0	0	0	0	137	138	0
Rpl19	55.0	0	0	0	138	137	0
Pds5b	55.0	0	0	0	138	137	0
Nsmce4a	55.0	0	0	0	138	137	0
Nol9	55.0	0	0	0	139	136	0
Naf1	55.0	0	0	0	138	137	0
Mfge8	55.0	0	0	0	137	138	0
Ints2	55.0	0	0	0	139	136	0
Gm3488	55.0	0	182	0	0	93	0
Fam229b	55.0	0	0	0	136	139	0
Exd2	55.0	0	133	0	71	71	0
Cfd	55.0	0	0	0	137	138	0
Cacnb1	55.0	0	0	0	138	137	0
Arl4c	55.0	0	0	0	142	133	0
Triap1	54.8	0	0	0	137	137	0
Tmed4	54.8	0	0	0	137	137	0
Swap70	54.8	0	0	0	137	137	0
Spout1	54.8	0	0	0	137	137	0
Snrpe	54.8	0	0	0	137	137	0
Smad4	54.8	0	0	0	137	137	0
Smad1	54.8	0	0	0	137	137	0
Rnd3	54.8	0	0	0	137	137	0
Rbm20	54.8	0	0	0	137	137	0
Mtmr9	54.8	0	0	0	137	137	0
Magi1	54.8	0	0	0	137	137	0
Lsm10	54.8	0	0	0	137	137	0
Lama5	54.8	0	117	0	78	79	0
Hgsnat	54.8	0	0	0	137	137	0
H3f3a	54.8	0	0	0	137	137	0
Gtf2e2	54.8	0	0	0	137	137	0
Git1	54.8	0	0	0	137	137	0
Gatc	54.8	0	0	0	137	137	0
Elavl3	54.8	0	0	0	137	137	0
Ect2	54.8	0	0	0	137	137	0
Dcp1b	54.8	0	0	0	137	137	0
Dcaf12	54.8	0	0	0	137	137	0
Creld2	54.8	0	0	0	137	137	0
Ankrd13b	54.8	0	0	0	137	137	0
Ankle1	54.8	0	0	0	137	137	0
Alg12	54.8	0	0	0	137	137	0
Aggf1	54.8	0	0	0	137	137	0
5430403G16Rik	54.8	0	0	0	139	135	0
Vwa3a	54.6	0	0	0	136	137	0
Schip1	54.6	0	109	0	82	82	0
Psmd11	54.6	0	0	0	137	136	0
Dll3	54.6	0	0	0	136	137	0
Ypel2	54.4	0	0	0	135	137	0
Vgll1	54.4	0	0	0	136	136	0
Usp8	54.4	0	0	0	136	136	0
Ubxn1	54.4	0	72	0	100	100	0
Txnl4a	54.4	0	123	0	74	75	0
Tpd52l2	54.4	0	0	0	136	136	0
Tor1aip2	54.4	0	0	0	135	137	0
Tor1aip1	54.4	0	0	0	135	137	0
Tlcd1	54.4	0	0	0	136	136	0
Tanc1	54.4	0	0	0	136	136	0
Syp	54.4	0	0	0	136	136	0
Slc35g3	54.4	0	0	0	136	136	0
Sike1	54.4	0	0	0	136	136	0
Selenoo	54.4	0	0	0	136	136	0
Rpl23a	54.4	0	0	0	136	136	0
Rcc1	54.4	0	0	0	136	136	0
Rab34	54.4	0	0	0	136	136	0
Psmd6	54.4	0	0	0	136	136	0
Prl6a1	54.4	0	0	0	136	136	0
Polr2a	54.4	0	0	0	136	136	0
Poll	54.4	0	0	0	136	136	0
Pla2g5	54.4	0	0	0	136	136	0
Nlk	54.4	0	0	0	136	136	0
Mrpl10	54.4	0	0	0	136	136	0
Med1	54.4	0	0	0	135	137	0
Lrrc46	54.4	0	0	0	136	136	0
Kcnma1	54.4	0	0	0	136	136	0
Ifrd2	54.4	0	0	0	136	136	0
Gtf2h2	54.4	0	0	0	137	135	0
Gnaq	54.4	0	0	0	136	136	0
Gm8138	54.4	0	0	0	136	136	0
Gm16286	54.4	0	123	0	74	75	0
Dpcd	54.4	0	0	0	136	136	0
Dnajb9	54.4	0	0	0	136	136	0
Disp2	54.4	0	0	0	136	136	0
Dgat1	54.4	0	0	0	136	136	0
Dctn6	54.4	0	0	0	136	136	0
Chrnb2	54.4	0	0	0	136	136	0
Ccdc33	54.4	0	0	0	136	136	0
Ccdc22	54.4	0	0	0	136	136	0
Cacna1f	54.4	0	0	0	136	136	0
Btnl10	54.4	0	0	0	136	136	0
Adipoq	54.4	0	0	0	136	136	0
Abhd16b	54.4	0	0	0	136	136	0
2610301B20Rik	54.4	0	0	0	146	126	0
Zfp960	54.2	0	0	0	139	132	0
Xrcc4	54.2	0	0	0	134	137	0
Tmem167	54.2	0	0	0	134	137	0
Rpl11	54.2	0	0	0	133	138	0
Ntn5	54.2	0	0	0	135	136	0
Kif18b	54.2	0	0	0	135	136	0
Epb41l1	54.2	0	271	0	0	0	0
Elapor1	54.2	0	0	0	135	136	0
Dgkz	54.2	0	111	0	80	80	0
1700013F07Rik	54.2	0	0	0	135	136	0
Usp43	54.0	0	0	0	135	135	0
Taf2	54.0	0	0	0	135	135	0
Sting1	54.0	0	0	0	135	135	0
Slc4a4	54.0	0	0	0	135	135	0
Nprl3	54.0	0	0	0	135	135	0
Mid1	54.0	0	0	0	135	135	0
Lonp2	54.0	0	0	0	135	135	0
Klhl25	54.0	0	0	0	133	137	0
Itgb4	54.0	0	0	0	135	135	0
Hivep2	54.0	0	0	0	135	135	0
Ddt	54.0	0	0	0	135	135	0
Coro1b	54.0	0	0	0	135	135	0
B230219D22Rik	54.0	0	0	0	133	137	0
Api5	54.0	0	0	0	136	134	0
Ablim1	54.0	0	0	0	135	135	0
2310009B15Rik	54.0	0	0	0	141	129	0
Vps26a	53.8	0	0	0	135	134	0
Urgcp	53.8	0	0	0	134	135	0
Txlng	53.8	0	0	0	134	135	0
Timm17a	53.8	0	0	0	134	135	0
Tefm	53.8	0	0	0	134	135	0
Prps1	53.8	0	0	0	135	134	0
Metap1d	53.8	0	0	0	134	135	0
Fuca1	53.8	0	0	0	134	135	0
Cep97	53.8	0	0	0	135	134	0
Ube2ql1	53.6	0	0	0	135	133	0
Tspyl1	53.6	0	0	0	134	134	0
Slc50a1	53.6	0	0	0	134	134	0
Psmc6	53.6	0	0	0	134	134	0
Prickle1	53.6	0	0	0	134	134	0
Ppie	53.6	0	0	0	134	134	0
Dtx2	53.6	0	0	0	134	134	0
Dpm3	53.6	0	0	0	134	134	0
D230025D16Rik	53.6	0	0	0	134	134	0
Cpsf6	53.6	0	100	0	83	85	0
Cdkn1a	53.6	0	105	0	81	82	0
Cdc42ep1	53.6	0	0	0	134	134	0
Birc5	53.6	0	0	0	134	134	0
B3galnt2	53.6	0	0	0	134	134	0
Tmem54	53.4	0	0	0	135	132	0
Tcam1	53.4	0	0	0	133	134	0
Smarcd2	53.4	0	0	0	133	134	0
Slc29a2	53.4	0	0	0	133	134	0
Olfr697	53.4	0	87	0	86	94	0
Nabp1	53.4	0	0	0	133	134	0
Mad2l1	53.4	0	0	0	134	133	0
Lypla1	53.4	0	267	0	0	0	0
Gm38510	53.4	0	267	0	0	0	0
Zfp748	53.2	0	0	0	132	134	0
Zc3h11a	53.2	0	0	0	133	133	0
Zbtb37	53.2	0	0	0	133	133	0
Zbed6	53.2	0	0	0	133	133	0
Wwtr1	53.2	0	0	0	133	133	0
Trim37	53.2	0	0	0	133	133	0
Tmem53	53.2	0	0	0	134	132	0
Tcea2	53.2	0	0	0	133	133	0
Taf3	53.2	0	0	0	133	133	0
Ss18l1	53.2	0	0	0	133	133	0
Sox18	53.2	0	0	0	133	133	0
Rb1cc1	53.2	0	74	0	96	96	0
Psma7	53.2	0	0	0	133	133	0
Plbd1	53.2	0	0	0	133	133	0
Pcdhgc3	53.2	0	0	0	133	133	0
Napa	53.2	0	0	0	133	133	0
Mrps16	53.2	0	52	0	107	107	0
Mfsd12	53.2	0	0	0	133	133	0
Mff	53.2	0	0	0	133	133	0
Irak2	53.2	0	0	0	133	133	0
Hspb1	53.2	0	0	0	132	134	0
Edem2	53.2	0	0	0	133	133	0
Dnajc9	53.2	0	52	0	107	107	0
Chchd6	53.2	0	0	0	133	133	0
Armh1	53.2	0	0	0	134	132	0
Anxa5	53.2	0	0	0	133	133	0
1810062G17Rik	53.2	0	0	0	133	133	0
Zscan25	53.0	0	0	0	133	132	0
Tmem160	53.0	0	0	0	133	132	0
Tbc1d10a	53.0	0	0	0	133	132	0
Mrpl23	53.0	0	0	0	133	132	0
Gm7592	53.0	0	265	0	0	0	0
Ceacam14	53.0	0	0	0	132	133	0
Cbx5	53.0	0	52	0	107	106	0
Atp23	53.0	0	0	0	132	133	0
Arl2	53.0	0	0	0	133	132	0
Ap3s2	53.0	0	0	0	133	132	0
Vipas39	52.8	0	0	0	132	132	0
Trnt1	52.8	0	0	0	130	134	0
Tmem126b	52.8	0	0	0	132	132	0
Srpk2	52.8	0	0	0	131	133	0
Rsl1d1	52.8	0	0	0	132	132	0
Rnpep	52.8	0	0	0	132	132	0
Phlda2	52.8	0	0	0	132	132	0
Mrpl17	52.8	0	0	0	132	132	0
Mob3c	52.8	0	0	0	132	132	0
Mis18bp1	52.8	0	76	0	94	94	0
Hcn2	52.8	0	0	0	132	132	0
Foxk1	52.8	0	0	0	132	132	0
Cyp17a1	52.8	0	0	0	132	132	0
Csde1	52.8	0	81	0	91	92	0
B3gntl1	52.8	0	0	0	132	132	0
Ahsa1	52.8	0	0	0	132	132	0
Acot1	52.8	0	0	0	133	131	0
Ttc9c	52.6	0	0	0	132	131	0
Tceal8	52.6	0	0	0	131	132	0
Strap	52.6	0	0	0	132	131	0
Sirt3	52.6	0	0	0	132	131	0
Shc3	52.6	0	0	0	132	131	0
Rab3a	52.6	0	0	0	131	132	0
Psmd13	52.6	0	0	0	132	131	0
Psma2	52.6	0	0	0	132	131	0
Prr12	52.6	0	0	0	131	132	0
Neurl2	52.6	0	0	0	131	132	0
Mrpl32	52.6	0	0	0	132	131	0
Hnrnpul2	52.6	0	0	0	132	131	0
Frem2	52.6	0	0	0	132	131	0
Ctsa	52.6	0	0	0	131	132	0
Tanc2	52.4	0	0	0	131	131	0
Sik2	52.4	0	0	0	131	131	0
Sdad1	52.4	0	0	0	131	131	0
Rnase2b	52.4	0	0	0	135	127	0
Rhod	52.4	0	0	0	131	131	0
Mreg	52.4	0	262	0	0	0	0
Mecom	52.4	0	0	0	131	131	0
Ifng	52.4	0	0	0	131	131	0
Grpel2	52.4	0	0	0	131	131	0
Duoxa1	52.4	0	0	0	131	131	0
Dguok	52.4	0	0	0	131	131	0
Cnep1r1	52.4	0	0	0	130	132	0
Cgrrf1	52.4	0	0	0	131	131	0
Abhd11	52.4	0	0	0	131	131	0
Tprkb	52.2	0	0	0	129	132	0
Nat8f1	52.2	0	0	0	129	132	0
Naa35	52.2	0	0	0	131	130	0
Myef2	52.2	0	0	0	131	130	0
Lipt1	52.2	0	0	0	131	130	0
Kpnb1	52.2	0	0	0	130	131	0
H60b	52.2	0	100	0	94	67	0
Fam171a2	52.2	0	0	0	130	131	0
Dpp8	52.2	0	0	0	131	130	0
Dcun1d4	52.2	0	0	0	62	199	0
Ccdc62	52.2	0	0	0	131	130	0
Atad2b	52.2	0	0	0	130	131	0
Zfp639	52.0	0	0	0	130	130	0
Wdr55	52.0	0	0	0	130	130	0
Wbp4	52.0	0	0	0	126	134	0
Usp47	52.0	0	0	0	130	130	0
Usp2	52.0	0	0	0	130	130	0
Tmem70	52.0	0	0	0	101	159	0
Tmem183a	52.0	0	0	0	130	130	0
Tdrkh	52.0	0	0	0	130	130	0
Rhbdd1	52.0	0	0	0	130	130	0
Rabac1	52.0	0	0	0	130	130	0
Pou5f1	52.0	0	260	0	0	0	0
Pnkd	52.0	0	0	0	130	130	0
Pld3	52.0	0	0	0	130	130	0
Pes1	52.0	0	0	0	130	130	0
Pdlim2	52.0	0	0	0	130	130	0
Miip	52.0	0	0	0	130	130	0
Mctp2	52.0	0	0	0	130	130	0
Ints12	52.0	0	0	0	130	130	0
Gstcd	52.0	0	0	0	130	130	0
Fv1	52.0	0	0	0	130	130	0
Elf1	52.0	0	0	0	126	134	0
Eif4b	52.0	0	0	0	130	130	0
Eif4a3	52.0	0	0	0	130	130	0
Dnpep	52.0	0	0	0	130	130	0
Cfap126	52.0	0	0	0	130	130	0
Ccdc17	52.0	0	0	0	130	130	0
Amz2	52.0	0	0	0	131	129	0
Amotl2	52.0	0	0	0	130	130	0
Akap8l	52.0	0	0	0	130	130	0
Aamp	52.0	0	0	0	130	130	0
2310022A10Rik	52.0	0	0	0	130	130	0
Zfp952	51.8	0	0	0	129	130	0
Tbc1d22a	51.8	0	0	0	129	130	0
St6galnac5	51.8	0	0	0	130	129	0
Slc6a20a	51.8	0	259	0	0	0	0
Psmb7	51.8	0	0	0	129	130	0
Pkd1	51.8	0	0	0	129	130	0
Phf13	51.8	0	0	0	129	130	0
Kif22	51.8	0	0	0	130	129	0
H3c2	51.8	0	151	0	54	54	0
Exoc4	51.8	0	0	0	129	130	0
Eif3b	51.8	0	0	0	130	129	0
Card14	51.8	0	0	0	129	130	0
Tmem267	51.6	0	0	0	130	128	0
Tmbim4	51.6	0	0	0	129	129	0
Tbc1d14	51.6	0	0	0	129	129	0
Sesn3	51.6	0	0	0	128	130	0
Psmd8	51.6	0	0	0	130	128	0
Notch1	51.6	0	0	0	129	129	0
N4bp2	51.6	0	0	0	129	129	0
Mrpl35	51.6	0	0	0	129	129	0
Lrrc31	51.6	0	0	0	129	129	0
Gm29797	51.6	0	0	0	129	129	0
Dido1	51.6	0	0	0	129	129	0
Acp6	51.6	0	0	0	129	129	0
Aacs	51.6	0	0	0	129	129	0
Zfp93	51.4	0	0	0	128	129	0
Vps45	51.4	0	0	0	128	129	0
Unc45b	51.4	0	0	0	128	129	0
Tbc1d32	51.4	0	0	0	130	127	0
Rragd	51.4	0	0	0	128	129	0
Rps2	51.4	0	0	0	128	129	0
Rnf151	51.4	0	0	0	128	129	0
Pdap1	51.4	0	0	0	129	128	0
Nle1	51.4	0	0	0	128	129	0
Ndufb10	51.4	0	0	0	128	129	0
Med16	51.4	0	0	0	123	134	0
Gpi1	51.4	0	0	0	129	128	0
Drosha	51.4	0	0	0	129	128	0
Bud31	51.4	0	0	0	129	128	0
6030458C11Rik	51.4	0	0	0	129	128	0
Tvp23a	51.2	0	0	0	128	128	0
Slc25a10	51.2	0	0	0	128	128	0
Sft2d3	51.2	0	0	0	128	128	0
Mks1	51.2	0	0	0	128	128	0
Mien1	51.2	0	0	0	128	128	0
Men1	51.2	0	0	0	128	128	0
Fam43a	51.2	0	0	0	128	128	0
Car3	51.2	0	256	0	0	0	0
Bcl2l11	51.2	0	0	0	128	128	0
Arhgap32	51.2	0	0	0	128	128	0
Adgre5	51.2	0	0	0	128	128	0
Zfp622	51.0	0	0	0	127	128	0
Uvssa	51.0	0	0	0	128	127	0
Ublcp1	51.0	0	0	0	128	127	0
Szrd1	51.0	0	0	0	128	127	0
Sdhb	51.0	0	0	0	128	127	0
Rab15	51.0	0	0	0	127	128	0
Phldb3	51.0	0	0	0	127	128	0
Icosl	51.0	0	0	0	127	128	0
Cdk1	51.0	0	0	0	128	127	0
Baalc	51.0	0	0	0	128	127	0
Asrgl1	51.0	0	0	0	128	127	0
Anp32a	51.0	0	255	0	0	0	0
Ago2	51.0	0	0	0	128	127	0
Wdr24	50.8	0	0	0	127	127	0
Snx9	50.8	0	0	0	127	127	0
Rps3	50.8	0	0	0	127	127	0
Prpf4	50.8	0	0	0	127	127	0
Podxl	50.8	0	60	0	97	97	0
Pim3	50.8	0	0	0	127	127	0
Nadsyn1	50.8	0	0	0	126	128	0
Mrpl33	50.8	0	0	0	127	127	0
Ggta1	50.8	0	0	0	126	128	0
Flnb	50.8	0	0	0	127	127	0
Exosc5	50.8	0	0	0	127	127	0
Dhcr7	50.8	0	0	0	126	128	0
Cdc26	50.8	0	0	0	127	127	0
Bckdha	50.8	0	0	0	127	127	0
Arhgap27	50.8	0	0	0	127	127	0
Zfp52	50.6	0	0	0	126	127	0
Srsf7	50.6	0	0	0	127	126	0
Slc35e3	50.6	0	0	0	126	127	0
Slc10a6	50.6	0	0	0	127	126	0
Skiv2l	50.6	0	0	0	127	126	0
Nelfe	50.6	0	0	0	127	126	0
Mrps25	50.6	0	0	0	126	127	0
Dip2b	50.6	0	0	0	127	126	0
Bcl7b	50.6	0	0	0	126	127	0
Adrm1	50.6	0	0	0	126	127	0
Vmp1	50.4	0	0	0	126	126	0
Utp6	50.4	0	0	0	126	126	0
Srsf11	50.4	0	0	0	126	126	0
Six5	50.4	0	0	0	126	126	0
Sbno2	50.4	0	0	0	126	126	0
Rnaset2b	50.4	0	0	0	116	136	0
Rnaset2a	50.4	0	0	0	116	136	0
Ptrh2	50.4	0	0	0	126	126	0
Ppme1	50.4	0	0	0	126	126	0
Nppb	50.4	0	0	0	126	126	0
Mmd	50.4	0	0	0	126	126	0
Lrrc40	50.4	0	0	0	126	126	0
Kdm6b	50.4	0	0	0	126	126	0
Kdelr1	50.4	0	0	0	126	126	0
Ipp	50.4	0	0	0	126	126	0
Hars2	50.4	0	0	0	124	128	0
Hars	50.4	0	0	0	124	128	0
Gm2237	50.4	0	252	0	0	0	0
Fndc3b	50.4	0	0	0	126	126	0
Fam107b	50.4	0	0	0	126	126	0
Eef1akmt1	50.4	0	0	0	126	126	0
Dctpp1	50.4	0	0	0	126	126	0
Ccnd1	50.4	0	0	0	126	126	0
Ccdc9b	50.4	0	0	0	126	126	0
C2cd3	50.4	0	0	0	126	126	0
4930558C23Rik	50.4	0	0	0	127	125	0
Zcwpw1	50.2	0	0	0	125	126	0
Zcchc7	50.2	0	0	0	125	126	0
U2af1	50.2	0	0	0	126	125	0
Rps14	50.2	0	0	0	125	126	0
Rnf185	50.2	0	0	0	126	125	0
Mtif2	50.2	0	0	0	125	126	0
Mepce	50.2	0	0	0	125	126	0
Csrnp2	50.2	0	0	0	126	125	0
Chmp3	50.2	0	0	0	126	125	0
Ccdc28a	50.2	0	0	0	125	126	0
Tmem258	50.0	0	0	0	126	124	0
Thumpd2	50.0	0	0	0	125	125	0
Scamp3	50.0	0	0	0	125	125	0
Rad1	50.0	0	0	0	125	125	0
Rab13	50.0	0	0	0	124	126	0
Psmd7	50.0	0	0	0	125	125	0
Prrt2	50.0	0	0	0	125	125	0
Pla2g7	50.0	0	0	0	125	125	0
Pemt	50.0	0	0	0	125	125	0
Pagr1a	50.0	0	0	0	125	125	0
Mvp	50.0	0	0	0	125	125	0
Mmaa	50.0	0	100	0	75	75	0
Mapk6	50.0	0	0	0	125	125	0
Lrrc24	50.0	0	0	0	125	125	0
Fen1	50.0	0	0	0	126	124	0
Fam161b	50.0	0	0	0	125	125	0
Coq6	50.0	0	0	0	125	125	0
C030006K11Rik	50.0	0	0	0	125	125	0
Brix1	50.0	0	0	0	125	125	0
Arid3b	50.0	0	250	0	0	0	0
Tti1	49.8	0	0	0	125	124	0
Taf1	49.8	0	0	0	124	125	0
Rprd1b	49.8	0	0	0	125	124	0
Pnkp	49.8	0	0	0	124	125	0
Brd1	49.8	0	0	0	125	124	0
Arhgap12	49.8	0	0	0	125	124	0
Zmynd8	49.6	0	0	0	123	125	0
Zfyve1	49.6	0	0	0	124	124	0
Ube3c	49.6	0	0	0	124	124	0
Ttn	49.6	0	0	0	124	124	0
Ttc4	49.6	0	0	0	124	124	0
Tex30	49.6	0	0	0	124	124	0
Syne4	49.6	0	0	0	124	124	0
Srfbp1	49.6	0	0	0	124	124	0
Slc39a14	49.6	139	109	0	0	0	0
Sema6d	49.6	0	0	0	124	124	0
Rgmb	49.6	0	0	0	124	124	0
Rbfox1	49.6	0	0	0	124	124	0
Rabgef1	49.6	0	0	0	124	124	0
Picalm	49.6	0	0	0	124	124	0
Peli1	49.6	0	0	0	124	124	0
Otulinl	49.6	0	0	0	124	124	0
Olfr535	49.6	0	0	0	124	124	0
Nlgn1	49.6	0	0	0	124	124	0
N4bp2l2	49.6	0	0	0	125	123	0
Mrps30	49.6	0	0	0	124	124	0
Mrpl28	49.6	0	0	0	124	124	0
Med24	49.6	0	0	0	124	124	0
Il11ra1	49.6	0	0	0	124	124	0
Ikbkg	49.6	0	0	0	124	124	0
H2-Ob	49.6	0	0	0	124	124	0
Galt	49.6	0	0	0	124	124	0
G6pdx	49.6	0	0	0	124	124	0
F2r	49.6	0	0	0	124	124	0
Elac2	49.6	0	0	0	124	124	0
Dync2li1	49.6	0	0	0	124	124	0
Dnm1l	49.6	0	0	0	124	124	0
Dapk3	49.6	0	0	0	124	124	0
Col12a1	49.6	0	0	0	124	124	0
Cnot8	49.6	0	0	0	124	124	0
Cmss1	49.6	0	0	0	124	124	0
Cdca7	49.6	0	0	0	124	124	0
Castor2	49.6	0	0	0	124	124	0
C2cd4d	49.6	0	0	0	124	124	0
C1qtnf3	49.6	0	0	0	124	124	0
Atmin	49.6	0	0	0	124	124	0
Angptl6	49.6	0	71	0	89	88	0
Alppl2	49.6	0	0	0	124	124	0
Alox8	49.6	0	0	0	124	124	0
Zbtb11	49.4	0	120	0	63	64	0
Tmed6	49.4	0	0	0	124	123	0
Slco4c1	49.4	0	247	0	0	0	0
Pde6g	49.4	0	0	0	125	122	0
Oxld1	49.4	0	0	0	125	122	0
Jph2	49.4	0	0	0	123	124	0
Imp3	49.4	0	0	0	123	124	0
Cfdp1	49.4	0	0	0	124	123	0
Cfap298	49.4	0	91	0	78	78	0
Ccdc137	49.4	0	0	0	125	122	0
Camsap1	49.4	0	0	0	124	123	0
Atp11a	49.4	0	0	0	124	123	0
Asf1b	49.4	0	0	0	123	124	0
Vamp3	49.2	0	0	0	123	123	0
Usp53	49.2	0	0	0	123	123	0
Trim11	49.2	0	0	0	123	123	0
Tmem138	49.2	0	0	0	123	123	0
Slc5a11	49.2	84	162	0	0	0	0
Sdhaf4	49.2	0	0	0	123	123	0
Sdcbp2	49.2	0	0	0	123	123	0
Parm1	49.2	0	0	0	123	123	0
Mrpl20	49.2	0	0	0	123	123	0
Katna1	49.2	0	0	0	123	123	0
Kank1	49.2	0	0	0	123	123	0
Ghr	49.2	0	0	0	123	123	0
Gab2	49.2	0	0	0	123	123	0
Fcgr3	49.2	0	0	0	111	135	0
Elovl5	49.2	0	0	0	123	123	0
Eif3e	49.2	0	0	0	124	122	0
Dph5	49.2	0	0	0	123	123	0
Cyb561a3	49.2	0	0	0	123	123	0
Cdr2l	49.2	0	0	0	123	123	0
Cdh10	49.2	0	246	0	0	0	0
Ccnc	49.2	0	0	0	123	123	0
Arih1	49.2	0	0	0	123	123	0
Arg1	49.2	0	0	0	123	123	0
