Target_genes	Zfp57|Average	SRX10265156|ES_cells	SRX10265157|ES_cells	SRX1421936|ES_cells	SRX1421939|ES_cells	SRX14394947|ES_cells	SRX14394948|ES_cells	SRX14394949|ES_cells	SRX14394950|ES_cells	SRX1556082|ES_cells	SRX1556086|ES_cells	SRX1556090|ES_cells	SRX476210|ES_cells	SRX476211|ES_cells	SRX5140866|ES_cells	SRX5140867|ES_cells	SRX5140868|ES_cells	SRX5140869|ES_cells	SRX5140870|ES_cells	STRING
Anapc10	18.833333	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0
Abce1	18.833333	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0
Zdhhc12	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Vkorc1	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Usp1	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Ttc16	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Tmem189	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Tbcel	18.777778	0	0	0	0	0	0	0	0	0	0	0	238	100	0	0	0	0	0	0
Stat3	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Slc27a1	18.777778	0	0	0	0	0	0	0	0	0	0	0	140	198	0	0	0	0	0	0
Rpe	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Ptrh1	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Ptger2	18.777778	0	0	0	0	0	0	0	0	0	0	0	233	105	0	0	0	0	0	0
Psmd7	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Psmd12	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Prss53	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Pdxk	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Mpc1	18.777778	0	0	0	0	0	0	0	0	0	0	0	212	126	0	0	0	0	0	0
Mcidas	18.777778	0	0	0	0	0	0	0	0	0	0	0	232	106	0	0	0	0	0	0
Mchr1	18.777778	0	0	0	0	0	0	0	0	0	0	0	246	92	0	0	0	0	0	0
Lef1	18.777778	0	0	0	0	0	0	0	0	0	0	0	235	103	0	0	0	0	0	0
Krt34	18.777778	0	0	0	0	0	0	0	0	0	0	0	247	91	0	0	0	0	0	0
Gprin2	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Gm3696	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Foxb2	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Esco1	18.777778	0	0	0	0	0	0	0	0	0	0	0	212	126	0	0	0	0	0	0
Dhh	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Colgalt2	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Cdc20	18.777778	0	0	0	0	0	0	0	0	0	0	0	230	108	0	0	0	0	0	0
Ccdc142	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Calm1	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Amer3	18.777778	0	0	0	0	0	0	0	0	0	0	0	105	233	0	0	0	0	0	0
6430548M08Rik	18.777778	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0
Znhit1	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Wfdc8	18.722222	0	0	0	0	0	0	0	0	0	0	0	167	170	0	0	0	0	0	0
Wfdc6b	18.722222	0	0	0	0	0	0	0	0	0	0	0	167	170	0	0	0	0	0	0
Ubr7	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Ube3b	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Traf2	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Tinagl1	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Plod3	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Nr4a2	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Nkd2	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Mars1	18.722222	0	0	0	0	0	0	0	0	0	0	0	233	104	0	0	0	0	0	0
Lyplal1	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Lhx8	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Krt33a	18.722222	0	0	0	0	0	0	0	0	0	0	0	248	89	0	0	0	0	0	0
Kctd10	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Kcna1	18.722222	0	0	0	0	0	0	0	0	0	0	0	245	92	0	0	0	0	0	0
Inppl1	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Gon7	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Gm20604	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Exosc8	18.722222	0	0	0	0	0	0	0	0	0	0	0	253	84	0	0	0	0	0	0
Coq8a	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Chrm4	18.722222	0	0	0	0	0	0	0	0	0	0	0	227	110	0	0	0	0	0	0
Ccnl1	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Bspry	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Bricd5	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Bicc1	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Alg5	18.722222	0	0	0	0	0	0	0	0	0	0	0	253	84	0	0	0	0	0	0
Adpgk	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
6430628N08Rik	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
2300009A05Rik	18.722222	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0
Zfp251	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Xylt2	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Wasf3	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Tmem221	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Taf3	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Rwdd2a	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Riox2	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Plgrkt	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Pgm3	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Myo1e	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Myl4	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Krt19	18.666667	0	0	0	0	0	0	0	0	0	0	0	249	87	0	0	0	0	0	0
Hsf1	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
H3f3b	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Grm5	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Gcsh	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
G2e3	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Epsti1	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Ehbp1	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Eci1	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Dtd2	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Ddit4	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Cflar	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Cenpw	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Celf3	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Cdc27	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Bop1	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Acvr1c	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Acad9	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
9930012K11Rik	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
4932414N04Rik	18.666667	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Usp22	18.611111	0	0	0	0	0	0	0	0	0	0	0	222	113	0	0	0	0	0	0
Tnpo3	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Slc25a29	18.611111	0	0	0	0	0	0	0	0	0	0	0	198	137	0	0	0	0	0	0
Serpinh1	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
S1pr4	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Ptpru	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Prss12	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Pcyt2	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Neu4	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Ncln	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Mrpl22	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Mrm1	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Marveld3	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Gemin5	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Fam83g	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Fam222a	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Fam163b	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Dcbld1	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Cds2	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Arcn1	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
4921524J17Rik	18.611111	0	0	0	0	0	0	0	0	0	0	0	220	115	0	0	0	0	0	0
1810013L24Rik	18.611111	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
Zfp689	18.555556	0	0	0	0	0	0	0	0	0	0	0	256	78	0	0	0	0	0	0
Zfp566	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Vps37b	18.555556	0	0	0	0	0	0	0	0	0	0	0	253	81	0	0	0	0	0	0
Uqcrfs1	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Trim7	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Tfeb	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Tbk1	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Slc6a5	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Slc12a6	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Phc1	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Pdpr	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Pam16	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Ntpcr	18.555556	0	0	0	0	0	0	0	0	0	0	0	179	155	0	0	0	0	0	0
Nop10	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Naprt	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Miip	18.555556	0	0	0	0	0	0	0	88	0	0	0	246	0	0	0	0	0	0	0
Mgat4a	18.555556	0	0	0	0	0	0	0	0	0	0	0	146	188	0	0	0	0	0	0
Lgals8	18.555556	0	0	0	0	0	0	0	0	0	0	0	240	94	0	0	0	0	0	0
Gsn	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Fv1	18.555556	0	0	0	0	0	0	0	88	0	0	0	246	0	0	0	0	0	0	0
Fam8a1	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Eml5	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Col15a1	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Bphl	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
9030025P20Rik	18.555556	0	0	0	0	0	0	151	0	0	0	0	183	0	0	0	0	0	0	0
2610524H06Rik	18.555556	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0
Zfp11	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Wdr83os	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Wdr83	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Tspan12	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Snu13	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Prmt6	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Ncapg2	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Nav2	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Man2b1	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Hoatz	18.5	0	0	0	0	0	0	0	0	0	0	0	174	159	0	0	0	0	0	0
H3c2	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
H2bc3	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
H2ac4	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Foxe3	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Filip1l	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Fam171a1	18.5	0	0	0	0	0	0	0	0	0	0	0	173	160	0	0	0	0	0	0
Erfe	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Eif2b3	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Ehd4	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Dnaja4	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Dgkd	18.5	0	0	0	0	0	0	0	0	0	0	0	232	101	0	0	0	0	0	0
Cybrd1	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Chga	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Chad	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Arnt	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Arhgef26	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Afg3l2	18.5	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0
Xpo7	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Wbp1l	18.444444	0	0	0	0	0	0	0	0	0	0	0	197	135	0	0	0	0	0	0
Tst	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
St8sia5	18.444444	0	0	0	0	0	0	0	0	0	0	0	184	148	0	0	0	0	0	0
Smarcd2	18.444444	0	0	0	0	0	0	0	0	0	0	0	260	72	0	0	0	0	0	0
Rprm	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Rdh13	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Plcl2	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Negr1	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Mpst	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Map3k21	18.444444	0	0	0	0	0	0	0	0	0	0	0	251	81	0	0	0	0	0	0
Krt82	18.444444	0	0	0	0	0	0	0	0	0	0	0	244	88	0	0	0	0	0	0
Klf5	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Iars2	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Gldn	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Eif3h	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Ddost	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Cmtm6	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Cftr	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Bpnt1	18.444444	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0
Apba2	18.444444	0	0	0	0	0	0	0	0	0	0	0	235	97	0	0	0	0	0	0
Tbc1d2b	18.388889	0	0	0	0	0	0	0	0	0	0	0	252	79	0	0	0	0	0	0
Sorcs3	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Scn2a	18.388889	0	0	0	0	0	0	0	0	0	0	0	171	160	0	0	0	0	0	0
Rnf214	18.388889	0	0	0	0	0	0	0	0	0	0	0	259	72	0	0	0	0	0	0
Rimbp3	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Prex2	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Phpt1	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Pgk1	18.388889	0	0	0	0	0	193	0	138	0	0	0	0	0	0	0	0	0	0	0
Pde1b	18.388889	0	0	0	0	0	0	0	0	0	0	0	171	160	0	0	0	0	0	0
Pcsk7	18.388889	0	0	0	0	0	0	0	0	0	0	0	259	72	0	0	0	0	0	0
Kremen1	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Gpr149	18.388889	0	0	0	0	0	0	0	0	0	0	0	171	160	0	0	0	0	0	0
Gm45927	18.388889	0	0	0	0	0	0	0	0	0	0	0	221	110	0	0	0	0	0	0
Gata6	18.388889	0	0	0	0	0	0	0	0	0	0	0	265	66	0	0	0	0	0	0
Foxred2	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Dysf	18.388889	0	0	0	0	0	201	0	0	0	0	0	130	0	0	0	0	0	0	0
Clstn3	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Clk2	18.388889	0	0	0	0	0	0	0	0	0	0	0	221	110	0	0	0	0	0	0
Cd81	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Cachd1	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
C1ql4	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Ap1ar	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Ajm1	18.388889	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
Sh3bp2	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Serpinb1b	18.333333	0	0	0	0	0	0	0	0	0	0	0	139	191	0	0	0	0	0	0
Sema4c	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Pts	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Prxl2c	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Prox2	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Plekha8	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Pcbd1	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Pate9	18.333333	0	0	0	0	0	0	0	0	0	0	0	236	94	0	0	0	0	0	0
P2rx6	18.333333	0	0	0	0	0	0	0	0	0	0	0	195	135	0	0	0	0	0	0
Lrrc74b	18.333333	0	0	0	0	0	0	0	0	0	0	0	195	135	0	0	0	0	0	0
Lrg1	18.333333	0	0	0	0	0	0	0	0	0	0	0	232	98	0	0	0	0	0	0
Kcnk3	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Itprid2	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Hbq1a	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Fam3b	18.333333	0	0	0	0	0	186	0	144	0	0	0	0	0	0	0	0	0	0	0
Fam120a	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Fam117b	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Dlst	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Dbx2	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Crabp1	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Cpt2	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Cops8	18.333333	0	0	0	0	0	0	0	0	0	0	0	154	176	0	0	0	0	0	0
Cgnl1	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Ccr10	18.333333	0	0	0	0	0	129	0	0	0	0	0	201	0	0	0	0	0	0	0
Asxl2	18.333333	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Adgrg3	18.333333	0	0	0	0	0	140	0	0	0	0	0	190	0	0	0	0	0	0	0
Zic4	18.277778	0	0	0	0	0	0	0	0	0	0	0	252	77	0	0	0	0	0	0
Zic1	18.277778	0	0	0	0	0	0	0	0	0	0	0	252	77	0	0	0	0	0	0
Zfp764	18.277778	0	0	0	0	0	0	0	0	0	0	0	203	126	0	0	0	0	0	0
Vwa1	18.277778	0	0	0	0	0	0	0	0	0	0	0	207	122	0	0	0	0	0	0
Tstd2	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Treh	18.277778	0	0	0	0	0	0	0	0	0	0	0	236	93	0	0	0	0	0	0
Tnfaip3	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Ssu72	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Sstr1	18.277778	0	0	0	0	0	0	0	0	0	0	0	232	97	0	0	0	0	0	0
Smpd3	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Smo	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Serbp1	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Rnf7	18.277778	0	0	0	0	0	0	0	0	0	0	0	221	108	0	0	0	0	0	0
Prkci	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Nkain2	18.277778	0	0	0	0	0	0	0	0	0	0	0	224	105	0	0	0	0	0	0
Ncbp1	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Mysm1	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Mapk11	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
L3mbtl1	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Kif6	18.277778	0	0	0	0	0	0	0	0	0	0	0	244	85	0	0	0	0	0	0
Isoc1	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Inpp1	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Hsd11b2	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Gpr27	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Fam78a	18.277778	0	0	0	0	0	0	0	0	0	0	0	236	93	0	0	0	0	0	0
Fam171b	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Evi5l	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Atg14	18.277778	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0
Zfp423	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Zfp30	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Zfp3	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Xkr8	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Vps37c	18.222222	0	0	0	0	0	0	0	0	0	0	0	210	118	0	0	0	0	0	0
Ttc22	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Trim25	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Tmem198	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Taar1	18.222222	0	0	0	0	0	0	0	0	0	0	0	223	105	0	0	0	0	0	0
Sp140	18.222222	0	0	0	0	0	0	0	0	0	0	0	83	245	0	0	0	0	0	0
Slc6a19	18.222222	0	0	0	0	0	0	0	0	0	0	0	194	134	0	0	0	0	0	0
Sh3bgrl2	18.222222	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
