Target_genes	Bach1|Average	SRX7433236|ES_cells	SRX5508931|Lung_tumors	SRX5508932|Lung_tumors	SRX5508933|Lung_tumors	SRX5508934|Lung_tumors	SRX5508935|Lung_tumors	SRX5508936|Lung_tumors	SRX5508937|Lung_tumors	SRX1629384|M1	SRX2200548|Pro-B_cells	STRING
Sirt4	37.8	0	0	0	0	0	0	0	0	378	0	0
Gcsh	37.8	0	0	95	0	147	0	0	0	136	0	0
Hspa9	37.7	0	89	0	0	143	0	0	0	145	0	0
Trappc4	37.5	0	0	0	0	0	0	0	0	375	0	0
Rps25	37.5	0	0	0	0	0	0	0	0	375	0	0
Ibtk	37.5	0	116	0	0	0	100	0	0	159	0	0
Hmgb2	37.5	0	0	0	117	0	0	0	0	258	0	0
Acbd6	37.4	0	0	0	0	186	72	0	0	116	0	0
Ptgr1	37.2	0	0	174	198	0	0	0	0	0	0	0
Arl6ip4	37.1	0	0	0	171	0	200	0	0	0	0	0
Ppm1l	37.0	0	0	0	115	0	0	0	108	147	0	0
Polr1d	37.0	0	0	0	0	0	0	0	0	370	0	0
Lnx2	37.0	0	0	0	0	0	0	0	0	370	0	0
Mlkl	36.9	0	0	0	148	0	0	0	0	221	0	0
Arhgdia	36.9	0	0	0	0	0	0	0	0	369	0	0
5730455P16Rik	36.9	0	0	0	197	0	172	0	0	0	0	0
Sys1	36.8	0	238	0	0	0	130	0	0	0	0	0
Ran	36.8	0	0	0	97	0	0	0	0	271	0	0
Pdlim7	36.8	0	103	0	0	129	0	0	0	136	0	0
Ngly1	36.8	0	0	0	0	62	0	0	0	306	0	0
Tuba4a	36.7	0	0	0	130	0	103	0	0	134	0	0
Sfrp4	36.7	0	182	0	0	113	72	0	0	0	0	0
Hook2	36.7	0	109	0	0	133	0	0	0	125	0	0
Epdr1	36.7	0	182	0	0	113	72	0	0	0	0	0
Dhx8	36.7	0	0	0	0	0	0	0	0	367	0	0
Ctsb	36.7	0	0	0	127	124	0	0	0	116	0	0
Atad1	36.7	0	0	0	103	0	0	0	0	264	0	0
A630095N17Rik	36.7	0	0	0	130	0	103	0	0	134	0	0
Ubr4	36.5	0	209	0	0	0	156	0	0	0	0	0
Rarb	36.5	0	238	127	0	0	0	0	0	0	0	0
Ptpn6	36.5	0	0	0	0	0	0	0	0	365	0	0
Grcc10	36.5	0	0	0	0	0	0	0	0	365	0	0
Wdr4	36.4	0	71	0	0	0	0	0	0	293	0	0
Scaper	36.4	0	0	0	0	229	0	0	0	135	0	0
Nubp1	36.4	0	0	0	0	0	0	0	0	364	0	0
Atp5g2	36.4	0	0	0	0	0	0	0	0	364	0	0
Rpl24	36.3	0	78	0	0	0	0	0	0	285	0	0
Elmo3	36.3	0	182	0	0	181	0	0	0	0	0	0
Rida	36.2	0	90	0	0	0	0	0	0	272	0	0
Pop1	36.2	0	90	0	0	0	0	0	0	272	0	0
Polr3b	36.2	0	0	0	0	111	0	0	0	251	0	0
Cldn13	36.2	0	0	0	0	0	0	0	0	362	0	0
Ndufaf1	36.0	0	0	0	139	93	0	128	0	0	0	0
H3f3c	36.0	0	0	0	139	93	0	128	0	0	0	0
Flt3	36.0	0	0	0	0	0	0	0	0	360	0	0
Atad2	36.0	0	0	0	91	0	0	0	0	269	0	0
Zscan25	35.9	0	0	0	0	0	0	0	0	359	0	0
Xkr8	35.9	0	0	0	0	77	98	0	0	184	0	0
Srprb	35.9	0	0	0	0	0	0	0	0	359	0	0
Tmem134	35.8	0	0	0	0	0	0	0	0	358	0	0
Stmn3	35.8	0	0	0	0	0	0	0	0	358	0	0
Smg8	35.8	0	0	142	116	0	100	0	0	0	0	0
Rpl38	35.8	0	0	0	0	0	0	0	0	358	0	0
Aip	35.8	0	0	0	0	0	0	0	0	358	0	0
Msantd4	35.7	0	122	0	136	0	99	0	0	0	0	0
Cop1	35.7	0	0	0	0	0	0	0	0	357	0	0
Spryd4	35.6	0	0	0	0	152	204	0	0	0	0	0
Sdad1	35.6	0	0	0	84	0	163	0	0	109	0	0
Dpy30	35.6	0	0	0	0	0	0	0	0	356	0	0
Smurf2	35.5	0	0	0	0	0	0	0	0	355	0	0
Usp53	35.4	0	0	0	0	0	0	0	0	354	0	0
Them6	35.4	0	0	0	0	0	0	125	0	229	0	0
Rtn4rl1	35.4	0	0	0	0	0	143	0	0	211	0	0
Dph1	35.4	0	0	0	0	0	143	0	0	211	0	0
Cxcl10	35.4	0	118	0	0	0	96	0	0	140	0	0
Cers6	35.4	0	201	0	153	0	0	0	0	0	0	0
Etfrf1	35.2	0	0	0	0	71	0	0	0	281	0	0
Casc1	35.2	0	0	0	0	71	0	0	0	281	0	0
Acnat1	35.2	0	167	0	0	185	0	0	0	0	0	0
Mrpl12	35.1	0	0	0	0	0	0	0	0	351	0	0
Eif3b	35.1	0	0	0	85	0	0	0	0	266	0	0
Zmpste24	35.0	0	0	155	0	0	195	0	0	0	0	0
Ssr1	35.0	0	125	0	0	118	0	0	0	107	0	0
Mrpl36	35.0	0	166	0	104	0	0	0	0	80	0	0
Vtcn1	34.9	0	0	0	0	0	0	0	0	349	0	0
Psma5	34.9	0	0	0	103	0	0	0	0	246	0	0
Hspe1	34.9	0	0	0	0	0	80	0	0	269	0	0
Hspd1	34.9	0	0	0	0	0	80	0	0	269	0	0
Tab1	34.8	0	0	0	0	0	0	0	0	348	0	0
Pcm1	34.8	0	230	0	0	0	0	0	0	118	0	0
Gm5741	34.8	0	0	0	0	109	0	0	0	239	0	0
Dhps	34.8	0	0	0	0	109	0	0	0	239	0	0
Unkl	34.7	0	115	0	0	0	0	0	0	232	0	0
Rptor	34.7	0	0	100	0	136	0	0	0	111	0	0
Psmd12	34.6	0	0	0	0	0	0	0	0	346	0	0
Pcif1	34.6	0	0	0	0	0	0	0	0	346	0	0
Mdn1	34.6	0	0	0	0	0	0	0	0	346	0	0
Hnrnpab	34.6	0	0	0	0	0	0	0	0	346	0	0
Ankrd17	34.6	0	0	0	0	0	0	0	0	346	0	0
Acvr1b	34.6	0	0	0	0	0	0	0	0	346	0	0
Kdm8	34.5	0	0	0	0	0	0	0	0	345	0	0
Ier3	34.5	0	0	0	0	0	0	0	0	345	0	0
Flot1	34.5	0	0	0	0	0	0	0	0	345	0	0
Cox18	34.5	0	0	0	0	0	155	0	0	190	0	0
Btg1	34.5	0	104	0	0	123	0	0	0	118	0	0
Akna	34.5	0	0	0	0	0	0	0	0	345	0	0
Rap1gds1	34.4	0	0	0	0	0	0	0	0	344	0	0
Ruvbl1	34.3	0	0	95	0	0	144	0	0	104	0	0
Tmem131l	34.2	0	0	0	0	0	0	0	0	342	0	0
Tfrc	34.2	0	0	0	0	0	0	0	0	342	0	0
Slco4a1	34.2	0	104	0	0	154	0	0	0	84	0	0
Npcd	34.2	0	0	0	133	0	0	0	0	209	0	0
Mest	34.2	0	0	0	0	183	159	0	0	0	0	0
Exd2	34.2	0	0	85	112	0	0	0	0	145	0	0
Cbx6	34.2	0	0	0	133	0	0	0	0	209	0	0
Arhgap31	34.2	0	0	0	0	0	0	0	0	342	0	0
2700062C07Rik	34.2	0	0	0	145	197	0	0	0	0	0	0
Ubl3	34.1	0	0	0	0	0	0	0	0	341	0	0
Mpv17	34.1	0	175	0	0	0	166	0	0	0	0	0
Fbxo22	34.1	0	0	0	0	115	0	0	0	226	0	0
Zc3h11a	34.0	0	0	0	0	0	195	0	0	145	0	0
Zbed6	34.0	0	0	0	0	0	195	0	0	145	0	0
Usp3	34.0	0	0	0	0	0	73	132	0	135	0	0
Tubb5	34.0	0	0	0	0	0	0	0	0	340	0	0
Tbccd1	34.0	0	0	0	0	168	172	0	0	0	0	0
Mdc1	34.0	0	0	0	0	0	0	0	0	340	0	0
Dnajb11	34.0	0	0	0	0	168	172	0	0	0	0	0
Sirt7	33.9	0	0	0	0	339	0	0	0	0	0	0
Sgf29	33.9	0	0	0	0	0	0	0	0	339	0	0
Sdhaf1	33.9	0	0	0	0	0	0	0	0	339	0	0
Pprc1	33.8	0	0	0	0	0	87	0	0	251	0	0
Fam111a	33.8	0	99	0	137	0	102	0	0	0	0	0
Phospho1	33.7	0	0	0	0	0	0	0	0	337	0	0
Mybph	33.7	0	0	0	0	0	0	0	0	337	0	0
Caprin2	33.7	0	0	0	0	0	0	0	0	337	0	0
Mob1b	33.6	0	0	0	129	0	107	0	0	100	0	0
Txnl4a	33.5	0	0	0	0	0	191	0	0	144	0	0
Rdh14	33.5	0	0	0	0	0	99	100	0	136	0	0
Irs2	33.5	0	0	0	0	173	162	0	0	0	0	0
Gm16286	33.5	0	0	0	0	0	191	0	0	144	0	0
Hmgn1	33.4	0	0	0	0	0	178	0	0	156	0	0
Zfp869	33.2	0	0	0	0	0	0	0	0	332	0	0
Tut7	33.2	0	0	0	117	119	0	0	0	96	0	0
Laptm4a	33.2	0	0	0	0	0	126	0	0	206	0	0
Gspt1	33.2	0	0	0	0	0	0	0	0	332	0	0
Rabggtb	33.0	0	0	0	0	80	0	0	0	250	0	0
Espl1	33.0	0	0	0	0	0	0	0	100	230	0	0
Cc2d1b	33.0	0	0	0	0	123	80	0	0	127	0	0
2300009A05Rik	33.0	0	0	0	0	0	0	0	0	330	0	0
Top2a	32.9	0	0	0	0	0	0	0	0	329	0	0
Rps3a1	32.9	0	0	0	0	0	0	0	0	329	0	0
Cep135	32.9	0	0	0	0	188	0	0	0	141	0	0
Zfp647	32.8	0	0	0	0	0	0	0	0	328	0	0
Zdhhc3	32.8	0	0	0	0	0	0	0	0	328	0	0
Exosc7	32.8	0	0	0	0	0	0	0	0	328	0	0
Ccdc150	32.8	0	138	0	190	0	0	0	0	0	0	0
Atr	32.8	0	0	0	128	0	0	0	0	200	0	0
1700065D16Rik	32.8	0	0	0	128	0	0	0	0	200	0	0
Ube2d2a	32.7	0	0	0	0	0	0	0	0	327	0	0
Tdp1	32.7	0	0	0	0	0	0	0	0	327	0	0
Plcg2	32.7	0	0	0	235	0	92	0	0	0	0	0
Laptm5	32.7	0	0	0	0	157	0	0	0	170	0	0
Efcab11	32.7	0	0	0	0	0	0	0	0	327	0	0
Cutc	32.7	0	0	64	80	0	0	0	0	183	0	0
Cstf1	32.7	0	0	0	0	0	0	0	0	327	0	0
Cox15	32.7	0	0	64	80	0	0	0	0	183	0	0
Aurka	32.7	0	0	0	0	0	0	0	0	327	0	0
Zbed4	32.6	0	0	0	0	0	0	0	0	326	0	0
Vamp4	32.6	0	0	0	0	0	0	0	0	326	0	0
Tango6	32.6	0	0	0	0	0	0	0	0	326	0	0
Ogfod3	32.6	0	0	0	0	0	0	0	0	326	0	0
N6amt1	32.6	0	0	0	0	0	0	0	0	326	0	0
Hexdc	32.6	0	0	0	0	0	0	0	0	326	0	0
Cnpy2	32.6	0	159	0	0	0	0	0	0	167	0	0
Polr2j	32.5	0	0	0	0	0	0	0	0	325	0	0
Mcm5	32.5	0	154	0	0	0	0	0	0	171	0	0
Puf60	32.4	0	0	0	0	0	0	0	0	324	0	0
Pole4	32.4	0	0	0	0	0	0	0	0	324	0	0
Parp11	32.4	0	0	0	111	0	0	127	0	86	0	0
Hmces	32.4	0	0	0	0	0	0	0	0	324	0	0
Tmem267	32.3	0	119	107	0	0	0	0	0	97	0	0
Cln6	32.3	0	0	0	0	0	0	0	0	323	0	0
Vps35l	32.2	0	150	0	0	0	172	0	0	0	0	0
Rpl12	32.1	0	0	0	0	0	0	0	0	321	0	0
Plekhf1	32.1	0	0	0	115	0	206	0	0	0	0	0
Lrsam1	32.1	0	0	0	0	0	0	0	0	321	0	0
Atxn7l1	32.1	0	0	0	0	0	0	0	0	321	0	0
Atg10	32.1	0	0	0	0	0	153	0	0	168	0	0
Rpl3	32.0	0	0	0	0	0	0	0	0	320	0	0
Acsf3	32.0	0	0	0	0	180	0	140	0	0	0	0
Soat2	31.9	0	65	0	0	0	134	0	0	120	0	0
Ncapd2	31.9	0	0	0	0	0	0	0	0	319	0	0
Mrpl51	31.9	0	0	0	0	0	0	0	0	319	0	0
Lmbr1l	31.9	0	0	0	0	0	0	0	0	319	0	0
Ghitm	31.9	0	60	0	126	0	0	0	0	133	0	0
Commd10	31.9	0	0	0	117	122	0	0	0	80	0	0
Rnps1	31.8	0	0	0	0	0	0	0	0	318	0	0
Pak1ip1	31.8	0	0	0	130	107	0	0	0	81	0	0
Wdr62	31.7	0	111	0	0	0	206	0	0	0	0	0
Tyk2	31.7	0	154	0	0	0	163	0	0	0	0	0
Rpl35a	31.7	0	0	0	0	0	0	0	0	317	0	0
Pclaf	31.7	0	0	0	0	0	0	0	0	317	0	0
Naa15	31.7	0	0	0	0	0	0	0	0	317	0	0
Iqcg	31.7	0	0	0	0	0	0	0	0	317	0	0
Eaf2	31.7	0	178	0	0	0	0	0	0	139	0	0
Atf6	31.7	0	0	0	0	0	204	0	0	113	0	0
Zbtb11	31.6	0	0	0	124	0	0	0	0	192	0	0
Pus3	31.6	0	0	0	0	0	0	0	0	316	0	0
Picalm	31.6	0	0	0	0	160	0	0	0	156	0	0
Ddx25	31.6	0	0	0	0	0	0	0	0	316	0	0
Anapc1	31.6	0	120	0	0	196	0	0	0	0	0	0
Myo5a	31.5	0	0	0	0	0	0	0	0	315	0	0
Il10	31.5	0	0	0	0	0	0	0	0	315	0	0
Ccdc126	31.5	0	0	0	0	0	148	167	0	0	0	0
Rplp1	31.4	0	0	0	0	0	0	0	0	314	0	0
Cobl	31.4	0	0	0	171	0	143	0	0	0	0	0
Zfp112	31.3	0	97	0	216	0	0	0	0	0	0	0
Vwa8	31.3	0	0	0	113	96	0	0	0	104	0	0
Phf7	31.3	0	0	0	0	0	0	0	0	313	0	0
Gm5591	31.3	0	0	0	0	0	0	0	0	313	0	0
Clcn3	31.3	0	96	0	0	0	0	0	0	217	0	0
Bap1	31.3	0	0	0	0	0	0	0	0	313	0	0
Appl2	31.3	0	0	0	0	174	139	0	0	0	0	0
Pgghg	31.2	0	0	0	0	0	0	0	0	312	0	0
Megf9	31.2	0	0	0	110	0	202	0	0	0	0	0
Map3k5	31.2	0	0	0	0	0	0	0	0	312	0	0
Jtb	31.2	0	0	0	0	0	0	0	0	312	0	0
Eef1akmt4-ece2	31.2	0	0	0	0	0	64	0	0	248	0	0
Eef1akmt4	31.2	0	0	0	0	0	64	0	0	248	0	0
Alg3	31.2	0	0	0	0	0	64	0	0	248	0	0
Zbtb8os	31.1	0	119	0	0	0	90	0	0	102	0	0
Sp140	31.1	0	0	0	0	0	0	0	0	311	0	0
Sp110	31.1	0	0	0	0	0	0	0	0	311	0	0
Sephs1	31.1	0	0	0	0	0	0	0	0	311	0	0
Rps5	31.1	0	0	0	0	0	0	0	0	311	0	0
Rnf225	31.1	0	0	0	0	0	0	0	0	311	0	0
Rbbp4	31.1	0	119	0	0	0	90	0	0	102	0	0
Mcpt4	31.1	0	182	0	0	0	129	0	0	0	0	0
Irf8	31.1	0	0	0	0	0	0	0	0	311	0	0
H4c12	31.1	0	0	0	0	0	0	0	0	311	0	0
H2bc15	31.1	0	0	0	0	0	0	0	0	311	0	0
H2ac15	31.1	0	0	0	0	0	0	0	0	311	0	0
Cnot4	31.1	0	0	0	0	57	95	0	0	159	0	0
Srsf10	31.0	0	0	0	0	0	0	0	0	310	0	0
Ckap2	31.0	0	0	0	0	0	0	0	0	310	0	0
Anp32b	31.0	0	0	0	0	0	0	0	0	310	0	0
Pan3	30.9	0	0	0	0	0	0	0	0	309	0	0
Ubtf	30.8	0	0	0	0	0	0	0	0	308	0	0
Diaph1	30.8	0	0	0	0	0	120	0	0	188	0	0
Tsnax	30.7	0	0	0	0	0	117	0	0	190	0	0
Phf8	30.7	0	0	0	0	0	0	0	0	307	0	0
Pgap3	30.7	0	0	0	94	0	0	0	0	213	0	0
Degs1	30.7	0	0	0	108	0	0	0	0	199	0	0
Alkbh5	30.7	0	189	0	0	118	0	0	0	0	0	0
Rhot1	30.6	0	0	0	0	99	0	0	0	207	0	0
Ptpn2	30.6	0	0	0	0	0	0	0	0	306	0	0
Jrk	30.6	0	0	76	0	0	0	0	0	230	0	0
Gtf3a	30.6	0	0	0	0	0	0	0	0	306	0	0
Nrros	30.5	0	0	0	0	0	0	0	0	305	0	0
Midn	30.5	0	0	0	0	0	0	0	0	305	0	0
2310009B15Rik	30.5	0	0	0	0	0	0	0	0	305	0	0
Wbp11	30.4	0	0	0	0	0	0	0	0	304	0	0
Smco3	30.4	0	0	0	0	0	0	0	0	304	0	0
Riox2	30.4	0	0	0	0	0	0	0	0	304	0	0
Ndfip1	30.4	0	0	0	0	0	0	0	0	304	0	0
Mapkapk2	30.4	0	0	0	0	0	0	0	0	304	0	0
Bhlhe40	30.4	0	0	0	0	0	195	0	0	109	0	0
BC049715	30.4	0	0	0	0	0	0	0	0	304	0	0
Psme4	30.3	0	0	0	90	106	107	0	0	0	0	0
Nr1d2	30.3	0	125	0	0	70	108	0	0	0	0	0
H3f3b	30.3	0	0	0	0	0	0	0	0	303	0	0
Cdkn1a	30.3	0	0	0	0	0	0	0	0	303	0	0
Apc	30.3	0	0	0	0	0	131	0	0	172	0	0
Rit1	30.2	0	0	0	0	0	0	0	0	302	0	0
Pigl	30.2	0	0	0	0	0	94	0	0	208	0	0
Ndufa5	30.2	0	0	0	0	147	155	0	0	0	0	0
Ncor1	30.2	0	0	0	0	0	94	0	0	208	0	0
Gm5544	30.2	0	0	0	0	0	0	0	0	302	0	0
Cep295	30.2	0	0	0	0	0	0	0	0	302	0	0
B230219D22Rik	30.2	0	0	0	97	0	0	0	0	205	0	0
Asb15	30.2	0	0	0	0	147	155	0	0	0	0	0
Rpl37	30.1	0	0	0	0	0	136	0	0	165	0	0
Zfp382	30.0	0	0	0	0	0	0	0	109	191	0	0
Stub1	30.0	0	0	0	126	0	0	0	0	174	0	0
Rhbdl1	30.0	0	0	0	126	0	0	0	0	174	0	0
Micu1	30.0	0	0	0	150	0	150	0	0	0	0	0
Jmjd8	30.0	0	0	0	126	0	0	0	0	174	0	0
Gbe1	30.0	0	0	0	0	0	0	0	0	300	0	0
Clcc1	30.0	0	0	0	0	0	0	0	0	300	0	0
Vps28	29.9	0	0	0	0	0	0	0	0	299	0	0
Shmt2	29.9	0	0	0	0	0	0	0	0	299	0	0
Rpl5	29.9	0	0	0	0	0	0	0	0	299	0	0
Mthfd2	29.9	0	0	0	0	0	0	0	0	299	0	0
Mpp7	29.9	0	97	0	103	0	0	0	0	99	0	0
Dpagt1	29.9	0	0	0	0	0	135	0	0	164	0	0
Socs2	29.8	0	0	0	0	143	155	0	0	0	0	0
Marchf6	29.8	0	0	0	0	0	0	0	0	298	0	0
Acsf2	29.8	0	0	0	0	144	154	0	0	0	0	0
Ppib	29.7	0	0	0	133	0	0	0	0	164	0	0
Pabpc4	29.7	0	0	0	0	0	0	0	0	297	0	0
Ecpas	29.7	0	0	0	0	0	110	0	0	187	0	0
Cops4	29.7	0	90	0	112	0	0	0	0	95	0	0
Tuba8	29.6	0	0	0	0	0	0	0	0	296	0	0
Taf13	29.6	0	0	0	0	0	0	0	0	296	0	0
Rnf7	29.6	0	0	0	0	0	101	0	0	195	0	0
Pom121	29.6	0	0	0	0	0	0	0	0	296	0	0
Eapp	29.6	0	0	0	0	0	0	0	0	296	0	0
Dph5	29.6	0	0	0	133	0	0	0	0	163	0	0
Ano6	29.6	0	0	0	0	0	0	0	0	296	0	0
Ankrd28	29.6	0	0	0	0	0	95	0	0	201	0	0
Net1	29.5	0	187	0	0	0	0	0	0	108	0	0
Msto1	29.5	0	0	0	0	108	0	0	0	187	0	0
Treml4	29.4	0	294	0	0	0	0	0	0	0	0	0
Tmem186	29.4	0	0	0	0	0	0	125	0	169	0	0
Tbxas1	29.4	0	0	0	0	0	0	0	0	294	0	0
Pmm2	29.4	0	0	0	0	0	0	125	0	169	0	0
Dad1	29.4	0	0	0	109	185	0	0	0	0	0	0
Pcx	29.3	0	0	0	0	0	181	0	112	0	0	0
Entpd5	29.3	0	205	0	0	0	88	0	0	0	0	0
Anapc11	29.3	0	0	0	0	0	0	0	0	293	0	0
Alyref	29.3	0	0	0	0	0	0	0	0	293	0	0
Zfp995	29.2	0	214	0	0	78	0	0	0	0	0	0
Usp34	29.2	0	0	0	0	0	103	0	0	189	0	0
Tpp2	29.2	0	0	0	0	104	78	0	0	110	0	0
Smchd1	29.2	0	112	0	0	0	0	0	0	180	0	0
Rfc3	29.2	0	0	0	0	0	0	0	0	292	0	0
Rps11	29.1	0	188	0	0	0	0	0	0	103	0	0
Rpl13a	29.1	0	188	0	0	0	0	0	0	103	0	0
Col16a1	29.1	0	0	0	0	0	0	0	0	291	0	0
Ambra1	29.1	0	0	0	0	0	0	0	0	291	0	0
Nol12	29.0	0	0	76	0	0	0	0	0	214	0	0
Kdm4b	29.0	0	0	0	115	0	175	0	0	0	0	0
Hdgf	29.0	0	0	0	0	0	0	0	0	290	0	0
H4c3	29.0	0	0	0	0	0	0	0	0	290	0	0
H1f6	29.0	0	0	0	0	0	0	0	0	290	0	0
Prrg2	28.9	0	0	0	0	140	149	0	0	0	0	0
Pradc1	28.9	0	0	0	0	118	0	0	0	171	0	0
Nosip	28.9	0	0	0	0	140	149	0	0	0	0	0
Nolc1	28.9	0	0	0	0	0	0	0	0	289	0	0
Gsr	28.9	0	0	0	0	0	0	0	0	289	0	0
Cct7	28.9	0	0	0	0	118	0	0	0	171	0	0
Tbrg4	28.8	0	0	0	0	0	0	0	0	288	0	0
Slc9a1	28.8	0	0	0	0	0	0	0	0	288	0	0
Slc38a2	28.8	0	0	0	0	0	0	0	0	288	0	0
Shox2	28.8	0	0	0	0	0	0	0	0	288	0	0
Rsrc1	28.8	0	0	0	0	0	0	0	0	288	0	0
Rsl1d1	28.8	0	0	0	0	0	0	0	0	288	0	0
Pick1	28.8	0	0	0	0	0	0	0	0	288	0	0
Hspa8	28.8	0	0	0	0	0	0	0	0	288	0	0
Tuba1b	28.7	0	0	0	0	0	0	0	0	287	0	0
Sdhaf3	28.7	0	0	159	0	128	0	0	0	0	0	0
H4c2	28.7	0	0	0	0	0	0	0	0	287	0	0
Fnta	28.7	0	0	0	0	0	0	0	0	287	0	0
Fbxw2	28.7	0	0	0	0	0	0	0	0	287	0	0
Fam83g	28.7	0	0	0	0	125	162	0	0	0	0	0
Trmt10c	28.6	0	0	0	0	0	0	0	0	286	0	0
Tmem41b	28.6	0	0	0	0	185	0	0	0	101	0	0
Psmg1	28.6	0	104	0	0	0	0	0	0	182	0	0
Osbpl5	28.6	0	0	0	0	115	0	0	0	171	0	0
Gpatch4	28.6	0	0	0	0	0	0	0	0	286	0	0
Dr1	28.6	0	0	0	0	0	0	0	0	286	0	0
Bbs5	28.6	0	0	0	0	113	173	0	0	0	0	0
Tmbim4	28.5	0	0	0	0	0	0	0	0	285	0	0
Mcph1	28.5	0	0	0	0	0	0	0	0	285	0	0
Acyp1	28.5	0	83	0	77	0	0	0	0	125	0	0
Smarce1	28.4	0	0	0	0	0	0	0	0	284	0	0
Scaf11	28.4	0	0	0	0	0	124	0	0	160	0	0
Gm829	28.4	0	0	0	0	117	167	0	0	0	0	0
Glrx	28.4	0	0	0	0	0	0	0	0	284	0	0
Csrnp2	28.4	0	0	0	0	0	0	0	0	284	0	0
Cox5a	28.4	0	0	0	0	0	0	0	0	284	0	0
Canx	28.4	0	0	0	90	0	0	0	0	194	0	0
Srsf7	28.3	0	0	0	0	0	0	0	0	283	0	0
Mlph	28.3	0	122	0	0	161	0	0	0	0	0	0
Ergic2	28.3	0	0	0	0	0	0	0	0	283	0	0
Chpf2	28.3	0	0	0	0	0	0	0	0	283	0	0
Zfp623	28.2	0	0	0	0	95	0	0	0	187	0	0
Mettl25	28.2	0	0	0	0	0	0	0	0	282	0	0
Lin52	28.2	0	111	0	171	0	0	0	0	0	0	0
Gon4l	28.2	0	0	0	0	0	0	0	0	282	0	0
Ddx3x	28.2	0	168	0	0	0	0	0	0	114	0	0
Ccdc59	28.2	0	0	0	0	0	0	0	0	282	0	0
Aldh6a1	28.2	0	111	0	171	0	0	0	0	0	0	0
Vps37c	28.1	0	0	0	0	115	0	0	0	166	0	0
Tob1	28.1	0	0	0	0	0	0	0	0	281	0	0
Smarca4	28.1	0	0	0	0	0	0	0	0	281	0	0
Rpl36	28.1	0	0	0	0	0	0	0	0	281	0	0
Retreg1	28.1	0	0	0	0	100	181	0	0	0	0	0
Procr	28.1	0	170	0	0	0	0	0	0	111	0	0
Mtf2	28.1	0	0	0	0	0	0	0	0	281	0	0
Micos13	28.1	0	0	0	0	0	0	0	0	281	0	0
Mdm2	28.1	0	100	0	0	0	0	0	0	181	0	0
Synpo	28.0	0	129	0	0	0	151	0	0	0	0	0
Palb2	28.0	0	0	0	0	0	0	0	0	280	0	0
Dctn5	28.0	0	0	0	0	0	0	0	0	280	0	0
Chac1	28.0	0	0	0	0	0	0	0	0	280	0	0
3110040N11Rik	28.0	0	0	0	0	0	0	0	0	280	0	0
Hyou1	27.9	0	0	0	0	0	0	0	0	279	0	0
Fbxl22	27.9	0	0	0	0	140	0	0	0	139	0	0
4930453N24Rik	27.9	0	0	102	0	0	117	60	0	0	0	0
Slbp	27.8	0	0	0	0	0	0	0	0	278	0	0
Psg29	27.8	0	0	0	144	0	134	0	0	0	0	0
Phc3	27.8	0	160	0	0	118	0	0	0	0	0	0
Mrps7	27.8	0	0	0	0	0	0	0	0	278	0	0
Mmp9	27.8	0	0	0	0	0	0	0	0	278	0	0
Gga3	27.8	0	0	0	0	0	0	0	0	278	0	0
Atxn7l2	27.8	0	0	0	0	0	0	0	0	278	0	0
Vps41	27.7	0	120	0	0	0	157	0	0	0	0	0
Raf1	27.7	0	0	0	0	0	0	0	0	277	0	0
Etnk1	27.7	0	110	0	167	0	0	0	0	0	0	0
Amz2	27.7	0	0	0	0	128	0	0	0	149	0	0
Xrn2	27.6	0	0	0	0	0	0	0	0	276	0	0
Pum2	27.6	0	0	0	0	0	0	0	0	276	0	0
Dlg1	27.6	0	0	0	154	0	0	0	0	122	0	0
Cyp2b10	27.6	0	0	0	0	188	88	0	0	0	0	0
Pyurf	27.5	0	0	0	0	0	0	0	0	275	0	0
Ppp1r15b	27.5	0	0	0	0	0	0	0	0	275	0	0
Pelp1	27.5	0	0	0	0	118	157	0	0	0	0	0
Itprip	27.5	0	0	0	0	0	0	0	0	275	0	0
Hddc2	27.5	0	0	0	0	0	0	0	0	275	0	0
Fxr2	27.5	0	0	0	0	116	159	0	0	0	0	0
Trim65	27.4	0	0	0	0	0	0	0	0	274	0	0
Sppl2a	27.4	0	0	0	0	0	157	0	0	117	0	0
Bspry	27.4	0	0	0	0	0	0	0	0	274	0	0
Ube2d3	27.3	0	0	0	0	0	0	0	0	273	0	0
Rpl17	27.3	0	0	0	0	0	0	0	0	273	0	0
Ppp1r8	27.3	0	0	0	0	0	0	0	0	273	0	0
Kctd20	27.3	0	0	0	0	0	0	0	0	273	0	0
Gm4925	27.3	0	0	0	109	0	0	0	0	164	0	0
Csnk2a1	27.3	0	0	0	0	0	0	0	0	273	0	0
Arl1	27.3	0	0	0	109	0	0	0	0	164	0	0
Jund	27.2	0	0	0	0	0	0	0	0	272	0	0
Iqcn	27.2	0	0	0	0	0	0	0	0	272	0	0
H4c8	27.2	0	0	0	0	0	0	0	0	272	0	0
H4c11	27.2	0	0	0	0	0	0	0	0	272	0	0
H3c8	27.2	0	0	0	0	0	0	0	0	272	0	0
H2ac10	27.2	0	0	0	0	0	0	0	0	272	0	0
Crlf2	27.2	0	112	0	0	0	160	0	0	0	0	0
Trnau1ap	27.1	0	0	0	0	0	0	0	0	271	0	0
Ppat	27.1	0	0	0	0	0	0	0	0	271	0	0
Paics	27.1	0	0	0	0	0	0	0	0	271	0	0
Nfkbil1	27.1	0	0	0	154	0	0	0	0	117	0	0
