Target_genes	Fos|Average	SRX10247302|ASZ001	SRX10247303|ASZ001	SRX671652|Cortical_neuron	SRX671653|Cortical_neuron	SRX671656|Cortical_neuron	SRX671657|Cortical_neuron	SRX671660|Cortical_neuron	SRX671661|Cortical_neuron	SRX671665|Cortical_neuron	SRX671666|Cortical_neuron	SRX671670|Cortical_neuron	SRX671673|Cortical_neuron	SRX671677|Cortical_neuron	SRX671680|Cortical_neuron	SRX2901285|Macrophages	SRX2901286|Macrophages	SRX2901287|Macrophages	SRX2901288|Macrophages	SRX2901289|Macrophages	SRX310209|Mast_Cells	SRX13792898|MEF	SRX13792899|MEF	SRX13792924|MEF	SRX13792925|MEF	SRX13792950|MEF	SRX13792951|MEF	SRX13792980|MEF	SRX13792981|MEF	SRX13792982|MEF	SRX1839213|MEF	SRX1839214|MEF	SRX1839215|MEF	SRX1839216|MEF	SRX1839217|MEF	SRX1839218|MEF	SRX1839269|MEF	SRX1839270|MEF	SRX2254725|Mesenchymal_stem_cells	SRX18326690|Microglia	SRX18326692|Microglia	SRX18326694|Microglia	SRX18326696|Microglia	SRX3730270|Trophoblast_stem_cells	SRX3730288|Trophoblast_stem_cells	STRING
Eml2	139.068182	0	0	137	0	179	0	142	0	0	0	257	381	161	206	0	0	243	400	288	0	0	0	0	179	164	177	0	0	317	0	0	363	365	0	0	0	254	0	171	0	88	154	556	937	0
Mfsd13b	138.818182	0	0	361	0	558	0	315	0	375	0	780	1076	668	744	0	0	0	0	0	0	0	0	145	211	0	273	0	0	88	312	0	0	90	0	0	0	0	0	0	0	112	0	0	0	0
Cdr2	138.818182	0	0	361	0	558	0	315	0	375	0	780	1076	668	744	0	0	0	0	0	0	0	0	145	211	0	273	0	0	88	312	0	0	90	0	0	0	0	0	0	0	112	0	0	0	0
Plag1	138.5	0	0	481	0	598	0	430	0	267	0	798	1230	0	542	0	0	0	0	0	0	87	0	138	258	162	251	0	0	112	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf4	138.477273	0	0	156	0	278	0	267	0	183	0	316	592	0	254	377	263	394	260	373	188	0	0	0	0	97	67	0	0	156	107	0	142	0	0	0	0	159	0	329	411	431	293	0	0	0
Tigd3	138.431818	0	0	601	0	685	0	560	0	459	0	821	1052	496	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Kyat3	138.409091	0	0	604	0	479	0	604	0	307	0	737	1206	653	513	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	190	177	0	0	0	0
Dmpk	138.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	590	770	763	665	0	0	0	0	112	0	0	0	0	90	0	0	0	0	0	0	0	0	0	664	846	646	453	0	0	0
Xpo7	138.181818	0	0	0	0	0	0	0	0	0	0	139	0	146	0	216	230	447	415	268	0	372	185	0	299	398	393	0	0	628	0	0	451	255	0	0	0	359	313	166	186	214	0	0	0	0
C130050O18Rik	138.136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	227	217	179	180	0	0	0	0	195	298	0	0	0	379	0	0	137	151	0	0	0	284	342	401	610	555	262	582	798	0
Dnmt1	138.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	325	517	498	469	453	0	0	0	0	379	209	0	0	372	0	0	362	506	0	0	0	304	0	227	257	313	159	148	219	0
Pip4p1	137.977273	0	0	229	0	341	0	334	0	229	0	593	789	0	245	90	122	111	0	0	564	131	0	0	139	288	142	0	0	249	175	0	163	169	0	0	0	168	121	201	202	166	110	0	0	0
Foxp1	137.886364	0	0	0	0	0	0	0	0	0	0	0	0	139	0	650	416	697	622	638	396	116	193	0	259	152	109	0	0	195	0	0	234	209	0	0	0	291	0	166	215	150	0	0	220	0
Celf3	137.840909	0	0	0	0	0	96	0	0	0	0	0	0	0	0	887	705	724	585	542	695	0	0	0	0	136	151	0	0	0	0	0	0	0	0	0	0	0	0	241	349	313	200	194	247	0
Tarbp2	137.818182	162	90	0	0	0	0	121	0	0	0	177	218	0	0	200	157	237	392	270	156	0	0	0	141	197	0	0	0	164	0	0	183	134	0	0	0	0	0	724	810	803	603	0	125	0
C2	137.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	453	393	486	0	139	0	0	421	443	435	0	0	562	0	0	488	274	0	0	0	414	0	142	320	157	108	163	403	0
Ubn1	137.75	0	0	186	0	197	109	296	0	292	0	626	642	0	284	100	0	102	129	0	528	147	0	0	216	265	0	0	0	339	189	0	163	126	0	0	0	152	113	183	308	253	116	0	0	0
Glyr1	137.75	0	0	186	0	197	109	296	0	292	0	626	642	0	284	100	0	102	129	0	528	147	0	0	216	265	0	0	0	339	189	0	163	126	0	0	0	152	113	183	308	253	116	0	0	0
Tnfsf13b	137.590909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	494	856	763	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	946	781	527	0	0	0
Slc36a1	137.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	116	161	1958	0	0	0	179	218	0	0	0	153	0	0	122	0	0	0	0	0	179	602	862	712	518	0	144	0
Ell	137.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	719	925	696	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	169	473	236	317	280	634	0
Cflar	137.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	350	421	484	382	0	195	0	0	268	249	224	0	0	385	0	0	236	252	0	0	0	434	0	424	443	443	326	0	331	0
Cntf	137.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	282	190	0	421	314	276	631	631	459	0	0	850	0	0	611	427	0	0	0	338	161	0	0	0	0	130	124	0
Rad54l2	137.181818	0	0	0	0	0	197	0	0	0	0	136	0	0	0	0	0	246	494	308	552	160	141	185	391	266	241	0	0	696	0	0	305	399	0	0	0	255	188	169	269	237	201	0	0	0
Wdr81	137.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	297	522	667	420	1188	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	163	0	566	816	530	435	0	0	0
Ncdn	137.113636	0	0	501	0	554	0	444	0	382	0	719	1053	0	442	0	0	0	107	0	0	0	0	0	98	0	330	0	0	0	487	0	0	0	0	0	0	0	0	250	226	280	160	0	0	0
AU040320	137.113636	0	0	501	0	554	0	444	0	382	0	719	1053	0	442	0	0	0	107	0	0	0	0	0	98	0	330	0	0	0	487	0	0	0	0	0	0	0	0	250	226	280	160	0	0	0
Stac2	136.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	280	520	439	292	0	145	0	172	330	339	334	0	0	549	0	0	384	226	0	0	0	278	238	0	0	0	0	597	715	0
Trim8	136.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	523	817	563	441	148	210	215	0	235	256	277	0	0	364	0	0	183	138	0	0	0	201	0	145	256	205	190	0	186	0
Sprr1a	136.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	148	306	642	611	784	0	0	1123	0	0	602	497	0	0	0	505	106	0	0	0	0	185	330	0
Uvrag	136.704545	0	0	220	0	308	0	337	0	178	0	389	753	139	383	0	0	0	172	181	398	0	0	0	134	89	191	0	0	0	376	0	99	0	0	0	0	0	0	395	597	331	345	0	0	0
Serpinb9b	136.704545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	253	327	0	322	318	207	518	712	484	0	0	373	0	0	661	377	0	0	0	118	309	0	0	0	0	304	525	0
Lims1	136.681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	100	221	242	190	0	290	437	239	349	182	309	0	0	410	0	0	0	185	0	0	0	304	66	495	742	512	457	0	157	0
Clu	136.545455	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	120	112	141	0	265	208	174	537	418	262	0	0	636	0	0	348	302	0	0	141	472	124	0	0	0	0	1327	323	0
Irf8	136.5	0	0	382	0	677	0	182	0	354	0	622	1076	0	587	0	0	0	0	125	0	0	0	0	0	128	215	0	0	0	559	0	0	0	0	0	0	0	0	260	245	332	94	0	168	0
Gltp	136.409091	0	0	331	0	452	0	357	0	412	0	584	946	0	721	0	92	161	85	0	0	0	0	0	237	0	443	0	0	0	641	0	0	0	0	0	0	0	0	119	248	173	0	0	0	0
Actb	136.386364	0	79	238	544	288	154	0	0	0	0	126	116	0	0	0	0	144	0	0	0	293	0	0	274	459	588	0	0	66	565	0	0	0	208	253	0	0	0	313	518	251	211	0	313	0
S100a11	136.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	247	407	516	380	0	259	205	155	313	269	309	0	0	380	0	0	260	192	0	0	0	338	170	0	0	0	0	758	581	0
Arhgap19	136.272727	0	0	268	0	202	0	296	0	251	0	420	678	285	231	0	96	142	251	281	336	95	0	0	279	202	147	0	0	442	232	0	77	0	0	0	0	167	0	91	129	127	120	0	151	0
Cttn	136.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	213	464	408	256	0	132	0	0	167	282	233	0	0	633	0	0	734	540	0	0	114	782	141	0	0	0	0	195	534	0
Rgs20	136.068182	0	0	0	0	213	200	0	0	111	234	355	0	482	0	0	0	0	0	0	0	138	208	190	485	670	790	0	0	592	0	0	442	306	0	0	0	292	0	0	0	0	0	279	0	0
Coro2a	135.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	362	819	534	579	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	963	785	607	0	0	0
Fdps	135.704545	0	0	271	0	365	0	326	0	318	0	881	1266	671	563	0	0	97	198	124	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	122	194	200	147	0	0	0
Fam13b	135.704545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	326	251	502	545	685	0	0	798	0	0	474	353	0	0	80	456	0	138	205	213	0	100	512	0
Fosl1	135.681818	0	0	0	0	138	137	0	0	0	0	0	0	0	0	229	119	334	274	368	254	199	154	0	370	434	359	0	0	724	0	0	349	269	0	0	0	394	188	0	0	0	0	236	441	0
Pik3ip1	135.568182	0	0	0	0	0	0	0	0	0	0	154	288	0	0	0	0	120	169	110	154	417	394	147	360	510	439	0	0	586	129	0	433	260	0	0	0	423	197	0	175	88	0	170	242	0
Kif21b	135.568182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	215	548	579	402	0	244	257	182	229	229	338	0	0	450	0	0	292	287	0	0	0	313	0	251	382	267	171	0	0	0
Zfp68	135.545455	0	0	383	0	457	0	415	0	262	0	776	1250	574	588	0	0	0	0	0	0	0	0	0	94	0	193	0	0	0	480	0	0	0	0	0	0	109	0	110	193	80	0	0	0	0
A430033K04Rik	135.545455	0	0	383	0	457	0	415	0	262	0	776	1250	574	588	0	0	0	0	0	0	0	0	0	94	0	193	0	0	0	480	0	0	0	0	0	0	109	0	110	193	80	0	0	0	0
Nmnat3	135.522727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	316	579	428	319	207	243	224	221	364	220	294	0	0	259	0	0	335	393	0	0	0	251	0	264	331	234	131	0	0	0
Slc26a2	135.431818	0	0	0	0	0	0	0	0	0	0	172	161	0	0	0	0	164	117	110	161	140	0	0	278	162	174	0	0	334	0	0	255	228	0	0	0	413	132	0	118	236	0	1401	1203	0
Daam1	135.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	114	107	330	258	0	322	221	151	547	571	470	0	0	677	0	0	394	459	0	0	84	457	0	86	181	139	127	0	165	0
Zfyve9	135.318182	0	0	0	0	595	680	0	0	161	385	690	0	567	0	204	189	480	500	329	0	0	0	0	0	0	0	0	0	116	0	0	507	461	0	0	0	0	0	0	0	90	0	0	0	0
Dstyk	135.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	383	589	563	358	250	0	122	0	159	242	204	0	0	321	0	0	182	174	0	0	0	203	0	227	444	248	202	0	458	0
Flnc	135.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	770	417	0	184	248	243	243	409	251	0	0	684	0	0	442	395	0	0	0	524	128	0	0	0	0	207	444	0
Anxa7	135.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	285	778	836	632	0	108	299	0	174	271	264	0	0	312	0	0	285	199	0	0	84	425	0	188	211	322	90	0	0	0
Efhd2	135.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	747	601	526	543	0	0	0	0	180	234	202	0	0	373	0	0	144	145	0	0	0	222	0	195	396	327	206	0	390	0
Bag3	135.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	459	751	673	605	133	201	80	0	0	173	0	0	0	262	0	0	153	149	0	0	0	206	0	202	446	444	291	0	90	0
Dntt	135.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	583	1050	1124	771	996	0	0	0	0	0	0	0	0	160	0	0	166	0	0	0	0	248	0	0	120	126	0	0	0	0
Dynlt1b	134.977273	0	363	0	0	299	471	0	0	0	214	325	0	495	0	0	0	146	0	0	129	141	0	0	173	370	410	0	0	153	0	0	317	512	0	0	0	0	523	0	149	174	0	0	575	0
Tmbim4	134.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	305	181	205	169	0	163	316	546	456	0	0	643	0	0	384	445	0	0	0	622	0	193	325	220	0	274	286	0
Rdh13	134.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	403	856	730	720	0	0	0	0	220	226	188	0	0	304	0	0	212	147	0	0	0	0	0	201	135	141	146	122	989	0
Ogfod1	134.886364	0	0	221	0	419	0	292	0	274	0	813	851	563	584	0	0	0	0	0	0	0	0	165	212	0	497	0	0	0	365	0	0	0	0	0	0	0	0	157	205	197	120	0	0	0
Nudt21	134.886364	0	0	221	0	419	0	292	0	274	0	813	851	563	584	0	0	0	0	0	0	0	0	165	212	0	497	0	0	0	365	0	0	0	0	0	0	0	0	157	205	197	120	0	0	0
Ddr1	134.795455	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	329	355	311	0	168	132	138	295	400	454	0	0	483	0	0	370	250	0	0	0	231	141	0	0	0	0	884	808	0
Gne	134.659091	0	124	0	0	0	0	0	0	0	0	0	0	0	0	208	189	300	313	389	338	207	0	0	367	184	250	0	0	302	0	0	418	248	0	0	0	250	0	267	346	389	213	134	489	0
Vash2	134.477273	0	0	0	0	0	166	0	0	0	0	279	0	0	0	289	316	539	803	608	0	274	155	0	250	373	235	0	0	564	0	0	188	145	0	0	0	271	0	0	170	110	0	0	182	0
Igsf9b	134.477273	0	0	336	0	301	368	287	0	207	147	345	659	0	351	0	0	0	0	0	0	0	0	0	141	136	410	0	0	249	524	0	410	382	0	0	0	506	0	0	0	0	0	0	158	0
Lmbrd1	134.409091	0	0	0	0	0	0	0	0	0	0	88	0	0	0	151	237	390	301	235	0	257	351	304	537	381	316	0	0	574	0	0	286	259	0	0	0	317	0	212	287	244	88	99	0	0
Ikbke	134.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	434	683	730	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	925	877	657	0	0	0
Ccdc102a	134.318182	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	421	395	258	683	623	688	0	0	855	366	0	475	459	0	0	0	249	0	0	189	100	0	0	0	0
Azin2	134.136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	374	594	666	513	0	168	0	0	231	301	466	0	0	443	0	0	253	179	0	0	0	242	0	338	233	367	201	0	0	0
Itgb7	134.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	291	282	363	295	248	241	373	430	487	0	0	800	0	0	340	276	0	0	152	817	94	0	124	0	0	0	164	0
Upp1	134.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	484	753	566	613	693	0	0	0	179	208	241	0	0	426	0	0	267	182	0	0	0	370	169	0	0	0	0	0	288	0
Hsbp1l1	134.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	452	352	262	601	629	615	0	0	868	0	0	479	345	0	0	109	671	0	0	0	0	0	0	333	0
Ccl3	134.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	161	397	418	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	1328	1249	971	0	0	0
Metrnl	133.954545	0	0	0	0	0	0	0	0	0	0	0	0	171	0	313	327	362	273	77	752	107	228	142	227	297	265	0	0	406	0	0	344	171	0	0	0	283	0	132	348	202	99	177	191	0
Cald1	133.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	393	285	436	645	647	0	0	962	129	0	350	425	0	0	0	327	177	0	0	0	0	127	524	0
Arhgef10l	133.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	112	0	513	0	148	0	351	224	286	0	0	485	0	0	251	138	0	0	0	378	189	0	0	0	0	1588	1121	0
Acap2	133.636364	0	0	453	0	525	0	528	0	279	0	711	1301	0	679	0	0	0	0	0	0	0	0	0	0	128	170	0	0	0	344	0	0	0	0	0	0	0	0	234	245	179	104	0	0	0
Ccl9	133.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	168	377	541	334	0	0	0	0	204	163	227	0	0	311	0	0	125	110	0	0	0	175	0	558	906	864	467	0	0	0
Tango2	133.590909	0	0	400	0	564	0	382	0	376	0	939	1209	403	635	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	143	149	0	0	0	0
Il2	133.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	363	845	897	911	0	0	0	0	299	440	316	0	0	479	0	0	391	216	0	0	0	413	0	0	0	0	0	0	109	0
Dok5	133.431818	0	0	0	0	0	143	0	0	0	221	150	0	0	0	0	0	0	0	0	0	537	223	316	762	520	569	0	0	1029	0	0	422	319	0	0	105	555	0	0	0	0	0	0	0	0
Bicra	133.409091	0	0	0	0	0	0	0	0	0	0	147	0	0	0	355	239	341	328	442	0	0	0	0	169	152	131	0	0	251	0	0	0	116	0	0	0	280	0	591	972	815	541	0	0	0
Arhgdib	133.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	310	671	659	560	0	0	0	0	0	145	259	0	0	158	0	0	202	150	0	0	0	117	0	284	486	409	244	420	663	0
Zmynd11	133.272727	0	0	0	0	109	196	0	0	0	0	0	0	0	0	569	449	961	892	588	0	0	0	0	195	131	159	0	0	243	0	0	0	162	0	0	0	213	0	231	338	312	0	0	116	0
Txnl1	133.204545	0	0	0	0	0	215	0	0	0	236	0	0	245	0	116	135	188	405	324	0	175	220	0	263	293	207	0	0	518	0	0	234	309	0	0	0	351	0	454	350	331	292	0	0	0
Slco2b1	133.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	661	931	834	668	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	429	270	231	0	190	0
Myof	133.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	367	293	290	384	446	589	0	0	952	0	0	244	342	0	0	90	436	0	0	0	0	0	619	704	0
Wwox	133.181818	173	151	0	170	0	0	213	283	0	0	189	91	196	0	147	157	193	251	216	247	0	0	0	156	120	166	0	0	313	194	245	129	159	0	0	0	229	106	227	493	325	321	0	0	0
Mycl	133.136364	0	0	157	0	191	0	124	0	0	0	359	410	426	197	0	129	493	448	221	0	295	0	0	355	453	503	0	0	379	0	0	296	196	0	0	0	226	0	0	0	0	0	0	0	0
Socs3	133.113636	0	196	0	0	0	0	0	0	0	0	0	0	0	0	99	172	251	497	390	143	185	127	96	163	245	162	0	0	499	0	0	165	0	0	0	0	238	0	421	709	582	340	0	177	0
Fnip1	133.113636	0	0	0	0	157	143	0	0	0	0	146	190	0	0	571	610	713	537	473	275	0	162	0	105	202	149	0	0	209	0	0	103	0	0	0	0	148	0	153	172	180	185	142	132	0
Hhipl1	133.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	400	495	468	377	0	0	189	130	230	259	162	0	0	372	0	0	193	187	0	0	0	236	132	138	256	205	0	513	532	0
Slc38a7	133.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	145	323	407	360	600	0	0	0	105	134	0	0	0	237	0	0	0	0	0	0	0	256	0	663	1251	695	433	104	0	0
9930111J21Rik1	132.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	281	348	466	232	0	145	170	174	532	267	387	0	0	559	0	0	292	215	0	0	0	169	0	231	398	354	269	0	0	0
Rpl11	132.863636	0	0	0	0	124	0	0	0	0	0	0	0	0	0	640	516	935	761	435	209	0	0	0	0	100	0	0	0	76	0	0	0	0	0	0	0	0	0	482	673	586	309	0	0	0
Insig1	132.863636	0	0	582	0	470	0	439	0	297	0	676	852	634	258	0	0	0	214	257	143	0	0	0	0	103	165	0	0	0	269	0	0	0	0	0	0	76	0	121	170	120	0	0	0	0
Rhog	132.840909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	380	549	550	529	0	0	0	0	150	337	117	0	0	304	0	0	0	161	0	0	0	280	0	492	732	473	413	0	146	0
Hspb1	132.704545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	362	331	578	461	439	0	0	678	0	0	443	470	0	0	0	228	0	0	0	0	0	832	679	0
Elof1	132.704545	0	0	0	0	0	0	0	0	0	0	0	232	0	0	350	512	795	871	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	897	560	340	0	0	0
Txndc2	132.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	641	1149	1178	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	500	397	329	0	0	0
Hif3a	132.636364	0	0	234	0	154	0	238	0	0	0	464	770	254	243	0	0	0	344	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	973	693	561	0	0	0
Coro1c	132.636364	0	89	0	0	0	0	0	0	0	0	0	0	0	0	343	457	441	430	387	0	178	175	119	268	314	297	0	0	422	0	0	237	265	0	0	0	329	0	100	156	169	0	231	429	0
Htra2	132.613636	249	207	0	0	0	160	0	0	0	0	104	0	0	0	216	0	279	109	246	142	0	0	0	0	142	175	0	0	171	0	0	0	116	0	0	0	137	0	605	1085	801	784	0	107	0
Dqx1	132.613636	249	207	0	0	0	160	0	0	0	0	104	0	0	0	216	0	279	109	246	142	0	0	0	0	142	175	0	0	171	0	0	0	116	0	0	0	137	0	605	1085	801	784	0	107	0
Utrn	132.5	0	0	0	0	180	225	0	0	0	188	250	0	219	0	0	0	0	0	0	0	406	316	257	610	304	583	0	0	818	0	0	302	239	0	0	0	390	211	0	0	0	0	161	171	0
Snai3	132.5	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	172	251	191	391	401	404	0	0	830	0	0	528	472	0	0	0	604	0	0	0	126	0	653	600	0
Ckap4	132.5	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	117	388	482	436	0	255	172	146	358	596	377	0	0	675	0	0	347	289	0	0	0	512	115	0	0	0	0	0	393	0
Gadd45a	132.409091	0	0	0	0	0	170	0	0	0	0	0	0	0	0	172	255	551	427	387	392	187	0	174	367	274	289	0	0	555	0	0	132	174	0	0	0	463	0	101	257	129	0	170	200	0
Cmip	132.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	301	674	756	647	0	242	133	0	215	266	287	0	0	382	0	0	261	252	0	0	0	164	0	133	252	202	143	263	0	0
Clca4a	132.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	240	323	656	540	668	0	0	597	0	0	498	263	0	0	0	299	347	0	0	0	0	141	1068	0
Il1rl1	132.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1084	832	0	318	241	220	345	240	288	0	0	399	0	0	617	573	0	0	0	396	0	0	129	0	0	0	137	0
Mctp1	132.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	745	874	585	568	452	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	151	0	307	658	495	239	0	0	0
Far1	132.113636	0	0	461	0	532	0	422	0	267	0	959	1244	0	601	0	0	155	0	0	0	0	0	0	168	0	108	0	0	0	370	0	0	0	0	0	0	0	0	133	175	218	0	0	0	0
Birc5	132.0	142	346	0	0	0	0	0	0	0	0	0	0	0	0	585	357	347	300	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	913	960	762	92	168	0
Cers2	131.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	710	891	742	503	642	0	0	0	195	0	0	0	0	0	259	0	0	0	0	0	0	0	188	158	167	163	145	0	131	0
Anxa9	131.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	710	891	742	503	642	0	0	0	195	0	0	0	0	0	259	0	0	0	0	0	0	0	188	158	167	163	145	0	131	0
Psmc6	131.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	417	667	695	402	208	0	0	0	0	173	0	0	0	229	0	0	233	165	0	0	0	328	198	209	340	335	267	222	315	0
Podxl2	131.909091	0	0	0	0	0	0	0	0	0	0	168	0	0	0	197	283	332	388	478	0	131	0	205	384	372	360	0	0	750	0	0	305	203	0	0	0	567	681	0	0	0	0	0	0	0
Mfsd4b4	131.840909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	512	615	406	435	558	0	0	117	203	257	318	0	0	250	0	0	181	130	0	0	0	0	132	141	340	275	212	0	178	0
Plaur	131.681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	203	378	370	307	148	0	0	0	302	186	255	0	0	251	0	0	252	172	0	0	0	180	0	296	434	394	254	845	340	0
Pthlh	131.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	336	241	659	464	524	0	0	899	0	0	470	351	0	0	74	526	452	0	0	0	0	0	397	0
Prag1	131.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	411	847	1021	579	0	0	0	0	299	330	192	0	0	289	0	0	232	154	0	0	0	0	0	0	183	184	0	366	528	0
Smtn	131.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	411	239	519	604	579	0	0	844	0	0	841	452	0	0	0	354	0	64	87	132	0	0	195	0
Rab3gap2	131.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	272	418	322	357	327	226	127	212	417	286	206	0	0	433	0	0	441	186	0	0	0	195	0	151	329	297	112	150	122	0
Gm10509	131.454545	0	0	0	0	0	208	0	0	0	139	0	0	0	0	424	493	649	575	471	370	0	181	0	0	0	0	0	0	300	0	0	272	199	0	0	0	216	218	0	149	136	0	353	431	0
Dok2	131.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	506	837	679	573	0	0	0	0	0	326	174	0	0	275	0	0	137	0	0	0	0	186	0	181	385	262	166	150	467	0
Ing4	131.227273	0	0	0	0	0	175	0	0	0	0	0	0	0	0	430	498	511	433	286	303	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	143	0	373	605	450	334	139	894	0
Pou3f1	131.113636	0	0	397	0	515	0	274	0	202	0	494	784	0	593	277	151	312	345	341	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	669	0
C77080	131.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	214	468	549	250	481	138	0	0	227	234	289	0	0	420	0	0	159	131	0	0	107	312	98	0	187	0	0	384	891	0
