Target_genes	Fosl1|Average	SRX142533|C2C12	SRX2396480|MEF	SRX2396481|MEF	SRX2396482|MEF	SRX6437838|Pancreatic_adenocarcinoma	STRING
Tpcn1	275.8	0	0	235	456	688	0
Pbdc1	275.8	0	564	0	0	815	0
Mmp8	275.6	0	0	604	601	173	0
Med27	275.6	0	659	217	347	155	0
Irak1bp1	275.6	0	395	488	400	95	0
Ccl2	275.4	0	442	293	180	462	0
Znrf3	275.2	0	176	481	630	89	0
Mterf1b	275.2	0	119	0	0	1257	0
H2aw	275.2	0	0	684	523	169	0
Ggct	275.2	0	418	169	419	370	0
Dmap1	275.2	0	861	0	0	515	0
Thoc1	275.0	0	200	126	836	213	0
Plscr3	274.8	0	283	303	612	176	0
Jam2	274.8	0	437	370	567	0	0
Stard3nl	274.2	0	537	133	286	415	0
Ppt1	274.2	0	0	662	612	97	0
Il16	274.0	0	593	197	580	0	0
Grhl3	274.0	0	0	682	688	0	0
Aloxe3	274.0	0	646	217	346	161	0
Wdr95	273.8	0	384	105	345	535	0
Plekhn1	273.8	0	877	0	0	492	0
Zfand2a	273.6	0	352	0	730	286	0
Pelp1	273.6	0	94	226	946	102	0
Hspb2	273.4	0	355	198	814	0	0
Eif1	273.4	0	282	285	648	152	0
Zfp119b	273.0	0	105	602	506	152	0
Mob4	272.8	0	206	688	470	0	0
Hcn3	272.8	0	692	0	0	672	0
Gm45927	272.8	0	692	0	0	672	0
Clk2	272.8	0	692	0	0	672	0
Ptprn	272.6	184	549	0	0	630	0
Pak3	272.6	0	677	238	448	0	0
Xpnpep3	272.4	0	0	118	943	301	0
St13	272.4	0	0	118	943	301	0
Gal	272.4	0	882	0	0	480	0
Asb1	272.4	0	0	479	883	0	0
Ajuba	272.4	0	912	0	290	160	0
Sox11	272.2	0	0	858	503	0	0
Fam133b	272.2	126	833	0	149	253	0
Tmsb10	272.0	0	99	156	749	356	0
Tmco4	272.0	0	766	0	165	429	0
Spata20	272.0	0	0	0	299	1061	0
Pafah2	272.0	0	154	277	479	450	0
Wdr63	271.8	0	349	238	365	407	0
Cbr3	271.8	165	236	265	533	160	0
Sox30	271.6	0	0	709	649	0	0
Igsf8	271.6	0	157	0	94	1107	0
Cenpm	271.6	0	526	0	374	458	0
Rbm27	271.4	0	551	163	170	473	0
Ctsc	271.4	0	281	235	468	373	0
Krtap9-1	271.2	0	274	326	756	0	0
Sgk2	271.0	0	253	237	250	615	0
Rab12	271.0	0	261	262	456	376	0
Itgb8	270.6	0	862	204	156	131	0
Tomm20	270.4	0	999	0	0	353	0
Itpr3	270.4	0	0	487	865	0	0
Actn1	270.4	0	0	516	701	135	0
Tor4a	270.2	0	593	114	255	389	0
Eml2	270.2	0	161	0	0	1190	0
E2f2	270.2	172	552	138	299	190	0
Cd164	270.2	0	0	0	480	871	0
Nppb	270.0	0	251	372	727	0	0
Aqp5	269.8	305	182	0	0	862	0
Prr18	269.4	0	0	531	816	0	0
Chmp3	269.4	0	206	166	746	229	0
Ascl2	269.4	0	354	400	593	0	0
Map3k20	269.2	115	377	0	157	697	0
Cela1	269.0	107	552	0	0	686	0
Aldh1a1	269.0	0	588	317	440	0	0
Abhd12	269.0	253	738	0	0	354	0
Zfp335	268.8	0	346	0	306	692	0
Nectin1	268.6	0	315	466	562	0	0
Dmp1	268.6	0	274	403	666	0	0
Cipc	268.4	0	541	372	305	124	0
Hjurp	268.0	0	204	176	619	341	0
A730008H23Rik	268.0	0	204	176	619	341	0
Zmym4	267.8	0	0	635	704	0	0
Cst6	267.6	267	765	0	222	84	0
Ap3m1	267.6	0	319	340	679	0	0
Adk	267.6	0	319	340	679	0	0
Tmem11	267.2	158	620	251	307	0	0
Mars1	267.2	0	393	243	476	224	0
Denn2b	267.0	0	104	311	634	286	0
Adra1b	266.8	0	105	247	373	609	0
Trim7	266.6	0	666	347	320	0	0
Insm1	266.6	0	0	709	624	0	0
Clec3b	266.6	0	111	553	669	0	0
Dpysl2	266.4	0	0	800	532	0	0
Tmf1	266.2	0	98	248	843	142	0
Ssbp3	266.2	0	457	229	223	422	0
Heatr3	266.2	0	0	594	737	0	0
Xbp1	266.0	0	654	0	240	436	0
Ube2f	266.0	176	564	0	0	590	0
Hspb6	266.0	0	700	0	339	291	0
Capn10	266.0	0	170	121	897	142	0
Xylt1	265.8	0	1152	0	177	0	0
Faap20	265.6	0	104	0	423	801	0
Aox3	265.6	0	0	734	594	0	0
Terb1	265.4	0	0	540	787	0	0
Speg	265.4	0	372	537	418	0	0
Creb3l1	265.4	0	0	508	819	0	0
Rela	265.2	0	767	0	303	256	0
Gsta4	265.0	0	251	340	734	0	0
Maf	264.8	0	90	781	350	103	0
Golga7b	264.6	0	549	0	0	774	0
Dock9	264.6	0	300	330	413	280	0
Lamc1	264.4	132	620	0	319	251	0
2010003K11Rik	264.4	0	389	90	323	520	0
Galm	264.2	0	199	507	615	0	0
Btg1c	264.2	0	469	240	391	221	0
Utp25	264.0	0	361	0	105	854	0
Rxfp3	264.0	209	818	117	176	0	0
Rhod	264.0	0	383	0	280	657	0
Ppp1r15b	264.0	0	380	355	438	147	0
Whamm	263.8	0	669	0	0	650	0
Ppat	263.8	0	0	571	607	141	0
Paics	263.8	0	0	571	607	141	0
Tuba1b	263.6	0	810	144	227	137	0
Slc25a12	263.6	0	144	500	674	0	0
Mtrf1l	263.6	0	170	668	480	0	0
Dnajb13	263.6	0	0	558	760	0	0
Ankrd1	263.6	116	365	0	0	837	0
Zbp1	263.4	0	159	410	622	126	0
Uba1	263.2	0	234	384	429	269	0
Pfkfb3	263.2	0	137	0	438	741	0
Paip2b	263.2	0	748	0	0	568	0
Klc1	263.2	0	258	253	728	77	0
Hmgxb4	263.2	0	781	240	295	0	0
Cxxc4	263.0	0	0	581	505	229	0
Bpnt1	263.0	0	388	363	564	0	0
Arpc3	263.0	0	569	241	151	354	0
Sars	262.8	0	107	317	890	0	0
Rasgrp3	262.8	0	830	0	94	390	0
Ubtd2	262.6	0	0	338	709	266	0
Srsf11	262.6	0	242	563	333	175	0
Lrrc40	262.6	0	242	563	333	175	0
Pear1	262.4	0	0	484	571	257	0
Clpp	262.4	0	114	164	894	140	0
Rin3	262.2	0	340	278	206	487	0
Kdm3b	262.2	0	466	442	284	119	0
Il20rb	262.0	0	88	633	589	0	0
Teddm1a	261.8	0	134	205	210	760	0
Kifbp	261.8	0	0	682	627	0	0
Plin3	261.6	0	418	177	533	180	0
Pinx1	261.6	0	685	263	266	94	0
Jhy	261.6	0	284	389	635	0	0
Ing3	261.4	0	523	0	146	638	0
Glg1	261.4	0	920	0	176	211	0
Dusp3	261.4	0	613	0	504	190	0
Cfap97d1	261.4	0	613	0	504	190	0
Prcp	261.2	0	201	0	738	367	0
Ndufb8	261.2	0	0	634	543	129	0
Erap1	261.2	0	617	0	253	436	0
Ddias	261.2	0	201	0	738	367	0
Ttc39c	261.0	0	144	572	589	0	0
Cfap97d2	261.0	183	336	359	427	0	0
Srsf5	260.8	0	0	381	841	82	0
Gid4	260.6	0	99	577	336	291	0
Crcp	260.6	0	422	95	324	462	0
Cep120	260.6	0	148	344	462	349	0
Cul5	260.4	0	159	483	509	151	0
Prr5l	260.2	0	392	428	177	304	0
Micall1	259.8	115	690	0	217	277	0
Bcl10	259.8	0	215	599	485	0	0
Ncaph	259.6	0	88	241	540	429	0
Itgb5	259.2	0	676	145	193	282	0
Tmem160	259.0	145	0	0	0	1150	0
Nfat5	258.8	0	217	339	472	266	0
Mt4	258.8	140	342	150	189	473	0
Camta2	258.8	0	0	486	629	179	0
Nuak1	258.6	0	758	0	245	290	0
Nav2	258.6	0	851	108	244	90	0
Fzd10	258.6	0	0	652	641	0	0
Add2	258.6	227	0	0	0	1066	0
Pld1	258.2	0	303	445	360	183	0
Arhgef2	258.2	151	720	0	0	420	0
Antxr2	258.2	418	368	0	282	223	0
Tfcp2l1	258.0	0	0	576	714	0	0
Glis2	258.0	173	215	298	442	162	0
Cd300lg	258.0	0	0	459	661	170	0
Sectm1a	257.8	593	0	482	214	0	0
Rbms2	257.8	0	564	127	598	0	0
Il6ra	257.8	0	673	165	156	295	0
Smad2	257.6	0	0	644	644	0	0
Aim2	257.6	0	0	549	609	130	0
Wnt5b	257.4	0	470	213	289	315	0
Ssu72	257.4	0	74	543	670	0	0
Pgghg	257.4	0	128	608	551	0	0
Ndel1	257.4	0	653	0	184	450	0
Golga7	257.4	164	333	320	372	98	0
F2r	257.4	279	661	0	101	246	0
Cyp8b1	257.4	269	924	0	0	94	0
Ahcyl1	257.4	0	0	0	0	1287	0
Sh3rf2	257.2	0	94	263	518	411	0
Mical1	257.2	127	706	183	270	0	0
Prkrip1	256.8	0	211	425	429	219	0
Strip1	256.6	0	176	632	475	0	0
Slc35f6	256.6	170	715	0	123	275	0
Plcxd3	256.6	0	0	666	617	0	0
Olr1	256.6	160	215	0	0	908	0
Lrrd1	256.6	0	722	156	405	0	0
Herpud2	256.6	0	489	0	556	238	0
Eif4e1b	256.6	0	196	460	627	0	0
Ccdc169	256.4	0	704	246	332	0	0
Ufc1	256.2	0	432	242	445	162	0
Plpp1	256.2	0	368	0	258	655	0
Gtf2b	256.2	0	106	281	668	226	0
Cbx7	256.2	0	153	272	392	464	0
Rrp1	256.0	0	492	338	197	253	0
Rdh5	256.0	152	497	0	287	344	0
Bloc1s1	256.0	152	497	0	287	344	0
Ttc36	255.8	0	572	263	444	0	0
Tmem25	255.8	0	572	263	444	0	0
Lcorl	255.8	0	101	466	610	102	0
Frmd4a	255.8	106	386	295	377	115	0
Casp12	255.8	0	905	196	178	0	0
Stat3	255.6	0	266	453	355	204	0
Spata45	255.6	391	887	0	0	0	0
Plekhh3	255.6	0	471	114	537	156	0
Slc7a6	255.4	0	209	396	672	0	0
Atp1b2	255.4	0	0	651	626	0	0
Arsg	255.4	0	0	650	317	310	0
Mmgt2	255.2	0	131	687	283	175	0
Lrrc75a	255.2	0	131	687	283	175	0
Gm5737	255.0	0	0	477	798	0	0
Elapor1	255.0	0	0	108	276	891	0
1700013F07Rik	255.0	0	0	108	276	891	0
Zfp809	254.8	0	874	0	136	264	0
Tmcc2	254.8	0	192	332	467	283	0
Musk	254.8	157	652	209	256	0	0
H2bc4	254.8	0	0	802	359	113	0
H2ac6	254.8	0	0	802	359	113	0
Disp1	254.8	175	218	132	179	570	0
Vegfd	254.6	0	828	0	186	259	0
P3h1	254.4	0	0	473	799	0	0
Lif	254.4	0	0	0	332	940	0
Zbtb7c	254.2	0	190	347	592	142	0
Tinagl1	254.2	116	434	0	154	567	0
Midn	254.2	0	788	0	263	220	0
Thnsl1	254.0	0	638	179	301	152	0
Enkur	254.0	0	638	179	301	152	0
Dctn2	254.0	0	0	601	669	0	0
Ampd3	254.0	0	604	409	257	0	0
Phf5a	253.8	0	153	219	679	218	0
Frg2f1	253.8	0	122	264	663	220	0
Foxj3	253.8	0	122	264	663	220	0
Aco2	253.8	0	153	219	679	218	0
Zfp775	253.6	0	368	207	693	0	0
Cr1l	253.6	0	93	338	540	297	0
Arhgef28	253.6	0	0	399	553	316	0
Spred1	253.4	0	0	465	566	236	0
Plekhm3	253.4	0	407	435	337	88	0
Fhl1	253.4	0	493	145	511	118	0
Rasgef1a	253.2	0	319	269	507	171	0
Ptprr	253.2	0	117	0	0	1149	0
Krtap31-2	253.2	0	0	547	719	0	0
Kansl1l	253.0	0	157	605	503	0	0
Dync1li1	253.0	0	550	202	366	147	0
Vps18	252.8	0	0	0	108	1156	0
Taok3	252.8	0	217	106	272	669	0
Chmp2b	252.8	0	264	0	118	882	0
Vma21	252.6	0	274	536	453	0	0
Socs3	252.6	0	529	176	181	377	0
Tctex1d4	252.4	0	572	118	350	222	0
Mybph	252.4	0	468	401	278	115	0
Btbd19	252.4	0	572	118	350	222	0
Samd5	252.2	0	0	129	419	713	0
Retreg1	252.2	0	0	100	263	898	0
Prmt3	252.2	0	80	362	625	194	0
Nsun7	252.2	0	151	551	559	0	0
Cycs	252.2	0	173	117	496	475	0
Zbtb32	252.0	0	187	299	422	352	0
Slc9a5	252.0	222	295	0	116	627	0
Ppp4r1	252.0	0	0	704	556	0	0
Per2	252.0	0	530	292	272	166	0
Frmd5	252.0	0	367	314	449	130	0
Fhod1	252.0	222	295	0	116	627	0
Tubb2b	251.8	0	0	503	548	208	0
Sac3d1	251.8	0	207	419	516	117	0
Pusl1	251.8	0	459	84	412	304	0
Cnnm4	251.8	0	0	685	574	0	0
Acap3	251.8	0	459	84	412	304	0
Pck2	251.4	0	102	642	513	0	0
Dll4	251.4	0	0	872	385	0	0
4931414P19Rik	251.4	0	337	195	206	519	0
Adrb3	251.2	0	478	0	778	0	0
Vta1	251.0	0	93	0	161	1001	0
Tgfb3	251.0	0	0	0	534	721	0
Slc39a13	251.0	0	594	0	247	414	0
Ppm1m	251.0	0	414	414	427	0	0
Col12a1	251.0	0	1179	0	76	0	0
Ufl1	250.8	0	768	0	181	305	0
Spsb1	250.8	0	641	177	200	236	0
Pdpk1	250.8	0	396	126	256	476	0
Ildr2	250.8	0	510	0	190	554	0
Hip1	250.8	0	0	645	528	81	0
Esyt2	250.8	0	0	249	670	335	0
Adcy6	250.8	0	979	0	170	105	0
Dhx58	250.4	0	750	81	137	284	0
Cmtm5	250.2	0	0	568	435	248	0
Tm4sf19	250.0	0	352	161	223	514	0
Serinc2	250.0	170	955	0	125	0	0
D5Ertd579e	250.0	0	351	0	271	628	0
Elk4	249.8	0	560	165	344	180	0
Kctd5	249.6	0	444	0	172	632	0
Glis1	249.6	0	1248	0	0	0	0
Sft2d1	249.4	0	222	0	834	191	0
Lclat1	249.4	151	757	0	200	139	0
Cant1	249.4	0	332	148	309	458	0
Scn1b	249.2	0	1017	0	229	0	0
Rnf128	249.2	0	168	472	432	174	0
Arid5b	249.2	0	227	287	328	404	0
Padi2	249.0	0	487	0	0	758	0
Hnrnpl	249.0	0	431	354	460	0	0
Fnip1	249.0	0	836	0	139	270	0
F8a	249.0	0	700	136	227	182	0
Syne2	248.8	0	448	0	118	678	0
Leprot	248.8	0	754	178	312	0	0
4931408C20Rik	248.6	0	143	454	646	0	0
Trappc3l	248.4	0	0	402	676	164	0
Tbl1x	248.4	0	304	236	206	496	0
Slc6a7	248.4	395	539	0	308	0	0
Rhov	248.4	0	0	484	503	255	0
Lef1	248.2	0	0	415	826	0	0
Elf1	248.2	0	509	172	340	220	0
Asb13	248.2	0	691	0	204	346	0
Proser3	248.0	0	700	0	249	291	0
Nol12	247.8	0	513	0	368	358	0
Plxnb2	247.4	0	312	332	416	177	0
Ltbp3	247.4	163	243	0	0	831	0
Fbxo28	247.4	0	0	562	675	0	0
Abca12	247.4	363	142	0	0	732	0
Fam89b	247.2	0	513	77	316	330	0
Ehbp1l1	247.2	0	513	77	316	330	0
Cyp3a13	247.2	0	134	136	327	639	0
Prdx3	247.0	0	69	510	573	83	0
Ppip5k2	247.0	0	634	151	170	280	0
Mef2a	247.0	0	138	420	363	314	0
Gin1	247.0	0	634	151	170	280	0
Zfp983	246.8	0	452	196	342	244	0
Cldn24	246.8	0	0	523	711	0	0
Cldn22	246.8	0	0	523	711	0	0
Chn2	246.8	246	0	311	376	301	0
Adh5	246.8	0	79	0	1155	0	0
2310061N02Rik	246.8	0	413	184	180	457	0
Misp	246.6	0	489	243	344	157	0
Guk1	246.6	0	446	0	321	466	0
Gabpb2	246.6	0	384	364	144	341	0
Fetub	246.6	0	177	280	634	142	0
Ctdsp2	246.6	0	0	171	484	578	0
Bnip3	246.6	0	959	0	274	0	0
Acsl5	246.6	0	149	0	115	969	0
Vgll4	246.4	0	520	166	338	208	0
Uhrf1bp1l	246.4	0	640	223	369	0	0
Tmem209	246.4	0	0	204	885	143	0
Ssmem1	246.4	0	0	204	885	143	0
Snx13	246.4	0	157	565	510	0	0
Myh9	246.4	0	155	486	484	107	0
Tnfrsf8	246.2	127	675	0	0	429	0
Pllp	246.2	0	212	407	612	0	0
Eps8l3	246.2	0	388	243	311	289	0
Ass1	246.2	0	142	359	730	0	0
Arhgap32	246.2	0	615	277	339	0	0
Col15a1	245.8	0	0	501	728	0	0
Spred2	245.6	0	262	185	302	479	0
Mxi1	245.6	0	423	266	539	0	0
Fxyd5	245.4	0	1047	0	180	0	0
Dgkz	245.4	0	829	0	0	398	0
Zfyve16	245.2	0	0	500	563	163	0
Rfc4	245.2	0	235	256	584	151	0
Gck	245.2	0	368	0	0	858	0
Ephb3	245.2	0	0	153	192	881	0
Cdip1	245.2	0	382	243	237	364	0
Tmpo	245.0	0	730	0	206	289	0
Rftn2	245.0	178	285	400	362	0	0
Spsb3	244.8	0	697	0	175	352	0
Sipa1l1	244.8	0	723	164	337	0	0
Pold3	244.8	0	290	0	226	708	0
Nubp2	244.8	0	697	0	175	352	0
Serpina3b	244.6	0	775	198	250	0	0
Mttp	244.6	0	347	372	331	173	0
Lancl2	244.6	0	179	190	563	291	0
Osbp	244.4	0	649	0	228	345	0
Morf4l1	244.4	0	182	394	520	126	0
Dst	244.4	0	181	221	715	105	0
Ccn4	244.4	117	325	173	258	349	0
Arhgap22	244.4	0	196	0	0	1026	0
Mrgprf	244.2	0	892	0	243	86	0
Ago3	244.2	0	604	0	523	94	0
Vsig10l	244.0	0	0	332	586	302	0
Myoc	244.0	0	0	502	718	0	0
Birc2	244.0	0	415	166	350	289	0
Traf2	243.8	0	341	167	174	537	0
Msgn1	243.8	0	491	409	319	0	0
Ebi3	243.8	0	0	602	506	111	0
Zfp180	243.6	225	657	0	0	336	0
Nos2	243.6	0	253	428	537	0	0
Slc48a1	243.4	0	297	321	387	212	0
Col3a1	243.4	0	240	200	269	508	0
Agbl5	243.4	0	76	520	508	113	0
Tlnrd1	243.2	0	375	419	286	136	0
Nup93	243.2	0	388	351	329	148	0
Itga5	243.2	144	515	0	153	404	0
Xpo7	243.0	0	1070	0	145	0	0
Tnpo2	243.0	0	236	395	584	0	0
Pex3	243.0	0	173	338	334	370	0
Hbegf	243.0	136	588	0	139	352	0
Adat2	243.0	0	173	338	334	370	0
Kif14	242.8	0	490	358	366	0	0
Zfc3h1	242.6	0	221	679	184	129	0
Vmn2r102	242.6	576	347	174	116	0	0
Ttll12	242.6	159	463	0	203	388	0
Tpcn2	242.6	0	597	212	306	98	0
Thap2	242.6	0	221	679	184	129	0
Jcad	242.6	0	0	522	691	0	0
Jak2	242.6	0	815	0	0	398	0
Hhip	242.6	0	0	637	576	0	0
Cbfa2t2	242.6	0	0	502	711	0	0
Cacfd1	242.6	0	0	652	561	0	0
Hpgd	242.4	0	236	558	418	0	0
Hmgcr	242.4	0	136	422	522	132	0
Baz1b	242.4	0	193	436	427	156	0
Zzef1	242.2	0	276	0	116	819	0
Tmem242	242.2	0	0	298	530	383	0
Cyb5d2	242.2	0	276	0	116	819	0
Arhgap24	242.2	0	590	302	319	0	0
Slc1a7	242.0	0	596	294	320	0	0
Mtf2	242.0	0	151	246	292	521	0
Cct4	242.0	0	116	217	752	125	0
Apela	242.0	0	0	492	718	0	0
6430548M08Rik	242.0	0	556	163	299	192	0
Sulf1	241.8	0	486	345	378	0	0
Isg20	241.8	0	418	0	144	647	0
Hoxa11	241.8	0	0	656	553	0	0
Gprin3	241.8	0	272	310	627	0	0
Pot1b	241.6	0	0	669	456	83	0
Patz1	241.6	0	149	300	759	0	0
Evi5l	241.6	0	366	339	503	0	0
Dlst	241.6	0	0	584	526	98	0
Asl	241.6	0	422	0	324	462	0
Tbata	241.4	0	877	0	0	330	0
Olfm2	241.4	0	319	619	269	0	0
Hk2	241.4	0	0	796	411	0	0
Wdr13	241.2	0	703	0	168	335	0
Vash2	241.0	0	852	0	0	353	0
Klf6	241.0	0	866	166	0	173	0
Slc35b1	240.8	0	477	0	465	262	0
Fbxo31	240.8	0	504	259	441	0	0
Cab39	240.8	0	498	126	382	198	0
Abl1	240.8	0	509	274	421	0	0
Fn1	240.6	0	0	513	690	0	0
Etnk2	240.6	0	417	0	205	581	0
Sh3bp2	240.4	0	222	440	325	215	0
Atf1	240.4	0	168	460	574	0	0
Rab30	240.2	0	127	153	474	447	0
Psap	240.2	0	335	131	582	153	0
Nmt1	240.2	0	97	360	595	149	0
Mapkbp1	240.2	0	605	241	184	171	0
Fgfr2	240.2	0	720	370	111	0	0
E430018J23Rik	240.2	0	226	291	684	0	0
Coro6	240.2	428	436	0	117	220	0
Csnk1g2	240.0	0	199	128	737	136	0
Borcs5	240.0	0	285	132	446	337	0
Tcf7l2	239.8	0	147	561	376	115	0
Klf2	239.8	0	325	510	364	0	0
Grsf1	239.8	0	0	731	468	0	0
Csf3	239.8	0	314	0	247	638	0
Cox7a2	239.8	0	89	393	483	234	0
Tdrd7	239.6	0	154	117	205	722	0
Slc49a4	239.6	0	517	122	298	261	0
Prdm10	239.6	0	0	371	725	102	0
Lynx1	239.6	0	168	0	408	622	0
Ctdp1	239.6	0	517	185	249	247	0
Cpt1a	239.6	0	193	576	292	137	0
Zbtb11	239.4	0	643	203	181	170	0
Med17	239.4	0	79	387	556	175	0
Eogt	239.4	0	431	123	547	96	0
Chrnb1	239.4	0	669	0	182	346	0
Cdk18	239.4	0	0	470	727	0	0
Zmynd8	239.2	69	522	271	334	0	0
Tns2	239.2	0	135	573	488	0	0
Taco1	239.2	0	586	0	224	386	0
Parvb	239.2	317	100	0	195	584	0
Ece2	239.2	0	307	523	366	0	0
Arl6ip5	239.2	0	476	0	128	592	0
Tgfbr3l	239.0	0	1062	0	133	0	0
Stimate	239.0	0	166	458	571	0	0
Snapc2	239.0	0	1062	0	133	0	0
Plppr4	239.0	0	357	408	430	0	0
Cyp20a1	239.0	0	210	115	732	138	0
Myo9b	238.8	0	598	150	348	98	0
Haus8	238.8	0	598	150	348	98	0
Eif4ebp1	238.8	212	742	0	240	0	0
Lmln	238.6	0	839	0	216	138	0
Hmox1	238.6	0	647	132	268	146	0
Acyp1	238.6	0	511	213	350	119	0
Rbm12b2	238.4	0	0	610	582	0	0
Med11	238.4	0	0	183	514	495	0
Lgi4	238.2	0	667	0	524	0	0
Kash5	238.2	0	0	648	543	0	0
Stk3	238.0	0	439	335	416	0	0
Smarcd1	238.0	0	183	551	323	133	0
Scrg1	237.8	0	134	470	585	0	0
Kcne4	237.6	0	763	184	241	0	0
Ephx1	237.6	0	357	215	421	195	0
Dctn1	237.6	0	529	0	182	477	0
Wrnip1	237.4	0	708	184	153	142	0
Dynlt1f	237.2	171	597	0	168	250	0
Dynlt1c	237.2	171	597	0	168	250	0
Ankdd1a	237.2	0	0	0	0	1186	0
Sat1	237.0	0	429	145	226	385	0
Pick1	236.8	0	320	0	589	275	0
Tnfsf8	236.6	0	721	134	328	0	0
Rsrp1	236.6	0	692	0	245	246	0
Mknk2	236.6	0	733	0	164	286	0
Tsr1	236.4	0	304	0	470	408	0
Sgsm2	236.4	0	304	0	470	408	0
H4bc24	236.4	0	190	276	381	335	0
H2bc23	236.4	0	190	276	381	335	0
H2ac24	236.4	0	190	276	381	335	0
H2ac23	236.4	0	190	276	381	335	0
Tet2	236.0	0	223	704	253	0	0
Mmp19	236.0	0	866	0	0	314	0
Ctsz	236.0	0	154	136	361	529	0
Aarsd1	236.0	198	0	464	518	0	0
1700017B05Rik	236.0	0	645	0	93	442	0
Plp2	235.8	0	254	264	465	196	0
Calm5	235.8	0	0	438	741	0	0
Zc3hc1	235.6	0	159	323	482	214	0
Tsc22d1	235.6	0	515	174	393	96	0
Gtf3c5	235.6	0	0	93	745	340	0
Wdr11	235.4	0	0	505	483	189	0
Pdk4	235.4	0	370	226	581	0	0
Hif1an	235.4	0	0	634	543	0	0
H4c4	235.2	0	82	291	610	193	0
H2bc6	235.2	0	82	291	610	193	0
Usp2	235.0	0	247	146	579	203	0
Spty2d1	235.0	0	278	213	259	425	0
Pard3b	235.0	0	484	0	128	563	0
Aunip	235.0	0	210	268	697	0	0
Washc5	234.8	0	218	0	669	287	0
Tmem270	234.8	0	0	0	0	1174	0
Nsmce2	234.8	0	218	0	669	287	0
Stx3	234.6	0	785	0	112	276	0
St3gal2	234.6	0	603	127	95	348	0
Snai3	234.6	0	379	145	161	488	0
Slc13a1	234.4	0	0	0	0	1172	0
Sema3f	234.4	0	544	244	384	0	0
Fam110b	234.4	0	1004	0	168	0	0
Smim4	234.2	0	0	623	548	0	0
Hpcal1	234.2	0	368	0	199	604	0
Sbf1	234.0	0	399	0	212	559	0
Riok3	234.0	0	228	193	651	98	0
Ovca2	234.0	0	0	90	726	354	0
Celf2	234.0	0	1031	0	139	0	0
Egr3	233.8	0	170	382	474	143	0
Adgrg1	233.8	0	788	0	116	265	0
Tra2b	233.6	0	0	0	1039	129	0
Ddx24	233.6	0	109	0	0	1059	0
Camk1d	233.6	0	0	357	456	355	0
Bfsp1	233.6	0	265	0	0	903	0
Zfp235	233.4	0	0	361	632	174	0
Stat2	233.4	0	80	310	668	109	0
Sh3glb1	233.4	0	89	160	409	509	0
Rnf43	233.4	0	0	0	230	937	0
Apof	233.4	0	80	310	668	109	0
Tinf2	233.2	0	265	0	144	757	0
Rtf2	233.2	0	0	491	490	185	0
Pcdh1	233.2	0	243	0	144	779	0
Mybpc3	233.2	0	0	0	0	1166	0
Med28	233.2	0	588	0	0	578	0
Garem1	233.2	0	229	0	99	838	0
Esm1	233.2	0	188	219	759	0	0
Ipmk	233.0	0	0	542	623	0	0
Ecm1	233.0	0	555	0	136	474	0
Cisd1	233.0	0	0	542	623	0	0
Prkx	232.8	0	205	361	484	114	0
Ereg	232.8	0	178	348	357	281	0
Trim24	232.6	0	0	472	542	149	0
Prkaa2	232.6	0	0	484	679	0	0
Flnc	232.6	181	528	0	0	454	0
Dennd1a	232.6	0	418	338	407	0	0
Ctbs	232.6	0	277	355	383	148	0
Cpne2	232.6	0	455	0	226	482	0
Bnipl	232.6	0	134	364	665	0	0
Palm	232.4	0	0	319	843	0	0
Ppp1r14b	232.2	0	262	373	526	0	0
Fkbp2	232.2	0	262	373	526	0	0
Dph5	232.2	115	718	0	145	183	0
Sphk2	232.0	0	130	316	546	168	0
Rpl23a	232.0	0	639	0	117	404	0
Rpl18	232.0	0	130	316	546	168	0
Rab34	232.0	0	639	0	117	404	0
Gpc6	232.0	225	630	190	115	0	0
Chd1	232.0	0	296	377	301	186	0
Tbc1d32	231.8	0	186	0	825	148	0
Prss27	231.8	0	574	0	0	585	0
Kif5b	231.8	0	451	202	273	233	0
H2bc3	231.8	0	429	339	272	119	0
Ypel4	231.6	0	823	0	0	335	0
Tpgs2	231.6	0	339	318	501	0	0
Slc34a3	231.6	0	571	140	301	146	0
Rnf224	231.6	0	571	140	301	146	0
Rnf208	231.6	0	571	140	301	146	0
Rbms1	231.6	0	330	178	444	206	0
Nadk	231.6	0	292	382	484	0	0
Fam151b	231.6	0	0	470	545	143	0
Cysrt1	231.6	0	571	140	301	146	0
AW554918	231.6	0	339	318	501	0	0
Psapl1	231.2	0	244	504	408	0	0
Lrch3	231.2	0	303	283	318	252	0
D630003M21Rik	231.2	270	131	246	116	393	0
Amigo1	231.2	0	284	352	520	0	0
Alox12	231.0	173	567	0	96	319	0
Myl7	230.8	0	142	126	200	686	0
Kctd20	230.8	0	639	0	383	132	0
Zfp865	230.6	0	158	311	684	0	0
Zfp524	230.6	0	158	311	684	0	0
Themis3	230.6	0	772	0	210	171	0
Htr2a	230.6	0	350	183	482	138	0
Gatad2a	230.6	0	599	0	335	219	0
Fiz1	230.6	0	158	311	684	0	0
Ackr4	230.6	0	0	497	656	0	0
Xpnpep1	230.4	0	237	323	486	106	0
Rhbdd3	230.4	0	613	101	196	242	0
Ewsr1	230.4	0	613	101	196	242	0
Akt2	230.4	0	99	635	418	0	0
Polg2	230.2	0	70	0	802	279	0
Chchd10	230.2	0	463	218	312	158	0
