Target_genes	Zbtb11|Average	SRX5247619|ES_cells	SRX5247622|ES_cells	SRX5247623|ES_cells	SRX5247624|ES_cells	SRX5247637|ES_cells	SRX5247638|ES_cells	SRX5247639|ES_cells	STRING
Kpna3	311.0	222	0	0	0	263	543	1149	0
Hbp1	311.0	363	0	0	0	322	440	1052	0
Sin3a	310.857143	177	0	0	0	788	529	682	0
Scamp3	310.857143	249	0	0	0	710	334	883	0
Rps14	310.428571	378	0	0	0	415	296	1084	0
Gm38396	310.428571	144	0	0	0	979	352	698	0
Rpp40	310.142857	302	0	0	0	399	431	1039	0
Ccnt1	310.0	198	0	0	0	610	452	910	0
4930415O20Rik	310.0	198	0	0	0	610	452	910	0
Zfp658	309.857143	171	0	0	0	404	416	1178	0
Vamp3	309.714286	126	0	0	0	701	486	855	0
Clcc1	309.714286	397	0	0	0	367	342	1062	0
Ccdc170	309.428571	233	0	0	0	424	501	1008	0
Zfp324	309.285714	89	0	0	0	654	420	1002	0
Samd12	309.285714	473	0	0	0	190	249	1253	0
Znrd1as	309.0	349	0	0	0	418	328	1068	0
Znrd1	309.0	349	0	0	0	418	328	1068	0
Cox7c	309.0	202	0	0	0	412	473	1076	0
Tlcd3b	308.714286	205	0	0	0	965	411	580	0
Dixdc1	308.571429	219	0	0	0	713	313	915	0
Mettl26	307.857143	240	0	0	0	484	472	959	0
Riok1	307.571429	411	0	0	0	468	222	1052	0
Cage1	307.571429	411	0	0	0	468	222	1052	0
Tmco4	307.428571	369	0	0	0	202	265	1316	0
Oplah	307.285714	202	0	0	0	672	329	948	0
Rfc4	307.142857	266	0	0	0	510	176	1198	0
Ptger4	307.142857	209	0	0	0	723	384	834	0
Slc35a2	307.0	101	0	0	0	862	274	912	0
Fam167b	306.142857	192	0	0	0	713	445	793	0
Tk2	306.0	419	0	0	0	346	226	1151	0
Pdss2	306.0	271	0	0	0	348	313	1210	0
Mapk12	306.0	217	0	0	0	893	252	780	0
Edem2	306.0	407	0	0	0	307	527	901	0
Cklf	306.0	419	0	0	0	346	226	1151	0
Atp5k	305.857143	298	0	0	0	359	237	1247	0
Zw10	304.857143	245	0	0	0	207	530	1152	0
Gm3696	304.428571	287	0	0	0	697	434	713	0
Tor1b	304.285714	307	0	0	0	328	293	1202	0
Bhlhe40	304.285714	267	0	0	0	887	247	729	0
Dpep1	303.428571	206	0	0	0	864	161	893	0
4833420G17Rik	303.285714	268	0	0	0	553	447	855	0
Parn	303.142857	345	0	0	0	362	310	1105	0
Bfar	303.142857	345	0	0	0	362	310	1105	0
Rab3c	302.857143	425	0	0	0	239	436	1020	0
Nars2	302.571429	239	0	0	0	569	229	1081	0
Med4	301.714286	226	0	0	0	387	489	1010	0
Phf23	301.428571	403	0	0	0	428	380	899	0
Gabarap	301.428571	403	0	0	0	428	380	899	0
Dvl2	301.428571	403	0	0	0	428	380	899	0
Srprb	301.285714	177	0	0	0	376	539	1017	0
Mesd	301.285714	108	0	0	0	836	353	812	0
Nt5dc1	300.857143	497	0	0	0	319	163	1127	0
Itpr1	300.857143	261	0	0	0	269	545	1031	0
Snap29	300.714286	284	0	0	0	679	217	925	0
Pi4ka	300.714286	284	0	0	0	679	217	925	0
Ogfod1	300.714286	169	0	0	0	720	370	846	0
Nudt21	300.714286	169	0	0	0	720	370	846	0
Rngtt	300.142857	183	0	0	0	816	412	690	0
Dclre1b	299.857143	274	0	0	0	393	262	1170	0
Ap4b1	299.857143	274	0	0	0	393	262	1170	0
Fads6	299.571429	270	0	0	0	482	273	1072	0
Adgrg7	299.142857	214	0	0	0	791	274	815	0
Nrde2	298.714286	423	0	0	0	176	347	1145	0
Ubald1	298.428571	220	0	0	0	901	347	621	0
Ormdl3	298.142857	201	0	0	0	240	568	1078	0
Ercc3	297.714286	344	0	0	0	534	283	923	0
Prr19	297.0	287	0	0	0	497	230	1065	0
Pafah1b3	297.0	287	0	0	0	497	230	1065	0
Tmem259	296.285714	172	0	0	0	1055	202	645	0
Cnn2	296.285714	172	0	0	0	1055	202	645	0
Evpl	295.857143	178	0	0	0	695	377	821	0
Zfyve19	295.571429	294	0	0	0	195	475	1105	0
Dnajc17	295.571429	294	0	0	0	195	475	1105	0
Mb21d2	295.428571	241	0	0	0	594	377	856	0
Irx3	295.428571	166	0	0	0	557	431	914	0
Rapgef1	294.714286	210	0	0	0	476	522	855	0
Zfp112	294.571429	402	0	0	0	499	333	828	0
Tcta	294.571429	144	0	0	0	752	360	806	0
Rhoa	294.571429	144	0	0	0	752	360	806	0
Rps24	294.428571	107	0	0	0	571	200	1183	0
Polr3a	294.428571	107	0	0	0	571	200	1183	0
Cdc37l1	294.142857	208	0	0	0	469	593	789	0
Txndc9	293.714286	198	0	0	0	794	341	723	0
Ptpn2	293.714286	346	0	0	0	253	154	1303	0
Eif5b	293.714286	198	0	0	0	794	341	723	0
Trim39	293.571429	274	0	0	0	543	514	724	0
Ubac1	293.428571	227	0	0	0	312	474	1041	0
Arhgap27	293.428571	269	0	0	0	488	261	1036	0
Trim6	293.142857	227	0	0	0	727	383	715	0
Gabpb2	292.857143	265	0	0	0	534	347	904	0
Zfp595	292.714286	169	0	0	0	572	367	941	0
Rnaseh2c	292.571429	217	0	0	0	389	461	981	0
Cacna1e	292.571429	229	0	0	0	533	415	871	0
Zfp97	292.0	144	0	0	0	902	283	715	0
Pias2	291.714286	243	0	0	0	625	334	840	0
Pp2d1	291.0	172	0	0	0	571	457	837	0
Mideas	290.714286	229	0	0	0	846	246	714	0
Eif2s1	290.428571	235	0	0	0	485	394	919	0
Atp6v1d	290.428571	235	0	0	0	485	394	919	0
Sox12	290.285714	262	0	0	0	454	244	1072	0
Enox2	290.285714	192	0	0	0	738	436	666	0
Chd9	290.285714	183	0	0	0	758	355	736	0
Atad1	289.857143	254	0	0	0	503	285	987	0
Ing1	289.714286	162	0	0	0	367	167	1332	0
Cars2	289.714286	162	0	0	0	367	167	1332	0
Meltf	289.285714	189	0	0	0	685	346	805	0
Igdcc3	289.285714	164	0	0	0	603	410	848	0
Gpatch4	289.285714	291	0	0	0	450	320	964	0
Usp4	289.0	142	0	0	0	381	428	1072	0
Nepro	289.0	249	0	0	0	359	306	1109	0
Trip13	288.428571	269	0	0	0	543	419	788	0
Brd9	288.428571	269	0	0	0	543	419	788	0
Nfe2l1	288.142857	446	0	0	0	227	135	1209	0
Slc30a9	287.714286	377	0	0	0	386	279	972	0
Crlf2	287.571429	236	0	0	0	500	343	934	0
Nt5m	287.285714	254	0	0	0	275	379	1103	0
Sugt1	286.857143	253	0	0	0	558	391	806	0
Psme4	286.714286	239	0	0	0	507	391	870	0
Ykt6	286.571429	210	0	0	0	465	347	984	0
Ttc30a2	286.571429	303	0	0	0	300	314	1089	0
Ttc30a1	286.571429	303	0	0	0	300	314	1089	0
Thoc5	286.571429	241	0	0	0	567	362	836	0
Tob2	285.714286	264	0	0	0	301	458	977	0
Spata17	285.571429	392	0	0	0	232	143	1232	0
Gpatch2	285.571429	392	0	0	0	232	143	1232	0
Zfp882	285.285714	228	0	0	0	573	413	783	0
Tusc3	285.142857	189	0	0	0	617	332	858	0
Ift88	285.142857	334	0	0	0	356	483	823	0
Ccdc9	285.142857	146	0	0	0	492	455	903	0
Lsm5	284.571429	249	0	0	0	510	319	914	0
Cfap45	283.714286	138	0	0	0	504	302	1042	0
Slu7	283.571429	320	0	0	0	435	253	977	0
Trim80	283.285714	270	0	0	0	547	255	911	0
Rplp2	283.142857	279	0	0	0	472	345	886	0
Pidd1	283.142857	279	0	0	0	472	345	886	0
Upf2	282.857143	135	0	0	0	435	363	1047	0
Dhtkd1	282.857143	135	0	0	0	435	363	1047	0
Cherp	282.285714	212	0	0	0	513	377	874	0
Tmem203	281.714286	231	0	0	0	599	375	767	0
Tdp2	281.714286	191	0	0	0	599	411	771	0
Ndor1	281.714286	231	0	0	0	599	375	767	0
Acot13	281.714286	191	0	0	0	599	411	771	0
Zfp148	281.571429	341	0	0	0	569	395	666	0
Macroh2a2	281.428571	232	0	0	0	483	401	854	0
Hnrnpf	281.285714	379	0	0	0	549	329	712	0
Cga	280.857143	0	0	0	0	941	238	787	0
C1qbp	280.857143	265	0	0	0	463	325	913	0
Zscan26	280.571429	331	0	0	0	433	184	1016	0
Usp39	280.428571	284	0	0	0	496	266	917	0
0610030E20Rik	280.428571	284	0	0	0	496	266	917	0
Sp2	279.571429	166	0	0	0	695	302	794	0
Uvssa	279.428571	186	0	0	0	542	293	935	0
Pan2	279.285714	271	0	0	0	348	354	982	0
Lgi2	279.285714	201	0	0	0	755	284	715	0
Glp1r	279.285714	131	0	0	0	1062	325	437	0
Abcc5	279.142857	163	0	0	0	566	326	899	0
Trmt10a	278.857143	189	0	0	0	509	388	866	0
Mttp	278.857143	189	0	0	0	509	388	866	0
Gstt4	278.857143	144	0	0	0	698	256	854	0
Bcorl1	278.714286	183	0	0	0	357	584	827	0
Cnot4	278.571429	216	0	0	0	357	487	890	0
Rnf170	278.428571	261	0	0	0	288	223	1177	0
Hook3	278.428571	261	0	0	0	288	223	1177	0
Serinc5	277.857143	244	0	0	0	438	320	943	0
Fbxo46	277.857143	223	0	0	0	178	497	1047	0
Bhmg1	277.857143	223	0	0	0	178	497	1047	0
Stn1	277.285714	185	0	0	0	456	310	990	0
Smtn	277.285714	365	0	0	0	206	165	1205	0
Ado	277.142857	341	0	0	0	248	138	1213	0
Hspa1b	276.428571	256	0	0	0	581	316	782	0
Kdm8	276.285714	192	0	0	0	613	589	540	0
Nsmce4a	276.142857	143	0	0	0	419	458	913	0
Gstt2	276.142857	321	0	0	0	680	277	655	0
Degs2	276.142857	151	0	0	0	589	259	934	0
Tmem161b	275.428571	149	0	0	0	645	433	701	0
Dtwd2	275.0	366	0	0	0	531	291	737	0
Ppp1r12c	274.714286	360	0	0	0	278	345	940	0
Mlst8	274.714286	108	0	0	0	729	427	659	0
Cwc22	274.714286	313	0	0	0	301	358	951	0
Alyref2	274.714286	216	0	0	0	421	173	1113	0
Tatdn2	274.571429	264	0	0	0	264	182	1212	0
Nmd3	274.285714	125	0	0	0	582	440	773	0
Gps2	274.285714	305	0	0	0	433	246	936	0
Pik3r2	274.142857	141	0	0	0	391	485	902	0
Kank1	273.714286	225	0	0	0	689	276	726	0
Ing4	273.571429	222	0	0	0	276	343	1074	0
Rint1	273.285714	341	0	0	0	335	232	1005	0
Pus7	273.285714	341	0	0	0	335	232	1005	0
Zfp568	272.857143	263	0	0	0	444	357	846	0
Cenpc1	272.428571	135	0	0	0	454	422	896	0
Dsn1	272.285714	0	0	0	0	764	500	642	0
Gm10033	272.0	230	0	0	0	484	399	791	0
Nt5c	271.857143	264	0	0	0	414	339	886	0
Adss	271.857143	146	0	0	0	383	307	1067	0
Mri1	271.571429	233	0	0	0	613	118	937	0
Clp1	271.428571	267	0	0	0	298	314	1021	0
1110008P14Rik	270.857143	248	0	0	0	456	318	874	0
Sart1	270.571429	321	0	0	0	321	301	951	0
Gmeb2	270.285714	211	0	0	0	460	188	1033	0
Spast	269.571429	0	0	0	0	763	474	650	0
Smad2	269.285714	246	0	0	0	585	191	863	0
Rbm17	269.285714	166	0	0	0	375	377	967	0
Pnma2	269.142857	239	0	0	0	459	253	933	0
Dpysl2	269.142857	239	0	0	0	459	253	933	0
Pltp	268.857143	169	0	0	0	809	306	598	0
Pgs1	268.142857	200	0	0	0	446	257	974	0
Tfpt	268.0	286	0	0	0	196	144	1250	0
Prpf31	268.0	286	0	0	0	196	144	1250	0
Cdk19	267.714286	240	0	0	0	246	430	958	0
Mcts2	267.428571	203	0	0	0	388	266	1015	0
Mapre1	267.285714	316	0	0	0	532	255	768	0
Gm3005	267.0	181	0	0	0	502	384	802	0
Hsd17b11	266.571429	122	0	0	0	490	288	966	0
Zfp787	266.285714	229	0	0	0	422	246	967	0
Rab7	266.285714	216	0	0	0	539	381	728	0
Ints2	266.285714	201	0	0	0	540	296	827	0
Rpf1	265.857143	224	0	0	0	529	404	704	0
Snx18	265.571429	0	0	0	0	475	732	652	0
Neil1	265.571429	287	0	0	0	234	403	935	0
Slurp2	265.285714	212	0	0	0	386	387	872	0
Lyrm2	265.285714	300	0	0	0	388	224	945	0
Lynx1	265.285714	212	0	0	0	386	387	872	0
Creld1	265.285714	198	0	0	0	406	356	897	0
Fadd	265.142857	245	0	0	0	490	217	904	0
Sbno2	265.0	214	0	0	0	884	235	522	0
Gpn2	264.857143	450	0	0	0	243	160	1001	0
Rab8b	264.285714	156	0	0	0	685	220	789	0
Dip2b	264.142857	205	0	0	0	532	231	881	0
Snx17	264.0	183	0	0	0	380	400	885	0
Fam174c	264.0	293	0	0	0	531	342	682	0
Eif2b4	264.0	183	0	0	0	380	400	885	0
Dera	263.714286	227	0	0	0	577	232	810	0
Trib1	263.571429	311	0	0	0	507	224	803	0
Atad2	263.0	326	0	0	0	342	257	916	0
Zfp110	262.857143	224	0	0	0	595	250	771	0
Rbm45	262.857143	172	0	0	0	560	349	759	0
Resf1	262.714286	174	0	0	0	454	365	846	0
Os9	262.714286	225	0	0	0	543	306	765	0
Atp5g2	262.714286	195	0	0	0	279	347	1018	0
Myl12a	262.428571	336	0	0	0	235	202	1064	0
Fbxo39	262.428571	199	0	0	0	520	296	822	0
Zkscan8	262.142857	261	0	0	0	343	300	931	0
Ptcd1	262.142857	249	0	0	0	585	425	576	0
Cpsf4	262.142857	249	0	0	0	585	425	576	0
Saxo2	262.0	0	0	0	0	732	450	652	0
Efl1	262.0	0	0	0	0	732	450	652	0
Gnai3	261.857143	222	0	0	0	529	268	814	0
Mark4	261.714286	224	0	0	0	540	309	759	0
Exoc3l2	261.714286	224	0	0	0	540	309	759	0
Ints1	261.285714	274	0	0	0	407	296	852	0
Pole4	261.0	243	0	0	0	505	218	861	0
Rrp36	260.571429	283	0	0	0	424	290	827	0
Pla2g2e	260.285714	89	0	0	0	807	280	646	0
Gemin6	259.428571	252	0	0	0	340	440	784	0
Fbxo9	259.428571	148	0	0	0	439	406	823	0
Cilk1	259.428571	148	0	0	0	439	406	823	0
Ulk4	259.0	175	0	0	0	455	255	928	0
Exoc3l	259.0	196	0	0	0	425	398	794	0
E2f4	259.0	196	0	0	0	425	398	794	0
Tmem260	258.857143	281	0	0	0	439	247	845	0
Rbsn	258.714286	0	0	0	0	543	639	629	0
Cnot1	258.714286	137	0	0	0	554	385	735	0
Tmem198	258.571429	180	0	0	0	446	355	829	0
Chpf	258.571429	180	0	0	0	446	355	829	0
Washc3	258.285714	154	0	0	0	613	329	712	0
Tmem251	257.857143	194	0	0	0	400	326	885	0
Ptbp1	257.857143	117	0	0	0	498	409	781	0
Moap1	257.857143	194	0	0	0	400	326	885	0
Wwp2	257.571429	172	0	0	0	426	449	756	0
Slc5a5	257.571429	156	0	0	0	868	204	575	0
Rpl18a	257.571429	156	0	0	0	868	204	575	0
Tamm41	257.428571	128	0	0	0	496	319	859	0
Snx10	257.142857	221	0	0	0	521	244	814	0
Ppp1r12b	256.714286	226	0	0	0	265	272	1034	0
Rad23a	256.571429	87	0	0	0	577	412	720	0
Arhgef7	256.428571	226	0	0	0	562	194	813	0
Calhm2	255.857143	208	0	0	0	532	308	743	0
Zfp93	255.714286	236	0	0	0	241	421	892	0
Endov	255.714286	325	0	0	0	308	283	874	0
Rab14	255.571429	282	0	0	0	498	299	710	0
Plk1	255.571429	413	0	0	0	229	227	920	0
Elac1	255.142857	0	0	0	0	601	443	742	0
Olfr585	254.857143	170	0	0	0	465	602	547	0
Npdc1	254.857143	241	0	0	0	486	0	1057	0
Srrm2	254.714286	206	0	0	0	239	359	979	0
Eif3l	253.714286	278	0	0	0	439	311	748	0
Arhgap8	253.714286	190	0	0	0	562	279	745	0
Vangl1	253.428571	246	0	0	0	399	259	870	0
Tmem138	253.142857	378	0	0	0	217	140	1037	0
Cyb561a3	253.142857	378	0	0	0	217	140	1037	0
Mfsd3	253.0	199	0	0	0	600	276	696	0
Gpt	253.0	199	0	0	0	600	276	696	0
Dhx30	252.857143	230	0	0	0	357	301	882	0
Calm1	252.285714	169	0	0	0	778	274	545	0
Psmb10	252.142857	257	0	0	0	478	170	860	0
Ctrl	252.142857	257	0	0	0	478	170	860	0
Mrps15	252.0	101	0	0	0	514	654	495	0
Isg15	252.0	0	0	0	0	577	376	811	0
Agrn	252.0	0	0	0	0	577	376	811	0
Zfp397	251.857143	282	0	0	0	395	188	898	0
Dchs2	251.857143	202	210	0	253	542	326	230	0
Acp6	251.857143	204	0	0	0	315	493	751	0
Sfi1	251.714286	294	0	0	0	427	238	803	0
U2af2	251.571429	147	0	0	0	542	397	675	0
Tsga10ip	251.571429	246	0	0	0	412	316	787	0
Gm7072	251.571429	130	0	0	0	594	282	755	0
Ndufa5	251.428571	181	0	0	0	498	526	555	0
Asb15	251.428571	181	0	0	0	498	526	555	0
Shoc2	251.285714	220	0	0	0	296	216	1027	0
Plcd3	251.285714	0	0	0	0	475	398	886	0
Med30	251.285714	285	0	0	0	333	110	1031	0
Bbip1	251.285714	220	0	0	0	296	216	1027	0
Acbd4	251.285714	0	0	0	0	475	398	886	0
Tex2	251.142857	145	0	0	0	503	371	739	0
Srsf4	251.142857	141	0	0	0	476	328	813	0
Kash5	251.0	263	0	0	0	400	146	948	0
Hmgxb3	251.0	124	0	0	0	538	369	726	0
Nudt12	250.714286	150	0	0	0	635	262	708	0
Vps13d	250.571429	108	0	0	0	450	745	451	0
Zfp189	250.428571	196	0	0	0	312	450	795	0
Mrpl50	250.428571	196	0	0	0	312	450	795	0
U2surp	250.0	106	0	0	0	254	422	968	0
Tmem223	250.0	241	0	0	0	636	188	685	0
Tmem179b	250.0	241	0	0	0	636	188	685	0
Rbp1	249.857143	184	0	0	0	370	408	787	0
Dhrs11	249.571429	120	0	0	0	408	336	883	0
Api5	249.571429	122	0	0	0	432	314	879	0
Vps28	249.428571	0	0	0	0	629	395	722	0
Vps16	249.428571	327	0	0	0	370	291	758	0
Pced1a	249.428571	327	0	0	0	370	291	758	0
Sirt6	249.285714	293	0	0	0	423	203	826	0
Ankrd24	249.285714	293	0	0	0	423	203	826	0
Fan1	249.142857	180	0	0	0	423	408	733	0
Toe1	249.0	172	0	0	0	440	323	808	0
Mutyh	249.0	172	0	0	0	440	323	808	0
Gale	249.0	233	0	0	0	489	104	917	0
Cftr	249.0	0	0	0	0	664	480	599	0
Rps6kc1	248.857143	219	0	0	0	323	164	1036	0
Slc48a1	248.714286	152	0	0	0	351	610	628	0
Pigu	248.428571	181	0	0	0	401	417	740	0
Minpp1	248.285714	224	0	0	0	346	392	776	0
Cacnb3	248.0	168	0	0	0	605	467	496	0
Snx11	247.857143	152	0	0	0	372	318	893	0
Trappc6b	247.714286	279	0	0	0	434	286	735	0
Spsb3	247.571429	238	0	0	0	343	214	938	0
Nubp2	247.571429	238	0	0	0	343	214	938	0
Atg101	247.571429	283	0	0	0	178	217	1055	0
Mpp6	247.0	167	0	0	0	378	286	898	0
Galm	247.0	242	0	0	0	410	262	815	0
Terf2	246.714286	150	0	0	0	623	272	682	0
Sap30	245.428571	329	0	0	0	255	254	880	0
Cnot2	245.428571	111	0	0	0	641	272	694	0
Eif3c	245.285714	327	0	0	0	301	177	912	0
Clock	244.857143	82	0	0	0	429	415	788	0
Fam193a	244.714286	0	0	0	0	104	434	1175	0
Anapc11	244.571429	241	0	0	0	276	328	867	0
Alyref	244.571429	241	0	0	0	276	328	867	0
Mfsd1	244.285714	289	0	0	0	243	286	892	0
Gins1	244.285714	231	0	0	0	432	200	847	0
Nupl1	243.714286	272	0	0	0	359	141	934	0
Abcg2	243.571429	156	0	0	0	541	313	695	0
Dnmt1	243.285714	158	0	0	0	568	218	759	0
Ssbp4	243.0	344	0	0	0	305	151	901	0
Ccnf	243.0	317	0	0	0	344	244	796	0
Mcl1	242.571429	128	0	0	0	548	356	666	0
Lrrc61	242.571429	265	0	0	0	284	150	999	0
1190005I06Rik	242.571429	196	0	0	0	759	136	607	0
Zscan21	242.428571	230	0	0	0	427	290	750	0
Slc25a42	242.428571	77	0	0	0	725	257	638	0
Hoatz	242.428571	135	0	0	0	630	186	746	0
Zfp629	242.142857	167	0	0	0	211	359	958	0
Btbd19	242.142857	274	0	0	0	237	349	835	0
Cfap126	242.0	139	0	0	0	446	318	791	0
Avpi1	242.0	215	0	0	0	492	259	728	0
Parp9	241.571429	0	0	0	0	525	222	944	0
Usp46	241.142857	279	0	0	0	315	134	960	0
Fhl2	241.142857	103	0	0	0	647	172	766	0
Hif1an	241.0	315	0	0	0	187	169	1016	0
Polg	240.285714	194	0	0	0	338	357	793	0
Wnt1	239.714286	141	0	0	0	754	243	540	0
Rabep2	239.714286	225	0	0	0	398	199	856	0
Pigz	239.714286	163	0	0	0	642	306	567	0
Ifitm1	239.714286	112	0	0	0	556	395	615	0
Fam168b	239.571429	179	0	0	0	246	329	923	0
Snrpd1	239.428571	192	0	0	0	344	265	875	0
Trpc5os	239.285714	171	0	0	0	556	274	674	0
Wipi2	239.0	118	0	0	0	751	200	604	0
Ttc33	238.714286	166	0	0	0	239	475	791	0
Hrk	238.428571	390	0	0	0	312	257	710	0
Dvl3	238.142857	187	0	0	0	484	333	663	0
Nectin2	238.0	157	0	0	0	398	249	862	0
Sdhb	237.857143	177	0	0	0	554	235	699	0
Mrpl27	237.857143	144	0	0	0	431	462	628	0
Eme1	237.857143	144	0	0	0	431	462	628	0
P4ha3	237.571429	287	0	0	0	353	178	845	0
Tgoln2	237.428571	120	0	0	0	487	254	801	0
Tgoln1	237.428571	120	0	0	0	487	254	801	0
2210016L21Rik	237.428571	157	0	0	0	246	492	767	0
Topaz1	237.0	91	0	0	0	565	276	727	0
Ppp1r15a	237.0	259	0	0	0	424	234	742	0
Plekha4	237.0	259	0	0	0	424	234	742	0
M1ap	237.0	409	0	0	0	197	165	888	0
Spcs1	236.857143	222	0	0	0	476	236	724	0
Glt8d1	236.857143	222	0	0	0	476	236	724	0
Cdk7	236.714286	152	0	0	0	449	336	720	0
Uqcrh	236.571429	242	0	0	0	348	256	810	0
Lrrc41	236.571429	242	0	0	0	348	256	810	0
Dzip3	236.285714	273	0	0	0	390	154	837	0
Cip2a	236.285714	273	0	0	0	390	154	837	0
Zfp558	236.0	342	0	0	0	320	223	767	0
Mbd3l1	236.0	342	0	0	0	320	223	767	0
Gtf2ird2	235.285714	184	0	0	0	305	291	867	0
Thada	235.0	218	0	0	0	390	211	826	0
Mars1	234.571429	224	0	0	0	328	326	764	0
Kpnb1	234.571429	303	0	0	0	269	118	952	0
Adora2b	234.428571	202	0	0	0	424	312	703	0
Them6	234.285714	272	0	0	0	144	119	1105	0
Crppa	234.285714	178	0	0	0	546	347	569	0
Rfc3	234.142857	151	0	0	0	676	372	440	0
Adrm1	234.142857	106	0	0	0	574	275	684	0
Zfp619	234.0	111	0	0	0	702	371	454	0
Stat1	233.857143	189	0	0	0	438	238	772	0
Atp6v0e2	233.857143	0	0	0	0	657	270	710	0
Prdm4	233.714286	144	0	0	0	670	234	588	0
Zfp626	233.571429	191	0	0	0	383	271	790	0
Taok3	233.428571	187	0	0	0	469	426	552	0
Taf10	233.428571	229	0	0	0	458	154	793	0
Suds3	233.428571	187	0	0	0	469	426	552	0
Heatr5a	233.428571	0	0	0	0	660	561	413	0
Grap2	233.285714	191	0	0	0	760	188	494	0
Cep164	233.285714	152	0	0	0	381	334	766	0
Aox4	233.0	0	0	0	0	0	0	1631	0
Abraxas2	232.857143	149	0	0	0	298	379	804	0
Rexo5	232.714286	130	0	0	0	423	195	881	0
Lmnb2	232.714286	78	0	0	0	428	447	676	0
Eri2	232.714286	130	0	0	0	423	195	881	0
Hjurp	232.571429	179	0	0	0	446	195	808	0
Gfm1	232.571429	179	0	0	0	317	360	772	0
A730008H23Rik	232.571429	179	0	0	0	446	195	808	0
Adgre5	232.428571	180	0	0	0	253	413	781	0
Alox15	232.285714	109	0	0	0	743	209	565	0
Tedc1	232.142857	155	0	0	0	397	253	820	0
Syne4	232.142857	0	0	0	0	941	165	519	0
Dgcr8	232.142857	208	0	0	0	158	394	865	0
Crip1	232.142857	155	0	0	0	397	253	820	0
Klhdc8b	231.857143	147	0	0	0	668	286	522	0
Ccdc71	231.857143	147	0	0	0	668	286	522	0
Trim16	231.714286	0	0	0	0	609	314	699	0
Ncoa4	231.714286	134	0	0	0	393	269	826	0
Tgif1	231.571429	0	0	0	0	766	335	520	0
Wdr82	231.428571	111	0	0	0	303	273	933	0
Inafm1	231.285714	183	0	0	0	446	249	741	0
Abr	231.285714	172	0	0	0	633	174	640	0
Anapc15	231.142857	238	0	0	0	214	214	952	0
Pik3r1	231.0	305	0	0	0	347	173	792	0
Man2b2	230.857143	167	0	0	0	380	387	682	0
Vps35l	230.714286	264	0	0	0	273	165	913	0
Gpi1	230.714286	146	0	0	0	488	277	704	0
Prpf38a	230.571429	200	0	0	0	401	225	788	0
Orc1	230.571429	200	0	0	0	401	225	788	0
Heatr1	230.285714	0	0	0	0	378	262	972	0
Sash1	230.142857	206	0	0	0	574	232	599	0
Ablim2	230.142857	295	0	0	0	336	292	688	0
Cyp19a1	229.571429	0	0	0	0	750	273	584	0
Nol7	229.285714	309	0	0	0	170	166	960	0
Zfp36	229.142857	267	0	0	0	423	237	677	0
Plekhg2	229.142857	267	0	0	0	423	237	677	0
Dhx36	228.857143	130	0	0	0	366	353	753	0
Kti12	228.714286	192	0	0	0	498	168	743	0
Itgb1	228.714286	100	0	0	0	465	323	713	0
Zfp874b	228.571429	210	0	0	0	454	312	624	0
Setd2	228.571429	174	0	0	0	523	262	641	0
Asxl2	228.428571	110	0	0	0	632	268	589	0
Zfp60	228.285714	205	0	0	0	299	323	771	0
Nxpe4	228.285714	0	0	0	0	668	177	753	0
Mrps35	228.142857	99	0	0	0	422	413	663	0
Sass6	228.0	244	0	0	0	393	174	785	0
Prelp	227.857143	124	0	0	0	439	347	685	0
Ergic2	227.714286	123	0	0	0	461	381	629	0
Rtf2	227.571429	198	0	0	0	385	319	691	0
AU041133	227.428571	302	0	0	0	168	100	1022	0
2310061I04Rik	227.428571	198	0	0	0	343	313	738	0
Phospho2	227.0	189	0	0	0	499	224	677	0
Ccdc173	227.0	189	0	0	0	499	224	677	0
Pank3	226.857143	247	0	0	0	161	244	936	0
Tbc1d8b	226.714286	0	0	0	0	290	450	847	0
Pnpla8	226.714286	308	0	0	0	203	110	966	0
Ttc37	226.428571	0	0	0	0	426	394	765	0
Plcb2	226.428571	0	0	0	0	900	132	553	0
Arsk	226.428571	0	0	0	0	426	394	765	0
Foxp4	226.142857	150	0	0	0	819	223	391	0
Rsl1d1	226.0	175	0	0	0	394	350	663	0
Rpain	225.714286	187	0	0	0	219	217	957	0
Ctnnbl1	225.714286	86	0	0	0	427	186	881	0
Prmt6	225.285714	122	0	0	0	303	472	680	0
Zfp7	225.142857	245	0	0	0	477	192	662	0
Dph6	224.857143	211	0	0	0	265	165	933	0
Dennd6b	224.857143	177	0	0	0	333	305	759	0
Rasa3	224.714286	273	0	0	0	403	219	678	0
Arih2	224.714286	206	0	0	0	355	162	850	0
Timm10b	224.285714	274	0	0	0	269	124	903	0
Rgma	224.285714	150	0	0	0	484	329	607	0
Qsox1	224.285714	0	0	0	0	506	321	743	0
Psmc3ip	224.285714	268	0	0	0	233	102	967	0
Arfip2	224.285714	274	0	0	0	269	124	903	0
Dtd1	224.142857	187	0	0	0	499	223	660	0
Dlgap3	224.142857	151	0	0	0	552	253	613	0
Trip10	224.0	225	0	0	0	297	260	786	0
Pex2	224.0	136	0	0	0	440	262	730	0
Nsrp1	224.0	215	0	0	0	386	228	739	0
Gpr108	224.0	225	0	0	0	297	260	786	0
Cdh7	223.857143	121	0	0	0	343	340	763	0
BC024063	223.857143	0	0	0	0	478	429	660	0
