Target_genes	Egr2|Average	SRX270569|CD4+_T_cells	SRX270570|CD4+_T_cells	SRX6491107|CD8+_T_cells	SRX122432|Dendritic_Cells	SRX122433|Dendritic_Cells	SRX122434|Dendritic_Cells	SRX122435|Dendritic_Cells	SRX8379010|Macrophages	SRX8379011|Macrophages	SRX8379012|Macrophages	SRX8379013|Macrophages	SRX8379014|Macrophages	SRX8379015|Macrophages	SRX9311757|Macrophages	SRX9311758|Macrophages	SRX9311759|Macrophages	SRX9311760|Macrophages	SRX9311761|Macrophages	SRX9311762|Macrophages	SRX9311763|Macrophages	SRX9311764|Macrophages	SRX9311765|Macrophages	SRX9311766|Macrophages	SRX9311767|Macrophages	SRX9311768|Macrophages	SRX9311769|Macrophages	SRX9311770|Macrophages	SRX9311771|Macrophages	SRX9311772|Macrophages	SRX9311773|Macrophages	SRX9311774|Macrophages	SRX9311775|Macrophages	SRX9311776|Macrophages	SRX9311777|Macrophages	SRX9311778|Macrophages	SRX9311779|Macrophages	SRX9311780|Macrophages	SRX110637|Natural_Killer_T-Cells	SRX110636|Thymocytes	SRX329255|T_cells	SRX329256|T_cells	SRX329257|T_cells	STRING
Bmt2	208.642857	1074	1352	0	0	0	0	0	0	0	0	0	106	157	453	237	196	307	222	622	936	300	294	0	751	0	194	0	855	0	0	0	144	0	0	0	411	152	0	0	0	0	0	0
Rad51c	208.619048	1445	966	0	0	0	0	0	0	0	0	0	161	0	819	212	137	373	141	714	1127	415	325	0	542	0	145	0	536	0	0	0	199	0	0	0	505	0	0	0	0	0	0	0
Zcwpw1	208.52381	808	514	0	0	0	0	0	0	0	0	0	0	0	790	326	230	562	165	899	1598	493	519	0	503	0	169	0	485	0	0	0	0	0	194	0	377	126	0	0	0	0	0	0
Mepce	208.52381	808	514	0	0	0	0	0	0	0	0	0	0	0	790	326	230	562	165	899	1598	493	519	0	503	0	169	0	485	0	0	0	0	0	194	0	377	126	0	0	0	0	0	0
Ndufs2	208.452381	914	791	0	0	0	0	0	0	0	0	0	136	130	828	401	173	398	210	605	1418	564	304	0	360	0	213	0	495	0	0	0	85	0	97	0	521	112	0	0	0	0	0	0
Adamts4	208.452381	914	791	0	0	0	0	0	0	0	0	0	136	130	828	401	173	398	210	605	1418	564	304	0	360	0	213	0	495	0	0	0	85	0	97	0	521	112	0	0	0	0	0	0
Tsen15	208.428571	1038	658	0	0	0	0	0	0	0	161	0	168	0	320	261	62	320	181	712	916	458	324	0	906	0	246	0	962	0	0	0	135	0	126	0	620	180	0	0	0	0	0	0
Exd1	208.404762	1217	1385	0	0	0	0	0	0	0	0	0	201	0	699	353	150	423	106	741	1066	453	247	0	482	0	265	0	427	0	0	0	139	0	0	0	399	0	0	0	0	0	0	0
Chp1	208.404762	1217	1385	0	0	0	0	0	0	0	0	0	201	0	699	353	150	423	106	741	1066	453	247	0	482	0	265	0	427	0	0	0	139	0	0	0	399	0	0	0	0	0	0	0
Tmem177	208.357143	1912	1531	0	0	0	0	0	0	0	0	0	0	0	357	228	0	308	177	774	723	300	512	0	643	0	369	0	350	0	0	0	143	0	0	0	424	0	0	0	0	0	0	0
Hsf2	208.142857	799	761	0	0	0	0	0	0	0	0	0	0	0	620	379	102	370	184	816	1620	630	327	0	607	0	140	0	622	0	0	0	0	0	0	0	606	159	0	0	0	0	0	0
Acvr1b	208.095238	228	0	0	0	0	0	0	0	0	147	0	265	261	785	468	176	630	220	979	1209	479	368	0	498	145	332	0	361	0	0	0	176	0	228	0	583	202	0	0	0	0	0	0
Galnt6	207.904762	324	0	0	0	0	0	0	0	0	0	0	268	0	882	470	275	936	239	1424	1534	1035	215	0	306	0	230	0	402	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0
Slc30a5	207.809524	1662	1646	0	0	0	0	0	0	0	108	0	125	0	606	279	126	304	254	788	1158	423	194	0	371	0	103	0	326	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0
Nphp4	207.785714	2351	1493	0	0	0	0	0	0	0	191	0	207	127	378	301	0	137	107	436	502	198	329	0	445	0	333	0	434	0	0	0	100	0	177	0	481	0	0	0	0	0	0	0
Kcnab2	207.785714	2351	1493	0	0	0	0	0	0	0	191	0	207	127	378	301	0	137	107	436	502	198	329	0	445	0	333	0	434	0	0	0	100	0	177	0	481	0	0	0	0	0	0	0
Plcb3	207.761905	686	523	0	0	0	0	0	0	0	0	0	191	0	788	403	0	287	195	234	1507	513	371	0	862	0	325	0	715	0	0	0	161	0	168	0	604	193	0	0	0	0	0	0
Zscan10	207.738095	1545	1429	0	0	0	0	0	0	0	0	0	0	256	368	126	82	131	168	764	789	210	210	0	416	0	198	0	686	0	0	0	329	0	0	0	840	178	0	0	0	0	0	0
Zfp13	207.738095	1545	1429	0	0	0	0	0	0	0	0	0	0	256	368	126	82	131	168	764	789	210	210	0	416	0	198	0	686	0	0	0	329	0	0	0	840	178	0	0	0	0	0	0
Sgsm3	207.738095	896	1060	0	0	0	0	0	0	0	200	0	457	86	459	337	170	258	368	245	1124	538	441	0	784	0	357	0	699	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0
Klhdc8b	207.714286	1749	973	0	0	0	0	0	0	0	0	0	180	148	894	257	200	279	227	804	1084	300	223	0	535	0	238	0	270	0	0	0	128	0	0	0	235	0	0	0	0	0	0	0
Ccdc71	207.714286	1749	973	0	0	0	0	0	0	0	0	0	180	148	894	257	200	279	227	804	1084	300	223	0	535	0	238	0	270	0	0	0	128	0	0	0	235	0	0	0	0	0	0	0
Vpreb1	207.619048	1810	2032	0	0	0	0	0	0	0	0	0	102	0	294	107	210	0	284	554	673	301	304	0	582	0	235	0	467	0	0	0	117	0	173	0	475	0	0	0	0	0	0	0
Top3b	207.619048	1810	2032	0	0	0	0	0	0	0	0	0	102	0	294	107	210	0	284	554	673	301	304	0	582	0	235	0	467	0	0	0	117	0	173	0	475	0	0	0	0	0	0	0
Zfp512b	207.47619	146	184	0	0	0	0	0	0	0	0	0	262	242	541	127	0	158	213	1010	1562	430	585	114	1097	213	469	0	1194	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0
Klc3	207.47619	1753	1348	0	0	0	0	0	0	0	0	0	0	0	438	347	0	485	141	899	872	485	501	0	443	0	222	0	332	0	0	0	202	0	0	0	246	0	0	0	0	0	0	0
Smap2	207.452381	1022	1152	0	0	0	0	0	0	0	0	0	190	256	393	233	146	301	208	637	1048	337	450	0	675	0	251	0	760	0	0	0	0	0	0	0	654	0	0	0	0	0	0	0
Trim44	207.380952	1445	1245	0	0	0	0	0	0	0	0	0	145	0	376	162	0	193	134	674	958	362	325	0	594	0	169	0	721	0	0	0	278	0	0	0	685	140	0	0	0	0	104	0
Lat	207.380952	1290	1204	0	0	0	0	0	0	0	0	0	0	206	147	199	0	141	110	584	839	201	219	0	740	0	124	0	812	0	0	0	230	0	153	0	1321	190	0	0	0	0	0	0
Pole2	207.357143	765	581	0	0	0	0	0	0	0	0	0	110	118	882	434	154	490	223	884	1545	437	305	0	481	0	204	0	468	0	0	0	0	0	0	0	504	124	0	0	0	0	0	0
Cmtm7	207.357143	756	680	0	0	0	0	0	0	0	0	0	172	136	501	569	326	543	406	937	840	503	190	0	422	0	230	0	439	0	0	0	135	0	158	0	600	166	0	0	0	0	0	0
Sf3b4	207.285714	1009	703	0	0	0	0	0	0	0	0	0	163	252	381	254	0	265	158	1087	1103	514	498	0	872	0	222	0	723	0	0	0	185	0	0	0	317	0	0	0	0	0	0	0
Nudt3	207.214286	338	896	0	0	0	0	0	0	0	0	0	264	107	558	324	129	154	231	142	886	480	365	0	1110	0	350	0	788	0	0	0	179	0	202	0	1040	160	0	0	0	0	0	0
Bub1b	207.166667	877	851	0	0	0	0	0	0	0	0	0	107	0	439	222	0	355	0	587	1182	340	961	0	943	0	339	0	739	0	0	0	0	0	159	0	600	0	0	0	0	0	0	0
Tbc1d10c	207.095238	192	276	0	0	0	0	0	0	0	0	0	125	0	569	405	288	568	377	989	834	693	393	0	851	0	409	0	755	0	0	0	133	0	189	0	652	0	0	0	0	0	0	0
Ppp1ca	207.095238	192	276	0	0	0	0	0	0	0	0	0	125	0	569	405	288	568	377	989	834	693	393	0	851	0	409	0	755	0	0	0	133	0	189	0	652	0	0	0	0	0	0	0
Rbm25	207.047619	1052	599	111	0	0	0	0	0	0	0	0	67	147	808	388	279	370	228	933	1641	437	220	0	374	0	262	0	279	0	0	0	160	0	0	0	341	0	0	0	0	0	0	0
Rbm26	207.0	499	534	0	0	0	0	0	0	0	81	0	151	0	215	283	99	0	124	115	669	434	389	131	1247	218	674	0	1240	0	0	0	177	0	216	0	981	217	0	0	0	0	0	0
Chsy3	206.97619	0	0	0	0	0	0	0	0	0	0	0	106	0	486	357	83	426	231	807	1115	670	544	0	980	0	260	0	915	0	0	0	209	0	0	0	1223	281	0	0	0	0	0	0
Larp4b	206.904762	756	1390	0	0	0	0	0	0	0	0	0	0	0	569	361	135	257	230	632	1196	362	316	0	493	0	383	0	758	0	0	0	130	0	94	0	628	0	0	0	0	0	0	0
Ppfibp2	206.833333	0	0	0	0	0	0	0	0	0	0	0	135	0	902	492	0	635	194	1303	1444	634	305	192	524	261	195	0	495	0	0	0	89	0	91	0	666	130	0	0	0	0	0	0
Zbtb8a	206.785714	1049	688	0	0	0	0	0	0	0	0	0	181	0	586	194	160	309	355	783	1040	281	560	0	673	0	347	0	596	0	0	0	0	0	179	0	605	99	0	0	0	0	0	0
Med18	206.761905	1687	1564	0	0	0	173	0	0	0	146	0	207	0	392	161	158	223	134	526	648	206	293	0	509	0	321	0	473	0	0	0	106	0	223	0	415	119	0	0	0	0	0	0
Gnb1	206.738095	373	700	0	0	0	0	0	0	0	0	0	0	102	191	159	0	0	0	413	743	495	333	0	1479	131	531	0	1425	0	0	0	0	0	115	0	1229	264	0	0	0	0	0	0
Csdc2	206.738095	1272	385	0	0	0	0	0	0	0	0	0	181	178	260	139	0	211	210	791	1465	547	352	0	823	0	295	0	681	0	0	0	155	0	0	0	588	150	0	0	0	0	0	0
Unc13a	206.642857	2322	2276	0	0	0	0	0	0	0	0	0	110	0	481	249	0	270	0	436	865	347	312	0	318	0	0	0	307	0	0	0	140	0	0	0	246	0	0	0	0	0	0	0
9530068E07Rik	206.571429	1739	1325	0	0	0	0	0	0	0	133	0	130	0	698	259	165	376	148	470	969	281	528	0	441	0	218	0	416	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0
Lgals8	206.261905	506	297	0	0	0	0	0	0	0	0	0	0	0	685	334	0	479	0	1009	1459	534	185	150	470	186	147	0	575	0	0	0	173	0	501	0	820	153	0	0	0	0	0	0
Mrm1	206.166667	1142	1050	0	0	0	0	0	0	0	0	0	116	149	544	242	0	331	114	888	890	485	349	0	406	0	205	0	520	0	0	0	159	73	162	0	647	187	0	0	0	0	0	0
H2ax	206.119048	2278	1426	0	0	0	0	0	0	0	85	0	109	0	563	318	96	427	117	724	893	299	272	0	216	0	120	0	183	0	0	0	95	0	122	0	314	0	0	0	0	0	0	0
Slc25a24	206.047619	739	1063	0	0	0	0	0	0	0	110	0	326	0	178	130	117	239	152	632	586	408	419	0	792	0	313	0	887	0	0	0	136	0	132	0	1013	282	0	0	0	0	0	0
Slc41a2	206.0	738	708	0	0	0	0	0	0	0	0	0	193	86	517	430	224	553	206	843	1201	333	427	0	528	0	203	0	673	0	0	0	0	0	116	0	533	140	0	0	0	0	0	0
Mia3	205.97619	1123	1598	0	0	0	0	0	0	0	0	0	207	156	423	208	0	187	0	209	1315	496	252	0	583	0	185	0	786	0	0	0	0	0	142	0	659	122	0	0	0	0	0	0
Ttll4	205.952381	919	1032	0	0	0	0	0	0	0	0	0	171	160	537	246	0	298	245	699	1193	295	227	0	689	0	278	0	681	0	0	0	129	0	0	0	675	176	0	0	0	0	0	0
Ralgapa2	205.880952	233	585	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	474	829	1366	337	131	0	703	0	708	0	1172	0	0	0	381	0	0	0	673	393	0	0	0	0	0	0
Fh1	205.857143	1453	1320	0	0	0	0	0	0	0	0	0	193	0	593	489	205	491	240	986	789	439	265	0	154	0	95	0	241	0	0	0	0	0	116	0	421	156	0	0	0	0	0	0
Akt2	205.809524	773	298	0	0	0	0	0	0	0	0	0	233	154	522	182	0	177	188	1099	1378	395	399	0	662	0	338	0	637	0	0	0	0	0	0	0	772	276	0	0	0	0	161	0
Zbtb8os	205.785714	1053	1212	0	0	0	0	0	0	0	0	0	129	0	542	183	0	371	195	801	1214	479	313	0	350	0	249	0	474	0	0	0	166	0	0	0	800	112	0	0	0	0	0	0
Rbbp4	205.785714	1053	1212	0	0	0	0	0	0	0	0	0	129	0	542	183	0	371	195	801	1214	479	313	0	350	0	249	0	474	0	0	0	166	0	0	0	800	112	0	0	0	0	0	0
Ano6	205.761905	655	1194	0	0	0	0	0	0	0	0	0	0	337	752	372	143	441	258	650	1269	467	209	0	495	0	238	0	503	0	0	0	0	0	138	0	521	0	0	0	0	0	0	0
Senp1	205.738095	1164	918	0	0	0	0	0	0	0	0	0	83	0	619	175	110	222	282	764	1385	334	377	0	562	0	300	0	446	0	0	0	0	0	0	0	724	176	0	0	0	0	0	0
Pfkm	205.738095	1164	918	0	0	0	0	0	0	0	0	0	83	0	619	175	110	222	282	764	1385	334	377	0	562	0	300	0	446	0	0	0	0	0	0	0	724	176	0	0	0	0	0	0
Bptf	205.642857	550	521	0	0	0	0	0	0	0	0	0	91	275	437	796	198	175	0	214	809	727	329	173	841	0	407	0	493	0	131	0	212	0	355	0	774	129	0	0	0	0	0	0
Tasor	205.595238	1351	1674	0	0	0	0	0	0	0	0	0	219	0	334	139	115	267	142	569	726	219	348	0	807	0	424	0	809	0	0	0	150	0	0	0	342	0	0	0	0	0	0	0
Bin3	205.5	1401	865	0	0	0	0	0	0	0	0	0	0	131	430	182	0	270	0	1107	1462	562	237	0	664	0	204	0	892	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0
Prkn	205.47619	820	844	0	0	0	0	0	0	0	0	0	135	151	282	140	212	264	207	701	1232	368	359	0	829	0	248	0	783	0	0	0	195	0	0	0	860	0	0	0	0	0	0	0
Pacrg	205.47619	820	844	0	0	0	0	0	0	0	0	0	135	151	282	140	212	264	207	701	1232	368	359	0	829	0	248	0	783	0	0	0	195	0	0	0	860	0	0	0	0	0	0	0
Cycs	205.47619	1343	1018	0	0	0	0	0	0	0	120	0	131	0	166	208	163	164	282	640	460	326	349	0	823	0	383	0	1002	0	0	0	114	0	249	0	545	144	0	0	0	0	0	0
Mphosph10	205.261905	653	1151	0	0	0	0	0	0	0	0	0	229	96	449	247	116	416	260	815	899	581	500	0	574	0	255	0	541	0	0	0	214	0	0	0	448	177	0	0	0	0	0	0
Mcee	205.261905	653	1151	0	0	0	0	0	0	0	0	0	229	96	449	247	116	416	260	815	899	581	500	0	574	0	255	0	541	0	0	0	214	0	0	0	448	177	0	0	0	0	0	0
Soat1	205.238095	800	1223	0	0	0	0	0	0	0	0	0	141	0	454	234	160	420	133	657	867	466	372	0	643	0	288	0	567	0	0	0	305	0	157	0	605	128	0	0	0	0	0	0
Sapcd2	205.142857	1371	1295	0	0	0	0	0	0	0	0	0	151	0	413	145	136	383	117	939	951	433	274	0	465	0	0	0	794	0	0	0	130	0	0	0	619	0	0	0	0	0	0	0
Slc30a6	205.119048	2085	1498	0	0	0	0	0	0	0	0	0	164	0	518	202	138	435	0	802	880	433	274	0	310	0	164	0	200	0	0	0	121	0	131	0	260	0	0	0	0	0	0	0
Pcbp1	205.095238	1272	1086	113	0	0	0	0	0	0	0	0	0	0	332	136	0	235	219	966	671	279	493	0	815	295	305	0	755	0	0	0	0	0	0	0	475	167	0	0	0	0	0	0
Zfp964	205.071429	2272	1859	0	0	0	0	0	0	0	0	0	162	0	293	161	0	253	88	482	321	409	432	0	626	0	174	0	672	0	0	0	143	0	0	0	266	0	0	0	0	0	0	0
Zbtb45	205.071429	2139	1520	0	0	0	0	0	0	0	100	0	173	0	225	153	216	262	148	613	413	277	382	0	496	0	309	0	594	0	0	0	190	0	0	0	403	0	0	0	0	0	0	0
Yipf1	204.952381	1500	672	0	0	0	0	0	0	0	0	0	0	121	693	262	0	453	189	1128	1617	449	209	0	419	0	214	0	418	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0
Ppfia1	204.690476	1576	1835	0	0	0	0	0	0	0	0	0	0	0	455	397	0	324	161	470	1223	423	377	0	326	0	172	0	365	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0
Pten	204.619048	1627	972	0	0	0	0	0	0	0	0	0	0	0	535	261	117	282	130	432	1116	549	183	0	495	0	192	0	614	0	0	0	0	0	124	0	841	124	0	0	0	0	0	0
Rgp1	204.547619	1211	1699	0	0	0	0	0	0	0	0	0	249	0	583	371	157	413	194	508	952	546	255	0	387	0	123	0	680	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0
Gba2	204.547619	1211	1699	0	0	0	0	0	0	0	0	0	249	0	583	371	157	413	194	508	952	546	255	0	387	0	123	0	680	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0
Pds5b	204.52381	797	1141	0	0	0	0	0	0	0	0	0	0	0	164	0	0	83	106	474	414	272	193	0	681	0	596	0	1603	0	147	0	434	0	128	0	1231	126	0	0	0	0	0	0
Tas1r1	204.5	831	1140	0	0	0	0	0	0	0	214	0	309	0	536	198	0	284	152	461	986	296	307	0	778	0	308	0	833	0	0	0	247	0	113	0	596	0	0	0	0	0	0	0
Nol9	204.5	831	1140	0	0	0	0	0	0	0	214	0	309	0	536	198	0	284	152	461	986	296	307	0	778	0	308	0	833	0	0	0	247	0	113	0	596	0	0	0	0	0	0	0
Hgs	204.47619	1715	1286	0	0	0	0	0	0	0	0	0	0	0	405	295	143	361	223	752	1277	342	232	0	444	0	217	0	378	0	0	0	166	0	0	0	352	0	0	0	0	0	0	0
Arl16	204.47619	1715	1286	0	0	0	0	0	0	0	0	0	0	0	405	295	143	361	223	752	1277	342	232	0	444	0	217	0	378	0	0	0	166	0	0	0	352	0	0	0	0	0	0	0
Ctbp2	204.404762	0	149	0	0	0	0	0	0	0	0	0	177	0	279	337	212	411	461	1181	516	461	625	0	976	165	419	0	812	0	0	0	315	0	224	0	865	0	0	0	0	0	0	0
Nemp1	204.333333	853	1551	0	0	0	0	0	0	0	0	0	0	0	506	232	140	425	243	696	1089	446	523	0	537	0	208	0	693	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0
Ly75	204.261905	816	1043	0	0	0	0	0	0	0	0	0	0	0	785	368	0	537	167	1270	1519	574	251	0	384	0	129	0	536	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0
Zbtb33	204.238095	1518	1259	0	0	0	0	0	0	0	122	0	199	0	398	187	160	265	254	563	917	377	310	0	623	158	307	0	400	0	0	0	144	0	102	0	315	0	0	0	0	0	0	0
Dgkg	204.214286	0	0	0	0	0	0	0	0	0	0	0	339	112	299	263	303	187	455	688	880	463	584	0	906	0	418	0	1168	0	0	0	115	0	205	0	1068	124	0	0	0	0	0	0
Zfp667	204.190476	819	650	0	0	0	0	0	0	0	130	0	148	133	758	276	181	462	234	1107	1044	548	334	0	567	0	327	0	286	0	0	0	112	0	173	0	287	0	0	0	0	0	0	0
Timm50	204.166667	2022	2017	0	0	0	0	0	0	0	0	0	95	0	306	197	128	133	0	572	977	398	293	0	508	0	166	0	382	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0
Pef1	204.095238	308	0	0	0	0	0	0	0	0	0	0	223	129	1031	579	0	716	135	1073	1363	547	232	0	381	0	242	0	590	0	0	0	201	0	109	0	532	181	0	0	0	0	0	0
D3Ertd751e	204.095238	1663	1858	0	0	0	0	0	0	0	0	0	0	0	515	162	0	346	0	671	1030	337	313	0	451	0	188	0	505	0	0	0	85	0	0	0	448	0	0	0	0	0	0	0
Cd74	204.095238	321	201	0	0	0	0	0	0	0	0	0	0	158	633	312	218	351	435	1224	1280	500	517	0	579	217	172	0	840	0	0	0	160	0	0	0	332	122	0	0	0	0	0	0
Yipf2	203.97619	1261	1180	0	0	0	0	0	0	0	0	0	142	0	537	198	158	320	288	826	1048	303	364	0	621	0	417	0	689	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0
Timm29	203.97619	1261	1180	0	0	0	0	0	0	0	0	0	142	0	537	198	158	320	288	826	1048	303	364	0	621	0	417	0	689	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0
Crcp	203.952381	963	1039	0	0	0	0	0	0	0	0	0	187	0	650	150	0	451	292	846	965	485	388	0	624	0	351	0	484	0	0	0	159	0	0	0	399	133	0	0	0	0	0	0
Ldb1	203.928571	670	644	0	0	0	0	0	0	0	0	0	111	312	582	283	145	237	233	628	1250	414	262	0	773	0	203	0	868	0	0	0	134	0	0	0	601	215	0	0	0	0	0	0
Ogfod3	203.833333	1601	1057	0	0	0	0	0	0	0	0	0	222	131	349	190	240	365	294	873	779	392	360	0	690	0	225	0	391	0	0	0	177	0	0	0	225	0	0	0	0	0	0	0
Hexdc	203.833333	1601	1057	0	0	0	0	0	0	0	0	0	222	131	349	190	240	365	294	873	779	392	360	0	690	0	225	0	391	0	0	0	177	0	0	0	225	0	0	0	0	0	0	0
Pacsin1	203.690476	815	615	0	0	0	0	0	0	0	0	0	156	0	615	310	247	603	272	649	820	375	583	0	508	0	355	0	730	0	0	0	146	0	212	0	544	0	0	0	0	0	0	0
Pou2f2	203.666667	1827	1217	0	0	0	0	0	0	0	0	0	179	0	370	253	89	235	126	670	1024	398	292	0	353	0	306	0	469	0	0	0	0	0	106	0	640	0	0	0	0	0	0	0
Slc27a6	203.642857	0	0	0	0	0	0	0	0	0	0	0	0	230	480	0	98	134	154	679	1432	433	505	0	770	0	327	0	966	0	0	0	295	0	327	0	1429	294	0	0	0	0	0	0
Fbxl20	203.571429	1135	881	0	0	0	0	0	0	0	0	0	124	0	597	319	143	476	232	836	1049	436	404	0	348	0	313	0	425	0	0	0	144	0	216	0	332	140	0	0	0	0	0	0
Gp1bb	203.47619	1067	1210	0	0	0	0	0	0	0	0	0	117	0	727	217	0	270	301	509	1282	336	268	0	702	0	235	0	633	0	0	0	0	0	0	0	514	158	0	0	0	0	0	0
Smc5	203.428571	978	987	0	0	0	0	0	0	0	0	0	0	0	555	329	176	477	227	481	1216	554	396	0	828	0	253	0	531	0	0	0	185	0	0	0	371	0	0	0	0	0	0	0
Map3k10	203.261905	710	820	0	0	0	0	0	0	0	0	0	207	160	364	250	183	260	95	736	826	361	381	0	654	0	548	0	673	0	98	0	174	0	194	0	736	107	0	0	0	0	0	0
Emilin2	203.261905	0	0	0	0	0	0	0	0	0	0	0	233	158	656	419	230	487	318	820	1183	489	586	0	873	0	383	0	465	0	0	0	299	0	148	0	622	168	0	0	0	0	0	0
Ube2d1	203.190476	529	585	0	0	0	0	0	0	0	0	0	112	137	609	261	0	322	181	647	1242	491	341	0	881	0	372	0	936	0	0	0	141	0	130	0	617	0	0	0	0	0	0	0
Pigbos1	203.190476	1362	1238	0	0	0	0	0	0	0	0	0	143	0	340	110	0	175	174	711	693	217	341	0	475	0	258	0	574	0	0	0	130	0	185	0	1031	377	0	0	0	0	0	0
Pigb	203.190476	1362	1238	0	0	0	0	0	0	0	0	0	143	0	340	110	0	175	174	711	693	217	341	0	475	0	258	0	574	0	0	0	130	0	185	0	1031	377	0	0	0	0	0	0
Cxcl2	203.190476	0	0	0	0	0	0	0	0	0	0	0	296	0	531	317	139	365	272	1155	1182	568	557	0	952	0	429	0	869	134	135	0	228	0	0	0	220	185	0	0	0	0	0	0
Purb	203.119048	589	572	0	0	0	0	0	0	0	0	0	169	0	537	454	0	139	182	148	1067	663	356	0	983	126	205	0	936	0	0	0	190	0	0	0	959	256	0	0	0	0	0	0
Jak3	203.119048	2322	2276	0	0	0	0	0	0	0	0	0	110	0	481	249	0	219	0	339	865	347	312	0	318	0	0	0	307	0	0	0	140	0	0	0	246	0	0	0	0	0	0	0
Rexo2	203.071429	1341	1514	0	0	0	0	0	0	0	0	0	217	0	425	341	0	201	214	402	744	198	412	0	670	0	443	0	719	0	0	0	201	0	94	0	393	0	0	0	0	0	0	0
Akr1e1	203.047619	0	0	0	0	0	0	0	0	0	0	0	187	0	1211	404	129	956	162	1569	1522	577	520	0	548	0	0	0	144	0	0	0	0	0	0	0	409	190	0	0	0	0	0	0
Tecpr1	203.02381	1073	929	0	0	0	0	0	0	0	0	0	85	0	828	388	128	292	451	583	1210	419	317	0	602	0	134	0	630	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0
Atp6v0c	202.928571	1142	759	0	0	0	0	0	0	0	0	0	101	0	602	292	93	370	352	994	832	404	415	0	709	0	146	0	315	0	0	0	72	98	0	0	687	140	0	0	0	0	0	0
Dusp23	202.809524	1173	810	0	0	0	0	0	0	0	0	0	235	112	272	239	142	390	291	963	789	471	265	0	514	0	217	0	689	0	0	0	177	0	71	0	698	0	0	0	0	0	0	0
BC028528	202.761905	883	725	0	0	0	0	0	0	0	0	0	140	248	474	322	154	358	224	783	771	370	454	198	680	0	373	0	539	0	0	0	167	0	0	0	653	0	0	0	0	0	0	0
Aph1a	202.761905	883	725	0	0	0	0	0	0	0	0	0	140	248	474	322	154	358	224	783	771	370	454	198	680	0	373	0	539	0	0	0	167	0	0	0	653	0	0	0	0	0	0	0
Dnpep	202.642857	1478	1576	0	0	0	0	0	0	0	0	0	125	0	735	238	0	455	141	638	1180	299	474	0	299	0	114	0	270	0	101	0	0	0	123	0	265	0	0	0	0	0	0	0
Ttyh3	202.595238	212	314	0	0	0	0	0	0	0	0	0	0	0	282	419	131	302	175	604	873	759	545	0	1095	0	376	0	848	0	102	0	247	0	138	0	857	230	0	0	0	0	0	0
Hexim1	202.52381	647	571	0	0	0	0	0	0	0	0	0	171	0	369	271	188	300	238	861	734	170	415	97	695	0	398	0	746	0	92	0	180	0	129	0	1046	188	0	0	0	0	0	0
Gpd1l	202.261905	570	340	0	0	0	0	0	0	0	0	0	300	213	530	260	135	407	296	881	995	488	433	0	705	0	241	0	679	0	0	0	135	0	0	0	697	190	0	0	0	0	0	0
Ufm1	202.166667	1762	1417	0	0	0	0	0	0	0	0	0	186	124	451	297	190	267	172	621	663	278	368	0	444	0	253	0	373	0	0	0	0	0	122	0	503	0	0	0	0	0	0	0
Prss22	202.047619	1988	1357	0	0	0	0	0	0	0	0	0	0	161	221	255	149	293	167	1106	556	530	352	0	421	0	180	0	342	0	0	0	118	0	0	0	290	0	0	0	0	0	0	0
Npepps	202.02381	352	368	0	0	0	0	0	0	0	0	0	254	100	0	286	0	0	179	333	350	748	429	125	1340	119	447	0	1348	0	0	0	316	0	155	0	1081	155	0	0	0	0	0	0
Rnf5	201.928571	840	678	0	0	0	0	0	0	0	0	0	153	0	577	322	190	406	219	877	842	416	380	0	535	0	227	0	525	0	0	0	192	0	100	0	776	226	0	0	0	0	0	0
Agpat1	201.928571	840	678	0	0	0	0	0	0	0	0	0	153	0	577	322	190	406	219	877	842	416	380	0	535	0	227	0	525	0	0	0	192	0	100	0	776	226	0	0	0	0	0	0
Golph3	201.880952	534	1531	0	0	0	0	0	0	0	0	0	99	69	481	259	118	253	291	255	971	409	396	0	825	93	293	0	576	0	0	0	135	0	108	0	641	142	0	0	0	0	0	0
Jmjd1c	201.833333	796	1423	0	0	0	0	0	0	0	124	0	340	0	239	284	0	180	158	315	662	231	465	0	1033	0	349	0	868	0	0	0	163	0	117	0	635	95	0	0	0	0	0	0
Wac	201.809524	1086	1301	0	0	0	0	0	0	0	104	0	150	0	305	272	156	238	151	631	821	415	351	0	560	0	276	0	569	0	0	0	124	0	220	0	546	200	0	0	0	0	0	0
