Target_genes	Elf1|Average	SRX184866|CD4+_T_cells	SRX6783984|CH12	SRX6783985|CH12	SRX12734917|Granulocyte-Macrophage_Progenitor_Cells	SRX12734918|Granulocyte-Macrophage_Progenitor_Cells	SRX12734919|Granulocyte-Macrophage_Progenitor_Cells	SRX12734920|Granulocyte-Macrophage_Progenitor_Cells	SRX12734921|Granulocyte-Macrophage_Progenitor_Cells	SRX12734922|Granulocyte-Macrophage_Progenitor_Cells	SRX2242846|Macrophages	SRX6783941|MEL	SRX6783942|MEL	SRX184865|Treg	DRX285483|Unclassified	DRX285485|Unclassified	STRING
Zbtb40	423.8	283	964	1241	232	434	419	263	158	321	1214	376	452	0	0	0	0
Zbtb7a	423.733333	369	833	1009	158	187	527	201	105	258	1362	474	715	158	0	0	0
Psmc3	423.733333	806	630	1100	152	212	370	201	0	256	1243	404	666	316	0	0	0
Smim11	423.6	216	921	1243	274	368	479	216	0	275	964	796	602	0	0	0	0
Smap2	423.466667	358	652	974	299	486	637	459	169	556	920	368	331	143	0	0	0
Rad9a	423.333333	331	343	728	559	591	983	482	406	941	374	159	337	116	0	0	0
Phf5a	423.333333	239	444	695	496	620	833	639	386	675	368	230	570	155	0	0	0
Aco2	423.333333	239	444	695	496	620	833	639	386	675	368	230	570	155	0	0	0
Dcp2	423.266667	319	965	1230	166	378	356	307	0	478	791	625	627	107	0	0	0
Zfp26	423.066667	203	815	1144	195	166	279	0	93	269	734	1055	1255	138	0	0	0
Pola1	422.8	375	893	1017	150	135	430	244	0	233	1256	809	647	153	0	0	0
Plekhg2	422.733333	342	1314	1765	190	218	343	303	124	351	439	250	500	202	0	0	0
Ift88	422.666667	290	932	1230	216	389	477	315	111	355	1029	451	545	0	0	0	0
Ptpn6	422.6	740	815	723	302	238	439	182	105	181	1025	299	696	594	0	0	0
Crk	422.533333	183	316	603	456	767	851	827	315	948	575	227	270	0	0	0	0
Tor4a	422.466667	219	976	1092	230	310	523	340	0	235	841	603	852	116	0	0	0
Gtf2a1	422.466667	168	330	469	671	607	1030	644	388	974	466	179	284	127	0	0	0
Larp4	422.2	146	660	880	378	533	737	417	185	657	792	481	467	0	0	0	0
Pde6a	421.8	0	1504	1782	0	0	0	0	0	0	1978	383	680	0	0	0	0
Entpd6	421.8	886	615	678	306	419	695	352	0	476	1340	129	73	358	0	0	0
Ndufs8	421.6	602	774	909	155	295	437	291	0	337	916	591	705	312	0	0	0
Wdr78	421.533333	395	820	922	261	382	635	413	277	712	594	324	406	182	0	0	0
Mier1	421.533333	395	820	922	261	382	635	413	277	712	594	324	406	182	0	0	0
Cntrl	421.533333	247	895	1248	206	394	635	297	0	432	1152	302	390	125	0	0	0
Nampt	421.333333	0	110	147	684	1085	1251	1029	460	1230	229	95	0	0	0	0	0
Cep120	421.133333	372	777	875	216	281	298	281	148	422	1103	561	668	315	0	0	0
Slc30a5	421.066667	262	667	582	571	844	960	597	323	842	324	180	164	0	0	0	0
Samd8	421.066667	437	530	680	404	431	1026	575	266	513	441	314	543	156	0	0	0
Dusp13	421.066667	437	530	680	404	431	1026	575	266	513	441	314	543	156	0	0	0
Ddx56	421.066667	149	785	790	486	641	725	380	169	688	579	439	485	0	0	0	0
Lnpep	420.866667	298	393	723	560	410	953	527	363	913	507	176	309	181	0	0	0
Trappc5	420.733333	355	764	902	306	412	670	340	196	587	685	531	563	0	0	0	0
Gm38396	420.733333	250	1138	1411	185	0	207	75	0	205	1506	567	547	220	0	0	0
Fcor	420.733333	355	764	902	306	412	670	340	196	587	685	531	563	0	0	0	0
Taf9	420.6	587	448	565	343	554	634	533	159	627	899	196	504	260	0	0	0
Rad17	420.6	587	448	565	343	554	634	533	159	627	899	196	504	260	0	0	0
Mrpl39	420.6	159	1181	1446	375	346	345	376	200	386	510	354	631	0	0	0	0
Ak6	420.6	587	448	565	343	554	634	533	159	627	899	196	504	260	0	0	0
Chaf1b	420.466667	367	840	798	282	504	858	452	150	709	531	375	370	71	0	0	0
Crnkl1	420.266667	183	821	1263	179	212	391	157	111	319	1043	599	846	180	0	0	0
Cfap61	420.266667	183	821	1263	179	212	391	157	111	319	1043	599	846	180	0	0	0
Itpa	420.133333	567	850	1025	172	267	314	208	102	309	1151	454	655	228	0	0	0
Ddrgk1	420.133333	567	850	1025	172	267	314	208	102	309	1151	454	655	228	0	0	0
Cep164	420.0	501	1068	1279	0	0	200	158	0	0	1401	724	745	224	0	0	0
Ctr9	419.733333	413	593	771	263	547	611	396	234	480	937	370	501	180	0	0	0
Nol7	419.6	224	708	888	288	511	514	443	135	397	766	481	724	215	0	0	0
Faf2	419.6	139	611	746	490	610	853	503	281	722	612	343	286	98	0	0	0
Smim7	419.4	514	689	946	241	391	618	361	110	377	1214	216	462	152	0	0	0
Pdpr	419.4	320	750	886	360	447	816	542	208	703	340	585	334	0	0	0	0
Kifap3	419.2	189	0	0	370	408	725	304	129	634	1318	985	1226	0	0	0	0
Pygo2	419.0	339	687	1031	224	334	498	275	160	396	1252	462	465	162	0	0	0
Ipp	419.0	0	247	206	596	762	1607	848	435	1002	471	0	111	0	0	0	0
Cdk13	418.8	188	691	770	397	697	760	530	177	736	641	389	306	0	0	0	0
Actr6	418.8	638	571	998	101	232	356	192	0	262	1315	603	716	298	0	0	0
Pan3	418.666667	278	554	693	388	676	850	384	182	603	337	641	694	0	0	0	0
Esrra	418.533333	446	530	516	329	489	928	715	211	855	519	265	326	149	0	0	0
Catsperz	418.533333	446	530	516	329	489	928	715	211	855	519	265	326	149	0	0	0
Polr3h	418.2	403	884	905	253	426	620	409	166	587	415	444	621	140	0	0	0
Ift57	418.133333	259	879	1116	178	221	714	374	138	438	1094	315	316	230	0	0	0
Erlec1	418.133333	336	1079	1386	156	106	258	183	0	172	911	622	1063	0	0	0	0
Asb3	418.133333	336	1079	1386	156	106	258	183	0	172	911	622	1063	0	0	0	0
Gid8	418.066667	216	857	870	387	364	913	551	226	792	295	499	301	0	0	0	0
Dhx33	417.933333	0	739	995	316	528	650	339	199	633	373	787	710	0	0	0	0
Mtif3	417.8	324	1190	1590	0	0	0	0	0	0	656	1270	1237	0	0	0	0
Espn	417.8	356	649	918	204	380	538	395	142	419	1247	443	447	129	0	0	0
Ap5s1	417.8	0	287	564	597	494	1474	710	481	852	291	322	195	0	0	0	0
Pnpo	417.666667	491	1233	1377	0	80	97	0	0	124	1042	760	669	392	0	0	0
Xpa	417.6	0	761	844	323	265	613	269	153	656	1105	511	764	0	0	0	0
Wbp4	417.533333	0	1752	2269	175	187	317	194	167	202	0	326	674	0	0	0	0
Harbi1	417.533333	451	725	990	115	171	312	213	0	269	1499	526	617	375	0	0	0
Elf1	417.533333	0	1752	2269	175	187	317	194	167	202	0	326	674	0	0	0	0
Atg13	417.533333	451	725	990	115	171	312	213	0	269	1499	526	617	375	0	0	0
Timm13	417.466667	369	638	1072	170	291	376	345	0	243	1020	813	602	196	0	127	0
Ncaph	417.466667	120	392	487	632	720	918	671	329	870	493	296	334	0	0	0	0
Prodh	417.333333	0	653	980	285	357	538	344	0	238	983	861	1021	0	0	0	0
Rps27a	417.266667	417	726	790	0	0	204	0	0	0	754	1506	1654	208	0	0	0
Clhc1	417.266667	417	726	790	0	0	204	0	0	0	754	1506	1654	208	0	0	0
Kdm8	417.2	233	733	1084	346	475	619	387	130	542	655	471	583	0	0	0	0
Nudt5	417.066667	509	643	897	175	311	360	159	84	165	1566	455	477	455	0	0	0
Cdc123	417.066667	509	643	897	175	311	360	159	84	165	1566	455	477	455	0	0	0
Churc1	416.666667	343	879	981	170	272	462	316	0	343	916	679	730	159	0	0	0
Snapc5	416.6	393	862	1028	219	432	776	306	159	535	788	330	310	111	0	0	0
Pum2	416.6	177	160	312	575	803	1053	582	363	995	664	184	381	0	0	0	0
Crkl	416.6	0	418	683	482	801	1205	737	256	878	364	232	193	0	0	0	0
Tmem9b	416.533333	595	935	1136	113	193	177	136	0	205	1249	431	641	437	0	0	0
Zcwpw1	416.466667	359	446	763	433	587	713	579	266	728	246	508	472	147	0	0	0
Mepce	416.466667	359	446	763	433	587	713	579	266	728	246	508	472	147	0	0	0
Zfp664	416.4	0	0	141	700	955	1403	1167	360	1287	0	0	233	0	0	0	0
Ccdc92	416.4	0	0	141	700	955	1403	1167	360	1287	0	0	233	0	0	0	0
Zscan25	416.333333	149	802	1379	236	382	570	451	0	316	678	570	712	0	0	0	0
Stn1	416.333333	273	618	837	299	390	677	483	319	638	1001	248	462	0	0	0	0
Meis1	416.333333	0	0	0	0	0	277	180	0	156	2711	1386	1535	0	0	0	0
Tm2d3	416.2	172	861	724	464	455	567	397	254	824	654	292	579	0	0	0	0
Lyn	416.133333	0	1271	1503	0	136	425	0	0	0	1768	506	633	0	0	0	0
Eif2b2	415.466667	339	510	914	345	397	690	473	263	656	688	422	378	157	0	0	0
Mthfd1	415.4	217	801	637	448	635	774	405	139	684	649	335	346	161	0	0	0
Mfsd1	415.4	0	508	742	517	538	825	486	315	693	867	328	412	0	0	0	0
Usp4	415.266667	244	904	1295	238	481	600	403	149	399	800	414	302	0	0	0	0
Mrpl33	415.266667	210	960	1429	0	0	293	167	0	166	1046	883	909	166	0	0	0
Chchd3	415.2	460	809	1130	118	314	345	115	97	325	765	701	835	214	0	0	0
Slc25a26	414.866667	290	907	862	215	298	656	251	0	299	1331	394	547	173	0	0	0
Mrps22	414.866667	359	1124	1531	0	177	98	0	0	172	986	781	899	96	0	0	0
Sass6	414.733333	250	848	1034	254	379	551	317	221	445	721	507	694	0	0	0	0
Dnaja3	414.333333	264	587	795	370	581	630	305	225	532	1034	372	389	131	0	0	0
Coro7	414.333333	264	587	795	370	581	630	305	225	532	1034	372	389	131	0	0	0
Dexi	414.266667	456	1126	1550	0	0	302	143	0	0	973	726	707	231	0	0	0
Clec16a	414.266667	456	1126	1550	0	0	302	143	0	0	973	726	707	231	0	0	0
Myl4	414.2	362	859	1062	283	427	422	290	159	562	690	441	462	194	0	0	0
Mkrn1	414.2	572	941	1448	0	0	0	0	0	101	1687	504	785	175	0	0	0
Cdc27	414.2	362	859	1062	283	427	422	290	159	562	690	441	462	194	0	0	0
Stub1	413.733333	322	756	900	273	479	535	453	133	557	709	404	406	279	0	0	0
Rhbdl1	413.733333	322	756	900	273	479	535	453	133	557	709	404	406	279	0	0	0
Jmjd8	413.733333	322	756	900	273	479	535	453	133	557	709	404	406	279	0	0	0
Nudcd1	413.666667	498	765	902	196	318	279	198	0	297	1138	648	675	291	0	0	0
Eny2	413.666667	498	765	902	196	318	279	198	0	297	1138	648	675	291	0	0	0
Cks2	413.666667	0	211	125	831	1043	1563	844	455	1133	0	0	0	0	0	0	0
Ppp1r16a	413.333333	429	747	1104	186	494	606	498	165	430	655	487	399	0	0	0	0
Foxh1	413.333333	429	747	1104	186	494	606	498	165	430	655	487	399	0	0	0	0
Tmem199	413.2	226	735	862	324	570	635	547	174	695	467	496	467	0	0	0	0
Poldip2	413.2	226	735	862	324	570	635	547	174	695	467	496	467	0	0	0	0
Dock2	413.133333	365	1263	1464	139	194	205	101	0	0	537	655	1058	216	0	0	0
Fbxo5	412.933333	286	304	341	689	645	1076	685	483	984	258	78	196	169	0	0	0
Rasa1	412.866667	373	350	510	506	874	809	626	292	1052	428	139	234	0	0	0	0
Fibp	412.8	270	1066	1158	148	245	297	201	0	305	757	813	815	117	0	0	0
Ccdc85b	412.8	270	1066	1158	148	245	297	201	0	305	757	813	815	117	0	0	0
Gtpbp10	412.666667	109	0	0	655	683	1738	895	526	940	644	0	0	0	0	0	0
Ccser2	412.666667	0	114	138	798	855	1417	970	481	1297	0	0	120	0	0	0	0
Rtn3	412.533333	0	188	0	783	1033	1338	1169	471	1206	0	0	0	0	0	0	0
Actr1b	412.466667	665	731	1030	329	221	367	291	0	375	689	499	657	333	0	0	0
4933424G06Rik	412.466667	665	731	1030	329	221	367	291	0	375	689	499	657	333	0	0	0
Sp2	412.4	626	986	1201	98	113	370	105	0	231	847	705	685	219	0	0	0
Rnf111	412.4	137	670	671	492	444	907	740	274	787	386	395	283	0	0	0	0
Dclre1b	412.4	198	656	942	357	529	761	387	200	633	421	493	609	0	0	0	0
Clptm1	412.4	298	734	752	331	424	545	425	178	601	837	419	527	115	0	0	0
Ap4b1	412.4	198	656	942	357	529	761	387	200	633	421	493	609	0	0	0	0
Pigbos1	412.333333	301	1223	1712	0	0	101	0	0	0	1190	715	753	190	0	0	0
Pigb	412.333333	301	1223	1712	0	0	101	0	0	0	1190	715	753	190	0	0	0
Zfp692	412.266667	86	1842	1922	111	99	239	145	0	241	131	475	893	0	0	0	0
Senp5	412.266667	151	1032	1488	194	319	404	213	140	455	726	398	664	0	0	0	0
Hibch	412.133333	112	828	1037	432	445	860	460	196	649	259	394	510	0	0	0	0
Zfpm1	412.066667	766	1064	996	131	126	308	165	0	187	1010	636	554	238	0	0	0
Mrps24	412.066667	231	265	407	405	759	752	583	245	657	425	694	758	0	0	0	0
Ddx41	411.933333	0	758	1097	376	542	706	378	155	620	288	648	611	0	0	0	0
Rbm25	411.8	399	923	1095	302	289	506	245	106	387	840	593	492	0	0	0	0
Rrn3	411.733333	245	787	947	377	517	580	518	189	460	882	393	281	0	0	0	0
Herpud2	411.666667	184	790	993	351	517	627	455	210	706	825	310	207	0	0	0	0
Kansl3	411.2	363	730	1049	210	322	587	289	89	316	1060	528	625	0	0	0	0
Fer1l5	411.2	363	730	1049	210	322	587	289	89	316	1060	528	625	0	0	0	0
Aldh18a1	410.533333	416	535	797	377	591	841	447	143	692	518	301	335	165	0	0	0
Tnip2	410.4	368	570	816	281	607	575	441	0	507	1030	380	448	133	0	0	0
Dpf2	410.266667	0	112	125	891	868	1331	815	592	1237	183	0	0	0	0	0	0
Appl2	410.133333	0	996	1282	376	452	745	490	338	741	732	0	0	0	0	0	0
Kif20b	410.066667	249	417	707	406	748	704	537	262	924	423	277	371	126	0	0	0
Crtc1	409.866667	0	124	178	761	725	1446	948	470	1346	0	150	0	0	0	0	0
Maz	409.8	0	136	282	817	839	1325	769	473	1255	0	141	110	0	0	0	0
Hnrnpa2b1	409.8	198	343	252	709	592	1127	636	264	861	693	130	170	172	0	0	0
Cbx3	409.8	198	343	252	709	592	1127	636	264	861	693	130	170	172	0	0	0
Trp53rka	409.6	190	1011	1314	0	115	186	112	152	194	993	696	1181	0	0	0	0
Ddx50	409.6	369	740	955	292	372	591	366	108	354	954	433	423	187	0	0	0
Pus7l	409.466667	391	652	689	199	307	336	283	169	459	1230	645	558	224	0	0	0
Irak4	409.466667	391	652	689	199	307	336	283	169	459	1230	645	558	224	0	0	0
Snx32	409.4	0	389	383	600	794	1136	600	415	1144	332	139	209	0	0	0	0
Ap2s1	409.2	415	1008	1110	0	186	315	0	0	303	1279	575	762	185	0	0	0
Gadd45b	409.066667	252	679	619	142	0	383	131	0	191	1867	773	962	137	0	0	0
Zfp97	408.8	288	1047	1262	216	166	248	0	0	111	1487	530	590	187	0	0	0
Polr1e	408.6	249	770	778	294	346	599	401	169	464	1049	286	533	191	0	0	0
H2-L	408.533333	735	1130	1048	0	0	155	0	0	169	910	807	773	401	0	0	0
H2-D1	408.533333	735	1130	1048	0	0	155	0	0	169	910	807	773	401	0	0	0
Mrps14	408.466667	330	444	699	471	630	551	472	174	744	560	443	368	241	0	0	0
Gnai2	408.466667	549	790	1063	169	327	327	254	0	311	1211	441	480	205	0	0	0
Gm45871	408.4	511	904	1156	118	0	356	0	0	92	1407	588	690	304	0	0	0
Kyat1	408.333333	248	673	931	172	195	369	173	0	216	1508	799	841	0	0	0	0
Ssr2	408.266667	147	858	1010	212	375	515	269	0	341	778	709	910	0	0	0	0
Samm50	408.266667	504	998	1056	137	250	307	168	0	283	1271	433	568	149	0	0	0
Gm27021	408.2	300	681	793	329	521	1069	517	155	738	351	321	348	0	0	0	0
Emc8	408.2	300	681	793	329	521	1069	517	155	738	351	321	348	0	0	0	0
Cox4i1	408.2	300	681	793	329	521	1069	517	155	738	351	321	348	0	0	0	0
Ttf2	408.133333	266	1146	1047	185	243	258	219	0	286	1241	663	568	0	0	0	0
Cln3	407.933333	637	1051	1334	0	0	165	0	0	137	633	692	1105	365	0	0	0
Apobr	407.933333	637	1051	1334	0	0	165	0	0	137	633	692	1105	365	0	0	0
Ikzf5	407.8	0	360	601	640	648	1226	723	332	930	138	222	297	0	0	0	0
Acadsb	407.8	0	360	601	640	648	1226	723	332	930	138	222	297	0	0	0	0
Urb1	407.533333	564	850	976	176	463	414	419	0	547	577	455	430	242	0	0	0
Ptcd1	407.466667	0	350	647	491	584	1118	768	282	741	250	432	449	0	0	0	0
Edc3	407.466667	285	465	669	396	457	812	407	169	673	1338	270	171	0	0	0	0
Cpsf4	407.466667	0	350	647	491	584	1118	768	282	741	250	432	449	0	0	0	0
Prrt2	407.266667	219	514	640	550	607	826	658	253	765	305	432	340	0	0	0	0
Pagr1a	407.266667	219	514	640	550	607	826	658	253	765	305	432	340	0	0	0	0
Mvp	407.266667	219	514	640	550	607	826	658	253	765	305	432	340	0	0	0	0
Ywhae	407.2	421	843	868	198	374	661	352	0	485	578	499	829	0	0	0	0
Setx	407.066667	486	336	328	630	607	1127	784	337	797	352	186	136	0	0	0	0
Lap3	406.933333	0	403	225	512	848	1178	761	231	1321	386	135	104	0	0	0	0
Mtfp1	406.866667	0	595	969	323	500	823	411	114	622	489	640	617	0	0	0	0
Polr3g	406.733333	328	903	1215	155	270	336	194	120	365	721	544	757	193	0	0	0
Mblac2	406.733333	328	903	1215	155	270	336	194	120	365	721	544	757	193	0	0	0
Ilvbl	406.666667	615	648	754	162	138	305	137	0	273	1391	572	814	291	0	0	0
Ikbip	406.666667	0	0	0	675	942	1054	733	505	1199	396	275	321	0	0	0	0
Apaf1	406.666667	0	0	0	675	942	1054	733	505	1199	396	275	321	0	0	0	0
Akap1	406.333333	0	133	159	607	899	1302	1047	356	1280	0	173	139	0	0	0	0
Spata2	406.066667	338	760	1037	186	354	390	284	167	540	957	453	390	235	0	0	0
Rnf114	406.066667	338	760	1037	186	354	390	284	167	540	957	453	390	235	0	0	0
Mrpl9	405.933333	276	695	999	257	353	351	242	0	444	872	644	788	168	0	0	0
Pten	405.733333	0	135	213	628	625	1186	835	585	1325	152	211	191	0	0	0	0
Tti1	405.6	275	401	376	482	615	1102	513	299	765	431	379	220	226	0	0	0
Rprd1b	405.6	275	401	376	482	615	1102	513	299	765	431	379	220	226	0	0	0
Rab27a	405.6	301	1223	1712	0	0	0	0	0	0	1190	715	753	190	0	0	0
Txn1	405.466667	0	631	865	249	332	464	320	0	351	1295	571	1004	0	0	0	0
Trpc4ap	405.2	521	840	1428	111	232	285	0	0	255	977	659	770	0	0	0	0
Asap1	405.133333	98	611	1120	267	391	733	366	243	625	296	455	872	0	0	0	0
Adss	405.066667	529	472	698	370	632	559	523	159	774	673	243	321	123	0	0	0
Srp54c	405.0	539	623	746	256	447	495	319	199	439	1032	364	349	267	0	0	0
Srp54b	405.0	539	623	746	256	447	495	319	199	439	1032	364	349	267	0	0	0
Med20	404.933333	386	424	602	520	474	846	695	216	652	386	239	410	224	0	0	0
Gm20517	404.933333	386	424	602	520	474	846	695	216	652	386	239	410	224	0	0	0
Bysl	404.933333	386	424	602	520	474	846	695	216	652	386	239	410	224	0	0	0
Ndrg3	404.866667	0	180	339	792	773	1321	977	389	1049	0	253	0	0	0	0	0
Washc3	404.8	281	1256	1288	0	0	0	0	0	0	1354	946	947	0	0	0	0
Tmed5	404.666667	196	570	741	365	583	891	570	119	574	701	393	367	0	0	0	0
Ccdc18	404.666667	196	570	741	365	583	891	570	119	574	701	393	367	0	0	0	0
Elp5	404.6	216	701	725	364	358	575	240	240	679	707	553	711	0	0	0	0
Ctdnep1	404.6	216	701	725	364	358	575	240	240	679	707	553	711	0	0	0	0
Acbd3	404.6	227	728	1066	165	515	647	533	0	626	554	515	493	0	0	0	0
Ppif	404.533333	504	721	841	217	316	440	266	125	448	1097	432	402	259	0	0	0
Tbc1d9b	404.066667	350	937	1131	389	180	906	173	252	424	530	439	350	0	0	0	0
Mrps30	404.066667	352	1206	1386	101	156	114	0	102	216	1211	474	617	126	0	0	0
Rrp15	404.0	216	630	776	407	486	726	322	205	541	687	343	721	0	0	0	0
Polg2	403.933333	601	864	963	238	325	503	266	0	350	725	419	597	208	0	0	0
Mcm3	403.933333	389	775	1140	262	361	577	271	0	338	757	435	510	244	0	0	0
Plrg1	403.866667	295	596	788	381	648	682	396	180	738	600	305	347	102	0	0	0
Paip2	403.466667	240	500	908	490	432	935	492	160	393	497	425	580	0	0	0	0
Naglu	403.466667	0	720	914	306	665	655	483	269	620	1010	241	169	0	0	0	0
Ubqln4	403.333333	265	894	1138	113	155	238	124	0	196	846	1104	901	0	0	76	0
Lamtor2	403.333333	265	894	1138	113	155	238	124	0	196	846	1104	901	0	0	76	0
H4c9	403.266667	501	715	1066	259	123	229	141	318	191	985	471	842	208	0	0	0
H2bc11	403.266667	501	715	1066	259	123	229	141	318	191	985	471	842	208	0	0	0
H2ac11	403.266667	501	715	1066	259	123	229	141	318	191	985	471	842	208	0	0	0
Zfp277	403.2	387	800	995	202	320	344	240	0	337	979	586	760	98	0	0	0
Dock4	403.2	387	800	995	202	320	344	240	0	337	979	586	760	98	0	0	0
Pomt1	403.133333	0	239	289	752	982	1203	921	273	1007	0	231	150	0	0	0	0
Zfp930	402.933333	533	807	1030	185	0	343	148	0	205	1166	577	673	377	0	0	0
Tmx4	402.866667	0	477	788	468	527	907	485	139	457	441	431	923	0	0	0	0
Cep78	402.8	0	134	189	549	1010	1510	1198	344	1108	0	0	0	0	0	0	0
Ehmt1	402.733333	0	258	147	667	762	1409	886	532	1141	0	111	128	0	0	0	0
Hcls1	402.533333	621	1213	1469	0	0	0	0	0	0	938	616	886	295	0	0	0
Trap1	402.266667	238	597	822	416	489	880	461	173	553	550	340	407	108	0	0	0
Atp5g1	402.266667	290	892	1130	122	282	402	194	99	390	726	695	670	142	0	0	0
Dars	402.133333	242	678	906	218	311	596	415	158	461	951	271	525	300	0	0	0
Mks1	402.0	327	807	964	210	236	376	219	120	218	879	609	886	179	0	0	0
Tmem120a	401.933333	444	859	1189	122	230	342	258	0	276	1009	552	528	220	0	0	0
Tdrd3	401.733333	502	551	824	317	254	708	450	207	467	561	391	585	209	0	0	0
Ints9	401.4	463	1005	836	100	135	217	108	0	194	1058	570	891	344	0	100	0
Hmbox1	401.4	463	1005	836	100	135	217	108	0	194	1058	570	891	344	0	100	0
Sgk1	401.333333	605	662	734	144	134	443	231	123	363	1649	449	345	138	0	0	0
Tor1b	401.266667	464	748	1066	253	301	478	303	0	289	883	525	580	129	0	0	0
Adh5	401.266667	666	725	953	227	321	473	382	0	504	780	247	502	239	0	0	0
Slc22a18	401.133333	0	739	797	0	0	0	0	0	0	1219	1305	1957	0	0	0	0
Armc1	401.0	256	905	1285	101	171	168	85	0	194	796	991	1063	0	0	0	0
Zfp263	400.8	314	1030	1131	222	383	267	249	0	261	1139	323	601	92	0	0	0
Peak1	400.4	629	649	904	258	214	557	412	111	442	504	515	595	216	0	0	0
Hmg20a	400.4	629	649	904	258	214	557	412	111	442	504	515	595	216	0	0	0
Srrt	400.266667	190	870	882	313	387	483	208	0	303	792	648	928	0	0	0	0
Rnps1	400.266667	156	525	735	419	629	843	486	184	806	601	218	402	0	0	0	0
Pcna	400.266667	466	636	641	190	410	701	592	205	568	693	354	379	169	0	0	0
C1d	400.133333	204	450	714	475	538	988	745	254	557	478	374	225	0	0	0	0
Fbxw5	400.066667	143	501	931	290	506	444	297	0	510	1102	426	851	0	0	0	0
C8g	400.066667	143	501	931	290	506	444	297	0	510	1102	426	851	0	0	0	0
Parp11	399.933333	596	622	694	213	403	500	239	76	395	1200	328	507	226	0	0	0
Cfap126	399.866667	0	1703	2034	0	0	221	0	0	228	905	231	676	0	0	0	0
Plekhf2	399.666667	0	0	257	574	926	1270	921	293	1277	477	0	0	0	0	0	0
Nop9	399.6	0	366	626	498	625	1078	735	240	819	166	405	436	0	0	0	0
Klhdc8b	399.6	477	1239	1456	0	0	191	0	0	176	784	784	778	109	0	0	0
Dhrs1	399.6	0	366	626	498	625	1078	735	240	819	166	405	436	0	0	0	0
Ccdc71	399.6	477	1239	1456	0	0	191	0	0	176	784	784	778	109	0	0	0
Zfp62	399.533333	287	647	810	275	395	599	472	149	495	944	461	459	0	0	0	0
Sumo1	399.4	211	884	793	252	348	803	291	0	380	925	450	654	0	0	0	0
Drosha	399.4	333	722	1172	155	173	331	161	0	280	1306	664	694	0	0	0	0
6030458C11Rik	399.4	333	722	1172	155	173	331	161	0	280	1306	664	694	0	0	0	0
Soat2	399.0	0	375	603	419	495	480	247	308	717	968	417	956	0	0	0	0
Rhbdd2	398.866667	170	657	1110	177	410	739	480	0	539	467	622	612	0	0	0	0
Noc2l	398.866667	457	618	965	189	366	803	448	174	344	612	468	539	0	0	0	0
Klhl17	398.866667	457	618	965	189	366	803	448	174	344	612	468	539	0	0	0	0
Mtrr	398.733333	0	200	457	684	816	1183	561	331	1231	248	128	142	0	0	0	0
Fastkd3	398.733333	0	200	457	684	816	1183	561	331	1231	248	128	142	0	0	0	0
Prr3	398.666667	298	1135	1070	129	172	340	151	0	195	1341	582	474	93	0	0	0
Gnl1	398.666667	298	1135	1070	129	172	340	151	0	195	1341	582	474	93	0	0	0
Gdi2	398.666667	230	958	969	234	318	311	194	99	529	691	535	912	0	0	0	0
Wdr5	398.6	79	616	825	374	382	755	463	259	577	955	323	371	0	0	0	0
Mybbp1a	398.6	178	711	1069	272	450	548	371	168	451	800	317	535	109	0	0	0
Irf9	398.6	1440	596	815	195	234	386	130	0	279	234	401	625	644	0	0	0
Fam91a1	398.6	0	874	1173	284	278	618	333	159	402	574	675	609	0	0	0	0
Cyp20a1	398.6	203	836	832	377	436	951	579	159	501	375	369	361	0	0	0	0
Rrm2b	398.533333	158	725	583	338	462	542	338	149	571	1011	476	625	0	0	0	0
Parpbp	398.533333	442	1080	1285	0	0	159	126	0	0	1475	591	820	0	0	0	0
Nup37	398.533333	442	1080	1285	0	0	159	126	0	0	1475	591	820	0	0	0	0
Slc5a6	398.333333	241	710	761	259	525	556	407	169	654	640	482	571	0	0	0	0
Atraid	398.333333	241	710	761	259	525	556	407	169	654	640	482	571	0	0	0	0
Mob1b	398.266667	0	468	645	429	704	999	672	216	793	705	154	189	0	0	0	0
Hnrnph2	398.266667	286	742	895	162	190	320	121	106	209	1013	946	984	0	0	0	0
Gla	398.266667	286	742	895	162	190	320	121	106	209	1013	946	984	0	0	0	0
Copz1	398.266667	356	1372	1431	171	222	390	294	0	203	908	399	228	0	0	0	0
Coa8	398.266667	289	953	1243	86	211	317	216	0	235	965	812	647	0	0	0	0
Bag5	398.266667	289	953	1243	86	211	317	216	0	235	965	812	647	0	0	0	0
Rwdd2a	398.2	497	669	1085	158	278	535	297	0	382	634	563	677	198	0	0	0
Pgm3	398.2	497	669	1085	158	278	535	297	0	382	634	563	677	198	0	0	0
Nsd3	398.133333	613	767	1193	154	205	442	184	0	263	994	523	479	155	0	0	0
Letm2	398.133333	613	767	1193	154	205	442	184	0	263	994	523	479	155	0	0	0
Dffb	397.8	155	604	886	469	550	413	324	282	594	587	361	742	0	0	0	0
Cep104	397.8	155	604	886	469	550	413	324	282	594	587	361	742	0	0	0	0
Sf3a3	397.733333	309	648	924	251	341	440	367	0	366	1057	446	656	161	0	0	0
Cdc7	397.6	0	0	199	795	1048	1412	793	328	1163	0	103	123	0	0	0	0
Sar1a	397.466667	171	360	645	426	679	922	658	299	755	498	288	261	0	0	0	0
Kcnn1	397.4	0	270	400	568	1025	1161	541	320	944	99	285	348	0	0	0	0
Zscan30	397.066667	220	645	1180	244	223	533	248	179	272	905	456	713	138	0	0	0
