Target_genes	Ctnnb1|Average	SRX3720913|Branchial_arch	SRX3720914|Branchial_arch	SRX11540052|EpiLC	SRX11540053|EpiLC	SRX11540054|EpiLC	SRX11540064|EpiLC	SRX11540065|EpiLC	SRX11540066|EpiLC	SRX11540076|EpiLC	SRX11540077|EpiLC	SRX11540078|EpiLC	SRX9641176|EpiLC	SRX9641177|EpiLC	SRX9641178|EpiLC	SRX9641179|EpiLC	SRX9641180|EpiLC	SRX9641181|EpiLC	SRX9641208|EpiLC	SRX9641209|EpiLC	SRX9641210|EpiLC	SRX9101842|ES_cells	SRX9101843|ES_cells	SRX9101868|ES_cells	SRX9101869|ES_cells	SRX9101878|ES_cells	SRX9101879|ES_cells	SRX9641160|ES_cells	SRX9641161|ES_cells	SRX9641162|ES_cells	SRX25842405|Forelimb	SRX25842406|Forelimb	SRX25842411|Forelimb	SRX25842412|Forelimb	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX9986622|Liver	SRX9986624|Liver	SRX9986626|Liver	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX172938|Nephron_progenitor	SRX172939|Nephron_progenitor	SRX5825950|Nephron_progenitor	SRX5825951|Nephron_progenitor	SRX5825972|Nephron_progenitor	SRX5825973|Nephron_progenitor	SRX5825994|Nephron_progenitor	SRX5825995|Nephron_progenitor	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
E130308A19Rik	21.048387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smox	21.032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	150	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacul1	21.032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	511	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb11	21.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stn1	21.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd4b	21.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	336	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pamr1	21.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	980	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid1	21.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmfg	21.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	336	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecom	21.0	0	0	208	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	122	121	0	0	0	0	0	0	0	110	300	0	0	0	0	0	0	118	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24b	20.983871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	165	199	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qser1	20.983871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	98	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msi1	20.983871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	161	106	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	232	308	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sntb2	20.967742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	310	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	129	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	169	0	0	0
Rpl27	20.967742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	394	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn1	20.951613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	358	0	0	0	0	270	0	192	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matr3	20.951613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna2	20.951613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn1	20.951613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	400	467	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	96	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stag1	20.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	112	0	0	0	595	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmdn2	20.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	248	153	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r15a	20.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekha4	20.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neo1	20.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	219	264	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	174	134	129	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grb2	20.935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	480	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp384	20.919355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	278	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmln	20.903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem87b	20.887097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	486	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn1b	20.887097	0	0	118	106	194	0	0	0	169	0	0	0	0	0	0	0	0	165	0	0	190	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufy3	20.870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	278	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitpna	20.870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0
Cxcl11	20.870968	0	0	0	236	0	0	139	0	130	0	0	0	0	0	0	0	0	193	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp961	20.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	195	0	0	0	0	384	198	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem60	20.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	110	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phtf2	20.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	110	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde8b	20.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	100	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbrm1	20.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox18	20.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba2	20.83871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	547	0	0	0	0	164	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad54l2	20.83871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
Gramd2	20.83871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlec	20.822581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	262	233	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals3	20.822581	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints6	20.822581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	136	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnyl1	20.822581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	218	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp202	20.790323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex261	20.790323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad2	20.790323	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	318	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Als2	20.790323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlnrd1	20.774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	192	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	97	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip2	20.774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubn2	20.758065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	99	153	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo1	20.758065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	93	73	0	0	292	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
Slc9a9	20.758065	0	0	0	178	144	0	88	0	260	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb7	20.758065	0	0	194	121	238	0	0	0	151	0	138	0	0	0	0	0	0	320	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw7	20.758065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	176	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	140	0	0	0
Lpgat1	20.741935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	392	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Begain	20.741935	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	180	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	179	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sart3	20.725806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runx1t1	20.725806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	93	0	0	0	0	0	0	0	114	145	0	0	0	0	0	0	0	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iscu	20.725806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr6	20.709677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	107	0	0	0	0	343	0	0	257	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zzz3	20.693548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	127	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasor	20.693548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	142	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbp1	20.693548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	336	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	81	140	0	180	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a2	20.693548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb34	20.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	282	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	170	266	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2e3	20.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	355	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	108	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd11	20.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	419	0	0	0	0	217	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1b	20.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	89	115	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd13b	20.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	112	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdr2	20.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	112	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugcg	20.66129	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	290	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	170	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zyx	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	222	319	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ybx1	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	392	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbiz	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcn2	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	124	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gamt	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	327	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dazap1	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	327	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl9	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cand1	20.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	203	173	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.1	20.629032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skil	20.629032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	277	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	174	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam1	20.629032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftl1	20.629032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipa2	20.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarca5	20.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	363	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	126	74	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nox4	20.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnb1	20.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	308	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fdxr	20.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1c	20.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	173	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	76	0	0	118	175	0	0	0	0	0
Zfp341	20.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Large1	20.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	124	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikbip	20.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	139	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Has3	20.564516	0	0	206	0	206	0	0	0	0	0	0	0	0	459	0	0	0	143	0	0	123	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
