Target_genes	Tcf4|Average	SRX22670268|Cortex	SRX22670269|Cortex	SRX22670285|Cortex	SRX22670286|Cortex	SRX9641192|EpiLC	SRX9641193|EpiLC	SRX9641194|EpiLC	SRX9641205|EpiLC	SRX9641206|EpiLC	SRX9641207|EpiLC	SRX9641221|EpiLC	SRX9641222|EpiLC	SRX9641223|EpiLC	SRX9641173|ES_cells	SRX9641174|ES_cells	SRX9641175|ES_cells	SRX323584|Hair_follicle_stem_cells	SRX116907|Hepatocytes	SRX116909|Hepatocytes	SRX856962|Intestinal_crypt	SRX856963|Intestinal_crypt	SRX1141903|Intestinal_stem_cells	SRX1141904|Intestinal_stem_cells	SRX14986811|MC-38	SRX14986813|MC-38	SRX6818037|Mesenchymal_stem_cells	SRX6818038|Mesenchymal_stem_cells	SRX6818039|Mesenchymal_stem_cells	SRX6818040|Mesenchymal_stem_cells	STRING
Cttnbp2nl	65.310345	158	123	208	163	0	0	0	0	137	0	0	0	0	204	0	0	0	210	0	0	0	0	0	0	0	181	130	190	190	0
Ube2i	65.241379	239	163	240	179	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	351	293	296	0	0
Pigt	65.241379	136	76	105	88	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	472	400	293	235	0
Bicc1	65.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128	762	0
Soat1	65.137931	90	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	643	372	273	264	0
Ppp2r5e	65.137931	96	110	103	134	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	709	390	0	0	0
Hlcs	65.137931	341	301	340	305	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	193	118	100	0	0
Dr1	65.103448	192	172	234	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	361	166	0	0
Slc19a2	65.068966	170	78	169	122	0	0	0	0	0	0	0	0	0	0	0	0	0	590	352	0	406	0	0	0	0	0	0	0	0	0
Bbs2	65.068966	270	180	234	179	0	0	0	0	0	0	0	0	0	0	0	0	0	701	323	0	0	0	0	0	0	0	0	0	0	0
0610009B22Rik	65.068966	144	149	151	173	0	0	0	0	0	0	0	0	0	0	0	0	0	625	164	0	0	0	0	0	0	253	134	94	0	0
Timm9	65.034483	128	190	153	90	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	727	337	167	0	0
2700049A03Rik	65.034483	128	190	153	90	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	727	337	167	0	0
H1f0	65.0	131	143	256	131	0	0	0	0	0	0	0	0	0	0	0	0	0	212	200	0	0	0	0	0	0	379	131	113	189	0
Gcat	65.0	131	143	256	131	0	0	0	0	0	0	0	0	0	0	0	0	0	212	200	0	0	0	0	0	0	379	131	113	189	0
Tmem181a	64.965517	0	126	198	130	0	0	0	0	0	0	0	0	0	211	823	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5	64.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	1219	432	0
Btbd19	64.931034	0	79	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	234	269	0	0	0	0	0	0	293	293	421	216	0
Tmx4	64.896552	191	189	218	163	0	0	0	0	0	0	119	0	0	0	0	0	0	286	0	0	0	0	0	0	0	359	220	137	0	0
Ptk2	64.896552	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	598	409	0	251	0
Polr3f	64.896552	244	260	226	271	0	0	0	0	0	0	0	0	0	0	0	0	0	359	179	0	0	0	0	0	0	177	166	0	0	0
Meis2	64.896552	0	0	0	91	0	0	0	113	0	0	166	163	236	0	0	0	0	0	0	0	0	0	0	0	0	290	172	369	282	0
Dzank1	64.896552	244	260	226	271	0	0	0	0	0	0	0	0	0	0	0	0	0	359	179	0	0	0	0	0	0	177	166	0	0	0
Anxa5	64.896552	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	186	215	471	690	0
1810062G17Rik	64.896552	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	186	215	471	690	0
Tm4sf4	64.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	215	193	378	409	0
Stk35	64.862069	87	105	150	0	0	0	202	0	0	0	197	112	0	156	210	0	0	104	0	0	0	0	0	0	0	190	110	137	121	0
Seh1l	64.827586	271	278	325	271	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	180	0	0	189	0
Krt7	64.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	142	787	556	0
Gclc	64.793103	145	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	333	634	217	229	0
Cbx5	64.793103	163	136	232	124	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	337	117	452	162	0
Psmd3	64.758621	231	269	231	252	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	291	208	113	115	0
Sh3bp4	64.655172	88	0	103	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	201	607	423	0
Ahsa2	64.655172	160	181	186	139	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	110	0	0	0	0	232	188	0	315	0
Tssk6	64.62069	218	193	213	211	0	0	0	0	153	0	0	0	140	0	0	0	0	199	0	0	175	0	128	0	0	244	0	0	0	0
Ndufa13	64.62069	218	193	213	211	0	0	0	0	153	0	0	0	140	0	0	0	0	199	0	0	175	0	128	0	0	244	0	0	0	0
Zfp740	64.551724	215	180	236	89	0	0	0	0	0	0	0	0	0	0	0	0	0	402	333	0	0	0	0	0	0	83	334	0	0	0
Rnf38	64.551724	196	203	264	260	0	0	0	92	121	127	148	0	179	0	0	0	0	151	0	0	0	0	0	0	0	131	0	0	0	0
Trmt2a	64.482759	313	243	303	404	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	203	0	148	0	0
Tmem200a	64.482759	0	0	93	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	945	594	0
Ranbp1	64.482759	313	243	303	404	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	203	0	148	0	0
P2ry10b	64.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	351	459	722	0
Pxylp1	64.448276	0	97	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	240	275	702	331	0
Lpar6	64.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	335	566	503	0
Sh3bp5	64.37931	173	175	136	278	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	408	269	192	0	0
Rad51	64.37931	95	94	0	84	0	0	0	0	126	0	0	0	152	0	0	0	0	157	179	0	99	0	0	0	0	491	390	0	0	0
Tent2	64.344828	158	166	269	164	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	586	163	0	0	0
Snrpa	64.344828	0	140	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	359	0	0	0	0	0	0	477	252	96	0	0
Klhl9	64.344828	167	138	167	135	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	427	348	0	185	0
BC024978	64.344828	0	140	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	359	0	0	0	0	0	0	477	252	96	0	0
Armc5	64.344828	310	132	281	177	0	0	0	0	133	0	74	0	0	0	0	0	0	474	0	0	0	0	0	0	0	200	85	0	0	0
9130023H24Rik	64.344828	310	132	281	177	0	0	0	0	133	0	74	0	0	0	0	0	0	474	0	0	0	0	0	0	0	200	85	0	0	0
Uros	64.310345	283	180	208	167	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	735	0	0	139	0	0	0	0
Bccip	64.310345	283	180	208	167	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	735	0	0	139	0	0	0	0
Mtbp	64.275862	147	153	141	163	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	529	238	170	126	0
Mrpl13	64.275862	147	153	141	163	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	529	238	170	126	0
Herc2	64.275862	246	164	237	231	0	0	0	0	0	0	0	0	0	0	0	0	0	534	271	0	0	0	0	0	0	0	0	181	0	0
Nabp1	64.206897	220	190	182	213	0	0	0	0	0	0	0	0	0	0	0	0	0	289	172	0	0	0	0	0	0	191	151	154	100	0
Ccn3	64.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	298	665	334	0
Tef	64.172414	129	117	167	152	0	0	0	0	0	0	0	0	0	0	0	0	276	222	0	0	0	0	0	0	0	258	332	0	208	0
Lrguk	64.103448	0	0	0	78	0	194	273	146	321	313	141	0	217	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exd1	64.103448	92	161	141	106	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	185	0	0	0	0	307	207	238	229	0
Chp1	64.103448	92	161	141	106	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	185	0	0	0	0	307	207	238	229	0
Ap1g1	64.0	223	159	203	323	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	337	162	0	0	0
Tlnrd1	63.965517	168	196	115	83	0	172	213	156	175	0	231	0	0	0	182	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Cnot6	63.965517	501	366	518	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0
Birc2	63.931034	242	190	229	165	0	0	0	0	0	0	0	0	0	0	0	0	0	677	206	0	0	0	0	0	0	145	0	0	0	0
Hk1	63.862069	104	0	135	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	766	350	133	134	0
Trib1	63.827586	110	99	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	382	329	320	243	0
Npm3	63.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	439	327	149	0
Atxn7l1	63.793103	212	157	138	147	0	0	0	0	0	0	0	0	0	0	0	0	0	167	149	0	0	0	0	0	0	217	152	376	135	0
Eapp	63.758621	206	303	301	294	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	205	135	174	0	0
Tmem121	63.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105	741	0
R3hdm2	63.655172	153	107	177	88	0	0	0	187	164	256	209	163	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esr1	63.62069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	229	0	0	0	0	0	0	0	239	114	734	259	0
Cdsn	63.62069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	608	285	365	0
Faf1	63.586207	184	181	199	239	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	166	182	150	180	0
Pex10	63.517241	185	144	183	81	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	223	0	0	0	0	132	133	106	362	0
Asf1b	63.517241	269	177	156	205	0	0	0	0	0	0	0	0	0	0	0	0	0	563	296	0	0	0	0	0	0	176	0	0	0	0
Mnd1	63.482759	103	90	95	182	0	0	0	0	0	0	0	0	0	0	0	0	811	560	0	0	0	0	0	0	0	0	0	0	0	0
Maz	63.413793	268	251	320	235	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	279	170	0	115	0
Gtf3c1	63.344828	156	115	134	104	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	263	0	562	257	0
D430042O09Rik	63.344828	156	115	134	104	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	263	0	562	257	0
Zfp408	63.310345	474	371	290	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	150	0	0
Rbbp6	63.310345	241	125	292	153	0	107	0	0	0	0	127	0	140	0	0	0	0	245	0	0	0	0	0	0	0	406	0	0	0	0
Gm7762	63.310345	0	0	0	0	0	0	189	0	0	202	0	0	163	451	438	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap1	63.310345	474	371	290	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	150	0	0
Tacc2	63.241379	110	90	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	392	339	389	0
Ccdc170	63.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	320	463	723	0
Ifi207	63.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	195	800	678	0
Noct	63.103448	315	168	252	276	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	487	0	0	0	0	0	0	0
Dvl2	63.103448	74	0	139	125	0	0	0	0	0	0	0	0	0	0	0	0	0	171	173	0	0	0	0	0	0	233	153	418	344	0
Zfp119b	63.068966	288	256	209	201	0	0	0	0	0	0	0	0	0	0	0	0	0	261	124	0	0	0	0	0	0	157	92	241	0	0
Tox4	63.068966	157	217	191	140	0	0	0	0	0	0	0	0	0	0	0	0	0	644	331	0	0	0	0	0	0	149	0	0	0	0
Rab2b	63.068966	157	217	191	140	0	0	0	0	0	0	0	0	0	0	0	0	0	644	331	0	0	0	0	0	0	149	0	0	0	0
Nudt7	63.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	149	0	0	715	534	0	0	0
Cnot4	63.068966	187	121	175	172	0	108	147	0	164	184	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	323	121	0	0	0
Chmp7	63.068966	141	131	159	97	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	112	0	95	0	0	388	119	125	131	0
Ilf2	63.034483	279	257	264	211	0	0	0	0	0	0	0	0	0	0	0	0	0	210	126	0	0	0	0	0	0	264	93	124	0	0
H3c13	62.965517	198	126	154	134	0	0	80	112	86	0	0	0	169	0	141	0	0	0	232	0	0	0	0	0	0	226	168	0	0	0
Eif3b	62.965517	231	160	225	148	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	704	0	0	148	0	69	0	0
Slk	62.896552	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	638	0	98	0	0	442	293	0	0	0
Rcbtb1	62.896552	230	188	241	271	0	0	0	0	0	0	0	0	94	0	0	0	0	379	113	0	207	0	0	0	0	101	0	0	0	0
Rassf8	62.896552	183	117	77	122	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	496	248	262	174	0
Fmr1nb	62.896552	0	0	0	0	0	0	0	0	0	0	212	129	449	181	635	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patz1	62.862069	181	136	121	98	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	143	0	829	204	0
Comt	62.862069	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	192	0	0	0	0	0	0	284	205	425	198	0
Ch25h	62.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	918	330	0
Tob2	62.793103	211	192	152	129	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	342	253	168	188	0
Mxi1	62.758621	0	0	0	0	0	0	0	0	0	0	122	0	96	0	0	0	0	247	270	0	0	0	0	0	0	170	255	309	351	0
Gjb2	62.758621	0	0	0	0	0	0	78	0	161	0	338	0	230	0	0	0	0	417	103	0	493	0	0	0	0	0	0	0	0	0
Vps26c	62.724138	173	159	191	177	0	0	0	0	0	0	0	0	0	0	0	0	0	336	230	0	0	0	0	0	0	261	103	189	0	0
Hdlbp	62.724138	193	151	185	186	0	0	0	0	0	0	0	0	0	0	0	0	0	380	136	0	0	0	0	0	0	296	191	101	0	0
Foxo6	62.724138	292	204	258	210	0	0	0	0	0	0	0	0	0	0	0	0	499	120	0	0	236	0	0	0	0	0	0	0	0	0
Pikfyve	62.689655	152	179	206	215	0	0	0	0	0	147	242	192	195	144	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef2	62.689655	113	125	112	134	0	0	0	0	0	0	0	0	0	0	0	0	0	135	138	0	75	0	0	0	0	269	236	340	141	0
Trdmt1	62.655172	76	120	98	188	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	120	0	857	237	0
Tpk1	62.62069	336	395	292	328	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	158	0	150	0	0
Tent5b	62.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	130	0	546	894	0
Zfp106	62.448276	222	202	262	132	0	0	0	0	0	0	0	0	0	0	0	0	0	256	202	0	0	0	111	0	0	184	0	240	0	0
Tesk2	62.448276	229	123	121	125	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	276	0	0	0	0	494	258	0	0	0
Srxn1	62.448276	103	0	139	152	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	299	0	0	233	104	307	151	0
Snap23	62.448276	222	202	262	132	0	0	0	0	0	0	0	0	0	0	0	0	0	256	202	0	0	0	111	0	0	184	0	240	0	0
Fam71f1	62.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	349	704	369	0
Slc39a13	62.413793	261	197	154	207	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	379	289	190	0	0
Luzp1	62.344828	220	179	166	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	203	306	417	0
Hnrnpa2b1	62.344828	126	97	150	146	0	0	0	0	0	0	0	0	0	0	0	0	0	659	312	0	0	0	0	0	0	179	139	0	0	0
Cbx3	62.344828	126	97	150	146	0	0	0	0	0	0	0	0	0	0	0	0	0	659	312	0	0	0	0	0	0	179	139	0	0	0
Sash1	62.310345	224	324	188	245	0	0	0	0	0	0	0	0	0	0	0	0	0	244	114	0	0	0	362	0	0	106	0	0	0	0
Pdss1	62.275862	118	95	132	109	0	0	0	0	0	0	0	0	0	0	78	0	0	202	116	0	0	0	0	0	0	558	246	152	0	0
Grk5	62.241379	104	95	123	144	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	361	208	329	279	0
Nfkbiz	62.206897	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	460	287	506	283	0
Snupn	62.137931	125	174	119	128	0	0	135	0	0	0	74	142	0	204	0	0	0	215	136	0	350	0	0	0	0	0	0	0	0	0
Nampt	62.137931	159	107	230	223	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	496	232	120	0	0
Slc25a39	62.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	118	0	149	0	0	0	0	431	361	135	140	0
Ppm1l	62.068966	292	152	287	221	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	650	0	0	0	0	0	0	0
Ccnd3	62.068966	129	120	148	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	545	176	0	0
Atg101	62.068966	228	182	199	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	264	231	130	0	0
Ubr4	62.034483	206	176	262	212	0	0	0	0	0	0	0	0	0	0	0	0	0	229	91	0	0	0	623	0	0	0	0	0	0	0
H4c11	62.0	301	164	293	191	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	443	235	0	0	0
Nsun6	61.965517	348	359	381	264	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	122	0	0	102	0
Arl5b	61.965517	348	359	381	264	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	122	0	0	102	0
Zbtb38	61.931034	142	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	103	0	0	0	0	0	0	0	177	0	725	269	0
Fbxo33	61.931034	336	277	303	273	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	235	0	0	131	0	0	0	0
Acta2	61.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	1107	525	0
Ddx42	61.827586	151	143	167	199	0	0	0	0	0	0	0	0	0	0	0	0	0	481	211	0	0	0	0	0	0	316	125	0	0	0
Ccdc47	61.827586	151	143	167	199	0	0	0	0	0	0	0	0	0	0	0	0	0	481	211	0	0	0	0	0	0	316	125	0	0	0
Otud5	61.793103	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	193	0	0	0	0	0	0	932	454	0	0	0
2900026A02Rik	61.793103	0	0	0	0	182	0	125	0	147	180	302	0	192	215	225	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0
Cox5a	61.758621	191	132	149	116	0	0	0	0	230	0	180	0	119	113	208	0	0	199	0	0	0	0	0	0	0	154	0	0	0	0
Supv3l1	61.655172	201	152	202	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	200	187	104	0
Arrb2	61.655172	213	220	189	241	0	0	0	0	0	0	0	0	0	0	0	0	0	282	363	0	0	0	0	0	0	139	141	0	0	0
Pih1d1	61.62069	275	121	228	131	0	148	143	0	219	0	134	0	0	0	163	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Aldh16a1	61.62069	275	121	228	131	0	148	143	0	219	0	134	0	0	0	163	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Yeats4	61.586207	315	225	270	235	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	272	0	0	155	0	106	0	0
Sde2	61.586207	206	151	250	137	0	0	0	0	0	0	0	0	0	0	0	0	0	433	117	0	0	0	0	0	0	216	0	143	133	0
Copz1	61.586207	201	168	169	209	0	0	0	0	0	0	0	0	0	0	0	0	147	520	372	0	0	0	0	0	0	0	0	0	0	0
Uba3	61.517241	172	158	160	213	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	408	209	166	171	0
Gnb1l	61.517241	169	257	173	150	0	0	0	0	0	0	0	0	0	0	0	0	386	201	0	0	448	0	0	0	0	0	0	0	0	0
Pnrc2	61.482759	133	156	179	113	0	0	0	0	188	0	0	0	0	0	0	0	0	150	0	0	227	0	0	0	0	256	0	206	175	0
Mllt1	61.482759	108	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	336	513	323	0
Emp1	61.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	385	573	368	0
Cavin4	61.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	355	503	508	0
Cyb5a	61.413793	135	131	131	85	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	394	226	193	311	0
Sema3b	61.37931	223	221	270	188	0	0	0	0	0	0	0	0	0	0	0	0	147	421	0	0	310	0	0	0	0	0	0	0	0	0
Rpl21	61.37931	274	282	210	269	0	0	0	0	0	0	0	0	0	0	0	0	0	248	222	0	0	0	0	0	0	120	0	155	0	0
Ift74	61.37931	94	0	149	0	0	0	182	0	130	143	210	190	213	207	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcar3	61.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	172	551	774	0
Slc35e1	61.344828	182	155	168	174	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	114	0	0	0	0	647	148	0	0	0
Fis1	61.344828	116	98	78	86	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	243	0	0	0	0	549	360	79	0	0
Zcchc4	61.275862	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	761	349	0
Masp1	61.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	184	639	597	0
Vti1b	61.172414	304	158	431	168	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	114	0	265	131	0
Dcaf7	61.172414	134	74	117	0	0	0	0	0	97	0	0	159	262	160	160	0	0	141	0	0	180	0	0	0	0	290	0	0	0	0
Arhgap11a	61.172414	219	142	112	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	574	190	284	0	0
Lsg1	61.137931	167	212	270	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	318	98	156	0	0
Tbl1xr1	61.068966	207	205	268	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	465	0	0	0	0
Ndufs7	61.068966	241	187	182	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	200	325	120	0
Myh10	61.068966	107	138	83	142	0	0	0	0	131	0	313	0	205	188	225	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs1	61.034483	264	140	191	198	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	305	136	149	109	0
Fra10ac1	61.0	308	153	164	175	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	379	148	0	0	0
Abcc4	61.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	67	1192	310	0
Stard13	60.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	196	0	959	386	0
Mbnl1	60.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	507	332	488	357	0
Msi2	60.862069	126	173	115	168	0	0	149	177	0	0	246	176	193	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt10	60.862069	211	183	224	162	0	0	0	0	0	0	171	90	170	0	0	0	0	138	0	0	0	0	416	0	0	0	0	0	0	0
Fga	60.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	527	0	0	0	0	0	0	271	103	440	132	0
Zdhhc16	60.827586	119	0	139	124	0	0	0	0	0	0	0	0	0	0	0	0	0	379	129	0	0	0	0	0	0	320	351	203	0	0
Lin7c	60.827586	0	104	134	127	0	171	150	0	0	0	195	197	231	149	179	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Exosc1	60.827586	119	0	139	124	0	0	0	0	0	0	0	0	0	0	0	0	0	379	129	0	0	0	0	0	0	320	351	203	0	0
