Target_genes	Klf2|Average	SRX20851841|CD8+_T_cells	SRX20851842|CD8+_T_cells	SRX14009274|Heart_endothelial_cells	SRX14009275|Heart_endothelial_cells	SRX14009278|Lung_endothelial_cells	SRX14009279|Lung_endothelial_cells	STRING
Rnf44	92.666667	229	327	0	0	0	0	0
Ptpn4	92.666667	314	242	0	0	0	0	0
Pars2	92.666667	291	265	0	0	0	0	0
Med18	92.666667	283	273	0	0	0	0	0
Ccdc181	92.666667	281	275	0	0	0	0	0
Sec11a	92.5	232	323	0	0	0	0	0
Rps29	92.5	208	347	0	0	0	0	0
Add3	92.5	206	213	0	0	0	136	0
Tcf3	92.333333	262	292	0	0	0	0	0
Recql4	92.333333	218	336	0	0	0	0	0
Rccd1	92.333333	217	337	0	0	0	0	0
Myo9b	92.333333	247	307	0	0	0	0	0
Lrrc14	92.333333	218	336	0	0	0	0	0
Ift140	92.333333	285	269	0	0	0	0	0
Haus8	92.333333	247	307	0	0	0	0	0
Flna	92.333333	257	297	0	0	0	0	0
Erdr1	92.333333	207	347	0	0	0	0	0
Cramp1l	92.333333	285	269	0	0	0	0	0
Cdk16	92.333333	240	314	0	0	0	0	0
Apbb1ip	92.333333	239	315	0	0	0	0	0
Selenok	92.166667	284	269	0	0	0	0	0
Phf23	92.166667	221	332	0	0	0	0	0
Gabarap	92.166667	221	332	0	0	0	0	0
Dvl2	92.166667	221	332	0	0	0	0	0
Cltc	92.166667	286	267	0	0	0	0	0
Abcg1	92.166667	302	251	0	0	0	0	0
Stt3b	92.0	239	313	0	0	0	0	0
Rnf2	92.0	278	274	0	0	0	0	0
Pcm1	92.0	230	322	0	0	0	0	0
N4bp1	92.0	240	312	0	0	0	0	0
Gm20346	92.0	291	261	0	0	0	0	0
Anp32a	92.0	291	261	0	0	0	0	0
Mesd	91.833333	252	299	0	0	0	0	0
Larp1b	91.833333	249	302	0	0	0	0	0
Trp53bp2	91.666667	244	306	0	0	0	0	0
Lpin1	91.666667	246	304	0	0	0	0	0
Ilf3	91.666667	271	279	0	0	0	0	0
Huwe1	91.666667	297	253	0	0	0	0	0
Ggps1	91.666667	267	283	0	0	0	0	0
Arid4b	91.666667	267	283	0	0	0	0	0
Sh3glb1	91.5	259	290	0	0	0	0	0
Orc2	91.5	250	299	0	0	0	0	0
Cbx8	91.5	213	336	0	0	0	0	0
Slc37a4	91.333333	238	310	0	0	0	0	0
Rhebl1	91.333333	283	265	0	0	0	0	0
Oasl1	91.333333	243	305	0	0	0	0	0
Cox18	91.333333	263	285	0	0	0	0	0
Tmem258	91.166667	341	206	0	0	0	0	0
Msmo1	91.166667	267	280	0	0	0	0	0
Fen1	91.166667	341	206	0	0	0	0	0
Elovl5	91.166667	254	293	0	0	0	0	0
Slc35e1	91.0	286	260	0	0	0	0	0
Iqce	91.0	268	278	0	0	0	0	0
Brat1	91.0	268	278	0	0	0	0	0
Stil	90.833333	261	284	0	0	0	0	0
Nsun6	90.833333	234	311	0	0	0	0	0
Mllt10	90.833333	225	320	0	0	0	0	0
Kxd1	90.833333	266	279	0	0	0	0	0
Fkbp8	90.833333	266	279	0	0	0	0	0
Fam160a2	90.833333	219	326	0	0	0	0	0
Dop1b	90.833333	225	320	0	0	0	0	0
Cnga4	90.833333	219	326	0	0	0	0	0
Arl5b	90.833333	234	311	0	0	0	0	0
Prkn	90.666667	279	265	0	0	0	0	0
Pacrg	90.666667	279	265	0	0	0	0	0
Kif23	90.666667	302	242	0	0	0	0	0
Daam1	90.666667	227	317	0	0	0	0	0
Opa3	90.5	233	310	0	0	0	0	0
Zfp706	90.333333	270	272	0	0	0	0	0
Srsf11	90.333333	240	302	0	0	0	0	0
Spcs3	90.333333	258	284	0	0	0	0	0
Sirt5	90.333333	257	285	0	0	0	0	0
Sertad2	90.333333	227	315	0	0	0	0	0
Pwp2	90.333333	274	268	0	0	0	0	0
Lrrc40	90.333333	240	302	0	0	0	0	0
Lclat1	90.333333	270	272	0	0	0	0	0
Zc3h10	90.166667	287	254	0	0	0	0	0
Rpl41	90.166667	287	254	0	0	0	0	0
Pum1	90.166667	271	270	0	0	0	0	0
P3h1	90.166667	297	244	0	0	0	0	0
Etnk1	90.166667	240	301	0	0	0	0	0
Dido1	90.166667	249	292	0	0	0	0	0
Cox7a2l	90.166667	232	309	0	0	0	0	0
Btbd9	90.166667	275	266	0	0	0	0	0
AU022252	90.166667	297	244	0	0	0	0	0
Gcc2	90.0	243	297	0	0	0	0	0
Dclre1b	90.0	280	260	0	0	0	0	0
Chid1	90.0	260	280	0	0	0	0	0
Bcl9l	90.0	313	227	0	0	0	0	0
Atp1b3	90.0	257	283	0	0	0	0	0
Ap4b1	90.0	280	260	0	0	0	0	0
AW549877	90.0	271	269	0	0	0	0	0
Trim33	89.833333	236	303	0	0	0	0	0
Sytl3	89.833333	290	249	0	0	0	0	0
Rcor1	89.833333	287	252	0	0	0	0	0
Pgm2l1	89.833333	242	297	0	0	0	0	0
Mdm1	89.833333	274	265	0	0	0	0	0
Gpi1	89.833333	280	259	0	0	0	0	0
Cpeb2	89.833333	269	270	0	0	0	0	0
Zfp287	89.666667	269	269	0	0	0	0	0
Zscan18	89.5	239	298	0	0	0	0	0
Smurf1	89.5	268	269	0	0	0	0	0
Rbmx2	89.5	288	249	0	0	0	0	0
Pld3	89.5	242	295	0	0	0	0	0
Lrrc58	89.5	236	301	0	0	0	0	0
Dtwd2	89.5	262	275	0	0	0	0	0
2310022A10Rik	89.5	242	295	0	0	0	0	0
Trim59	89.333333	247	289	0	0	0	0	0
Hmg20b	89.333333	231	305	0	0	0	0	0
Smim13	89.166667	241	294	0	0	0	0	0
Lrig2	89.166667	265	270	0	0	0	0	0
Hnrnpa3	89.166667	257	278	0	0	0	0	0
Cdca4	89.166667	293	242	0	0	0	0	0
Zfp41	89.0	297	237	0	0	0	0	0
Tap1	89.0	302	232	0	0	0	0	0
Stard5	89.0	273	261	0	0	0	0	0
Slain2	89.0	253	281	0	0	0	0	0
Psmb9	89.0	302	232	0	0	0	0	0
Mmgt1	89.0	264	270	0	0	0	0	0
Luc7l2	89.0	267	267	0	0	0	0	0
Fam76a	89.0	212	322	0	0	0	0	0
Senp1	88.833333	195	338	0	0	0	0	0
Pfkm	88.833333	195	338	0	0	0	0	0
Gpsm2	88.833333	293	240	0	0	0	0	0
4931428F04Rik	88.833333	244	289	0	0	0	0	0
Rnf138	88.666667	254	278	0	0	0	0	0
Iqgap2	88.666667	268	264	0	0	0	0	0
Enc1	88.666667	253	279	0	0	0	0	0
Zrsr1	88.5	283	248	0	0	0	0	0
Strbp	88.5	314	217	0	0	0	0	0
Rtf1	88.5	215	316	0	0	0	0	0
Pfkl	88.5	295	236	0	0	0	0	0
Fam126a	88.5	244	287	0	0	0	0	0
Commd1	88.5	283	248	0	0	0	0	0
Cisd3	88.5	308	223	0	0	0	0	0
Srek1	88.333333	229	301	0	0	0	0	0
Snapc1	88.333333	257	273	0	0	0	0	0
Ropn1l	88.333333	253	277	0	0	0	0	0
Prpf38b	88.333333	278	252	0	0	0	0	0
Pard6a	88.333333	235	295	0	0	0	0	0
Nxf1	88.333333	247	283	0	0	0	0	0
Klhl21	88.333333	222	308	0	0	0	0	0
Exoc6	88.333333	256	274	0	0	0	0	0
Dnaja2	88.333333	271	259	0	0	0	0	0
Cstf1	88.333333	315	215	0	0	0	0	0
Aurka	88.333333	315	215	0	0	0	0	0
Acd	88.333333	235	295	0	0	0	0	0
Wdr33	88.166667	237	292	0	0	0	0	0
Stard7	88.166667	263	266	0	0	0	0	0
Gtf2i	88.166667	250	279	0	0	0	0	0
Dhrs7b	88.166667	261	268	0	0	0	0	0
Ago1	88.166667	259	270	0	0	0	0	0
Tmem41b	88.0	294	234	0	0	0	0	0
Tmem245	88.0	234	294	0	0	0	0	0
Slc25a11	88.0	224	304	0	0	0	0	0
Rnf167	88.0	224	304	0	0	0	0	0
Paxip1	88.0	250	278	0	0	0	0	0
Marchf7	88.0	299	229	0	0	0	0	0
Get4	88.0	247	281	0	0	0	0	0
Ythdf2	87.833333	228	299	0	0	0	0	0
Tmem135	87.833333	283	244	0	0	0	0	0
Tdrd9	87.833333	287	240	0	0	0	0	0
Nuf2	87.833333	227	300	0	0	0	0	0
Chd2	87.833333	250	277	0	0	0	0	0
Atp5mpl	87.833333	287	240	0	0	0	0	0
Zscan29	87.666667	276	250	0	0	0	0	0
Zbtb5	87.666667	234	292	0	0	0	0	0
Thap1	87.666667	235	291	0	0	0	0	0
Abcd3	87.666667	269	257	0	0	0	0	0
Tmem88	87.5	260	265	0	0	0	0	0
Snrpd2	87.5	199	326	0	0	0	0	0
Qpctl	87.5	199	326	0	0	0	0	0
Ndufa12	87.5	219	306	0	0	0	0	0
Itpa	87.5	263	262	0	0	0	0	0
Frmd6	87.5	220	305	0	0	0	0	0
Ddrgk1	87.5	263	262	0	0	0	0	0
Dcaf12	87.5	258	267	0	0	0	0	0
Camkk2	87.5	236	289	0	0	0	0	0
Ankrd50	87.5	246	279	0	0	0	0	0
Vps29	87.333333	278	246	0	0	0	0	0
Rad9b	87.333333	278	246	0	0	0	0	0
Fus	87.333333	273	251	0	0	0	0	0
Wdr91	87.166667	270	253	0	0	0	0	0
Trim32	87.166667	276	247	0	0	0	0	0
Per2	87.166667	296	227	0	0	0	0	0
Mettl23	87.166667	209	314	0	0	0	0	0
Cfap300	87.166667	319	204	0	0	0	0	0
Plekhb2	87.0	272	250	0	0	0	0	0
Lrrc1	87.0	211	311	0	0	0	0	0
Cyth4	87.0	242	280	0	0	0	0	0
Ssh2	86.833333	230	291	0	0	0	0	0
Setd3	86.833333	238	283	0	0	0	0	0
Mgst3	86.833333	245	276	0	0	0	0	0
Kdm6b	86.833333	231	290	0	0	0	0	0
Ccnk	86.833333	238	283	0	0	0	0	0
Arl8b	86.833333	273	248	0	0	0	0	0
Tmed7	86.666667	290	230	0	0	0	0	0
Rab3ip	86.666667	231	289	0	0	0	0	0
Lst1	86.666667	278	242	0	0	0	0	0
Faf2	86.666667	276	244	0	0	0	0	0
Eif1a	86.666667	290	230	0	0	0	0	0
Casp8ap2	86.666667	233	287	0	0	0	0	0
Sptbn1	86.5	242	277	0	0	0	0	0
Septin7	86.5	247	272	0	0	0	0	0
Phc3	86.5	256	263	0	0	0	0	0
Ccdc130	86.5	237	282	0	0	0	0	0
Txlng	86.333333	265	253	0	0	0	0	0
Tnfaip1	86.333333	231	287	0	0	0	0	0
Morf4l2	86.333333	233	285	0	0	0	0	0
Macrod2	86.333333	284	234	0	0	0	0	0
Ift20	86.333333	231	287	0	0	0	0	0
Arl2	86.333333	247	271	0	0	0	0	0
Mpc2	86.166667	268	249	0	0	0	0	0
Dcaf6	86.166667	268	249	0	0	0	0	0
Camta1	86.166667	296	221	0	0	0	0	0
Zfp622	86.0	265	251	0	0	0	0	0
Srm	86.0	220	296	0	0	0	0	0
Mtres1	86.0	258	258	0	0	0	0	0
Ero1a	86.0	231	285	0	0	0	0	0
Tpt1	85.833333	233	282	0	0	0	0	0
Stn1	85.833333	275	240	0	0	0	0	0
Nckap5l	85.833333	239	276	0	0	0	0	0
Kif18b	85.833333	257	258	0	0	0	0	0
Higd1a	85.833333	202	313	0	0	0	0	0
Eef2	85.833333	239	276	0	0	0	0	0
Bms1	85.833333	220	295	0	0	0	0	0
Zfyve27	85.666667	268	246	0	0	0	0	0
Taf6	85.666667	225	289	0	0	0	0	0
Rab11a	85.666667	276	238	0	0	0	0	0
Lyrm9	85.666667	237	277	0	0	0	0	0
Hdhd5	85.666667	245	269	0	0	0	0	0
Cnpy4	85.666667	225	289	0	0	0	0	0
Txndc9	85.5	261	252	0	0	0	0	0
Sptssa	85.5	264	249	0	0	0	0	0
Serf2	85.5	283	230	0	0	0	0	0
Eif5b	85.5	261	252	0	0	0	0	0
Arih2	85.5	271	242	0	0	0	0	0
Zfp644	85.333333	293	219	0	0	0	0	0
Tradd	85.333333	230	282	0	0	0	0	0
Pop5	85.333333	243	269	0	0	0	0	0
Pim1	85.333333	258	254	0	0	0	0	0
Hsf4	85.333333	230	282	0	0	0	0	0
Fbxo7	85.333333	222	290	0	0	0	0	0
Fbxl8	85.333333	230	282	0	0	0	0	0
Ccdc30	85.333333	219	293	0	0	0	0	0
Axdnd1	85.333333	266	246	0	0	0	0	0
Urgcp	85.166667	244	267	0	0	0	0	0
Tmem210	85.166667	233	278	0	0	0	0	0
Tdg	85.166667	196	315	0	0	0	0	0
Tarbp2	85.166667	255	256	0	0	0	0	0
Map3k12	85.166667	255	256	0	0	0	0	0
Lrrc26	85.166667	233	278	0	0	0	0	0
Gid8	85.166667	219	292	0	0	0	0	0
Abi1	85.166667	271	240	0	0	0	0	0
Ube2n	85.0	233	277	0	0	0	0	0
Mapk8	85.0	284	226	0	0	0	0	0
Malt1	85.0	234	276	0	0	0	0	0
Lmbrd1	85.0	237	273	0	0	0	0	0
Btbd6	85.0	281	229	0	0	0	0	0
Ap3m2	85.0	253	257	0	0	0	0	0
Ap1m1	84.833333	223	286	0	0	0	0	0
Zfp865	84.666667	257	251	0	0	0	0	0
Zfp566	84.666667	249	259	0	0	0	0	0
Zfp524	84.666667	257	251	0	0	0	0	0
Zfp260	84.666667	249	259	0	0	0	0	0
Rps15	84.666667	243	265	0	0	0	0	0
Rab3a	84.666667	269	239	0	0	0	0	0
Ndufab1	84.666667	226	282	0	0	0	0	0
Itgb1bp1	84.666667	214	294	0	0	0	0	0
Cpsf3	84.666667	214	294	0	0	0	0	0
Apc2	84.666667	243	265	0	0	0	0	0
Siah1a	84.5	220	287	0	0	0	0	0
Rsf1	84.5	267	240	0	0	0	0	0
Otub1	84.5	287	220	0	0	0	0	0
Ift46	84.5	231	276	0	0	0	0	0
Gmfb	84.5	292	215	0	0	0	0	0
Arcn1	84.5	231	276	0	0	0	0	0
Aamdc	84.5	267	240	0	0	0	0	0
Stk40	84.333333	202	304	0	0	0	0	0
Rap1gap2	84.333333	205	301	0	0	0	0	0
Prcc	84.333333	213	293	0	0	0	0	0
Lef1	84.333333	234	272	0	0	0	0	0
Hps3	84.333333	255	251	0	0	0	0	0
Golga7	84.333333	187	319	0	0	0	0	0
Usf3	84.166667	258	247	0	0	0	0	0
Tle1	84.166667	229	276	0	0	0	0	0
Sufu	84.166667	225	280	0	0	0	0	0
Ppm1f	84.166667	260	245	0	0	0	0	0
Jund	84.166667	273	232	0	0	0	0	0
Iqcn	84.166667	273	232	0	0	0	0	0
Coq3	84.166667	259	246	0	0	0	0	0
Ahctf1	84.166667	231	274	0	0	0	0	0
Actr1a	84.166667	225	280	0	0	0	0	0
Zmat3	84.0	160	344	0	0	0	0	0
Zfp383	84.0	310	194	0	0	0	0	0
Zfp27	84.0	310	194	0	0	0	0	0
Zbtb44	84.0	273	231	0	0	0	0	0
Uvrag	84.0	272	232	0	0	0	0	0
Usp5	84.0	292	212	0	0	0	0	0
Tuba1a	84.0	282	222	0	0	0	0	0
Tsga10ip	84.0	224	280	0	0	0	0	0
Tial1	84.0	236	268	0	0	0	0	0
Peli1	84.0	234	270	0	0	0	0	0
Dnajb6	84.0	151	353	0	0	0	0	0
Cyth2	84.0	240	264	0	0	0	0	0
Cdca3	84.0	292	212	0	0	0	0	0
Casc3	84.0	301	203	0	0	0	0	0
Calu	84.0	263	241	0	0	0	0	0
Baiap2	84.0	232	272	0	0	0	0	0
Zfp367	83.833333	243	260	0	0	0	0	0
Tspan14	83.833333	242	261	0	0	0	0	0
Rps23	83.833333	249	254	0	0	0	0	0
Pias2	83.833333	230	273	0	0	0	0	0
Nptn	83.833333	193	310	0	0	0	0	0
Mpp6	83.833333	293	210	0	0	0	0	0
Mis18bp1	83.666667	282	220	0	0	0	0	0
Chst10	83.666667	235	267	0	0	0	0	0
Psmd5	83.5	223	278	0	0	0	0	0
Cutal	83.5	223	278	0	0	0	0	0
Capn10	83.5	202	299	0	0	0	0	0
Avpi1	83.5	264	237	0	0	0	0	0
Znrf3	83.333333	229	271	0	0	0	0	0
Xpo1	83.333333	212	288	0	0	0	0	0
Ncoa3	83.333333	228	272	0	0	0	0	0
Hsd17b4	83.333333	274	226	0	0	0	0	0
Gpd1l	83.333333	251	249	0	0	0	0	0
Wdr53	83.166667	216	283	0	0	0	0	0
Snx3	83.166667	201	298	0	0	0	0	0
Smg7	83.166667	257	242	0	0	0	0	0
Nipsnap3b	83.166667	244	255	0	0	0	0	0
Fbxo45	83.166667	216	283	0	0	0	0	0
Asf1a	83.166667	234	265	0	0	0	0	0
Alms1	83.166667	198	301	0	0	0	0	0
Timeless	83.0	228	270	0	0	0	0	0
Abtb1	83.0	256	242	0	0	0	0	0
Zbtb49	82.833333	217	280	0	0	0	0	0
Lyar	82.833333	217	280	0	0	0	0	0
Clic4	82.833333	265	232	0	0	0	0	0
Ywhae	82.666667	213	283	0	0	0	0	0
Timm9	82.666667	286	210	0	0	0	0	0
Sos1	82.666667	217	279	0	0	0	0	0
Sar1a	82.666667	189	307	0	0	0	0	0
Ppp2r5e	82.666667	232	264	0	0	0	0	0
Myh9	82.666667	257	239	0	0	0	0	0
2700049A03Rik	82.666667	286	210	0	0	0	0	0
Zfp146	82.5	201	294	0	0	0	0	0
Wdr78	82.5	251	244	0	0	0	0	0
Ubr2	82.5	208	287	0	0	0	0	0
Txnl1	82.5	225	270	0	0	0	0	0
Tpm3	82.5	238	257	0	0	0	0	0
Tomm40	82.5	251	244	0	0	0	0	0
Plaur	82.5	238	257	0	0	0	0	0
Mier1	82.5	251	244	0	0	0	0	0
Hmgcr	82.5	222	273	0	0	0	0	0
Ech1	82.5	248	247	0	0	0	0	0
Cyb5r4	82.5	222	273	0	0	0	0	0
Trim50	82.333333	303	191	0	0	0	0	0
Pik3c3	82.333333	191	303	0	0	0	0	0
Ndufs5	82.333333	286	208	0	0	0	0	0
Gins2	82.333333	275	219	0	0	0	0	0
Plxdc1	82.166667	248	245	0	0	0	0	0
Gstk1	82.166667	247	246	0	0	0	0	0
Tmem186	82.0	213	279	0	0	0	0	0
Sepsecs	82.0	257	235	0	0	0	0	0
Ppp3cc	82.0	303	189	0	0	0	0	0
Pmm2	82.0	213	279	0	0	0	0	0
Cfl1	82.0	242	250	0	0	0	0	0
Xlr4a	81.833333	247	244	0	0	0	0	0
Ubxn6	81.833333	211	280	0	0	0	0	0
Pkn2	81.833333	195	296	0	0	0	0	0
Mark2	81.833333	234	257	0	0	0	0	0
Hdgfl2	81.833333	211	280	0	0	0	0	0
Dnpep	81.833333	215	276	0	0	0	0	0
Cbx2	81.833333	187	304	0	0	0	0	0
Canx	81.833333	249	242	0	0	0	0	0
Zfp516	81.666667	219	271	0	0	0	0	0
Tcf25	81.666667	246	244	0	0	0	0	0
Mrpl12	81.666667	233	257	0	0	0	0	0
Hspa4l	81.666667	245	245	0	0	0	0	0
Cyld	81.666667	192	298	0	0	0	0	0
Crkl	81.666667	234	256	0	0	0	0	0
Nedd4	81.5	237	252	0	0	0	0	0
E2f1	81.5	207	282	0	0	0	0	0
Alg14	81.5	190	299	0	0	0	0	0
Ywhaz	81.333333	228	260	0	0	0	0	0
Ulk2	81.333333	236	252	0	0	0	0	0
Taf7	81.333333	250	238	0	0	0	0	0
Smad7	81.333333	279	209	0	0	0	0	0
Sgk3	81.333333	249	239	0	0	0	0	0
Prxl2b	81.333333	249	239	0	0	0	0	0
Otud3	81.333333	258	230	0	0	0	0	0
Nsa2	81.333333	231	257	0	0	0	0	0
Nedd9	81.333333	242	246	0	0	0	0	0
Ifrd2	81.333333	233	255	0	0	0	0	0
Gfm2	81.333333	231	257	0	0	0	0	0
Zbtb7a	81.166667	250	237	0	0	0	0	0
Thoc3	81.166667	259	228	0	0	0	0	0
Spata6	81.166667	247	240	0	0	0	0	0
Sp4	81.166667	219	268	0	0	0	0	0
Polr2f	81.166667	285	202	0	0	0	0	0
Phax	81.166667	259	228	0	0	0	0	0
Per3	81.166667	274	213	0	0	0	0	0
Med21	81.166667	222	265	0	0	0	0	0
Hook1	81.166667	285	202	0	0	0	0	0
Aldh7a1	81.166667	259	228	0	0	0	0	0
1700088E04Rik	81.166667	285	202	0	0	0	0	0
Wac	81.0	246	240	0	0	0	0	0
St6galnac4	81.0	223	263	0	0	0	0	0
Rab22a	81.0	239	247	0	0	0	0	0
Qdpr	81.0	195	291	0	0	0	0	0
Ppp1r11	81.0	258	228	0	0	0	0	0
Mak16	81.0	195	291	0	0	0	0	0
Kif1b	81.0	252	234	0	0	0	0	0
Fbxl3	81.0	265	221	0	0	0	0	0
Clrn2	81.0	195	291	0	0	0	0	0
Ate1	81.0	246	240	0	0	0	0	0
Adck5	81.0	250	236	0	0	0	0	0
Itprid2	80.833333	257	228	0	0	0	0	0
Entpd4b	80.833333	189	296	0	0	0	0	0
Entpd4	80.833333	189	296	0	0	0	0	0
Cdk5rap2	80.833333	227	258	0	0	0	0	0
Aldh4a1	80.833333	241	244	0	0	0	0	0
Rfwd3	80.666667	251	233	0	0	0	0	0
Qrich1	80.666667	262	222	0	0	0	0	0
Pip4k2b	80.666667	243	241	0	0	0	0	0
Dhrs7	80.666667	251	233	0	0	0	0	0
Atf1	80.666667	223	261	0	0	0	0	0
Zfp141	80.5	214	269	0	0	0	0	0
Vps11	80.5	200	283	0	0	0	0	0
Tfb2m	80.5	269	214	0	0	0	0	0
Ddx27	80.5	230	253	0	0	0	0	0
Cnst	80.5	269	214	0	0	0	0	0
Adpgk	80.5	239	244	0	0	0	0	0
Rpl10a	80.333333	239	243	0	0	0	0	0
Phf7	80.333333	275	207	0	0	0	0	0
Nme1	80.333333	200	282	0	0	0	0	0
Ndufv2	80.333333	216	266	0	0	0	0	0
Klhl7	80.333333	201	281	0	0	0	0	0
Hexim2	80.333333	216	266	0	0	0	0	0
Grcc10	80.333333	219	263	0	0	0	0	0
Fyn	80.333333	265	217	0	0	0	0	0
Bap1	80.333333	275	207	0	0	0	0	0
Tbl1xr1	80.166667	238	243	0	0	0	0	0
Ssna1	80.166667	219	262	0	0	0	0	0
Rps6ka1	80.166667	210	271	0	0	0	0	0
Mapk6	80.166667	228	253	0	0	0	0	0
Anapc2	80.166667	219	262	0	0	0	0	0
Trp53i13	80.0	307	173	0	0	0	0	0
Tmem129	80.0	273	207	0	0	0	0	0
Tacc3	80.0	273	207	0	0	0	0	0
Sgsm3	80.0	257	223	0	0	0	0	0
Kat6b	80.0	251	229	0	0	0	0	0
Jpt1	80.0	206	274	0	0	0	0	0
Ccdc194	80.0	221	259	0	0	0	0	0
Abhd15	80.0	307	173	0	0	0	0	0
Stxbp5	79.833333	209	270	0	0	0	0	0
Stk10	79.833333	231	248	0	0	0	0	0
Sbf1	79.833333	253	226	0	0	0	0	0
Thnsl1	79.666667	240	238	0	0	0	0	0
Fth1	79.666667	241	237	0	0	0	0	0
Enkur	79.666667	240	238	0	0	0	0	0
Arhgef18	79.666667	235	243	0	0	0	0	0
Xrcc5	79.5	230	247	0	0	0	0	0
Tmem39a	79.5	251	226	0	0	0	0	0
Tbrg1	79.5	228	249	0	0	0	0	0
Padi2	79.5	202	275	0	0	0	0	0
Fbxo33	79.5	311	166	0	0	0	0	0
Cops4	79.5	219	258	0	0	0	0	0
Akirin1	79.5	218	259	0	0	0	0	0
Prkx	79.333333	195	281	0	0	0	0	0
Ppme1	79.333333	195	281	0	0	0	0	0
Pam16	79.333333	220	256	0	0	0	0	0
Nek3	79.333333	200	276	0	0	0	0	0
C2cd3	79.333333	195	281	0	0	0	0	0
Tfb1m	79.166667	198	277	0	0	0	0	0
Nmnat3	79.166667	237	238	0	0	0	0	0
Gsn	79.166667	173	302	0	0	0	0	0
Gbe1	79.166667	241	234	0	0	0	0	0
Zmym5	79.0	183	291	0	0	0	0	0
Clptm1	79.0	226	248	0	0	0	0	0
Traf3ip1	78.833333	244	229	0	0	0	0	0
Slc25a36	78.833333	249	224	0	0	0	0	0
LTO1	78.833333	243	230	0	0	0	0	0
Coq2	78.833333	220	253	0	0	0	0	0
Asrgl1	78.833333	271	202	0	0	0	0	0
Slc5a5	78.666667	283	189	0	0	0	0	0
Rpl18a	78.666667	283	189	0	0	0	0	0
Prpsap1	78.5	266	205	0	0	0	0	0
Mief1	78.5	242	229	0	0	0	0	0
Memo1	78.5	240	231	0	0	0	0	0
Gas2	78.5	251	220	0	0	0	0	0
Fndc10	78.5	233	238	0	0	0	0	0
Fancf	78.5	251	220	0	0	0	0	0
Fam174c	78.5	199	272	0	0	0	0	0
Cplane2	78.5	207	264	0	0	0	0	0
Cirbp	78.5	199	272	0	0	0	0	0
Smurf2	78.333333	227	243	0	0	0	0	0
Rrm2b	78.333333	239	231	0	0	0	0	0
Olfr806	78.333333	221	249	0	0	0	0	0
Nt5c3b	78.333333	248	222	0	0	0	0	0
Naxe	78.333333	240	230	0	0	0	0	0
Klhl10	78.333333	248	222	0	0	0	0	0
Jak2	78.333333	217	253	0	0	0	0	0
Irf1	78.333333	290	180	0	0	0	0	0
Bmp2k	78.333333	196	274	0	0	0	0	0
Zfp961	78.166667	168	301	0	0	0	0	0
Rida	78.166667	215	254	0	0	0	0	0
Rel	78.166667	210	259	0	0	0	0	0
Pop1	78.166667	215	254	0	0	0	0	0
Gm2a	78.166667	220	249	0	0	0	0	0
Eef1aknmt	78.166667	211	258	0	0	0	0	0
Bcl6b	78.166667	275	194	0	0	0	0	0
Bcl2	78.166667	223	246	0	0	0	0	0
Acin1	78.166667	253	216	0	0	0	0	0
1700123O20Rik	78.166667	253	216	0	0	0	0	0
Tmem64	78.0	205	263	0	0	0	0	0
Sfxn3	78.0	199	269	0	0	0	0	0
Pdzd7	78.0	199	269	0	0	0	0	0
Klf6	78.0	233	235	0	0	0	0	0
Ddx39a	78.0	204	264	0	0	0	0	0
Calr	78.0	231	237	0	0	0	0	0
Mtmr6	77.833333	209	258	0	0	0	0	0
Itch	77.833333	221	246	0	0	0	0	0
Ccne2	77.833333	242	225	0	0	0	0	0
Sucla2	77.666667	247	219	0	0	0	0	0
Srfbp1	77.666667	227	239	0	0	0	0	0
Plekha8	77.666667	241	225	0	0	0	0	0
Nudt15	77.666667	247	219	0	0	0	0	0
Fkbp14	77.666667	241	225	0	0	0	0	0
Tmpo	77.5	232	233	0	0	0	0	0
Tmc8	77.5	208	257	0	0	0	0	0
Tmc6	77.5	208	257	0	0	0	0	0
Rell2	77.5	194	271	0	0	0	0	0
Il3ra	77.5	252	213	0	0	0	0	0
Hdac3	77.5	194	271	0	0	0	0	0
Fdxacb1	77.5	231	234	0	0	0	0	0
1110032A03Rik	77.5	231	234	0	0	0	0	0
Zfp69	77.333333	250	214	0	0	0	0	0
Wdr77	77.333333	202	262	0	0	0	0	0
Use1	77.333333	189	275	0	0	0	0	0
Tle4	77.333333	208	256	0	0	0	0	0
Thap4	77.333333	222	242	0	0	0	0	0
Sec22a	77.333333	187	277	0	0	0	0	0
Phf21b	77.333333	223	241	0	0	0	0	0
Ocel1	77.333333	189	275	0	0	0	0	0
Ntpcr	77.333333	229	235	0	0	0	0	0
Mapre1	77.333333	238	226	0	0	0	0	0
Atp5pb	77.333333	202	262	0	0	0	0	0
Atg4b	77.333333	222	242	0	0	0	0	0
Ssr4	77.166667	241	222	0	0	0	0	0
Pik3r1	77.166667	184	279	0	0	0	0	0
Mroh1	77.166667	234	229	0	0	0	0	0
Lin54	77.166667	245	218	0	0	0	0	0
L3mbtl3	77.166667	201	262	0	0	0	0	0
Idh3g	77.166667	241	222	0	0	0	0	0
Kmt2a	77.0	236	226	0	0	0	0	0
Cdyl2	77.0	253	209	0	0	0	0	0
Ccnyl1	77.0	234	228	0	0	0	0	0
Uqcc1	76.833333	224	237	0	0	0	0	0
Med31	76.833333	190	271	0	0	0	0	0
Jmy	76.833333	263	198	0	0	0	0	0
