Target_genes	E2f4|Average	SRX019013|3T3-L1	SRX142538|C2C12	SRX140375|CH12	SRX122394|Dendritic_Cells	SRX122395|Dendritic_Cells	SRX122396|Dendritic_Cells	SRX122397|Dendritic_Cells	SRX319552|ES_cells	SRX019010|Hepatocytes	SRX027460|iPS_cells	SRX1532691|Liver	SRX1532692|Liver	SRX1532693|Liver	SRX1532694|Liver	SRX18205314|Liver	SRX18205316|Liver	SRX140377|MEL	STRING
Trim23	124.0	146	166	96	0	0	0	0	117	0	0	0	0	0	0	338	1012	233	0
Trappc13	124.0	146	166	96	0	0	0	0	117	0	0	0	0	0	0	338	1012	233	0
Shld3	124.0	146	166	96	0	0	0	0	117	0	0	0	0	0	0	338	1012	233	0
Atp5o	124.0	107	79	455	0	0	0	0	0	636	482	0	0	0	0	0	0	349	0
Noc4l	123.941176	391	215	0	0	0	0	0	0	537	964	0	0	0	0	0	0	0	0
Ddx51	123.941176	391	215	0	0	0	0	0	0	537	964	0	0	0	0	0	0	0	0
Ppig	123.705882	271	365	158	0	0	0	0	155	281	555	0	0	0	0	0	107	211	0
Ska2	123.588235	0	370	221	0	0	0	0	79	196	702	222	0	0	114	0	0	197	0
Prr11	123.588235	0	370	221	0	0	0	0	79	196	702	222	0	0	114	0	0	197	0
Hnrnpr	123.529412	176	496	160	0	0	0	0	164	350	513	0	0	0	0	0	0	241	0
Ptcd1	123.352941	192	230	390	0	0	0	0	0	183	405	0	0	0	0	138	312	247	0
H1f0	123.352941	0	405	400	0	0	0	0	0	487	443	0	0	0	0	0	0	362	0
Gcat	123.352941	0	405	400	0	0	0	0	0	487	443	0	0	0	0	0	0	362	0
Cpsf4	123.352941	192	230	390	0	0	0	0	0	183	405	0	0	0	0	138	312	247	0
Fut10	123.235294	0	277	0	0	0	0	0	0	0	1146	113	0	0	132	0	0	427	0
Rpl35	123.058824	200	346	0	0	0	0	0	154	478	428	0	0	0	0	127	183	176	0
Arpc5l	123.058824	200	346	0	0	0	0	0	154	478	428	0	0	0	0	127	183	176	0
Sf3b2	123.0	213	137	700	0	0	0	0	0	261	284	0	0	0	0	0	0	496	0
Gal3st3	123.0	213	137	700	0	0	0	0	0	261	284	0	0	0	0	0	0	496	0
Coro6	123.0	0	477	214	0	0	0	0	155	694	167	0	0	0	0	170	214	0	0
Poc1b	122.941176	207	455	105	0	0	0	0	213	321	521	0	0	0	0	0	185	83	0
Galnt4	122.941176	207	455	105	0	0	0	0	213	321	521	0	0	0	0	0	185	83	0
Tbl2	122.705882	257	268	168	0	0	0	0	110	508	554	0	0	0	0	0	78	143	0
Clk4	122.705882	386	0	248	0	0	0	0	127	265	503	0	0	0	0	0	225	332	0
BC049762	122.705882	386	0	248	0	0	0	0	127	265	503	0	0	0	0	0	225	332	0
Atp6v1c1	122.588235	249	271	432	0	0	0	0	127	243	216	0	0	0	0	0	120	426	0
Zdhhc3	122.411765	343	401	124	0	0	0	0	293	368	0	0	0	0	0	0	159	393	0
Ipo7	122.411765	0	182	494	0	0	0	0	149	442	159	0	0	0	0	0	0	655	0
Exosc7	122.411765	343	401	124	0	0	0	0	293	368	0	0	0	0	0	0	159	393	0
Snrpg	122.176471	370	273	200	0	0	0	0	96	297	523	0	0	0	0	0	0	318	0
Mars1	122.176471	235	253	220	0	0	0	0	101	314	706	0	0	0	0	0	0	248	0
Cstf2t	122.117647	131	236	499	0	0	0	0	175	335	370	0	188	0	142	0	0	0	0
Arrb2	122.117647	214	166	518	0	0	0	0	201	350	151	0	0	0	0	0	206	270	0
Mok	122.058824	158	156	787	0	0	0	0	0	0	0	0	0	0	0	0	169	805	0
Nagk	122.0	302	0	557	0	0	0	0	100	235	363	0	0	0	0	0	0	517	0
Rnaseh2a	121.941176	251	338	198	0	0	0	0	0	484	533	0	0	0	0	0	0	269	0
Prdx2	121.941176	251	338	198	0	0	0	0	0	484	533	0	0	0	0	0	0	269	0
Abhd17b	121.882353	275	409	420	0	0	0	0	0	0	505	0	0	0	0	0	0	463	0
1110059E24Rik	121.882353	275	409	420	0	0	0	0	0	0	505	0	0	0	0	0	0	463	0
Coq2	121.823529	788	309	126	0	0	0	0	156	235	345	0	0	0	0	0	0	112	0
Uvssa	121.588235	204	186	211	0	0	0	0	238	233	361	0	0	0	0	0	206	428	0
Txndc11	121.588235	301	0	189	0	0	0	0	0	1243	247	0	0	0	0	0	0	87	0
Gmeb2	121.352941	598	0	125	0	0	0	0	0	1175	165	0	0	0	0	0	0	0	0
Fem1c	121.352941	247	152	283	0	0	0	0	286	260	476	0	0	0	0	0	0	359	0
Aga	121.352941	415	0	0	0	0	0	0	0	671	793	0	0	0	0	0	0	184	0
Timm8b	121.176471	172	280	288	0	0	0	0	0	332	841	0	0	0	0	0	0	147	0
Sdhd	121.176471	172	280	288	0	0	0	0	0	332	841	0	0	0	0	0	0	147	0
Ccdc93	120.882353	352	0	0	0	0	0	0	0	0	88	0	0	0	0	261	1354	0	0
Tomm34	120.764706	244	217	321	0	0	0	0	76	0	1053	0	0	0	0	0	0	142	0
Stk4	120.764706	244	217	321	0	0	0	0	76	0	1053	0	0	0	0	0	0	142	0
Nup54	120.764706	200	372	325	0	0	0	0	163	158	408	0	0	0	0	0	0	427	0
Coa3	120.705882	0	141	553	0	0	0	0	117	0	691	132	0	0	0	0	0	418	0
Cntd1	120.705882	0	141	553	0	0	0	0	117	0	691	132	0	0	0	0	0	418	0
Fmnl3	120.352941	428	652	145	0	0	0	0	86	254	341	0	0	0	0	0	140	0	0
Dcaf15	120.294118	192	528	221	0	0	0	0	0	268	629	0	0	0	0	0	0	207	0
Mindy2	120.058824	294	585	162	121	0	0	0	0	455	424	0	0	0	0	0	0	0	0
Zfp712	120.0	150	53	154	0	0	0	0	212	1106	235	0	0	0	0	0	0	130	0
Gtf2ird2	120.0	372	168	0	0	0	0	0	0	600	518	0	0	0	0	0	206	176	0
Dcaf1	120.0	109	102	354	0	0	0	0	301	210	416	0	0	0	0	0	0	548	0
Taf6l	119.882353	261	310	151	0	0	0	0	0	571	611	0	0	0	0	0	0	134	0
Prps1	119.647059	118	173	387	0	0	0	0	0	555	271	0	0	0	0	0	0	530	0
Chst12	119.647059	95	225	567	0	0	0	0	281	129	266	0	0	0	0	0	0	471	0
Nanos2	119.588235	385	0	0	0	0	0	0	0	0	138	0	0	0	0	210	1300	0	0
Mypop	119.588235	385	0	0	0	0	0	0	0	0	138	0	0	0	0	210	1300	0	0
Trappc6a	119.529412	289	530	152	0	0	0	0	0	333	728	0	0	0	0	0	0	0	0
Cnot1	119.529412	166	215	323	0	0	0	0	0	406	630	0	0	0	0	0	0	292	0
Bloc1s3	119.529412	289	530	152	0	0	0	0	0	333	728	0	0	0	0	0	0	0	0
Sart1	119.470588	321	103	163	0	0	0	0	131	418	341	0	0	0	0	0	341	213	0
Map2k7	119.470588	240	0	101	0	0	0	0	0	132	171	0	0	0	0	236	1031	120	0
Mrm2	119.235294	231	377	193	0	0	0	0	140	355	538	0	0	0	0	0	0	193	0
Inpp5k	119.235294	165	106	256	0	0	0	0	145	515	428	0	0	0	0	0	0	412	0
Rps16	119.0	235	284	346	0	0	0	0	0	132	487	0	0	0	0	0	170	369	0
Nudt5	118.941176	144	420	176	0	0	0	0	199	328	439	0	0	0	0	0	0	316	0
Cdc123	118.941176	144	420	176	0	0	0	0	199	328	439	0	0	0	0	0	0	316	0
Serhl	118.823529	142	255	317	0	0	0	0	235	492	484	0	0	0	0	0	0	95	0
Eif3a	118.764706	162	114	201	0	0	0	0	120	139	223	0	0	0	0	154	408	498	0
Thop1	118.647059	245	128	146	0	0	0	0	0	276	292	0	0	0	0	157	536	237	0
Pot1a	118.647059	330	260	279	0	0	0	0	110	163	483	0	0	0	0	0	0	392	0
Mrpl30	118.647059	0	253	437	0	0	0	0	212	0	384	0	0	0	0	0	107	624	0
Mitd1	118.647059	0	253	437	0	0	0	0	212	0	384	0	0	0	0	0	107	624	0
Mcm9	118.647059	0	193	371	0	0	0	0	169	374	221	0	0	0	0	101	191	397	0
Cnpy3	118.647059	165	163	448	0	0	0	0	0	202	396	0	0	0	0	0	133	510	0
Fmc1	118.588235	172	193	540	0	0	0	0	0	201	257	0	0	0	0	0	0	653	0
Nid2	118.470588	146	180	0	0	0	0	0	0	968	720	0	0	0	0	0	0	0	0
Setdb2	118.235294	121	250	144	0	0	0	0	0	688	636	0	0	0	0	0	0	171	0
Gm45935	118.235294	121	250	144	0	0	0	0	0	688	636	0	0	0	0	0	0	171	0
Cab39l	118.235294	121	250	144	0	0	0	0	0	688	636	0	0	0	0	0	0	171	0
Alg14	118.235294	247	333	231	0	0	0	0	0	470	505	0	0	0	0	0	0	224	0
Zfp839	118.176471	0	156	787	0	0	0	0	0	0	261	0	0	0	0	0	0	805	0
Zranb3	117.941176	0	398	458	0	0	0	0	0	453	276	0	0	0	0	0	0	420	0
R3hdm1	117.941176	0	398	458	0	0	0	0	0	453	276	0	0	0	0	0	0	420	0
Zfyve1	117.882353	0	120	549	0	0	0	0	222	278	154	0	0	0	0	0	0	681	0
Snrpe	117.823529	223	450	306	0	0	0	0	0	272	286	0	0	0	0	73	187	206	0
Anapc1	117.764706	172	233	270	0	0	0	0	229	467	282	0	0	0	0	0	0	349	0
Tmtc4	117.705882	512	350	0	0	0	0	0	173	502	464	0	0	0	0	0	0	0	0
Tpr	117.470588	209	146	451	0	0	0	0	154	216	262	0	0	0	0	0	136	423	0
Odr4	117.470588	209	146	451	0	0	0	0	154	216	262	0	0	0	0	0	136	423	0
Bicd2	117.176471	215	454	201	0	0	0	0	0	399	474	101	0	0	0	0	0	148	0
Tap1	117.0	254	0	398	0	0	0	0	250	481	204	0	0	0	0	0	0	402	0
Psmb9	117.0	254	0	398	0	0	0	0	250	481	204	0	0	0	0	0	0	402	0
Mycbp	117.0	396	175	114	0	0	0	0	0	0	509	0	0	0	0	161	553	81	0
Nav2	116.882353	402	432	0	0	0	0	0	0	641	208	0	0	0	0	0	159	145	0
Ddx19b	116.764706	294	0	595	0	0	0	0	0	205	402	0	0	0	0	0	0	489	0
Aars	116.764706	294	0	595	0	0	0	0	0	205	402	0	0	0	0	0	0	489	0
Ing3	116.705882	372	184	589	0	0	0	0	0	0	352	0	0	0	0	0	0	487	0
Diaph1	116.647059	121	125	229	0	0	0	0	234	237	393	0	0	0	0	103	230	311	0
Klf10	116.588235	289	134	178	0	0	0	0	359	332	165	0	0	0	0	113	154	258	0
Cwf19l1	116.411765	287	646	129	0	0	0	0	0	300	284	94	0	0	0	0	0	239	0
Zfp706	116.352941	173	259	130	0	0	0	0	103	334	436	0	0	0	0	75	138	330	0
Immt	116.176471	232	419	228	0	0	0	0	0	197	728	0	0	0	0	0	0	171	0
Ppp1r15b	116.058824	125	201	184	0	0	0	0	181	169	399	0	0	0	0	0	276	438	0
Wdr34	115.941176	335	270	164	0	0	0	0	0	384	400	0	0	0	0	0	154	264	0
Trim7	115.882353	0	232	831	0	0	0	0	0	0	0	0	0	0	0	0	0	907	0
Gorab	115.823529	337	519	127	0	0	0	0	132	174	530	0	0	0	0	0	0	150	0
Ube2q1	115.764706	184	0	134	0	0	0	0	204	685	255	0	0	0	0	137	172	197	0
Cntln	115.647059	233	223	0	0	0	0	0	424	266	328	0	0	0	0	188	304	0	0
Maea	115.588235	301	361	0	0	0	0	0	0	672	631	0	0	0	0	0	0	0	0
Polg	115.411765	75	99	503	0	0	0	0	133	230	403	0	0	0	0	0	0	519	0
Meig1	115.352941	201	429	218	0	0	0	0	0	354	759	0	0	0	0	0	0	0	0
Dclre1c	115.352941	201	429	218	0	0	0	0	0	354	759	0	0	0	0	0	0	0	0
Mvk	115.117647	297	144	132	0	0	0	0	164	605	402	0	0	0	0	0	0	213	0
Mmab	115.117647	297	144	132	0	0	0	0	164	605	402	0	0	0	0	0	0	213	0
Gps2	115.117647	130	385	286	0	0	0	0	0	263	563	0	0	0	0	0	0	330	0
Slc29a2	115.058824	118	114	266	0	0	0	0	213	864	212	0	0	0	0	0	0	169	0
Rab11b	115.058824	0	89	343	0	0	0	0	0	1084	343	0	0	0	0	0	0	97	0
Mrpl21	115.0	160	241	189	0	0	0	0	120	482	474	0	0	0	0	0	0	289	0
Ighmbp2	115.0	160	241	189	0	0	0	0	120	482	474	0	0	0	0	0	0	289	0
Cops3	114.941176	0	328	385	0	0	0	0	0	133	289	0	0	0	0	0	0	819	0
Pgrmc2	114.882353	215	0	131	0	0	0	0	0	346	207	0	0	0	0	134	759	161	0
Dnajc8	114.764706	192	151	481	0	0	0	0	262	141	343	0	0	0	0	0	0	381	0
Atpif1	114.764706	192	151	481	0	0	0	0	262	141	343	0	0	0	0	0	0	381	0
Tctn3	114.705882	176	289	520	0	0	0	0	156	122	220	0	0	0	0	0	0	467	0
Entpd1	114.705882	176	289	520	0	0	0	0	156	122	220	0	0	0	0	0	0	467	0
Grcc10	114.647059	0	115	374	0	0	0	0	168	898	0	0	0	0	0	0	0	394	0
Xpnpep3	114.588235	164	240	201	0	0	0	0	179	199	317	0	0	0	0	0	0	648	0
St13	114.588235	164	240	201	0	0	0	0	179	199	317	0	0	0	0	0	0	648	0
Lig4	114.529412	284	0	375	0	0	0	0	0	267	291	0	0	0	0	153	309	268	0
Abhd13	114.529412	284	0	375	0	0	0	0	0	267	291	0	0	0	0	153	309	268	0
Ssna1	114.470588	529	105	310	0	0	0	0	0	369	367	0	0	0	0	0	0	266	0
Mrpl12	114.470588	190	112	458	0	0	0	0	175	193	466	0	0	0	0	0	0	352	0
Anapc2	114.470588	529	105	310	0	0	0	0	0	369	367	0	0	0	0	0	0	266	0
Vdac3	114.411765	244	0	0	0	0	0	0	89	0	0	0	0	0	0	284	1328	0	0
Lmbr1l	114.411765	101	0	407	0	0	0	0	235	517	384	0	0	0	0	0	0	301	0
Sf3a3	114.352941	0	242	364	0	0	0	0	0	542	429	0	0	0	0	0	0	367	0
Tigd5	114.235294	421	0	201	0	0	0	0	0	129	220	0	0	0	0	193	659	119	0
Eef1d	114.235294	421	0	201	0	0	0	0	0	129	220	0	0	0	0	193	659	119	0
Gemin4	114.176471	189	199	377	0	0	0	0	253	159	424	0	0	0	0	0	0	340	0
Dbil5	114.176471	189	199	377	0	0	0	0	253	159	424	0	0	0	0	0	0	340	0
Ankrd54	114.176471	227	325	230	0	0	0	0	0	493	549	0	0	0	0	0	0	117	0
Cfap20	114.117647	367	185	268	0	0	0	0	158	348	320	0	0	0	0	0	103	191	0
Agbl5	114.117647	0	261	653	96	0	0	137	0	0	0	0	0	0	0	0	0	793	0
Prr14l	113.823529	391	124	238	0	0	0	0	156	305	413	0	0	0	0	0	0	308	0
Nes	113.705882	0	765	0	0	0	0	0	142	0	718	0	0	0	0	129	179	0	0
Tmem80	113.529412	167	247	109	0	0	0	0	187	469	304	0	0	0	0	0	137	310	0
Deaf1	113.529412	167	247	109	0	0	0	0	187	469	304	0	0	0	0	0	137	310	0
Sec23ip	113.411765	215	263	180	0	0	0	0	287	234	215	0	0	0	0	0	217	317	0
Mcmbp	113.411765	215	263	180	0	0	0	0	287	234	215	0	0	0	0	0	217	317	0
Ptpn21	113.117647	183	284	183	0	0	0	0	0	0	1064	0	0	0	0	0	0	209	0
Nap1l1	113.117647	0	286	229	0	0	0	0	116	208	469	0	0	0	0	109	144	362	0
Creld2	112.705882	92	291	224	0	0	0	0	135	624	441	0	0	0	0	0	0	109	0
Alg12	112.705882	92	291	224	0	0	0	0	135	624	441	0	0	0	0	0	0	109	0
Sinhcaf	112.647059	133	141	219	0	0	0	0	221	152	237	0	0	0	0	161	432	219	0
Stard7	112.352941	226	210	149	0	0	0	0	0	525	576	0	0	0	0	0	113	111	0
Arl6ip1	112.352941	227	269	149	0	0	0	0	69	353	588	0	0	0	0	0	0	255	0
Zdhhc24	112.294118	127	0	492	0	0	0	0	198	240	249	0	0	0	0	0	0	603	0
Mzt2	112.294118	130	204	360	0	0	0	0	0	448	206	0	0	0	0	0	0	561	0
Atp6v1g2	112.294118	0	0	455	0	0	0	0	0	0	152	0	0	0	0	0	374	928	0
Actn3	112.294118	127	0	492	0	0	0	0	198	240	249	0	0	0	0	0	0	603	0
Elmod2	112.235294	410	179	0	0	0	0	0	140	276	440	0	311	0	0	0	0	152	0
Bnip2	112.235294	165	207	229	0	0	0	0	0	237	782	0	0	0	0	0	206	82	0
Banp	112.117647	96	0	299	0	0	0	0	209	193	206	0	0	0	0	116	431	356	0
Rpsa	112.058824	184	158	243	0	0	0	0	0	569	383	0	0	0	0	0	197	171	0
Pwwp2a	112.058824	157	209	282	0	0	0	0	107	268	621	0	0	0	0	0	0	261	0
Mfsd13b	112.058824	0	92	584	0	0	0	0	140	191	385	0	0	0	0	0	0	513	0
Cdr2	112.058824	0	92	584	0	0	0	0	140	191	385	0	0	0	0	0	0	513	0
Pias4	111.941176	235	642	179	0	0	0	0	0	247	422	0	0	0	0	0	0	178	0
Prmt5	111.823529	0	140	759	0	0	0	0	0	289	114	0	0	0	0	0	0	599	0
Timm9	111.764706	177	382	240	0	0	0	0	0	185	723	0	0	0	0	0	0	193	0
Fzd5	111.764706	253	256	0	0	0	0	0	284	383	315	0	0	0	0	0	174	235	0
2700049A03Rik	111.764706	177	382	240	0	0	0	0	0	185	723	0	0	0	0	0	0	193	0
Rasl10a	111.705882	0	474	0	0	0	0	0	319	295	467	0	0	0	0	116	228	0	0
Gemin8	111.705882	257	453	167	0	0	0	0	0	177	680	0	0	0	0	0	0	165	0
Gas2l1	111.705882	0	474	0	0	0	0	0	319	295	467	0	0	0	0	116	228	0	0
Orc4	111.529412	167	128	263	0	0	0	0	227	399	342	0	0	0	0	0	0	370	0
Mbd5	111.529412	167	128	263	0	0	0	0	227	399	342	0	0	0	0	0	0	370	0
Tbc1d24	111.176471	114	132	189	0	0	0	0	0	215	0	0	0	0	0	155	741	344	0
Zfp213	111.0	280	205	137	0	0	0	0	0	515	94	0	0	0	0	152	355	149	0
Prpf3	110.764706	384	0	167	0	0	0	0	0	210	308	0	0	0	0	0	300	514	0
Pdzd8	110.764706	384	183	0	0	0	0	0	333	283	0	0	0	0	0	157	253	290	0
Nans	110.705882	232	202	98	0	0	0	0	90	738	421	0	0	0	0	0	0	101	0
Ahcy	110.705882	280	382	0	0	0	0	0	0	138	771	0	0	0	0	0	0	311	0
Zfp451	110.647059	98	164	287	0	0	0	0	267	292	362	0	0	0	0	0	115	296	0
Uhrf2	110.470588	0	177	140	0	0	0	0	352	0	264	0	0	0	0	0	223	722	0
Rspry1	110.470588	219	113	160	0	0	0	0	0	751	485	0	0	0	0	0	0	150	0
Psme3ip1	110.470588	219	113	160	0	0	0	0	0	751	485	0	0	0	0	0	0	150	0
Uap1	110.411765	205	176	201	0	0	0	0	250	388	372	0	0	0	0	0	102	183	0
Sp4	110.411765	130	286	143	0	0	0	0	101	251	756	0	0	0	0	0	0	210	0
Ccdc88a	110.411765	382	379	294	0	0	0	0	103	185	160	0	0	0	0	0	0	374	0
Tdg	110.352941	306	415	0	0	0	0	0	0	259	777	0	0	0	0	0	119	0	0
Pmel	110.352941	217	201	395	0	0	0	0	175	199	415	0	0	0	0	0	0	274	0
Cdk2	110.352941	217	201	395	0	0	0	0	175	199	415	0	0	0	0	0	0	274	0
Cercam	110.235294	0	285	289	0	0	0	0	299	278	362	0	0	0	0	0	0	361	0
Nup93	110.117647	193	450	96	0	0	0	0	0	201	743	0	0	0	0	0	70	119	0
Umps	109.941176	158	220	185	0	0	0	0	109	137	728	0	0	0	0	99	0	233	0
Mettl22	109.941176	133	0	119	0	0	0	0	0	113	0	0	0	0	0	290	1080	134	0
Tex2	109.882353	165	394	290	0	0	0	0	260	142	349	0	0	0	0	0	0	268	0
Slc43a2	109.823529	149	560	0	0	0	0	0	0	181	636	0	0	0	0	0	224	117	0
Esr1	109.823529	225	0	242	329	379	423	269	0	0	0	0	0	0	0	0	0	0	0
Ctbp1	109.764706	294	97	147	0	0	0	0	0	101	0	0	0	0	0	261	966	0	0
Wipi2	109.705882	479	0	0	0	0	0	0	0	0	141	0	0	0	0	187	1058	0	0
Tmem109	109.705882	256	111	164	0	0	0	0	0	226	520	0	0	0	0	0	264	324	0
Cdkal1	109.588235	0	296	514	0	0	0	0	0	0	264	0	0	0	0	0	0	789	0
Tmem106b	109.411765	559	0	0	0	0	0	0	0	0	0	0	0	0	0	283	1018	0	0
Rps11	109.411765	78	108	496	0	0	0	0	216	216	197	0	0	0	0	0	0	549	0
Rpl13a	109.411765	78	108	496	0	0	0	0	216	216	197	0	0	0	0	0	0	549	0
Otud6b	109.352941	251	459	270	0	0	0	0	0	254	625	0	0	0	0	0	0	0	0
Odf2l	109.352941	197	199	292	0	0	0	0	0	267	513	0	0	0	0	0	90	301	0
Gas2l3	109.352941	299	239	0	0	0	0	0	0	350	971	0	0	0	0	0	0	0	0
Tpk1	109.0	213	295	177	0	0	0	0	287	216	104	0	0	0	0	197	161	203	0
Rab11a	109.0	0	100	775	0	0	0	114	0	0	0	0	0	0	0	0	0	864	0
Rsbn1	108.882353	0	316	164	0	0	0	0	0	520	253	0	265	0	0	0	0	333	0
Ptges3	108.882353	145	160	136	0	0	0	0	321	342	173	0	0	0	0	120	271	183	0
Usf3	108.705882	133	159	308	0	0	0	0	212	592	313	0	0	0	0	0	0	131	0
Hacl1	108.647059	193	411	133	0	0	0	0	0	294	721	0	0	0	0	0	0	95	0
Btd	108.647059	193	411	133	0	0	0	0	0	294	721	0	0	0	0	0	0	95	0
Ehd4	108.588235	346	260	204	0	0	0	0	0	366	514	0	0	0	0	0	0	156	0
Mapre1	108.529412	138	242	115	0	0	0	0	79	457	484	107	0	0	0	0	131	92	0
Nsmce4a	108.352941	136	437	225	0	0	0	0	121	199	545	0	0	0	0	0	0	179	0
Mtfp1	108.352941	0	133	372	0	0	0	0	138	513	302	0	0	0	0	0	0	384	0
Zfp28	108.117647	0	481	296	0	0	0	0	134	0	726	0	0	0	0	0	0	201	0
Ncl	108.117647	227	333	0	0	0	0	0	111	441	726	0	0	0	0	0	0	0	0
Cfap97	108.117647	268	120	189	0	0	0	0	145	286	466	0	0	0	0	0	161	203	0
Pax6	108.058824	0	0	0	0	0	0	165	0	595	0	155	265	0	0	0	0	657	0
Apmap	108.0	125	308	291	0	0	0	0	163	270	472	0	0	0	0	0	0	207	0
Anapc5	107.882353	178	191	353	0	0	0	0	295	0	144	0	0	0	0	0	186	487	0
Prcc	107.823529	0	0	228	0	0	0	0	0	1362	0	0	0	0	0	0	0	243	0
Arl4c	107.588235	0	390	160	0	0	0	0	239	0	252	0	0	0	0	225	563	0	0
Ptbp3	107.529412	249	249	0	0	0	0	0	174	387	0	103	0	0	0	206	232	228	0
Map3k20	107.470588	540	655	0	0	0	0	0	0	235	255	0	0	0	0	0	142	0	0
Kdsr	107.470588	132	171	115	0	0	0	0	244	422	477	0	0	0	0	0	0	266	0
Zranb1	107.411765	238	276	283	0	0	0	0	129	215	457	0	0	0	0	0	0	228	0
Slc18a1	107.411765	208	170	230	0	0	0	0	317	407	148	0	0	0	0	0	0	346	0
Ppp6r1	107.411765	208	109	136	0	0	0	0	84	214	123	0	0	0	0	131	656	165	0
Pml	107.411765	0	97	308	0	0	0	0	0	168	294	0	0	0	0	126	0	833	0
Atp6v1b2	107.411765	208	170	230	0	0	0	0	317	407	148	0	0	0	0	0	0	346	0
Tbcd	107.117647	79	197	628	0	0	0	0	0	163	213	0	0	0	0	0	0	541	0
H3c7	107.0	255	273	178	0	0	0	0	0	374	453	0	0	0	0	0	0	286	0
H2bc9	107.0	255	273	178	0	0	0	0	0	374	453	0	0	0	0	0	0	286	0
Oser1	106.941176	335	86	175	0	0	0	0	0	512	197	0	0	0	0	0	135	378	0
Srsf7	106.882353	115	363	232	0	0	0	0	0	206	341	0	0	0	0	0	176	384	0
Smarcc1	106.882353	257	386	200	0	0	0	0	0	242	223	0	0	0	0	88	180	241	0
Zcchc17	106.764706	0	366	358	0	0	0	0	132	339	341	0	0	0	0	0	0	279	0
Snrnp40	106.764706	0	366	358	0	0	0	0	132	339	341	0	0	0	0	0	0	279	0
Rab23	106.764706	348	88	176	0	0	0	0	169	177	120	0	0	0	0	138	467	132	0
Sumo2	106.705882	125	194	318	0	0	0	0	253	311	0	0	0	0	0	0	218	395	0
Orc2	106.588235	153	248	329	0	0	0	0	0	94	753	0	0	0	0	0	0	235	0
Sec22b	106.529412	127	218	393	0	0	0	0	0	220	343	0	0	0	0	0	0	510	0
Luc7l2	106.470588	227	126	218	0	0	0	0	143	274	467	0	0	0	0	0	0	355	0
Gatad2a	106.294118	192	268	252	0	0	0	0	178	173	635	0	0	0	0	0	0	109	0
Stard4	106.235294	182	207	111	0	0	0	0	0	479	657	0	0	0	0	0	0	170	0
Slc25a19	106.235294	0	235	366	0	0	0	0	0	121	464	0	0	0	0	0	0	620	0
Proser3	106.0	163	408	144	0	0	0	0	0	230	740	0	0	0	0	0	0	117	0
Maml1	106.0	0	158	371	0	0	0	0	0	449	461	0	0	0	0	0	0	363	0
Hspb6	106.0	163	408	144	0	0	0	0	0	230	740	0	0	0	0	0	0	117	0
Snw1	105.882353	0	163	566	0	0	0	0	185	0	182	0	0	0	0	0	0	704	0
Yipf2	105.823529	0	0	473	0	0	0	0	0	0	94	0	0	0	0	0	251	981	0
Timm29	105.823529	0	0	473	0	0	0	0	0	0	94	0	0	0	0	0	251	981	0
Gclc	105.823529	256	179	158	0	0	0	0	132	403	0	0	0	0	0	179	304	188	0
Rab18	105.705882	159	0	0	0	0	0	0	0	0	106	0	0	0	0	333	1199	0	0
Faap100	105.705882	159	141	305	0	0	0	0	288	308	188	0	0	0	0	0	161	247	0
Mtch1	105.529412	343	144	122	0	0	0	0	136	350	286	0	0	0	0	131	143	139	0
Rbm48	105.470588	148	300	177	0	0	0	0	0	309	662	0	0	0	0	0	0	197	0
Pex1	105.470588	148	300	177	0	0	0	0	0	309	662	0	0	0	0	0	0	197	0
Bod1l	105.411765	127	259	370	0	0	0	0	138	104	359	0	0	0	0	0	0	435	0
Mrps31	105.352941	282	0	475	0	0	0	0	0	323	219	0	0	0	0	0	0	492	0
Slc16a10	105.294118	0	386	266	0	0	0	0	0	832	186	120	0	0	0	0	0	0	0
Mtch2	105.294118	164	0	130	0	0	0	0	75	110	121	0	0	0	0	201	882	107	0
Donson	105.294118	355	225	200	0	0	0	0	173	683	0	0	0	0	0	0	0	154	0
Gnat1	105.235294	0	235	290	0	0	0	0	372	219	465	0	0	0	0	0	0	208	0
Ints11	105.176471	224	180	0	0	0	0	0	0	997	267	0	0	0	0	0	0	120	0
Cptp	105.176471	224	180	0	0	0	0	0	0	997	267	0	0	0	0	0	0	120	0
Ttll12	105.0	408	282	0	0	0	0	0	0	363	492	0	0	0	0	0	240	0	0
Pitpnm1	104.941176	154	209	126	0	0	0	0	0	542	588	165	0	0	0	0	0	0	0
Cdk2ap2	104.941176	154	209	126	0	0	0	0	0	542	588	165	0	0	0	0	0	0	0
Rmi1	104.764706	133	316	254	0	0	0	0	151	124	390	0	0	0	0	0	0	413	0
Hnrnpk	104.764706	133	316	254	0	0	0	0	151	124	390	0	0	0	0	0	0	413	0
Coq8a	104.647059	134	190	0	0	0	0	0	0	459	886	0	0	0	0	0	0	110	0
Senp2	104.588235	180	161	458	0	0	0	0	140	181	391	0	0	0	0	0	0	267	0
Ppm1b	104.588235	0	246	136	0	0	0	0	110	515	569	0	0	0	0	0	0	202	0
Kbtbd2	104.588235	292	90	146	0	0	0	0	209	366	261	0	0	0	0	103	161	150	0
Smarca4	104.411765	348	0	0	0	0	0	0	80	0	0	0	0	0	0	222	959	166	0
Mrpl17	104.411765	483	0	154	0	0	0	0	108	244	209	0	0	0	0	0	377	200	0
