Target_genes	Bhlhe40|Average	SRX3927757|Bone_Marrow_Cells	SRX3927758|Bone_Marrow_Cells	SRX10809293|B_cells	SRX10809294|B_cells	SRX3927759|CD4+_T_cells	SRX3927760|CD4+_T_cells	SRX140385|CH12	SRX15941724|Liver	SRX15941726|Liver	SRX5299298|Macrophages	SRX5299300|Macrophages	SRX6608073|Macrophages	SRX188814|MEL	SRX3730216|Trophoblast_stem_cells	SRX3730217|Trophoblast_stem_cells	STRING
Zc3h6	99.466667	0	0	109	107	445	0	618	0	0	0	0	0	213	0	0	0
Gm13277	99.466667	0	0	0	0	400	0	684	0	0	0	0	0	408	0	0	0
Cd300lf	99.466667	0	0	0	0	0	0	1492	0	0	0	0	0	0	0	0	0
Ptms	99.4	0	0	0	0	152	0	556	0	0	0	428	0	355	0	0	0
Oat	99.4	0	0	0	0	0	0	500	358	467	0	0	0	166	0	0	0
Mtfp1	99.4	0	0	111	119	0	0	879	108	0	0	0	0	274	0	0	0
Fbrs	99.333333	0	0	107	121	0	0	603	194	169	0	0	204	92	0	0	0
Tspyl3	99.2	0	0	0	0	0	0	170	0	0	0	0	0	1318	0	0	0
Stxbp1	99.2	0	0	134	156	148	0	833	0	0	104	0	113	0	0	0	0
Rplp1	99.2	0	0	0	0	519	487	216	0	0	0	0	0	266	0	0	0
Pgls	99.2	0	0	72	0	0	0	1081	115	121	0	0	0	99	0	0	0
Usp8	99.133333	0	0	146	175	0	0	894	0	0	0	0	0	272	0	0	0
Ptk2	99.133333	0	0	0	0	0	0	1487	0	0	0	0	0	0	0	0	0
Ppan	99.066667	0	0	131	181	0	0	756	0	0	0	0	174	244	0	0	0
Fbrsl1	99.066667	0	0	0	109	205	0	981	0	0	0	0	0	191	0	0	0
Zcchc10	99.0	0	0	84	157	0	0	164	0	0	0	0	0	1080	0	0	0
Neu3	98.933333	0	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0
Prkci	98.8	0	0	0	0	515	0	281	0	0	0	283	133	270	0	0	0
Smim3	98.666667	0	0	0	0	0	0	1123	0	0	0	0	79	278	0	0	0
Rps9	98.666667	0	0	0	0	192	253	97	0	0	0	0	200	738	0	0	0
Pepd	98.666667	0	0	0	0	0	0	980	0	0	0	0	0	500	0	0	0
Nsd1	98.6	0	0	0	0	151	0	1036	0	0	0	0	168	0	124	0	0
Pnpo	98.533333	0	0	0	0	192	0	951	0	0	0	0	0	335	0	0	0
Cep170	98.533333	0	0	62	0	0	0	703	0	0	0	0	86	627	0	0	0
S100a2	98.466667	0	0	0	118	0	0	1359	0	0	0	0	0	0	0	0	0
Ggta1	98.466667	0	0	0	0	135	0	1224	0	0	0	0	0	118	0	0	0
Dnmt3a	98.466667	0	0	194	137	0	0	637	0	0	0	207	0	135	167	0	0
Cmas	98.466667	0	0	0	0	0	0	596	0	0	0	0	0	881	0	0	0
Cdca4	98.466667	0	0	73	0	340	0	732	0	0	0	0	0	332	0	0	0
Arl8b	98.466667	0	0	0	0	0	0	396	0	0	0	0	0	1081	0	0	0
Wdfy2	98.333333	0	0	162	291	0	0	612	145	0	0	0	0	265	0	0	0
Rftn1	98.266667	0	0	0	0	0	0	1365	0	0	0	0	0	109	0	0	0
Ddit4l	98.266667	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	0	0
Ap5z1	98.266667	0	0	0	0	0	0	1052	0	0	0	0	0	422	0	0	0
Cbx4	98.2	0	0	0	0	187	0	954	0	0	0	0	0	332	0	0	0
Blcap	98.2	0	0	0	0	0	0	1119	0	0	0	0	110	244	0	0	0
Eif1ax	98.133333	0	0	0	0	190	0	965	0	0	0	152	165	0	0	0	0
Yipf2	98.066667	0	0	0	0	304	0	509	0	0	0	0	0	658	0	0	0
Timm29	98.066667	0	0	0	0	304	0	509	0	0	0	0	0	658	0	0	0
Mob3a	98.066667	0	0	0	0	137	0	729	133	102	0	0	0	370	0	0	0
Izumo4	98.066667	0	0	0	0	137	0	729	133	102	0	0	0	370	0	0	0
Decr2	98.066667	0	0	0	0	0	0	204	0	0	0	694	124	449	0	0	0
Crcp	98.066667	0	0	102	204	0	0	998	0	0	0	0	0	167	0	0	0
Asl	98.066667	0	0	102	204	0	0	998	0	0	0	0	0	167	0	0	0
Zfp39	98.0	0	0	0	0	0	0	429	0	0	0	0	0	1041	0	0	0
Mphosph6	98.0	0	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0
Ift27	98.0	0	0	0	0	0	0	1302	0	0	0	0	0	168	0	0	0
Glt28d2	97.933333	0	0	0	0	0	0	1469	0	0	0	0	0	0	0	0	0
Eif3d	97.933333	0	0	0	0	135	0	1225	109	0	0	0	0	0	0	0	0
Ogfod3	97.866667	0	0	110	141	0	0	994	0	0	0	0	0	223	0	0	0
Mlh3	97.866667	0	0	0	0	128	0	902	121	99	0	0	0	218	0	0	0
Hexdc	97.866667	0	0	110	141	0	0	994	0	0	0	0	0	223	0	0	0
Pccb	97.733333	0	0	0	163	0	0	751	229	175	0	0	0	148	0	0	0
Mpp3	97.666667	0	0	0	0	0	0	194	0	0	0	0	0	1271	0	0	0
Mcm2	97.666667	0	0	73	133	0	0	609	144	295	0	0	0	211	0	0	0
Spink2	97.6	0	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0
Rab34	97.6	0	0	0	0	0	0	274	0	0	0	281	236	673	0	0	0
0610010F05Rik	97.6	0	0	0	0	230	0	965	0	0	0	132	137	0	0	0	0
Tor4a	97.533333	0	0	0	0	0	0	980	0	0	0	0	165	318	0	0	0
F7	97.533333	0	0	0	0	0	0	0	210	113	122	475	543	0	0	0	0
Dnmt1	97.533333	0	0	0	0	0	0	888	0	0	0	0	0	575	0	0	0
Palb2	97.466667	0	0	0	0	0	0	814	0	0	0	0	0	453	195	0	0
Dctn5	97.466667	0	0	0	0	0	0	814	0	0	0	0	0	453	195	0	0
Lrrc59	97.4	0	0	0	0	0	0	742	0	0	0	126	0	593	0	0	0
G3bp2	97.4	0	0	78	171	651	384	177	0	0	0	0	0	0	0	0	0
Rab5b	97.333333	0	0	177	0	0	0	970	0	0	0	0	0	313	0	0	0
Cspp1	97.333333	0	0	0	0	0	0	1296	0	0	0	0	0	164	0	0	0
Cops5	97.333333	0	0	0	0	0	0	1296	0	0	0	0	0	164	0	0	0
Abcf2	97.333333	0	0	0	0	232	128	536	171	126	0	0	0	267	0	0	0
Krtcap2	97.266667	0	0	0	0	0	0	1277	0	0	0	0	0	182	0	0	0
Pdgfb	97.2	0	0	0	0	1223	0	0	0	0	0	97	138	0	0	0	0
Prpf40b	97.133333	0	0	0	0	294	0	695	0	0	0	118	0	350	0	0	0
Ly6a	97.133333	0	0	0	0	575	469	413	0	0	0	0	0	0	0	0	0
Mideas	97.066667	0	0	103	0	138	0	313	0	0	0	210	367	325	0	0	0
Rex1bd	97.0	0	0	0	0	333	516	446	0	0	0	0	0	160	0	0	0
Rab5c	97.0	0	0	0	0	0	0	918	0	0	0	0	0	537	0	0	0
Metap2	97.0	0	0	0	0	0	0	114	0	0	0	0	0	1341	0	0	0
Ahnak2	97.0	0	0	0	0	0	0	1145	0	0	0	0	0	310	0	0	0
Atf3	96.933333	0	0	0	0	0	0	328	337	135	0	0	325	329	0	0	0
Tmem270	96.866667	0	0	0	0	0	0	961	0	0	0	0	0	492	0	0	0
Mgll	96.8	0	0	0	0	274	0	972	0	0	0	0	206	0	0	0	0
Utp6	96.733333	0	0	103	0	0	0	905	0	0	0	0	0	443	0	0	0
Rpl35	96.733333	0	0	0	0	322	422	262	0	0	0	0	0	445	0	0	0
Etl4	96.733333	0	0	0	0	0	0	1451	0	0	0	0	0	0	0	0	0
Ctdp1	96.733333	0	0	98	116	279	0	624	0	0	0	0	103	231	0	0	0
Zfp444	96.666667	0	0	261	250	0	0	346	147	0	0	0	230	216	0	0	0
Spata33	96.666667	0	0	120	0	0	0	725	123	0	0	178	157	147	0	0	0
Efhd1	96.666667	0	0	0	0	150	0	1300	0	0	0	0	0	0	0	0	0
Cr2	96.666667	0	0	0	165	0	0	1285	0	0	0	0	0	0	0	0	0
Chmp1a	96.666667	0	0	120	0	0	0	725	123	0	0	178	157	147	0	0	0
Lypd6b	96.6	0	0	0	0	242	0	1207	0	0	0	0	0	0	0	0	0
Asns	96.6	0	0	0	0	287	0	0	0	0	0	432	173	557	0	0	0
Rhoh	96.533333	0	0	91	105	0	0	479	0	0	0	250	523	0	0	0	0
Hcn3	96.533333	0	0	0	0	113	0	937	0	0	0	0	0	398	0	0	0
Gm45927	96.533333	0	0	0	0	113	0	937	0	0	0	0	0	398	0	0	0
Clk2	96.533333	0	0	0	0	113	0	937	0	0	0	0	0	398	0	0	0
Zbed4	96.466667	0	0	221	290	224	0	712	0	0	0	0	0	0	0	0	0
Setd6	96.466667	0	0	96	0	112	0	443	158	127	0	0	0	511	0	0	0
Reps2	96.466667	0	0	0	0	803	508	0	0	0	0	0	0	136	0	0	0
Myh2	96.466667	0	0	0	0	0	0	1447	0	0	0	0	0	0	0	0	0
Hsbp1	96.466667	0	0	0	0	0	0	968	0	0	0	0	0	479	0	0	0
Fmr1	96.466667	0	0	0	166	0	0	1073	0	0	0	0	0	208	0	0	0
Eid3	96.466667	0	0	0	0	0	0	1282	0	0	0	0	0	165	0	0	0
9130019O22Rik	96.466667	0	0	116	201	0	0	1032	0	0	0	0	0	98	0	0	0
Hrob	96.4	0	0	0	0	0	0	898	0	0	0	126	135	287	0	0	0
Zpbp2	96.333333	0	0	132	166	0	0	917	117	0	0	0	0	113	0	0	0
Osbpl3	96.333333	0	0	0	0	0	0	1012	0	0	0	0	203	230	0	0	0
1810058I24Rik	96.333333	0	0	0	0	0	0	337	0	0	0	0	0	1108	0	0	0
Raver1	96.266667	0	0	0	0	109	0	926	0	0	0	0	0	409	0	0	0
Nktr	96.266667	0	0	228	261	0	0	465	0	148	0	0	195	147	0	0	0
Arrdc1	96.266667	0	0	111	134	221	0	888	0	0	0	0	90	0	0	0	0
Vsir	96.2	0	0	0	0	0	0	1097	0	0	0	0	0	346	0	0	0
Npas4	96.2	0	0	0	0	125	0	1131	0	0	0	0	0	187	0	0	0
Mrps21	96.2	0	0	0	0	0	0	661	238	173	0	0	0	371	0	0	0
Fra10ac1	96.2	0	0	0	78	177	0	601	184	243	0	0	0	160	0	0	0
Clcn4	96.133333	0	0	0	0	172	0	304	0	0	0	0	122	844	0	0	0
Bcar3	96.133333	0	0	158	148	0	0	676	256	204	0	0	0	0	0	0	0
Ube2t	96.066667	0	0	0	0	0	0	983	0	0	0	0	172	286	0	0	0
Tmem106a	96.066667	0	0	0	0	0	0	1362	0	0	0	0	79	0	0	0	0
Rbm43	96.066667	0	0	0	93	207	0	730	0	0	0	0	162	249	0	0	0
Plcd3	96.066667	0	0	0	0	0	0	939	0	0	0	0	0	502	0	0	0
Acbd4	96.066667	0	0	0	0	0	0	939	0	0	0	0	0	502	0	0	0
Rida	96.0	0	0	136	156	0	0	990	0	0	0	0	0	158	0	0	0
Pop1	96.0	0	0	136	156	0	0	990	0	0	0	0	0	158	0	0	0
Guca2b	96.0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0
Dffa	96.0	0	0	104	128	0	0	777	73	0	0	0	0	358	0	0	0
Cox16	95.866667	0	0	191	255	0	0	712	0	0	0	0	129	151	0	0	0
Tedc2	95.8	0	0	146	135	118	0	577	159	124	0	0	0	178	0	0	0
Cpd	95.8	0	0	0	0	0	0	1351	0	0	0	0	0	86	0	0	0
Wdr12	95.733333	0	0	150	196	136	0	416	0	0	0	0	252	286	0	0	0
Snai1	95.733333	0	0	84	0	0	0	1232	0	0	0	0	0	120	0	0	0
Carf	95.733333	0	0	150	196	136	0	416	0	0	0	0	252	286	0	0	0
Atp2b1	95.733333	0	0	0	0	353	0	665	0	0	0	0	129	289	0	0	0
Slc26a6	95.666667	0	0	228	197	190	0	620	0	0	0	0	0	200	0	0	0
Cryga	95.666667	0	0	0	0	0	0	0	0	0	250	816	369	0	0	0	0
Bod1	95.666667	195	309	0	0	0	0	272	0	0	0	0	0	659	0	0	0
Adam19	95.666667	0	0	0	0	0	0	1099	0	0	0	0	0	336	0	0	0
Tmem107	95.6	0	0	0	0	0	0	693	0	0	0	0	117	624	0	0	0
Gm13276	95.533333	0	0	0	0	354	0	671	0	0	0	0	0	408	0	0	0
Alpl	95.533333	0	0	0	0	0	0	1433	0	0	0	0	0	0	0	0	0
Bzw2	95.466667	0	0	0	148	191	0	721	0	0	0	0	0	372	0	0	0
Ankmy2	95.466667	0	0	0	148	191	0	721	0	0	0	0	0	372	0	0	0
Aifm1	95.466667	0	0	84	0	0	0	308	0	118	0	0	0	922	0	0	0
Cldn14	95.4	0	0	0	0	0	0	925	127	266	0	0	0	113	0	0	0
Chka	95.4	0	0	0	0	0	0	616	305	321	0	0	189	0	0	0	0
Rasgrf2	95.333333	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0
Azin1	95.266667	0	0	159	190	0	0	635	0	0	0	0	101	344	0	0	0
Afap1l2	95.266667	0	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0
Zfp12	95.2	0	0	0	0	0	0	1241	0	0	0	0	79	108	0	0	0
Gmeb2	95.2	0	0	152	131	270	0	316	0	0	99	189	271	0	0	0	0
Ddx21	95.2	0	0	175	182	199	0	737	0	0	0	0	0	135	0	0	0
Plxnd1	95.133333	0	0	0	0	275	0	426	0	0	0	526	200	0	0	0	0
Rpl3	95.066667	0	0	157	159	0	0	565	186	229	0	0	0	130	0	0	0
Kcnn4	95.0	0	0	0	0	370	0	948	0	0	0	0	0	107	0	0	0
Glrx2	94.933333	0	0	87	0	0	0	721	0	0	0	0	0	616	0	0	0
Cxcr5	94.933333	0	0	108	0	0	0	1316	0	0	0	0	0	0	0	0	0
Usp22	94.866667	0	0	111	0	105	0	718	105	107	0	0	104	173	0	0	0
Snx20	94.866667	0	0	0	130	0	0	1003	0	0	0	0	0	290	0	0	0
Snx13	94.866667	0	0	0	0	0	0	502	239	222	0	165	159	136	0	0	0
Zcchc2	94.8	0	0	0	0	0	0	677	181	0	0	0	0	564	0	0	0
Birc2	94.8	0	0	154	204	0	0	619	182	110	0	0	0	153	0	0	0
Anks3	94.8	0	0	0	0	0	0	1092	141	0	0	0	189	0	0	0	0
4930451G09Rik	94.8	0	0	0	0	0	0	1092	141	0	0	0	189	0	0	0	0
Taf1d	94.733333	0	0	116	99	0	0	873	96	0	0	0	121	116	0	0	0
Mgat1	94.733333	0	0	0	0	87	0	993	163	178	0	0	0	0	0	0	0
Derl1	94.733333	0	0	0	0	76	0	854	0	150	0	0	98	243	0	0	0
4931406C07Rik	94.733333	0	0	116	99	0	0	873	96	0	0	0	121	116	0	0	0
Zkscan5	94.666667	0	0	0	0	0	0	912	0	0	0	0	191	317	0	0	0
Zkscan14	94.666667	0	0	0	0	0	0	912	0	0	0	0	191	317	0	0	0
Tmem101	94.666667	0	0	0	0	0	0	1125	0	0	0	0	0	295	0	0	0
Sri	94.666667	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0
Aldh2	94.666667	0	0	0	0	0	0	410	255	321	0	0	248	186	0	0	0
Nckap1	94.6	0	0	0	0	0	0	1117	0	0	0	0	0	171	131	0	0
Mpp2	94.6	0	0	0	0	0	0	956	0	0	0	0	0	463	0	0	0
Calhm2	94.6	0	0	0	0	0	0	1252	0	0	0	0	0	167	0	0	0
Smim17	94.533333	0	0	0	0	0	0	627	0	0	0	0	0	791	0	0	0
P2rx1	94.533333	0	0	0	0	0	0	439	0	0	0	634	0	345	0	0	0
Gpr65	94.533333	0	0	0	0	0	0	1418	0	0	0	0	0	0	0	0	0
Pdcd4	94.466667	0	0	0	0	123	0	476	256	161	0	0	0	401	0	0	0
Cdt1	94.4	0	0	0	0	0	0	535	167	86	0	171	290	167	0	0	0
Atg101	94.4	0	0	0	0	195	0	358	0	0	0	0	0	863	0	0	0
Ulk3	94.333333	0	0	0	96	148	0	704	189	278	0	0	0	0	0	0	0
Parp6	94.333333	0	0	123	122	174	0	581	182	0	0	0	113	120	0	0	0
Lmo4	94.333333	0	0	154	0	0	0	997	0	0	0	0	147	117	0	0	0
Zfhx4	94.266667	0	0	0	0	0	0	1414	0	0	0	0	0	0	0	0	0
Commd3	94.266667	0	0	0	0	189	0	975	0	0	0	0	0	250	0	0	0
Bmi1	94.266667	0	0	0	0	189	0	975	0	0	0	0	0	250	0	0	0
Rps26	94.2	0	0	188	137	134	0	301	0	0	0	0	0	653	0	0	0
Zfp667	94.133333	0	0	0	0	0	0	690	0	0	0	106	468	148	0	0	0
Tmod3	94.133333	0	0	0	0	0	0	715	0	0	0	0	0	697	0	0	0
Myc	94.133333	0	0	0	0	0	0	968	0	0	0	0	0	444	0	0	0
Clgn	94.133333	0	0	0	0	0	0	1412	0	0	0	0	0	0	0	0	0
Phf8	94.066667	0	0	145	307	0	0	461	149	137	0	0	0	212	0	0	0
Mcph1	94.066667	0	0	96	0	0	0	535	0	0	0	0	0	780	0	0	0
Lama5	94.066667	0	0	0	0	390	0	518	0	0	0	221	0	282	0	0	0
Erich1	94.066667	0	0	0	0	0	0	1019	0	0	0	0	0	392	0	0	0
Cdc5l	94.066667	0	0	0	149	0	0	628	254	186	112	0	82	0	0	0	0
Vegfa	94.0	0	0	226	127	0	0	839	0	0	0	0	0	218	0	0	0
Sinhcaf	94.0	0	0	0	0	236	0	779	0	0	0	206	189	0	0	0	0
H2bu2	94.0	0	0	0	0	635	129	646	0	0	0	0	0	0	0	0	0
Tnfaip8l2	93.933333	0	0	0	0	143	0	0	562	381	0	0	0	323	0	0	0
Zfp622	93.866667	0	0	0	135	138	0	692	0	0	0	150	0	293	0	0	0
Sh3pxd2a	93.8	0	0	0	0	0	0	1298	0	109	0	0	0	0	0	0	0
Ppp1r3f	93.733333	0	0	0	0	263	0	449	0	0	0	142	0	552	0	0	0
Bnip1	93.733333	0	0	0	126	0	0	1011	0	0	0	0	0	269	0	0	0
Arl8a	93.733333	0	0	0	0	0	0	671	0	0	0	282	145	308	0	0	0
Adora2b	93.733333	0	0	0	0	94	0	351	0	0	0	291	122	548	0	0	0
Glmp	93.666667	0	0	0	0	0	0	803	0	0	0	0	0	602	0	0	0
Eno1	93.666667	0	0	0	144	302	0	444	0	0	0	182	174	159	0	0	0
Tank	93.6	0	0	0	121	0	0	1028	0	0	0	152	103	0	0	0	0
Sod1	93.6	0	0	0	105	0	0	989	154	0	0	0	156	0	0	0	0
Ncf4	93.6	0	0	0	0	0	0	1070	0	0	0	0	0	334	0	0	0
Lcor	93.6	0	0	0	0	384	0	858	0	0	0	0	162	0	0	0	0
Wdr31	93.533333	0	0	0	114	157	0	1132	0	0	0	0	0	0	0	0	0
Sfpq	93.533333	0	0	138	146	0	0	432	0	0	0	0	0	687	0	0	0
G2e3	93.533333	0	0	0	0	0	0	1208	0	0	0	0	0	195	0	0	0
Arid3b	93.533333	0	0	0	0	0	0	890	0	0	0	0	148	365	0	0	0
Vamp1	93.466667	0	0	145	124	0	0	800	0	0	0	0	85	248	0	0	0
Gpr3	93.466667	0	0	0	0	232	0	975	0	0	0	0	0	195	0	0	0
Cdkl5	93.466667	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0
Zbtb43	93.4	0	0	0	118	0	0	717	127	127	0	169	0	143	0	0	0
Rpusd4	93.4	0	0	0	0	0	0	1063	0	0	0	0	0	338	0	0	0
Osbpl10	93.4	0	0	0	0	992	409	0	0	0	0	0	0	0	0	0	0
Gm12248	93.4	0	0	0	0	0	0	317	0	0	0	0	0	1084	0	0	0
Fam118b	93.4	0	0	0	0	0	0	1063	0	0	0	0	0	338	0	0	0
Sgk3	93.333333	0	0	0	0	0	0	935	0	0	0	375	0	90	0	0	0
Cnmd	93.333333	0	0	108	0	0	0	1165	0	0	0	0	0	127	0	0	0
Sf3a1	93.266667	0	0	0	0	0	0	1206	0	0	0	0	0	193	0	0	0
Rpl21	93.266667	0	0	0	0	0	0	1257	0	0	0	0	0	142	0	0	0
Lgals2	93.266667	0	0	0	0	144	0	731	0	0	0	0	0	524	0	0	0
Ccdc157	93.266667	0	0	0	0	0	0	1206	0	0	0	0	0	193	0	0	0
Hnf1b	93.133333	0	0	0	0	0	0	1397	0	0	0	0	0	0	0	0	0
Gramd1a	93.133333	0	0	0	0	0	0	1150	0	0	0	0	247	0	0	0	0
Castor1	93.133333	0	0	0	0	426	0	769	0	0	0	0	0	202	0	0	0
Bcat2	93.133333	0	0	0	0	0	0	499	266	111	0	0	0	521	0	0	0
Thoc1	93.066667	0	0	0	113	117	0	685	120	164	0	0	0	197	0	0	0
Tecpr1	93.066667	0	0	171	154	0	0	440	121	0	0	0	166	344	0	0	0
Sh3glb1	93.066667	0	0	0	0	0	0	473	0	0	0	0	392	531	0	0	0
Sc5d	93.066667	0	0	0	0	216	0	801	191	0	0	0	0	188	0	0	0
Nfe2l2	93.0	0	0	0	0	0	0	533	247	284	0	0	0	331	0	0	0
Kctd12	93.0	0	0	0	0	165	0	1230	0	0	0	0	0	0	0	0	0
Nup155	92.933333	0	0	0	0	0	0	533	0	0	0	225	292	344	0	0	0
Tubb3	92.866667	0	0	0	0	142	0	940	0	0	0	0	0	311	0	0	0
Sdf2l1	92.866667	0	0	0	0	118	0	911	0	0	0	181	0	183	0	0	0
Mc1r	92.866667	0	0	0	0	142	0	940	0	0	0	0	0	311	0	0	0
Dot1l	92.866667	0	0	79	0	70	0	926	0	0	0	0	0	318	0	0	0
Dennd4b	92.866667	0	0	0	0	0	0	1157	0	0	0	0	0	236	0	0	0
Zfp65	92.8	0	0	0	0	0	0	1188	0	0	0	0	0	204	0	0	0
Tsnax	92.8	0	0	0	0	202	0	507	135	0	0	303	122	123	0	0	0
Syncrip	92.8	0	0	0	0	235	0	870	0	0	0	0	90	197	0	0	0
Ggact	92.8	0	0	0	0	219	0	736	197	130	0	0	0	110	0	0	0
Crhbp	92.733333	0	0	0	0	0	0	1391	0	0	0	0	0	0	0	0	0
Zfp106	92.666667	0	0	191	204	157	0	429	118	0	0	0	0	291	0	0	0
Snap23	92.666667	0	0	191	204	157	0	429	118	0	0	0	0	291	0	0	0
Ppp5c	92.6	0	0	0	0	276	0	804	0	0	0	0	0	309	0	0	0
Ipo5	92.533333	0	0	0	0	338	0	455	0	0	0	142	82	156	215	0	0
Cd300ld5	92.466667	0	0	0	0	0	0	744	0	0	180	463	0	0	0	0	0
Cd300ld4	92.466667	0	0	0	0	0	0	744	0	0	180	463	0	0	0	0	0
Shmt2	92.4	0	0	152	162	0	0	821	0	96	0	0	0	155	0	0	0
Nsf	92.4	0	0	180	0	0	0	641	0	0	0	0	103	462	0	0	0
Arglu1	92.333333	0	0	157	301	188	0	399	0	0	0	0	195	145	0	0	0
Sacm1l	92.266667	0	0	196	232	0	0	677	0	0	0	0	125	154	0	0	0
Galm	92.2	0	0	0	0	0	0	579	206	228	0	0	370	0	0	0	0
Lsm14a	92.066667	0	0	282	268	0	0	763	0	0	0	0	68	0	0	0	0
Tram1	92.0	0	0	112	132	0	0	940	0	0	0	0	0	196	0	0	0
Itgb7	92.0	0	0	0	0	261	0	976	0	0	0	0	0	143	0	0	0
Eif4e	92.0	0	0	0	0	0	0	1133	0	0	0	0	107	140	0	0	0
Smpd2	91.933333	0	0	0	0	0	0	1125	0	0	0	254	0	0	0	0	0
Ppil6	91.933333	0	0	0	0	0	0	1125	0	0	0	254	0	0	0	0	0
Hivep2	91.933333	0	0	0	0	0	0	1026	134	142	0	0	77	0	0	0	0
Atxn7l2	91.933333	0	0	96	130	0	0	573	0	0	0	0	0	241	339	0	0
Tcf19	91.866667	0	0	0	0	0	0	237	0	0	0	0	220	95	624	202	0
Strbp	91.866667	0	0	0	0	144	0	935	0	0	0	0	0	299	0	0	0
Mettl14	91.866667	0	0	0	0	0	0	870	0	0	0	0	168	340	0	0	0
Cchcr1	91.866667	0	0	0	0	0	0	237	0	0	0	0	220	95	624	202	0
Akap8	91.866667	0	0	206	152	0	0	657	186	0	0	0	113	64	0	0	0
Utp14b	91.8	0	0	222	216	274	0	552	0	0	0	113	0	0	0	0	0
Slc43a3	91.8	0	0	0	0	0	0	813	0	0	0	0	0	564	0	0	0
Sf3b4	91.8	0	0	0	0	0	0	508	0	0	0	0	0	869	0	0	0
Nnt	91.8	0	0	0	0	0	0	886	0	0	0	0	0	491	0	0	0
Acsl3	91.8	0	0	222	216	274	0	552	0	0	0	113	0	0	0	0	0
Msto1	91.666667	0	0	0	0	143	0	831	0	0	0	0	0	401	0	0	0
Ttc1	91.6	0	0	0	0	0	0	955	0	0	0	0	0	419	0	0	0
Pyurf	91.6	0	0	0	0	223	0	644	0	0	0	186	129	192	0	0	0
Zfp365	91.533333	0	0	0	0	223	0	1150	0	0	0	0	0	0	0	0	0
Sh3bp5	91.533333	0	0	154	230	0	0	771	0	0	0	0	90	128	0	0	0
Cd28	91.533333	0	0	0	0	177	0	1196	0	0	0	0	0	0	0	0	0
Phf20	91.466667	0	0	0	0	138	0	910	0	0	0	0	0	324	0	0	0
Ero1b	91.466667	0	0	0	0	0	0	1372	0	0	0	0	0	0	0	0	0
Tmem167b	91.4	0	0	126	95	0	0	884	0	0	0	0	0	266	0	0	0
Polr3d	91.4	0	0	0	230	0	0	858	0	168	0	0	0	115	0	0	0
Ndufs7	91.4	0	0	251	226	0	0	485	0	0	0	0	137	272	0	0	0
G6pc	91.4	0	0	0	0	0	0	0	330	525	0	0	0	516	0	0	0
Col17a1	91.333333	0	0	0	0	0	0	0	0	0	0	0	0	1370	0	0	0
Car9	91.333333	0	0	0	0	206	0	127	0	0	0	162	191	684	0	0	0
Arhgef39	91.333333	0	0	0	0	206	0	127	0	0	0	162	191	684	0	0	0
Slc52a3	91.266667	0	0	0	0	0	0	386	0	0	0	0	174	809	0	0	0
Ivns1abp	91.266667	0	0	0	0	245	0	671	0	0	0	0	119	0	334	0	0
Apcs	91.2	0	0	0	0	0	0	1218	150	0	0	0	0	0	0	0	0
Lcp2	91.133333	0	0	0	0	0	0	266	0	0	0	0	261	840	0	0	0
Amer1	91.133333	0	0	0	0	0	0	601	0	0	0	0	90	676	0	0	0
Akap10	91.133333	0	0	0	0	0	0	994	0	0	0	0	0	373	0	0	0
Peli1	91.066667	0	0	135	108	0	0	877	0	0	0	0	0	246	0	0	0
Fbxl3	91.066667	0	0	107	123	243	0	705	0	0	0	0	81	107	0	0	0
Klf13	91.0	0	0	107	117	253	0	493	0	104	0	154	137	0	0	0	0
Kcnab2	91.0	0	0	0	0	241	0	960	0	0	0	0	0	164	0	0	0
Surf2	90.933333	0	0	0	0	0	0	898	0	0	0	0	312	154	0	0	0
Surf1	90.933333	0	0	0	0	0	0	898	0	0	0	0	312	154	0	0	0
Slc26a8	90.933333	0	0	0	0	0	0	450	238	235	0	0	0	104	337	0	0
Pcnx	90.933333	0	0	0	0	0	0	1364	0	0	0	0	0	0	0	0	0
Arfip1	90.933333	0	0	0	0	0	0	153	142	0	0	0	0	1069	0	0	0
Zfp428	90.866667	0	0	0	0	0	0	1250	0	113	0	0	0	0	0	0	0
Vmn2r102	90.866667	0	0	141	98	0	116	244	0	0	0	0	73	691	0	0	0
Ifna13	90.866667	0	0	271	153	0	0	381	0	0	0	0	214	344	0	0	0
Cldn10	90.866667	0	0	0	0	137	0	1089	0	0	0	0	0	137	0	0	0
Tbcc	90.8	0	0	0	0	0	0	454	279	195	0	0	231	203	0	0	0
Mzb1	90.8	0	0	0	0	0	0	1362	0	0	0	0	0	0	0	0	0
Ralgds	90.733333	0	0	0	0	108	0	532	0	0	0	134	400	187	0	0	0
Akip1	90.733333	0	0	0	0	176	0	576	0	0	0	0	0	609	0	0	0
