Target_genes	Fosl2|Average	SRX515671|3T3-L1	SRX520195|3T3-L1	SRX17156736|Bone_Marrow_Cells	SRX17156737|Bone_Marrow_Cells	SRX17156738|Bone_Marrow_Cells	SRX17156739|Bone_Marrow_Cells	SRX216284|Embryonic_brains	SRX216285|Embryonic_brains	SRX22541704|Macrophages	SRX22541705|Macrophages	SRX22541706|Macrophages	SRX22541707|Macrophages	SRX1839221|MEF	SRX1839222|MEF	SRX1839223|MEF	SRX1839224|MEF	SRX187213|Th0	SRX187214|Th17_Cells	SRX187215|Th17_Cells	STRING
Wipi2	86.947368	0	0	0	0	381	499	181	0	0	0	0	0	0	0	0	0	0	269	322	0
Macc1	86.894737	0	0	0	0	0	0	432	308	0	0	151	760	0	0	0	0	0	0	0	0
Gpr84	86.894737	0	0	0	0	167	104	142	0	207	91	0	654	0	0	0	176	110	0	0	0
Ephx2	86.894737	0	0	0	0	819	676	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd24	86.894737	0	0	0	0	326	209	107	0	0	0	0	0	0	0	0	0	103	359	547	0
Scpep1	86.789474	0	0	0	0	427	324	0	186	0	0	0	128	0	0	0	0	0	280	304	0
Gdap1l1	86.789474	0	0	0	0	522	470	0	0	132	105	0	97	0	0	0	0	0	156	167	0
Cep170	86.789474	138	0	0	0	260	225	148	261	215	192	0	210	0	0	0	0	0	0	0	0
Tdg	86.736842	0	0	0	0	0	91	204	235	0	130	0	0	0	0	0	78	298	275	337	0
Phf20	86.684211	0	0	0	0	298	181	98	248	149	0	0	187	0	0	0	132	0	166	188	0
Il21	86.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	652	845	0
Gcnt4	86.684211	0	0	0	0	0	0	368	300	0	0	0	0	0	0	168	309	0	130	372	0
Cilk1	86.684211	0	0	0	0	178	0	0	0	0	0	0	194	0	0	0	0	482	323	470	0
Cfp	86.684211	0	0	0	0	173	124	0	0	358	502	0	490	0	0	0	0	0	0	0	0
Stk17b	86.631579	0	0	0	0	219	349	0	0	0	0	0	0	0	0	0	0	0	470	608	0
Gpr68	86.631579	0	0	0	0	230	243	0	0	0	0	0	0	0	0	0	0	90	471	612	0
AA986860	86.578947	175	0	0	0	0	0	858	338	0	0	0	0	146	128	0	0	0	0	0	0
Tollip	86.473684	0	0	0	0	445	328	0	0	0	0	0	0	0	0	0	0	112	346	412	0
Tesk1	86.473684	0	0	0	0	104	0	264	273	212	131	0	0	0	0	0	166	0	154	339	0
Bcl2a1c	86.473684	0	0	0	0	0	0	0	0	159	181	160	568	0	0	0	0	0	227	348	0
Tuba4a	86.421053	0	0	0	0	322	246	103	459	0	0	0	0	90	0	106	0	0	133	183	0
Smim17	86.421053	0	1561	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk1	86.421053	0	0	0	0	0	159	131	0	0	0	0	0	0	0	0	0	289	416	647	0
Pmp22	86.421053	239	0	0	0	0	0	533	870	0	0	0	0	0	0	0	0	0	0	0	0
Gm12695	86.421053	0	0	0	0	0	0	0	0	0	0	0	0	553	624	143	322	0	0	0	0
Zfp827	86.368421	0	0	0	0	178	256	112	263	0	0	0	0	0	0	0	0	134	311	387	0
Rasa3	86.368421	208	0	0	0	0	0	181	0	170	237	0	0	0	0	0	104	0	320	421	0
Ms4a4d	86.368421	0	0	0	0	261	203	0	0	108	130	108	681	0	0	0	0	0	0	150	0
Arhgef33	86.368421	0	0	0	0	0	0	665	673	0	0	0	0	125	178	0	0	0	0	0	0
Isca1	86.315789	0	0	0	0	0	0	191	197	135	113	0	292	138	0	0	196	0	162	216	0
Txnl1	86.263158	0	0	0	0	185	251	0	0	0	145	0	0	0	0	0	260	0	390	408	0
Thumpd3	86.263158	0	0	0	0	0	0	0	0	0	126	0	150	0	0	0	0	249	380	734	0
Edaradd	86.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	904	0
Acvr1	86.157895	0	0	0	0	664	632	134	0	0	0	0	0	0	0	0	207	0	0	0	0
Sec14l1	86.105263	0	0	0	0	428	299	0	0	151	195	0	282	0	0	0	0	0	146	135	0
Plekho1	86.105263	0	0	0	0	180	173	218	237	0	205	0	251	0	0	0	0	0	220	152	0
Haao	86.105263	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	285	500	666	0
Gdf6	86.105263	0	0	0	0	0	0	0	140	0	0	0	0	377	330	134	253	0	178	224	0
Fbxl16	86.105263	0	0	0	0	0	0	313	884	0	0	0	0	249	0	0	0	0	190	0	0
A930033H14Rik	86.105263	0	0	0	0	0	0	206	156	237	374	0	663	0	0	0	0	0	0	0	0
Tmem19	86.0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	260	561	655	0
Agrn	86.0	0	0	0	0	104	0	150	181	0	0	0	330	0	0	0	0	0	383	486	0
Tmem63a	85.947368	0	0	0	0	0	0	286	240	0	0	0	210	0	0	0	185	0	293	419	0
Ppm1a	85.947368	0	0	0	0	149	192	210	363	0	0	0	0	0	0	0	0	0	300	419	0
Lrrc4c	85.947368	140	0	0	0	0	0	0	540	0	0	0	0	303	221	200	229	0	0	0	0
Hnrnph3	85.947368	0	0	0	0	0	0	971	538	0	0	0	0	0	0	0	0	0	0	124	0
Bmp1	85.947368	0	0	0	0	0	0	233	264	0	0	0	0	261	0	339	536	0	0	0	0
Rab11b	85.894737	244	0	0	0	0	0	409	176	0	0	0	0	0	0	0	0	146	258	399	0
Gsto2	85.894737	138	0	0	0	163	0	711	620	0	0	0	0	0	0	0	0	0	0	0	0
Dnah12	85.894737	0	0	0	0	302	353	0	175	0	0	0	0	198	149	174	281	0	0	0	0
Cep57l1	85.894737	0	0	0	0	395	233	0	279	0	0	0	0	0	0	0	0	0	356	369	0
Lypd6	85.789474	0	0	0	0	0	0	396	317	0	0	0	0	298	132	152	200	0	0	135	0
F2rl2	85.789474	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	233	467	807	0
Clcn5	85.789474	0	0	0	0	200	122	365	430	0	0	0	126	148	239	0	0	0	0	0	0
Nrg1	85.736842	0	0	0	0	148	0	433	1048	0	0	0	0	0	0	0	0	0	0	0	0
Mrps28	85.736842	0	0	0	0	102	0	535	464	0	65	0	0	0	0	0	0	0	233	230	0
Gm9508	85.736842	0	0	0	0	0	0	611	765	0	0	0	0	130	123	0	0	0	0	0	0
1700017B05Rik	85.736842	0	0	0	0	177	123	414	438	0	0	0	103	196	0	0	178	0	0	0	0
Tbc1d14	85.684211	108	0	0	0	0	0	171	212	124	0	0	105	107	0	0	0	0	286	515	0
Zgrf1	85.631579	0	0	0	0	0	0	471	499	0	0	0	0	132	118	0	211	0	73	123	0
Zfp362	85.631579	0	0	0	0	189	0	0	200	0	0	0	0	0	0	0	0	0	581	657	0
Zfp335	85.631579	0	0	0	0	154	156	304	209	0	162	0	184	0	0	0	169	0	132	157	0
Naglu	85.631579	0	0	0	0	282	160	213	0	171	219	0	294	0	0	0	0	0	123	165	0
Larp7	85.631579	0	0	0	0	0	0	471	499	0	0	0	0	132	118	0	211	0	73	123	0
Dnah1	85.631579	0	0	0	0	340	219	0	0	140	0	0	159	0	0	0	0	0	297	472	0
Ccng2	85.631579	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	185	529	711	0
Arpc1b	85.631579	0	0	0	0	208	0	0	0	155	252	0	275	0	0	0	0	0	190	547	0
Lamc2	85.578947	0	0	0	0	113	159	0	0	0	0	0	0	0	0	0	0	0	575	779	0
Ifna13	85.473684	0	218	0	0	0	0	352	283	0	0	0	0	0	0	0	0	222	269	280	0
Acer3	85.473684	0	0	0	0	338	275	131	0	299	356	0	225	0	0	0	0	0	0	0	0
Uevld	85.421053	0	0	0	0	337	324	0	0	0	306	0	134	0	0	0	0	0	287	235	0
A630076J17Rik	85.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	655	777	0
Wnk1	85.368421	0	0	0	0	288	354	0	0	158	79	0	305	0	0	0	0	0	140	298	0
Sub1	85.368421	0	0	0	0	0	0	390	279	0	0	0	0	0	0	0	0	158	307	488	0
Lrrc51	85.368421	129	0	0	0	291	119	0	274	130	0	0	170	0	0	0	0	0	215	294	0
Kif13a	85.368421	0	0	0	0	174	0	179	0	0	0	0	0	0	0	0	0	145	475	649	0
Suclg1	85.315789	0	0	0	0	145	0	0	79	0	0	0	0	0	0	0	0	184	599	614	0
Flna	85.315789	0	0	0	0	0	0	197	499	141	198	0	154	185	0	0	0	0	0	247	0
Sf3b6	85.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	838	0
Nprl3	85.263158	0	0	0	0	176	149	230	190	0	0	0	306	125	0	143	166	0	0	135	0
Usp20	85.210526	154	0	0	0	441	240	165	220	0	69	0	122	0	0	0	0	0	105	103	0
Lima1	85.210526	0	0	0	0	139	0	583	581	0	0	0	316	0	0	0	0	0	0	0	0
Ikbkg	85.210526	295	0	0	0	0	216	318	224	0	0	0	0	0	0	0	0	0	156	410	0
Fabp12	85.210526	0	0	0	0	444	291	0	124	220	364	0	176	0	0	0	0	0	0	0	0
BC005624	85.210526	154	0	0	0	441	240	165	220	0	69	0	122	0	0	0	0	0	105	103	0
Uap1	85.157895	0	0	0	0	0	0	101	175	128	223	0	196	0	0	0	0	127	147	521	0
Tax1bp1	85.157895	0	0	0	0	235	126	261	158	140	123	0	213	0	0	0	0	0	132	230	0
Rpp30	85.157895	87	0	0	0	0	0	385	371	0	0	0	0	217	221	0	248	0	89	0	0
Nup153	85.157895	0	0	0	0	0	0	318	262	0	0	0	0	0	0	0	0	143	411	484	0
Ikzf5	85.157895	0	0	0	0	147	174	0	0	0	111	0	77	0	0	0	214	145	315	435	0
Gpr171	85.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	556	723	0
Acadsb	85.157895	0	0	0	0	147	174	0	0	0	111	0	77	0	0	0	214	145	315	435	0
Olfr544	85.105263	0	0	0	0	133	0	223	401	0	0	0	0	318	308	0	234	0	0	0	0
Dop1b	85.105263	185	0	0	0	148	0	0	0	0	0	0	0	0	0	0	123	262	339	560	0
Cyfip2	85.105263	0	0	0	0	258	114	0	0	0	0	118	419	0	0	0	0	0	265	443	0
Atp2b4	85.105263	98	0	0	0	0	0	454	588	0	0	0	0	167	183	0	127	0	0	0	0
Sh3bp1	85.052632	0	0	0	0	0	0	0	127	0	136	0	153	0	0	0	0	135	483	582	0
Seh1l	85.052632	0	0	0	0	0	0	264	200	0	0	0	177	285	269	140	165	0	0	116	0
Rab5a	85.052632	0	0	0	0	0	0	119	127	123	116	0	0	160	0	0	359	0	250	362	0
Stx6	85.0	0	0	0	0	369	187	0	0	0	0	0	100	0	0	0	0	0	366	593	0
Tmem229b	84.842105	0	0	0	0	0	0	0	263	181	217	0	281	0	0	0	0	0	281	389	0
Hpgds	84.842105	0	0	0	0	202	121	0	0	318	290	0	438	0	0	0	0	0	94	149	0
Arf4	84.789474	0	0	0	0	137	0	0	151	292	192	138	387	0	0	0	0	0	125	189	0
Pim3	84.736842	0	0	0	0	120	100	0	132	349	190	112	275	0	0	0	0	0	129	203	0
Spag1	84.684211	0	0	0	0	0	0	1101	353	0	0	0	155	0	0	0	0	0	0	0	0
Snrk	84.684211	352	0	0	0	0	0	834	330	0	93	0	0	0	0	0	0	0	0	0	0
Rps27a	84.684211	0	0	0	0	182	0	0	0	218	338	0	400	0	0	0	0	0	162	309	0
Irf6	84.684211	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	767	666	0
Clhc1	84.684211	0	0	0	0	182	0	0	0	218	338	0	400	0	0	0	0	0	162	309	0
Oxnad1	84.631579	0	0	0	0	124	0	156	263	113	0	0	143	0	164	0	214	0	223	208	0
Nab1	84.631579	0	0	0	0	0	0	0	0	257	0	0	288	0	0	0	145	0	340	578	0
Dph3	84.631579	0	0	0	0	124	0	156	263	113	0	0	143	0	164	0	214	0	223	208	0
Anks1b	84.631579	0	0	0	0	0	0	489	488	0	0	0	0	310	321	0	0	0	0	0	0
Jund	84.578947	0	0	0	0	0	0	264	173	0	146	0	150	157	97	0	0	190	172	258	0
Mapkap1	84.526316	0	0	0	0	240	228	479	269	0	84	0	0	191	0	0	115	0	0	0	0
Bicd1	84.473684	0	0	0	0	0	0	448	502	0	0	0	0	266	144	0	245	0	0	0	0
Micu3	84.421053	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	177	164	517	472	0
Sec22b	84.368421	0	0	0	0	188	0	165	442	0	0	0	0	0	0	106	161	0	141	400	0
Itgal	84.368421	0	0	0	0	134	0	0	0	0	0	0	138	0	0	0	0	0	531	800	0
Tatdn1	84.315789	0	0	0	0	0	0	651	443	0	138	0	0	247	123	0	0	0	0	0	0
Ndufb9	84.315789	0	0	0	0	0	0	651	443	0	138	0	0	247	123	0	0	0	0	0	0
Dstn	84.315789	0	0	0	0	474	321	303	408	0	0	0	0	0	0	0	96	0	0	0	0
Cul5	84.263158	0	0	0	0	462	283	0	0	0	0	0	0	0	0	0	0	199	290	367	0
Cpne6	84.263158	0	0	0	0	260	199	0	0	0	0	0	0	0	0	0	0	0	467	675	0
H3c8	84.210526	470	0	0	0	0	0	0	0	248	197	0	345	0	0	0	0	0	159	181	0
H2ac10	84.210526	470	0	0	0	0	0	0	0	248	197	0	345	0	0	0	0	0	159	181	0
Cemip2	84.210526	0	0	0	0	260	241	201	326	149	0	0	219	204	0	0	0	0	0	0	0
Arhgap21	84.210526	0	0	0	0	243	178	539	104	0	0	0	0	0	0	0	272	0	138	126	0
Map2k2	84.157895	0	0	0	0	563	415	383	238	0	0	0	0	0	0	0	0	0	0	0	0
Klhl30	84.157895	0	0	0	0	0	0	767	223	0	0	0	0	252	0	0	103	0	178	76	0
Gja5	84.157895	0	0	0	0	346	388	123	0	0	0	0	0	0	0	0	0	0	399	343	0
Creb3l3	84.157895	0	0	0	0	563	415	383	238	0	0	0	0	0	0	0	0	0	0	0	0
P2rx7	84.105263	0	0	0	0	0	0	789	276	0	0	0	0	179	0	0	254	0	100	0	0
Cnot7	84.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	675	625	0
Anxa3	84.105263	0	0	0	0	0	0	0	208	0	0	0	150	0	0	0	195	0	380	665	0
Wdr35	84.052632	254	0	0	0	0	0	513	372	0	0	0	0	196	0	0	262	0	0	0	0
Atg101	84.052632	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	242	547	647	0
Ppp3ca	84.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	809	0
Dnah17	84.0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	681	786	0
D3Ertd751e	84.0	0	0	0	0	0	0	311	293	0	0	0	98	0	0	0	145	0	412	337	0
Zpbp2	83.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	490	712	0
Ikzf3	83.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	490	712	0
Vmp1	83.842105	0	0	0	0	275	180	0	0	216	144	0	397	0	0	0	0	0	150	231	0
Banf2	83.842105	0	0	0	0	890	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrt	83.789474	0	0	0	0	0	0	226	170	0	101	0	429	0	0	0	0	0	290	376	0
Myo1b	83.789474	186	0	0	0	181	0	0	322	0	0	0	0	242	0	0	312	202	0	147	0
Atp1a2	83.789474	0	0	0	0	0	0	1028	0	0	0	0	0	232	0	0	142	0	190	0	0
Ttc1	83.736842	0	0	0	0	150	139	164	550	0	0	0	137	0	0	0	0	0	202	249	0
Prss32	83.736842	0	0	0	0	0	0	994	321	0	0	0	0	130	0	0	146	0	0	0	0
Pnpo	83.736842	0	0	0	0	339	332	0	139	0	0	0	0	0	0	0	0	0	349	432	0
Fzd3	83.736842	0	0	0	0	675	432	306	0	0	0	0	0	0	0	0	178	0	0	0	0
Bod1	83.736842	0	0	0	0	165	151	101	128	0	0	0	0	0	0	0	0	145	395	506	0
Zdhhc6	83.631579	0	0	0	0	0	0	0	0	0	0	322	996	0	0	0	0	0	125	146	0
Vti1a	83.631579	0	0	0	0	0	0	0	0	0	0	322	996	0	0	0	0	0	125	146	0
Vps54	83.631579	0	0	0	0	226	225	0	0	0	0	0	385	0	0	0	0	0	384	369	0
Rab18	83.578947	0	0	0	0	403	247	211	527	0	0	0	200	0	0	0	0	0	0	0	0
Ckmt1	83.578947	0	0	0	0	0	0	389	603	0	0	0	0	0	0	0	0	0	312	284	0
Ano6	83.578947	118	0	0	0	0	0	467	306	0	0	0	402	0	0	0	177	0	0	118	0
Galntl6	83.526316	0	0	0	0	0	0	381	290	0	0	0	0	287	261	116	252	0	0	0	0
BC030500	83.526316	0	0	0	0	0	0	381	290	0	0	0	0	287	261	116	252	0	0	0	0
Oga	83.473684	0	0	0	0	144	198	0	0	0	0	0	0	0	0	0	0	136	503	605	0
Etl4	83.473684	0	0	0	0	0	0	340	233	0	0	0	0	199	179	144	387	104	0	0	0
Ccdc180	83.473684	0	0	0	0	159	0	0	0	175	165	0	448	0	0	0	0	0	228	411	0
Pbxip1	83.421053	0	0	0	0	628	394	0	0	166	0	0	397	0	0	0	0	0	0	0	0
Krt7	83.315789	0	0	0	0	961	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspb2	83.263158	0	0	0	0	112	212	337	107	0	0	0	0	79	0	109	235	0	190	201	0
Cryab	83.263158	0	0	0	0	112	212	337	107	0	0	0	0	79	0	109	235	0	190	201	0
Anapc15	83.263158	0	0	0	0	408	551	0	0	170	143	0	310	0	0	0	0	0	0	0	0
Sptlc2	83.210526	0	0	0	0	161	0	0	128	204	105	201	672	0	0	0	0	0	110	0	0
Qsox1	83.210526	161	0	0	0	0	0	0	293	0	0	0	0	148	168	0	212	0	250	349	0
Pfkfb2	83.210526	0	0	0	0	356	170	0	330	0	0	0	0	0	0	0	0	0	302	423	0
Pakap	83.210526	0	0	0	0	0	0	393	620	0	0	0	0	146	0	193	229	0	0	0	0
Fxyd4	83.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	487	831	0
Vps39	83.105263	0	0	0	0	426	257	0	0	233	224	0	0	0	0	0	0	0	169	270	0
Rbms2	83.105263	0	0	0	0	0	0	358	598	0	0	0	0	311	153	0	159	0	0	0	0
Lrr1	83.105263	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	103	619	666	0
Tnp2	83.052632	0	0	0	0	138	0	0	0	0	0	0	65	0	0	0	0	161	578	636	0
Atp11b	83.052632	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	547	795	0
Znrd1	83.0	0	0	0	0	0	0	280	262	100	0	0	86	0	0	0	304	0	264	281	0
Rab3a	83.0	0	0	0	0	0	101	210	135	0	0	0	0	0	0	0	0	118	518	495	0
Mars1	82.947368	0	0	0	0	0	0	231	252	191	264	0	236	0	0	0	0	0	105	297	0
Gaa	82.947368	0	0	0	0	0	0	326	457	0	121	0	0	0	0	0	126	0	274	272	0
Zfp868	82.894737	0	0	0	0	0	0	431	693	0	0	0	0	0	0	0	0	0	125	326	0
S100a9	82.894737	0	0	0	0	866	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp9	82.894737	0	0	0	0	305	220	0	0	0	558	0	492	0	0	0	0	0	0	0	0
Fam83d	82.894737	0	0	0	0	348	386	0	0	0	0	0	0	0	0	0	0	0	307	534	0
Faap20	82.894737	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	401	1012	0
Clec4e	82.894737	0	0	0	0	0	0	0	0	245	200	235	895	0	0	0	0	0	0	0	0
Piwil4	82.842105	0	0	0	0	204	224	0	387	0	0	0	0	0	0	0	0	0	443	316	0
Mettl15	82.842105	0	0	0	0	441	152	199	303	149	0	0	0	0	0	0	0	0	205	125	0
M6pr	82.842105	0	0	0	0	550	374	0	0	0	0	0	363	0	0	0	0	0	89	198	0
Il17a	82.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	755	0
Cd180	82.842105	0	0	0	0	388	272	0	0	189	193	0	532	0	0	0	0	0	0	0	0
St8sia4	82.789474	0	0	0	0	222	170	0	0	93	151	0	0	0	0	0	0	123	334	480	0
Slc11a1	82.789474	0	0	0	0	0	0	0	0	296	495	289	493	0	0	0	0	0	0	0	0
Mfsd8	82.789474	265	0	0	0	0	0	0	193	0	0	0	289	0	0	0	0	207	287	332	0
Syf2	82.736842	0	0	0	0	153	0	0	164	211	72	0	294	0	0	0	0	0	317	361	0
Zfp273	82.631579	133	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	194	551	589	0
Hpn	82.631579	0	0	0	0	0	0	0	0	187	218	254	788	0	0	0	0	0	0	123	0
Gzf1	82.631579	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	296	315	648	0
Tex14	82.578947	151	0	0	0	0	0	0	132	145	97	0	0	0	0	0	0	202	326	516	0
Slc39a10	82.526316	0	0	0	0	0	0	253	199	0	152	0	115	0	0	176	146	0	293	234	0
Loxl2	82.526316	0	0	0	0	0	0	228	175	0	0	0	334	179	0	0	178	330	0	144	0
Zbtb38	82.473684	0	0	0	0	171	178	482	385	0	0	0	0	134	0	0	217	0	0	0	0
Washc2	82.473684	0	120	0	0	0	0	204	508	0	0	0	101	0	0	0	0	0	257	377	0
Tubb4b	82.473684	0	0	0	0	0	0	275	438	0	0	0	0	0	0	0	231	0	247	376	0
Il18r1	82.473684	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	671	735	0
Ier5	82.473684	0	0	0	0	146	0	122	0	205	202	159	509	0	0	0	0	0	120	104	0
Wdr43	82.421053	0	0	0	0	0	0	114	0	120	133	0	326	0	0	0	0	0	369	504	0
Sphk1	82.421053	0	0	0	0	0	0	0	527	0	0	0	0	159	0	117	288	0	205	270	0
Sh3pxd2a	82.421053	0	0	0	0	570	471	0	0	0	176	0	197	0	0	0	0	0	0	152	0
Zrsr1	82.315789	453	0	0	0	0	0	144	559	0	0	0	0	0	0	0	0	0	181	227	0
Rnf10	82.315789	0	0	0	0	0	0	214	381	0	0	0	94	200	210	0	172	0	141	152	0
Commd1	82.315789	453	0	0	0	0	0	144	559	0	0	0	0	0	0	0	0	0	181	227	0
Mtdh	82.263158	0	0	0	0	0	0	157	156	0	0	0	220	0	0	0	197	125	269	439	0
Ltbp2	82.210526	0	0	0	0	415	469	0	0	0	0	0	0	0	0	259	419	0	0	0	0
Gm12258	82.210526	0	0	0	0	285	327	0	0	162	0	220	568	0	0	0	0	0	0	0	0
Adnp2	82.157895	241	0	0	0	0	0	231	344	0	0	0	0	118	122	0	0	0	330	175	0
Syde1	82.105263	0	0	0	0	219	292	259	280	0	0	0	0	0	0	0	0	0	228	282	0
Prpf19	82.105263	0	0	0	0	186	126	153	210	0	0	0	0	0	0	0	0	0	492	393	0
Prorsd1	82.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	647	661	0
Gzmm	82.105263	150	0	0	0	0	0	432	847	0	0	0	0	0	131	0	0	0	0	0	0
B4galt7	82.105263	0	0	0	0	389	339	0	0	212	0	0	190	0	0	0	0	0	223	207	0
Snx15	82.052632	0	0	0	0	0	0	351	766	0	0	0	0	179	0	0	178	0	0	85	0
Hrh2	82.052632	0	0	0	0	222	265	0	0	0	0	0	0	0	0	0	0	398	325	349	0
Evi5	82.052632	0	0	0	0	0	0	448	311	120	246	0	0	0	0	0	0	0	145	289	0
Chuk	82.052632	0	0	0	0	0	0	261	185	0	0	0	0	0	0	0	0	206	384	523	0
Tmprss13	82.0	0	0	0	0	618	533	0	0	0	0	147	260	0	0	0	0	0	0	0	0
Arl8b	82.0	0	0	0	0	163	166	0	0	0	204	0	0	0	0	0	0	0	450	575	0
Anapc10	82.0	0	0	0	0	0	0	417	886	0	0	0	0	0	0	0	0	0	141	114	0
Abce1	82.0	0	0	0	0	0	0	417	886	0	0	0	0	0	0	0	0	0	141	114	0
Smyd1	81.947368	0	0	0	0	299	296	0	0	0	0	133	196	0	0	0	0	120	176	337	0
Rccd1	81.947368	0	0	0	0	0	0	257	237	0	0	0	0	190	219	0	243	0	146	265	0
Myo6	81.947368	0	0	0	0	0	0	783	774	0	0	0	0	0	0	0	0	0	0	0	0
Abca8b	81.947368	0	0	0	0	191	0	0	964	0	0	0	161	0	101	0	140	0	0	0	0
Uvssa	81.894737	0	0	0	0	0	0	244	176	0	108	0	156	130	132	0	394	0	84	132	0
Mgat4a	81.894737	0	0	0	0	0	0	0	200	0	0	0	519	0	0	0	0	0	423	414	0
Cdc42ep2	81.894737	0	0	0	0	313	294	0	0	207	261	0	481	0	0	0	0	0	0	0	0
Atp13a2	81.894737	0	0	0	0	291	255	0	0	207	245	0	558	0	0	0	0	0	0	0	0
Sf3b4	81.842105	0	0	0	0	317	225	0	0	0	0	0	274	0	0	0	0	0	385	354	0
Arvcf	81.842105	0	0	0	0	453	316	321	269	0	0	0	0	0	0	0	0	0	103	93	0
Sh2d6	81.736842	0	0	0	0	0	0	0	0	382	316	222	633	0	0	0	0	0	0	0	0
Rfx5	81.736842	0	0	0	0	190	254	0	0	190	207	161	551	0	0	0	0	0	0	0	0
Plac1	81.736842	0	0	0	0	276	306	0	336	0	0	0	0	170	114	0	184	0	0	167	0
Tox2	81.684211	0	0	0	0	0	0	0	0	227	280	0	0	0	0	0	0	0	467	578	0
Rbck1	81.631579	316	0	0	0	152	0	303	423	0	0	0	0	0	0	0	232	0	0	125	0
R3hdm2	81.631579	0	0	0	0	182	190	158	264	0	0	93	405	0	0	0	259	0	0	0	0
Ebf4	81.631579	0	0	0	0	878	561	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Plekhm3	81.578947	0	0	0	0	0	0	0	0	0	0	150	498	0	0	134	200	0	138	430	0
Acsl4	81.526316	0	0	0	0	154	0	0	140	0	0	100	0	0	0	0	0	0	393	762	0
Ube2d2b	81.473684	0	0	0	0	0	0	489	403	0	0	0	104	371	181	0	0	0	0	0	0
Prex1	81.473684	0	0	0	0	0	0	0	0	93	0	0	297	0	0	0	0	0	500	658	0
Inpp4a	81.473684	0	0	0	0	291	121	145	300	0	0	0	117	0	0	0	0	166	153	255	0
Zbtb42	81.421053	0	0	0	0	0	0	850	697	0	0	0	0	0	0	0	0	0	0	0	0
Stat5a	81.421053	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	292	368	581	0
Slc31a1	81.421053	0	0	0	0	535	380	0	0	154	127	0	198	0	0	0	0	0	0	153	0
Pmm1	81.421053	106	0	0	0	388	345	272	436	0	0	0	0	0	0	0	0	0	0	0	0
Gnpda2	81.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	672	696	0
Gm1673	81.421053	0	0	0	0	0	0	141	342	0	0	0	0	0	0	144	244	0	375	301	0
Fkbp15	81.421053	0	0	0	0	535	380	0	0	154	127	0	198	0	0	0	0	0	0	153	0
1110008P14Rik	81.421053	508	0	0	0	331	340	368	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13	81.315789	0	0	0	0	0	0	236	0	0	0	0	0	129	0	0	0	0	527	653	0
Sirt6	81.263158	0	0	0	0	326	209	0	0	0	0	0	0	0	0	0	0	103	359	547	0
Arhgef40	81.263158	0	0	0	0	0	0	590	580	0	0	0	0	77	108	0	189	0	0	0	0
Iqgap3	81.210526	0	0	0	0	272	234	0	126	0	0	185	726	0	0	0	0	0	0	0	0
Commd6	81.210526	0	0	0	0	537	244	0	0	0	0	0	0	0	0	0	0	0	447	315	0
Chrm3	81.210526	0	0	0	0	0	0	0	250	0	0	0	260	0	0	116	268	156	245	248	0
Xpnpep1	81.157895	187	0	0	0	0	0	186	684	0	147	0	0	0	0	0	133	0	96	109	0
