	source	target	weight	PMID
7455	Nfatc1	Tnfsf11	1	15314684;16109714;16513293;17949830;18063694;19563866;19801646;21413932;21514407;21751242;22985540;24039733;24269279
7456	Nfatc2	Tnfsf11	1	15314684
7457	Nfatc2	Cd40	1	15314684;8530342
7458	Hif1a	Prkg1	1	15315937;23958427
7459	Neurod1	Epo	1	15315937
7460	Tfap2a	Smarca4	1	15317818
7461	Smarca1	Mmp2	1	15317818
7462	Srebf1	Apoa5	-1	15317819;16448983
7463	Ssrp1	Apoa5	1	15317819
7464	Nr2c2	Pim1	1	15319445
7465	Creb1	Pomc	1	11081181;15319449;21586695;24078059
7466	Nfatc2	Ghrh	1	15319455
7467	Nfatc3	Ghrh	1	15319455
7468	Fosl1	Mmp9	1	15319566;16554298;17572495;22514284;22514348
7469	Rest	Oprm1	-1	15322094;17130167;18284609;18657578;19913583
7470	Nr1i2	Cyp7a1	-1	15322103;15331348;15629111
7471	Nr1i2	Cyp8b1	1	15322103
7472	Fos	Crem	1	21757709
7473	Crem	Fos	-1	15322221;17056544;17185632;21757709
7474	Cebpg	Slco1b2	1	15322262
7475	Rara	Slco1b2	1	15322262
7476	Yy1	Snai2	1	15326190
7477	Nr5a2	Ccnd1	1	15327767
7478	Nr5a2	Ccne1	1	15327767;19041685
7479	Six2	Gdnf	1	15327782
7480	Cdx2	Mok	1	15327990
7481	Zgpat	Rho	1	15328344;8939891
7482	Nr1h3	Ins2	1	15330762;18490833;19366697;19716432
7483	Nr2f2	Tert	1	15331176;15506639
7484	Hnf4a	Ppargc1a	-1	15331348;24069029
7485	Nr1i2	Ppargc1a	-1	15331348
7486	Runx1	Pml	1	15331439
7487	Vdr	Mapk1	1	15331595
7488	Nr3c1	Got1	1	15331759;19087426
7489	Myb	Hbb-b1	1	1533276
7490	Ar	Zbtb16	1	15334066;16637071;20610535
7491	Esr1	Tsc22d3	-1	15336700;23183181
7492	Elf1	Akt1	1	15337760;15645134
7493	Vdr	Phex	1	15337762;20227497
7494	Zbtb7a	Comp	-1	15337766;17485346
7495	Sp1	Retn	1	15338456;15864531;16876120;18800626;20360975;23652833
7496	Pax3	Retn	1	15338456
7497	Sp3	Retn	1	15338456;15864531
7498	Pparg	Apoe	1	15339912;18382765;20419060
7499	Tp53	Daxx	1	15339933
7500	Nkx2-5	Slc5a5	1	15340050
7501	Tp53	Mfge8	1	15340061;17637751
7502	Ppara	Cyp27a1	-1	11701475;15340076;17156732
7503	Sp1	Gclc	1	15342415;18245173;23133636
7504	Atoh7	Gabrb3	1	15342472;16260616
7505	Atoh7	Prph2	1	15342472;21441919
7506	Neurog2	Atoh7	1	15342472;17971452
7507	Atoh7	Neurog2	-1	16690048
7508	Esr1	Nelfb	1	15342491
7509	Esr1	Nsmf	1	15342491
7510	Sp1	Akt1	1	15342781;18353772;19145069;21520171
7511	Myc	Prkcg	1	15345217;23550155;9489489
7512	Myc	Rel	1	15345217
7513	Rel	Myc	1	15345217;7869034
7514	Myc	Prkcq	1	15345217
7515	Irf3	Il15	1	10906187;12821121;15345588
7516	Spi1	Il12rb1	1	15345588
7517	Irf3	Il12rb1	1	15345588
7518	Smad4	Tshb	1	15345675
7519	Tp53	Col1a2	1	15345715
7520	Tbpl2	Tbp	1	15345743
7521	Esr1	Crhbp	1	15345745
7522	Esr2	Crhbp	-1	15345745
7523	Nr1i2	Dnajc7	1	15347657
7524	Smarca1	Epo	1	15347669
7525	Nfatc1	Cx3cr1	1	15347678
7526	Nfatc2	Cx3cr1	1	15347678
7527	Xbp1	Large1	1	15351732
7528	Nr3c1	Acat1	1	15353128
7529	Dnmt1	Cldn16	1	15353399
7530	Tbx15	Gja1	1	15354864
7531	Tbx15	Tbx2	1	15354864
7532	Irf3	Crebbp	1	15355347;18309294;19349300
7533	Crx	Igf2	1	15355996
7534	Myc	Igf2	-1	15355996;16707459
7535	Nkx2-1	Tpo	1	15356023;16507635;21637535;24380675;27347897
7536	Mef2a	Cpt1a	1	15356291
7537	Mef2c	Cpt1a	1	15356291
7538	Myb	Yeats4	1	15356292
7539	Esr1	Yeats4	1	15356292
7540	Vdr	Cyp3a13	1	15358113
7541	Stat5a	Clnk	1	15358227
7542	Srebf2	Abca1	-1	15358760;15922656;16901265;17526932
7543	Foxm1	Pck1	1	15358835;7532283;8817653
7544	Nr0b2	G6pc1	-1	15358835;17909097;18459945;18505831;19720831;20688914;21081708
7545	Klf2	Cdkn1a	1	15361832
7546	Runx1	Cd79a	1	15361869;20385820
7547	Neurod1	Cd79a	1	15361869
7548	Irf9	Ccnd2	-1	15362048
7549	Irf9	Cdkn1a	1	15362048
7550	Irf9	Cdkn1b	1	15362048
7551	Dnmt3a	Dnmt3b	1	15362956
7552	Dnmt3b	Dnmt3a	1	15362956;20426865
7553	Sp1	Dnmt3a	1	15362956
7554	Sp1	Dnmt3b	1	15362956
7555	Sp3	Dnmt3a	1	15362956
7556	Sp3	Dnmt3b	1	15362956
7557	Yy1	Thbs1	-1	15365249
7558	Gli2	Foxe1	1	14691458;15140221;15367491;19360354
7559	Gata4	Myocd	1	15367672
7560	Myc	Cflar	-1	11896589;15367674;20348907;22266862
7561	Esr1	Cflar	1	15367674
7562	Nfx1	Tert	1	15371341;17267499;18505829;19369336;20739528
7563	Irf8	Nf1	1	15371411;17200120
7564	Esr1	Grb14	1	15372466
7565	Sp1	Bgn	1	15372625
7566	Sp3	Bgn	1	15372625;9786935
7567	Dnmt1	Egfr	1	15374953
7568	Mitf	Hpgds	1	15375155;1999537
7569	Ar	Pomc	1	15375188;18703637
7570	Tbx15	Fadd	1	15376191
7571	Atf4	Bglap	1	15377660;15911876;16000305;18171674;18187540;18460422;19016261;19232401;19726676;21866569;23463631;24375853
7572	Atf4	Bglap3	1	15377660;15911876;16000305;18171674;18187540;18460422;19016261;19232401;19726676;21866569;23463631;24375853
7573	Atf4	Bglap2	1	15377660;15911876;16000305;18171674;18187540;18460422;19016261;19232401;19726676;21866569;23463631;24375853
7574	Stat3	Map2k5	1	15378007
7575	Tp53	Sh2d1a	1	15378026;23165210
7576	Hmga1	Kl	1	15378028
7577	Hmga1	Btk	1	15378028
7578	Hmga1	Hmga1	1	15378028;16007157;17510387;18670638;20335021;21336378;22389255
7579	Myog	Chrng	1	15378207
7580	Fos	Map2k1	1	15378603;20299489;24309182;8548291
7581	Spi1	Keap1	1	15379550
7582	Gata4	Acot13	1	15379890
7583	Tbpl1	Terf1	1	15380063;23342266
7584	Egr1	Syn1	1	15381251;15523672;8195167
7585	Onecut1	Onecut3	1	15381696;18095340
7586	Onecut3	Onecut1	1	11944891
7587	Mycn	Mycn	1	15382088;19766596;1986238
7588	Nr1i3	Il1b	1	15382119
7589	Tp53	Cdh1	1	15383401;20332115;21478913
7590	Msx2	Runx2	-1	11683913;15383550;16115867;17060321
7591	Dlx5	Dlx5	1	15383550;19497851;9819228
7592	Cebpb	Actg2	1	15383601
7593	Cebpb	Acta2	1	15383601
7594	Tbp	Fgfr1	1	1538403;22848139;7667110
7595	Cebpb	Asns	-1	15385533;18840095
7596	Nfe2l3	Nqo1	-1	15385560
7597	Nr4a1	Mdm2	-1	15385570;17139261
7598	Nr5a1	Sult2a1	1	15388788
7599	Gata6	Sult2a1	1	15388788;19497978
7600	Cebpa	G6pc1	1	15388792
7601	Cebpb	G6pc1	1	15388792
7602	Creb1	G6pc1	1	11544200;12760745;15388792;17635106;19583954;20022930;26652733
7603	Tp53	Ikbip	1	15389287
7604	Gata4	Cldn2	1	15389642
7605	Dnmt1	Ascl1	1	15390277;16371653
7606	Ascl1	Pnp	1	15390277
7607	Ybx3	Gsr	1	1542022;2256675
7608	Bhlhe41	Ccnd1	-1	15448136;18223678;20821348
7609	Bhlhe41	Myh14	1	15448136
7610	E2f4	Ccna2	1	15448153;17121828;17531812;21311680
7611	Stat3	Oprm1	1	15448191;18284609
7612	Znf354c	Cdh1	1	15448698
7613	Atf2	Ace	1	15448864;18577431
7614	Jun	Ace	1	15448864;15681805
7615	Egr1	Pik3c3	1	15449318
7616	Srebf2	Pla2g6	1	15450207
7617	Sp1	Nqo2	1	11154737;15451063
7618	Sp3	Nqo2	1	15451063
7619	Sp1	Sod3	1	15451065;18314536;20079429
7620	Sp3	Sod3	1	15451065;18314536;20079429
7621	Tp73	Pdgfrb	1	15454570;19952113
7622	Tp73	Nfya	1	15454570
7623	Gata6	Lama1	1	15456727
7624	Gata6	Rock1	1	15456727
7625	Nr4a1	Pelp1	1	15456770
7626	Tp53	Ccna1	1	15456866;17530187
7627	Dlx3	Bglap	1	15456894
7628	Dlx3	Bglap3	1	15456894
7629	Dlx3	Bglap2	1	15456894
7630	Hivep1	Hp	1	15456958
7631	Elf1	Krt5	1	1545787
7632	Elf1	Plec	1	1545787
7633	Cebpg	Apob	1	1545795;2161847;2258060;8557677
7634	Hnf1a	Apob	1	1545795
7635	Ahr	Pon1	1	15458977
7636	Foxh1	Nodal	1	12642485;15459100;17038485;20227405;21741376
7637	Smad2	Nodal	1	15459100
7638	Ssrp1	Cyp19a1	1	15459115
7639	Nr4a1	Gadd45gip1	1	15459248
7640	Ncoa2	Tat	1	15459252
7641	Nr3c1	Tat	1	12815172;15310238;15459252;18177856;22465009;8094667;9210406
7642	Ets1	Sh2d1a	1	15459902
7643	Ets2	Sh2d1a	1	15459902
7644	Rfx1	Ciita	1	1505960;15461447
7645	Ets1	Erbb2	1	15461591
7646	Sp1	Srebf1	1	15330762;15462672;17449871;18068676;19716432;20179320;20971080;21696544;22511764;24458133
7647	Nr3c1	Slpi	1	15464020
7648	Jun	Kitlg	1	15464728;17145782;7521696
7649	E2f1	Isyna1	1	15464731;19584537
7650	Pou4f3	Ntf3	1	15465029
7651	Pax3	Pou3f2	1	22988297
7652	Pou3f2	Pax3	1	15465489;16179863;22290434
7653	Bcl3	Il10	1	15465827;16148099
7654	Nfkb1	Il10	1	15465827;16835236;19124729;19766270;9310124
7655	Tp63	Serpinb5	1	15466179;15578720
7656	Spdef	Serpinb5	1	12907642;15466179
7657	Myc	Ikbkb	1	15466196
7658	Nr3c1	Cdkn1a	1	10413457;11080152;12969137;15466360;17989362;9442037;9873044
7659	Pbx3	Tlx3	1	15466398
7660	Nfic	Gabra6	1	15466411;18421093;21270437
7661	Mef2a	Nppa	1	15466416
7662	Mef2a	Adk	1	15466416
7663	Mef2a	Pitx2	1	15466416
7664	Pitx2	Adk	1	15466416
7665	Pitx2	Pitx2	1	15466416;15475956;20816801
7666	Foxp3	Il2ra	1	15466453;17028180;18606654;20554955;21036387;23144749
7667	Nr4a1	Il2	1	15466594
7668	Sp1	Cyp2j6	1	15466638
7669	Usf1	Bax	1	15466854
7670	Etv4	Bax	1	15466854;18510939
7671	Fli1	Mpl	1	15466856;8639837
7672	Ets1	Gp9	1	10194443;11504709;15466856
7673	Ets1	Mpl	1	15466856;8639837
7674	Hes1	E2f1	-1	15467735;19891787
7675	Hes1	Slc25a5	1	15467735
7676	Irf1	Casp1	1	11180100;11948692;15467738;16135520;17725714;7637809;9931097
7677	Batf3	Mmp1a	-1	15467742
7678	Nfe2l2	Hbb-b1	1	15206576;15469687;7937919
7679	Ets1	Chuk	1	15469934
7680	Hnf4a	Ugt1a9	1	15470081
7681	Smad3	Ppard	-1	15470497
7682	Nhlh1	Ndn	1	15470499
7683	Taf1	Ndn	1	15470499
7684	Nr1h4	Carm1	1	15471871;16819395
7685	Tfcp2l1	Cyp11a1	1	15471945;18004979
7686	Ubp1	Cyp11a1	1	15471945;18004979
7687	Hif1a	Pfkfb4	1	15474002;16025159;16311927;19828020;21447827
7688	Jun	Stmn1	1	15474303;17182846
7689	Sp3	Fgfr4	1	15475466
7690	Tfap2a	Pitx2	1	15475956;18358466
7691	Tal1	Flt1	1	15477694
7692	Sp1	Nrf1	1	15479157
7693	Cebpb	Sod3	1	15479564
7694	Mef2a	Acta2	1	15480995
7695	Mef2a	Actg2	1	15480995
7696	Stat3	Scgb3a2	1	15485815
7697	Sp1	B3gnt9	1	15485816;22415074
7698	Spi1	Sphk1	1	15485866
7699	Nr4a3	Emd	1	15485921
7700	Smarca1	St7	-1	15485929
7701	Hnf1b	Hnf1b	1	15486044;16793932;18413347;19487294;24040285
7702	Hnf1b	Nnmt	1	15486044
7703	Pdx1	Gip	1	15486225;18593849
7704	Nr4a1	Cyp19a1	-1	15486232;17574328
7705	Nr4a2	Cyp19a1	-1	15486232
7706	Nr4a3	Cyp19a1	1	15486232
7707	Srebf2	Scarb1	1	15486308
7708	Sp1	Tagln	-1	15486317
7709	Sp1	Theg	1	15486317
7710	Sp1	Gata3	1	15486968
7711	Gata3	Sp1	1	22446378
7712	Gata3	Zeb1	1	20731704
7713	Zeb1	Gata3	-1	15486968
7714	Hnf1a	Cyp2e1	1	12604681;15488474;18537186;7710685
7715	Nr2f1	Cyp2e1	1	15488474
7716	Irf8	Il12a	1	15489234;16622221;19164128;20709027
7717	Tp53	Bak1	1	10741712;15033822;15105295;15489892;18519674;21233848;22983126
7718	Sp1	Bbc3	1	15489892;15790310;18579560;18811981
7719	Runx1	Runx1t1	1	15489901;15735013;17692541;9447981
7720	Usf1	Litaf	1	1549117
7721	Rbpj	Met	1	1549123
7722	Egr1	Ccna2	1	15492009
7723	Nfkb2	Myl2	1	15492011
7724	Nfkb2	Nppa	1	15492011
7725	Srf	Myl2	1	15492011
7726	Aire	Tg	1	15492124;19264867
7727	Hnf4a	Mtap	1	15492751
7728	Snai1	Cdh3	1	15492833
7729	Vdr	Ercc3	1	15494306
7730	Cebpg	Oxtr	1	15494465;16569740
7731	Gata1	Il13	-1	15229217;15494506
7732	Ikzf4	Dlg4	1	15494726
7733	Znf354c	Dlg4	1	15494726
7734	Maf	Cd2	1	15495158
7735	Maf	Cd4	1	15495158;19414776;21244576;22875803
7736	Thra	Ucp3	1	15496137
7737	Irf2	Myh9	1	15496418
7738	Mlxipl	Acaca	1	15496471;17716660;20100709;20139635;21453770
7739	Smad6	Col1a2	1	15498344
7740	Nfil3	Vwf	1	15498853
7741	Tp53	Igbp1	1	15499020
7742	Irf3	Akt1	1	15502848
7743	Sp1	9530003J23Rik	1	15504356
7744	Sp1	Lyz2	1	15504356
7745	Sp1	Lyz1	1	15504356
7746	Wt1	Nphs1	1	15504938;15579507;16631587;21980157;23768159
7747	Zfp1	Slc11a1	1	15506972
7748	Tbp	Pla2g4a	1	15507318
7749	Kat7	Orc2	1	15507644
7750	Bcl6	Ccnd2	-1	15509806;17392284;18648506;19337254;22723377
7751	Foxo3	Ccnd2	-1	12391153;15509806
7752	Foxo3	Bcl6	1	15509806;18226221
7753	Tp53	Irf1	1	11350897;12732645;15509808;9806359
7754	Irf1	Tp53	1	15509808;19003964
7755	E2f2	Cdk1	1	15510213
7756	E2f3	Cdk1	1	15510213;16909110
7757	Mybl2	Ccnb1	1	15510213;17242210;19252525
7758	Mybl2	Cdk1	1	15510213
7759	Cebpb	Sprr1a	1	15510217
7760	Jun	Sprr1a	1	15510217
7761	Fos	Fosl1	1	15514944;17371847;8446579
7762	Foxl2	Cyp19a1	1	15517586;16720712;17192407;18805419;19917504;20650879;21271216;21862621;22019437;22847492
7763	Nfkbib	Cnr1	1	15517870
7764	Nfkbib	Nfkbib	1	15517870
7765	Nfkbib	Sdhc	1	15517870
7766	Nfkbib	Serpinb1a	1	15517870
7767	Nfkbib	Sod2	1	15517870;18769717
7768	Ar	Abca1	1	15520169
7769	Gli2	Bcl2	1	15520176;16880536;21135115
7770	Pparg	Cyp1a1	-1	15521013;18308446
7771	Mafb	Cryab	1	15522290
7772	Etv5	Ltf	1	15525592
7773	Smad4	Fn1	1	15525600;17452626;19516008
7774	Ar	Sarg	1	15525603;20610535
7775	Rfx2	Alas2	1	15526285
7776	Isl1	Kcnj11	1	15528203
7777	Pdx1	Kcnj11	1	15047618;15528203
7778	Hoxa10	Fkbp4	1	15528267
7779	Vdr	Insig2	1	15528275
7780	Stat5a	Ifng	1	12759422;15528362;7796811;7875295;9831114
7781	Myc	Nme2	1	11960382;14519204;15530864;18414489;19435876
7782	Nme2	Myc	1	19033359;8392752
7783	Elk1	Srf	1	15531578
7784	Klf11	Cav1	-1	15531587
7785	Sp1	Cav1	1	10684646;15531587;17108117;21631282;23280667
7786	Nr3c1	Ccl11	1	15531761
7787	Pparg	Ccl11	1	15531761
7788	Rela	Ccl11	1	10586089;11076795;14660485;15531761;15972682;16428072;16604092;18714023;22254182
7789	Olig1	Fgf2	1	15536179
7790	Tbpl2	Txn	1	15537450;16269462
7791	Gata4	Gja5	1	15537493;17050003
7792	Ppara	Mttp	1	15537571
7793	Gata4	Gcg	1	15539431
7794	Hnf4a	Wt1	1	15540161
7795	Klf2	Pla2g4a	1	15540987
7796	Mbd2	Rb1	1	15541338
7797	Esr1	Tff1	1	10037443;11517191;15541729;16087863;16219765;16651411;17317669;17938209;18322535;18414489;18543253;19462000;19858291;19933843;19935720;20422012;21984905;22093877;22382029;22543272;23874775
7798	Sp1	Tff1	1	15541729;15987735;18543253
7799	Sp3	Tff1	1	15541729;15987735;18543253
7800	Sp1	Cdh2	1	15541732
7801	Sp3	Cdh2	-1	15541732
7802	Ets1	Nr2f2	1	15541767
7803	Nr1i2	Sult2a1	1	14978251;15541768;17595319;17687072
7804	Jarid2	Nppa	-1	15542826;18805276
7805	Sox7	Gata4	1	15542856
7806	Sox7	Gata6	1	15542856
7807	Fos	Il18	1	10975835;15543578
7808	Jdp2	Pon2	1	15544923
7809	Jun	Pon2	1	15544923
7810	Egr1	Socs1	1	15545275
7811	Lef1	Dll1	1	15545629
7812	Hsf1	Prkaca	1	15545649
7813	Tfap2c	Wwox	1	15548692
7814	Tfcp2	Dpep1	1	15549394
7815	Gata6	Mylk	-1	15550397;16407417
7816	Gata6	Myocd	1	15550397
7817	Gata6	Tagln	1	15550397
7818	Sp1	Dmd	1	15550398;19943855;27143785
7819	Sp3	Dmd	1	15550398;27143785
7820	Crem	Star	1	15550512;19150388;22253417
7821	Jun	Cyp8b1	1	15550563
7822	Ahr	Faslg	1	15550680;15972635;16399633
7823	Ybx1	Faslg	1	15550680
7824	Sp3	Socs3	1	10570957;15554904;17636039;22311708
7825	Dnmt1	Socs3	1	15554904
7826	Sp1	Socs3	1	15554904;17636039;18571793;22311708
7827	Sp3	Il6	1	15554904;18065760
7828	Msc	Krt8	1	15554945
7829	Msc	Msc	1	15554945;21181499;7663308
7830	Msc	Plat	1	15554945
7831	Snai1	Cdkn1a	-1	15555546
7832	Runx1	Itga2b	1	12576332;15556282;17725493;18316480;22554697
7833	Usf1	Chuk	1	15557322
7834	Usf2	Chuk	1	15557322
7835	Pou5f1	Pou5f1	1	15557334;15988017;16790525;17324942;20505756
7836	Pou5f1	Sox2	1	12136102;15988017;17068183;17324942;20505756
7837	Sox2	Pou5f1	1	15557334;15988017;17324942;18213644
7838	Ncoa2	Nr1i2	1	15557560
7839	Ncoa2	Nr1i3	1	15557560
7840	Ncoa2	Ugt1a1	1	15557560
7841	Nr1i2	Ugt1a1	1	15557560;18172616;19541828;22829544
7842	Nr3c1	Ugt1a1	1	15557560;16817017;18172616;19541828
7843	Junb	Map2k1	1	15558021;15666830
7844	Junb	Plau	-1	15558021
7845	Pax6	Rb1	1	15558475;23622063
7846	Fezf2	Ccn2	1	15560785
7847	Klf2	Itgad	1	15561714
7848	Klf4	Itgad	-1	15561714
7849	Pgr	Gnrh1	1	15562029;8734471
7850	Tp53	Prkca	-1	15563462
7851	Yy1	Acp5	1	15563837
7852	Mef2a	Myh13	1	15564379;21290171
7853	Jun	Bloc1s3	1	15564457
7854	Zglp1	Iapp	1	15566941
7855	Foxa2	Iapp	-1	11875061;15566941;24627476
7856	Bcl6	Cdkn2a	1	15567177
7857	Egr1	Ccr5	1	15569263
7858	Klf4	Eng	-1	15570219
7859	Gli1	Pomc	1	15572433
7860	Srebf2	Acr	1	15572673
7861	Sp3	Myh7	1	15572681;17145772
7862	Sp3	Myh13	1	15572681;17145772
7863	Sp1	Myh13	1	15572681;15864745
7864	Pax3	Myh13	1	15572681
7865	Nfe2l2	Mafg	1	15574414;20689807
7866	Mafg	Maf	1	15574414
7867	Nfe2l2	Maf	1	15574414
7868	Mafg	Mafg	1	15574414;20689807
7869	Usf1	Ptgfr	1	15574421
7870	Usf1	Shbg	1	15574421;21734262
7871	Usf2	Shbg	1	15574421;21734262
7872	Sp1	Ache	1	15576380;1846185;24315822;2677669;7829523
7873	Cdx1	Retnlb	1	15576623
7874	Fos	Smad7	1	15579469
7875	Jun	Smad7	1	10843994;15579469
7876	Ets1	Ccnd1	1	15579511;19499154
7877	Myb	Gng3	1	15579661
7878	Myb	Ppig	1	15579661
7879	Myb	Ugt1a1	1	15579661
7880	Tbpl1	Slc3a1	1	15579661
7881	Junb	Cd82	1	15580298;21454613
7882	Tp53	Nlrc4	1	15580302
7883	E2f4	Fgfr1	-1	15580623;15811856;21655096
7884	Hnf1a	Prodh2	1	15581617
7885	Spi1	Cd34	1	15583020
7886	Tcfl5	Clgn	1	15585666
7887	Cebpa	Bmi1	-1	15589173
7888	Myc	Npm1	1	11085504;11983916;14519204;15589822;16857742;23271972
7889	Sp1	Cldn19	1	15589828
7890	Srf	Akap12	1	15590635
7891	Nr1h4	C3	1	15590640
7892	Ets2	Hmox1	1	15590657;20348279
7893	Ets2	Mapk8	1	15590657
7894	Ets2	Pik3r1	1	15590657
7895	Ets1	Hmox1	1	10022513;15590657;16310515;20348279
7896	Pax6	Akt1	1	15590659
7897	Nr5a1	Vnn1	1	15590666
7898	Sox9	Vnn1	1	15590666
7899	Ar	Fshb	1	15590903
7900	Tbx5	Srf	1	15591049
7901	Tbx5	Uts2r	1	15591049
7902	Ppard	Hsd11b2	-1	15591138
7903	Nr1h4	Slc10a2	-1	15591588
7904	E2f1	Tp53bp2	1	15592436;15706352;15731768;19610065
7905	Fos	Myl2	-1	1559244
7906	Kat5	Cd82	1	15592452
7907	Fli1	Mdm2	1	15592502;20153576
7908	Jun	Hbz	1	15592508;24336657
7909	Runx1	Igfbp3	-1	15592512
7910	Myc	Pdlim7	1	15595642
7911	Tbp	Hbb-b1	1	1559609;7567458;8370527
7912	Jun	Relb	1	15596805;17446175
7913	Nfkb1	Relb	1	15596805;17446175;19020113
7914	Rela	Relb	1	15596805;17446175
7915	Nfkb2	Trim28	1	15596820
7916	Pou2f1	Slc26a3	1	1560002
7917	Pou2f2	Slc26a3	1	1560002;9823775
7918	Dmtf1	Kras	1	15601844
7919	Junb	Dmp1	1	15308641;15601844
7920	Ncor2	Dio1	1	15601853
7921	Ncor2	Tbl1x	1	15601853
7922	Vdr	Cyp24a1	1	15601867;15647825;17130524;17339334;17368189;17585873;18726998;19244278;19429444;19502595;20398752;20440542;21763285;21917910;23463632;27728806;7632726;7829502;9687155
7923	Cebpb	Timm17a	1	15601869;18195047;8491193;8657104;8982077
7924	Cebpg	Timm17a	1	15601869;8491193;8657104;8982077
7925	Nkx6-2	Nkx6-2	1	15601927
7926	Gli3	Myf5	-1	15604102
7927	Myf5	Shh	1	15604102
7928	Foxi1	Pax8	1	12538519;15188428;15459102;15604103
7929	Hoxb13	Klk1b26	1	15604291
7930	Hoxb13	Klk1b8	1	15604291
7931	Hoxb13	Klk1b9	1	15604291
7932	Hoxb13	Klk1b1	1	15604291
7933	Hoxb13	Klk1b11	1	15604291
7934	Hoxb13	Klk1b27	1	15604291
7935	Hoxb13	Klk1b22	1	15604291
7936	Hoxb13	Klk1b21	1	15604291
7937	Hoxb13	Klk1b5	1	15604291
7938	Hoxb13	Klk1b16	1	15604291
7939	Hoxb13	Klk1b3	1	15604291
7940	Hoxb13	Klk1b24	1	15604291
7941	Hoxb13	Klk1b4	1	15604291
7942	Hoxb13	Klk1	1	15604291
7943	Sirt1	Foxo3	-1	17558024;21841822
7944	Foxo3	Sirt1	1	15604409;20816089;23262029;23525956
7945	Hif1a	Ucp2	1	15604415
7946	Mybl2	Gja1	1	15606792
7947	Nfkbib	Ccl5	1	15609310;24383830
7948	Nfkbib	Ikbkb	1	15609310
7949	Nfkbib	Map3k14	1	15609310;20097177
7950	Nfkbib	Pdlim7	1	15609310
7951	Srf	Fhl2	1	15610731;17975004;22456196
7952	Hif1a	Furin	1	15611046
7953	Hif1a	Tgfb1	1	15611046;16896927;17053163;19211927;21055290;21057546;21209004
7954	Srebf1	Dbi	1	15611101;16055366;16411019
7955	Bcl6	Nfkb1	-1	15611242;19487462
7956	Hsf1	Faslg	1	15611244;20150914
7957	Pbx1	Cdkn2a	1	15611658;21746878
7958	Cebpb	Plg	1	15613028
7959	Wt1	Nup210	1	15613247
7960	Nr5a2	Cyp11a1	1	15613430;19067654
7961	Nr5a1	Ccnd2	1	15613482
7962	Foxo1	Ccnd2	-1	12391153;15613482
7963	Rara	Vegfa	-1	11804877;15613498;17470563;18326047
7964	Nkx3-1	Pdlim7	1	15613549
7965	Nfkb1	Bax	-1	15613549;18158998;20056115
7966	Hnf4a	Pak5	1	15615695
7967	Hnf4a	Rps6ka6	1	15615695
7968	Mybl2	Eln	-1	15615710
7969	Mybl2	Dym	1	15615710
7970	Elf4	Mgat5	1	15615721
7971	Nr5a1	Hsd3b1	1	15615861;15928316;19022561;22615892;23874725
7972	Dnmt3a	Cdkn1a	-1	15616584;16131836;20473858;24957603
7973	Egr1	Rela	-1	10671503;20427719
7974	Rela	Egr1	-1	15616591;19276347;20427719;21983014
7975	Egr1	Gadd45a	1	15616591
7976	Egr1	Gadd45b	1	15616591
7977	Junb	Gja1	1	15618352
7978	Satb1	Hbb-y	1	15618465;22825848
7979	Satb1	Hbb-bh1	1	15618465;22825848
7980	Satb1	Crebbp	1	15618465
7981	Tp53	Nanog	1	15619621;18371449;20631301
7982	Hif1a	Hsp90b1	1	15620698;19828020
7983	Egr1	Slc8a1	-1	15621046
7984	Nr4a1	Pkd1	1	15623513
7985	Klf4	Myocd	-1	15623517;23702880;23967268;24060351
7986	Mitf	Cdkn2a	-1	15623583;19067971;1999537
7987	Tp53	Sqstm1	1	15625236
7988	Nr0b2	Nr4a1	1	15625237
7989	Cebpg	Alox5ap	1	15625306
7990	Jun	Pml	1	15626733
7991	Srebf1	Hk2	1	14747281;15627654
7992	Ar	F2r	1	15629896
7993	Nr1i2	Cyp24a1	1	15630458;17585873;18981260
7994	Nr3c1	Agt	1	15630592;15854165;17475670;20978123
7995	Foxa1	Gcg	1	15631623;15828872;21824252
7996	Ppara	Serpine1	1	12667383;15631825;20400680;20969520;9869165
7997	Stat6	Hsd3b1	1	15632317
7998	Stat5a	Hsd3b3	1	15632317
7999	Stat5a	Hsd3b2	1	15632317
8000	Stat5a	Hsd3b6	1	15632317
8001	Creb1	Bdkrb2	1	15632413
8002	Klf4	Bdkrb2	1	15632413
8003	Apex1	Abcb1a	1	15634666;20856196
8004	Tp63	Abcb1a	1	15634666
8005	Tp73	Abcb1a	1	15634666
8006	Hoxa2	Six2	-1	15634706
8007	Rela	Nfkbie	1	15634922
8008	Znf148	Pdgfra	1	15635072
8009	Npas1	Epo	-1	15635607
8010	Tbp	Map3k14	1	15637059
8011	Tbp	Taf5	1	15637059;20189987
8012	Tbp	Taf12	1	15637059
8013	Nr0b2	Apoa2	1	15637110
8014	Ets2	Cga	1	15637148;22446105
8015	Ets2	Prkaca	1	15637148;17326832;17975022
8016	Hoxc6	Igfbp3	-1	15637592;18339881
8017	Hoxc6	Mme	-1	15637592
8018	Sirt1	Bcl11a	-1	15639232
8019	Bcl11a	Sirt1	1	15639232
8020	Bcl11a	H3c11	1	15639232
8021	Bcl11a	H3c6	1	15639232
8022	Atf2	Egr1	1	15640148
8023	Egr1	Il17a	1	15640148
8024	Mafk	Men1	1	15640349
8025	Kmt2a	Men1	1	15640349
8026	Ar	Mdm2	1	15640443
