Target_genes	Nr4a1|Average	SRX6927319|CD4+_T_cells	SRX868176|ES_cells	SRX868179|ES_cells	SRX3075749|Macrophages	SRX3075750|Macrophages	SRX3075751|Macrophages	SRX1077593|Treg	STRING
St6galnac6	122.285714	0	210	382	0	264	0	0	0
Schip1	122.285714	0	480	376	0	0	0	0	0
Rnf43	122.285714	0	353	503	0	0	0	0	0
Npdc1	122.285714	0	283	573	0	0	0	0	0
Kbtbd3	122.285714	0	252	392	0	212	0	0	0
E230025N22Rik	122.285714	0	385	387	0	84	0	0	0
Crb2	122.285714	0	0	0	111	534	211	0	0
Adgrl1	122.285714	0	408	273	0	175	0	0	0
Aasdhppt	122.285714	0	252	392	0	212	0	0	0
Rps6ka1	122.142857	0	106	223	0	526	0	0	0
Pptc7	122.142857	0	271	313	0	271	0	0	0
Olfr640	122.142857	0	405	450	0	0	0	0	0
Olfr1155	122.142857	0	500	355	0	0	0	0	0
Jakmip1	122.142857	0	332	523	0	0	0	0	0
Heph	122.142857	0	405	450	0	0	0	0	0
Zp3r	122.000000	0	514	340	0	0	0	0	0
Tyrobp	122.000000	0	247	326	0	281	0	0	0
Spg11	122.000000	0	220	426	0	208	0	0	0
Plac1	122.000000	0	423	431	0	0	0	0	0
Ociad2	122.000000	0	518	238	0	98	0	0	0
Mtbp	122.000000	0	385	469	0	0	0	0	0
Mrpl13	122.000000	0	385	469	0	0	0	0	0
Igsf10	122.000000	0	441	413	0	0	0	0	0
Elavl4	122.000000	0	423	431	0	0	0	0	0
Mroh3	121.857143	0	391	462	0	0	0	0	0
Kctd8	121.857143	0	422	431	0	0	0	0	0
Cldn34a	121.857143	0	477	376	0	0	0	0	0
Tent2	121.714286	0	101	0	0	618	133	0	0
Runx3	121.714286	0	401	451	0	0	0	0	0
Ptbp3	121.714286	0	266	279	0	307	0	0	0
Pramel19	121.714286	0	458	394	0	0	0	0	0
Pdrg1	121.714286	0	285	344	0	223	0	0	0
Ecm1	121.714286	0	242	376	0	234	0	0	0
Ptpmt1	121.571429	0	365	486	0	0	0	0	0
Prox1	121.571429	0	434	417	0	0	0	0	0
Msto1	121.571429	0	315	331	0	205	0	0	0
Cdh8	121.571429	0	438	413	0	0	0	0	0
Tacr3	121.428571	0	370	480	0	0	0	0	0
Taco1	121.428571	0	360	311	0	179	0	0	0
Pogk	121.428571	0	164	203	0	390	93	0	0
Ccdc174	121.428571	0	0	0	182	668	0	0	0
4930449I24Rik	121.428571	0	456	394	0	0	0	0	0
Zfpm1	121.285714	0	344	431	0	74	0	0	0
Tmem45b	121.285714	0	453	396	0	0	0	0	0
Pgm2l1	121.285714	0	301	431	0	117	0	0	0
Btbd2	121.285714	0	292	366	0	191	0	0	0
Adamts7	121.285714	0	358	491	0	0	0	0	0
Ints12	121.142857	0	318	394	0	136	0	0	0
Gstcd	121.142857	0	318	394	0	136	0	0	0
Car2	121.142857	0	353	410	0	85	0	0	0
Adamts12	121.142857	0	490	358	0	0	0	0	0
Tmem115	121.000000	0	441	406	0	0	0	0	0
Snx8	121.000000	0	218	218	0	411	0	0	0
Prkd3	121.000000	0	434	413	0	0	0	0	0
Klf11	121.000000	0	309	367	0	171	0	0	0
Hmcn2	121.000000	0	505	342	0	0	0	0	0
Gm4846	121.000000	0	432	415	0	0	0	0	0
Klhl20	120.857143	0	268	253	0	215	110	0	0
Itih5l-ps	120.857143	0	301	545	0	0	0	0	0
Gucy2g	120.857143	0	129	253	0	464	0	0	0
Dab2	120.857143	0	204	270	0	372	0	0	0
Cdh1	120.857143	0	433	413	0	0	0	0	0
Atp6v0a1	120.857143	0	86	134	85	541	0	0	0
Tas2r143	120.714286	0	353	340	0	152	0	0	0
Pck2	120.714286	0	367	364	0	114	0	0	0
Irak1bp1	120.714286	0	188	413	0	133	111	0	0
H4c8	120.714286	0	398	332	0	115	0	0	0
H3c8	120.714286	0	398	332	0	115	0	0	0
H2ac10	120.714286	0	398	332	0	115	0	0	0
Gal3st1	120.714286	0	397	448	0	0	0	0	0
Vmn1r13	120.571429	0	318	526	0	0	0	0	0
Syne1	120.571429	0	129	183	0	532	0	0	0
Serpinb1c	120.571429	0	545	299	0	0	0	0	0
H2-Ea	120.571429	0	220	287	0	337	0	0	0
Fpr-rs4	120.571429	0	318	526	0	0	0	0	0
Cldn10	120.571429	0	229	441	0	174	0	0	0
Bspry	120.571429	0	0	0	161	479	204	0	0
Ptafr	120.428571	0	342	322	0	179	0	0	0
Olfr1055	120.428571	0	485	358	0	0	0	0	0
Lpcat2	120.428571	0	235	316	0	292	0	0	0
Gm21977	120.428571	0	374	469	0	0	0	0	0
Arpc5l	120.428571	0	0	0	0	843	0	0	0
Tmprss7	120.285714	0	335	507	0	0	0	0	0
Olfr1446	120.285714	0	335	507	0	0	0	0	0
Olfr1445	120.285714	0	335	507	0	0	0	0	0
Heca	120.285714	0	335	507	0	0	0	0	0
Adad1	120.285714	0	335	507	0	0	0	0	0
Acyp1	120.285714	0	226	300	0	316	0	0	0
Scarb2	120.142857	0	0	152	0	553	136	0	0
Yrdc	120.000000	0	330	510	0	0	0	0	0
Rack1	120.000000	0	234	524	0	82	0	0	0
Gucy1a1	120.000000	0	335	505	0	0	0	0	0
Cstdc4	120.000000	0	268	322	0	250	0	0	0
Cd27	120.000000	0	361	479	0	0	0	0	0
Adam30	120.000000	0	158	344	0	338	0	0	0
1110065P20Rik	120.000000	0	330	510	0	0	0	0	0
Twist2	119.857143	0	289	550	0	0	0	0	0
Slc15a5	119.857143	0	370	469	0	0	0	0	0
Pon1	119.857143	0	371	468	0	0	0	0	0
Nkpd1	119.857143	0	233	423	0	183	0	0	0
Fnbp1	119.857143	0	146	383	0	131	0	179	0
Arap3	119.857143	0	273	566	0	0	0	0	0
Rbms1	119.714286	0	268	236	0	334	0	0	0
Nepn	119.714286	0	388	450	0	0	0	0	0
Mettl3	119.714286	0	334	376	0	128	0	0	0
Lrit3	119.714286	0	308	530	0	0	0	0	0
Hcn1	119.714286	0	388	450	0	0	0	0	0
Ctag2	119.714286	0	388	450	0	0	0	0	0
Casq1	119.714286	0	334	194	0	310	0	0	0
Tmem222	119.571429	0	215	431	0	191	0	0	0
Nr2f2	119.571429	0	409	428	0	0	0	0	0
Csrp1	119.571429	0	332	343	0	162	0	0	0
Crebzf	119.571429	0	188	253	0	157	0	239	0
Rhpn2	119.428571	0	308	349	0	179	0	0	0
Pla2g4e	119.428571	0	348	488	0	0	0	0	0
Pgpep1l	119.428571	0	405	431	0	0	0	0	0
Pdhb	119.428571	0	327	509	0	0	0	0	0
Olfr1331	119.428571	0	514	322	0	0	0	0	0
Fam169b	119.428571	0	405	431	0	0	0	0	0
Col6a6	119.428571	0	405	431	0	0	0	0	0
Acot6	119.428571	0	388	448	0	0	0	0	0
Slc25a30	119.285714	0	353	358	0	124	0	0	0
Rhox8	119.285714	0	477	358	0	0	0	0	0
Plekhf1	119.285714	0	420	415	0	0	0	0	0
Lgals3	119.285714	0	0	0	0	679	156	0	0
H2-Q9	119.285714	0	288	547	0	0	0	0	0
H2-Q7	119.285714	0	288	547	0	0	0	0	0
Gm11563	119.285714	0	369	466	0	0	0	0	0
Bpifb5	119.285714	0	341	494	0	0	0	0	0
Arhgef19	119.285714	0	360	371	0	104	0	0	0
1700015G11Rik	119.285714	0	477	358	0	0	0	0	0
Tinagl1	119.142857	0	268	386	0	180	0	0	0
Crhr1	119.142857	0	370	464	0	0	0	0	0
Pon3	119.000000	0	283	446	0	104	0	0	0
Lrrfip2	119.000000	0	0	0	0	654	179	0	0
Itm2c	119.000000	0	282	551	0	0	0	0	0
Elf4	119.000000	0	347	486	0	0	0	0	0
Crym	119.000000	0	334	370	0	129	0	0	0
Ccdc3	119.000000	0	297	536	0	0	0	0	0
C1qtnf9	119.000000	0	375	366	0	92	0	0	0
Abca14	119.000000	0	334	370	0	129	0	0	0
Zfp629	118.857143	0	518	314	0	0	0	0	0
Htr5b	118.857143	0	403	429	0	0	0	0	0
Prss22	118.714286	0	265	336	0	230	0	0	0
Prss12	118.714286	0	266	341	0	224	0	0	0
Olfr314	118.714286	0	335	358	0	138	0	0	0
Mtpn	118.714286	0	236	253	0	342	0	0	0
Malt1	118.714286	0	347	317	0	167	0	0	0
L3mbtl3	118.714286	0	321	510	0	0	0	0	0
Ercc4	118.714286	0	542	289	0	0	0	0	0
Scaper	118.571429	0	285	545	0	0	0	0	0
Lfng	118.571429	0	327	360	0	143	0	0	0
Fxyd5	118.571429	0	215	280	0	245	90	0	0
Col17a1	118.571429	0	285	545	0	0	0	0	0
Amdhd1	118.571429	0	332	498	0	0	0	0	0
Xkrx	118.428571	0	318	431	0	80	0	0	0
Tyk2	118.428571	0	448	294	0	87	0	0	0
Myoz1	118.428571	0	188	305	0	336	0	0	0
Fdxacb1	118.428571	0	285	413	0	131	0	0	0
1110032A03Rik	118.428571	0	285	413	0	131	0	0	0
Xrcc2	118.285714	0	416	412	0	0	0	0	0
Insyn2b	118.285714	0	397	431	0	0	0	0	0
Slc39a10	118.142857	0	188	376	0	263	0	0	0
Rhoq	118.142857	0	0	0	0	827	0	0	0
Prcp	118.142857	0	173	370	0	284	0	0	0
Foxp2	118.142857	0	410	417	0	0	0	0	0
Clec4d	118.142857	0	204	431	0	192	0	0	0
Trim2	118.000000	0	352	384	0	90	0	0	0
Reps1	118.000000	0	237	429	0	160	0	0	0
Krtap21-1	118.000000	0	456	370	0	0	0	0	0
Hmgcl	118.000000	0	0	0	0	716	110	0	0
Dnal1	118.000000	0	285	303	0	238	0	0	0
Aftph	118.000000	0	0	0	0	716	110	0	0
Sv2b	117.857143	0	370	455	0	0	0	0	0
Micos10	117.857143	0	282	311	0	232	0	0	0
Igbp1	117.857143	0	318	507	0	0	0	0	0
Gm973	117.857143	0	318	507	0	0	0	0	0
Ceacam1	117.857143	0	370	455	0	0	0	0	0
2210407C18Rik	117.857143	0	370	455	0	0	0	0	0
Ubqln5	117.714286	0	335	489	0	0	0	0	0
Efhd1	117.714286	0	297	393	0	134	0	0	0
Vrk1	117.571429	0	186	303	0	216	118	0	0
Scn9a	117.571429	0	335	488	0	0	0	0	0
Rnf38	117.571429	0	353	358	0	112	0	0	0
Olfr453	117.571429	0	335	488	0	0	0	0	0
Hap1	117.571429	0	406	417	0	0	0	0	0
Bmp7	117.571429	0	412	411	0	0	0	0	0
Tpst2	117.428571	0	0	197	0	625	0	0	0
Pkhd1l1	117.428571	0	353	469	0	0	0	0	0
Cavin1	117.428571	0	0	0	0	822	0	0	0
Btbd1	117.428571	0	409	413	0	0	0	0	0
Has1	117.285714	0	404	417	0	0	0	0	0
Esd	117.285714	0	252	339	0	230	0	0	0
Stk11ip	117.142857	0	285	393	0	142	0	0	0
Pus7	117.142857	0	298	396	0	126	0	0	0
Prrc2b	117.142857	0	0	0	0	633	187	0	0
Prdx3	117.142857	0	401	419	0	0	0	0	0
Olfr744	117.142857	0	370	450	0	0	0	0	0
Olfr1023	117.142857	0	370	450	0	0	0	0	0
Myo1a	117.142857	0	405	415	0	0	0	0	0
Lelp1	117.142857	0	370	450	0	0	0	0	0
Knop1	117.142857	0	398	422	0	0	0	0	0
Iqck	117.142857	0	398	422	0	0	0	0	0
Gimap4	117.142857	0	188	431	0	201	0	0	0
Gca	117.142857	0	370	450	0	0	0	0	0
Bdnf	117.142857	0	370	450	0	0	0	0	0
Arxes2	117.142857	0	340	480	0	0	0	0	0
Snapc1	117.000000	0	220	332	0	94	0	173	0
Rexo2	117.000000	0	394	425	0	0	0	0	0
Orai2	117.000000	0	0	117	0	578	124	0	0
Xpnpep2	116.857143	0	318	305	0	195	0	0	0
Slc6a17	116.857143	0	395	423	0	0	0	0	0
Rad54b	116.857143	0	197	486	0	135	0	0	0
Ptx4	116.857143	0	312	380	0	126	0	0	0
Nvl	116.857143	0	289	431	0	98	0	0	0
Mob2	116.857143	0	328	358	0	132	0	0	0
Krt33b	116.857143	0	367	451	0	0	0	0	0
Gpr182	116.857143	0	404	414	0	0	0	0	0
Cabp2	116.857143	0	329	489	0	0	0	0	0
Vtcn1	116.714286	0	441	376	0	0	0	0	0
Smim31	116.714286	0	477	340	0	0	0	0	0
Rbm24	116.714286	0	316	501	0	0	0	0	0
Olfr67	116.714286	0	423	394	0	0	0	0	0
Mxd4	116.714286	0	327	395	0	95	0	0	0
Gtsf2	116.714286	0	423	394	0	0	0	0	0
Cadm2	116.714286	0	344	473	0	0	0	0	0
Tph2	116.571429	0	403	413	0	0	0	0	0
Rac2	116.571429	0	316	285	0	215	0	0	0
Prpf40b	116.571429	0	380	436	0	0	0	0	0
Pfdn2	116.571429	0	375	441	0	0	0	0	0
Pax8	116.571429	0	389	427	0	0	0	0	0
Olfr1564	116.571429	0	414	402	0	0	0	0	0
Nit1	116.571429	0	375	441	0	0	0	0	0
Mpped1	116.571429	0	323	493	0	0	0	0	0
Krt9	116.571429	0	381	435	0	0	0	0	0
H3c1	116.571429	0	352	277	0	187	0	0	0
H1f1	116.571429	0	352	277	0	187	0	0	0
Fam186b	116.571429	0	380	436	0	0	0	0	0
Atmin	116.571429	0	0	0	0	663	153	0	0
Stambpl1	116.428571	0	353	340	0	122	0	0	0
Rgs4	116.428571	0	369	446	0	0	0	0	0
Card10	116.428571	0	346	469	0	0	0	0	0
Trim23	116.285714	0	0	0	0	814	0	0	0
Trappc13	116.285714	0	0	0	0	814	0	0	0
Shld3	116.285714	0	0	0	0	814	0	0	0
Rnf212	116.285714	0	301	513	0	0	0	0	0
Pa2g4	116.285714	0	221	451	0	142	0	0	0
Nat8f6	116.285714	0	307	507	0	0	0	0	0
Catsperz	116.285714	0	190	353	0	271	0	0	0
Siglecf	116.142857	0	277	536	0	0	0	0	0
Rhox6	116.142857	0	268	545	0	0	0	0	0
Olfr975	116.142857	0	423	390	0	0	0	0	0
Dse	116.142857	0	252	450	0	111	0	0	0
Ppp1r36	116.000000	0	266	546	0	0	0	0	0
Mcl1	116.000000	0	0	0	0	577	0	235	0
Lsm10	116.000000	0	401	411	0	0	0	0	0
Gipc1	116.000000	0	288	364	0	160	0	0	0
Alk	116.000000	0	354	458	0	0	0	0	0
Acan	116.000000	0	430	382	0	0	0	0	0
Rgcc	115.857143	0	412	399	0	0	0	0	0
Gne	115.857143	0	0	123	0	688	0	0	0
Gm3739	115.857143	0	426	385	0	0	0	0	0
Elf2	115.857143	0	303	383	0	125	0	0	0
Camsap3	115.857143	0	415	396	0	0	0	0	0
Mrpl22	115.714286	0	241	192	0	377	0	0	0
Gemin5	115.714286	0	241	192	0	377	0	0	0
Tbc1d1	115.571429	0	250	363	0	196	0	0	0
Phox2a	115.571429	0	428	285	0	96	0	0	0
Oaf	115.571429	0	281	528	0	0	0	0	0
Itpkc	115.571429	0	283	381	0	145	0	0	0
Coq8b	115.571429	0	283	381	0	145	0	0	0
Api5	115.571429	0	220	369	0	220	0	0	0
Ahrr	115.571429	0	413	396	0	0	0	0	0
Adk	115.571429	0	268	220	0	321	0	0	0
Sox14	115.428571	0	301	507	0	0	0	0	0
Rgs14	115.428571	0	222	377	0	209	0	0	0
Ppp4r4	115.428571	0	252	556	0	0	0	0	0
Pate7	115.428571	0	438	370	0	0	0	0	0
Lkaaear1	115.428571	0	220	447	0	141	0	0	0
Dusp10	115.428571	0	353	455	0	0	0	0	0
Azin2	115.428571	0	185	143	126	354	0	0	0
Azgp1	115.428571	0	454	354	0	0	0	0	0
1700056E22Rik	115.428571	0	353	455	0	0	0	0	0
Thpo	115.285714	0	385	422	0	0	0	0	0
Nedd9	115.285714	0	236	340	0	0	0	231	0
Chrd	115.285714	0	385	422	0	0	0	0	0
Cdca3	115.285714	0	280	350	0	177	0	0	0
Tsga13	115.142857	0	335	471	0	0	0	0	0
Pax2	115.142857	0	394	412	0	0	0	0	0
Nup93	115.142857	0	176	365	0	265	0	0	0
Isx	115.142857	0	388	418	0	0	0	0	0
Hpx	115.142857	0	370	436	0	0	0	0	0
Clcn5	115.142857	0	318	488	0	0	0	0	0
Tmem160	115.000000	0	267	360	0	178	0	0	0
Tceal9	115.000000	0	0	0	0	805	0	0	0
Taok3	115.000000	0	328	275	0	202	0	0	0
Pigx	115.000000	0	0	0	80	725	0	0	0
Obi1	115.000000	0	158	306	0	341	0	0	0
Irf2bp2	115.000000	0	342	284	0	179	0	0	0
H2ax	115.000000	0	267	225	0	201	112	0	0
D630039A03Rik	115.000000	0	355	450	0	0	0	0	0
Cep19	115.000000	0	0	0	80	725	0	0	0
Arhgap31	115.000000	0	297	333	0	175	0	0	0
Rpap1	114.857143	0	281	443	0	80	0	0	0
Pnma2	114.857143	0	312	492	0	0	0	0	0
Mis12	114.857143	0	350	331	0	123	0	0	0
H2al2c	114.857143	0	335	469	0	0	0	0	0
H2al2b	114.857143	0	335	469	0	0	0	0	0
Dysf	114.857143	0	369	435	0	0	0	0	0
Derl2	114.857143	0	350	331	0	123	0	0	0
Defb2	114.857143	0	335	469	0	0	0	0	0
Olfr1232	114.714286	0	353	450	0	0	0	0	0
Npy1r	114.714286	0	353	450	0	0	0	0	0
Ginm1	114.714286	0	353	450	0	0	0	0	0
Osbpl9	114.571429	0	236	220	0	346	0	0	0
Ifi47	114.571429	0	301	253	0	248	0	0	0
Dguok	114.571429	0	158	217	0	359	68	0	0
Bicral	114.571429	0	343	459	0	0	0	0	0
Zfp809	114.428571	0	0	0	115	581	105	0	0
Sugt1	114.428571	0	158	236	142	265	0	0	0
Serpinb8	114.428571	0	318	358	0	125	0	0	0
Olfr479	114.428571	0	370	431	0	0	0	0	0
Ogn	114.428571	0	370	431	0	0	0	0	0
Gbp5	114.428571	0	370	431	0	0	0	0	0
D8Ertd738e	114.428571	0	299	357	0	145	0	0	0
Chrm2	114.428571	0	388	413	0	0	0	0	0
5031439G07Rik	114.428571	0	494	155	0	152	0	0	0
Rfc3	114.285714	0	349	294	0	157	0	0	0
Pgc	114.285714	0	442	358	0	0	0	0	0
Cfap97d2	114.285714	0	382	418	0	0	0	0	0
Ccdc121	114.285714	0	350	450	0	0	0	0	0
Olfr214	114.142857	0	423	376	0	0	0	0	0
Nsmaf	114.142857	0	441	358	0	0	0	0	0
Gsdmc4	114.142857	0	423	376	0	0	0	0	0
Gm6614	114.142857	0	441	358	0	0	0	0	0
Fut8	114.142857	0	477	322	0	0	0	0	0
Clec3a	114.142857	0	335	464	0	0	0	0	0
Clec12a	114.142857	0	115	220	99	365	0	0	0
Acmsd	114.142857	0	405	394	0	0	0	0	0
Tmem50a	114.000000	0	202	375	0	221	0	0	0
Krt88	114.000000	0	370	428	0	0	0	0	0
Hk1	114.000000	0	301	497	0	0	0	0	0
Usp19	113.857143	0	0	0	105	692	0	0	0
Klhl6	113.857143	0	236	394	0	167	0	0	0
Gsdmc3	113.857143	0	433	364	0	0	0	0	0
Vmn1r149	113.714286	0	366	430	0	0	0	0	0
Vmn1r101	113.714286	0	366	430	0	0	0	0	0
Uroc1	113.714286	0	263	533	0	0	0	0	0
Gab3	113.714286	0	285	340	0	171	0	0	0
H4c4	113.571429	0	471	324	0	0	0	0	0
Pomp	113.428571	0	234	367	0	193	0	0	0
Olfr819	113.428571	0	315	479	0	0	0	0	0
Krtap3-1	113.428571	0	268	526	0	0	0	0	0
Timm17b	113.285714	0	344	376	0	73	0	0	0
Pqbp1	113.285714	0	344	376	0	73	0	0	0
Hmgn3	113.285714	0	418	375	0	0	0	0	0
Fbxo42	113.285714	0	271	375	0	147	0	0	0
Tnfrsf26	113.142857	0	318	305	0	169	0	0	0
Ptf1a	113.000000	0	364	427	0	0	0	0	0
Xaf1	112.857143	0	320	470	0	0	0	0	0
Kif2c	112.857143	0	227	418	0	145	0	0	0
Cluh	112.857143	0	126	205	0	354	105	0	0
Zfp386	112.714286	0	0	0	124	452	213	0	0
Smim20	112.714286	0	253	403	0	133	0	0	0
Rbfox3	112.714286	0	501	288	0	0	0	0	0
Ipo11	112.714286	0	303	486	0	0	0	0	0
Slc35b4	112.571429	0	303	485	0	0	0	0	0
Slc17a5	112.571429	0	124	140	0	400	124	0	0
Prdm10	112.571429	0	201	481	0	106	0	0	0
Ppt1	112.571429	0	236	236	0	316	0	0	0
Noxred1	112.571429	0	0	0	85	557	146	0	0
Atp6v0e2	112.571429	0	0	0	0	684	104	0	0
Thy1	112.428571	0	168	408	0	0	0	211	0
Rpl36al	112.428571	0	428	359	0	0	0	0	0
Podxl	112.428571	0	308	479	0	0	0	0	0
Nmd3	112.428571	0	259	450	0	78	0	0	0
Mgat2	112.428571	0	428	359	0	0	0	0	0
Gm20809	112.428571	0	318	469	0	0	0	0	0
Dsg3	112.428571	0	318	469	0	0	0	0	0
Cfap161	112.428571	0	318	469	0	0	0	0	0
Zfp326	112.285714	0	179	305	0	188	114	0	0
Prkrip1	112.285714	0	0	0	108	544	134	0	0
Nutm1	112.285714	0	0	0	0	710	76	0	0
Mgat4e	112.285714	0	320	466	0	0	0	0	0
Htr6	112.285714	0	406	380	0	0	0	0	0
Zfp648	112.142857	0	338	447	0	0	0	0	0
Tgfbr2	112.142857	0	139	264	0	382	0	0	0
Ogfod2	112.142857	0	406	379	0	0	0	0	0
Krt14	112.142857	0	391	394	0	0	0	0	0
Fam177a2	112.142857	0	308	346	0	131	0	0	0
Fam177a	112.142857	0	308	346	0	131	0	0	0
Celf2	112.142857	0	220	187	0	284	94	0	0
Wnt9a	112.000000	0	259	410	0	115	0	0	0
Vmn2r58	112.000000	0	353	431	0	0	0	0	0
Themis	112.000000	0	353	431	0	0	0	0	0
Ptpn12	112.000000	0	0	0	0	632	152	0	0
Prox2	112.000000	0	339	236	0	209	0	0	0
Nupl1	112.000000	0	281	376	0	127	0	0	0
Lama3	112.000000	0	330	454	0	0	0	0	0
Iftap	112.000000	0	129	469	0	186	0	0	0
Gm3411	112.000000	0	450	334	0	0	0	0	0
Urod	111.857143	0	253	375	0	155	0	0	0
S100a5	111.857143	0	286	309	0	188	0	0	0
Peli1	111.857143	0	306	278	0	199	0	0	0
Pacsin1	111.857143	0	327	456	0	0	0	0	0
Nadsyn1	111.857143	0	161	220	0	402	0	0	0
Fcgr3	111.857143	0	185	187	0	411	0	0	0
Dhcr7	111.857143	0	161	220	0	402	0	0	0
Defb25	111.857143	0	168	269	0	346	0	0	0
Cxxc5	111.857143	0	298	249	0	236	0	0	0
Tnfaip8	111.714286	0	158	203	0	421	0	0	0
Pou3f4	111.714286	0	388	394	0	0	0	0	0
Olfr596	111.714286	0	388	394	0	0	0	0	0
Eaf2	111.714286	0	236	376	0	170	0	0	0
Dnajb1	111.714286	0	282	369	0	131	0	0	0
Dixdc1	111.714286	0	370	304	0	108	0	0	0
Sec11a	111.571429	0	154	0	0	525	102	0	0
Lrp10	111.571429	0	233	307	0	241	0	0	0
Gabrg2	111.571429	0	236	545	0	0	0	0	0
Cep120	111.571429	0	196	253	90	242	0	0	0
Cdk5rap2	111.571429	0	335	340	0	106	0	0	0
Cd52	111.571429	0	139	259	0	284	99	0	0
Arg1	111.571429	0	0	0	0	781	0	0	0
Abcc4	111.571429	0	269	242	0	270	0	0	0
Sap30bp	111.428571	0	285	372	0	123	0	0	0
Rnf7	111.428571	0	196	348	0	236	0	0	0
Rmdn1	111.428571	0	204	220	0	356	0	0	0
Ripor2	111.428571	0	287	493	0	0	0	0	0
Recql5	111.428571	0	285	372	0	123	0	0	0
Rbmxl2	111.428571	0	313	467	0	0	0	0	0
Pltp	111.428571	0	0	113	0	483	184	0	0
Pcdh15	111.428571	0	405	375	0	0	0	0	0
Cpne3	111.428571	0	204	220	0	356	0	0	0
Pik3r5	111.285714	0	226	146	0	407	0	0	0
Caln1	111.285714	0	263	516	0	0	0	0	0
Atp2b3	111.285714	0	252	527	0	0	0	0	0
Zfp280d	111.142857	0	158	203	0	417	0	0	0
Rab15	111.142857	0	294	324	0	160	0	0	0
Pamr1	111.142857	0	301	477	0	0	0	0	0
LOC100041593	111.142857	0	388	390	0	0	0	0	0
LOC100041504	111.142857	0	388	390	0	0	0	0	0
Gm13304	111.142857	0	388	390	0	0	0	0	0
Gm10591	111.142857	0	388	390	0	0	0	0	0
Ccl21d	111.142857	0	388	390	0	0	0	0	0
Ccl21c	111.142857	0	388	390	0	0	0	0	0
C2cd6	111.142857	0	318	460	0	0	0	0	0
Bbc3	111.142857	0	301	282	0	195	0	0	0
Tbx10	111.000000	0	251	271	0	255	0	0	0
Syt5	111.000000	0	300	477	0	0	0	0	0
Nt5c3	111.000000	0	285	270	0	222	0	0	0
Map2k4	111.000000	0	87	412	0	278	0	0	0
Manbal	111.000000	0	198	440	0	139	0	0	0
Kcnj4	111.000000	0	423	354	0	0	0	0	0
Frmd4b	111.000000	0	188	287	0	302	0	0	0
Cd209e	111.000000	0	318	459	0	0	0	0	0
Srgap3	110.857143	0	245	428	0	103	0	0	0
Slc38a4	110.857143	0	194	438	0	144	0	0	0
S100a11	110.857143	0	251	406	0	119	0	0	0
Rbm19	110.857143	0	271	394	0	111	0	0	0
Nfasc	110.857143	0	341	435	0	0	0	0	0
Ldlrad3	110.857143	0	188	389	0	199	0	0	0
Gnmt	110.857143	0	362	414	0	0	0	0	0
Cntfr	110.857143	0	363	413	0	0	0	0	0
Cldn34-ps	110.857143	0	369	407	0	0	0	0	0
Bin2	110.857143	0	0	0	107	347	322	0	0
Arhgap15	110.857143	0	364	412	0	0	0	0	0
Zbtb3	110.714286	0	0	0	135	640	0	0	0
Uspl1	110.714286	0	117	203	0	350	105	0	0
Rundc3b	110.714286	0	362	413	0	0	0	0	0
Rhoh	110.714286	0	334	316	0	125	0	0	0
Atad5	110.714286	0	0	0	132	480	163	0	0
Nptx1	110.571429	0	134	640	0	0	0	0	0
Kras	110.571429	0	236	446	0	0	92	0	0
Bcs1l	110.571429	0	250	387	0	137	0	0	0
Atp2a1	110.571429	0	302	472	0	0	0	0	0
Ankrd55	110.571429	0	361	413	0	0	0	0	0
Ttyh3	110.428571	0	264	306	0	203	0	0	0
Tmsb4x	110.428571	0	238	227	0	308	0	0	0
Rps26	110.428571	0	168	476	0	129	0	0	0
Lpar1	110.428571	0	337	436	0	0	0	0	0
Dctd	110.428571	0	0	171	0	602	0	0	0
Col6a3	110.428571	0	282	491	0	0	0	0	0
Baalc	110.428571	0	0	0	0	670	103	0	0
Vmn2r82	110.285714	0	485	287	0	0	0	0	0
Thra	110.285714	0	223	226	0	323	0	0	0
Taf12	110.285714	0	69	0	122	389	192	0	0
Prrc2a	110.285714	0	0	0	0	772	0	0	0
Nucb1	110.285714	0	164	387	0	221	0	0	0
Grk5	110.285714	0	252	376	0	144	0	0	0
Fam83b	110.285714	0	373	399	0	0	0	0	0
Elavl3	110.285714	0	315	332	0	125	0	0	0
Sptlc1	110.142857	0	377	304	0	90	0	0	0
Sparcl1	110.142857	0	340	431	0	0	0	0	0
Olr1	110.142857	0	0	0	0	771	0	0	0
Kifc3	110.142857	0	226	322	0	223	0	0	0
Hsd17b13	110.142857	0	260	511	0	0	0	0	0
Gngt2	110.142857	0	0	0	76	695	0	0	0
Abi3	110.142857	0	0	0	76	695	0	0	0
Prg4	110.000000	0	301	469	0	0	0	0	0
Gbp8	110.000000	0	301	469	0	0	0	0	0
Epha2	110.000000	0	345	425	0	0	0	0	0
Emid1	110.000000	0	298	472	0	0	0	0	0
Cyrib	110.000000	0	246	321	0	203	0	0	0
B9d2	110.000000	0	158	263	0	349	0	0	0
Tgif1	109.857143	0	265	370	0	134	0	0	0
Eps15	109.857143	0	252	0	0	251	266	0	0
Ap1s3	109.857143	0	301	287	0	181	0	0	0
Vxn	109.714286	0	318	450	0	0	0	0	0
Ralbp1	109.714286	0	299	469	0	0	0	0	0
Rab9b	109.714286	0	318	450	0	0	0	0	0
Olfr853	109.714286	0	318	450	0	0	0	0	0
