Target_genes	Bach2|Average	SRX264235|CD4+_T_cells	SRX761324|CD4+_T_cells	SRX761325|CD4+_T_cells	SRX5396196|Lymph_Nodes	SRX5396197|Lymph_Nodes	SRX1629385|M1	SRX2200545|Pro-B_cells	SRX2200546|Pro-B_cells	STRING
Mapk11	123.000000	660	94	0	0	0	0	230	0	0
Canx	123.000000	513	100	0	0	0	0	254	117	0
Exosc6	122.875000	0	401	337	0	0	0	160	85	0
Ddost	122.875000	0	375	284	0	0	0	160	164	0
Rap1gap2	122.750000	0	0	0	0	0	284	346	352	0
Orai1	122.750000	173	223	202	0	0	0	151	233	0
Itga6	122.750000	751	0	141	0	0	0	90	0	0
Birc3	122.750000	515	161	0	0	0	0	181	125	0
Slc7a1	122.500000	434	193	168	0	0	0	88	97	0
Focad	122.500000	149	258	216	0	0	0	258	99	0
Utp14a	122.375000	616	0	0	0	0	0	261	102	0
Olfr806	122.375000	405	258	316	0	0	0	0	0	0
Cyp11a1	122.375000	351	0	0	0	0	0	394	234	0
Nup50	122.250000	257	121	140	0	0	0	291	169	0
Nufip2	122.250000	190	129	67	0	0	0	312	280	0
Itgal	122.250000	338	0	0	0	0	0	277	363	0
Hspa9	122.250000	134	366	265	0	0	0	112	101	0
Zfp362	122.125000	861	116	0	0	0	0	0	0	0
Psme2	122.000000	215	172	0	0	0	0	292	297	0
Marchf3	122.000000	397	170	142	0	0	0	147	120	0
Hibch	122.000000	315	0	102	0	0	0	382	177	0
1700066B19Rik	122.000000	528	131	0	0	0	0	183	134	0
Rps3a1	121.875000	0	431	235	0	0	0	121	188	0
Gpx1	121.750000	373	171	176	0	0	0	142	112	0
Nr2c2ap	121.625000	260	0	0	0	0	0	382	331	0
Txndc11	121.500000	99	208	256	0	0	0	234	175	0
Gsn	121.500000	110	222	0	0	0	0	309	331	0
Gcnt2	121.500000	0	0	0	0	0	0	596	376	0
Anks3	121.500000	453	199	191	0	0	0	0	129	0
4930451G09Rik	121.500000	453	199	191	0	0	0	0	129	0
Smap2	121.375000	441	98	137	0	0	0	213	82	0
Rom1	121.375000	225	131	99	0	0	0	234	282	0
Eml3	121.375000	225	131	99	0	0	0	234	282	0
Tjp3	121.250000	0	429	322	0	0	0	99	120	0
Tmbim4	121.125000	153	191	122	0	0	0	284	219	0
Ltb4r2	121.125000	0	0	241	0	0	0	367	361	0
Tha1	121.000000	148	117	0	0	0	0	370	333	0
Chrna2	121.000000	0	0	0	0	0	0	683	285	0
Klf10	120.875000	326	165	150	0	0	0	162	164	0
Rbsn	120.750000	130	350	202	0	0	0	187	97	0
Golga1	120.750000	134	227	363	0	0	0	164	78	0
Slc25a38	120.625000	297	128	146	0	0	0	176	218	0
Rnf166	120.625000	121	263	305	0	0	0	104	172	0
Ctu2	120.625000	121	263	305	0	0	0	104	172	0
Lrrc8c	120.500000	0	182	110	0	0	0	401	271	0
Flna	120.250000	176	0	0	0	0	0	442	344	0
Chordc1	120.250000	295	0	0	0	0	0	476	191	0
Zcwpw2	120.125000	230	366	161	0	0	0	110	94	0
Azi2	120.125000	230	366	161	0	0	0	110	94	0
Smpdl3a	120.000000	342	408	210	0	0	0	0	0	0
Coq10b	120.000000	326	178	174	0	159	0	123	0	0
Cd99l2	120.000000	293	0	0	0	0	0	319	348	0
Mlx	119.875000	483	0	186	0	0	0	178	112	0
Dnajb9	119.875000	359	131	160	0	0	0	154	155	0
Coasy	119.875000	483	0	186	0	0	0	178	112	0
Klhl9	119.625000	144	301	197	0	0	0	136	179	0
Dnpep	119.500000	146	322	180	0	0	0	122	186	0
Atad2	119.500000	436	173	158	0	0	0	85	104	0
Zfp422	119.375000	142	99	0	0	0	0	447	267	0
Ttbk2	119.375000	382	96	238	0	0	0	112	127	0
Rubcnl	119.375000	442	0	0	0	0	0	319	194	0
Gmcl1	119.375000	100	122	363	0	0	0	209	161	0
Coq9	119.375000	0	178	157	0	0	0	381	239	0
Ciapin1	119.375000	0	178	157	0	0	0	381	239	0
Hnrnpc	119.250000	0	0	0	0	0	0	645	309	0
Alox5	119.250000	0	0	0	0	0	0	480	474	0
Shb	119.125000	0	0	88	0	0	0	582	283	0
Plcd3	119.125000	121	153	240	0	0	63	187	189	0
Ndst1	119.125000	295	0	99	0	0	0	311	248	0
Cetn4	119.125000	378	109	120	0	0	0	346	0	0
Bbs12	119.125000	378	109	120	0	0	0	346	0	0
Acbd4	119.125000	121	153	240	0	0	63	187	189	0
Rhoq	118.875000	391	0	0	0	0	0	334	226	0
Phc2	118.875000	616	0	0	0	0	0	197	138	0
Mrs2	118.875000	188	189	332	0	0	0	120	122	0
Krba1	118.750000	0	124	159	0	0	0	387	280	0
Tmco6	118.625000	304	177	0	0	0	0	240	228	0
Pcmtd1	118.625000	273	182	125	0	0	0	243	126	0
Htra2	118.625000	131	298	235	0	0	0	176	109	0
Dqx1	118.625000	131	298	235	0	0	0	176	109	0
Cdk11b	118.625000	333	142	203	0	0	0	147	124	0
Mtmr14	118.500000	0	379	263	0	0	0	142	164	0
Sun1	118.375000	593	0	94	0	0	0	111	149	0
Phf1	118.375000	152	316	272	0	0	0	103	104	0
Efna5	118.375000	947	0	0	0	0	0	0	0	0
Ctnnd1	118.375000	508	0	0	0	0	0	303	136	0
Btbd18	118.375000	508	0	0	0	0	0	303	136	0
Traf1	118.250000	0	0	0	0	0	0	453	493	0
Tekt2	118.250000	156	281	172	0	0	0	184	153	0
Gorasp2	118.250000	112	405	301	0	0	0	128	0	0
Adprhl2	118.250000	156	281	172	0	0	0	184	153	0
Cdk19	118.125000	310	101	172	0	0	0	198	164	0
Zc3h18	118.000000	183	268	349	0	0	0	0	144	0
Hpgds	118.000000	276	0	0	0	0	0	341	327	0
Alox5ap	118.000000	211	0	0	0	0	0	464	269	0
Aldh9a1	118.000000	238	175	175	0	0	0	250	106	0
Pdf	117.875000	0	381	328	0	0	0	119	115	0
Eif4a1	117.875000	0	465	346	0	0	0	132	0	0
Dgkz	117.875000	143	260	0	0	0	0	335	205	0
Gpr4	117.750000	446	0	0	0	0	0	286	210	0
Esd	117.500000	348	0	0	0	0	0	405	187	0
Cfap45	117.500000	0	0	0	0	0	0	481	459	0
Actg1	117.500000	353	149	196	0	0	0	135	107	0
Tmem109	117.375000	530	0	0	0	0	0	273	136	0
Psmb2	117.375000	420	202	0	0	0	0	173	144	0
Atp8b4	117.375000	0	0	0	0	0	0	460	479	0
Agk	117.375000	218	270	154	0	0	0	180	117	0
Yif1a	117.250000	629	0	0	0	0	0	163	146	0
Tmem151a	117.250000	629	0	0	0	0	0	163	146	0
Susd6	117.250000	0	230	184	0	0	0	285	239	0
Ripor1	117.250000	0	127	89	0	0	0	454	268	0
Map4k4	117.250000	121	0	120	0	0	0	457	240	0
Gins1	117.250000	186	328	149	0	0	0	137	138	0
Camk1d	117.250000	239	122	122	0	0	0	264	191	0
Mex3b	117.125000	429	107	93	0	0	0	131	177	0
Pdgfrb	117.000000	0	0	0	0	0	0	614	322	0
Smim5	116.875000	171	0	0	0	0	0	455	309	0
Olfr1262	116.875000	0	0	0	0	0	0	515	420	0
Gnpda1	116.875000	234	211	144	0	0	0	194	152	0
Ticam1	116.750000	240	0	0	0	0	0	428	266	0
Slc35f5	116.750000	490	0	140	0	0	0	117	187	0
Gcc2	116.750000	409	0	166	0	0	0	242	117	0
Tob2	116.625000	471	0	135	0	0	0	164	163	0
Pcca	116.625000	224	146	216	0	0	0	175	172	0
H2-Ea	116.625000	0	0	0	0	0	0	589	344	0
Gpr31b	116.625000	0	0	0	0	0	150	487	296	0
Dtnbp1	116.625000	0	126	111	0	0	0	482	214	0
Usp10	116.500000	230	220	169	0	0	0	202	111	0
Osbpl8	116.500000	308	148	139	0	0	0	145	192	0
Myo18a	116.375000	408	0	0	0	0	0	307	216	0
Trit1	116.250000	0	171	209	0	0	0	305	245	0
Rasgrp3	116.250000	0	0	0	0	0	0	685	245	0
Pacc1	116.250000	0	136	164	0	0	0	387	243	0
4931428F04Rik	116.250000	300	128	0	187	110	0	94	111	0
Trp53rka	116.125000	267	169	159	0	0	0	161	173	0
Synpo	116.125000	929	0	0	0	0	0	0	0	0
Elf1	115.875000	152	239	240	0	0	0	179	117	0
Arrdc1	115.750000	292	273	147	0	0	0	116	98	0
Ptprf	115.625000	421	0	0	0	0	0	315	189	0
Il6ra	115.625000	303	115	238	0	0	0	92	177	0
Pla2g4d	115.500000	0	0	0	0	0	0	924	0	0
Ndst2	115.500000	0	316	378	0	0	0	120	110	0
Cenpu	115.500000	279	0	0	0	0	0	328	317	0
Ibtk	115.375000	274	0	158	0	0	0	342	149	0
Hint1	115.375000	184	208	246	0	0	0	194	91	0
Fra10ac1	115.250000	232	390	182	0	0	0	118	0	0
Csrnp1	115.250000	354	120	150	0	0	0	180	118	0
Atp10a	115.250000	224	198	157	0	0	0	119	224	0
Ulk2	115.125000	327	292	158	0	0	0	144	0	0
Sh3bp4	115.125000	186	202	107	0	0	0	241	185	0
Tubd1	115.000000	82	85	0	0	0	0	376	377	0
Rps6kb1	115.000000	82	85	0	0	0	0	376	377	0
F3	115.000000	107	0	0	0	0	130	425	258	0
Tmem39a	114.875000	179	378	155	0	0	0	77	130	0
Slc28a1	114.875000	0	0	0	0	0	0	457	462	0
Sh2d4b	114.875000	362	173	0	0	0	0	271	113	0
Opa3	114.875000	415	129	169	0	0	0	103	103	0
Mrpl45	114.875000	113	201	251	0	0	0	208	146	0
Gpr55	114.625000	140	0	0	0	0	0	416	361	0
Glg1	114.625000	87	202	159	0	0	0	315	154	0
Fam207a	114.625000	0	259	289	0	0	0	162	207	0
Dnajb6	114.625000	322	141	109	0	0	0	194	151	0
Rnps1	114.500000	291	267	210	0	0	0	0	148	0
Matk	114.500000	464	156	162	0	0	0	0	134	0
Fam43a	114.500000	354	130	142	0	0	0	187	103	0
Dusp13	114.500000	157	0	79	0	0	0	509	171	0
Clpx	114.500000	225	126	258	0	0	0	227	80	0
Abhd2	114.500000	0	0	88	0	0	0	489	339	0
Vps8	114.375000	0	206	84	0	0	0	403	222	0
Rps19	114.375000	338	123	185	0	0	0	269	0	0
Pde6d	114.375000	256	178	211	0	0	0	147	123	0
Patj	114.375000	680	120	115	0	0	0	0	0	0
Cops7b	114.375000	256	178	211	0	0	0	147	123	0
Anxa13	114.375000	915	0	0	0	0	0	0	0	0
Wrap53	114.250000	517	0	0	0	0	0	252	145	0
Trp53	114.250000	517	0	0	0	0	0	252	145	0
Lrrc51	114.250000	194	136	0	0	0	0	312	272	0
Lpar1	114.250000	213	0	0	0	0	0	492	209	0
Fkbp8	114.250000	298	302	191	0	0	0	0	123	0
Dip2c	114.125000	913	0	0	0	0	0	0	0	0
Csnk1g2	114.125000	368	94	0	0	0	0	259	192	0
Rps10	114.000000	0	208	273	0	0	0	244	187	0
Ptms	114.000000	143	113	120	0	0	0	356	180	0
Pafah1b1	114.000000	364	337	94	0	0	0	0	117	0
Rpl5	113.875000	137	351	149	0	0	0	155	119	0
Mbd2	113.875000	251	215	246	0	0	0	199	0	0
Heg1	113.625000	201	0	89	0	0	0	388	231	0
Ccdc102a	113.500000	0	0	0	0	0	0	489	419	0
Adgrg5	113.500000	0	0	0	0	0	0	489	419	0
Ptpn6	113.375000	145	0	0	0	0	135	417	210	0
Tmem223	113.250000	0	201	199	0	0	0	240	266	0
Tmem179b	113.250000	0	201	199	0	0	0	240	266	0
Rbks	113.250000	0	257	0	0	0	0	332	317	0
Nckap1	113.250000	375	0	0	0	0	0	285	246	0
Babam2	113.250000	0	257	0	0	0	0	332	317	0
Myd88	113.125000	0	213	258	0	0	0	299	135	0
Man2c1	113.125000	124	157	165	0	0	81	171	207	0
Ddit4	113.125000	576	0	0	0	0	0	201	128	0
Acap1	113.125000	379	0	0	0	0	0	314	212	0
Acaa1a	113.125000	0	213	258	0	0	0	299	135	0
Slc2a1	113.000000	266	131	0	0	0	0	328	179	0
Pcyt2	113.000000	0	330	410	0	0	0	164	0	0
Nat10	113.000000	341	0	0	0	0	171	217	175	0
Cep295	113.000000	124	92	307	0	0	0	213	168	0
Ajap1	112.875000	0	0	0	0	0	0	620	283	0
Dnajb2	112.750000	233	172	0	0	0	0	270	227	0
Tnpo2	112.625000	245	135	0	0	0	0	358	163	0
Cbl	112.625000	374	0	0	0	0	0	276	251	0
Pts	112.500000	0	273	241	0	0	0	184	202	0
Pih1d2	112.500000	172	134	148	0	0	0	242	204	0
Nkapd1	112.500000	172	134	148	0	0	0	242	204	0
Ubxn7	112.375000	129	198	175	0	0	92	175	130	0
Tpp2	112.375000	426	110	112	0	0	0	115	136	0
Plscr3	112.375000	180	165	249	0	0	0	190	115	0
Nop2	112.250000	0	212	214	0	0	0	224	248	0
Emc9	112.250000	215	94	0	0	0	0	292	297	0
D030056L22Rik	112.250000	126	386	223	0	0	0	163	0	0
Ier5	112.000000	0	121	119	0	0	0	410	246	0
Herc1	112.000000	302	128	150	0	0	0	316	0	0
Smg7	111.875000	135	148	161	0	0	0	190	261	0
Pfkm	111.875000	280	192	100	0	0	0	231	92	0
Dcp1a	111.875000	167	217	0	0	0	82	261	168	0
Samd11	111.750000	442	167	0	0	0	0	285	0	0
Pgghg	111.750000	0	0	0	0	0	0	609	285	0
Ints1	111.750000	0	112	170	0	0	0	309	303	0
Gm13283	111.750000	187	200	260	0	0	0	97	150	0
Arhgef4	111.750000	341	0	144	0	0	0	199	210	0
2300002M23Rik	111.750000	894	0	0	0	0	0	0	0	0
Zfp513	111.625000	0	275	209	0	0	86	183	140	0
Rnf130	111.625000	313	106	194	0	0	0	98	182	0
Lrmp	111.625000	280	0	0	0	115	0	211	287	0
Rassf5	111.500000	392	87	113	0	0	0	153	147	0
Ep400	111.500000	178	323	244	0	0	0	147	0	0
Eif1ad	111.500000	122	212	267	0	0	0	174	117	0
Cldn4	111.500000	0	0	0	0	0	0	438	454	0
Banf1	111.500000	122	212	267	0	0	0	174	117	0
Cxxc1	111.375000	185	0	132	0	0	457	0	117	0
Tmx3	111.250000	483	0	0	0	0	0	259	148	0
Spg11	111.250000	123	218	156	0	0	0	167	226	0
Rgs3	111.250000	890	0	0	0	0	0	0	0	0
Hdgf	111.250000	197	176	144	0	0	0	179	194	0
Faap100	111.250000	0	324	228	0	0	0	157	181	0
Cyfip2	111.250000	335	0	91	0	98	0	151	215	0
Vcpkmt	111.125000	143	218	299	0	0	0	121	108	0
Tsen15	111.125000	121	239	288	0	0	0	141	100	0
Rhof	111.125000	0	179	0	241	178	0	110	181	0
B3gntl1	111.125000	0	137	129	0	0	0	284	339	0
Abca3	111.125000	108	173	156	0	0	0	253	199	0
Abca17	111.125000	108	173	156	0	0	0	253	199	0
Cs	111.000000	94	0	0	0	0	0	514	280	0
Atp2a3	111.000000	183	165	148	0	0	0	179	213	0
Tent4a	110.875000	245	264	147	0	0	0	148	83	0
Mtfr1l	110.875000	134	0	128	0	0	0	386	239	0
Gm13286	110.750000	187	192	260	0	0	0	97	150	0
Cmpk2	110.625000	0	141	136	0	0	0	343	265	0
Nxpe3	110.500000	301	136	135	0	0	0	192	120	0
Arhgap22	110.375000	0	0	0	0	0	0	581	302	0
Tmem221	110.250000	613	0	119	0	0	0	0	150	0
Cdc42se2	110.250000	163	145	211	0	0	0	222	141	0
Atrnl1	110.250000	0	114	0	0	0	167	398	203	0
Vrk1	110.125000	274	0	0	0	0	0	328	279	0
Tab1	110.125000	105	314	361	0	0	0	101	0	0
Rcc1	110.125000	407	218	256	0	0	0	0	0	0
Smim8	110.000000	132	263	265	0	0	0	96	124	0
Nyx	110.000000	166	184	123	0	0	0	186	221	0
Lmln	110.000000	0	139	208	0	0	169	195	169	0
Tnf	109.875000	340	0	0	0	0	0	240	299	0
Nsmce1	109.750000	0	0	0	0	0	0	414	464	0
Gbe1	109.750000	90	229	227	0	0	0	226	106	0
Tmem191c	109.625000	140	315	328	0	0	0	94	0	0
Suv39h1	109.625000	598	0	0	0	0	0	163	116	0
Polr3g	109.625000	0	481	396	0	0	0	0	0	0
Mblac2	109.625000	0	481	396	0	0	0	0	0	0
Atl2	109.625000	286	132	169	0	0	0	161	129	0
Cndp2	109.500000	382	86	209	0	0	0	199	0	0
Zswim4	109.375000	500	0	0	0	0	0	206	169	0
Xkr8	109.375000	0	0	155	0	0	0	467	253	0
Lta4h	109.375000	0	113	124	0	0	0	438	200	0
Krit1	109.375000	632	104	139	0	0	0	0	0	0
Espn	109.375000	112	274	204	0	0	0	131	154	0
Dars	109.375000	133	262	245	0	0	0	161	74	0
Cirbp	109.375000	110	92	171	0	0	0	358	144	0
Arpc3	109.375000	703	0	0	0	0	0	172	0	0
Ankib1	109.375000	632	104	139	0	0	0	0	0	0
Arfgap2	109.250000	163	369	202	0	0	0	140	0	0
Zfp746	109.125000	481	175	217	0	0	0	0	0	0
Vmo1	109.125000	242	0	0	236	260	0	135	0	0
Rc3h1	109.125000	203	312	122	0	0	0	236	0	0
Acadl	109.125000	0	212	161	0	0	0	280	220	0
Stap2	108.875000	0	244	164	0	0	0	316	147	0
Mpnd	108.875000	0	244	164	0	0	0	316	147	0
L3mbtl3	108.875000	638	0	0	0	0	0	145	88	0
Brwd1	108.875000	0	131	100	0	0	0	343	297	0
Ahnak2	108.875000	0	0	155	0	0	0	390	326	0
Ptov1	108.750000	293	0	0	0	0	0	334	243	0
Psme3	108.750000	275	182	207	0	0	0	72	134	0
Gm3435	108.750000	148	197	250	0	0	0	160	115	0
Rtn3	108.625000	272	193	117	0	0	0	148	139	0
Iqgap2	108.625000	0	263	91	0	0	0	301	214	0
Msn	108.500000	592	0	0	0	0	0	146	130	0
Pex11b	108.375000	210	113	203	0	0	0	207	134	0
Arl8a	108.375000	290	149	199	0	0	0	147	82	0
1110008P14Rik	108.250000	196	88	248	0	0	0	192	142	0
Gtf2b	108.125000	210	253	146	0	0	0	133	123	0
Cd151	108.125000	82	0	0	0	0	0	460	323	0
Zfp217	108.000000	436	0	0	0	0	0	268	160	0
Prr5	108.000000	0	103	0	0	0	0	414	347	0
Pdcd5	108.000000	118	136	152	0	0	165	173	120	0
Spg7	107.875000	147	159	179	0	0	0	255	123	0
Sec16a	107.875000	328	198	0	0	0	0	208	129	0
Cast	107.875000	264	131	199	0	0	0	126	143	0
Cnih3	107.750000	291	0	86	0	0	0	241	244	0
Zcchc4	107.625000	314	260	287	0	0	0	0	0	0
Sesn1	107.625000	101	263	152	0	0	0	188	157	0
Nphp1	107.625000	255	101	0	0	0	0	240	265	0
Mtln	107.625000	255	101	0	0	0	0	240	265	0
Wdr36	107.500000	238	282	243	0	0	0	97	0	0
Taco1	107.500000	334	0	0	0	0	109	236	181	0
Pag1	107.500000	254	182	120	0	0	0	147	157	0
Naa40	107.500000	152	254	168	0	0	0	116	170	0
Slc11a1	107.375000	0	0	0	0	0	0	586	273	0
Nup93	107.375000	221	121	166	0	0	0	226	125	0
Mysm1	107.375000	277	281	301	0	0	0	0	0	0
Hcfc2	107.250000	0	168	226	0	0	0	262	202	0
Mrvi1	107.125000	308	0	0	0	0	0	312	237	0
Lig4	107.125000	101	199	309	0	0	0	119	129	0
Abhd13	107.125000	101	199	309	0	0	0	119	129	0
Rpl22	107.000000	85	192	132	0	0	0	258	189	0
Irf2bpl	107.000000	119	264	95	0	0	0	269	109	0
Gatb	107.000000	0	0	0	0	0	856	0	0	0
Fads6	107.000000	0	113	0	0	0	0	487	256	0
Dusp5	107.000000	145	155	156	0	0	0	157	243	0
Itm2b	106.875000	478	164	213	0	0	0	0	0	0
Fkbp1a	106.875000	146	247	171	0	0	0	143	148	0
Yme1l1	106.750000	241	332	163	0	0	0	0	118	0
Prkag2	106.750000	0	128	0	0	0	0	391	335	0
Ncoa4	106.750000	220	145	189	0	0	0	186	114	0
Mastl	106.750000	241	332	163	0	0	0	0	118	0
Dpy19l4	106.750000	223	266	365	0	0	0	0	0	0
Dus2	106.625000	114	193	131	0	0	0	159	256	0
Ddx28	106.625000	114	193	131	0	0	0	159	256	0
Tubb2a	106.500000	72	166	0	0	0	0	321	293	0
Tbc1d13	106.500000	116	426	310	0	0	0	0	0	0
Pitpnb	106.500000	148	235	291	0	0	0	99	79	0
Panx1	106.500000	0	195	240	0	0	0	271	146	0
Il1a	106.500000	0	0	0	0	0	0	565	287	0
Ifngr2	106.500000	0	0	161	0	0	0	417	274	0
Anapc5	106.500000	203	224	184	0	0	0	141	100	0
Mrps16	106.375000	234	201	145	0	0	0	155	116	0
Jazf1	106.375000	851	0	0	0	0	0	0	0	0
Gstm4	106.375000	170	0	0	0	0	0	381	300	0
Dnajc9	106.375000	234	201	145	0	0	0	155	116	0
Alyref2	106.375000	0	0	0	0	0	233	355	263	0
Rad18	106.250000	324	173	243	0	0	0	110	0	0
Mat2b	106.250000	297	151	179	0	0	0	223	0	0
Pms1	106.125000	0	174	126	0	0	0	250	299	0
Ormdl1	106.125000	0	174	126	0	0	0	250	299	0
Htr2a	106.125000	0	0	0	0	0	0	489	360	0
Tmem222	106.000000	241	240	217	0	0	0	150	0	0
Romo1	106.000000	100	336	283	0	0	0	129	0	0
Pgm1	106.000000	0	0	0	0	0	0	625	223	0
Nfs1	106.000000	100	336	283	0	0	0	129	0	0
Cd1d2	106.000000	702	0	0	0	0	0	146	0	0
Maff	105.875000	230	254	206	0	0	0	84	73	0
Setd1a	105.750000	192	231	194	0	0	0	93	136	0
Cd163l1	105.750000	0	0	0	0	0	0	433	413	0
Arcn1	105.750000	0	227	146	0	0	0	229	244	0
Aldh18a1	105.750000	343	106	125	0	0	0	166	106	0
Prkag1	105.625000	0	216	244	0	0	0	167	218	0
Phax	105.625000	109	339	180	0	0	0	119	98	0
Nabp1	105.625000	94	225	265	0	0	0	135	126	0
Mtfr2	105.625000	137	280	161	0	0	0	120	147	0
Lgals8	105.625000	238	101	87	0	0	0	230	189	0
Gpaa1	105.625000	87	211	0	0	0	124	195	228	0
Aldh7a1	105.625000	109	339	180	0	0	0	119	98	0
Vps37b	105.500000	0	154	142	0	0	0	298	250	0
Orc5	105.500000	80	225	273	0	0	0	125	141	0
Gatad2a	105.500000	0	136	249	0	0	0	333	126	0
Fam8a1	105.500000	172	280	98	0	0	0	163	131	0
Megf8	105.375000	698	0	0	0	0	0	145	0	0
Ints13	105.375000	181	98	290	0	0	101	173	0	0
Fgfr1op2	105.375000	181	98	290	0	0	101	173	0	0
Zfp598	105.250000	326	152	0	0	0	0	364	0	0
Kansl3	105.250000	220	198	317	0	0	0	107	0	0
Flywch1	105.250000	337	181	191	0	0	0	133	0	0
Fer1l5	105.250000	220	198	317	0	0	0	107	0	0
Sart3	104.750000	0	217	453	0	0	0	0	168	0
Mgat5	104.750000	0	0	119	0	0	0	476	243	0
Kri1	104.750000	0	128	229	0	0	0	248	233	0
Iscu	104.750000	0	217	453	0	0	0	0	168	0
H2az1	104.750000	148	232	265	0	0	0	193	0	0
Dnajb14	104.750000	148	232	265	0	0	0	193	0	0
Cops8	104.750000	0	406	251	0	0	0	77	104	0
Cdkn2d	104.750000	0	128	229	0	0	0	248	233	0
Ogdh	104.625000	0	213	194	0	0	0	212	218	0
Fam162a	104.625000	416	142	162	0	0	0	117	0	0
Ccdc58	104.625000	416	142	162	0	0	0	117	0	0
B3galt5	104.625000	0	0	0	0	0	0	433	404	0
Amz2	104.625000	278	233	0	0	0	0	150	176	0
Tut7	104.500000	278	169	223	0	0	0	166	0	0
Slc35g3	104.500000	102	133	190	0	0	0	186	225	0
Polr2a	104.500000	102	133	190	0	0	0	186	225	0
Ier2	104.500000	138	0	162	0	0	0	328	208	0
Gzmm	104.500000	0	0	0	0	0	0	502	334	0
Diablo	104.500000	222	114	188	0	0	0	203	109	0
Bms1	104.500000	226	144	145	0	0	0	206	115	0
Fam107b	104.375000	393	233	117	0	0	0	92	0	0
Slc2a5	104.250000	0	0	0	0	0	101	415	318	0
Mocs3	104.250000	176	120	0	0	0	0	228	310	0
Fbxw2	104.250000	117	277	258	0	0	0	101	81	0
Ercc1	104.250000	85	0	0	0	120	0	283	346	0
Dpm1	104.250000	176	120	0	0	0	0	228	310	0
Tchp	104.125000	0	273	201	0	0	0	106	253	0
Ppp2r2c	104.125000	0	411	422	0	0	0	0	0	0
Galk2	104.125000	158	200	109	0	0	0	204	162	0
Cops2	104.125000	158	200	109	0	0	0	204	162	0
Ythdf2	104.000000	127	213	247	0	0	0	93	152	0
Slc33a1	104.000000	0	197	140	0	0	129	204	162	0
Podnl1	104.000000	204	0	0	0	0	0	340	288	0
Slc5a5	103.875000	0	172	288	0	0	120	128	123	0
Rtcb	103.875000	73	0	192	0	0	0	346	220	0
Rpl18a	103.875000	0	172	288	0	0	120	128	123	0
Ptpn22	103.875000	176	0	0	0	0	0	396	259	0
Clec12a	103.875000	0	0	0	0	0	0	487	344	0
Asap1	103.875000	235	140	0	0	0	123	204	129	0
Actr3	103.875000	114	144	248	0	0	0	156	169	0
Wdr4	103.750000	0	241	360	0	0	0	139	90	0
Kmt2e	103.750000	243	213	0	0	0	0	167	207	0
Ints14	103.750000	226	179	101	0	0	0	204	120	0
Esco1	103.750000	156	223	204	0	0	0	110	137	0
Dok2	103.750000	135	0	0	0	0	0	360	335	0
Cish	103.750000	346	0	0	0	95	0	238	151	0
Adora3	103.750000	0	0	0	0	0	0	399	431	0
Rgs14	103.625000	228	0	0	0	0	0	350	251	0
Pik3cg	103.625000	0	0	0	0	0	0	517	312	0
Jchain	103.625000	0	0	0	0	0	0	479	350	0
Gsk3b	103.625000	496	163	170	0	0	0	0	0	0
Gm9949	103.625000	345	293	191	0	0	0	0	0	0
BC029722	103.625000	0	195	251	0	0	109	170	104	0
Adrb2	103.625000	345	293	191	0	0	0	0	0	0
Serf2	103.500000	275	127	106	0	0	0	159	161	0
Eif3a	103.500000	0	192	224	0	0	0	218	194	0
Rnh1	103.375000	157	0	0	0	0	0	409	261	0
Prrg4	103.375000	279	0	173	0	0	0	233	142	0
Mettl25	103.125000	121	352	215	0	0	0	137	0	0
Epc1	103.125000	137	304	182	0	0	0	98	104	0
Chd9	103.125000	296	0	0	0	77	0	248	204	0
Ccdc59	103.125000	121	352	215	0	0	0	137	0	0
Zscan21	103.000000	376	0	0	0	0	0	206	242	0
Ssbp4	103.000000	125	244	149	0	0	0	179	127	0
Rcsd1	103.000000	155	0	0	0	0	0	334	335	0
Hinfp	103.000000	0	135	221	0	0	0	348	120	0
Ctf1	103.000000	0	184	133	0	0	0	211	296	0
Bcl7c	103.000000	0	184	133	0	0	0	211	296	0
Snapc5	102.875000	239	0	0	0	0	0	297	287	0
Rsbn1l	102.875000	0	0	101	0	0	0	497	225	0
Mcph1	102.875000	143	255	194	0	0	0	148	83	0
Homer1	102.875000	316	0	153	0	0	0	205	149	0
Exoc7	102.875000	383	157	180	0	0	0	0	103	0
Dph5	102.875000	495	0	0	0	135	0	89	104	0
Aacs	102.875000	123	206	264	0	0	0	125	105	0
Tmem154	102.750000	0	141	0	0	0	0	233	448	0
Tlr13	102.750000	176	0	0	0	0	0	432	214	0
Srarp	102.750000	389	0	0	0	0	0	297	136	0
Srsf7	102.625000	96	220	221	0	0	0	161	123	0
Caly	102.625000	0	0	0	0	0	0	588	233	0
Tnfaip8l2	102.500000	196	0	0	0	0	0	370	254	0
Slc34a1	102.500000	0	0	0	0	0	0	535	285	0
Mettl1	102.500000	0	356	301	0	0	0	163	0	0
Eef1akmt3	102.500000	0	356	301	0	0	0	163	0	0
Auh	102.500000	125	193	246	0	0	0	86	170	0
Ssna1	102.375000	0	365	234	0	0	0	130	90	0
Sppl2a	102.375000	0	277	222	0	0	0	162	158	0
Anapc2	102.375000	0	365	234	0	0	0	130	90	0
Usf1	102.250000	0	138	298	0	0	0	210	172	0
Nfyc	102.250000	0	206	173	0	0	0	286	153	0
