Target_genes	Hoxa9|Average	SRX7135172|Acute_myeloid_leukemia	SRX7416185|Embryoid_Bodies	SRX7416186|Embryoid_Bodies	SRX110439|Myeloblastic_cell_lines	SRX110442|Myeloblastic_cell_lines	SRX11174682|Unclassified	SRX11174683|Unclassified	SRX11174684|Unclassified	SRX11174686|Unclassified	SRX11174687|Unclassified	STRING
Rpia	75.200000	0	111	119	0	0	341	0	0	181	0	0
Gfra1	75.200000	0	357	395	0	0	0	0	0	0	0	0
Gas7	75.200000	0	0	0	0	0	590	0	0	162	0	0
Bcor	75.200000	0	546	206	0	0	0	0	0	0	0	0
Vamp8	75.100000	0	0	0	0	0	423	201	0	127	0	0
Copg1	75.100000	253	74	101	0	0	323	0	0	0	0	0
Ccdc54	75.100000	0	0	0	0	0	368	229	0	154	0	0
Kpna4	75.000000	0	613	137	0	0	0	0	0	0	0	0
Kctd13	75.000000	183	0	567	0	0	0	0	0	0	0	0
Mib1	74.900000	0	285	354	0	0	110	0	0	0	0	0
Itgb3bp	74.900000	0	0	167	0	0	470	0	0	112	0	0
Ift27	74.900000	0	448	301	0	0	0	0	0	0	0	0
Efcab7	74.900000	0	0	167	0	0	470	0	0	112	0	0
Zc2hc1b	74.800000	0	0	0	0	0	551	0	0	197	0	0
Tmem33	74.800000	399	0	0	0	0	349	0	0	0	0	0
Stk40	74.800000	230	157	195	0	0	166	0	0	0	0	0
Meox1	74.800000	0	384	364	0	0	0	0	0	0	0	0
Klf2	74.800000	0	119	0	0	0	461	0	0	168	0	0
Pla2g2e	74.700000	0	518	229	0	0	0	0	0	0	0	0
Mtf2	74.700000	0	156	263	0	0	251	0	0	77	0	0
H4c11	74.700000	0	375	163	0	0	209	0	0	0	0	0
Gm13030	74.700000	0	518	229	0	0	0	0	0	0	0	0
Tagln3	74.600000	0	359	387	0	0	0	0	0	0	0	0
Prkcsh	74.600000	0	0	178	0	0	409	0	0	159	0	0
Cnr2	74.600000	268	218	150	0	0	110	0	0	0	0	0
Ccdc151	74.600000	0	0	178	0	0	409	0	0	159	0	0
Vcan	74.500000	0	403	235	0	0	107	0	0	0	0	0
Olfr794	74.500000	0	619	126	0	0	0	0	0	0	0	0
Frmd6	74.500000	0	452	293	0	0	0	0	0	0	0	0
Apobec3	74.500000	0	479	137	0	0	129	0	0	0	0	0
Spef1l	74.400000	0	0	0	0	0	564	0	0	180	0	0
Gm9376	74.400000	0	418	326	0	0	0	0	0	0	0	0
Apol7b	74.400000	0	744	0	0	0	0	0	0	0	0	0
Ubtd1	74.300000	0	172	0	0	0	461	0	0	110	0	0
Mms19	74.300000	0	172	0	0	0	461	0	0	110	0	0
Spred3	74.200000	0	0	742	0	0	0	0	0	0	0	0
Rdh14	74.200000	0	109	355	0	0	141	0	0	137	0	0
Natd1	74.200000	0	256	368	0	0	118	0	0	0	0	0
Lyg1	74.200000	130	249	363	0	0	0	0	0	0	0	0
Lars2	74.200000	0	374	368	0	0	0	0	0	0	0	0
Ggn	74.200000	0	0	742	0	0	0	0	0	0	0	0
Gm6551	74.100000	0	190	551	0	0	0	0	0	0	0	0
Gins1	74.100000	326	0	212	0	0	203	0	0	0	0	0
Flywch1	74.100000	115	115	251	0	0	162	0	0	98	0	0
Cpt1b	74.100000	197	238	143	0	0	163	0	0	0	0	0
Chkb	74.100000	197	238	143	0	0	163	0	0	0	0	0
Smarcd2	74.000000	0	362	188	0	0	190	0	0	0	0	0
Rnf125	74.000000	356	0	0	0	0	292	0	0	92	0	0
Pik3ca	74.000000	117	146	281	0	0	196	0	0	0	0	0
Otub1	74.000000	0	0	69	0	0	372	0	0	299	0	0
Ogfod1	74.000000	170	171	79	0	0	162	0	0	158	0	0
Nudt21	74.000000	170	171	79	0	0	162	0	0	158	0	0
Irs2	74.000000	0	623	117	0	0	0	0	0	0	0	0
Igfbp3	74.000000	0	408	332	0	0	0	0	0	0	0	0
Dnaic2	74.000000	0	426	314	0	0	0	0	0	0	0	0
Nsun3	73.900000	0	347	232	0	0	160	0	0	0	0	0
Klhl12	73.900000	0	0	0	0	0	632	0	0	107	0	0
Hmx2	73.900000	0	369	370	0	0	0	0	0	0	0	0
H2bc21	73.900000	0	454	141	0	0	144	0	0	0	0	0
H2ac21	73.900000	0	454	141	0	0	144	0	0	0	0	0
H2ac20	73.900000	0	454	141	0	0	144	0	0	0	0	0
Cnot1	73.900000	0	314	236	0	0	189	0	0	0	0	0
Taf9	73.800000	0	0	193	0	0	439	0	0	106	0	0
Rbks	73.800000	358	0	0	0	0	380	0	0	0	0	0
Rad17	73.800000	0	0	193	0	0	439	0	0	106	0	0
Ptbp2	73.800000	0	347	190	0	0	201	0	0	0	0	0
Mast1	73.800000	152	446	140	0	0	0	0	0	0	0	0
Csnk1g2	73.800000	82	152	95	0	0	324	0	0	85	0	0
Babam2	73.800000	358	0	0	0	0	380	0	0	0	0	0
Apobec2	73.800000	0	258	480	0	0	0	0	0	0	0	0
Akr1e1	73.800000	0	290	355	0	0	93	0	0	0	0	0
Ak6	73.800000	0	0	193	0	0	439	0	0	106	0	0
Trit1	73.700000	0	386	253	0	0	98	0	0	0	0	0
Pigv	73.700000	737	0	0	0	0	0	0	0	0	0	0
Dhx9	73.700000	0	295	442	0	0	0	0	0	0	0	0
Ap1g1	73.700000	180	0	0	0	0	356	0	0	201	0	0
Polr3b	73.600000	0	166	225	0	0	241	0	0	104	0	0
Poln	73.600000	121	271	157	0	0	187	0	0	0	0	0
Haus3	73.600000	121	271	157	0	0	187	0	0	0	0	0
Chordc1	73.500000	118	169	104	0	0	209	0	0	135	0	0
Tnfaip6	73.400000	391	0	0	0	0	222	0	0	121	0	0
Rmi2	73.400000	0	0	101	0	0	522	0	0	111	0	0
Mbtps2	73.400000	276	279	179	0	0	0	0	0	0	0	0
Tox4	73.300000	0	0	101	0	0	500	0	0	132	0	0
Tmed3	73.300000	0	128	131	0	0	93	114	131	136	0	0
Rab2b	73.300000	0	0	101	0	0	500	0	0	132	0	0
Pbx4	73.300000	141	246	346	0	0	0	0	0	0	0	0
Ttc33	73.200000	163	259	209	0	0	0	0	0	101	0	0
Tmem262	73.200000	0	0	229	0	0	359	0	0	144	0	0
Snrnp200	73.200000	186	0	100	0	0	294	0	0	152	0	0
Ska2	73.200000	0	140	231	0	0	227	0	0	134	0	0
Prr11	73.200000	0	140	231	0	0	227	0	0	134	0	0
Ppp1r14a	73.200000	0	588	144	0	0	0	0	0	0	0	0
Lnpep	73.200000	0	0	326	0	0	277	0	0	129	0	0
Ccdc107	73.200000	0	186	410	0	0	136	0	0	0	0	0
1810024B03Rik	73.200000	186	0	100	0	0	294	0	0	152	0	0
Siglec1	73.000000	0	211	282	0	0	237	0	0	0	0	0
Pip5k1c	73.000000	592	0	138	0	0	0	0	0	0	0	0
Pdp2	73.000000	0	431	299	0	0	0	0	0	0	0	0
Ints9	73.000000	0	266	363	0	0	101	0	0	0	0	0
Hmbox1	73.000000	0	266	363	0	0	101	0	0	0	0	0
Fbxl2	73.000000	0	402	328	0	0	0	0	0	0	0	0
Actr1b	73.000000	0	148	582	0	0	0	0	0	0	0	0
Abcf1	73.000000	303	0	137	0	0	135	0	0	155	0	0
4933424G06Rik	73.000000	0	148	582	0	0	0	0	0	0	0	0
4930558K02Rik	73.000000	0	291	267	0	0	172	0	0	0	0	0
Qsox2	72.900000	0	729	0	0	0	0	0	0	0	0	0
Creb1	72.900000	0	0	71	0	0	524	0	0	134	0	0
9430015G10Rik	72.900000	285	0	109	0	0	228	0	0	107	0	0
Ppp2r1b	72.800000	0	604	124	0	0	0	0	0	0	0	0
Pgk1	72.800000	0	464	264	0	0	0	0	0	0	0	0
Mpc2	72.800000	95	0	106	0	0	527	0	0	0	0	0
Dcaf6	72.800000	95	0	106	0	0	527	0	0	0	0	0
Wdr89	72.700000	149	128	147	0	0	170	0	0	133	0	0
Slc35d1	72.700000	0	727	0	0	0	0	0	0	0	0	0
Lamtor4	72.700000	0	0	193	0	0	339	195	0	0	0	0
Zc3h18	72.600000	150	310	141	0	0	125	0	0	0	0	0
Tmem186	72.600000	260	110	245	0	0	111	0	0	0	0	0
Srebf2	72.600000	0	321	405	0	0	0	0	0	0	0	0
Pmm2	72.600000	260	110	245	0	0	111	0	0	0	0	0
Gm10710	72.600000	0	354	372	0	0	0	0	0	0	0	0
Fbxl16	72.600000	0	0	726	0	0	0	0	0	0	0	0
Dnajc6	72.600000	258	129	339	0	0	0	0	0	0	0	0
Dchs2	72.600000	0	354	372	0	0	0	0	0	0	0	0
Zfp667	72.500000	0	202	356	0	0	167	0	0	0	0	0
Trpm2	72.500000	0	0	0	0	0	583	0	0	142	0	0
Slc35a1	72.400000	0	333	0	0	0	267	0	0	124	0	0
Ppp6r3	72.400000	0	0	151	0	0	453	0	0	120	0	0
Calm1	72.400000	103	0	165	0	0	347	0	0	109	0	0
Vill	72.300000	0	211	512	0	0	0	0	0	0	0	0
Chdh	72.300000	0	0	0	0	0	530	0	0	193	0	0
Adgrv1	72.300000	0	454	269	0	0	0	0	0	0	0	0
Tulp2	72.200000	0	255	217	0	0	250	0	0	0	0	0
Trp53rka	72.200000	160	0	0	0	0	406	0	0	156	0	0
Rpl30	72.200000	512	0	136	0	0	74	0	0	0	0	0
Rgsl1	72.200000	0	0	0	0	0	609	0	0	113	0	0
Plbd2	72.200000	577	0	145	0	0	0	0	0	0	0	0
Med6	72.200000	0	198	144	0	0	235	0	0	145	0	0
Glipr1	72.200000	478	0	0	0	0	244	0	0	0	0	0
Fbxl7	72.200000	0	348	374	0	0	0	0	0	0	0	0
Dhdh	72.200000	0	255	217	0	0	250	0	0	0	0	0
B4galt4	72.200000	146	0	0	0	0	259	153	164	0	0	0
Tbc1d17	72.100000	0	181	188	0	0	253	0	0	99	0	0
Nek1	72.100000	0	411	143	0	0	167	0	0	0	0	0
Hnrnpa2b1	72.100000	128	0	320	0	0	171	0	0	102	0	0
Glipr1l3	72.100000	0	436	285	0	0	0	0	0	0	0	0
Gbp8	72.100000	0	0	0	0	0	600	0	0	121	0	0
Cbx3	72.100000	128	0	320	0	0	171	0	0	102	0	0
Caps2	72.100000	0	436	285	0	0	0	0	0	0	0	0
Arl6ip1	72.100000	0	326	95	0	0	162	0	0	138	0	0
Akt1s1	72.100000	0	181	188	0	0	253	0	0	99	0	0
Slain1	72.000000	0	359	361	0	0	0	0	0	0	0	0
Rfesd	72.000000	139	297	154	0	0	130	0	0	0	0	0
Ksr2	72.000000	0	0	196	0	0	374	0	0	150	0	0
Tax1bp1	71.900000	231	0	0	0	0	378	0	0	110	0	0
Ssc5d	71.900000	0	256	463	0	0	0	0	0	0	0	0
Slc39a3	71.900000	123	0	244	0	0	250	0	0	102	0	0
Ptpn6	71.900000	0	233	249	0	0	237	0	0	0	0	0
Nat14	71.900000	0	256	463	0	0	0	0	0	0	0	0
Htr4	71.900000	0	591	128	0	0	0	0	0	0	0	0
Fmn2	71.900000	0	319	400	0	0	0	0	0	0	0	0
Fem1b	71.800000	0	271	90	0	0	271	0	0	86	0	0
Cpvl	71.800000	0	384	334	0	0	0	0	0	0	0	0
Arid3b	71.800000	0	482	236	0	0	0	0	0	0	0	0
Tmem132c	71.700000	0	458	259	0	0	0	0	0	0	0	0
Prpf8	71.700000	0	102	111	0	0	297	0	0	207	0	0
Ppt1	71.700000	0	203	264	0	0	250	0	0	0	0	0
Naxd	71.700000	0	211	380	0	0	126	0	0	0	0	0
Gramd1c	71.700000	0	0	0	0	0	539	0	0	178	0	0
Trrap	71.600000	0	211	505	0	0	0	0	0	0	0	0
Trim37	71.600000	188	336	106	0	0	0	0	0	86	0	0
Slx4	71.600000	136	128	0	0	0	285	0	0	167	0	0
Pdpn	71.600000	0	430	286	0	0	0	0	0	0	0	0
Mysm1	71.600000	0	405	311	0	0	0	0	0	0	0	0
Mnd1	71.600000	190	0	0	0	0	245	122	0	159	0	0
Chfr	71.600000	329	255	0	0	0	132	0	0	0	0	0
Zfp959	71.500000	165	0	73	0	0	255	0	0	222	0	0
Ptbp3	71.500000	0	360	355	0	0	0	0	0	0	0	0
Dlk1	71.500000	0	547	168	0	0	0	0	0	0	0	0
Ndufs7	71.400000	68	0	193	0	0	344	0	0	109	0	0
Hoxa9	71.400000	0	323	391	0	0	0	0	0	0	0	0
Brf2	71.400000	0	0	245	0	0	292	0	0	177	0	0
Prnp	71.300000	0	253	264	0	0	196	0	0	0	0	0
Prn	71.300000	0	253	264	0	0	196	0	0	0	0	0
Pard3	71.300000	0	200	513	0	0	0	0	0	0	0	0
Gcnt4	71.300000	0	402	311	0	0	0	0	0	0	0	0
Dstn	71.300000	0	224	156	0	0	333	0	0	0	0	0
Cyth2	71.300000	118	0	245	0	0	197	0	0	153	0	0
Zfp384	71.200000	0	176	261	0	0	174	0	0	101	0	0
Zbtb39	71.200000	0	0	315	0	0	397	0	0	0	0	0
Tmeff1	71.200000	0	426	286	0	0	0	0	0	0	0	0
Sp5	71.200000	0	146	566	0	0	0	0	0	0	0	0
Etl4	71.200000	0	584	128	0	0	0	0	0	0	0	0
Amn1	71.200000	410	0	0	0	0	181	0	0	121	0	0
Ubac1	71.100000	0	0	0	0	0	507	0	0	204	0	0
Slc4a10	71.100000	0	423	288	0	0	0	0	0	0	0	0
Pacsin2	71.100000	367	0	0	0	0	344	0	0	0	0	0
Hsp90ab1	71.100000	711	0	0	0	0	0	0	0	0	0	0
Onecut1	71.000000	0	267	443	0	0	0	0	0	0	0	0
Mpped2	71.000000	0	242	468	0	0	0	0	0	0	0	0
Gm4832	71.000000	111	0	0	0	0	231	368	0	0	0	0
Dnajb9	71.000000	0	259	200	0	0	164	0	0	87	0	0
Dera	71.000000	0	123	0	0	0	313	0	0	274	0	0
Unc93a2	70.900000	0	572	137	0	0	0	0	0	0	0	0
Ttc30b	70.900000	0	617	92	0	0	0	0	0	0	0	0
Tnip2	70.900000	0	0	0	0	0	337	0	0	372	0	0
Timm9	70.900000	122	138	177	0	0	149	0	0	123	0	0
B9d2	70.900000	0	0	84	0	0	444	181	0	0	0	0
Adtrp	70.900000	0	208	501	0	0	0	0	0	0	0	0
2700049A03Rik	70.900000	122	138	177	0	0	149	0	0	123	0	0
1700016H13Rik	70.900000	0	487	222	0	0	0	0	0	0	0	0
Tmub2	70.800000	0	173	405	0	0	130	0	0	0	0	0
Hsd17b12	70.800000	291	119	0	0	0	217	0	0	81	0	0
Clcn3	70.800000	0	162	245	0	0	301	0	0	0	0	0
Zfp865	70.700000	202	0	505	0	0	0	0	0	0	0	0
Snap25	70.700000	0	358	349	0	0	0	0	0	0	0	0
1700011L22Rik	70.700000	0	541	166	0	0	0	0	0	0	0	0
Vash1	70.600000	0	145	561	0	0	0	0	0	0	0	0
Szrd1	70.600000	134	0	264	0	0	308	0	0	0	0	0
Npy	70.600000	0	363	343	0	0	0	0	0	0	0	0
Nfib	70.600000	0	470	236	0	0	0	0	0	0	0	0
Tcof1	70.500000	705	0	0	0	0	0	0	0	0	0	0
Manea	70.500000	0	148	462	0	0	95	0	0	0	0	0
Zar1	70.400000	0	485	219	0	0	0	0	0	0	0	0
Ufc1	70.400000	0	491	0	0	0	115	0	0	98	0	0
Spin4	70.400000	0	530	174	0	0	0	0	0	0	0	0
Sh3glb1	70.400000	0	0	149	0	0	436	0	0	119	0	0
Rnmt	70.400000	117	293	294	0	0	0	0	0	0	0	0
Psmg3	70.400000	0	374	130	0	0	200	0	0	0	0	0
Irf2bp2	70.400000	279	0	0	0	0	425	0	0	0	0	0
Fignl2	70.400000	0	127	577	0	0	0	0	0	0	0	0
Fez1	70.400000	0	271	433	0	0	0	0	0	0	0	0
Fam210a	70.400000	117	293	294	0	0	0	0	0	0	0	0
Cntfr	70.400000	0	309	395	0	0	0	0	0	0	0	0
Cipc	70.400000	0	82	95	0	0	387	0	0	140	0	0
Zc2hc1a	70.300000	0	443	260	0	0	0	0	0	0	0	0
Gm44805	70.300000	182	0	0	0	0	386	0	0	135	0	0
Apoc4	70.300000	182	0	0	0	0	386	0	0	135	0	0
Ubxn7	70.200000	0	127	177	0	0	398	0	0	0	0	0
Slc26a11	70.200000	0	0	0	0	0	387	220	0	95	0	0
Sgsh	70.200000	0	0	0	0	0	387	220	0	95	0	0
Qser1	70.200000	0	219	357	0	0	126	0	0	0	0	0
Kcne1l	70.200000	0	542	160	0	0	0	0	0	0	0	0
Eef2k	70.200000	197	0	367	0	0	138	0	0	0	0	0
Camk4	70.200000	0	515	187	0	0	0	0	0	0	0	0
Bcar3	70.200000	0	266	436	0	0	0	0	0	0	0	0
Tmem50b	70.100000	0	0	154	0	0	232	0	0	315	0	0
Ppm1b	70.100000	72	185	288	0	0	156	0	0	0	0	0
Hyou1	70.100000	0	148	346	0	0	207	0	0	0	0	0
Gatad2b	70.100000	142	136	118	0	0	121	0	0	184	0	0
Cd69	70.100000	128	0	0	0	0	428	0	0	145	0	0
Ccng1	70.100000	0	0	275	0	0	248	0	0	178	0	0
Lfng	70.000000	0	191	509	0	0	0	0	0	0	0	0
Krt20	69.900000	0	417	282	0	0	0	0	0	0	0	0
Sh3gl1	69.800000	118	165	217	0	0	198	0	0	0	0	0
Lrrc8d	69.800000	168	169	161	0	0	200	0	0	0	0	0
Col5a3	69.800000	0	314	384	0	0	0	0	0	0	0	0
Chaf1a	69.800000	118	165	217	0	0	198	0	0	0	0	0
Tmem14a	69.600000	0	411	285	0	0	0	0	0	0	0	0
Tes	69.600000	0	471	225	0	0	0	0	0	0	0	0
Emilin1	69.600000	0	0	0	0	0	588	0	0	108	0	0
Csgalnact2	69.600000	151	0	0	0	0	545	0	0	0	0	0
Smpd1	69.500000	262	0	260	0	0	173	0	0	0	0	0
1700020L24Rik	69.500000	0	0	0	0	0	364	0	164	167	0	0
Wfikkn1	69.400000	0	225	469	0	0	0	0	0	0	0	0
Sox21	69.400000	0	288	143	0	0	263	0	0	0	0	0
Naaladl2	69.400000	0	387	307	0	0	0	0	0	0	0	0
Mideas	69.400000	118	208	138	0	0	230	0	0	0	0	0
Ggnbp2	69.400000	0	429	0	0	0	265	0	0	0	0	0
Cp	69.400000	108	0	0	0	0	452	0	0	134	0	0
Tmigd3	69.300000	0	0	0	0	0	521	0	0	172	0	0
Plscr1	69.300000	0	191	200	0	0	163	0	0	139	0	0
Ctf1	69.300000	0	0	119	0	0	459	0	0	115	0	0
Bcl7c	69.300000	0	0	119	0	0	459	0	0	115	0	0
Ttc32	69.200000	0	179	314	0	0	199	0	0	0	0	0
Madcam1	69.200000	0	314	155	0	0	88	0	0	135	0	0
Aptx	69.100000	0	405	123	0	0	0	0	0	163	0	0
4930402H24Rik	69.100000	0	385	306	0	0	0	0	0	0	0	0
Vapa	69.000000	0	128	0	0	0	562	0	0	0	0	0
Erp29	69.000000	0	280	410	0	0	0	0	0	0	0	0
Edem2	69.000000	0	0	0	0	0	548	0	0	142	0	0
Zfp146	68.900000	0	185	309	0	0	195	0	0	0	0	0
Taf1a	68.900000	0	0	91	0	0	353	0	0	245	0	0
Fam210b	68.900000	0	89	600	0	0	0	0	0	0	0	0
Abcg2	68.800000	0	0	688	0	0	0	0	0	0	0	0
Tmem14c	68.700000	0	0	0	0	0	581	0	0	106	0	0
Ropn1l	68.700000	232	0	219	0	0	146	0	0	90	0	0
Aftph	68.700000	0	398	188	0	0	101	0	0	0	0	0
Tnni3k	68.600000	0	0	0	0	0	345	194	0	147	0	0
Mlxip	68.600000	686	0	0	0	0	0	0	0	0	0	0
Dhrs7	68.600000	0	195	289	0	0	202	0	0	0	0	0
Olfr556	68.500000	0	211	305	0	0	169	0	0	0	0	0
Zfp51	68.400000	182	0	387	0	0	115	0	0	0	0	0
Spock3	68.400000	0	478	206	0	0	0	0	0	0	0	0
Snx10	68.400000	226	183	275	0	0	0	0	0	0	0	0
Slfn2	68.400000	0	0	0	0	0	684	0	0	0	0	0
Slc39a6	68.400000	0	286	199	0	0	111	0	0	88	0	0
Rnf217	68.400000	0	222	462	0	0	0	0	0	0	0	0
Olfr692	68.400000	0	0	0	0	0	477	0	207	0	0	0
Gm5901	68.400000	0	0	0	0	0	477	0	207	0	0	0
Elp2	68.400000	0	286	199	0	0	111	0	0	88	0	0
Btg1	68.400000	173	0	317	0	0	114	0	0	80	0	0
Ppp1r9a	68.300000	0	146	537	0	0	0	0	0	0	0	0
Hbp1	68.300000	176	138	174	0	0	195	0	0	0	0	0
Fig4	68.300000	431	252	0	0	0	0	0	0	0	0	0
Eaf2	68.300000	0	158	278	0	0	158	0	0	89	0	0
Chst8	68.300000	0	553	130	0	0	0	0	0	0	0	0
Ak9	68.300000	431	252	0	0	0	0	0	0	0	0	0
Rnf113a2	68.200000	516	0	0	0	0	84	0	0	82	0	0
Itgam	68.200000	0	0	0	0	0	451	0	0	231	0	0
Engase	68.200000	0	0	0	0	0	682	0	0	0	0	0
Eda2r	68.200000	0	385	297	0	0	0	0	0	0	0	0
Creb5	68.200000	0	263	260	0	0	159	0	0	0	0	0
Stambpl1	68.100000	0	0	0	0	0	681	0	0	0	0	0
Fry	68.100000	0	274	149	0	0	173	0	0	85	0	0
Sdc4	68.000000	0	231	185	0	0	264	0	0	0	0	0
Pkp2	68.000000	0	680	0	0	0	0	0	0	0	0	0
Crocc	68.000000	0	179	389	0	0	112	0	0	0	0	0
Coq3	68.000000	0	220	116	0	0	228	0	0	116	0	0
Anapc5	68.000000	191	89	0	0	0	274	0	0	126	0	0
Slu7	67.900000	567	0	0	0	0	0	0	0	112	0	0
Nxph3	67.900000	0	283	396	0	0	0	0	0	0	0	0
Eif2b2	67.900000	131	100	183	0	0	182	0	0	83	0	0
Zfp658	67.800000	0	138	119	0	0	287	0	0	134	0	0
Selenof	67.800000	0	286	392	0	0	0	0	0	0	0	0
Jade1	67.800000	359	0	85	0	0	234	0	0	0	0	0
Hs2st1	67.800000	0	286	392	0	0	0	0	0	0	0	0
Crot	67.800000	0	173	261	0	0	149	0	0	95	0	0
Zfp707	67.700000	0	350	214	0	0	0	0	0	113	0	0
Sall2	67.700000	0	285	173	0	0	219	0	0	0	0	0
Psd4	67.700000	0	0	0	0	0	539	0	0	138	0	0
Calml4	67.700000	0	216	461	0	0	0	0	0	0	0	0
Trp53bp2	67.600000	0	150	333	0	0	193	0	0	0	0	0
Nup54	67.600000	234	0	0	0	0	295	0	0	147	0	0
Gm4951	67.600000	0	280	396	0	0	0	0	0	0	0	0
Cox18	67.600000	176	0	91	0	0	289	0	0	120	0	0
Psmb2	67.500000	311	0	101	0	0	263	0	0	0	0	0
Wbp1l	67.400000	0	257	259	0	0	158	0	0	0	0	0
Rgmb	67.400000	0	293	381	0	0	0	0	0	0	0	0
Cgnl1	67.400000	0	411	263	0	0	0	0	0	0	0	0
Mrnip	67.300000	0	290	174	0	0	209	0	0	0	0	0
Timm22	67.200000	0	0	220	0	0	452	0	0	0	0	0
Sirpb1b	67.200000	0	0	0	0	0	540	132	0	0	0	0
Ric8a	67.200000	0	138	138	0	103	199	0	0	94	0	0
Nsfl1c	67.200000	0	0	0	0	0	519	0	0	153	0	0
Cldn14	67.200000	0	356	220	0	0	0	0	0	96	0	0
Chd4	67.200000	0	336	336	0	0	0	0	0	0	0	0
Bet1l	67.200000	0	138	138	0	103	199	0	0	94	0	0
Tspyl2	67.100000	155	211	305	0	0	0	0	0	0	0	0
Trpm7	67.100000	0	0	0	0	0	451	0	0	220	0	0
Tlx3	67.100000	0	428	243	0	0	0	0	0	0	0	0
Mxd3	67.100000	260	82	226	0	0	103	0	0	0	0	0
Tcf19	67.000000	0	267	403	0	0	0	0	0	0	0	0
Stpg2	67.000000	0	354	316	0	0	0	0	0	0	0	0
Padi4	67.000000	0	500	170	0	0	0	0	0	0	0	0
Mospd3	67.000000	343	134	193	0	0	0	0	0	0	0	0
Magoh	67.000000	183	0	80	0	0	311	0	0	96	0	0
Cchcr1	67.000000	0	267	403	0	0	0	0	0	0	0	0
Casp7	67.000000	0	454	216	0	0	0	0	0	0	0	0
Add2	67.000000	0	482	188	0	0	0	0	0	0	0	0
Traf3	66.900000	0	323	346	0	0	0	0	0	0	0	0
Fancd2os	66.900000	0	0	243	0	0	237	0	0	189	0	0
Brk1	66.900000	0	0	243	0	0	237	0	0	189	0	0
Stoml2	66.800000	0	200	286	0	0	182	0	0	0	0	0
Rab43	66.800000	413	255	0	0	0	0	0	0	0	0	0
Psma5	66.800000	0	313	256	0	0	99	0	0	0	0	0
Herpud1	66.800000	187	116	235	0	0	130	0	0	0	0	0
9530068E07Rik	66.800000	668	0	0	0	0	0	0	0	0	0	0
Fam13b	66.700000	368	179	0	0	0	120	0	0	0	0	0
Ccz1	66.700000	0	189	240	0	0	238	0	0	0	0	0
C9orf72	66.700000	0	107	305	0	0	255	0	0	0	0	0
Ugp2	66.600000	0	266	400	0	0	0	0	0	0	0	0
Ube2c	66.600000	0	168	280	0	0	128	0	0	90	0	0
Tspan17	66.600000	666	0	0	0	0	0	0	0	0	0	0
Tmem47	66.600000	0	321	345	0	0	0	0	0	0	0	0
Sash1	66.600000	0	136	147	0	0	123	0	0	260	0	0
Marchf3	66.600000	0	589	0	0	0	77	0	0	0	0	0
Kat6b	66.600000	0	198	238	0	0	150	0	0	80	0	0
H4c3	66.600000	0	113	0	0	0	346	0	0	207	0	0
Fgf3	66.600000	0	207	459	0	0	0	0	0	0	0	0
Eif4e1b	66.600000	666	0	0	0	0	0	0	0	0	0	0
Disp1	66.600000	0	86	0	0	0	366	214	0	0	0	0
Tmem208	66.500000	0	289	197	0	0	179	0	0	0	0	0
Lsg1	66.500000	0	189	228	0	0	248	0	0	0	0	0
Lrrc29	66.500000	0	289	197	0	0	179	0	0	0	0	0
Olfr297	66.400000	0	382	282	0	0	0	0	0	0	0	0
N4bp2	66.400000	0	309	355	0	0	0	0	0	0	0	0
Dhx58	66.400000	417	119	128	0	0	0	0	0	0	0	0
Cercam	66.400000	0	547	117	0	0	0	0	0	0	0	0
Tppp3	66.300000	0	165	498	0	0	0	0	0	0	0	0
BC048679	66.300000	0	211	452	0	0	0	0	0	0	0	0
Ap3b2	66.300000	0	211	452	0	0	0	0	0	0	0	0
Trmt12	66.200000	0	232	283	0	0	147	0	0	0	0	0
Sgk3	66.200000	0	465	197	0	0	0	0	0	0	0	0
Itsn1	66.200000	176	123	115	0	0	248	0	0	0	0	0
Ghrh	66.200000	0	233	429	0	0	0	0	0	0	0	0
Cryzl1	66.200000	176	123	115	0	0	248	0	0	0	0	0
Cnn3	66.200000	0	331	331	0	0	0	0	0	0	0	0
Tbx15	66.100000	0	661	0	0	0	0	0	0	0	0	0
Suds3	66.100000	0	189	337	0	0	135	0	0	0	0	0
Skap2	66.100000	94	267	181	0	0	119	0	0	0	0	0
Mak	66.100000	0	0	0	0	0	511	0	0	150	0	0
Gzf1	66.100000	0	141	0	0	0	520	0	0	0	0	0
Etfa	66.100000	0	297	364	0	0	0	0	0	0	0	0
Dnajb5	66.100000	0	419	242	0	0	0	0	0	0	0	0
Defb21	66.100000	0	200	461	0	0	0	0	0	0	0	0
Defb19	66.100000	0	200	461	0	0	0	0	0	0	0	0
Cirbp	66.100000	283	132	0	0	0	246	0	0	0	0	0
Camk1g	66.100000	0	158	298	0	0	205	0	0	0	0	0
Rnf122	66.000000	0	119	541	0	0	0	0	0	0	0	0
Nars	66.000000	159	0	102	0	0	399	0	0	0	0	0
Ddx24	66.000000	167	119	119	0	0	125	0	0	130	0	0
Tstd2	65.900000	0	497	162	0	0	0	0	0	0	0	0
Shox2	65.900000	0	169	171	0	0	238	0	0	81	0	0
Rictor	65.900000	0	410	0	0	0	0	249	0	0	0	0
Rangap1	65.900000	117	0	208	0	0	334	0	0	0	0	0
Pacs1	65.900000	0	255	404	0	0	0	0	0	0	0	0
