Target_genes	Rara|Average	SRX018669|ES_cells	SRX10562781|ES_cells	SRX208055|ES_cells	SRX208062|ES_cells	SRX520462|F9	SRX520468|F9	SRX520474|F9	SRX520479|F9	SRX3301664|Forelimb	SRX3301665|Forelimb	SRX4369776|Germline_stem_cells	SRX4369779|Germline_stem_cells	SRX4369782|Germline_stem_cells	SRX4369785|Germline_stem_cells	SRX337439|Liver	SRX018670|mESC_derived_neural_cells	SRX118692|mESC_derived_neural_cells	SRX118693|mESC_derived_neural_cells	SRX675957|Th1_Cells	STRING
Bgn	26.631579	0	0	0	0	77	0	224	205	0	0	0	0	0	0	0	0	0	0	0	0
A430057M04Rik	26.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0
Zfp131	26.578947	0	0	127	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0
Tmem14c	26.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0
Suds3	26.578947	0	188	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Slc38a4	26.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	156	0	0	0
Slc11a2	26.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0
Poln	26.578947	0	0	100	104	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0
Ostf1	26.578947	0	0	83	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0
Nmrk1	26.578947	0	0	83	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0
Lpin1	26.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0
Krtap3-2	26.578947	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0
Haus3	26.578947	0	0	100	104	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0
Gnb2	26.578947	0	220	72	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0
Gm5741	26.578947	0	0	227	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0
Eif4b	26.578947	0	0	243	125	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Dhps	26.578947	0	0	227	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0
Cdc37l1	26.578947	0	0	227	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0
Wdpcp	26.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	0
Uqcrb	26.526316	0	0	135	145	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0
Tuft1	26.526316	0	0	186	0	0	0	0	0	0	0	0	0	0	0	228	0	90	0	0	0
Tslp	26.526316	0	0	0	0	243	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Tnks2	26.526316	0	0	85	93	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0
Tmem17	26.526316	0	0	144	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0
Sra1	26.526316	0	0	162	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0
Spp1	26.526316	0	0	0	0	93	116	0	141	0	0	0	0	0	0	0	0	154	0	0	0
Racgap1	26.526316	0	0	115	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl6b	26.526316	0	0	114	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0
Myl6	26.526316	0	0	114	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0
Mdm2	26.526316	0	0	0	120	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Mdh1	26.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	0
Krtap6-1	26.526316	0	0	0	0	184	0	204	116	0	0	0	0	0	0	0	0	0	0	0	0
Igbp1b	26.526316	0	0	0	0	165	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm2	26.526316	0	0	0	0	0	117	111	0	0	0	0	0	0	0	276	0	0	0	0	0
Gm10767	26.526316	0	0	135	145	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0
Fthl17f	26.526316	0	0	0	0	204	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb4	26.526316	0	0	66	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0
Zfp446	26.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0
Trappc5	26.473684	0	0	108	75	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0
Top1mt	26.473684	0	0	132	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0
Tmem253	26.473684	0	0	202	86	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bgrl2	26.473684	0	0	119	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Fcor	26.473684	0	0	108	75	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0
Bphl	26.473684	0	0	133	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0
Tmem237	26.421053	0	0	115	118	0	0	148	0	0	0	0	0	0	0	121	0	0	0	0	0
Srr	26.421053	0	0	115	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0
Smg6	26.421053	0	0	115	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0
Serpina3m	26.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0
Mthfsl	26.421053	0	0	98	0	0	161	0	0	0	0	0	0	0	0	243	0	0	0	0	0
Il23a	26.421053	0	0	0	0	0	0	144	175	0	0	0	0	0	0	183	0	0	0	0	0
Dynlt1b	26.421053	0	0	344	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borcs5	26.421053	0	0	108	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0
Bod1l	26.421053	0	0	124	109	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0
Asb1	26.421053	0	0	81	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0
Ankfy1	26.421053	0	0	184	181	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Zc3h6	26.368421	0	0	137	94	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0
Tomm40l	26.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0
Togaram1	26.368421	0	0	187	110	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0
Tmem30a	26.368421	0	0	100	0	0	0	0	100	0	0	0	0	0	0	301	0	0	0	0	0
Smc5	26.368421	0	0	203	149	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Slc45a1	26.368421	0	0	0	0	0	0	0	134	0	0	0	0	0	0	367	0	0	0	0	0
Pym1	26.368421	0	0	149	0	0	199	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Pgpep1	26.368421	0	0	0	0	0	229	0	0	0	0	0	0	0	0	272	0	0	0	0	0
Lrrc63	26.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0
Lcp1	26.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0
Klhl28	26.368421	0	0	187	110	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0
Gvin1	26.368421	0	0	126	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
Gm4070	26.368421	0	0	126	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
Gm10406	26.368421	0	227	114	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp8ap2	26.368421	0	0	128	0	143	0	100	0	0	0	0	0	0	0	130	0	0	0	0	0
Apoa2	26.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0
Zfp64	26.315789	0	0	92	0	0	210	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Rnf4	26.315789	0	0	245	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0
Olfr38	26.315789	0	0	332	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk2	26.315789	0	0	161	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0
Grm4	26.315789	0	0	0	0	0	357	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Efhd2	26.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0
Ascc2	26.315789	0	0	174	0	0	139	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Arfgap1	26.315789	0	0	191	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0
Zcwpw1	26.263158	0	0	126	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0
Rsbn1	26.263158	0	0	145	132	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Rps17	26.263158	0	0	186	102	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Ppp2r5a	26.263158	0	0	91	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0
Otud1	26.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0
Mepce	26.263158	0	0	126	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0
Med27	26.263158	0	0	107	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0
Man1a2	26.263158	0	0	128	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0
Bnip3l	26.263158	0	0	109	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0
0610010K14Rik	26.263158	0	0	99	0	0	139	0	0	0	0	0	0	0	0	261	0	0	0	0	0
Wdr4	26.210526	0	0	188	87	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0
Spint4	26.210526	0	0	0	0	0	183	0	0	0	0	86	0	0	0	0	0	229	0	0	0
Rpain	26.210526	0	0	201	90	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Rab11fip3	26.210526	0	0	98	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0
Mrpl34	26.210526	0	0	0	0	0	294	0	0	0	0	0	0	0	0	204	0	0	0	0	0
Ldha	26.210526	0	0	113	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0
Fdft1	26.210526	0	0	123	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
Dpagt1	26.210526	0	0	108	0	0	252	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Cnot4	26.210526	0	0	88	97	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0
Zfp292	26.157895	0	0	118	0	0	183	0	0	0	0	0	0	0	0	196	0	0	0	0	0
Wdr7	26.157895	0	0	174	0	0	114	0	0	117	0	0	0	0	0	92	0	0	0	0	0
Rbm27	26.157895	0	0	146	87	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0
Osbpl10	26.157895	0	0	0	0	126	0	166	205	0	0	0	0	0	0	0	0	0	0	0	0
Hbs1l	26.157895	0	0	133	100	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0
Gm8439	26.157895	0	0	0	0	0	207	0	0	0	0	0	0	0	0	290	0	0	0	0	0
Gemin6	26.157895	0	0	244	105	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Cmtr1	26.157895	0	0	185	94	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0
2300009A05Rik	26.157895	0	0	87	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0
Zc3h18	26.105263	0	0	200	122	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Utp4	26.105263	0	0	116	71	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0
Ucn3	26.105263	0	0	0	0	147	0	163	186	0	0	0	0	0	0	0	0	0	0	0	0
Tcim	26.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0
Sp2	26.105263	0	0	0	149	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0
Smg1	26.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0
Sil1	26.105263	0	0	112	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Serpina3i	26.105263	0	0	0	0	238	0	125	133	0	0	0	0	0	0	0	0	0	0	0	0
Npm2	26.105263	138	0	0	0	198	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtss1	26.105263	0	0	0	0	0	188	0	0	0	0	0	0	0	0	308	0	0	0	0	0
Ifngr1	26.105263	0	0	104	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0
Derpc	26.105263	0	0	116	71	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0
Chtf8	26.105263	0	0	116	71	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0
Aurkb	26.105263	0	227	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Arhgef37	26.105263	0	0	0	0	151	0	0	114	0	0	0	0	0	0	231	0	0	0	0	0
AI987944	26.105263	0	0	92	0	0	246	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Zfp870	26.052632	0	0	0	0	0	370	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Wdhd1	26.052632	0	0	147	142	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Uhrf2	26.052632	0	0	146	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0
Socs4	26.052632	0	0	147	142	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Smg9	26.052632	0	0	142	0	107	0	0	113	0	0	0	0	0	0	133	0	0	0	0	0
Gpr155	26.052632	0	0	138	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0
Gm45871	26.052632	0	0	108	0	0	228	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Cep85l	26.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0
Arid5b	26.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0
Acvr1b	26.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0
Aars2	26.052632	0	0	225	128	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Timm50	26.000000	0	0	146	107	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0
Stat4	26.000000	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Spdye4b	26.000000	0	0	0	0	0	0	93	157	0	0	0	0	0	0	244	0	0	0	0	0
Rbak	26.000000	0	0	0	0	0	0	93	157	0	0	0	0	0	0	244	0	0	0	0	0
Rab3gap2	26.000000	0	193	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0
Olfr671	26.000000	0	0	0	0	82	0	183	229	0	0	0	0	0	0	0	0	0	0	0	0
Man2b2	26.000000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0
Il11ra1	26.000000	0	0	73	0	0	201	0	0	0	0	0	0	0	0	220	0	0	0	0	0
Gtf2h2	26.000000	0	0	119	126	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0
Galt	26.000000	0	0	73	0	0	201	0	0	0	0	0	0	0	0	220	0	0	0	0	0
Cftr	26.000000	0	0	331	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankdd1a	26.000000	0	0	0	0	0	281	0	0	0	0	0	0	0	0	213	0	0	0	0	0
Tpst2	25.947368	0	0	109	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Snx2	25.947368	0	0	99	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0
Rras	25.947368	0	0	0	0	0	306	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Ptp4a2	25.947368	0	0	106	0	0	176	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Lif	25.947368	0	0	122	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0
Grasp	25.947368	0	0	217	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0
Fscn1	25.947368	0	0	92	131	0	162	0	0	0	0	0	0	0	0	108	0	0	0	0	0
Cnksr3	25.947368	0	0	71	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0
Ccdc32	25.947368	0	0	0	0	0	0	122	156	0	0	0	0	0	0	215	0	0	0	0	0
Atxn1	25.947368	0	0	0	0	165	0	0	151	0	0	0	0	0	0	177	0	0	0	0	0
1600014C10Rik	25.947368	0	0	203	120	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
Tmem248	25.894737	0	0	0	0	0	0	0	154	0	0	0	0	0	0	338	0	0	0	0	0
Strap	25.894737	0	0	0	158	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0
Sntb1	25.894737	0	0	0	0	98	0	158	107	0	0	0	0	0	0	129	0	0	0	0	0
Paip1	25.894737	0	0	0	0	128	0	0	140	0	0	0	0	0	0	224	0	0	0	0	0
Olfr1006	25.894737	0	0	0	0	223	0	101	168	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd1	25.894737	0	0	121	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0
Nsun3	25.894737	0	75	165	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0
Nr2f2	25.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	131	0	0	0	0
Nepro	25.894737	0	0	172	93	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0
Ndufb1	25.894737	0	0	203	142	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Naa16	25.894737	0	0	182	86	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0
Lrch3	25.894737	0	0	141	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0
Klhl29	25.894737	155	0	159	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Iqcf3	25.894737	0	0	0	0	143	0	163	186	0	0	0	0	0	0	0	0	0	0	0	0
Etv3	25.894737	0	0	124	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0
Eny2	25.894737	0	0	121	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0
Cyp4a10	25.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0
Cpsf2	25.894737	0	0	203	142	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Cbln3	25.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0
Aoc2	25.894737	0	0	169	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0
Adrm1	25.894737	0	108	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Adamtsl1	25.894737	0	0	0	0	204	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0
Usp34	25.842105	0	0	159	81	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0
Tgm1	25.842105	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sin3a	25.842105	0	0	0	0	0	172	0	0	0	0	0	0	0	0	88	0	231	0	0	0
Robo3	25.842105	0	0	0	0	165	112	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg1	25.842105	170	0	0	0	0	0	0	0	0	0	0	0	0	0	128	193	0	0	0	0
Pigm	25.842105	0	0	132	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0
Nol10	25.842105	0	0	217	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0
Mcm5	25.842105	0	0	141	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0
Ice1	25.842105	0	0	74	0	0	0	0	0	0	0	87	0	116	0	214	0	0	0	0	0
Gpa33	25.842105	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	191	0	0	0
Gnmt	25.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0
Fbxo28	25.842105	0	0	95	0	0	164	0	0	0	0	0	0	0	0	232	0	0	0	0	0
Fam133b	25.842105	0	0	173	112	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Dusp27	25.842105	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	191	0	0	0
Wdsub1	25.789474	0	105	0	0	0	257	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Tnpo3	25.789474	0	0	137	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0
Mmp25	25.789474	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Dffb	25.789474	0	122	94	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0
Cep104	25.789474	0	122	94	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0
Ap1ar	25.789474	0	0	179	78	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0
Wdr43	25.736842	0	0	225	95	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
Tmem169	25.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
Tjap1	25.736842	0	0	164	94	0	123	0	0	0	0	0	0	0	0	108	0	0	0	0	0
Tfcp2	25.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
Tanc1	25.736842	0	0	95	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0
Sdhaf3	25.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
Rala	25.736842	0	0	200	111	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Ppp1r3b	25.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
Pecr	25.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
Pcmtd2	25.736842	0	0	118	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0
Naglu	25.736842	0	0	123	105	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0
Lcmt2	25.736842	0	0	192	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0
Invs	25.736842	0	0	143	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0
Erp44	25.736842	0	0	143	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0
Adal	25.736842	0	0	192	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0
Smad6	25.684211	0	0	0	0	0	248	0	0	0	0	0	0	0	0	145	0	95	0	0	0
Rnf43	25.684211	0	0	0	116	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0
Rb1cc1	25.684211	0	0	145	75	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0
Papola	25.684211	0	0	0	0	0	211	0	0	0	0	0	0	0	0	277	0	0	0	0	0
Hlcs	25.684211	0	0	176	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Cyp3a13	25.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0
Cds2	25.684211	0	0	90	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0
Ube3a	25.631579	0	0	212	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0
Trhr2	25.631579	151	0	0	0	135	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Tial1	25.631579	0	0	179	195	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Tgfbrap1	25.631579	0	0	144	134	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0
Sowahc	25.631579	0	0	160	102	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Septin10	25.631579	0	0	160	102	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Nsf	25.631579	0	0	122	105	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
Hoxa7	25.631579	0	0	0	0	0	143	0	0	0	0	0	0	0	0	344	0	0	0	0	0
Homer1	25.631579	0	0	107	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0
Grpel2	25.631579	0	0	144	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0
C1s1	25.631579	0	0	0	0	0	0	125	0	0	0	0	0	0	0	362	0	0	0	0	0
AI597479	25.631579	0	0	144	134	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0
Ttbk1	25.578947	0	0	0	0	136	0	118	232	0	0	0	0	0	0	0	0	0	0	0	0
Tomm34	25.578947	0	0	133	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0
Stk4	25.578947	0	0	133	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0
Rbm38	25.578947	0	0	183	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0
Rbm28	25.578947	0	0	140	104	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0
Ogfod2	25.578947	0	0	83	0	0	156	0	132	0	0	0	0	0	0	115	0	0	0	0	0
Ogfod1	25.578947	0	0	202	143	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Nudt21	25.578947	0	0	202	143	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Map1b	25.578947	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	242	0	0	0
Mad2l1	25.578947	0	0	244	139	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0
Klhl22	25.578947	0	0	95	0	0	151	0	0	0	0	0	0	0	0	240	0	0	0	0	0
Arl6ip4	25.578947	0	0	83	0	0	156	0	132	0	0	0	0	0	0	115	0	0	0	0	0
Zbtb45	25.526316	0	0	0	0	0	301	0	0	0	0	0	0	0	0	184	0	0	0	0	0
Vps4a	25.526316	0	0	0	139	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0
Ttll6	25.526316	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec16a	25.526316	0	0	98	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0
Olfr389	25.526316	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0
Myocd	25.526316	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0
Mphosph6	25.526316	0	0	184	121	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0
Lgals2	25.526316	0	0	0	0	0	119	0	0	0	0	0	0	0	0	177	0	189	0	0	0
Iba57	25.526316	0	0	164	148	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0
Garre1	25.526316	0	0	116	109	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
Frg1	25.526316	0	0	247	112	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Dnajc27	25.526316	0	0	104	0	0	0	0	0	107	0	0	0	0	0	274	0	0	0	0	0
Cyp17a1	25.526316	0	0	150	182	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
1600014C23Rik	25.526316	0	0	0	165	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0
Ucp2	25.473684	0	0	118	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0
Ubtd1	25.473684	0	0	101	0	0	191	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Stt3b	25.473684	0	0	177	89	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0
Osgin2	25.473684	0	0	150	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0
Nutf2	25.473684	0	0	242	108	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Mms19	25.473684	0	0	101	0	0	191	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Dtx2	25.473684	0	0	165	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Cnpy1	25.473684	0	0	154	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccne1	25.473684	0	0	121	0	0	217	0	0	146	0	0	0	0	0	0	0	0	0	0	0
