Target_genes	Tal1|Average	SRX1056345|416B	SRX209469|Bone_Marrow_Cells	SRX079889|Embryonic_erythroblasts	SRX079890|Embryonic_erythroblasts	SRX145062|Embryonic_erythroblasts	SRX3889815|Embryonic_erythroblasts	SRX3889816|Embryonic_erythroblasts	SRX181747|Embryonic_megakaryocytes	SRX757571|ES_cells	SRX757572|ES_cells	SRX079861|G1E	SRX079862|G1E	SRX1030248|G1E	SRX1030249|G1E	SRX1030250|G1E	SRX145059|G1E	SRX1030252|G1E-ER4+E2	SRX1030253|G1E-ER4+E2	SRX1030254|G1E-ER4+E2	SRX1030255|G1E-ER4+E2	SRX1030256|G1E-ER4+E2	SRX1030257|G1E-ER4+E2	SRX1030258|G1E-ER4+E2	SRX1030259|G1E-ER4+E2	SRX1030260|G1E-ER4+E2	SRX1030261|G1E-ER4+E2	SRX145056|G1E-ER4+E2	SRX9290341|G1E-ER4+E2	SRX9290342|G1E-ER4+E2	SRX9290343|G1E-ER4+E2	SRX9290344|G1E-ER4+E2	SRX9290345|G1E-ER4+E2	SRX9290346|G1E-ER4+E2	SRX9290347|G1E-ER4+E2	SRX9290348|G1E-ER4+E2	SRX9290349|G1E-ER4+E2	SRX9290350|G1E-ER4+E2	SRX9290355|G1E-ER4+E2	SRX9290356|G1E-ER4+E2	SRX9290357|G1E-ER4+E2	SRX9290358|G1E-ER4+E2	SRX9290359|G1E-ER4+E2	SRX9290360|G1E-ER4+E2	SRX9290361|G1E-ER4+E2	SRX9290362|G1E-ER4+E2	SRX035991|Hematopoietic_progenitors	SRX7821060|Hematopoietic_progenitors	SRX180160|Hematopoietic_Stem_Cells	SRX180161|Hematopoietic_Stem_Cells	SRX1939449|Lymphoid-primed_multipotent_progenitors	SRX310207|Mast_Cells	SRX145058|MEL	SRX282674|MEL	SRX006799|mESC_derived_haematopoietic_progenitor	SRX006800|mESC_derived_haematopoietic_progenitor	SRX1035385|mESC_derived_haematopoietic_progenitor	SRX1035390|mESC_derived_haematopoietic_progenitor	SRX1035400|mESC_derived_haematopoietic_progenitor	SRX1035406|mESC_derived_macrophages	SRX282665|mESC_derived_mesodermal_cells	SRX282666|mESC_derived_mesodermal_cells	SRX282670|mESC_derived_mesodermal_cells	SRX2911513|mESC_derived_mesodermal_cells	SRX2911514|mESC_derived_mesodermal_cells	SRX757574|mESC_derived_mesodermal_cells	STRING
Psmf1	76.353846	0	113	0	329	521	156	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	249	0	0	0	0	0	0	483	0	0	0	0	253	1814	180	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl4	76.261538	217	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	1517	375	605	1515	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp14	76.107692	0	0	0	238	390	491	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	142	268	454	184	185	182	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0	147	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkln1	76.061538	0	169	146	488	788	461	954	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	178	0	0	0	0	0	0	185	0	0	0	0	0	0	407	0	0	0	0	127	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5dc3	76.015385	632	0	0	0	0	224	145	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	146	221	305	146	2111	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcl1	75.923077	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	361	397	136	186	0	0	0	0	610	0	0	0	0	0	0	88	407	162	173	407	465	665	0	0	0	0	0	0	0	228	0	0	0	0	0	0
Tmtc2	75.753846	1102	0	0	0	0	0	0	0	0	0	419	1127	0	0	0	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	298	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsf3	75.446154	0	0	0	168	237	0	522	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	179	0	162	357	497	607	270	248	132	0	0	0	685	0	0	136	0	0	154	226	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigl	75.430769	0	0	0	191	291	409	693	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	179	352	194	0	0	0	0	0	456	0	0	144	0	0	0	175	0	0	175	0	392	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk25	75.338462	0	0	0	0	0	162	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	313	426	307	179	188	0	0	0	681	0	0	0	0	0	0	176	0	0	0	0	192	1637	226	0	0	0	0	0	0	0	0	0	0	0	0	0
Azin1	75.215385	0	142	0	0	0	741	1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	358	351	0	121	0	0	0	0	502	0	0	0	0	0	0	211	0	0	208	0	174	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lexm	75.107692	170	0	0	206	539	952	528	0	0	0	120	368	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r1b	75.076923	0	0	200	344	775	1086	565	0	0	0	0	328	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	104	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak1	74.846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	707	315	366	707	0	1033	0	0	0	0	0	0	0	781	354	451	0	0	0	0
Stard10	74.784615	252	0	0	331	514	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	708	0	0	708	186	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pygo2	74.769231	0	0	146	239	512	1367	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	242	0	0	0	0	0	0	445	0	0	0	0	0	0	321	0	0	0	0	139	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pafah1b2	74.707692	160	0	0	175	398	286	340	0	0	0	130	278	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	391	1798	0	0	0	0	0	0	0	167	0	0	0	0	0	0
Lrrfip2	74.707692	1128	0	0	0	0	0	108	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	231	457	431	202	0	126	0	0	0	514	0	0	0	0	0	0	0	222	0	285	222	131	339	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Cyb561d1	74.692308	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	239	532	723	199	196	240	0	0	0	727	0	0	187	0	0	176	196	0	0	278	0	167	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoe	74.338462	1489	0	0	0	0	0	0	0	0	0	190	323	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	1130	0	0	0	0	155	0	0	615	230	0	0	0	0	0
Apoc1	74.338462	1489	0	0	0	0	0	0	0	0	0	190	323	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	1130	0	0	0	0	155	0	0	615	230	0	0	0	0	0
Celf2	74.292308	0	0	0	0	0	867	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	272	0	0	272	2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd2l1	74.123077	0	0	0	0	0	0	0	325	0	0	178	723	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	277	0	0	2052	236	0	0	0	0	0	0	0	0	0	0	0	0	0
Derl1	74.123077	286	0	0	215	413	0	250	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	233	0	0	0	0	0	0	201	0	0	0	0	259	2516	212	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp3	74.123077	0	0	0	311	619	1182	1382	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd244a	73.953846	567	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	619	697	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcas2	73.923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	314	2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh1	73.738462	469	449	107	535	923	0	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncor1	73.646154	0	0	0	191	291	409	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	179	352	194	0	0	0	0	0	456	0	0	144	0	0	0	175	0	0	175	0	392	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erv3	73.384615	0	0	0	241	303	0	119	0	0	0	591	881	0	0	0	1295	0	0	0	97	0	0	0	0	0	0	0	0	0	182	133	221	0	0	0	0	0	0	265	0	0	0	0	0	0	113	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6a	73.323077	0	0	0	0	0	0	0	0	0	0	552	697	0	183	0	1194	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	782	0	311	0	0	0	0	0	0	0	189	0	0	0	0	0	0
Slfn5	73.323077	341	0	0	0	0	0	0	0	0	0	271	825	0	0	0	1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	1775	0	0	0	0	0	0	0	220	147	0	0	0	0	0
Vat1	73.292308	0	0	0	0	0	285	0	0	0	0	472	643	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	173	0	0	175	0	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnd2	73.292308	0	0	0	0	0	285	0	0	0	0	472	643	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	173	0	0	175	0	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsg	73.215385	509	257	0	0	0	273	722	0	0	0	0	252	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	172	0	0	0	0	0	0	348	166	0	409	166	159	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1c	73.200000	0	0	0	0	0	384	322	142	0	0	158	601	0	0	0	720	0	0	0	0	0	0	0	0	0	0	172	0	0	0	163	351	139	196	0	0	0	0	347	0	0	0	0	0	0	267	0	0	0	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3ar1	73.076923	1404	0	0	0	0	0	0	0	0	0	0	205	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	194	0	291	2052	0	0	0	0	0	0	0	267	0	0	0	0	0	0
Oxsm	73.046154	94	0	0	318	361	336	379	0	0	0	0	147	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	171	216	0	567	1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd1	72.892308	794	0	0	0	0	363	253	0	0	0	0	223	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	165	0	451	421	347	0	0	0	0	0	0	0	783	263	0	0	0	0	0
Tbcc	72.800000	0	0	0	0	0	1166	285	0	0	0	142	236	0	0	0	359	0	0	0	0	0	0	0	0	0	0	122	0	0	0	141	224	0	0	0	0	0	0	397	0	0	0	0	0	0	284	0	95	0	0	252	812	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Sdhaf2	72.723077	0	0	0	0	0	970	272	0	0	0	232	728	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	370	0	0	0	0	0	0	413	0	0	0	0	0	0	84	0	0	0	0	103	284	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Cpsf7	72.723077	0	0	0	0	0	970	272	0	0	0	232	728	0	0	0	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	370	0	0	0	0	0	0	413	0	0	0	0	0	0	84	0	0	0	0	103	284	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Ccdc171	72.707692	0	0	0	160	200	953	629	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	129	228	351	0	0	0	0	0	0	360	0	0	0	0	0	0	332	0	0	0	0	197	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shc1	72.630769	0	0	146	239	512	1367	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	242	0	0	0	0	0	0	445	0	0	0	0	0	0	321	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbpms	72.415385	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	141	543	0	0	0	0	0	0	0	196	156	0	1450	1448	315	0	0	121	0
Zbtb37	72.369231	726	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	163	390	0	553	2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlec	72.369231	460	0	0	0	0	0	0	110	0	0	131	181	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	604	0	234	604	181	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btaf1	72.292308	0	0	0	0	0	643	605	0	0	0	0	536	0	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	221	1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylip	71.923077	176	0	0	184	341	783	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	958	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhl3	71.892308	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1749	479	213	1749	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actn4	71.753846	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	301	431	571	124	207	0	0	0	0	588	0	0	0	0	0	0	118	0	173	0	0	423	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsp1	71.738462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	320	0	0	1702	882	930	198	0	205	0
Rab27a	71.507692	912	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	275	896	1051	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf11	71.507692	0	292	0	177	408	1193	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	448	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Incenp	71.430769	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	161	311	432	629	419	293	346	0	0	0	716	0	0	134	0	0	143	145	0	0	0	0	262	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfc2	71.184615	1020	0	0	0	0	0	0	0	0	0	0	241	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	542	354	1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb4b	71.107692	0	135	0	185	531	921	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	158	166	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	301	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd7	71.046154	0	0	0	344	708	1878	1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxdc1	70.876923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	525	542	238	0	0	0	0	0	575	0	0	0	0	0	0	235	0	0	0	0	1639	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrm2	70.753846	0	0	0	384	656	1158	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf43	70.600000	0	0	0	152	231	510	0	0	0	0	516	801	0	0	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	373	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amfr	70.569231	0	0	0	310	311	684	875	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	197	0	0	0	0	0	0	248	0	0	0	0	0	0	282	0	0	0	0	148	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm39	70.553846	177	105	0	145	304	736	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	340	0	0	0	0	0	0	242	0	155	252	0	261	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf13	70.507692	0	0	0	0	0	316	223	0	0	0	396	471	0	0	0	809	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a21	70.461538	0	178	0	293	451	674	656	0	0	0	134	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	112	0	0	0	140	181	0	0	0	0	0	0	464	0	0	0	0	0	0	205	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr420	70.461538	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	870	0	0	873	640	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2r	70.446154	638	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	922	0	537	917	383	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gga1	70.338462	0	0	0	264	439	0	224	0	0	0	530	1201	0	0	0	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a	70.307692	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	216	0	0	0	0	0	0	206	1581	0	215	1556	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp341	70.200000	483	0	0	0	219	158	203	0	0	0	0	181	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	203	173	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	2055	251	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam161b	70.200000	0	0	0	300	455	191	324	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	152	2400	0	0	0	0	0	0	0	275	0	0	0	0	0	0
Coq6	70.200000	0	0	0	300	455	191	324	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	152	2400	0	0	0	0	0	0	0	275	0	0	0	0	0	0
Fgf2	70.092308	0	0	0	0	0	0	0	0	0	0	227	411	0	0	0	568	0	0	0	114	0	0	0	0	0	0	0	0	0	149	261	310	0	152	0	0	0	0	474	0	0	154	0	0	0	211	0	0	0	0	0	1396	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep4	70.076923	0	0	117	291	691	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	189	0	0	0	0	0	0	180	0	0	0	0	0	0	421	0	0	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab44	69.984615	396	0	0	0	0	0	0	0	0	0	0	170	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	950	0	109	966	330	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpc1	69.876923	588	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	1109	0	0	0	0	0	0	0	1527	554	411	0	0	0	0
Baz1a	69.784615	0	240	0	199	291	1120	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	472	0	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ep400	69.769231	0	0	0	145	291	243	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	193	497	524	173	0	0	0	0	0	552	0	0	121	0	0	0	326	0	0	0	0	355	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd15	69.753846	462	0	0	0	126	1029	332	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	581	0	231	575	392	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6b	69.723077	0	0	0	405	547	548	362	0	0	0	0	115	0	0	0	175	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	179	0	115	1210	298	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd9	69.707692	0	0	0	199	297	0	0	0	0	0	320	384	0	0	0	665	0	0	0	90	0	0	0	0	0	0	0	0	0	160	270	166	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	104	0	0	824	0	0	0	0	0	0	0	566	229	0	97	0	0	0
Camkk2	69.707692	0	380	0	415	717	841	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd1l3	69.615385	503	0	0	0	0	0	406	0	0	0	0	147	0	0	0	145	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	192	112	512	188	112	366	1252	0	0	0	0	0	0	0	269	0	0	0	0	0	0
Usp9x	69.553846	0	0	0	0	0	1054	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	189	0	0	0	0	0	0	160	0	0	0	0	0	0	302	0	0	130	0	192	1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsrc2	69.492308	394	0	0	0	0	167	349	0	0	0	417	964	0	0	0	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	146	0	341	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kntc1	69.492308	394	0	0	0	0	167	349	0	0	0	417	964	0	0	0	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	146	0	341	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt2	69.446154	0	0	0	0	0	403	614	0	0	0	0	196	0	0	0	285	0	0	0	0	0	0	0	0	0	0	443	0	0	108	310	343	142	0	0	0	0	0	470	0	0	0	0	0	0	182	0	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tln1	69.138462	1047	0	0	0	0	0	0	116	0	0	0	85	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	228	218	693	274	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
