Target_genes	Klf5|Average	SRX520198|3T3-L1	SRX10299739|embryonic_skin	SRX10157942|Esophageal_organoids	SRX10157943|Esophageal_organoids	SRX10157944|Esophageal_organoids	SRX10157945|Esophageal_organoids	SRX10157946|Esophageal_organoids	SRX10157947|Esophageal_organoids	SRX10157948|Esophageal_organoids	SRX10157949|Esophageal_organoids	SRX10157960|Esophageal_organoids	SRX10157961|Esophageal_organoids	SRX334975|ES_cells	SRX3585307|ES_cells	SRX468970|ES_cells	SRX6437851|Pancreatic_adenocarcinoma	SRX6437852|Pancreatic_adenocarcinoma	SRX8026860|Pancreatic_adenocarcinoma	SRX8026861|Pancreatic_adenocarcinoma	SRX8026862|Pancreatic_adenocarcinoma	SRX8026863|Pancreatic_adenocarcinoma	SRX1149716|Pancreatic_cancer_cell_lines	SRX3585311|Trophoblast_stem_cells	SRX18304307|Unclassified	STRING
Acad11	176.583333	0	0	0	0	0	0	0	0	144	0	0	0	158	0	152	423	278	582	803	555	734	275	0	134	0
Tmem120b	176.500000	0	0	0	0	0	0	0	0	190	134	0	0	588	0	603	271	159	398	279	447	377	464	0	326	0
Dhx40	176.375000	0	0	0	0	0	0	0	0	216	0	0	0	1164	0	1120	175	143	299	199	299	435	183	0	0	0
Col5a3	176.375000	435	0	0	0	0	0	0	0	0	0	0	0	813	0	755	0	0	401	252	650	816	111	0	0	0
Fam8a1	176.291667	0	0	0	0	0	0	0	0	133	0	0	0	363	0	346	369	244	389	466	427	540	758	0	196	0
Mettl8	176.250000	149	0	0	0	0	0	0	0	138	0	0	0	263	0	187	221	181	480	500	557	653	532	0	369	0
Dcaf17	176.250000	149	0	0	0	0	0	0	0	138	0	0	0	263	0	187	221	181	480	500	557	653	532	0	369	0
Snx3	176.208333	0	0	0	0	0	0	0	0	395	166	0	0	142	0	91	145	158	707	493	686	808	238	0	200	0
Ccpg1os	175.875000	0	0	0	0	0	0	0	0	107	0	0	0	223	0	183	345	362	498	562	413	851	374	0	303	0
Ccpg1	175.875000	0	0	0	0	0	0	0	0	107	0	0	0	223	0	183	345	362	498	562	413	851	374	0	303	0
Uhrf2	175.833333	0	0	0	0	0	0	0	0	182	90	0	0	553	0	360	0	77	758	645	506	629	155	0	265	0
Mettl25	175.833333	203	0	0	0	0	0	0	0	206	121	0	0	711	0	472	195	130	367	566	362	506	272	0	109	0
Ccdc59	175.833333	203	0	0	0	0	0	0	0	206	121	0	0	711	0	472	195	130	367	566	362	506	272	0	109	0
Mapk1ip1l	175.708333	0	0	0	0	0	0	0	0	457	258	0	0	221	0	226	204	227	428	735	302	542	617	0	0	0
Ms4a10	175.541667	0	0	0	0	0	0	0	0	232	177	0	0	218	0	162	259	197	500	656	500	721	359	0	232	0
Wwc2	175.375000	0	0	120	0	0	0	0	0	373	262	0	0	266	0	217	208	158	653	397	447	662	305	0	141	0
Rps6ka1	175.333333	0	0	0	0	0	0	0	0	0	0	0	0	258	0	149	250	283	530	847	605	771	320	0	195	0
Stxbp3	174.625000	0	0	0	0	0	0	0	0	213	140	0	0	340	0	264	221	214	525	456	543	738	201	0	336	0
Zc3h18	174.583333	628	0	0	0	0	0	0	0	0	0	0	0	1169	0	951	140	128	207	273	206	386	0	0	102	0
Atxn10	174.583333	0	0	0	0	0	0	0	0	142	0	0	0	260	0	322	249	306	515	607	556	697	536	0	0	0
Wdr59	174.541667	0	0	0	0	0	0	0	0	142	0	0	0	1016	0	787	164	0	454	468	429	547	0	0	182	0
Ppp4r3b	174.500000	86	0	0	0	0	0	0	0	284	84	0	0	203	0	214	73	0	603	838	623	839	97	0	244	0
Twistnb	174.333333	1350	0	0	0	0	0	0	0	0	0	0	0	970	0	991	0	0	212	261	145	255	0	0	0	0
Ddhd2	174.333333	0	0	0	0	0	0	0	0	183	88	0	0	334	0	288	256	201	664	515	605	581	295	0	174	0
Abl1	174.208333	0	0	109	0	0	0	0	0	423	158	0	0	498	0	338	201	0	505	445	427	602	353	0	122	0
Sgk1	174.083333	0	0	0	0	0	0	0	0	119	0	0	0	435	0	280	234	160	439	743	447	1021	189	0	111	0
Susd6	173.875000	0	0	0	0	0	0	0	0	333	182	0	0	589	0	572	259	160	364	383	290	400	307	0	334	0
Zfp143	173.500000	163	0	0	0	0	0	0	0	188	0	0	0	355	0	148	185	164	575	612	673	726	171	0	204	0
Sowaha	173.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	234	945	702	704	770	433	0	143	0
Smarcd1	173.500000	0	0	0	0	0	0	0	0	197	0	0	0	433	0	360	223	241	652	577	621	524	336	0	0	0
Xpnpep2	173.291667	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	341	450	731	397	840	370	0	0	0
Zbtb7b	173.250000	122	0	0	0	0	0	0	0	230	138	0	0	376	0	209	251	153	581	448	471	533	646	0	0	0
Sdc4	173.125000	292	0	0	0	0	0	0	0	368	0	0	0	391	0	264	186	0	702	408	532	592	249	0	171	0
Bcl2l1	173.041667	0	0	0	0	0	0	0	0	411	151	0	0	429	0	228	202	202	522	579	692	476	261	0	0	0
Foxn2	172.958333	138	0	0	0	0	0	0	0	251	0	0	0	183	0	179	192	205	527	644	581	604	399	0	248	0
Kif1b	172.833333	0	0	0	0	0	0	0	0	222	111	0	0	226	0	233	298	391	495	484	504	369	724	0	91	0
Prepl	172.791667	0	0	0	0	0	0	0	0	245	175	0	0	220	0	177	112	203	416	781	595	865	247	0	111	0
Camkmt	172.791667	0	0	0	0	0	0	0	0	245	175	0	0	220	0	177	112	203	416	781	595	865	247	0	111	0
Krtcap3	172.541667	0	0	0	0	0	0	0	0	512	138	0	0	193	0	101	199	179	613	638	567	731	270	0	0	0
Pdxk	172.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	195	1028	951	808	832	0	0	0	0
Setx	172.250000	0	0	0	0	0	0	0	0	199	137	0	0	546	0	483	246	175	562	323	646	428	119	0	270	0
Smu1	171.916667	339	0	0	0	0	0	0	0	166	92	0	0	870	0	1136	0	0	332	292	290	411	0	0	198	0
Ugt2b34	171.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	431	701	656	589	855	518	0	0	0
Klf11	171.875000	0	0	129	0	0	0	0	0	232	106	0	0	360	0	326	263	177	412	369	443	408	560	0	340	0
Cap1	171.875000	0	0	0	0	0	0	0	0	338	0	0	0	220	0	189	388	155	509	596	674	611	260	0	185	0
Fmnl3	171.833333	0	0	0	0	0	0	0	0	244	128	0	0	283	0	179	288	417	639	351	431	576	448	0	140	0
Mapk15	171.708333	0	0	156	0	0	0	0	0	325	0	0	0	141	0	0	262	317	480	537	468	592	644	0	199	0
Rnf7	171.666667	0	0	0	0	0	0	0	0	127	127	0	0	495	0	582	340	237	527	383	495	422	224	0	161	0
Smdt1	171.416667	0	0	0	0	0	0	0	0	179	0	0	0	356	0	315	221	293	452	523	587	770	195	0	223	0
Pheta2	171.416667	0	0	0	0	0	0	0	0	179	0	0	0	356	0	315	221	293	452	523	587	770	195	0	223	0
Hps3	171.166667	0	0	0	0	0	0	0	0	161	139	0	0	325	0	271	457	366	483	552	358	408	215	0	373	0
Taco1	171.125000	213	0	0	0	0	0	0	0	266	239	0	0	389	0	147	161	0	375	673	599	617	276	0	152	0
Lancl2	171.000000	0	0	0	0	0	0	0	0	116	122	0	0	290	0	320	378	232	469	559	492	723	230	0	173	0
Krr1	171.000000	198	0	0	0	0	0	0	0	198	0	0	0	303	0	208	168	104	524	524	553	680	305	0	339	0
Zbtb7a	170.916667	83	0	0	0	0	0	0	0	169	0	0	0	153	0	0	291	0	664	740	633	907	288	0	174	0
Yif1b	170.916667	0	0	117	0	0	0	0	0	425	92	0	0	232	0	190	155	0	616	343	556	643	119	0	614	0
Hip1r	170.750000	489	0	0	0	0	0	0	0	170	0	0	0	0	0	0	163	192	723	612	549	817	261	0	122	0
Zfyve1	170.500000	0	0	0	0	0	0	0	0	165	0	0	0	289	0	312	282	186	551	598	515	564	292	0	338	0
Twf1	170.500000	359	0	0	0	0	0	0	0	0	0	0	0	1192	0	934	141	108	323	237	313	300	75	0	110	0
Cyp3a13	170.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	463	511	802	467	797	374	0	222	0
Tet3	170.291667	0	0	0	0	0	0	0	0	395	178	0	0	203	0	218	384	348	602	437	483	478	361	0	0	0
Lrrc57	170.166667	517	0	0	0	0	0	0	0	206	0	0	0	812	0	541	104	135	414	344	335	430	126	0	120	0
Haus2	170.166667	517	0	0	0	0	0	0	0	206	0	0	0	812	0	541	104	135	414	344	335	430	126	0	120	0
Hdac4	169.791667	124	105	0	0	0	0	0	0	235	124	0	0	461	0	383	207	262	387	368	373	429	374	0	243	0
Tor3a	169.708333	0	0	0	0	0	0	0	0	305	0	0	0	590	0	351	342	166	484	355	453	567	347	0	113	0
Tm4sf1	169.708333	0	0	0	0	0	0	0	0	209	122	0	0	0	0	0	549	496	316	565	428	711	425	0	252	0
Rps19bp1	169.666667	0	0	0	0	0	0	0	0	261	118	0	0	368	0	157	224	321	393	671	433	531	438	0	157	0
Wbp1l	169.250000	134	0	0	0	0	0	0	0	224	0	0	0	0	0	157	250	165	756	514	568	781	279	0	234	0
Zfp438	169.000000	299	0	0	0	0	0	0	0	239	0	0	0	238	0	143	0	120	541	456	467	695	523	0	335	0
Rbm38	168.916667	0	0	0	0	0	0	0	0	335	0	0	0	468	0	324	145	192	432	647	425	500	323	0	263	0
Fzd2	168.875000	0	0	0	0	0	0	0	0	251	120	0	0	0	0	142	211	118	651	719	623	880	154	0	184	0
Rtn4	168.833333	0	67	0	0	0	0	0	0	184	0	0	0	543	0	310	193	180	522	456	726	513	209	0	149	0
Exd1	168.750000	154	0	0	0	0	0	0	0	127	158	0	0	213	0	115	302	432	391	807	365	687	176	0	123	0
Chp1	168.750000	154	0	0	0	0	0	0	0	127	158	0	0	213	0	115	302	432	391	807	365	687	176	0	123	0
Trmt44	168.708333	1153	0	0	0	0	0	0	0	100	0	0	0	699	0	731	184	0	176	269	249	268	139	0	81	0
Syt8	168.625000	0	0	173	0	0	0	55	0	583	377	0	0	0	0	187	132	176	454	417	402	787	166	0	138	0
Limk2	168.541667	425	0	0	0	0	0	0	0	472	425	0	0	458	0	287	219	243	261	240	284	383	217	0	131	0
Rraga	168.458333	221	0	0	0	0	0	0	0	87	0	0	0	598	0	465	179	131	441	531	464	691	121	0	114	0
Tnni2	168.333333	0	0	173	0	0	0	55	0	583	377	0	0	0	0	187	132	176	454	410	402	787	166	0	138	0
Olfr432	168.250000	228	0	0	0	0	0	0	0	163	114	0	0	0	0	0	594	284	470	527	680	606	372	0	0	0
Abcb6	168.208333	279	0	0	0	0	0	0	0	382	106	0	0	0	0	0	322	170	423	470	467	581	721	0	116	0
Ddx49	168.125000	1388	0	0	0	0	0	0	0	95	0	0	0	920	0	907	0	0	249	177	111	188	0	0	0	0
Cope	168.125000	1388	0	0	0	0	0	0	0	95	0	0	0	920	0	907	0	0	249	177	111	188	0	0	0	0
Ascc3	168.000000	0	0	0	0	0	0	0	0	121	0	0	0	1264	0	1101	101	124	270	142	287	349	84	0	189	0
Tmem62	167.916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	819	727	768	876	321	0	146	0
Phldb2	167.666667	0	0	0	0	0	0	0	0	178	0	0	0	197	0	201	474	631	385	298	344	590	726	0	0	0
Usp5	167.583333	0	0	0	0	0	0	0	0	158	0	0	0	207	0	267	216	253	594	633	515	694	260	0	225	0
Cdca3	167.583333	0	0	0	0	0	0	0	0	158	0	0	0	207	0	267	216	253	594	633	515	694	260	0	225	0
Nagk	167.458333	0	0	0	0	0	0	0	0	125	0	0	0	406	0	361	306	250	452	512	415	532	355	0	305	0
Hook2	167.416667	0	0	213	0	0	0	0	0	812	584	0	0	236	0	305	576	304	0	119	130	130	470	0	139	0
Ccdc85c	167.291667	0	82	0	0	0	0	0	0	345	282	0	0	184	0	132	289	278	507	474	416	521	327	0	178	0
Pold4	167.250000	0	0	0	0	0	0	0	0	0	0	0	0	141	0	121	289	313	616	559	706	938	209	0	122	0
Prkag1	167.208333	0	0	0	0	0	0	0	0	228	198	0	0	210	0	137	225	254	466	577	490	756	279	0	193	0
Atf2	167.083333	167	0	0	0	0	0	0	0	213	0	0	0	510	0	388	116	130	364	446	427	610	115	0	524	0
Uqcrfs1	167.000000	257	0	0	0	0	0	0	0	0	0	0	0	1194	0	970	130	157	374	208	184	335	199	0	0	0
Rock2	166.958333	0	0	0	0	0	0	0	0	184	103	0	0	141	0	231	393	389	475	291	560	701	215	0	324	0
Nvl	166.916667	120	0	0	0	0	0	0	0	185	219	0	0	322	0	399	239	301	528	459	402	550	282	0	0	0
Tpd52l2	166.833333	291	0	0	0	0	0	0	0	184	0	0	0	893	0	596	304	126	199	347	273	452	208	0	131	0
Abhd16b	166.833333	291	0	0	0	0	0	0	0	184	0	0	0	893	0	596	304	126	199	347	273	452	208	0	131	0
Tsn	166.791667	441	0	0	0	0	0	0	0	0	0	0	0	1255	0	1327	118	0	223	140	155	244	0	0	100	0
Tmem65	166.666667	0	0	0	0	0	0	0	0	305	198	0	0	175	0	162	161	114	615	426	503	746	217	0	378	0
Ankle2	166.583333	297	0	0	0	0	0	0	0	100	0	0	0	1342	0	1052	126	154	272	186	248	221	0	0	0	0
Inf2	166.541667	151	0	0	0	0	0	0	0	334	177	0	0	329	0	358	284	309	424	217	345	440	418	0	211	0
Trmt5	166.333333	422	0	0	0	0	0	0	0	112	0	0	0	1314	0	1100	0	0	187	224	277	238	0	0	118	0
Slc38a6	166.333333	422	0	0	0	0	0	0	0	112	0	0	0	1314	0	1100	0	0	187	224	277	238	0	0	118	0
Map3k12	166.333333	0	0	0	0	0	0	0	0	197	170	0	0	474	0	577	284	282	382	289	472	338	271	0	256	0
Dgka	166.291667	0	0	98	0	0	0	0	0	468	149	0	0	581	0	621	153	141	390	394	308	569	119	0	0	0
Ywhag	166.250000	286	0	0	0	0	0	0	0	159	0	0	0	338	0	418	100	247	433	446	467	553	367	0	176	0
Hjurp	166.250000	835	0	0	0	0	0	0	0	259	94	0	0	258	0	114	246	158	201	480	298	487	128	0	432	0
Asmt	166.250000	0	324	149	0	0	0	0	0	0	140	0	0	230	897	289	0	0	0	0	0	143	828	540	450	0
A730008H23Rik	166.250000	835	0	0	0	0	0	0	0	259	94	0	0	258	0	114	246	158	201	480	298	487	128	0	432	0
Uap1	166.208333	522	0	0	0	0	0	0	0	202	163	0	0	164	0	138	203	115	442	457	531	524	240	0	288	0
Rsph3a	166.125000	0	0	0	0	0	0	0	0	172	0	0	0	123	0	158	284	294	473	674	471	680	250	0	408	0
Slc15a4	166.000000	86	0	0	0	0	0	0	0	0	0	0	0	295	0	202	235	192	594	684	555	645	406	0	90	0
Lmbr1	165.958333	757	0	0	0	0	0	0	0	0	0	0	0	1015	0	817	128	0	322	293	187	277	0	0	187	0
Cavin1	165.916667	133	0	0	0	0	0	0	0	148	0	0	0	216	0	92	249	213	671	495	607	704	286	0	168	0
Rbm42	165.833333	474	85	0	0	0	0	0	0	0	0	0	0	1098	0	1103	0	0	210	254	239	318	0	0	199	0
Nin	165.791667	0	0	0	0	0	0	0	0	618	160	0	0	144	0	0	107	180	674	519	668	620	289	0	0	0
Mrpl1	165.750000	177	0	0	0	0	0	0	0	213	0	0	0	373	0	309	217	175	391	547	495	559	417	0	105	0
Jund	165.708333	0	0	0	0	0	0	0	0	245	124	0	0	753	0	488	190	132	400	365	332	384	209	0	355	0
Fbp2	165.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	317	635	636	576	829	385	0	400	0
Dus4l	165.708333	388	0	0	0	0	0	0	0	0	0	0	0	1102	0	1066	89	142	131	273	349	252	0	0	185	0
Cog5	165.708333	388	0	0	0	0	0	0	0	0	0	0	0	1102	0	1066	89	142	131	273	349	252	0	0	185	0
Ube2b	165.500000	0	0	0	0	0	0	0	0	492	268	0	0	180	0	208	327	445	389	386	325	403	411	0	138	0
Eif2b5	165.500000	144	0	83	0	0	0	0	0	154	144	0	0	344	0	299	229	163	468	424	485	504	304	0	227	0
Cdkl3	165.500000	0	0	0	0	0	0	0	0	492	268	0	0	180	0	208	327	445	389	386	325	403	411	0	138	0
Farp1	165.416667	0	0	0	0	0	0	0	0	654	454	0	0	236	0	393	115	170	386	239	402	469	452	0	0	0
Katnal1	165.375000	0	0	0	0	0	0	0	0	142	0	0	0	216	0	151	293	235	519	518	645	775	192	0	283	0
Akirin1	165.125000	0	0	0	0	0	0	0	0	375	226	0	0	455	0	283	248	189	365	260	345	484	588	0	145	0
Sft2d1	164.958333	155	0	0	0	0	0	0	0	170	0	0	0	302	0	398	173	132	443	494	495	566	349	0	282	0
Large1	164.916667	0	0	0	0	0	0	0	0	151	0	0	0	228	0	149	145	78	561	802	851	648	193	0	152	0
Ap5s1	164.791667	556	0	0	0	0	0	0	0	0	0	0	0	1393	0	1124	0	0	191	269	138	157	0	0	127	0
Fam122a	164.541667	367	0	0	0	0	0	0	0	0	0	0	0	1394	0	1221	99	0	272	107	216	273	0	0	0	0
Arid3a	164.541667	244	0	0	0	0	0	0	0	501	144	0	0	231	0	0	150	125	572	589	357	610	297	0	129	0
Ascc2	164.458333	0	0	251	0	0	0	0	0	335	74	0	0	153	0	81	85	154	589	556	539	590	168	0	372	0
Rfc1	163.916667	170	0	0	0	0	0	0	0	167	0	0	0	1198	0	759	133	143	308	218	246	288	149	0	155	0
Rbm8a	163.875000	1422	0	0	0	0	0	0	0	0	0	0	0	860	0	448	0	0	327	246	205	317	0	0	108	0
Ppp2ca	163.833333	189	0	0	0	0	0	0	0	291	127	0	0	277	0	224	128	152	579	599	473	533	166	0	194	0
Cic	163.791667	385	0	0	0	0	0	0	0	0	0	0	0	1271	0	774	61	129	231	244	263	244	246	0	83	0
Cdk11b	163.666667	366	0	0	0	0	0	0	0	111	0	0	0	1305	0	945	114	0	285	177	244	190	0	0	191	0
Atg101	163.583333	0	0	0	0	0	0	0	0	140	0	0	0	438	0	283	214	255	405	637	543	444	430	0	137	0
Stra6	163.541667	0	0	0	0	0	0	0	0	358	250	178	127	0	0	0	316	84	503	539	541	643	386	0	0	0
Nsd3	163.458333	0	0	0	0	0	0	0	0	229	104	0	0	363	0	302	218	238	425	540	453	404	488	0	159	0
Ift88	163.166667	0	0	0	0	0	0	0	0	147	0	0	0	387	0	233	342	281	420	481	378	552	485	0	210	0
Hspa4l	163.166667	0	0	129	0	0	0	0	0	656	390	0	0	256	0	193	126	58	316	440	396	469	372	0	115	0
Foxo3	162.875000	0	0	0	0	0	0	0	0	363	0	0	0	250	0	216	399	236	587	368	381	470	458	0	181	0
Anxa5	162.833333	0	0	0	0	0	0	0	0	96	0	0	0	573	0	165	182	95	316	662	457	668	202	0	492	0
1810062G17Rik	162.833333	0	0	0	0	0	0	0	0	96	0	0	0	573	0	165	182	95	316	662	457	668	202	0	492	0
Frg2f1	162.750000	0	0	0	0	0	0	0	0	233	127	0	0	262	0	196	262	189	522	497	438	539	401	0	240	0
Foxj3	162.750000	0	0	0	0	0	0	0	0	233	127	0	0	262	0	196	262	189	522	497	438	539	401	0	240	0
Gm14137	162.500000	436	0	0	0	0	0	0	0	231	258	0	0	0	0	0	147	187	467	531	494	610	260	0	279	0
Slc25a35	162.333333	0	0	79	0	0	0	0	0	329	101	0	0	144	0	143	201	335	382	603	553	685	341	0	0	0
Ift140	162.291667	0	0	0	0	0	0	0	0	135	122	0	0	96	0	0	172	109	634	677	665	902	237	0	146	0
Cramp1l	162.291667	0	0	0	0	0	0	0	0	135	122	0	0	96	0	0	172	109	634	677	665	902	237	0	146	0
Phb2	162.250000	309	0	0	0	0	0	0	0	164	137	0	0	649	0	597	93	0	500	366	375	346	237	0	121	0
Emg1	162.250000	309	0	0	0	0	0	0	0	164	137	0	0	649	0	597	93	0	500	366	375	346	237	0	121	0
Znrd1as	162.166667	392	0	0	0	0	0	0	0	156	0	0	0	761	0	531	226	200	339	400	345	369	173	0	0	0
Znrd1	162.166667	392	0	0	0	0	0	0	0	156	0	0	0	761	0	531	226	200	339	400	345	369	173	0	0	0
Trnt1	162.166667	483	0	0	0	0	0	0	0	0	0	0	0	854	0	759	167	119	247	296	367	378	222	0	0	0
Ncoa3	162.041667	0	0	0	0	0	0	0	0	276	0	0	0	458	0	222	195	187	450	354	473	510	586	0	178	0
Slc3a2	161.958333	185	0	0	0	0	0	0	0	0	0	0	0	265	0	143	278	174	430	476	597	594	207	0	538	0
Gpr137	161.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	130	213	224	291	292	0	0	2604	0
Bad	161.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	130	213	224	291	292	0	0	2604	0
Arl8b	161.875000	0	0	0	0	0	0	0	0	193	0	0	0	328	0	333	251	257	374	566	567	532	484	0	0	0
Klf10	161.833333	219	0	0	0	0	0	0	0	347	107	0	0	229	0	209	193	164	331	299	675	539	378	0	194	0
Ankfy1	161.583333	296	0	0	0	0	0	0	0	0	0	0	0	556	0	404	122	117	497	512	524	588	0	0	262	0
Atf7	161.375000	0	0	0	0	0	0	0	0	140	96	0	0	312	0	329	223	248	401	626	456	675	212	0	155	0
1810013L24Rik	161.333333	0	0	0	0	0	0	0	0	183	115	0	0	233	0	112	293	151	620	408	538	742	258	0	219	0
Styxl1	161.250000	390	0	0	0	0	0	0	0	0	0	0	0	634	0	387	0	98	532	498	444	702	0	0	185	0
Mdh2	161.250000	390	0	0	0	0	0	0	0	0	0	0	0	634	0	387	0	98	532	498	444	702	0	0	185	0
Cdk10	161.250000	0	0	0	0	0	0	0	0	104	0	0	0	978	0	955	143	129	362	277	294	257	194	0	177	0
Senp5	161.125000	310	0	0	0	0	0	0	0	76	0	0	0	853	0	627	151	182	323	355	303	449	127	0	111	0
Naa40	161.041667	174	0	0	0	0	0	0	0	0	0	0	0	765	0	612	133	166	452	312	519	514	0	0	218	0
Ncoa4	161.000000	414	0	0	0	0	0	0	0	0	0	0	0	285	0	302	410	190	468	540	415	610	100	0	130	0
Ube2m	160.875000	0	0	113	0	0	0	0	0	194	139	0	0	279	0	255	380	228	368	510	334	544	287	0	230	0
Chmp2a	160.875000	0	0	113	0	0	0	0	0	194	139	0	0	279	0	255	380	228	368	510	334	544	287	0	230	0
Rbm18	160.708333	0	0	0	0	0	0	0	0	0	0	0	0	1463	0	1286	111	99	187	76	196	227	0	0	212	0
Mrrf	160.708333	0	0	0	0	0	0	0	0	0	0	0	0	1463	0	1286	111	99	187	76	196	227	0	0	212	0
Frat2	160.708333	124	0	0	0	0	0	0	0	101	0	0	0	351	0	346	293	309	444	533	354	551	179	0	272	0
Ubiad1	160.666667	0	0	0	0	0	0	0	0	289	132	0	0	397	0	294	168	169	430	223	502	591	338	0	323	0
Mtor	160.666667	0	0	0	0	0	0	0	0	289	132	0	0	397	0	294	168	169	430	223	502	591	338	0	323	0
Rpl27	160.625000	0	0	0	0	0	0	0	0	232	0	0	0	131	0	0	101	90	687	692	727	857	216	0	122	0
Tfb2m	160.416667	0	0	0	0	0	0	0	0	138	0	0	0	214	0	249	170	133	620	630	515	759	190	0	232	0
Cnst	160.416667	0	0	0	0	0	0	0	0	138	0	0	0	214	0	249	170	133	620	630	515	759	190	0	232	0
Micu2	160.291667	218	0	0	0	0	0	0	0	186	125	0	0	503	0	367	133	180	282	477	368	496	289	0	223	0
Trmt12	160.208333	1274	0	0	0	0	0	0	0	0	0	0	0	1224	0	1081	0	0	0	125	0	141	0	0	0	0
Pisd	160.000000	0	0	0	0	0	0	0	0	103	0	0	0	181	0	141	197	177	485	845	618	713	256	0	124	0
Ptprb	159.958333	0	0	0	0	0	0	65	0	150	160	0	0	0	0	0	453	582	330	344	467	399	569	0	320	0
Sfn	159.750000	148	0	239	0	0	0	244	123	1077	655	0	0	249	0	138	0	95	170	133	144	134	129	0	156	0
Plin2	159.750000	0	0	0	0	0	0	0	0	412	160	155	0	209	0	170	324	372	444	367	290	670	261	0	0	0
Mmut	159.541667	402	0	0	0	0	0	0	0	0	0	0	0	750	0	653	142	104	400	312	277	329	156	0	304	0
Cenpq	159.541667	402	0	0	0	0	0	0	0	0	0	0	0	750	0	653	142	104	400	312	277	329	156	0	304	0
Cdadc1	159.500000	1382	0	0	0	0	0	0	0	0	0	0	0	921	0	696	0	0	180	202	92	207	0	0	148	0
Rtkn	159.458333	159	0	0	0	0	0	0	0	106	0	0	0	79	0	0	270	405	419	705	655	828	201	0	0	0
Qtrt2	159.333333	1789	0	0	0	0	0	0	0	0	0	0	0	687	0	478	84	0	148	161	199	147	0	0	131	0
Ccdc191	159.333333	1789	0	0	0	0	0	0	0	0	0	0	0	687	0	478	84	0	148	161	199	147	0	0	131	0
Limk1	159.208333	358	0	0	0	0	0	0	0	130	110	0	0	108	0	91	160	173	534	587	477	524	81	0	488	0
Letm2	159.125000	0	0	0	0	0	0	0	0	229	0	0	0	363	0	302	218	238	425	540	453	404	488	0	159	0
Iqgap1	159.083333	0	0	149	0	0	0	0	0	404	111	0	0	416	0	353	164	206	207	301	287	355	520	0	345	0
Tmem161b	159.041667	0	0	145	0	0	0	0	0	397	275	0	0	715	0	591	179	0	172	183	196	283	191	0	490	0
Pald1	159.041667	0	0	0	0	0	0	0	0	85	0	0	0	1044	0	991	0	0	386	277	340	431	119	0	144	0
Synpo	158.750000	390	0	0	0	0	0	0	0	0	0	0	0	558	0	215	316	170	443	469	394	674	181	0	0	0
Sowahc	158.750000	0	0	0	0	0	0	0	0	174	127	0	0	289	0	239	161	224	434	498	570	605	267	0	222	0
Septin10	158.750000	0	0	0	0	0	0	0	0	174	127	0	0	289	0	239	161	224	434	498	570	605	267	0	222	0
Orc5	158.666667	127	0	0	0	0	0	0	0	0	0	0	0	1225	0	1307	0	154	259	240	239	257	0	0	0	0
Atg5	158.583333	497	0	0	0	0	0	0	0	194	0	0	0	825	0	597	59	90	452	348	292	255	69	0	128	0
Fam168a	158.500000	0	0	0	0	0	0	0	0	200	144	0	0	357	0	358	201	274	490	347	438	495	271	0	229	0
Sirt6	158.458333	0	0	0	0	0	0	0	0	424	198	0	0	94	0	0	155	353	490	489	494	739	171	0	196	0
Gatb	158.458333	103	0	0	0	0	0	0	0	125	0	0	0	507	0	245	286	257	360	496	324	666	234	0	200	0
Ankrd24	158.458333	0	0	0	0	0	0	0	0	424	198	0	0	94	0	0	155	353	490	489	494	739	171	0	196	0
Adra2a	158.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	131	678	723	773	1000	120	0	94	0
Fam89b	158.416667	481	0	0	0	0	0	0	0	0	0	0	0	692	0	729	160	130	191	356	383	328	181	0	171	0
Epn1	158.041667	105	0	0	0	0	0	0	0	0	0	0	0	811	0	799	99	188	397	331	307	262	331	0	163	0
Bod1	157.875000	642	0	0	0	0	0	0	0	0	0	0	0	1174	0	1037	0	0	195	288	188	265	0	0	0	0
Soat2	157.750000	517	0	0	0	0	0	0	0	194	0	0	0	141	0	0	184	338	235	409	374	453	767	0	174	0
Trappc9	157.708333	0	0	0	0	0	0	0	0	205	0	0	0	143	0	132	199	256	635	489	531	677	262	0	256	0
Vmn2r23	157.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	1248	913	348	578	239	0	0	0
Cmtr1	157.541667	222	0	0	0	0	0	0	0	150	0	0	0	848	0	835	0	0	386	211	455	428	136	0	110	0
Mex3b	157.208333	0	0	113	0	0	0	0	0	301	158	0	0	213	0	231	197	142	618	280	646	490	246	0	138	0
Mrpl4	157.166667	451	0	0	0	0	0	0	0	0	0	0	0	1595	0	1208	0	0	0	169	141	208	0	0	0	0
