Target_genes	Zbtb17|Average	SRX543056|70Z/3	SRX3113700|B_cells	SRX821473|Medulloblastoma	SRX821476|Medulloblastoma	SRX821479|Medulloblastoma	SRX3113698|MEF	SRX543048|P6D4	STRING
Phb2	86.000000	0	335	267	0	0	0	0	0
Lman2l	86.000000	0	371	231	0	0	0	0	0
Hivep1	86.000000	0	187	415	0	0	0	0	0
Gadd45b	86.000000	0	269	333	0	0	0	0	0
Emg1	86.000000	0	335	267	0	0	0	0	0
Csf2rb2	86.000000	0	0	0	156	446	0	0	0
Cdk6	86.000000	0	335	98	169	0	0	0	0
Septin7	85.857143	0	0	601	0	0	0	0	0
Rpl3	85.857143	0	0	456	0	145	0	0	0
Atp5d	85.857143	0	441	160	0	0	0	0	0
Tmem106c	85.714286	0	430	170	0	0	0	0	0
Specc1	85.714286	0	93	340	0	0	167	0	0
Myo18b	85.714286	0	0	600	0	0	0	0	0
Cdc42ep4	85.714286	0	0	358	145	97	0	0	0
Nin	85.571429	0	0	599	0	0	0	0	0
Col11a1	85.571429	0	0	273	179	147	0	0	0
2610524H06Rik	85.571429	0	361	238	0	0	0	0	0
Fyn	85.428571	0	154	137	103	204	0	0	0
Ece1	85.428571	0	191	338	0	69	0	0	0
Cblb	85.428571	0	598	0	0	0	0	0	0
Plaa	85.285714	0	327	148	0	122	0	0	0
Mettl22	85.285714	0	0	597	0	0	0	0	0
Abhd17c	85.285714	0	0	597	0	0	0	0	0
Taf4b	85.142857	0	361	235	0	0	0	0	0
Polr1d	85.142857	0	149	447	0	0	0	0	0
Nfe2l1	85.142857	0	425	171	0	0	0	0	0
Med7	85.142857	0	453	143	0	0	0	0	0
Lnx2	85.142857	0	149	447	0	0	0	0	0
Cadm2	85.142857	0	0	277	0	319	0	0	0
Anapc15	85.142857	0	110	181	121	184	0	0	0
Tcf25	85.000000	0	186	409	0	0	0	0	0
Slc66a2	85.000000	0	202	222	0	171	0	0	0
Rarres2	85.000000	0	0	112	342	141	0	0	0
Mknk1	85.000000	0	94	222	115	164	0	0	0
Pigyl	84.857143	0	350	244	0	0	0	0	0
Fas	84.857143	0	501	0	93	0	0	0	0
Cdkn2b	84.857143	0	246	348	0	0	0	0	0
Bcr	84.857143	0	207	0	184	203	0	0	0
Zc3h7a	84.714286	0	0	457	0	136	0	0	0
Stk38	84.714286	0	0	437	0	156	0	0	0
Hic2	84.714286	0	0	353	0	240	0	0	0
Ankrd50	84.714286	0	0	593	0	0	0	0	0
Ube2v1	84.571429	0	273	241	0	78	0	0	0
Rfx1	84.571429	0	412	180	0	0	0	0	0
Nova1	84.571429	0	0	167	104	321	0	0	0
Knop1	84.571429	0	253	339	0	0	0	0	0
Iqck	84.571429	0	253	339	0	0	0	0	0
Zfp280c	84.428571	0	0	110	119	362	0	0	0
Zcchc2	84.428571	0	326	265	0	0	0	0	0
Nlgn1	84.428571	0	0	0	0	591	0	0	0
Gstp2	84.428571	0	115	476	0	0	0	0	0
Zmynd19	84.285714	0	0	408	0	182	0	0	0
R3hdm4	84.285714	0	0	385	0	205	0	0	0
Phf7	84.285714	0	336	130	0	124	0	0	0
Nt5c2	84.285714	0	0	590	0	0	0	0	0
Mmp16	84.285714	0	0	373	0	217	0	0	0
Kiss1r	84.285714	0	0	385	0	205	0	0	0
Ina	84.285714	0	0	590	0	0	0	0	0
Cdv3	84.285714	0	445	145	0	0	0	0	0
Cdca4	84.285714	0	590	0	0	0	0	0	0
Bap1	84.285714	0	336	130	0	124	0	0	0
Ubr5	84.142857	0	0	453	0	136	0	0	0
Mob4	84.142857	0	0	446	0	143	0	0	0
Erich6	84.142857	0	0	149	204	236	0	0	0
Arpc3	84.142857	0	453	136	0	0	0	0	0
Srek1	83.857143	0	0	587	0	0	0	0	0
Spsb1	83.857143	0	0	330	0	257	0	0	0
Schip1	83.857143	0	0	152	243	192	0	0	0
Igsf23	83.857143	0	0	285	302	0	0	0	0
H2-T9	83.857143	0	516	0	71	0	0	0	0
H2-T22	83.857143	0	516	0	71	0	0	0	0
Gm6034	83.857143	0	516	0	71	0	0	0	0
Zcchc24	83.714286	0	174	0	167	245	0	0	0
Nr1d2	83.714286	0	325	145	0	116	0	0	0
Klhl15	83.714286	0	405	0	0	181	0	0	0
Inhbb	83.714286	0	0	0	146	440	0	0	0
Id2	83.714286	0	0	446	140	0	0	0	0
Ddx17	83.714286	0	238	209	139	0	0	0	0
Trp53inp2	83.571429	0	0	585	0	0	0	0	0
Trim21	83.571429	0	448	0	0	137	0	0	0
Susd1	83.571429	0	585	0	0	0	0	0	0
Slc25a53	83.571429	0	0	585	0	0	0	0	0
Sema4b	83.571429	0	467	118	0	0	0	0	0
Phf5a	83.571429	0	400	105	0	0	80	0	0
Nfic	83.571429	0	0	176	169	240	0	0	0
Lyrm7	83.571429	0	585	0	0	0	0	0	0
Hmg20b	83.571429	0	433	152	0	0	0	0	0
Cs	83.571429	0	332	0	253	0	0	0	0
Ccnh	83.571429	0	585	0	0	0	0	0	0
Aco2	83.571429	0	400	105	0	0	80	0	0
Sp140	83.428571	0	584	0	0	0	0	0	0
Sp110	83.428571	0	584	0	0	0	0	0	0
Rmnd5a	83.428571	0	362	222	0	0	0	0	0
Map2k7	83.428571	0	121	300	0	163	0	0	0
Lonp2	83.428571	0	265	153	166	0	0	0	0
Fam43a	83.428571	0	226	142	0	0	216	0	0
Sgk3	83.285714	0	302	0	281	0	0	0	0
Clcn4	83.285714	0	0	105	372	106	0	0	0
Pmp22	83.142857	0	0	230	0	352	0	0	0
6430548M08Rik	83.142857	0	177	405	0	0	0	0	0
Rtn4	83.000000	0	184	138	0	259	0	0	0
Ndp	83.000000	0	0	0	269	312	0	0	0
Myo10	83.000000	0	0	243	158	180	0	0	0
Mpzl1	83.000000	0	0	225	179	177	0	0	0
Frs2	83.000000	0	477	104	0	0	0	0	0
Vamp1	82.857143	0	174	406	0	0	0	0	0
Usp38	82.857143	0	345	123	0	112	0	0	0
Rai1	82.857143	0	0	286	102	192	0	0	0
Fstl3	82.857143	0	132	448	0	0	0	0	0
Dusp9	82.857143	0	0	279	0	301	0	0	0
Dusp7	82.857143	0	240	340	0	0	0	0	0
Tomm22	82.714286	0	319	260	0	0	0	0	0
Mphosph6	82.714286	0	390	189	0	0	0	0	0
G2e3	82.714286	0	227	352	0	0	0	0	0
Fosl2	82.714286	0	0	246	143	190	0	0	0
Ccin	82.714286	0	0	355	115	109	0	0	0
Acat2	82.714286	0	218	361	0	0	0	0	0
Wdr4	82.571429	0	329	249	0	0	0	0	0
Tpcn2	82.571429	0	186	392	0	0	0	0	0
Per2	82.571429	0	0	288	212	78	0	0	0
Nt5c3	82.571429	0	224	354	0	0	0	0	0
Mtif3	82.571429	0	305	273	0	0	0	0	0
Npc1	82.428571	0	296	281	0	0	0	0	0
Gtf2ird1	82.428571	0	0	145	183	249	0	0	0
Tpm3	82.285714	0	388	188	0	0	0	0	0
Tesk2	82.285714	0	576	0	0	0	0	0	0
Rel	82.285714	0	377	199	0	0	0	0	0
Ksr1	82.285714	0	0	167	223	186	0	0	0
Dusp15	82.285714	0	0	119	225	232	0	0	0
Dlg3	82.285714	0	0	83	127	242	0	124	0
Ankrd37	82.285714	0	576	0	0	0	0	0	0
1810058I24Rik	82.285714	0	152	189	147	88	0	0	0
Zmym5	82.142857	0	575	0	0	0	0	0	0
Tbc1d32	82.142857	0	0	454	0	121	0	0	0
Slc4a11	82.142857	0	575	0	0	0	0	0	0
Ndufaf2	82.142857	0	575	0	0	0	0	0	0
Acss3	82.142857	0	0	575	0	0	0	0	0
Zfp287	82.000000	0	0	574	0	0	0	0	0
Vmn1r48	82.000000	0	0	0	0	0	574	0	0
Plcb4	82.000000	0	0	574	0	0	0	0	0
Pcnx4	82.000000	0	407	167	0	0	0	0	0
Lztfl1	82.000000	0	361	213	0	0	0	0	0
Ivns1abp	82.000000	0	574	0	0	0	0	0	0
H2bc12	82.000000	0	0	193	381	0	0	0	0
H2ac12	82.000000	0	0	193	381	0	0	0	0
Gm10272	82.000000	0	0	574	0	0	0	0	0
Marcksl1	81.857143	0	271	172	130	0	0	0	0
Fscn1	81.857143	0	0	391	0	182	0	0	0
Bptf	81.857143	0	0	271	126	176	0	0	0
Shb	81.714286	0	120	452	0	0	0	0	0
Sema3a	81.714286	0	0	241	146	185	0	0	0
Scaf11	81.714286	0	277	133	0	162	0	0	0
Ero1b	81.714286	0	474	98	0	0	0	0	0
Usp53	81.571429	0	0	444	0	127	0	0	0
Thumpd3	81.571429	0	476	95	0	0	0	0	0
Ky	81.571429	0	0	571	0	0	0	0	0
Chst15	81.571429	0	282	289	0	0	0	0	0
Bnip2	81.571429	0	460	111	0	0	0	0	0
Acbd3	81.571429	0	229	172	170	0	0	0	0
Zfp280d	81.428571	0	0	277	123	170	0	0	0
Zfp24	81.428571	0	193	377	0	0	0	0	0
Tubb3	81.428571	0	0	499	71	0	0	0	0
Rab22a	81.428571	0	570	0	0	0	0	0	0
Neto2	81.428571	0	0	570	0	0	0	0	0
Itpk1	81.428571	0	230	340	0	0	0	0	0
Homer1	81.428571	0	222	348	0	0	0	0	0
Epb41l3	81.428571	0	0	189	185	196	0	0	0
Smug1	81.285714	0	471	98	0	0	0	0	0
P4hb	81.285714	0	408	161	0	0	0	0	0
Ldlrad3	81.285714	0	0	376	0	193	0	0	0
Gpd1l	81.285714	0	212	206	0	151	0	0	0
Ep400	81.285714	0	395	174	0	0	0	0	0
Zfp719	81.142857	0	359	209	0	0	0	0	0
Trpm4	81.142857	0	0	0	182	386	0	0	0
Pole4	81.142857	0	568	0	0	0	0	0	0
Mpp1	81.142857	0	368	200	0	0	0	0	0
Hrc	81.142857	0	0	0	182	386	0	0	0
Cep41	81.142857	0	86	348	0	134	0	0	0
2310011J03Rik	81.142857	0	124	377	0	67	0	0	0
Shc1	81.000000	0	0	124	0	443	0	0	0
Gpr157	81.000000	0	450	117	0	0	0	0	0
Gm6583	81.000000	0	0	135	225	207	0	0	0
Fiz1	81.000000	0	567	0	0	0	0	0	0
Cks1b	81.000000	0	0	124	0	443	0	0	0
Ndufaf3	80.857143	0	566	0	0	0	0	0	0
Klf16	80.857143	0	415	151	0	0	0	0	0
Fmn1	80.857143	0	0	478	0	88	0	0	0
Dalrd3	80.857143	0	566	0	0	0	0	0	0
Ccdc171	80.857143	0	0	294	0	272	0	0	0
Apbb1	80.857143	0	0	425	0	141	0	0	0
Tbc1d1	80.714286	0	378	187	0	0	0	0	0
Snrpd2	80.714286	0	168	293	0	104	0	0	0
Qpctl	80.714286	0	168	293	0	104	0	0	0
Nkap	80.714286	283	0	0	0	0	0	282	0
Impa2	80.714286	0	440	125	0	0	0	0	0
Cenpa	80.714286	0	565	0	0	0	0	0	0
Apol8	80.714286	0	0	289	154	122	0	0	0
Zswim9	80.571429	0	237	185	0	142	0	0	0
Smim13	80.571429	0	302	166	96	0	0	0	0
Rab25	80.571429	0	189	375	0	0	0	0	0
Opa3	80.571429	0	443	121	0	0	0	0	0
Lig1	80.571429	0	237	185	0	142	0	0	0
G3bp1	80.571429	0	208	228	0	128	0	0	0
Rfpl4b	80.428571	0	0	270	99	194	0	0	0
Pitpnm1	80.428571	0	417	146	0	0	0	0	0
Pdlim4	80.428571	0	0	563	0	0	0	0	0
Maf	80.428571	0	403	0	160	0	0	0	0
Epb41	80.428571	0	141	0	225	197	0	0	0
Cdk2ap2	80.428571	0	417	146	0	0	0	0	0
Zfp551	80.285714	0	0	134	162	266	0	0	0
Trim3	80.285714	0	0	411	0	151	0	0	0
Smarca1	80.285714	0	0	147	257	158	0	0	0
Ndufa9	80.285714	0	0	454	0	108	0	0	0
Jade1	80.285714	0	348	214	0	0	0	0	0
C130050O18Rik	80.285714	0	143	419	0	0	0	0	0
Akap3	80.285714	0	0	454	0	108	0	0	0
Snx33	80.142857	0	0	249	0	312	0	0	0
Kdm4c	80.000000	0	191	369	0	0	0	0	0
Ubxn1	79.857143	0	281	278	0	0	0	0	0
Rap1a	79.857143	0	0	429	130	0	0	0	0
Pars2	79.857143	0	430	0	0	129	0	0	0
Adcy1	79.857143	0	0	458	0	101	0	0	0
Zfp30	79.714286	0	0	558	0	0	0	0	0
Runx2	79.714286	0	0	131	427	0	0	0	0
Ntn1	79.714286	0	0	199	141	218	0	0	0
Jpt2	79.714286	0	387	171	0	0	0	0	0
Cyrib	79.714286	0	97	461	0	0	0	0	0
Acsl1	79.714286	0	0	558	0	0	0	0	0
Tnnt2	79.571429	0	0	431	0	126	0	0	0
Pnmal2	79.571429	0	138	419	0	0	0	0	0
Mknk2	79.571429	0	346	211	0	0	0	0	0
Igf1r	79.571429	0	0	557	0	0	0	0	0
Fktn	79.571429	0	557	0	0	0	0	0	0
Fat3	79.571429	0	0	371	0	186	0	0	0
Enc1	79.571429	0	168	252	0	137	0	0	0
Dhx8	79.571429	0	0	467	0	90	0	0	0
Daam2	79.571429	0	0	122	290	145	0	0	0
Bahcc1	79.571429	0	0	290	174	93	0	0	0
Ubap2l	79.428571	0	285	271	0	0	0	0	0
Trib1	79.428571	0	276	280	0	0	0	0	0
Rabac1	79.428571	0	232	324	0	0	0	0	0
Cirbp	79.428571	0	556	0	0	0	0	0	0
4933434E20Rik	79.428571	0	285	271	0	0	0	0	0
Mfap2	79.285714	0	0	555	0	0	0	0	0
Kcnd2	79.285714	0	0	399	0	156	0	0	0
Dnaic2	79.285714	0	264	0	105	186	0	0	0
Trp63	79.142857	0	0	0	439	115	0	0	0
Trim32	79.142857	0	0	442	0	112	0	0	0
Tbc1d5	79.142857	0	0	267	118	169	0	0	0
Susd6	79.142857	0	154	315	0	85	0	0	0
Mrps36	79.142857	0	0	554	0	0	0	0	0
Mis18a	79.142857	0	444	110	0	0	0	0	0
Ly6d	79.142857	0	286	268	0	0	0	0	0
Ggt7	79.142857	0	0	554	0	0	0	0	0
Acss2	79.142857	0	0	554	0	0	0	0	0
Timm9	79.000000	0	232	177	144	0	0	0	0
Nxpe3	79.000000	0	169	199	0	185	0	0	0
Gstm6	79.000000	0	0	341	0	212	0	0	0
Dync2li1	79.000000	0	0	285	126	142	0	0	0
Ctdsp1	79.000000	0	193	360	0	0	0	0	0
2700049A03Rik	79.000000	0	232	177	144	0	0	0	0
Ube2l6	78.857143	0	425	0	127	0	0	0	0
Grk3	78.857143	0	0	0	290	262	0	0	0
Fibin	78.857143	0	0	552	0	0	0	0	0
Crlf3	78.857143	0	415	137	0	0	0	0	0
Btbd8	78.857143	0	0	422	0	130	0	0	0
Smad2	78.714286	0	335	216	0	0	0	0	0
Memo1	78.714286	0	0	551	0	0	0	0	0
Fam166b	78.714286	0	0	433	0	118	0	0	0
Zfp407	78.571429	0	253	297	0	0	0	0	0
Vamp8	78.571429	0	325	117	108	0	0	0	0
Trim8	78.571429	0	467	83	0	0	0	0	0
Mfap1b	78.571429	0	214	336	0	0	0	0	0
Fam222b	78.571429	0	239	100	122	89	0	0	0
Elavl1	78.571429	0	0	433	0	117	0	0	0
Bcl11a	78.571429	0	180	370	0	0	0	0	0
Wdr61	78.428571	0	423	126	0	0	0	0	0
Lcorl	78.428571	0	184	304	61	0	0	0	0
Gm5431	78.428571	0	549	0	0	0	0	0	0
Dmap1	78.428571	0	0	280	0	269	0	0	0
Ank3	78.428571	0	0	192	357	0	0	0	0
Spred3	78.285714	0	0	286	98	164	0	0	0
Ggn	78.285714	0	0	286	98	164	0	0	0
Cry2	78.285714	0	245	188	0	115	0	0	0
Usp19	78.142857	0	263	160	0	124	0	0	0
Rhbdf1	78.142857	0	282	122	0	0	143	0	0
Mpg	78.142857	0	282	122	0	0	143	0	0
Tprkb	78.000000	0	150	204	0	192	0	0	0
Sbp	78.000000	0	0	359	115	72	0	0	0
Zfp65	77.857143	0	0	545	0	0	0	0	0
Tcp11l2	77.857143	0	270	211	0	64	0	0	0
Smarca2	77.857143	0	112	234	0	199	0	0	0
Slc16a6	77.857143	0	0	149	0	396	0	0	0
Lbr	77.857143	0	231	314	0	0	0	0	0
Pdzd7	77.714286	0	405	0	139	0	0	0	0
Nde1	77.714286	0	544	0	0	0	0	0	0
Marf1	77.714286	0	544	0	0	0	0	0	0
Klhl12	77.714286	0	0	230	142	172	0	0	0
Hivep3	77.714286	0	0	544	0	0	0	0	0
Stxbp1	77.571429	0	0	134	269	140	0	0	0
Snrpd3	77.571429	0	243	198	0	102	0	0	0
Mrpl17	77.571429	0	197	0	0	346	0	0	0
Med31	77.571429	0	0	295	120	128	0	0	0
Gucd1	77.571429	0	243	198	0	102	0	0	0
Atp6v0a1	77.571429	0	0	381	0	162	0	0	0
4930563E22Rik	77.571429	0	0	295	120	128	0	0	0
Gbp4	77.428571	0	542	0	0	0	0	0	0
Gabpa	77.428571	0	444	98	0	0	0	0	0
Atp5j	77.428571	0	444	98	0	0	0	0	0
Tti1	77.285714	0	223	318	0	0	0	0	0
Syngap1	77.285714	0	0	0	156	385	0	0	0
Rprd1b	77.285714	0	223	318	0	0	0	0	0
Cuta	77.285714	0	0	0	156	385	0	0	0
Zfp664	77.142857	0	540	0	0	0	0	0	0
Sdhaf4	77.142857	0	406	134	0	0	0	0	0
Qsox1	77.142857	0	0	352	0	188	0	0	0
Inhba	77.142857	0	0	0	540	0	0	0	0
Emx2	77.142857	0	0	393	0	0	147	0	0
Ccdc92	77.142857	0	540	0	0	0	0	0	0
Sh2b2	77.000000	0	386	0	0	153	0	0	0
Rhot2	77.000000	0	539	0	0	0	0	0	0
Ppp2r1a	77.000000	0	133	101	167	138	0	0	0
Rheb	76.857143	0	538	0	0	0	0	0	0
Qtrt1	76.857143	0	0	538	0	0	0	0	0
Lman1	76.857143	0	168	370	0	0	0	0	0
Ybx2	76.714286	0	177	226	134	0	0	0	0
Tnfaip8l1	76.714286	0	359	0	178	0	0	0	0
Sass6	76.714286	0	150	387	0	0	0	0	0
Mllt1	76.714286	0	0	344	0	193	0	0	0
Grik4	76.714286	0	0	353	0	184	0	0	0
A2ml1	76.714286	0	0	392	0	145	0	0	0
Zfp964	76.571429	0	536	0	0	0	0	0	0
Tnfaip8	76.571429	0	398	138	0	0	0	0	0
Slc6a16	76.571429	0	348	0	188	0	0	0	0
Sh2b3	76.571429	0	536	0	0	0	0	0	0
Plekhd1	76.571429	0	0	290	0	246	0	0	0
Neurod1	76.571429	0	0	536	0	0	0	0	0
Lima1	76.571429	0	0	0	138	398	0	0	0
Lasp1	76.571429	0	0	438	98	0	0	0	0
Itga7	76.571429	0	0	536	0	0	0	0	0
Cracr2b	76.571429	0	407	129	0	0	0	0	0
Cd37	76.571429	0	348	0	188	0	0	0	0
B3gnt2	76.571429	0	536	0	0	0	0	0	0
Selenos	76.285714	0	340	194	0	0	0	0	0
Prickle1	76.285714	0	0	534	0	0	0	0	0
Tbxa2r	76.142857	0	0	533	0	0	0	0	0
Sptbn1	76.142857	0	369	0	164	0	0	0	0
Mrps10	76.142857	0	99	434	0	0	0	0	0
Mief1	76.142857	0	533	0	0	0	0	0	0
H2-DMb1	76.142857	0	533	0	0	0	0	0	0
Commd1	76.142857	0	210	176	0	147	0	0	0
Wbp2nl	76.000000	0	0	532	0	0	0	0	0
Slc25a28	76.000000	0	209	203	0	120	0	0	0
Pop4	76.000000	0	0	532	0	0	0	0	0
Ormdl3	76.000000	0	0	532	0	0	0	0	0
Serpinh1	75.857143	0	0	303	0	228	0	0	0
Rhbdd2	75.857143	0	381	150	0	0	0	0	0
Psmc2	75.857143	0	163	243	0	125	0	0	0
Maea	75.857143	0	186	260	0	85	0	0	0
Dnajc2	75.857143	0	163	243	0	125	0	0	0
Alg6	75.857143	0	531	0	0	0	0	0	0
Vav2	75.714286	0	385	145	0	0	0	0	0
Tial1	75.714286	0	198	332	0	0	0	0	0
Mef2c	75.714286	0	252	126	0	152	0	0	0
Dtd1	75.714286	0	407	123	0	0	0	0	0
Dock11	75.714286	0	0	122	148	260	0	0	0
Arhgap35	75.714286	0	530	0	0	0	0	0	0
Zfp12	75.571429	0	0	256	108	165	0	0	0
Trim59	75.571429	0	250	161	118	0	0	0	0
Taf5	75.571429	0	209	320	0	0	0	0	0
Ss18l2	75.571429	0	529	0	0	0	0	0	0
Olfm2	75.571429	0	0	529	0	0	0	0	0
Bcl2l1	75.571429	0	299	230	0	0	0	0	0
Rps15	75.428571	0	528	0	0	0	0	0	0
Oser1	75.428571	0	248	280	0	0	0	0	0
Fntb	75.428571	0	265	263	0	0	0	0	0
Apc2	75.428571	0	528	0	0	0	0	0	0
Slc16a1	75.285714	0	527	0	0	0	0	0	0
Ric1	75.285714	0	0	527	0	0	0	0	0
Nat8	75.285714	0	0	0	0	527	0	0	0
Uimc1	75.142857	0	394	0	132	0	0	0	0
Msh5	75.142857	0	125	0	242	159	0	0	0
Fkbp5	75.142857	0	0	213	157	156	0	0	0
Clic1	75.142857	0	125	0	242	159	0	0	0
Tprn	75.000000	0	0	525	0	0	0	0	0
Tnp2	75.000000	0	244	118	163	0	0	0	0
Srcap	75.000000	0	0	0	0	0	525	0	0
Socs1	75.000000	0	244	118	163	0	0	0	0
Sfi1	75.000000	0	105	0	0	0	0	420	0
Rras2	75.000000	0	0	313	0	212	0	0	0
Pomt2	75.000000	0	306	219	0	0	0	0	0
Kcnq5	75.000000	0	196	329	0	0	0	0	0
Hapln4	75.000000	0	0	525	0	0	0	0	0
Gstz1	75.000000	0	306	219	0	0	0	0	0
Tmem59l	74.857143	0	272	150	102	0	0	0	0
Pqlc3	74.857143	0	362	0	162	0	0	0	0
Zc3h3	74.714286	0	387	136	0	0	0	0	0
Xpnpep1	74.714286	0	0	399	0	124	0	0	0
Mcub	74.714286	0	0	523	0	0	0	0	0
Eif1	74.714286	0	415	108	0	0	0	0	0
Dek	74.714286	0	150	116	257	0	0	0	0
Metrn	74.571429	0	98	152	0	272	0	0	0
Maco1	74.571429	0	404	0	118	0	0	0	0
Atp6v0d1	74.571429	0	0	407	0	115	0	0	0
Ap5z1	74.571429	0	522	0	0	0	0	0	0
Antkmt	74.571429	0	98	152	0	272	0	0	0
Agrp	74.571429	0	0	407	0	115	0	0	0
Ubn1	74.428571	0	521	0	0	0	0	0	0
Tomm34	74.428571	0	521	0	0	0	0	0	0
Stk4	74.428571	0	521	0	0	0	0	0	0
Spag8	74.428571	0	521	0	0	0	0	0	0
Rap1gap	74.428571	0	0	335	0	186	0	0	0
Jmjd7	74.428571	0	361	160	0	0	0	0	0
Hint2	74.428571	0	521	0	0	0	0	0	0
Glyr1	74.428571	0	521	0	0	0	0	0	0
Btbd7	74.428571	0	0	239	131	151	0	0	0
Wnt9a	74.285714	0	0	185	106	229	0	0	0
St6galnac4	74.285714	0	0	325	0	195	0	0	0
Ptpn3	74.285714	0	0	520	0	0	0	0	0
Zyx	74.142857	0	383	0	0	136	0	0	0
Zc3h10	74.142857	0	163	200	0	156	0	0	0
Slc22a2	74.142857	0	0	394	0	125	0	0	0
Scara3	74.142857	0	0	0	323	196	0	0	0
Rpl41	74.142857	0	163	200	0	156	0	0	0
Proca1	74.142857	0	227	123	169	0	0	0	0
Gsto2	74.142857	0	0	519	0	0	0	0	0
Ezh2	74.142857	0	234	285	0	0	0	0	0
Etfa	74.142857	0	221	298	0	0	0	0	0
Carm1	74.142857	0	304	215	0	0	0	0	0
Luc7l2	74.000000	0	0	308	0	210	0	0	0
Gpr45	74.000000	0	0	344	0	174	0	0	0
Wdr5b	73.857143	0	517	0	0	0	0	0	0
Tead2	73.857143	0	0	399	0	118	0	0	0
Tbpl1	73.857143	0	392	125	0	0	0	0	0
Synm	73.857143	0	0	193	232	92	0	0	0
Slitrk6	73.857143	0	0	0	215	302	0	0	0
Slc29a2	73.857143	0	159	358	0	0	0	0	0
Filip1	73.857143	0	0	517	0	0	0	0	0
Dnah6	73.857143	0	0	161	356	0	0	0	0
Dkkl1	73.857143	0	0	399	0	118	0	0	0
Cds2	73.857143	0	298	219	0	0	0	0	0
Acaa2	73.857143	0	280	237	0	0	0	0	0
Sox4	73.714286	0	179	337	0	0	0	0	0
Gfra2	73.714286	0	0	120	182	214	0	0	0
Tbc1d16	73.571429	0	0	160	0	355	0	0	0
Prrt2	73.571429	0	0	515	0	0	0	0	0
Prrc2c	73.571429	0	233	282	0	0	0	0	0
Pagr1a	73.571429	0	0	515	0	0	0	0	0
Nap1l4	73.571429	0	0	515	0	0	0	0	0
Klf15	73.571429	0	0	349	0	166	0	0	0
Kcnc3	73.571429	0	0	269	0	246	0	0	0
Dcaf7	73.571429	0	515	0	0	0	0	0	0
Ccdc40	73.571429	0	0	160	0	355	0	0	0
Bnip3	73.571429	0	515	0	0	0	0	0	0
Zcwpw1	73.428571	0	229	285	0	0	0	0	0
Rita1	73.428571	0	514	0	0	0	0	0	0
Nfam1	73.428571	0	0	514	0	0	0	0	0
Mta2	73.428571	0	222	120	172	0	0	0	0
Fam117b	73.428571	0	338	176	0	0	0	0	0
Ddx54	73.428571	0	514	0	0	0	0	0	0
Chn1	73.428571	0	0	514	0	0	0	0	0
Prdx3	73.285714	0	398	115	0	0	0	0	0
Lysmd3	73.285714	0	0	513	0	0	0	0	0
Faap20	73.285714	0	426	0	0	87	0	0	0
Csdc2	73.285714	0	0	343	0	170	0	0	0
Cpz	73.285714	0	0	133	156	224	0	0	0
Spib	73.142857	0	191	321	0	0	0	0	0
Sirt1	73.142857	0	0	512	0	0	0	0	0
Mrpl22	73.142857	0	0	222	290	0	0	0	0
Gemin5	73.142857	0	0	222	290	0	0	0	0
Galnt17	73.142857	0	0	512	0	0	0	0	0
Erich1	73.142857	0	239	273	0	0	0	0	0
Dlg1	73.142857	0	0	120	199	193	0	0	0
Cldn34c1	73.142857	0	512	0	0	0	0	0	0
Adgrb1	73.142857	0	0	292	0	220	0	0	0
Abca6	73.142857	0	177	227	108	0	0	0	0
Rab4b	73.000000	0	511	0	0	0	0	0	0
Prss39	73.000000	0	0	255	0	256	0	0	0
Eps8	73.000000	0	216	0	0	140	155	0	0
Dlc1	73.000000	0	0	511	0	0	0	0	0
Yme1l1	72.857143	0	359	151	0	0	0	0	0
Skil	72.857143	0	257	165	0	88	0	0	0
Micu1	72.857143	0	510	0	0	0	0	0	0
Mastl	72.857143	0	359	151	0	0	0	0	0
Gria2	72.857143	0	0	145	0	365	0	0	0
Cd63	72.857143	0	0	264	113	133	0	0	0
Arhgap32	72.857143	0	0	261	0	249	0	0	0
Zrsr1	72.714286	0	210	152	0	147	0	0	0
Sigmar1	72.714286	0	187	322	0	0	0	0	0
Igf1	72.714286	0	0	228	105	176	0	0	0
Dok4	72.714286	0	0	509	0	0	0	0	0
Commd3	72.714286	0	0	217	0	292	0	0	0
Bmi1	72.714286	0	0	217	0	292	0	0	0
Arf3	72.714286	0	294	92	0	123	0	0	0
Aopep	72.714286	0	0	509	0	0	0	0	0
Txn2	72.571429	0	335	173	0	0	0	0	0
Tpm1	72.571429	0	0	236	0	272	0	0	0
Tmcc1	72.571429	0	248	131	0	129	0	0	0
Tenm4	72.571429	0	0	164	344	0	0	0	0
Rax	72.571429	0	0	508	0	0	0	0	0
Ppp3ca	72.571429	0	380	128	0	0	0	0	0
Numa1	72.571429	0	136	262	0	110	0	0	0
Nme6	72.571429	0	262	246	0	0	0	0	0
Eif3b	72.571429	0	0	301	0	207	0	0	0
Mon1a	72.428571	0	377	130	0	0	0	0	0
C1qb	72.428571	0	0	507	0	0	0	0	0
Arhgap26	72.428571	0	209	195	0	103	0	0	0
Whamm	72.285714	0	506	0	0	0	0	0	0
Tbc1d10b	72.285714	0	506	0	0	0	0	0	0
Rsf1	72.285714	0	146	257	0	103	0	0	0
Mylpf	72.285714	0	506	0	0	0	0	0	0
Mettl14	72.285714	0	0	256	0	250	0	0	0
Ivd	72.285714	0	0	0	353	153	0	0	0
