Target_genes	Foxo1|Average	SRX17501247|Cardiomyocytes	SRX17501248|Cardiomyocytes	SRX17501249|Cardiomyocytes	SRX17501250|Cardiomyocytes	SRX272969|CD4+_T_cells	SRX682273|CD4+_T_cells	SRX682274|CD4+_T_cells	SRX682276|CD4+_T_cells	SRX278097|CD8+_T_cells	SRX9719157|CD8+_T_cells	SRX9719159|CD8+_T_cells	SRX23264960|ES_cells	SRX23264961|ES_cells	SRX23264962|ES_cells	SRX23264963|ES_cells	SRX23264964|ES_cells	SRX23264965|ES_cells	SRX23264966|ES_cells	SRX23264967|ES_cells	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX9951857|Liver	SRX9951858|Liver	SRX9951859|Liver	SRX9951860|Liver	SRX9951861|Liver	SRX9951862|Liver	SRX9951863|Liver	SRX9951864|Liver	SRX9951865|Liver	SRX9951866|Liver	SRX9951867|Liver	SRX9951868|Liver	SRX9951869|Liver	SRX9951870|Liver	SRX9951871|Liver	SRX9951872|Liver	SRX9951873|Liver	SRX9951874|Liver	SRX183787|nTreg	SRX183788|nTreg	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX1219538|Uterus	STRING
Gar1	48.130435	424	400	229	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	204	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Cyp4f13	48.130435	346	682	551	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	154	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt1	48.086957	283	377	326	96	0	114	0	0	0	129	0	0	0	0	0	0	0	0	0	0	156	190	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	172	0
4930415O20Rik	48.086957	283	377	326	96	0	114	0	0	0	129	0	0	0	0	0	0	0	0	0	0	156	190	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	172	0
Itsn1	48.065217	185	467	349	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	340	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Cryzl1	48.065217	185	467	349	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	340	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Prkcsh	47.978261	245	614	347	273	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	177	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Ccdc151	47.978261	245	614	347	273	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	177	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Zfp93	47.956522	201	419	435	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	430	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc1	47.956522	191	217	377	123	184	308	0	0	0	254	0	0	0	0	0	0	0	0	0	0	106	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0
Rab35	47.913043	107	116	0	0	0	611	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0
Spice1	47.891304	505	269	240	112	0	142	0	0	178	378	260	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam222a	47.869565	336	514	213	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	308	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	47.869565	282	505	179	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	325	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Nek7	47.847826	610	324	166	0	0	225	0	0	0	269	131	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	143	0
Eif4g2	47.847826	396	379	227	225	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	209	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
Fbxo46	47.804348	314	726	335	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	280	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhmg1	47.804348	314	726	335	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	280	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clp1	47.695652	209	549	203	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	264	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
Tut4	47.586957	0	0	0	0	295	438	87	0	221	580	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
Nr3c1	47.586957	93	171	92	0	0	434	165	0	103	451	167	0	0	0	0	0	0	0	0	0	139	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0
2610001J05Rik	47.456522	175	399	347	203	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	279	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
Thbs3	47.434783	130	155	160	87	0	289	0	0	201	248	212	0	0	0	0	0	0	0	0	0	109	136	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0
Mtx1	47.434783	130	155	160	87	0	289	0	0	201	248	212	0	0	0	0	0	0	0	0	0	109	136	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0
Mpdu1	47.434783	265	482	314	234	0	0	0	0	0	112	169	0	0	0	0	0	0	0	0	0	149	151	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Arid5a	47.413043	220	135	121	0	318	389	0	0	0	347	282	0	0	0	0	0	0	0	0	0	152	121	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl54	47.369565	322	395	300	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	363	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
Apba3	47.369565	322	395	300	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	363	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
Eif3c	47.304348	296	415	264	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	396	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
Trim50	47.260870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	172	211	181	0	173	283	149	306	184	205	0	0	0	0	0	0	0	0	0	0	0	0	0
Crem	47.239130	409	340	239	142	157	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	114	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	91	0
Mrpl44	47.195652	287	280	125	191	0	209	270	0	0	0	0	0	0	0	0	0	0	0	0	0	216	372	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Fam193a	47.173913	417	518	224	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	249	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Dars2	47.173913	209	389	399	172	0	95	0	0	0	123	0	0	0	0	0	0	0	0	0	0	276	321	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc5	47.173913	482	269	130	187	0	144	0	0	127	125	0	0	0	0	0	0	0	0	0	0	215	126	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
9130023H24Rik	47.173913	482	269	130	187	0	144	0	0	127	125	0	0	0	0	0	0	0	0	0	0	215	126	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Numa1	47.152174	205	183	148	115	227	289	0	0	150	264	0	0	0	0	0	0	0	0	0	0	113	135	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0
Klf7	47.152174	375	261	264	109	0	151	0	0	120	200	213	0	0	0	0	0	0	0	0	0	183	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Kif23	47.086957	185	109	117	0	176	463	0	0	278	264	216	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0
Phip	46.978261	524	148	132	0	0	232	322	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	153	0	0	135	0
Zfp74	46.956522	341	275	268	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	338	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0
Notch4	46.869565	341	498	526	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg2	46.826087	277	201	372	115	0	197	0	0	197	241	275	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0
Cyrib	46.782609	146	119	95	0	0	581	0	0	286	157	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0
Mdm2	46.760870	320	242	158	148	0	309	0	0	199	312	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Clasp1	46.652174	175	228	265	184	120	134	0	0	0	416	151	0	0	0	0	0	0	0	0	0	186	125	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shpk	46.543478	423	411	296	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	260	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Ctns	46.543478	423	411	296	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	260	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Acp6	46.543478	409	442	249	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	317	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmbim6	46.500000	353	371	110	146	121	239	0	0	126	197	185	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Pabpc1	46.478261	509	313	177	122	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	196	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	162	0
Leng8	46.413043	307	359	197	147	0	183	0	0	163	0	0	0	0	0	0	0	0	0	0	0	227	234	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Calm3	46.413043	501	353	179	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	234	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Utp18	46.391304	168	210	146	0	0	263	0	0	217	259	187	0	0	0	0	0	0	0	0	0	140	177	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
Srrm1	46.391304	185	247	113	189	0	339	0	0	381	0	0	0	0	0	0	0	0	0	0	0	149	96	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0
Mbtd1	46.391304	168	210	146	0	0	263	0	0	217	259	187	0	0	0	0	0	0	0	0	0	140	177	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
Pfkl	46.347826	278	226	211	117	0	265	0	0	0	266	189	0	0	0	0	0	0	0	0	0	108	153	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0
Hspbp1	46.347826	286	518	262	221	0	182	0	0	0	155	121	0	0	0	0	0	0	0	0	0	119	166	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ect2	46.304348	80	233	116	179	180	355	0	0	157	321	208	0	0	0	0	0	0	0	0	0	94	90	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx42	46.282609	256	429	342	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	242	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Ccdc47	46.282609	256	429	342	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	242	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Smndc1	46.260870	208	284	197	125	168	282	0	0	0	213	155	0	0	0	0	0	0	0	0	0	0	234	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Napb	46.260870	311	432	276	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	298	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Kcnj16	46.239130	0	159	0	150	305	338	0	0	116	339	179	0	0	0	0	0	0	0	0	0	0	183	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
Tmco3	46.195652	214	314	121	104	0	314	0	0	342	0	0	0	0	0	0	0	0	0	0	0	146	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0
Dcun1d2	46.195652	214	314	121	104	0	314	0	0	342	0	0	0	0	0	0	0	0	0	0	0	146	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0
Chd2	46.152174	309	320	173	189	0	199	0	0	0	118	111	0	0	0	0	0	0	0	0	0	133	187	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Sqstm1	46.086957	237	296	181	143	0	130	0	0	169	356	158	0	0	0	0	0	0	0	0	0	124	128	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Dmac1	46.065217	281	478	211	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	357	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd3	46.065217	136	674	265	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	327	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsl24d1	46.043478	310	382	233	325	0	0	0	0	0	176	178	0	0	0	0	0	0	0	0	0	116	136	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Ice1	46.021739	310	437	307	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	398	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc3	46.021739	145	200	186	107	174	218	0	0	0	218	187	0	0	0	0	0	0	0	0	0	197	182	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Gfus	46.000000	222	687	174	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	302	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc15	45.978261	382	397	242	293	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	284	212	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp219	45.934783	567	458	173	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	221	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Vps72	45.934783	126	129	0	0	144	351	0	0	264	516	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0
Tmem253	45.934783	567	458	173	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	221	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Smim13	45.934783	343	476	269	90	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	237	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0
Pip5k1a	45.934783	126	129	0	0	144	351	0	0	264	516	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0
Upf1	45.913043	142	0	0	0	0	602	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0
Slc25a28	45.826087	280	399	242	210	0	0	0	0	0	299	165	0	0	0	0	0	0	0	0	0	96	207	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfng	45.760870	326	200	394	130	0	344	0	0	241	305	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpc	45.717391	186	563	371	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	222	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
Ubr2	45.695652	194	464	250	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	346	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf6	45.521739	203	515	249	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	389	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
Cnpy4	45.521739	203	515	249	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	389	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
Nme1	45.456522	220	464	296	227	0	0	0	0	69	100	0	0	0	0	0	0	0	0	0	0	207	173	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	102	0
Ep400	45.391304	477	337	271	128	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	288	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
Pttg1ip	45.369565	315	548	372	354	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnar1	45.369565	339	303	328	135	0	184	0	0	108	112	0	0	0	0	0	0	0	0	0	0	130	125	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0
Baiap3	45.369565	0	0	0	0	207	373	0	0	382	412	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
H3c15	45.326087	246	185	219	108	0	143	0	0	0	106	98	0	0	0	0	0	0	0	0	0	250	155	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	160	0
H3c14	45.326087	246	185	219	108	0	143	0	0	0	106	98	0	0	0	0	0	0	0	0	0	250	155	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	160	0
H2ac19	45.326087	246	185	219	108	0	143	0	0	0	106	98	0	0	0	0	0	0	0	0	0	250	155	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	160	0
H2ac18	45.326087	246	185	219	108	0	143	0	0	0	106	98	0	0	0	0	0	0	0	0	0	250	155	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	160	0
Btg2	45.217391	346	585	696	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pomt1	45.130435	89	249	0	147	0	543	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0
6430548M08Rik	45.130435	369	306	179	0	111	184	0	0	0	200	194	0	0	0	0	0	0	0	0	0	201	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Zfp354c	45.108696	352	349	408	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	358	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd3	45.043478	282	552	393	361	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	179	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca1	45.043478	263	364	204	126	0	169	0	0	125	276	0	0	0	0	0	0	0	0	0	0	235	228	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod1	45.021739	156	557	223	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	467	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Nudt21	45.021739	156	557	223	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	467	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Tgds	45.000000	481	388	343	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	260	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr180	45.000000	481	388	343	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	260	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem160	44.869565	178	590	254	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	312	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps23	44.847826	429	429	327	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	353	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yeats4	44.826087	223	173	95	102	0	548	0	0	388	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0
Ccm2	44.782609	415	193	0	139	232	171	0	0	0	239	207	0	0	0	0	0	0	0	0	0	204	118	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terf2	44.739130	460	437	323	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	140	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retreg2	44.673913	331	272	139	221	174	164	0	0	0	208	0	0	0	0	0	0	0	0	0	0	125	163	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Cnppd1	44.673913	331	272	139	221	174	164	0	0	0	208	0	0	0	0	0	0	0	0	0	0	125	163	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Zpr1	44.652174	147	139	86	86	169	506	0	0	110	258	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0
H2az2	44.652174	383	213	135	104	0	213	0	0	0	254	0	0	0	0	0	0	0	0	0	0	237	109	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Apoa5	44.652174	147	139	86	86	169	506	0	0	110	258	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0
Limd2	44.608696	0	0	0	0	0	469	235	0	317	387	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0
Emsy	44.608696	439	502	201	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	201	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp3	44.586957	436	457	204	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	215	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
Map3k8	44.586957	494	383	211	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	223	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Tomt	44.521739	273	435	150	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	276	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Lamtor1	44.521739	273	435	150	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	276	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Get1	44.521739	221	191	342	209	0	185	0	0	0	92	0	0	0	0	0	0	0	0	0	0	197	187	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	169	0
Toe1	44.456522	339	382	316	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	207	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Mutyh	44.456522	339	382	316	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	207	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Slc25a45	44.434783	90	535	133	235	227	0	0	0	0	220	309	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Frmd8	44.434783	90	535	133	235	227	0	0	0	0	220	309	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
