Target_genes	Maff|Average	SRX122436|Dendritic_Cells	SRX122437|Dendritic_Cells	SRX122438|Dendritic_Cells	SRX122439|Dendritic_Cells	SRX3730247|Trophoblast_stem_cells	SRX3730248|Trophoblast_stem_cells	SRX3730279|Trophoblast_stem_cells	STRING
Ndufc1	55.142857	0	0	0	0	0	0	386	0
Naa15	55.142857	0	0	0	0	0	0	386	0
Ino80	55.142857	0	0	0	0	128	0	258	0
Adat3	55.142857	0	0	0	0	173	0	213	0
Gper1	55.000000	0	0	0	0	189	0	196	0
Adam23	55.000000	0	0	0	0	135	0	250	0
Tmtc1	54.857143	0	0	0	0	271	0	113	0
Tfdp1	54.857143	0	0	0	0	144	0	240	0
Exosc8	54.857143	0	0	0	0	0	0	384	0
Anp32b	54.857143	0	0	0	0	200	0	184	0
Alg5	54.857143	0	0	0	0	0	0	384	0
Tepsin	54.714286	0	0	0	0	278	0	105	0
Olfr25	54.714286	0	0	0	0	102	0	281	0
Ndufaf8	54.714286	0	0	0	0	278	0	105	0
Gm572	54.714286	0	0	0	0	113	0	270	0
9830107B12Rik	54.714286	0	0	0	0	212	0	171	0
Zfp52	54.571429	0	0	0	0	0	0	382	0
Tspan2	54.571429	93	0	0	99	115	0	75	0
Qsox1	54.571429	0	0	0	0	159	0	223	0
Ppp1r11	54.571429	0	0	0	0	0	0	382	0
Olfr314	54.571429	0	0	0	0	165	0	217	0
Kdm6b	54.571429	0	0	0	0	0	0	382	0
Hspa12a	54.571429	0	0	0	0	153	0	229	0
Thbs3	54.428571	0	0	0	0	155	0	226	0
Mtx1	54.428571	0	0	0	0	155	0	226	0
Gm9507	54.428571	0	0	0	0	146	0	235	0
Gm2696	54.428571	0	0	0	0	146	0	235	0
Dcakd	54.428571	0	0	0	0	0	0	381	0
Col13a1	54.428571	0	0	0	0	163	73	145	0
Vdac3	54.285714	0	0	0	0	107	0	273	0
Scml4	54.285714	0	0	0	70	169	0	141	0
Raph1	54.285714	0	0	0	0	0	139	241	0
Pycard	54.285714	102	0	0	0	0	0	278	0
Gramd3	54.285714	0	0	0	0	261	0	119	0
Ccdc17	54.285714	0	0	0	0	161	0	219	0
Vmo1	54.142857	0	0	0	0	284	0	95	0
Tnfrsf26	54.142857	0	0	0	0	0	0	379	0
Tars	54.142857	0	0	0	0	115	0	264	0
Nudt18	54.142857	0	0	0	0	150	0	229	0
Igf2	54.142857	0	0	0	0	107	0	272	0
Gm17330	54.142857	0	0	0	0	141	0	238	0
Gltpd2	54.142857	0	0	0	0	284	0	95	0
Fut1	54.142857	0	0	0	0	100	0	279	0
Fgf21	54.142857	0	0	0	0	100	0	279	0
Cebpb	54.142857	0	0	0	0	162	105	112	0
Scg2	54.000000	0	0	0	0	0	0	378	0
Olfr1424	54.000000	0	0	0	0	189	70	119	0
Nufip2	54.000000	0	0	0	0	174	0	204	0
Iba57	54.000000	0	0	0	0	112	0	266	0
Eml2	54.000000	0	0	0	0	151	0	227	0
Elof1	54.000000	0	0	0	0	0	0	378	0
Adcy9	54.000000	0	0	0	0	103	0	275	0
Trim8	53.857143	0	0	0	0	0	0	377	0
Slco4a1	53.857143	0	0	0	0	232	0	145	0
Rbpms2	53.857143	0	0	0	0	213	0	164	0
Psmb6	53.857143	0	0	0	0	151	0	226	0
Nemp1	53.857143	0	0	0	0	124	0	253	0
Mog	53.857143	0	0	0	0	180	0	197	0
Cln8	53.857143	0	0	0	0	159	0	218	0
Rcc2	53.714286	0	0	0	0	194	0	182	0
Rbp1	53.714286	0	0	0	0	223	0	153	0
Abi1	53.714286	123	112	141	0	0	0	0	0
Treml4	53.571429	0	0	0	0	0	0	375	0
Thbd	53.571429	0	0	0	0	0	0	375	0
Poc5	53.571429	0	0	0	0	128	0	247	0
Becn2	53.571429	0	0	0	0	158	0	217	0
Atp6v0c	53.571429	0	0	0	0	110	0	265	0
Amdhd2	53.571429	0	0	0	0	110	0	265	0
Wsb2	53.428571	0	0	0	0	0	0	374	0
Trip4	53.428571	0	0	0	0	133	0	241	0
Susd4	53.428571	0	0	0	0	160	0	214	0
Smim26	53.428571	0	0	0	0	233	0	141	0
Slc7a11	53.428571	111	0	0	0	155	0	108	0
Slc25a22	53.428571	0	0	0	0	118	0	256	0
Phf7	53.428571	0	0	0	0	129	0	245	0
Mrm3	53.428571	0	0	0	0	140	0	234	0
Mcm2	53.428571	0	0	0	0	0	0	374	0
Gpx1	53.428571	0	0	0	0	119	0	255	0
Glod4	53.428571	0	0	0	0	140	0	234	0
Ehd4	53.428571	0	0	0	0	165	0	209	0
Cend1	53.428571	0	0	0	0	118	0	256	0
Bap1	53.428571	0	0	0	0	129	0	245	0
Atp2b4	53.428571	0	0	0	0	0	0	374	0
Zfp7	53.285714	0	0	0	0	0	0	373	0
Ube2v1	53.285714	0	0	0	0	189	0	184	0
Trim33	53.285714	0	0	0	0	0	136	237	0
Krt33b	53.285714	0	0	0	0	111	0	262	0
H1f0	53.285714	0	0	0	0	96	0	277	0
Gcat	53.285714	0	0	0	0	96	0	277	0
Sirt1	53.142857	0	0	0	0	184	0	188	0
Rrm2	53.142857	0	0	0	0	117	0	255	0
Prcc	53.142857	0	0	0	0	0	0	372	0
Otop2	53.142857	0	0	0	0	0	0	372	0
Lgals6	53.142857	0	0	0	0	0	0	372	0
Lgals4	53.142857	0	0	0	0	0	0	372	0
Akap10	53.142857	0	0	0	0	148	0	224	0
Zfp2	53.000000	0	0	0	0	174	0	197	0
Tbx4	53.000000	0	0	0	0	0	0	371	0
Stac2	53.000000	0	0	0	0	155	0	216	0
Eps15l1	53.000000	0	0	0	0	172	0	199	0
Ep300	53.000000	0	0	0	0	191	0	180	0
Dgat2l6	53.000000	0	0	0	0	107	0	264	0
App	53.000000	0	0	0	0	146	0	225	0
Abcd3	53.000000	0	0	0	0	129	90	152	0
8030462N17Rik	53.000000	0	0	0	0	110	0	261	0
Stra6l	52.857143	0	0	0	0	133	0	237	0
Ptpru	52.857143	0	0	0	0	106	0	264	0
Cyren	52.857143	0	0	0	0	0	70	300	0
Ccdc84	52.857143	0	0	0	0	160	0	210	0
Smim34	52.714286	0	0	0	0	183	79	107	0
Rtraf	52.714286	0	0	0	0	114	0	255	0
Bcl9l	52.714286	0	0	0	0	0	0	369	0
Slc34a3	52.571429	0	0	0	0	199	0	169	0
Slc26a2	52.571429	0	0	0	0	118	0	250	0
Rnf224	52.571429	0	0	0	0	199	0	169	0
Primpol	52.571429	0	0	0	0	197	0	171	0
H2-T10	52.571429	0	0	0	0	161	0	207	0
Cysrt1	52.571429	0	0	0	0	199	0	169	0
Casp3	52.571429	0	0	0	0	197	0	171	0
Zbtb42	52.428571	0	0	0	0	0	0	367	0
Ralgps2	52.428571	0	0	0	0	136	0	231	0
E2f8	52.428571	0	117	0	0	0	0	250	0
Csf1r	52.428571	0	0	0	0	171	0	196	0
Smarcb1	52.285714	0	0	0	0	147	0	219	0
Psg18	52.285714	0	0	0	0	0	0	366	0
P2ry12	52.285714	0	0	123	135	0	0	108	0
E4f1	52.285714	0	0	0	0	0	0	366	0
Tmed1	52.142857	0	0	0	0	193	0	172	0
Smyd2	52.142857	0	0	0	0	0	0	365	0
Prmt5	52.142857	0	0	0	0	113	0	252	0
Gps2	52.142857	0	0	0	0	134	0	231	0
Gpatch2l	52.142857	0	0	0	0	0	0	365	0
Cdc42	52.142857	0	0	0	0	130	0	235	0
Mtfr1l	52.000000	0	0	0	0	0	0	364	0
Med7	52.000000	0	0	0	0	153	0	211	0
Dcaf7	52.000000	0	0	0	0	170	0	194	0
Cyth3	52.000000	0	0	0	0	0	0	364	0
Bnipl	52.000000	0	0	0	0	0	0	364	0
Acp2	52.000000	0	0	0	151	0	0	213	0
Zbtb8a	51.857143	0	0	0	0	220	0	143	0
Pnkd	51.857143	0	0	0	0	0	0	363	0
Mapk7	51.857143	0	0	0	0	168	0	195	0
Fbxo28	51.857143	0	0	0	0	176	0	187	0
Cep97	51.857143	0	0	0	0	0	0	363	0
Bnip3l	51.857143	0	0	0	0	172	0	191	0
Aamp	51.857143	0	0	0	0	0	0	363	0
Pigl	51.714286	0	0	0	0	207	0	155	0
Ncor1	51.714286	0	0	0	0	207	0	155	0
H2bc21	51.714286	0	0	0	0	165	0	197	0
H2ac21	51.714286	0	0	0	0	165	0	197	0
H2ac20	51.714286	0	0	0	0	165	0	197	0
Gli2	51.714286	0	0	0	0	218	0	144	0
Ggh	51.714286	0	0	0	0	0	0	362	0
Ankrd28	51.714286	0	0	0	0	156	0	206	0
9430015G10Rik	51.714286	0	0	0	0	174	0	188	0
Vmn1r199	51.571429	0	0	0	0	181	0	180	0
Spry4	51.571429	0	0	0	0	0	0	361	0
Rnf6	51.571429	0	0	0	0	0	0	361	0
Prickle1	51.571429	0	0	0	0	171	0	190	0
Pigh	51.571429	0	0	0	0	217	0	144	0
Akap4	51.571429	0	0	0	0	235	0	126	0
Ppfia4	51.428571	0	0	0	0	122	0	238	0
Mapk1ip1l	51.428571	0	0	0	0	0	0	360	0
Larp4	51.428571	0	0	0	0	135	0	225	0
Ing3	51.428571	0	0	0	0	170	0	190	0
Arhgef19	51.428571	0	0	0	0	191	0	169	0
Wnt9a	51.285714	0	0	0	0	188	0	171	0
Magoh	51.285714	0	0	0	0	171	0	188	0
Lipo3	51.285714	0	0	0	0	122	237	0	0
Kdm6a	51.285714	0	0	0	0	188	0	171	0
Fbl	51.285714	0	0	0	0	134	0	225	0
Ensa	51.285714	0	0	0	0	131	0	228	0
Cdk16	51.285714	0	0	0	0	0	0	359	0
Txndc16	51.142857	0	0	0	0	133	0	225	0
Topaz1	51.142857	0	0	0	0	158	0	200	0
Serpinb6c	51.142857	0	0	0	0	0	0	358	0
Rspry1	51.142857	0	0	0	0	261	0	97	0
Psme3ip1	51.142857	0	0	0	0	261	0	97	0
Gpr137c	51.142857	0	0	0	0	133	0	225	0
Btbd9	51.142857	0	0	0	0	150	0	208	0
Wac	51.000000	0	0	0	0	0	0	357	0
Usp39	51.000000	0	0	0	0	0	0	357	0
Polg2	51.000000	0	0	0	0	0	0	357	0
Gfm1	51.000000	0	0	0	0	160	0	197	0
Cep68	51.000000	0	0	0	0	231	0	126	0
0610030E20Rik	51.000000	0	0	0	0	0	0	357	0
Plscr4	50.857143	0	0	0	0	151	205	0	0
Phf14	50.857143	0	0	0	0	145	0	211	0
Nupl1	50.857143	0	0	0	0	0	0	356	0
Nedd8	50.857143	0	0	0	0	131	0	225	0
Ndufa4	50.857143	0	0	0	0	145	0	211	0
Lrrc66	50.857143	0	0	0	0	213	0	143	0
Il10ra	50.857143	0	0	0	0	0	0	356	0
Gpd1	50.857143	0	0	0	0	123	0	233	0
Gmpr2	50.857143	0	0	0	0	131	0	225	0
Arrb1	50.857143	218	0	0	138	0	0	0	0
Nup85	50.714286	0	0	0	0	0	152	203	0
Mrpl4	50.714286	0	0	0	0	0	0	355	0
Ltbp1	50.714286	0	0	0	0	96	0	259	0
Actr8	50.714286	0	0	0	0	0	0	355	0
Tuba1c	50.571429	0	0	0	0	139	0	215	0
Nsd3	50.571429	0	0	0	0	156	0	198	0
Letm2	50.571429	0	0	0	0	156	0	198	0
Bst2	50.571429	0	0	0	0	103	0	251	0
Acsf3	50.571429	0	0	0	0	0	0	354	0
Retreg1	50.428571	0	0	0	0	219	0	134	0
Gm34653	50.428571	0	0	0	0	0	0	353	0
Dll4	50.428571	0	0	0	0	0	0	353	0
Akip1	50.428571	0	0	0	0	0	0	353	0
Tfap2e	50.285714	0	0	0	0	120	0	232	0
Prr7	50.285714	0	0	0	0	179	0	173	0
Il1rn	50.285714	0	0	0	0	0	0	352	0
Atp23	50.285714	0	0	0	0	0	0	352	0
Mxi1	50.142857	0	0	0	0	171	0	180	0
Ipmk	50.142857	0	0	0	0	121	0	230	0
Cisd1	50.142857	0	0	0	0	121	0	230	0
Amph	50.142857	0	0	0	0	213	0	138	0
Vps33a	50.000000	0	0	0	0	113	0	237	0
Tmem9b	50.000000	0	0	0	0	152	0	198	0
Tex10	50.000000	0	0	0	0	74	0	276	0
Rad51c	50.000000	0	0	0	0	107	0	243	0
Efs	50.000000	0	0	0	0	0	0	350	0
Clcn4	50.000000	0	0	0	0	0	97	253	0
Smim12	49.857143	0	0	0	0	156	0	193	0
Plpp1	49.857143	0	0	0	0	96	119	134	0
Gins2	49.857143	0	0	0	0	0	0	349	0
Chchd5	49.857143	0	0	0	0	184	0	165	0
Cep164	49.857143	0	0	0	0	133	0	216	0
Tcta	49.714286	0	0	0	0	127	0	221	0
Slc25a19	49.714286	0	0	0	0	139	0	209	0
Rhoa	49.714286	0	0	0	0	127	0	221	0
Kdm1a	49.714286	0	0	0	0	144	0	204	0
Hdhd2	49.714286	0	0	0	0	246	0	102	0
Gcc2	49.714286	0	0	0	0	137	0	211	0
Crppa	49.714286	0	0	0	0	148	0	200	0
Cldn11	49.714286	0	0	0	0	205	0	143	0
Snu13	49.571429	0	0	0	0	103	0	244	0
Pim1	49.571429	0	0	0	0	168	0	179	0
Pik3cb	49.571429	0	0	0	0	0	0	347	0
Myo1h	49.571429	0	0	0	0	194	0	153	0
H2-K1	49.571429	0	0	0	0	137	0	210	0
Fxn	49.571429	0	0	0	0	0	0	347	0
Dcun1d1	49.571429	0	0	0	0	83	0	264	0
Ankk1	49.571429	0	0	0	0	155	0	192	0
Actr3	49.571429	0	0	0	0	135	0	212	0
4931414P19Rik	49.571429	0	0	0	0	144	0	203	0
Zfp689	49.428571	0	0	0	0	153	0	193	0
Tubgcp3	49.428571	0	0	0	0	143	0	203	0
Ran	49.428571	0	0	0	0	0	85	261	0
Ptprn	49.428571	0	0	0	0	0	0	346	0
Cacna1a	49.428571	0	0	0	0	0	0	346	0
Aldh3b1	49.428571	0	0	0	0	0	0	346	0
Vps26a	49.285714	0	0	0	0	118	0	227	0
Rph3a	49.285714	0	0	0	0	168	0	177	0
Rlbp1	49.285714	0	0	0	0	255	90	0	0
Pitpna	49.285714	0	0	0	0	146	0	199	0
Ift27	49.285714	0	0	0	0	106	0	239	0
Gstm1	49.285714	158	0	0	0	0	0	187	0
Fanci	49.285714	0	0	0	0	255	90	0	0
Dock5	49.285714	0	0	0	0	113	0	232	0
Zfp354c	49.142857	0	0	0	0	137	0	207	0
Tuft1	49.142857	0	0	0	0	0	0	344	0
Slx4	49.142857	0	0	0	0	202	0	142	0
Pou1f1	49.142857	0	0	0	0	130	0	214	0
Ltk	49.142857	0	0	0	0	0	0	344	0
Zfp532	49.000000	0	0	0	0	0	0	343	0
Tob1	49.000000	0	0	0	0	0	0	343	0
Sema4f	49.000000	0	0	0	0	130	0	213	0
Lrrc38	49.000000	0	0	0	0	211	132	0	0
Ahcy	49.000000	0	0	0	0	228	0	115	0
Gse1	48.857143	0	0	0	0	190	0	152	0
Gm13889	48.857143	0	0	0	0	167	0	175	0
Dcaf15	48.857143	0	0	0	0	153	0	189	0
Tmem43	48.714286	0	0	0	0	0	0	341	0
Chchd4	48.714286	0	0	0	0	0	0	341	0
Ccl8	48.714286	0	0	0	0	168	0	173	0
Capza2	48.714286	0	0	0	0	149	0	192	0
Taar8a	48.571429	0	0	0	0	0	0	340	0
Gpr152	48.571429	0	0	0	0	123	0	217	0
Gm960	48.571429	0	0	0	0	162	0	178	0
Cfap58	48.571429	0	0	0	0	165	0	175	0
Cenph	48.571429	0	0	0	0	136	0	204	0
Cabp4	48.571429	0	0	0	0	123	0	217	0
Wdr95	48.428571	0	0	0	0	213	0	126	0
Ube2q2	48.428571	0	0	0	0	179	0	160	0
Med28	48.428571	0	0	0	0	149	0	190	0
A930018P22Rik	48.428571	0	0	0	0	168	0	171	0
Ube2m	48.285714	0	0	0	0	94	0	244	0
Tiparp	48.285714	0	0	0	0	142	0	196	0
Scarb2	48.285714	0	0	0	0	152	0	186	0
Olfr765	48.285714	0	0	0	0	158	0	180	0
Hspa4	48.285714	0	0	0	0	157	0	181	0
Chmp2a	48.285714	0	0	0	0	94	0	244	0
BC048403	48.285714	0	0	0	0	188	0	150	0
Ube2f	48.142857	0	0	0	0	0	148	189	0
Tmem191c	48.142857	0	0	0	0	182	0	155	0
Socs3	48.142857	0	0	0	0	0	0	337	0
Smyd1	48.142857	0	0	0	0	0	0	337	0
Slc25a28	48.142857	0	0	0	0	158	0	179	0
Rpl15	48.142857	0	0	0	0	0	0	337	0
Psma3	48.142857	0	0	0	0	105	0	232	0
Nkiras1	48.142857	0	0	0	0	0	0	337	0
Ndufs8	48.142857	0	0	0	0	0	0	337	0
Fubp3	48.142857	0	0	0	0	235	102	0	0
B2m	48.142857	0	0	0	0	116	0	221	0
Plxdc1	48.000000	0	0	0	0	139	0	197	0
Noc3l	48.000000	0	0	0	0	151	0	185	0
Il1r2	48.000000	0	0	0	0	0	0	336	0
Zfand2b	47.857143	0	0	0	0	205	0	130	0
Slain2	47.857143	0	0	0	0	169	0	166	0
Rbbp7	47.857143	0	0	0	0	117	0	218	0
Psme3	47.857143	0	0	0	0	129	0	206	0
Vmn1r41	47.714286	0	0	0	0	0	0	334	0
Nedd9	47.714286	0	0	0	0	261	0	73	0
Fbxo9	47.714286	0	0	0	0	145	0	189	0
Cilk1	47.714286	0	0	0	0	145	0	189	0
Canx	47.714286	0	0	0	0	95	0	239	0
Tlcd3b	47.571429	0	0	0	0	0	0	333	0
Riok2	47.571429	0	0	0	0	172	0	161	0
Dusp7	47.571429	0	0	0	0	229	0	104	0
Zfp61	47.428571	0	0	0	0	0	0	332	0
Nmt1	47.428571	0	0	0	0	0	0	332	0
Jpt1	47.428571	0	0	0	0	142	0	190	0
Itga9	47.428571	0	0	0	0	221	0	111	0
Ift57	47.428571	0	0	123	0	0	0	209	0
Clec11a	47.428571	0	0	0	0	0	0	332	0
Atp5b	47.428571	0	0	0	0	157	0	175	0
Abcf1	47.428571	0	0	0	0	0	0	332	0
Slc30a3	47.285714	0	0	0	0	129	0	202	0
Slamf6	47.285714	0	0	0	0	219	0	112	0
Ift140	47.285714	0	0	0	0	105	0	226	0
Hykk	47.285714	0	0	0	0	207	0	124	0
Dnajc5g	47.285714	0	0	0	0	129	0	202	0
Cxxc1	47.285714	0	0	0	0	200	0	131	0
Cramp1l	47.285714	0	0	0	0	105	0	226	0
Cdk12	47.285714	0	0	0	0	0	0	331	0
Vps18	47.142857	0	0	0	0	88	0	242	0
Tox2	47.142857	0	0	0	0	151	0	179	0
Nxf7	47.142857	0	0	0	0	0	0	330	0
Mien1	47.142857	0	0	0	0	98	0	232	0
Cadm4	47.142857	0	0	0	0	158	0	172	0
Arvcf	47.142857	0	0	0	0	169	0	161	0
Ttc8	47.000000	0	0	0	0	130	0	199	0
Med31	47.000000	0	0	0	0	0	0	329	0
Dbnl	47.000000	0	0	0	0	0	0	329	0
D830031N03Rik	47.000000	0	0	0	0	0	0	329	0
Coil	47.000000	0	0	0	0	0	0	329	0
4930563E22Rik	47.000000	0	0	0	0	0	0	329	0
Stx12	46.857143	0	0	0	0	172	0	156	0
P4htm	46.857143	0	0	0	0	214	0	114	0
Morf4l2	46.857143	0	0	0	0	109	0	219	0
Kcnj12	46.857143	0	0	0	0	202	0	126	0
Hsd17b2	46.857143	0	0	0	0	0	0	328	0
Ap4e1	46.857143	0	0	0	0	0	0	328	0
Zfyve21	46.714286	0	0	0	0	162	0	165	0
Xrcc3	46.714286	0	0	0	0	162	0	165	0
Tns4	46.714286	0	0	0	0	199	0	128	0
Tmem100	46.714286	0	0	0	0	0	207	120	0
Lrrc4	46.714286	0	0	0	0	129	0	198	0
Gsn	46.714286	0	0	0	0	0	0	327	0
Apol8	46.714286	0	0	0	0	114	0	213	0
Zmym1	46.571429	0	0	0	0	0	0	326	0
Zfp438	46.571429	0	0	0	0	107	0	219	0
Tmem26	46.571429	0	0	0	0	83	0	243	0
Stk25	46.571429	0	0	0	0	0	0	326	0
Pxt1	46.571429	0	0	0	0	165	0	161	0
Phyhd1	46.571429	0	0	0	0	0	0	326	0
Hspa1l	46.571429	0	0	0	0	182	0	144	0
Hspa1a	46.571429	0	0	0	0	182	0	144	0
Cdkn2c	46.571429	0	0	0	0	0	0	326	0
Calm2	46.571429	0	0	0	0	174	0	152	0
Zbtb37	46.428571	0	0	0	0	146	0	179	0
Tlk1	46.428571	0	0	0	0	156	0	169	0
Ptgr1	46.428571	0	0	0	0	0	0	325	0
Prdx6	46.428571	0	0	0	0	175	0	150	0
Lonrf2	46.428571	0	0	0	0	92	0	233	0
Zfp78	46.285714	0	0	0	0	118	0	206	0
Vac14	46.285714	0	0	0	0	103	0	221	0
Tppp3	46.285714	0	0	0	0	155	0	169	0
Stub1	46.285714	0	0	0	0	0	0	324	0
Ropn1l	46.285714	0	0	0	0	193	0	131	0
Rimbp3	46.285714	0	0	0	0	0	0	324	0
Rhbdl1	46.285714	0	0	0	0	0	0	324	0
Plod1	46.285714	0	0	0	0	0	0	324	0
Jmjd8	46.285714	0	0	0	0	0	0	324	0
Dnmt3b	46.285714	0	0	0	0	232	0	92	0
Cmah	46.285714	0	0	0	0	180	0	144	0
2510039O18Rik	46.285714	0	0	0	0	0	0	324	0
Fem1b	46.142857	0	0	0	0	0	0	323	0
Dlx4	46.142857	0	0	0	0	148	0	175	0
Vdac1	46.000000	0	0	0	0	0	0	322	0
Tmem33	46.000000	0	0	0	0	84	0	238	0
Tmco2	46.000000	0	0	0	0	174	0	148	0
Tlk2	46.000000	0	0	0	0	121	0	201	0
Tedc2	46.000000	0	0	0	0	0	0	322	0
Pld1	46.000000	0	0	0	0	0	0	322	0
Cdk13	46.000000	0	0	0	0	114	0	208	0
Tm9sf4	45.857143	0	0	0	0	172	0	149	0
Serinc2	45.857143	0	0	0	0	0	0	321	0
Rpn1	45.857143	0	0	0	0	155	0	166	0
Ppp1r14b	45.857143	0	0	0	0	0	0	321	0
Panx3	45.857143	0	0	0	0	321	0	0	0
LOC114841036	45.857143	0	0	0	0	0	0	321	0
Hnrnpl	45.857143	0	0	0	0	156	0	165	0
Fkbp2	45.857143	0	0	0	0	0	0	321	0
Zfp973	45.714286	0	0	0	0	0	132	188	0
Septin4	45.714286	0	0	0	0	0	0	320	0
Ggta1	45.714286	0	0	0	0	0	0	320	0
Frmd4a	45.714286	0	0	0	0	87	0	233	0
Folr2	45.714286	0	0	0	0	218	0	102	0
Crtam	45.714286	0	0	0	0	145	0	175	0
Arhgap1	45.714286	0	0	0	0	136	0	184	0
Akap7	45.714286	0	0	0	0	159	0	161	0
Rmi2	45.571429	0	0	0	0	175	0	144	0
Nhsl1	45.571429	0	0	0	0	188	0	131	0
Islr	45.571429	0	0	0	0	135	0	184	0
Fasl	45.571429	0	0	0	0	0	0	319	0
Disp1	45.571429	0	0	0	0	0	0	319	0
Cidec	45.571429	0	0	0	0	147	0	172	0
Aarsd1	45.571429	0	0	0	0	0	0	319	0
Vav3	45.428571	0	0	0	0	81	0	237	0
Tmem179	45.428571	0	0	0	0	0	0	318	0
Tigit	45.428571	0	0	0	0	0	0	318	0
Snrpd2	45.428571	0	0	0	0	81	0	237	0
Scamp5	45.428571	0	0	0	0	109	0	209	0
Qpctl	45.428571	0	0	0	0	81	0	237	0
Myl12a	45.428571	0	0	0	0	95	0	223	0
Fdxacb1	45.428571	0	0	0	0	127	0	191	0
Dph5	45.428571	0	0	0	0	0	0	318	0
Brip1	45.428571	0	0	0	0	96	0	222	0
1110032A03Rik	45.428571	0	0	0	0	127	0	191	0
Tmem199	45.285714	0	0	0	0	178	0	139	0
Snx14	45.285714	0	0	0	0	214	0	103	0
Slc49a4	45.285714	0	0	0	0	0	0	317	0
Scd1	45.285714	0	0	0	0	147	0	170	0
Poldip2	45.285714	0	0	0	0	178	0	139	0
Lnpep	45.285714	0	0	0	0	0	0	317	0
Kcnk13	45.285714	0	0	0	0	0	0	317	0
D5Ertd579e	45.285714	0	0	0	0	143	0	174	0
Cd93	45.285714	0	0	0	0	0	0	317	0
Slc25a45	45.142857	0	0	0	0	111	0	205	0
Pdia6	45.142857	0	0	0	0	136	0	180	0
Lhx6	45.142857	0	0	0	0	166	0	150	0
Gpc5	45.142857	0	0	0	0	166	0	150	0
Gm38999	45.142857	0	0	0	0	158	0	158	0
Frmd8	45.142857	0	0	0	0	111	0	205	0
Dpy19l3	45.142857	0	0	0	0	141	0	175	0
Commd7	45.142857	0	0	0	0	195	0	121	0
Amer3	45.142857	0	0	0	0	0	0	316	0
Wdr43	45.000000	0	0	0	0	0	0	315	0
Nebl	45.000000	0	0	0	0	0	0	315	0
1810013L24Rik	45.000000	0	0	0	0	125	0	190	0
Stxbp4	44.857143	0	0	0	0	171	0	143	0
Stx11	44.857143	0	0	0	0	128	0	186	0
Sf3b5	44.857143	0	0	0	0	0	139	175	0
Rpia	44.857143	0	0	0	0	98	0	216	0
Pak1	44.857143	0	0	0	0	0	0	314	0
Oas1h	44.857143	0	0	0	0	0	0	314	0
Krt42	44.857143	0	0	0	0	137	0	177	0
Kctd6	44.857143	0	0	0	0	118	0	196	0
Ilf2	44.857143	0	0	0	0	157	0	157	0
Fkbp3	44.857143	0	0	0	0	193	0	121	0
Fancm	44.857143	0	0	0	0	193	0	121	0
Dixdc1	44.857143	0	0	0	0	0	0	314	0
Cox11	44.857143	0	0	0	0	171	0	143	0
Akr1a1	44.857143	0	0	0	154	0	0	160	0
2310030G06Rik	44.857143	0	0	0	0	0	0	314	0
Zfp560	44.714286	0	0	0	0	154	0	159	0
Trim54	44.714286	0	0	0	0	145	0	168	0
Gpat2	44.714286	0	0	0	0	0	0	313	0
Gadd45g	44.714286	0	0	0	0	124	0	189	0
Akr1b3	44.714286	0	0	0	0	0	0	313	0
Zfp449	44.571429	0	0	0	0	197	0	115	0
Xk	44.571429	0	0	0	0	223	0	89	0
Wbp1	44.571429	0	0	0	0	0	0	312	0
Psmf1	44.571429	0	0	0	0	0	0	312	0
Pabpn1	44.571429	0	0	0	0	136	0	176	0
Klhl22	44.571429	0	0	0	0	0	0	312	0
Kcmf1	44.571429	0	0	0	0	0	0	312	0
Ino80b	44.571429	0	0	0	0	0	0	312	0
Hint3	44.571429	0	0	0	0	0	0	312	0
Frs2	44.571429	0	0	0	0	115	0	197	0
Srsf2	44.428571	0	0	0	0	176	0	135	0
Pop4	44.428571	0	0	0	0	145	0	166	0
Nap1l4	44.428571	0	0	0	0	0	0	311	0
Mfsd11	44.428571	0	0	0	0	176	0	135	0
Cep63	44.428571	0	0	0	0	137	0	174	0
Anapc13	44.428571	0	0	0	0	137	0	174	0
Anapc10	44.428571	0	0	0	0	101	0	210	0
Abce1	44.428571	0	0	0	0	101	0	210	0
Zfp738	44.285714	0	0	0	0	104	0	206	0
Zfp160	44.285714	0	0	0	0	0	0	310	0
Taok3	44.285714	0	0	0	0	0	0	310	0
Rnf44	44.285714	0	0	0	0	143	0	167	0
Mef2b	44.285714	0	0	0	0	0	0	310	0
Il1a	44.285714	0	0	0	0	0	0	310	0
Gpld1	44.285714	0	0	0	0	99	0	211	0
Fbxo21	44.285714	0	0	0	0	0	0	310	0
Elf4	44.285714	0	0	0	0	0	0	310	0
Eif4b	44.285714	0	0	0	0	0	0	310	0
Coq8a	44.285714	0	0	0	0	144	0	166	0
Arhgef3	44.285714	0	0	0	0	146	0	164	0
Aldh5a1	44.285714	0	0	0	0	99	0	211	0
Phc1	44.142857	0	0	0	0	0	0	309	0
Kif21a	44.142857	0	0	0	0	158	0	151	0
Efhd2	44.142857	0	0	0	0	196	0	113	0
Copg1	44.142857	0	0	0	0	0	0	309	0
Aar2	44.142857	0	0	0	0	164	0	145	0
Vdac2	44.000000	0	0	0	0	142	0	166	0
Tbc1d9	44.000000	0	0	0	0	210	0	98	0
Taf12	44.000000	0	0	0	0	155	0	153	0
Nanos2	44.000000	0	0	0	0	0	0	308	0
