Target_genes	Cbfb|Average	SRX184870|CD4+_T_cells	SRX5780109|CD4+_T_cells	SRX2527476|CD8+_T_cells	SRX2527477|CD8+_T_cells	SRX2527478|CD8+_T_cells	SRX5780111|CD8+_T_cells	SRX2389669|Embryonic_liver	SRX2389670|Embryonic_liver	SRX2389671|Embryonic_liver	SRX4676998|Innate_lymphoid_cells	SRX4676999|Innate_lymphoid_cells	SRX4677003|Innate_lymphoid_cells	SRX4677004|Innate_lymphoid_cells	SRX105447|L8057	SRX105451|L8057	SRX105457|Thymocytes	SRX105461|Thymocytes	SRX2389672|Thymocytes	SRX2389673|Thymocytes	SRX2389674|Thymocytes	SRX184869|Treg	STRING
Arhgap45	307.333333	0	792	0	0	182	547	0	102	391	0	208	0	0	708	542	162	0	944	922	954	0	0
Pgap2	307.285714	0	437	124	0	142	598	165	248	682	140	86	0	0	333	373	0	0	936	993	1196	0	0
Nup98	307.285714	0	437	124	0	142	598	165	248	682	140	86	0	0	333	373	0	0	936	993	1196	0	0
Rnf44	306.952381	0	695	165	0	256	625	185	177	499	0	142	0	0	202	109	0	0	1194	1045	1152	0	0
Rpl36	306.904762	0	799	0	0	212	1025	165	161	511	100	185	137	120	474	356	111	0	804	584	701	0	0
Micos13	306.904762	0	799	0	0	212	1025	165	161	511	100	185	137	120	474	356	111	0	804	584	701	0	0
D8Ertd738e	306.809524	0	451	114	0	127	767	192	0	469	137	153	0	0	606	513	0	0	1146	770	998	0	0
Ube2j2	306.571429	0	550	171	0	214	516	141	116	699	223	147	104	78	770	325	125	0	795	448	1016	0	0
Csgalnact2	306.476190	0	648	118	0	225	845	166	237	424	280	198	0	183	182	210	0	0	1052	826	842	0	0
Cstf2	306.285714	0	508	0	0	0	826	243	582	1116	111	0	0	0	607	304	0	0	823	647	665	0	0
Tmem262	306.047619	0	548	0	0	137	634	144	106	548	163	0	0	0	359	247	0	0	1241	663	1637	0	0
Ccdc97	306.047619	0	992	70	0	215	841	95	0	376	233	175	0	153	386	247	0	0	1159	570	915	0	0
S100a3	305.857143	0	908	0	0	180	1160	0	0	146	120	170	0	0	716	592	0	0	917	686	828	0	0
Kif2c	305.809524	0	502	0	0	0	683	91	72	458	102	198	0	0	788	567	0	0	1355	553	1053	0	0
Zfp74	305.761905	0	753	58	0	0	686	119	147	354	171	252	178	112	564	361	0	0	831	824	1011	0	0
Osbpl2	305.761905	0	700	180	0	0	780	208	333	894	108	80	75	0	438	242	0	0	1112	565	706	0	0
Dlat	305.761905	0	323	104	0	0	457	186	296	903	139	86	185	125	988	806	140	0	623	512	548	0	0
Hcfc1	305.714286	0	793	118	0	168	894	160	254	761	200	165	0	0	519	250	0	0	772	702	664	0	0
Api5	305.714286	0	593	0	0	101	830	107	190	612	136	205	87	0	307	177	0	0	1044	942	1089	0	0
Lgals7	305.523810	0	522	0	0	223	1012	0	0	344	170	138	0	0	710	371	0	0	973	828	1125	0	0
Nyx	305.285714	0	572	0	0	127	643	184	127	656	228	107	0	0	765	388	0	0	869	769	976	0	0
Incenp	305.190476	0	705	0	0	154	619	171	75	625	113	167	0	0	572	355	0	0	981	727	1145	0	0
Dus1l	304.428571	0	504	0	0	0	737	116	0	606	154	205	0	0	319	289	0	0	1358	1024	1081	0	0
Tmem50a	304.285714	0	1001	0	0	0	1152	0	0	135	0	0	0	0	115	159	225	0	1245	1312	1046	0	0
Tmem39b	303.857143	0	964	109	0	125	875	235	262	714	120	179	0	0	415	214	0	0	911	638	620	0	0
Mrpl58	303.809524	0	805	0	0	0	906	72	0	285	0	0	0	0	397	200	169	0	1283	1282	981	0	0
Gbp4	303.761905	0	1267	0	0	166	1174	0	0	0	224	157	149	0	444	0	0	0	1104	806	888	0	0
Rassf5	303.714286	0	727	0	0	273	680	0	137	442	191	163	0	99	309	241	192	0	1125	894	905	0	0
Med18	303.714286	0	1082	0	0	99	680	194	272	926	0	0	0	0	367	304	0	0	1129	550	775	0	0
Nfkbiz	303.333333	0	571	0	0	0	681	0	150	281	0	0	0	0	474	144	146	0	1403	1345	1175	0	0
Mrps7	303.190476	0	651	0	0	171	757	0	0	442	90	179	118	0	513	346	0	0	1254	748	1098	0	0
Gga3	303.190476	0	651	0	0	171	757	0	0	442	90	179	118	0	513	346	0	0	1254	748	1098	0	0
Cog3	303.047619	0	526	0	0	290	896	0	0	486	133	158	0	0	698	278	0	0	845	579	1475	0	0
Gmfb	302.904762	0	822	0	0	153	632	374	305	1126	0	0	0	0	272	140	0	0	986	612	939	0	0
Vdac2	302.857143	0	434	135	0	185	727	249	318	1004	0	97	0	0	230	343	114	0	797	766	961	0	0
Arsg	302.523810	0	510	100	0	276	765	163	248	746	0	0	0	0	630	640	198	0	747	603	727	0	0
Armh3	302.523810	0	304	139	0	177	506	108	172	497	206	170	0	0	412	236	0	0	1296	765	1365	0	0
Hexim2	302.285714	0	260	0	0	127	345	194	260	658	137	75	0	0	1013	743	0	0	1013	560	963	0	0
Clasp1	302.190476	0	637	0	0	207	648	140	195	601	131	0	0	0	198	226	201	0	1165	694	1303	0	0
Cmc2	302.000000	0	587	137	0	0	734	0	0	452	169	140	0	145	524	668	0	0	997	777	1012	0	0
Cenpn	302.000000	0	587	137	0	0	734	0	0	452	169	140	0	145	524	668	0	0	997	777	1012	0	0
Ddx41	301.380952	0	645	0	0	0	889	229	165	784	155	107	0	0	192	165	144	0	1130	676	1048	0	0
Eefsec	301.285714	0	444	0	0	0	313	161	147	298	0	139	0	0	330	260	101	0	1549	1261	1324	0	0
Ubald2	301.238095	0	1028	0	0	153	829	235	292	901	0	184	0	0	104	140	216	0	872	696	676	0	0
Kti12	301.095238	0	541	162	0	107	771	230	266	692	194	67	0	0	444	254	0	0	940	590	1065	0	0
Chmp4b	300.904762	0	528	127	0	101	754	104	0	512	105	186	0	0	468	422	0	0	884	592	1536	0	0
Otulin	300.809524	0	1235	0	0	0	1001	0	0	284	0	0	0	0	159	127	0	0	1425	1055	1031	0	0
Rab37	300.523810	0	770	0	0	0	939	209	99	356	126	0	0	0	807	571	112	0	738	766	818	0	0
Tbxa2r	300.428571	0	373	0	0	0	993	0	0	447	0	0	0	0	0	0	240	0	1596	1437	1223	0	0
Mmadhc	300.428571	0	627	0	0	173	582	0	180	587	238	104	129	0	449	238	0	0	1232	690	1080	0	0
Pspn	299.809524	0	431	83	0	118	556	154	238	756	212	294	0	141	549	455	0	0	941	509	859	0	0
Alkbh7	299.809524	0	431	83	0	118	556	154	238	756	212	294	0	141	549	455	0	0	941	509	859	0	0
Eif1ad	299.428571	0	194	0	0	139	342	123	102	494	154	183	85	0	389	212	132	0	1068	849	1822	0	0
Banf1	299.428571	0	194	0	0	139	342	123	102	494	154	183	85	0	389	212	132	0	1068	849	1822	0	0
S100a2	298.904762	0	908	0	0	180	1160	0	0	0	120	170	0	0	716	592	0	0	917	686	828	0	0
Kbtbd2	298.857143	0	795	128	0	209	843	491	574	1146	0	111	0	0	335	113	0	0	652	308	571	0	0
Fam20b	298.809524	0	717	203	0	102	966	220	238	846	116	123	0	0	389	239	126	0	664	437	889	0	0
Eif2s1	298.809524	0	371	103	0	231	649	0	134	593	139	116	85	140	442	331	0	0	1247	595	1099	0	0
Atp6v1d	298.809524	0	371	103	0	231	649	0	134	593	139	116	85	140	442	331	0	0	1247	595	1099	0	0
Cd53	298.714286	0	718	0	0	0	694	0	0	279	269	395	247	200	343	402	0	0	1072	791	863	0	0
Rchy1	298.666667	0	499	116	0	114	727	122	119	594	148	123	112	103	211	206	72	0	1148	895	963	0	0
Npat	298.523810	0	744	0	0	193	897	165	287	836	248	110	119	0	339	159	146	0	801	538	687	0	0
Atm	298.523810	0	744	0	0	193	897	165	287	836	248	110	119	0	339	159	146	0	801	538	687	0	0
Tspan1	298.428571	0	827	0	0	0	963	0	0	0	154	0	0	0	0	84	0	0	1568	1375	1296	0	0
Trpv2	298.428571	0	336	0	0	149	893	196	126	823	217	237	0	0	519	478	125	0	751	680	737	0	0
Zfp688	298.047619	0	424	0	0	184	549	0	155	531	283	279	0	0	701	516	0	0	1091	550	996	0	0
Commd1	297.904762	186	607	0	0	0	556	162	91	469	0	0	0	0	1204	727	0	0	822	306	905	221	0
Srp54c	297.857143	0	473	187	0	0	659	131	106	446	143	188	152	101	385	289	0	0	1085	793	1117	0	0
Srp54b	297.857143	0	473	187	0	0	659	131	106	446	143	188	152	101	385	289	0	0	1085	793	1117	0	0
Prkab2	297.857143	0	323	0	0	173	707	0	0	356	0	104	0	0	363	185	0	0	1498	921	1625	0	0
Slbp	297.761905	0	200	160	0	106	513	277	257	901	164	198	114	0	486	312	0	0	1331	447	787	0	0
Scnm1	297.666667	0	1192	0	0	146	1404	0	0	143	139	0	0	0	518	507	0	0	929	679	594	0	0
Lysmd1	297.666667	0	1192	0	0	146	1404	0	0	143	139	0	0	0	518	507	0	0	929	679	594	0	0
Bnip2	297.619048	0	448	0	0	0	810	0	139	468	0	149	153	0	671	432	0	0	876	1067	1037	0	0
Bmp2k	297.523810	0	307	0	0	0	301	385	585	942	122	0	0	0	391	223	0	0	1142	854	996	0	0
Dguok	297.428571	0	553	0	0	105	764	120	0	485	138	163	88	0	444	321	0	0	929	973	1163	0	0
Snx3	297.333333	0	441	83	0	205	820	155	232	512	305	191	104	141	372	203	0	0	869	699	912	0	0
Pcna	297.285714	0	577	141	0	130	510	213	256	643	154	165	0	0	539	519	152	0	839	526	879	0	0
Lrif1	297.285714	0	765	267	0	198	701	0	120	376	173	140	0	106	597	433	0	0	848	567	952	0	0
Gmds	297.238095	0	301	0	0	0	532	0	60	672	157	146	103	70	518	316	148	0	1043	1039	1137	0	0
Ly6g6e	297.000000	0	0	0	0	0	109	213	207	720	0	0	0	0	1174	1112	0	0	1000	982	720	0	0
Grhl3	297.000000	0	407	0	0	0	482	234	541	1065	0	0	0	0	0	0	187	0	993	1232	1096	0	0
Kif21b	296.952381	0	789	0	0	162	890	163	332	839	126	230	156	0	267	333	109	0	590	704	546	0	0
Eloc	296.857143	0	476	155	0	100	425	65	140	456	250	188	77	86	441	136	0	0	925	807	1507	0	0
Gadd45b	296.761905	0	467	81	0	127	602	145	120	542	309	275	0	98	415	396	0	0	950	763	942	0	0
Rab33b	296.666667	0	621	0	0	231	847	0	124	523	236	210	86	0	746	395	142	0	705	665	699	0	0
Cyren	296.666667	0	903	102	0	256	782	141	109	497	149	216	132	105	407	199	164	0	853	513	702	0	0
Ppm1k	296.619048	0	143	0	0	0	241	0	0	322	255	252	86	108	623	329	0	0	1355	1417	1098	0	0
Nckap1	296.571429	0	671	0	0	0	1383	217	249	626	0	145	0	0	200	113	0	0	1006	836	782	0	0
Ccr2	296.523810	0	806	0	0	0	858	0	198	258	0	0	0	139	0	0	0	0	1492	1219	1257	0	0
Cdk12	296.428571	0	532	129	0	308	696	91	148	315	150	149	112	0	351	351	167	0	760	1144	822	0	0
Wars2	296.190476	0	378	0	0	109	534	209	116	485	182	162	0	107	588	352	0	0	1397	718	883	0	0
Nt5c3	296.190476	0	843	0	0	188	1083	133	107	515	112	144	0	0	297	127	0	0	800	698	1173	0	0
Mkrn2os	295.666667	0	586	0	0	312	1092	0	169	400	235	265	132	145	668	295	0	0	647	662	601	0	0
Arid1b	295.666667	0	855	150	0	136	766	177	343	615	109	202	0	0	437	202	0	0	791	759	667	0	0
Rnf7	295.428571	0	1559	0	0	0	976	161	147	773	105	0	0	0	202	256	0	0	730	385	910	0	0
Lrch4	295.428571	0	527	0	0	0	729	146	142	593	250	103	0	0	306	221	0	0	1009	1148	1030	0	0
Tsc1	295.333333	0	494	0	0	0	812	84	0	372	112	159	130	0	409	203	0	0	1300	653	1474	0	0
Ptprcap	295.238095	0	263	127	0	146	425	0	0	179	0	0	0	0	1055	797	0	0	1213	978	1017	0	0
Map3k6	295.190476	0	0	0	0	0	264	218	340	898	0	0	0	0	1186	513	0	0	1047	780	953	0	0
Art4	295.047619	0	293	0	0	0	786	116	0	577	0	0	0	0	392	250	0	0	1334	1260	1188	0	0
Ndufab1	294.904762	0	394	0	0	0	774	171	184	744	173	174	60	0	457	288	107	0	1012	675	980	0	0
Tmem230	294.809524	0	577	141	0	130	510	213	256	643	154	113	0	0	539	519	152	0	839	526	879	0	0
Khdc4	294.761905	0	706	0	0	184	844	133	280	378	163	99	0	99	325	264	125	0	1106	757	727	0	0
Dcaf5	294.714286	0	431	175	0	0	362	163	185	593	128	0	138	0	723	359	449	551	783	516	633	0	0
Htra2	294.619048	0	585	0	0	146	791	135	0	452	163	107	0	0	287	188	136	0	1385	706	1106	0	0
Dqx1	294.619048	0	585	0	0	146	791	135	0	452	163	107	0	0	287	188	136	0	1385	706	1106	0	0
Etfrf1	294.571429	0	553	0	0	251	763	113	160	326	106	156	0	113	379	489	0	0	1058	794	925	0	0
Casc1	294.571429	0	553	0	0	251	763	113	160	326	106	156	0	113	379	489	0	0	1058	794	925	0	0
S100a10	294.333333	0	975	0	0	0	1217	0	0	366	0	111	0	0	530	406	0	0	1167	654	755	0	0
Strn	294.190476	0	646	97	0	194	704	164	295	532	167	246	0	84	236	250	83	0	867	694	919	0	0
Sec22b	294.095238	0	596	0	0	0	636	0	0	511	282	127	106	160	628	558	0	0	971	652	949	0	0
Msrb3	294.095238	0	758	0	0	0	621	142	127	454	0	0	0	0	1067	1032	0	0	767	613	595	0	0
Cst7	294.000000	0	1005	0	0	249	1928	0	0	246	247	229	155	203	267	0	0	0	831	425	389	0	0
Mrpl45	293.904762	0	569	0	0	126	581	189	192	811	196	183	117	142	290	224	222	0	807	536	987	0	0
Elk4	293.809524	0	766	159	0	353	937	94	125	396	0	126	0	0	332	312	178	0	826	877	689	0	0
Pja2	293.714286	0	485	0	0	148	606	117	146	863	179	193	0	0	456	357	0	0	913	789	916	0	0
Far1	293.666667	0	521	0	0	147	940	208	221	956	117	79	0	0	250	158	0	0	977	736	857	0	0
Ing5	293.571429	0	597	0	0	188	648	113	175	384	193	347	140	0	675	531	0	0	788	654	732	0	0
Dtymk	293.571429	0	597	0	0	188	648	113	175	384	193	347	140	0	675	531	0	0	788	654	732	0	0
Smarcal1	293.476190	0	1038	0	0	0	1019	0	0	370	95	98	0	0	501	353	0	0	920	809	960	0	0
Ppa2	293.380952	0	487	160	0	96	591	154	172	537	191	194	0	0	488	431	150	0	847	712	951	0	0
Tinf2	293.238095	0	540	0	0	91	424	269	284	760	133	0	0	0	408	237	157	0	1260	587	1008	0	0
Pold1	293.000000	0	643	0	0	248	884	117	111	367	146	154	106	152	290	241	159	0	885	721	929	0	0
Usp20	292.904762	0	603	0	0	176	789	275	116	599	326	225	118	112	224	151	0	0	1109	616	712	0	0
BC005624	292.904762	0	603	0	0	176	789	275	116	599	326	225	118	112	224	151	0	0	1109	616	712	0	0
Ndc80	292.857143	0	1046	144	0	0	956	122	126	438	0	90	0	0	362	302	0	0	1077	764	723	0	0
Wbp1l	292.523810	0	961	0	0	115	971	0	0	151	0	98	0	0	107	123	0	0	1322	1107	1188	0	0
Fermt3	292.428571	0	573	0	0	133	573	202	134	576	228	172	0	0	614	621	124	0	818	670	703	0	0
Cox7a2	292.285714	0	493	0	0	115	857	94	140	405	100	144	0	0	404	341	0	0	1147	704	1194	0	0
Cdk17	291.857143	0	646	120	0	223	634	136	0	489	168	194	112	142	373	138	130	0	1045	635	944	0	0
4930503B20Rik	291.761905	0	320	0	0	0	188	94	111	387	0	0	0	0	1562	1580	0	0	667	589	629	0	0
Ms4a6b	291.714286	0	1376	0	0	0	1574	0	0	0	0	0	0	0	0	0	0	0	912	1047	1217	0	0
Ap1s2	291.666667	0	756	0	0	293	810	165	302	986	164	137	0	0	210	110	0	0	804	581	807	0	0
Ints3	291.571429	0	969	0	0	92	1201	262	177	869	112	125	0	0	435	98	0	0	839	436	508	0	0
Supt20	291.476190	0	651	0	0	161	996	107	253	528	95	159	0	0	405	302	0	0	873	627	964	0	0
Fignl1	291.476190	0	357	87	0	116	571	209	257	988	115	186	89	74	500	328	150	0	771	476	847	0	0
Dctn4	291.333333	0	843	0	0	93	792	0	0	455	185	183	0	0	380	272	0	0	851	991	1073	0	0
Dync1i2	291.238095	0	533	0	0	0	770	96	105	496	247	132	0	0	358	248	0	0	1114	719	1298	0	0
H2az2	291.000000	0	341	0	0	154	652	178	215	857	200	132	159	110	246	205	0	0	934	667	1061	0	0
Dars2	290.904762	0	661	102	0	0	832	145	0	433	120	92	0	0	564	339	146	0	1070	681	924	0	0
Hps6	290.761905	0	304	0	0	177	506	0	172	497	206	170	0	0	412	236	0	0	1296	765	1365	0	0
Asb7	290.761905	0	651	0	0	111	650	126	249	595	168	253	86	0	306	185	118	0	1056	521	1031	0	0
Pla2g6	290.619048	0	232	0	0	108	537	190	85	589	164	166	0	0	129	190	0	0	1136	1321	1256	0	0
Tmem60	290.523810	0	777	92	0	133	1167	142	336	577	110	131	0	0	279	174	0	0	778	523	882	0	0
Phtf2	290.523810	0	777	92	0	133	1167	142	336	577	110	131	0	0	279	174	0	0	778	523	882	0	0
Psmb2	290.476190	0	467	0	0	0	678	235	148	842	205	216	0	0	605	344	0	0	869	671	820	0	0
Wdr47	289.952381	0	328	0	0	0	689	201	173	989	171	150	96	0	337	366	0	0	961	661	967	0	0
Zfp36l1	289.857143	0	646	0	0	334	810	99	112	496	222	137	0	165	357	211	308	0	779	796	615	0	0
Sla2	289.857143	0	431	0	0	0	581	216	154	530	0	0	0	0	544	513	87	0	1062	953	1016	0	0
1810058I24Rik	289.714286	0	0	0	0	0	0	654	830	1894	0	0	162	0	986	638	0	0	430	149	341	0	0
Gle1	289.666667	0	511	0	0	0	651	134	0	599	129	166	0	0	345	291	0	0	1128	870	1259	0	0
Vars	289.619048	0	784	117	0	107	877	0	0	319	193	371	169	244	150	147	134	0	1109	536	825	0	0
D17H6S56E-5	289.619048	0	784	117	0	107	877	0	0	319	193	371	169	244	150	147	134	0	1109	536	825	0	0
Srek1ip1	289.285714	0	331	179	0	154	656	88	0	471	136	120	0	0	355	272	148	0	1171	637	1357	0	0
Cwc27	289.285714	0	331	179	0	154	656	88	0	471	136	120	0	0	355	272	148	0	1171	637	1357	0	0
Pwp2	289.095238	0	422	0	0	168	444	107	116	423	118	132	0	0	539	369	0	0	1314	880	1039	0	0
Spns2	288.476190	0	152	0	0	0	184	460	871	1490	0	0	0	0	1462	914	0	0	313	0	212	0	0
Arf2	288.333333	0	1049	0	0	0	1307	120	151	423	111	166	0	95	460	306	0	0	854	470	543	0	0
Ifna13	288.190476	0	447	0	0	280	492	237	283	324	311	309	329	242	299	296	252	333	458	347	625	188	0
Esco1	288.095238	0	775	149	0	283	711	182	212	734	0	77	0	123	332	215	106	0	806	622	723	0	0
Akap13	288.047619	0	820	0	0	151	1142	0	112	209	0	101	0	0	267	163	86	0	1095	724	1179	0	0
Abr	288.000000	0	364	0	0	81	708	0	0	127	0	0	0	0	148	0	124	0	1567	1564	1365	0	0
Med16	287.761905	0	497	83	0	118	489	124	228	585	155	175	70	107	316	173	0	0	969	694	1260	0	0
Nr1h2	287.714286	0	643	0	0	248	884	117	0	367	146	154	106	152	290	241	159	0	885	721	929	0	0
Ppp1r15b	287.666667	0	756	0	0	196	825	159	165	680	83	102	0	0	251	130	0	0	1020	711	963	0	0
Lrrc59	287.333333	0	623	0	0	118	670	174	116	650	0	0	0	0	592	402	0	0	1013	579	1097	0	0
Acyp1	287.333333	0	785	0	0	146	957	98	0	236	224	130	0	0	510	239	0	0	1029	576	1104	0	0
Mdp1	287.285714	0	492	0	0	0	426	129	137	783	119	126	0	0	671	576	0	0	1028	588	958	0	0
Gclc	287.095238	0	488	0	0	188	696	176	173	747	222	190	0	0	256	222	167	0	980	667	857	0	0
Rbm12b2	286.523810	0	454	55	0	147	479	121	177	636	206	251	0	106	555	202	129	0	906	572	1021	0	0
Coq10a	286.380952	0	502	118	0	193	883	89	0	458	206	346	98	178	446	260	0	0	754	672	811	0	0
Sdad1	286.333333	0	1293	0	0	103	1064	245	0	652	0	0	0	0	129	130	0	0	1108	449	840	0	0
Scd4	286.333333	0	484	0	0	0	962	107	223	543	171	173	177	162	450	195	208	0	848	730	580	0	0
Rhbdd2	286.333333	0	635	98	0	133	710	158	89	649	0	0	0	0	613	338	155	0	922	674	839	0	0
Rptor	285.857143	0	863	0	0	0	848	170	203	533	0	145	0	0	294	161	0	0	901	838	1047	0	0
Parp6	285.857143	0	595	90	0	192	1019	196	416	943	227	312	0	121	162	188	0	0	577	392	573	0	0
Crnkl1	285.761905	0	231	92	0	163	654	148	87	251	98	96	0	0	311	309	0	0	1435	836	1290	0	0
Cfap61	285.761905	0	231	92	0	163	654	148	87	251	98	96	0	0	311	309	0	0	1435	836	1290	0	0
Lcn4	285.714286	0	704	0	0	101	1101	0	0	0	0	0	0	0	131	141	0	0	1507	1031	1284	0	0
Sltm	285.571429	0	994	92	0	118	1085	189	401	637	112	0	0	0	136	92	0	0	919	430	792	0	0
Pim3	285.571429	0	622	276	0	273	462	178	142	649	117	228	196	137	0	0	97	0	878	665	1077	0	0
Chmp7	285.523810	0	977	73	0	92	657	68	95	1267	123	117	0	0	235	196	0	0	680	393	1023	0	0
Gtf2e2	285.428571	0	640	144	0	299	789	143	357	585	0	123	0	0	246	177	107	0	922	591	871	0	0
Stxbp3	285.380952	0	451	0	0	0	936	0	0	464	326	233	120	141	466	366	0	0	1018	742	730	0	0
Clic4	285.380952	0	427	105	0	298	595	340	238	742	0	108	126	0	808	532	0	0	677	508	489	0	0
Mbd6	285.095238	0	1168	0	0	127	1033	124	238	529	148	280	0	97	424	273	0	0	663	485	398	0	0
Ddit3	285.095238	0	1168	0	0	127	1033	124	238	529	148	280	0	97	424	273	0	0	663	485	398	0	0
Zfp654	285.000000	0	1165	78	0	106	1085	164	237	645	89	94	0	0	85	0	156	0	823	459	799	0	0
Cggbp1	285.000000	0	1165	78	0	106	1085	164	237	645	89	94	0	0	85	0	156	0	823	459	799	0	0
Trappc5	284.952381	0	470	0	0	217	494	131	122	362	218	279	152	99	498	292	0	0	968	845	837	0	0
Fcor	284.952381	0	470	0	0	217	494	131	122	362	218	279	152	99	498	292	0	0	968	845	837	0	0
Sirt4	284.666667	0	521	174	0	136	454	0	0	824	0	0	0	0	463	193	87	0	1169	817	1140	0	0
Galc	284.571429	0	518	165	0	0	563	0	241	481	0	0	0	0	572	333	105	0	1007	939	1052	0	0
Hdgf	284.428571	0	401	0	0	76	727	129	155	804	0	178	0	131	459	345	0	0	946	707	915	0	0
Zfp385a	284.333333	0	0	0	0	0	0	463	999	1302	0	0	0	0	1443	1148	0	0	285	198	133	0	0
Tnpo3	284.190476	0	761	0	0	101	878	0	0	536	106	138	0	0	318	176	0	0	1262	683	1009	0	0
Tigit	284.047619	0	807	0	0	152	1130	0	0	0	0	0	0	0	0	0	0	0	1354	1254	1268	0	0
Maz	283.952381	0	834	0	0	103	799	275	159	1016	0	0	0	0	244	219	0	0	777	694	843	0	0
Dnajb1	283.952381	0	237	0	0	122	307	0	0	160	0	97	0	0	228	163	227	0	1478	1599	1345	0	0
Hmga1b	283.714286	0	528	0	0	0	802	274	344	500	0	0	0	0	893	405	243	0	725	709	535	0	0
Hmga1	283.714286	0	528	0	0	0	802	274	344	500	0	0	0	0	893	405	243	0	725	709	535	0	0
Birc3	283.619048	0	640	164	0	211	1023	0	0	306	269	231	0	129	481	184	152	0	791	551	824	0	0
Wdr36	283.476190	0	448	0	0	0	346	96	0	394	315	202	140	119	1040	486	0	0	1055	455	857	0	0
Chpf2	283.476190	0	478	0	0	0	372	0	0	145	0	0	0	0	726	401	116	0	1265	1040	1410	0	0
Nop53	283.142857	0	717	0	0	0	839	0	132	172	187	196	0	0	323	228	0	0	1252	1141	759	0	0
Mms22l	283.142857	0	445	0	0	124	484	188	177	820	124	140	125	0	583	369	0	0	979	452	936	0	0
Ttc26	282.714286	0	318	0	0	0	404	0	0	463	172	176	0	0	200	179	0	0	1397	1163	1465	0	0
Phf12	282.380952	0	496	0	0	126	711	199	590	769	195	142	0	105	371	318	159	0	414	364	971	0	0
Tssc4	282.190476	0	716	0	0	0	662	160	106	517	160	164	0	0	226	153	112	0	1101	726	1123	0	0
Tpp2	281.952381	0	410	0	0	121	620	121	178	502	146	0	0	0	213	202	118	0	1272	810	1208	0	0
9430015G10Rik	281.952381	0	631	0	0	0	590	154	109	369	90	0	0	0	651	551	0	0	1086	681	1009	0	0
Adgre5	281.809524	0	430	0	0	160	1096	0	0	234	0	0	0	0	248	302	90	0	1118	1197	1043	0	0
Rasal1	281.761905	0	506	0	0	84	533	150	245	660	0	0	0	0	1046	623	0	0	689	642	739	0	0
Klhdc8b	281.714286	0	287	0	0	0	380	131	0	570	263	192	117	220	702	514	0	0	694	353	1493	0	0
Ccdc71	281.714286	0	287	0	0	0	380	131	0	570	263	192	117	220	702	514	0	0	694	353	1493	0	0
Pde8a	281.523810	0	464	114	0	172	752	327	494	1002	154	179	123	159	131	110	0	0	618	496	617	0	0
Rbm12b1	281.142857	0	427	63	0	92	534	98	155	580	232	182	0	0	494	153	0	0	1212	661	1021	0	0
Trmt112	280.904762	0	448	102	0	165	570	137	159	600	106	181	0	0	413	273	0	0	1060	731	954	0	0
Prdx5	280.904762	0	448	102	0	165	570	137	159	600	106	181	0	0	413	273	0	0	1060	731	954	0	0
Tpm1	280.809524	0	272	0	0	0	353	139	274	593	0	126	0	0	293	234	254	0	1384	948	1027	0	0
Septin9	280.809524	0	539	0	0	93	526	252	563	932	0	120	0	0	658	296	120	0	640	601	557	0	0
Ddhd2	280.809524	0	274	92	0	330	850	118	0	504	129	154	0	0	548	500	136	0	837	642	783	0	0
Ythdf2	280.761905	0	586	0	0	167	803	123	0	419	95	106	0	0	266	182	0	0	1153	820	1176	0	0
Smim5	280.714286	0	289	0	0	0	240	0	0	284	0	0	0	0	528	318	0	0	1367	1429	1440	0	0
Dph6	280.714286	0	474	0	0	0	580	173	166	581	287	154	0	0	223	145	117	0	976	956	1063	0	0
Poli	280.666667	0	517	0	0	93	871	143	0	596	237	349	114	145	585	444	0	0	660	583	557	0	0
Urad	280.571429	0	308	0	0	0	385	0	0	134	0	0	0	0	629	445	203	0	1237	1283	1268	0	0
Ddost	280.476190	0	722	0	0	109	640	0	0	517	156	0	94	0	478	409	0	0	981	792	992	0	0
Top2b	280.380952	0	417	170	0	223	493	118	149	569	218	165	0	0	741	427	0	0	703	710	785	0	0
Vps51	279.761905	0	548	0	0	137	473	0	106	428	163	0	0	0	359	164	0	0	1241	619	1637	0	0
Pde4a	279.666667	0	1043	0	0	219	1752	0	0	237	0	131	134	0	589	415	0	0	482	384	487	0	0
Tnrc6c	279.619048	0	295	68	0	189	1118	0	107	476	177	245	0	0	418	330	0	0	903	794	752	0	0
Setdb2	279.619048	0	562	215	0	217	642	99	116	353	205	214	0	0	533	447	0	0	739	771	759	0	0
Gm45935	279.619048	0	562	215	0	217	642	99	116	353	205	214	0	0	533	447	0	0	739	771	759	0	0
Cab39l	279.619048	0	562	215	0	217	642	99	116	353	205	214	0	0	533	447	0	0	739	771	759	0	0
Smpd1	279.333333	0	394	0	0	109	643	267	308	1140	245	0	0	0	764	653	0	0	593	248	502	0	0
Skil	279.333333	0	699	213	0	135	688	224	346	703	125	143	0	0	411	222	112	0	568	542	735	0	0
Gnb2	279.047619	0	558	0	0	0	397	150	0	633	211	195	0	0	412	235	142	0	993	809	1125	0	0
Mycbp2	278.904762	0	473	143	0	134	461	0	162	539	151	196	0	0	957	594	125	0	602	679	641	0	0
Foxk1	278.904762	0	509	0	0	0	658	174	0	391	221	217	0	0	422	302	0	0	1103	800	1060	0	0
Slc27a1	278.761905	0	1301	0	0	0	909	0	0	137	108	120	0	0	166	0	0	0	1198	1001	914	0	0
