Target_genes	Sox4|Average	SRX337568|B_cells	SRX2974918|EML_	SRX4791025|Keratinocytes	SRX4791026|Keratinocytes	SRX4802721|Neural_Stem_Cells	SRX1149735|Pancreatic_cancer_cell_lines	SRX14296655|Synoviocytes	SRX14296656|Synoviocytes	STRING
Rhobtb3	33.625000	0	0	0	102	167	0	0	0	0
Psmb5	33.625000	0	0	0	0	269	0	0	0	0
Mvk	33.625000	0	0	0	0	269	0	0	0	0
Mmab	33.625000	0	0	0	0	269	0	0	0	0
Marchf2	33.625000	0	0	0	0	269	0	0	0	0
Madcam1	33.625000	0	0	0	0	269	0	0	0	0
Lyar	33.625000	0	0	0	0	269	0	0	0	0
Haghl	33.625000	0	0	0	0	269	0	0	0	0
Gpr137c	33.625000	0	0	0	0	269	0	0	0	0
Fam117b	33.625000	0	0	0	0	269	0	0	0	0
Eif3e	33.625000	0	0	0	0	269	0	0	0	0
Ckap2l	33.625000	0	0	0	0	269	0	0	0	0
Ccdc78	33.625000	0	0	0	0	269	0	0	0	0
Atp8b5	33.625000	0	0	0	0	269	0	0	0	0
Timm8b	33.500000	0	0	0	0	268	0	0	0	0
Stk11ip	33.500000	0	0	0	0	268	0	0	0	0
Serinc4	33.500000	0	0	0	166	102	0	0	0	0
Sdhd	33.500000	0	0	0	0	268	0	0	0	0
Prrc2c	33.500000	0	0	0	0	268	0	0	0	0
Pop7	33.500000	0	0	0	0	268	0	0	0	0
Lyrm2	33.500000	0	0	0	0	268	0	0	0	0
Ipo7	33.500000	0	0	0	0	268	0	0	0	0
Hypk	33.500000	0	0	0	166	102	0	0	0	0
Gm33989	33.500000	0	0	0	0	268	0	0	0	0
Fam227b	33.500000	115	0	0	0	153	0	0	0	0
Exd2	33.500000	0	0	0	0	268	0	0	0	0
Dtwd1	33.500000	115	0	0	0	153	0	0	0	0
Trafd1	33.375000	0	0	0	0	267	0	0	0	0
Sumo3	33.375000	0	0	0	0	267	0	0	0	0
Spg21	33.375000	0	0	0	0	267	0	0	0	0
Ppp6r3	33.375000	0	0	0	0	267	0	0	0	0
Mtmr2	33.375000	0	0	0	114	153	0	0	0	0
Mcm5	33.375000	0	0	0	0	267	0	0	0	0
Inpp5e	33.375000	0	0	0	0	267	0	0	0	0
Dhcr7	33.375000	0	0	0	0	267	0	0	0	0
Cxcl9	33.375000	0	0	0	0	267	0	0	0	0
Art3	33.375000	0	0	0	0	267	0	0	0	0
App	33.375000	0	0	0	105	162	0	0	0	0
3110040N11Rik	33.375000	0	0	0	0	267	0	0	0	0
2610318N02Rik	33.375000	0	0	0	0	267	0	0	0	0
Vbp1	33.250000	0	0	0	0	266	0	0	0	0
Tmem120b	33.250000	0	0	0	0	266	0	0	0	0
Sox11	33.250000	0	0	0	0	179	0	0	87	0
Rabif	33.250000	0	0	0	0	266	0	0	0	0
Prkar1a	33.250000	0	0	0	0	266	0	0	0	0
Ppm1a	33.250000	0	0	0	0	266	0	0	0	0
Mbd6	33.250000	0	0	0	0	266	0	0	0	0
Irf1	33.250000	0	0	0	0	266	0	0	0	0
Ddit3	33.250000	0	0	0	0	266	0	0	0	0
Cox8a	33.250000	0	0	0	0	266	0	0	0	0
Ccdc50	33.250000	0	0	0	132	134	0	0	0	0
Brd1	33.250000	0	0	0	182	84	0	0	0	0
Azin1	33.250000	0	0	0	0	266	0	0	0	0
Usp10	33.125000	0	0	0	0	265	0	0	0	0
Smad3	33.125000	0	0	0	181	84	0	0	0	0
Fam90a1b	33.125000	0	0	0	0	265	0	0	0	0
Fam71e1	33.125000	0	0	0	0	265	0	0	0	0
Emc10	33.125000	0	0	0	0	265	0	0	0	0
Apoo	33.125000	0	0	0	0	265	0	0	0	0
Acbd5	33.125000	0	0	0	121	144	0	0	0	0
Yy1	33.000000	0	0	0	0	264	0	0	0	0
Tnpo3	33.000000	0	0	0	0	264	0	0	0	0
Tefm	33.000000	0	0	0	0	264	0	0	0	0
Tcp1	33.000000	0	0	0	86	178	0	0	0	0
Smarcc2	33.000000	0	0	0	0	264	0	0	0	0
Pdap1	33.000000	0	0	0	0	264	0	0	0	0
Nr2c2	33.000000	0	0	0	86	178	0	0	0	0
Mrpl18	33.000000	0	0	0	86	178	0	0	0	0
Mbtps1	33.000000	0	0	0	0	264	0	0	0	0
Lin52	33.000000	0	0	0	0	264	0	0	0	0
Katnbl1	33.000000	0	0	0	170	94	0	0	0	0
Dennd1a	33.000000	0	0	0	103	161	0	0	0	0
Cep131	33.000000	0	0	0	0	264	0	0	0	0
Cdca7l	33.000000	0	0	0	0	264	0	0	0	0
Bud31	33.000000	0	0	0	0	264	0	0	0	0
Aldh6a1	33.000000	0	0	0	0	264	0	0	0	0
Adcy6	33.000000	0	0	0	122	142	0	0	0	0
Tmem101	32.875000	0	0	0	0	199	64	0	0	0
Rcc2	32.875000	0	0	0	0	263	0	0	0	0
Psen1	32.875000	0	0	0	0	263	0	0	0	0
Ppm1d	32.875000	0	0	0	0	263	0	0	0	0
Nedd9	32.875000	0	0	0	0	263	0	0	0	0
Eif4b	32.875000	0	0	0	0	263	0	0	0	0
Ccdc89	32.875000	0	0	0	0	263	0	0	0	0
Zfp36l1	32.750000	0	0	0	0	262	0	0	0	0
Tmem116	32.750000	0	0	0	0	262	0	0	0	0
Ssrp1	32.750000	0	0	0	107	155	0	0	0	0
Selenoh	32.750000	0	0	0	67	195	0	0	0	0
Prdm5	32.750000	0	0	0	101	161	0	0	0	0
P2rx3	32.750000	0	0	0	107	155	0	0	0	0
Osbpl5	32.750000	0	0	0	149	113	0	0	0	0
Map7d2	32.750000	0	0	0	0	262	0	0	0	0
Hsp90ab1	32.750000	0	0	0	0	262	0	0	0	0
Erp29	32.750000	0	0	0	0	262	0	0	0	0
Cpt1a	32.750000	0	0	0	0	262	0	0	0	0
Akna	32.750000	0	0	0	0	262	0	0	0	0
4930453N24Rik	32.750000	0	0	0	117	145	0	0	0	0
Slc25a1	32.625000	0	0	0	152	109	0	0	0	0
Pomk	32.625000	0	0	0	0	261	0	0	0	0
Kcmf1	32.625000	0	0	0	261	0	0	0	0	0
Hexim2	32.625000	0	0	0	0	261	0	0	0	0
Eef1akmt2	32.625000	0	0	0	0	261	0	0	0	0
Cdc42	32.625000	0	0	0	0	261	0	0	0	0
Akap1	32.625000	0	0	0	0	261	0	0	0	0
Zfp12	32.500000	0	0	0	101	159	0	0	0	0
Tor1aip2	32.500000	0	0	0	0	260	0	0	0	0
Tor1aip1	32.500000	0	0	0	0	260	0	0	0	0
Tom1l2	32.500000	0	0	0	0	260	0	0	0	0
Pnpla8	32.500000	0	0	0	0	260	0	0	0	0
Pak1	32.500000	0	0	0	134	126	0	0	0	0
P2rx4	32.500000	0	0	0	0	260	0	0	0	0
Nup54	32.500000	0	0	0	0	260	0	0	0	0
Mtx2	32.500000	0	0	0	134	126	0	0	0	0
Ltv1	32.500000	0	0	0	0	260	0	0	0	0
Isy1	32.500000	0	0	0	0	260	0	0	0	0
Hipk3	32.500000	0	0	0	165	95	0	0	0	0
Gspt1	32.500000	0	0	0	110	150	0	0	0	0
Gga2	32.500000	0	0	0	0	260	0	0	0	0
Drc3	32.500000	0	0	0	0	260	0	0	0	0
Cxxc5	32.500000	0	0	0	0	260	0	0	0	0
Cox6a1	32.500000	0	0	0	0	260	0	0	0	0
Cln8	32.500000	0	0	0	0	260	0	0	0	0
Cdc25a	32.500000	0	0	0	0	260	0	0	0	0
Zfp28	32.375000	0	0	0	0	259	0	0	0	0
Ubn2	32.375000	0	0	0	0	259	0	0	0	0
Trim24	32.375000	0	0	0	0	259	0	0	0	0
Tmem42	32.375000	0	0	0	0	259	0	0	0	0
Tmem106b	32.375000	0	0	0	0	259	0	0	0	0
Slc25a25	32.375000	0	0	0	114	145	0	0	0	0
Naif1	32.375000	0	0	0	114	145	0	0	0	0
Klhl26	32.375000	0	0	0	110	149	0	0	0	0
Fzd3	32.375000	0	0	0	0	259	0	0	0	0
Fbxo16	32.375000	0	0	0	0	259	0	0	0	0
Dcaf5	32.375000	153	0	0	0	106	0	0	0	0
Coq5	32.375000	0	0	0	0	259	0	0	0	0
Bsdc1	32.375000	0	0	0	0	259	0	0	0	0
Bin3	32.375000	0	0	0	0	259	0	0	0	0
Usp33	32.250000	0	0	0	0	258	0	0	0	0
Rtf1	32.250000	0	0	0	0	258	0	0	0	0
Rbpj	32.250000	0	0	0	0	258	0	0	0	0
Qrsl1	32.250000	0	0	0	0	258	0	0	0	0
Nrxn2	32.250000	0	0	0	0	258	0	0	0	0
Luzp1	32.250000	0	0	0	0	258	0	0	0	0
Lrrc2	32.250000	0	0	0	0	258	0	0	0	0
Irgq	32.250000	0	0	0	0	258	0	0	0	0
Ints3	32.250000	0	0	0	0	258	0	0	0	0
Ctr9	32.250000	0	0	0	0	258	0	0	0	0
Cep78	32.250000	0	0	0	93	165	0	0	0	0
Aven	32.250000	0	0	0	136	122	0	0	0	0
Tubb4a	32.125000	0	0	0	0	257	0	0	0	0
Ssr1	32.125000	0	0	0	0	257	0	0	0	0
Spdye4b	32.125000	0	0	0	0	257	0	0	0	0
Rpl7l1	32.125000	0	0	0	0	257	0	0	0	0
Rbak	32.125000	0	0	0	0	257	0	0	0	0
Pts	32.125000	0	0	0	0	257	0	0	0	0
Mrps33	32.125000	0	0	0	0	257	0	0	0	0
Leng1	32.125000	0	0	0	0	257	0	0	0	0
Gm5591	32.125000	0	0	0	257	0	0	0	0	0
Bmpr1a	32.125000	0	0	0	121	136	0	0	0	0
Acad12	32.125000	0	0	0	0	257	0	0	0	0
Zfp689	32.000000	0	0	0	103	153	0	0	0	0
Wipi2	32.000000	0	0	0	0	256	0	0	0	0
Ubxn4	32.000000	0	0	0	0	256	0	0	0	0
Tufm	32.000000	0	0	0	70	186	0	0	0	0
Rer1	32.000000	0	0	0	0	256	0	0	0	0
Nlrp10	32.000000	0	0	0	0	256	0	0	0	0
Nampt	32.000000	0	0	0	0	256	0	0	0	0
Morn1	32.000000	0	0	0	0	256	0	0	0	0
Kcnn4	32.000000	0	0	0	256	0	0	0	0	0
Kcnh4	32.000000	0	0	0	121	135	0	0	0	0
Ier3ip1	32.000000	0	0	0	0	256	0	0	0	0
Hdac10	32.000000	0	0	0	0	256	0	0	0	0
Hcrt	32.000000	0	0	0	121	135	0	0	0	0
H4c2	32.000000	0	0	0	0	256	0	0	0	0
H4c1	32.000000	0	0	0	0	256	0	0	0	0
H3c1	32.000000	0	0	0	0	256	0	0	0	0
H1f1	32.000000	0	0	0	0	256	0	0	0	0
Eif3f	32.000000	0	0	0	0	256	0	0	0	0
Cap1	32.000000	0	0	0	0	256	0	0	0	0
Cacng3	32.000000	0	0	0	256	0	0	0	0	0
Ankfy1	32.000000	0	0	0	0	256	0	0	0	0
2310009B15Rik	32.000000	0	0	0	0	256	0	0	0	0
Zfp672	31.875000	0	0	0	0	255	0	0	0	0
Ufsp2	31.875000	0	0	0	0	255	0	0	0	0
Trim2	31.875000	0	0	0	0	255	0	0	0	0
Timm44	31.875000	0	0	0	0	255	0	0	0	0
Tbc1d14	31.875000	0	0	0	0	255	0	0	0	0
Sh3bp5l	31.875000	0	0	0	0	255	0	0	0	0
Rnf138	31.875000	0	0	0	119	136	0	0	0	0
Rad23b	31.875000	0	0	0	0	255	0	0	0	0
Pwwp2b	31.875000	0	0	0	0	255	0	0	0	0
Foxo3	31.875000	0	0	0	0	255	0	0	0	0
Fbxo11	31.875000	0	0	0	89	166	0	0	0	0
Cep250	31.875000	0	0	0	142	113	0	0	0	0
Atp1a2	31.875000	0	0	0	0	255	0	0	0	0
Ankrd37	31.875000	0	0	0	0	255	0	0	0	0
1700029J07Rik	31.875000	0	0	0	0	255	0	0	0	0
Zfyve26	31.750000	0	0	0	0	254	0	0	0	0
Ywhah	31.750000	0	0	0	0	254	0	0	0	0
Vezt	31.750000	0	0	0	0	254	0	0	0	0
Tmod2	31.750000	0	0	0	0	254	0	0	0	0
Slc2a10	31.750000	0	0	0	0	254	0	0	0	0
Sc5d	31.750000	0	0	0	0	254	0	0	0	0
Rad51b	31.750000	0	0	0	0	254	0	0	0	0
Ptgds	31.750000	0	0	0	0	254	0	0	0	0
Pfkm	31.750000	0	0	0	0	254	0	0	0	0
Pdxdc1	31.750000	0	0	0	0	254	0	0	0	0
Mpv17l	31.750000	0	0	0	0	254	0	0	0	0
Med13l	31.750000	0	0	0	87	167	0	0	0	0
Max	31.750000	0	0	0	0	254	0	0	0	0
Magoh	31.750000	0	0	0	0	254	0	0	0	0
Fgd6	31.750000	0	0	0	0	254	0	0	0	0
Efna2	31.750000	0	0	0	0	254	0	0	0	0
Clip1	31.750000	0	0	0	122	132	0	0	0	0
Cdc37l1	31.750000	0	0	0	67	187	0	0	0	0
Arhgap33	31.750000	0	0	0	0	254	0	0	0	0
Adk	31.750000	0	0	0	0	254	0	0	0	0
Abhd10	31.750000	0	0	0	0	254	0	0	0	0
Zfp708	31.625000	0	0	0	0	253	0	0	0	0
Zfp521	31.625000	160	0	0	0	93	0	0	0	0
Wdr62	31.625000	0	0	0	0	253	0	0	0	0
Unc45a	31.625000	0	0	0	0	253	0	0	0	0
Rnf169	31.625000	0	0	0	119	134	0	0	0	0
Rexo4	31.625000	0	0	0	73	180	0	0	0	0
Ogfr	31.625000	0	0	0	0	253	0	0	0	0
Nr4a2	31.625000	0	0	0	103	0	150	0	0	0
Hddc3	31.625000	0	0	0	0	253	0	0	0	0
Drap1	31.625000	0	0	0	0	253	0	0	0	0
Cab39	31.625000	0	0	0	0	253	0	0	0	0
Bub3	31.625000	0	0	0	0	253	0	0	0	0
Bmpr2	31.625000	0	0	0	0	253	0	0	0	0
Arhgap35	31.625000	0	0	0	113	140	0	0	0	0
AI837181	31.625000	0	0	0	0	253	0	0	0	0
Zfp763	31.500000	0	0	0	0	252	0	0	0	0
Uchl1	31.500000	0	0	0	0	252	0	0	0	0
Tjp3	31.500000	0	0	0	0	252	0	0	0	0
Smad1	31.500000	0	0	0	0	252	0	0	0	0
Slc27a1	31.500000	0	0	0	143	109	0	0	0	0
Slc25a26	31.500000	0	0	0	0	252	0	0	0	0
Rpn2	31.500000	0	0	0	0	252	0	0	0	0
Pip5k1c	31.500000	0	0	0	0	252	0	0	0	0
Mrpl39	31.500000	0	0	0	0	252	0	0	0	0
Mroh8	31.500000	0	0	0	0	252	0	0	0	0
Mmgt1	31.500000	0	0	0	0	252	0	0	0	0
Maff	31.500000	0	0	0	0	252	0	0	0	0
Ankrd52	31.500000	0	0	0	117	135	0	0	0	0
Zmym5	31.375000	0	0	0	115	136	0	0	0	0
Zfp91	31.375000	0	0	0	107	144	0	0	0	0
Wdr43	31.375000	0	0	0	138	113	0	0	0	0
Senp7	31.375000	0	0	0	0	251	0	0	0	0
Senp5	31.375000	0	0	0	0	251	0	0	0	0
Rnf122	31.375000	0	0	0	0	251	0	0	0	0
Riok2	31.375000	0	0	0	0	251	0	0	0	0
Pofut1	31.375000	0	0	0	82	169	0	0	0	0
Plagl2	31.375000	0	0	0	82	169	0	0	0	0
Pkm	31.375000	0	0	0	112	139	0	0	0	0
Ndufb5	31.375000	0	0	0	0	251	0	0	0	0
Mrpl47	31.375000	0	0	0	0	251	0	0	0	0
Meaf6	31.375000	0	0	0	0	251	0	0	0	0
Lpxn	31.375000	0	0	0	107	144	0	0	0	0
Jund	31.375000	0	0	0	0	251	0	0	0	0
Iqcn	31.375000	0	0	0	0	251	0	0	0	0
Akap8	31.375000	0	0	0	0	251	0	0	0	0
Sec61a1	31.250000	0	0	0	0	250	0	0	0	0
Rpl22	31.250000	0	0	0	0	250	0	0	0	0
Rgmb	31.250000	0	0	0	116	134	0	0	0	0
Pcyt1a	31.250000	0	0	0	0	250	0	0	0	0
Nsmaf	31.250000	0	0	0	250	0	0	0	0	0
Kdsr	31.250000	0	0	0	0	250	0	0	0	0
Fam53b	31.250000	0	0	0	103	147	0	0	0	0
Exoc6b	31.250000	0	0	0	97	153	0	0	0	0
Elac1	31.250000	0	0	0	80	170	0	0	0	0
Zswim6	31.125000	0	0	0	111	138	0	0	0	0
Wac	31.125000	0	0	0	110	139	0	0	0	0
Sub1	31.125000	0	0	0	0	249	0	0	0	0
Ssbp1	31.125000	0	0	0	0	249	0	0	0	0
Snrnp27	31.125000	0	0	0	0	137	112	0	0	0
Rab24	31.125000	0	0	0	94	155	0	0	0	0
Prelid1	31.125000	0	0	0	94	155	0	0	0	0
Pde3b	31.125000	0	0	0	0	249	0	0	0	0
Glce	31.125000	0	0	0	249	0	0	0	0	0
Galnt1	31.125000	0	0	0	95	154	0	0	0	0
Dnaja2	31.125000	0	0	0	0	249	0	0	0	0
Dennd6b	31.125000	0	0	0	80	169	0	0	0	0
Cacul1	31.125000	0	0	0	139	110	0	0	0	0
Aph1b	31.125000	0	0	0	0	249	0	0	0	0
Zfp583	31.000000	0	0	0	0	248	0	0	0	0
Zbtb39	31.000000	0	0	0	0	248	0	0	0	0
Wdyhv1	31.000000	0	0	0	0	248	0	0	0	0
Upf1	31.000000	0	0	0	122	126	0	0	0	0
U2af2	31.000000	94	0	0	0	154	0	0	0	0
Syt6	31.000000	0	0	0	0	248	0	0	0	0
Olfr1373	31.000000	0	0	0	248	0	0	0	0	0
Nr2e1	31.000000	0	0	0	0	248	0	0	0	0
Mrpl58	31.000000	0	0	0	105	143	0	0	0	0
Kif2a	31.000000	0	0	0	0	248	0	0	0	0
Fmnl2	31.000000	0	0	0	106	142	0	0	0	0
Fads2	31.000000	0	0	0	0	248	0	0	0	0
Cyp51	31.000000	0	0	0	0	248	0	0	0	0
Atf6	31.000000	0	0	0	0	248	0	0	0	0
Armc3	31.000000	0	0	0	0	248	0	0	0	0
6430548M08Rik	31.000000	0	0	0	0	248	0	0	0	0
Zfp664	30.875000	0	0	0	115	132	0	0	0	0
Trim41	30.875000	0	0	0	0	247	0	0	0	0
Tpm1	30.875000	0	0	0	0	247	0	0	0	0
Thsd1	30.875000	247	0	0	0	0	0	0	0	0
Rps10	30.875000	0	0	0	0	247	0	0	0	0
Ptpn4	30.875000	0	0	0	0	247	0	0	0	0
Ccdc92	30.875000	0	0	0	115	132	0	0	0	0
Btbd7	30.875000	0	0	0	0	247	0	0	0	0
Blm	30.875000	0	0	0	0	247	0	0	0	0
Bax	30.875000	0	0	0	0	247	0	0	0	0
Arpp21	30.875000	0	0	0	0	247	0	0	0	0
Ankrd6	30.875000	0	0	0	0	247	0	0	0	0
Zwint	30.750000	0	0	0	0	246	0	0	0	0
Zfp212	30.750000	0	0	0	0	246	0	0	0	0
Ube2n	30.750000	0	0	0	0	246	0	0	0	0
Tppp2	30.750000	0	0	0	246	0	0	0	0	0
Timeless	30.750000	0	0	0	0	246	0	0	0	0
Tctex1d1	30.750000	0	0	0	246	0	0	0	0	0
Rnase13	30.750000	0	0	0	246	0	0	0	0	0
Phf7	30.750000	0	0	0	0	246	0	0	0	0
Pgd	30.750000	0	0	0	0	246	0	0	0	0
Isca1	30.750000	0	0	0	0	246	0	0	0	0
Bap1	30.750000	0	0	0	0	246	0	0	0	0
Aldh18a1	30.750000	0	0	0	0	246	0	0	0	0
2310039H08Rik	30.750000	0	0	0	0	246	0	0	0	0
Zfp938	30.625000	0	0	0	0	245	0	0	0	0
Ubl7	30.625000	0	0	0	0	245	0	0	0	0
Trmt1	30.625000	0	0	0	132	113	0	0	0	0
Tmed7	30.625000	0	0	0	0	245	0	0	0	0
Ssh2	30.625000	114	0	0	0	131	0	0	0	0
Sh3rf2	30.625000	0	0	0	245	0	0	0	0	0
Sash1	30.625000	0	0	0	0	245	0	0	0	0
Rpl12	30.625000	0	0	0	0	245	0	0	0	0
Nacc1	30.625000	0	0	0	132	113	0	0	0	0
Lrsam1	30.625000	0	0	0	0	245	0	0	0	0
Jrkl	30.625000	0	0	0	0	245	0	0	0	0
Erich4	30.625000	0	0	0	0	245	0	0	0	0
Eola1	30.625000	0	0	0	0	245	0	0	0	0
Eif1a	30.625000	0	0	0	0	245	0	0	0	0
Dusp15	30.625000	0	0	0	89	156	0	0	0	0
Dmac2	30.625000	0	0	0	0	245	0	0	0	0
Ccdc82	30.625000	0	0	0	0	245	0	0	0	0
Atg16l1	30.625000	0	0	0	0	245	0	0	0	0
Amfr	30.625000	0	0	0	109	136	0	0	0	0
Zfp362	30.500000	0	0	0	0	244	0	0	0	0
Zfp142	30.500000	0	0	0	0	244	0	0	0	0
Zdhhc24	30.500000	0	0	0	0	244	0	0	0	0
Ttc9	30.500000	0	0	0	0	244	0	0	0	0
Tspan4	30.500000	0	0	0	0	244	0	0	0	0
Stk38	30.500000	0	0	0	0	244	0	0	0	0
Stard3nl	30.500000	0	0	0	0	244	0	0	0	0
St6gal1	30.500000	0	0	0	0	244	0	0	0	0
Scrn2	30.500000	0	0	0	107	137	0	0	0	0
Samd10	30.500000	0	0	0	104	140	0	0	0	0
Rpl8	30.500000	0	0	0	0	244	0	0	0	0
Rab32	30.500000	0	0	0	244	0	0	0	0	0
Ptges3	30.500000	0	0	0	73	171	0	0	0	0
Prpf6	30.500000	0	0	0	104	140	0	0	0	0
Polr2l	30.500000	0	0	0	0	244	0	0	0	0
Phyhip	30.500000	0	0	0	244	0	0	0	0	0
Parp1	30.500000	0	0	0	0	244	0	0	0	0
Ndrg3	30.500000	0	0	0	97	147	0	0	0	0
Mettl16	30.500000	0	0	0	0	244	0	0	0	0
Lrp3	30.500000	0	0	0	0	244	0	0	0	0
Kif13a	30.500000	0	0	0	0	244	0	0	0	0
Ip6k1	30.500000	0	0	0	0	244	0	0	0	0
Gorasp2	30.500000	0	0	0	0	244	0	0	0	0
Gatad2b	30.500000	0	0	0	0	244	0	0	0	0
Commd5	30.500000	0	0	0	0	244	0	0	0	0
Clpb	30.500000	0	0	0	0	244	0	0	0	0
Cdc45	30.500000	0	0	0	88	156	0	0	0	0
Bcs1l	30.500000	0	0	0	0	244	0	0	0	0
Atad3a	30.500000	0	0	0	0	244	0	0	0	0
Agtpbp1	30.500000	0	0	0	156	88	0	0	0	0
Actn3	30.500000	0	0	0	0	244	0	0	0	0
Abcc5	30.500000	0	0	0	0	244	0	0	0	0
Zfhx2	30.375000	0	0	0	0	243	0	0	0	0
Thtpa	30.375000	0	0	0	0	243	0	0	0	0
Tbl1x	30.375000	0	0	0	0	243	0	0	0	0
Srp54c	30.375000	0	0	0	125	118	0	0	0	0
Srp54b	30.375000	0	0	0	125	118	0	0	0	0
Slc50a1	30.375000	0	0	0	243	0	0	0	0	0
Rnf214	30.375000	0	0	0	0	243	0	0	0	0
Psmd1	30.375000	0	0	0	0	243	0	0	0	0
Pcsk7	30.375000	0	0	0	0	243	0	0	0	0
Osbpl8	30.375000	0	0	0	0	243	0	0	0	0
Naa50	30.375000	0	0	0	0	243	0	0	0	0
Mrpl30	30.375000	0	0	0	102	141	0	0	0	0
Mitd1	30.375000	0	0	0	102	141	0	0	0	0
Mak16	30.375000	0	0	0	0	243	0	0	0	0
Lhx3	30.375000	0	0	0	243	0	0	0	0	0
Hmgcll1	30.375000	0	0	0	243	0	0	0	0	0
Dpm3	30.375000	0	0	0	243	0	0	0	0	0
Cyc1	30.375000	0	0	0	0	243	0	0	0	0
Ctnnb1	30.375000	0	0	0	0	243	0	0	0	0
Crmp1	30.375000	0	0	0	0	243	0	0	0	0
Celf2	30.375000	0	0	0	0	243	0	0	0	0
Cdc42ep4	30.375000	0	0	0	0	243	0	0	0	0
Ccdc130	30.375000	0	0	0	0	243	0	0	0	0
Bicd2	30.375000	0	0	0	0	243	0	0	0	0
Atp6v1a	30.375000	0	0	0	0	243	0	0	0	0
Ano10	30.375000	0	0	0	0	243	0	0	0	0
Zfp316	30.250000	0	0	0	0	242	0	0	0	0
Wdr60	30.250000	0	0	0	0	242	0	0	0	0
Tmem138	30.250000	0	0	0	0	242	0	0	0	0
Sac3d1	30.250000	0	0	0	0	242	0	0	0	0
Rbm17	30.250000	0	0	0	103	139	0	0	0	0
Pprc1	30.250000	0	0	0	0	242	0	0	0	0
Ppip5k2	30.250000	0	0	0	142	100	0	0	0	0
Klhl35	30.250000	0	0	0	105	137	0	0	0	0
Gin1	30.250000	0	0	0	142	100	0	0	0	0
Eif5	30.250000	0	0	0	0	242	0	0	0	0
Cyb561a3	30.250000	0	0	0	0	242	0	0	0	0
Cpa4	30.250000	0	0	0	109	133	0	0	0	0
Comtd1	30.250000	0	0	0	0	242	0	0	0	0
Ahsa2	30.250000	0	0	0	0	242	0	0	0	0
Zfp512	30.125000	0	0	0	0	241	0	0	0	0
Zfp276	30.125000	0	0	0	0	241	0	0	0	0
Vps9d1	30.125000	0	0	0	0	241	0	0	0	0
Trmt5	30.125000	0	0	0	0	241	0	0	0	0
Slco5a1	30.125000	0	0	0	0	241	0	0	0	0
Slc38a6	30.125000	0	0	0	0	241	0	0	0	0
Sh2d5	30.125000	0	0	0	0	241	0	0	0	0
Rfx5	30.125000	0	0	0	0	241	0	0	0	0
Ppfia2	30.125000	0	0	0	0	241	0	0	0	0
Denr	30.125000	0	0	0	0	241	0	0	0	0
Cox16	30.125000	0	0	0	0	241	0	0	0	0
Ablim1	30.125000	0	0	0	241	0	0	0	0	0
Zfpm2	30.000000	0	0	0	0	240	0	0	0	0
Zcchc18	30.000000	0	0	0	0	240	0	0	0	0
Trpm7	30.000000	0	0	0	91	149	0	0	0	0
Smurf1	30.000000	0	0	0	93	147	0	0	0	0
Rnf7	30.000000	0	0	0	0	240	0	0	0	0
Ptbp1	30.000000	0	0	0	0	240	0	0	0	0
Pcmt1	30.000000	0	0	0	80	160	0	0	0	0
Mia2	30.000000	0	0	0	0	240	0	0	0	0
Lats1	30.000000	0	0	0	80	160	0	0	0	0
Idh1	30.000000	0	0	0	0	240	0	0	0	0
Ciz1	30.000000	0	0	0	0	240	0	0	0	0
Cd2bp2	30.000000	0	0	0	0	240	0	0	0	0
Zdhhc20	29.875000	0	0	0	0	239	0	0	0	0
Ufc1	29.875000	0	0	0	0	239	0	0	0	0
Ube3b	29.875000	0	0	0	0	239	0	0	0	0
Tbl3	29.875000	0	0	0	0	239	0	0	0	0
Tagap1	29.875000	0	0	0	90	149	0	0	0	0
Sncg	29.875000	0	0	0	239	0	0	0	0	0
Rida	29.875000	0	0	0	0	239	0	0	0	0
Pop1	29.875000	0	0	0	0	239	0	0	0	0
Nsmce4a	29.875000	0	0	0	0	239	0	0	0	0
Mmrn2	29.875000	0	0	0	239	0	0	0	0	0
Kctd10	29.875000	0	0	0	0	239	0	0	0	0
Fpgs	29.875000	0	0	0	0	239	0	0	0	0
Abi1	29.875000	0	0	0	87	152	0	0	0	0
Zcrb1	29.750000	0	0	0	119	119	0	0	0	0
Zcchc17	29.750000	0	0	0	0	238	0	0	0	0
Tmem248	29.750000	0	0	0	91	147	0	0	0	0
Snrnp40	29.750000	0	0	0	0	238	0	0	0	0
Slc35g3	29.750000	0	0	0	0	238	0	0	0	0
Sf3b4	29.750000	0	0	0	0	238	0	0	0	0
Rpl6	29.750000	0	0	0	0	238	0	0	0	0
Rab8b	29.750000	0	0	0	0	238	0	0	0	0
Ppp1r21	29.750000	0	0	0	0	238	0	0	0	0
Pphln1	29.750000	0	0	0	119	119	0	0	0	0
Polr2a	29.750000	0	0	0	0	238	0	0	0	0
H1f2	29.750000	0	0	0	0	238	0	0	0	0
Gid8	29.750000	0	0	0	68	170	0	0	0	0
Foxn2	29.750000	0	0	0	0	238	0	0	0	0
Endog	29.750000	0	0	0	0	238	0	0	0	0
Elp1	29.750000	0	0	0	0	238	0	0	0	0
Dipk1a	29.750000	0	0	0	132	106	0	0	0	0
Cfap97d2	29.750000	0	0	0	0	238	0	0	0	0
Atp6v1h	29.750000	0	0	0	0	238	0	0	0	0
Abitram	29.750000	0	0	0	0	238	0	0	0	0
