Target_genes	Foxa3|Average	SRX2379276|Hepatocytes	SRX1564901|Liver	SRX1564902|Liver	SRX2379237|MEF	SRX2379247|MEF	SRX2379266|MEF	SRX2379270|MEF	SRX4405399|MEF	SRX4405401|MEF	SRX4405405|MEF	SRX4405406|MEF	SRX7540355|MEF	SRX7540363|MEF	SRX7569431|MEF	SRX8130872|Tail_fibroblast	SRX8130873|Tail_fibroblast	SRX8130874|Tail_fibroblast	SRX8130875|Tail_fibroblast	SRX8130876|Tail_fibroblast	STRING
Dnajc12	29.736842	0	0	0	191	151	0	0	0	0	0	0	0	0	0	0	128	95	0	0	0
Atxn2	29.736842	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh16a1	29.736842	0	0	0	333	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff4	29.736842	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	252	96	0	0	0
Fgf21	29.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	221	79	0	0
Clic1	29.684211	0	0	0	168	0	0	0	0	153	0	0	0	0	0	0	0	243	0	0	0
Acyp2	29.684211	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	139	189	85	0	0
Usp37	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0
Slc35d2	29.631579	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	195	235	0	0	0
Ralgapb	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	383	0	0	0
Paip2b	29.631579	0	0	0	84	308	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Hilpda	29.631579	0	0	0	131	201	0	0	0	0	0	0	0	0	0	0	0	147	84	0	0
Cnot9	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0
Adamts10	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	407	0	0	0
Ube2z	29.578947	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	238	107	0	0
Tjp1	29.578947	0	0	0	127	190	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Tbx18	29.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	193	0	0
Per1	29.578947	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Glrx5	29.578947	0	0	0	144	277	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Chfr	29.578947	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	107	0	104	183	0
Atf6	29.578947	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	183	0	141	118	0
Zfp523	29.526316	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	165	124	96	0
Tpd52	29.526316	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	152	152	0	152	0
Siah2	29.526316	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	124	283	0	0	0
Ndufv2	29.526316	0	0	0	142	109	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0
Ikzf2	29.526316	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	203	225	0	0	0
Eif3j2	29.526316	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	205	198	0	0	0
Eif3j1	29.526316	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	205	198	0	0	0
Tmem229b	29.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0
Sub1	29.473684	0	0	0	302	159	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
Stxbp5	29.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0
Psat1	29.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0
Oit3	29.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	334	0	0	0
Eif3g	29.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0
Aco1	29.473684	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	139	281	0	0	0
Smg1	29.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	392	0	0	0
Prickle2	29.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0
Pip4k2a	29.421053	0	0	0	86	115	0	0	0	0	0	0	0	0	0	0	88	270	0	0	0
Npc2	29.421053	0	0	0	190	196	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Mrps17	29.421053	0	0	0	138	185	0	0	0	0	0	0	0	0	0	0	150	0	86	0	0
Isca2	29.421053	0	0	0	190	196	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Arhgap29	29.421053	0	0	0	125	215	0	0	0	0	0	0	0	83	0	0	136	0	0	0	0
Trak2	29.368421	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	172	0	141	111	0
Ptar1	29.368421	0	0	0	147	173	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0
Hrh1	29.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	396	0	0	0
Rpl7l1	29.315789	0	0	0	180	111	0	0	0	0	0	0	0	0	0	0	169	0	97	0	0
Mmp8	29.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	417	0	0	0
Impact	29.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0
Fam117b	29.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	289	0	0
Phlda1	29.263158	0	0	0	420	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impg2	29.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	132	0	0	0
Zfp954	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	164	0	0	0
Wdr76	29.210526	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	214	0	121	0	0
Pde5a	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	377	0	0	0
Mfap1a	29.210526	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	214	0	121	0	0
Galnt2	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	451	0	0	0
Wasf1	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	383	0	0	0
Tnfsf18	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	194	0	0	0
Stard6	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	249	0	0	0
Sec24c	29.157895	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	125	245	0	0	0
Osgin2	29.157895	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	131	313	0	0	0
Dhx9	29.157895	0	0	0	253	216	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0
Copb1	29.157895	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	280	0	121	0	0
Cdc40	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	383	0	0	0
4930503L19Rik	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	249	0	0	0
Ttbk2	29.105263	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	376	0	0	0
Tph2	29.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	436	0	0	0
Ppp1r27	29.105263	0	0	0	176	148	0	0	0	0	0	0	0	0	0	0	144	0	85	0	0
Nqo2	29.105263	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	103	97	180	0	0
Mcrip1	29.105263	0	0	0	176	148	0	0	0	0	0	0	0	0	0	0	144	0	85	0	0
Kremen2	29.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	182	0	0
Armc2	29.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0
Snrnp27	29.052632	0	0	0	97	152	0	0	0	0	0	0	0	0	0	0	150	0	153	0	0
Lfng	29.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	341	0
Cnot7	29.052632	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0
Bmpr2	29.052632	0	0	0	131	281	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
Zfat	29.000000	0	0	0	240	157	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0
Tmcc3	29.000000	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	158	288	0	0	0
Sertad2	29.000000	0	0	0	175	206	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Gzmc	29.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	454	0	0	0
Glce	29.000000	0	0	268	0	172	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0
Fam107b	29.000000	0	0	149	187	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Elmo1	29.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	258	0	0	0
Tmem45a	28.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	313	0	0	0
Srrm2	28.947368	0	0	0	166	0	0	0	0	0	0	0	0	0	164	0	0	220	0	0	0
Sorbs3	28.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	197	0	161	0
Pmch	28.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	365	0	0	0
Itpr1	28.947368	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	188	84	154	0	0
Bcar3	28.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0
Nrd1	28.894737	0	0	0	118	142	0	0	0	0	0	0	0	0	0	0	138	151	0	0	0
Npy5r	28.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0
Mtmr10	28.894737	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0
Abi1	28.894737	0	0	0	91	172	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0
Tnni3k	28.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	94	0	0	0
Smarca1	28.842105	0	0	0	0	0	0	0	0	215	333	0	0	0	0	0	0	0	0	0	0
Sap30	28.842105	0	0	0	0	0	0	0	0	156	161	0	0	0	0	0	0	231	0	0	0
Rpn2	28.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	149	179	0
Pi4k2a	28.842105	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	243	0	129	0	0
Pcif1	28.842105	0	0	0	426	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1395	28.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	309	124	0	0
Naca	28.842105	0	0	0	214	184	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Mroh8	28.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	149	179	0
Efna5	28.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	210	180	0	0
Zbtb11	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	353	0	0	0
Syde2	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0
Stim1	28.789474	0	0	0	0	152	0	0	0	213	0	0	0	0	0	0	182	0	0	0	0
Ptpn13	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	256	125	0	0
Nfe2	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	236	0	0	0
Ccnl1	28.789474	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	139	140	0	99	0
Tigit	28.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	224	0	0	0
Taar2	28.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	296	0	0	0
Sar1a	28.736842	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	226	173	0	0	0
Mycbp2	28.736842	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	105	330	0	0	0
Zfp553	28.684211	0	0	0	81	99	0	0	0	0	0	0	0	0	0	0	122	146	97	0	0
Rttn	28.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	264	102	0	0
Ftl1	28.684211	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0
Ptges3	28.631579	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	239	189	0	0	0
Lin54	28.631579	0	0	0	0	0	0	0	119	212	213	0	0	0	0	0	0	0	0	0	0
Iffo2	28.631579	0	0	0	249	0	0	0	0	0	158	0	0	0	0	0	137	0	0	0	0
1700109H08Rik	28.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	104	0	0
Utp14b	28.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0
H3c7	28.578947	0	0	0	401	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
H2bc9	28.578947	0	0	0	401	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
Foxp2	28.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	163	0	0	0
Eif4g2	28.578947	0	0	0	322	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1i2	28.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0
Acsl3	28.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0
Tma16	28.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	132	120	113	0
Serpina16	28.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	102	0	0	0
Oas1a	28.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	126	142	0	0
Igfn1	28.526316	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	368	0	0	0
Hsd17b12	28.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	315	0	0	0
Zfp322a	28.473684	0	0	0	99	257	0	0	0	0	89	0	0	0	0	0	96	0	0	0	0
Ubxn2b	28.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	176	0	0	0
Trpm7	28.473684	0	0	0	232	156	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Plekha1	28.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	385	0	0	0
Elk4	28.473684	0	0	164	282	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpep2	28.473684	0	0	184	0	0	0	0	0	157	0	0	0	0	0	0	200	0	0	0	0
Slc2a9	28.421053	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	115	173	157	0	0
Lcor	28.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	298	0	0	0
Cyfip1	28.421053	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0
Ccl7	28.421053	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
Tjp3	28.368421	0	0	0	225	188	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Pip5k1c	28.368421	0	0	0	225	188	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Nudt8	28.368421	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	103	213	0	0	0
Gopc	28.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0
B4galnt1	28.368421	0	0	370	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0
Aldh4a1	28.368421	0	0	0	130	258	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Snrnp35	28.315789	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	234	0	0	129	0
Sncaip	28.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	437	0	0	0
Skp1	28.315789	0	0	0	313	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efemp1	28.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	395	0	0	0
Synpo2	28.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	0
Mog	28.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	393	0	0	0
Ikzf5	28.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	425	0	0	0
Fos	28.263158	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	222	0	106	0	0
Cetn3	28.263158	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	238	131	0	0	0
Acadsb	28.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	425	0	0	0
Zfyve1	28.210526	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	141	187	0	0	0
Prkab1	28.210526	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adk	28.210526	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0
Ace	28.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	263	167	0
Wnt5b	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	251	163	0	0
Ube2d2b	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0
Tuba3a	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	121	156	143	0
Nrg1	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	111	0	0
Kif28	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	154	197	0	0
Gpcpd1	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	357	0	0	0
Gm13290	28.157895	0	0	0	230	139	0	0	0	0	0	0	0	0	0	0	87	0	79	0	0
Gm13289	28.157895	0	0	0	230	139	0	0	0	0	0	0	0	0	0	0	87	0	79	0	0
Ccdc190	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0
Amotl1	28.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	362	0	0	0
Sgk3	28.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	338	0	0	0
Ranbp2	28.105263	0	0	0	148	107	0	0	0	0	0	0	0	0	0	0	155	0	124	0	0
Mob4	28.105263	0	0	0	126	159	0	0	0	0	0	0	0	0	0	0	85	0	0	164	0
Fndc3b	28.105263	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0
Epm2a	28.105263	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	119	0	92	145	0
Cnga4	28.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	312	105	0	0
Actg1	28.105263	0	0	0	403	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps15a	28.052632	0	0	0	303	135	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0
Ralgapa1	28.052632	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0
Prnp	28.052632	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0
Prn	28.052632	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0
Mkrn2	28.052632	0	0	0	208	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sri	28.000000	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	235	0	92	0	0
Sdc2	28.000000	0	0	0	167	246	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Ndufb7	28.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0
Hao1	28.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	104	0	0
Calm2	28.000000	0	0	0	257	0	0	0	0	0	0	0	0	136	0	0	139	0	0	0	0
Tmtc4	27.947368	0	0	0	137	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stn1	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	135	147	0	0
Slc30a4	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	244	0	0	0
Sgpp1	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	360	0	0	0
Psd	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	412	0	0	0
Lrrc61	27.947368	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	266	0	101	0	0
Ipo7	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	405	0	0	0
Fbxl15	27.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	412	0	0	0
Tbc1d10a	27.894737	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	219	114	0	0	0
Sirt2	27.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	211	0	0
Nfkbib	27.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	211	0	0
Inppl1	27.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	160	149	0
Gnaq	27.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	149	0	0	0
Cwc25	27.894737	0	0	0	0	0	0	0	0	178	115	0	0	0	0	0	0	134	103	0	0
Zfp703	27.842105	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	170	223	0
Nup107	27.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	257	0	0	0
Caprin1	27.842105	0	0	0	314	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
App	27.842105	0	0	0	0	97	0	0	0	232	200	0	0	0	0	0	0	0	0	0	0
Zdhhc21	27.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	323	0	0	0
Plekha2	27.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	168	0	0
Pgm2	27.789474	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	170	0	101	0	0
Hsbp1l1	27.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	111	118	0	0
Cep164	27.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	311	0	118	0
Bmp2k	27.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	236	103	0	0
2300009A05Rik	27.789474	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	145	194	0	0	0
Zfp386	27.736842	0	0	0	137	142	0	0	0	0	0	0	0	0	0	0	123	0	125	0	0
Trip11	27.736842	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	295	0	90	0	0
Stard3nl	27.736842	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	163	229	0	0	0
Rab35	27.736842	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	162	130	0	0	0
Prdm9	27.736842	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	275	0	146	0	0
Npm1	27.736842	0	0	0	374	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esco1	27.736842	0	0	0	78	128	0	0	0	0	0	0	0	0	0	0	193	0	128	0	0
Ccn1	27.736842	0	0	0	197	116	0	0	0	0	0	0	0	78	0	0	136	0	0	0	0
Vps52	27.684211	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	170	0	136	0	0
Slain2	27.684211	0	0	401	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps18	27.684211	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	170	0	136	0	0
Ndufv1	27.684211	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	230	0	169	0	0
Cxcl2	27.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	188	165	0	0
B3galt4	27.684211	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	170	0	136	0	0
Atg2a	27.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	160	0	0
Adprh	27.684211	0	0	0	232	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp503	27.631579	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	228	128	0	0
Tmem68	27.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	229	157	0	0
Tgs1	27.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	229	157	0	0
Eid1	27.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	255	0	0	0
Cxxc4	27.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	106	151	139	0
Cdc42	27.631579	0	0	0	322	108	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0
2610008E11Rik	27.631579	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	178	164	0	0	0
Zswim2	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	352	0	0	0
Snapc5	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	367	0	0	0
Slc39a3	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	252	113	0
Olfr412	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	258	0	0	0
Lipn	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	124	183	0
Neurod1	27.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	154	152	0	0
Mrps9	27.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	413	0	0	0
Lancl2	27.526316	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	118	194	0	0	0
Gm1604b	27.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0
Gcsam	27.526316	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	353	0	0	79	0
Calu	27.526316	0	0	0	182	215	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Zfp57	27.473684	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	157	188	0	0	0
Rcn2	27.473684	0	0	0	180	178	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Nedd4l	27.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	171	0	0
Ets2	27.473684	0	0	0	144	140	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0
Cox19	27.473684	0	0	227	106	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Ccdc71l	27.473684	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	80	0	222	77	0
Ubxn2a	27.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	313	0	0	0
Tpm1	27.421053	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
Sgo1	27.421053	0	0	0	165	217	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
Sf3b3	27.421053	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	178	0	114	0	0
Pigg	27.421053	0	0	0	88	140	0	0	0	0	0	0	0	0	0	0	0	200	93	0	0
Il1f10	27.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	406	0	0	0
Hoxc9	27.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	121	160	0	0
Fbxw11	27.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	362	0	0	0
Cog4	27.421053	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	178	0	114	0	0
Zfp994	27.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	396	0	0	0
Uso1	27.368421	0	0	0	209	183	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Tmem223	27.368421	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0
Tbc1d14	27.368421	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	184	137	0	0	0
Spsb2	27.368421	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	177	155	0	0	0
