Target_genes	Mnt|Average	SRX9514748|Lung_cancer	SRX9514749|Lung_cancer	SRX7849445|Lung_tumors	SRX7849446|Lung_tumors	SRX7849455|Lung_tumors	SRX7849456|Lung_tumors	STRING
Mtx2	43.666667	0	262	0	0	0	0	0
Mindy4	43.666667	0	262	0	0	0	0	0
Mea1	43.666667	0	262	0	0	0	0	0
Klhdc3	43.666667	0	262	0	0	0	0	0
Golga3	43.666667	0	262	0	0	0	0	0
Fkbp11	43.666667	0	262	0	0	0	0	0
Fermt1	43.666667	0	262	0	0	0	0	0
Bms1	43.666667	0	262	0	0	0	0	0
B3gnt2	43.666667	0	262	0	0	0	0	0
Tnfaip8l1	43.500000	0	261	0	0	0	0	0
Sfxn3	43.500000	0	261	0	0	0	0	0
Rab18	43.500000	0	261	0	0	0	0	0
Poglut3	43.500000	0	261	0	0	0	0	0
Pdzd7	43.500000	0	261	0	0	0	0	0
Myl7	43.500000	0	261	0	0	0	0	0
Mbd6	43.500000	0	261	0	0	0	0	0
Fkbp4	43.500000	0	261	0	0	0	0	0
Eif2b3	43.500000	0	261	0	0	0	0	0
Ddit3	43.500000	0	261	0	0	0	0	0
Ankrd26	43.500000	0	261	0	0	0	0	0
Polr3g	43.333333	0	260	0	0	0	0	0
Polr1e	43.333333	0	260	0	0	0	0	0
Nfyc	43.333333	0	260	0	0	0	0	0
Mblac2	43.333333	0	260	0	0	0	0	0
Dhx15	43.333333	0	260	0	0	0	0	0
Cox18	43.333333	0	260	0	0	0	0	0
Basp1	43.333333	0	260	0	0	0	0	0
Trmt44	43.166667	0	259	0	0	0	0	0
Srsf10	43.166667	0	259	0	0	0	0	0
Odc1	43.166667	0	259	0	0	0	0	0
Mien1	43.166667	0	107	0	152	0	0	0
Lsm4	43.166667	0	175	0	84	0	0	0
Hlcs	43.166667	0	259	0	0	0	0	0
H4c3	43.166667	0	259	0	0	0	0	0
H1f6	43.166667	0	259	0	0	0	0	0
Ccdc43	43.166667	0	259	0	0	0	0	0
Wdr45b	43.000000	0	111	0	147	0	0	0
Jagn1	43.000000	0	258	0	0	0	0	0
Impdh1	43.000000	0	258	0	0	0	0	0
Gapvd1	43.000000	0	258	0	0	0	0	0
Atad3a	43.000000	0	258	0	0	0	0	0
Abracl	43.000000	0	258	0	0	0	0	0
Zfp266	42.833333	0	257	0	0	0	0	0
Zc3hc1	42.833333	0	257	0	0	0	0	0
Tigar	42.833333	0	257	0	0	0	0	0
Nudc	42.833333	0	257	0	0	0	0	0
Fnta	42.833333	0	257	0	0	0	0	0
Fmnl1	42.833333	0	257	0	0	0	0	0
Ercc1	42.833333	0	257	0	0	0	0	0
Dus2	42.833333	0	257	0	0	0	0	0
Ddx28	42.833333	0	257	0	0	0	0	0
Ddx20	42.833333	0	257	0	0	0	0	0
Tubd1	42.666667	0	256	0	0	0	0	0
Stag3	42.666667	0	256	0	0	0	0	0
Snrpa1	42.666667	0	256	0	0	0	0	0
Slc35c1	42.666667	0	256	0	0	0	0	0
Rps6kb1	42.666667	0	256	0	0	0	0	0
Rbm14	42.666667	0	256	0	0	0	0	0
Napepld	42.666667	0	256	0	0	0	0	0
Hyls1	42.666667	0	256	0	0	0	0	0
H4c14	42.666667	0	140	0	116	0	0	0
Gpc2	42.666667	0	256	0	0	0	0	0
Gm21992	42.666667	0	256	0	0	0	0	0
Glt1d1	42.666667	0	256	0	0	0	0	0
Dhx37	42.666667	0	256	0	0	0	0	0
Cluh	42.666667	0	256	0	0	0	0	0
Cers2	42.666667	0	256	0	0	0	0	0
Anxa9	42.666667	0	256	0	0	0	0	0
Virma	42.500000	0	255	0	0	0	0	0
Uhrf1bp1	42.500000	0	255	0	0	0	0	0
Srgap2	42.500000	0	255	0	0	0	0	0
Rptor	42.500000	0	255	0	0	0	0	0
Rbis	42.500000	0	255	0	0	0	0	0
Puf60	42.500000	0	255	0	0	0	0	0
Ptges3	42.500000	0	255	0	0	0	0	0
Fbxo48	42.500000	0	255	0	0	0	0	0
Fam72a	42.500000	0	255	0	0	0	0	0
Dyrk1b	42.500000	0	255	0	0	0	0	0
Ccnl2	42.500000	0	255	0	0	0	0	0
Canx	42.500000	0	255	0	0	0	0	0
Trim46	42.333333	0	254	0	0	0	0	0
Tbcd	42.333333	0	254	0	0	0	0	0
Rccd1	42.333333	0	254	0	0	0	0	0
Pold1	42.333333	0	254	0	0	0	0	0
Krtcap2	42.333333	0	254	0	0	0	0	0
Gm10130	42.333333	0	254	0	0	0	0	0
Zfp84	42.166667	0	253	0	0	0	0	0
Wdr5	42.166667	0	253	0	0	0	0	0
Uri1	42.166667	0	253	0	0	0	0	0
Sgf29	42.166667	0	253	0	0	0	0	0
Sdc1	42.166667	0	253	0	0	0	0	0
Sap30bp	42.166667	0	253	0	0	0	0	0
Rps29	42.166667	0	253	0	0	0	0	0
Rps24	42.166667	0	253	0	0	0	0	0
Recql5	42.166667	0	253	0	0	0	0	0
Polr3a	42.166667	0	253	0	0	0	0	0
Paxip1	42.166667	0	253	0	0	0	0	0
Kdm5c	42.166667	0	134	0	119	0	0	0
Ctu1	42.166667	0	253	0	0	0	0	0
C9orf72	42.166667	0	253	0	0	0	0	0
Angptl4	42.166667	0	253	0	0	0	0	0
Zc3h8	42.000000	0	252	0	0	0	0	0
Wdr73	42.000000	0	252	0	0	0	0	0
Tmem42	42.000000	0	252	0	0	0	0	0
Susd1	42.000000	0	252	0	0	0	0	0
Slx1b	42.000000	0	252	0	0	0	0	0
Slc35g3	42.000000	0	147	0	105	0	0	0
Slc15a4	42.000000	0	121	0	131	0	0	0
Riok1	42.000000	0	252	0	0	0	0	0
Ramac	42.000000	0	171	0	0	0	81	0
Proser3	42.000000	0	252	0	0	0	0	0
Polr2a	42.000000	0	147	0	105	0	0	0
Pdk1	42.000000	0	252	0	0	0	0	0
Pde6g	42.000000	0	252	0	0	0	0	0
Oxld1	42.000000	0	252	0	0	0	0	0
Nop16	42.000000	0	252	0	0	0	0	0
Nmb	42.000000	0	252	0	0	0	0	0
Hspb6	42.000000	0	252	0	0	0	0	0
Higd2a	42.000000	0	252	0	0	0	0	0
Hells	42.000000	0	252	0	0	0	0	0
Glrx3	42.000000	0	252	0	0	0	0	0
Eif4ebp1	42.000000	0	252	0	0	0	0	0
Ccdc137	42.000000	0	252	0	0	0	0	0
Cage1	42.000000	0	252	0	0	0	0	0
Bola2	42.000000	0	252	0	0	0	0	0
Sertad2	41.833333	0	251	0	0	0	0	0
Ppil3	41.833333	0	251	0	0	0	0	0
Nt5c	41.833333	0	251	0	0	0	0	0
Nif3l1	41.833333	0	251	0	0	0	0	0
Map2k7	41.833333	0	251	0	0	0	0	0
Maoa	41.833333	0	251	0	0	0	0	0
Ifi30	41.833333	0	251	0	0	0	0	0
Dbp	41.833333	0	142	0	109	0	0	0
Crybg1	41.833333	0	251	0	0	0	0	0
Spc24	41.666667	0	250	0	0	0	0	0
Sgo1	41.666667	0	250	0	0	0	0	0
Rrn3	41.666667	0	250	0	0	0	0	0
Rps6ka2	41.666667	0	250	0	0	0	0	0
Pomp	41.666667	0	250	0	0	0	0	0
P2rx4	41.666667	0	250	0	0	0	0	0
Nhlrc2	41.666667	0	250	0	0	0	0	0
Mrps28	41.666667	0	250	0	0	0	0	0
Mettl6	41.666667	0	250	0	0	0	0	0
Gtf2b	41.666667	0	250	0	0	0	0	0
Eaf1	41.666667	0	250	0	0	0	0	0
Dclre1a	41.666667	0	250	0	0	0	0	0
Cebpb	41.666667	0	250	0	0	0	0	0
Trmt2a	41.500000	0	249	0	0	0	0	0
Slc35e1	41.500000	0	249	0	0	0	0	0
Ranbp1	41.500000	0	249	0	0	0	0	0
Psmg4	41.500000	0	249	0	0	0	0	0
Psma5	41.500000	0	170	0	79	0	0	0
Mettl22	41.500000	0	249	0	0	0	0	0
Gpd2	41.500000	0	249	0	0	0	0	0
Fbp2	41.500000	0	249	0	0	0	0	0
Eif3c	41.500000	0	249	0	0	0	0	0
Borcs7	41.500000	0	249	0	0	0	0	0
Zfp91	41.333333	0	248	0	0	0	0	0
Zcchc10	41.333333	0	248	0	0	0	0	0
Trip6	41.333333	0	248	0	0	0	0	0
Tjap1	41.333333	0	248	0	0	0	0	0
Tbl3	41.333333	0	248	0	0	0	0	0
Spire2	41.333333	0	248	0	0	0	0	0
Shq1	41.333333	0	248	0	0	0	0	0
Pin4	41.333333	0	0	0	248	0	0	0
Lsm2	41.333333	0	248	0	0	0	0	0
Lpxn	41.333333	0	248	0	0	0	0	0
Tatdn2	41.166667	0	247	0	0	0	0	0
Szt2	41.166667	0	247	0	0	0	0	0
Nudt14	41.166667	0	247	0	0	0	0	0
Mybl2	41.166667	0	247	0	0	0	0	0
Mis18bp1	41.166667	0	247	0	0	0	0	0
Mief1	41.166667	0	247	0	0	0	0	0
Med8	41.166667	0	247	0	0	0	0	0
Gfm1	41.166667	0	247	0	0	0	0	0
Gdpd5	41.166667	0	247	0	0	0	0	0
Eps8l2	41.166667	0	247	0	0	0	0	0
Deaf1	41.166667	0	247	0	0	0	0	0
Tert	41.000000	0	246	0	0	0	0	0
Tecr	41.000000	0	246	0	0	0	0	0
Sars	41.000000	0	246	0	0	0	0	0
Ptma	41.000000	0	246	0	0	0	0	0
Meiob	41.000000	0	246	0	0	0	0	0
Kmt2e	41.000000	0	246	0	0	0	0	0
Grk6	41.000000	0	246	0	0	0	0	0
Grk5	41.000000	0	246	0	0	0	0	0
Cops3	41.000000	0	246	0	0	0	0	0
Cdk13	41.000000	0	246	0	0	0	0	0
Anapc1	41.000000	0	246	0	0	0	0	0
Alyref2	41.000000	0	246	0	0	0	0	0
Usp34	40.833333	0	245	0	0	0	0	0
Timm21	40.833333	0	245	0	0	0	0	0
Syne3	40.833333	0	245	0	0	0	0	0
Snapc4	40.833333	0	245	0	0	0	0	0
Sec61b	40.833333	0	0	0	245	0	0	0
Sar1b	40.833333	0	245	0	0	0	0	0
Pigw	40.833333	0	245	0	0	0	0	0
Myo19	40.833333	0	245	0	0	0	0	0
Gpat4	40.833333	0	245	0	0	0	0	0
Gja1	40.833333	0	245	0	0	0	0	0
Fbxo15	40.833333	0	245	0	0	0	0	0
Amn	40.833333	0	245	0	0	0	0	0
Alg2	40.833333	0	0	0	245	0	0	0
2310022B05Rik	40.833333	0	245	0	0	0	0	0
1810013L24Rik	40.833333	0	245	0	0	0	0	0
Rassf6	40.666667	0	244	0	0	0	0	0
Rap1a	40.666667	0	244	0	0	0	0	0
Pdcd4	40.666667	0	244	0	0	0	0	0
Nfib	40.666667	0	244	0	0	0	0	0
Gne	40.666667	0	244	0	0	0	0	0
Zswim3	40.500000	0	243	0	0	0	0	0
Vgll4	40.500000	0	243	0	0	0	0	0
Pde2a	40.500000	0	243	0	0	0	0	0
Osbpl5	40.500000	0	243	0	0	0	0	0
Nek6	40.500000	0	243	0	0	0	0	0
Lonp1	40.500000	0	243	0	0	0	0	0
Gtf2h4	40.500000	0	243	0	0	0	0	0
Eif1	40.500000	0	243	0	0	0	0	0
Dusp12	40.500000	0	243	0	0	0	0	0
Catsperd	40.500000	0	243	0	0	0	0	0
Bloc1s2	40.500000	0	243	0	0	0	0	0
Acot8	40.500000	0	243	0	0	0	0	0
Syngr2	40.333333	0	242	0	0	0	0	0
Sema3e	40.333333	0	242	0	0	0	0	0
Prr22	40.333333	0	242	0	0	0	0	0
Ncaph2	40.333333	0	242	0	0	0	0	0
Lmf2	40.333333	0	242	0	0	0	0	0
Lhpp	40.333333	0	242	0	0	0	0	0
H2-K1	40.333333	0	242	0	0	0	0	0
Dus3l	40.333333	0	242	0	0	0	0	0
Birc2	40.333333	0	242	0	0	0	0	0
Zfc3h1	40.166667	0	241	0	0	0	0	0
Tor4a	40.166667	0	241	0	0	0	0	0
Thap2	40.166667	0	241	0	0	0	0	0
Syt11	40.166667	0	241	0	0	0	0	0
Smyd4	40.166667	0	135	0	106	0	0	0
Rpa1	40.166667	0	135	0	106	0	0	0
Minpp1	40.166667	0	241	0	0	0	0	0
Knstrn	40.166667	0	241	0	0	0	0	0
Kansl2	40.166667	0	241	0	0	0	0	0
Capza1	40.166667	0	241	0	0	0	0	0
U2af1l4	40.000000	0	240	0	0	0	0	0
Tsc22d1	40.000000	0	240	0	0	0	0	0
Stk40	40.000000	0	0	0	240	0	0	0
Psenen	40.000000	0	240	0	0	0	0	0
Ppp2r2a	40.000000	0	240	0	0	0	0	0
Lsm1	40.000000	0	240	0	0	0	0	0
Lin37	40.000000	0	240	0	0	0	0	0
Igflr1	40.000000	0	240	0	0	0	0	0
H1f5	40.000000	0	240	0	0	0	0	0
Bag4	40.000000	0	240	0	0	0	0	0
Zfp607b	39.833333	0	239	0	0	0	0	0
Zfp560	39.833333	0	239	0	0	0	0	0
Utp4	39.833333	0	239	0	0	0	0	0
Thap7	39.833333	0	152	0	87	0	0	0
Sfi1	39.833333	0	132	107	0	0	0	0
Rnf39	39.833333	0	239	0	0	0	0	0
Rbm17	39.833333	0	239	0	0	0	0	0
Ppm1l	39.833333	0	239	0	0	0	0	0
Phb	39.833333	0	239	0	0	0	0	0
Nbea	39.833333	0	239	0	0	0	0	0
Map3k10	39.833333	0	239	0	0	0	0	0
Derpc	39.833333	0	239	0	0	0	0	0
Dcun1d4	39.833333	0	239	0	0	0	0	0
Cwf19l1	39.833333	0	239	0	0	0	0	0
Chtf8	39.833333	0	239	0	0	0	0	0
Actr6	39.833333	0	239	0	0	0	0	0
Zfp706	39.666667	0	238	0	0	0	0	0
Ubqln1	39.666667	0	238	0	0	0	0	0
Sumo3	39.666667	0	238	0	0	0	0	0
Ndufc2	39.666667	0	238	0	0	0	0	0
N4bp3	39.666667	0	238	0	0	0	0	0
Zfp821	39.500000	0	237	0	0	0	0	0
Tomm70a	39.500000	0	237	0	0	0	0	0
Tmem237	39.500000	0	237	0	0	0	0	0
Sf3b4	39.500000	0	237	0	0	0	0	0
Rgl2	39.500000	0	111	0	126	0	0	0
Parl	39.500000	0	237	0	0	0	0	0
Nsf	39.500000	0	237	0	0	0	0	0
Ist1	39.500000	0	237	0	0	0	0	0
Frmd6	39.500000	0	237	0	0	0	0	0
Fam227b	39.500000	0	237	0	0	0	0	0
Elac1	39.500000	0	237	0	0	0	0	0
Dtwd1	39.500000	0	237	0	0	0	0	0
Atg2a	39.500000	0	237	0	0	0	0	0
Zfp330	39.333333	0	236	0	0	0	0	0
Zfp296	39.333333	0	236	0	0	0	0	0
Utp18	39.333333	0	236	0	0	0	0	0
Tle6	39.333333	0	236	0	0	0	0	0
Tdp1	39.333333	0	236	0	0	0	0	0
Smarca4	39.333333	0	236	0	0	0	0	0
Sec11a	39.333333	0	236	0	0	0	0	0
Rpl31	39.333333	0	236	0	0	0	0	0
Rbks	39.333333	0	236	0	0	0	0	0
Rabggta	39.333333	0	236	0	0	0	0	0
Prorp	39.333333	0	236	0	0	0	0	0
Polr2f	39.333333	0	236	0	0	0	0	0
Mbtd1	39.333333	0	236	0	0	0	0	0
Hat1	39.333333	0	121	0	115	0	0	0
Gemin7	39.333333	0	236	0	0	0	0	0
Efcab11	39.333333	0	236	0	0	0	0	0
Dusp4	39.333333	0	236	0	0	0	0	0
Cyb5b	39.333333	0	236	0	0	0	0	0
Crls1	39.333333	0	236	0	0	0	0	0
Babam2	39.333333	0	236	0	0	0	0	0
Ap3s2	39.333333	0	236	0	0	0	0	0
1700088E04Rik	39.333333	0	236	0	0	0	0	0
Tm9sf3	39.166667	0	235	0	0	0	0	0
Syt8	39.166667	0	235	0	0	0	0	0
Snrpg	39.166667	0	235	0	0	0	0	0
Nol7	39.166667	0	235	0	0	0	0	0
H4c18	39.166667	0	165	0	70	0	0	0
H4bc24	39.166667	0	165	0	70	0	0	0
H2bc23	39.166667	0	165	0	70	0	0	0
H2ac24	39.166667	0	165	0	70	0	0	0
H2ac23	39.166667	0	165	0	70	0	0	0
Cfl1	39.166667	0	235	0	0	0	0	0
Bnip5	39.166667	0	235	0	0	0	0	0
Arrb2	39.166667	0	134	0	101	0	0	0
Vapb	39.000000	0	234	0	0	0	0	0
Ttc9c	39.000000	0	234	0	0	0	0	0
Srsf7	39.000000	0	234	0	0	0	0	0
Psd	39.000000	0	234	0	0	0	0	0
Pdcd2	39.000000	0	234	0	0	0	0	0
Icam5	39.000000	0	234	0	0	0	0	0
Hnrnpul2	39.000000	0	234	0	0	0	0	0
Fbxl15	39.000000	0	234	0	0	0	0	0
Cse1l	39.000000	0	234	0	0	0	0	0
Cd320	39.000000	0	234	0	0	0	0	0
Bcar3	39.000000	0	234	0	0	0	0	0
Atp5b	39.000000	0	234	0	0	0	0	0
Atad1	39.000000	0	234	0	0	0	0	0
Adi1	39.000000	0	234	0	0	0	0	0
Vopp1	38.833333	0	233	0	0	0	0	0
Ttc21b	38.833333	0	233	0	0	0	0	0
Tmpo	38.833333	0	135	0	98	0	0	0
Srp72	38.833333	0	233	0	0	0	0	0
Pik3r2	38.833333	0	233	0	0	0	0	0
Pbdc1	38.833333	0	233	0	0	0	0	0
Lrrc10b	38.833333	0	233	0	0	0	0	0
Ing2	38.833333	0	233	0	0	0	0	0
Hdhd2	38.833333	0	233	0	0	0	0	0
Fads2	38.833333	0	233	0	0	0	0	0
Cops8	38.833333	0	233	0	0	0	0	0
Ube2d3	38.666667	0	232	0	0	0	0	0
Tmem169	38.666667	0	232	0	0	0	0	0
Tbc1d14	38.666667	0	232	0	0	0	0	0
Prmt3	38.666667	0	232	0	0	0	0	0
Pptc7	38.666667	0	232	0	0	0	0	0
Pecr	38.666667	0	232	0	0	0	0	0
Mrpl58	38.666667	0	232	0	0	0	0	0
Derl3	38.666667	0	0	0	232	0	0	0
Cpne8	38.666667	0	232	0	0	0	0	0
Atp13a1	38.666667	0	232	0	0	0	0	0
Zmynd11	38.500000	0	231	0	0	0	0	0
Yipf3	38.500000	0	231	0	0	0	0	0
Ttll4	38.500000	0	231	0	0	0	0	0
Qrsl1	38.500000	0	231	0	0	0	0	0
Polr1c	38.500000	0	231	0	0	0	0	0
Parp2	38.500000	0	231	0	0	0	0	0
Nbn	38.500000	0	231	0	0	0	0	0
Gpatch8	38.500000	0	231	0	0	0	0	0
Dnttip2	38.500000	0	231	0	0	0	0	0
Coil	38.500000	0	231	0	0	0	0	0
Atp7b	38.500000	0	231	0	0	0	0	0
Alg11	38.500000	0	231	0	0	0	0	0
Ppia	38.333333	0	230	0	0	0	0	0
Phf23	38.333333	0	230	0	0	0	0	0
Gabarap	38.333333	0	230	0	0	0	0	0
9430038I01Rik	38.333333	0	230	0	0	0	0	0
Taf4b	38.166667	0	229	0	0	0	0	0
Selenow	38.166667	0	229	0	0	0	0	0
Rrnad1	38.166667	0	229	0	0	0	0	0
Otub1	38.166667	0	229	0	0	0	0	0
Klhdc2	38.166667	0	229	0	0	0	0	0
Isg20l2	38.166667	0	229	0	0	0	0	0
Zfp90	38.000000	0	228	0	0	0	0	0
Zfp62	38.000000	0	228	0	0	0	0	0
Psmg3	38.000000	0	228	0	0	0	0	0
Pigo	38.000000	0	228	0	0	0	0	0
Nucks1	38.000000	0	228	0	0	0	0	0
Myef2	38.000000	0	228	0	0	0	0	0
Mllt3	38.000000	0	228	0	0	0	0	0
Micu2	38.000000	0	228	0	0	0	0	0
Lars2	38.000000	0	228	0	0	0	0	0
Itpr3	38.000000	0	228	0	0	0	0	0
H2bc4	38.000000	0	228	0	0	0	0	0
H2ac6	38.000000	0	228	0	0	0	0	0
Capn2	38.000000	0	228	0	0	0	0	0
C2cd5	38.000000	0	228	0	0	0	0	0
Spg20	37.833333	0	227	0	0	0	0	0
Scd2	37.833333	0	227	0	0	0	0	0
Pum2	37.833333	0	227	0	0	0	0	0
Pcf11	37.833333	0	227	0	0	0	0	0
Msantd3	37.833333	0	227	0	0	0	0	0
Fasn	37.833333	0	227	0	0	0	0	0
Epop	37.833333	0	227	0	0	0	0	0
Eif4h	37.833333	0	227	0	0	0	0	0
Chek1	37.833333	0	227	0	0	0	0	0
Cfap20	37.833333	0	227	0	0	0	0	0
Snrnp48	37.666667	0	226	0	0	0	0	0
Orai1	37.666667	0	226	0	0	0	0	0
Mmadhc	37.666667	0	226	0	0	0	0	0
Dnajc1	37.666667	0	226	0	0	0	0	0
Bod1l	37.666667	0	226	0	0	0	0	0
Bdnf	37.666667	0	226	0	0	0	0	0
Atxn10	37.666667	0	226	0	0	0	0	0
Zfyve27	37.500000	0	225	0	0	0	0	0
Wipi2	37.500000	0	225	0	0	0	0	0
Uprt	37.500000	0	225	0	0	0	0	0
Tbc1d19	37.500000	0	225	0	0	0	0	0
Setd4	37.500000	0	225	0	0	0	0	0
Rpap2	37.500000	0	225	0	0	0	0	0
Prcp	37.500000	0	225	0	0	0	0	0
Med21	37.500000	0	225	0	0	0	0	0
Mbtps2	37.500000	0	225	0	0	0	0	0
Kyat1	37.500000	0	225	0	0	0	0	0
Klrg2	37.500000	0	225	0	0	0	0	0
Ier5l	37.500000	0	225	0	0	0	0	0
Gnb1	37.500000	0	225	0	0	0	0	0
Glmn	37.500000	0	225	0	0	0	0	0
Ganab	37.500000	0	225	0	0	0	0	0
Fmc1	37.500000	0	225	0	0	0	0	0
Fbxl5	37.500000	0	225	0	0	0	0	0
Ddias	37.500000	0	225	0	0	0	0	0
Cbr1	37.500000	0	225	0	0	0	0	0
Ap2m1	37.500000	0	225	0	0	0	0	0
Ubac2	37.333333	0	224	0	0	0	0	0
Trmu	37.333333	0	224	0	0	0	0	0
Tmem68	37.333333	0	224	0	0	0	0	0
Tgs1	37.333333	0	224	0	0	0	0	0
T2	37.333333	0	224	0	0	0	0	0
Slc39a1	37.333333	0	224	0	0	0	0	0
Pin1	37.333333	0	224	0	0	0	0	0
Padi1	37.333333	0	224	0	0	0	0	0
Mex3c	37.333333	0	224	0	0	0	0	0
Hmgb1	37.333333	0	224	0	0	0	0	0
Gfod1	37.333333	0	224	0	0	0	0	0
Creb3l4	37.333333	0	224	0	0	0	0	0
1110004F10Rik	37.333333	0	224	0	0	0	0	0
Zfp397	37.166667	0	223	0	0	0	0	0
Zcrb1	37.166667	0	223	0	0	0	0	0
Zbtb9	37.166667	0	223	0	0	0	0	0
Tcea1	37.166667	0	223	0	0	0	0	0
Supt16	37.166667	0	223	0	0	0	0	0
Prkdc	37.166667	0	139	0	84	0	0	0
Pphln1	37.166667	0	223	0	0	0	0	0
Ola1	37.166667	0	223	0	0	0	0	0
Mink1	37.166667	0	223	0	0	0	0	0
Mia2	37.166667	0	223	0	0	0	0	0
Mcm4	37.166667	0	139	0	84	0	0	0
Gng7	37.166667	0	223	0	0	0	0	0
Ckap5	37.166667	0	223	0	0	0	0	0
BC052040	37.166667	0	223	0	0	0	0	0
Ap1g2	37.166667	0	223	0	0	0	0	0
Adamts17	37.166667	0	223	0	0	0	0	0
Stx3	37.000000	0	222	0	0	0	0	0
Rpl17	37.000000	0	222	0	0	0	0	0
Rnls	37.000000	0	222	0	0	0	0	0
Pex3	37.000000	0	222	0	0	0	0	0
Map7	37.000000	0	222	0	0	0	0	0
Map2k6	37.000000	0	222	0	0	0	0	0
Lipg	37.000000	0	222	0	0	0	0	0
Jade2	37.000000	0	222	0	0	0	0	0
Guk1	37.000000	0	222	0	0	0	0	0
Glis2	37.000000	0	222	0	0	0	0	0
Enc1	37.000000	0	222	0	0	0	0	0
Adat2	37.000000	0	222	0	0	0	0	0
Zfp207	36.833333	0	221	0	0	0	0	0
Zbtb11	36.833333	0	221	0	0	0	0	0
Vkorc1	36.833333	0	221	0	0	0	0	0
Spata1	36.833333	0	221	0	0	0	0	0
Sos1	36.833333	0	221	0	0	0	0	0
Pycr2	36.833333	0	221	0	0	0	0	0
Psmb3	36.833333	0	221	0	0	0	0	0
Prss53	36.833333	0	221	0	0	0	0	0
Pcgf2	36.833333	0	221	0	0	0	0	0
Gng5	36.833333	0	221	0	0	0	0	0
Fnbp1l	36.833333	0	221	0	0	0	0	0
Ctbp2	36.833333	0	221	0	0	0	0	0
Arl2bp	36.833333	0	221	0	0	0	0	0
Zfp408	36.666667	0	220	0	0	0	0	0
Zfp119a	36.666667	0	220	0	0	0	0	0
Zfp106	36.666667	0	220	0	0	0	0	0
Snap23	36.666667	0	220	0	0	0	0	0
Nol3	36.666667	0	220	0	0	0	0	0
Irak1bp1	36.666667	0	220	0	0	0	0	0
Gm5148	36.666667	0	220	0	0	0	0	0
Fpgs	36.666667	0	220	0	0	0	0	0
Arhgap1	36.666667	0	220	0	0	0	0	0
Ankrd40	36.666667	0	220	0	0	0	0	0
Zkscan8	36.500000	0	219	0	0	0	0	0
Zkscan1	36.500000	0	219	0	0	0	0	0
Taf3	36.500000	0	111	0	108	0	0	0
Snx15	36.500000	0	219	0	0	0	0	0
Sdha	36.500000	0	219	0	0	0	0	0
Pigq	36.500000	0	219	0	0	0	0	0
Nhlrc4	36.500000	0	219	0	0	0	0	0
Manba	36.500000	0	219	0	0	0	0	0
Hrc	36.500000	0	219	0	0	0	0	0
Herpud2	36.500000	0	219	0	0	0	0	0
Etf1	36.500000	0	219	0	0	0	0	0
Cnot8	36.500000	0	118	0	101	0	0	0
Celf1	36.500000	0	219	0	0	0	0	0
Ccdc127	36.500000	0	219	0	0	0	0	0
Umps	36.333333	0	218	0	0	0	0	0
Sppl2b	36.333333	0	218	0	0	0	0	0
Snrnp70	36.333333	0	218	0	0	0	0	0
Prdm4	36.333333	0	218	0	0	0	0	0
Polr3e	36.333333	0	218	0	0	0	0	0
Nrde2	36.333333	0	218	0	0	0	0	0
Nprl3	36.333333	0	218	0	0	0	0	0
Lsm7	36.333333	0	218	0	0	0	0	0
Hnrnpl	36.333333	0	218	0	0	0	0	0
Cox5a	36.333333	0	218	0	0	0	0	0
Cdk12	36.333333	0	218	0	0	0	0	0
Ccdc126	36.333333	0	218	0	0	0	0	0
Yju2	36.166667	0	217	0	0	0	0	0
Wdr90	36.166667	0	217	0	0	0	0	0
Tpst2	36.166667	0	217	0	0	0	0	0
Top2a	36.166667	0	217	0	0	0	0	0
Scaf8	36.166667	0	217	0	0	0	0	0
Rsl24d1	36.166667	0	217	0	0	0	0	0
Patl1	36.166667	0	217	0	0	0	0	0
Ndufaf2	36.166667	0	217	0	0	0	0	0
N4bp2l2	36.166667	0	217	0	0	0	0	0
Crocc	36.166667	0	217	0	0	0	0	0
Usp5	36.000000	0	216	0	0	0	0	0
Txnrd3	36.000000	0	216	0	0	0	0	0
Trmt5	36.000000	0	216	0	0	0	0	0
Tmsb10	36.000000	0	216	0	0	0	0	0
Tmem139	36.000000	0	216	0	0	0	0	0
Tmem107	36.000000	0	216	0	0	0	0	0
Smurf1	36.000000	0	216	0	0	0	0	0
Slc38a6	36.000000	0	216	0	0	0	0	0
Oga	36.000000	0	216	0	0	0	0	0
Idh1	36.000000	0	216	0	0	0	0	0
Gnas	36.000000	0	216	0	0	0	0	0
Dnmt1	36.000000	0	216	0	0	0	0	0
Dcaf10	36.000000	0	216	0	0	0	0	0
D2hgdh	36.000000	0	216	0	0	0	0	0
Cdca3	36.000000	0	216	0	0	0	0	0
Casp2	36.000000	0	216	0	0	0	0	0
Bcl2	36.000000	0	216	0	0	0	0	0
Zfp277	35.833333	0	215	0	0	0	0	0
Zfp142	35.833333	0	111	0	104	0	0	0
Top1mt	35.833333	0	215	0	0	0	0	0
Tmppe	35.833333	0	215	0	0	0	0	0
Sytl3	35.833333	0	215	0	0	0	0	0
Spred2	35.833333	0	215	0	0	0	0	0
Sf3a1	35.833333	0	215	0	0	0	0	0
Pold2	35.833333	0	215	0	0	0	0	0
Parn	35.833333	0	215	0	0	0	0	0
Nid1	35.833333	0	215	0	0	0	0	0
Irf9	35.833333	0	215	0	0	0	0	0
Dynlt1f	35.833333	0	215	0	0	0	0	0
