Target_genes	Meis1|Average	SRX1056342|416B	SRX10065381|Choroid_Plexus	SRX9090997|Embryoid_Bodies	SRX9090998|Embryoid_Bodies	SRX9090999|Embryoid_Bodies	SRX170714|Embryonic_trunk	SRX20233053|Ganglionic_eminence	SRX21310614|Heart	SRX21310615|Heart	SRX21310621|Heart	SRX21310622|Heart	SRX7299483|Heart	SRX7299484|Heart	SRX7299485|Heart	SRX7821061|Hematopoietic_progenitors	SRX1939446|Lymphoid-primed_multipotent_progenitors	SRX310204|Mast_Cells	SRX442881|MEF	SRX442882|MEF	SRX442883|MEF	SRX625488|MEF	SRX625490|MEF	SRX1035389|mESC_derived_haematopoietic_progenitor	SRX475272|MLL-AF9_leukemic_cell	SRX475273|MLL-AF9_leukemic_cell	SRX475274|MLL-AF9_leukemic_cell	SRX475275|MLL-AF9_leukemic_cell	SRX110438|Myeloblastic_cell_lines	SRX110441|Myeloblastic_cell_lines	SRX319739|Myeloid_leukemia	SRX745813|Optic_cups	SRX101594|P19	SRX1824745|P19	SRX1824746|P19	SRX1824747|P19	SRX1824748|P19	SRX1824749|P19	SRX1824750|P19	SRX435084|Superior_Cervical_Ganglion	SRX3730254|Trophoblast_stem_cells	SRX3730281|Trophoblast_stem_cells	SRX10012093|VOT-E36	STRING
Cdk4	59.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	138	0	0	0	0	0	1695	0	289	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0
Cma2	59.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	406	0	0	0	0	0	279	0	310	0	0	0	0	0	0	0	0	0	0	0	0	1216	0	0	0
Chrnb1	59.190476	0	0	171	150	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	457	145	540	0	0	0	0	479	0	0	0	0	0	0	0	199	0	0	0
H2bc15	59.166667	0	337	0	178	0	0	0	0	0	0	0	0	0	0	0	0	133	0	207	0	0	0	0	140	706	139	449	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
H2ac15	59.166667	0	337	0	178	0	0	0	0	0	0	0	0	0	0	0	0	133	0	207	0	0	0	0	140	706	139	449	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Ccnh	59.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	202	719	258	808	0	0	0	0	173	0	0	0	0	0	0	0	108	0	0	0
Pitx3	59.071429	0	159	0	154	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	102	675	119	693	0	0	0	0	180	0	0	0	0	0	0	0	273	0	0	0
Kif2a	59.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1022	359	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbf1	59.071429	0	159	0	154	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	102	675	119	693	0	0	0	0	180	0	0	0	0	0	0	0	273	0	0	0
Mrps33	59.023810	0	90	0	206	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	762	151	692	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0
Vamp9	59.000000	0	227	0	469	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	1286	0	0	0
Wnt3a	58.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	513	126	1055	0	0	0	0	152	0	0	0	0	0	0	0	442	0	0	0
A630095N17Rik	58.976190	0	0	125	0	231	0	0	0	0	0	0	0	0	0	155	157	0	0	0	0	0	0	0	0	559	143	456	0	0	168	0	200	0	0	0	0	0	157	0	126	0	0	0
Rbm15	58.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	168	850	168	673	0	0	0	0	167	0	0	0	0	0	0	0	180	0	0	0
Patl1	58.952381	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	676	188	0	0	0	116	419	126	444	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
Trip11	58.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	169	0	0	0	0	0	0	0	133	1065	157	464	0	0	168	0	0	0	0	0	0	0	0	0	149	0	0	0
1110038F14Rik	58.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1120	0	878	0	0	0	0	260	0	0	0	0	0	0	0	217	0	0	0
Rragd	58.904762	0	0	576	185	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	179	386	0	244	0	0	0
Nr2c1	58.904762	0	0	0	148	0	0	0	0	0	0	0	0	0	0	212	212	0	0	0	0	0	0	0	133	657	0	639	0	0	0	0	291	0	0	0	0	0	100	0	82	0	0	0
Gstm1	58.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	833	461	625	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Fam71f1	58.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	976	407	210	0	0	0	184	176	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmc1	58.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	221	0	0	0	0	0	627	289	744	0	0	142	0	125	0	0	0	0	0	0	0	122	0	0	0
Olfr659	58.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	738	459	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glrx	58.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	878	365	805	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Septin14	58.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	999	264	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl2	58.857143	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	118	743	87	747	0	0	0	0	175	0	0	0	0	0	0	0	358	0	0	0
Ap4e1	58.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	851	229	1032	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Snx11	58.833333	0	0	0	160	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	586	142	483	0	0	0	0	250	0	0	0	0	0	146	0	252	0	0	0
Bcap31	58.833333	91	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	148	729	0	580	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0
Abcd1	58.833333	91	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	148	729	0	580	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0
Avpi1	58.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	780	145	700	0	0	0	0	213	0	0	0	0	0	0	0	459	0	0	0
Sp140	58.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	894	393	534	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Sp110	58.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	894	393	534	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Slc35b1	58.761905	0	146	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	333	219	0	206	0	0	495	0	405	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0
Rnls	58.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	312	0	0	143	0	0	0	0	0	756	0	765	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn8	58.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	199	0	0	0	158	641	205	577	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Foxb1	58.642857	0	0	278	533	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	395	0	190	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0
Slc6a12	58.595238	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	562	234	591	0	0	0	0	126	0	0	0	0	156	191	0	276	0	0	0
Serpina9	58.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	813	294	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt5c	58.571429	0	164	167	133	177	0	0	0	0	0	0	0	0	79	0	0	0	0	188	0	0	0	0	0	628	0	461	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0
Clrn1	58.571429	0	0	0	236	287	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	73	702	0	0	0	0	0	206	0	589	0	0	0
Bms1	58.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	736	151	893	0	0	0	0	237	0	0	0	0	0	0	0	313	0	0	0
Eif4b	58.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	878	209	687	0	0	0	0	225	0	0	0	0	0	0	0	245	0	0	0
Foxn3	58.500000	0	0	310	1412	642	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd5	58.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	933	208	983	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
Cutal	58.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	933	208	983	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
Evi5l	58.452381	0	182	0	169	75	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	174	462	184	620	0	0	0	0	195	0	0	0	0	0	0	0	196	0	0	0
0610009B22Rik	58.428571	0	151	0	289	155	0	0	0	0	0	0	0	0	0	0	0	76	0	277	0	0	0	0	0	414	0	417	0	0	201	0	246	0	0	0	0	0	0	0	228	0	0	0
Otud5	58.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	110	710	271	954	0	0	0	0	123	0	0	0	0	0	0	0	178	0	0	0
Helz	58.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	683	0	0	0	0	0	0	0	0	0	0	0	0	1161	0	0	0
Spsb3	58.380952	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	279	794	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0
Slc7a11	58.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	968	272	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd9	58.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	884	232	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nubp2	58.380952	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	279	794	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0
Acap1	58.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	999	208	889	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Dhx8	58.309524	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	739	185	593	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0
Pdcl3	58.285714	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	748	154	750	0	0	0	0	210	0	0	0	0	0	0	0	262	0	0	0
Dock10	58.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	424	0	0	0	0	0	0	0	0	665	0	566	0	0	257	0	115	0	0	0	0	0	0	0	0	0	0	0
Rad51ap1	58.261905	0	0	0	0	0	0	0	0	0	0	0	0	175	145	0	0	0	0	233	0	0	0	0	108	653	0	582	0	0	0	0	365	0	0	0	0	0	0	0	186	0	0	0
Gtf2a1	58.261905	0	0	0	148	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	983	237	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6Wsu163e	58.261905	0	0	0	0	0	0	0	0	0	0	0	0	175	145	0	0	0	0	233	0	0	0	0	108	653	0	582	0	0	0	0	365	0	0	0	0	0	0	0	186	0	0	0
Setd3	58.238095	0	200	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	710	0	850	0	0	0	0	131	0	0	0	0	0	0	0	313	0	0	0
Ccnk	58.238095	0	200	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	710	0	850	0	0	0	0	131	0	0	0	0	0	0	0	313	0	0	0
Mrps16	58.214286	0	105	0	0	0	0	0	0	0	0	0	0	127	157	0	0	180	0	181	0	0	0	0	0	599	179	600	0	0	0	0	121	0	0	0	0	0	0	0	196	0	0	0
Fam135a	58.166667	0	0	316	475	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	503	218	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm6b	58.142857	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	183	879	285	571	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Wdfy2	58.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	857	301	733	0	0	186	0	0	0	0	0	0	0	0	0	153	0	0	0
Slc25a25	58.119048	0	175	0	287	359	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	371	0	444	0	0	0	0	170	0	0	0	0	0	0	0	365	0	0	0
Abra	58.119048	0	0	0	398	0	0	0	0	0	0	0	126	82	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	0	0	0
Rps9	58.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	1032	159	699	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0
Smug1	58.071429	0	0	0	456	200	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	94	583	173	471	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Arg1	58.071429	0	0	202	270	234	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	125	0	168	0	0	340	0	202	0	0	0	0	0	0	0	751	0	0	0
Usp8	58.047619	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	144	602	114	676	0	0	0	0	367	0	0	0	0	0	0	0	260	0	0	0
Zfp740	58.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	464	0	0	209	0	0	0	0	0	292	0	203	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox2	57.952381	0	397	168	372	144	0	139	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	786	0	0	0
Sertad1	57.952381	0	0	0	159	284	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	114	384	193	497	0	0	0	0	463	0	0	0	0	0	0	0	202	0	0	0
Npepps	57.904762	0	0	206	188	120	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	203	622	241	533	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Zfp873	57.880952	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	650	194	873	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0
Gpatch4	57.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	888	211	794	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0
Cnot11	57.880952	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	136	611	0	554	0	0	0	0	533	0	0	0	0	0	109	0	197	0	0	0
Cep295nl	57.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	211	813	259	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkar1b	57.857143	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	710	134	770	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0
Dnaaf5	57.857143	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	710	134	770	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0
Smim7	57.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	851	127	661	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0
Haao	57.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	738	361	813	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Egr1	57.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	945	195	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufy2	57.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	124	0	0	0	0	0	0	0	824	0	612	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0
Lztfl1	57.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	952	210	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad18	57.738095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	232	854	251	782	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Mefv	57.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	384	0	0	0	0	0	0	0	189	625	0	367	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0
Borcs5	57.690476	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	145	827	0	627	0	0	0	0	129	0	0	0	0	0	0	0	418	0	0	0
Rabl2	57.666667	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	819	136	740	0	0	0	0	161	0	0	0	0	0	0	0	231	0	0	0
Oxr1	57.666667	0	0	507	396	268	0	0	0	0	0	0	0	0	0	0	0	0	0	347	141	0	0	0	0	248	0	177	0	0	0	0	0	0	0	0	0	132	107	0	99	0	0	0
Rnf111	57.619048	0	0	163	190	267	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	126	496	245	446	0	0	142	0	0	0	0	0	0	0	0	0	120	0	0	0
2210016L21Rik	57.571429	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	958	0	754	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Nek1	57.547619	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	612	202	857	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0
Msln	57.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	926	455	0	203	0	0	181	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Kcnip2	57.547619	0	0	199	835	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	226	0	0	0	0	150	0	0	0	0	144	149	0	0	0	0	0
Etv1	57.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	117	405	189	865	0	0	0	0	211	0	0	0	0	0	0	0	371	0	0	0
Sufu	57.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	785	303	930	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
Arhgdia	57.500000	0	0	0	201	217	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	492	0	656	0	0	0	0	502	0	0	0	0	0	0	0	195	0	0	0
Actr1a	57.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	785	303	930	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
Glt28d2	57.476190	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	787	279	910	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Tfap2a	57.452381	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	186	0	0	0	0	0	0	0	0	0	0	0	0	1577	0	0	0
Arl4d	57.452381	0	0	151	324	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	0	0	0	0	0	87	0	288	0	0	0
Rab15	57.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	823	168	660	0	0	0	0	83	0	0	0	0	0	0	0	457	0	0	0
Olfr372	57.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	669	243	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrb1	57.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	260	568	221	529	0	0	0	0	207	0	0	0	0	0	0	0	312	0	0	0
Ythdf3	57.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	155	771	238	692	0	0	0	0	220	0	0	0	0	0	0	0	172	0	0	0
Etfrf1	57.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	1068	0	912	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0
Casc1	57.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	1068	0	912	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0
Aco1	57.380952	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	530	203	661	0	0	0	0	257	0	0	0	0	0	0	0	210	0	0	0
Myorg	57.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	832	113	699	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0
1110017D15Rik	57.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	832	113	699	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0
Lhfpl3	57.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	1160	332	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Vps33b	57.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	148	892	163	887	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Calcoco1	57.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	634	192	133	0	0	0	378	0	442	0	0	0	0	111	0	0	0	0	0	92	0	156	0	0	0
Selenok	57.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	154	798	187	542	0	0	0	0	335	0	0	0	0	0	0	0	223	0	0	0
Neurl4	57.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	999	208	889	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
Grn	57.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	846	214	831	0	0	143	0	0	0	0	0	0	0	0	0	147	0	0	0
2810408A11Rik	57.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	999	208	889	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
Fkbp5	57.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	311	640	213	605	0	0	0	0	341	0	0	0	0	0	0	0	138	0	0	0
Cx3cr1	57.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	262	861	273	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copb2	57.142857	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	746	231	671	0	0	0	0	319	0	0	0	0	0	0	0	114	0	0	0
Bcar1	57.142857	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	200	143	0	0	0	144	0	0	0	0	0	0	749	0	0	0	0	0	0	0	386	0	0	0
Rpl9	57.119048	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	114	0	257	0	0	0	0	0	595	163	446	0	0	0	0	304	0	0	0	0	0	0	0	363	0	0	0
Lias	57.119048	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	114	0	257	0	0	0	0	0	595	163	446	0	0	0	0	304	0	0	0	0	0	0	0	363	0	0	0
Gprc5a	57.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	812	171	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	0	0	0
Exoc3	57.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	141	754	214	719	0	0	0	0	123	0	0	0	0	0	0	0	122	0	0	0
Creld2	57.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	933	156	985	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
Alg12	57.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	933	156	985	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
Rspry1	57.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	164	641	172	872	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0
Psme3ip1	57.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	164	641	172	872	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0
Cbfa2t3	57.047619	0	0	106	356	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	840	0	574	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0
Klf5	57.023810	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	879	155	807	0	0	0	0	154	0	0	0	0	0	0	0	157	0	0	0
Rnf214	57.000000	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	758	120	739	0	0	170	0	0	0	0	0	0	0	0	0	304	0	0	0
Pcsk7	57.000000	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	758	120	739	0	0	170	0	0	0	0	0	0	0	0	0	304	0	0	0
