Target_genes	Egr1|Average	SRX12298591|B_cells	SRX10616114|Cerebellum	SRX10616115|Cerebellum	SRX122510|Dendritic_Cells	SRX122511|Dendritic_Cells	SRX122512|Dendritic_Cells	SRX122513|Dendritic_Cells	SRX9754949|Dendritic_Cells	SRX204724|Liver	SRX10616110|Prefrontal_Cortex	SRX10616111|Prefrontal_Cortex	STRING
Polr3k	88.090909	174	228	351	0	0	0	0	0	0	107	109	0
Nsmce1	88.090909	389	0	128	0	0	0	0	0	452	0	0	0
Nsrp1	88.000000	0	292	375	0	0	0	0	0	0	112	189	0
Nmt1	88.000000	257	256	293	0	0	0	0	0	0	0	162	0
Lats1	88.000000	0	430	139	0	0	0	0	0	0	202	197	0
Ankrd46	88.000000	0	163	0	0	0	0	0	0	670	135	0	0
Mrpl15	87.909091	0	358	209	0	0	0	0	0	0	179	221	0
Fbxo47	87.909091	132	0	0	0	0	0	0	0	835	0	0	0
A430005L14Rik	87.909091	369	284	0	0	0	0	0	0	0	127	187	0
Ube3c	87.818182	369	209	225	0	0	0	0	0	0	0	163	0
Tbc1d2	87.818182	97	314	234	0	0	0	0	0	0	161	160	0
Rnmt	87.818182	0	392	362	0	0	0	0	0	0	0	212	0
Pcx	87.818182	238	159	222	0	0	0	0	0	0	164	183	0
Fam210a	87.818182	0	392	362	0	0	0	0	0	0	0	212	0
Slf2	87.727273	299	0	177	0	0	0	0	0	489	0	0	0
H1f0	87.727273	0	359	0	0	0	0	0	0	179	278	149	0
Ctsl	87.727273	92	207	301	0	0	0	0	0	365	0	0	0
Zswim4	87.545455	963	0	0	0	0	0	0	0	0	0	0	0
Tpt1	87.545455	225	279	0	0	0	0	134	0	164	161	0	0
Pip5k1c	87.545455	255	0	0	0	0	0	121	0	587	0	0	0
Calu	87.545455	124	199	237	0	0	0	0	0	0	161	242	0
Ube2s	87.454545	241	170	275	0	0	0	0	0	0	119	157	0
Rnf113a2	87.454545	167	194	218	0	0	0	0	0	0	150	233	0
Gtf2a2	87.454545	83	233	100	0	0	0	0	0	113	256	177	0
Stn1	87.363636	215	0	0	0	0	0	129	0	617	0	0	0
Cox7a2l	87.363636	489	0	129	0	0	0	132	0	211	0	0	0
Cnpy3	87.363636	386	196	238	0	0	0	0	0	0	141	0	0
Cfap36	87.363636	201	114	347	0	0	0	0	0	0	112	187	0
Aars	87.272727	211	183	295	0	0	0	0	0	0	134	137	0
Ublcp1	87.181818	175	252	424	0	0	0	0	0	0	0	108	0
Lmbr1	87.181818	0	271	369	0	0	0	0	0	0	152	167	0
BC048403	87.181818	232	317	0	0	0	0	0	0	0	132	278	0
Zfp715	87.090909	112	237	313	0	0	0	0	0	0	138	158	0
Ppp6r3	87.090909	467	200	291	0	0	0	0	0	0	0	0	0
Ppox	87.090909	163	231	339	0	0	0	0	0	225	0	0	0
9130401M01Rik	87.000000	166	159	0	0	0	0	215	0	329	0	88	0
Zfp580	86.909091	0	525	0	0	0	0	0	0	0	158	273	0
Wbp2	86.909091	314	202	290	0	0	0	0	0	150	0	0	0
Srp54a	86.909091	118	227	278	0	0	0	0	0	0	187	146	0
Ppp1r8	86.909091	167	249	269	0	0	0	0	0	0	166	105	0
Nsmf	86.909091	123	223	363	0	0	0	0	0	247	0	0	0
Loxl3	86.909091	76	155	275	0	0	0	0	0	175	128	147	0
Ado	86.909091	0	332	293	0	0	0	0	0	0	141	190	0
Stam	86.818182	293	224	189	0	0	0	0	0	0	130	119	0
Exd2	86.818182	148	130	298	0	0	0	0	0	256	0	123	0
Tbc1d10a	86.727273	200	0	0	0	0	0	122	0	632	0	0	0
Snx15	86.727273	523	0	0	0	0	0	132	0	299	0	0	0
Copz1	86.727273	803	0	151	0	0	0	0	0	0	0	0	0
Pkn2	86.636364	394	327	0	0	0	0	0	0	0	0	232	0
Chmp6	86.636364	0	372	0	0	0	0	0	0	0	242	339	0
Tcp1	86.545455	0	299	306	0	0	0	0	0	0	164	183	0
Mrpl18	86.545455	0	299	306	0	0	0	0	0	0	164	183	0
Tmco6	86.454545	122	272	276	0	0	0	0	0	134	147	0	0
Wdr90	86.363636	198	232	358	0	0	0	0	0	162	0	0	0
Atg12	86.363636	163	216	417	0	0	0	0	0	0	0	154	0
Ap3s1	86.363636	163	216	417	0	0	0	0	0	0	0	154	0
Birc5	86.272727	248	254	239	0	0	0	0	0	0	107	101	401
Tkfc	86.272727	0	256	396	0	0	0	0	0	0	122	175	0
Rps14	86.272727	0	268	352	0	0	0	0	0	0	162	167	0
Rdh5	86.272727	130	210	364	0	0	0	0	0	0	130	115	0
Ddb1	86.272727	0	256	396	0	0	0	0	0	0	122	175	0
Bloc1s1	86.272727	130	210	364	0	0	0	0	0	0	130	115	0
Rnd3	86.181818	0	0	0	0	0	0	0	0	948	0	0	0
Zfp523	86.090909	336	174	117	0	0	0	0	0	0	166	154	0
Srrd	86.090909	0	459	0	0	0	0	0	0	0	181	307	0
Relb	86.090909	170	0	0	0	0	0	0	0	777	0	0	0
Ppp1r3f	86.090909	0	0	0	0	0	0	121	0	826	0	0	0
Nelfcd	86.090909	320	225	277	0	0	0	0	0	0	0	125	0
Hps4	86.090909	0	459	0	0	0	0	0	0	0	181	307	0
Stag3	86.000000	946	0	0	0	0	0	0	0	0	0	0	0
Kmt5c	86.000000	601	0	0	0	0	0	0	0	345	0	0	0
Gpc2	86.000000	946	0	0	0	0	0	0	0	0	0	0	0
Ube2v1	85.818182	500	0	0	0	0	0	0	0	309	0	135	0
Taf9	85.818182	330	255	193	0	0	0	0	0	0	166	0	0
Snrnp35	85.818182	128	279	404	0	0	0	0	0	0	133	0	0
Sike1	85.818182	0	296	284	0	0	0	0	0	0	209	155	0
Sf3b3	85.818182	200	323	324	0	0	0	0	0	0	97	0	0
Rilpl2	85.818182	128	279	404	0	0	0	0	0	0	133	0	0
Rad17	85.818182	330	255	193	0	0	0	0	0	0	166	0	0
Mocs3	85.818182	0	286	360	0	0	0	0	0	0	158	140	0
Kifc5b	85.818182	203	168	236	0	0	0	0	0	175	0	162	0
Dpm1	85.818182	0	286	360	0	0	0	0	0	0	158	140	0
Cog4	85.818182	200	323	324	0	0	0	0	0	0	97	0	0
Ak6	85.818182	330	255	193	0	0	0	0	0	0	166	0	0
Ctr9	85.727273	0	277	340	0	0	0	0	0	0	171	155	0
Nfx1	85.636364	0	247	390	0	0	0	0	0	0	176	129	0
Wdr34	85.545455	257	258	255	0	0	0	0	0	0	0	171	0
Chmp2b	85.454545	327	302	311	0	0	0	0	0	0	0	0	0
Rmnd5b	85.363636	0	296	345	0	0	0	0	0	0	147	151	0
Cbll1	85.363636	105	238	238	0	0	0	0	0	160	91	107	0
Pja2	85.272727	527	116	141	0	0	0	0	0	0	154	0	0
Frat1	85.272727	102	331	505	0	0	0	0	0	0	0	0	0
Celf4	85.272727	0	400	389	0	0	0	0	0	0	0	149	0
Wsb1	85.181818	0	289	491	0	0	0	0	0	0	0	157	0
Sos1	85.181818	0	398	420	0	0	0	0	0	0	119	0	0
Cenps	85.181818	115	319	277	0	0	0	0	0	0	124	102	0
Washc4	85.000000	189	160	0	0	0	0	0	0	586	0	0	0
Snu13	85.000000	86	287	270	0	0	0	0	0	0	111	181	0
Klf7	85.000000	90	275	0	0	0	0	0	0	0	268	302	0
Vnn3	84.909091	0	0	0	0	0	0	0	0	934	0	0	0
Fyco1	84.909091	374	169	260	0	0	0	0	0	0	0	131	0
Nfatc2ip	84.818182	747	0	0	0	0	0	0	0	186	0	0	0
9430015G10Rik	84.818182	372	0	241	0	0	0	0	0	320	0	0	0
Tnfaip8l1	84.636364	215	0	0	0	0	0	185	0	531	0	0	0
Sdf2l1	84.636364	374	188	106	0	0	0	0	0	0	124	139	0
Csf2ra	84.636364	110	179	127	0	0	0	101	0	255	0	159	0
Mfsd13a	84.545455	191	407	332	0	0	0	0	0	0	0	0	0
Nudcd3	84.454545	0	301	353	0	0	0	0	0	0	107	168	0
Krt10	84.454545	160	296	82	0	0	0	0	0	0	226	165	0
Ccar1	84.454545	312	219	279	0	0	0	0	0	0	119	0	0
Tma16	84.363636	0	319	264	0	0	0	0	0	0	164	181	0
Disp2	84.272727	403	203	199	0	0	0	0	0	122	0	0	0
Tmem97	84.181818	567	0	184	0	0	0	0	0	175	0	0	0
Pot1b	84.181818	142	194	253	0	0	0	142	0	0	0	195	0
Klhl12	84.090909	123	381	0	0	0	0	0	0	0	216	205	0
Tsr3	84.000000	155	289	208	0	0	0	0	0	0	159	113	0
Setd3	84.000000	149	221	364	0	0	0	0	0	0	0	190	0
Sec61b	84.000000	411	128	271	0	0	0	0	0	0	0	114	0
Nras	84.000000	0	243	238	0	0	0	0	0	0	227	216	0
Kif1b	84.000000	376	140	162	0	0	0	0	0	109	0	137	0
Gnptg	84.000000	155	289	208	0	0	0	0	0	0	159	113	0
Ccnk	84.000000	149	221	364	0	0	0	0	0	0	0	190	0
Alg2	84.000000	411	128	271	0	0	0	0	0	0	0	114	0
Zfp781	83.909091	161	169	306	0	0	0	0	0	0	128	159	0
Trim62	83.909091	246	0	0	0	0	0	0	0	677	0	0	0
Gm3055	83.909091	161	169	306	0	0	0	0	0	0	128	159	0
Tom1	83.818182	533	260	129	0	0	0	0	0	0	0	0	0
Rps17	83.818182	241	297	289	0	0	0	0	0	0	0	95	0
Mtif3	83.818182	0	256	305	0	0	0	0	0	0	196	165	0
Gtf2i	83.818182	810	0	112	0	0	0	0	0	0	0	0	0
Sgms1	83.727273	141	212	270	0	0	0	0	0	0	143	155	0
Metap2	83.636364	0	194	316	0	0	0	0	0	0	213	197	0
Parpbp	83.545455	796	0	123	0	0	0	0	0	0	0	0	0
Nup37	83.545455	796	0	123	0	0	0	0	0	0	0	0	0
Ngrn	83.545455	0	440	318	0	0	0	0	0	0	161	0	0
Ubxn6	83.454545	271	0	0	0	0	0	149	0	498	0	0	0
Hdgfl2	83.454545	271	0	0	0	0	0	149	0	498	0	0	0
Them5	83.363636	0	0	0	0	0	0	0	0	917	0	0	0
Tmem139	83.272727	762	0	0	0	0	0	0	0	154	0	0	0
Tlk2	83.272727	916	0	0	0	0	0	0	0	0	0	0	0
Mrpl3	83.272727	0	282	284	0	0	0	0	0	0	128	222	0
Casp2	83.272727	762	0	0	0	0	0	0	0	154	0	0	0
Zfp217	83.181818	556	0	0	0	0	0	0	0	359	0	0	0
Rps27a	83.181818	201	115	155	0	0	0	0	0	332	112	0	0
Mrpl20	83.181818	0	257	360	0	0	0	0	0	0	134	164	0
Incenp	83.181818	302	113	295	0	0	0	0	0	105	100	0	0
Ift140	83.181818	345	209	250	0	0	0	0	0	0	111	0	0
Cramp1l	83.181818	345	209	250	0	0	0	0	0	0	111	0	0
Clhc1	83.181818	201	115	155	0	0	0	0	0	332	112	0	0
Mphosph6	83.000000	742	0	171	0	0	0	0	0	0	0	0	0
Esrra	83.000000	497	0	0	0	0	0	0	0	416	0	0	0
Cnot6l	83.000000	796	0	117	0	0	0	0	0	0	0	0	0
Catsperz	83.000000	497	0	0	0	0	0	0	0	416	0	0	0
Specc1	82.909091	0	166	0	0	0	0	0	0	746	0	0	0
Fam135a	82.909091	912	0	0	0	0	0	0	0	0	0	0	0
Tdrd3	82.818182	195	228	103	0	0	0	0	0	0	218	167	0
Lamtor4	82.818182	563	147	201	0	0	0	0	0	0	0	0	0
Ip6k1	82.818182	568	149	194	0	0	0	0	0	0	0	0	0
Wdfy1	82.727273	910	0	0	0	0	0	0	0	0	0	0	0
Wdr62	82.636364	181	224	276	0	0	0	0	0	0	0	228	0
Spry4	82.636364	263	95	241	0	0	0	0	0	0	161	149	0
Neurl4	82.636364	0	229	365	0	0	0	0	0	0	120	195	0
H3c10	82.636364	121	185	262	0	0	0	0	0	206	0	135	0
C9orf72	82.636364	116	256	303	0	0	0	0	0	234	0	0	0
2810408A11Rik	82.636364	0	229	365	0	0	0	0	0	0	120	195	0
Wapl	82.545455	260	251	0	0	0	0	0	0	0	206	191	0
Tekt2	82.545455	98	378	0	0	0	0	0	0	0	231	201	0
Slc6a6	82.545455	654	143	0	0	0	0	0	0	0	111	0	0
Saraf	82.545455	139	145	0	0	0	0	243	0	381	0	0	0
Mettl4	82.545455	0	194	381	0	0	0	0	0	0	151	182	0
Mdh1b	82.545455	0	216	439	0	0	0	0	0	0	0	253	0
Fastkd2	82.545455	0	216	439	0	0	0	0	0	0	0	253	0
Adprhl2	82.545455	98	378	0	0	0	0	0	0	0	231	201	0
Edc4	82.454545	0	246	365	0	0	0	0	0	0	152	144	0
Clk1	82.454545	130	275	247	0	0	0	0	0	0	127	128	0
Pip4p1	82.363636	452	155	299	0	0	0	0	0	0	0	0	0
Gtf3c4	82.363636	230	229	232	0	0	0	0	0	0	81	134	0
Ddx31	82.363636	230	229	232	0	0	0	0	0	0	81	134	0
Zpbp2	82.272727	145	144	126	0	0	0	0	0	175	134	181	0
Ttpal	82.272727	110	326	132	0	0	0	0	0	0	137	200	0
Rbm42	82.272727	96	170	351	0	0	0	0	0	0	134	154	0
Rcl1	82.181818	354	149	252	0	0	0	0	0	0	149	0	0
Uqcrh	82.090909	751	0	152	0	0	0	0	0	0	0	0	0
Rnaseh1	82.090909	0	244	218	0	0	0	0	0	0	286	155	0
Morc2a	82.090909	171	0	0	0	0	0	0	0	732	0	0	0
Lrrc41	82.090909	751	0	152	0	0	0	0	0	0	0	0	0
Lin7c	82.090909	571	171	161	0	0	0	0	0	0	0	0	0
Rgl2	82.000000	149	287	161	0	0	0	0	0	174	131	0	0
Pttg1ip	81.909091	407	148	152	0	0	0	0	0	0	0	194	0
Plxnb1	81.909091	0	0	0	0	0	0	0	0	901	0	0	0
Camk2g	81.909091	901	0	0	0	0	0	0	0	0	0	0	0
Bcl7b	81.909091	901	0	0	0	0	0	0	0	0	0	0	0
Zbtb26	81.818182	0	190	303	0	0	0	0	0	156	171	80	0
Tbce	81.818182	0	156	305	0	0	0	0	0	0	186	253	0
Phrf1	81.818182	161	375	233	0	0	0	0	0	0	131	0	0
Tmprss4	81.727273	0	0	0	0	0	0	0	0	899	0	0	0
Rbm15b	81.727273	337	193	83	0	0	0	0	0	0	171	115	0
Manf	81.727273	337	193	83	0	0	0	0	0	0	171	115	0
Nr4a3	81.636364	178	240	198	0	0	0	0	0	0	114	168	0
Rnf214	81.545455	168	268	183	0	0	0	0	0	0	131	147	0
Pcsk7	81.545455	168	268	183	0	0	0	0	0	0	131	147	0
Inf2	81.545455	222	0	177	0	0	0	0	0	498	0	0	0
Calm1	81.545455	162	296	173	0	0	0	0	0	0	137	129	0
Rlf	81.454545	0	289	313	0	0	0	0	0	0	116	178	0
Ppat	81.454545	219	279	117	0	0	0	0	0	0	132	149	0
Paics	81.454545	219	279	117	0	0	0	0	0	0	132	149	0
Etv6	81.454545	231	118	0	0	0	0	0	0	547	0	0	0
Dus1l	81.454545	96	371	207	0	0	0	0	0	0	91	131	0
Dohh	81.454545	896	0	0	0	0	0	0	0	0	0	0	0
Arf1	81.454545	170	307	0	0	0	0	0	0	419	0	0	0
Smu1	81.363636	0	274	312	0	0	0	0	0	0	134	175	0
Klc3	81.363636	269	0	0	0	0	0	122	0	504	0	0	0
Hemk1	81.363636	378	0	0	0	0	0	0	0	517	0	0	0
6430571L13Rik	81.363636	378	0	0	0	0	0	0	0	517	0	0	0
Smyd5	81.272727	0	0	0	0	0	0	151	0	743	0	0	0
Tbc1d24	81.181818	378	151	0	0	0	0	0	0	125	118	121	0
Vps13c	81.090909	892	0	0	0	0	0	0	0	0	0	0	0
Nob1	81.090909	186	228	306	0	0	0	0	0	0	0	172	0
Pspn	81.000000	390	0	0	0	0	0	68	0	433	0	0	0
Alkbh7	81.000000	390	0	0	0	0	0	68	0	433	0	0	0
Tusc3	80.909091	78	0	0	0	0	0	283	0	529	0	0	0
Rbbp7	80.909091	416	0	0	0	0	0	0	0	474	0	0	0
Magt1	80.909091	641	127	122	0	0	0	0	0	0	0	0	0
Cox7b	80.909091	641	127	122	0	0	0	0	0	0	0	0	0
AU041133	80.818182	193	177	228	0	0	0	0	0	0	124	167	0
Slc47a1	80.727273	0	0	0	0	0	0	0	0	888	0	0	0
Dyrk1b	80.727273	339	147	182	0	0	0	0	0	220	0	0	0
Cnbp	80.727273	498	259	0	0	0	0	0	0	0	131	0	0
Bhlhe40	80.727273	324	0	0	0	0	0	0	0	564	0	0	0
Txlna	80.636364	495	147	147	0	0	0	0	0	0	98	0	0
Sacm1l	80.636364	239	268	195	0	0	0	0	0	0	76	109	0
Pdcd11	80.545455	123	242	174	0	0	0	0	0	222	0	125	0
Atp5md	80.545455	123	242	174	0	0	0	0	0	222	0	125	0
Zranb2	80.454545	211	209	199	0	0	0	0	0	0	102	164	0
Yipf2	80.454545	265	262	358	0	0	0	0	0	0	0	0	0
Tmem33	80.454545	104	232	235	0	0	0	0	0	0	154	160	0
Timm29	80.454545	265	262	358	0	0	0	0	0	0	0	0	0
Fam227a	80.454545	165	316	282	0	0	0	0	0	0	0	122	0
Dhx40	80.454545	0	287	245	0	0	0	0	0	0	186	167	0
Cby1	80.454545	165	316	282	0	0	0	0	0	0	0	122	0
Zrsr1	80.363636	275	254	355	0	0	0	0	0	0	0	0	0
Uqcc2	80.272727	348	178	136	0	0	0	0	0	0	90	131	0
Sirt3	80.181818	123	229	291	0	0	0	0	0	118	0	121	0
Psmd13	80.181818	123	229	291	0	0	0	0	0	118	0	121	0
Lig3	80.181818	149	359	195	0	0	0	0	0	0	0	179	0
Ap2a2	80.181818	882	0	0	0	0	0	0	0	0	0	0	0
Usp19	80.090909	134	244	145	0	0	0	0	0	0	196	162	0
Mrpl53	80.090909	0	223	340	0	0	0	0	0	0	188	130	0
Mcm7	80.090909	430	189	262	0	0	0	0	0	0	0	0	0
Ap4m1	80.090909	430	189	262	0	0	0	0	0	0	0	0	0
Rnf130	80.000000	462	299	0	0	0	0	0	0	0	119	0	0
Ezh2	80.000000	432	160	288	0	0	0	0	0	0	0	0	0
Arl8b	80.000000	144	241	185	0	0	0	0	0	0	158	152	0
Thnsl1	79.909091	0	215	335	0	0	0	0	0	0	186	143	0
Pnisr	79.909091	119	270	345	0	0	0	0	0	0	145	0	0
Mphosph10	79.909091	0	0	147	0	0	0	0	0	732	0	0	0
Mcee	79.909091	0	0	147	0	0	0	0	0	732	0	0	0
Enkur	79.909091	0	215	335	0	0	0	0	0	0	186	143	0
Tial1	79.818182	221	265	392	0	0	0	0	0	0	0	0	0
Tarbp1	79.818182	322	202	0	0	0	0	0	0	178	0	176	0
Dgkd	79.818182	0	466	412	0	0	0	0	0	0	0	0	0
Ddx56	79.818182	127	275	357	0	0	0	0	0	0	119	0	0
Tnks2	79.727273	123	354	193	0	0	0	0	0	0	0	207	0
Nek9	79.727273	0	330	290	0	0	0	0	0	0	0	257	0
Mybbp1a	79.727273	129	331	271	0	0	0	0	0	0	146	0	0
Pacrgl	79.636364	0	318	237	0	0	0	0	0	0	157	164	0
Msantd2	79.636364	0	279	316	0	0	0	0	0	0	132	149	0
Mapk1	79.636364	80	0	150	0	0	0	170	0	476	0	0	0
Anapc5	79.636364	250	258	206	0	0	0	0	0	0	0	162	0
Ubox5	79.545455	0	290	267	0	0	0	0	0	0	149	169	0
Pam16	79.545455	606	0	166	0	0	0	0	0	0	0	103	0
Fastkd5	79.545455	0	290	267	0	0	0	0	0	0	149	169	0
Clcn7	79.545455	0	365	202	0	0	0	0	0	0	115	193	0
Zwint	79.454545	190	107	0	0	0	0	0	0	423	0	154	0
Zc3h6	79.454545	306	207	193	0	0	0	0	0	0	88	80	0
Vmn2r102	79.454545	0	0	187	0	0	0	0	512	175	0	0	0
Rbx1	79.454545	374	251	249	0	0	0	0	0	0	0	0	0
Ppfia1	79.454545	396	180	134	0	0	0	0	0	0	0	164	0
Mcts2	79.454545	0	256	355	0	0	0	0	0	0	114	149	0
Tob1	79.272727	475	0	176	0	0	0	0	0	221	0	0	0
Slc6a9	79.272727	872	0	0	0	0	0	0	0	0	0	0	0
Nme6	79.181818	155	0	339	0	0	0	0	0	377	0	0	0
Ing3	79.181818	235	324	312	0	0	0	0	0	0	0	0	0
Coa7	79.181818	220	0	125	0	0	0	0	0	526	0	0	0
Rps13	79.090909	0	205	115	0	0	0	0	0	228	165	157	0
Rplp0	79.090909	375	247	248	0	0	0	0	0	0	0	0	0
Mrpl11	79.090909	150	212	304	0	0	0	0	0	204	0	0	0
Klhdc4	79.090909	0	217	321	0	0	0	0	0	0	109	223	0
Wdr78	79.000000	195	314	0	0	0	0	0	0	0	139	221	0
Mier1	79.000000	195	314	0	0	0	0	0	0	0	139	221	0
Kash5	79.000000	534	143	192	0	0	0	0	0	0	0	0	0
Tsc22d4	78.909091	0	0	140	0	0	0	0	0	728	0	0	0
Rpl3l	78.909091	336	212	320	0	0	0	0	0	0	0	0	0
Nyap1	78.909091	0	0	140	0	0	0	0	0	728	0	0	0
Eid1	78.909091	596	272	0	0	0	0	0	0	0	0	0	0
Bcat2	78.909091	261	0	0	0	0	0	237	0	370	0	0	0
Tm2d3	78.818182	168	243	0	0	0	0	0	0	0	189	267	0
Prorp	78.818182	107	193	392	0	0	0	0	0	0	79	96	0
Kdm4a	78.818182	375	131	135	0	0	0	0	0	226	0	0	0
Homer1	78.818182	136	152	126	0	0	0	0	0	197	135	121	0
Tyw3	78.727273	108	195	281	0	0	0	0	161	0	0	121	0
Cryz	78.727273	108	195	281	0	0	0	0	161	0	0	121	0
Ppp2r5c	78.636364	112	0	167	0	0	0	151	0	435	0	0	0
Lztfl1	78.636364	168	0	136	0	0	0	0	0	561	0	0	0
H3c6	78.636364	126	191	175	0	0	0	0	0	189	0	184	0
Ergic3	78.636364	396	0	188	0	0	0	0	0	281	0	0	0
6430550D23Rik	78.636364	396	0	188	0	0	0	0	0	281	0	0	0
Dhdds	78.545455	186	184	170	0	0	0	0	0	0	152	172	0
Apbb1	78.545455	0	382	482	0	0	0	0	0	0	0	0	0
Vapa	78.454545	297	196	187	0	0	0	0	0	0	85	98	0
Sumo1	78.454545	0	289	270	0	0	0	0	0	0	182	122	0
Rfc3	78.454545	0	348	349	0	0	0	0	0	0	0	166	0
Zfp3	78.363636	116	199	0	0	0	0	0	0	278	100	169	0
Tpd52l2	78.363636	82	182	306	0	0	0	0	0	0	139	153	0
Tedc1	78.363636	862	0	0	0	0	0	0	0	0	0	0	0
Elof1	78.363636	243	160	220	0	0	0	0	0	239	0	0	0
Crip1	78.363636	862	0	0	0	0	0	0	0	0	0	0	0
Abhd16b	78.363636	82	182	306	0	0	0	0	0	0	139	153	0
Rnh1	78.272727	0	261	243	0	0	0	0	0	0	193	164	0
Pnpla6	78.090909	859	0	0	0	0	0	0	0	0	0	0	0
Gnb2	78.090909	230	194	102	0	0	0	0	0	0	145	188	0
Fubp3	78.090909	96	256	161	0	0	0	0	0	0	177	169	0
Ing5	78.000000	135	203	265	0	0	0	0	0	0	126	129	0
Dtymk	78.000000	135	203	265	0	0	0	0	0	0	126	129	0
Ints1	77.909091	0	302	373	0	0	0	0	0	0	182	0	0
Hmgn2	77.909091	309	0	0	0	0	0	0	0	548	0	0	0
Gtpbp4	77.909091	0	251	347	0	0	0	0	0	0	153	106	0
Uxs1	77.818182	528	117	211	0	0	0	0	0	0	0	0	0
Prpf3	77.818182	416	280	160	0	0	0	0	0	0	0	0	0
Pdcl3	77.818182	363	187	184	0	0	0	0	0	122	0	0	0
Fcf1	77.818182	0	201	360	0	0	0	0	0	0	186	109	0
Cntln	77.818182	174	339	172	0	0	0	0	0	0	171	0	0
Wdr89	77.727273	339	179	224	0	0	0	0	0	0	0	113	0
Wdr83os	77.727273	0	292	396	0	0	0	0	0	0	0	167	0
Wdr83	77.727273	0	292	396	0	0	0	0	0	0	0	167	0
Traf7	77.727273	599	0	159	0	0	0	0	0	0	97	0	0
Slc12a5	77.727273	0	318	341	0	0	0	0	0	0	0	196	0
Mtfr2	77.727273	324	216	216	0	0	0	0	0	0	0	99	0
Mettl26	77.727273	89	273	227	0	0	0	0	0	0	101	165	0
Man2b1	77.727273	0	292	396	0	0	0	0	0	0	0	167	0
Ciart	77.727273	425	186	137	0	0	0	0	0	0	0	107	0
Capza1	77.727273	0	270	285	0	0	0	0	0	0	145	155	0
Ankle2	77.727273	121	328	0	0	0	0	0	0	0	131	275	0
Tmem242	77.636364	0	335	383	0	0	0	0	0	0	136	0	0
Pes1	77.636364	116	294	320	0	0	0	0	0	0	0	124	0
Zdhhc12	77.545455	562	0	0	0	0	0	0	0	291	0	0	0
Tfe3	77.545455	0	0	0	0	0	0	0	0	853	0	0	0
Plrg1	77.545455	0	346	374	0	0	0	0	0	133	0	0	0
Wdr61	77.454545	0	423	288	0	0	0	0	0	0	141	0	0
Lrrc8a	77.454545	187	271	245	0	0	0	0	0	0	0	149	0
Pomc	77.363636	0	244	427	0	0	0	0	0	0	0	180	0
Il7	77.363636	0	0	0	0	0	0	0	0	851	0	0	0
Echdc1	77.363636	448	191	0	0	0	0	0	0	112	0	100	0
Nfe2	77.272727	0	0	0	0	0	0	0	0	850	0	0	0
Kctd2	77.181818	517	162	170	0	0	0	0	0	0	0	0	0
Ggps1	77.181818	137	221	301	0	0	0	0	0	0	77	113	0
Atp5h	77.181818	517	162	170	0	0	0	0	0	0	0	0	0
Arid4b	77.181818	137	221	301	0	0	0	0	0	0	77	113	0
Specc1l	77.000000	560	113	174	0	0	0	0	0	0	0	0	0
Zfp619	76.909091	108	256	201	0	0	0	0	0	0	119	162	0
Tor1aip2	76.909091	88	243	273	0	0	0	0	0	0	129	113	0
Tor1aip1	76.909091	88	243	273	0	0	0	0	0	0	129	113	0
Gatad2a	76.727273	740	0	104	0	0	0	0	0	0	0	0	0
Pop5	76.636364	656	187	0	0	0	0	0	0	0	0	0	0
Fbxo42	76.636364	313	274	115	0	0	0	0	0	0	0	141	0
Commd6	76.636364	230	153	281	0	0	0	0	0	0	94	85	0
Sel1l	76.545455	628	95	0	0	0	0	0	0	0	0	119	0
Ppp2r1a	76.545455	124	247	213	0	0	0	0	0	0	91	167	0
Lca5l	76.545455	76	245	272	0	0	0	0	0	0	126	123	0
Jpt2	76.545455	540	0	0	0	0	0	125	0	177	0	0	0
Fundc2	76.545455	842	0	0	0	0	0	0	0	0	0	0	0
F8	76.545455	842	0	0	0	0	0	0	0	0	0	0	0
Dhcr7	76.545455	475	0	0	0	0	0	0	0	367	0	0	0
Ahcy	76.545455	73	0	0	0	0	0	0	0	769	0	0	0
Ddx52	76.454545	0	0	234	0	0	0	0	0	424	0	183	0
Trak1	76.363636	0	0	232	0	0	0	0	0	608	0	0	0
Rpl24	76.363636	0	253	370	0	0	0	0	0	0	106	111	0
Pisd	76.363636	201	140	132	0	0	0	111	0	158	0	98	0
Hnrnpa2b1	76.363636	74	141	266	0	0	0	0	0	182	0	177	0
Cbx3	76.363636	74	141	266	0	0	0	0	0	182	0	177	0
Nelfa	76.272727	0	142	247	0	0	0	0	0	450	0	0	0
Wbp1l	76.181818	592	0	0	0	0	0	0	0	246	0	0	0
Pgap1	76.181818	416	263	0	0	0	0	0	0	0	0	159	0
Mxd1	76.181818	838	0	0	0	0	0	0	0	0	0	0	0
Slc30a5	76.090909	362	172	0	0	0	0	0	0	192	111	0	0
Cops6	76.090909	121	244	238	0	0	0	0	0	0	0	234	0
Timm8b	76.000000	110	228	372	0	0	0	0	0	126	0	0	0
Susd6	76.000000	382	0	0	0	0	0	0	0	102	229	123	0
Sdhd	76.000000	110	228	372	0	0	0	0	0	126	0	0	0
Pcna	76.000000	173	146	204	0	0	0	0	0	163	150	0	0
Gprc5c	76.000000	0	107	161	0	0	0	0	0	568	0	0	0
Gon4l	76.000000	322	234	280	0	0	0	0	0	0	0	0	0
Gtdc1	75.909091	674	0	0	0	0	0	0	0	161	0	0	0
