Target_genes	Smad4|Average	SRX3014617|CD4+_T_cells	SRX3014618|CD4+_T_cells	SRX3014619|CD4+_T_cells	SRX3014620|CD4+_T_cells	SRX13508245|CD8+_T_cells	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX5251388|ES_cells	SRX4046280|Forelimb	SRX4061017|Forelimb	SRX4061018|Forelimb	SRX4061019|Forelimb	SRX4061020|Forelimb	SRX529265|Lung	SRX19498660|Microglia	SRX19498661|Microglia	SRX19498663|Microglia	SRX19498664|Microglia	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Ppp4r3b	47.148148	148	135	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	198	0	0	0	0	209	194	164	0	92	0
Ppp2r5a	47.148148	0	95	0	0	0	115	112	0	0	0	0	0	0	0	0	162	183	202	0	0	0	0	134	156	0	114	0	0
Ezr	47.148148	192	287	0	0	0	122	90	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	331	0	147	0	0
Zic5	47.111111	0	0	0	0	0	0	0	386	0	0	396	143	0	0	0	85	168	0	0	0	0	0	94	0	0	0	0	0
Thoc3	47.111111	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	264	0	0	0	0	292	198	222	0	0	0
S100a1	47.111111	113	108	0	0	0	197	0	0	0	0	0	0	0	0	0	75	141	341	0	0	0	0	116	98	0	83	0	0
Oxnad1	47.111111	150	243	0	0	0	0	0	0	0	0	0	0	0	0	0	75	66	136	0	0	0	0	106	282	214	0	0	0
Dph3	47.111111	150	243	0	0	0	0	0	0	0	0	0	0	0	0	0	75	66	136	0	0	0	0	106	282	214	0	0	0
Anks3	47.111111	100	118	0	0	0	109	0	0	0	0	0	0	0	0	0	91	81	281	0	0	0	0	165	230	97	0	0	0
4930451G09Rik	47.111111	100	118	0	0	0	109	0	0	0	0	0	0	0	0	0	91	81	281	0	0	0	0	165	230	97	0	0	0
Ube2e1	47.074074	313	165	0	0	0	0	0	96	0	0	94	0	0	0	0	148	198	0	0	0	0	0	0	174	83	0	0	0
Ndel1	47.074074	0	135	0	0	0	156	210	0	0	0	0	0	0	0	0	122	0	359	0	0	0	0	195	0	0	0	94	0
Hspa5	47.074074	158	235	0	0	0	0	244	0	0	0	0	0	0	0	0	149	120	297	0	0	0	0	68	0	0	0	0	0
Dnpep	47.074074	139	192	0	0	0	0	120	0	0	0	0	0	0	0	0	68	0	209	0	0	0	0	88	277	92	86	0	0
Sik3	47.037037	326	268	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	177	0	0	0	0	0	262	151	0	0	0
Dynll2	47.037037	0	0	0	0	0	152	139	149	0	0	160	0	0	0	0	62	78	0	0	0	0	0	438	92	0	0	0	0
Cep55	47.037037	121	145	0	0	0	0	0	135	0	0	134	0	0	0	0	168	153	145	0	0	0	0	86	119	0	0	64	0
Tti1	46.962963	124	213	0	0	0	94	73	0	0	0	0	0	0	0	0	132	95	176	108	0	0	0	134	119	0	0	0	0
Trim33	46.962963	171	190	0	0	0	104	124	0	0	0	0	0	0	0	0	112	132	129	0	0	0	0	189	117	0	0	0	0
Rprd1b	46.962963	124	213	0	0	0	94	73	0	0	0	0	0	0	0	0	132	95	176	108	0	0	0	134	119	0	0	0	0
Pkp3	46.962963	0	0	0	0	0	567	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfhas1	46.962963	163	100	0	0	0	0	0	0	0	0	0	0	0	0	0	76	137	337	0	0	0	0	128	221	106	0	0	0
Bcl7b	46.962963	184	200	0	0	0	102	0	0	0	0	0	0	0	0	0	79	86	327	0	0	0	0	0	290	0	0	0	0
Sh3d19	46.925926	0	0	0	0	0	0	111	136	0	0	134	0	0	0	0	125	123	524	0	0	0	0	114	0	0	0	0	0
Plaa	46.925926	140	172	0	0	0	147	142	0	0	0	0	0	0	0	0	195	132	230	0	0	0	0	109	0	0	0	0	0
Kat2b	46.925926	311	177	0	0	0	113	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	305	85	112	0	0
Bcl2a1b	46.925926	171	168	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	172	224	0	258	0	136	0	0
Naxd	46.888889	130	90	0	0	0	0	93	0	0	0	0	0	0	0	0	0	113	227	0	0	0	0	263	248	102	0	0	0
Eml5	46.888889	176	217	0	0	0	269	197	0	0	0	0	0	0	0	0	142	132	0	0	0	0	0	0	133	0	0	0	0
Zfand2a	46.851852	134	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	211	210	106	0	0	0
Ppp2r5e	46.851852	104	167	0	0	0	169	123	0	0	0	0	0	0	0	0	102	124	253	0	0	0	0	81	142	0	0	0	0
Cdiptos	46.851852	294	212	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	370	0	0	0	0	0	134	161	0	0	0
Cdipt	46.851852	294	212	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	370	0	0	0	0	0	134	161	0	0	0
Znrf2	46.814815	107	197	0	0	0	0	0	0	0	0	0	0	0	0	0	158	96	151	123	0	0	0	82	350	0	0	0	0
Izumo1r	46.814815	402	379	0	0	0	0	0	206	0	0	204	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp3	46.814815	124	146	0	0	0	202	175	0	0	0	0	0	0	0	0	99	180	163	0	0	0	0	0	175	0	0	0	0
Fancm	46.814815	124	146	0	0	0	202	175	0	0	0	0	0	0	0	0	99	180	163	0	0	0	0	0	175	0	0	0	0
Zbtb4	46.777778	0	0	0	0	0	0	0	129	0	0	125	0	0	0	0	0	0	268	0	0	0	0	142	599	0	0	0	0
Nxph3	46.777778	0	0	0	0	0	114	155	239	0	0	238	0	0	0	0	114	172	0	0	0	0	0	231	0	0	0	0	0
Lrp1	46.777778	0	0	0	0	0	168	160	155	0	0	153	0	0	0	0	0	98	188	0	0	0	0	0	341	0	0	0	0
Kdsr	46.777778	120	130	0	0	0	0	132	0	0	0	0	0	0	0	0	104	112	151	0	0	0	0	96	252	0	166	0	0
Gtf3c3	46.777778	0	142	0	0	0	0	122	0	0	0	0	0	0	0	0	205	78	273	0	0	0	0	230	0	213	0	0	0
Fam89b	46.777778	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	184	120	0	0	97	0	377	136	146	99	0
Ehbp1l1	46.777778	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	184	120	0	0	97	0	377	136	146	99	0
Zfp715	46.740741	181	283	0	0	0	74	0	0	0	0	0	0	0	0	0	132	84	152	0	0	0	0	201	155	0	0	0	0
Tars2	46.740741	161	120	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	275	0	0	0	0	295	194	0	92	0	0
Fam120a	46.740741	162	160	0	0	0	128	222	0	0	0	0	0	0	0	0	101	144	117	0	0	0	0	114	114	0	0	0	0
Cdx1	46.740741	0	0	0	0	0	0	0	632	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk32a	46.703704	0	0	0	0	0	0	0	506	0	0	505	146	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
Baz2a	46.703704	207	0	0	0	0	74	0	0	0	0	0	0	0	0	0	80	0	264	0	0	0	0	0	408	228	0	0	0
Rps3	46.666667	186	212	0	0	0	0	96	0	0	0	0	0	0	0	0	102	87	271	129	72	0	0	0	0	0	105	0	0
Med4	46.666667	176	193	0	0	0	0	0	0	0	0	0	0	0	0	0	109	113	469	0	0	0	0	0	107	93	0	0	0
Lsg1	46.666667	314	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	0	0	0	0	0	0	0	0	0
Isg15	46.666667	0	0	0	0	0	0	0	106	0	0	106	0	0	0	0	144	153	0	0	0	0	0	533	218	0	0	0	0
Traf3	46.629630	123	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	184	0	149	102	0	275	183	0	0	0
Retreg2	46.629630	239	246	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	249	176	0	0	0	0
Orc4	46.629630	120	87	0	0	0	0	0	0	0	0	0	0	0	0	0	86	133	328	0	0	0	0	160	169	176	0	0	0
Iars2	46.629630	190	138	0	0	0	270	347	0	0	0	0	0	0	0	0	118	88	0	0	0	0	0	108	0	0	0	0	0
Gm13286	46.629630	210	204	0	0	0	0	0	0	0	0	0	0	0	276	0	191	131	132	0	0	0	0	0	115	0	0	0	0
Edn2	46.629630	0	0	0	0	0	87	139	506	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnppd1	46.629630	239	246	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	249	176	0	0	0	0
Bpnt1	46.629630	190	138	0	0	0	270	347	0	0	0	0	0	0	0	0	118	88	0	0	0	0	0	108	0	0	0	0	0
Zfp592	46.592593	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	182	156	0	155	0	0	0	129	290	201	0	0	0
Rpp21	46.592593	123	131	0	0	0	81	142	0	0	0	0	0	0	0	0	153	165	229	0	0	0	0	0	113	121	0	0	0
Rexo2	46.592593	70	135	0	0	0	158	117	0	0	0	0	0	0	0	0	117	114	103	0	0	0	0	0	300	144	0	0	0
Gbe1	46.592593	154	204	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	315	0	0	0	0	130	208	138	0	0	0
A130010J15Rik	46.592593	327	184	0	0	0	0	0	0	0	0	0	0	0	0	0	141	136	240	0	0	0	0	0	133	0	97	0	0
L1td1	46.555556	0	0	0	0	0	0	0	499	0	0	498	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fjx1	46.555556	0	0	0	0	0	0	0	418	0	0	416	0	0	0	0	164	126	0	0	0	0	0	133	0	0	0	0	0
C1galt1	46.518519	0	0	0	0	0	294	223	0	0	0	0	0	0	0	0	176	195	109	0	0	0	0	0	259	0	0	0	0
Bod1	46.518519	108	0	0	0	0	0	88	0	0	0	0	0	0	0	0	97	102	238	0	0	0	0	306	205	112	0	0	0
Trpm4	46.481481	0	0	0	0	0	226	285	169	0	0	168	0	0	0	0	0	0	0	0	0	0	177	0	230	0	0	0	0
Tmem223	46.481481	211	215	0	0	0	84	141	0	0	0	0	0	0	0	0	82	81	171	0	0	0	0	0	270	0	0	0	0
Hrc	46.481481	0	0	0	0	0	226	285	169	0	0	168	0	0	0	0	0	0	0	0	0	0	177	0	230	0	0	0	0
Ccndbp1	46.481481	145	232	0	0	0	0	0	0	0	0	0	0	0	0	0	101	67	232	0	0	0	0	0	334	144	0	0	0
Utf1	46.444444	201	89	0	0	0	0	0	483	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp15	46.444444	174	113	0	0	0	0	0	0	0	0	0	0	0	0	0	133	180	557	0	0	0	0	97	0	0	0	0	0
Whamm	46.407407	0	137	0	0	0	115	195	0	0	0	0	0	0	0	0	155	242	119	0	0	0	0	132	158	0	0	0	0
Sppl2a	46.407407	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	101	123	264	98	0	0	94	116	236	109	0	0	0
Sh2d6	46.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	128	147	151	172	0	0	298	128	0
Neto2	46.407407	194	172	0	0	0	85	80	111	0	0	112	0	0	0	0	205	150	0	0	0	0	0	144	0	0	0	0	0
Mrps30	46.407407	111	147	0	0	0	234	205	0	0	0	0	0	0	0	0	79	219	258	0	0	0	0	0	0	0	0	0	0
Arpc5	46.407407	135	132	0	0	0	0	0	0	0	0	106	0	0	0	0	87	72	232	0	0	0	0	207	167	0	115	0	0
Tesk1	46.370370	166	72	0	0	0	118	129	115	0	0	124	0	0	0	0	0	0	221	0	0	0	0	0	141	0	166	0	0
Rps19	46.370370	145	196	0	0	0	0	0	183	0	0	182	0	0	0	0	0	0	388	0	0	0	0	0	158	0	0	0	0
Dok4	46.370370	0	0	0	0	0	0	127	170	0	0	170	0	0	0	0	0	0	271	0	0	0	0	117	265	0	0	132	0
Brd3os	46.370370	230	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	205	0	0	0	0	188	160	0	95	90	0
Nr1h2	46.333333	201	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	160	146	0	0	0
Nmnat1	46.333333	191	104	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	464	0	0	0	0	377	0	0	0	0	0
Lzic	46.333333	191	104	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	464	0	0	0	0	377	0	0	0	0	0
Arf5	46.333333	211	282	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	261	150	0	0	0
Alg14	46.333333	144	170	0	0	0	110	123	0	0	0	0	0	0	0	0	0	150	292	0	0	0	0	0	147	115	0	0	0
Wac	46.296296	188	192	0	0	0	161	126	0	0	0	0	0	0	0	0	83	219	163	0	0	0	0	0	118	0	0	0	0
Txn1	46.296296	119	106	0	0	0	0	0	0	0	0	0	0	0	0	0	133	62	262	0	0	0	0	0	441	127	0	0	0
Tubb4b	46.296296	240	149	0	0	0	142	159	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0
Rfx7	46.296296	322	222	0	0	0	0	0	0	0	0	0	0	0	0	0	87	97	427	0	0	0	0	0	95	0	0	0	0
Nedd4l	46.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	104	361	0	0	135	151	190	233	0	0	0	0
Dnajc21	46.296296	0	0	0	0	0	156	285	0	0	0	0	0	0	0	0	95	145	178	0	0	0	0	0	391	0	0	0	0
Cep70	46.296296	232	186	0	0	0	0	0	110	0	0	109	0	0	0	0	101	86	118	0	0	0	0	0	308	0	0	0	0
6430571L13Rik	46.296296	186	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	208	326	0	0	0	0
Smco4	46.259259	0	105	0	0	0	0	0	317	0	0	316	0	0	0	0	69	115	327	0	0	0	0	0	0	0	0	0	0
S1pr4	46.259259	148	161	0	0	0	135	122	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	170	171	164	0	0
Ncln	46.259259	148	161	0	0	0	135	122	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	170	171	164	0	0
Mrps26	46.259259	0	123	0	0	0	109	196	0	0	0	0	0	0	0	0	159	91	334	0	0	0	0	100	0	0	137	0	0
Slc2a9	46.222222	0	0	0	0	0	150	197	0	0	0	0	0	0	296	0	79	0	109	0	0	0	0	0	274	143	0	0	0
Sall1	46.222222	0	0	0	0	0	0	0	188	0	0	187	0	0	0	0	0	119	0	201	176	0	0	377	0	0	0	0	0
Ncoa5	46.222222	129	0	0	0	0	112	86	0	0	0	0	0	0	0	0	102	89	161	0	0	0	0	243	196	0	130	0	0
Utp18	46.185185	136	172	0	0	0	125	229	0	0	0	0	0	0	0	0	83	69	158	0	0	0	0	0	118	0	157	0	0
Tex14	46.185185	240	234	0	0	0	0	157	0	0	0	0	0	0	0	0	90	0	292	0	0	0	0	115	119	0	0	0	0
Sox12	46.185185	0	0	0	0	0	0	0	331	0	0	331	0	0	0	0	0	162	138	0	0	0	0	165	120	0	0	0	0
Me1	46.185185	0	0	0	0	0	222	234	0	0	0	0	0	0	0	0	159	196	436	0	0	0	0	0	0	0	0	0	0
Mbtd1	46.185185	136	172	0	0	0	125	229	0	0	0	0	0	0	0	0	83	69	158	0	0	0	0	0	118	0	157	0	0
Ddx56	46.185185	150	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	239	160	96	0	0	0
Csnk1a1	46.185185	124	171	0	0	0	0	85	100	0	0	99	0	0	0	0	66	134	277	0	0	0	0	75	116	0	0	0	0
Ccnt2	46.185185	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	122	116	0	0	0	0	333	213	129	84	0	0
Tmem251	46.148148	151	144	0	0	0	0	99	84	0	0	84	0	0	0	0	142	121	312	0	0	0	0	0	109	0	0	0	0
Osgin1	46.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	145	0	617	160	109	102	0
Moap1	46.148148	151	144	0	0	0	0	99	84	0	0	84	0	0	0	0	142	121	312	0	0	0	0	0	109	0	0	0	0
Mark2	46.148148	256	272	0	0	0	123	106	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	338	0	0	0	0
Cep112	46.148148	0	0	0	0	0	0	0	128	0	0	136	0	0	0	0	173	184	211	0	0	0	0	0	212	111	91	0	0
Edn1	46.111111	0	0	0	0	0	165	121	0	0	0	0	0	0	0	0	99	0	552	123	0	0	185	0	0	0	0	0	0
Cntfr	46.111111	0	0	0	0	0	0	0	638	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp10a	46.111111	251	138	0	0	0	0	0	160	0	0	159	0	0	0	0	101	344	0	0	0	0	0	92	0	0	0	0	0
Cstf1	46.074074	312	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	80	0	0	0	0	0
Aurka	46.074074	312	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	80	0	0	0	0	0
Ptbp1	46.037037	185	162	0	0	0	0	125	0	0	0	0	0	0	0	0	105	155	197	0	0	0	0	134	180	0	0	0	0
Foxd2	46.037037	198	164	0	0	0	115	0	92	0	0	91	0	0	0	0	122	117	188	0	0	0	0	156	0	0	0	0	0
Abcb10	46.037037	0	0	0	0	0	139	0	99	0	0	98	0	0	0	0	91	81	268	0	0	0	0	153	217	0	0	97	0
Tmem184b	46.000000	528	336	0	0	0	155	104	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0
Pdk1	46.000000	101	112	0	0	0	103	110	0	0	0	0	0	0	0	0	83	132	112	0	0	0	0	114	249	126	0	0	0
Nprl3	46.000000	0	89	0	0	0	99	133	0	0	0	0	0	0	0	0	158	109	282	0	0	0	0	99	273	0	0	0	0
Eif4h	46.000000	91	135	0	0	0	114	155	0	0	0	0	0	0	0	0	87	95	255	0	0	0	0	133	177	0	0	0	0
Clip1	46.000000	131	108	0	0	0	186	184	0	0	0	0	0	0	0	0	118	104	0	0	0	0	0	217	194	0	0	0	0
Wdr44	45.962963	178	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	124	0	0	0	0	294	0	0	0	0
Ndrg3	45.962963	173	190	0	0	0	0	0	100	0	0	100	0	0	0	0	119	91	362	0	0	0	0	106	0	0	0	0	0
Ncoa2	45.962963	215	117	0	0	0	0	90	0	0	0	0	0	0	0	0	64	141	113	0	0	0	0	131	370	0	0	0	0
Cops8	45.962963	161	137	0	0	0	0	0	0	0	0	0	0	0	0	0	110	88	273	0	0	0	0	251	0	221	0	0	0
Ttc30a2	45.925926	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	102	80	318	199	0	110	297	0	0	0	0	0	0
Ttc30a1	45.925926	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	102	80	318	199	0	110	297	0	0	0	0	0	0
Riox2	45.925926	124	206	0	0	0	162	93	88	0	0	88	0	0	0	0	94	86	0	0	0	0	0	132	167	0	0	0	0
Prmt3	45.925926	193	141	0	0	0	0	148	0	0	0	0	0	0	0	0	83	0	257	0	0	0	0	0	285	133	0	0	0
Nlrx1	45.925926	223	198	0	0	0	200	159	0	0	0	0	0	0	0	0	0	0	165	123	0	0	0	0	112	0	0	60	0
Asxl1	45.925926	131	147	0	0	0	83	0	202	0	0	202	0	0	0	0	176	153	146	0	0	0	0	0	0	0	0	0	0
Sec13	45.888889	165	154	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	568	0	0	0	0	122	0	116	0	0	0
Upk2	45.851852	186	162	0	0	0	121	155	0	0	0	0	0	0	0	0	140	176	298	0	0	0	0	0	0	0	0	0	0
Tmem238	45.851852	0	134	0	0	0	233	333	0	0	0	0	0	0	0	0	0	75	221	0	0	0	84	0	0	0	158	0	0
Rpl28	45.851852	0	134	0	0	0	233	333	0	0	0	0	0	0	0	0	0	75	221	0	0	0	84	0	0	0	158	0	0
Saysd1	45.814815	174	193	0	0	0	231	0	85	0	0	84	0	0	0	0	0	158	216	0	0	0	0	0	96	0	0	0	0
Mturn	45.814815	112	0	0	0	0	0	131	250	0	0	261	0	0	0	0	0	0	122	0	0	0	0	132	229	0	0	0	0
Phf5a	45.777778	120	161	0	0	0	0	0	0	0	0	0	0	0	0	0	125	81	217	0	0	0	0	314	0	0	104	114	0
Ogfod2	45.777778	175	148	0	0	0	136	84	0	0	0	0	0	0	0	0	112	0	214	0	0	0	0	121	246	0	0	0	0
M6pr	45.777778	109	166	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	382	0	0	0	0	106	261	79	0	0	0
Hnrnpm	45.777778	115	112	0	0	0	198	203	0	0	0	0	0	0	0	0	159	161	201	0	0	0	0	0	0	87	0	0	0
Grk6	45.777778	168	219	0	0	0	0	121	0	0	0	0	0	0	0	0	86	0	181	0	0	0	0	131	185	145	0	0	0
Adarb1	45.777778	104	0	0	0	0	0	0	97	0	0	96	0	0	0	0	104	132	141	0	0	0	0	115	308	139	0	0	0
Aco2	45.777778	120	161	0	0	0	0	0	0	0	0	0	0	0	0	0	125	81	217	0	0	0	0	314	0	0	104	114	0
Zc3hav1	45.740741	221	279	0	0	0	0	58	0	0	0	0	0	0	0	0	129	0	166	0	0	0	0	0	382	0	0	0	0
Tsr1	45.740741	0	126	0	0	0	0	0	224	0	0	225	0	0	0	0	0	90	159	0	0	0	0	285	0	0	0	126	0
Smox	45.740741	0	109	0	0	0	184	187	0	0	0	0	0	0	0	0	115	130	120	0	0	0	0	89	301	0	0	0	0
Smad2	45.740741	138	155	0	0	0	166	140	108	0	0	108	0	0	0	0	118	99	88	0	0	0	0	0	115	0	0	0	0
Sgsm2	45.740741	0	126	0	0	0	0	0	224	0	0	225	0	0	0	0	0	90	159	0	0	0	0	285	0	0	0	126	0
P2rx7	45.740741	185	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	158	0	0	0	0	149	200	181	0	0
Gm13212	45.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	189	163	533	350	0	0	0	0	0	0	0	0	0	0	0
Exosc5	45.740741	303	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	92	93	0	105	0	0
Cnn3	45.740741	107	127	0	0	0	0	0	171	0	0	178	0	0	0	0	174	135	175	0	0	0	0	168	0	0	0	0	0
Chn2	45.740741	0	0	0	0	0	263	240	90	0	0	99	0	0	0	0	143	122	0	0	0	0	0	120	158	0	0	0	0
Cdc42	45.740741	102	138	0	0	0	155	165	0	0	0	0	0	0	0	0	100	188	181	0	0	0	0	0	206	0	0	0	0
Bckdha	45.740741	303	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	92	93	0	105	0	0
Snx9	45.703704	249	159	0	0	0	0	79	0	0	0	0	0	0	0	0	159	231	0	0	0	0	0	0	357	0	0	0	0
Odf2l	45.703704	226	213	0	0	0	0	0	0	0	0	0	0	0	0	0	119	77	168	0	0	0	0	112	146	173	0	0	0
Mtss2	45.703704	0	0	0	0	0	0	0	312	0	0	311	0	0	0	0	0	103	245	0	0	0	0	263	0	0	0	0	0
Map3k7	45.703704	0	209	0	0	0	79	0	0	0	0	0	0	0	0	0	125	133	269	0	0	0	0	124	217	78	0	0	0
Ets1	45.703704	197	0	0	0	0	0	0	172	0	0	173	0	0	0	0	209	102	176	0	0	0	0	0	205	0	0	0	0
Cyp2u1	45.703704	182	94	0	0	0	132	218	91	0	0	100	0	0	0	0	125	159	0	0	0	0	0	133	0	0	0	0	0
Gm3739	45.666667	0	0	0	0	0	0	0	89	0	0	109	95	0	0	0	273	419	0	248	0	0	0	0	0	0	0	0	0
Ado	45.666667	121	123	0	0	0	99	131	74	0	0	73	0	0	0	0	171	0	119	0	0	0	0	110	212	0	0	0	0
Vezt	45.629630	124	85	0	0	0	0	112	178	0	0	177	0	0	0	0	151	115	178	0	0	0	0	112	0	0	0	0	0
Sft2d3	45.629630	151	86	0	0	0	209	176	0	0	0	0	0	0	0	0	97	123	165	0	0	0	0	132	93	0	0	0	0
Heatr5a	45.629630	174	104	0	0	0	0	110	0	0	0	0	0	0	0	0	125	128	179	0	0	0	0	212	200	0	0	0	0
Fgd6	45.629630	124	85	0	0	0	0	112	178	0	0	177	0	0	0	0	151	115	178	0	0	0	0	112	0	0	0	0	0
Eif5a2	45.629630	154	105	0	0	0	0	0	132	0	0	131	0	0	0	0	125	160	208	0	0	0	0	102	115	0	0	0	0
Arl4d	45.629630	0	0	0	0	0	223	378	0	0	0	0	0	0	0	0	94	104	148	0	0	0	0	115	170	0	0	0	0
Vps36	45.592593	205	269	0	0	0	0	112	0	0	0	0	0	0	0	0	96	0	421	0	0	0	0	128	0	0	0	0	0
Tnfrsf9	45.592593	674	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem129	45.592593	172	150	0	0	0	111	88	0	0	0	0	0	0	0	0	105	0	260	0	0	0	0	148	197	0	0	0	0
Thbd	45.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	382	0	0	0	0	0	278	195	206	105	0
Tacc3	45.592593	172	150	0	0	0	111	88	0	0	0	0	0	0	0	0	105	0	260	0	0	0	0	148	197	0	0	0	0
Stx18	45.592593	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	95	436	0	0	0	0	321	158	0	0	0	0
Prmt7	45.592593	122	0	0	0	0	74	100	0	0	0	0	0	0	0	0	84	85	168	0	0	0	0	88	215	160	135	0	0
Srp68	45.555556	173	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	197	218	188	0	0	0
Ubxn4	45.518519	156	122	0	0	0	162	185	0	0	0	0	0	0	0	0	144	114	112	0	0	0	0	92	142	0	0	0	0
Trim24	45.518519	122	124	0	0	0	119	129	0	0	0	0	0	0	0	0	109	111	201	0	0	0	0	88	116	0	110	0	0
Rtraf	45.518519	168	154	0	0	0	0	0	0	0	0	0	0	0	0	0	142	123	272	0	0	0	0	0	200	170	0	0	0
Lmtk2	45.518519	102	132	0	0	0	144	118	0	0	0	0	0	0	0	0	158	115	339	0	0	0	0	121	0	0	0	0	0
Gramd1b	45.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	100	176	0	0	0	137	124	306	116	84	107	0
Usp31	45.481481	0	110	0	0	0	113	142	0	0	0	0	72	0	0	0	86	102	449	0	0	0	0	154	0	0	0	0	0
Ccdc114	45.481481	143	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	357	197	118	0	0
Zbtb34	45.444444	124	139	0	0	0	0	106	112	0	0	111	0	0	0	0	115	256	0	0	0	0	0	0	264	0	0	0	0
Aldh4a1	45.407407	310	225	0	0	0	248	173	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	124	0	0	0	0	0
Tmem87a	45.370370	0	0	0	0	0	160	250	0	0	0	0	0	0	0	0	133	153	200	0	0	0	0	96	233	0	0	0	0
Ganc	45.370370	0	0	0	0	0	160	250	0	0	0	0	0	0	0	0	133	153	200	0	0	0	0	96	233	0	0	0	0
Slc2a5	45.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	169	256	135	0	133	0	211	0	0
