Target_genes	Tfap4|Average	SRX554972|CD8+_T_cells	SRX1726746|Germinal_Center	SRX1726747|Germinal_Center	STRING
Tut1	53.333333	160	0	0	0
Tbc1d2b	53.333333	160	0	0	0
Slc6a4	53.333333	160	0	0	0
Rpap1	53.333333	160	0	0	0
Pax5	53.333333	0	0	160	0
Lrfn4	53.333333	160	0	0	0
Ddr1	53.333333	160	0	0	0
Zfp275	53.000000	86	0	73	0
Zbtb42	53.000000	159	0	0	0
Wscd1	53.000000	159	0	0	0
Tia1	53.000000	159	0	0	0
Rnf182	53.000000	159	0	0	0
Rnf13	53.000000	159	0	0	0
Pip4p2	53.000000	159	0	0	0
Nim1k	53.000000	159	0	0	0
Lag3	53.000000	159	0	0	0
Kcng1	53.000000	159	0	0	0
Gzmb	53.000000	159	0	0	0
Gstm1	53.000000	159	0	0	0
Zfp157	52.666667	158	0	0	0
Tma7	52.666667	158	0	0	0
Slc35g2	52.666667	158	0	0	0
Siah1b	52.666667	0	158	0	0
Pram1	52.666667	158	0	0	0
Pde4b	52.666667	158	0	0	0
Leng1	52.666667	158	0	0	0
Il17rc	52.666667	158	0	0	0
Etv3l	52.666667	158	0	0	0
Dnttip2	52.666667	158	0	0	0
Dnajc12	52.666667	158	0	0	0
Cfap45	52.666667	158	0	0	0
Ccdc51	52.666667	158	0	0	0
Zfp58	52.333333	157	0	0	0
Wdcp	52.333333	157	0	0	0
Ttc37	52.333333	157	0	0	0
Pus7l	52.333333	157	0	0	0
Pomc	52.333333	157	0	0	0
Nfkb1	52.333333	0	0	157	0
Mbip	52.333333	0	0	157	0
Irak4	52.333333	157	0	0	0
Il12rb2	52.333333	157	0	0	0
Dnajc21	52.333333	0	0	157	0
Dlx1	52.333333	157	0	0	0
Cenpv	52.333333	157	0	0	0
Bhlha15	52.333333	0	157	0	0
Arsk	52.333333	157	0	0	0
Zscan2	52.000000	156	0	0	0
Zfp747	52.000000	156	0	0	0
Wdr83os	52.000000	77	0	79	0
Wdr83	52.000000	77	0	79	0
Svop	52.000000	156	0	0	0
Stard13	52.000000	156	0	0	0
Scnn1g	52.000000	156	0	0	0
Rbpj	52.000000	156	0	0	0
Pla2g12a	52.000000	0	0	156	0
Pknox2	52.000000	156	0	0	0
Nod2	52.000000	156	0	0	0
Man2b1	52.000000	77	0	79	0
Itga5	52.000000	156	0	0	0
Ccng1	52.000000	156	0	0	0
Atg14	52.000000	156	0	0	0
Anapc7	52.000000	156	0	0	0
Adamtsl2	52.000000	156	0	0	0
Tnrc6b	51.666667	155	0	0	0
Smpd5	51.666667	155	0	0	0
Olfr525	51.666667	155	0	0	0
Mxra8	51.666667	155	0	0	0
Kif22	51.666667	155	0	0	0
Gpr68	51.666667	155	0	0	0
Gcnt3	51.666667	155	0	0	0
Fzd7	51.666667	155	0	0	0
Fam124b	51.666667	155	0	0	0
Cd38	51.666667	155	0	0	0
Zfp953	51.333333	154	0	0	0
Vamp5	51.333333	0	154	0	0
Scrt2	51.333333	0	0	154	0
Osbpl7	51.333333	154	0	0	0
Ncs1	51.333333	154	0	0	0
Med15	51.333333	154	0	0	0
Mccc2	51.333333	154	0	0	0
Lamc2	51.333333	154	0	0	0
Hacd1	51.333333	154	0	0	0
Elovl4	51.333333	154	0	0	0
Cdh24	51.333333	154	0	0	0
Zfp606	51.000000	153	0	0	0
Zfp521	51.000000	153	0	0	0
Slc7a4	51.000000	153	0	0	0
Rnf26	51.000000	0	0	153	0
Prm3	51.000000	153	0	0	0
Prm2	51.000000	153	0	0	0
Mmachc	51.000000	153	0	0	0
Hlf	51.000000	153	0	0	0
Ccdc163	51.000000	153	0	0	0
Bsn	51.000000	153	0	0	0
Aven	51.000000	0	0	153	0
Adam19	51.000000	153	0	0	0
Zfp945	50.666667	152	0	0	0
Zfp941	50.666667	152	0	0	0
Zfp933	50.666667	0	0	152	0
Vbp1	50.666667	152	0	0	0
Tc2n	50.666667	152	0	0	0
Spint2	50.666667	152	0	0	0
Shc1	50.666667	0	0	152	0
Rgs8	50.666667	152	0	0	0
Reps2	50.666667	152	0	0	0
Prps2	50.666667	152	0	0	0
Ngfr	50.666667	0	0	152	0
Ly96	50.666667	152	0	0	0
Gspt2	50.666667	152	0	0	0
Gm3383	50.666667	152	0	0	0
Cks1b	50.666667	0	0	152	0
Bhlhb9	50.666667	152	0	0	0
1700010I14Rik	50.666667	152	0	0	0
Zmiz2	50.333333	151	0	0	0
Zfp790	50.333333	151	0	0	0
Tmem9	50.333333	151	0	0	0
Sec14l2	50.333333	151	0	0	0
Rslcan18	50.333333	151	0	0	0
Ptpre	50.333333	151	0	0	0
Nrip3	50.333333	151	0	0	0
Mndal	50.333333	151	0	0	0
Kcnk15	50.333333	151	0	0	0
Incenp	50.333333	151	0	0	0
Iars	50.333333	151	0	0	0
Hebp1	50.333333	151	0	0	0
Fam131a	50.333333	151	0	0	0
E330021D16Rik	50.333333	151	0	0	0
Dnah7c	50.333333	151	0	0	0
Cd28	50.333333	151	0	0	0
Anxa4	50.333333	151	0	0	0
Zscan12	50.000000	150	0	0	0
Wnt6	50.000000	150	0	0	0
Tanc1	50.000000	150	0	0	0
Samsn1	50.000000	150	0	0	0
Ptger1	50.000000	150	0	0	0
Nat8l	50.000000	150	0	0	0
Mpp4	50.000000	150	0	0	0
Clk1	50.000000	150	0	0	0
Zfp978	49.666667	0	0	149	0
Zfp286	49.666667	149	0	0	0
Zfp2	49.666667	149	0	0	0
Tspan18	49.666667	149	0	0	0
Spryd4	49.666667	149	0	0	0
Pank1	49.666667	149	0	0	0
Myg1	49.666667	149	0	0	0
Mrs2	49.666667	0	0	149	0
Hspa1l	49.666667	149	0	0	0
Hspa1a	49.666667	149	0	0	0
H2-T-ps	49.666667	149	0	0	0
Cfap43	49.666667	149	0	0	0
Bphl	49.666667	149	0	0	0
Adamts8	49.666667	149	0	0	0
Zbed5	49.333333	148	0	0	0
Spc24	49.333333	148	0	0	0
Scgb1c1	49.333333	148	0	0	0
Rnaseh2c	49.333333	148	0	0	0
Plekhg5	49.333333	148	0	0	0
Pctp	49.333333	0	0	148	0
Pclo	49.333333	0	0	148	0
Paqr4	49.333333	148	0	0	0
Odf3	49.333333	148	0	0	0
Nog	49.333333	148	0	0	0
Neto2	49.333333	0	0	148	0
Nedd4l	49.333333	0	0	148	0
Mtap	49.333333	148	0	0	0
Mfsd4b1	49.333333	148	0	0	0
Mcur1	49.333333	0	0	148	0
F3	49.333333	148	0	0	0
Etfbkmt	49.333333	148	0	0	0
Elfn1	49.333333	148	0	0	0
B2m	49.333333	148	0	0	0
Zfp780b	49.000000	147	0	0	0
Zfp316	49.000000	0	0	147	0
Ugt1a10	49.000000	147	0	0	0
Tsr1	49.000000	147	0	0	0
Tsacc	49.000000	147	0	0	0
Tm7sf3	49.000000	147	0	0	0
Tefm	49.000000	147	0	0	0
Tdrd5	49.000000	147	0	0	0
Taf6l	49.000000	147	0	0	0
Ssr2	49.000000	147	0	0	0
Sgsm2	49.000000	147	0	0	0
Setd1b	49.000000	147	0	0	0
Rnf32	49.000000	147	0	0	0
Rab11fip3	49.000000	0	0	147	0
Mier3	49.000000	0	0	147	0
Kif13a	49.000000	147	0	0	0
Hhat	49.000000	147	0	0	0
Gfpt1	49.000000	147	0	0	0
Fam160b2	49.000000	0	0	147	0
Cct3	49.000000	147	0	0	0
Cbr4	49.000000	147	0	0	0
Zfp358	48.666667	146	0	0	0
Vim	48.666667	146	0	0	0
Sqor	48.666667	146	0	0	0
Sp9	48.666667	146	0	0	0
Rhob	48.666667	146	0	0	0
Igfbp7	48.666667	146	0	0	0
H2-Eb1	48.666667	146	0	0	0
Gm13290	48.666667	146	0	0	0
Gm13289	48.666667	146	0	0	0
Gm13288	48.666667	146	0	0	0
Gm13287	48.666667	146	0	0	0
Gm13285	48.666667	146	0	0	0
Camk2n2	48.666667	146	0	0	0
Tmem205	48.333333	145	0	0	0
Timm17b	48.333333	145	0	0	0
Sntg2	48.333333	0	145	0	0
Prr13	48.333333	145	0	0	0
Prodh	48.333333	145	0	0	0
Pqbp1	48.333333	145	0	0	0
Kif28	48.333333	145	0	0	0
Hacd3	48.333333	145	0	0	0
Coro2b	48.333333	0	0	145	0
Coro1a	48.333333	145	0	0	0
Ccdc159	48.333333	145	0	0	0
Wwc2	48.000000	144	0	0	0
Ttc33	48.000000	144	0	0	0
Tnfrsf1a	48.000000	144	0	0	0
Stag2	48.000000	0	73	71	0
Slfn1	48.000000	144	0	0	0
Pomgnt1	48.000000	0	0	144	0
Padi3	48.000000	144	0	0	0
Notum	48.000000	144	0	0	0
L3mbtl3	48.000000	144	0	0	0
Kcnj9	48.000000	144	0	0	0
Gng3	48.000000	144	0	0	0
Dnph1	48.000000	144	0	0	0
Crtc3	48.000000	144	0	0	0
Bscl2	48.000000	144	0	0	0
Ar	48.000000	144	0	0	0
Abca13	48.000000	0	0	144	0
Tmx3	47.666667	143	0	0	0
Spc25	47.666667	143	0	0	0
Rragb	47.666667	143	0	0	0
Rbpms2	47.666667	143	0	0	0
Prkaa1	47.666667	143	0	0	0
Penk	47.666667	143	0	0	0
Pcmtd2	47.666667	143	0	0	0
Nkain1	47.666667	143	0	0	0
Mfsd4a	47.666667	143	0	0	0
Lgr4	47.666667	143	0	0	0
Ifi214	47.666667	143	0	0	0
Ifi209	47.666667	143	0	0	0
Gpn2	47.666667	143	0	0	0
Gm7072	47.666667	143	0	0	0
G6pc2	47.666667	143	0	0	0
Fgd4	47.666667	143	0	0	0
Erich2	47.666667	143	0	0	0
Duxbl3	47.666667	0	0	143	0
Duxbl2	47.666667	0	0	143	0
Duxbl1	47.666667	0	0	143	0
Dthd1	47.666667	143	0	0	0
Clspn	47.666667	143	0	0	0
Chn2	47.666667	143	0	0	0
Aatk	47.666667	143	0	0	0
Slc27a2	47.333333	142	0	0	0
Slc25a37	47.333333	142	0	0	0
Pld6	47.333333	142	0	0	0
Ms4a1	47.333333	0	0	142	0
Kctd1	47.333333	0	0	142	0
Fermt3	47.333333	142	0	0	0
Ext2	47.333333	142	0	0	0
Depdc1b	47.333333	142	0	0	0
Crim1	47.333333	142	0	0	0
Commd4	47.333333	142	0	0	0
Cavin1	47.333333	142	0	0	0
Bmpr2	47.333333	142	0	0	0
2510002D24Rik	47.333333	142	0	0	0
Tnfrsf25	47.000000	141	0	0	0
Syt14	47.000000	141	0	0	0
Slc39a4	47.000000	141	0	0	0
Septin5	47.000000	141	0	0	0
Sbp	47.000000	141	0	0	0
Rps4x	47.000000	0	0	141	0
Rapgefl1	47.000000	0	141	0	0
Ngrn	47.000000	141	0	0	0
Myo1e	47.000000	0	0	141	0
Krt85	47.000000	141	0	0	0
Gp1bb	47.000000	141	0	0	0
Ggt1	47.000000	141	0	0	0
Calhm6	47.000000	141	0	0	0
Tsc22d1	46.666667	140	0	0	0
Tpm2	46.666667	140	0	0	0
Tlcd3a	46.666667	140	0	0	0
St3gal4	46.666667	140	0	0	0
Sowaha	46.666667	140	0	0	0
Scrn2	46.666667	140	0	0	0
Rapgef5	46.666667	0	0	140	0
Pgm1	46.666667	140	0	0	0
Nos2	46.666667	140	0	0	0
Nifk	46.666667	0	0	140	0
Lgalsl	46.666667	140	0	0	0
Ldhb	46.666667	140	0	0	0
Irf7	46.666667	140	0	0	0
Gca	46.666667	140	0	0	0
Ecsit	46.666667	140	0	0	0
Ccdc136	46.666667	140	0	0	0
Arhgap4	46.666667	0	0	140	0
AF067061	46.666667	0	0	140	0
Usp46	46.333333	139	0	0	0
Tap1	46.333333	139	0	0	0
Susd4	46.333333	139	0	0	0
Psmb9	46.333333	139	0	0	0
Gstp2	46.333333	139	0	0	0
Gstp1	46.333333	139	0	0	0
Emc4	46.333333	139	0	0	0
Ehbp1l1	46.333333	0	0	139	0
Dusp18	46.333333	139	0	0	0
Arhgap21	46.333333	139	0	0	0
4921536K21Rik	46.333333	139	0	0	0
Tmem258	46.000000	138	0	0	0
Sh2d5	46.000000	138	0	0	0
Scp2	46.000000	0	138	0	0
Npffr1	46.000000	138	0	0	0
Med1	46.000000	138	0	0	0
Lrrc45	46.000000	138	0	0	0
Itga6	46.000000	0	0	138	0
Ifnz	46.000000	138	0	0	0
Gm13272	46.000000	138	0	0	0
Gabrd	46.000000	138	0	0	0
Furin	46.000000	138	0	0	0
Fhl2	46.000000	138	0	0	0
Creb5	46.000000	138	0	0	0
Cenpx	46.000000	138	0	0	0
Becn1	46.000000	138	0	0	0
Zfp708	45.666667	137	0	0	0
Zfp239	45.666667	137	0	0	0
Tmem121	45.666667	137	0	0	0
Timm17a	45.666667	137	0	0	0
Stat4	45.666667	137	0	0	0
Sptb	45.666667	137	0	0	0
Rnf213	45.666667	137	0	0	0
Nme5	45.666667	137	0	0	0
Ltbp2	45.666667	0	0	137	0
Fbn1	45.666667	137	0	0	0
Ebf2	45.666667	137	0	0	0
Ctu1	45.666667	137	0	0	0
Cdpf1	45.666667	137	0	0	0
Casp8	45.666667	137	0	0	0
Bcdin3d	45.666667	137	0	0	0
Zfp940	45.333333	136	0	0	0
Zfp467	45.333333	0	0	136	0
Stau2	45.333333	0	0	136	0
Sspo	45.333333	0	0	136	0
Slc35f6	45.333333	136	0	0	0
Rnf181	45.333333	136	0	0	0
Pgf	45.333333	136	0	0	0
Nipsnap1	45.333333	136	0	0	0
Lhx4	45.333333	136	0	0	0
Gm9222	45.333333	136	0	0	0
Gm20939	45.333333	136	0	0	0
Dennd5a	45.333333	136	0	0	0
Ctsh	45.333333	0	0	136	0
Cmtm3	45.333333	136	0	0	0
Tpx2	45.000000	135	0	0	0
Tex22	45.000000	135	0	0	0
Shisa2	45.000000	135	0	0	0
Rpl39	45.000000	135	0	0	0
Pnisr	45.000000	135	0	0	0
Pik3r6	45.000000	135	0	0	0
Pars2	45.000000	0	135	0	0
Pam16	45.000000	135	0	0	0
Nudt7	45.000000	0	135	0	0
Ndrg4	45.000000	135	0	0	0
Ndrg2	45.000000	135	0	0	0
Mgrn1	45.000000	135	0	0	0
Mapre3	45.000000	135	0	0	0
Lrrk1	45.000000	0	135	0	0
Kcnq3	45.000000	135	0	0	0
Jun	45.000000	135	0	0	0
Fsip1	45.000000	135	0	0	0
Fn1	45.000000	135	0	0	0
Arsa	45.000000	135	0	0	0
4932438H23Rik	45.000000	135	0	0	0
Tmem35a	44.666667	0	0	134	0
Tbl1x	44.666667	134	0	0	0
Samd10	44.666667	134	0	0	0
Rims2	44.666667	134	0	0	0
Prpf6	44.666667	134	0	0	0
Nefh	44.666667	134	0	0	0
Klrb1b	44.666667	134	0	0	0
Kctd12	44.666667	134	0	0	0
Hsd17b13	44.666667	134	0	0	0
Fam83h	44.666667	134	0	0	0
Fads2	44.666667	134	0	0	0
Basp1	44.666667	0	0	134	0
Bank1	44.666667	0	0	134	0
Abcc3	44.666667	134	0	0	0
Zswim2	44.333333	133	0	0	0
Znrf1	44.333333	133	0	0	0
Vmn1r234	44.333333	133	0	0	0
Uqcrb	44.333333	133	0	0	0
Trio	44.333333	133	0	0	0
Trim17	44.333333	133	0	0	0
Tmem255a	44.333333	133	0	0	0
Sec23b	44.333333	133	0	0	0
Rusf1	44.333333	133	0	0	0
Poglut3	44.333333	133	0	0	0
Piwil4	44.333333	133	0	0	0
Kdm5c	44.333333	133	0	0	0
Intu	44.333333	133	0	0	0
Il17rd	44.333333	133	0	0	0
Ifi208	44.333333	133	0	0	0
H3f4	44.333333	133	0	0	0
Gm10767	44.333333	133	0	0	0
Gata2	44.333333	133	0	0	0
Cnih3	44.333333	133	0	0	0
Clip1	44.333333	133	0	0	0
Chst14	44.333333	133	0	0	0
Chl1	44.333333	133	0	0	0
Ccdc125	44.333333	133	0	0	0
Zfp322a	44.000000	132	0	0	0
Wnt10a	44.000000	132	0	0	0
Ulk4	44.000000	132	0	0	0
Trmt10b	44.000000	132	0	0	0
Tnfrsf21	44.000000	132	0	0	0
Tacc2	44.000000	132	0	0	0
Siah3	44.000000	132	0	0	0
Renbp	44.000000	132	0	0	0
Rabl3	44.000000	132	0	0	0
Mocs1	44.000000	0	0	132	0
Lrrk2	44.000000	0	132	0	0
Limd1	44.000000	132	0	0	0
Kdm6a	44.000000	132	0	0	0
Kcnc1	44.000000	132	0	0	0
H2-T23	44.000000	132	0	0	0
Gtf2e1	44.000000	132	0	0	0
Fam89a	44.000000	132	0	0	0
Fam114a1	44.000000	0	0	132	0
Fah	44.000000	132	0	0	0
Dhh	44.000000	132	0	0	0
Dad1	44.000000	132	0	0	0
Cyb561	44.000000	132	0	0	0
Clstn3	44.000000	132	0	0	0
Camk4	44.000000	132	0	0	0
Zfp958	43.666667	131	0	0	0
Zfp954	43.666667	131	0	0	0
Tmx2	43.666667	131	0	0	0
Shkbp1	43.666667	131	0	0	0
Sh3kbp1	43.666667	131	0	0	0
Rlbp1	43.666667	131	0	0	0
Rbms2	43.666667	131	0	0	0
Osgepl1	43.666667	131	0	0	0
Med19	43.666667	131	0	0	0
Ier5	43.666667	131	0	0	0
Gm1673	43.666667	131	0	0	0
Crybg3	43.666667	131	0	0	0
Cd160	43.666667	131	0	0	0
1700020L24Rik	43.666667	131	0	0	0
Uqcrc2	43.333333	130	0	0	0
Tmem97	43.333333	130	0	0	0
Rdx	43.333333	130	0	0	0
Plagl1	43.333333	130	0	0	0
Pdcd7	43.333333	130	0	0	0
Nudt17	43.333333	130	0	0	0
Myzap	43.333333	0	0	130	0
Lpar5	43.333333	130	0	0	0
Fastkd1	43.333333	130	0	0	0
Cbx2	43.333333	130	0	0	0
Asic1	43.333333	130	0	0	0
Vwa3b	43.000000	129	0	0	0
St3gal5	43.000000	0	0	129	0
Psmb8	43.000000	129	0	0	0
Plcg2	43.000000	0	129	0	0
Plcb4	43.000000	129	0	0	0
Mblac1	43.000000	129	0	0	0
Iars2	43.000000	129	0	0	0
Hs3st3a1	43.000000	129	0	0	0
Helz	43.000000	129	0	0	0
Ggh	43.000000	129	0	0	0
Fbxo32	43.000000	129	0	0	0
Dusp8	43.000000	129	0	0	0
Dusp4	43.000000	129	0	0	0
Ccl27a	43.000000	0	0	129	0
Bpnt1	43.000000	129	0	0	0
Tm9sf4	42.666667	128	0	0	0
Psmc5	42.666667	128	0	0	0
Pim2	42.666667	128	0	0	0
Pcnx	42.666667	128	0	0	0
Mfsd2a	42.666667	128	0	0	0
Map7	42.666667	128	0	0	0
Lhfpl2	42.666667	128	0	0	0
Ifi27l2a	42.666667	128	0	0	0
Ftsj3	42.666667	128	0	0	0
Acss1	42.666667	0	128	0	0
1700019D03Rik	42.666667	128	0	0	0
Zmat2	42.333333	127	0	0	0
Tfcp2l1	42.333333	127	0	0	0
Psmb5	42.333333	0	127	0	0
Pdia5	42.333333	127	0	0	0
Pced1b	42.333333	127	0	0	0
Nrep	42.333333	127	0	0	0
Lhx9	42.333333	127	0	0	0
Jup	42.333333	127	0	0	0
Itgb6	42.333333	127	0	0	0
Gabarapl2	42.333333	127	0	0	0
Atp8b2	42.333333	127	0	0	0
Amigo2	42.333333	127	0	0	0
Abcg1	42.333333	127	0	0	0
Zscan30	42.000000	0	0	126	0
Zfp35	42.000000	0	0	126	0
Vash2	42.000000	126	0	0	0
Tspan33	42.000000	126	0	0	0
Tbc1d30	42.000000	126	0	0	0
Septin1	42.000000	126	0	0	0
Plekhh1	42.000000	0	126	0	0
Lrrc10b	42.000000	126	0	0	0
Lipg	42.000000	126	0	0	0
Ikbkg	42.000000	126	0	0	0
Ifi35	42.000000	126	0	0	0
Gm13283	42.000000	126	0	0	0
G6pdx	42.000000	126	0	0	0
Fjx1	42.000000	126	0	0	0
Cdkn1c	42.000000	0	0	126	0
Bhlhe41	42.000000	126	0	0	0
Atp8b3	42.000000	0	0	126	0
Agap2	42.000000	126	0	0	0
Tctex1d2	41.666667	125	0	0	0
Ssbp3	41.666667	0	0	125	0
Slc29a1	41.666667	125	0	0	0
Rbm47	41.666667	125	0	0	0
Pxylp1	41.666667	125	0	0	0
Prmt8	41.666667	125	0	0	0
Ncam1	41.666667	125	0	0	0
Icam5	41.666667	125	0	0	0
Icam4	41.666667	125	0	0	0
H2bc1	41.666667	125	0	0	0
H2ac1	41.666667	125	0	0	0
Gm42517	41.666667	125	0	0	0
Fktn	41.666667	125	0	0	0
Creb3l2	41.666667	125	0	0	0
Clec2l	41.666667	125	0	0	0
Chrnb1	41.666667	125	0	0	0
Ccr4	41.666667	125	0	0	0
Aldh1l2	41.666667	125	0	0	0
Akap7	41.666667	0	0	125	0
Spata7	41.333333	124	0	0	0
Sh3bp4	41.333333	124	0	0	0
Rps27rt	41.333333	124	0	0	0
Rab13	41.333333	124	0	0	0
Ptpn9	41.333333	124	0	0	0
Pfn4	41.333333	124	0	0	0
Npepl1	41.333333	0	0	124	0
Npdc1	41.333333	124	0	0	0
Ly86	41.333333	0	0	124	0
Kctd7	41.333333	124	0	0	0
Hspa12b	41.333333	124	0	0	0
Cd96	41.333333	124	0	0	0
B3gnt5	41.333333	124	0	0	0
Zkscan5	41.000000	123	0	0	0
Zkscan14	41.000000	123	0	0	0
Usp11	41.000000	123	0	0	0
Tspyl2	41.000000	123	0	0	0
Stk26	41.000000	123	0	0	0
Slc17a9	41.000000	123	0	0	0
Serinc2	41.000000	123	0	0	0
Prrg1	41.000000	123	0	0	0
Nf1	41.000000	123	0	0	0
Mcm5	41.000000	123	0	0	0
Map3k15	41.000000	123	0	0	0
Gas2l2	41.000000	123	0	0	0
Dydc2	41.000000	123	0	0	0
Dydc1	41.000000	123	0	0	0
Dnhd1	41.000000	123	0	0	0
Cenpi	41.000000	123	0	0	0
Atp11a	41.000000	123	0	0	0
Aqr	41.000000	123	0	0	0
Akain1	41.000000	123	0	0	0
Adra1a	41.000000	123	0	0	0
1110051M20Rik	41.000000	123	0	0	0
Zfp647	40.666667	0	0	122	0
Upk1a	40.666667	122	0	0	0
Tspan31	40.666667	122	0	0	0
Tll2	40.666667	122	0	0	0
Rgmb	40.666667	122	0	0	0
Prkar2a	40.666667	122	0	0	0
Nipal1	40.666667	122	0	0	0
Mei1	40.666667	122	0	0	0
Mast4	40.666667	122	0	0	0
Magt1	40.666667	122	0	0	0
Hsdl2	40.666667	0	0	122	0
Fbxo8	40.666667	122	0	0	0
Cox7b	40.666667	122	0	0	0
Cnga1	40.666667	122	0	0	0
Cfap77	40.666667	122	0	0	0
Cep44	40.666667	122	0	0	0
Adam15	40.666667	122	0	0	0
Zscan21	40.333333	121	0	0	0
Zmynd11	40.333333	121	0	0	0
Vipr1	40.333333	121	0	0	0
Trim21	40.333333	0	0	121	0
Tnfsf10	40.333333	121	0	0	0
Rsl1d1	40.333333	121	0	0	0
Ppil2	40.333333	121	0	0	0
Pik3c2b	40.333333	121	0	0	0
Maoa	40.333333	0	0	121	0
Lyzl4	40.333333	121	0	0	0
Hdgfl3	40.333333	121	0	0	0
Dynlt3	40.333333	0	0	121	0
Dnal1	40.333333	121	0	0	0
Dennd5b	40.333333	0	0	121	0
Zfp267	40.000000	120	0	0	0
Tyro3	40.000000	120	0	0	0
Slc43a2	40.000000	120	0	0	0
Scly	40.000000	120	0	0	0
Pspc1	40.000000	120	0	0	0
P2rx2	40.000000	120	0	0	0
Npl	40.000000	120	0	0	0
Neurog2	40.000000	120	0	0	0
Myrf	40.000000	0	0	120	0
Mta1	40.000000	120	0	0	0
Lrcol1	40.000000	120	0	0	0
Il2ra	40.000000	120	0	0	0
Gimap7	40.000000	120	0	0	0
Dars2	40.000000	120	0	0	0
Cyp4f17	40.000000	120	0	0	0
Ctsl	40.000000	120	0	0	0
Aprt	40.000000	0	0	120	0
Ankrd55	40.000000	120	0	0	0
Aar2	40.000000	0	0	120	0
Zfp592	39.666667	0	0	119	0
Zfp423	39.666667	119	0	0	0
Nxnl2	39.666667	119	0	0	0
Hsd17b2	39.666667	0	0	119	0
Filip1	39.666667	119	0	0	0
AB124611	39.666667	119	0	0	0
Zfp712	39.333333	118	0	0	0
Zfp677	39.333333	118	0	0	0
Zfp146	39.333333	118	0	0	0
Vps26b	39.333333	118	0	0	0
Tk1	39.333333	118	0	0	0
Thegl	39.333333	118	0	0	0
Siglecg	39.333333	0	0	118	0
Sema6b	39.333333	118	0	0	0
Rpl13	39.333333	0	0	118	0
Plekhf1	39.333333	118	0	0	0
Pam	39.333333	118	0	0	0
Nek7	39.333333	0	0	118	0
Ncapd3	39.333333	118	0	0	0
Myd88	39.333333	118	0	0	0
Filip1l	39.333333	0	0	118	0
Dusp15	39.333333	118	0	0	0
Dnajc6	39.333333	118	0	0	0
Ccr7	39.333333	118	0	0	0
Axin2	39.333333	118	0	0	0
Adcy9	39.333333	118	0	0	0
Acaa1a	39.333333	118	0	0	0
Xdh	39.000000	117	0	0	0
Vars2	39.000000	117	0	0	0
Top2b	39.000000	117	0	0	0
Tbc1d24	39.000000	117	0	0	0
Syngr1	39.000000	117	0	0	0
Slc17a4	39.000000	0	0	117	0
Rtbdn	39.000000	117	0	0	0
Prkx	39.000000	117	0	0	0
Inava	39.000000	117	0	0	0
Gabarapl1	39.000000	117	0	0	0
Fgd3	39.000000	117	0	0	0
Epha10	39.000000	117	0	0	0
Dynlrb2	39.000000	117	0	0	0
Dand5	39.000000	117	0	0	0
Cplane2	39.000000	117	0	0	0
Cmtm4	39.000000	0	0	117	0
Abcd4	39.000000	117	0	0	0
Pnp	38.666667	116	0	0	0
Pkp2	38.666667	116	0	0	0
Phactr2	38.666667	116	0	0	0
P3h1	38.666667	116	0	0	0
Huwe1	38.666667	116	0	0	0
AU022252	38.666667	116	0	0	0
Zcchc3	38.333333	115	0	0	0
Uba7	38.333333	115	0	0	0
Tnfrsf13b	38.333333	0	0	115	0
Thsd1	38.333333	115	0	0	0
Tescl	38.333333	115	0	0	0
Megf8	38.333333	115	0	0	0
Mef2c	38.333333	0	0	115	0
Hyi	38.333333	115	0	0	0
H2-Q4	38.333333	115	0	0	0
Duoxa2	38.333333	115	0	0	0
Duox2	38.333333	115	0	0	0
Blcap	38.333333	0	0	115	0
Baz2b	38.333333	115	0	0	0
9130019O22Rik	38.333333	115	0	0	0
6820408C15Rik	38.333333	115	0	0	0
Zfp329	38.000000	114	0	0	0
Zfp141	38.000000	114	0	0	0
Uxt	38.000000	114	0	0	0
Ubxn11	38.000000	114	0	0	0
Tsr2	38.000000	114	0	0	0
Trappc2	38.000000	114	0	0	0
Tlk1	38.000000	0	0	114	0
Taf1	38.000000	114	0	0	0
Rxrg	38.000000	114	0	0	0
Rbbp9	38.000000	114	0	0	0
Ptk7	38.000000	114	0	0	0
Pex11g	38.000000	114	0	0	0
Ofd1	38.000000	114	0	0	0
Mettl27	38.000000	114	0	0	0
Med12l	38.000000	114	0	0	0
Itpripl2	38.000000	114	0	0	0
Gm51425	38.000000	114	0	0	0
Gm45871	38.000000	114	0	0	0
Fam3a	38.000000	114	0	0	0
Elk1	38.000000	114	0	0	0
Eid2b	38.000000	114	0	0	0
Dntt	38.000000	114	0	0	0
Ccdc38	38.000000	114	0	0	0
Blnk	38.000000	0	0	114	0
Bcam	38.000000	114	0	0	0
Arc	38.000000	114	0	0	0
Amdhd1	38.000000	114	0	0	0
Acyp2	38.000000	114	0	0	0
2610008E11Rik	38.000000	114	0	0	0
Xkrx	37.666667	113	0	0	0
Tmem30b	37.666667	113	0	0	0
Thyn1	37.666667	113	0	0	0
Slc9a7	37.666667	113	0	0	0
Rpa2	37.666667	113	0	0	0
Rbm10	37.666667	113	0	0	0
P2ry12	37.666667	113	0	0	0
Ndufb11	37.666667	113	0	0	0
Mag	37.666667	113	0	0	0
Gpx8	37.666667	113	0	0	0
Frmd5	37.666667	113	0	0	0
Epb41l4a	37.666667	113	0	0	0
Dnajc18	37.666667	113	0	0	0
Csnk1e	37.666667	0	0	113	0
Bola1	37.666667	113	0	0	0
