Target_genes	Gli3|Average	SRX20599249|Cortex	SRX23462396|Embryonic_brains	SRX23462397|Embryonic_brains	SRX23462398|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Mrgprg	41.600000	208	0	0	0	0	0
Lypd4	41.600000	208	0	0	0	0	0
H3f4	41.600000	208	0	0	0	0	0
Ftl1	41.600000	208	0	0	0	0	0
Fancd2	41.600000	0	208	0	0	0	0
Emc3	41.600000	0	208	0	0	0	0
Dmrtc2	41.600000	208	0	0	0	0	0
Cep131	41.600000	208	0	0	0	0	0
Ccdc136	41.600000	208	0	0	0	0	0
Zfp707	41.400000	0	207	0	0	0	0
Vmn1r53	41.400000	207	0	0	0	0	0
Uros	41.400000	207	0	0	0	0	0
Slc6a19	41.400000	207	0	0	0	0	0
Slc5a3	41.400000	207	0	0	0	0	0
Shd	41.400000	207	0	0	0	0	0
Shcbp1	41.400000	207	0	0	0	0	0
Prr7	41.400000	207	0	0	0	0	0
Prom2	41.400000	207	0	0	0	0	0
Pcdha11	41.400000	207	0	0	0	0	0
Noc4l	41.400000	207	0	0	0	0	0
Mrto4	41.400000	207	0	0	0	0	0
Mrps6	41.400000	207	0	0	0	0	0
Gm5741	41.400000	207	0	0	0	0	0
Gja4	41.400000	207	0	0	0	0	0
Ghsr	41.400000	207	0	0	0	0	0
Fbxw9	41.400000	207	0	0	0	0	0
Emc1	41.400000	207	0	0	0	0	0
Ece1	41.400000	207	0	0	0	0	0
Ddx51	41.400000	207	0	0	0	0	0
Cyth4	41.400000	207	0	0	0	0	0
Blnk	41.400000	0	207	0	0	0	0
Bglap3	41.400000	207	0	0	0	0	0
Bglap2	41.400000	207	0	0	0	0	0
Bccip	41.400000	207	0	0	0	0	0
Tyrobp	41.200000	206	0	0	0	0	0
Tspoap1	41.200000	206	0	0	0	0	0
Sod3	41.200000	206	0	0	0	0	0
Slc25a34	41.200000	206	0	0	0	0	0
Psapl1	41.200000	206	0	0	0	0	0
Pkn3	41.200000	206	0	0	0	0	0
Pcdha7	41.200000	206	0	0	0	0	0
Olfr376	41.200000	206	0	0	0	0	0
Nfkbid	41.200000	206	0	0	0	0	0
Kif3c	41.200000	0	206	0	0	0	0
Igfbp6	41.200000	206	0	0	0	0	0
Hcst	41.200000	206	0	0	0	0	0
Gpbar1	41.200000	206	0	0	0	0	0
Gm38667	41.200000	206	0	0	0	0	0
Ehd2	41.200000	206	0	0	0	0	0
Capn15	41.200000	206	0	0	0	0	0
9530002B09Rik	41.200000	206	0	0	0	0	0
7530416G11Rik	41.200000	206	0	0	0	0	0
Spsb1	41.000000	205	0	0	0	0	0
Pigo	41.000000	205	0	0	0	0	0
Oprd1	41.000000	205	0	0	0	0	0
Ocln	41.000000	205	0	0	0	0	0
Nr1h3	41.000000	205	0	0	0	0	0
Krtap12-1	41.000000	205	0	0	0	0	0
Krt16	41.000000	205	0	0	0	0	0
Kcnj11	41.000000	205	0	0	0	0	0
Htr6	41.000000	205	0	0	0	0	0
Grasp	41.000000	205	0	0	0	0	0
Gm10142	41.000000	205	0	0	0	0	0
Gm10024	41.000000	205	0	0	0	0	0
Fkrp	41.000000	0	0	0	205	0	0
Fermt3	41.000000	205	0	0	0	0	0
Epha4	41.000000	0	205	0	0	0	0
Cyp2s1	41.000000	205	0	0	0	0	0
Ccdc9	41.000000	205	0	0	0	0	0
Alox12b	41.000000	205	0	0	0	0	0
Trnau1ap	40.800000	204	0	0	0	0	0
Tnfrsf10b	40.800000	204	0	0	0	0	0
Tmem184a	40.800000	204	0	0	0	0	0
Rpl27	40.800000	0	204	0	0	0	0
Rell2	40.800000	204	0	0	0	0	0
Lhx6	40.800000	204	0	0	0	0	0
Hoxb6	40.800000	204	0	0	0	0	0
Hoxb5	40.800000	204	0	0	0	0	0
Hdac3	40.800000	204	0	0	0	0	0
Fbxo6	40.800000	204	0	0	0	0	0
Fbxo44	40.800000	204	0	0	0	0	0
Fbxo2	40.800000	204	0	0	0	0	0
Dmac2	40.800000	204	0	0	0	0	0
Coro1a	40.800000	204	0	0	0	0	0
B3gnt8	40.800000	204	0	0	0	0	0
Acp5	40.800000	204	0	0	0	0	0
Abcc10	40.800000	204	0	0	0	0	0
Zkscan5	40.600000	203	0	0	0	0	0
Zkscan14	40.600000	203	0	0	0	0	0
Zfp72	40.600000	203	0	0	0	0	0
Zfp60	40.600000	203	0	0	0	0	0
Zfp488	40.600000	203	0	0	0	0	0
Xpr1	40.600000	203	0	0	0	0	0
Xkr8	40.600000	203	0	0	0	0	0
Wnt8a	40.600000	203	0	0	0	0	0
Was	40.600000	203	0	0	0	0	0
Vpreb2	40.600000	203	0	0	0	0	0
Vmn2r1	40.600000	203	0	0	0	0	0
Uspl1	40.600000	203	0	0	0	0	0
Ucp1	40.600000	203	0	0	0	0	0
Tmem247	40.600000	203	0	0	0	0	0
Tmem207	40.600000	203	0	0	0	0	0
Tmem120b	40.600000	203	0	0	0	0	0
Tinagl1	40.600000	203	0	0	0	0	0
Tapbpl	40.600000	203	0	0	0	0	0
Steap4	40.600000	203	0	0	0	0	0
Sst	40.600000	203	0	0	0	0	0
Ssr3	40.600000	203	0	0	0	0	0
Speer4f1	40.600000	203	0	0	0	0	0
Spaca3	40.600000	203	0	0	0	0	0
Snx31	40.600000	203	0	0	0	0	0
Smim17	40.600000	203	0	0	0	0	0
Slc25a35	40.600000	203	0	0	0	0	0
Slc14a1	40.600000	203	0	0	0	0	0
Sirt2	40.600000	203	0	0	0	0	0
Sh2d6	40.600000	203	0	0	0	0	0
Rpl39l	40.600000	203	0	0	0	0	0
Rpl32l	40.600000	203	0	0	0	0	0
Rpl13a	40.600000	203	0	0	0	0	0
Rph3al	40.600000	203	0	0	0	0	0
Rnf214	40.600000	203	0	0	0	0	0
Rnf187	40.600000	203	0	0	0	0	0
Rnf17	40.600000	203	0	0	0	0	0
Rangrf	40.600000	203	0	0	0	0	0
Rad21l	40.600000	203	0	0	0	0	0
Ptpdc1	40.600000	203	0	0	0	0	0
Plxnb1	40.600000	203	0	0	0	0	0
Plekha7	40.600000	203	0	0	0	0	0
Pik3cg	40.600000	203	0	0	0	0	0
Pcsk7	40.600000	203	0	0	0	0	0
Olfr702	40.600000	203	0	0	0	0	0
Olfr66	40.600000	203	0	0	0	0	0
Olfr654	40.600000	203	0	0	0	0	0
Olfr315	40.600000	203	0	0	0	0	0
Olfr284	40.600000	203	0	0	0	0	0
Olfm3	40.600000	203	0	0	0	0	0
Nmu	40.600000	203	0	0	0	0	0
Nfkbib	40.600000	203	0	0	0	0	0
Naip5	40.600000	203	0	0	0	0	0
Muc5ac	40.600000	203	0	0	0	0	0
Mrpl2	40.600000	203	0	0	0	0	0
Morf4l1	40.600000	203	0	0	0	0	0
Morc1	40.600000	203	0	0	0	0	0
Lexm	40.600000	203	0	0	0	0	0
Lce3b	40.600000	203	0	0	0	0	0
Lca5	40.600000	203	0	0	0	0	0
Krt9	40.600000	203	0	0	0	0	0
Krt71	40.600000	203	0	0	0	0	0
Krt13	40.600000	203	0	0	0	0	0
Klc4	40.600000	203	0	0	0	0	0
Kcnq1	40.600000	203	0	0	0	0	0
Il25	40.600000	203	0	0	0	0	0
Hyls1	40.600000	203	0	0	0	0	0
Hpf1	40.600000	203	0	0	0	0	0
Hif3a	40.600000	203	0	0	0	0	0
Gstm7	40.600000	203	0	0	0	0	0
Grem2	40.600000	203	0	0	0	0	0
Gramd2	40.600000	203	0	0	0	0	0
Gm5767	40.600000	203	0	0	0	0	0
Gm2004	40.600000	203	0	0	0	0	0
Gm14625	40.600000	203	0	0	0	0	0
Gle1	40.600000	203	0	0	0	0	0
Gjb3	40.600000	203	0	0	0	0	0
Fgf6	40.600000	203	0	0	0	0	0
Exosc3	40.600000	203	0	0	0	0	0
Etnppl	40.600000	203	0	0	0	0	0
Efcab6	40.600000	203	0	0	0	0	0
Dop1b	40.600000	203	0	0	0	0	0
Dio1	40.600000	203	0	0	0	0	0
Dbx1	40.600000	203	0	0	0	0	0
Cmtm5	40.600000	203	0	0	0	0	0
Cib2	40.600000	203	0	0	0	0	0
Cdhr1	40.600000	203	0	0	0	0	0
Ccnb1ip1	40.600000	203	0	0	0	0	0
Car8	40.600000	203	0	0	0	0	0
Car4	40.600000	203	0	0	0	0	0
Car15	40.600000	203	0	0	0	0	0
Capn1	40.600000	203	0	0	0	0	0
Cacnb1	40.600000	203	0	0	0	0	0
Btg4	40.600000	203	0	0	0	0	0
Brpf1	40.600000	203	0	0	0	0	0
Asb10	40.600000	203	0	0	0	0	0
Arl11	40.600000	203	0	0	0	0	0
Aqp7	40.600000	203	0	0	0	0	0
Ap1m2	40.600000	203	0	0	0	0	0
Ankk1	40.600000	203	0	0	0	0	0
Adam19	40.600000	203	0	0	0	0	0
Abo	40.600000	203	0	0	0	0	0
2310050C09Rik	40.600000	203	0	0	0	0	0
1700042G07Rik	40.600000	203	0	0	0	0	0
Zfp574	40.400000	202	0	0	0	0	0
Trim72	40.400000	202	0	0	0	0	0
Slc5a11	40.400000	202	0	0	0	0	0
Proser3	40.400000	202	0	0	0	0	0
Med16	40.400000	202	0	0	0	0	0
Lin37	40.400000	202	0	0	0	0	0
Hspb6	40.400000	202	0	0	0	0	0
Hapln4	40.400000	202	0	0	0	0	0
Cnksr1	40.400000	202	0	0	0	0	0
BC029722	40.400000	202	0	0	0	0	0
Ass1	40.400000	202	0	0	0	0	0
Twnk	40.200000	201	0	0	0	0	0
Trp53inp2	40.200000	201	0	0	0	0	0
Psd	40.200000	201	0	0	0	0	0
Pbxip1	40.200000	201	0	0	0	0	0
Mrpl43	40.200000	201	0	0	0	0	0
Marveld2	40.200000	201	0	0	0	0	0
Kcna4	40.200000	201	0	0	0	0	0
Grin1	40.200000	201	0	0	0	0	0
Gpr26	40.200000	201	0	0	0	0	0
Gm33887	40.200000	201	0	0	0	0	0
Gm10778	40.200000	201	0	0	0	0	0
Fbxl15	40.200000	201	0	0	0	0	0
Dmrtb1	40.200000	201	0	0	0	0	0
Best2	40.200000	201	0	0	0	0	0
Asphd2	40.200000	201	0	0	0	0	0
Arhgef1	40.200000	201	0	0	0	0	0
Wnt6	40.000000	200	0	0	0	0	0
Vps52	40.000000	200	0	0	0	0	0
Tnf	40.000000	200	0	0	0	0	0
Rps18	40.000000	200	0	0	0	0	0
Rab11fip1	40.000000	200	0	0	0	0	0
Prss8	40.000000	200	0	0	0	0	0
Olfr609	40.000000	200	0	0	0	0	0
Nudt1	40.000000	200	0	0	0	0	0
Msi1	40.000000	0	200	0	0	0	0
Mrm2	40.000000	200	0	0	0	0	0
Lta	40.000000	200	0	0	0	0	0
Lrrc25	40.000000	200	0	0	0	0	0
Klk10	40.000000	200	0	0	0	0	0
Kcnn1	40.000000	200	0	0	0	0	0
Fiz1	40.000000	200	0	0	0	0	0
Cyyr1	40.000000	200	0	0	0	0	0
Apeh	40.000000	200	0	0	0	0	0
Alkbh6	40.000000	200	0	0	0	0	0
5031439G07Rik	40.000000	200	0	0	0	0	0
2200002J24Rik	40.000000	200	0	0	0	0	0
Znrd2	39.800000	199	0	0	0	0	0
Ubald1	39.800000	199	0	0	0	0	0
St6galnac4	39.800000	199	0	0	0	0	0
Slc35e1	39.800000	199	0	0	0	0	0
Serpinh1	39.800000	199	0	0	0	0	0
Rprml	39.800000	199	0	0	0	0	0
Rapsn	39.800000	199	0	0	0	0	0
Prf1	39.800000	199	0	0	0	0	0
Olfr1155	39.800000	199	0	0	0	0	0
Lrg1	39.800000	199	0	0	0	0	0
Kcnh2	39.800000	199	0	0	0	0	0
Igf2	39.800000	199	0	0	0	0	0
Gnb3	39.800000	199	0	0	0	0	0
Fgf11	39.800000	199	0	0	0	0	0
Fam89b	39.800000	199	0	0	0	0	0
Ehbp1l1	39.800000	199	0	0	0	0	0
Csnk1g2	39.800000	199	0	0	0	0	0
Chrnb1	39.800000	199	0	0	0	0	0
Cdkn1a	39.800000	199	0	0	0	0	0
Atp4a	39.800000	199	0	0	0	0	0
Acp7	39.800000	199	0	0	0	0	0
Tbc1d10c	39.600000	198	0	0	0	0	0
Stxbp2	39.600000	198	0	0	0	0	0
Slc26a1	39.600000	198	0	0	0	0	0
Ppp1ca	39.600000	198	0	0	0	0	0
Ly6g6g	39.600000	198	0	0	0	0	0
Kcp	39.600000	198	0	0	0	0	0
Hlcs	39.600000	198	0	0	0	0	0
Epn3	39.600000	198	0	0	0	0	0
Drd5	39.600000	198	0	0	0	0	0
Cldn24	39.600000	198	0	0	0	0	0
Cldn22	39.600000	198	0	0	0	0	0
Cel	39.600000	198	0	0	0	0	0
Cdca8	39.600000	198	0	0	0	0	0
9930104L06Rik	39.600000	198	0	0	0	0	0
Vps18	39.400000	0	197	0	0	0	0
Vipr1	39.400000	197	0	0	0	0	0
Slc38a8	39.400000	197	0	0	0	0	0
Sirt6	39.400000	197	0	0	0	0	0
Sema4b	39.400000	197	0	0	0	0	0
Sds	39.400000	197	0	0	0	0	0
Prss40	39.400000	197	0	0	0	0	0
Muc2	39.400000	197	0	0	0	0	0
Mro	39.400000	0	197	0	0	0	0
Maff	39.400000	197	0	0	0	0	0
Lyzl4	39.400000	197	0	0	0	0	0
Krt87	39.400000	197	0	0	0	0	0
Kcnj8	39.400000	0	197	0	0	0	0
Ipo13	39.400000	197	0	0	0	0	0
Hemk1	39.400000	197	0	0	0	0	0
Hdgfl1	39.400000	197	0	0	0	0	0
Fkbp10	39.400000	197	0	0	0	0	0
Apc2	39.400000	197	0	0	0	0	0
Ankrd24	39.400000	197	0	0	0	0	0
6430571L13Rik	39.400000	197	0	0	0	0	0
Tlr9	39.200000	196	0	0	0	0	0
Slc44a2	39.200000	196	0	0	0	0	0
Pmch	39.200000	196	0	0	0	0	0
Pgp	39.200000	196	0	0	0	0	0
Palm3	39.200000	196	0	0	0	0	0
Obsl1	39.200000	196	0	0	0	0	0
Mlst8	39.200000	196	0	0	0	0	0
Mien1	39.200000	196	0	0	0	0	0
Inha	39.200000	196	0	0	0	0	0
Ing1	39.200000	196	0	0	0	0	0
Hcrtr1	39.200000	196	0	0	0	0	0
Gsdmc4	39.200000	196	0	0	0	0	0
Grin3a	39.200000	196	0	0	0	0	0
Gng7	39.200000	196	0	0	0	0	0
Gimap5	39.200000	196	0	0	0	0	0
Gimap1	39.200000	196	0	0	0	0	0
Flcn	39.200000	196	0	0	0	0	0
Cyth2	39.200000	196	0	0	0	0	0
Bricd5	39.200000	196	0	0	0	0	0
Tstd1	39.000000	195	0	0	0	0	0
Tbl3	39.000000	195	0	0	0	0	0
Slc29a3	39.000000	195	0	0	0	0	0
Scrib	39.000000	195	0	0	0	0	0
S1pr5	39.000000	195	0	0	0	0	0
Prkag1	39.000000	195	0	0	0	0	0
Prb1	39.000000	195	0	0	0	0	0
Ocstamp	39.000000	195	0	0	0	0	0
Notum	39.000000	195	0	0	0	0	0
Myo1f	39.000000	195	0	0	0	0	0
Mpo	39.000000	195	0	0	0	0	0
Loxl1	39.000000	195	0	0	0	0	0
Gpank1	39.000000	195	0	0	0	0	0
Gas1	39.000000	195	0	0	0	0	0
Fgf4	39.000000	195	0	0	0	0	0
D17H6S53E	39.000000	195	0	0	0	0	0
Cdx1	39.000000	195	0	0	0	0	0
Cdh24	39.000000	195	0	0	0	0	0
BC028528	39.000000	195	0	0	0	0	0
Apom	39.000000	195	0	0	0	0	0
Aph1a	39.000000	195	0	0	0	0	0
Adam3	39.000000	195	0	0	0	0	0
Uba7	38.800000	194	0	0	0	0	0
Tpgs1	38.800000	194	0	0	0	0	0
Tomm20l	38.800000	194	0	0	0	0	0
Tas2r144	38.800000	194	0	0	0	0	0
Sycn	38.800000	194	0	0	0	0	0
Sema6b	38.800000	194	0	0	0	0	0
Rhox3c	38.800000	194	0	0	0	0	0
Relb	38.800000	194	0	0	0	0	0
Ptms	38.800000	0	194	0	0	0	0
Pla2g3	38.800000	194	0	0	0	0	0
Phldb3	38.800000	194	0	0	0	0	0
Nkx3-2	38.800000	194	0	0	0	0	0
Madcam1	38.800000	194	0	0	0	0	0
Inpp5j	38.800000	194	0	0	0	0	0
Gpr162	38.800000	194	0	0	0	0	0
Gjd3	38.800000	194	0	0	0	0	0
Eif4a3	38.800000	194	0	0	0	0	0
Card14	38.800000	194	0	0	0	0	0
Capn5	38.800000	194	0	0	0	0	0
Bok	38.800000	194	0	0	0	0	0
Zscan10	38.600000	193	0	0	0	0	0
Tnfaip8l2	38.600000	193	0	0	0	0	0
Slc2a8	38.600000	193	0	0	0	0	0
Plcxd1	38.600000	193	0	0	0	0	0
Nrn1l	38.600000	193	0	0	0	0	0
Krt82	38.600000	193	0	0	0	0	0
Kif7	38.600000	193	0	0	0	0	0
Gulo	38.600000	193	0	0	0	0	0
Gtpbp6	38.600000	193	0	0	0	0	0
Fes	38.600000	193	0	0	0	0	0
Cfl1	38.600000	193	0	0	0	0	0
Cfap100	38.600000	0	193	0	0	0	0
4931408C20Rik	38.600000	0	81	112	0	0	0
Zfp865	38.400000	192	0	0	0	0	0
Zfp524	38.400000	192	0	0	0	0	0
Zfp286	38.400000	192	0	0	0	0	0
Zdhhc12	38.400000	192	0	0	0	0	0
Ypel3	38.400000	192	0	0	0	0	0
Yif1b	38.400000	192	0	0	0	0	0
Wfdc16	38.400000	192	0	0	0	0	0
Wbp2	38.400000	192	0	0	0	0	0
Vps28	38.400000	192	0	0	0	0	0
Vpreb1	38.400000	192	0	0	0	0	0
Vmn2r11	38.400000	192	0	0	0	0	0
Ushbp1	38.400000	192	0	0	0	0	0
Usf2	38.400000	192	0	0	0	0	0
Ttc27	38.400000	192	0	0	0	0	0
Tsc22d1	38.400000	192	0	0	0	0	0
Trim58	38.400000	192	0	0	0	0	0
Top3b	38.400000	192	0	0	0	0	0
Tnfsf15	38.400000	192	0	0	0	0	0
Tmprss13	38.400000	192	0	0	0	0	0
Tmod4	38.400000	192	0	0	0	0	0
Tiam2	38.400000	192	0	0	0	0	0
Tbx6	38.400000	192	0	0	0	0	0
Tax1bp3	38.400000	192	0	0	0	0	0
Tacc2	38.400000	192	0	0	0	0	0
Suox	38.400000	192	0	0	0	0	0
Sumf1	38.400000	192	0	0	0	0	0
Spem1	38.400000	192	0	0	0	0	0
Spag8	38.400000	192	0	0	0	0	0
Sp2	38.400000	192	0	0	0	0	0
Slco2b1	38.400000	192	0	0	0	0	0
Slc44a3	38.400000	192	0	0	0	0	0
Slc30a3	38.400000	192	0	0	0	0	0
Slc22a3	38.400000	192	0	0	0	0	0
Slc1a7	38.400000	192	0	0	0	0	0
Sgk1	38.400000	192	0	0	0	0	0
Sertad3	38.400000	192	0	0	0	0	0
Serpine3	38.400000	192	0	0	0	0	0
Secisbp2l	38.400000	192	0	0	0	0	0
Sec14l4	38.400000	192	0	0	0	0	0
Sdhaf1	38.400000	192	0	0	0	0	0
Rhox1	38.400000	192	0	0	0	0	0
Rhbdl2	38.400000	192	0	0	0	0	0
Rgs8	38.400000	192	0	0	0	0	0
Rfxap	38.400000	192	0	0	0	0	0
Rbm44	38.400000	192	0	0	0	0	0
Rarres2	38.400000	192	0	0	0	0	0
Rangap1	38.400000	192	0	0	0	0	0
Psmg4	38.400000	192	0	0	0	0	0
Prss38	38.400000	192	0	0	0	0	0
Ppp1r3c	38.400000	192	0	0	0	0	0
Ppm1n	38.400000	192	0	0	0	0	0
Pofut2	38.400000	192	0	0	0	0	0
Plch2	38.400000	192	0	0	0	0	0
Pkd1l2	38.400000	192	0	0	0	0	0
Pithd1	38.400000	192	0	0	0	0	0
Pim3	38.400000	192	0	0	0	0	0
Pdp2	38.400000	192	0	0	0	0	0
Pde4a	38.400000	192	0	0	0	0	0
Pacs2	38.400000	192	0	0	0	0	0
Otud4	38.400000	192	0	0	0	0	0
Ncoa4	38.400000	192	0	0	0	0	0
Myo3a	38.400000	192	0	0	0	0	0
Mylk3	38.400000	192	0	0	0	0	0
Mrpl55	38.400000	192	0	0	0	0	0
Mrpl4	38.400000	192	0	0	0	0	0
Mogat1	38.400000	192	0	0	0	0	0
Mcrs1	38.400000	192	0	0	0	0	0
Mars1	38.400000	192	0	0	0	0	0
Ly6k	38.400000	192	0	0	0	0	0
Ly6h	38.400000	192	0	0	0	0	0
Lhcgr	38.400000	192	0	0	0	0	0
Leng8	38.400000	192	0	0	0	0	0
Lap3	38.400000	192	0	0	0	0	0
Klk13	38.400000	192	0	0	0	0	0
Klf11	38.400000	192	0	0	0	0	0
Kcnt1	38.400000	192	0	0	0	0	0
Kcnk6	38.400000	192	0	0	0	0	0
Itga6	38.400000	192	0	0	0	0	0
Il18r1	38.400000	192	0	0	0	0	0
Il11ra1	38.400000	192	0	0	0	0	0
Hrh2	38.400000	192	0	0	0	0	0
Hint2	38.400000	192	0	0	0	0	0
Hgfac	38.400000	192	0	0	0	0	0
Hebp1	38.400000	192	0	0	0	0	0
Grn	38.400000	192	0	0	0	0	0
Gpr108	38.400000	192	0	0	0	0	0
Golt1a	38.400000	192	0	0	0	0	0
Gdf10	38.400000	192	0	0	0	0	0
Gcnt1	38.400000	192	0	0	0	0	0
Gbgt1	38.400000	192	0	0	0	0	0
Galt	38.400000	192	0	0	0	0	0
Fxyd3	38.400000	192	0	0	0	0	0
Fthl17c	38.400000	192	0	0	0	0	0
Fthl17-ps1	38.400000	192	0	0	0	0	0
Fsip2	38.400000	192	0	0	0	0	0
Fpr-rs4	38.400000	192	0	0	0	0	0
Fer	38.400000	192	0	0	0	0	0
Fdps	38.400000	192	0	0	0	0	0
Fcrlb	38.400000	192	0	0	0	0	0
Emc6	38.400000	192	0	0	0	0	0
Eid3	38.400000	192	0	0	0	0	0
Dnajc5g	38.400000	192	0	0	0	0	0
Defb40	38.400000	192	0	0	0	0	0
Cyp2c70	38.400000	192	0	0	0	0	0
Cyp11b2	38.400000	192	0	0	0	0	0
Cyct	38.400000	192	0	0	0	0	0
Comp	38.400000	192	0	0	0	0	0
Ciita	38.400000	192	0	0	0	0	0
Cdkl4	38.400000	192	0	0	0	0	0
Cd34	38.400000	192	0	0	0	0	0
Ccl22	38.400000	192	0	0	0	0	0
Ccdc69	38.400000	192	0	0	0	0	0
Cblc	38.400000	192	0	0	0	0	0
CK137956	38.400000	192	0	0	0	0	0
Birc6	38.400000	192	0	0	0	0	0
Bcl6b	38.400000	192	0	0	0	0	0
Babam1	38.400000	192	0	0	0	0	0
Arhgap4	38.400000	192	0	0	0	0	0
Ar	38.400000	192	0	0	0	0	0
Apob	38.400000	192	0	0	0	0	0
Ano7	38.400000	192	0	0	0	0	0
Adh4	38.400000	192	0	0	0	0	0
Adam32	38.400000	192	0	0	0	0	0
Acnat2	38.400000	192	0	0	0	0	0
Ackr2	38.400000	192	0	0	0	0	0
9330182O14Rik	38.400000	192	0	0	0	0	0
2310033P09Rik	38.400000	192	0	0	0	0	0
1700020D05Rik	38.400000	192	0	0	0	0	0
0610010K14Rik	38.400000	192	0	0	0	0	0
Zscan25	38.200000	191	0	0	0	0	0
Ubald2	38.200000	191	0	0	0	0	0
Tmem171	38.200000	191	0	0	0	0	0
Tlr12	38.200000	191	0	0	0	0	0
Ntsr1	38.200000	191	0	0	0	0	0
Lgals3	38.200000	191	0	0	0	0	0
Krt79	38.200000	191	0	0	0	0	0
Kifbp	38.200000	191	0	0	0	0	0
Ifnl2	38.200000	191	0	0	0	0	0
Gsc2	38.200000	191	0	0	0	0	0
Gpr146	38.200000	191	0	0	0	0	0
Gdpd5	38.200000	191	0	0	0	0	0
Fads2	38.200000	0	191	0	0	0	0
Ess2	38.200000	191	0	0	0	0	0
Adamts4	38.200000	191	0	0	0	0	0
Acot5	38.200000	191	0	0	0	0	0
Trim15	38.000000	190	0	0	0	0	0
Trim10	38.000000	190	0	0	0	0	0
Slc6a9	38.000000	190	0	0	0	0	0
R3hdml	38.000000	190	0	0	0	0	0
Pou2f3	38.000000	190	0	0	0	0	0
Pcdhb10	38.000000	190	0	0	0	0	0
Pcdha9	38.000000	190	0	0	0	0	0
Noxo1	38.000000	190	0	0	0	0	0
Myl3	38.000000	190	0	0	0	0	0
Lypd5	38.000000	190	0	0	0	0	0
Hspb1	38.000000	190	0	0	0	0	0
H60b	38.000000	190	0	0	0	0	0
H2-Q4	38.000000	190	0	0	0	0	0
Grm2	38.000000	190	0	0	0	0	0
Gm28459	38.000000	190	0	0	0	0	0
Gm21918	38.000000	190	0	0	0	0	0
Gm21908	38.000000	190	0	0	0	0	0
Gm21843	38.000000	190	0	0	0	0	0
Gm21805	38.000000	190	0	0	0	0	0
Gm21753	38.000000	190	0	0	0	0	0
Gm21751	38.000000	190	0	0	0	0	0
Gm21724	38.000000	190	0	0	0	0	0
Gfer	38.000000	190	0	0	0	0	0
Dpysl4	38.000000	105	85	0	0	0	0
Ddx4	38.000000	190	0	0	0	0	0
Carmil2	38.000000	190	0	0	0	0	0
Card9	38.000000	190	0	0	0	0	0
Asprv1	38.000000	190	0	0	0	0	0
Akt1	38.000000	190	0	0	0	0	0
Zfp319	37.800000	189	0	0	0	0	0
Usb1	37.800000	189	0	0	0	0	0
Tmem235	37.800000	189	0	0	0	0	0
Sqstm1	37.800000	189	0	0	0	0	0
Spaar	37.800000	189	0	0	0	0	0
Rbm38	37.800000	189	0	0	0	0	0
Ptprv	37.800000	189	0	0	0	0	0
Ptpn7	37.800000	189	0	0	0	0	0
Phf12	37.800000	189	0	0	0	0	0
Mb	37.800000	189	0	0	0	0	0
Ky	37.800000	189	0	0	0	0	0
Hrct1	37.800000	189	0	0	0	0	0
Hk1	37.800000	189	0	0	0	0	0
Gm38538	37.800000	189	0	0	0	0	0
Arhgef37	37.800000	189	0	0	0	0	0
Zap70	37.600000	188	0	0	0	0	0
Tmem151a	37.600000	188	0	0	0	0	0
Sstr3	37.600000	188	0	0	0	0	0
Slc22a18	37.600000	188	0	0	0	0	0
Slc15a3	37.600000	188	0	0	0	0	0
Plec	37.600000	188	0	0	0	0	0
Nr2e3	37.600000	188	0	0	0	0	0
Mfsd6l	37.600000	188	0	0	0	0	0
Lpar2	37.600000	188	0	0	0	0	0
Klf15	37.600000	188	0	0	0	0	0
Kdelr1	37.600000	188	0	0	0	0	0
Irf7	37.600000	188	0	0	0	0	0
Ifitm10	37.600000	188	0	0	0	0	0
Ffar2	37.600000	188	0	0	0	0	0
Elfn2	37.600000	188	0	0	0	0	0
Dhx16	37.600000	188	0	0	0	0	0
Chmp6	37.600000	188	0	0	0	0	0
Trim11	37.400000	187	0	0	0	0	0
Telo2	37.400000	187	0	0	0	0	0
S1pr4	37.400000	187	0	0	0	0	0
Ncln	37.400000	187	0	0	0	0	0
Nat8l	37.400000	187	0	0	0	0	0
Mrps7	37.400000	187	0	0	0	0	0
Mif4gd	37.400000	187	0	0	0	0	0
Loxl4	37.400000	187	0	0	0	0	0
Lck	37.400000	187	0	0	0	0	0
Fam167b	37.400000	187	0	0	0	0	0
Cox19	37.400000	187	0	0	0	0	0
Chrnd	37.400000	187	0	0	0	0	0
Ap1g2	37.400000	187	0	0	0	0	0
Tomm70a	37.200000	0	186	0	0	0	0
Tmem160	37.200000	186	0	0	0	0	0
Tha1	37.200000	186	0	0	0	0	0
Rpl13	37.200000	186	0	0	0	0	0
Ppfia3	37.200000	186	0	0	0	0	0
Pcdhgb4	37.200000	186	0	0	0	0	0
Pcdhga8	37.200000	186	0	0	0	0	0
Myod1	37.200000	186	0	0	0	0	0
Mkrn3	37.200000	186	0	0	0	0	0
Lin7b	37.200000	186	0	0	0	0	0
Emp3	37.200000	186	0	0	0	0	0
Col7a1	37.200000	186	0	0	0	0	0
B3galt4	37.200000	186	0	0	0	0	0
Tuba3a	37.000000	185	0	0	0	0	0
Tpsab1	37.000000	185	0	0	0	0	0
Sf3a2	37.000000	0	185	0	0	0	0
Psmd10	37.000000	0	185	0	0	0	0
