Target_genes	Stat2|Average	SRX1441664|B_cells	SRX1441665|B_cells	SRX1441666|B_cells	SRX1441667|B_cells	SRX2647476|CD4+_T_cells	SRX2647477|CD4+_T_cells	SRX2647478|CD4+_T_cells	SRX2647492|CD4+_T_cells	SRX2647493|CD4+_T_cells	SRX2647494|CD4+_T_cells	SRX122565|Dendritic_Cells	SRX122566|Dendritic_Cells	SRX122567|Dendritic_Cells	SRX122568|Dendritic_Cells	SRX122569|Dendritic_Cells	SRX122570|Dendritic_Cells	SRX122571|Dendritic_Cells	SRX122572|Dendritic_Cells	SRX122573|Dendritic_Cells	SRX9426636|ES_cells	SRX9426637|ES_cells	SRX9426638|ES_cells	SRX9426647|ES_cells	SRX9426648|ES_cells	SRX9426649|ES_cells	SRX9426650|ES_cells	SRX9426651|ES_cells	SRX9426652|ES_cells	SRX9426653|ES_cells	SRX9426654|ES_cells	SRX9426663|ES_cells	SRX9426664|ES_cells	SRX9426665|ES_cells	SRX4178756|Macrophages	SRX4178757|Macrophages	SRX4178762|Macrophages	SRX4178763|Macrophages	SRX4178768|Macrophages	SRX4178769|Macrophages	SRX4178774|Macrophages	SRX4178775|Macrophages	SRX4178778|Macrophages	SRX4178779|Macrophages	SRX4178782|Macrophages	SRX4178783|Macrophages	SRX805962|Macrophages	SRX805963|Macrophages	SRX805964|Macrophages	SRX18239627|MEF	SRX18239630|MEF	SRX5503048|MEF	SRX5503051|MEF	SRX9426700|MEF	SRX9426701|MEF	SRX9426702|MEF	SRX9426711|MEF	SRX9426712|MEF	SRX9426713|MEF	STRING
Dvl3	33.258621	0	0	0	0	484	285	0	331	219	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fignl1	33.206897	0	0	0	0	463	124	95	342	139	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	308	0	0	0	0	0	0	0	0	0	0	0
Cep72	33.206897	0	0	0	0	432	182	266	316	327	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc5	33.206897	0	0	0	0	379	123	155	297	116	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps16	33.189655	0	0	0	0	654	176	0	676	183	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdd3	33.189655	0	0	0	0	406	213	342	405	260	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fem1b	33.189655	0	0	0	0	450	218	184	329	349	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ewsr1	33.189655	0	0	0	0	406	213	342	405	260	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciao2a	33.189655	0	0	0	0	512	165	142	336	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	115	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35c2	33.172414	0	0	0	0	513	132	266	371	249	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp4	33.172414	0	0	562	329	181	0	0	111	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Socs3	33.155172	0	0	0	0	414	209	84	403	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	180	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	33.155172	0	0	0	0	327	209	211	238	104	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	148	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0
Crk	33.137931	0	0	0	0	437	0	149	327	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	167	158	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbln3	33.137931	0	0	0	0	159	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	208	0	0	0	0	136	0	0	0	0	279	542	0	0	0	0	0	0	0	0	0	0	0
Cmtm6	33.120690	0	0	0	0	348	141	212	226	264	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc1	33.103448	0	0	0	0	499	321	252	387	200	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps16	33.103448	0	0	0	0	399	303	227	293	289	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syne3	33.103448	0	0	0	0	330	164	228	297	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	110	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0
Pitpnm1	33.103448	0	0	0	0	305	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	120	0	0	0	0	0	0	0	0	0	344	400	0	0	0	0	0	0	0	0	0	0	0
Pinlyp	33.103448	0	0	0	0	499	321	252	387	200	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pced1a	33.103448	0	0	0	0	399	303	227	293	289	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk2ap2	33.103448	0	0	0	0	305	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	120	0	0	0	0	0	0	0	0	0	344	400	0	0	0	0	0	0	0	0	0	0	0
Fnip2	33.086207	0	0	0	0	105	171	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	307	0	0	0	0	199	118	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0
Ccdc17	33.086207	0	0	0	0	513	230	291	401	211	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfg	33.051724	0	0	0	0	378	131	0	303	89	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	178	0	0	0	0	108	0	0	0	0	158	235	0	0	0	0	0	0	0	0	0	0	0
Klf6	33.051724	0	0	0	0	449	229	107	486	225	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c9	33.051724	0	0	0	0	451	307	192	398	242	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c1	33.051724	0	0	0	0	416	205	197	441	230	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc11	33.051724	0	0	0	0	451	307	192	398	242	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac11	33.051724	0	0	0	0	451	307	192	398	242	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnpat	33.051724	0	0	0	0	503	142	259	511	178	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810004N23Rik	33.051724	0	0	0	0	503	142	259	511	178	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem170b	33.034483	0	0	322	364	143	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	243	0	0	0	0	0	0	0	0	0	154	160	0	0	0	0	0	0	0	0	0	0	0
Dpp8	33.034483	0	0	0	0	467	189	206	482	233	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock2	33.034483	0	0	0	0	280	80	132	191	128	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	232	0	0	0	0	0	0	0	0	0	153	185	0	0	0	0	0	0	0	0	0	0	0
Ubr1	33.017241	0	0	0	0	399	226	293	349	151	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a11	33.017241	0	158	196	119	236	117	0	249	245	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf167	33.017241	0	158	196	119	236	117	0	249	245	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim3	33.000000	0	0	0	0	505	171	182	485	202	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbtps2	33.000000	0	0	0	0	180	302	206	374	206	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1a1	33.000000	0	0	0	0	427	167	0	440	105	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	127	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot8	33.000000	0	0	0	0	505	171	182	485	202	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2a	32.982759	0	0	0	0	174	0	123	184	111	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	358	0	0	0	0	361	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp710	32.965517	0	0	0	0	120	177	0	255	188	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	153	0	0	0	0	147	0	0	0	0	235	312	0	0	0	0	0	0	0	0	0	0	0
Exd2	32.965517	0	0	0	0	400	174	287	295	181	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp7	32.948276	0	0	0	0	445	185	245	327	117	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6kc1	32.931034	0	0	0	0	392	239	193	294	284	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msh5	32.931034	0	0	0	0	170	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	325	0	0	0	0	409	180	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	32.931034	0	0	0	0	445	228	323	327	188	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clic1	32.931034	0	0	0	0	170	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	325	0	0	0	0	409	180	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Pou2f2	32.896552	0	0	197	168	89	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	251	0	0	0	0	439	158	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Arap1	32.896552	0	0	123	0	176	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	212	0	0	0	0	444	96	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Tmem33	32.844828	0	0	0	0	487	109	173	427	166	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174c	32.844828	0	0	0	0	361	253	199	582	138	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cirbp	32.844828	0	0	0	0	361	253	199	582	138	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem234	32.827586	0	0	0	0	507	242	219	458	134	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet2	32.827586	0	0	0	0	213	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	158	0	0	0	0	212	0	0	0	0	231	466	0	0	165	0	0	0	0	0	0	0	0
Lemd3	32.827586	0	0	0	0	425	196	227	446	92	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3i	32.827586	0	0	0	0	507	242	219	458	134	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cln3	32.827586	0	0	0	0	181	0	0	135	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	188	0	0	0	0	532	210	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Apobr	32.827586	0	0	0	0	181	0	0	135	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	188	0	0	0	0	532	210	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Nrde2	32.810345	0	0	0	0	175	127	0	364	128	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	187	0	0	0	0	247	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpm	32.810345	0	0	0	0	527	138	137	465	213	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyk2	32.793103	0	0	0	0	175	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	903	0	0	0	0	0	0	0	0	0	0	0
Fbxo7	32.793103	0	0	0	0	185	154	77	217	193	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	168	0	0	0	0	148	304	0	0	0	0	0	0	0	0	0	0	0
Dhx16	32.775862	0	0	0	0	466	228	212	366	206	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	32.758621	0	0	0	0	371	166	284	455	235	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec23ip	32.741379	0	0	0	0	423	289	151	390	328	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dedd	32.724138	0	0	0	0	128	0	0	187	151	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	229	0	0	0	0	137	0	0	0	0	219	203	0	0	0	0	0	0	0	0	0	0	0
Btf3	32.724138	0	0	0	0	449	340	231	396	239	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp1	32.706897	0	0	0	0	141	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	365	0	0	0	0	320	164	0	0	0	193	166	0	0	0	0	0	0	0	0	0	0	0
Sigmar1	32.689655	0	0	0	0	348	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	226	0	0	0	0	0	0	0	0	0	187	501	0	0	0	0	0	0	0	0	0	0	0
Ripk2	32.689655	0	0	157	0	271	105	0	201	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	233	0	0	0	0	104	0	0	0	0	198	166	0	0	0	0	0	0	0	0	0	0	0
Cdkn2aip	32.689655	0	0	0	0	496	163	0	515	280	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2	32.689655	0	0	0	0	701	220	0	610	168	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppme1	32.672414	0	0	0	0	357	91	0	269	110	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	164	0	0	0	0	238	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Dars2	32.672414	0	0	148	146	151	143	120	373	162	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2cd3	32.672414	0	0	0	0	357	91	0	269	110	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	164	0	0	0	0	238	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Sac3d1	32.655172	0	0	0	0	347	139	113	394	180	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	176	0	104	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx1	32.655172	0	0	0	0	393	159	234	419	379	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd19	32.637931	0	0	0	0	291	197	115	417	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	197	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k1	32.603448	0	0	238	174	349	141	127	302	116	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3k	32.603448	0	0	238	174	349	141	127	302	116	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq10b	32.603448	0	0	0	0	190	118	0	215	91	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	268	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Clic5	32.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	399	0	0	0	0	140	0	0	0	0	115	225	0	0	0	0	0	0	0	0	0	0	0
Itprid2	32.586207	0	0	0	0	191	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	301	0	0	0	0	0	0	0	0	0	280	289	0	0	0	0	0	0	0	0	0	0	0
Bak1	32.586207	0	0	0	0	182	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	256	0	0	0	0	189	152	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0
Prkar1b	32.568966	0	0	0	0	392	223	208	515	254	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkb2	32.568966	0	0	0	0	199	145	149	189	140	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	115	0	0	0	0	310	163	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf2	32.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	407	139	0	0	0	0	0	0	0	0	323	338	0	0	0	0	0	0	0	0	0	0	0
H3c1	32.568966	0	0	0	0	416	205	169	441	230	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f1	32.568966	0	0	0	0	416	205	169	441	230	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf5	32.568966	0	0	0	0	392	223	208	515	254	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl7b	32.568966	0	0	0	0	356	113	144	249	187	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	302	102	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
Baz2a	32.551724	0	0	212	184	281	242	192	153	224	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg1	32.551724	0	0	0	0	392	224	203	311	145	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0
Utp6	32.517241	0	0	133	0	208	109	212	355	103	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	177	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmadhc	32.482759	0	0	0	0	516	219	191	376	214	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubap2l	32.465517	0	0	318	161	256	102	111	298	177	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
Cask	32.465517	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	397	0	0	0	0	0	0	0	0	0	320	364	0	0	0	0	0	0	0	0	0	0	0
4933434E20Rik	32.465517	0	0	318	161	256	102	111	298	177	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
