Target_genes	Mycn|Average	SRX821477|Medulloblastoma	SRX821480|Medulloblastoma	SRX2960250|Neuroblastoma	SRX2960253|Neuroblastoma	SRX2960256|Neuroblastoma	SRX8423446|Tumor	SRX8423448|Tumor	SRX8423450|Tumor	SRX8423452|Tumor	SRX8423454|Tumor	SRX14407156|T_cell_lymphoma_cells	STRING
Mlst8	296.818182	0	175	0	0	0	125	415	201	277	2072	0	0
Spcs1	296.727273	0	0	0	0	0	276	717	204	328	1739	0	0
Lmnb1	296.727273	0	205	0	0	0	395	297	305	315	1747	0	0
Glt8d1	296.727273	0	0	0	0	0	276	717	204	328	1739	0	0
Rfk	296.636364	0	0	0	0	0	227	537	158	176	2165	0	0
Cnot11	296.636364	0	0	0	0	0	250	507	180	156	2170	0	0
Zbtb21	296.454545	0	0	134	0	0	295	370	191	273	1887	111	0
Uba6	296.454545	0	0	0	0	0	265	553	141	280	1910	112	0
Pogz	296.454545	129	526	0	0	0	369	550	0	166	1432	89	0
Pdap1	296.454545	0	64	0	0	0	251	456	130	303	1968	89	0
Mtf2	296.454545	0	0	0	0	0	309	469	188	171	2124	0	0
Efcab14	296.454545	0	65	0	0	0	323	323	221	172	2081	76	0
Bud31	296.454545	0	64	0	0	0	251	456	130	303	1968	89	0
Cebpb	296.363636	0	1111	0	0	0	317	355	192	194	1091	0	0
Mex3c	296.181818	0	316	0	0	0	385	643	227	280	1307	100	0
Grin2d	296.181818	0	0	0	0	0	251	852	109	227	1714	105	0
Frmd6	296.181818	0	166	0	0	0	391	696	196	120	1515	174	0
Eif2b5	296.181818	0	0	0	0	0	173	540	130	80	2260	75	0
Amacr	296.181818	0	99	0	0	0	280	475	165	232	2007	0	0
Selenos	296.090909	0	172	0	0	0	364	590	197	183	1648	103	0
Pxk	296.090909	0	0	0	0	0	245	771	0	110	2131	0	0
Med18	296.090909	0	0	0	0	0	326	467	193	132	2139	0	0
Hey1	296.090909	0	183	0	0	0	419	416	153	239	1847	0	0
Ipmk	296.000000	0	136	0	0	0	333	549	189	193	1856	0	0
Fam133b	296.000000	0	92	0	0	0	210	629	107	155	2063	0	0
Cisd1	296.000000	0	136	0	0	0	333	549	189	193	1856	0	0
Ldah	295.909091	0	0	0	0	0	304	742	0	179	2030	0	0
Dnaja1	295.909091	0	122	133	0	0	212	741	151	150	1746	0	0
Zfand6	295.818182	0	80	0	0	0	356	721	170	207	1720	0	0
Spc24	295.818182	0	0	0	0	0	421	341	115	99	2213	65	0
Ap5s1	295.818182	0	133	0	0	0	257	654	174	258	1778	0	0
Akap10	295.818182	0	0	91	0	0	536	379	118	141	1989	0	0
Zfp438	295.727273	0	165	0	0	0	363	664	126	237	1621	77	0
Slc3a2	295.636364	0	0	0	0	0	555	463	200	160	1790	84	0
Fbxo31	295.545455	0	146	0	0	0	424	567	140	151	1719	104	0
Mcfd2	295.454545	0	0	0	0	0	328	293	165	154	2310	0	0
Tusc1	295.363636	0	0	0	0	0	227	807	0	242	1973	0	0
Set	295.363636	0	201	142	137	0	403	867	221	157	1047	74	0
Wdr45b	295.272727	0	102	0	0	0	500	252	226	242	1926	0	0
Bbs5	295.181818	0	0	0	0	0	255	379	168	0	2445	0	0
Zfp213	295.090909	0	108	0	0	0	246	449	106	113	2133	91	0
Gabpb2	295.000000	0	0	211	0	0	240	661	246	209	1576	102	0
Dus2	295.000000	0	0	0	0	0	220	489	139	190	2207	0	0
Ddx28	295.000000	0	0	0	0	0	220	489	139	190	2207	0	0
Champ1	295.000000	0	129	0	0	0	462	628	209	148	1606	63	0
Ubqln1	294.909091	0	114	0	0	0	276	630	94	112	1931	87	0
Sppl2b	294.909091	0	105	84	0	0	370	359	104	149	2073	0	0
Nus1	294.909091	0	107	0	0	0	265	627	152	130	1876	87	0
Lsm7	294.909091	0	105	84	0	0	370	359	104	149	2073	0	0
Exoc5	294.636364	0	101	0	0	0	297	474	106	183	1978	102	0
Ap5m1	294.636364	0	101	0	0	0	297	474	106	183	1978	102	0
Trim59	294.545455	0	132	0	0	0	313	427	0	250	2118	0	0
Lonp1	294.545455	0	93	0	0	0	389	489	268	214	1725	62	0
Catsperd	294.545455	0	93	0	0	0	389	489	268	214	1725	62	0
1190007I07Rik	294.454545	0	105	0	105	0	316	664	124	166	1658	101	0
Itgb1	294.363636	0	235	142	0	0	241	767	86	125	1531	111	401
Zc3h18	294.363636	0	0	0	0	0	345	391	287	216	1999	0	0
Pfkfb3	294.363636	0	200	0	86	0	285	658	150	154	1627	78	0
Fibp	294.363636	0	0	160	0	0	342	506	165	175	1737	153	0
Ccdc85b	294.363636	0	0	160	0	0	342	506	165	175	1737	153	0
Gcsh	294.272727	0	0	0	0	0	418	714	146	232	1727	0	0
Zfp446	294.181818	0	0	0	0	0	245	731	376	272	1612	0	0
Rabif	294.181818	0	136	0	0	0	297	485	174	327	1750	67	0
Nudcd3	294.181818	0	63	0	95	0	275	860	232	296	1348	67	0
Hes1	294.090909	0	0	0	0	0	466	896	127	190	1556	0	0
Mtch2	293.909091	0	0	87	0	0	472	236	205	248	1985	0	0
Nsun5	293.818182	0	0	0	0	0	244	467	147	186	2188	0	0
Mnd1	293.818182	0	0	0	0	0	267	424	116	113	2223	89	0
Mapkbp1	293.818182	0	161	0	0	0	199	411	90	173	2198	0	0
Slc5a6	293.727273	0	129	0	0	0	297	762	260	309	1319	155	0
Ift88	293.727273	0	307	0	0	0	350	472	143	177	1782	0	0
Atraid	293.727273	0	129	0	0	0	297	762	260	309	1319	155	0
Macroh2a1	293.454545	0	0	0	0	0	309	577	82	143	2117	0	0
Zdhhc21	293.363636	0	0	0	0	0	361	621	145	156	1944	0	0
Slc19a1	293.272727	0	0	380	224	0	276	496	209	146	1396	99	155
Rmnd5b	293.272727	0	679	0	0	0	196	419	140	187	1511	94	0
Zfp619	293.181818	0	105	0	0	0	351	791	201	171	1606	0	0
Prickle1	293.090909	0	414	0	0	0	162	424	113	151	1960	0	0
Prdm15	293.090909	0	91	0	0	0	293	1049	168	272	1351	0	0
Secisbp2l	292.909091	0	0	177	0	0	265	288	0	135	2357	0	0
Nme6	292.909091	0	0	0	0	0	341	543	145	0	2193	0	0
Ilrun	292.909091	0	0	0	0	0	340	459	147	188	2088	0	0
Ctnnb1	292.909091	0	189	0	0	0	389	494	180	346	1507	117	0
Gatb	292.727273	0	0	76	0	0	386	616	149	159	1731	103	0
Cmas	292.545455	0	498	0	0	0	165	431	0	176	1948	0	0
Arrb1	292.454545	0	1374	0	0	0	193	389	0	0	1163	98	0
Echdc1	292.363636	0	191	0	0	0	196	611	0	206	2012	0	0
Nsun6	292.272727	0	109	0	0	0	394	415	171	209	1917	0	0
Arl5b	292.272727	0	109	0	0	0	394	415	171	209	1917	0	0
Nup62	292.181818	0	103	0	110	0	288	612	152	219	1594	136	0
Nab1	292.181818	0	839	0	0	0	365	484	0	89	1437	0	0
Il4i1b	292.181818	0	103	0	110	0	288	612	152	219	1594	136	0
H2bc12	292.181818	0	146	156	0	0	241	549	123	195	1707	97	0
H2ac12	292.181818	0	146	156	0	0	241	549	123	195	1707	97	0
Fam71e1	292.181818	0	0	0	0	0	215	455	227	267	1988	62	0
Emc10	292.181818	0	0	0	0	0	215	455	227	267	1988	62	0
Atf5	292.181818	0	103	0	110	0	288	612	152	219	1594	136	0
Ap1b1	292.181818	0	0	141	188	0	106	299	166	110	2029	175	0
Ttc3	292.090909	0	162	123	0	0	447	575	205	162	1473	66	0
Pigp	292.090909	0	162	123	0	0	447	575	205	162	1473	66	0
Tlk1	292.000000	0	0	0	0	0	402	504	110	150	1860	186	0
Rapgef1	292.000000	0	386	0	0	0	351	642	117	176	1540	0	0
Med20	291.818182	0	0	127	0	0	244	722	114	160	1843	0	0
Gm20517	291.818182	0	0	127	0	0	244	722	114	160	1843	0	0
Bysl	291.818182	0	0	127	0	0	244	722	114	160	1843	0	0
Rbm6	291.727273	0	158	0	0	0	216	647	125	200	1863	0	0
Orc5	291.727273	0	108	0	0	0	437	452	123	110	1832	147	0
Nefh	291.727273	0	0	141	188	0	101	299	166	110	2029	175	0
Zbtb40	291.636364	0	102	189	0	0	298	334	184	232	1869	0	0
Tex10	291.636364	0	138	0	0	0	385	676	0	160	1849	0	0
Pih1d1	291.545455	0	94	0	0	0	348	235	182	336	2012	0	0
Ntpcr	291.545455	0	0	396	86	0	322	318	0	0	2085	0	0
Coa7	291.545455	0	0	0	0	0	495	741	201	232	1467	71	0
Btg3	291.545455	0	100	127	0	0	313	543	193	191	1563	177	0
Aldh16a1	291.545455	0	94	0	0	0	348	235	182	336	2012	0	0
Pus7l	291.454545	0	161	0	0	0	203	540	113	161	2028	0	0
Pam	291.454545	0	0	0	0	0	552	679	123	177	1675	0	0
Irak4	291.454545	0	161	0	0	0	203	540	113	161	2028	0	0
Mtx3	291.363636	0	122	0	0	0	226	560	165	155	1977	0	0
Mon2	291.363636	0	142	0	0	0	193	426	167	143	2134	0	0
Recql	291.272727	0	259	0	0	0	259	484	205	153	1844	0	0
Golt1b	291.272727	0	259	0	0	0	259	484	205	153	1844	0	0
Timeless	291.181818	0	102	0	0	0	165	241	176	433	2086	0	0
Polr2b	291.181818	0	81	0	0	0	282	483	205	154	1906	92	0
Noa1	291.181818	0	81	0	0	0	282	483	205	154	1906	92	0
Mindy4	291.181818	0	242	0	0	0	159	489	0	108	2205	0	0
Opa3	291.090909	0	141	0	0	0	293	596	210	208	1631	123	0
Dhx9	291.090909	0	201	0	0	0	398	724	174	182	1523	0	0
Slc44a1	291.000000	0	124	0	0	0	388	389	116	283	1901	0	0
Rusc2	291.000000	0	666	0	0	0	473	372	0	0	1690	0	0
Zfp653	290.909091	0	108	0	0	0	343	795	156	238	1436	124	0
Sft2d2	290.909091	0	0	0	0	0	381	305	183	205	2012	114	0
Ralgapa2	290.909091	0	248	0	0	0	253	301	244	223	1931	0	0
Nfib	290.909091	0	190	0	0	0	501	1015	144	164	1186	0	0
Zscan18	290.818182	0	0	0	0	0	476	1077	0	0	1510	136	0
Rfx7	290.818182	0	393	0	0	0	443	508	103	118	1634	0	0
Atrn	290.818182	0	0	0	0	0	247	318	149	133	2352	0	0
Noct	290.727273	0	182	0	0	0	416	752	117	215	1516	0	0
Thoc3	290.636364	0	0	0	0	0	285	443	202	172	2095	0	0
Morf4l1	290.636364	0	185	0	0	0	309	793	97	139	1584	90	0
Lcor	290.636364	0	138	0	0	0	428	526	116	138	1769	82	0
Gsto1	290.636364	0	0	0	130	0	428	846	0	90	1610	93	0
Trak1	290.545455	0	97	0	0	0	373	508	115	276	1736	91	0
Nop2	290.545455	0	176	0	92	0	280	701	154	203	1492	98	0
Dennd1b	290.363636	0	0	0	0	0	292	838	0	140	1832	92	0
Pccb	290.272727	0	0	0	0	0	292	865	184	205	1647	0	0
Ppp2r2d	290.181818	0	0	0	0	0	322	917	91	264	1598	0	0
Mapk1ip1	290.181818	0	0	0	0	0	322	917	91	264	1598	0	0
Spats2	290.090909	0	68	93	0	0	334	692	145	269	1590	0	0
Mknk1	290.090909	0	0	0	0	0	267	279	170	119	2356	0	0
Lats1	290.090909	0	86	0	0	0	270	764	0	228	1843	0	0
Trnau1ap	290.000000	0	124	0	0	0	295	844	0	139	1693	95	0
Slc22a5	289.909091	0	0	0	0	0	345	337	185	260	2062	0	0
Zcwpw1	289.727273	0	1195	0	160	0	220	222	148	168	1074	0	0
Mepce	289.727273	0	1195	0	160	0	220	222	148	168	1074	0	0
Mcph1	289.363636	0	0	281	134	0	290	636	144	140	1558	0	0
Mapre1	289.363636	0	274	0	0	0	252	403	148	206	1900	0	0
Elk4	289.272727	0	160	0	0	0	303	815	146	170	1527	61	0
Zbtb14	289.181818	0	419	99	0	0	219	591	114	164	1493	82	0
Tmub1	289.181818	0	127	0	0	0	306	644	160	126	1713	105	0
Slc35c1	289.000000	0	0	0	0	0	381	748	157	135	1758	0	0
Selenof	288.909091	0	117	0	95	0	376	334	169	148	1855	84	0
Hs2st1	288.909091	0	117	0	95	0	376	334	169	148	1855	84	0
Ahcyl2	288.909091	0	750	0	0	0	205	251	149	155	1556	112	0
Mbd1	288.727273	0	0	0	0	0	229	174	189	184	2400	0	0
Slc6a9	288.636364	0	0	0	0	0	531	564	236	194	1650	0	0
Pik3r2	288.636364	0	0	159	0	0	583	292	319	254	1386	182	0
Pdzrn3	288.636364	0	188	0	0	0	227	683	67	132	1878	0	0
P2rx7	288.636364	0	0	961	138	95	0	205	0	0	1776	0	0
Fam177a2	288.636364	0	0	0	0	0	404	226	236	219	2090	0	0
Fam177a	288.636364	0	0	0	0	0	404	226	236	219	2090	0	0
Tm2d3	288.545455	0	0	0	0	0	303	568	158	201	1944	0	0
Dhx37	288.545455	0	0	0	0	0	252	485	114	181	2142	0	0
Pofut1	288.454545	0	225	0	0	0	283	365	97	95	1987	121	0
Plagl2	288.454545	0	225	0	0	0	283	365	97	95	1987	121	0
Inafm2	288.454545	0	0	0	0	0	388	695	160	162	1768	0	0
Gcn1	288.454545	0	121	0	0	0	564	709	97	192	1407	83	0
Psmg1	288.363636	0	146	0	0	0	200	360	187	287	1889	103	0
Heatr6	288.363636	0	0	0	0	0	306	699	114	179	1874	0	0
Rps27a	288.272727	0	170	0	0	0	464	826	155	126	1430	0	0
Ranbp3	288.272727	0	0	0	0	0	247	631	189	229	1875	0	0
Crtap	288.272727	0	111	0	0	0	208	718	0	91	1942	101	0
Clhc1	288.272727	0	170	0	0	0	464	826	155	126	1430	0	0
Cep83	288.272727	0	168	0	0	0	345	343	176	205	1837	97	0
Abcf2	288.272727	0	0	0	0	0	296	211	388	315	1903	58	0
Htr3a	288.181818	0	0	209	176	0	0	0	0	0	2785	0	0
Fut8	288.090909	0	130	0	0	0	327	504	139	141	1928	0	0
Aacs	288.090909	0	438	0	0	0	260	516	119	206	1491	139	0
Rps15	287.909091	0	150	0	0	0	451	1329	142	117	899	79	0
Cds1	287.909091	0	0	0	0	0	515	728	173	143	1608	0	0
Apc2	287.909091	0	150	0	0	0	451	1329	142	117	899	79	0
Trub2	287.636364	0	0	0	0	0	299	678	105	188	1894	0	0
Ube2l3	287.545455	0	0	0	0	0	175	665	0	108	2215	0	0
Ogdh	287.454545	0	138	0	0	0	237	620	244	288	1635	0	0
Map4k5	287.454545	0	320	0	0	0	302	608	76	145	1711	0	0
Atl1	287.454545	0	320	0	0	0	302	608	76	145	1711	0	0
Sc5d	287.363636	0	102	120	0	0	317	267	232	270	1853	0	0
Gtf3c4	287.272727	0	0	0	0	0	276	532	197	190	1965	0	0
Ddx31	287.272727	0	0	0	0	0	276	532	197	190	1965	0	0
Dcp1b	287.181818	0	118	0	0	0	178	659	114	146	1863	81	0
Ybx1	287.090909	0	145	0	0	0	380	606	128	129	1770	0	0
Rbm17	287.090909	0	119	0	0	0	177	535	0	72	2255	0	0
Rab18	287.090909	0	0	0	0	0	248	379	211	166	2154	0	0
Hacd3	287.090909	0	206	0	0	0	219	442	99	172	2020	0	0
Ddx27	287.090909	0	165	0	0	0	261	537	150	217	1828	0	0
Cxxc1	287.090909	0	0	0	0	0	231	376	147	300	2019	85	0
Tmem97	286.909091	0	234	135	124	0	268	314	356	145	1482	98	0
Ahi1	286.909091	0	96	182	0	0	334	869	139	159	1259	118	0
Surf4	286.727273	0	148	0	0	0	300	440	128	147	1863	128	0
Stkld1	286.727273	0	148	0	0	0	300	440	128	147	1863	128	0
Spata5l1	286.727273	0	97	141	0	0	355	497	119	147	1798	0	0
Matr3	286.727273	0	103	97	0	0	350	865	125	181	1348	85	0
Dek	286.727273	0	129	0	0	0	225	768	117	204	1711	0	0
Tm9sf2	286.636364	0	0	0	0	0	382	346	225	202	1827	171	0
Ssna1	286.636364	0	326	0	0	0	335	264	159	216	1853	0	0
Nbn	286.636364	0	109	0	0	0	308	766	174	152	1644	0	0
Mrpl42	286.636364	0	0	0	0	0	196	529	118	115	2098	97	0
Entpd5	286.636364	0	237	116	0	0	371	295	107	166	1861	0	0
Ctdp1	286.636364	0	145	0	0	0	377	624	245	281	1414	67	0
Coq5	286.636364	0	0	0	0	0	289	509	87	0	2268	0	0
Bbof1	286.636364	0	237	116	0	0	371	295	107	166	1861	0	0
Anapc2	286.636364	0	326	0	0	0	335	264	159	216	1853	0	0
Zfp316	286.545455	0	353	0	0	0	356	590	105	237	1511	0	0
Qrich1	286.545455	0	0	0	85	0	466	890	99	205	1407	0	0
Xxylt1	286.454545	0	83	0	0	0	280	455	141	254	1938	0	0
Tmem245	286.363636	0	0	0	0	0	295	753	103	200	1723	76	0
Siva1	286.363636	0	169	0	0	0	201	315	242	212	1932	79	0
Gatad2a	286.363636	0	0	0	0	0	245	633	144	191	1850	87	0
Sumo2	286.272727	0	0	0	0	0	372	636	217	286	1508	130	0
B3glct	286.181818	0	110	0	0	0	274	743	139	138	1666	78	0
H4c12	286.000000	0	219	124	0	0	371	513	121	199	1599	0	0
H2bc15	286.000000	0	219	124	0	0	371	513	121	199	1599	0	0
H2ac15	286.000000	0	219	124	0	0	371	513	121	199	1599	0	0
Sfxn2	285.909091	0	0	76	0	0	444	355	116	124	1963	67	0
Arl3	285.909091	0	0	76	0	0	444	355	116	124	1963	67	0
Zfp280b	285.818182	0	119	0	0	0	142	329	132	101	2216	105	0
Uchl3	285.818182	0	0	0	144	0	249	471	217	187	1778	98	0
Tmem251	285.818182	0	165	0	0	0	242	659	167	242	1669	0	0
Nt5m	285.818182	0	248	0	0	0	265	766	126	145	1594	0	0
Mthfd1	285.818182	0	0	79	105	0	220	386	123	178	1968	85	0
Moap1	285.818182	0	165	0	0	0	242	659	167	242	1669	0	0
Scarb1	285.727273	0	0	0	0	0	289	646	87	212	1909	0	0
Xpo5	285.636364	0	0	0	0	0	347	367	246	203	1979	0	0
Polh	285.636364	0	0	0	0	0	347	367	246	203	1979	0	0
Gne	285.636364	0	127	146	0	0	410	600	127	82	1566	84	0
Fxr2	285.636364	0	104	0	0	0	229	382	187	260	1980	0	0
Cmss1	285.636364	0	0	0	0	0	212	497	122	130	2181	0	0
Rtf2	285.545455	0	0	0	0	0	352	291	198	313	1987	0	0
Ing5	285.545455	0	0	0	0	0	377	634	205	234	1691	0	0
Dtymk	285.545455	0	0	0	0	0	377	634	205	234	1691	0	0
Actb	285.545455	0	408	0	0	0	326	236	153	170	1771	77	0
Lrrc47	285.454545	0	0	0	0	0	359	628	113	291	1749	0	0
E2f6	285.363636	0	295	0	0	0	300	631	97	174	1642	0	0
Nup205	285.272727	0	323	0	0	0	205	514	140	149	1743	64	0
Carm1	285.272727	0	0	0	0	0	424	982	124	164	1323	121	0
Sec22c	285.181818	0	0	0	0	0	205	365	254	351	1962	0	0
Cbfb	285.181818	0	0	0	0	0	279	853	0	129	1787	89	0
Pnkd	285.090909	0	0	0	0	0	262	201	220	128	2221	104	0
Niban3	285.000000	0	170	0	0	0	316	749	0	0	1900	0	0
Mettl8	285.000000	0	0	0	0	0	255	728	144	184	1824	0	0
Kdm1a	285.000000	0	181	0	0	0	278	553	123	254	1675	71	0
Dcaf17	285.000000	0	0	0	0	0	255	728	144	184	1824	0	0
Cbfa2t2	285.000000	0	0	0	0	0	394	353	283	332	1683	90	0
Zfp623	284.909091	0	124	0	0	0	361	461	120	144	1924	0	0
Tamm41	284.909091	0	299	0	0	0	168	272	0	93	2302	0	0
Nup93	284.818182	0	0	0	0	0	264	304	291	182	2092	0	0
Noxo1	284.545455	0	127	0	0	0	417	434	121	85	1850	96	0
Gfer	284.545455	0	127	0	0	0	417	434	121	85	1850	96	0
Dnajc30	284.454545	0	0	0	0	0	316	252	266	146	2149	0	0
Dnajc19	284.454545	0	198	0	0	0	227	491	0	0	2213	0	0
Bud23	284.454545	0	0	0	0	0	316	252	266	146	2149	0	0
Tmem147	284.363636	0	118	0	0	0	357	605	199	171	1678	0	0
Kbtbd2	284.363636	0	0	0	0	0	300	727	92	194	1728	87	0
Eif4a3	284.363636	0	78	0	0	0	259	842	146	288	1427	88	0
Vkorc1	284.272727	0	0	0	0	0	324	263	193	143	2204	0	0
Prss53	284.272727	0	0	0	0	0	324	263	193	143	2204	0	0
Fcho2	284.272727	0	0	205	0	0	347	445	187	210	1733	0	0
Acat1	284.272727	0	0	0	0	0	212	605	139	174	1912	85	0
Mfsd4b4	284.181818	0	0	0	0	0	352	456	129	162	2027	0	0
Klhl21	284.181818	0	0	0	0	0	309	627	153	256	1687	94	0
Ap1m1	284.181818	0	130	0	0	0	275	465	219	175	1862	0	0
Zscan25	284.000000	0	171	0	0	0	344	661	140	233	1575	0	0
Rbm26	284.000000	0	0	0	0	0	437	1054	0	115	1518	0	0
Pcbp2	284.000000	0	116	0	0	0	229	814	121	213	1563	68	0
Zcchc7	283.818182	0	109	0	0	0	463	979	136	256	1179	0	0
Wapl	283.818182	0	0	151	0	0	494	336	155	179	1689	118	0
Qsox2	283.818182	0	200	0	0	0	292	735	128	130	1637	0	0
Dlat	283.818182	0	145	0	0	0	217	533	88	213	1926	0	0
Brd3	283.818182	0	0	0	0	0	398	408	163	171	1881	101	0
Vac14	283.727273	0	516	0	0	0	319	400	139	176	1571	0	0
Exoc6	283.727273	0	0	0	0	0	283	511	157	296	1774	100	0
Tbc1d15	283.636364	0	0	143	0	0	331	427	294	248	1588	89	0
Gfpt1	283.545455	0	0	0	0	0	283	394	157	116	2041	128	0
Coa6	283.545455	0	0	0	0	0	199	416	188	180	2136	0	0
Pacs1	283.454545	0	144	0	0	0	314	416	0	125	2017	102	0
Tomm7	283.363636	0	0	0	0	0	310	404	152	158	2093	0	0
Txn2	283.272727	0	121	0	0	0	246	840	252	249	1408	0	0
Hspa12a	283.181818	0	0	0	0	0	226	476	0	169	2244	0	0
Eno4	283.181818	0	0	0	0	0	226	476	0	169	2244	0	0
Rnf123	283.090909	0	139	0	0	0	362	351	127	105	2030	0	0
Mst1	283.090909	0	139	0	0	0	362	351	127	105	2030	0	0
Kdsr	283.090909	0	186	124	0	0	399	700	81	107	1517	0	0
Fbxo30	283.000000	0	156	186	0	0	255	546	245	214	1511	0	0
Mrpl36	282.909091	0	0	0	0	0	392	858	214	213	1321	114	0
Dpysl2	282.909091	0	183	0	0	0	146	517	215	246	1730	75	0
Tubg1	282.818182	0	0	0	0	0	212	194	296	319	2090	0	0
Strbp	282.818182	0	0	0	0	0	430	303	204	209	1891	74	0
Rnf115	282.818182	0	0	0	0	0	454	413	130	140	1869	105	0
Retreg3	282.818182	0	0	0	0	0	212	194	296	319	2090	0	0
Polr3c	282.818182	0	0	0	0	0	454	413	130	140	1869	105	0
Kifc5b	282.818182	0	128	0	0	0	252	241	255	257	1978	0	0
Smad3	282.727273	0	130	0	0	0	531	683	137	93	1431	105	0
Rnaseh2b	282.727273	0	0	127	0	0	251	520	212	127	1759	114	0
Cfap20	282.727273	0	0	0	0	0	262	284	189	259	2116	0	0
Amd2	282.727273	0	0	71	0	0	264	769	108	200	1698	0	0
Amd1	282.727273	0	0	71	0	0	264	769	108	200	1698	0	0
Suz12	282.636364	0	0	0	0	0	326	629	173	267	1614	100	0
Pkmyt1	282.545455	0	124	0	0	0	226	438	259	191	1788	82	0
Metap1d	282.545455	0	280	203	77	0	258	268	89	147	1786	0	0
Tbc1d14	282.363636	0	134	0	0	0	197	438	181	203	1806	147	0
Rbfox2	282.363636	0	159	0	0	0	343	588	121	256	1639	0	0
Hk2	282.363636	0	116	187	120	0	445	647	80	142	1278	91	0
Tbl2	282.272727	0	0	161	0	0	333	401	249	280	1565	116	0
Tbc1d24	282.272727	0	146	0	140	0	223	364	114	141	1977	0	0
Ntn3	282.272727	0	146	0	140	0	223	364	114	141	1977	0	0
Mef2d	282.272727	0	213	228	224	0	281	638	161	253	1107	0	0
Arfgap2	282.272727	0	0	0	0	0	238	352	173	170	2088	84	0
Thbs3	282.181818	0	96	0	0	0	334	627	0	121	1926	0	0
Mtx1	282.181818	0	96	0	0	0	334	627	0	121	1926	0	0
Actl6a	282.181818	0	0	0	0	0	253	552	251	324	1724	0	0
Timm50	282.090909	0	132	0	0	0	263	249	168	202	2013	76	0
Smndc1	282.090909	0	104	0	0	0	460	353	299	276	1513	98	0
Ccdc6	282.000000	0	124	0	86	0	332	701	0	168	1592	99	0
Foxk1	281.909091	0	0	195	0	0	322	559	145	177	1703	0	0
Mif	281.818182	0	0	118	0	0	222	723	107	122	1704	104	0
Lbr	281.818182	0	379	0	0	0	189	440	226	233	1537	96	0
Dnajc10	281.818182	0	157	0	0	0	132	381	154	182	2094	0	0
Cep85	281.818182	0	0	0	0	0	174	383	315	256	1876	96	0
Zfp148	281.727273	0	613	0	0	0	203	468	126	103	1586	0	0
Lig4	281.727273	0	0	0	0	0	407	469	168	184	1871	0	0
Dock9	281.727273	0	0	0	0	0	347	369	167	282	1800	134	0
Abhd13	281.727273	0	0	0	0	0	407	469	168	184	1871	0	0
Pop7	281.636364	0	0	95	0	0	385	463	216	328	1611	0	0
Opa1	281.636364	0	0	0	0	0	177	373	161	158	2229	0	0
Caprin1	281.545455	0	221	0	0	0	310	663	164	135	1487	117	0
Rcc2	281.454545	0	433	0	0	0	380	671	161	119	1242	90	0
Cfl2	281.454545	0	201	107	0	0	290	432	157	154	1755	0	0
Pcyt1a	281.363636	0	0	0	0	0	358	624	223	262	1628	0	0
Atad2	281.363636	0	108	0	0	0	263	376	201	267	1790	90	0
Zfp655	281.272727	0	147	0	0	0	303	726	132	221	1565	0	0
Rpl22l1	281.181818	0	86	0	0	0	249	679	240	204	1570	65	0
Setd6	281.090909	0	0	0	0	0	345	609	93	220	1825	0	0
Osbpl1a	281.090909	0	261	116	114	0	238	542	96	139	1586	0	0
Cdc42	281.000000	0	162	114	86	0	363	511	247	164	1261	183	515
Srsf11	281.000000	0	0	0	0	0	253	426	113	216	2001	82	0
Srf	281.000000	0	487	0	0	0	362	596	101	0	1545	0	0
Sh3bgrl2	281.000000	0	202	0	0	0	128	525	152	224	1860	0	0
Ppp3cb	281.000000	0	0	0	0	0	332	700	103	238	1718	0	0
Mycbp2	281.000000	0	0	146	0	0	281	497	196	185	1689	97	0
Wac	280.909091	0	124	0	0	0	282	831	132	128	1527	66	0
Synrg	280.818182	0	0	0	0	0	302	480	0	210	2014	83	0
Cic	280.818182	0	604	90	0	0	332	477	180	258	1094	54	0
Wsb2	280.727273	0	0	0	0	0	428	955	0	132	1573	0	0
Mfn2	280.727273	0	0	0	0	0	256	466	221	471	1674	0	0
Ccnl1	280.727273	0	601	0	0	0	328	446	131	138	1351	93	0
Pithd1	280.636364	0	0	0	0	0	228	496	139	189	2035	0	0
Zxdc	280.545455	0	115	0	0	0	329	528	172	103	1839	0	0
Exoc2	280.545455	0	125	0	0	0	186	647	0	183	1945	0	0
Ccnt2	280.545455	0	0	0	0	0	263	354	220	303	1824	122	0
Zfp330	280.454545	0	110	0	0	0	337	823	171	241	1403	0	0
Gpam	280.454545	0	64	0	0	0	362	472	141	151	1895	0	0
Zfp90	280.363636	0	0	0	0	0	232	518	131	216	1987	0	0
Gclm	280.363636	0	0	0	0	0	539	283	182	236	1734	110	0
Dst	280.363636	0	162	108	120	0	158	298	0	107	2131	0	0
Bend6	280.363636	0	162	108	120	0	158	298	0	107	2131	0	0
Atg9b	280.363636	0	0	0	0	0	401	538	141	197	1689	118	0
Chsy1	280.272727	0	129	0	0	0	298	682	79	190	1705	0	0
Thrap3	280.181818	0	114	0	0	0	361	522	121	258	1706	0	0
Mapk7	280.181818	0	0	0	0	0	341	205	165	225	2146	0	0
Ubp1	280.090909	0	0	0	0	0	455	433	244	258	1691	0	0
Mcm6	280.090909	0	480	0	0	0	201	383	147	168	1702	0	0
Lrrc8a	280.090909	0	166	0	0	0	525	659	165	158	1257	151	0
Fam98a	280.090909	0	0	173	0	0	202	300	177	233	1918	78	0
