Target_genes	Nfil3|Average	SRX11995968|Heart	SRX11995969|Heart	SRX11995970|Heart	SRX11995971|Heart	SRX11995972|Heart	SRX11995973|Heart	SRX11995974|Heart	SRX11995975|Heart	SRX11995976|Heart	SRX11995977|Heart	SRX11995978|Heart	SRX10820639|Hematopoietic_progenitors	DRX178623|Liver	DRX178625|Liver	DRX178631|Liver	DRX178633|Liver	SRX655369|Liver	SRX8376387|Liver	SRX8376388|Liver	SRX11972855|RAW_264.7	SRX11972856|RAW_264.7	STRING
Nit2	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	132	0	0	0	0	0
Mtnr1a	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	273	0	0	0	0	0	0
Lrig2	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	252	0	0	0	0	0	0
Gstp2	43.000000	0	0	0	0	0	0	0	0	0	0	0	0	146	249	0	0	508	0	0	0	0	0
Rpl13a	42.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	142	440	0	0	0	0	0
Mthfd2	42.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	285	0	0	0	0	0	0
Vwa8	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	654	0	0	0	0	0
Tgfb3	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	228	137	0	0	0	0	0
Phrf1	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	213	259	0	0	124	0	0
Ift43	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	228	137	0	0	0	0	0
Gm13288	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	316	0	0	0	0	0	0
Gm13287	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	316	0	0	0	0	0	0
Flcn	42.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	102	0	0	0	435	182	0
Tmem268	42.809524	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	537	0	0	0	0	0
Nars	42.809524	0	0	0	0	0	0	0	0	0	0	0	381	0	428	0	90	0	0	0	0	0	0
Rsph3b	42.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	124	137	0	0	0	0	0
Nagpa	42.761905	0	0	0	0	0	0	0	0	0	0	0	150	0	470	0	0	137	0	0	141	0	0
Zfp513	42.714286	0	0	0	0	0	0	0	0	0	0	0	262	0	405	0	83	147	0	0	0	0	0
Ube2d3	42.714286	0	0	0	0	0	0	0	0	0	0	0	224	0	597	0	76	0	0	0	0	0	0
Tfg	42.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	105	0	0	0	0	0	0
Igfbp1	42.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	743	0	0	0	0	0
Cdk20	42.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	279	0	0	0	0	0	0
Abcc5	42.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	287	0	0	0	0	0	0
Spg20	42.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	280	293	0	0	0	0	0
Cth	42.666667	0	0	0	0	0	0	0	0	0	0	0	0	232	113	0	146	405	0	0	0	0	0
Tiprl	42.619048	0	0	0	0	0	0	0	0	0	0	0	403	0	492	0	0	0	0	0	0	0	0
Nfe2l2	42.619048	0	0	0	0	0	0	0	0	0	0	0	194	0	122	0	110	469	0	0	0	0	0
Eif2b2	42.619048	0	0	0	0	0	0	0	0	0	0	0	645	0	153	0	97	0	0	0	0	0	0
Cyp2c54	42.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	0	0	0	0	0
Il4ra	42.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	240	0	0	277	234	0
C77080	42.571429	0	0	0	0	0	0	0	0	0	0	0	195	0	167	0	105	427	0	0	0	0	0
B9d1	42.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	358	0	0	0	0	0	0
Tnrc6b	42.523810	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	191	0	0	383	137	0
Rint1	42.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	407	0	0	0	0	0	0
Pus7	42.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	407	0	0	0	0	0	0
1700001J03Rik	42.523810	0	0	0	0	0	0	0	0	0	0	0	0	198	260	0	0	435	0	0	0	0	0
Vps51	42.476190	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	175	0	0	358	273	0
Iqgap2	42.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	147	502	0	0	0	0	0
Gar1	42.476190	0	0	0	0	0	0	0	0	0	0	0	208	0	441	0	0	243	0	0	0	0	0
Arnt	42.476190	0	0	0	0	0	0	0	0	0	0	0	0	633	259	0	0	0	0	0	0	0	0
Nlrx1	42.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	388	265	0
Acot12	42.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	97	526	0	0	0	0	0
Pdcl3	42.333333	0	0	0	0	0	0	0	0	0	0	0	125	0	485	0	0	279	0	0	0	0	0
1700020L24Rik	42.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	294	0	0	0	0	0	0
Usf2	42.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	125	213	0	0	0	0	0
Tuba1a	42.285714	0	0	0	0	0	0	0	0	0	0	0	235	0	433	0	220	0	0	0	0	0	0
Slc22a7	42.285714	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	707	0	0	0	0	0
Rpn2	42.285714	0	0	0	0	0	0	0	0	0	0	0	143	0	155	0	113	0	0	0	307	170	0
Raf1	42.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	208	282	0	0	0	0	0
Mroh8	42.285714	0	0	0	0	0	0	0	0	0	0	0	143	0	155	0	113	0	0	0	307	170	0
Slc47a1	42.238095	0	0	0	0	0	0	0	0	0	0	0	168	244	119	0	0	356	0	0	0	0	0
Abhd17c	42.238095	0	0	0	0	0	0	0	0	0	0	0	0	216	133	0	146	392	0	0	0	0	0
Nhlrc2	42.190476	0	0	0	0	0	0	0	0	0	0	0	0	93	336	0	197	260	0	0	0	0	0
Dclre1a	42.190476	0	0	0	0	0	0	0	0	0	0	0	0	93	336	0	197	260	0	0	0	0	0
Tmem154	42.142857	0	0	0	0	0	0	0	0	0	0	0	144	0	173	0	0	0	0	0	381	187	0
Rpl36	42.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	233	333	0	0	0	0	0
Micos13	42.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	233	333	0	0	0	0	0
Sppl2a	42.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	771	0	0	0	0	0
Ccl3	42.095238	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	281	174	0
Wbp1l	42.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	718	0	0	0	0	0
Dpp8	42.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	370	0	0	0	0	0	0
Hs6st1	41.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	650	0	0	0	0	0
Rbpjl	41.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	442	0	0	0	0	0	0
Pparg	41.857143	0	0	0	0	0	0	0	0	0	0	0	0	75	165	0	0	639	0	0	0	0	0
Matn4	41.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	442	0	0	0	0	0	0
Gm19774	41.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0
Cpd	41.857143	0	0	0	0	0	0	0	0	0	0	0	302	0	88	0	82	0	0	0	261	146	0
Tor1aip2	41.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	290	170	0	0	0	0	0
Tor1aip1	41.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	290	170	0	0	0	0	0
Mid1ip1	41.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	159	0	0	130	0	0
Zfp84	41.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	433	217	0
Nup62	41.761905	0	0	0	0	0	0	0	0	0	0	0	274	0	179	0	0	424	0	0	0	0	0
Il4i1b	41.761905	0	0	0	0	0	0	0	0	0	0	0	274	0	179	0	0	424	0	0	0	0	0
Cyth1	41.761905	0	0	0	0	0	0	0	0	0	0	0	179	0	233	0	85	380	0	0	0	0	0
Atf5	41.761905	0	0	0	0	0	0	0	0	0	0	0	274	0	179	0	0	424	0	0	0	0	0
Rtn2	41.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	479	0	0	0	0	0	0
Nadk2	41.714286	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	647	0	0	0	0	0
Camk1d	41.714286	0	0	0	0	0	0	0	0	0	0	0	0	122	358	0	114	282	0	0	0	0	0
Smim7	41.666667	0	0	0	0	0	0	0	0	0	0	0	174	0	701	0	0	0	0	0	0	0	0
Gm13275	41.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	291	0	0	0	0	0	0
Paip2	41.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	426	0	0	0	0	0	0
Nop53	41.619048	0	0	0	0	0	0	0	0	0	0	0	172	0	221	0	156	0	0	0	164	161	0
Mmp17	41.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	612	0	262	0	0	0	0	0	0
Krt23	41.619048	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	773	0	0	0	0	0
Il17rb	41.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	82	652	0	0	0	0	0
Acnat2	41.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0
Zhx1	41.571429	0	0	0	0	0	0	0	0	0	0	0	738	0	135	0	0	0	0	0	0	0	0
Slc25a13	41.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	670	0	0	0	0	0
Psen2	41.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	106	224	0	0	299	164	0
Mpp5	41.571429	0	0	0	0	0	0	0	0	0	0	0	0	178	96	0	0	276	0	0	150	173	0
Slc37a1	41.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	210	470	0	0	0	0	0
Sema4c	41.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	243	0	0	0	0	0	0
Os9	41.523810	0	0	0	0	0	0	0	0	0	0	0	377	0	495	0	0	0	0	0	0	0	0
Mlst8	41.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	164	93	0	0	129	0	0
Ces1f	41.523810	0	0	0	0	0	0	0	0	0	0	0	0	220	191	0	0	461	0	0	0	0	0
Bhmt	41.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	707	0	0	0	0	0
Bcar1	41.523810	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	740	0	0	0	0	0
Npc1	41.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	241	0	0	0	0	0	0
Elf2	41.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	457	225	0
Skp2	41.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	97	0	0	0	508	151	0
Polg2	41.428571	0	0	0	0	0	0	0	0	0	0	0	0	248	150	0	0	472	0	0	0	0	0
Otud4	41.428571	0	0	0	145	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	331	304	0
Eepd1	41.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	434	0	0	130	155	0
Cnnm2	41.428571	0	0	0	0	0	0	0	0	0	0	0	0	177	149	0	148	396	0	0	0	0	0
Irf8	41.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	315	389	0
Hectd1	41.380952	0	0	0	0	0	0	0	0	0	0	0	0	316	117	0	0	436	0	0	0	0	0
Egr1	41.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	173	344	0	0	0	0	0
Dph5	41.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	105	238	0	0	193	191	0
Snx33	41.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	107	374	0	0	0	0	0
H3c6	41.285714	0	0	0	0	0	0	0	0	0	0	0	208	0	279	0	211	169	0	0	0	0	0
Ggnbp2	41.285714	0	0	0	0	0	0	0	0	0	0	0	0	543	234	0	0	90	0	0	0	0	0
Cyp2d22	41.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	658	0	0	0	0	0
Tmem65	41.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	332	0	0	0	0	0	0
Tmem38b	41.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	138	598	0	0	0	0	0
Trp53bp2	41.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	432	0	0	188	155	0
Ppip5k2	41.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	162	515	0	0	0	0	0
Gin1	41.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	162	515	0	0	0	0	0
Dnajc3	41.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	777	0	0	0	0	0
Tdo2	41.142857	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	419	0	0	100	152	0
Map3k12	41.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	561	109	0	0	0	0	0
H2-K1	41.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	132	0	0	350	213	0
Eapp	41.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	105	506	0	0	0	0	0
B3galnt2	41.142857	0	0	0	0	0	0	0	0	0	0	0	77	0	458	0	153	176	0	0	0	0	0
Tmcc1	41.095238	0	0	0	0	0	0	0	0	0	0	0	0	181	121	0	0	561	0	0	0	0	0
Slc9a9	41.095238	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	309	197	0
Nectin1	41.095238	0	0	0	0	0	0	0	0	0	0	0	0	279	210	0	151	223	0	0	0	0	0
Hoxa6	41.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	248	0	0	0	0	0	0
Hoxa3	41.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	248	0	0	0	0	0	0
Elf4	41.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	284	0	0	0	0	0	0
Arhgap22	41.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	231	0	0	0	178	91	0
Slc35e1	41.047619	0	0	0	0	0	0	0	0	0	0	0	223	0	349	0	0	290	0	0	0	0	0
Acsm2	41.047619	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	748	0	0	0	0	0
Thrap3	41.000000	0	0	0	0	0	0	0	0	0	0	0	141	0	242	0	164	314	0	0	0	0	0
Stx16	40.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	360	123	0	0	0	0	0
Ncaph	40.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	112	0	0	0	0	0	0
Lmbr1l	40.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	717	0	0	0	0	0
Isy1	40.952381	0	0	0	0	0	0	0	0	0	0	0	102	0	357	0	225	176	0	0	0	0	0
Eno1	40.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	611	0	0	0	0	0
Zfp219	40.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	174	307	0	0	220	0	0
Tmem253	40.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	174	307	0	0	220	0	0
Pi4k2a	40.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	155	120	0	0	0	0	0
Morn4	40.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	155	120	0	0	0	0	0
Gemin2	40.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	130	367	0	0	0	0	0
S1pr4	40.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	258	0	0	0	0	0	0
Mfsd7a	40.857143	0	0	0	0	0	0	0	0	0	0	0	0	363	185	0	122	188	0	0	0	0	0
Dusp13	40.857143	0	0	0	0	0	0	0	0	0	0	0	479	0	131	0	0	248	0	0	0	0	0
Pan2	40.809524	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	298	0	0	223	174	0
Gm9949	40.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	80	0	0	0	295	311	0
Fmo1	40.809524	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	612	0	0	0	0	0
Adrb2	40.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	80	0	0	0	295	311	0
Zfp959	40.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	97	180	0	0	351	0	0
Rplp0	40.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	347	0	0	0	0	0	0
Pgs1	40.761905	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	189	0	0	264	0	0
Irf2bp2	40.761905	0	0	0	0	0	0	0	0	0	0	0	140	100	359	0	97	160	0	0	0	0	0
Gtf2h2	40.761905	0	0	0	0	0	0	0	0	0	0	0	142	0	431	0	283	0	0	0	0	0	0
Efcab14	40.761905	0	0	0	0	0	0	0	0	0	0	0	0	175	535	0	146	0	0	0	0	0	0
Armc8	40.761905	0	0	0	0	0	0	0	0	0	0	0	105	0	422	0	152	177	0	0	0	0	0
Api5	40.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	500	0	0	0	0	0	0
Slc16a6	40.714286	0	0	0	0	0	0	0	0	0	0	0	85	0	144	0	0	626	0	0	0	0	0
Polr2c	40.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	163	0	0	0	299	209	0
Gm13279	40.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	291	0	0	0	0	0	0
Gm13278	40.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	291	0	0	0	0	0	0
Cyld	40.714286	0	0	0	0	0	0	0	0	0	0	0	0	353	220	0	0	109	0	0	173	0	0
Zbtb8os	40.666667	0	0	0	0	0	0	0	0	0	0	0	0	233	220	0	0	0	0	0	245	156	0
Rnf125	40.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	115	293	0	0	241	0	0
Rbbp4	40.666667	0	0	0	0	0	0	0	0	0	0	0	0	233	220	0	0	0	0	0	245	156	0
Ipo5	40.666667	0	0	0	0	0	0	0	0	0	0	0	91	224	162	0	0	377	0	0	0	0	0
Gatad2a	40.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	394	0	0	0	0	0	0
Wdr90	40.619048	0	0	0	0	0	0	0	0	0	0	0	309	0	450	0	0	94	0	0	0	0	0
Rdh7	40.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0
Prep	40.619048	0	0	0	0	0	0	0	0	0	0	0	125	0	428	0	0	161	0	0	139	0	0
Rcan2	40.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	285	0	0	0	0	0
Gtf2h3	40.571429	0	0	0	0	0	0	0	0	0	0	0	286	0	213	0	86	116	0	0	151	0	0
Eif2b1	40.571429	0	0	0	0	0	0	0	0	0	0	0	286	0	213	0	86	116	0	0	151	0	0
Ces1e	40.571429	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	652	0	0	0	0	0
Tpst2	40.523810	0	0	0	0	0	0	0	0	0	0	0	166	152	299	0	0	234	0	0	0	0	0
Jmjd1c	40.523810	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	359	0	0	120	97	0
Vkorc1l1	40.476190	0	0	0	0	0	0	0	0	0	0	0	111	0	619	0	0	0	0	0	120	0	0
Nat8f4	40.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	333	77	0	0	0	0	0
Sirpa	40.428571	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	387	222	0
Ifit3b	40.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	276	419	0
Aldh3a2	40.380952	0	0	0	0	0	0	0	0	0	0	0	0	166	187	0	97	398	0	0	0	0	0
Vps4a	40.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	331	0	0	0	0	0	0
Ube2h	40.333333	0	0	0	0	0	0	0	0	0	0	0	253	0	437	0	0	157	0	0	0	0	0
Setd5	40.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	576	0	0	0	0	0
Nrip1	40.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	155	310	0	0	140	0	0
Lca5l	40.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	192	0	0	0	209	322	0
Relt	40.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	243	0	0	0	0	0	0
Pgam5	40.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	602	0	244	0	0	0	0	0	0
C1rl	40.285714	0	0	0	0	0	0	0	0	0	0	0	0	197	399	0	0	250	0	0	0	0	0
Snrpd1	40.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	393	0	0	0	0	0	0
Dcun1d1	40.238095	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	726	0	0	0	0	0
Apoa1	40.238095	0	0	0	0	0	0	0	0	0	0	0	0	139	272	0	218	216	0	0	0	0	0
Rrp1	40.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	346	0	0	0	0	0	0
Grb10	40.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	111	0	0	0	302	234	0
Zfp638	40.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	547	0	294	0	0	0	0	0	0
Trmt5	40.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	105	206	0	0	126	0	0
Slc38a6	40.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	105	206	0	0	126	0	0
Gm10710	40.047619	0	0	0	0	0	0	0	0	0	0	0	299	0	70	0	197	275	0	0	0	0	0
Gabbr2	40.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	728	0	0	0	0	0
Dchs2	40.047619	0	0	0	0	0	0	0	0	0	0	0	299	0	70	0	197	275	0	0	0	0	0
Cxcl12	40.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	664	0	0	0	0	0
Pdrg1	40.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	266	0	0	0	0	0	0
Nampt	40.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	96	0	0	0	0	0
Glrx5	40.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	240	0	126	0	0	0	182	136	0
Akt2	39.952381	0	0	0	0	0	0	0	0	0	0	0	131	122	0	0	73	321	0	0	192	0	0
Gys2	39.904762	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	493	0	0	191	0	0
Castor2	39.857143	0	0	0	0	0	0	0	0	0	0	0	0	180	657	0	0	0	0	0	0	0	0
Ap5b1	39.857143	0	0	0	0	0	0	0	0	0	0	0	190	158	359	0	130	0	0	0	0	0	0
Slc6a4	39.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	252	0	0	0	0	0	0
Scrib	39.809524	0	0	0	0	0	0	0	0	0	0	0	351	0	245	0	0	240	0	0	0	0	0
Prkag1	39.809524	0	0	0	0	0	0	0	0	0	0	0	337	0	499	0	0	0	0	0	0	0	0
Aldh2	39.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	139	470	0	0	0	0	0
Zfp1	39.761905	0	0	0	0	0	0	0	0	0	0	0	0	151	164	0	167	353	0	0	0	0	0
Rsph14	39.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	119	615	0	0	0	0	0
Dennd2d	39.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	113	0	0	0	434	147	0
Wdr3	39.714286	0	0	0	0	0	0	0	0	0	0	0	0	168	185	0	122	359	0	0	0	0	0
Tcam1	39.714286	0	0	0	0	0	0	0	0	0	0	0	401	0	245	0	188	0	0	0	0	0	0
Agmat	39.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	693	0	0	0	0	0
Ugt2b1	39.666667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	646	0	0	0	0	0
Oxtr	39.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	196	0	0	0	0	0	0
Zfp90	39.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	440	0	0	0	0	0	0
Cyp2c39	39.619048	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	146	534	0	0	0	0	0
Zswim4	39.571429	0	0	0	0	0	0	0	0	0	0	0	102	197	187	0	0	0	0	0	268	77	0
Ube2l6	39.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	163	551	0	0	0	0	0
Tmed2	39.571429	0	0	0	0	0	0	0	0	0	0	0	174	0	496	0	0	161	0	0	0	0	0
Grk5	39.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	311	0	0	0	0	0	0
Cyp2d9	39.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	758	0	0	0	0	0
Car8	39.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	178	536	0	0	0	0	0
Fam89a	39.523810	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	675	0	0	0	0	0
Nipsnap3b	39.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	113	594	0	0	0	0	0
Mybbp1a	39.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	89	176	0	0	0	0	0
Gm13272	39.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	254	0	0	0	0	0	0
Cenps	39.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	280	0	0	0	0	0	0
Atf7ip	39.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	129	0	0	0	160	0	0
Nek4	39.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	113	531	0	0	0	0	0
Asph	39.428571	0	0	0	0	0	0	0	0	0	0	0	125	341	164	0	198	0	0	0	0	0	0
Tbcd	39.380952	0	0	0	0	0	0	0	0	0	0	0	342	0	192	0	0	293	0	0	0	0	0
Hic1	39.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	304	0	0	0	0	0	0
Tmem131l	39.333333	0	0	0	0	0	0	0	0	0	0	0	224	0	169	0	80	353	0	0	0	0	0
Srcin1	39.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	349	0	0	0	0	0	0
Scarf1	39.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	213	242	0	0	0	0	0
Rilp	39.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	213	242	0	0	0	0	0
Foxp1	39.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	475	0	0	174	0	0
C130074G19Rik	39.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	147	153	0	0	0	0	0
Slco1a4	39.190476	0	0	0	0	0	0	0	0	0	0	0	0	411	134	0	0	278	0	0	0	0	0
Ripk4	39.142857	0	0	0	0	0	0	0	0	0	0	0	0	496	245	0	81	0	0	0	0	0	0
Rbm33	39.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	146	561	0	0	0	0	0
Gm13276	39.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	247	0	0	0	0	0	0
