Target_genes	Ar|Average	SRX286404|Epididymis	SRX286405|Epididymis	SRX286406|Epididymis	SRX358239|Epididymis	SRX358240|Epididymis	SRX358241|Epididymis	SRX358242|Epididymis	SRX4867863|Epididymis	SRX4867864|Epididymis	SRX4867865|Epididymis	SRX4867866|Epididymis	SRX286394|Kidney	SRX286395|Kidney	SRX286396|Kidney	SRX283734|Prostate	SRX283739|Prostate	SRX283744|Prostate	SRX283749|Prostate	SRX286380|Prostate	SRX286381|Prostate	SRX286382|Prostate	SRX286383|Prostate	SRX286384|Prostate	SRX286385|Prostate	SRX385391|Prostate	SRX385392|Prostate	SRX6745004|Prostate	SRX6745006|Prostate	SRX6745008|Prostate	SRX9681476|Prostate	SRX9681477|Prostate	SRX9681478|Prostate	SRX9681479|Prostate	SRX5576958|Prostate_organoids	SRX5576959|Prostate_organoids	SRX5576963|Prostate_organoids	SRX5576964|Prostate_organoids	SRX5576968|Prostate_organoids	SRX5576969|Prostate_organoids	SRX5576973|Prostate_organoids	SRX5576974|Prostate_organoids	SRX7713835|Prostate_organoids	SRX7713836|Prostate_organoids	SRX7713837|Prostate_organoids	SRX7713838|Prostate_organoids	SRX9067281|Prostate_organoids	SRX9067282|Prostate_organoids	SRX9067283|Prostate_organoids	SRX9067284|Prostate_organoids	SRX9067285|Prostate_organoids	SRX9067286|Prostate_organoids	SRX9067287|Prostate_organoids	SRX9067288|Prostate_organoids	SRX9067289|Prostate_organoids	SRX9101606|Prostate_stem_cell_line	SRX6745010|Prostate_tumor	SRX6745012|Prostate_tumor	SRX6745014|Prostate_tumor	SRX739215|Prostate_tumor	SRX739216|Prostate_tumor	SRX9863165|Prostatic_intraepithelial_neoplasia	SRX739214|Prostatic_Neoplasms	SRX739217|Prostatic_Neoplasms	SRX9820280|Skeletal_muscle	SRX4373906|Sperm	SRX4373907|Sperm	SRX20593358|Thymocytes	SRX20593359|Thymocytes	STRING
Mrtfb	106.279412	0	1041	755	197	163	0	0	293	153	423	841	0	0	0	828	168	0	0	0	0	505	511	335	407	199	0	0	0	0	163	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acat2	106.205882	0	760	603	195	236	0	0	508	403	682	1327	0	381	361	883	156	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	237	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc192	105.970588	0	1080	940	203	192	201	0	462	485	1173	2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkd2	105.955882	0	1024	756	753	811	364	249	697	686	639	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps29	105.882353	0	162	0	0	0	0	0	0	0	0	0	0	155	142	582	737	710	631	464	370	226	259	595	514	173	96	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	564	157	0	231	0	0	0	0	0
Smim1	105.823529	0	252	220	0	165	0	0	302	297	245	392	0	1084	1117	763	139	0	0	0	0	205	117	143	157	319	0	208	0	0	206	168	224	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm1b	105.779412	0	946	806	0	121	157	0	1712	1191	870	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat4	105.720588	0	1096	936	181	215	0	0	602	414	554	1420	0	0	0	438	268	0	0	0	0	174	125	123	0	0	0	0	0	0	219	0	172	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27	105.720588	0	525	313	498	431	206	0	0	0	0	0	0	502	541	195	0	0	0	0	0	291	218	249	281	859	662	0	202	0	0	206	195	146	177	130	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	80	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult1a1	105.485294	0	524	410	112	110	153	0	582	447	433	1239	0	507	465	457	0	0	0	0	0	225	164	131	112	181	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	131	92	253	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prob1	105.411765	0	960	784	0	340	153	0	487	428	849	1332	0	885	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189a2	105.397059	0	356	371	0	0	0	0	802	642	1258	2206	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	197	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd1c	104.632353	0	547	318	0	112	0	0	147	129	311	946	0	242	289	691	178	0	120	0	0	291	199	149	159	149	311	0	0	0	295	255	249	347	0	0	0	0	0	0	0	0	271	111	179	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9	104.588235	0	1163	1143	225	367	0	0	859	546	1018	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il34	104.544118	0	655	297	0	0	0	0	211	0	220	752	0	502	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	449	539	567	0	0	0	178	0	279	0	256	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htra1	104.455882	0	600	495	196	217	184	0	367	219	373	882	0	556	545	121	0	0	0	0	0	205	136	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	290	567	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc3	104.235294	0	680	493	102	209	80	0	294	0	204	671	0	120	127	678	253	0	0	0	0	162	211	107	106	0	0	166	0	0	0	0	213	237	0	0	0	0	0	0	0	0	618	400	310	426	0	0	0	0	0	112	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpst2	104.088235	0	1244	1119	272	376	147	0	671	335	603	855	0	0	0	462	0	0	0	0	0	295	158	0	0	0	0	0	0	0	164	0	126	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b10	103.794118	0	0	0	0	0	0	0	0	0	0	0	0	118	221	472	114	0	0	0	0	130	181	140	0	684	708	0	0	0	250	247	365	669	140	190	155	214	0	0	108	0	246	150	467	513	0	0	0	0	0	126	0	140	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	103.617647	0	1374	1308	197	379	0	0	908	578	691	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelfe	103.617647	0	1374	1308	197	379	0	0	908	578	691	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edn1	103.470588	0	187	165	0	0	0	0	127	0	0	200	0	558	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	272	0	0	0	0	0	0	0	0	1599	911	1136	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egf	103.367647	0	1627	1355	770	906	263	149	305	186	440	896	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlgn1	103.102941	0	896	773	0	165	292	130	371	378	1441	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acap2	102.955882	0	330	282	0	183	0	0	305	0	266	685	0	0	0	673	184	0	0	0	0	404	419	251	256	553	349	0	163	205	529	384	270	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggps1	102.911765	0	992	843	0	172	0	0	712	390	986	1693	0	343	535	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid4b	102.911765	0	992	843	0	172	0	0	712	390	986	1693	0	343	535	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etnk1	102.867647	0	1074	789	176	239	0	0	405	235	317	777	0	640	775	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	270	308	315	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
H1f6	102.676471	0	591	326	322	196	0	0	185	218	286	470	0	402	474	164	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	402	927	957	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dchs2	102.676471	0	235	218	316	419	397	303	0	0	0	0	472	419	346	0	0	247	0	0	158	244	244	376	494	465	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	279	0	0	0	0	0	368	0	0
Esp23	102.441176	0	625	497	224	0	0	0	596	587	1075	2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b1	102.367647	0	234	229	0	0	0	0	202	0	246	609	0	910	842	359	123	0	0	0	0	269	295	0	0	0	153	0	0	0	285	215	343	405	0	200	0	0	0	0	0	0	219	0	0	0	126	110	0	0	0	111	173	173	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6f	102.308824	0	487	345	112	202	187	0	587	650	538	1282	0	910	966	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	345	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn3	102.147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	614	0	151	0	0	258	133	0	0	0	0	334	215	0	641	429	1025	1330	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	101	0	0	0	0
Akap1	102.147059	0	608	581	0	437	233	112	371	342	291	1062	0	280	573	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	341	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emid1	102.000000	0	958	836	562	661	400	237	371	231	253	869	0	0	0	419	212	0	0	0	0	0	0	0	0	0	0	0	0	0	344	339	116	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561	101.985294	0	280	236	0	0	0	0	249	210	180	432	0	129	0	827	184	0	0	0	0	408	362	118	167	390	571	0	263	0	245	221	350	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	189	0	194	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd2a	101.764706	0	667	596	516	544	217	0	317	153	265	623	0	732	625	265	0	0	0	0	0	139	173	0	0	151	212	0	0	0	0	0	139	180	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp2	101.500000	0	1324	1131	221	563	0	0	746	431	685	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpm	101.191176	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	579	288	933	1028	130	114	0	495	0	676	380	861	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a7	101.191176	0	254	310	0	0	0	0	459	604	729	1827	0	0	0	950	211	0	0	0	0	0	0	0	0	0	0	262	202	0	244	151	268	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl2fm1	101.132353	329	329	230	0	241	290	421	0	0	0	0	0	470	455	525	277	0	685	0	0	285	340	220	415	321	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0
Greb1	101.102941	0	800	547	0	167	0	0	702	413	293	758	0	0	0	878	0	0	0	0	0	129	196	141	106	0	0	324	161	0	125	0	0	0	0	0	0	0	0	0	0	0	407	0	339	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfam1	100.794118	0	371	221	204	308	182	0	305	0	228	507	0	312	311	180	0	0	0	0	0	232	150	174	246	195	128	0	0	0	550	444	585	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb8a	100.720588	0	602	537	0	228	0	0	370	366	318	913	0	0	0	707	202	0	0	0	0	305	321	130	185	0	332	0	0	0	145	132	168	260	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	147	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp4	100.573529	0	961	788	0	210	193	0	910	498	1042	1628	0	109	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd5b	100.485294	0	572	526	180	220	206	0	417	467	696	1516	0	552	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	289	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prom1	100.485294	0	745	505	0	172	0	0	0	0	199	328	0	203	261	1289	145	0	0	0	0	294	167	135	159	170	304	227	0	0	557	478	209	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl18	100.411765	0	1056	1036	254	227	0	0	895	619	993	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdap1	100.264706	174	1187	1268	667	517	0	0	511	525	724	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde4d	100.000000	0	1145	684	0	0	0	0	961	528	952	1769	0	0	0	344	0	0	0	0	0	221	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapl1	99.882353	0	1137	1263	123	452	0	0	755	538	726	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps21	99.838235	0	710	552	124	363	157	0	546	512	560	869	0	662	733	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	187	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc70	99.779412	0	1185	777	263	607	845	238	433	311	625	1219	0	0	139	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr161	99.691176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	512	788	937	196	267	0	911	129	609	286	429	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd1	99.617647	0	976	765	0	0	0	0	384	304	416	1191	0	348	422	694	0	0	0	0	0	280	140	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	323	0	190	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc51b	99.500000	0	967	846	309	438	506	235	691	381	420	1470	0	237	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jcad	99.500000	0	711	642	0	193	0	0	137	0	183	359	0	0	0	342	713	150	0	0	0	0	0	0	0	314	540	0	0	0	555	362	437	591	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	197	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp2b	99.397059	0	92	0	0	0	0	0	0	0	0	361	0	0	0	729	350	0	0	0	0	356	326	227	216	188	162	0	274	0	609	625	983	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a2	99.338235	0	412	531	0	0	0	0	267	220	640	1163	0	0	0	751	0	0	0	0	0	0	165	90	0	0	227	0	0	0	244	305	543	703	0	0	0	0	0	0	0	0	257	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chad	98.602941	0	975	526	378	351	163	0	137	126	967	1768	0	0	0	191	0	166	0	0	0	0	0	0	0	0	0	0	0	0	219	0	381	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs4	98.338235	0	757	497	0	160	0	0	269	0	228	495	0	132	0	670	0	0	0	0	0	255	297	0	132	216	205	0	0	0	408	420	606	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnase1l2	98.294118	0	256	255	0	0	0	0	241	0	0	417	0	0	0	536	0	0	0	0	0	0	0	0	0	1269	1432	162	180	0	0	0	146	128	0	0	0	0	0	0	0	0	0	0	255	307	0	0	0	0	0	182	307	318	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkar2a	98.264706	0	1128	1103	377	363	893	369	464	258	430	1161	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpcal1	98.088235	0	626	378	169	327	0	0	310	186	278	750	0	171	203	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	447	720	747	0	0	0	139	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r2d	97.808824	0	596	565	0	0	0	0	297	164	614	1200	0	209	179	528	0	0	0	0	0	117	0	0	0	278	448	0	0	0	345	308	392	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk1ip1	97.808824	0	596	565	0	0	0	0	297	164	614	1200	0	209	179	528	0	0	0	0	0	117	0	0	0	278	448	0	0	0	345	308	392	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3500	97.661765	0	1084	1000	217	201	0	0	219	145	392	707	0	881	978	202	0	0	0	0	0	367	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synj2	97.558824	0	461	394	0	156	0	0	336	260	403	735	0	0	0	659	247	0	0	0	0	0	0	0	0	166	0	0	0	0	337	458	528	612	0	0	0	0	0	0	0	0	113	0	205	325	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trak1	97.367647	0	891	446	374	483	435	0	485	241	233	587	0	619	642	338	0	0	0	0	0	196	191	0	0	253	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13	97.073529	0	341	209	271	207	126	0	476	369	606	1126	0	365	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	317	365	592	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmel	96.985294	0	1290	959	0	316	193	0	558	533	959	1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notch2	96.985294	0	872	956	120	298	122	0	588	466	760	1618	0	168	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	112	0	88	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk2	96.985294	0	1290	959	0	316	193	0	558	533	959	1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cers5	96.911765	0	1422	1075	0	203	0	0	761	643	909	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp143	96.852941	121	337	372	141	346	129	122	0	0	0	0	175	339	333	0	0	145	0	0	0	112	0	267	192	171	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	629	691	0	0	0	0	0	0	0	0	0	0	0	0	0	415	151	390	183	169	0	0	0	0	0	0
Tgm2	96.661765	0	544	344	715	589	509	211	441	457	805	1560	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gucy2g	96.426471	0	0	101	0	0	0	0	0	0	0	160	0	144	0	321	186	0	0	0	0	0	0	0	0	373	0	0	0	0	196	236	207	360	0	0	0	0	0	0	0	0	1088	678	735	838	0	0	0	349	0	240	0	129	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a4	96.279412	0	556	325	78	174	0	0	0	0	0	243	0	1581	1708	627	0	0	0	0	0	154	210	238	212	267	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb3	96.279412	0	556	325	78	174	0	0	0	0	0	243	0	1581	1708	627	0	0	0	0	0	154	210	238	212	267	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtus1	96.191176	0	0	0	0	0	0	0	0	0	0	0	0	175	160	661	0	0	81	0	0	189	181	0	0	0	0	0	0	0	565	796	1102	1509	0	0	0	158	0	0	0	0	324	166	245	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c1	96.000000	0	0	0	0	0	0	0	0	0	0	124	0	0	0	110	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	337	0	0	0	0	0	0	951	447	1153	1170	0	0	0	380	0	294	351	505	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr143	95.411765	0	1290	942	0	267	142	0	863	582	894	1390	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf8	95.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	190	139	199	0	0	0	0	0	0	576	321	1057	855	0	0	0	184	198	401	464	459	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhatl	94.485294	0	1085	824	0	0	0	0	395	252	240	628	0	0	0	756	135	0	0	0	0	110	112	221	248	206	0	0	0	0	309	172	362	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac6	94.470588	0	1045	966	206	390	0	0	481	331	505	816	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	455	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
