Target_genes	E2f3|Average	SRX871671|Intestinal_crypt	SRX871675|Intestinal_crypt	SRX871673|Intestinal_villus	SRX871677|Intestinal_villus	SRX106013|MEF	SRX106014|MEF	SRX1120753|MEF	SRX1120754|MEF	SRX1120756|MEF	STRING
Ogfod3	46.444444	97	0	0	0	321	0	0	0	0	0
Marcks	46.444444	0	0	0	0	418	0	0	0	0	0
Lrrc2	46.444444	156	159	103	0	0	0	0	0	0	0
Hspe1	46.444444	85	0	0	0	333	0	0	0	0	0
Hspd1	46.444444	85	0	0	0	333	0	0	0	0	0
Hexdc	46.444444	97	0	0	0	321	0	0	0	0	0
Arhgap4	46.444444	146	169	103	0	0	0	0	0	0	0
Sc5d	46.333333	0	0	0	0	417	0	0	0	0	0
Rnf214	46.333333	0	0	0	0	417	0	0	0	0	0
Pip4p1	46.333333	79	0	0	0	338	0	0	0	0	0
Pcsk7	46.333333	0	0	0	0	417	0	0	0	0	0
Ikzf5	46.333333	74	81	0	0	262	0	0	0	0	0
Entpd4b	46.333333	0	0	0	0	417	0	0	0	0	0
Entpd4	46.333333	0	0	0	0	417	0	0	0	0	0
Acadsb	46.333333	74	81	0	0	262	0	0	0	0	0
Zfp704	46.222222	116	159	0	0	141	0	0	0	0	0
Scaf11	46.222222	0	0	0	0	341	75	0	0	0	0
Rbx1	46.222222	177	0	0	0	239	0	0	0	0	0
Ptar1	46.222222	0	0	0	0	416	0	0	0	0	0
Pigm	46.222222	97	0	0	0	199	0	0	120	0	0
Kif5b	46.222222	0	0	0	0	416	0	0	0	0	0
Ifit2	46.222222	228	188	0	0	0	0	0	0	0	0
Csnk1g2	46.222222	106	0	0	0	310	0	0	0	0	0
Smim7	46.111111	0	0	0	0	415	0	0	0	0	0
Rad18	46.111111	0	0	0	0	415	0	0	0	0	0
Gpr183	46.111111	256	159	0	0	0	0	0	0	0	0
Cebpg	46.111111	0	0	0	0	415	0	0	0	0	0
4930402H24Rik	46.111111	0	0	0	0	415	0	0	0	0	0
Tcam1	46.000000	167	118	0	0	129	0	0	0	0	0
Smarcd2	46.000000	167	118	0	0	129	0	0	0	0	0
Cbx1	46.000000	96	0	0	0	318	0	0	0	0	0
Anapc10	46.000000	0	0	0	0	414	0	0	0	0	0
Abce1	46.000000	0	0	0	0	414	0	0	0	0	0
Ybx3	45.888889	0	0	0	0	413	0	0	0	0	0
Trabd	45.888889	0	0	0	0	413	0	0	0	0	0
Ppp1r15b	45.888889	0	0	0	0	413	0	0	0	0	0
Mob3a	45.888889	88	0	0	0	325	0	0	0	0	0
Lactb	45.888889	70	109	0	0	136	98	0	0	0	0
Izumo4	45.888889	88	0	0	0	325	0	0	0	0	0
Zfp146	45.777778	199	213	0	0	0	0	0	0	0	0
Rbpms	45.777778	79	159	0	0	174	0	0	0	0	0
Raly	45.777778	0	0	0	0	298	114	0	0	0	0
Ltn1	45.777778	253	159	0	0	0	0	0	0	0	0
Hapln2	45.777778	106	169	0	137	0	0	0	0	0	0
Dip2b	45.777778	0	0	0	0	412	0	0	0	0	0
Cnpy3	45.777778	156	0	0	0	256	0	0	0	0	0
Usp2	45.666667	149	109	0	0	153	0	0	0	0	0
Ube2d2b	45.666667	128	211	72	0	0	0	0	0	0	0
Lrig3	45.666667	0	110	0	0	301	0	0	0	0	0
Elk4	45.666667	0	0	0	0	411	0	0	0	0	0
Anapc15	45.666667	237	0	174	0	0	0	0	0	0	0
Adcy7	45.666667	0	0	0	0	411	0	0	0	0	0
0610010F05Rik	45.666667	0	0	0	0	322	89	0	0	0	0
Tigd2	45.555556	0	0	0	0	410	0	0	0	0	0
Rnasek	45.555556	167	0	0	0	243	0	0	0	0	0
Nsmce3	45.555556	0	109	0	0	301	0	0	0	0	0
Ints14	45.555556	146	202	62	0	0	0	0	0	0	0
Dyrk3	45.555556	0	0	0	0	410	0	0	0	0	0
Caprin2	45.555556	0	0	0	0	410	0	0	0	0	0
0610010K14Rik	45.555556	167	0	0	0	243	0	0	0	0	0
Usp6nl	45.444444	0	0	0	0	409	0	0	0	0	0
Oxr1	45.444444	97	0	0	0	312	0	0	0	0	0
Tut4	45.333333	122	137	0	0	149	0	0	0	0	0
Pibf1	45.333333	0	0	0	0	408	0	0	0	0	0
Nrf1	45.333333	0	0	0	0	408	0	0	0	0	0
Mpeg1	45.333333	146	180	82	0	0	0	0	0	0	0
Dis3	45.333333	0	0	0	0	408	0	0	0	0	0
Cyp2c69	45.333333	70	180	0	158	0	0	0	0	0	0
Clcn5	45.333333	136	169	103	0	0	0	0	0	0	0
Tekt2	45.222222	0	0	0	0	407	0	0	0	0	0
Rps16	45.222222	177	128	0	0	102	0	0	0	0	0
Ppp2r5c	45.222222	88	99	0	0	220	0	0	0	0	0
Plaa	45.222222	188	0	121	0	98	0	0	0	0	0
Phlda1	45.222222	126	0	0	0	281	0	0	0	0	0
Dctpp1	45.222222	136	0	0	0	271	0	0	0	0	0
Ano9	45.222222	152	81	174	0	0	0	0	0	0	0
Adprhl2	45.222222	0	0	0	0	407	0	0	0	0	0
Pip4k2c	45.111111	0	0	0	0	406	0	0	0	0	0
Osbpl2	45.111111	0	0	0	0	406	0	0	0	0	0
Mre11a	45.111111	156	147	103	0	0	0	0	0	0	0
Mapre1	45.111111	0	0	0	0	406	0	0	0	0	0
Fos	45.111111	97	0	187	0	122	0	0	0	0	0
Eif1	45.111111	153	0	0	0	132	0	0	121	0	0
Dmac2	45.111111	268	138	0	0	0	0	0	0	0	0
Dgke	45.111111	0	0	0	0	301	105	0	0	0	0
Chst3	45.111111	0	0	0	0	406	0	0	0	0	0
Calm3	45.111111	0	0	0	0	406	0	0	0	0	0
Ankrd49	45.111111	156	147	103	0	0	0	0	0	0	0
Rnf2	45.000000	0	0	0	0	405	0	0	0	0	0
Ppp1cb	45.000000	0	0	0	0	405	0	0	0	0	0
Nup205	45.000000	0	0	0	0	405	0	0	0	0	0
Hexb	45.000000	0	0	0	0	405	0	0	0	0	0
Ddx19a	45.000000	0	0	0	0	405	0	0	0	0	0
Zfp985	44.888889	145	177	82	0	0	0	0	0	0	0
Mier2	44.888889	0	0	0	0	404	0	0	0	0	0
Zmym6	44.777778	188	0	0	0	215	0	0	0	0	0
Spen	44.777778	0	0	0	0	403	0	0	0	0	0
Rexo5	44.777778	116	0	0	0	287	0	0	0	0	0
Nkd2	44.777778	116	180	0	0	107	0	0	0	0	0
Ifitm10	44.777778	0	0	0	0	403	0	0	0	0	0
Eri2	44.777778	116	0	0	0	287	0	0	0	0	0
Eed	44.777778	67	0	0	0	336	0	0	0	0	0
Cdc42se2	44.777778	0	0	0	0	403	0	0	0	0	0
Ttc39a	44.666667	233	169	0	0	0	0	0	0	0	0
Proser3	44.666667	233	169	0	0	0	0	0	0	0	0
Hspb6	44.666667	233	169	0	0	0	0	0	0	0	0
Fzd6	44.666667	0	0	0	0	402	0	0	0	0	0
Frk	44.666667	222	180	0	0	0	0	0	0	0	0
Capn2	44.666667	0	0	0	0	402	0	0	0	0	0
Atp2a2	44.666667	0	0	93	0	309	0	0	0	0	0
Zfp160	44.555556	199	202	0	0	0	0	0	0	0	0
Srsf5	44.555556	0	0	0	0	401	0	0	0	0	0
Prkaa1	44.555556	88	0	0	0	313	0	0	0	0	0
Kdm2a	44.555556	0	0	88	0	313	0	0	0	0	0
Arhgap21	44.555556	0	0	0	0	300	101	0	0	0	0
Abt1	44.555556	177	109	115	0	0	0	0	0	0	0
Abo	44.555556	177	224	0	0	0	0	0	0	0	0
Son	44.444444	0	0	0	0	400	0	0	0	0	0
Scmh1	44.444444	0	0	0	0	400	0	0	0	0	0
Ptcd1	44.444444	106	0	0	0	294	0	0	0	0	0
Nrg1	44.444444	116	191	93	0	0	0	0	0	0	0
Gm36712	44.444444	0	0	0	0	400	0	0	0	0	0
Gls2	44.444444	156	0	0	0	244	0	0	0	0	0
Gart	44.444444	0	0	0	0	400	0	0	0	0	0
Cpsf4	44.444444	106	0	0	0	294	0	0	0	0	0
Cdk9	44.444444	146	0	0	0	254	0	0	0	0	0
Ap5z1	44.444444	188	118	0	0	94	0	0	0	0	0
Rnft1	44.333333	0	0	0	0	399	0	0	0	0	0
Olfr693	44.333333	136	148	115	0	0	0	0	0	0	0
Zmat1	44.222222	136	159	103	0	0	0	0	0	0	0
Zcchc14	44.222222	0	0	0	0	398	0	0	0	0	0
Ubxn8	44.222222	134	109	0	0	155	0	0	0	0	0
Psmc2	44.222222	136	0	126	0	136	0	0	0	0	0
Patz1	44.222222	0	0	0	0	398	0	0	0	0	0
Dnajc2	44.222222	136	0	126	0	136	0	0	0	0	0
Csrnp1	44.222222	0	0	0	0	398	0	0	0	0	0
Tmem181a	44.111111	0	0	0	0	397	0	0	0	0	0
Rpl22	44.111111	97	148	0	0	152	0	0	0	0	0
Rbm15	44.111111	145	131	0	0	0	0	0	121	0	0
Hes7	44.111111	146	166	0	0	85	0	0	0	0	0
Eif2ak3	44.111111	0	0	0	0	255	142	0	0	0	0
Dusp14	44.111111	0	0	0	0	397	0	0	0	0	0
Cmtm1	44.111111	156	148	93	0	0	0	0	0	0	0
Aloxe3	44.111111	146	166	0	0	85	0	0	0	0	0
Acsl1	44.111111	233	0	0	0	164	0	0	0	0	0
Ywhag	44.000000	0	0	0	0	396	0	0	0	0	0
Tor1a	44.000000	0	0	0	0	396	0	0	0	0	0
Rnf144a	44.000000	0	0	0	0	396	0	0	0	0	0
Peak1	44.000000	0	0	0	0	396	0	0	0	0	0
Mtmr3	44.000000	0	0	0	0	396	0	0	0	0	0
Hmg20a	44.000000	0	0	0	0	396	0	0	0	0	0
Cog3	44.000000	167	109	0	0	120	0	0	0	0	0
Bet1	44.000000	120	189	0	87	0	0	0	0	0	0
Add3	44.000000	180	216	0	0	0	0	0	0	0	0
Trir	43.888889	0	0	0	0	144	0	0	251	0	0
Traf4	43.888889	146	0	126	0	123	0	0	0	0	0
Scamp5	43.888889	0	159	0	0	236	0	0	0	0	0
Psmd12	43.888889	136	118	0	0	141	0	0	0	0	0
Pogz	43.888889	106	125	0	0	164	0	0	0	0	0
Mrps17	43.888889	280	0	115	0	0	0	0	0	0	0
Hgsnat	43.888889	0	0	0	0	308	87	0	0	0	0
Get3	43.888889	0	0	0	0	144	0	0	251	0	0
Dsg2	43.888889	215	180	0	0	0	0	0	0	0	0
Dph5	43.888889	171	224	0	0	0	0	0	0	0	0
Cox5a	43.888889	0	0	0	0	284	111	0	0	0	0
Ubb	43.777778	246	148	0	0	0	0	0	0	0	0
Tmem268	43.777778	0	0	0	0	394	0	0	0	0	0
Slc20a1	43.777778	0	0	0	0	394	0	0	0	0	0
Npcd	43.777778	0	0	0	0	394	0	0	0	0	0
Lrrc49	43.777778	268	0	126	0	0	0	0	0	0	0
Gemin4	43.777778	0	0	0	0	394	0	0	0	0	0
Dbil5	43.777778	0	0	0	0	394	0	0	0	0	0
Cep70	43.777778	106	0	0	0	288	0	0	0	0	0
Cbx6	43.777778	0	0	0	0	394	0	0	0	0	0
Prkar1b	43.666667	167	118	0	0	108	0	0	0	0	0
Zfp422	43.555556	0	0	0	0	392	0	0	0	0	0
Ubap2l	43.555556	0	0	0	0	392	0	0	0	0	0
Tnks1bp1	43.555556	106	0	0	0	286	0	0	0	0	0
Slc25a10	43.555556	136	0	0	0	256	0	0	0	0	0
Set	43.555556	79	0	0	0	313	0	0	0	0	0
Rabif	43.555556	136	148	0	0	108	0	0	0	0	0
Lrrc51	43.555556	158	87	0	0	147	0	0	0	0	0
Dgkz	43.555556	0	0	0	0	392	0	0	0	0	0
Chd4	43.555556	126	0	0	0	266	0	0	0	0	0
Cep135	43.555556	0	0	0	0	300	92	0	0	0	0
Amotl1	43.555556	126	128	138	0	0	0	0	0	0	0
4933434E20Rik	43.555556	0	0	0	0	392	0	0	0	0	0
Srpk1	43.444444	0	0	0	0	310	81	0	0	0	0
Hpcal1	43.444444	0	0	0	0	391	0	0	0	0	0
Grb2	43.444444	0	0	0	0	251	140	0	0	0	0
Zc3h14	43.333333	0	0	0	0	390	0	0	0	0	0
Ttll12	43.333333	106	148	0	0	136	0	0	0	0	0
Tppp3	43.333333	188	202	0	0	0	0	0	0	0	0
Tmco5	43.333333	199	191	0	0	0	0	0	0	0	0
Slc3a2	43.333333	220	0	170	0	0	0	0	0	0	0
Slc25a12	43.333333	0	0	0	0	390	0	0	0	0	0
Sav1	43.333333	0	0	0	0	390	0	0	0	0	0
Nox1	43.333333	146	118	126	0	0	0	0	0	0	0
Mat2a	43.333333	0	83	0	0	307	0	0	0	0	0
Herpud1	43.333333	0	0	0	0	390	0	0	0	0	0
Dtd1	43.333333	210	180	0	0	0	0	0	0	0	0
Cenpu	43.333333	197	64	0	0	0	0	0	129	0	0
Camta1	43.333333	177	0	0	0	213	0	0	0	0	0
2610507B11Rik	43.333333	0	0	0	0	390	0	0	0	0	0
Depdc7	43.222222	97	0	0	0	292	0	0	0	0	0
Brf1	43.222222	0	0	0	0	297	92	0	0	0	0
Zfp101	43.111111	226	0	162	0	0	0	0	0	0	0
Slc25a51	43.111111	0	0	0	0	318	70	0	0	0	0
Rcan3	43.111111	0	0	0	0	388	0	0	0	0	0
Pmaip1	43.111111	116	0	0	0	272	0	0	0	0	0
Ndufv2	43.111111	0	0	0	0	388	0	0	0	0	0
Fhl1	43.111111	0	0	0	0	388	0	0	0	0	0
Slc37a2	43.000000	188	0	199	0	0	0	0	0	0	0
Sipa1	43.000000	188	0	0	0	199	0	0	0	0	0
Serpina3g	43.000000	156	159	72	0	0	0	0	0	0	0
Serpina3f	43.000000	156	159	72	0	0	0	0	0	0	0
Pbx3	43.000000	88	0	0	0	299	0	0	0	0	0
Mybl1	43.000000	88	0	0	0	299	0	0	0	0	0
Hap1	43.000000	136	169	82	0	0	0	0	0	0	0
Cdc16	43.000000	0	0	0	0	264	123	0	0	0	0
Arrdc2	43.000000	0	0	0	0	387	0	0	0	0	0
Amer3	43.000000	0	0	0	0	387	0	0	0	0	0
4930579F01Rik	43.000000	136	169	82	0	0	0	0	0	0	0
Ywhaz	42.888889	105	0	0	0	281	0	0	0	0	0
Tedc1	42.888889	106	0	0	0	156	0	0	124	0	0
Plxdc1	42.888889	0	81	0	0	305	0	0	0	0	0
Pip4k2a	42.888889	0	0	0	0	386	0	0	0	0	0
Mrfap1	42.888889	104	0	0	0	282	0	0	0	0	0
Klf5	42.888889	135	0	0	0	175	76	0	0	0	0
Kcna3	42.888889	0	0	0	0	386	0	0	0	0	0
Crip1	42.888889	106	0	0	0	156	0	0	124	0	0
Vdac1	42.777778	0	0	0	0	385	0	0	0	0	0
Tbk1	42.777778	97	0	0	0	288	0	0	0	0	0
Ppp3r1	42.777778	0	0	0	0	385	0	0	0	0	0
Elovl5	42.777778	0	0	0	0	385	0	0	0	0	0
Caprin1	42.777778	141	0	0	0	244	0	0	0	0	0
B3glct	42.777778	88	0	0	0	297	0	0	0	0	0
Ano6	42.777778	0	0	0	0	385	0	0	0	0	0
Alkbh5	42.777778	97	0	0	0	288	0	0	0	0	0
Supt4a	42.666667	88	0	0	0	296	0	0	0	0	0
Shld2	42.666667	0	0	0	0	384	0	0	0	0	0
Prcc	42.666667	240	144	0	0	0	0	0	0	0	0
Ppfibp1	42.666667	0	0	0	0	384	0	0	0	0	0
Glud1	42.666667	0	0	0	0	384	0	0	0	0	0
Eif5	42.666667	0	0	0	0	288	96	0	0	0	0
Atrn	42.666667	0	0	0	0	300	84	0	0	0	0
Zfand4	42.555556	0	0	0	0	383	0	0	0	0	0
Zdhhc18	42.555556	0	0	0	0	383	0	0	0	0	0
Usp19	42.555556	245	138	0	0	0	0	0	0	0	0
Ric1	42.555556	0	0	0	0	383	0	0	0	0	0
Mbd2	42.555556	0	0	0	0	296	87	0	0	0	0
Ing1	42.555556	0	118	0	0	265	0	0	0	0	0
Dip2a	42.555556	0	0	0	0	383	0	0	0	0	0
Cd47	42.555556	87	90	0	0	206	0	0	0	0	0
Cars2	42.555556	0	118	0	0	265	0	0	0	0	0
Steap2	42.444444	0	0	0	0	382	0	0	0	0	0
Ptpru	42.444444	0	0	0	0	382	0	0	0	0	0
Khdrbs3	42.444444	0	0	0	0	382	0	0	0	0	0
Gramd1a	42.444444	0	0	0	0	382	0	0	0	0	0
Gpr157	42.444444	167	128	0	0	87	0	0	0	0	0
Epb41l2	42.444444	0	148	0	0	234	0	0	0	0	0
Zfp972	42.333333	222	159	0	0	0	0	0	0	0	0
Scoc	42.333333	177	0	0	0	204	0	0	0	0	0
Zfp395	42.222222	62	0	0	0	318	0	0	0	0	0
Prcp	42.222222	218	0	162	0	0	0	0	0	0	0
Pla2g12b	42.222222	97	180	103	0	0	0	0	0	0	0
Pcnx4	42.222222	0	0	0	0	380	0	0	0	0	0
Pcdhgc5	42.222222	167	213	0	0	0	0	0	0	0	0
Pcdhgc4	42.222222	167	213	0	0	0	0	0	0	0	0
Ilf3	42.222222	116	0	0	0	264	0	0	0	0	0
Icosl	42.222222	106	0	0	0	194	0	0	80	0	0
Fam98b	42.222222	126	99	0	0	155	0	0	0	0	0
Ddias	42.222222	218	0	162	0	0	0	0	0	0	0
Azin2	42.222222	0	0	0	0	380	0	0	0	0	0
Arhgap29	42.222222	0	0	0	0	380	0	0	0	0	0
Acat1	42.222222	0	0	0	0	380	0	0	0	0	0
Ube2g2	42.111111	0	0	0	0	379	0	0	0	0	0
Tmem248	42.111111	0	0	0	0	379	0	0	0	0	0
Syf2	42.111111	126	148	0	0	105	0	0	0	0	0
Skint9	42.111111	199	180	0	0	0	0	0	0	0	0
Stt3b	42.000000	122	0	0	0	256	0	0	0	0	0
Slc39a13	42.000000	0	0	0	0	229	149	0	0	0	0
Prdx4	42.000000	0	0	0	0	378	0	0	0	0	0
Mecp2	42.000000	146	0	0	0	232	0	0	0	0	0
Map4k5	42.000000	0	0	0	0	378	0	0	0	0	0
Lama2	42.000000	167	159	52	0	0	0	0	0	0	0
Ebag9	42.000000	127	0	0	0	251	0	0	0	0	0
Cpne2	42.000000	0	0	0	0	378	0	0	0	0	0
Clptm1l	42.000000	0	0	0	0	378	0	0	0	0	0
Atl1	42.000000	0	0	0	0	378	0	0	0	0	0
AI413582	42.000000	0	0	0	0	378	0	0	0	0	0
Tubg1	41.888889	97	99	0	0	181	0	0	0	0	0
Retreg3	41.888889	97	99	0	0	181	0	0	0	0	0
Nkap	41.888889	177	118	82	0	0	0	0	0	0	0
Mmgt1	41.888889	97	0	0	0	280	0	0	0	0	0
Ythdc1	41.777778	0	159	0	0	217	0	0	0	0	0
Vipr2	41.777778	156	138	82	0	0	0	0	0	0	0
Prep	41.777778	0	0	0	0	376	0	0	0	0	0
Pdp1	41.777778	93	0	90	0	193	0	0	0	0	0
Esyt2	41.777778	0	0	0	0	296	80	0	0	0	0
Cenpe	41.777778	250	0	126	0	0	0	0	0	0	0
Brwd1	41.777778	0	0	0	0	376	0	0	0	0	0
Tssk1	41.666667	0	0	0	0	375	0	0	0	0	0
Sltm	41.666667	88	72	0	0	215	0	0	0	0	0
Rps27l	41.666667	136	90	0	0	149	0	0	0	0	0
Pms1	41.666667	0	0	0	0	375	0	0	0	0	0
Ormdl1	41.666667	0	0	0	0	375	0	0	0	0	0
Nfix	41.666667	0	142	138	0	95	0	0	0	0	0
Larp4	41.666667	155	220	0	0	0	0	0	0	0	0
Klrg2	41.666667	70	138	0	0	167	0	0	0	0	0
Fnbp1	41.666667	0	0	0	0	375	0	0	0	0	0
Dgcr2	41.666667	0	0	0	0	375	0	0	0	0	0
Cul3	41.666667	0	0	0	0	375	0	0	0	0	0
Ccdc112	41.666667	0	99	0	0	276	0	0	0	0	0
Bnip3	41.666667	0	159	0	0	216	0	0	0	0	0
Bag6	41.666667	97	109	0	0	169	0	0	0	0	0
B230307C23Rik	41.666667	100	213	62	0	0	0	0	0	0	0
Apom	41.666667	97	109	0	0	169	0	0	0	0	0
Tbc1d5	41.555556	0	0	0	0	374	0	0	0	0	0
Plaat3	41.555556	194	180	0	0	0	0	0	0	0	0
Itpk1	41.555556	135	155	0	0	84	0	0	0	0	0
Ccdc71l	41.555556	102	127	0	0	145	0	0	0	0	0
Kmt5a	41.444444	116	0	0	0	257	0	0	0	0	0
Itpripl1	41.444444	177	0	0	0	196	0	0	0	0	0
Exd2	41.444444	79	191	0	0	103	0	0	0	0	0
Crem	41.444444	0	0	0	0	373	0	0	0	0	0
Ccdc88a	41.444444	0	0	0	0	373	0	0	0	0	0
Ccdc105	41.444444	62	0	0	0	311	0	0	0	0	0
Sec62	41.333333	0	0	0	0	372	0	0	0	0	0
Rps19	41.333333	210	90	72	0	0	0	0	0	0	0
Asf1a	41.333333	0	0	0	0	372	0	0	0	0	0
Ankrd54	41.333333	0	0	0	0	372	0	0	0	0	0
Stau2	41.222222	126	99	0	0	146	0	0	0	0	0
Shroom3	41.222222	0	0	0	0	371	0	0	0	0	0
Myo5a	41.222222	0	0	0	0	371	0	0	0	0	0
Mtrex	41.222222	256	0	115	0	0	0	0	0	0	0
Mios	41.222222	0	0	0	0	371	0	0	0	0	0
Gas1	41.222222	0	0	0	0	371	0	0	0	0	0
Elovl4	41.222222	0	0	0	0	371	0	0	0	0	0
Dhx29	41.222222	256	0	115	0	0	0	0	0	0	0
Aven	41.222222	0	0	0	0	280	91	0	0	0	0
Tap1	41.111111	136	109	0	0	125	0	0	0	0	0
Sgk2	41.111111	146	224	0	0	0	0	0	0	0	0
Psmb9	41.111111	136	109	0	0	125	0	0	0	0	0
Osbpl6	41.111111	0	0	0	0	370	0	0	0	0	0
Nenf	41.111111	0	0	0	0	370	0	0	0	0	0
Lin54	41.111111	94	0	128	0	148	0	0	0	0	0
Insig2	41.111111	222	148	0	0	0	0	0	0	0	0
Agap1	41.111111	0	0	0	0	370	0	0	0	0	0
Tfip11	41.000000	199	0	0	0	170	0	0	0	0	0
Spcs3	41.000000	0	0	0	0	369	0	0	0	0	0
Sema3g	41.000000	210	159	0	0	0	0	0	0	0	0
Ptp4a3	41.000000	0	0	0	0	369	0	0	0	0	0
Plpp1	41.000000	0	0	0	0	369	0	0	0	0	0
Picalm	41.000000	0	0	0	0	369	0	0	0	0	0
Metap1d	41.000000	0	0	0	0	369	0	0	0	0	0
Mboat2	41.000000	0	118	0	0	251	0	0	0	0	0
Khsrp	41.000000	0	0	0	0	369	0	0	0	0	0
Foxi3	41.000000	188	109	72	0	0	0	0	0	0	0
Flot2	41.000000	0	90	0	0	279	0	0	0	0	0
Asxl2	41.000000	0	0	0	0	369	0	0	0	0	0
Trpt1	40.888889	177	191	0	0	0	0	0	0	0	0
Tex261	40.888889	0	0	0	0	368	0	0	0	0	0
Nudt22	40.888889	177	191	0	0	0	0	0	0	0	0
Ikbip	40.888889	0	0	0	0	368	0	0	0	0	0
H2-T24	40.888889	199	169	0	0	0	0	0	0	0	0
Evl	40.888889	0	0	0	0	368	0	0	0	0	0
Apaf1	40.888889	0	0	0	0	368	0	0	0	0	0
Wnk2	40.777778	136	138	93	0	0	0	0	0	0	0
Ppm1g	40.777778	0	0	0	0	367	0	0	0	0	0
Egln1	40.777778	0	128	0	0	239	0	0	0	0	0
Cox18	40.777778	136	128	103	0	0	0	0	0	0	0
Vstm4	40.666667	0	0	0	0	366	0	0	0	0	0
Usp48	40.666667	0	0	0	0	366	0	0	0	0	0
Tnpo1	40.666667	0	0	0	0	366	0	0	0	0	0
Phyhipl	40.666667	0	0	0	0	366	0	0	0	0	0
Hsp90aa1	40.666667	0	0	0	0	366	0	0	0	0	0
Derl1	40.666667	0	109	0	0	257	0	0	0	0	0
Cttnbp2	40.666667	97	64	0	0	205	0	0	0	0	0
Txnl4a	40.555556	0	0	0	0	365	0	0	0	0	0
Siah1a	40.555556	0	0	0	0	365	0	0	0	0	0
Rnf157	40.555556	0	0	0	0	365	0	0	0	0	0
Mink1	40.555556	0	0	0	0	365	0	0	0	0	0
Megf9	40.555556	0	0	0	0	365	0	0	0	0	0
Lzts3	40.555556	0	0	0	0	365	0	0	0	0	0
Gm16286	40.555556	0	0	0	0	365	0	0	0	0	0
Snx9	40.444444	131	106	0	0	127	0	0	0	0	0
Slc19a2	40.444444	106	66	0	0	192	0	0	0	0	0
Nktr	40.444444	0	0	0	0	364	0	0	0	0	0
Lmtk2	40.444444	0	0	0	0	364	0	0	0	0	0
Ccdc117	40.444444	0	0	0	0	364	0	0	0	0	0
Abracl	40.444444	0	0	0	0	364	0	0	0	0	0
Ugcg	40.333333	0	0	0	0	363	0	0	0	0	0
Trim39	40.333333	0	0	0	0	363	0	0	0	0	0
Tnfrsf11a	40.333333	97	118	0	0	148	0	0	0	0	0
LOC114841036	40.333333	79	0	0	0	284	0	0	0	0	0
Fkbp2	40.333333	79	0	0	0	284	0	0	0	0	0
Filip1l	40.333333	0	0	0	0	268	95	0	0	0	0
Etv6	40.333333	115	77	0	0	171	0	0	0	0	0
Dazl	40.333333	0	0	0	0	363	0	0	0	0	0
Bcap29	40.333333	0	0	0	0	363	0	0	0	0	0
Vkorc1	40.222222	79	0	0	0	283	0	0	0	0	0
Tdrd3	40.222222	0	0	0	0	362	0	0	0	0	0
Prss53	40.222222	79	0	0	0	283	0	0	0	0	0
Otud1	40.222222	0	0	0	0	362	0	0	0	0	0
Nans	40.222222	0	0	0	0	362	0	0	0	0	0
Msmo1	40.222222	0	0	0	0	362	0	0	0	0	0
Fam162a	40.222222	0	0	0	0	362	0	0	0	0	0
Ccdc58	40.222222	0	0	0	0	362	0	0	0	0	0
Acot6	40.222222	0	90	0	0	175	97	0	0	0	0
Tmem106c	40.111111	0	0	0	0	361	0	0	0	0	0
Ptpn14	40.111111	0	0	0	0	361	0	0	0	0	0
Ptms	40.111111	136	0	0	0	225	0	0	0	0	0
Cpm	40.111111	156	90	0	0	115	0	0	0	0	0
Ythdf2	40.000000	0	0	0	0	360	0	0	0	0	0
Tet2	40.000000	0	0	0	0	360	0	0	0	0	0
Olfr1444	40.000000	136	224	0	0	0	0	0	0	0	0
Mapt	40.000000	0	0	0	0	360	0	0	0	0	0
Gm6760	40.000000	136	109	115	0	0	0	0	0	0	0
Dcun1d5	40.000000	146	128	0	0	86	0	0	0	0	0
Daam1	40.000000	136	224	0	0	0	0	0	0	0	0
Cotl1	40.000000	0	0	0	0	219	0	0	141	0	0
Xrcc1	39.888889	0	0	0	0	359	0	0	0	0	0
Rab15	39.888889	0	0	0	0	359	0	0	0	0	0
Qrfprl	39.888889	0	0	0	0	359	0	0	0	0	0
Pinlyp	39.888889	0	0	0	0	359	0	0	0	0	0
Mex3b	39.888889	0	0	0	0	359	0	0	0	0	0
Man2a2	39.888889	0	0	0	0	359	0	0	0	0	0
Gm14444	39.888889	136	223	0	0	0	0	0	0	0	0
Cplane1	39.888889	0	0	0	0	359	0	0	0	0	0
Cluh	39.888889	0	0	0	0	359	0	0	0	0	0
Cby2	39.888889	146	213	0	0	0	0	0	0	0	0
BC048403	39.888889	0	0	0	0	359	0	0	0	0	0
Vamp3	39.777778	0	0	0	0	358	0	0	0	0	0
Tomm40	39.777778	210	148	0	0	0	0	0	0	0	0
Tmem201	39.777778	0	0	0	0	358	0	0	0	0	0
Obp1b	39.777778	167	191	0	0	0	0	0	0	0	0
Mapk6	39.777778	0	0	0	0	358	0	0	0	0	0
Map3k7	39.777778	153	0	93	0	112	0	0	0	0	0
Krt28	39.777778	156	202	0	0	0	0	0	0	0	0
Itprip	39.777778	156	202	0	0	0	0	0	0	0	0
Hfe	39.777778	167	191	0	0	0	0	0	0	0	0
Fbxl5	39.777778	143	84	0	0	131	0	0	0	0	0
Anapc7	39.777778	208	0	150	0	0	0	0	0	0	0
Adora2b	39.777778	106	99	0	0	153	0	0	0	0	0
Xpo1	39.666667	0	0	0	0	234	0	0	123	0	0
