Target_genes	Tbr1|Average	SRX22670282|Cortex	SRX22670283|Cortex	SRX4632659|Cortex	SRX4632662|Cortex	SRX4632663|Cortex	SRX1121025|Embryonic_brains	STRING
Capg	109.666667	205	103	150	200	0	0	0
Bcl11b	109.666667	127	223	0	0	0	308	0
Ap3m1	109.666667	137	436	0	85	0	0	0
Ap3b1	109.666667	118	413	0	127	0	0	0
Adk	109.666667	137	436	0	85	0	0	0
Adgrb1	109.666667	0	160	157	174	0	167	0
Abca5	109.666667	0	433	105	120	0	0	0
2310022A10Rik	109.666667	127	360	90	81	0	0	0
Rpl7a	109.500000	171	406	0	80	0	0	0
Med22	109.500000	171	406	0	80	0	0	0
Fbxl16	109.500000	163	494	0	0	0	0	0
Zfp781	109.333333	0	420	128	108	0	0	0
Xpot	109.333333	0	573	0	83	0	0	0
Sec31a	109.333333	131	525	0	0	0	0	0
Ndufa9	109.333333	141	515	0	0	0	0	0
Mrps23	109.333333	154	341	0	161	0	0	0
Kdm8	109.333333	87	365	0	113	0	91	0
Gm3055	109.333333	0	420	128	108	0	0	0
Crtc1	109.333333	122	420	0	114	0	0	0
BC048403	109.333333	0	470	96	90	0	0	0
Akap3	109.333333	141	515	0	0	0	0	0
Uxs1	109.166667	102	553	0	0	0	0	0
Rbm17	109.166667	0	434	95	126	0	0	0
Pik3c3	109.166667	115	319	85	136	0	0	0
Ntng1	109.166667	118	167	188	182	0	0	0
Fem1c	109.166667	138	517	0	0	0	0	0
Eno2	109.166667	185	282	0	188	0	0	0
Chrna7	109.166667	108	473	74	0	0	0	0
Ablim1	109.166667	107	431	0	0	0	117	0
Trrap	109.000000	120	456	0	78	0	0	0
Stk25	109.000000	0	505	149	0	0	0	0
Shld2	109.000000	135	519	0	0	0	0	0
Rimbp3	109.000000	218	326	0	110	0	0	0
Ppp1r13b	109.000000	0	523	131	0	0	0	0
Glud1	109.000000	135	519	0	0	0	0	0
Tln1	108.833333	0	478	65	110	0	0	0
Rtn4r	108.833333	0	483	0	0	0	170	0
Rlf	108.833333	94	559	0	0	0	0	0
Riox1	108.833333	146	386	121	0	0	0	0
Jakmip1	108.833333	102	551	0	0	0	0	0
Ddx18	108.833333	201	452	0	0	0	0	0
Creb3	108.833333	0	478	65	110	0	0	0
Zfp248	108.666667	0	423	97	132	0	0	0
Psmg3	108.666667	118	324	0	101	0	109	0
Psmd6	108.666667	85	426	141	0	0	0	0
H4c2	108.666667	124	432	96	0	0	0	0
H4c1	108.666667	124	432	96	0	0	0	0
H3c1	108.666667	124	432	96	0	0	0	0
H1f1	108.666667	124	432	96	0	0	0	0
Fntb	108.666667	0	545	0	0	0	107	0
Fbxo10	108.666667	88	352	0	0	0	212	0
Endov	108.666667	130	436	86	0	0	0	0
Cox5a	108.666667	0	536	0	116	0	0	0
Spag7	108.500000	112	409	0	130	0	0	0
Scamp5	108.500000	141	417	0	93	0	0	0
Rps23	108.500000	92	478	0	81	0	0	0
Ppp1r3e	108.500000	79	572	0	0	0	0	0
Fabp5	108.500000	0	560	0	91	0	0	0
Chchd2	108.500000	0	384	0	125	0	142	0
Atp2b2	108.500000	167	484	0	0	0	0	0
Uap1	108.333333	110	441	0	99	0	0	0
Gnb1l	108.333333	67	451	0	132	0	0	0
Gapvd1	108.333333	170	349	0	131	0	0	0
Fam227b	108.333333	100	419	131	0	0	0	0
Dtwd1	108.333333	100	419	131	0	0	0	0
Cutc	108.333333	110	446	0	94	0	0	0
Cox15	108.333333	110	446	0	94	0	0	0
Cnpy3	108.333333	208	333	0	109	0	0	0
Stim2	108.166667	189	460	0	0	0	0	0
Slc3a2	108.166667	85	392	0	172	0	0	0
Setd5	108.166667	134	400	0	115	0	0	0
Npcd	108.166667	105	310	0	89	0	145	0
Gfpt1	108.166667	79	570	0	0	0	0	0
Clcn4	108.166667	0	413	128	108	0	0	0
Cbx6	108.166667	105	310	0	89	0	145	0
Ahcyl1	108.166667	95	493	0	0	0	61	0
Zmym3	108.000000	158	243	121	126	0	0	0
Srp72	108.000000	112	408	0	128	0	0	0
Pml	108.000000	0	381	0	119	0	148	0
Astn2	108.000000	159	400	0	0	0	89	0
Yipf1	107.833333	128	334	93	92	0	0	0
Ppp2r2b	107.833333	120	293	113	121	0	0	0
Mrps11	107.833333	0	381	146	120	0	0	0
Mrpl46	107.833333	0	381	146	120	0	0	0
Lmbr1	107.833333	137	393	0	117	0	0	0
Erc1	107.833333	149	384	0	114	0	0	0
Coro1c	107.833333	102	441	0	104	0	0	0
Ank3	107.833333	143	318	0	0	0	186	0
Akirin2	107.833333	164	483	0	0	0	0	0
Zfp51	107.666667	92	308	86	81	0	79	0
Tubd1	107.666667	131	515	0	0	0	0	0
Tram1	107.666667	107	318	117	104	0	0	0
Tmed5	107.666667	77	420	0	0	0	149	0
Smap2	107.666667	124	427	95	0	0	0	0
Rps6kb1	107.666667	131	515	0	0	0	0	0
Lcmt2	107.666667	0	520	126	0	0	0	0
Entpd6	107.666667	118	298	69	0	0	161	0
Ccdc18	107.666667	77	420	0	0	0	149	0
Adal	107.666667	0	520	126	0	0	0	0
Zfp267	107.500000	141	411	0	93	0	0	0
Por	107.500000	0	557	0	88	0	0	0
Josd1	107.500000	99	316	115	115	0	0	0
Hagh	107.500000	159	319	167	0	0	0	0
Gtpbp1	107.500000	99	316	115	115	0	0	0
Fahd1	107.500000	159	319	167	0	0	0	0
Erlec1	107.500000	100	411	0	134	0	0	0
Asb3	107.500000	100	411	0	134	0	0	0
4933430I17Rik	107.500000	116	529	0	0	0	0	0
Rhob	107.333333	138	433	0	73	0	0	0
Ino80e	107.333333	132	304	99	109	0	0	0
Hirip3	107.333333	132	304	99	109	0	0	0
Clstn3	107.333333	170	389	85	0	0	0	0
Zdhhc5	107.166667	222	307	0	114	0	0	0
Wwc1	107.166667	92	411	0	0	0	140	0
Tspan3	107.166667	130	284	99	130	0	0	0
Rbm14	107.166667	131	512	0	0	0	0	0
Nabp1	107.166667	0	538	105	0	0	0	0
Ly6g6f	107.166667	99	421	123	0	0	0	0
Gm21992	107.166667	131	512	0	0	0	0	0
Ddx50	107.166667	192	365	86	0	0	0	0
Cfap20	107.166667	116	397	130	0	0	0	0
Atp5e	107.166667	97	345	98	103	0	0	0
Adrm1	107.166667	115	295	102	131	0	0	0
Abhd16a	107.166667	99	421	123	0	0	0	0
Yod1	107.000000	134	297	92	119	0	0	0
Ptpru	107.000000	111	250	96	185	0	0	0
Pigz	107.000000	71	571	0	0	0	0	0
Pfkfb2	107.000000	134	297	92	119	0	0	0
Mcl1	107.000000	116	427	0	99	0	0	0
Elovl5	107.000000	100	444	0	98	0	0	0
BC051142	107.000000	100	322	0	67	0	153	0
Zfp955b	106.833333	81	426	0	134	0	0	0
Trim28	106.833333	105	447	0	89	0	0	0
Ssu72	106.833333	99	425	117	0	0	0	0
Smim8	106.833333	56	585	0	0	0	0	0
Prr5	106.833333	0	289	0	0	0	352	0
Pnkd	106.833333	91	377	74	99	0	0	0
Phf23	106.833333	122	264	0	105	0	150	0
Mapk1ip1l	106.833333	0	375	123	143	0	0	0
Gdi1	106.833333	150	491	0	0	0	0	0
Gabarap	106.833333	122	264	0	105	0	150	0
Fads2	106.833333	0	641	0	0	0	0	0
Dctn1	106.833333	155	396	90	0	0	0	0
Cyb5a	106.833333	0	514	127	0	0	0	0
Ankrd28	106.833333	130	405	106	0	0	0	0
Ubr1	106.666667	101	419	120	0	0	0	0
Rragc	106.666667	93	438	0	109	0	0	0
Nt5c2	106.666667	82	377	0	0	0	181	0
Ing5	106.666667	0	345	178	117	0	0	0
Dtymk	106.666667	0	345	178	117	0	0	0
Dr1	106.666667	0	498	0	142	0	0	0
Ddi2	106.666667	0	640	0	0	0	0	0
Cyb5r3	106.666667	155	394	0	91	0	0	0
Ccdc171	106.666667	128	512	0	0	0	0	0
Arl8b	106.666667	74	470	0	96	0	0	0
Vinac1	106.500000	0	550	0	89	0	0	0
Ttl	106.500000	0	550	0	89	0	0	0
Irgq	106.500000	101	450	88	0	0	0	0
Gm3667	106.500000	0	292	0	0	0	347	0
Echdc1	106.500000	150	408	0	81	0	0	0
D230025D16Rik	106.500000	73	444	122	0	0	0	0
Adi1	106.500000	100	539	0	0	0	0	0
Zmpste24	106.333333	0	239	153	118	0	128	0
St3gal2	106.333333	118	520	0	0	0	0	0
Rnf157	106.333333	0	459	0	0	0	179	0
Prkab2	106.333333	87	551	0	0	0	0	0
P4ha1	106.333333	0	559	79	0	0	0	0
Fbf1	106.333333	0	536	102	0	0	0	0
Eif3a	106.333333	0	490	0	148	0	0	0
Rnf166	106.166667	0	498	0	139	0	0	0
Osbpl9	106.166667	96	350	0	117	0	74	0
Ier5	106.166667	104	533	0	0	0	0	0
Gatad2b	106.166667	141	283	0	115	0	98	0
Fitm2	106.166667	0	488	149	0	0	0	0
Ctu2	106.166667	0	498	0	139	0	0	0
Cep120	106.166667	0	415	137	85	0	0	0
Wnt5b	106.000000	0	393	0	0	0	243	0
Med9	106.000000	106	410	0	120	0	0	0
Lats1	106.000000	83	427	126	0	0	0	0
Gtf2f1	106.000000	129	430	0	77	0	0	0
Exoc7	106.000000	88	248	0	73	0	227	0
Dram2	106.000000	89	461	86	0	0	0	0
Cmss1	106.000000	205	431	0	0	0	0	0
Cept1	106.000000	89	461	86	0	0	0	0
Ccdc22	106.000000	116	408	112	0	0	0	0
Cacna1f	106.000000	116	408	112	0	0	0	0
Snap47	105.833333	89	418	128	0	0	0	0
Rnf187	105.833333	115	442	0	78	0	0	0
Rnf115	105.833333	68	473	0	94	0	0	0
Polr3c	105.833333	68	473	0	94	0	0	0
Nfyc	105.833333	0	529	106	0	0	0	0
Jmjd4	105.833333	89	418	128	0	0	0	0
Galnt13	105.833333	116	307	98	114	0	0	0
AI597479	105.833333	108	411	0	116	0	0	0
Zfp114	105.666667	186	322	0	126	0	0	0
Yes1	105.666667	0	280	0	0	0	354	0
Tmem65	105.666667	0	493	0	141	0	0	0
Cenps	105.666667	153	345	0	136	0	0	0
Cdkl2	105.666667	92	321	94	127	0	0	0
Grin2b	105.500000	90	351	0	97	0	95	414
Tada3	105.500000	158	375	0	100	0	0	0
Rabgef1	105.500000	0	535	0	98	0	0	0
Gclm	105.500000	0	508	125	0	0	0	0
Fth1	105.500000	0	538	0	95	0	0	0
Carmil3	105.500000	0	377	0	0	0	256	0
Arpc4	105.500000	158	375	0	100	0	0	0
Ppfia3	105.333333	151	353	0	128	0	0	0
Lyst	105.333333	100	334	121	77	0	0	0
Lin7b	105.333333	151	353	0	128	0	0	0
Dph6	105.333333	110	522	0	0	0	0	0
Cebpzos	105.333333	0	322	135	175	0	0	0
Arl4c	105.333333	191	266	0	0	0	175	0
Uros	105.166667	145	486	0	0	0	0	0
Tmem248	105.166667	98	409	124	0	0	0	0
Rnase10	105.166667	0	404	0	0	0	227	0
Prkag2	105.166667	136	390	105	0	0	0	0
Natd1	105.166667	132	405	0	94	0	0	0
Egfl7	105.166667	144	271	125	91	0	0	0
Btbd1	105.166667	100	531	0	0	0	0	0
Bccip	105.166667	145	486	0	0	0	0	0
Aco1	105.166667	87	314	102	128	0	0	0
Zc3h10	105.000000	145	421	64	0	0	0	0
Rpl41	105.000000	145	421	64	0	0	0	0
Radil	105.000000	135	361	134	0	0	0	0
Pdxp	105.000000	79	551	0	0	0	0	0
Fam227a	105.000000	0	361	136	133	0	0	0
Drosha	105.000000	120	292	131	87	0	0	0
Ddx55	105.000000	201	343	0	86	0	0	0
Cdca7l	105.000000	124	506	0	0	0	0	0
Cby1	105.000000	0	361	136	133	0	0	0
6030458C11Rik	105.000000	120	292	131	87	0	0	0
Zbtb17	104.833333	0	381	112	136	0	0	0
Vps29	104.833333	94	535	0	0	0	0	0
Thumpd3	104.833333	100	327	78	124	0	0	0
Supt7l	104.833333	246	383	0	0	0	0	0
Slc4a1ap	104.833333	246	383	0	0	0	0	0
Rad9b	104.833333	94	535	0	0	0	0	0
Pex2	104.833333	88	426	0	115	0	0	0
Pde12	104.833333	206	423	0	0	0	0	0
Dnajc27	104.833333	97	364	0	0	0	168	0
Cmas	104.833333	113	419	0	97	0	0	0
Chd8	104.833333	0	441	107	81	0	0	0
Tmem9b	104.666667	99	401	0	128	0	0	0
Cep295	104.666667	0	440	89	99	0	0	0
Cap1	104.666667	140	377	111	0	0	0	0
Acat2	104.666667	109	328	85	106	0	0	0
Zfp280d	104.500000	0	511	0	116	0	0	0
Tomm5	104.500000	0	327	0	182	0	118	0
Tmx4	104.500000	80	402	145	0	0	0	0
Tmem135	104.500000	0	432	81	114	0	0	0
Tcte2	104.500000	0	520	0	107	0	0	0
Spink10	104.500000	155	472	0	0	0	0	0
Pdcd5	104.500000	147	402	78	0	0	0	0
Nhlrc1	104.500000	96	277	144	110	0	0	0
Ndufa4	104.500000	108	454	0	65	0	0	0
Mzf1	104.500000	89	367	0	171	0	0	0
Fbxo38	104.500000	155	472	0	0	0	0	0
Ephb2	104.500000	0	307	0	89	0	231	0
Afdn	104.500000	0	520	0	107	0	0	0
Tbc1d24	104.333333	134	275	111	106	0	0	0
Dusp28	104.333333	0	179	0	0	0	447	0
Dnajc24	104.333333	116	510	0	0	0	0	0
Ankmy1	104.333333	0	179	0	0	0	447	0
Trp53inp2	104.166667	79	546	0	0	0	0	0
Trp53bp2	104.166667	91	454	80	0	0	0	0
Suclg1	104.166667	170	455	0	0	0	0	0
Slc6a13	104.166667	0	183	218	224	0	0	0
Rtf1	104.166667	0	544	0	81	0	0	0
Opa3	104.166667	64	483	0	78	0	0	0
Ntm	104.166667	125	340	0	160	0	0	0
Nrbf2	104.166667	0	293	193	139	0	0	0
Mrpl54	104.166667	251	374	0	0	0	0	0
Mapk9	104.166667	0	545	0	80	0	0	0
Gmfb	104.166667	118	404	103	0	0	0	0
Apba3	104.166667	251	374	0	0	0	0	0
Ypel5	104.000000	93	319	123	89	0	0	0
Ubald2	104.000000	0	407	84	133	0	0	0
Tnik	104.000000	102	376	0	146	0	0	0
Snrpe	104.000000	85	418	0	121	0	0	0
Il12b	104.000000	0	305	0	0	0	319	0
Flacc1	104.000000	0	189	230	205	0	0	0
Fam13b	104.000000	0	624	0	0	0	0	0
2310061I04Rik	104.000000	0	363	113	148	0	0	0
Tbcel	103.833333	126	368	0	0	0	129	0
Prkn	103.833333	151	350	0	122	0	0	0
Ppp3cc	103.833333	0	623	0	0	0	0	0
Pacrg	103.833333	151	350	0	122	0	0	0
Hspa14	103.833333	156	347	0	120	0	0	0
Haus1	103.833333	0	504	0	119	0	0	0
Dhx16	103.833333	161	309	0	0	0	153	0
Cdnf	103.833333	156	347	0	120	0	0	0
Ccdc105	103.833333	127	496	0	0	0	0	0
Carmil1	103.833333	130	405	88	0	0	0	0
Bsdc1	103.833333	0	522	0	0	0	101	0
Atp5a1	103.833333	0	504	0	119	0	0	0
Sobp	103.666667	142	388	0	92	0	0	0
Slc39a10	103.666667	128	494	0	0	0	0	0
Rabl6	103.666667	0	622	0	0	0	0	0
Erlin2	103.666667	169	354	0	99	0	0	0
Clip2	103.666667	113	509	0	0	0	0	0
Camsap2	103.666667	0	512	110	0	0	0	0
Aebp2	103.666667	58	564	0	0	0	0	0
Zfp61	103.500000	113	384	0	124	0	0	0
Zfp518b	103.500000	0	448	71	102	0	0	0
Slc25a11	103.500000	210	411	0	0	0	0	0
Rps12	103.500000	0	482	0	139	0	0	0
Rnf167	103.500000	210	411	0	0	0	0	0
Pdss2	103.500000	86	535	0	0	0	0	0
Pappa2	103.500000	149	219	0	0	0	253	0
Palmd	103.500000	146	296	0	0	0	179	0
Bsg	103.500000	158	463	0	0	0	0	0
Prkar2b	103.333333	109	403	0	108	0	0	0
Lamb3	103.333333	0	395	0	0	0	225	0
Fdx1	103.333333	197	423	0	0	0	0	0
Eif4a3	103.333333	118	502	0	0	0	0	0
Dele1	103.333333	81	416	0	123	0	0	0
Ywhab	103.166667	79	423	117	0	0	0	0
Wbp1	103.166667	82	456	0	81	0	0	0
U2surp	103.166667	141	478	0	0	0	0	0
Txndc11	103.166667	106	408	0	105	0	0	0
Sall2	103.166667	0	619	0	0	0	0	0
Rsl24d1	103.166667	104	380	135	0	0	0	0
Rhbdd1	103.166667	143	290	0	0	0	186	0
Ino80b	103.166667	82	456	0	81	0	0	0
Dnajb6	103.166667	113	506	0	0	0	0	0
Cdk16	103.166667	100	309	122	88	0	0	0
Appbp2	103.166667	94	525	0	0	0	0	0
Tcp11l2	103.000000	125	354	139	0	0	0	0
Slf2	103.000000	124	494	0	0	0	0	0
Rdh14	103.000000	133	329	0	156	0	0	0
Gorab	103.000000	0	526	0	92	0	0	0
Zc3h7a	102.833333	92	315	95	115	0	0	0
Tma7	102.833333	0	507	110	0	0	0	0
Slc66a2	102.833333	123	494	0	0	0	0	0
Psma6	102.833333	0	617	0	0	0	0	0
Dmxl1	102.833333	90	527	0	0	0	0	0
Ccdc51	102.833333	0	507	110	0	0	0	0
Srp68	102.666667	79	537	0	0	0	0	0
Rmi1	102.666667	107	509	0	0	0	0	0
Pofut2	102.666667	73	543	0	0	0	0	0
Hnrnpk	102.666667	107	509	0	0	0	0	0
H2bu2	102.666667	154	462	0	0	0	0	0
Dhx30	102.666667	0	399	88	129	0	0	0
Cnih1	102.666667	144	355	0	117	0	0	0
Atf1	102.666667	120	404	0	92	0	0	0
Amt	102.666667	179	105	132	115	0	85	0
Ypel3	102.500000	0	471	0	144	0	0	0
Tti1	102.500000	111	396	0	108	0	0	0
Tbx6	102.500000	0	471	0	144	0	0	0
Sltm	102.500000	0	348	124	143	0	0	0
Slc16a13	102.500000	106	407	102	0	0	0	0
Rprd1b	102.500000	111	396	0	108	0	0	0
Prlhr	102.500000	0	191	0	0	0	424	0
Nudt16	102.500000	68	430	0	117	0	0	0
Msrb3	102.500000	0	320	0	0	0	295	0
Mrpl24	102.500000	0	400	0	115	0	100	0
Gm2a	102.500000	135	480	0	0	0	0	0
Cited2	102.500000	154	293	0	0	0	168	0
Ccdc54	102.500000	0	615	0	0	0	0	0
Tmc3	102.333333	0	369	0	0	0	245	0
Polr3d	102.333333	92	436	0	86	0	0	0
Nfx1	102.333333	134	480	0	0	0	0	0
Gars	102.333333	86	434	94	0	0	0	0
Edc3	102.333333	100	318	97	99	0	0	0
Clk4	102.333333	89	420	0	105	0	0	0
Chd1l	102.333333	0	472	0	142	0	0	0
BC049762	102.333333	89	420	0	105	0	0	0
Atp8a1	102.333333	108	334	172	0	0	0	0
Zfp719	102.166667	70	273	104	96	0	70	0
Rnf6	102.166667	169	328	0	116	0	0	0
Rfx2	102.166667	152	349	0	112	0	0	0
Rbbp6	102.166667	114	366	0	133	0	0	0
Pabpc1	102.166667	147	466	0	0	0	0	0
Mkrn2	102.166667	100	400	113	0	0	0	0
Hnrnpa0	102.166667	98	416	99	0	0	0	0
Garre1	102.166667	81	457	75	0	0	0	0
Fis1	102.166667	0	373	0	130	0	110	0
Clcn7	102.166667	116	497	0	0	0	0	0
Utp25	102.000000	101	511	0	0	0	0	0
Rps27l	102.000000	153	371	0	88	0	0	0
Ppat	102.000000	0	379	96	137	0	0	0
Pogk	102.000000	0	612	0	0	0	0	0
Paics	102.000000	0	379	96	137	0	0	0
Mex3c	102.000000	0	358	146	108	0	0	0
Kctd6	102.000000	0	384	0	0	0	228	0
Hcfc2	102.000000	74	419	0	119	0	0	0
Cdkn2aip	102.000000	131	481	0	0	0	0	0
Atpaf1	102.000000	141	318	0	153	0	0	0
Mtmr7	101.833333	136	322	153	0	0	0	0
Zfp407	101.666667	107	301	90	112	0	0	0
Ubac2	101.666667	128	326	0	0	0	156	0
Tbccd1	101.666667	92	297	97	0	0	124	0
Strn3	101.666667	118	492	0	0	0	0	0
Sptssb	101.666667	113	293	0	0	0	204	0
Ruvbl1	101.666667	98	323	0	108	0	81	0
Fam171a2	101.666667	141	469	0	0	0	0	0
Dnajb11	101.666667	92	297	97	0	0	124	0
Dffb	101.666667	130	363	117	0	0	0	0
Cpd	101.666667	176	326	108	0	0	0	0
Cep104	101.666667	130	363	117	0	0	0	0
Ap4s1	101.666667	118	492	0	0	0	0	0
Zcchc4	101.500000	0	424	95	90	0	0	0
Stpg3	101.500000	92	424	93	0	0	0	0
Pdpk1	101.500000	138	378	0	93	0	0	0
Nelfb	101.500000	92	424	93	0	0	0	0
Fam162a	101.500000	90	388	131	0	0	0	0
Ccdc58	101.500000	90	388	131	0	0	0	0
Usp49	101.333333	139	469	0	0	0	0	0
Ubxn7	101.333333	115	493	0	0	0	0	0
Ndufc2	101.333333	159	339	110	0	0	0	0
Gstm7	101.333333	99	192	153	164	0	0	0
C330018D20Rik	101.333333	0	401	112	95	0	0	0
Zfp784	101.166667	145	462	0	0	0	0	0
Zfp518a	101.166667	134	302	106	65	0	0	0
Uqcrh	101.166667	112	395	100	0	0	0	0
Ube2n	101.166667	107	500	0	0	0	0	0
Rps6	101.166667	137	369	0	101	0	0	0
Lrrc41	101.166667	112	395	100	0	0	0	0
Inpp5f	101.166667	146	328	0	133	0	0	0
Edem2	101.166667	0	494	0	113	0	0	0
Acot7	101.166667	117	490	0	0	0	0	0
Usp16	101.000000	85	423	0	0	0	98	0
Senp8	101.000000	111	426	0	69	0	0	0
Sdcbp2	101.000000	184	326	0	96	0	0	0
Prkab1	101.000000	0	488	0	118	0	0	0
Myo9a	101.000000	111	426	0	69	0	0	0
Mettl23	101.000000	101	323	79	103	0	0	0
Lratd1	101.000000	148	310	0	0	0	148	0
Glrx3	101.000000	0	514	0	92	0	0	0
Fndc10	101.000000	91	313	90	112	0	0	0
Bcl2l13	101.000000	93	327	92	94	0	0	0
Suz12	100.833333	166	439	0	0	0	0	0
Prpf40a	100.833333	0	415	86	104	0	0	0
Nptn	100.833333	179	426	0	0	0	0	0
Gpd1l	100.833333	100	333	87	85	0	0	0
Gbp7	100.833333	0	413	0	0	0	192	0
Dph7	100.833333	96	439	70	0	0	0	0
Cstf1	100.833333	121	397	87	0	0	0	0
Aurka	100.833333	121	397	87	0	0	0	0
Arpc2	100.833333	117	488	0	0	0	0	0
Arl6ip6	100.833333	0	415	86	104	0	0	0
Rnf141	100.666667	112	311	92	89	0	0	0
Prkra	100.666667	107	394	103	0	0	0	0
Pjvk	100.666667	107	394	103	0	0	0	0
Pikfyve	100.666667	100	504	0	0	0	0	0
Pacs2	100.666667	127	477	0	0	0	0	0
Idh1	100.666667	100	504	0	0	0	0	0
H2bc21	100.666667	0	386	130	88	0	0	0
H2ac21	100.666667	0	386	130	88	0	0	0
H2ac20	100.666667	0	386	130	88	0	0	0
Gls	100.666667	0	497	0	107	0	0	0
B230219D22Rik	100.666667	100	504	0	0	0	0	0
Zfp91	100.500000	0	410	0	0	0	193	0
Trim33	100.500000	109	494	0	0	0	0	0
Tmem181a	100.500000	0	506	97	0	0	0	0
Sppl2a	100.500000	168	435	0	0	0	0	0
Ndufc1	100.500000	108	410	0	85	0	0	0
Lpxn	100.500000	0	410	0	0	0	193	0
Iqcb1	100.500000	108	495	0	0	0	0	0
Egln2	100.500000	0	514	0	89	0	0	0
Eaf2	100.500000	108	495	0	0	0	0	0
Vps52	100.333333	137	344	121	0	0	0	0
Snf8	100.333333	146	375	81	0	0	0	0
Rps18	100.333333	137	344	121	0	0	0	0
Coq9	100.333333	135	467	0	0	0	0	0
Ciapin1	100.333333	135	467	0	0	0	0	0
Ccdc91	100.333333	132	279	82	109	0	0	0
B3galt4	100.333333	137	344	121	0	0	0	0
Zfp668	100.166667	145	354	0	102	0	0	0
Zfp653	100.166667	0	365	139	97	0	0	0
Zfp646	100.166667	145	354	0	102	0	0	0
Pold4	100.166667	0	313	104	184	0	0	0
Med4	100.166667	92	381	0	0	0	128	0
Atrip	100.166667	94	371	0	136	0	0	0
Zfp598	100.000000	108	394	0	98	0	0	0
Zer1	100.000000	0	501	0	99	0	0	0
Uqcc1	100.000000	108	281	112	99	0	0	0
Sox5	100.000000	185	415	0	0	0	0	0
Pcnp	100.000000	0	471	129	0	0	0	0
Gstm1	100.000000	0	313	0	86	0	201	0
Ankrd50	100.000000	136	464	0	0	0	0	0
4921504E06Rik	100.000000	133	196	116	155	0	0	0
Zfp740	99.833333	0	398	115	86	0	0	0
Ufsp2	99.833333	164	362	73	0	0	0	0
Susd6	99.833333	110	489	0	0	0	0	0
Pgrmc2	99.833333	0	498	0	101	0	0	0
Mief1	99.833333	0	319	143	137	0	0	0
Hrob	99.833333	139	313	0	147	0	0	0
Gtf2h3	99.833333	116	390	93	0	0	0	0
Gsk3b	99.833333	87	512	0	0	0	0	0
Eif2b1	99.833333	116	390	93	0	0	0	0
Csad	99.833333	0	398	115	86	0	0	0
Akap1	99.833333	78	416	0	105	0	0	0
1700029J07Rik	99.833333	164	362	73	0	0	0	0
Taf3	99.666667	0	501	97	0	0	0	0
Swsap1	99.666667	113	385	0	0	0	100	0
Strn4	99.666667	0	598	0	0	0	0	0
Spry1	99.666667	119	351	0	0	0	128	0
Rpusd2	99.666667	150	448	0	0	0	0	0
Rps14	99.666667	0	493	105	0	0	0	0
Rbck1	99.666667	134	251	96	117	0	0	0
Rasa2	99.666667	85	434	0	79	0	0	0
Nipsnap3b	99.666667	133	465	0	0	0	0	0
Mvk	99.666667	72	526	0	0	0	0	0
Mmab	99.666667	72	526	0	0	0	0	0
Fkrp	99.666667	0	598	0	0	0	0	0
Cds2	99.666667	92	506	0	0	0	0	0
Bicd1	99.666667	0	480	0	0	0	118	0
Zcchc8	99.500000	0	366	0	93	0	138	0
Smtnl1	99.500000	0	443	0	0	0	154	0
Sertad1	99.500000	99	297	72	129	0	0	0
Gga2	99.500000	0	597	0	0	0	0	0
App	99.500000	117	342	0	0	0	138	0
Rps10	99.333333	83	513	0	0	0	0	0
Parp6	99.333333	109	487	0	0	0	0	0
Flad1	99.333333	78	441	0	77	0	0	0
Etnppl	99.333333	0	230	201	165	0	0	0
Eprs	99.333333	128	468	0	0	0	0	0
Capza1	99.333333	0	426	0	170	0	0	0
Btf3	99.333333	86	510	0	0	0	0	0
Whamm	99.166667	0	335	176	84	0	0	0
Sub1	99.166667	0	525	70	0	0	0	0
Mstn	99.166667	0	595	0	0	0	0	0
Faap20	99.166667	0	327	0	0	0	268	0
Bod1l	99.166667	0	487	0	108	0	0	0
Trmt112	99.000000	93	418	83	0	0	0	0
Tmem219	99.000000	141	362	0	91	0	0	0
Prdx5	99.000000	93	418	83	0	0	0	0
Cluh	99.000000	114	317	76	87	0	0	0
Rhot2	98.833333	0	318	143	132	0	0	0
Ranbp2	98.833333	144	449	0	0	0	0	0
Galnt10	98.833333	122	290	95	86	0	0	0
Epc2	98.833333	102	400	91	0	0	0	0
Ehbp1	98.833333	139	454	0	0	0	0	0
Atf7ip	98.833333	118	386	0	89	0	0	0
Arhgef12	98.833333	104	285	0	0	0	204	0
1110051M20Rik	98.833333	135	340	0	0	0	118	0
Wdyhv1	98.666667	155	437	0	0	0	0	0
Tarsl2	98.666667	0	414	82	96	0	0	0
Strap	98.666667	0	478	0	114	0	0	0
Snx29	98.666667	0	484	108	0	0	0	0
Rgl2	98.666667	118	395	0	79	0	0	0
Rabif	98.666667	0	459	0	133	0	0	0
Phlpp1	98.666667	124	319	0	0	0	149	0
Ift27	98.666667	91	362	139	0	0	0	0
Arhgap44	98.666667	130	462	0	0	0	0	0
AF366264	98.666667	0	300	0	0	0	292	0
Ube3a	98.500000	83	391	117	0	0	0	0
Thop1	98.500000	144	357	0	90	0	0	0
Sirt5	98.500000	188	403	0	0	0	0	0
Prkca	98.500000	0	591	0	0	0	0	0
Pigq	98.500000	94	497	0	0	0	0	0
Nhlrc4	98.500000	94	497	0	0	0	0	0
Fnip1	98.500000	88	503	0	0	0	0	0
Elavl3	98.500000	0	591	0	0	0	0	0
