Target_genes	Rbpj|Average	SRX13832280|BEko	SRX13832281|BEko	SRX13832282|BEko	SRX13832297|BEko	SRX13832298|BEko	SRX13832303|BEko	SRX13832304|BEko	SRX20794974|BEko	SRX20794975|BEko	SRX20794984|BEko	SRX20794985|BEko	SRX20794986|BEko	SRX20794987|BEko	SRX23493367|BEko	SRX23493368|BEko	SRX4670704|BEko	SRX4670705|BEko	SRX19144157|Brain_endothelial_cells	SRX19144158|Brain_endothelial_cells	SRX4740104|Brain_pericytes	SRX4740105|Brain_pericytes	SRX140327|C2C12	SRX140328|C2C12	SRX140329|C2C12	SRX140330|C2C12	SRX140331|C2C12	SRX140332|C2C12	SRX140337|C2C12	SRX140338|C2C12	SRX140339|C2C12	SRX140340|C2C12	SRX140342|C2C12	SRX140343|C2C12	SRX262848|F9	SRX262849|F9	SRX297989|F9	SRX297990|F9	SRX884573|GM18946	SRX070892|Leukemia,_Lymphoid	SRX070895|Leukemia,_Lymphoid	SRX287018|Neural_tube	SRX287019|Neural_tube	SRX485442|Neural_tube	SRX702808|T-ALL	SRX702809|T-ALL	SRX266509|T29	SRX266510|T29	SRX13239041|T_cells	SRX13239042|T_cells	SRX13239043|T_cells	SRX13239044|T_cells	SRX13239045|T_cells	SRX13239049|T_cells	SRX13239050|T_cells	SRX13239052|T_cells	SRX13239053|T_cells	SRX13239055|T_cells	SRX13239056|T_cells	SRX5551015|Unclassified	SRX5551016|Unclassified	SRX5551019|Unclassified	SRX5551020|Unclassified	STRING
Dmwd	42.758065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	341	816	928	0
Shld1	42.693548	0	169	0	0	0	0	0	169	0	213	130	0	0	247	151	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	530	557	0
Prkag1	42.693548	0	0	0	0	0	0	0	0	0	0	83	0	0	0	169	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	113	797	938	0
Kxd1	42.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	159	822	818	0
Fkbp8	42.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	159	822	818	0
Nek3	42.596774	0	227	134	0	0	0	0	227	134	209	274	0	0	244	207	262	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	89	186	117	0
Wdr18	42.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	1043	1167	0
Tyw1	42.580645	0	0	196	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	171	204	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	217	0	0	115	536	611	0
Sbds	42.580645	0	0	196	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	171	204	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	217	0	0	115	536	611	0
Sdhb	42.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	928	976	0
Wfdc17	42.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	1273	1196	0
Scaf1	42.500000	0	98	0	0	93	0	0	98	0	142	0	93	0	133	144	131	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	614	576	0
Rras	42.500000	0	98	0	0	93	0	0	98	0	142	0	93	0	133	144	131	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	614	576	0
Eif2b5	42.467742	0	109	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	125	879	852	0
Cutc	42.435484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	408	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	130	849	867	0
Crbn	42.435484	0	125	0	0	0	0	0	125	0	233	155	0	0	193	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	129	208	344	298	0
Cox15	42.435484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	408	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	130	849	867	0
Rps2	42.403226	0	0	0	0	131	0	0	0	0	119	0	0	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	820	0
Ndufb10	42.403226	0	0	0	0	131	0	0	0	0	119	0	0	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	820	0
Zfpm1	42.387097	0	147	0	114	0	0	0	147	0	152	0	0	0	100	125	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	699	687	0
Cd2bp2	42.354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	1198	0
Msrb1	42.322581	0	140	0	0	0	0	0	140	0	193	69	0	0	136	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	875	0
Irf9	42.322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	276	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	103	1001	907	0
Ap5s1	42.274194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	142	936	890	0
Cwc25	42.258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	866	887	0
Taf9	42.241935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	675	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	250	405	548	0
Rad17	42.241935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	675	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	250	405	548	0
Ak6	42.241935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	675	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	250	405	548	0
Zkscan6	42.193548	0	257	113	134	0	0	0	257	113	0	0	0	0	147	0	128	152	0	0	267	201	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	182	0
Tarbp2	42.145161	0	107	114	130	0	0	0	107	114	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	130	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	76	594	590	0
Map3k12	42.145161	0	107	114	130	0	0	0	107	114	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	130	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	76	594	590	0
Sinhcaf	42.129032	0	91	113	0	0	0	0	91	113	180	0	186	0	174	108	120	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	595	0
Psmd5	42.096774	0	0	0	187	0	0	0	0	0	0	0	0	0	131	174	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	792	0
Cutal	42.096774	0	0	0	187	0	0	0	0	0	0	0	0	0	131	174	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	792	0
Dot1l	42.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	1082	1097	0
Ccm2	42.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	83	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	124	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	873	887	0
Ints4	41.983871	0	136	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	206	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	255	796	589	0
Ylpm1	41.951613	0	0	0	0	0	0	0	0	0	174	132	0	0	108	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	133	132	248	212	368	443	0
Rbm39	41.935484	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	212	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	724	712	0
Fchsd2	41.854839	0	74	114	94	0	92	125	74	114	130	79	0	0	136	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	205	248	274	0
Emilin1	41.806452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	123	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	141	998	876	0
Ccdc84	41.806452	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	1091	1136	0
Megf8	41.774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	135	1142	1001	0
Vps72	41.741935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	204	831	1005	0
Pip5k1a	41.741935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	204	831	1005	0
Mtmr14	41.741935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	252	816	911	0
Gtf3c5	41.709677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	160	1006	885	0
Grb2	41.709677	0	151	0	0	0	0	0	151	0	132	0	0	0	158	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	122	798	672	0
Fubp1	41.677419	0	95	0	186	0	0	0	95	0	247	0	0	0	86	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	155	0	0	0	0	0	0	0	130	0	0	0	159	0	0	0	647	410	0
Tef	41.661290	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	203	232	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	579	760	0
Irf7	41.661290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	104	1187	1141	0
Ptpn6	41.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	386	144	0	81	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	159	725	719	0
Vps18	41.629032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	288	702	771	0
Ticam1	41.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	1274	0
Ikzf5	41.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	122	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	271	799	504	0
Acadsb	41.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	122	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	271	799	504	0
Vps11	41.451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	274	181	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	802	0
Ubald2	41.435484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	243	1006	854	0
Sphk2	41.435484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	105	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	340	649	563	0
Rpl18	41.435484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	105	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	340	649	563	0
Slc25a39	41.387097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	1201	1164	0
Dus2	41.387097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	182	814	820	0
Dop1b	41.387097	0	67	175	152	105	0	0	67	175	164	136	0	0	168	127	138	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	502	0
Ddx28	41.387097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	182	814	820	0
Parp16	41.370968	0	215	0	0	0	0	0	215	0	181	0	0	0	356	178	296	161	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	371	0
Yif1b	41.354839	0	120	0	0	0	0	0	120	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	92	851	878	0
Urod	41.322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	1086	1080	0
Hectd3	41.322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	1086	1080	0
Fam83e	41.322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	98	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	340	649	563	0
Scamp5	41.306452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	559	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	776	509	0
Hsd3b7	41.241935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	165	1089	1038	0
Fxr2	41.241935	0	107	0	115	0	0	0	107	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	122	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	755	0
Taf11	41.177419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	114	849	683	0
Anks1	41.177419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	114	849	683	0
Kdm3b	41.161290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	441	576	441	0
Ehd1	41.161290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	98	1042	1011	0
Anapc5	41.064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	207	199	0	209	150	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	195	159	480	399	0
Opn3	41.048387	0	194	86	137	0	0	0	194	86	0	0	0	0	174	0	174	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	567	587	0
Chml	41.048387	0	194	86	137	0	0	0	194	86	0	0	0	0	174	0	174	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	567	587	0
Soga1	41.016129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	119	1168	1148	0
Tbc1d22a	41.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	821	751	0
Sympk	41.000000	0	109	0	206	0	0	0	109	0	166	0	119	0	124	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	806	0
Scaf11	41.000000	0	92	178	0	0	0	0	92	178	0	0	0	0	91	149	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	210	549	357	0
Foxa3	41.000000	0	109	0	206	0	0	0	109	0	166	0	119	0	124	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	806	0
Mtmr12	40.967742	0	206	0	176	0	0	0	206	0	95	0	0	0	134	181	210	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	378	0
Cars	40.903226	0	0	179	0	0	0	0	0	179	117	0	0	0	0	105	119	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	515	0
Xpnpep3	40.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	343	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	238	639	448	0
St13	40.854839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	343	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	238	639	448	0
Setx	40.806452	0	157	0	0	0	0	0	157	0	145	198	0	0	163	187	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	150	79	435	392	0
Ddb2	40.806452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	1075	1098	0
Grcc10	40.790323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	279	144	0	81	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	184	794	612	0
Gba	40.790323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	148	0	0	107	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	990	0
Limk1	40.725806	0	113	148	166	100	82	76	113	148	0	157	96	0	139	122	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	412	0
Ddx47	40.661290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	229	807	734	0
Btbd19	40.645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	72	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	838	839	0
Ints1	40.629032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	219	803	593	0
