Target_genes	Rest|Average	SRX3660765|Bone_Marrow_Cells	SRX3660766|Bone_Marrow_Cells	SRX142526|C2C12	SRX3660763|CD4_CD8_double_negative_cells	SRX3660764|CD4_CD8_double_negative_cells	SRX13924406|Cortex	SRX13924407|Cortex	SRX13924408|Cortex	SRX13924409|Cortex	SRX21301484|Cortex	SRX21301485|Cortex	SRX21301486|Cortex	SRX21301487|Cortex	SRX8342507|Cortex	SRX8342508|Cortex	SRX8342509|Cortex	SRX8342510|Cortex	SRX11249163|Embryonic_pancreas	SRX11249164|Embryonic_pancreas	SRX11249165|Embryonic_pancreas	SRX11249166|Embryonic_pancreas	SRX11249167|Embryonic_pancreas	DRX013319|EpiSC	DRX013336|EpiSC	DRX013348|ES_cells	SRX039034|ES_cells	SRX041297|ES_cells	SRX041298|ES_cells	SRX041299|ES_cells	SRX041307|ES_cells	SRX047144|ES_cells	SRX310328|ES_cells	SRX310329|ES_cells	SRX315199|ES_cells	SRX3827070|ES_cells	SRX3827071|ES_cells	SRX3827072|ES_cells	SRX3827073|ES_cells	SRX4551451|ES_cells	SRX4551452|ES_cells	SRX4551453|ES_cells	SRX4551454|ES_cells	SRX4551457|ES_cells	SRX4551458|ES_cells	SRX4551459|ES_cells	SRX4551460|ES_cells	SRX4980243|ES_cells	SRX4980244|ES_cells	SRX4980245|ES_cells	SRX4980246|ES_cells	SRX9172002|ES_cells	SRX9172003|ES_cells	SRX9172004|ES_cells	SRX9172005|ES_cells	SRX9172006|ES_cells	SRX9172007|ES_cells	SRX9172008|ES_cells	SRX9172009|ES_cells	SRX7627564|Hippocampus	SRX7627566|Hippocampus	SRX9552253|MEF	SRX9552254|MEF	SRX9552255|MEF	SRX9552256|MEF	SRX11127137|mESC_derived_cardiac_cells	SRX11127139|mESC_derived_cardiac_cells	SRX11127141|mESC_derived_cardiac_cells	SRX11127143|mESC_derived_cardiac_cells	SRX041302|mESC_derived_neural_cells	SRX041303|mESC_derived_neural_cells	SRX041304|mESC_derived_neural_cells	SRX9084749|Placenta	SRX9084750|Placenta	SRX1559578|RAW_264.7	SRX1559579|RAW_264.7	SRX3660793|Scid.adh.2c2	SRX3660794|Scid.adh.2c2	SRX10580902|Unclassified	SRX10580903|Unclassified	STRING
Atp1a3	346.050633	2073	2434	1209	2618	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	87	0	304	0	296	487	0	1011	459	0	425	252	131	273	0	123	338	229	168	449	578	0	0	0	0	1592	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	384	230	684	838	2511	1652	0	121	0
Fam193b	345.658228	1061	1148	1205	1638	2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	435	685	0	1319	1311	0	287	268	203	427	254	299	547	230	280	634	833	0	0	0	0	2643	2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	544	422	700	2865	1110	0	0	0
Tha1	344.860759	1961	2322	1433	1952	2181	0	0	136	0	0	0	336	189	0	0	0	0	0	0	0	0	0	0	0	140	181	0	484	507	0	1060	417	0	275	251	0	405	122	243	425	344	240	610	678	0	0	0	0	1957	2606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	85	497	708	2510	1663	0	199	0
Majin	344.329114	1856	2116	1108	2593	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	91	110	135	0	309	655	0	801	808	0	201	346	93	224	165	196	390	292	225	500	569	0	0	0	0	2416	2940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	165	324	554	2575	935	0	146	0
Fgf12	343.569620	1467	1617	802	2129	2399	0	0	0	0	0	0	127	228	0	0	0	0	0	0	221	0	0	161	134	0	160	0	301	504	0	1049	704	0	262	188	182	484	176	180	325	304	328	527	539	0	163	0	0	2246	2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	161	442	324	244	219	434	2983	1691	0	0	0
Ankrd34c	342.721519	1645	1778	1006	2384	2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	152	175	140	300	0	519	813	0	1088	907	0	343	302	168	321	201	208	277	222	240	574	658	0	0	0	0	2479	3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	410	354	365	0	0	2200	668	0	0	0
Rabep2	342.202532	132	236	1554	214	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	593	0	631	831	0	1818	1144	0	528	730	455	906	543	492	907	814	883	1133	1222	0	0	0	0	3114	3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	932	146	257	1772	294	0	0	0
Il31ra	341.708861	363	318	434	688	404	203	0	323	0	0	0	0	173	0	0	0	0	0	186	0	0	0	228	126	1023	0	0	166	0	0	788	757	394	1533	184	329	406	300	339	327	322	301	667	559	517	1107	257	792	165	255	618	631	715	782	762	642	568	644	493	499	0	0	0	0	0	0	301	0	0	0	211	1335	1360	804	841	361	304	0	190	0
Pcsk1	341.303797	2495	2700	882	2785	3032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	115	0	173	420	0	631	566	0	298	209	0	161	130	114	331	184	177	403	592	0	0	0	0	2021	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	284	197	0	343	2681	2574	0	118	0
Tmem200a	340.278481	1550	1637	1705	2250	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	81	99	0	0	0	0	0	157	0	514	686	0	630	993	0	182	231	137	267	0	262	250	292	181	368	425	0	0	0	0	2285	2512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	152	675	263	230	481	2896	1881	0	0	0
Abhd6	339.303797	287	173	0	325	216	293	0	0	233	0	0	0	0	0	0	0	0	981	877	1088	1266	939	252	631	1076	271	267	552	426	610	506	613	917	435	228	287	263	299	290	386	327	297	428	405	519	447	448	425	318	259	573	526	498	639	532	510	619	524	0	0	0	0	0	0	247	194	371	228	250	642	540	118	0	0	0	431	503	0	0	0
Spns2	338.860759	2198	2196	1109	2644	2946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	140	0	126	0	344	653	0	815	450	0	239	230	0	238	123	217	302	203	178	334	460	0	0	0	0	2049	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	152	0	420	511	2965	2285	0	217	0
Smpd3	338.088608	2160	2342	1404	2638	2709	138	0	137	0	0	0	288	166	0	0	0	0	0	0	136	0	0	0	0	155	0	0	119	360	0	651	578	0	140	0	0	176	0	0	165	143	214	216	249	0	0	0	0	1438	2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	893	862	386	587	2692	1600	0	390	0
Cpne9	337.037975	1997	2043	295	2543	2864	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	838	0	709	814	0	305	185	0	256	167	155	253	101	181	390	434	0	0	0	0	2655	2753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	518	282	320	518	2632	1558	0	164	0
Ttc9b	336.126582	1776	1728	1502	2575	2505	0	0	0	0	0	0	0	157	0	0	0	0	0	0	138	0	0	0	88	195	108	0	751	709	0	777	481	0	292	334	275	606	322	272	513	333	538	993	962	96	138	0	0	2506	2893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	337	233	137	324	483	197	0	0	146	0
Zfp113	335.113924	1814	2154	1243	1790	2234	0	0	0	0	0	0	165	168	0	0	0	0	0	0	0	0	0	0	0	0	227	0	347	447	0	576	240	0	365	208	172	349	119	158	456	265	387	566	683	0	0	0	0	1831	2971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	502	454	794	2674	1318	0	242	0
Calb1	334.658228	1303	1691	990	2327	2801	0	0	0	0	0	0	0	0	0	0	0	0	0	256	180	0	0	0	0	200	0	0	668	532	0	633	324	0	246	408	234	754	272	395	750	393	471	981	1038	0	81	0	0	2485	3614	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	125	285	777	590	0	0	516	0	0	0	0
Gdap1	334.240506	1384	1526	1462	2168	2347	0	0	173	0	0	0	208	244	0	0	0	0	0	160	187	0	0	0	0	89	258	0	534	818	0	962	433	0	502	490	191	341	154	202	629	239	269	539	413	0	0	0	0	2819	3418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	505	234	0	188	1479	267	0	106	0
Drd2	333.860759	1386	1338	951	2286	2697	0	0	87	0	0	0	101	0	0	0	0	0	0	101	159	0	0	150	242	98	134	0	231	923	0	923	1017	0	333	245	250	288	0	259	498	316	382	578	791	0	0	0	0	2097	2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	165	487	647	488	0	328	1951	763	0	246	0
Cacna2d4	333.658228	2153	2113	722	2432	2666	0	0	0	0	0	0	0	0	0	0	0	0	147	152	151	161	136	0	0	0	0	0	381	679	0	1132	925	0	437	181	0	289	0	0	195	199	166	490	477	0	0	0	0	1837	2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	518	256	498	629	2512	1273	0	0	0
Col5a3	333.544304	1436	1505	1581	2202	2226	0	0	0	0	0	0	0	137	0	0	0	0	0	303	248	0	0	210	259	185	306	88	595	426	0	865	140	0	183	0	0	193	0	0	158	136	166	538	499	0	0	0	0	3143	3548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	776	480	387	708	1953	527	0	0	0
Katna1	333.379747	2557	2762	148	2957	3201	232	234	206	0	0	0	631	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	314	0	413	0	0	0	0	106	148	170	160	0	0	0	0	0	0	1221	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	681	210	242	3181	2197	0	0	0
Dnmt3a	332.696203	1920	2260	1112	2506	2725	0	0	0	0	0	0	90	120	0	0	0	0	0	128	164	0	0	0	0	0	0	0	215	305	0	965	204	0	302	194	0	192	0	136	301	0	0	221	282	0	0	0	0	1600	2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	1048	607	756	2439	1848	140	409	0
Xkr4	332.417722	1333	1361	747	2161	2469	0	0	0	0	0	0	89	0	0	0	0	0	0	0	93	0	0	0	119	0	187	0	666	923	0	830	661	0	388	410	243	350	256	289	575	298	348	635	624	0	0	0	0	2332	2925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	119	736	562	380	0	162	1831	769	0	197	0
Asic1	332.329114	1837	2082	1312	1967	2607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	205	0	241	799	0	693	614	0	192	273	0	201	198	323	333	244	394	533	485	0	0	0	0	2370	2815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	450	474	830	2291	876	0	162	0
Cdh22	331.759494	1804	1970	973	2299	2529	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	125	365	0	484	726	0	1216	816	0	467	201	170	447	149	353	571	432	346	726	829	0	0	0	0	1881	2908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	161	0	0	2095	539	0	233	0
Prlhr	329.088608	2194	2058	856	2570	2836	0	0	0	0	0	0	509	380	0	0	0	0	0	128	131	0	0	0	0	0	164	0	218	273	0	510	262	0	228	118	0	215	79	0	225	0	0	323	300	0	0	0	0	1886	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	288	259	466	838	2928	1937	0	165	0
Kcnc1	328.291139	2356	2517	1402	2476	2603	0	0	92	0	0	0	0	159	0	0	0	0	0	0	115	0	0	0	0	0	180	0	534	332	0	503	250	0	244	256	100	513	254	257	429	419	290	877	1156	0	0	0	0	1806	2473	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	738	655	0	0	1031	288	0	332	0
Gsx1	326.746835	2042	2116	1253	2657	2887	0	0	0	0	0	0	258	357	0	0	0	0	0	112	160	0	0	0	0	0	212	0	358	413	0	975	338	0	257	356	148	424	202	212	453	391	368	701	727	0	70	0	0	1766	2536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	285	852	683	0	0	320	0	100	699	0
Cntnap5a	325.810127	1085	1352	738	2401	2744	0	0	0	0	0	0	0	0	0	0	0	0	0	178	116	0	0	0	0	0	227	0	406	660	0	985	643	0	359	373	261	375	121	258	498	283	327	485	533	0	0	0	0	2478	3310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	190	546	1084	508	0	175	1466	398	0	0	0
Camk2n2	325.632911	2385	2630	1227	2546	2588	0	0	0	0	0	0	0	0	0	0	0	0	0	100	99	0	0	0	0	0	0	0	381	228	0	390	0	0	175	356	200	390	208	265	308	150	383	526	667	0	0	0	0	1937	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	649	556	871	929	986	704	0	266	0
Elfn2	325.341772	1622	1724	1407	1281	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	212	0	108	169	250	59	656	932	0	1141	824	0	396	453	290	372	247	321	606	513	450	972	912	108	215	0	0	2239	2795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	96	179	390	533	952	329	0	0	0
Pomc	325.329114	2357	2711	94	2526	2724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	557	0	596	374	0	231	250	120	138	0	234	259	135	172	377	528	0	0	0	0	2076	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	215	119	625	1009	2634	2487	0	186	0
Grid1	325.088608	1326	1502	1141	1709	2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	178	0	0	184	0	578	784	0	789	928	0	282	450	295	434	165	345	728	316	253	644	810	0	0	0	0	2405	3062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	197	190	434	2302	522	0	0	0
Cntnap5b	324.025316	1557	1753	1060	2987	3246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	536	716	0	1026	665	0	278	275	254	339	0	262	485	237	302	363	388	0	0	0	0	2376	2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	126	488	608	354	0	0	1342	176	0	132	0
Soga3	322.481013	1961	1893	1417	2847	2903	134	216	324	0	0	0	461	497	0	0	0	0	0	174	178	0	0	0	0	111	212	0	354	609	0	597	499	0	237	173	141	305	150	200	395	296	268	642	535	61	0	0	0	1674	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	655	352	0	0	754	156	135	389	0
Olfr806	322.354430	275	173	0	220	0	0	0	0	0	154	0	203	0	0	0	0	0	928	833	963	1196	1110	0	492	1018	309	359	641	281	527	604	735	901	566	184	278	304	399	278	318	293	334	430	448	549	287	442	570	275	255	534	567	508	565	580	504	628	541	0	0	0	0	0	0	0	0	279	199	310	696	603	0	0	0	0	379	441	0	0	0
Fam177a2	320.784810	382	486	1385	271	276	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	219	838	0	351	947	0	1833	1449	0	490	637	336	696	385	449	757	507	506	1008	1130	0	0	0	0	2795	3283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	741	595	882	928	0	0	0	0
Fam177a	320.784810	382	486	1385	271	276	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	219	838	0	351	947	0	1833	1449	0	490	637	336	696	385	449	757	507	506	1008	1130	0	0	0	0	2795	3283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	741	595	882	928	0	0	0	0
Phf12	320.772152	1125	1216	680	1313	1786	0	0	0	0	0	0	121	0	0	158	0	0	0	0	0	0	0	0	0	125	143	0	298	586	0	572	948	0	143	403	166	364	261	143	383	320	391	653	810	0	170	0	0	2639	2569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	1796	1372	713	723	1508	448	0	207	0
Scap	320.367089	1348	1883	784	1122	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	118	0	233	117	0	0	398	240	0	305	0	0	235	479	229	626	207	362	534	202	412	985	1084	0	153	0	0	2744	3294	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	513	398	565	2119	1472	0	0	0
Cfap65	320.000000	1612	1602	1488	1955	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	289	163	125	111	0	0	358	386	0	691	374	0	175	266	110	225	147	238	414	170	197	388	459	0	0	0	0	1989	2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	383	215	383	550	2706	1718	0	0	0
Tigd3	319.240506	2306	2697	415	2320	2838	0	0	0	0	0	0	198	287	0	0	0	0	0	97	0	0	0	0	0	0	0	0	156	196	0	280	165	0	0	201	0	119	0	0	316	134	126	373	484	0	0	0	0	2175	2724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	145	329	662	3078	1861	0	189	0
Rab37	318.670886	2039	2137	679	2180	2707	0	0	0	0	0	0	0	118	0	0	0	0	0	0	119	0	0	0	0	0	367	0	459	612	0	874	314	0	350	431	202	521	180	266	412	277	428	714	686	0	0	0	0	2299	3032	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	689	321	0	131	878	248	0	176	0
Srrm4	317.189873	901	1001	401	1484	1732	0	0	0	0	0	0	0	123	0	0	0	0	0	144	181	0	0	0	144	140	364	0	528	802	0	1001	405	0	316	353	218	441	167	251	436	332	380	925	1006	0	91	0	0	2868	3292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	644	1299	913	0	373	952	276	0	0	0
Rims2	314.367089	1815	1935	934	2159	2645	0	0	0	0	0	0	261	142	0	0	0	0	0	0	0	0	0	0	144	0	0	0	151	471	0	486	435	0	140	150	0	166	0	182	209	104	117	172	239	0	0	0	0	2693	3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	689	455	605	669	1916	1277	0	267	0
Sntg1	313.227848	704	704	1769	1076	1393	0	0	0	0	0	0	0	0	0	0	0	0	0	173	151	0	0	0	0	0	183	0	844	915	0	1125	695	0	514	503	340	549	329	483	824	399	394	740	829	0	0	0	0	2429	2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	239	556	135	0	162	0	2286	292	0	0	0
Cadps	311.632911	1718	1812	565	2204	2772	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	168	613	0	581	446	0	0	415	198	394	252	257	576	369	384	389	412	0	0	0	0	2216	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	329	94	0	1026	1114	2353	877	0	176	0
Slc6a5	310.734177	1833	1998	427	2352	2936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	234	826	0	889	819	0	301	219	0	305	0	155	330	208	434	389	333	0	0	0	0	2036	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	499	207	325	568	2395	988	0	151	0
Car10	303.379747	1748	1823	1344	2249	2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	145	0	0	0	0	241	433	0	613	796	0	149	226	0	127	0	0	219	184	165	235	312	0	0	0	0	1842	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	488	160	113	431	465	2967	1921	0	0	0
Adcyap1	303.189873	1557	1636	1111	2450	2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	898	0	494	826	0	231	219	137	219	0	253	402	278	233	551	648	0	0	0	0	2139	2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	127	0	0	149	2280	1508	0	204	0
AI593442	301.886076	2086	2220	790	2606	2830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	185	245	0	471	343	0	0	186	0	185	0	329	272	228	149	364	533	0	0	0	0	1890	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	205	228	3125	2349	0	92	0
Tle3	299.113924	103	202	0	123	171	1369	2068	1406	2227	2339	2372	3103	3205	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	740	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	0	139	426	225	613	0	0	0	744	539	0	0	302	0	0	0	0
Cntnap5c	297.050633	1070	1342	307	2076	2518	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	126	0	394	0	319	375	0	937	486	0	327	0	0	185	0	0	243	0	130	337	423	0	0	0	0	2432	2966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	298	596	244	289	449	2993	1393	0	0	0
Psd	296.759494	1780	2001	1267	2456	2729	0	0	0	0	0	0	270	212	0	0	0	0	0	0	119	0	0	0	0	111	158	0	340	366	0	865	260	0	210	238	190	372	0	245	363	245	367	426	439	0	0	0	0	2260	2793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	477	390	293	371	448	125	0	115	0
Fbxl15	296.759494	1780	2001	1267	2456	2729	0	0	0	0	0	0	270	212	0	0	0	0	0	0	119	0	0	0	0	111	158	0	340	366	0	865	260	0	210	238	190	372	0	245	363	245	367	426	439	0	0	0	0	2260	2793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	477	390	293	371	448	125	0	115	0
Grm1	296.721519	1270	1341	1196	1782	2033	0	0	0	0	0	0	0	0	0	0	0	0	157	83	107	195	0	163	182	98	188	0	331	654	0	991	846	0	422	228	137	326	151	159	400	307	304	579	929	0	0	0	0	1687	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	355	179	249	373	1486	363	0	195	0
Stmn3	296.658228	1112	1534	1507	1631	1767	0	0	0	0	0	0	0	0	0	0	0	0	0	127	189	0	0	0	57	125	520	0	560	666	0	1083	464	0	329	252	243	399	315	293	446	304	272	561	706	0	104	0	0	2632	3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	364	435	401	162	232	352	0	0	0	0
Gria2	295.936709	1747	1597	1566	2504	2526	0	0	0	0	0	0	156	196	0	0	0	0	0	0	142	0	0	0	0	140	166	0	355	550	0	856	598	0	284	161	0	243	0	0	253	279	186	547	590	0	0	0	0	2237	3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	311	385	197	0	286	835	289	0	0	0
Otop3	294.987342	1739	1809	622	2571	2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	186	0	242	544	0	646	640	0	220	241	106	178	223	205	248	239	141	494	427	0	0	0	0	1948	2692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	181	80	199	342	2462	676	0	0	0
Zfp454	294.303797	2178	2260	0	2823	3122	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	0	0	260	0	0	0	0	506	0	0	0	587	0	0	0	0	2272	3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	2999	1382	0	0	0
Fgf14	294.151899	1306	1452	565	1555	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	144	141	0	0	0	0	0	0	91	204	611	0	775	358	0	142	207	198	457	217	364	342	412	456	592	612	0	0	0	0	2390	2465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	159	0	356	498	2575	1269	0	0	0
Kmt2a	293.037975	1333	1452	953	1941	2061	0	0	0	0	0	0	110	0	169	0	0	0	0	0	0	0	0	0	0	0	169	0	154	439	0	823	334	0	214	144	0	254	113	0	296	176	145	252	153	0	0	0	0	1860	2548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	674	638	774	2691	1678	0	0	0
Qtrt1	292.708861	972	1076	1056	1366	1967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	121	0	507	777	0	1227	636	0	338	486	210	283	261	224	434	278	415	598	708	0	0	0	0	2241	3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	103	143	637	925	1372	407	0	0	0
Syp	291.822785	1480	1528	1565	2610	2421	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	363	801	0	901	367	0	289	0	0	0	0	0	196	0	141	312	363	0	0	0	0	1965	3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	243	246	694	1196	1583	398	0	0	0
Mei1	291.797468	737	750	931	683	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	495	169	216	0	381	918	0	1174	746	0	325	408	283	335	292	358	568	441	663	666	750	0	0	0	0	2783	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	307	621	1871	550	0	0	0
Cyp19a1	291.468354	546	711	1238	745	891	0	0	0	0	0	0	0	0	0	0	0	0	0	86	91	0	0	0	91	98	148	104	538	868	0	748	860	0	329	295	203	213	174	268	479	327	326	685	991	0	0	0	0	2095	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	795	418	308	316	2406	847	0	175	0
Fis1	290.898734	1448	1919	711	2269	2354	0	0	0	0	0	0	157	128	0	0	0	0	0	0	0	0	0	0	0	0	217	0	131	144	0	956	150	0	0	287	154	273	0	0	314	154	203	260	410	0	0	0	0	1812	2641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	499	103	310	3080	1062	0	263	0
Zfp219	290.746835	1114	1309	754	1090	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	188	0	0	0	239	804	0	712	484	0	159	317	210	524	186	388	476	297	504	423	394	0	0	0	0	2111	1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1833	1865	606	807	1221	860	0	0	0
Tmem253	290.746835	1114	1309	754	1090	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	188	0	0	0	239	804	0	712	484	0	159	317	210	524	186	388	476	297	504	423	394	0	0	0	0	2111	1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1833	1865	606	807	1221	860	0	0	0
Vip	289.468354	1876	1870	559	2076	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	121	80	0	0	0	0	0	250	0	303	676	0	868	843	0	399	278	147	279	122	182	275	175	418	379	645	0	0	0	0	2253	3092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	184	225	0	284	1174	217	0	230	0
