Target_genes	Atf7|Average	SRX520193|3T3-L1	SRX5088371|Testicular_germ_cells	SRX5088372|Testicular_germ_cells	SRX5088373|Testicular_germ_cells	SRX5088374|Testicular_germ_cells	SRX5088375|Testicular_germ_cells	SRX5088376|Testicular_germ_cells	SRX5088377|Testicular_germ_cells	SRX5088378|Testicular_germ_cells	DRX230417|Testis	DRX230418|Testis	DRX230419|Testis	DRX230420|Testis	DRX230421|Testis	DRX230422|Testis	DRX230423|Testis	DRX230424|Testis	DRX230425|Testis	STRING
Nkap	156.222222	0	0	0	0	0	0	0	0	0	274	401	491	330	248	242	232	278	316	0
Fbh1	156.166667	0	0	0	0	0	0	0	0	0	0	0	98	581	620	517	531	209	255	0
Ankrd16	156.166667	0	0	0	0	0	0	0	0	0	0	0	98	581	620	517	531	209	255	0
Rfx3	156.111111	153	0	0	0	0	0	0	0	0	0	121	110	445	428	368	549	291	345	0
Dgcr6	155.833333	0	0	0	0	0	0	0	0	0	0	0	0	415	659	322	465	491	453	0
Paip2b	155.777778	0	0	0	0	0	0	0	0	0	145	132	0	467	440	454	745	183	238	0
Oxa1l	155.777778	152	0	0	0	0	0	0	0	0	114	138	141	519	371	442	577	140	210	0
Per3	155.500000	0	0	0	0	0	0	0	0	0	0	91	87	457	532	488	559	347	238	0
Pskh1	155.333333	110	0	0	0	0	0	0	0	0	132	118	100	396	350	334	319	423	514	0
Ggct	154.888889	0	0	0	0	0	0	0	0	0	103	180	84	395	524	409	495	258	340	0
Dhx40	154.666667	0	0	0	0	0	0	0	0	0	0	102	116	332	569	450	476	399	340	0
Gpx4	154.611111	0	0	0	0	0	0	0	0	0	0	0	0	417	553	485	506	426	396	0
Nacad	154.333333	0	0	0	0	0	0	0	0	0	0	0	0	565	567	290	522	513	321	0
Fdft1	154.277778	0	0	0	0	0	0	0	0	0	0	95	112	449	617	492	416	246	350	0
Zfp473	154.222222	0	0	0	0	0	0	0	0	0	0	93	0	506	416	410	478	372	501	0
Vrk3	154.222222	0	0	0	0	0	0	0	0	0	0	93	0	506	416	410	478	372	501	0
Ankrd40	154.222222	0	0	0	0	0	0	0	0	0	97	163	149	373	436	470	635	208	245	0
Tspyl1	154.000000	0	0	0	0	0	0	0	0	0	163	102	161	442	373	434	539	345	213	0
Mafg	153.888889	0	0	0	0	0	0	0	0	0	0	0	0	442	630	387	469	473	369	0
Ogfr	153.722222	0	0	0	0	0	0	0	0	0	93	0	0	400	602	449	407	476	340	0
Stk16	153.666667	171	0	0	0	0	0	0	0	0	0	0	103	390	708	327	436	355	276	0
Glb1l	153.666667	171	0	0	0	0	0	0	0	0	0	0	103	390	708	327	436	355	276	0
Med31	153.611111	0	0	0	0	0	0	0	0	0	0	85	123	464	610	488	504	204	287	0
4930563E22Rik	153.611111	0	0	0	0	0	0	0	0	0	0	85	123	464	610	488	504	204	287	0
Ptpn23	153.166667	0	0	0	0	0	0	0	0	0	0	93	0	471	453	348	562	471	359	0
Ttbk1	153.055556	0	0	0	0	0	0	0	0	0	0	0	0	643	529	411	512	290	370	0
Mcam	153.055556	0	0	0	0	0	0	0	0	0	0	0	0	309	407	485	430	563	561	0
Gm5165	153.055556	0	0	0	0	0	0	0	0	0	0	0	0	753	624	530	848	0	0	0
Pla2g6	153.000000	0	0	0	0	0	0	0	0	0	0	0	0	388	522	506	565	354	419	0
Ywhag	152.888889	0	0	0	0	0	0	0	0	0	0	74	120	365	594	384	488	290	437	0
Pura	152.888889	0	0	0	0	0	0	0	0	0	137	152	142	231	336	473	582	429	270	0
BC107364	152.833333	0	0	0	0	0	0	0	0	0	0	0	0	294	425	394	473	581	584	0
Gnpnat1	152.777778	0	0	0	0	0	0	0	0	0	136	0	116	322	531	431	606	294	314	0
Rnf157	152.555556	0	0	0	0	0	0	122	0	0	0	0	116	397	408	438	385	429	451	0
Nrd1	152.555556	0	0	0	0	0	0	0	0	0	128	142	124	385	506	458	597	222	184	0
Rela	151.944444	177	0	0	0	0	0	0	0	0	0	0	0	358	458	503	579	372	288	0
Ankhd1	151.611111	0	0	0	0	0	0	0	0	0	101	0	124	466	437	453	757	143	248	0
Ube3c	151.500000	130	0	0	0	0	0	0	0	0	170	146	183	345	340	277	386	372	378	0
Zfand2a	151.166667	0	0	0	0	0	0	0	0	0	0	0	162	369	581	352	657	249	351	0
Nup214	151.166667	0	0	0	0	0	0	0	0	0	156	0	77	327	595	448	484	362	272	0
Ift57	151.055556	80	0	0	0	0	0	0	0	0	142	85	85	510	572	334	366	229	316	0
E4f1	151.000000	0	0	0	0	0	0	0	0	0	110	94	193	421	416	422	443	200	419	0
Akap11	150.944444	0	0	0	0	0	0	0	0	0	121	116	130	425	384	364	436	421	320	0
Kat6b	150.833333	0	0	0	0	0	0	0	0	0	0	0	0	619	766	494	628	208	0	0
Trmo	150.722222	0	0	0	0	0	0	0	0	0	127	111	106	490	453	324	594	199	309	0
Myo6	150.722222	0	0	0	0	0	0	0	0	0	90	119	96	322	393	348	457	502	386	0
Clk1	150.666667	0	0	0	0	0	0	0	0	0	0	101	93	433	447	499	654	217	268	0
Yars	150.555556	0	0	0	0	0	0	0	0	0	0	91	0	376	570	492	606	200	375	0
S100pbp	150.555556	0	0	0	0	0	0	0	0	0	0	91	0	376	570	492	606	200	375	0
Dph2	150.555556	0	0	0	0	0	0	0	0	0	0	0	0	440	414	399	559	445	453	0
B4galt2	150.555556	0	0	0	0	0	0	0	0	0	0	0	0	440	414	399	559	445	453	0
Atp6v0b	150.555556	0	0	0	0	0	0	0	0	0	0	0	0	440	414	399	559	445	453	0
Sinhcaf	150.444444	0	0	0	0	0	0	0	0	0	0	0	98	515	384	488	494	377	352	0
Shcbp1	150.277778	542	0	0	0	0	0	0	0	0	0	0	0	580	380	396	626	93	88	0
Gars	150.000000	0	0	0	0	0	0	0	0	0	99	119	88	516	524	340	436	296	282	0
6430548M08Rik	149.944444	0	0	0	0	0	0	0	0	0	103	0	117	239	326	554	448	447	465	0
D3Ertd751e	149.111111	0	0	0	0	0	0	0	0	0	128	141	131	282	467	433	361	306	435	0
Tpm4	148.944444	0	0	0	0	0	0	0	0	0	0	0	0	327	449	445	441	544	475	0
Plekhh1	148.666667	0	0	0	0	0	0	0	0	0	100	113	137	227	504	380	328	443	444	0
Gosr2	148.500000	123	0	0	0	0	0	0	0	0	151	152	137	338	482	379	337	350	224	0
Cltc	148.055556	102	0	0	0	0	0	0	0	0	149	137	82	369	462	277	639	149	299	0
Mocs3	147.722222	0	0	0	0	0	0	0	0	0	83	0	115	322	585	421	553	324	256	0
Dpm1	147.722222	0	0	0	0	0	0	0	0	0	83	0	115	322	585	421	553	324	256	0
Trim45	147.666667	0	0	0	0	0	0	0	0	0	0	101	0	452	659	364	498	312	272	0
Ppp2r5b	147.666667	266	0	0	0	0	0	0	0	0	0	0	0	376	460	392	486	345	333	0
Slc30a1	146.944444	0	0	0	0	0	0	127	0	0	0	90	80	526	594	430	441	161	196	0
Wfdc3	146.888889	0	0	0	0	0	0	0	0	0	72	91	120	450	419	436	445	320	291	0
Dnttip1	146.888889	0	0	0	0	0	0	0	0	0	72	91	120	450	419	436	445	320	291	0
Osgepl1	146.833333	0	0	0	0	0	0	0	0	0	0	0	0	619	611	601	523	109	180	0
Lmtk2	146.777778	0	0	0	0	0	0	0	0	0	0	0	88	560	496	384	447	338	329	0
Apmap	146.777778	0	0	0	0	0	0	0	0	0	0	121	148	417	382	353	523	292	406	0
Aifm2	146.611111	0	0	0	0	0	0	0	0	0	0	0	0	443	645	352	416	341	442	0
Zwilch	146.222222	145	0	0	0	0	0	0	0	0	0	0	0	455	442	500	519	242	329	0
Rpl4	146.222222	145	0	0	0	0	0	0	0	0	0	0	0	455	442	500	519	242	329	0
Abcf1	146.055556	0	0	0	0	0	0	0	0	0	89	82	168	321	439	390	491	329	320	0
Msmo1	146.000000	0	0	0	0	0	0	0	0	0	87	116	140	254	428	412	439	308	444	0
Cdc5l	145.944444	0	0	0	0	0	0	0	0	0	0	125	120	402	529	462	465	212	312	0
Taf11	145.888889	210	0	0	0	0	0	0	0	0	0	0	0	581	432	516	532	215	140	0
Strap	145.888889	0	0	0	0	0	0	0	0	0	0	0	184	294	396	332	599	420	401	0
Anks1	145.888889	210	0	0	0	0	0	0	0	0	0	0	0	581	432	516	532	215	140	0
Myo9b	145.444444	0	0	0	0	0	0	0	0	0	92	0	101	533	497	414	421	322	238	0
Haus8	145.444444	0	0	0	0	0	0	0	0	0	92	0	101	533	497	414	421	322	238	0
Gzf1	144.888889	0	0	0	0	0	0	0	0	0	100	0	85	265	513	382	549	503	211	0
Smdt1	144.777778	0	0	0	0	0	0	0	0	0	0	0	98	351	520	416	598	274	349	0
Pheta2	144.777778	0	0	0	0	0	0	0	0	0	0	0	98	351	520	416	598	274	349	0
Nolc1	144.777778	0	0	0	0	0	0	0	0	0	0	0	0	304	681	350	682	311	278	0
Bbs5	144.666667	275	0	0	0	0	0	0	0	0	114	124	0	356	531	378	411	242	173	0
Emc7	144.611111	105	0	0	0	0	0	0	0	0	0	148	93	298	589	390	370	291	319	0
Dynlt1a	144.611111	0	0	0	0	0	0	0	0	0	0	0	0	414	546	304	379	582	378	0
Dus4l	144.444444	0	0	0	0	0	0	0	0	0	126	150	95	400	429	399	295	282	424	0
Cog5	144.444444	0	0	0	0	0	0	0	0	0	126	150	95	400	429	399	295	282	424	0
Myl12a	144.388889	0	0	0	0	0	0	0	0	0	116	96	131	240	459	421	431	365	340	0
Cdk11b	144.333333	0	0	0	0	0	0	0	0	0	95	102	160	208	391	349	501	423	369	0
Sf3b2	144.166667	0	0	0	0	0	0	0	0	0	0	99	88	358	457	455	553	311	274	0
Gal3st3	144.166667	0	0	0	0	0	0	0	0	0	0	99	88	358	457	455	553	311	274	0
Clasp2	143.888889	0	0	0	0	0	0	0	0	0	0	86	105	264	353	455	482	368	477	0
Scfd1	143.111111	142	0	0	0	0	0	0	0	0	0	0	0	299	545	500	578	236	276	0
Rad1	143.000000	188	0	0	0	0	0	0	0	0	0	187	98	365	366	356	441	329	244	0
Man1b1	143.000000	171	0	0	0	0	0	0	0	0	111	0	76	413	464	302	525	255	257	0
Brix1	143.000000	188	0	0	0	0	0	0	0	0	0	187	98	365	366	356	441	329	244	0
Uap1	142.888889	147	0	0	0	0	0	0	0	0	120	140	124	239	478	284	398	351	291	0
Nek11	142.722222	0	0	0	0	0	0	0	0	0	148	163	118	216	476	342	493	316	297	0
Aste1	142.722222	0	0	0	0	0	0	0	0	0	148	163	118	216	476	342	493	316	297	0
Ssu72	142.500000	131	0	0	0	0	0	0	0	0	160	75	127	255	440	217	342	516	302	0
Dnajb12	142.500000	0	0	0	0	0	0	0	0	0	113	0	0	386	525	302	398	450	391	0
Crlf2	142.333333	300	0	0	0	0	0	0	0	0	0	0	0	373	434	337	488	360	270	0
Ints12	141.722222	0	0	0	0	0	0	0	0	0	158	102	106	506	513	317	444	169	236	0
Gstcd	141.722222	0	0	0	0	0	0	0	0	0	158	102	106	506	513	317	444	169	236	0
Sharpin	141.611111	0	0	0	0	0	0	0	0	0	0	0	128	525	563	627	529	0	177	0
Maf1	141.611111	0	0	0	0	0	0	0	0	0	0	0	128	525	563	627	529	0	177	0
Gm35339	141.611111	0	0	0	0	0	0	0	0	0	0	0	128	525	563	627	529	0	177	0
Xrn1	141.555556	0	0	0	0	0	0	0	0	0	0	124	119	494	528	372	515	140	256	0
Hip1	141.500000	0	0	0	0	0	0	0	0	0	0	0	0	577	623	591	615	0	141	0
Trp53bp1	141.222222	0	0	0	0	0	0	0	0	0	111	0	120	428	460	295	493	386	249	0
Yeats2	141.055556	0	0	0	0	0	0	0	0	0	128	68	99	348	388	252	386	492	378	0
Nrbf2	140.944444	0	0	0	0	0	0	0	0	0	177	0	134	344	488	224	478	371	321	0
Maea	140.944444	0	0	0	0	0	0	0	0	0	95	84	120	418	423	284	560	275	278	0
Kdm4b	140.888889	0	0	0	0	0	0	0	0	0	125	0	119	380	638	430	407	182	255	0
Rnmt	140.777778	0	0	0	0	0	0	0	0	0	117	132	109	407	576	324	470	167	232	0
Kbtbd3	140.777778	0	0	0	0	0	0	0	0	0	0	141	138	349	423	406	475	268	334	0
Fam210a	140.777778	0	0	0	0	0	0	0	0	0	117	132	109	407	576	324	470	167	232	0
Aasdhppt	140.777778	0	0	0	0	0	0	0	0	0	0	141	138	349	423	406	475	268	334	0
Rnf166	140.722222	0	0	0	0	0	0	0	0	0	0	0	0	466	359	284	372	572	480	0
Ctu2	140.722222	0	0	0	0	0	0	0	0	0	0	0	0	466	359	284	372	572	480	0
Rnf141	140.444444	0	0	0	0	0	0	0	0	0	0	102	137	392	649	288	434	265	261	0
Lclat1	140.166667	0	0	0	0	0	0	0	0	0	0	165	134	257	395	313	488	413	358	0
Cdc20b	140.111111	0	0	0	0	0	0	0	0	0	0	0	122	483	490	323	411	259	434	0
Mfn2	139.833333	0	0	0	0	0	0	0	0	0	163	0	149	305	384	416	417	369	314	0
Slc25a26	139.777778	0	0	0	0	0	0	0	0	0	0	0	88	440	493	304	577	270	344	0
Ccdc169	139.722222	0	0	0	0	0	0	0	0	0	0	0	0	467	416	464	762	178	228	0
Maco1	139.500000	0	0	0	0	0	0	0	0	0	100	0	0	419	540	403	522	173	354	0
Ivns1abp	139.500000	0	0	0	0	0	0	0	0	0	160	140	160	335	370	367	405	359	215	0
Cmtr2	139.444444	0	0	0	0	0	0	0	0	0	0	110	137	294	523	352	473	372	249	0
Snx5	139.222222	0	0	0	0	0	0	0	0	0	126	93	138	384	411	304	370	304	376	0
Mgme1	139.222222	0	0	0	0	0	0	0	0	0	126	93	138	384	411	304	370	304	376	0
Ipo11	139.222222	0	0	0	0	0	0	0	0	0	0	118	108	377	426	356	459	299	363	0
Hbp1	139.000000	0	0	0	0	0	0	0	0	0	121	0	0	631	544	625	581	0	0	0
Tm2d2	138.888889	0	0	0	0	0	0	0	0	0	130	91	96	340	369	367	428	380	299	0
Adam9	138.888889	0	0	0	0	0	0	0	0	0	130	91	96	340	369	367	428	380	299	0
Uqcrfs1	138.833333	0	0	0	0	0	0	0	0	0	165	77	125	374	377	316	503	299	263	0
Ercc1	138.777778	0	0	0	0	0	0	0	0	0	0	0	0	658	483	495	599	169	94	0
Nectin2	138.611111	0	0	0	0	0	0	0	0	0	0	0	0	461	452	453	399	358	372	0
Birc5	138.500000	0	0	0	0	0	0	0	0	0	114	0	142	336	490	298	325	358	430	0
Use1	138.111111	0	0	0	0	0	0	0	0	0	109	0	0	362	452	372	367	487	337	0
Ocel1	138.111111	0	0	0	0	0	0	0	0	0	109	0	0	362	452	372	367	487	337	0
Kif15	138.000000	0	0	0	0	0	0	0	0	0	141	93	142	251	462	399	428	245	323	0
1110059G10Rik	138.000000	0	0	0	0	0	0	0	0	0	141	93	142	251	462	399	428	245	323	0
Afg3l2	137.888889	0	0	0	0	0	0	0	0	0	133	101	63	379	514	420	309	260	303	0
Rpl21	137.666667	0	0	0	0	0	0	0	0	0	180	128	144	292	445	389	345	275	280	0
Tra2b	137.500000	0	0	0	0	0	0	0	0	0	0	111	119	204	487	504	558	280	212	0
Fam76a	137.444444	0	0	0	0	0	0	0	0	0	126	0	157	313	400	423	480	313	262	0
Stk25	137.333333	0	0	0	0	0	0	0	0	0	83	135	104	356	513	292	473	313	203	0
Cdc14b	137.277778	0	0	0	0	0	0	0	0	0	0	69	131	247	555	516	415	241	297	0
Azin1	137.055556	0	0	0	0	0	0	0	0	0	135	131	115	322	369	307	499	232	357	0
Zfp598	136.944444	0	0	0	0	0	0	0	0	0	0	0	143	310	350	339	531	401	391	0
Tbc1d9	136.833333	0	0	0	0	0	0	0	0	0	144	0	152	401	463	262	378	347	316	0
Wdr45b	136.722222	180	0	0	0	0	0	0	0	0	115	127	138	312	404	338	272	357	218	0
Mettl4	136.555556	106	0	0	0	0	0	0	0	0	82	85	98	378	312	276	408	330	383	0
Pea15a	136.388889	0	0	0	0	0	0	0	0	0	0	0	0	327	417	394	574	381	362	0
Ell2	136.277778	0	0	0	0	0	0	0	0	0	0	0	0	356	458	373	560	274	432	0
Zar1l	136.222222	0	0	0	0	0	0	0	0	0	0	0	86	493	409	304	484	301	375	0
Brca2	136.222222	0	0	0	0	0	0	0	0	0	0	0	86	493	409	304	484	301	375	0
Sec23a	136.166667	0	0	0	0	0	0	0	0	0	100	107	145	471	400	422	324	216	266	0
Orai1	136.166667	0	0	0	0	0	0	0	0	0	0	0	0	237	405	408	563	441	397	0
Gemin2	136.166667	0	0	0	0	0	0	0	0	0	100	107	145	471	400	422	324	216	266	0
Rpl13	136.111111	0	0	0	0	0	0	0	0	0	0	0	77	648	426	461	472	222	144	0
Tpp2	135.888889	0	0	0	0	0	0	0	0	0	0	196	147	292	305	420	594	253	239	0
Rab6b	135.888889	0	0	0	0	0	0	0	0	0	0	0	0	451	424	306	299	544	422	0
Tbc1d32	135.555556	0	0	0	0	0	0	0	0	0	136	93	155	422	401	215	611	193	214	0
Kat7	135.555556	0	0	0	0	0	0	0	0	0	101	99	111	402	398	367	559	182	221	0
Hnrnph1	135.555556	0	0	0	0	0	0	0	0	0	0	84	98	369	581	346	525	201	236	0
Pigf	135.333333	0	0	0	0	0	0	0	0	0	81	111	108	288	361	316	466	372	333	0
Ldah	135.333333	0	0	0	0	0	0	0	0	0	124	85	0	423	449	357	424	233	341	0
Cript	135.333333	0	0	0	0	0	0	0	0	0	81	111	108	288	361	316	466	372	333	0
Nktr	135.111111	0	0	0	0	0	0	0	0	0	97	101	98	326	434	335	546	227	268	0
Nr6a1	135.000000	0	0	0	0	0	0	0	0	0	0	116	0	361	451	400	466	289	347	0
Coq10a	135.000000	0	0	0	0	0	0	107	0	0	134	0	71	338	472	240	388	391	289	0
Abcg2	134.944444	0	0	0	0	0	0	0	0	0	107	93	120	354	365	279	488	366	257	0
Ppil4	134.888889	0	0	0	0	0	0	0	0	0	127	152	210	195	420	299	294	326	405	0
Zswim6	134.833333	0	0	0	0	0	0	0	0	0	0	0	0	408	504	224	493	447	351	0
Taf7	134.777778	0	0	0	0	0	0	0	0	0	0	111	0	476	380	381	634	214	230	0
Rad23a	134.777778	399	0	0	0	0	0	0	0	0	0	0	0	527	308	301	468	208	215	0
Pdcd11	134.722222	0	0	0	0	0	0	87	0	0	97	106	168	339	282	319	431	282	314	0
Atp5md	134.722222	0	0	0	0	0	0	87	0	0	97	106	168	339	282	319	431	282	314	0
Zfp978	134.388889	0	0	0	0	0	0	0	0	0	360	348	338	166	282	196	198	259	272	0
Pip4p1	134.277778	0	0	0	0	0	0	0	0	0	160	101	126	261	441	386	507	220	215	0
Usp9x	134.055556	122	0	0	0	0	0	0	0	0	0	0	0	386	453	449	547	208	248	0
Rab33b	134.000000	0	0	0	0	0	0	0	0	0	147	122	138	296	426	322	306	340	315	0
Xpr1	133.833333	0	0	0	0	0	0	0	0	0	152	130	144	262	353	342	468	294	264	0
Stmn4	133.722222	0	0	0	0	0	0	0	0	0	0	0	0	545	519	472	535	168	168	0
Tgoln2	133.500000	0	0	0	0	0	0	0	0	0	0	105	0	318	442	212	567	423	336	0
Tgoln1	133.500000	0	0	0	0	0	0	0	0	0	0	105	0	318	442	212	567	423	336	0
Thrap3	132.833333	0	0	0	0	0	0	0	0	0	113	141	106	250	410	348	444	326	253	0
Aptx	132.833333	0	0	0	0	0	0	0	0	0	0	0	0	519	558	410	531	195	178	0
1810055G02Rik	132.777778	0	0	0	0	0	0	0	0	0	77	102	0	199	392	450	491	394	285	0
Nf2	132.666667	0	0	0	0	0	0	0	0	0	70	0	115	349	567	356	544	198	189	0
Tfcp2	132.555556	0	0	0	0	0	0	0	0	0	0	132	98	206	403	445	598	200	304	0
Pom121	132.555556	0	0	0	0	0	0	0	0	0	122	0	133	250	453	374	367	353	334	0
Hic1	132.500000	0	0	0	0	0	0	0	0	0	0	0	0	479	464	303	406	438	295	0
Rapgef6	132.388889	0	0	0	0	0	0	0	0	0	103	141	149	305	367	341	414	268	295	0
Nbeal1	132.222222	0	0	0	0	0	0	0	0	0	85	171	115	273	436	368	543	231	158	0
Tmem41b	132.166667	0	0	0	0	0	0	0	0	0	0	109	126	201	606	419	442	294	182	0
Tmco6	132.111111	0	0	0	0	0	0	0	0	0	0	0	111	396	548	345	393	274	311	0
Cnksr3	132.055556	0	0	0	0	0	0	0	0	0	0	0	104	337	409	452	462	294	319	0
Mcm5	131.722222	0	0	0	0	0	0	0	0	0	0	0	114	396	449	428	458	228	298	0
Leng9	131.722222	0	0	0	0	0	0	0	0	0	0	0	0	397	417	330	347	532	348	0
Nadsyn1	131.500000	0	0	0	0	0	0	0	0	0	0	0	0	303	355	442	389	449	429	0
Ubxn4	131.388889	0	0	0	0	0	0	0	0	0	131	101	0	334	473	332	520	269	205	0
Scg3	131.388889	0	0	0	0	0	0	0	0	0	0	141	0	367	412	299	531	342	273	0
Dnajb5	131.388889	0	0	0	0	0	0	0	0	0	88	0	0	305	445	284	509	357	377	0
Kif1b	131.277778	0	0	0	0	0	0	0	0	0	110	72	77	360	432	359	478	182	293	0
Actr3b	131.277778	0	0	0	0	0	0	0	0	0	0	0	184	330	472	342	574	258	203	0
Rps13	131.055556	0	0	0	0	0	0	0	0	0	0	116	122	380	275	338	554	258	316	0
Fbxo30	131.000000	0	0	0	0	0	0	0	0	0	179	0	176	334	373	327	289	388	292	0
Tmx3	130.833333	0	0	0	0	0	0	0	0	0	173	186	118	495	275	236	333	248	291	0
Pde7a	130.611111	0	0	0	0	0	0	0	0	0	109	105	93	344	282	400	325	426	267	0
Trit1	130.500000	0	0	0	0	0	0	0	0	0	0	86	131	462	438	314	539	185	194	0
Zfp143	130.444444	0	0	0	0	0	0	0	0	0	0	132	0	455	469	466	485	182	159	0
Pnn	130.444444	0	0	0	0	0	0	0	0	0	60	121	107	353	463	300	439	227	278	0
Calu	130.222222	0	0	0	0	0	0	0	0	0	0	104	122	255	528	475	426	218	216	0
U2af1	130.166667	0	0	0	0	0	0	0	0	0	107	107	110	246	417	300	322	435	299	0
Gtf2ird2	129.777778	0	0	0	0	0	0	0	0	0	114	0	98	255	532	293	510	206	328	0
Tfrc	129.666667	0	0	0	0	0	0	0	0	0	108	100	161	293	373	270	435	321	273	0
Tomm40	129.500000	0	0	0	0	0	0	0	0	0	0	0	0	395	584	437	514	164	237	0
Cops8	129.444444	106	0	0	0	0	0	0	0	0	0	110	111	239	278	370	454	265	397	0
Vamp2	129.333333	0	0	0	0	0	0	0	0	0	109	0	0	333	309	403	388	557	229	0
Slf2	129.333333	0	0	0	0	0	0	0	0	0	101	103	125	438	506	454	342	121	138	0
Osbpl11	129.333333	0	0	0	0	0	0	0	0	0	193	116	191	232	403	330	357	228	278	0
B4galt3	129.333333	0	0	0	0	0	0	0	0	0	0	0	0	258	439	476	490	360	305	0
Ip6k1	129.277778	0	0	0	0	0	0	0	0	0	97	85	138	381	507	462	393	106	158	0
Ikzf5	129.166667	0	0	0	0	0	0	0	0	0	0	134	135	374	443	313	317	360	249	0
Acadsb	129.166667	0	0	0	0	0	0	0	0	0	0	134	135	374	443	313	317	360	249	0
Nck1	129.055556	0	0	0	0	0	0	0	0	0	179	75	159	376	463	270	347	185	269	0
Id1	128.944444	0	0	0	0	0	0	0	0	0	0	0	0	369	497	536	434	314	171	0
Nap1l4	128.833333	0	0	0	0	0	0	0	0	0	125	86	102	272	435	316	462	230	291	0
Mmgt1	128.777778	0	0	0	0	0	0	0	0	0	0	0	0	448	446	376	416	233	399	0
Ctcf	128.666667	0	0	0	0	0	0	0	0	0	0	113	101	368	458	293	367	263	353	0
Isca1	128.555556	0	0	0	0	0	0	0	0	0	106	0	175	251	313	409	404	419	237	0
Dus2	128.500000	216	0	0	0	0	0	0	0	0	99	104	131	245	376	260	466	221	195	0
Ddx28	128.500000	216	0	0	0	0	0	0	0	0	99	104	131	245	376	260	466	221	195	0
B3gntl1	128.222222	0	0	0	0	0	0	0	0	0	0	109	90	579	364	490	408	139	129	0
Mlxip	128.166667	196	0	0	0	0	0	0	0	0	100	74	138	199	414	202	340	292	352	0
Hinfp	128.111111	0	0	0	0	0	0	0	0	0	90	0	126	248	528	347	410	355	202	0
Mex3c	127.888889	0	0	0	0	0	0	0	0	0	0	69	84	310	581	261	415	263	319	0
Terf2	127.722222	0	0	0	0	0	0	0	0	0	0	0	153	213	471	318	361	420	363	0
Atp6v0e	127.666667	229	0	0	0	0	0	0	0	0	0	154	124	273	318	304	465	267	164	0
Tjap1	127.611111	0	0	0	0	0	0	0	0	0	0	0	0	337	420	313	427	467	333	0
Tdg	127.611111	0	0	0	0	0	0	0	0	0	0	0	137	376	495	382	385	271	251	0
Eif5a	127.611111	0	0	0	0	0	0	0	0	0	94	113	114	302	340	349	399	297	289	0
Etnk2	127.388889	0	0	0	0	0	0	0	0	0	0	0	0	303	392	588	457	316	237	0
Cdadc1	127.277778	181	0	0	0	0	0	0	0	0	0	0	98	445	503	280	458	106	220	0
Snapc5	126.944444	0	0	0	0	0	0	0	0	0	0	111	0	492	528	430	414	156	154	0
Ttll5	126.888889	0	0	0	0	0	0	0	0	0	0	123	218	354	406	270	211	313	389	0
Klhl9	126.888889	0	0	0	0	0	0	0	0	0	103	174	136	324	459	260	442	179	207	0
Erg28	126.888889	0	0	0	0	0	0	0	0	0	0	123	218	354	406	270	211	313	389	0
Slc39a10	126.611111	0	0	0	0	0	0	0	0	0	140	72	102	244	404	306	357	328	326	0
Arrdc3	126.611111	0	0	0	0	0	0	0	0	0	121	102	0	292	463	345	361	360	235	0
Leprotl1	126.555556	0	0	0	0	0	0	0	0	0	133	121	0	198	337	247	287	551	404	0
Plag1	126.500000	0	0	0	0	0	0	0	0	0	0	105	120	237	454	317	408	361	275	0
Gskip	126.500000	0	0	0	0	0	0	0	0	0	92	102	101	327	441	245	423	244	302	0
Atg2b	126.500000	0	0	0	0	0	0	0	0	0	92	102	101	327	441	245	423	244	302	0
Vps72	126.444444	0	0	0	0	0	0	0	0	0	116	0	0	398	452	349	411	301	249	0
Slc35f5	126.444444	0	0	0	0	0	0	0	0	0	107	0	107	401	387	406	361	248	259	0
Pip5k1a	126.444444	0	0	0	0	0	0	0	0	0	116	0	0	398	452	349	411	301	249	0
Sec62	126.277778	0	0	0	0	0	0	0	0	0	123	122	215	247	357	265	336	323	285	0
3830406C13Rik	126.277778	0	0	0	0	0	0	0	0	0	0	163	109	375	461	292	429	187	257	0
Bcap29	126.222222	0	0	0	0	0	0	0	0	0	90	0	77	326	363	344	337	358	377	0
Cenpe	126.111111	0	0	0	0	0	0	0	0	0	0	125	0	266	497	320	436	267	359	0
Rab21	126.055556	0	0	0	0	0	0	0	0	0	139	0	118	264	356	334	414	406	238	0
Ulk2	126.000000	0	0	0	0	0	0	0	0	0	190	103	102	286	275	304	418	337	253	0
Slc25a33	125.944444	0	0	0	0	0	0	0	0	0	99	107	136	236	344	416	309	263	357	0
Ythdf1	125.833333	0	0	0	0	0	0	0	0	0	127	0	103	335	327	317	408	341	307	0
Stip1	125.833333	0	0	0	0	0	0	0	0	0	0	146	92	536	475	400	483	0	133	0
Pwp1	125.777778	0	0	0	0	0	0	0	0	0	143	116	127	285	308	215	488	319	263	0
Abt1	125.666667	0	0	0	0	0	0	0	0	0	0	0	116	391	373	303	517	226	336	0
Nampt	125.444444	0	0	0	0	0	0	0	0	0	0	163	88	356	407	330	418	291	205	0
Erlin2	125.444444	0	0	0	0	0	0	0	0	0	111	0	0	349	435	380	415	282	286	0
Tctn3	125.166667	0	0	0	0	0	0	0	0	0	106	77	118	550	295	252	452	210	193	0
Entpd1	125.166667	0	0	0	0	0	0	0	0	0	106	77	118	550	295	252	452	210	193	0
