Target_genes	Elk1|Average	SRX10221012|3T3-L1	SRX10221013|3T3-L1	SRX10221014|3T3-L1	SRX10221015|3T3-L1	SRX9144796|3T3-L1	SRX9144797|3T3-L1	SRX7115524|Corpus_Striatum	SRX7115525|Corpus_Striatum	SRX1462209|MEF	SRX1462210|MEF	SRX1462211|MEF	SRX1462212|MEF	SRX1462213|MEF	SRX1462214|MEF	SRX1462215|MEF	SRX1462216|MEF	SRX1618614|MEF	SRX1618615|MEF-derived_neural_cells	SRX1618616|MEF-derived_neural_cells	SRX1618617|MEF-derived_neural_cells	SRX1618618|MEF-derived_neural_cells	SRX262793|NIH/3T3	SRX262794|NIH/3T3	SRX262795|NIH/3T3	SRX262796|NIH/3T3	STRING
Top3b	35.080000	0	0	0	0	136	111	381	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polh	35.080000	0	0	0	0	232	125	290	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt1	35.080000	0	167	0	180	114	143	181	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf1	35.040000	0	0	0	0	214	319	221	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pisd	35.040000	0	0	0	0	158	210	308	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nufip1	35.040000	0	112	0	0	162	115	261	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm7	35.040000	0	65	0	0	195	195	181	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpalpp1	35.040000	0	112	0	0	162	115	261	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap4m1	35.040000	0	65	0	0	195	195	181	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf7	34.960000	0	0	0	0	202	299	203	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tars	34.920000	0	0	0	0	155	236	323	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aven	34.920000	0	125	0	304	114	192	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb41	34.880000	0	0	0	220	202	143	166	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dad1	34.880000	0	0	0	0	150	154	287	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc5	34.880000	0	0	0	0	0	0	581	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd4	34.880000	0	0	0	0	150	154	287	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgo1	34.840000	0	0	0	0	279	153	269	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpf	34.840000	0	0	197	150	96	206	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F8a	34.840000	0	145	75	136	188	125	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	34.760000	0	100	0	0	231	154	250	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h10	34.680000	0	0	0	0	97	161	359	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wwp2	34.680000	0	99	143	199	246	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbk1	34.680000	0	134	0	147	138	187	150	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl41	34.680000	0	0	0	0	97	161	359	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15	34.680000	0	0	0	0	0	282	381	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prorsd1	34.680000	0	0	0	127	142	223	221	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkiras1	34.680000	0	0	0	0	0	282	381	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mad2l1	34.680000	0	0	0	0	266	189	279	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigm	34.640000	0	0	0	0	195	81	400	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem161b	34.600000	0	0	0	0	119	100	353	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfpq	34.600000	0	0	0	154	115	180	199	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrg2	34.560000	0	0	0	0	0	78	410	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nosip	34.560000	0	0	0	0	0	78	410	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccndbp1	34.520000	0	0	97	125	227	230	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttf1	34.440000	0	141	0	181	0	115	222	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem39a	34.400000	0	0	0	0	0	163	421	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nepro	34.400000	0	0	0	207	133	231	152	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp3	34.360000	0	530	219	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfpl1	34.320000	0	0	0	0	0	0	503	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem262	34.320000	0	0	0	0	0	0	503	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diablo	34.320000	0	0	0	267	106	229	172	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca5	34.320000	0	0	0	0	0	0	503	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca4	34.320000	0	0	0	0	0	0	419	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf2	34.240000	0	0	0	0	0	0	471	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vti1b	34.240000	0	0	0	0	231	192	284	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm4	34.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	168	459	0
Taf1a	34.160000	0	0	0	0	124	125	415	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pick1	34.160000	0	0	0	257	221	127	149	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb32	34.120000	0	0	0	0	0	175	375	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2b	34.120000	0	0	0	0	0	175	375	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct5	34.120000	0	118	0	143	85	129	238	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atpsckmt	34.120000	0	118	0	143	85	129	238	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twnk	34.080000	0	0	0	123	166	179	264	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl43	34.080000	0	0	0	123	166	179	264	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd5	34.080000	0	0	122	122	268	167	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdp2	34.040000	0	0	0	0	153	196	287	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calu	34.040000	0	0	0	142	142	288	163	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot13	34.040000	0	0	0	0	153	196	287	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl18	34.000000	0	0	0	0	131	131	325	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif9	34.000000	0	0	0	0	131	131	325	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elac1	34.000000	0	0	0	162	130	253	185	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth2	34.000000	0	151	0	245	105	255	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vdac1	33.960000	0	118	109	184	121	131	111	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3hcc1l	33.960000	0	87	89	106	140	171	157	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorasp2	33.960000	0	0	0	0	0	176	456	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx24	33.960000	0	0	0	0	178	179	256	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps18c	33.920000	0	0	0	174	139	0	335	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helq	33.920000	0	0	0	174	139	0	335	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln4	33.880000	0	0	0	0	0	219	400	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	33.880000	0	0	0	0	0	0	392	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab25	33.880000	0	0	0	0	0	219	400	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamtor2	33.880000	0	0	0	0	0	219	400	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meaf6	33.840000	0	0	0	0	133	272	300	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0e	33.840000	0	0	0	121	218	176	142	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mysm1	33.800000	0	0	0	203	174	193	154	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps18a	33.800000	0	0	0	159	203	128	220	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prepl	33.760000	0	0	0	0	161	162	338	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camkmt	33.760000	0	0	0	0	161	162	338	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp251	33.680000	0	114	0	126	152	161	194	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Szt2	33.680000	0	0	94	176	149	107	209	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rheb	33.680000	0	0	0	161	94	190	244	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med8	33.680000	0	0	94	176	149	107	209	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldah	33.680000	0	0	0	139	0	0	439	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l	33.640000	0	0	0	0	0	231	362	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f4	33.640000	0	0	0	0	0	231	362	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aaas	33.640000	0	0	0	0	119	186	310	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmt1	33.600000	0	0	0	0	270	240	227	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ing5	33.600000	0	0	0	0	195	227	288	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtymk	33.600000	0	0	0	0	195	227	288	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5k	33.560000	0	0	0	0	0	145	428	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps8	33.520000	0	0	0	0	143	209	349	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167b	33.520000	0	146	0	0	0	143	258	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb2	33.480000	0	0	0	131	221	240	117	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp3	33.480000	0	92	99	242	0	0	250	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm45	33.480000	0	0	0	139	118	135	231	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga7	33.480000	0	0	0	0	0	0	595	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb12	33.480000	0	0	0	0	154	328	242	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160b1	33.440000	0	84	143	128	187	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znrd2	33.400000	0	0	0	0	134	287	263	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp119a	33.400000	0	0	0	134	123	113	202	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam89b	33.400000	0	0	0	0	134	287	263	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps33	33.360000	0	0	0	0	204	126	303	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapk3	33.320000	0	0	0	0	156	198	324	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco1	33.280000	0	0	0	0	144	219	317	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdg	33.280000	0	0	0	0	131	212	303	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp5	33.280000	0	0	0	0	0	0	400	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfl1	33.280000	0	0	0	0	191	368	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc25	33.240000	0	0	0	0	223	472	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnx3	33.240000	0	0	0	0	159	205	276	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k11	33.240000	0	0	0	0	159	205	276	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC028528	33.200000	0	0	0	0	141	126	314	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6	33.200000	0	0	0	77	121	295	176	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aph1a	33.200000	0	0	0	0	141	126	314	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Septin7	33.160000	0	0	0	0	89	131	313	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrnad1	33.080000	0	61	0	127	0	136	285	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isg20l2	33.080000	0	61	0	127	0	136	285	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epg5	33.080000	0	0	0	0	175	161	269	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnl2	33.080000	0	0	0	0	170	270	198	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl15	33.040000	0	0	194	121	229	187	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uchl5	33.000000	0	0	0	0	0	0	477	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpf1	33.000000	0	0	0	0	158	267	265	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ro60	33.000000	0	0	0	0	0	0	477	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr3	33.000000	0	0	148	203	0	169	205	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnl1	33.000000	0	0	148	203	0	169	205	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptcd2	32.960000	0	0	0	0	205	216	227	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps27	32.960000	0	0	0	0	205	216	227	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dars	32.960000	0	145	106	175	88	104	120	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps24	32.920000	0	0	0	0	0	0	463	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr3a	32.920000	0	0	0	0	0	0	463	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc2	32.880000	0	0	0	0	218	200	238	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfx1	32.880000	0	0	0	108	156	98	217	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isca2	32.880000	0	0	0	0	218	200	238	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebna1bp2	32.840000	0	0	0	0	205	209	249	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap57	32.840000	0	0	0	0	205	209	249	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supv3l1	32.800000	0	0	0	0	0	0	386	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam187a	32.800000	0	0	0	0	0	0	484	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eftud2	32.800000	0	0	0	0	0	0	484	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc103	32.800000	0	0	0	0	0	0	484	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syf2	32.760000	0	0	0	0	0	168	423	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred2	32.760000	0	129	0	90	129	124	186	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6c	32.760000	0	0	0	0	112	0	449	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nuf2	32.760000	0	0	0	0	0	0	502	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgds	32.720000	0	0	0	0	0	0	464	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr180	32.720000	0	0	0	0	0	0	464	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcta	32.680000	0	0	0	104	189	196	173	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpg	32.680000	0	0	0	0	187	203	208	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps21	32.680000	0	88	0	155	0	151	314	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoa	32.680000	0	0	0	104	189	196	173	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gat3	32.680000	0	0	0	129	186	126	211	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm40	32.640000	0	0	84	0	0	0	341	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2h	32.640000	0	0	0	0	0	135	354	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med6	32.640000	0	0	0	0	163	137	284	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn2	32.640000	0	0	0	0	0	135	354	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr46	32.600000	0	135	107	0	148	207	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn6	32.600000	0	135	107	0	148	207	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smap1	32.560000	0	0	0	0	172	149	336	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hlcs	32.560000	0	0	0	81	168	217	185	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm13	32.520000	0	0	0	139	0	110	346	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid4a	32.520000	0	109	0	138	0	198	253	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mak16	32.440000	0	72	0	0	191	194	176	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aptx	32.400000	0	0	0	0	191	166	326	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strn	32.360000	0	0	0	0	118	135	309	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npm2	32.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	175	387	0
Mrpl22	32.360000	0	0	0	0	149	165	295	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin5	32.360000	0	0	0	0	149	165	295	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcf1	32.320000	0	0	0	0	178	99	321	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arel1	32.320000	0	0	0	0	178	99	321	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp719	32.280000	0	0	0	0	0	0	505	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf1	32.280000	0	0	0	95	145	238	176	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bop1	32.280000	0	0	0	95	145	238	176	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smndc1	32.240000	0	108	112	118	0	101	208	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1a	32.240000	0	0	0	0	160	164	304	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pes1	32.240000	0	0	0	0	0	0	523	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pemt	32.240000	0	0	115	223	154	196	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	32.240000	0	0	169	222	136	92	84	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1g	32.240000	0	0	0	0	195	179	195	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmdn2	32.200000	0	131	97	191	203	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc6	32.200000	0	124	105	113	111	258	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja1	32.200000	0	0	0	0	93	260	310	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edc4	32.160000	0	0	0	152	119	0	351	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot10	32.160000	0	0	0	0	0	145	445	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn10	32.160000	0	0	0	0	0	129	458	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110038F14Rik	32.160000	0	0	0	184	105	117	250	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt2	32.120000	0	0	0	0	0	148	464	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a5	32.120000	0	0	0	0	135	231	212	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg3	32.120000	0	0	0	0	135	231	212	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adprhl2	32.120000	0	0	0	0	0	148	464	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmg3	32.040000	0	0	167	237	0	0	227	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galk2	32.040000	0	0	0	0	146	0	357	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3d	32.040000	0	143	0	106	0	95	243	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops2	32.040000	0	0	0	0	146	0	357	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp9b	32.040000	0	0	0	0	186	212	211	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnmt	32.000000	0	0	0	0	109	92	323	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam210a	32.000000	0	0	0	0	109	92	323	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	32.000000	0	0	0	0	233	311	137	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r11	31.960000	0	0	0	0	0	206	242	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacybp	31.960000	0	0	0	0	191	196	199	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp62	31.920000	0	0	0	106	111	0	305	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp1	31.920000	0	0	0	0	0	0	488	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn1	31.920000	0	0	0	83	175	156	230	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb9	31.920000	0	0	0	83	175	156	230	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ino80b	31.920000	0	0	0	0	0	0	488	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hibch	31.920000	0	0	0	0	142	135	238	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb4	31.920000	0	107	0	156	146	242	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc6	31.880000	0	0	0	293	148	0	172	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vti1a	31.880000	0	0	0	293	148	0	172	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx20	31.880000	0	0	0	0	222	251	227	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa8	31.880000	0	0	0	0	112	189	282	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag5	31.880000	0	0	0	0	112	189	282	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pole3	31.840000	0	0	0	0	173	142	309	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Washc1	31.800000	0	167	0	184	158	137	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s2	31.800000	0	0	0	203	112	130	187	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr37	31.760000	0	0	0	0	106	141	338	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a1	31.760000	0	0	0	0	166	265	170	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab7	31.720000	0	0	0	159	126	220	149	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proser1	31.680000	0	0	0	0	0	0	430	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
