Target_genes	Tcf3|Average	SRX1568859|B_cells	SRX1568860|B_cells	SRX1568861|B_cells	SRX1568862|B_cells	SRX1568867|B_cells	SRX1568868|B_cells	SRX142528|C2C12	SRX2348473|CD4_CD8_double_positive_cells	SRX1080393|Embryoid_Bodies	SRX9599934|Embryonic_liver	SRX9599937|Embryonic_liver	SRX9599940|Embryonic_liver	SRX9641189|EpiLC	SRX9641190|EpiLC	SRX9641191|EpiLC	SRX9641202|EpiLC	SRX9641203|EpiLC	SRX9641204|EpiLC	SRX9641218|EpiLC	SRX9641219|EpiLC	SRX9641220|EpiLC	SRX003870|ES_cells	SRX003871|ES_cells	SRX1080398|ES_cells	SRX3581842|ES_cells	SRX3581843|ES_cells	SRX9641170|ES_cells	SRX9641171|ES_cells	SRX9641172|ES_cells	SRX1117081|HAFTL	SRX1117082|HAFTL	SRX1117083|HAFTL	SRX1117084|HAFTL	SRX1117085|HAFTL	SRX323583|Hair_follicle_stem_cells	SRX7821127|Hematopoietic_progenitors	SRX7821128|Hematopoietic_progenitors	SRX7821129|Hematopoietic_progenitors	SRX310197|HPC-7	SRX3771849|Liver	SRX3771850|Liver	SRX310199|Mast_Cells	SRX150191|Myoblasts	SRX2348475|Natural_Killer_T-Cells	SRX2254825|Neural_Stem_Cells	SRX3195760|Neural_Stem_Cells	SRX3195761|Neural_Stem_Cells	SRX3195762|Neural_Stem_Cells	SRX3195763|Neural_Stem_Cells	SRX2162538|Pre-B_cells	SRX2162541|Pre-B_cells	SRX2162560|Pre-B_cells	SRX3868861|Pre-B_cells	SRX3868862|Pre-B_cells	SRX021889|Pro-B_cells	SRX021890|Pro-B_cells	SRX082175|Thymocytes	SRX082176|Thymocytes	SRX021893|T_cells	SRX1568863|Unclassified	SRX1568864|Unclassified	SRX1568865|Unclassified	SRX1568866|Unclassified	STRING
Ptk2	50.841270	357	0	224	0	0	0	188	133	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	192	0	0	0	0	0	0	199	304	119	506	0	0	0	0	0	0	191	0	143	0	0
Ly96	50.841270	209	0	192	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	596	718	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	421	0	141	0	0	0	0	0	0	0	0	128	0	0
Ube2j1	50.809524	415	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	292	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	137	138	0	0	0	0	0	0	0	0	349	0	468	0	0
Slc25a11	50.809524	563	0	0	0	191	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	190	397	0	247	0	0	0	0	0	0	339	0	679	130	0
Fadd	50.809524	547	0	274	0	0	0	0	204	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	137	0	0	0	0	91	0	272	443	0	0	0	113	0	0	0	0	337	0	262	0	0
Eif4e2	50.809524	204	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	143	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	258	0	0	0	331	341	190	0	602	0	0	0	0	0	0	0	0	127	0	168	0	0
Lefty1	50.793651	0	0	0	0	0	0	171	0	1817	0	0	0	0	0	169	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401
Rnf166	50.793651	242	0	0	0	164	0	0	192	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	104	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	153	0	0	0	0	96	84	0	263	0	0	0	118	85	0	0	164	123	0	450	0	0
Nsun6	50.777778	196	0	130	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	159	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	127	0	0	0	265	176	197	195	447	0	0	0	0	0	0	0	0	173	0	246	0	0
Arl5b	50.777778	196	0	130	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	159	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	127	0	0	0	265	176	197	195	447	0	0	0	0	0	0	0	0	173	0	246	0	0
Tnpo1	50.761905	243	0	154	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	121	0	0	0	203	0	0	0	228	0	0	0	343	316	293	167	246	0	0	0	0	0	0	0	0	148	0	172	0	0
Tfap2a	50.761905	0	0	0	0	0	0	0	0	202	0	0	0	1404	0	0	1105	0	154	0	0	54	0	0	144	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crp	50.761905	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	893	953	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fli1	50.746032	327	0	249	0	0	0	0	248	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	734	176	206	0	117	0	0	0	0	253	0	132	0	0
Tuba1a	50.730159	0	0	0	0	0	0	182	138	201	0	0	0	0	0	0	0	210	0	0	0	0	0	0	277	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	190	586	342	358	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42372	50.730159	522	0	124	0	0	0	0	113	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	133	433	316	284	216	120	0	0	0	0	0	0	0	0	229	0	156	0	0
Lad1	50.714286	0	0	396	161	0	0	244	835	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	210	222	122	0	151	0	0	0	0	0
H2-Ke6	50.714286	130	0	132	0	0	0	109	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	197	644	526	318	101	312	0	0	0	0	0	0	0	0	124	0	188	0	0
Phactr1	50.698413	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	134	422	332	279	0	187	222	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtfr1l	50.682540	569	0	126	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	79	0	0	0	77	0	0	283	296	136	0	0	128	0	0	0	0	286	0	661	0	0
Eif2b5	50.682540	200	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	280	430	0	132	139	0	0	0	0	0	0	0	0	0	239	0	0	0	130	0	0	0	0	0	0	0	390	0	139	0	0	0	0	0	0	194	0	192	0	0
Cds2	50.666667	526	0	340	0	0	0	0	81	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	247	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	273	0	347	131	0
Aurkc	50.666667	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	792	1031	0	461	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd3	50.650794	366	0	121	0	86	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	92	0	0	0	69	0	0	0	0	0	0	0	0	733	0	0	0	169	120	120	173	205	0	0	0	0	0	0	0	0	240	0	203	140	0
Rsad2	50.650794	303	0	90	0	0	0	0	257	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	656	0	0	0	337	0	0	0	0	77	0	158	0	0	0	0	114	0	0	0	0	295	0	577	0	0
Ptov1	50.650794	207	0	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	207	485	0	140	435	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	168	0	0	0	144	0	0	0	0	0	0	160	0	0
Carnmt1	50.650794	264	0	0	0	91	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	232	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	235	197	0	0	0	0	0	0	0	0	298	113	358	0	0
Traf3ip3	50.634921	311	0	182	0	0	0	235	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	837	0	0	0	0	0	0	165	534	161	0	0	0	0	0	0	0	222	0	159	0	0
Klhl7	50.634921	141	0	0	0	0	0	127	0	753	0	0	0	0	136	276	0	189	141	0	0	0	0	0	750	0	0	0	109	137	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	161	0	0
Dpf1	50.634921	0	0	0	0	0	0	0	1279	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	134	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	135	0	0	0	127	0	0	0	0	0
Yipf2	50.619048	152	0	129	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	263	0	0	0	0	0	0	0	936	0	0	0	260	307	0	0	154	209	0	269	0	0
Timm29	50.619048	152	0	129	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	263	0	0	0	0	0	0	0	936	0	0	0	260	307	0	0	154	209	0	269	0	0
Tarbp2	50.571429	640	0	158	0	194	0	115	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	178	0	0	0	237	0	0	0	236	0	0	0	79	0	82	120	136	0	99	0	0	0	0	0	0	401	0	309	0	0
Gpcpd1	50.571429	382	0	243	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	177	188	172	152	261	0	0	0	131	0	0	0	0	192	0	225	100	0
Arrdc2	50.523810	546	0	0	0	0	0	0	101	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	112	91	90	304	356	0	0	0	79	148	0	0	0	261	0	435	185	0
Usf1	50.507937	178	0	0	0	0	0	0	75	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	122	0	0	0	262	228	381	0	908	0	226	0	0	0	0	0	0	136	0	213	0	0
Ksr2	50.492063	814	0	262	0	0	0	0	124	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	292	240	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	211	0	0
Arl6ip5	50.476190	403	0	99	0	0	0	186	170	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	159	0	215	0	0	0	0	0	0	259	0	454	0	0
Mpv17l	50.460317	266	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	186	0	0	0	0	0	0	0	0	121	0	0	0	206	0	0	0	210	0	0	0	104	105	0	103	326	210	0	0	0	0	0	0	0	188	0	219	0	0
Hsf4	50.460317	1207	183	384	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	279	104	0	0	0	0	0	0	0	0	507	0	233	0	0
Ggta1	50.444444	219	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	144	0	0	0	0	0	0	331	427	596	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	442	0	0	0	0	0	0	0	0	0	207	0	0
Ezr	50.444444	288	0	208	0	0	0	0	209	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	289	550	0	0	109	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	134	114	0	0	0	0	0	0	181	0	206	205	0
Cd9	50.444444	185	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	222	126	0
Usp15	50.428571	241	0	0	0	172	0	97	142	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	158	122	0	130	211	0	404	119	0	0	0	0	0	229	0	417	0	0
Zmym4	50.412698	276	0	0	0	0	0	199	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	551	0	0	0	114	129	0	268	395	0	0	0	0	0	0	0	0	203	0	243	0	0
Pdia3	50.412698	276	0	144	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	134	0	0	0	0	104	0	0	0	0	0	0	0	152	0	128	0	87	142	0	102	429	0	115	0	0	0	0	0	0	185	0	246	117	0
Irf6	50.412698	0	0	0	0	0	0	0	546	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	687	528	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk32c	50.396825	562	0	0	0	127	0	0	130	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	125	0	0	0	163	108	111	362	0	0	0	0	0	0	0	0	0	408	0	503	0	0
Pitx3	50.396825	298	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	115	0	0	0	106	0	0	0	102	0	0	0	0	127	101	137	0	0	0	0	0	0	0	0	0	405	152	608	260	0
Gbf1	50.396825	298	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	115	0	0	0	106	0	0	0	102	0	0	0	0	127	101	137	0	0	0	0	0	0	0	0	0	405	152	608	260	0
Nrd1	50.380952	151	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	357	272	0	252	299	0	0	0	0	148	0	0	0	173	0	0	0	85	155	0	0	291	0	0	0	0	0	207	231	0	112	0	216	0	0
Ythdc1	50.365079	296	0	0	0	141	0	0	118	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	161	0	0	0	171	181	95	125	368	0	0	0	0	0	0	0	0	437	0	520	139	0
Cyp11a1	50.365079	328	0	166	0	0	0	0	178	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	108	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	313	1212	0	0	0	0	0	0	0	97	0	126	0	0
Tsga10	50.349206	222	0	0	0	0	0	117	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	160	256	0	0	149	0	0	0	0	0	0	0	0	0	640	0	0	0	165	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	341	0	195	0	0
Slc25a19	50.349206	806	0	385	149	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	108	236	72	0	0	0	0	0	372	0	462	137	0
Kazald1	50.333333	455	0	0	0	0	0	0	270	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	291	545	0	0	278	167	0	0	0	165	0	223	0	0
Aak1	50.333333	443	0	167	0	137	0	0	160	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	242	477	0	0	0	0	0	0	0	0	351	0	483	0	0
Ogn	50.317460	0	0	0	0	0	0	0	0	1819	0	0	0	0	0	128	0	0	121	0	0	0	0	0	509	0	0	0	191	244	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tox4	50.301587	545	0	0	0	0	107	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	167	0	0	0	0	0	0	273	485	0	0	0	0	0	0	0	0	358	0	540	0	0
Slc38a9	50.301587	619	0	222	0	0	0	0	216	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	245	333	0	0	0	88	0	0	0	0	353	0	491	144	0
Rab2b	50.301587	545	0	0	0	0	107	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	167	0	0	0	0	0	0	273	485	0	0	0	0	0	0	0	0	358	0	540	0	0
Nr0b1	50.301587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	822	1137	0	113	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps3a1	50.285714	280	0	122	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	141	0	0	0	0	0	95	137	1065	0	0	0	0	0	0	0	0	150	0	127	0	0
Lhfpl5	50.269841	0	0	0	0	0	0	0	136	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	320	512	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
Lzts2	50.253968	120	0	144	0	0	0	244	162	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	164	220	230	295	0	0	0	0	0	286	0	0	0	0	213	0	299	0	0
Whamm	50.206349	253	0	67	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	712	946	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	121	0	0	0	0	0	0	120	162	0	0	0	0	0	0	0	0	230	0	152	0	0
Stk25	50.206349	148	0	0	0	0	0	357	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	124	0	0	0	129	0	0	0	612	0	0	0	188	158	88	0	302	0	408	0	110	0	0	0	0	104	0	163	0	0
Fblim1	50.174603	0	0	0	0	0	0	0	0	1093	0	0	0	0	0	0	0	245	0	0	0	0	0	0	1414	0	0	0	70	121	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm13	50.158730	362	0	147	0	167	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	141	0	0	0	118	0	0	0	105	0	0	0	0	0	0	0	175	213	105	0	447	0	154	0	0	0	0	0	0	306	0	305	0	0
Dtd2	50.142857	0	0	0	0	0	0	155	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	244	0	0	238	737	457	555	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
Camta2	50.142857	203	0	200	0	0	0	0	327	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	113	154	0	283	393	514	0	0	0	0	0	0	0	152	0	187	0	0
Pdss2	50.126984	637	0	124	0	89	0	99	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	343	0	0	0	84	0	0	144	183	0	0	0	0	0	0	0	0	399	0	518	0	0
Ubxn2a	50.111111	267	0	177	0	122	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	317	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	141	109	0	170	94	0	0	0	0	0	0	0	0	330	0	320	121	0
Trabd	50.111111	178	0	87	171	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	225	0	275	256	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	121	230	0	0	0	186	0	0	0	0	157	0	268	0	0
Mtg2	50.111111	0	0	0	0	0	0	0	1796	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	376	0	0	0	95	83	139	0	126	0	0	0	0	0
Flt1	50.079365	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	452	1872	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl4	50.063492	439	158	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	167	0	0	0	146	0	0	264	132	0	0	0	0	0	0	0	0	417	120	573	101	0
Ikzf5	50.063492	274	0	0	0	0	0	0	134	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	180	0	0	0	0	0	0	0	0	243	0	0	0	88	0	0	0	129	0	0	0	237	206	200	159	398	0	0	0	0	0	0	0	0	185	0	242	0	0
Acadsb	50.063492	274	0	0	0	0	0	0	134	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	180	0	0	0	0	0	0	0	0	243	0	0	0	88	0	0	0	129	0	0	0	237	206	200	159	398	0	0	0	0	0	0	0	0	185	0	242	0	0
Dnajb12	50.047619	215	0	0	0	0	0	264	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	370	0	0	0	173	231	145	0	578	0	0	0	0	0	0	0	0	215	0	304	0	0
Smdt1	50.031746	375	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107	0	0	198	135	0	0	0	144	106	88	0	182	0	0	0	0	0	0	0	0	187	0	295	110	0
Rnf123	50.031746	493	0	153	0	0	0	0	126	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0	0	0	0	0	0	0	509	0	657	275	0
Mst1	50.031746	493	0	153	0	0	0	0	126	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0	0	0	0	0	0	0	509	0	657	275	0
Pkdcc	50.015873	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	0	184	0	0	0	152	93	73	0	0	933	0	0	0	0	0	0	0	0	0	91	0	0
Thop1	50.000000	379	0	0	0	0	0	1019	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	626	0	0	0	0	0	0	109	135	0	0	0	90	0	0	0	0	203	0	237	0	0
Nipsnap2	50.000000	267	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	175	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	180	138	121	128	601	0	0	0	0	0	0	0	0	82	0	194	0	0
Kcnn1	50.000000	332	0	229	0	102	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	113	112	0	128	0	0	0	0	0	167	0	0	0	142	96	0	0	198	187	117	0	0	0	0	0	118	0	0	0	0	241	0	217	0	0
Kif15	49.952381	0	0	0	0	0	0	0	0	1332	0	0	0	0	0	0	0	0	156	0	0	0	0	0	288	291	283	0	129	0	0	0	0	0	0	0	0	0	0	98	0	0	0	122	0	0	0	149	103	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0
1110059G10Rik	49.952381	0	0	0	0	0	0	0	0	1332	0	0	0	0	0	0	0	0	156	0	0	0	0	0	288	291	283	0	129	0	0	0	0	0	0	0	0	0	0	98	0	0	0	122	0	0	0	149	103	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo4	49.936508	131	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	179	0	0	0	1650	0	0	0	0	0	0	0	0	86	0	0	332	116	0	0	0	0	0	0	0	86	0	120	0	0
Sel1l3	49.920635	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	754	803	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbx1	49.904762	534	0	132	0	0	0	0	115	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	140	168	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	63	0	0	166	142	0	205	0	0	0	0	0	0	355	0	388	0	0
Mrpl12	49.904762	151	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	180	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	292	0	0	0	104	127	0	0	1116	0	0	0	0	0	0	0	0	0	0	156	0	0
