Target_genes	Gli2|Average	SRX1115335|Cerebellum	SRX3176061|Embryonic_gut	SRX3176062|Embryonic_gut	SRX1115331|Embryonic_head	SRX1115332|Embryonic_limb	SRX4083166|Embryonic_stomach	SRX1115333|Embryonic_trunk	SRX1973367|ES_cells	SRX1973381|ES_cells	SRX24427287|Medulloblastoma	SRX3884257|Medulloblastoma	SRX3884258|Medulloblastoma	SRX3884264|Medulloblastoma	SRX3884265|Medulloblastoma	SRX1618619|MEF	SRX1618620|MEF-derived_neural_cells	SRX1618621|MEF-derived_neural_cells	SRX1618622|MEF-derived_neural_cells	SRX1618623|MEF-derived_neural_cells	STRING
H2al1b	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H2al1a	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
H1f0	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gpr149	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gphb5	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gm3646	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gm14595	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gm14590	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gcc2	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Gcat	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Galntl5	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Foxj3	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Fam169b	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Etd	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Efhb	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Cypt12	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c55	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Cyp19a1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Csde1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Col10a1	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Ces1e	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
4930590J08Rik	9.052632	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Popdc2	9.000000	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Krtap20-2	9.000000	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Cacng2	9.000000	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	9.000000	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Gm21761	8.947368	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	8.947368	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r2	8.947368	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Adam5	8.947368	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r180	8.894737	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Psmd5	8.894737	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbsn	8.894737	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1453	8.894737	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Esp3	8.894737	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Cutal	8.894737	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp990	8.842105	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Pacrgl	8.842105	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Gpr153	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0
Cyp11a1	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0
Sox18	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0
Marchf1	8.789474	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd1	8.789474	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6	8.789474	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
4921528I07Rik	8.789474	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r82	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r258	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r247	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r126	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Gm2016	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Actrt1	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Acot3	8.736842	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0
Ttc28	8.684211	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr987	8.684211	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1170	8.684211	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Filip1	8.684211	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Adss	8.684211	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp14	8.631579	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Olfr467	8.631579	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Olfr248	8.631579	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Olfr126	8.631579	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Htd2	8.631579	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Fam171a1	8.631579	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Zfp445	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Zfp229	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vps4b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r34	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r255	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r245	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r214	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r184	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r178	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Tpgs2	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Tns1	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf8	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Tceanc	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Susd4	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Snw1	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Smpx	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Sgf29	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Sec16b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Rufy4	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Phactr1	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Pate4	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr934	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr933	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1206	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1167	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1045	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1031	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Myl2	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Mllt6	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Mapk8	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Maff	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Itpkc	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Itpk1	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Ints7	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Hjurp	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gm5592	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gm14151	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gm14147	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gm10406	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gm10376	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gga1	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gcg	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gcdh	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
G0s2	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Fmo9	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Fam168b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Fam102a	8.578947	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1a	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Dtl	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Dipk1a	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Dazl	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c50	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Coq8b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1c	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Btg1b	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd13c	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Ace	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
AW554918	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
A730008H23Rik	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
4930402F06Rik	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
2310057N15Rik	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	8.578947	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Shisa5	8.526316	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1251	8.526316	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Mia2	8.526316	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Il3ra	8.526316	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Hspb3	8.526316	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Gm609	8.526316	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r107	8.473684	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Olfr444	8.473684	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Vwa5a	8.421053	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Spag6l	8.421053	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Olfr514	8.421053	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Olfr114	8.421053	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb5	8.421053	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl47	8.421053	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzmf	8.421053	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Gm4788	8.421053	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Efs	8.421053	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr49	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r60	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Snx17	8.368421	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt1	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Olfr617	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Olfr552	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1220	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Gm5662	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b4	8.368421	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil5	8.368421	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Cd2ap	8.368421	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd2	8.368421	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr23a3	8.315789	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Capn9	8.315789	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Zfp606	8.263158	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Slxl1	8.263158	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Ramac	8.263158	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Klrh1	8.263158	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1b2	8.210526	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Mindy2	8.210526	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Marchf2	8.210526	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna16	8.210526	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Cibar2	8.210526	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyr	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a9	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Septin14	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Pnn	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Olfr319	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
N4bp2l2	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb3	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lurap1l	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Ctdspl2	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcam	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpk1	8.157895	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Zfp763	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Zfp292	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Yipf4	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r86	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r65	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ugt2b1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tyro3	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tshb	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11d	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tmco5	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tex24	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tbcc	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tas1r2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Slfn3	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Sigirr	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Sh3rf3	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Sh3kbp1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Sgcd	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Rhebl1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Psmf1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Psmb6	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Pot1b	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Pkd2l2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Pdc	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Patj	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr857	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr807	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr74	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1434	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1383	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1157	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1111	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Nsrp1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg3	8.105263	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nadsyn1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Med30	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Lemd2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
L3hypdh	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Kifc5b	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Jkamp	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Isoc2a	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ism2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn1	8.105263	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grxcr2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Gpr89	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Gmnc	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Gm4952	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Gm14596	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Gal3st2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Frrs1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Fmo5	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Fancl	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Exo5	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Efcab6	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Dhcr7	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12a	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Cmpk1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Cbs	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Bcap29	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Bbox1	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Asah2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Arr3	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Adck2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
AY358078	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
6330409D20Rik	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Trim61	8.052632	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Trim60	8.052632	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Tomm40l	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a7	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxrb	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf135	8.052632	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Ring1	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcf2	8.052632	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Lilra5	8.052632	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
H2-Ke6	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyria	8.052632	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0
Apoa2	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a5	8.000000	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Ttpa	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Thap4	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
