Target_genes	Stat5b|Average	SRX3067395|CD4+_T_cells	SRX3067396|CD4+_T_cells	SRX3067405|CD4+_T_cells	SRX3067406|CD4+_T_cells	SRX3067407|CD4+_T_cells	SRX3067408|CD4+_T_cells	SRX3067401|CD8+_T_cells	SRX3067402|CD8+_T_cells	SRX041331|Dendritic_Cells	SRX041332|Dendritic_Cells	SRX041333|Dendritic_Cells	SRX187509|Mammary_cells	SRX187514|Mammary_cells	SRX3006598|Spleen	SRX3006599|Spleen	SRX3006600|Spleen	SRX3006601|Spleen	SRX041281|Th1_Cells	SRX191131|Th9	SRX353400|Th9	SRX353401|Th9	SRX353404|Th9	SRX353405|Th9	SRX041284|T_cells	SRX041285|T_cells	SRX132013|T_cells	SRX132016|T_cells	SRX132019|T_cells	SRX132022|T_cells	STRING
Arhgap26	30.068966	0	0	0	86	0	74	0	0	0	392	225	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbks	30.034483	0	0	0	122	0	184	0	0	0	276	155	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Babam2	30.034483	0	0	0	122	0	184	0	0	0	276	155	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Stx12	30.000000	0	0	0	0	0	123	0	0	0	422	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx4	30.000000	0	0	0	169	0	0	0	0	0	0	0	445	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints10	30.000000	0	0	170	0	113	0	0	0	0	250	0	164	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0
Trip4	29.931034	0	0	138	224	0	292	0	0	0	122	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
Mrtfa	29.931034	0	0	0	137	0	0	0	0	0	549	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9	29.896552	0	0	0	132	0	0	0	0	0	531	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mocs1	29.896552	0	0	0	0	0	0	0	0	0	0	0	575	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc4	29.862069	0	0	0	142	0	0	0	0	0	498	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf12	29.827586	0	0	0	0	0	0	0	0	0	498	288	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc2	29.827586	0	0	0	137	0	0	0	0	0	307	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Rassf4	29.793103	0	0	0	0	0	0	0	0	0	619	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp4	29.793103	0	0	184	0	360	0	0	0	0	0	0	0	0	0	98	0	127	0	0	0	0	95	0	0	0	0	0	0	0	0
Clcc1	29.793103	0	0	0	127	137	102	0	0	0	0	0	417	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0
Stx18	29.758621	0	0	95	258	157	0	0	0	0	232	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx12	29.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	138	283	0	0	0	0	182	0	0	0	0	0	0	0	0
Rab20	29.758621	0	0	0	0	0	0	0	0	0	546	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr688	29.758621	0	0	0	0	0	0	0	0	0	0	0	562	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnt	29.689655	0	0	0	170	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	223	0
Tctn3	29.655172	0	146	94	117	145	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Mrpl39	29.655172	0	0	0	314	173	247	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla2b	29.655172	0	205	173	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	190	0	0	0	0	0	0	0	0
Trmt11	29.620690	0	0	138	140	132	0	0	0	0	175	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	116	0	0	0
Fdft1	29.620690	0	0	0	0	0	0	0	0	0	239	188	0	0	0	0	0	160	0	113	0	0	0	0	0	0	0	0	0	159	0
Ada	29.620690	0	0	114	205	254	106	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r37	29.586207	0	0	0	0	0	0	0	0	0	0	0	117	186	0	134	0	197	0	106	0	0	0	118	0	0	0	0	0	0	0
Gmeb1	29.551724	0	0	338	126	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp1l	29.517241	0	0	160	117	320	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	148	0	0	0	0	0	0	0	0
Zfp991	29.482759	0	0	141	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	88	0	0	146	152	0	0	0	0	0	0	0
Zc3h7a	29.482759	0	0	0	0	0	0	0	0	0	170	0	429	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp4	29.482759	0	0	98	159	0	191	0	0	0	107	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjp3	29.482759	0	0	160	144	0	174	0	0	0	119	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	157	0	0	0
Parvb	29.448276	0	0	0	0	0	0	0	0	0	632	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecp2	29.448276	0	0	0	105	0	0	0	0	0	431	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgam	29.448276	0	0	0	0	0	0	0	0	0	549	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat2	29.448276	0	0	0	0	0	0	0	0	0	226	193	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd6	29.379310	0	0	0	0	0	0	0	0	0	484	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd164	29.379310	0	0	0	183	0	0	0	0	0	283	270	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
Abracl	29.379310	0	0	0	131	0	98	0	0	0	396	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cybc1	29.344828	0	0	0	0	0	0	0	0	0	552	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caprin2	29.344828	0	175	0	136	135	82	0	0	0	0	0	0	0	0	131	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Tirap	29.310345	0	0	197	0	237	93	0	0	0	191	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Mpp5	29.310345	0	0	0	91	100	153	0	0	0	235	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adipor2	29.310345	0	0	0	98	0	95	0	0	0	0	0	412	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr2	29.310345	0	316	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	183	0	0	0	213	0	0	0	0	0	0	0	0
Trib1	29.275862	0	166	0	0	116	0	0	0	0	0	168	0	0	0	0	0	286	0	0	0	0	113	0	0	0	0	0	0	0	0
Phactr2	29.275862	0	161	0	0	99	107	0	0	0	270	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
Morc2b	29.275862	0	0	0	0	0	0	0	0	0	591	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urah	29.241379	0	0	0	0	0	0	0	0	0	0	0	525	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4b	29.241379	0	0	0	0	0	0	0	0	0	526	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfsl	29.206897	0	0	0	202	0	0	0	0	0	439	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi207	29.206897	0	0	0	0	0	0	0	0	0	526	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap1	29.206897	0	0	0	0	108	0	0	0	0	472	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfb1m	29.172414	0	0	0	115	0	0	0	0	0	503	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat1	29.137931	0	0	198	275	0	215	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snd1	29.137931	0	0	0	0	0	0	0	0	0	494	234	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgst1	29.137931	0	0	0	0	0	0	0	0	0	0	0	558	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1b	29.137931	0	0	0	0	0	102	0	0	0	504	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1	29.137931	0	0	0	0	0	102	0	0	0	504	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xndc1	29.103448	0	0	0	93	0	98	0	0	0	0	0	475	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf121	29.103448	0	0	0	93	0	98	0	0	0	0	0	475	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp16	29.068966	0	0	0	0	0	0	0	0	0	517	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	29.068966	0	0	0	0	0	0	0	0	0	430	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifrd1	29.068966	0	0	0	158	0	0	0	0	0	139	0	263	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8369	29.068966	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam210b	29.068966	0	0	0	0	0	148	0	0	0	0	0	487	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpep2	29.068966	0	0	0	0	0	0	0	0	0	555	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnb1	29.068966	0	113	0	205	123	167	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	158	0	0	0
Sec24b	29.034483	0	0	0	134	0	0	0	0	0	524	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2j	28.965517	0	129	85	248	0	151	0	0	0	0	0	0	0	0	0	0	0	115	112	0	0	0	0	0	0	0	0	0	0	0
Pcbp2	28.965517	0	0	147	200	0	145	0	0	0	181	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Tagap	28.931034	0	0	0	0	181	0	0	0	0	368	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11b	28.931034	0	0	0	0	0	0	0	0	0	0	0	479	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jak2	28.931034	0	0	0	149	0	81	0	0	0	427	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam126a	28.896552	0	384	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3d	28.862069	0	0	0	0	0	0	0	0	0	385	145	0	0	0	120	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam217b	28.862069	0	0	0	0	0	0	0	0	0	385	145	0	0	0	120	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2c	28.862069	0	0	0	0	0	0	0	0	0	576	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nf2	28.827586	0	193	0	0	335	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
Snai1	28.793103	0	0	0	159	0	150	0	0	0	313	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phip	28.793103	0	0	119	103	276	155	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itsn1	28.793103	0	0	0	0	0	0	0	0	0	0	0	388	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryzl1	28.793103	0	0	0	0	0	0	0	0	0	0	0	388	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigh	28.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	361	0	0	0	0	0	0	0	0
Gramd2	28.758621	0	0	0	0	0	0	0	0	0	498	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcap29	28.724138	0	311	0	92	0	117	0	0	0	193	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp560	28.689655	0	0	128	392	131	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kifc3	28.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr107	28.689655	0	0	0	118	0	0	0	0	0	492	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmwd	28.689655	0	121	0	0	0	0	0	0	0	465	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baz1a	28.689655	0	0	0	0	0	0	0	0	0	625	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm4b	28.655172	0	173	0	99	0	150	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0
Uchl5	28.620690	0	0	115	262	140	175	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ro60	28.620690	0	0	115	262	140	175	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catsper4	28.620690	0	283	196	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med6	28.586207	0	0	125	243	0	0	0	0	0	82	0	0	0	0	0	0	0	123	114	0	0	0	142	0	0	0	0	0	0	0
Tada3	28.551724	0	0	0	105	0	90	0	0	0	489	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptch2	28.551724	0	286	0	0	279	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Atxn7l1	28.551724	0	0	0	97	0	195	0	0	0	271	162	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
Arpc4	28.551724	0	0	0	105	0	90	0	0	0	489	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lix1	28.517241	0	173	0	0	95	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0
Pla1a	28.482759	0	0	0	0	0	0	0	0	0	522	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lck	28.482759	0	0	0	0	0	0	0	0	0	370	277	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il4i1	28.482759	0	0	0	0	0	0	0	0	0	515	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeb1	28.448276	0	169	0	0	0	0	0	0	0	173	184	0	0	0	0	0	0	0	99	0	0	200	0	0	0	0	0	0	0	0
Clec2g	28.448276	0	105	0	0	0	0	0	0	0	411	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a1	28.413793	0	0	0	0	0	0	0	0	0	518	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirb	28.413793	0	0	0	0	0	0	0	0	0	449	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxnl1	28.413793	0	0	0	0	0	0	0	0	0	518	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr68	28.413793	0	0	0	0	0	0	0	0	0	519	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drg1	28.413793	0	0	215	112	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
Slfn5	28.379310	0	140	0	0	0	0	0	0	0	324	108	0	0	0	0	0	0	115	0	0	0	136	0	0	0	0	0	0	0	0
Nxf2	28.379310	0	0	0	0	0	0	0	0	0	552	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek9	28.379310	0	184	0	142	0	0	0	0	0	242	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0
Lpcat2	28.379310	0	0	0	0	0	0	0	0	0	492	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col1a2	28.379310	0	0	241	0	420	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Prorp	28.344828	0	0	0	0	0	0	0	0	0	412	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cass4	28.344828	0	0	0	0	0	0	0	0	0	272	267	0	0	0	0	0	0	0	135	0	0	148	0	0	0	0	0	0	0	0
Lst1	28.310345	0	0	0	0	0	0	0	0	0	452	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlcd2	28.275862	0	229	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	169	0	0	0	0	0	0	174	0
Tars2	28.275862	0	0	0	0	0	0	0	0	0	581	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setd2	28.275862	0	0	0	132	0	0	0	0	0	437	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem139	28.241379	0	0	0	94	0	119	0	0	0	397	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp2	28.241379	0	0	0	94	0	119	0	0	0	397	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rell1	28.206897	0	0	0	64	0	0	0	0	0	147	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkg7	28.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	485	0	0	0	0	0	0	0	0	0	0	0	127	0
Cldnd2	28.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	485	0	0	0	0	0	0	0	0	0	0	0	127	0
Steap4	28.172414	0	0	0	0	0	0	0	0	0	0	0	482	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints12	28.172414	0	0	193	162	195	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Gstcd	28.172414	0	0	193	162	195	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Esm1	28.172414	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	226	0	0	0	0	0	0	0	0
Retnlb	28.137931	0	0	187	0	0	0	0	0	0	0	0	324	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtf2	28.137931	0	0	100	246	125	220	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
Cyth4	28.137931	0	0	0	0	0	0	0	0	0	499	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtpn	28.103448	0	0	0	74	0	0	0	0	0	515	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3il1	28.068966	0	0	0	0	0	0	0	0	0	535	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mndal	28.068966	0	98	0	0	0	0	0	0	0	435	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd4	28.068966	0	0	0	0	0	0	0	0	0	0	0	314	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx7	28.034483	0	0	143	112	184	128	0	0	0	130	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
Izumo1	28.034483	0	0	0	0	0	0	0	200	175	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl6	28.034483	0	0	0	0	0	0	0	0	0	337	313	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smap2	28.000000	0	0	0	0	0	0	0	0	0	380	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mphosph6	28.000000	0	0	0	0	0	0	0	0	0	0	0	446	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d4	27.965517	0	0	0	0	0	0	0	0	0	482	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d8	27.965517	0	0	0	0	0	0	0	0	0	435	195	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2j2	27.931034	0	0	195	148	0	188	0	0	0	0	0	0	0	0	0	0	0	154	125	0	0	0	0	0	0	0	0	0	0	0
Mbd4	27.931034	0	0	0	154	0	0	0	0	0	389	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift122	27.931034	0	0	0	154	0	0	0	0	0	389	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc11	27.931034	0	0	0	247	102	295	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	75	0	0	0
Mad2l1bp	27.896552	0	0	0	0	0	0	0	0	0	640	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp7	27.793103	0	0	0	0	0	0	0	0	0	404	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gna15	27.724138	0	0	0	0	0	0	0	0	0	580	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp4	27.689655	0	0	0	0	0	0	0	0	0	537	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmod3	27.655172	0	0	0	258	0	157	0	0	0	215	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macir	27.655172	0	0	0	0	0	0	0	0	0	480	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	27.655172	0	0	0	0	0	0	0	0	0	0	0	459	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarf1	27.586207	0	0	0	0	0	0	0	0	0	542	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rilp	27.586207	0	0	0	0	0	0	0	0	0	542	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3a	27.517241	0	0	0	139	0	77	0	0	0	372	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgmn	27.482759	0	0	0	0	0	0	0	0	0	242	324	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Large2	27.482759	0	0	0	0	0	0	0	0	0	0	0	464	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtdh	27.448276	0	0	0	146	0	81	0	0	0	384	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpank1	27.448276	0	0	0	83	0	0	0	0	0	377	199	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
D17H6S53E	27.448276	0	0	0	83	0	0	0	0	0	377	199	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Csnk2b	27.448276	0	0	0	83	0	0	0	0	0	377	199	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Pcf11	27.413793	0	0	0	0	106	0	0	0	0	359	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf72	27.413793	0	0	0	115	0	116	0	0	0	419	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut4	27.379310	0	0	0	0	0	0	0	0	0	0	0	448	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921524J17Rik	27.344828	0	0	0	177	0	0	0	0	0	0	0	335	123	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Baz2b	27.310345	0	434	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0
Slc25a28	27.241379	0	0	0	143	0	169	0	0	0	296	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl2fm1	27.137931	0	175	0	0	0	0	0	0	0	162	181	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	102	0	0	0
Shisa5	27.068966	0	0	0	0	99	92	0	0	0	271	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl44	27.034483	0	0	0	195	141	0	0	0	0	150	153	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Mpp7	27.034483	0	0	169	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Sec22b	27.000000	0	0	155	281	0	113	0	0	0	138	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
Gabarapl2	27.000000	0	121	0	137	146	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Tnc	26.965517	0	0	0	0	0	0	0	0	0	0	0	387	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11437	26.965517	0	0	0	0	0	0	0	0	0	0	0	632	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt3	26.965517	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	268	0	0	0	0	211	0	80	0
Nrf1	26.931034	0	0	0	134	0	172	0	0	0	0	0	0	0	245	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd9	26.896552	0	0	0	180	0	120	0	0	0	335	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bst2	26.896552	0	0	0	134	183	0	0	0	0	298	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ergic1	26.862069	0	120	0	0	322	100	0	0	0	123	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd8	26.862069	0	0	96	187	82	145	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Ube2v1	26.827586	0	0	109	107	205	108	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	122	0	0	0
Synj1	26.827586	0	0	0	113	0	0	0	0	0	330	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnb1l	26.827586	0	113	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	156	320	0	0	0	0	0	0	0	0	0	0	0
Fam168b	26.827586	0	0	0	212	0	176	0	0	0	284	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
