Target_genes	Maf|Average	SRX17133649|Skeletal_muscle	SRX17133650|Skeletal_muscle	SRX187203|Th0	SRX187204|Th17_Cells	SRX187205|Th17_Cells	SRX187206|Th17_Cells	SRX288145|Th17_Cells	SRX288146|Th17_Cells	STRING
Mmp8	91.125000	0	0	0	249	227	0	88	165	0
Map3k5	91.125000	0	0	0	132	124	0	217	256	0
Klrc3	91.125000	0	0	0	75	178	0	293	183	0
Frmd8	91.125000	0	0	0	231	189	0	139	170	0
H2bc1	90.875000	0	0	0	98	162	0	313	154	0
H2ac1	90.875000	0	0	0	98	162	0	313	154	0
Fkbp8	90.875000	0	0	0	149	109	0	315	154	0
Rbm39	90.750000	0	0	0	106	142	0	319	159	0
Pafah2	90.750000	0	0	0	0	83	0	342	301	0
Snrnp35	90.625000	0	0	0	103	185	0	174	263	0
Klrc2	90.625000	0	0	0	117	99	0	261	248	0
Cpm	90.500000	0	0	0	199	214	0	311	0	0
Zcchc10	90.375000	0	0	0	171	182	0	223	147	0
Hdlbp	90.375000	0	0	282	0	113	204	0	124	0
Capzb	90.375000	0	0	0	142	0	0	250	331	0
Bcl10	90.375000	0	0	0	107	0	0	286	330	0
Rgs2	90.250000	0	0	0	175	187	0	134	226	0
Pik3cd	90.125000	0	0	0	203	148	0	209	161	0
Kcna7	90.125000	0	0	0	138	144	0	166	273	0
Cog2	90.125000	0	0	0	0	0	0	243	478	0
Greb1	90.000000	0	0	0	201	145	0	151	223	0
Tm4sf5	89.875000	0	0	0	599	120	0	0	0	0
Dnajc12	89.875000	0	0	0	270	302	0	147	0	0
Dgat1	89.875000	0	0	0	78	131	0	245	265	0
Angptl6	89.875000	0	0	0	247	186	0	150	136	0
Ykt6	89.750000	0	0	0	111	188	0	155	264	0
Tubb2a	89.750000	0	0	0	0	0	0	296	422	0
Trim30d	89.750000	0	0	0	188	206	0	197	127	0
Ikbip	89.750000	0	0	0	151	0	0	348	219	0
Evi2b	89.750000	0	0	0	139	213	0	181	185	0
Cabcoco1	89.750000	0	0	0	131	190	0	197	200	0
Apaf1	89.750000	0	0	0	151	0	0	348	219	0
A430005L14Rik	89.750000	0	0	0	135	163	0	221	199	0
Klrd1	89.500000	0	0	0	146	178	0	246	146	0
Ing3	89.500000	0	0	0	131	176	0	222	187	0
Cers6	89.500000	0	0	0	246	236	0	234	0	0
Cd101	89.500000	0	0	0	182	150	0	172	212	0
Tnn	89.375000	0	0	0	132	124	0	135	324	0
Speer1	89.375000	0	0	0	134	198	0	251	132	0
Scrt1	89.375000	0	0	0	142	125	0	228	220	0
Elf1	89.375000	0	0	0	171	189	0	147	208	0
Zfp566	89.125000	0	0	0	194	191	0	115	213	0
Zfp260	89.125000	0	0	0	194	191	0	115	213	0
Adpgk	89.125000	0	0	0	291	252	0	0	170	0
Ubxn11	89.000000	0	0	0	112	124	0	209	267	0
Sema4d	89.000000	0	0	0	276	300	0	0	136	0
H2-T10	89.000000	0	0	0	196	98	0	216	202	0
Dus4l	89.000000	0	0	0	187	175	0	177	173	0
Ctnnbip1	89.000000	0	0	0	226	155	0	128	203	0
Cog5	89.000000	0	0	0	187	175	0	177	173	0
Tent5a	88.875000	0	0	0	143	191	0	185	192	0
Amz2	88.875000	0	0	0	122	228	0	194	167	0
Sh3bp4	88.750000	0	0	0	77	180	0	170	283	0
Scn10a	88.750000	0	0	0	243	313	0	154	0	0
Nsa2	88.750000	0	0	0	149	198	0	217	146	0
Incenp	88.750000	0	0	0	133	113	0	193	271	0
Gfm2	88.750000	0	0	0	149	198	0	217	146	0
Ier5	88.625000	0	0	0	151	192	0	195	171	0
Rgs13	88.375000	0	0	0	215	125	0	132	235	0
Psd3	88.250000	0	0	0	242	224	0	119	121	0
Dbp	88.250000	0	0	0	111	122	0	238	235	0
Lrrc4	88.125000	0	0	0	267	438	0	0	0	0
Sema3b	88.000000	0	0	0	231	355	0	0	118	0
Zfp267	87.875000	0	0	0	141	81	0	262	219	0
Zfp781	87.750000	0	0	0	157	128	0	209	208	0
Sbk1	87.750000	0	0	0	89	218	0	223	172	0
Mrnip	87.750000	0	0	0	293	233	0	176	0	0
Gm3055	87.750000	0	0	0	157	128	0	209	208	0
Otos	87.625000	0	0	0	0	0	0	293	408	0
Dcaf1	87.625000	0	0	0	167	236	0	112	186	0
Fam166b	87.500000	0	0	0	214	140	0	180	166	0
Dhx35	87.500000	0	0	0	146	240	0	163	151	0
Mlec	87.375000	0	0	0	180	126	0	167	226	0
Zfp759	87.250000	0	0	0	174	131	0	222	171	0
Plod2	87.250000	0	0	0	188	176	0	205	129	0
Ifne	87.250000	0	0	0	233	465	0	0	0	0
Havcr2	87.000000	0	0	0	170	228	0	143	155	0
Ercc6	87.000000	0	0	0	273	272	0	151	0	0
Nlrc3	86.625000	0	0	0	197	0	0	229	267	0
Mrpl44	86.625000	0	0	0	188	253	0	147	105	0
Ercc4	86.625000	0	0	0	175	151	0	117	250	0
Cul3	86.625000	0	0	0	220	231	0	112	130	0
Gm20594	86.500000	0	0	248	238	0	206	0	0	0
Gm13290	86.500000	0	0	0	159	228	0	154	151	0
Gm13289	86.500000	0	0	0	159	228	0	154	151	0
Gm13285	86.500000	0	0	0	159	228	0	154	151	0
Rbck1	86.375000	0	0	0	0	0	0	258	433	0
Il2rb	86.375000	0	0	0	191	184	0	190	126	0
Trim27	86.250000	0	0	0	294	105	0	198	93	0
Fgl2	86.250000	0	0	0	122	178	0	106	284	0
Ube2a	86.125000	0	0	0	104	0	0	333	252	0
Runx1	86.125000	0	0	0	178	170	0	229	112	0
Pcx	86.125000	0	0	0	0	0	0	216	473	0
Nkrf	86.125000	0	0	0	146	206	0	174	163	0
H2-T9	86.125000	0	0	0	0	122	0	277	290	0
H2-T22	86.125000	0	0	0	0	122	0	277	290	0
Gm6034	86.125000	0	0	0	0	122	0	277	290	0
Ctu1	86.125000	0	0	0	243	179	0	145	122	0
Ccser2	86.000000	0	0	0	101	184	0	185	218	0
Caskin1	86.000000	0	0	0	0	0	0	167	521	0
Anxa7	86.000000	0	0	0	264	206	0	0	218	0
Ube2e3	85.875000	0	210	0	166	311	0	0	0	0
Stk40	85.875000	0	0	0	258	234	0	195	0	0
Mcl1	85.875000	0	0	0	131	231	0	167	158	0
Kansl1l	85.875000	0	0	0	173	164	0	189	161	0
Gm29776	85.875000	0	0	0	148	128	0	270	141	0
Tubgcp3	85.750000	0	0	0	154	90	0	210	232	0
Morc2a	85.750000	0	0	0	290	300	0	0	96	0
Mybl1	85.500000	0	0	0	299	238	0	147	0	0
Tmem252	85.375000	0	0	0	0	97	0	380	206	0
Slc9a1	85.375000	0	0	0	315	368	0	0	0	0
Otud7b	85.375000	0	0	0	412	271	0	0	0	0
Bin3	85.375000	0	0	0	223	274	0	186	0	0
Rel	85.250000	0	0	0	162	184	0	148	188	0
P2ry1	85.250000	0	0	0	418	264	0	0	0	0
Lhx1	85.250000	0	0	0	243	227	0	212	0	0
Ccr7	85.250000	0	0	0	112	290	0	159	121	0
Zfp513	85.125000	0	0	0	135	176	0	207	163	0
Rb1cc1	85.125000	0	264	0	127	290	0	0	0	0
Myl12b	85.125000	0	0	0	124	159	0	252	146	0
Egr2	85.125000	0	0	0	181	126	0	204	170	0
Zbtb22	85.000000	0	0	0	176	192	0	186	126	0
Tapbp	85.000000	0	0	0	176	192	0	186	126	0
Hdac4	85.000000	0	0	0	313	232	0	0	135	0
Grina	85.000000	0	0	0	245	188	0	0	247	0
Cd36	84.875000	0	0	0	170	132	0	250	127	0
BC024063	84.875000	0	0	0	122	209	0	180	168	0
Crk	84.750000	0	0	0	260	121	0	120	177	0
Bcl2l14	84.750000	0	0	0	277	231	0	170	0	0
Srsf2	84.625000	0	0	0	0	157	0	226	294	0
Mfsd11	84.625000	0	0	0	0	157	0	226	294	0
Creb3l2	84.500000	0	0	0	165	116	0	232	163	0
Ifi209	84.375000	0	0	0	0	190	0	313	172	0
Blcap	84.250000	0	0	0	174	188	0	177	135	0
Adra2a	84.250000	0	0	0	170	243	0	261	0	0
Tmem109	84.125000	0	0	0	127	176	0	241	129	0
Dpf1	84.125000	0	0	0	189	275	0	0	209	0
Npepps	84.000000	0	0	0	164	147	0	182	179	0
Apol9b	84.000000	0	0	0	202	163	0	215	92	0
Snx13	83.875000	0	0	0	244	327	0	0	100	0
Bbs5	83.875000	0	0	0	0	198	0	231	242	0
Lims1	83.750000	0	0	0	149	126	0	218	177	0
Bcar1	83.625000	0	0	0	0	0	0	188	481	0
Rgmb	83.500000	0	0	0	93	218	0	219	138	0
Mc2r	83.500000	0	0	0	173	223	0	139	133	0
Arl4c	83.500000	0	0	0	153	184	0	143	188	0
Slc39a14	83.375000	0	0	0	0	0	0	272	395	0
Rpl13	83.250000	0	0	0	139	171	0	227	129	0
Fam228a	83.250000	0	0	0	194	155	0	169	148	0
Daw1	83.250000	0	0	0	273	265	0	0	128	0
Csta3	83.250000	0	0	0	0	150	0	303	213	0
S1pr1	83.125000	0	0	0	183	338	0	144	0	0
Cflar	83.125000	0	0	0	0	0	0	338	327	0
Ncf2	83.000000	0	0	0	0	0	0	313	351	0
Kmt2d	83.000000	0	0	0	283	298	0	83	0	0
Entpd6	83.000000	0	0	0	159	0	0	265	240	0
Sap30l	82.875000	0	0	0	345	318	0	0	0	0
Gm8369	82.875000	0	0	0	327	336	0	0	0	0
Cpsf6	82.875000	0	0	0	0	126	0	266	271	0
Pole3	82.625000	0	0	0	124	176	0	206	155	0
Ift27	82.625000	0	0	0	156	196	0	182	127	0
4933430I17Rik	82.625000	0	0	0	124	176	0	206	155	0
Icos	82.500000	0	0	0	176	140	0	188	156	0
Clec2i	82.500000	0	0	0	190	207	0	145	118	0
BC035044	82.500000	0	0	0	190	207	0	145	118	0
Dhrs9	82.375000	0	0	0	158	173	0	143	185	0
Cxcr6	82.375000	0	0	0	124	188	0	203	144	0
Ppia	82.250000	0	0	0	215	149	0	167	127	0
1110008P14Rik	82.250000	0	0	0	287	255	0	116	0	0
Tspan13	82.125000	0	0	0	0	146	0	250	261	0
Tnpo1	82.125000	0	0	0	252	312	0	93	0	0
Gmfb	82.125000	0	0	0	199	250	0	208	0	0
Ggta1	82.125000	0	0	0	156	138	0	178	185	0
Cd48	82.000000	0	0	0	258	240	0	158	0	0
Serpine2	81.875000	0	0	0	234	317	0	104	0	0
Mturn	81.875000	0	0	0	0	0	0	340	315	0
Akap7	81.875000	0	0	0	206	188	0	167	94	0
Uchl5	81.750000	0	0	0	247	407	0	0	0	0
Taf5	81.750000	0	0	0	167	177	0	164	146	0
Ro60	81.750000	0	0	0	247	407	0	0	0	0
Prr12	81.750000	0	0	0	180	331	0	143	0	0
Clk3	81.750000	0	0	0	186	200	0	112	156	0
Kdm4d	81.625000	0	0	0	219	144	0	181	109	0
Cwc15	81.625000	0	0	0	219	144	0	181	109	0
Ciita	81.625000	0	0	0	117	0	0	304	232	0
Acmsd	81.625000	0	0	0	259	247	0	0	147	0
Zfp109	81.500000	0	0	0	250	235	0	167	0	0
P2ry10	81.500000	0	0	0	128	164	0	233	127	0
Fth1	81.500000	0	0	0	93	197	0	215	147	0
Fabp12	81.500000	0	0	0	0	0	0	371	281	0
Ercc6l2	81.500000	0	0	0	269	254	0	129	0	0
Lpin1	81.375000	0	0	0	122	202	0	186	141	0
Iws1	81.375000	0	0	0	242	296	0	113	0	0
Ints9	81.375000	0	170	0	0	144	0	202	135	0
Hmbox1	81.375000	0	170	0	0	144	0	202	135	0
Bicra	81.375000	0	0	0	0	126	0	286	239	0
St8sia1	81.250000	0	0	0	136	188	0	164	162	0
Rubcnl	81.000000	0	0	0	192	210	0	246	0	0
Mapk8	81.000000	0	0	0	135	243	0	270	0	0
Cfap45	81.000000	0	0	0	0	179	0	279	190	0
Slc43a3	80.875000	0	0	0	184	244	0	120	99	0
Rai1	80.750000	0	0	0	142	119	0	176	209	0
Itpr3	80.750000	0	0	0	236	0	0	106	304	0
Eepd1	80.750000	0	0	0	112	106	0	141	287	0
Ctsl	80.750000	0	0	0	230	268	0	0	148	0
Ctla2b	80.750000	0	0	0	144	212	0	197	93	0
Efcab5	80.625000	0	0	0	148	195	0	302	0	0
Zbp1	80.500000	0	0	0	152	183	0	174	135	0
Mt4	80.500000	0	0	0	118	133	0	150	243	0
Chil5	80.500000	0	0	0	185	168	0	155	136	0
Sgk3	80.375000	0	115	0	168	246	0	114	0	0
Mdp1	80.375000	0	0	0	0	149	0	230	264	0
Smim15	80.250000	0	0	0	119	99	0	295	129	0
Ndfip1	80.250000	0	0	0	241	212	0	189	0	0
Cd40lg	80.250000	0	0	0	157	215	0	142	128	0
Ggnbp2	80.125000	0	0	0	161	138	0	172	170	0
Ctdsp1	80.125000	0	0	0	119	153	0	146	223	0
Tbc1d22a	80.000000	0	0	0	0	0	0	236	404	0
H4c9	80.000000	0	0	0	194	196	0	112	138	0
H2bc11	80.000000	0	0	0	194	196	0	112	138	0
H2ac11	80.000000	0	0	0	194	196	0	112	138	0
Adam10	80.000000	0	0	0	89	111	0	141	299	0
Ube2h	79.875000	0	0	0	246	186	0	110	97	0
Tmem144	79.875000	0	0	0	236	285	0	118	0	0
Lrrc61	79.875000	0	0	0	171	179	0	124	165	0
Dlgap2	79.750000	0	0	0	256	166	0	216	0	0
Hilpda	79.625000	0	0	0	137	199	0	108	193	0
Gm14295	79.625000	0	0	0	0	0	0	396	241	0
Zc3h4	79.500000	0	0	0	271	263	0	0	102	0
Sub1	79.500000	0	0	0	266	154	0	125	91	0
Map2k2	79.500000	0	83	0	223	330	0	0	0	0
Fam20a	79.500000	0	0	0	0	210	0	160	266	0
Secisbp2	79.375000	0	0	0	275	360	0	0	0	0
Csgalnact1	79.375000	0	0	0	0	0	0	317	318	0
Tpcn1	79.250000	0	0	0	153	0	0	171	310	0
Iqcd	79.250000	0	0	0	153	0	0	171	310	0
Niban1	79.125000	0	0	0	155	235	0	89	154	0
Rhobtb1	79.000000	0	0	0	138	169	0	104	221	0
Rap1gap2	79.000000	0	0	0	138	213	0	143	138	0
Evi5	79.000000	0	194	0	123	164	0	0	151	0
Dusp22	79.000000	0	0	0	82	86	0	197	267	0
A930033H14Rik	79.000000	0	0	0	138	169	0	104	221	0
4933402N22Rik	79.000000	0	0	0	127	162	0	168	175	0
Tmem52b	78.875000	0	0	0	139	118	0	227	147	0
Saxo2	78.875000	0	0	0	0	0	0	269	362	0
P2rx6	78.875000	0	0	0	187	141	0	105	198	0
Lrrc74b	78.875000	0	0	0	187	141	0	105	198	0
Grap2	78.875000	0	0	0	193	136	0	231	71	0
Efl1	78.875000	0	0	0	0	0	0	269	362	0
Rdh1	78.750000	0	0	0	372	258	0	0	0	0
Gbp3	78.750000	0	0	0	167	140	0	171	152	0
Slamf7	78.625000	0	0	0	196	222	0	211	0	0
Slc35g3	78.500000	0	0	0	221	265	0	142	0	0
Slc27a4	78.500000	0	0	0	0	122	0	230	276	0
Polr2a	78.500000	0	0	0	221	265	0	142	0	0
Ndufa5	78.500000	0	0	0	225	180	0	87	136	0
Med13	78.500000	0	0	0	199	135	0	143	151	0
Fam219b	78.500000	0	0	0	172	121	0	168	167	0
Asb15	78.500000	0	0	0	225	180	0	87	136	0
U2af2	78.375000	0	0	0	196	171	0	158	102	0
Ccdc106	78.375000	0	0	0	196	171	0	158	102	0
Il10ra	78.250000	0	0	0	172	205	0	111	138	0
Gpr146	78.250000	0	0	0	104	143	0	199	180	0
Ddx3x	78.250000	0	0	0	204	162	0	112	148	0
Vipas39	78.125000	0	0	0	0	0	0	342	283	0
Sec22b	78.125000	0	0	0	165	175	0	145	140	0
Prr15	78.125000	0	0	0	124	103	0	203	195	0
Gbp2b	78.125000	0	0	0	184	145	0	162	134	0
Cass4	78.125000	0	0	0	272	236	0	117	0	0
Ahsa1	78.125000	0	0	0	0	0	0	342	283	0
Snu13	78.000000	0	0	0	78	252	0	142	152	0
Mef2c	78.000000	0	0	0	123	166	0	224	111	0
Cyrib	78.000000	0	0	0	230	123	0	174	97	0
Col1a2	78.000000	0	0	0	0	0	0	387	237	0
Fam78a	77.875000	0	0	0	118	76	0	231	198	0
Cds2	77.875000	0	0	0	104	122	0	193	204	0
Acot9	77.875000	0	0	0	0	116	0	282	225	0
Kif21b	77.750000	0	0	0	166	159	0	131	166	0
Tlr5	77.625000	0	0	0	167	131	0	128	195	0
Plscr2	77.625000	0	0	0	173	79	0	225	144	0
Orc2	77.625000	0	0	0	0	0	0	286	335	0
Ezh1	77.500000	0	0	0	210	174	0	111	125	0
Dzip1	77.500000	0	0	0	174	98	0	242	106	0
Dcun1d1	77.500000	0	0	0	125	133	0	181	181	0
Zfp94	77.375000	0	0	0	191	99	0	188	141	0
Slc35f2	77.375000	0	0	0	132	0	0	222	265	0
Idh2	77.375000	0	0	0	270	235	0	114	0	0
Cd5	77.375000	0	0	0	113	224	0	132	150	0
Zfand4	77.250000	0	0	0	104	129	0	255	130	0
Ppp1r14b	77.250000	0	0	0	134	144	0	172	168	0
LOC114841036	77.250000	0	0	0	134	144	0	172	168	0
Fkbp2	77.250000	0	0	0	134	144	0	172	168	0
Saraf	77.125000	0	0	0	360	257	0	0	0	0
Grk2	77.125000	0	0	0	149	230	0	141	97	0
Zfand6	77.000000	0	0	0	186	190	0	155	85	0
Plcg1	77.000000	0	0	0	113	191	0	152	160	0
Ifit3	77.000000	0	0	0	149	0	0	198	269	0
Gm867	77.000000	0	0	0	0	187	0	194	235	0
Gm14322	77.000000	0	0	0	0	0	0	333	283	0
Tigit	76.875000	0	0	0	119	208	0	165	123	0
Sirt6	76.875000	0	0	0	148	177	0	158	132	0
Nfat5	76.875000	0	0	0	224	124	0	147	120	0
Myo5b	76.875000	0	0	0	311	304	0	0	0	0
Enthd1	76.875000	0	0	0	0	141	0	275	199	0
Setd1b	76.750000	0	0	0	157	192	0	160	105	0
Epc1	76.750000	0	0	0	384	230	0	0	0	0
Dazap2	76.750000	0	0	0	263	192	0	0	159	0
Lexm	76.625000	0	0	0	121	128	0	141	223	0
Abcb8	76.625000	0	0	0	190	170	0	253	0	0
Tbl1x	76.500000	0	0	0	310	302	0	0	0	0
Nup107	76.500000	0	0	0	119	149	0	151	193	0
Csf2rb	76.500000	0	0	0	133	0	0	244	235	0
Vstm4	76.375000	0	0	0	0	0	213	195	203	0
Mrps22	76.375000	0	0	0	136	182	0	166	127	0
Snrpa	76.250000	0	0	0	0	0	0	224	386	0
Selenow	76.250000	0	0	0	214	146	0	130	120	0
BC024978	76.250000	0	0	0	0	0	0	224	386	0
Atg16l1	76.125000	0	0	0	119	192	0	135	163	0
Vgll4	76.000000	0	0	0	145	130	0	180	153	0
Slc38a6	76.000000	0	0	0	276	164	0	168	0	0
Naaa	76.000000	0	0	0	0	0	209	188	211	0
Kif16b	76.000000	0	0	0	121	148	0	124	215	0
Tbc1d30	75.875000	0	0	0	390	217	0	0	0	0
Tef	75.750000	0	0	0	0	0	0	302	304	0
Slc34a1	75.750000	0	0	0	184	78	0	148	196	0
H3c6	75.750000	0	0	0	247	359	0	0	0	0
Rspry1	75.625000	0	0	0	179	249	0	177	0	0
Psme3ip1	75.625000	0	0	0	179	249	0	177	0	0
Prelid2	75.625000	0	0	0	102	207	0	201	95	0
Ktn1	75.625000	0	0	0	162	158	0	285	0	0
Prss56	75.500000	0	0	0	265	170	0	169	0	0
Pip4k2b	75.500000	0	0	0	0	118	0	283	203	0
Krt87	75.500000	0	0	0	0	0	0	338	266	0
Oxsm	75.250000	0	0	0	135	181	0	93	193	0
Npm2	75.250000	0	226	0	0	0	0	167	209	0
Dpysl2	75.250000	0	0	0	165	156	0	119	162	0
Unkl	75.125000	0	0	0	134	120	0	182	165	0
Trmt1l	75.125000	0	0	0	162	267	0	172	0	0
Tmem40	75.125000	0	0	0	0	118	0	219	264	0
Swt1	75.125000	0	0	0	162	267	0	172	0	0
Il27	75.125000	0	0	0	210	391	0	0	0	0
Fezf2	75.125000	0	0	0	238	209	0	154	0	0
Ccdc63	75.125000	0	0	0	0	0	0	361	240	0
Slc2a1	75.000000	0	0	0	0	0	0	245	355	0
Ddx23	75.000000	0	0	0	0	0	0	307	293	0
Acp5	75.000000	0	0	0	159	102	0	162	177	0
Hecw2	74.875000	0	0	0	270	329	0	0	0	0
Gm3383	74.875000	0	0	0	0	161	0	342	96	0
E4f1	74.875000	0	0	0	122	146	0	167	164	0
Nup153	74.750000	0	0	0	133	0	0	247	218	0
Junb	74.750000	0	0	0	244	238	0	116	0	0
1810013L24Rik	74.750000	0	0	0	226	146	0	115	111	0
Fam43a	74.625000	0	0	0	0	129	0	284	184	0
Tmbim4	74.500000	0	0	0	118	0	0	288	190	0
Thrap3	74.250000	0	0	0	196	137	0	168	93	0
Itgav	74.250000	0	0	0	192	172	0	111	119	0
Dok3	74.250000	0	0	0	187	161	0	92	154	0
P2ry13	74.125000	0	0	0	135	128	0	177	153	0
Ly6c1	74.125000	0	0	0	0	129	0	308	156	0
Arl8b	74.125000	0	0	0	0	83	0	149	361	0
Tpp2	73.875000	0	0	0	94	0	0	255	242	0
Pitpnc1	73.875000	0	0	0	0	133	0	294	164	0
Nek6	73.875000	0	0	0	193	122	0	95	181	0
Dram2	73.875000	0	0	0	175	186	0	135	95	0
Cept1	73.875000	0	0	0	175	186	0	135	95	0
Ccn2	73.875000	0	0	0	218	156	0	0	217	0
2610042L04Rik	73.875000	0	0	0	0	0	0	332	259	0
Ppm1k	73.750000	0	0	0	105	103	0	274	108	0
Dleu7	73.750000	0	0	0	146	164	0	140	140	0
Szt2	73.625000	0	0	0	114	158	0	159	158	0
Spo11	73.625000	0	0	0	153	234	0	0	202	0
Slamf1	73.625000	0	0	0	144	131	0	183	131	0
Med8	73.625000	0	0	0	114	158	0	159	158	0
Cdrt4	73.625000	0	0	347	0	0	242	0	0	0
9230019H11Rik	73.625000	190	196	0	126	0	0	77	0	0
Tnfsf10	73.500000	0	0	0	169	147	0	104	168	0
Pusl1	73.500000	0	0	0	0	108	0	221	259	0
Dipk1c	73.500000	0	0	0	212	204	0	172	0	0
Acap3	73.500000	0	0	0	0	108	0	221	259	0
Senp2	73.375000	0	0	0	120	0	0	316	151	0
Prcc	73.250000	0	0	0	0	0	0	333	253	0
Kmt2e	73.250000	0	0	0	115	182	0	113	176	0
Coq7	73.250000	0	0	0	144	165	0	174	103	0
Clint1	73.250000	0	0	0	233	152	0	201	0	0
Arf2	73.250000	0	0	0	146	140	0	186	114	0
4921524J17Rik	73.250000	0	0	0	414	172	0	0	0	0
Gnai3	73.125000	0	0	0	202	209	0	174	0	0
Tnip3	73.000000	0	0	0	116	157	0	234	77	0
Slc25a30	73.000000	0	0	0	206	211	0	167	0	0
Pcca	73.000000	0	0	0	175	281	0	0	128	0
Cstb	73.000000	0	0	0	0	94	0	232	258	0
Bcl11b	73.000000	0	0	0	182	270	0	132	0	0
Bank1	73.000000	0	0	0	98	0	0	158	328	0
Vars	72.875000	0	0	0	0	0	0	267	316	0
Sh3kbp1	72.875000	0	0	0	269	107	0	92	115	0
Lilrb4a	72.875000	0	0	0	0	0	0	365	218	0
D17H6S56E-5	72.875000	0	0	0	0	0	0	267	316	0
Odc1	72.750000	0	0	0	143	0	0	274	165	0
Nans	72.750000	0	0	0	144	170	0	112	156	0
Gbp10	72.750000	0	0	0	0	93	0	155	334	0
Cenpu	72.750000	0	0	0	0	152	0	205	225	0
Ptp4a2	72.625000	0	0	0	170	194	0	130	87	0
Ints6	72.625000	0	0	0	244	193	0	144	0	0
Ecpas	72.625000	0	0	0	159	113	0	153	156	0
Ankrd12	72.625000	0	0	0	234	188	0	159	0	0
Rgs8	72.500000	0	0	0	206	220	0	0	154	0
Nme1	72.500000	0	0	0	99	215	0	186	80	0
Mrpl30	72.500000	0	0	0	157	164	0	160	99	0
Mitd1	72.500000	0	0	0	157	164	0	160	99	0
Poln	72.375000	0	0	0	191	194	0	0	194	0
Hmcn2	72.375000	0	0	0	0	114	0	155	310	0
Haus3	72.375000	0	0	0	191	194	0	0	194	0
Gcnt2	72.375000	0	0	0	0	218	0	196	165	0
Sun3	72.250000	0	0	0	98	0	0	317	163	0
Shisa5	72.250000	0	0	0	112	114	0	202	150	0
Kif3c	72.250000	0	0	0	279	171	0	128	0	0
Gm11992	72.250000	0	0	0	98	0	0	317	163	0
Ebag9	72.250000	0	0	0	0	0	0	243	335	0
Clec2g	72.250000	0	0	0	132	213	0	93	140	0
Vcpip1	72.125000	0	0	0	143	0	0	218	216	0
Tmem101	72.125000	0	0	0	108	154	0	121	194	0
Sap30	72.125000	0	0	0	124	168	0	124	161	0
Prr13	72.125000	0	0	0	143	130	0	108	196	0
Olfr630	72.125000	0	0	0	0	0	0	297	280	0
H2bc4	72.125000	0	0	0	294	283	0	0	0	0
H2ac6	72.125000	0	0	0	294	283	0	0	0	0
Wipi1	72.000000	0	187	0	0	119	0	270	0	0
Rhov	72.000000	0	0	0	0	113	0	223	240	0
Kdm4b	72.000000	0	0	0	209	254	0	113	0	0
Hipk1	71.875000	0	0	0	65	93	0	171	246	0
Acsl1	71.875000	0	0	0	161	142	0	179	93	0
Zfp113	71.750000	0	0	0	220	212	0	142	0	0
H3c7	71.750000	0	0	0	209	257	0	0	108	0
H2bc9	71.750000	0	0	0	209	257	0	0	108	0
Trhr2	71.625000	0	0	0	225	207	0	141	0	0
Bst2	71.625000	0	0	0	221	167	0	185	0	0
Smim20	71.500000	0	0	0	156	244	0	0	172	0
Psmd4	71.500000	0	0	0	110	205	0	89	168	0
Hspe1	71.500000	0	353	0	0	219	0	0	0	0
Hspd1	71.500000	0	353	0	0	219	0	0	0	0
Gtf2h2	71.375000	0	0	0	156	288	0	0	127	0
Fam83a	71.375000	0	0	0	129	0	0	206	236	0
Arvcf	71.375000	0	0	0	131	185	0	114	141	0
Evi2a	71.250000	0	0	0	170	213	0	0	187	0
Evi2	71.250000	0	0	0	170	213	0	0	187	0
Arpc1b	71.250000	0	0	0	103	138	0	192	137	0
Sdhaf3	71.125000	0	0	0	108	224	0	133	104	0
Dnaja3	71.125000	0	0	0	90	152	0	176	151	0
Coro7	71.125000	0	0	0	90	152	0	176	151	0
Urod	71.000000	0	0	0	150	241	0	0	177	0
St3gal2	71.000000	0	0	0	0	138	0	244	186	0
Snx9	71.000000	0	0	0	248	196	0	124	0	0
Oaf	71.000000	0	0	0	154	69	0	0	345	0
Hectd3	71.000000	0	0	0	150	241	0	0	177	0
Fcgr2b	71.000000	0	0	0	128	112	0	167	161	0
Wdr7	70.875000	0	0	0	154	210	0	0	203	0
Tspoap1	70.750000	0	0	0	331	235	0	0	0	0
Ndufb1	70.750000	0	0	0	345	221	0	0	0	0
Hibadh	70.750000	0	0	0	0	145	0	179	242	0
Dap	70.750000	0	0	0	88	98	0	180	200	0
Cpsf2	70.750000	0	0	0	345	221	0	0	0	0
Zpbp2	70.625000	0	0	0	269	130	0	0	166	0
Shb	70.625000	0	0	0	0	0	0	272	293	0
Il3ra	70.625000	0	0	0	232	192	0	0	141	0
Ikzf3	70.625000	0	0	0	269	130	0	0	166	0
Socs3	70.500000	0	0	0	0	93	0	306	165	0
Plek	70.500000	0	0	0	245	136	0	0	183	0
Haao	70.500000	0	0	0	104	135	0	119	206	0
Gstt2	70.500000	0	0	0	95	165	0	126	178	0
Zmiz1	70.375000	0	0	0	0	141	0	185	237	0
Zbtb8os	70.250000	0	0	0	255	178	0	129	0	0
Vps13b	70.250000	0	0	0	137	151	0	153	121	0
Rbbp4	70.250000	0	0	0	255	178	0	129	0	0
Rapgef6	70.250000	0	0	0	118	131	0	169	144	0
Capg	70.250000	0	0	0	0	139	0	196	227	0
Stx12	70.125000	0	0	0	206	147	0	208	0	0
Pfkp	70.125000	0	0	0	130	126	0	158	147	0
