Target_genes	Ppara|Average	SRX7647798|Brown_adipose_tissue	SRX7647799|Brown_adipose_tissue	SRX7647800|Brown_adipose_tissue	SRX7647801|Brown_adipose_tissue	SRX745823|Burst-forming_unit_erythroids	SRX745825|Burst-forming_unit_erythroids	SRX745827|Burst-forming_unit_erythroids	SRX11366178|Liver	SRX11366179|Liver	SRX11366180|Liver	SRX11366181|Liver	SRX11366182|Liver	SRX11366183|Liver	SRX11366184|Liver	SRX11366185|Liver	SRX11366186|Liver	SRX11366187|Liver	SRX11366188|Liver	SRX11366189|Liver	SRX11366190|Liver	SRX11366191|Liver	SRX11366192|Liver	SRX11366193|Liver	SRX118173|Liver	SRX118174|Liver	SRX3582928|Liver	SRX3582929|Liver	SRX3582931|Liver	SRX3582932|Liver	SRX5028158|Liver	SRX5028159|Liver	SRX5028160|Liver	SRX5028161|Liver	SRX5028180|Liver	SRX5028181|Liver	SRX5028182|Liver	SRX5028183|Liver	SRX5028184|Liver	SRX5028185|Liver	SRX5142526|Liver	SRX5142527|Liver	SRX5142528|Liver	SRX5142529|Liver	SRX5142530|Liver	SRX5142531|Liver	SRX8715535|Liver	SRX8715536|Liver	SRX8715537|Liver	SRX8715538|Liver	SRX8715539|Liver	SRX8715540|Liver	SRX18696494|Thymus	SRX305976|Unclassified	SRX305978|Unclassified	SRX305980|Unclassified	SRX305982|Unclassified	STRING
Ttf1	97.767857	138	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	317	208	142	288	321	314	554	497	792	491	937	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q8	97.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	552	0	192	301	384	260	395	285	814	680	1156	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q6	97.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	552	0	192	301	384	260	395	285	814	680	1156	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39b	97.678571	375	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	621	402	252	318	478	551	247	291	218	298	389	631	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9l	97.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	639	821	642	492	628	661	170	236	106	221	335	370	0	0	0	0	0	0	0	0	0	0	0	0
E030018B13Rik	97.589286	221	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	596	238	351	271	398	250	301	293	534	462	805	0	0	0	0	0	0	0	0	0	0	0	0
Cep170	97.589286	463	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	332	0	0	0	0	0	0	0	0	340	365	0	318	333	258	0	207	0	156	451	763	0	0	0	0	0	0	0	0	459	0	0	0
Ass1	97.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	538	346	394	178	475	313	548	351	572	635	858	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h18	97.535714	423	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	562	239	609	504	586	201	166	191	316	424	593	0	0	0	0	0	0	0	0	0	0	0	0
Spata5	97.535714	309	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	352	150	117	228	285	344	491	271	650	638	950	0	0	0	0	0	0	0	0	0	0	0	0
Nudt6	97.535714	309	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	352	150	117	228	285	344	491	271	650	638	950	0	0	0	0	0	0	0	0	0	0	0	0
Kansl1	97.535714	172	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	348	197	219	337	538	316	570	275	550	582	828	0	0	0	0	0	0	0	0	0	0	0	0
Stap2	97.357143	215	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	614	826	374	248	593	598	184	288	263	263	317	428	0	0	0	0	0	0	0	0	0	0	0	0
Mpnd	97.357143	215	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	614	826	374	248	593	598	184	288	263	263	317	428	0	0	0	0	0	0	0	0	0	0	0	0
Epas1	97.250000	411	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	413	490	226	432	312	522	323	376	312	297	547	532	0	0	0	0	0	0	0	0	0	0	0	0
Fam160b1	97.232143	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	716	286	536	608	672	164	226	172	252	427	490	0	0	0	0	0	0	0	0	0	0	0	0
Ptms	97.214286	229	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	471	269	306	322	492	300	390	293	497	524	806	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a17	97.142857	976	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	327	441	119	250	243	280	168	175	122	331	352	473	0	0	0	0	0	0	0	0	0	0	0	0
Desi2	97.035714	200	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	359	192	156	397	279	276	321	439	304	909	449	821	0	0	0	0	0	0	0	0	0	0	0	0
Pfkfb2	97.000000	153	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	595	620	281	436	406	449	204	305	178	396	406	721	0	0	0	0	0	0	0	0	0	0	0	0
Ap1g1	97.000000	359	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	365	420	219	321	372	478	330	381	339	378	413	561	0	0	0	0	0	0	0	0	112	0	0	0
Sp3	96.964286	215	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	193	0	0	0	0	0	0	0	0	258	213	157	226	213	443	375	529	435	475	545	673	0	0	0	0	0	0	0	0	95	0	0	0
Grb14	96.964286	154	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	334	517	265	331	257	455	231	441	413	350	403	818	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l3	96.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	251	0	0	0	0	0	0	0	0	470	502	189	520	280	481	274	296	305	507	354	650	0	0	0	0	0	0	0	0	100	0	0	0
Frmd8	96.928571	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	540	677	264	449	434	496	207	340	249	328	570	561	0	0	0	0	0	0	0	0	0	0	0	0
Trp53inp2	96.875000	246	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	682	213	289	512	512	214	334	180	520	418	619	0	0	0	0	0	0	0	0	0	0	0	0
Ldlrad3	96.875000	110	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	785	272	588	632	733	128	209	123	128	492	451	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa2	96.732143	942	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	176	0	0	0	0	0	0	0	0	248	242	154	268	214	321	196	311	242	467	349	453	0	0	0	0	0	0	0	0	130	0	0	0
Ik	96.732143	942	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	176	0	0	0	0	0	0	0	0	248	242	154	268	214	321	196	311	242	467	349	453	0	0	0	0	0	0	0	0	130	0	0	0
Zranb1	96.678571	224	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	94	0	0	0	0	0	0	0	0	297	334	102	410	246	387	275	381	403	545	478	738	0	0	0	0	0	0	0	0	0	0	0	0
Vmo1	96.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	160	0	0	0	0	0	0	0	0	319	363	304	395	408	332	342	419	313	436	613	819	0	0	0	0	0	0	0	0	0	0	0	0
Ube2b	96.625000	424	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	415	481	198	336	427	505	218	320	268	297	423	640	0	0	0	0	0	0	0	0	0	0	0	0
Cdkl3	96.625000	424	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	415	481	198	336	427	505	218	320	268	297	423	640	0	0	0	0	0	0	0	0	0	0	0	0
Jade2	96.607143	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	247	0	0	0	0	0	0	0	0	526	412	216	424	540	487	106	286	181	252	337	876	0	0	0	0	0	0	0	0	175	0	0	0
Dnajc3	96.607143	157	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	418	535	198	160	423	343	226	359	192	528	711	818	0	0	0	0	0	0	0	0	0	0	0	0
Egln3	96.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	683	407	363	420	503	198	341	343	443	526	698	0	0	0	0	0	0	0	0	0	0	0	0
Xkr8	96.517857	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	488	264	315	286	477	262	289	240	683	441	1037	0	0	0	0	0	0	0	0	135	0	0	0
Gm826	96.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	377	447	201	322	330	450	350	460	360	483	658	843	0	0	0	0	0	0	0	0	0	0	0	0
Usp39	96.464286	113	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	394	467	227	0	326	404	265	383	285	376	577	1089	0	0	0	0	0	0	0	0	0	0	0	0
Etnk1	96.446429	634	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	191	64	295	216	352	158	322	201	319	345	509	0	0	0	0	0	0	0	0	811	0	0	0
Ano9	96.357143	600	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	169	73	282	222	396	241	346	245	509	486	912	0	0	0	0	0	0	0	0	0	0	0	0
Zfp101	96.339286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	124	0	0	0	0	0	0	0	0	266	349	140	323	146	252	476	506	452	585	638	1021	0	0	0	0	0	0	0	0	0	0	0	0
Tex33	96.339286	520	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	653	270	445	432	722	160	243	143	234	470	477	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a2	96.285714	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	673	314	421	540	522	186	183	238	471	453	691	0	0	0	0	0	0	0	0	128	0	0	0
Igfn1	96.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	666	250	665	503	1030	112	206	169	302	472	524	0	0	0	0	0	0	0	0	0	0	0	0
Ak4	96.196429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	677	319	373	477	612	212	314	298	283	474	583	0	0	0	0	146	0	0	0	0	0	0	0
Wdyhv1	96.160714	90	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	449	272	218	237	369	371	534	266	578	465	1009	0	0	0	0	0	0	0	0	0	0	0	0
2810021J22Rik	96.142857	795	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	256	0	574	260	916	0	209	88	424	207	584	0	0	0	0	0	0	0	0	0	0	0	0
Uox	96.125000	166	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	313	517	277	514	400	587	173	354	281	336	495	552	0	0	0	0	0	0	0	0	0	0	0	0
Pklr	96.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	403	465	203	378	298	540	412	480	378	355	425	852	0	0	0	0	0	0	0	0	0	0	0	0
Echdc1	96.125000	350	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	307	288	144	251	205	447	209	488	416	480	508	801	0	0	0	0	0	0	0	0	0	0	0	0
Mia	96.017857	322	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	319	371	162	299	227	519	259	281	430	384	577	922	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-6	95.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	673	636	336	529	667	728	161	212	167	253	383	442	0	0	0	0	0	0	0	0	0	0	0	0
Rc3h1	95.821429	185	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	366	184	303	399	417	234	352	283	618	514	729	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a3	95.732143	102	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	200	0	0	0	0	0	0	0	0	355	305	145	228	202	393	327	469	314	347	577	856	0	0	0	0	0	0	0	0	135	0	0	0
Fabp5	95.732143	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	226	309	479	442	363	274	363	300	555	575	975	0	0	0	0	0	0	0	0	0	0	0	0
Notum	95.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	385	0	273	208	360	456	494	449	770	692	929	0	0	0	0	0	0	0	0	0	0	0	0
Gulo	95.696429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	482	545	283	453	498	520	234	362	308	403	512	577	0	0	0	0	0	0	0	0	0	0	0	0
Tmem126b	95.660714	462	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	211	199	379	386	531	320	230	282	462	473	737	0	0	0	0	119	0	0	0	0	0	0	0
Slc15a5	95.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	432	485	300	463	623	644	180	334	227	340	492	639	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6c	95.625000	367	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	442	510	332	296	513	358	167	345	231	326	361	668	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb18	95.553571	192	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	323	321	239	189	533	246	523	292	656	494	834	0	0	0	0	0	0	0	0	0	0	0	0
Rps2	95.553571	314	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	274	278	202	244	413	371	277	495	313	418	420	781	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3l	95.553571	314	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	274	278	202	244	413	371	277	495	313	418	420	781	0	0	0	0	0	0	0	0	0	0	0	0
Nudt7	95.553571	141	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	526	196	370	390	427	243	259	152	592	409	870	0	0	0	0	0	0	0	0	0	0	0	0
Ninj1	95.553571	363	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	414	447	115	353	385	420	267	413	263	416	352	610	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb10	95.553571	314	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	274	278	202	244	413	371	277	495	313	418	420	781	0	0	0	0	0	0	0	0	0	0	0	0
Ambp	95.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	121	0	0	0	0	0	0	0	0	591	650	253	450	501	502	278	344	183	236	410	538	0	0	0	0	0	0	0	0	0	0	0	0
Gsta3	95.517857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	416	763	235	221	387	487	184	161	289	432	600	876	0	0	0	0	0	0	0	0	176	0	0	0
Susd6	95.446429	440	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	742	290	178	462	760	127	136	142	245	324	445	0	0	0	0	0	0	0	0	0	0	0	0
Csrnp1	95.410714	115	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	445	233	360	249	425	280	466	360	456	572	863	0	0	0	0	0	0	0	0	0	0	0	0
Ticam1	95.375000	470	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	115	0	0	0	0	0	0	0	0	314	265	132	216	214	259	337	436	226	533	358	799	0	0	0	0	0	0	0	0	125	0	0	0
Dpy30	95.375000	188	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	116	0	0	0	0	0	0	0	0	161	199	0	319	197	392	320	501	321	685	532	1129	0	0	0	0	0	0	0	0	0	0	0	0
Gch1	95.339286	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	611	447	521	559	683	162	247	138	257	421	517	0	0	0	0	0	0	0	0	0	0	0	0
Mpc2	95.303571	359	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	114	0	0	0	0	0	0	0	0	307	290	175	332	363	370	190	307	162	483	492	678	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf6	95.303571	359	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	114	0	0	0	0	0	0	0	0	307	290	175	332	363	370	190	307	162	483	492	678	0	0	0	0	0	0	0	0	0	0	0	0
Pitpnm2	95.267857	473	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	267	771	311	135	435	904	127	87	137	305	265	401	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc68	95.267857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	497	285	586	401	597	129	309	223	509	673	750	0	0	0	0	0	0	0	0	0	0	0	0
Pard3	95.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	196	0	0	0	0	0	0	0	0	579	603	211	417	461	446	245	355	241	372	419	529	0	0	0	0	0	0	0	0	92	0	0	0
Lmnb2	95.214286	188	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	256	129	249	112	299	399	621	442	775	550	919	0	0	0	0	0	0	0	0	0	0	0	0
Pabpn1	95.142857	183	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	219	212	124	205	259	323	289	501	500	592	549	761	0	0	0	0	0	0	200	0	0	0	0	0
Ftl1	95.142857	434	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	296	473	168	298	265	391	258	351	261	443	483	662	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l4	95.107143	454	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	470	599	296	401	488	517	144	124	159	292	285	487	0	0	0	0	0	0	0	0	0	0	0	0
Ccnyl1	95.035714	168	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	136	0	0	0	0	0	0	0	0	302	407	0	266	186	304	364	353	323	565	692	871	0	0	0	0	0	0	0	0	0	0	0	0
Glt28d2	95.017857	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	523	179	327	293	471	238	499	239	493	725	742	0	0	0	0	0	0	0	0	0	0	0	0
Msra	95.000000	394	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	324	150	337	298	398	219	469	344	548	319	707	0	0	0	0	0	0	0	0	153	0	0	0
Hpdl	95.000000	491	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	517	222	606	407	723	188	215	174	266	361	480	0	0	0	0	0	0	0	0	0	0	0	0
Ankub1	95.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	191	0	0	0	0	0	0	0	0	510	390	157	327	390	598	230	383	266	532	512	658	0	0	0	0	0	0	0	0	0	0	0	0
0610040J01Rik	94.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	407	495	253	296	389	279	317	477	490	595	464	725	0	0	0	0	0	0	0	0	0	0	0	0
Wdr12	94.875000	234	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	408	427	241	241	322	383	434	401	380	493	385	646	0	0	0	0	0	0	0	0	0	0	0	0
Nfyb	94.875000	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	141	0	0	0	0	0	0	0	0	622	530	276	347	472	696	162	187	166	258	524	519	0	0	0	0	0	0	0	0	0	0	0	0
Carf	94.875000	234	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	408	427	241	241	322	383	434	401	380	493	385	646	0	0	0	0	0	0	0	0	0	0	0	0
Shpk	94.857143	147	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	571	514	253	392	425	431	231	389	279	327	442	546	0	0	0	0	0	0	0	0	0	0	0	0
Ctns	94.857143	147	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	571	514	253	392	425	431	231	389	279	327	442	546	0	0	0	0	0	0	0	0	0	0	0	0
Tmem102	94.839286	199	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	212	110	346	272	419	353	364	353	581	439	940	0	0	0	0	0	0	0	0	127	0	0	0
Gucy2f	94.839286	576	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	199	375	0	217	0	337	0	375	278	470	546	828	0	0	0	0	0	0	0	0	357	0	0	0
Foxq1	94.839286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	517	299	388	363	394	266	457	435	352	479	678	0	0	0	0	0	0	0	0	0	0	0	0
Fgf11	94.839286	199	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	212	110	346	272	419	353	364	353	581	439	940	0	0	0	0	0	0	0	0	127	0	0	0
Prkab1	94.821429	410	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	154	0	0	0	0	0	0	0	0	491	444	243	346	386	422	149	230	206	335	288	596	0	0	0	0	0	0	0	0	0	0	0	0
Foxa2	94.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	596	606	281	453	787	582	180	318	231	311	286	440	0	0	0	0	0	0	0	0	0	0	0	0
BC004004	94.767857	318	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	606	153	310	372	439	151	298	348	478	407	726	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd6	94.714286	245	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	132	0	0	0	0	0	0	0	401	452	151	380	371	571	179	321	265	463	384	502	0	0	0	0	0	0	0	0	0	0	0	0
1700037H04Rik	94.714286	75	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	207	0	0	0	0	0	0	0	0	417	445	161	485	326	736	224	492	281	295	251	524	0	0	0	0	0	0	0	0	151	0	0	0
Prtn3	94.696429	448	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	677	280	432	569	435	77	162	0	213	558	412	0	0	0	0	0	0	0	0	0	0	0	0
Yju2	94.678571	186	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	136	137	169	185	175	280	305	502	330	699	706	1257	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d24	94.678571	196	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	350	126	297	310	439	145	329	234	630	448	782	0	0	0	0	0	0	0	0	0	0	0	0
