Target_genes	Gabpa|Average	SRX3041631|CD4+_T_cells	SRX2974920|EML_	SRX5850103|ES_cells	SRX5850104|ES_cells	SRX5850105|ES_cells	SRX5850106|ES_cells	SRX5850107|ES_cells	SRX5850108|ES_cells	SRX5850109|ES_cells	SRX5850110|ES_cells	SRX5850111|ES_cells	SRX5850112|ES_cells	SRX5850113|ES_cells	SRX5850114|ES_cells	SRX2242853|Macrophages	SRX2242855|Macrophages	SRX2242856|Macrophages	SRX12708491|White_adipose_tissue	SRX12708492|White_adipose_tissue	STRING
Zfp597	414.526316	0	0	374	238	583	559	361	0	424	478	231	1156	304	1207	256	0	0	828	877	0
Zfp688	414.473684	625	0	387	208	306	640	218	0	421	665	164	1331	186	1176	1075	245	228	0	0	0
Ankrd40	414.315789	0	0	488	337	442	510	250	0	482	544	192	724	418	808	200	0	0	1154	1323	0
Tomt	414.263158	274	0	308	208	344	481	157	126	253	693	94	1112	292	989	789	199	230	672	650	0
Lamtor1	414.263158	274	0	308	208	344	481	157	126	253	693	94	1112	292	989	789	199	230	672	650	0
Diablo	414.263158	803	0	278	306	548	553	250	109	275	609	135	1048	407	1069	844	238	399	0	0	0
Tmem115	414.210526	315	0	213	272	315	189	264	0	362	232	309	336	376	479	1042	160	151	1359	1496	0
Serpinb6a	414.210526	732	0	256	287	355	417	238	0	382	388	0	1149	277	932	935	380	365	379	398	0
Ripk1	414.210526	732	0	256	287	355	417	238	0	382	388	0	1149	277	932	935	380	365	379	398	0
Zbtb34	413.789474	319	0	475	297	591	615	253	0	435	569	314	986	580	953	1475	0	0	0	0	0
Ccm2	413.684211	486	0	463	276	754	657	420	134	512	649	185	1251	356	1220	386	0	0	0	111	0
Fdxr	413.000000	287	0	0	0	143	0	0	0	0	0	0	439	0	283	1730	438	325	2153	2049	0
Zfp24	412.842105	419	0	302	333	455	383	194	0	328	337	188	712	288	753	1038	259	360	730	765	0
Nop14	412.631579	315	0	206	0	210	0	0	0	0	0	0	797	0	479	1430	381	381	1645	1996	0
Grk4	412.631579	315	0	206	0	210	0	0	0	0	0	0	797	0	479	1430	381	381	1645	1996	0
Xndc1	412.473684	295	0	132	0	246	177	0	0	146	176	0	366	0	428	1776	254	346	1693	1802	0
Supt20	412.473684	648	0	259	146	426	318	0	0	216	203	0	929	160	989	1773	454	633	236	447	0
Rnf121	412.473684	295	0	132	0	246	177	0	0	146	176	0	366	0	428	1776	254	346	1693	1802	0
Ring1	412.315789	701	0	377	327	648	473	245	0	432	659	255	951	292	966	957	227	324	0	0	0
Zfp951	412.000000	221	0	0	0	140	131	0	0	0	0	0	157	0	428	1654	471	362	2210	2054	0
Scyl3	411.578947	315	0	213	182	267	525	265	0	166	507	134	879	165	833	1847	125	313	502	582	0
Elf2	411.421053	351	0	300	290	382	391	280	151	470	717	249	1005	368	791	385	0	0	953	734	0
Sap30bp	410.631579	147	0	230	0	209	183	145	0	232	0	0	493	0	546	1032	135	158	2213	2079	0
Recql5	410.631579	147	0	230	0	209	183	145	0	232	0	0	493	0	546	1032	135	158	2213	2079	0
Gm6712	410.368421	182	0	109	0	227	198	0	0	121	0	0	588	0	319	2362	547	517	1196	1431	0
Casp8ap2	409.105263	598	0	125	0	220	0	0	0	0	0	0	449	0	377	2101	719	678	1228	1278	0
Surf2	409.052632	489	0	273	161	385	172	102	0	219	232	0	507	0	335	1450	222	268	1517	1440	0
Surf1	409.052632	489	0	273	161	385	172	102	0	219	232	0	507	0	335	1450	222	268	1517	1440	0
Wdr45	408.894737	329	0	153	0	269	159	0	0	0	85	0	588	0	555	2047	533	321	1381	1349	0
Dhx16	408.473684	124	0	109	0	188	182	0	0	0	161	0	495	0	333	2133	287	550	1472	1727	0
Atp7b	407.210526	357	0	203	0	247	349	106	0	0	235	0	748	0	708	1644	254	248	1256	1382	0
Alg11	407.210526	357	0	203	0	247	349	106	0	0	235	0	748	0	708	1644	254	248	1256	1382	0
Cfl1	407.052632	1002	0	243	184	317	348	219	0	317	280	0	979	243	926	946	398	517	475	340	0
Pdpr	406.526316	183	0	565	417	647	525	455	207	440	737	251	1596	397	1042	262	0	0	0	0	0
Prpf4	405.842105	492	0	182	0	273	326	0	0	0	192	0	473	0	504	1690	289	306	1340	1644	0
Cdc26	405.842105	492	0	182	0	273	326	0	0	0	192	0	473	0	504	1690	289	306	1340	1644	0
Rab27a	405.105263	0	0	305	154	286	300	98	0	180	372	175	690	212	445	2159	403	560	734	624	0
Cfap410	404.631579	779	0	405	237	598	513	357	0	350	520	180	1155	165	1081	935	190	223	0	0	0
Gins3	404.315789	147	0	273	155	193	360	0	0	184	0	136	868	0	625	1525	414	456	1119	1227	0
Pms1	402.736842	444	0	338	334	588	567	128	0	383	654	216	1191	386	1223	716	227	257	0	0	0
Ormdl1	402.736842	444	0	338	334	588	567	128	0	383	654	216	1191	386	1223	716	227	257	0	0	0
Kmt5a	402.736842	159	0	298	0	240	215	0	0	170	0	0	731	0	678	1629	505	364	1563	1100	0
Ino80c	402.684211	358	319	373	148	390	383	229	0	143	322	0	751	141	749	1041	303	0	1057	944	0
Tank	402.578947	171	0	291	157	312	198	80	0	197	283	0	856	0	659	1284	130	245	1242	1544	0
Gnas	402.421053	0	0	385	243	978	886	271	0	353	650	0	1912	358	1610	0	0	0	0	0	0
Dbr1	402.421053	147	0	192	129	195	334	111	0	175	385	0	762	185	707	1632	354	272	905	1161	0
Zfp968	401.684211	483	0	0	0	0	0	0	0	0	0	0	130	0	0	1775	178	263	2264	2539	0
Zfp967	401.684211	483	0	0	0	0	0	0	0	0	0	0	130	0	0	1775	178	263	2264	2539	0
Zfp966	401.684211	483	0	0	0	0	0	0	0	0	0	0	130	0	0	1775	178	263	2264	2539	0
Trpm7	401.684211	0	162	289	187	390	423	181	0	436	532	207	966	321	972	379	0	0	958	1229	0
Gm12258	401.526316	0	0	195	139	395	350	164	0	190	313	0	625	169	319	1161	178	144	1609	1678	0
Wdr76	400.736842	234	0	153	0	160	172	0	0	170	227	0	339	0	472	1470	258	148	1897	1914	0
Mfap1a	400.736842	234	0	153	0	160	172	0	0	170	227	0	339	0	472	1470	258	148	1897	1914	0
Psmb10	400.631579	385	0	340	97	243	0	120	0	258	221	0	702	0	401	1210	184	359	1548	1544	0
Ctrl	400.631579	385	0	340	97	243	0	120	0	258	221	0	702	0	401	1210	184	359	1548	1544	0
Cox6b1	400.052632	628	0	0	0	190	163	163	0	0	196	0	396	0	423	2525	844	657	699	717	0
Zfp112	399.631579	0	0	215	138	303	136	0	0	151	98	0	630	200	472	0	0	0	2679	2571	0
Tcof1	399.526316	470	431	250	211	408	472	185	0	206	408	0	953	202	887	1213	249	317	358	371	0
Hsd3b5	399.473684	0	0	85	411	409	1172	103	300	538	1366	263	751	670	1522	0	0	0	0	0	0
Mrps10	399.157895	414	0	0	0	184	197	0	0	262	322	0	470	158	370	1916	254	416	1271	1350	0
Egln2	399.052632	300	0	357	311	356	711	254	0	325	1003	0	1327	292	1161	842	0	183	160	0	0
Mfsd8	398.947368	911	0	260	157	322	491	190	0	291	513	0	1024	132	863	1285	199	390	191	361	0
Taf1	398.894737	343	0	118	0	187	0	0	0	0	0	0	485	0	266	1056	312	284	2345	2183	0
Ikbkg	398.894737	247	0	101	0	0	0	0	0	0	0	0	322	93	207	1877	400	290	1942	2100	0
G6pdx	398.894737	247	0	101	0	0	0	0	0	0	0	0	322	93	207	1877	400	290	1942	2100	0
Nsun5	398.526316	301	0	0	0	0	0	0	0	0	0	0	277	0	219	1995	409	467	1924	1980	0
Ncdn	397.842105	497	0	226	166	190	169	181	0	262	268	79	843	0	533	2086	577	407	459	616	0
AU040320	397.842105	497	0	226	166	190	169	181	0	262	268	79	843	0	533	2086	577	407	459	616	0
Rnf214	397.578947	621	0	282	367	463	565	163	138	318	377	233	873	158	817	1261	460	458	0	0	0
Pcsk7	397.578947	621	0	282	367	463	565	163	138	318	377	233	873	158	817	1261	460	458	0	0	0
Ppp4r3b	397.421053	301	0	182	187	297	410	151	0	144	370	0	968	0	1203	1201	417	384	698	638	0
Polr1b	397.421053	0	0	0	0	0	0	0	0	0	0	0	232	0	155	1507	0	274	2654	2729	0
Armc7	397.368421	370	0	195	0	212	251	173	0	207	232	69	933	192	888	874	334	328	1158	1134	0
Akap10	397.210526	494	0	407	347	524	681	305	285	411	710	290	1205	289	1012	587	0	0	0	0	0
Mad2l1	396.578947	360	0	171	0	244	290	80	0	129	246	0	782	0	705	1187	264	249	1363	1465	0
Zfp97	396.210526	0	0	148	0	90	93	80	0	76	87	0	449	106	370	2468	733	417	1187	1224	0
Nfe2l1	396.210526	379	0	123	0	261	168	100	0	98	167	0	731	0	493	1704	255	321	1327	1401	0
Tgfbrap1	396.052632	615	0	385	177	466	501	238	0	425	389	179	780	311	756	1086	230	283	321	383	0
AI597479	396.052632	615	0	385	177	466	501	238	0	425	389	179	780	311	756	1086	230	283	321	383	0
Snx11	396.000000	328	0	312	207	511	373	173	0	258	431	107	1147	254	922	1529	151	341	188	292	0
Arl13b	395.578947	0	131	545	207	607	631	300	125	559	846	235	1162	406	978	255	0	0	189	340	0
Wdr78	394.894737	460	0	253	302	469	484	177	0	332	540	145	993	280	781	1694	268	325	0	0	0
Mier1	394.894737	460	0	253	302	469	484	177	0	332	540	145	993	280	781	1694	268	325	0	0	0
Tusc3	394.736842	329	0	370	211	546	451	206	125	374	617	179	1168	209	1050	760	242	0	311	352	0
Kdm8	394.631579	489	0	0	0	0	0	0	0	0	0	0	0	0	0	1306	205	250	2531	2717	0
Suco	394.000000	597	774	313	109	358	306	154	0	206	434	0	1134	0	990	1025	228	232	392	234	0
Vps26c	392.684211	385	0	377	248	503	476	132	0	394	609	166	929	239	928	716	83	165	557	554	0
Sap30l	392.210526	807	0	279	234	598	525	240	0	360	490	174	786	448	1052	897	0	175	267	120	0
Rpap1	391.526316	725	0	237	167	350	284	0	0	0	321	0	802	158	706	1739	604	578	383	385	0
Cmtm6	391.263158	694	0	348	199	544	395	120	0	248	331	0	1120	243	1155	994	282	272	261	228	0
Gm3636	391.210526	0	0	582	486	571	713	545	380	473	848	531	1054	470	780	0	0	0	0	0	0
Zkscan7	391.052632	183	0	0	0	403	298	119	113	347	364	187	603	298	800	623	0	0	1475	1617	0
8030462N17Rik	390.947368	879	0	209	290	553	498	115	0	414	524	247	936	376	980	1162	0	245	0	0	0
Spata5	390.894737	594	0	304	304	445	481	227	0	312	442	150	860	331	588	1042	251	389	339	368	0
Nudt6	390.894737	594	0	304	304	445	481	227	0	312	442	150	860	331	588	1042	251	389	339	368	0
Ppib	389.736842	0	0	235	356	290	628	118	220	428	1081	241	1347	317	992	861	0	291	0	0	0
Zfp383	389.315789	206	1110	0	0	0	0	0	0	0	0	0	302	0	230	1700	394	466	1459	1530	0
Zfp27	389.315789	206	1110	0	0	0	0	0	0	0	0	0	302	0	230	1700	394	466	1459	1530	0
Snrpa	389.263158	608	0	0	0	0	0	0	0	0	0	0	351	0	265	1619	542	373	1838	1800	0
BC024978	389.263158	608	0	0	0	0	0	0	0	0	0	0	351	0	265	1619	542	373	1838	1800	0
Zfp108	388.947368	0	0	0	0	0	0	0	0	0	0	0	331	0	203	1843	247	245	2222	2299	0
Tmem167b	388.947368	512	0	181	0	214	155	0	0	0	255	0	673	0	750	863	351	466	1446	1524	0
Zc3h15	388.736842	444	0	427	157	659	693	248	0	320	831	0	940	222	1302	840	168	135	0	0	0
Tubgcp6	388.631579	371	0	334	0	272	275	231	0	224	232	0	587	212	400	1300	221	320	1092	1313	0
Ddx42	388.421053	124	0	0	0	0	0	0	0	0	0	0	127	0	0	1548	270	252	2561	2498	0
Ccdc47	388.421053	124	0	0	0	0	0	0	0	0	0	0	127	0	0	1548	270	252	2561	2498	0
Alg8	387.684211	556	0	201	238	299	451	145	0	197	229	0	844	0	643	1234	255	482	760	832	0
Tma7	387.368421	208	0	162	74	444	188	125	0	194	249	0	625	0	648	1660	259	324	957	1243	0
Ccdc51	387.368421	208	0	162	74	444	188	125	0	194	249	0	625	0	648	1660	259	324	957	1243	0
Olfr126	387.000000	0	0	0	504	457	1256	181	384	502	1247	293	711	406	1412	0	0	0	0	0	0
Abt1	386.473684	0	0	368	201	249	234	204	0	280	227	143	640	145	496	1067	0	162	1425	1502	0
Zfp839	386.315789	293	0	253	282	436	455	115	0	364	459	125	917	295	639	951	215	255	509	777	0
Zbtb5	386.105263	278	0	109	0	233	201	0	0	0	281	0	876	0	618	1425	297	272	1232	1514	0
Utp14a	385.842105	357	0	0	0	140	0	0	0	0	0	0	455	0	254	1609	323	446	1876	1871	0
Sart3	385.315789	422	0	150	0	273	291	0	0	170	185	0	579	0	587	1643	354	247	1196	1224	0
Iscu	385.315789	422	0	150	0	273	291	0	0	170	185	0	579	0	587	1643	354	247	1196	1224	0
Tekt2	385.263158	561	209	228	173	514	434	229	0	323	468	139	792	379	730	1347	252	335	207	0	0
Tgfbr3l	384.421053	710	0	0	0	146	0	0	0	0	0	0	437	0	387	1280	305	348	1666	2025	0
Snapc2	384.421053	710	0	0	0	146	0	0	0	0	0	0	437	0	387	1280	305	348	1666	2025	0
Etv3	384.263158	1280	0	251	137	400	302	120	0	245	170	145	675	149	387	1568	589	595	117	171	0
Anks3	383.842105	234	0	329	0	425	188	214	0	196	291	0	769	123	749	1593	185	450	691	856	0
4930451G09Rik	383.842105	234	0	329	0	425	188	214	0	196	291	0	769	123	749	1593	185	450	691	856	0
Rac1	383.000000	489	0	482	376	755	664	277	144	393	515	283	1206	307	823	563	0	0	0	0	0
Mogs	382.315789	897	0	207	0	436	256	0	0	229	249	0	598	217	577	1189	463	447	731	768	0
Fcf1	382.315789	135	0	0	0	0	89	0	0	0	0	0	266	0	179	1933	241	256	2040	2125	0
Arel1	382.315789	135	0	0	0	0	89	0	0	0	0	0	266	0	179	1933	241	256	2040	2125	0
Psme2b	382.052632	0	0	386	318	436	797	213	349	558	747	382	1183	450	1440	0	0	0	0	0	0
Stk38l	381.421053	487	142	302	0	258	169	0	0	0	305	0	788	0	683	816	0	0	1540	1757	0
Cfap77	381.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2658	0	0	2241	2340	0
Taf11	380.526316	551	0	374	297	863	543	360	0	328	559	95	1110	167	1017	637	151	0	0	178	0
Anks1	380.526316	551	0	374	297	863	543	360	0	328	559	95	1110	167	1017	637	151	0	0	178	0
Gm10406	379.842105	0	0	495	363	515	643	428	361	566	1045	351	1083	339	1028	0	0	0	0	0	0
Exosc6	379.578947	941	0	305	293	316	398	144	0	0	407	0	1058	0	910	1206	452	473	0	309	0
Zfp369	379.421053	432	0	135	0	242	149	128	0	170	217	0	558	0	373	2075	309	310	1010	1101	0
Urb1	379.421053	573	0	249	179	450	237	0	0	168	322	0	786	153	748	1788	317	356	360	523	0
Nde1	379.368421	663	0	241	134	497	471	197	0	332	350	0	949	283	950	1093	215	0	306	527	0
Marf1	379.368421	663	0	241	134	497	471	197	0	332	350	0	949	283	950	1093	215	0	306	527	0
Eif5a2	378.578947	101	0	556	426	464	746	279	235	452	630	207	980	295	698	452	0	0	293	379	0
Wdr73	378.473684	747	0	144	0	348	196	154	0	0	0	0	965	0	728	1906	756	621	272	354	0
Nmb	378.473684	747	0	144	0	348	196	154	0	0	0	0	965	0	728	1906	756	621	272	354	0
Alg13	378.052632	371	0	317	128	693	303	0	0	234	387	0	924	306	845	673	157	144	876	825	0
Mtfr1l	377.947368	493	0	335	174	306	472	168	0	313	394	0	1126	105	1009	1622	308	356	0	0	0
1110008P14Rik	377.631579	1070	0	452	0	654	387	248	0	252	457	226	1273	313	897	456	310	180	0	0	0
Oxnad1	377.421053	196	0	163	260	475	422	258	0	169	302	0	913	156	728	1061	140	270	770	888	0
Dph3	377.421053	196	0	163	260	475	422	258	0	169	302	0	913	156	728	1061	140	270	770	888	0
Umps	376.947368	414	0	297	166	336	398	109	0	199	303	0	675	267	353	1920	456	555	324	390	0
Polg	376.894737	247	0	176	84	335	315	117	0	120	344	0	786	106	817	853	156	204	1165	1336	0
Senp7	376.736842	560	0	273	0	375	268	0	0	261	242	0	742	124	595	1285	217	290	872	1054	0
Apeh	376.684211	474	0	314	123	437	380	142	0	176	285	0	1005	137	952	1563	497	450	0	222	0
Hsph1	376.578947	206	0	287	184	251	210	0	0	203	252	0	569	108	439	986	232	231	1303	1694	0
Gm3752	376.421053	0	0	493	519	589	641	316	297	628	699	453	1162	435	920	0	0	0	0	0	0
Fbxw9	376.052632	183	513	162	0	193	0	0	0	0	0	0	453	0	276	723	0	170	2286	2186	0
Oard1	376.000000	546	0	154	0	0	0	0	0	0	0	0	659	0	555	1188	307	388	1631	1716	0
Nfya	376.000000	546	0	154	0	0	0	0	0	0	0	0	659	0	555	1188	307	388	1631	1716	0
Rnpc3	375.578947	487	0	209	238	426	240	111	0	0	367	94	672	0	502	1415	198	326	873	978	0
Cpt1b	374.842105	233	0	114	59	130	120	98	0	115	79	0	677	0	208	1339	262	332	1719	1637	0
Chkb	374.842105	233	0	114	59	130	120	98	0	115	79	0	677	0	208	1339	262	332	1719	1637	0
Zbtb8os	374.631579	386	0	164	0	260	0	0	0	111	130	0	446	161	381	1330	527	362	1450	1410	0
Rbbp4	374.631579	386	0	164	0	260	0	0	0	111	130	0	446	161	381	1330	527	362	1450	1410	0
Slc30a7	374.368421	0	0	205	230	308	872	209	144	289	671	0	1129	154	1415	605	0	0	421	461	0
Extl2	374.368421	0	0	205	230	308	872	209	144	289	671	0	1129	154	1415	605	0	0	421	461	0
Adprhl2	374.263158	561	0	228	173	514	434	229	0	323	468	139	792	379	730	1347	252	335	207	0	0
Dhx34	374.157895	329	0	298	0	337	428	210	0	299	440	129	1212	186	1290	577	148	195	577	454	0
Psmd8	374.000000	775	0	180	165	208	267	122	0	157	167	0	713	0	1035	1137	233	232	781	934	0
Pdcd2	373.684211	476	0	172	203	429	474	143	110	176	322	0	841	0	620	1264	196	196	637	841	0
Nfx1	373.631579	414	0	304	182	394	464	129	0	253	433	0	721	180	712	1431	210	243	464	565	0
Selenos	373.000000	325	0	290	133	506	362	302	0	208	273	0	959	128	812	921	229	219	596	824	0
2010315B03Rik	372.578947	0	0	0	408	265	916	95	248	341	1157	105	705	270	1360	404	0	0	270	535	0
Polr2c	372.473684	699	0	366	248	397	395	191	0	350	429	0	849	0	681	1590	471	411	0	0	0
Atat1	372.263158	613	0	194	0	407	383	0	0	0	206	0	803	0	565	1218	250	225	1009	1200	0
Ccdc86	372.157895	274	0	0	0	0	0	0	0	0	0	0	338	0	260	1589	353	417	1806	2034	0
Otud5	371.894737	234	0	126	0	141	186	0	0	0	0	0	447	0	493	1343	271	276	1772	1777	0
Zfp563	371.736842	262	0	163	113	284	170	163	0	153	174	0	393	184	226	1216	191	298	1469	1604	0
Rbx1	371.210526	575	0	438	147	280	327	201	0	173	221	0	801	0	381	1314	402	241	873	679	0
Gm38396	371.105263	0	0	107	0	129	0	0	0	179	0	0	360	139	337	2378	471	506	1162	1283	0
Rnf31	370.736842	371	0	159	0	185	190	0	0	0	169	0	385	0	331	1934	563	338	1132	1287	0
Psme2	370.736842	371	0	159	0	185	190	0	0	0	169	0	385	0	331	1934	563	338	1132	1287	0
Nsun3	370.052632	208	0	282	94	306	363	87	0	188	398	0	699	181	666	998	261	249	1022	1029	0
Zfp709	369.894737	159	0	282	155	387	442	187	149	279	454	179	674	273	428	1181	375	342	459	623	0
Rnaseh1	369.157895	315	0	286	379	374	595	191	209	510	527	305	960	313	1096	770	0	184	0	0	0
Plpbp	369.105263	319	0	421	346	612	502	248	0	487	644	164	1347	178	967	503	118	157	0	0	0
Ubfd1	368.736842	343	0	204	174	220	332	129	122	101	409	0	670	0	467	1517	266	342	851	859	0
Ears2	368.736842	343	0	204	174	220	332	129	122	101	409	0	670	0	467	1517	266	342	851	859	0
Zfp612	368.421053	0	0	682	482	626	479	397	159	481	545	289	1319	452	1089	0	0	0	0	0	0
Arih1	368.210526	546	0	274	0	288	371	119	0	203	447	0	1045	124	753	672	237	126	816	975	0
Asmt	368.157895	330	0	363	294	281	313	384	216	395	411	325	365	317	506	539	642	540	376	398	0
Mkrn1	367.473684	274	0	307	200	377	317	144	113	281	241	140	829	280	706	1330	340	325	289	489	0
Anapc5	367.157895	112	0	165	0	264	134	0	0	169	158	0	337	237	289	604	0	122	2049	2336	0
Dym	366.842105	0	0	239	462	517	701	271	143	446	948	306	1169	376	921	324	0	0	0	147	0
Csgalnact2	366.631579	753	0	360	310	652	653	269	0	417	628	137	1074	241	1223	249	0	0	0	0	0
Tmbim6	366.105263	353	0	372	102	414	331	121	0	180	247	0	1079	149	712	882	189	0	931	894	0
Gfus	365.947368	0	0	207	0	193	292	108	0	0	147	0	793	0	465	1187	369	222	1382	1588	0
Katna1	365.684211	614	0	374	250	431	342	163	0	234	258	0	844	203	901	1566	224	416	0	128	0
Stmn3	365.526316	0	0	0	0	0	0	0	0	0	0	0	2279	0	2357	2309	0	0	0	0	0
Fiz1	365.473684	740	0	154	148	147	147	0	0	0	184	0	615	0	492	1796	430	408	735	948	0
Tbck	364.263158	171	0	250	148	439	188	128	0	179	317	0	525	0	585	1034	133	187	1253	1384	0
Aimp1	364.263158	171	0	250	148	439	188	128	0	179	317	0	525	0	585	1034	133	187	1253	1384	0
Trim50	364.210526	0	0	139	137	727	1143	0	224	649	1219	141	375	800	1366	0	0	0	0	0	0
Fkbp6	364.210526	0	0	139	137	727	1143	0	224	649	1219	141	375	800	1366	0	0	0	0	0	0
Lyrm7	363.894737	495	0	0	0	150	154	0	0	116	84	0	708	0	362	1015	212	136	1757	1725	0
Gtsf1	363.894737	0	0	280	373	688	696	172	215	629	862	283	757	406	1553	0	0	0	0	0	0
Zfp91	363.368421	0	0	0	0	0	0	0	0	0	0	0	181	0	0	981	259	160	2714	2609	0
Lpxn	363.368421	0	0	0	0	0	0	0	0	0	0	0	181	0	0	981	259	160	2714	2609	0
Gtpbp3	363.315789	0	0	146	0	147	0	0	0	0	68	0	312	186	231	1563	309	241	1730	1970	0
Clasp1	363.315789	230	0	0	0	0	0	0	0	0	0	0	242	0	92	1738	432	457	1881	1831	0
Ano8	363.315789	0	0	146	0	147	0	0	0	0	68	0	312	186	231	1563	309	241	1730	1970	0
Zfp790	363.105263	238	0	0	0	114	118	0	0	0	78	0	567	0	407	1846	305	396	1443	1387	0
Vac14	362.578947	591	0	573	444	377	325	223	184	366	433	182	1038	199	849	817	210	0	0	78	0
Atmin	362.473684	934	0	466	326	529	379	258	177	341	318	171	1263	361	897	467	0	0	0	0	0
Rab11b	362.315789	203	0	0	101	136	133	0	0	159	156	0	497	0	401	1260	300	248	1617	1673	0
Ccdc90b	361.947368	464	0	0	0	143	0	103	0	0	0	0	604	0	265	2141	449	353	1171	1184	0
Zfp58	361.842105	221	0	78	0	0	0	0	0	0	0	0	374	0	254	1886	446	326	1563	1727	0
Rlim	361.315789	196	0	209	0	248	294	0	0	113	0	0	767	0	851	1021	360	0	1340	1466	0
Eea1	361.315789	124	0	448	0	479	274	163	0	162	176	0	826	251	804	1094	239	282	767	776	0
Ctdp1	361.315789	429	0	397	143	528	351	194	260	315	369	179	673	201	740	459	0	0	647	980	0
1700067K01Rik	360.421053	0	353	0	0	0	0	0	0	0	0	0	119	0	0	1076	189	0	2482	2629	0
Hspa8	360.052632	667	0	260	163	286	307	206	0	282	212	0	1072	102	708	1393	336	365	227	255	0
Peak1	359.736842	514	0	317	0	247	280	0	0	105	348	0	692	158	549	480	0	189	1508	1448	0
Hmg20a	359.736842	514	0	317	0	247	280	0	0	105	348	0	692	158	549	480	0	189	1508	1448	0
Gtf3c2	359.052632	406	0	117	111	264	270	117	0	208	211	0	709	125	576	1366	363	223	881	875	0
Magoh	358.736842	260	0	0	0	0	0	0	0	0	0	0	202	0	155	1262	430	194	2053	2260	0
Topaz1	357.421053	0	0	239	511	643	827	154	237	677	897	235	754	462	1155	0	0	0	0	0	0
Pmch	357.210526	0	0	93	311	380	1102	103	340	403	1291	162	729	390	1483	0	0	0	0	0	0
Kif2c	356.736842	272	0	0	0	0	0	0	0	0	0	0	321	0	317	948	175	215	2194	2336	0
Incenp	356.578947	221	0	148	0	123	120	0	0	0	0	0	600	0	422	1358	297	313	1578	1595	0
Prorsd1	356.421053	481	0	402	245	623	538	209	0	462	479	216	960	276	906	626	129	220	0	0	0
Vps39	356.368421	208	988	166	0	279	139	140	0	216	160	0	608	0	321	1190	264	252	669	1171	0
Zfp930	356.315789	260	0	297	0	444	335	126	0	175	237	0	531	165	579	1201	280	229	950	961	0
Smarcad1	355.684211	659	0	318	210	316	360	191	0	226	481	140	766	169	721	1428	236	256	172	109	0
Frg2f1	355.315789	909	0	230	237	470	332	259	0	195	338	97	1022	275	765	1323	144	155	0	0	0
Foxj3	355.315789	909	0	230	237	470	332	259	0	195	338	97	1022	275	765	1323	144	155	0	0	0
Rabif	355.052632	655	0	269	136	520	540	321	0	231	633	0	1136	139	989	641	124	0	198	214	0
Hacd2	354.894737	183	0	244	0	364	174	119	0	215	154	0	678	167	587	1074	176	0	1167	1441	0
Zfp973	353.894737	462	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	263	2110	2415	0
Dpy19l3	353.631579	357	121	356	145	540	421	0	0	232	424	209	838	254	992	368	0	0	606	856	0
Per1	353.526316	234	0	0	0	156	0	0	0	0	0	0	628	0	546	1130	273	279	1652	1819	0
Phax	353.473684	356	0	0	106	243	190	0	0	128	247	0	390	0	426	1594	391	321	1162	1162	0
Iba57	353.473684	321	0	406	267	352	399	216	0	239	650	134	910	264	854	754	132	204	347	267	0
Aldh7a1	353.473684	356	0	0	106	243	190	0	0	128	247	0	390	0	426	1594	391	321	1162	1162	0
Zfp933	353.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737	210	252	2141	2375	0
Prepl	352.842105	371	0	234	0	230	174	103	0	261	341	0	602	116	595	598	245	0	1471	1363	0
Camkmt	352.842105	371	0	234	0	230	174	103	0	261	341	0	602	116	595	598	245	0	1471	1363	0
Nudcd1	352.210526	101	0	203	124	177	198	86	0	98	184	0	624	0	379	1099	176	319	1519	1405	0
Eny2	352.210526	101	0	203	124	177	198	86	0	98	184	0	624	0	379	1099	176	319	1519	1405	0
Ttc9c	352.000000	252	0	0	0	0	0	0	0	0	0	0	262	0	0	1930	255	253	1919	1817	0
Hnrnpul2	352.000000	252	0	0	0	0	0	0	0	0	0	0	262	0	0	1930	255	253	1919	1817	0
Arhgdia	352.000000	357	0	284	318	649	675	260	0	356	604	0	1242	277	1344	322	0	0	0	0	0
Terf2ip	351.789474	390	0	73	0	83	0	0	0	0	0	0	331	0	134	1466	496	480	1565	1666	0
Kars	351.789474	390	0	73	0	83	0	0	0	0	0	0	331	0	134	1466	496	480	1565	1666	0
Wdr45b	351.263158	488	0	352	383	514	561	194	0	280	430	172	1031	251	790	767	219	242	0	0	0
Kbtbd2	350.684211	438	309	260	447	441	427	207	204	366	596	313	766	463	722	704	0	0	0	0	0
Ppp2cb	349.736842	442	0	351	274	395	393	206	0	406	430	168	1073	161	1156	882	308	0	0	0	0
Mlf2	349.631579	753	0	185	163	423	404	117	0	232	347	114	964	164	854	1031	219	399	149	125	0
Sugt1	349.000000	162	0	319	0	277	258	205	0	169	237	0	540	145	593	936	320	227	1044	1199	0
Gm3411	348.684211	0	0	482	286	368	877	357	253	453	1103	262	674	437	1073	0	0	0	0	0	0
Sf3b1	348.631579	871	0	255	183	364	311	123	88	264	316	0	863	196	884	1031	341	421	0	113	0
Dclre1b	348.631579	749	0	199	148	133	323	0	0	233	253	0	671	108	387	1440	273	389	531	787	0
Ap4b1	348.631579	749	0	199	148	133	323	0	0	233	253	0	671	108	387	1440	273	389	531	787	0
