Target_genes	Ebf2|Average	SRX11005922|Adipocytes	SRX11005923|Adipocytes	SRX11005924|Adipocytes	SRX11005925|Adipocytes	SRX2676935|Brown_adipose_tissue	SRX2676936|Brown_adipose_tissue	SRX3070368|Brown_adipose_tissue	SRX3070369|Brown_adipose_tissue	SRX1357067|Brown_preadipocytes	SRX1357068|Brown_preadipocytes	SRX1357069|Brown_preadipocytes	SRX1357070|Brown_preadipocytes	SRX4054019|Embryoid_Bodies	SRX4054020|Embryoid_Bodies	SRX1706969|mESCs,_differentiated	SRX1706970|mESCs,_differentiated	SRX4054029|mESCs,_differentiated	SRX4054030|mESCs,_differentiated	STRING
0610010K14Rik	181.333333	104	125	159	132	0	0	0	0	80	0	0	0	295	177	831	459	371	531	0
Nanos2	181.222222	154	155	100	159	0	0	0	0	0	0	223	0	220	149	508	617	396	581	0
Mypop	181.222222	154	155	100	159	0	0	0	0	0	0	223	0	220	149	508	617	396	581	0
Chst7	181.222222	0	0	0	0	0	0	0	0	0	0	0	0	164	0	1800	1212	0	86	0
Sctr	181.111111	160	0	122	110	0	150	0	0	0	0	742	324	134	121	439	282	271	405	0
Nfasc	181.055556	0	0	0	0	0	0	0	0	0	0	0	0	595	337	688	700	279	660	0
Ccdc154	181.055556	0	0	0	0	0	0	0	0	0	0	0	0	451	276	1140	886	131	375	0
Nxn	181.000000	0	0	0	0	0	0	0	0	0	474	788	0	254	209	475	550	145	363	0
Mrpl28	181.000000	228	160	214	97	0	0	0	0	0	0	404	115	164	0	820	477	152	427	0
Spata31d1a	180.888889	418	463	503	390	322	1160	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpm2	180.833333	0	0	0	0	0	0	0	0	204	462	676	0	342	371	458	268	146	328	0
Trmt112	180.777778	165	152	157	139	0	0	0	0	0	0	320	0	231	0	964	728	101	297	0
Prdx5	180.777778	165	152	157	139	0	0	0	0	0	0	320	0	231	0	964	728	101	297	0
Wnk4	180.611111	0	0	0	0	0	0	0	0	223	481	1406	214	0	0	351	185	133	258	0
Parp4	180.611111	156	122	214	106	0	0	0	0	0	0	91	0	227	156	631	684	371	493	0
Cenpj	180.611111	156	122	214	106	0	0	0	0	0	0	91	0	227	156	631	684	371	493	0
Pax5	180.555556	0	0	0	0	0	0	0	0	0	0	0	0	461	388	769	568	428	636	0
Maoa	180.555556	0	0	0	0	0	0	0	0	0	308	471	0	147	157	888	733	172	374	0
Cldn1	180.555556	0	0	0	0	0	0	0	0	0	0	266	0	356	167	943	800	239	479	0
Bdkrb2	180.555556	328	343	271	210	0	340	0	0	0	0	423	0	0	0	524	324	248	239	0
Stk32c	180.444444	434	185	406	367	0	0	0	0	0	0	0	0	149	155	435	397	343	377	0
Ergic2	180.444444	206	151	152	107	0	0	0	0	76	0	252	0	141	250	614	634	219	446	0
Cxcl12	180.444444	136	0	0	0	0	0	0	0	0	138	770	0	111	0	702	531	406	454	0
Sebox	180.333333	0	0	0	0	0	0	0	0	0	0	271	0	0	0	1314	820	336	505	0
Exoc3l4	180.333333	0	0	0	0	0	0	0	0	0	118	273	0	142	92	1315	703	269	334	0
Cyp2w1	180.277778	0	0	0	0	0	0	0	0	0	0	0	0	157	150	1286	745	394	513	0
Josd1	180.222222	230	161	301	227	0	180	0	0	0	0	87	144	149	144	735	438	167	281	0
Errfi1	180.222222	0	0	0	0	0	0	0	0	81	0	337	97	232	201	692	1033	279	292	0
Smim15	180.166667	163	91	152	168	0	161	0	0	0	122	1497	256	0	0	284	194	0	155	0
Rap1gap2	180.166667	0	0	0	0	0	0	0	0	115	109	538	0	233	123	721	675	271	458	0
Olfr13	180.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085	1235	410	512	0
Cnga4	180.111111	493	363	297	308	0	262	0	0	0	0	843	185	0	0	190	197	0	104	0
Kctd3	180.055556	250	215	276	179	256	739	0	0	0	0	382	0	96	0	403	257	0	188	0
Tbc1d1	180.000000	0	0	0	0	0	0	0	0	0	99	93	0	370	273	1049	722	266	368	0
Cryba1	180.000000	0	0	0	0	0	0	0	0	0	0	0	0	384	371	613	680	424	768	0
Abcg2	180.000000	0	0	0	0	0	0	0	0	0	181	131	0	218	164	822	827	331	566	0
Tex14	179.944444	185	120	174	109	0	213	0	0	200	126	227	0	154	224	521	396	210	380	0
Spcs3	179.944444	0	0	0	0	0	0	0	0	0	0	165	0	0	0	1338	1446	131	159	0
Pspn	179.944444	182	119	137	163	0	0	0	0	0	0	143	0	194	206	516	490	336	753	0
Mos	179.944444	134	101	0	118	0	0	0	0	0	0	342	0	230	181	577	485	526	545	0
Gss	179.944444	155	0	103	118	0	0	0	0	0	113	289	0	268	122	770	507	334	460	0
Alkbh7	179.944444	182	119	137	163	0	0	0	0	0	0	143	0	194	206	516	490	336	753	0
Slc35a5	179.888889	230	157	0	177	0	340	0	232	0	0	796	259	0	0	358	235	167	287	0
C1d	179.888889	0	0	0	0	0	0	0	0	0	0	0	0	261	207	1164	773	376	457	0
Atg3	179.888889	230	157	0	177	0	340	0	232	0	0	796	259	0	0	358	235	167	287	0
Olfr1280	179.777778	0	0	0	0	0	0	0	0	0	0	0	0	919	307	491	459	486	574	0
Gnao1	179.777778	138	0	80	0	0	0	0	0	0	0	476	0	140	162	814	654	292	480	0
Habp2	179.666667	0	0	0	0	0	0	0	0	0	0	225	0	0	0	1424	941	260	384	0
Robo2	179.611111	0	0	0	0	0	0	0	0	0	0	0	0	152	0	1044	816	475	746	0
Fam234a	179.500000	187	198	182	134	0	146	0	0	0	0	255	0	532	323	445	402	131	296	0
Derl1	179.500000	355	153	232	204	0	0	0	110	0	0	296	0	0	132	591	397	344	417	0
Ccnt2	179.500000	98	0	0	0	0	0	0	184	0	0	215	0	185	147	784	683	325	610	0
Tyk2	179.444444	268	213	300	320	0	0	0	0	506	546	871	114	0	0	0	0	0	92	0
Nsf	179.444444	0	0	0	0	0	0	0	0	0	0	0	0	244	243	714	1003	468	558	0
Zfp850	179.388889	0	0	0	0	0	0	0	0	0	0	0	0	343	305	810	815	436	520	0
Prss45	179.388889	571	336	354	279	294	306	0	0	0	0	889	200	0	0	0	0	0	0	0
Myom3	179.388889	0	0	0	0	0	0	0	0	0	0	198	0	123	147	1270	924	215	352	0
Ahctf1	179.333333	189	99	151	205	0	0	0	0	0	0	203	0	194	224	771	485	268	439	0
Rfx2	179.277778	160	0	0	0	0	0	0	146	0	0	254	101	271	160	464	510	511	650	0
Des	179.222222	113	0	84	71	287	595	0	0	0	0	416	80	0	0	1199	381	0	0	0
Grik4	179.111111	0	0	0	0	0	0	0	0	190	0	0	0	277	0	1106	755	328	568	0
Muc1	179.055556	0	129	248	0	0	0	0	0	0	0	110	100	350	397	402	608	410	469	0
Vax1	178.944444	0	0	0	0	0	0	0	0	0	0	0	0	199	180	1056	1146	335	305	0
Ppef2	178.888889	0	0	0	0	0	170	0	0	0	0	401	0	299	189	853	718	173	417	0
Pkn1	178.888889	282	334	224	233	0	172	0	0	0	0	343	255	98	145	288	391	185	270	0
Fam89b	178.888889	227	162	249	168	0	0	0	0	166	387	880	75	0	0	355	225	184	142	0
Ehbp1l1	178.888889	227	162	249	168	0	0	0	0	166	387	880	75	0	0	355	225	184	142	0
Tfeb	178.833333	149	0	0	0	0	0	0	0	205	0	172	95	524	311	507	538	278	440	0
Rgs17	178.833333	0	0	0	0	0	0	0	0	0	0	0	0	130	183	1191	1051	262	402	0
Lep	178.833333	402	291	383	383	219	906	0	0	0	0	110	138	0	0	171	89	0	127	0
Gstm1	178.777778	253	135	188	125	0	327	0	70	0	228	1281	382	0	0	84	0	0	145	0
Ppp1r21	178.722222	268	186	164	286	0	0	0	0	0	0	367	0	154	146	574	451	295	326	0
Fosl2	178.666667	121	141	0	0	0	307	0	0	0	221	797	131	266	239	364	340	81	208	0
Tmem100	178.555556	156	0	0	0	0	0	0	0	0	176	877	0	189	0	827	470	173	346	0
Ppp2r5b	178.500000	230	245	221	362	0	0	0	0	0	0	199	0	156	66	564	644	256	270	0
Septin12	178.277778	267	310	256	233	0	320	0	0	0	185	486	375	294	283	200	0	0	0	0
Prpf40b	178.222222	0	0	0	0	0	0	0	0	0	196	802	113	309	130	522	380	270	486	0
Fam186b	178.222222	0	0	0	0	0	0	0	0	0	196	802	113	309	130	522	380	270	486	0
Snrpn	178.111111	0	0	0	0	0	0	0	0	0	0	0	0	529	295	431	434	699	818	0
Lamp1	178.111111	435	407	397	309	201	376	0	0	0	0	447	242	0	0	116	191	0	85	0
Zfp335	178.055556	158	121	104	0	0	0	0	0	0	0	141	129	154	266	698	531	313	590	0
Usp21	178.055556	124	150	113	103	0	0	0	0	0	0	0	0	311	229	576	604	432	563	0
Rbbp9	178.055556	246	162	268	203	0	0	0	0	0	0	0	0	0	222	763	406	327	608	0
Pds5b	178.055556	0	0	0	0	0	0	0	115	116	134	268	77	373	138	945	561	178	300	0
Ssbp4	178.000000	144	0	110	150	0	0	0	0	0	0	266	0	533	161	379	498	359	604	0
Nmnat2	178.000000	0	0	0	0	0	0	0	0	0	0	229	0	335	151	1121	663	162	543	0
Ilvbl	178.000000	150	161	144	224	0	0	0	0	0	120	191	0	0	0	887	454	271	602	0
Smad7	177.888889	294	185	230	173	129	301	0	0	0	0	525	245	0	0	545	313	0	262	0
1700025G04Rik	177.888889	0	0	0	0	0	0	0	0	0	165	907	102	109	0	578	713	306	322	0
Tet3	177.722222	0	0	0	0	0	235	0	0	0	215	1115	297	173	129	329	319	207	180	0
Rora	177.722222	0	0	0	0	0	0	0	0	0	0	0	0	184	201	1321	804	307	382	0
Prkag3	177.722222	233	143	138	0	0	0	0	0	0	0	112	0	163	166	807	668	253	516	0
Mef2a	177.666667	0	0	0	0	0	0	0	0	0	0	386	0	340	116	652	779	411	514	0
Bsg	177.666667	171	111	232	169	85	228	0	237	0	128	242	290	148	145	257	401	123	231	0
Ddx20	177.555556	138	0	198	0	0	0	0	89	0	105	447	120	112	159	593	535	317	383	0
Snai1	177.500000	0	0	0	0	0	0	0	0	120	0	276	0	1042	733	313	284	203	224	0
Ten1	177.444444	174	0	0	116	0	0	0	365	0	0	536	0	230	101	310	528	336	498	0
Apoa1	177.444444	0	122	93	0	0	174	0	0	0	0	461	173	141	0	755	681	277	317	0
Acox1	177.444444	174	0	0	116	0	0	0	365	0	0	536	0	230	101	310	528	336	498	0
Mybphl	177.388889	0	0	0	0	0	0	0	0	0	0	0	0	699	364	669	549	368	544	0
Sp2	177.333333	164	174	119	164	0	152	0	0	124	131	525	153	158	0	630	328	162	208	0
Phpt1	177.166667	296	212	199	209	0	163	0	0	0	0	925	332	0	0	332	274	96	151	0
Ikzf4	177.166667	130	0	151	136	0	0	0	0	0	0	198	0	281	129	813	642	225	484	0
Plcg1	177.111111	128	0	0	89	0	0	0	0	0	0	632	0	233	122	822	585	230	347	0
Afap1	177.111111	102	0	83	0	0	0	0	0	0	0	715	0	0	87	494	614	407	686	0
Cnmd	177.055556	0	0	0	0	0	0	0	0	0	0	0	0	223	172	1486	1198	0	108	0
Ankrd9	177.055556	235	125	140	0	0	400	0	0	0	0	0	0	128	0	1130	562	165	302	0
Ttc12	177.000000	164	168	305	247	0	164	0	0	0	0	442	0	181	102	436	374	200	403	0
Ginm1	176.888889	188	0	0	0	0	304	0	0	0	0	931	212	155	0	486	431	180	297	0
Atf2	176.777778	281	135	179	238	0	0	0	84	0	0	145	0	209	130	511	461	331	478	0
Prdm13	176.722222	0	0	0	0	0	0	0	0	0	0	167	0	303	202	1094	685	268	462	0
Lmnb2	176.722222	380	295	318	275	0	252	0	0	0	0	99	128	114	78	389	370	167	316	0
Heatr6	176.666667	144	0	0	0	0	0	0	0	0	0	245	0	328	177	491	725	394	676	0
Cer1	176.666667	244	179	256	168	0	135	0	0	0	141	902	163	0	94	435	185	0	278	0
Tdp2	176.611111	95	0	0	0	0	0	0	0	0	0	107	0	331	164	659	742	507	574	0
Rhbdd3	176.611111	203	0	104	0	0	0	0	0	0	0	251	0	345	143	455	430	534	714	0
Gal3st1	176.611111	0	0	0	0	0	0	0	0	0	0	0	0	147	0	1313	833	340	546	0
Ewsr1	176.611111	203	0	104	0	0	0	0	0	0	0	251	0	345	143	455	430	534	714	0
Acot13	176.611111	95	0	0	0	0	0	0	0	0	0	107	0	331	164	659	742	507	574	0
Tymp	176.500000	143	153	122	83	0	133	0	0	0	0	567	0	85	129	830	626	102	204	0
Ttc37	176.444444	200	156	150	111	0	0	0	0	0	0	246	110	240	210	631	539	237	346	0
Mok	176.444444	349	172	374	233	0	0	0	0	183	98	184	108	345	279	187	280	132	252	0
Arsk	176.444444	200	156	150	111	0	0	0	0	0	0	246	110	240	210	631	539	237	346	0
Tmtc1	176.388889	196	117	210	0	0	104	0	0	0	0	362	0	283	296	566	529	273	239	0
Hey2	176.277778	0	0	0	0	0	0	0	0	0	0	356	119	257	118	1194	603	187	339	0
Crebl2	176.277778	191	180	184	113	0	0	0	0	0	0	234	76	211	175	532	515	324	438	0
Ccdc107	176.277778	458	305	351	236	0	0	0	0	97	0	215	0	209	0	401	395	170	336	0
Dync1i2	176.222222	226	167	184	180	0	0	0	0	0	0	0	0	292	241	484	615	365	418	0
Mindy4	176.000000	274	261	303	171	0	0	0	0	0	168	339	0	97	94	558	284	213	406	0
Pde1c	175.833333	0	0	0	0	0	213	0	0	0	0	228	0	363	228	573	636	343	581	0
H3f3b	175.777778	147	99	126	166	0	0	0	0	154	209	290	0	191	88	603	477	315	299	0
Eml6	175.777778	162	235	220	244	0	150	0	0	0	0	672	0	0	0	641	590	0	250	0
Lhfpl1	175.722222	0	0	0	0	0	0	0	0	0	242	0	0	0	0	1593	961	112	255	0
Gkap1	175.722222	0	0	0	0	0	0	0	0	0	86	395	0	219	168	851	744	252	448	0
Aftph	175.722222	0	0	0	0	0	0	0	0	0	0	174	0	225	173	854	660	384	693	0
Zfp609	175.666667	0	0	0	0	0	0	0	0	0	99	287	0	245	125	763	839	323	481	0
Mapk7	175.666667	384	237	261	180	0	0	0	0	0	0	0	85	220	182	545	485	262	321	0
Rplp2	175.611111	245	120	0	0	0	228	0	182	0	0	918	139	0	0	469	252	193	415	0
Hadh	175.611111	0	0	0	77	0	0	0	0	0	0	688	138	0	0	1040	1026	0	192	0
Septin4	175.555556	104	0	0	106	0	0	0	0	0	0	168	0	284	240	564	769	388	537	0
C5ar2	175.555556	479	414	469	544	0	150	0	0	0	177	443	0	0	0	214	141	0	129	0
Kcna6	175.444444	0	0	0	0	0	0	0	0	0	0	0	0	165	159	1460	708	340	326	0
Rasgef1b	175.388889	0	0	0	0	0	0	0	0	0	211	441	0	252	237	612	646	327	431	0
Nphs1	175.388889	0	0	0	0	0	0	0	0	0	0	138	0	592	361	791	632	247	396	0
Kirrel2	175.388889	0	0	0	0	0	0	0	0	0	0	138	0	592	361	791	632	247	396	0
Ccdc50	175.388889	0	155	166	154	0	150	0	0	135	254	1169	220	0	0	326	169	0	259	0
Tkt	175.333333	456	294	434	318	283	751	0	0	0	130	410	80	0	0	0	0	0	0	0
Slc2a5	175.333333	423	338	410	258	0	126	0	0	0	0	201	96	0	0	617	255	0	432	0
Ralb	175.333333	271	213	184	121	0	0	0	126	0	0	236	0	230	268	370	483	254	400	0
Ddx50	175.333333	0	0	0	0	0	93	0	0	0	0	203	0	174	0	785	674	564	663	0
Mlst8	175.277778	183	217	114	194	0	0	0	0	73	0	389	0	94	108	421	676	284	402	0
Rcor2	175.222222	0	0	0	0	0	0	0	0	0	211	263	0	307	267	957	715	178	256	0
Pradc1	175.166667	100	131	0	86	0	0	0	0	0	0	71	0	141	230	600	510	596	688	0
Ksr2	175.166667	0	0	0	0	0	0	0	0	0	0	0	0	300	209	1149	993	199	303	0
Itpr2	175.166667	139	160	0	0	0	109	0	0	0	206	654	118	215	130	676	366	125	255	0
Cct7	175.166667	100	131	0	86	0	0	0	0	0	0	71	0	141	230	600	510	596	688	0
Sco2	175.055556	143	127	122	83	0	133	0	0	0	0	567	0	85	129	830	626	102	204	0
Snrpa	174.944444	124	129	117	104	0	0	0	0	0	0	225	0	201	89	704	796	293	367	0
Plekha7	174.944444	0	0	0	0	0	0	0	0	0	0	138	0	291	202	1155	570	288	505	0
BC024978	174.944444	124	129	117	104	0	0	0	0	0	0	225	0	201	89	704	796	293	367	0
AI987944	174.833333	89	165	0	194	0	0	0	0	0	0	0	0	157	103	737	606	449	647	0
Tmem273	174.777778	0	0	0	0	0	0	0	0	181	189	0	0	0	0	1691	949	0	136	0
Gata3	174.777778	0	0	0	0	0	0	0	0	0	0	0	0	309	280	1135	744	203	475	0
Stat5b	174.722222	0	0	0	0	0	0	0	0	0	0	189	0	357	209	682	888	331	489	0
Marchf10	174.722222	0	0	0	0	0	0	0	0	0	0	0	0	379	235	532	895	636	468	0
Edrf1	174.722222	155	157	117	159	0	0	0	0	0	0	112	0	304	116	524	527	390	584	0
Nudt3	174.666667	357	286	286	323	0	161	0	0	0	0	254	0	0	0	740	538	0	199	0
Cxxc5	174.666667	0	0	0	0	0	0	0	0	0	0	347	0	350	210	908	627	224	478	0
Arl6	174.666667	276	216	265	134	0	0	0	100	0	0	103	0	204	154	443	398	410	441	0
Gimap6	174.611111	685	539	526	480	0	149	0	0	0	0	0	0	0	0	392	179	0	193	0
Ptrhd1	174.555556	170	187	180	184	0	0	0	0	0	0	88	0	64	124	764	623	232	526	0
Cenpo	174.555556	170	187	180	184	0	0	0	0	0	0	88	0	64	124	764	623	232	526	0
Ttc1	174.444444	143	0	148	0	0	0	0	0	0	0	257	0	237	148	827	668	255	457	0
Sgsm3	174.444444	0	0	0	0	0	0	0	0	0	0	0	0	328	238	1206	831	204	333	0
Thra	174.388889	0	160	0	167	0	0	0	0	0	126	317	0	323	252	419	463	353	559	0
Ms4a6b	174.388889	0	0	0	0	0	0	0	0	0	0	0	0	231	126	1429	790	121	442	0
Dpysl4	174.388889	0	0	0	0	0	0	0	0	0	0	0	0	337	165	720	802	397	718	0
Cdh4	174.388889	0	0	0	0	0	0	0	0	0	0	0	0	371	138	860	682	370	718	0
Chrna5	174.277778	0	0	0	0	0	0	0	0	0	0	0	0	130	0	1033	1310	264	400	0
Usp36	174.222222	224	203	183	123	0	0	0	127	105	0	204	106	208	142	375	537	186	413	0
Cdca7	174.166667	116	0	0	0	0	0	0	0	0	0	0	0	0	0	1596	1048	74	301	0
Kif21a	174.111111	0	0	0	0	0	0	0	0	0	0	187	0	305	190	698	788	324	642	0
Fmo1	174.111111	182	0	0	0	0	286	0	0	0	0	239	163	267	221	1100	525	0	151	0
Trp53inp2	174.000000	0	0	0	0	0	0	0	0	0	0	116	0	0	0	1518	1291	107	100	0
Tmem134	174.000000	240	120	209	173	0	0	0	0	197	93	404	0	141	0	407	490	217	441	0
Marveld2	174.000000	0	0	0	0	0	0	0	0	0	0	0	0	228	213	1235	784	177	495	0
Aip	174.000000	240	120	209	173	0	0	0	0	197	93	404	0	141	0	407	490	217	441	0
Vps35l	173.888889	115	0	165	0	0	0	0	0	0	0	161	0	193	178	1117	578	177	446	0
Polg2	173.888889	461	429	435	442	0	0	0	0	0	0	218	0	0	153	285	177	134	396	0
Sytl2	173.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387	1431	131	179	0
Cdk18	173.666667	0	0	0	0	0	0	0	0	0	0	0	0	212	115	1273	777	313	436	0
Arih1	173.666667	203	150	191	143	0	0	0	85	126	0	162	0	165	143	476	517	306	459	0
Thnsl1	173.611111	720	502	574	703	0	0	0	0	0	0	0	0	105	107	108	141	0	165	0
Prrg4	173.611111	0	0	0	0	0	0	0	0	0	0	0	0	373	153	851	586	531	631	0
Enkur	173.611111	720	502	574	703	0	0	0	0	0	0	0	0	105	107	108	141	0	165	0
Ccdc174	173.555556	201	119	233	180	0	0	0	0	0	0	200	0	0	193	778	639	237	344	0
Zfp142	173.500000	206	126	234	129	0	313	0	108	0	0	939	179	0	0	211	258	140	280	0
Cdc42bpa	173.500000	135	0	0	0	0	0	0	0	0	0	214	0	383	144	995	729	214	309	0
Bcs1l	173.500000	206	126	234	129	0	313	0	108	0	0	939	179	0	0	211	258	140	280	0
Ankrd37	173.500000	0	124	0	0	0	162	0	0	0	0	151	0	215	0	697	760	446	568	0
Trim39	173.388889	0	0	0	0	0	0	0	0	0	0	270	0	368	135	674	774	375	525	0
Smim13	173.388889	165	108	133	151	0	0	0	0	0	0	139	0	226	208	652	469	349	521	0
Klhl35	173.388889	0	0	0	0	0	0	0	0	0	0	0	0	112	0	925	816	610	658	0
Capn9	173.388889	399	333	378	260	0	621	0	138	0	0	680	187	0	0	125	0	0	0	0
Agt	173.388889	399	333	378	260	0	621	0	138	0	0	680	187	0	0	125	0	0	0	0
Spns2	173.333333	0	0	0	0	0	0	0	0	0	0	0	0	647	302	548	734	408	481	0
Mcub	173.277778	0	0	0	0	0	0	0	0	0	0	132	0	471	297	395	441	430	953	0
Ccl22	173.277778	0	199	0	0	120	358	0	0	0	0	1068	0	0	0	784	275	112	203	0
Gdpd5	173.055556	196	0	0	0	0	193	0	0	0	0	139	0	334	153	830	617	162	491	0
Zfyve1	173.000000	247	193	178	138	0	116	0	0	0	0	103	0	160	152	788	553	148	338	0
Zfp592	172.944444	118	120	127	0	0	131	0	0	0	0	482	235	252	137	574	423	161	353	0
Slc44a1	172.944444	0	0	0	0	0	0	0	0	0	0	133	0	0	0	1251	978	398	353	0
Grhpr	172.944444	101	104	94	143	0	0	0	0	0	0	971	285	158	144	393	272	250	198	0
Cxadr	172.888889	273	157	261	213	0	0	0	0	0	0	0	0	350	247	383	539	243	446	0
Trim32	172.833333	0	0	0	0	0	0	0	0	0	0	379	0	251	160	739	776	229	577	0
Thg1l	172.833333	342	258	316	277	0	280	0	0	0	0	0	0	0	0	454	678	193	313	0
Irgc1	172.833333	293	327	247	239	0	0	0	0	182	337	573	0	0	0	247	239	193	234	0
Mafa	172.777778	0	0	0	0	0	0	0	0	110	0	213	0	413	382	631	359	446	556	0
Iqschfp	172.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	834	634	695	0
Iqcj	172.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	834	634	695	0
Usp53	172.611111	0	0	0	0	0	0	0	0	0	0	508	0	345	250	831	521	285	367	0
Dop1b	172.611111	98	196	144	176	0	309	0	0	0	0	159	0	280	169	636	412	218	310	0
Spryd7	172.500000	125	0	0	0	0	0	0	144	0	0	153	0	262	180	553	625	467	596	0
C1qtnf6	172.444444	299	223	224	153	0	0	0	0	204	315	403	157	200	0	559	214	0	153	0
Ttll7	172.388889	0	0	0	0	0	0	0	0	0	0	0	0	454	320	626	723	393	587	0
Lzts2	172.388889	0	0	0	0	0	0	0	0	0	173	487	0	260	166	828	616	283	290	0
Scn3b	172.277778	0	0	0	0	0	0	0	0	0	0	0	0	229	432	635	876	387	542	0
Nbeal2	172.277778	142	0	0	0	0	0	0	0	0	0	122	0	458	205	845	782	291	256	0
Mthfd1	172.277778	101	0	0	117	0	0	0	0	0	0	238	0	296	119	895	634	302	399	0
Greb1	172.277778	0	0	0	0	0	0	0	0	0	0	0	0	227	176	736	761	489	712	0
Folh1	172.277778	0	0	0	0	0	0	0	0	0	0	535	100	126	0	1159	593	118	470	0
Ccdc12	172.277778	142	0	0	0	0	0	0	0	0	0	122	0	458	205	845	782	291	256	0
Zbtb6	172.222222	196	0	0	110	0	0	0	0	0	0	0	0	354	153	891	735	218	443	0
Ypel5	172.222222	281	245	245	208	0	145	0	0	0	0	193	286	0	0	1101	279	0	117	0
Ppp1r3b	172.166667	0	0	0	0	0	160	0	290	0	123	670	214	0	94	493	581	196	278	0
Cnr1	172.166667	0	0	0	0	0	0	0	0	0	0	241	0	299	147	722	552	586	552	0
Insc	172.111111	0	0	0	0	0	0	0	0	0	0	0	0	1532	681	0	141	335	409	0
Angptl8	172.111111	284	152	201	205	287	1060	0	0	0	0	630	279	0	0	0	0	0	0	0
Zfp622	172.000000	232	0	0	0	0	304	0	0	0	0	274	80	129	0	765	607	295	410	0
Zfp597	172.000000	177	139	106	159	0	0	0	0	0	0	182	0	275	250	546	569	387	306	0
Map1lc3b	171.944444	185	124	196	0	0	80	0	0	102	0	490	157	144	156	635	408	184	234	0
Mamdc4	171.833333	296	212	199	209	0	163	0	0	0	0	925	332	0	0	332	274	0	151	0
Cpeb1	171.833333	0	0	0	0	0	0	0	0	0	0	237	0	249	143	1109	668	324	363	0
Spag7	171.777778	251	210	177	216	0	0	0	0	0	0	107	51	265	126	539	406	391	353	0
Dnajb12	171.777778	128	113	196	194	0	169	0	297	0	0	907	347	0	0	247	147	185	162	0
Yy1	171.722222	0	0	0	0	0	0	0	145	0	0	370	0	0	254	722	705	425	470	0
Tspear	171.722222	0	0	0	0	0	0	0	0	0	126	182	0	311	195	1276	837	0	164	0
Allc	171.666667	0	0	0	0	0	0	0	0	0	0	124	0	0	0	954	799	525	688	0
Zfp407	171.555556	0	0	178	0	0	0	0	0	0	0	329	0	213	151	819	728	232	438	0
Sos1	171.555556	113	117	0	143	0	0	0	0	0	160	227	109	136	0	646	557	454	426	0
Olfr735	171.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	1032	259	489	0
Atp6v0d1	171.555556	189	103	156	250	0	0	0	0	0	0	120	86	171	80	907	673	202	151	0
Agrp	171.555556	189	103	156	250	0	0	0	0	0	0	120	86	171	80	907	673	202	151	0
Fbxo11	171.444444	0	0	0	0	0	0	0	0	0	0	222	88	283	277	740	785	234	457	0
Mapk10	171.388889	0	0	0	0	0	0	0	0	0	0	0	0	549	340	729	773	254	440	0
Dnajc27	171.388889	133	136	180	0	0	0	0	0	0	0	0	0	180	85	795	671	374	531	0
Efr3b	171.333333	0	0	0	0	0	0	0	0	0	0	183	0	376	252	772	588	412	501	0
Syde2	171.277778	150	0	0	0	0	0	0	0	0	0	949	102	190	165	617	412	173	325	0
Rnase4	171.277778	344	144	163	151	0	265	0	0	153	0	1061	278	0	0	242	119	0	163	0
Ang	171.277778	344	144	163	151	0	265	0	0	153	0	1061	278	0	0	242	119	0	163	0
Serpini1	171.222222	163	115	137	119	0	0	0	0	0	0	218	0	214	0	677	493	421	525	0
Pdcd10	171.222222	163	115	137	119	0	0	0	0	0	0	218	0	214	0	677	493	421	525	0
H1f10	171.222222	0	0	0	0	0	0	0	0	0	0	104	0	370	160	915	752	290	491	0
Scaper	171.111111	0	0	0	0	0	0	0	0	0	0	0	0	327	284	1053	577	405	434	0
Raet1e	171.055556	0	0	0	0	0	0	0	0	0	0	245	0	0	0	998	951	137	748	0
Coro2a	171.000000	0	0	0	0	0	0	0	0	0	0	0	0	137	90	1248	1014	165	424	0
Ezh2	170.888889	0	0	110	129	0	0	0	0	0	0	492	0	540	415	445	414	157	374	0
Grk3	170.833333	412	246	303	227	147	388	0	0	0	0	0	0	0	0	532	498	188	134	0
Ush2a	170.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	155	1621	1136	94	68	0
Ngf	170.722222	0	0	0	0	0	0	0	0	0	111	259	0	180	0	964	911	223	425	0
Shf	170.666667	0	0	0	0	0	0	0	0	0	0	244	0	0	127	649	723	484	845	0
Efcab1	170.611111	0	0	0	0	0	0	0	0	0	0	494	0	231	182	384	972	362	446	0
Ccna2	170.555556	233	240	0	0	0	0	0	0	0	0	163	123	195	126	731	417	319	523	0
Stk33	170.500000	0	0	0	0	0	0	0	0	0	0	0	0	527	312	670	616	356	588	0
Smagp	170.500000	228	0	0	113	0	0	0	0	0	0	210	0	367	259	848	495	177	372	0
Psd3	170.500000	0	0	0	0	0	0	0	0	0	0	0	0	228	207	880	749	468	537	0
Cdc34	170.500000	341	236	272	242	0	0	0	0	0	0	359	81	345	196	279	327	139	252	0
