Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX197273|Macrophages	SRX197274|Macrophages	SRX197275|Macrophages	SRX197276|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX9311781|Macrophages	SRX9311782|Macrophages	SRX9311783|Macrophages	SRX9311784|Macrophages	SRX9311785|Macrophages	SRX9311786|Macrophages	SRX9311787|Macrophages	SRX9311788|Macrophages	SRX9311789|Macrophages	SRX9311790|Macrophages	SRX9311791|Macrophages	SRX9311792|Macrophages	SRX9311793|Macrophages	SRX9311794|Macrophages	SRX9311795|Macrophages	SRX9311796|Macrophages	SRX9311797|Macrophages	SRX9311798|Macrophages	SRX9311799|Macrophages	SRX9311800|Macrophages	SRX9311801|Macrophages	SRX9311802|Macrophages	SRX9311803|Macrophages	SRX9311804|Macrophages	SRX9311885|Macrophages	SRX9311886|Macrophages	SRX9311887|Macrophages	SRX9311888|Macrophages	SRX9311889|Macrophages	SRX9311890|Macrophages	SRX9311891|Macrophages	SRX9311892|Macrophages	SRX832470|Naive_T_cells	SRX832476|Naive_T_cells	SRX12379720|RAW_264.7	SRX12379721|RAW_264.7	SRX12379722|RAW_264.7	SRX12379723|RAW_264.7	SRX12379724|RAW_264.7	SRX12379725|RAW_264.7	SRX12379726|RAW_264.7	SRX12379742|RAW_264.7	SRX12379743|RAW_264.7	SRX12379744|RAW_264.7	SRX12379745|RAW_264.7	SRX12379844|RAW_264.7	SRX12379845|RAW_264.7	SRX12379846|RAW_264.7	SRX12379847|RAW_264.7	SRX12379848|RAW_264.7	SRX12379849|RAW_264.7	SRX12379850|RAW_264.7	SRX12379851|RAW_264.7	SRX12379867|RAW_264.7	SRX13208232|RAW_264.7	SRX13208233|RAW_264.7	SRX13208234|RAW_264.7	SRX13208235|RAW_264.7	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Matr3	82.295775	0	345	191	716	1226	1094	0	0	0	0	260	121	211	144	112	120	0	0	0	0	0	0	0	0	0	0	0	0	71	0	94	98	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	200	0	95	107	0
Irf5	82.253521	0	178	102	131	116	197	0	0	89	288	476	245	417	189	174	367	0	0	94	91	0	161	0	90	0	166	230	514	0	133	171	270	0	0	134	181	0	0	0	0	0	0	0	175	73	0	0	205	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cald1	82.140845	0	309	414	671	858	1414	150	499	0	0	682	224	0	0	316	128	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4951	82.070423	0	632	704	766	745	961	141	137	0	0	672	260	391	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl8	82.056338	0	252	132	164	162	281	0	0	0	80	241	121	146	112	150	127	0	0	0	124	0	0	193	131	0	0	0	359	0	0	244	430	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	539	0	201	206	0
Noxo1	82.028169	0	153	0	145	95	256	0	0	0	88	1163	468	610	106	237	343	0	0	0	0	115	0	143	0	0	0	0	281	127	141	237	452	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	249	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfer	82.028169	0	153	0	145	95	256	0	0	0	88	1163	468	610	106	237	343	0	0	0	0	115	0	143	0	0	0	0	281	127	141	237	452	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	249	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cndp2	82.000000	0	175	145	271	0	194	0	138	0	0	1272	401	753	150	143	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	273	0	654	552	0
Ago4	81.943662	0	333	0	168	0	0	0	0	161	398	769	235	588	159	201	414	0	0	0	162	196	165	132	155	0	176	152	434	0	0	131	300	0	0	0	0	0	0	0	0	0	0	0	85	129	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc20a1	81.929577	0	0	0	0	0	0	0	0	0	247	735	159	359	161	111	138	0	0	0	0	97	137	0	0	0	0	106	268	0	0	95	220	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	1116	213	0	142	0
Sema4d	81.915493	0	0	0	244	132	147	0	0	165	340	788	187	501	191	203	294	0	0	0	0	0	0	0	0	0	141	127	349	0	77	305	317	70	0	0	0	0	0	0	0	0	0	0	169	106	0	0	276	217	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	139	153	0
Fbxw4	81.873239	0	668	332	544	909	814	0	0	0	0	650	236	371	97	132	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	303	0	0	0	0
Dapk3	81.845070	0	0	0	0	0	0	0	0	156	193	872	166	731	298	192	210	179	0	128	84	111	63	120	0	0	84	123	247	132	0	370	245	97	0	124	211	0	0	97	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	129	0	127	103	0
Atp6v0b	81.845070	0	0	0	0	0	0	0	0	0	0	149	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2375	2106	852	0	92	0
Nfx1	81.802817	0	0	0	0	0	0	0	0	0	143	488	0	270	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	142	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490	287	332	1444	781	0
Ptbp3	81.718310	0	679	442	648	858	594	0	0	0	0	603	230	333	214	0	160	0	0	0	0	0	0	0	124	0	0	0	0	108	0	164	189	0	0	148	98	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
Mamstr	81.619718	0	973	481	192	119	151	0	0	81	199	842	265	646	230	0	134	0	0	0	0	0	0	0	0	0	0	0	320	0	0	157	146	0	0	0	0	0	0	0	0	0	0	0	159	140	0	0	245	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
Wdr86	81.591549	0	321	365	832	1074	1093	0	0	0	0	899	242	367	0	157	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	119	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra2	81.577465	0	250	121	127	171	134	0	0	176	168	914	396	629	261	179	427	0	0	0	207	0	0	95	186	0	152	218	399	0	0	169	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5a	81.126761	0	521	349	326	465	343	0	0	0	0	1144	285	683	131	235	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	105	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	86	0	0	0	0
H2az1	81.042254	0	177	0	169	149	0	0	0	0	107	1019	336	883	334	0	182	0	0	0	0	0	0	0	280	0	0	0	538	0	0	112	412	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	138	0	187	155	0
Mfsd1	81.028169	0	0	0	0	0	0	0	0	0	0	241	0	379	133	0	111	0	0	0	0	0	0	0	0	0	0	0	186	0	0	213	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1736	1663	708	0	206	0
Atp2c1	80.985915	0	308	387	521	807	689	0	0	0	0	1052	376	303	0	127	136	0	0	0	0	0	0	0	121	0	0	0	272	0	0	117	120	97	0	184	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf7	80.788732	0	109	0	0	0	0	0	0	146	211	1364	345	1264	319	117	181	0	0	0	0	0	0	0	0	0	153	114	346	0	0	146	243	0	0	0	138	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	231	0
Cebpz	80.788732	0	109	0	0	0	0	0	0	146	211	1364	345	1264	319	117	181	0	0	0	0	0	0	0	0	0	153	114	346	0	0	146	243	0	0	0	138	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	231	0
Eef2k	80.704225	0	354	469	821	928	489	0	132	0	0	1032	332	98	0	0	101	0	0	0	92	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	187	0	0	0	0
Plpp1	80.690141	0	0	0	0	0	0	0	0	0	0	1658	711	1138	321	144	194	0	0	0	0	0	0	110	0	0	0	156	353	0	0	209	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Ccdc32	80.676056	0	238	243	283	168	136	0	0	0	0	1484	142	936	0	0	0	0	0	0	0	0	0	0	0	0	0	178	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	429	0	0	452	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps54	80.661972	0	219	0	290	611	504	0	131	0	0	1136	289	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	493	993	424	0
Lsm4	80.661972	0	315	175	371	339	401	0	0	0	0	566	0	305	0	0	149	0	0	0	0	0	0	0	0	0	0	0	150	0	0	152	87	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	168	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	421	136	559	445	0
Map3k14	80.633803	0	0	0	0	0	0	0	0	0	0	206	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1351	105	439	1292	1711	0
Ube2g2	80.591549	0	407	286	934	1605	1248	0	0	100	0	170	0	331	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	117	0
B4galt2	80.549296	0	0	0	0	0	0	0	0	0	0	149	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2375	2106	852	0	0	0
H2aw	80.422535	0	0	0	183	0	118	0	0	208	262	1349	617	905	388	342	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	291	0	0	195	0
Sash1	80.380282	0	151	149	202	198	256	169	179	0	186	802	469	726	365	209	209	112	0	0	0	94	111	130	129	0	0	131	440	0	0	0	77	0	0	94	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50a	80.352113	0	0	0	122	298	260	0	165	0	0	646	293	362	120	147	215	0	0	0	0	0	0	0	0	0	0	98	302	0	0	262	187	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	208	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	452	895	0
Atg5	80.323944	0	0	0	150	0	0	0	0	0	155	1140	353	758	308	148	217	0	0	0	96	0	0	0	0	0	177	121	197	167	0	203	0	138	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	467	0	0	171	0
Slc31a1	80.295775	0	0	0	91	0	104	0	0	0	301	579	228	612	203	0	306	114	0	125	161	195	147	0	196	148	301	288	458	106	0	154	418	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	233	0
Fkbp15	80.295775	0	0	0	91	0	104	0	0	0	301	579	228	612	203	0	306	114	0	125	161	195	147	0	196	148	301	288	458	106	0	154	418	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	233	0
Ankrd12	80.295775	0	0	0	0	0	0	0	0	0	0	198	115	215	71	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	86	0	133	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268	1800	400	0	126	0
Grk2	80.267606	0	0	0	180	194	379	0	0	153	183	577	296	354	253	152	169	110	0	0	0	0	0	0	0	0	0	137	231	0	0	160	234	0	0	0	0	0	0	131	0	0	0	0	128	142	0	0	191	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	150	680	209	0
Sema4a	80.225352	0	179	121	228	214	206	0	0	0	0	790	247	447	127	196	216	0	0	0	0	115	0	0	0	0	0	0	134	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	171	140	0	0	340	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	383	317	0
Pparg	80.225352	0	0	0	0	0	0	303	398	0	0	1627	401	939	237	0	0	0	0	0	0	0	0	0	0	0	0	171	367	0	0	126	191	0	0	0	0	0	0	0	0	0	0	0	351	237	0	0	184	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a1	80.169014	0	0	0	0	143	0	0	0	108	286	488	250	405	224	225	378	0	0	99	190	0	0	145	284	0	177	106	353	0	0	198	319	0	0	182	146	0	0	0	0	0	0	0	116	210	0	0	351	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc8	80.098592	0	294	157	195	0	155	0	0	0	0	1875	647	637	157	0	134	0	0	0	0	0	0	141	152	0	0	150	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	313	0	0
H2-Q9	80.042254	1409	1247	0	337	0	0	0	0	142	290	801	250	621	190	146	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q7	80.042254	1409	1247	0	337	0	0	0	0	142	290	801	250	621	190	146	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	79.971831	0	184	140	132	0	0	193	257	127	247	512	172	532	203	226	289	0	0	0	0	0	0	0	162	0	121	0	132	122	0	152	158	0	0	0	0	0	0	0	0	0	0	118	157	156	149	0	99	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	334	0	0	122	128	0
Abca8a	79.971831	0	227	0	204	299	237	0	0	0	0	1396	494	1062	242	334	399	0	0	0	0	0	0	117	304	0	0	0	0	0	0	178	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laptm4a	79.957746	0	328	196	887	735	889	112	375	0	0	768	174	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	235	0	0	155	0
Riok3	79.929577	0	315	162	415	473	391	0	176	0	0	1065	176	617	138	232	402	0	0	0	0	0	0	0	267	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	338	136	0
Wrnip1	79.859155	0	106	0	130	258	153	0	0	255	247	1111	386	686	271	153	226	0	0	121	0	198	152	0	130	0	0	0	0	79	0	129	97	133	0	113	0	0	0	93	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	177	0
Syngr3	79.830986	0	153	0	145	95	256	0	0	0	88	1163	468	610	106	237	343	0	0	0	0	115	0	143	0	0	0	0	281	127	141	237	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap10	79.802817	0	0	0	154	264	214	0	0	0	0	414	109	303	128	169	278	0	0	0	0	0	136	139	156	0	0	0	255	0	0	138	256	68	0	0	0	0	0	157	0	0	0	0	156	136	0	0	68	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	571	0	136	279	0
Apbb2	79.577465	0	375	460	485	504	221	0	162	0	0	1075	197	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	182	93	0	0	0	0	0	169	0	0	0	241	156	125	194	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0
Gpr35	79.535211	0	1500	0	0	0	210	0	0	112	149	551	196	398	206	171	204	0	0	0	0	0	0	0	0	0	108	0	294	85	114	152	229	0	0	0	0	0	0	0	0	0	0	109	286	160	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	116	0	0	0	0	0	0	0	0
H2bc6	79.408451	0	142	0	0	0	0	0	0	161	0	544	93	478	110	104	150	95	0	0	0	323	222	0	0	0	98	0	205	325	137	277	226	241	0	113	0	146	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	82	156	0	143	0	142	0	0	0	0	0	0	0	303	201	99	118	132	0
Gm29733	79.352113	0	224	0	392	211	419	0	0	149	122	1181	232	683	133	0	243	0	0	0	60	0	136	94	137	0	0	158	270	0	0	139	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	261	0	0
Psme4	79.323944	0	508	665	987	1178	756	72	137	0	0	601	156	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0
Mphosph8	79.239437	0	0	0	0	0	0	0	0	0	0	255	179	171	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	104	0	0	0	0	0	0	0	837	867	0	0	1179	1165	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	118	288	0
Iqcf4	79.225352	0	0	0	311	206	192	0	0	0	0	407	130	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	426	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	607	693	0	0	1084	869	195	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap3l	79.197183	0	0	0	0	0	0	115	223	0	0	304	141	199	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	697	378	395	541	466	212	374	179	0	98	76	0	0	0	0	0	0	0	0	988	0	0	0	0	0	0	0	0	0	0
Zfp715	79.169014	0	215	155	221	464	244	0	189	0	0	544	190	439	138	131	101	0	0	0	0	0	0	0	0	0	0	0	169	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	224	300	0	0	546	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	203	233	0
Gatb	79.140845	0	0	0	0	159	136	158	193	0	0	267	0	163	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	382	376	0	0	840	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	266	155	321	664	0
P2ry6	79.098592	0	190	0	0	102	0	0	198	108	106	658	366	634	211	199	214	0	0	0	0	0	121	0	0	0	175	184	485	0	0	238	253	0	0	159	0	0	0	152	0	0	0	0	215	163	0	0	238	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5148	79.056338	0	529	261	603	537	487	0	0	0	0	1017	230	349	0	157	246	0	0	0	0	0	0	0	235	0	0	0	231	0	0	142	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0
Gsdme	78.901408	0	364	85	0	0	0	0	129	0	116	1639	495	1040	317	0	0	0	0	0	0	0	0	0	0	0	0	178	211	115	0	127	189	0	0	0	0	0	0	0	0	0	0	0	175	162	0	0	161	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm7	78.816901	0	414	587	648	816	634	0	0	0	139	675	0	239	180	99	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	110	0	0	0	127	0	0	0	0	0	0	0	0	196	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0
Stat5b	78.760563	0	0	0	116	180	98	0	0	162	126	555	117	262	109	184	209	0	0	0	0	0	0	0	0	0	0	0	253	0	0	175	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	181	0	0	296	291	188	1639	71	0
Kcnk6	78.732394	0	304	225	324	794	783	0	180	0	69	704	220	489	113	174	223	0	0	118	105	0	0	174	209	0	0	0	298	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf14	78.690141	0	0	129	202	200	204	0	0	164	223	544	239	637	204	247	318	0	0	135	132	144	139	0	187	0	0	168	390	0	200	245	406	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a6	78.690141	0	185	182	341	390	386	0	117	0	0	1203	273	646	122	123	134	0	0	0	0	0	0	0	0	0	0	0	121	121	0	187	308	78	0	0	0	0	0	0	0	0	0	0	0	76	0	0	202	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	170	0
Car4	78.676056	0	339	276	671	1287	752	0	0	0	0	1071	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	364	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a7	78.647887	0	0	0	0	0	0	0	0	155	164	588	171	572	209	0	171	0	0	0	0	103	0	0	0	0	0	0	0	138	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	1483	86	103	0	0
Art2a	78.619718	0	0	0	0	0	0	0	0	107	117	946	239	838	223	194	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	297	1597	178	0
Clec10a	78.577465	0	505	285	674	890	1024	0	0	0	130	528	172	338	171	0	220	0	0	0	0	0	0	0	120	0	0	0	267	0	0	124	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ep300	78.436620	0	346	161	442	448	528	221	356	0	96	207	116	222	87	93	0	0	0	0	0	0	89	0	0	0	0	0	139	91	0	64	77	0	0	0	0	0	0	0	0	0	0	0	167	100	0	0	426	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	124	344	0
Ikzf5	78.394366	0	0	0	128	0	0	0	190	0	0	693	151	383	191	157	169	0	0	110	0	0	0	0	0	0	0	0	143	129	0	354	196	91	0	80	0	0	0	98	0	0	0	0	243	393	0	0	562	626	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	147	0	0	0	213	0
Acadsb	78.394366	0	0	0	128	0	0	0	190	0	0	693	151	383	191	157	169	0	0	110	0	0	0	0	0	0	0	0	143	129	0	354	196	91	0	80	0	0	0	98	0	0	0	0	243	393	0	0	562	626	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	147	0	0	0	213	0
Fnip2	78.338028	0	136	138	223	158	158	0	0	110	223	571	357	599	246	198	320	0	0	0	97	0	85	0	196	0	0	0	146	110	0	142	323	98	0	0	145	0	0	85	0	0	0	123	0	181	153	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0
Adgrl1	78.323944	0	0	0	0	0	0	276	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	384	416	457	614	431	453	185	183	184	167	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0
Rgl2	78.295775	0	0	0	0	0	84	0	224	133	0	347	189	423	358	169	0	143	0	0	0	100	62	0	0	0	0	0	0	150	0	173	166	78	0	169	192	112	0	144	0	0	0	374	145	211	155	217	102	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	121	0	0	83	206	0
Spata21	78.267606	0	0	0	0	0	245	0	216	0	0	661	0	454	0	257	174	0	0	0	0	0	0	0	0	0	0	150	328	0	0	926	989	0	0	0	0	0	0	0	0	0	0	0	260	192	0	0	290	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
