Target_genes	Elf5|Average	SRX1425169|Mammary_glands	SRX1672019|Mammary_glands	SRX1672020|Mammary_glands	SRX1672031|Mammary_glands	SRX1672032|Mammary_glands	SRX1672061|Mammary_glands	SRX1672063|Mammary_glands	SRX1672064|Mammary_glands	SRX204144|Trophoblast_stem_cells	SRX204145|Trophoblast_stem_cells	SRX3730223|Trophoblast_stem_cells	SRX3730273|Trophoblast_stem_cells	STRING
Pan2	84.500000	189	0	0	188	0	0	249	0	0	0	388	0	0
Csnk2a2	84.500000	0	0	0	0	0	0	0	0	0	0	1014	0	0
Atp6v1g1	84.500000	210	0	0	210	0	0	504	0	0	0	90	0	0
Ndufa4l2	84.416667	153	0	0	154	0	0	356	0	0	0	350	0	0
Phgdh	84.333333	183	0	0	184	0	131	244	0	0	0	270	0	0
Grhl2	84.333333	180	0	0	180	0	107	229	0	0	0	316	0	0
Wdr25	84.250000	79	0	0	79	0	150	238	0	0	0	465	0	0
Wars	84.250000	79	0	0	79	0	150	238	0	0	0	465	0	0
Cpped1	84.250000	359	0	0	361	0	0	206	0	0	0	85	0	0
Aatk	84.166667	230	0	0	230	0	0	218	0	0	0	332	0	0
Taco1	84.083333	134	0	0	133	0	96	198	0	0	0	448	0	0
Npc2	84.083333	212	0	0	211	0	0	118	0	0	0	468	0	0
Isca2	84.083333	212	0	0	211	0	0	118	0	0	0	468	0	0
Zbtb8os	84.000000	164	0	0	164	0	106	203	0	0	0	371	0	0
Zar1l	84.000000	98	0	0	99	0	0	133	0	0	0	678	0	0
Tefm	84.000000	98	0	0	97	0	0	218	0	0	0	595	0	0
Rbbp4	84.000000	164	0	0	164	0	106	203	0	0	0	371	0	0
Hspa1b	84.000000	285	0	0	287	0	0	436	0	0	0	0	0	0
Btbd19	84.000000	150	0	0	150	0	134	147	0	0	0	427	0	0
Brca2	84.000000	98	0	0	99	0	0	133	0	0	0	678	0	0
2610044O15Rik8	84.000000	124	0	0	116	0	0	603	0	0	0	165	0	0
Xrcc6	83.916667	111	0	0	111	0	131	390	0	0	0	264	0	0
Nucb1	83.916667	155	0	0	156	0	157	398	0	0	0	141	0	0
Desi1	83.916667	111	0	0	111	0	131	390	0	0	0	264	0	0
Wdr43	83.833333	132	0	0	134	0	138	138	0	0	0	464	0	0
Thap4	83.833333	423	0	0	423	0	0	0	0	0	0	160	0	0
Slc44a2	83.833333	206	0	0	205	0	96	238	0	0	0	261	0	0
Slc12a6	83.833333	117	0	0	117	0	160	259	0	0	0	353	0	0
Ppp6c	83.833333	256	0	0	261	0	0	242	0	0	0	247	0	0
Pabpc1	83.833333	189	0	0	189	0	0	254	0	0	0	374	0	0
Atg4b	83.833333	423	0	0	423	0	0	0	0	0	0	160	0	0
Adgrg7	83.833333	185	0	0	185	0	131	505	0	0	0	0	0	0
Vav1	83.750000	0	0	0	0	0	0	157	0	0	0	848	0	0
Nudt3	83.750000	0	0	128	0	0	181	562	0	0	0	134	0	0
Atp6v1e1	83.750000	103	0	0	103	0	0	267	110	0	0	422	0	0
Zpld2	83.666667	178	0	0	178	0	0	648	0	0	0	0	0	0
Sik3	83.666667	0	0	0	0	0	0	0	0	194	0	810	0	0
Pafah1b2	83.666667	0	0	0	0	0	0	0	0	194	0	810	0	0
Ceacam14	83.583333	0	0	0	0	0	0	0	0	0	0	1003	0	0
Tmem30a	83.500000	145	0	0	146	0	104	165	0	0	0	442	0	0
Ppp1r35	83.500000	215	0	0	213	0	103	316	0	0	0	155	0	0
Harbi1	83.500000	210	0	0	211	0	0	241	0	0	0	340	0	0
Atg13	83.500000	210	0	0	211	0	0	241	0	0	0	340	0	0
Akt2	83.500000	0	0	0	0	0	0	252	0	0	0	750	0	0
Acin1	83.500000	183	0	0	184	0	156	280	0	0	0	199	0	0
1700123O20Rik	83.500000	183	0	0	184	0	156	280	0	0	0	199	0	0
Uba6	83.416667	139	0	0	138	0	111	318	89	0	0	206	0	0
Scgb2b27	83.416667	185	0	0	184	0	258	374	0	0	0	0	0	0
Olfml3	83.416667	247	0	0	247	0	113	394	0	0	0	0	0	0
Iqcc	83.416667	180	0	0	180	0	193	227	0	0	0	221	0	0
Dcdc2b	83.416667	180	0	0	180	0	193	227	0	0	0	221	0	0
Cobll1	83.416667	262	0	0	263	0	142	334	0	0	0	0	0	0
Pde6g	83.333333	150	0	0	150	0	0	203	0	0	0	497	0	0
Oxld1	83.333333	150	0	0	150	0	0	203	0	0	0	497	0	0
Ccdc137	83.333333	150	0	0	150	0	0	203	0	0	0	497	0	0
Rpl6	83.250000	145	0	0	154	0	66	149	0	0	0	485	0	0
Olfr159	83.250000	386	0	0	385	0	0	228	0	0	0	0	0	0
Kti12	83.250000	148	0	0	148	0	131	351	0	0	0	221	0	0
Ctu1	83.250000	111	0	0	109	0	133	529	0	0	0	117	0	0
Ccdc39	83.250000	199	0	0	199	0	221	160	0	0	0	220	0	0
Siglec15	83.166667	265	0	0	265	0	0	222	0	0	0	246	0	0
Ppp1r15b	83.166667	119	0	0	120	0	0	84	0	0	0	675	0	0
Pigt	83.166667	116	0	0	116	0	140	170	0	0	0	456	0	0
Dpagt1	83.166667	78	0	0	79	0	161	450	92	0	0	138	0	0
Cst8	83.166667	376	0	0	376	0	104	142	0	0	0	0	0	0
Commd4	83.166667	241	0	0	241	0	0	160	0	0	0	356	0	0
Celsr3	83.166667	108	0	0	108	0	0	198	0	0	0	584	0	0
Snrpe	83.083333	130	0	0	130	0	102	169	0	0	0	466	0	0
Mtmr2	83.083333	175	0	0	177	0	224	307	0	0	0	114	0	0
Apol6	83.083333	0	0	0	0	0	257	740	0	0	0	0	0	0
Trmt6	83.000000	90	0	0	90	0	170	151	0	0	0	495	0	0
Rab4a	83.000000	137	0	0	137	0	94	487	0	0	0	141	0	0
Mcm8	83.000000	90	0	0	90	0	170	151	0	0	0	495	0	0
Dtx3	83.000000	280	0	0	279	0	93	344	0	0	0	0	0	0
Arhgef25	83.000000	280	0	0	279	0	93	344	0	0	0	0	0	0
Srcin1	82.916667	227	0	0	228	0	153	260	0	0	0	127	0	0
Prdm14	82.916667	183	0	0	183	0	218	411	0	0	0	0	0	0
Mrpl30	82.916667	205	0	0	205	0	0	224	0	0	0	361	0	0
Mitd1	82.916667	205	0	0	205	0	0	224	0	0	0	361	0	0
Maml2	82.916667	243	0	0	244	0	0	278	0	0	0	230	0	0
Cbl	82.916667	178	0	0	178	0	0	101	0	0	0	538	0	0
Slc48a1	82.833333	188	0	0	188	0	98	417	103	0	0	0	0	0
Slc37a3	82.833333	0	0	0	0	0	150	513	135	0	0	196	0	0
Ppp4c	82.833333	159	0	0	160	0	154	134	0	0	0	387	0	0
Edem1	82.833333	251	0	0	251	0	0	140	0	0	0	352	0	0
Ccdc63	82.833333	304	0	0	302	0	0	388	0	0	0	0	0	0
1700021F07Rik	82.833333	0	0	0	0	0	0	0	0	0	0	994	0	0
Lamtor3	82.750000	161	0	0	161	0	96	160	0	0	0	415	0	0
Tdp1	82.666667	0	0	0	0	0	0	248	0	0	0	744	0	0
Prrg2	82.666667	200	0	0	201	0	87	133	0	0	0	371	0	0
Prodh	82.666667	259	0	0	258	0	0	321	0	0	0	154	0	0
Nosip	82.666667	200	0	0	201	0	87	133	0	0	0	371	0	0
Gm13547	82.666667	108	126	0	127	0	0	631	0	0	0	0	0	0
Efcab11	82.666667	0	0	0	0	0	0	248	0	0	0	744	0	0
1700067K01Rik	82.666667	207	0	0	207	0	0	238	0	0	0	340	0	0
1700020L24Rik	82.666667	205	0	0	203	0	199	174	0	0	0	211	0	0
Ehd3	82.583333	118	0	0	117	0	221	238	0	0	0	297	0	0
Dcaf10	82.583333	181	0	0	179	0	0	151	0	0	0	480	0	0
Bax	82.583333	0	0	0	0	0	0	0	0	0	0	991	0	0
Abcc10	82.583333	196	0	0	197	0	0	189	0	0	0	409	0	0
Tssc4	82.500000	194	0	0	194	0	159	166	0	0	0	277	0	0
Olfr935	82.500000	0	75	0	0	0	0	739	176	0	0	0	0	0
Zfp207	82.416667	0	137	131	0	0	216	505	0	0	0	0	0	0
Rbm27	82.416667	126	0	0	126	0	96	228	0	0	0	413	0	0
Zmpste24	82.333333	96	0	0	98	0	0	274	0	137	0	383	0	0
Traip	82.333333	202	0	0	203	0	193	390	0	0	0	0	0	0
Rad51	82.333333	259	0	0	255	0	131	116	0	0	0	227	0	0
Nr1d1	82.333333	203	0	0	204	0	0	456	0	0	0	125	0	0
Mob4	82.333333	160	0	0	159	0	103	169	0	0	0	397	0	0
Clcn4	82.333333	197	0	0	144	0	0	120	0	0	0	527	0	0
Asb16	82.333333	0	0	0	0	0	0	414	0	0	0	574	0	0
Riox2	82.250000	182	0	0	182	0	170	296	0	0	0	157	0	0
Prss8	82.250000	215	0	0	216	0	159	289	0	0	0	108	0	0
Galk2	82.250000	134	0	0	134	0	113	301	0	0	0	305	0	0
Xirp1	82.166667	237	0	0	235	0	136	238	0	0	0	140	0	0
Safb2	82.166667	131	0	0	131	0	0	118	0	0	0	606	0	0
Safb	82.166667	131	0	0	131	0	0	118	0	0	0	606	0	0
Myadm	82.166667	237	0	0	236	0	132	202	0	0	0	179	0	0
Cited2	82.166667	140	0	0	140	0	178	440	88	0	0	0	0	0
Timm10	82.083333	175	0	0	175	0	0	290	0	0	0	345	0	0
Rdh5	82.083333	0	0	0	0	0	167	259	0	0	0	559	0	0
Gsn	82.083333	0	0	0	0	0	224	583	0	0	0	178	0	0
Gga1	82.083333	248	0	0	246	0	0	197	0	0	0	294	0	0
Bloc1s1	82.083333	0	0	0	0	0	167	259	0	0	0	559	0	0
Tmc1	82.000000	166	0	0	166	0	0	652	0	0	0	0	0	0
Tceal9	82.000000	66	0	0	67	0	0	246	0	0	0	605	0	0
Pck2	82.000000	248	0	0	248	0	176	312	0	0	0	0	0	0
Lsm4	82.000000	253	0	0	248	0	0	239	0	0	0	244	0	0
B3gnt2	82.000000	104	0	0	105	0	129	523	0	0	0	123	0	0
Vwa1	81.916667	288	0	0	289	0	0	270	0	0	0	136	0	0
Gas7	81.916667	197	0	0	196	0	173	291	0	0	0	126	0	0
Crcp	81.916667	110	0	0	110	0	0	339	0	0	0	424	0	0
Bcl2l15	81.916667	249	0	154	248	0	0	332	0	0	0	0	0	0
BC051142	81.916667	0	0	0	0	0	0	116	0	0	0	867	0	0
Asl	81.916667	110	0	0	110	0	0	339	0	0	0	424	0	0
Anapc5	81.916667	111	0	0	112	0	112	452	0	0	0	196	0	0
Smdt1	81.833333	199	0	0	199	0	90	494	0	0	0	0	0	0
Pnkd	81.833333	188	0	0	188	0	0	106	0	0	0	500	0	0
Zfp74	81.750000	149	0	0	149	0	0	0	0	0	0	683	0	0
Sun2	81.750000	221	0	0	221	0	193	194	0	0	0	152	0	0
Fibp	81.750000	180	0	0	180	0	0	147	0	0	0	474	0	0
Casp8	81.750000	227	0	0	228	0	175	351	0	0	0	0	0	0
B4galt7	81.750000	239	0	0	243	0	0	335	0	0	0	164	0	0
Zfp119b	81.666667	165	0	0	152	0	0	195	0	0	0	468	0	0
Cttnbp2nl	81.666667	118	0	0	119	0	208	260	0	0	0	275	0	0
Acbd3	81.666667	221	0	0	221	0	0	133	0	0	0	405	0	0
5430403G16Rik	81.666667	208	0	0	205	0	139	179	0	0	0	249	0	0
1700012P22Rik	81.666667	310	0	0	309	0	0	361	0	0	0	0	0	0
Zfp280c	81.583333	90	0	0	90	0	122	546	0	0	0	131	0	0
Zdhhc1	81.583333	305	0	0	305	0	146	223	0	0	0	0	0	0
Serinc2	81.583333	350	0	0	349	0	0	280	0	0	0	0	0	0
Sbf2	81.583333	153	0	0	152	0	0	423	0	0	0	251	0	0
Rarg	81.583333	141	0	0	141	0	0	325	0	0	0	372	0	0
Mgat4f	81.583333	188	0	0	188	0	0	453	150	0	0	0	0	0
Arih1	81.583333	200	0	0	200	0	0	134	0	0	0	445	0	0
Tuba1b	81.500000	0	0	0	0	0	150	631	0	0	0	197	0	0
Sema4c	81.500000	152	0	0	151	0	0	338	0	0	0	337	0	0
Fahd2a	81.500000	0	0	0	0	0	79	390	0	0	0	509	0	0
Eif2b5	81.500000	175	0	0	177	0	0	213	0	0	0	413	0	0
Clec3b	81.500000	68	0	0	69	0	0	469	0	210	0	162	0	0
Ube2u	81.416667	0	0	0	0	0	180	797	0	0	0	0	0	0
Lnpep	81.416667	126	0	0	125	0	166	322	142	0	0	96	0	0
Exo5	81.416667	0	0	0	0	0	0	133	0	0	0	844	0	0
Cfap97	81.416667	279	0	0	279	0	0	99	0	0	0	320	0	0
Sorbs2	81.333333	187	0	78	188	0	135	388	0	0	0	0	0	0
Birc6	81.333333	163	0	0	164	0	139	207	0	0	0	303	0	0
Mtmr9	81.250000	122	0	0	120	0	0	151	0	0	0	582	0	0
Itga2	81.250000	393	0	0	393	0	0	189	0	0	0	0	0	0
Hnrnpa2b1	81.250000	117	0	0	118	0	0	429	0	0	0	311	0	0
Dnajc16	81.250000	171	0	0	171	0	136	173	0	0	0	324	0	0
Cbx3	81.250000	117	0	0	118	0	0	429	0	0	0	311	0	0
Casp9	81.250000	171	0	0	171	0	136	173	0	0	0	324	0	0
Srl	81.166667	117	0	0	117	0	228	512	0	0	0	0	0	0
Prss35	81.166667	199	0	0	199	0	0	142	0	0	0	434	0	0
Ppp1r7	81.166667	237	0	0	237	0	0	128	0	0	0	372	0	0
Synpo	81.083333	141	0	0	141	0	139	424	128	0	0	0	0	0
Rrp7a	81.083333	155	0	0	156	0	0	125	0	0	0	537	0	0
Tmco4	81.000000	134	0	0	134	0	113	145	0	0	0	446	0	0
Ptbp3	81.000000	0	0	0	0	0	175	142	0	0	0	655	0	0
Slc6a16	80.916667	0	0	0	0	0	0	0	0	0	0	971	0	0
Hspa5	80.916667	148	0	0	147	0	0	539	137	0	0	0	0	0
Cd37	80.916667	0	0	0	0	0	0	0	0	0	0	971	0	0
Ap1s3	80.916667	202	0	0	203	0	0	366	0	0	0	200	0	0
Psmc3	80.833333	441	0	0	439	0	0	0	0	0	0	90	0	0
Gsdma3	80.750000	186	0	0	184	0	0	240	0	0	0	359	0	0
Dsn1	80.666667	82	0	0	80	0	179	444	0	0	0	183	0	0
Cdiptos	80.666667	117	0	0	118	0	0	253	0	0	0	480	0	0
Cdipt	80.666667	117	0	0	118	0	0	253	0	0	0	480	0	0
Twf1	80.583333	0	0	0	0	0	0	0	0	0	0	967	0	0
Micu2	80.583333	0	0	0	0	0	96	151	0	0	0	720	0	0
Gclm	80.416667	198	0	0	199	0	0	408	0	0	0	160	0	0
Dhx9	80.416667	0	0	0	0	0	150	424	0	0	0	391	0	0
Zkscan3	80.333333	121	90	0	121	0	0	142	0	0	0	490	0	0
Vps26a	80.333333	113	0	0	114	0	121	340	0	0	0	276	0	0
Skint2	80.333333	137	0	129	137	0	0	561	0	0	0	0	0	0
Rbks	80.333333	151	0	0	150	0	0	244	0	0	0	419	0	0
Plcxd2	80.333333	126	0	0	125	0	142	341	0	0	0	230	0	0
Klhl2	80.333333	102	0	0	102	0	0	136	0	0	0	624	0	0
Babam2	80.333333	151	0	0	150	0	0	244	0	0	0	419	0	0
Krr1	80.250000	156	0	0	155	0	0	218	0	0	0	434	0	0
Ddi2	80.250000	182	0	0	181	0	0	370	105	0	0	125	0	0
Cttn	80.250000	239	0	0	239	0	0	241	0	0	0	244	0	0
Tmf1	80.166667	134	0	0	135	0	142	224	0	0	0	327	0	0
Mrpl35	80.166667	207	0	0	207	0	0	208	0	0	0	340	0	0
Il1rn	80.166667	324	0	0	327	0	0	311	0	0	0	0	0	0
Calm3	80.166667	299	0	0	299	0	0	0	0	0	0	364	0	0
Bmp1	80.166667	144	0	0	144	0	0	426	0	0	0	248	0	0
Lgals2	80.083333	292	0	0	291	0	151	227	0	0	0	0	0	0
Itpa	80.083333	157	0	0	155	0	0	203	0	0	0	446	0	0
Ube2v1	80.000000	150	0	0	150	0	146	190	0	0	0	324	0	0
Tm2d1	80.000000	117	0	0	117	0	0	160	0	0	0	566	0	0
Sgk1	80.000000	0	0	0	0	0	157	218	0	0	0	585	0	0
Pcbp2	80.000000	255	0	0	255	0	0	0	0	0	0	450	0	0
Nek7	80.000000	171	0	0	172	0	0	205	0	0	0	412	0	0
Mrpl21	80.000000	157	0	0	157	0	0	390	0	0	0	256	0	0
Ighmbp2	80.000000	157	0	0	157	0	0	390	0	0	0	256	0	0
Togaram1	79.916667	168	0	0	167	0	247	233	0	0	0	144	0	0
Klhl28	79.916667	168	0	0	167	0	247	233	0	0	0	144	0	0
Sphk2	79.833333	94	0	0	94	0	0	0	0	0	0	770	0	0
Skp2	79.833333	93	0	0	94	0	253	145	0	0	0	373	0	0
Rpl18	79.833333	94	0	0	94	0	0	0	0	0	0	770	0	0
Psmg1	79.833333	173	0	0	173	0	144	0	0	0	0	468	0	0
Nbr1	79.833333	163	0	0	163	0	0	384	94	0	0	154	0	0
Lmbrd2	79.833333	93	0	0	94	0	253	145	0	0	0	373	0	0
Fam83e	79.833333	94	0	0	94	0	0	0	0	0	0	770	0	0
Dgkd	79.833333	0	0	0	0	0	125	636	197	0	0	0	0	0
Cep55	79.833333	91	0	0	91	0	71	480	0	0	0	225	0	0
Brca1	79.833333	163	0	0	163	0	0	384	94	0	0	154	0	0
Cdkn2aip	79.750000	157	0	0	158	0	139	209	0	0	0	294	0	0
Ccl2	79.666667	338	0	0	339	0	105	174	0	0	0	0	0	0
Slain2	79.583333	149	0	0	148	0	0	513	0	0	0	145	0	0
Plekhg4	79.583333	280	0	0	280	0	0	208	0	0	0	187	0	0
Ovol2	79.583333	138	0	0	138	0	0	366	0	0	0	313	0	0
Med18	79.583333	163	0	0	163	0	150	232	0	0	0	247	0	0
Mapre2	79.583333	126	169	0	125	0	144	170	0	0	0	221	0	0
Gnptab	79.583333	206	0	0	204	0	0	328	0	0	0	217	0	0
Cep135	79.583333	277	0	0	277	0	0	0	0	0	0	401	0	0
Ccin	79.583333	178	0	0	180	0	204	184	0	0	0	209	0	0
Btf3	79.583333	142	0	0	134	0	151	198	0	0	0	330	0	0
Znrd1as	79.500000	145	0	0	146	0	0	116	0	0	0	547	0	0
Znrd1	79.500000	145	0	0	146	0	0	116	0	0	0	547	0	0
Ttc14	79.500000	107	0	0	105	0	0	106	0	0	0	636	0	0
Ppp1r12c	79.500000	180	0	0	180	0	0	474	120	0	0	0	0	0
Gm36298	79.500000	188	0	0	188	0	0	293	0	0	0	285	0	0
B3galnt2	79.500000	102	0	0	102	0	0	372	114	0	0	264	0	0
Arl4d	79.500000	164	0	0	164	0	0	535	91	0	0	0	0	0
Zfp953	79.416667	112	0	0	112	0	141	290	0	0	0	298	0	0
Tspear	79.416667	240	0	0	239	0	0	474	0	0	0	0	0	0
Qsox1	79.416667	269	0	0	270	0	133	281	0	0	0	0	0	0
Gm19402	79.416667	240	0	0	239	0	0	474	0	0	0	0	0	0
Cul7	79.416667	64	0	0	63	0	0	249	0	0	0	577	0	0
Rps27a	79.333333	165	0	0	166	0	96	280	0	0	0	245	0	0
Rps21	79.333333	153	0	0	155	0	97	269	0	0	0	278	0	0
Mmp15	79.333333	311	0	0	311	0	0	330	0	0	0	0	0	0
Fh1	79.333333	255	0	0	255	0	141	301	0	0	0	0	0	0
Clhc1	79.333333	165	0	0	166	0	96	280	0	0	0	245	0	0
Casp8ap2	79.333333	198	0	0	199	0	0	133	0	0	0	422	0	0
Arpc2	79.333333	134	0	0	134	0	103	0	0	0	0	581	0	0
Aldh3b1	79.333333	222	0	0	221	0	137	372	0	0	0	0	0	0
Rnh1	79.250000	118	0	0	0	0	0	453	0	0	0	380	0	0
Sgsm3	79.166667	173	0	0	172	0	145	372	88	0	0	0	0	0
Krtcap2	79.166667	132	0	0	131	0	0	151	0	0	0	536	0	0
Unc50	79.083333	173	0	0	173	0	0	151	0	0	0	452	0	0
Plekhf2	79.083333	129	0	0	130	0	173	296	0	0	0	221	0	0
Nf2	79.083333	0	0	0	0	0	0	580	0	0	0	369	0	0
Coa5	79.083333	173	0	0	173	0	0	151	0	0	0	452	0	0
Bmpr1a	79.083333	0	0	0	0	0	201	595	153	0	0	0	0	0
Anxa11	79.083333	232	0	0	231	0	0	149	0	0	0	337	0	0
Rab40c	79.000000	220	0	0	221	0	0	171	0	0	0	336	0	0
Lims2	79.000000	145	0	0	146	0	120	537	0	0	0	0	0	0
Apbb2	79.000000	141	0	0	142	0	0	133	0	0	0	532	0	0
Wasf1	78.916667	97	0	0	98	0	0	191	0	0	0	561	0	0
Plekhf1	78.916667	157	0	0	157	0	187	446	0	0	0	0	0	0
Gpr107	78.916667	189	0	0	189	0	0	235	0	0	0	334	0	0
Cdc40	78.916667	97	0	0	98	0	0	191	0	0	0	561	0	0
Usp14	78.833333	103	0	0	102	0	211	423	0	0	0	107	0	0
Pradc1	78.833333	149	0	0	149	0	0	225	0	0	0	423	0	0
Oxnad1	78.833333	123	0	0	122	0	97	256	0	0	0	348	0	0
Dph3	78.833333	123	0	0	122	0	97	256	0	0	0	348	0	0
Cct7	78.833333	149	0	0	149	0	0	225	0	0	0	423	0	0
Vac14	78.750000	135	0	0	135	0	0	108	0	0	0	567	0	0
Tpp2	78.750000	114	0	0	113	0	137	220	0	0	0	361	0	0
Nol12	78.750000	131	0	0	134	0	96	252	0	0	0	332	0	0
Wdr34	78.666667	0	0	0	0	0	181	216	0	0	0	547	0	0
Rad54l2	78.666667	137	0	0	137	0	113	151	0	0	0	406	0	0
Pih1d2	78.666667	246	0	0	244	0	0	198	0	0	0	256	0	0
Otub1	78.666667	142	0	0	143	0	132	124	0	0	0	403	0	0
Nkapd1	78.666667	246	0	0	244	0	0	198	0	0	0	256	0	0
Msh5	78.666667	245	0	0	244	0	0	292	0	0	0	163	0	0
Ftl1	78.666667	0	0	0	0	0	255	606	0	0	0	83	0	0
Rps3a1	78.583333	180	0	0	178	0	0	116	0	0	0	469	0	0
Elac1	78.583333	106	0	0	106	0	0	227	0	0	0	504	0	0
Zfp959	78.500000	98	99	0	150	0	0	160	0	0	0	435	0	0
Strip1	78.500000	152	0	0	151	0	116	224	0	0	0	299	0	0
Srgn	78.500000	147	0	0	146	0	200	449	0	0	0	0	0	0
Slx1b	78.500000	0	0	0	0	0	95	193	0	0	0	654	0	0
Slco2b1	78.500000	302	0	0	302	0	0	338	0	0	0	0	0	0
Crybg1	78.500000	114	0	0	114	0	204	457	0	0	0	53	0	0
Bola2	78.500000	0	0	0	0	0	95	193	0	0	0	654	0	0
Tex33	78.416667	316	0	0	315	0	121	189	0	0	0	0	0	0
Krit1	78.416667	113	0	0	113	0	160	147	0	0	0	408	0	0
Cd59a	78.416667	84	0	0	82	0	0	130	0	0	0	469	176	0
Ankib1	78.416667	113	0	0	113	0	160	147	0	0	0	408	0	0
Acad9	78.416667	248	0	0	248	0	0	217	0	0	0	228	0	0
Ppm1k	78.333333	199	0	0	200	0	0	394	0	0	0	147	0	0
Igfbp5	78.333333	184	0	0	184	0	0	391	0	0	0	181	0	0
Apobec2	78.333333	142	0	0	142	0	0	238	0	0	0	418	0	0
Sbk3	78.250000	175	0	0	174	0	0	473	0	0	0	117	0	0
Gm3696	78.250000	157	124	0	137	0	92	236	0	0	0	193	0	0
Tma16	78.083333	147	0	0	147	0	160	116	0	0	0	367	0	0
Nudt5	78.083333	139	0	0	140	0	0	245	0	0	0	413	0	0
Nipsnap2	78.083333	406	0	0	405	0	0	0	0	0	0	126	0	0
Map4k1	78.083333	155	0	0	154	0	113	282	0	0	0	233	0	0
Eif3k	78.083333	155	0	0	154	0	113	282	0	0	0	233	0	0
Cdc123	78.083333	139	0	0	140	0	0	245	0	0	0	413	0	0
2610301B20Rik	78.083333	138	0	0	141	0	0	269	0	0	0	389	0	0
Josd1	78.000000	174	0	0	174	0	180	408	0	0	0	0	0	0
Zbtb2	77.916667	378	0	0	378	0	0	0	0	0	0	179	0	0
Tob1	77.916667	203	0	0	203	0	0	294	0	0	0	235	0	0
Sp3	77.916667	143	0	0	143	0	0	429	0	0	0	220	0	0
Pde6a	77.916667	210	0	0	210	0	0	297	0	0	0	218	0	0
Klhl24	77.916667	101	0	0	102	0	0	224	0	0	0	508	0	0
Clasp2	77.916667	191	0	0	192	0	160	297	0	0	0	95	0	0
Phb	77.833333	144	0	0	145	0	162	300	0	0	0	183	0	0
Lmbr1l	77.833333	115	0	0	115	0	77	133	0	0	0	494	0	0
Zfp961	77.750000	0	0	0	0	0	74	559	103	0	0	197	0	0
Zfp760	77.750000	187	0	0	188	0	131	238	0	0	0	189	0	0
Zbtb45	77.750000	134	130	0	133	0	0	179	0	0	0	357	0	0
Secisbp2	77.750000	0	0	0	0	0	104	125	0	0	0	704	0	0
Map2k6	77.750000	152	0	0	152	0	153	213	0	0	0	263	0	0
Kif13b	77.750000	125	0	0	126	0	0	319	0	0	0	363	0	0
Fam126a	77.750000	0	0	0	0	0	199	576	158	0	0	0	0	0
Trim41	77.666667	167	0	0	175	0	173	281	0	0	0	136	0	0
Bzw2	77.666667	192	0	0	191	0	152	397	0	0	0	0	0	0
Ankmy2	77.666667	192	0	0	191	0	152	397	0	0	0	0	0	0
Trim7	77.583333	225	0	0	224	0	135	226	0	0	0	121	0	0
Tirap	77.583333	115	0	0	116	0	0	145	0	0	0	555	0	0
Stxbp3	77.583333	145	0	0	144	0	169	473	0	0	0	0	0	0
Pitpnc1	77.583333	0	0	0	0	0	242	590	99	0	0	0	0	0
Mroh6	77.583333	153	0	0	153	0	0	191	0	0	0	434	0	0
Wdr26	77.500000	0	0	0	0	0	150	650	130	0	0	0	0	0
Aspscr1	77.500000	131	0	0	131	0	0	270	0	0	0	398	0	0
Tbk1	77.416667	0	0	0	0	0	121	0	0	0	0	808	0	0
Mzb1	77.416667	0	0	0	0	0	121	458	172	0	0	178	0	0
Tnfsf15	77.333333	347	0	0	347	0	0	234	0	0	0	0	0	0
Gm3336	77.333333	0	0	0	0	0	0	783	0	0	0	145	0	0
Slfn2	77.250000	214	0	0	214	0	208	291	0	0	0	0	0	0
Grifin	77.250000	169	0	0	168	0	0	312	0	0	0	278	0	0
Tssk4	77.166667	263	0	0	263	0	128	272	0	0	0	0	0	0
Notch3	77.166667	0	0	105	0	0	177	531	113	0	0	0	0	0
Glt28d2	77.166667	183	0	0	183	0	149	303	0	0	0	108	0	0
Faf1	77.166667	165	0	0	164	0	160	160	0	0	0	277	0	0
Coq2	77.166667	125	0	0	124	0	0	187	0	0	0	490	0	0
Zfp113	77.083333	158	0	0	158	0	0	189	0	0	0	420	0	0
Zc3h12a	77.000000	140	0	0	140	0	167	246	0	0	0	231	0	0
Tst	77.000000	194	0	0	194	0	0	323	0	0	0	213	0	0
Ost4	77.000000	109	0	0	108	0	0	348	0	0	0	359	0	0
Nabp1	77.000000	90	0	0	90	0	0	296	0	0	0	448	0	0
Cldn3	77.000000	171	0	0	171	0	0	299	0	0	0	283	0	0
AW549877	77.000000	104	0	0	104	0	131	131	0	0	0	454	0	0
Tanc2	76.916667	195	0	0	194	0	0	173	0	0	0	361	0	0
Ndufa12	76.916667	165	0	0	164	0	0	133	0	0	0	461	0	0
Cers2	76.916667	120	0	0	120	0	0	0	0	0	0	683	0	0
Anxa9	76.916667	120	0	0	120	0	0	0	0	0	0	683	0	0
Ptgdr	76.833333	157	0	0	154	0	144	467	0	0	0	0	0	0
Prdx6	76.833333	0	0	0	0	0	0	224	0	0	0	698	0	0
Ltb	76.833333	169	0	0	168	0	0	153	0	0	0	432	0	0
Kcnj16	76.833333	245	0	0	244	0	0	351	82	0	0	0	0	0
Ctdsp1	76.833333	221	0	0	221	0	161	319	0	0	0	0	0	0
Bmp8b	76.833333	0	0	0	0	0	0	0	0	154	114	654	0	0
Axin2	76.833333	233	0	0	234	0	0	195	0	0	0	260	0	0
