Target_genes	Hmga2|Average	SRX14833490|ES_cells	SRX9213050|ES_cells	SRX9213052|ES_cells	SRX796317|MEF	SRX796321|MEF	DRX411715|Monoulcear_cells	DRX411716|Monoulcear_cells	DRX411717|Monoulcear_cells	DRX411718|Monoulcear_cells	SRX2140476|Neural_progenitor_cells	DRX174618|Unclassified	DRX174620|Unclassified	STRING
Hsf5	26.083333	0	0	0	0	0	0	0	186	0	127	0	0	0
Dpysl2	26.083333	166	0	147	0	0	0	0	0	0	0	0	0	0
Yes1	26.000000	0	0	0	0	0	0	0	158	0	154	0	0	0
Scml2	26.000000	0	163	0	0	0	0	0	0	0	149	0	0	0
Gm21698	26.000000	0	0	0	0	0	0	0	0	0	312	0	0	0
Zfp866	25.916667	0	0	0	0	0	132	0	179	0	0	0	0	0
Snip1	25.916667	0	0	0	0	0	0	169	142	0	0	0	0	0
Olfr92	25.916667	0	151	0	0	0	0	0	0	0	160	0	0	0
Izumo1	25.916667	0	0	311	0	0	0	0	0	0	0	0	0	0
Fut1	25.916667	0	0	311	0	0	0	0	0	0	0	0	0	0
Fancd2os	25.916667	0	0	103	0	0	0	0	0	0	208	0	0	0
Dnali1	25.916667	0	0	0	0	0	0	169	142	0	0	0	0	0
Hba-x	25.833333	0	0	215	0	0	0	95	0	0	0	0	0	0
Gipc3	25.833333	0	0	120	0	0	113	0	0	0	77	0	0	0
Ap4e1	25.833333	0	0	189	0	0	0	0	0	0	121	0	0	0
Txndc16	25.750000	0	0	0	0	0	0	0	140	0	169	0	0	0
Gpr137c	25.750000	0	0	0	0	0	0	0	140	0	169	0	0	0
Defb41	25.750000	0	199	0	0	0	0	0	0	0	110	0	0	0
Xlr3c	25.666667	0	0	0	0	0	202	0	0	0	106	0	0	0
Olfr1090	25.666667	0	0	0	0	0	176	0	0	0	132	0	0	0
Atp9a	25.583333	0	0	129	0	0	0	0	0	178	0	0	0	0
Zpld1	25.500000	0	187	0	0	0	0	0	0	0	119	0	0	0
Zbtb20	25.500000	0	0	0	0	0	153	0	153	0	0	0	0	0
Chn1	25.500000	0	0	0	0	0	0	0	78	0	228	0	0	0
Xiap	25.416667	0	0	0	0	0	0	148	157	0	0	0	0	0
Pcdhb5	25.416667	0	0	0	0	0	0	0	175	130	0	0	0	0
Olfr1051	25.416667	0	181	0	0	0	0	0	0	0	124	0	0	0
Ccny	25.416667	0	0	156	0	0	0	0	0	0	149	0	0	0
Gm14288	25.333333	0	0	0	0	0	0	0	0	0	304	0	0	0
Fbxo30	25.333333	0	71	100	0	0	0	0	0	0	133	0	0	0
Olfr1226	25.250000	0	114	0	0	0	0	0	0	0	189	0	0	0
Cntnap3	25.250000	0	0	153	0	0	0	0	0	0	150	0	0	0
Vps4a	25.166667	0	0	170	0	0	0	0	0	0	132	0	0	0
Slc18b1	25.166667	0	0	0	0	0	0	0	142	0	160	0	0	0
Cerkl	25.166667	127	0	175	0	0	0	0	0	0	0	0	0	0
Speer4a	25.083333	0	0	0	0	0	0	0	0	0	301	0	0	0
Add3	25.083333	0	0	164	0	0	0	0	0	0	137	0	0	0
Dusp22	25.000000	0	0	0	0	0	0	0	217	83	0	0	0	0
Adipor2	25.000000	0	0	179	0	0	0	0	121	0	0	0	0	0
Thy1	24.916667	0	0	0	0	0	174	0	125	0	0	0	0	0
Adam19	24.916667	0	208	0	0	0	0	0	0	0	91	0	0	0
Pramel14	24.833333	0	0	0	0	0	197	0	0	0	101	0	0	0
Cfc1	24.833333	0	160	138	0	0	0	0	0	0	0	0	0	0
Myt1l	24.750000	0	0	0	0	0	0	0	0	0	297	0	0	0
Dab2	24.750000	0	0	0	0	0	0	0	0	0	297	0	0	0
Actb	24.750000	0	0	143	0	0	0	0	0	0	154	0	0	0
Sema6c	24.666667	0	0	0	0	0	163	0	133	0	0	0	0	0
Adam2	24.666667	0	0	112	0	0	0	0	0	184	0	0	0	0
Olfr847	24.583333	0	120	0	0	0	0	0	175	0	0	0	0	0
Neurod1	24.583333	0	102	0	0	0	0	0	0	0	193	0	0	0
Wdr44	24.500000	0	0	0	0	0	0	0	101	193	0	0	0	0
Vmn2r118	24.500000	0	0	101	0	0	0	0	0	0	193	0	0	0
Nuf2	24.500000	0	116	0	0	0	0	0	0	0	178	0	0	0
Reg4	24.416667	0	0	0	0	0	0	0	187	0	106	0	0	0
Gm42372	24.416667	0	0	166	0	0	0	0	0	0	127	0	0	0
Ccsap	24.416667	139	0	154	0	0	0	0	0	0	0	0	0	0
Cbr4	24.416667	0	0	0	0	0	0	0	121	0	172	0	0	0
Awat2	24.416667	0	0	0	0	0	0	0	138	155	0	0	0	0
Tnfaip2	24.333333	0	0	0	0	0	0	0	142	150	0	0	0	0
Olfr1209	24.333333	0	0	0	0	0	0	0	168	0	124	0	0	0
Mga	24.333333	0	0	0	0	0	0	0	131	161	0	0	0	0
Sqstm1	24.250000	0	0	185	0	0	0	0	0	0	106	0	0	0
Pabpc6	24.250000	0	0	0	0	0	0	0	131	0	160	0	0	0
Olfr1258	24.250000	0	131	0	0	0	0	0	0	0	160	0	0	0
Nap1l2	24.250000	0	131	0	0	0	0	0	0	0	160	0	0	0
Gab3	24.250000	0	0	0	0	0	165	126	0	0	0	0	0	0
Fam178b	24.250000	127	0	0	0	0	0	0	164	0	0	0	0	0
Cutc	24.250000	0	0	0	0	0	0	0	101	0	190	0	0	0
Cox15	24.250000	0	0	0	0	0	0	0	101	0	190	0	0	0
Zfp973	24.166667	0	0	0	0	0	0	0	0	0	290	0	0	0
Stam	24.166667	0	124	0	0	0	0	0	0	0	166	0	0	0
Slc30a4	24.166667	0	0	0	0	0	0	0	153	0	137	0	0	0
Serpina5	24.166667	0	169	0	0	0	0	0	0	0	121	0	0	0
Satb2	24.166667	0	0	0	0	0	0	0	0	0	290	0	0	0
Rnf20	24.166667	0	0	0	0	0	0	0	0	0	290	0	0	0
Mccc2	24.083333	0	152	0	0	0	0	0	0	0	137	0	0	0
Kcnq5	24.083333	0	0	162	0	0	0	0	0	0	127	0	0	0
Fbxl3	24.083333	0	0	158	0	0	0	0	131	0	0	0	0	0
Fam117b	24.083333	0	178	0	0	0	0	0	0	0	111	0	0	0
Aadacl4	24.083333	0	151	138	0	0	0	0	0	0	0	0	0	0
Zdbf2	24.000000	0	0	0	0	0	0	0	155	0	133	0	0	0
Saraf	24.000000	0	0	134	0	0	0	0	0	0	154	0	0	0
Olfr866	24.000000	0	0	157	0	0	0	0	0	0	131	0	0	0
Fsbp	24.000000	0	161	0	0	0	0	0	0	0	127	0	0	0
Aldh1a2	24.000000	0	0	0	0	0	0	0	172	0	116	0	0	0
Olfr309	23.916667	0	137	0	0	0	0	0	0	0	150	0	0	0
Emc7	23.916667	0	0	0	0	0	0	0	198	0	89	0	0	0
Agtr1b	23.916667	0	91	0	0	0	0	0	0	0	196	0	0	0
Npr2	23.833333	0	0	207	0	0	0	0	79	0	0	0	0	0
Vmn2r99	23.750000	0	158	0	0	0	0	0	0	0	127	0	0	0
Taar7a	23.750000	0	0	0	0	0	0	0	285	0	0	0	0	0
Rab28	23.750000	0	0	0	0	0	0	0	103	0	182	0	0	0
Olfr1450	23.750000	0	124	0	0	0	0	0	0	0	161	0	0	0
Nkain2	23.750000	0	0	0	0	0	0	0	131	0	154	0	0	0
Gm21663	23.750000	0	0	0	0	0	0	0	0	0	285	0	0	0
Crisp2	23.750000	0	0	113	0	0	0	0	0	0	172	0	0	0
Akr1c13	23.750000	0	189	0	0	0	0	0	0	0	96	0	0	0
Hhipl2	23.666667	0	0	0	0	0	142	0	142	0	0	0	0	0
Gm14440	23.666667	0	0	0	0	0	0	0	0	0	284	0	0	0
Entpd5	23.666667	0	0	147	0	0	0	0	0	0	137	0	0	0
Cdc42bpa	23.666667	0	0	0	0	0	0	0	118	0	166	0	0	0
Runx1	23.583333	0	0	0	0	0	0	0	0	0	283	0	0	0
Ptprd	23.583333	0	0	0	0	0	0	0	187	0	96	0	0	0
Olfr654	23.583333	0	134	0	0	0	0	0	0	0	149	0	0	0
Olfr653	23.583333	0	134	0	0	0	0	0	0	0	149	0	0	0
Mab21l1	23.583333	0	0	0	0	0	0	0	0	0	283	0	0	0
Hoxd3	23.583333	0	0	0	0	0	0	0	0	0	283	0	0	0
Gm3985	23.583333	0	99	0	0	0	0	0	0	0	184	0	0	0
Ezh2	23.583333	0	0	99	0	0	0	0	0	0	184	0	0	0
Esp34	23.583333	0	118	0	0	0	0	0	0	0	165	0	0	0
Depdc5	23.583333	0	0	0	0	0	0	0	0	0	283	0	0	0
Ckap2l	23.583333	0	0	283	0	0	0	0	0	0	0	0	0	0
Serpinb9h	23.500000	0	116	0	0	0	0	0	0	0	166	0	0	0
Ddx20	23.500000	0	0	0	0	0	0	0	161	0	121	0	0	0
Adad1	23.500000	0	0	0	0	0	0	107	175	0	0	0	0	0
Rarb	23.416667	115	0	166	0	0	0	0	0	0	0	0	0	0
Nucb2	23.416667	0	0	195	0	0	0	0	0	0	86	0	0	0
Ice2	23.416667	0	0	0	0	0	0	0	0	175	106	0	0	0
Olfr1040	23.333333	0	131	0	0	0	0	0	0	0	149	0	0	0
Nrap	23.333333	0	169	0	0	0	0	0	0	0	111	0	0	0
Ifna1	23.333333	0	0	0	0	0	0	0	0	0	280	0	0	0
Ier5	23.333333	0	0	0	0	0	0	0	153	0	127	0	0	0
Rfx3	23.250000	0	133	0	0	0	0	0	0	0	146	0	0	0
Pdcd4	23.250000	0	0	0	0	0	0	0	101	0	178	0	0	0
Olfr623	23.250000	0	0	0	0	0	163	0	0	0	116	0	0	0
Map4	23.250000	0	0	173	0	0	0	0	0	0	106	0	0	0
Gmeb2	23.250000	0	0	0	0	0	0	0	180	99	0	0	0	0
Fgf20	23.250000	0	125	0	0	0	0	0	0	0	154	0	0	0
Cdh10	23.250000	93	0	186	0	0	0	0	0	0	0	0	0	0
Olfr406	23.166667	0	0	278	0	0	0	0	0	0	0	0	0	0
Mis18bp1	23.166667	0	151	0	0	0	0	0	0	0	127	0	0	0
Ceacam20	23.166667	0	0	278	0	0	0	0	0	0	0	0	0	0
Prss40	23.083333	0	0	0	0	0	121	0	156	0	0	0	0	0
Fmo4	23.083333	0	0	156	0	0	0	0	0	0	121	0	0	0
Cfh	23.083333	0	171	0	0	0	0	0	0	0	106	0	0	0
Brd1	23.083333	0	0	0	0	0	0	0	111	0	166	0	0	0
Zfyve16	23.000000	0	144	0	0	0	0	0	0	0	132	0	0	0
Vmn2r74	23.000000	0	0	113	0	0	0	0	0	0	163	0	0	0
Sumo2	23.000000	0	0	0	0	0	0	0	61	0	215	0	0	0
Rfx6	23.000000	0	122	0	0	0	0	0	0	0	154	0	0	0
Olfr850	23.000000	0	0	0	0	0	0	0	149	0	127	0	0	0
Plscr4	22.916667	0	0	0	0	0	0	0	114	0	161	0	0	0
Olfr893	22.916667	0	0	0	0	0	0	0	0	0	275	0	0	0
Gm11559	22.916667	0	0	0	0	0	0	0	0	0	275	0	0	0
Atg101	22.916667	0	0	0	0	0	0	0	0	0	275	0	0	0
Sowaha	22.833333	0	0	0	0	0	163	0	0	0	111	0	0	0
Smagp	22.833333	0	0	0	0	0	0	0	153	0	121	0	0	0
Palld	22.833333	0	142	0	0	0	0	0	0	0	132	0	0	0
Olfr1215	22.833333	0	135	0	0	0	0	0	0	0	139	0	0	0
Rabgap1	22.750000	0	0	0	0	0	0	0	172	0	101	0	0	0
Zfp735	22.666667	0	149	0	0	0	0	0	0	0	123	0	0	0
Cdk8	22.666667	122	0	0	0	0	0	0	0	150	0	0	0	0
Btaf1	22.666667	0	0	0	0	0	0	0	100	0	172	0	0	0
Zfp40	22.583333	0	160	0	0	0	0	0	0	0	111	0	0	0
Rnf217	22.583333	0	0	0	0	0	0	0	69	0	202	0	0	0
Prr16	22.500000	0	0	0	0	0	0	0	164	0	106	0	0	0
Pdpk1	22.500000	0	0	0	0	0	153	117	0	0	0	0	0	0
Olfr243	22.500000	0	0	0	0	0	0	0	0	0	270	0	0	0
Olfr141	22.500000	0	0	0	0	0	173	0	0	0	97	0	0	0
Olfr1057	22.500000	0	148	0	0	0	0	0	0	0	122	0	0	0
Mgat4c	22.500000	0	143	0	0	0	0	0	0	0	127	0	0	0
Gab1	22.500000	0	0	0	0	0	0	0	149	0	121	0	0	0
Fkbp5	22.416667	0	0	0	0	0	0	0	126	0	143	0	0	0
Baz1a	22.416667	0	0	0	0	0	0	0	97	0	172	0	0	0
Vmn1r196	22.333333	0	0	0	0	0	0	0	0	0	268	0	0	0
Piwil4	22.333333	0	0	0	0	0	0	0	0	0	268	0	0	0
Gm7347	22.333333	0	0	0	0	0	0	0	0	0	268	0	0	0
Dtnb	22.333333	0	0	0	0	0	0	0	131	0	137	0	0	0
D030056L22Rik	22.333333	0	0	268	0	0	0	0	0	0	0	0	0	0
Ccdc181	22.333333	0	0	153	0	0	0	0	115	0	0	0	0	0
Sntn	22.250000	0	142	0	0	0	0	0	0	0	125	0	0	0
Mbip	22.250000	0	0	153	0	0	0	0	0	0	114	0	0	0
Gpr149	22.250000	0	124	0	0	0	0	0	0	0	143	0	0	0
Gm14444	22.250000	0	0	0	0	0	0	0	0	0	267	0	0	0
Abt1	22.250000	0	0	267	0	0	0	0	0	0	0	0	0	0
Slc22a1	22.166667	0	0	129	0	0	0	0	0	0	137	0	0	0
Rabggtb	22.166667	0	0	0	0	0	0	0	266	0	0	0	0	0
Gpat4	22.166667	0	76	0	0	0	0	0	0	0	190	0	0	0
Cntn6	22.166667	0	167	0	0	0	0	0	0	0	99	0	0	0
B4galt6	22.166667	0	123	0	0	0	0	0	0	0	143	0	0	0
Ikbip	22.083333	0	0	122	0	0	0	0	0	0	143	0	0	0
Apaf1	22.083333	0	0	122	0	0	0	0	0	0	143	0	0	0
Runx1t1	22.000000	0	0	0	0	0	0	0	163	0	101	0	0	0
Ica1l	22.000000	0	0	0	0	0	135	0	129	0	0	0	0	0
Taar3	21.916667	0	89	0	0	0	0	0	0	0	174	0	0	0
Pgbd5	21.916667	0	0	147	0	0	0	0	0	0	116	0	0	0
Olfr204	21.916667	0	155	0	0	0	0	0	0	0	108	0	0	0
Ferd3l	21.916667	0	0	109	0	0	0	0	0	0	154	0	0	0
Ccl3	21.916667	0	142	0	0	0	0	0	0	0	121	0	0	0
Spertl	21.833333	0	262	0	0	0	0	0	0	0	0	0	0	0
Olfr1233	21.833333	0	156	0	0	0	0	0	0	0	106	0	0	0
Olfr1097	21.833333	0	0	165	0	0	0	0	0	0	97	0	0	0
Izumo3	21.833333	0	0	0	0	0	0	0	0	0	262	0	0	0
Arhgef33	21.833333	0	151	0	0	0	0	0	0	0	111	0	0	0
Vti1b	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Trpm8	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Taar7d	21.750000	0	107	0	0	0	0	0	0	0	154	0	0	0
Spin4	21.750000	0	140	0	0	0	0	0	0	0	121	0	0	0
Rom1	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Rab18	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Ifna5	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Gp5	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Gm10471	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Cytl1	21.750000	0	0	0	0	0	0	0	131	130	0	0	0	0
B3gat3	21.750000	0	0	0	0	0	0	0	0	0	261	0	0	0
Klhl21	21.666667	0	0	123	0	0	0	0	0	0	137	0	0	0
Ctnnd1	21.666667	0	0	0	0	0	0	0	0	0	260	0	0	0
Ccr6	21.666667	0	133	0	0	0	0	0	0	0	127	0	0	0
Btbd18	21.666667	0	0	0	0	0	0	0	0	0	260	0	0	0
Olfr484	21.583333	0	138	0	0	0	0	0	0	0	121	0	0	0
Olfr1277	21.583333	0	0	134	0	0	0	0	0	0	125	0	0	0
Neo1	21.583333	0	0	0	0	0	0	0	122	0	137	0	0	0
Cldn13	21.583333	0	0	0	0	0	0	158	101	0	0	0	0	0
Olfr48	21.500000	0	105	0	0	0	0	0	0	0	153	0	0	0
H2ab2	21.500000	0	0	0	0	0	147	0	0	0	111	0	0	0
Gm364	21.500000	0	0	0	0	0	158	100	0	0	0	0	0	0
Zglp1	21.416667	0	0	166	0	0	0	0	0	0	91	0	0	0
Tmprss11d	21.416667	0	0	0	0	0	0	0	85	0	172	0	0	0
Tlk1	21.416667	0	0	0	0	0	0	0	108	0	149	0	0	0
Lrrc8d	21.416667	140	0	0	0	0	0	0	117	0	0	0	0	0
Gm4787	21.416667	0	91	0	0	0	0	0	0	0	166	0	0	0
Tpr	21.333333	0	0	107	0	0	0	0	0	0	149	0	0	0
Pex14	21.333333	0	0	124	0	0	0	0	0	0	132	0	0	0
Oprd1	21.333333	0	0	256	0	0	0	0	0	0	0	0	0	0
Odr4	21.333333	0	0	107	0	0	0	0	0	0	149	0	0	0
Dffa	21.333333	0	0	124	0	0	0	0	0	0	132	0	0	0
Smarca5	21.250000	0	0	0	0	0	0	0	121	0	134	0	0	0
Samd5	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Rdh19	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Olfr239	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Olfr1532-ps1	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Olfr1105	21.250000	0	0	0	0	0	115	0	0	0	140	0	0	0
Lrrn3	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Cmya5	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Cmtm2b	21.250000	0	0	0	0	0	0	0	0	0	255	0	0	0
Strn4	21.166667	0	0	0	0	0	0	0	128	126	0	0	0	0
Hmgcs1	21.166667	0	254	0	0	0	0	0	0	0	0	0	0	0
Trdmt1	21.083333	0	0	0	0	0	253	0	0	0	0	0	0	0
Rab11fip2	21.083333	0	0	0	0	0	0	0	99	0	154	0	0	0
Mptx2	21.083333	0	150	0	0	0	0	0	0	0	103	0	0	0
Olfr825	21.000000	0	89	0	0	0	0	0	0	0	163	0	0	0
Atxn1	21.000000	0	0	0	0	0	0	0	109	0	143	0	0	0
Wdhd1	20.916667	0	114	0	0	0	0	0	0	0	137	0	0	0
Socs4	20.916667	0	114	0	0	0	0	0	0	0	137	0	0	0
Ptgdr2	20.916667	0	0	251	0	0	0	0	0	0	0	0	0	0
Olfr1151	20.916667	0	109	0	0	0	0	0	0	0	142	0	0	0
Slc25a21	20.833333	0	0	0	0	0	84	0	0	0	166	0	0	0
Olfr398	20.833333	0	107	0	0	0	0	0	0	0	143	0	0	0
Aqp9	20.833333	0	0	129	0	0	0	0	0	0	121	0	0	0
Olfr1129	20.750000	0	0	0	0	0	0	0	0	0	249	0	0	0
Myo5b	20.750000	0	0	0	0	0	119	130	0	0	0	0	0	0
Morc2b	20.750000	0	0	0	0	0	71	0	0	0	178	0	0	0
Gm17019	20.750000	0	0	0	0	0	0	0	0	0	249	0	0	0
Zranb1	20.666667	0	0	0	0	0	0	0	111	0	137	0	0	0
Zfp442	20.666667	0	0	0	0	0	0	0	0	0	248	0	0	0
Tsr1	20.666667	0	0	0	0	0	0	0	147	0	101	0	0	0
Sstr1	20.666667	0	0	0	0	0	0	0	0	0	248	0	0	0
Olfr611	20.666667	0	0	0	0	0	0	0	0	0	248	0	0	0
Mthfd1l	20.666667	0	0	0	0	0	0	0	142	0	106	0	0	0
Ifi202b	20.666667	0	0	0	0	0	0	0	0	0	248	0	0	0
Gm14496	20.666667	0	0	0	0	0	139	0	0	0	109	0	0	0
G2e3	20.666667	0	0	0	0	0	0	0	0	0	248	0	0	0
Ctr9	20.666667	0	0	0	0	0	0	0	0	0	248	0	0	0
Crisp3	20.666667	0	248	0	0	0	0	0	0	0	0	0	0	0
Pam	20.583333	0	0	0	0	0	0	0	131	0	116	0	0	0
Olfr1474	20.583333	0	0	0	0	0	0	0	0	0	247	0	0	0
Igfbp4	20.583333	0	0	0	0	0	0	0	81	0	166	0	0	0
Ccser2	20.583333	0	0	0	0	0	0	0	91	0	0	156	0	0
Prl3b1	20.500000	0	107	0	0	0	0	0	0	0	139	0	0	0
Ncoa7	20.500000	0	0	115	0	0	0	0	131	0	0	0	0	0
Dync2li1	20.500000	0	0	125	0	0	0	0	0	0	121	0	0	0
Ccnk	20.500000	0	0	246	0	0	0	0	0	0	0	0	0	0
Acyp1	20.500000	0	0	246	0	0	0	0	0	0	0	0	0	0
1300017J02Rik	20.500000	0	0	0	0	0	0	246	0	0	0	0	0	0
Rel	20.416667	0	128	0	0	0	0	0	0	0	117	0	0	0
Nlgn2	20.416667	0	142	103	0	0	0	0	0	0	0	0	0	0
Hdlbp	20.416667	0	0	0	0	0	0	0	118	0	127	0	0	0
Asap3	20.416667	0	0	0	0	0	0	0	115	130	0	0	0	0
Pank1	20.333333	0	0	112	0	0	0	0	0	0	132	0	0	0
Olfr1262	20.333333	0	0	0	0	0	0	0	131	0	113	0	0	0
Ethe1	20.333333	0	0	147	0	0	0	0	97	0	0	0	0	0
Vmn2r82	20.166667	0	0	0	0	0	0	0	0	0	242	0	0	0
Tet2	20.166667	0	0	0	0	0	0	0	131	0	111	0	0	0
Olfr164	20.166667	0	0	108	0	0	0	0	0	0	134	0	0	0
Glod5	20.166667	0	0	0	0	0	0	0	115	0	127	0	0	0
Zfp143	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Utp6	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Uncx	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Tsga10	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Tmx1	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Rabl2	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Odam	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Nfia	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
N4bp2	20.083333	0	0	0	0	0	0	0	81	0	160	0	0	0
Mettl21c	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Ifi208	20.083333	0	0	0	0	0	0	0	0	0	241	0	0	0
Cacnb4	20.083333	0	0	0	0	0	0	0	81	0	160	0	0	0
Cacnb2	20.083333	0	0	120	0	0	0	0	0	0	121	0	0	0
4921524J17Rik	20.083333	0	0	0	0	0	0	0	115	0	126	0	0	0
Ubn2	20.000000	0	0	0	0	0	0	0	124	0	116	0	0	0
Sprr2b	20.000000	0	0	0	0	0	152	0	0	0	88	0	0	0
Prl3d2	20.000000	0	0	0	0	0	0	0	0	0	240	0	0	0
Olfr1111	20.000000	0	143	0	0	0	0	0	0	0	97	0	0	0
Olfr791	19.916667	0	0	0	0	0	0	0	0	0	239	0	0	0
Olfr1062	19.916667	0	111	0	0	0	0	0	0	0	128	0	0	0
Nub1	19.916667	0	0	0	0	0	141	0	98	0	0	0	0	0
Kdm1b	19.916667	0	0	0	0	0	0	0	239	0	0	0	0	0
Gm2663	19.916667	0	96	0	0	0	0	0	0	0	143	0	0	0
Bag2	19.916667	0	0	0	0	0	0	0	239	0	0	0	0	0
Avl9	19.916667	0	0	239	0	0	0	0	0	0	0	0	0	0
Rims2	19.833333	0	0	135	0	0	0	0	0	0	103	0	0	0
Olfr137	19.833333	0	0	0	0	0	0	0	0	0	238	0	0	0
Eya2	19.833333	0	0	0	0	0	0	0	142	0	96	0	0	0
Cdip1	19.833333	0	0	129	0	0	109	0	0	0	0	0	0	0
Pias1	19.750000	0	0	0	0	0	0	0	88	0	149	0	0	0
Olfr1186	19.750000	0	157	0	0	0	0	0	0	0	80	0	0	0
Cstf2	19.750000	0	0	0	0	0	0	0	237	0	0	0	0	0
Copb1	19.750000	0	0	0	0	0	0	0	131	0	106	0	0	0
Adamts20	19.750000	0	0	0	0	0	0	0	131	0	106	0	0	0
Zfp804a	19.666667	0	0	0	0	0	0	0	117	0	119	0	0	0
Umodl1	19.666667	0	133	103	0	0	0	0	0	0	0	0	0	0
Olfr984	19.583333	0	145	0	0	0	0	0	0	0	90	0	0	0
Hoxb4	19.583333	0	0	235	0	0	0	0	0	0	0	0	0	0
Hoxb3	19.583333	0	0	235	0	0	0	0	0	0	0	0	0	0
Fbxl4	19.583333	0	0	0	0	0	0	0	81	0	154	0	0	0
Vmn2r73	19.500000	0	91	0	0	0	0	0	0	0	143	0	0	0
Tktl2	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Spring1	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Rnft2	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Rap2b	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Olfr1351	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Il10	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Gm45337	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Gm39115	19.500000	0	0	0	0	0	0	0	0	0	234	0	0	0
Dennd1b	19.500000	0	0	0	0	0	0	0	234	0	0	0	0	0
Slc24a3	19.416667	0	0	0	0	0	0	0	120	0	0	0	113	0
Olfr832	19.416667	0	0	0	0	0	114	0	0	0	119	0	0	0
Klf4	19.416667	233	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r1	19.333333	0	95	0	0	0	0	0	0	0	137	0	0	0
Vmn1r223	19.333333	0	0	0	0	0	0	0	232	0	0	0	0	0
Tas2r106	19.333333	0	0	0	0	0	91	0	0	0	141	0	0	0
Elobl	19.333333	0	0	232	0	0	0	0	0	0	0	0	0	0
Dach2	19.333333	0	96	0	0	0	0	0	0	0	136	0	0	0
Coil	19.333333	0	0	232	0	0	0	0	0	0	0	0	0	0
Btbd3	19.333333	0	0	0	0	0	0	0	131	0	101	0	0	0
Zfp970	19.250000	0	0	0	0	0	0	0	0	0	231	0	0	0
Rhot1	19.250000	0	0	0	0	0	0	0	104	0	127	0	0	0
Olfr169	19.250000	0	0	0	0	0	0	0	0	0	231	0	0	0
Gm9758	19.250000	0	0	0	0	0	0	0	0	0	231	0	0	0
Prl8a6	19.166667	0	0	0	0	0	0	0	0	0	230	0	0	0
Klrk1	19.166667	0	149	0	0	0	0	0	0	0	81	0	0	0
Cabs1	19.166667	0	114	0	0	0	0	0	0	0	116	0	0	0
Vmn1r32	19.083333	0	109	0	0	0	0	0	0	0	120	0	0	0
Setdb1	19.083333	0	0	138	0	0	0	0	0	0	91	0	0	0
Pitpna	19.083333	0	0	0	0	0	113	0	0	0	116	0	0	0
Olfr986	19.083333	0	0	229	0	0	0	0	0	0	0	0	0	0
Vmn1r256	19.000000	0	0	0	0	0	228	0	0	0	0	0	0	0
Vmn1r246	19.000000	0	0	0	0	0	228	0	0	0	0	0	0	0
Tmcc3	19.000000	0	0	0	0	0	0	0	91	0	137	0	0	0
Snx15	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Smim10l1	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Sac3d1	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Rab6a	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Msantd4	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Minar2	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Lhx5	19.000000	0	0	0	0	0	0	0	228	0	0	0	0	0
Ints6	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Hacd1	19.000000	0	0	101	0	0	0	0	0	0	127	0	0	0
Gpr150	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
G6pd2	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
Dmxl1	19.000000	0	0	0	0	0	0	0	0	0	228	0	0	0
