Target_genes	Irf3|Average	SRX3380959|Dendritic_Cells	SRX3380960|Dendritic_Cells	SRX3380961|Dendritic_Cells	SRX145327|Macrophages	SRX145328|Macrophages	SRX20734189|Macrophages	SRX20734190|Macrophages	SRX20734191|Macrophages	SRX20734192|Macrophages	SRX20734193|Macrophages	SRX20734194|Macrophages	SRX20734195|Macrophages	SRX20734196|Macrophages	SRX20734201|Macrophages	SRX20734202|Macrophages	SRX20734203|Macrophages	SRX20734205|Macrophages	SRX2991446|Macrophages	SRX2991447|Macrophages	SRX2991448|Macrophages	SRX2991449|Macrophages	STRING
Acd	47.904762	278	545	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933405L10Rik	47.904762	278	545	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lims1	47.857143	0	370	0	86	160	0	0	0	0	168	0	0	0	0	0	0	221	0	0	0	0	0
Prcp	47.809524	272	388	162	64	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddias	47.809524	272	388	162	64	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp2	47.714286	0	180	0	120	192	0	0	0	0	203	0	0	0	0	0	0	307	0	0	0	0	0
Exosc2	47.714286	241	376	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1c	47.714286	171	300	0	177	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip1	47.619048	209	416	0	167	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp2	47.571429	194	343	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb1bp2	47.571429	288	444	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf3	47.571429	194	343	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tigd4	47.523810	236	623	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45337	47.523810	266	392	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid5b	47.523810	0	131	0	246	242	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0
Rps20	47.476190	0	0	0	379	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxpe3	47.476190	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2d	47.476190	0	141	0	443	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l1	47.380952	134	540	142	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle7	47.333333	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppfibp2	47.285714	269	286	196	103	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacc1	47.285714	310	490	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a8	47.238095	178	245	0	0	0	0	0	0	78	341	0	0	0	0	0	0	150	0	0	0	0	0
Rbm43	47.238095	0	264	0	254	206	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Cenpv	47.142857	336	406	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup160	47.095238	217	502	201	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2rx5	47.047619	203	590	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siglech	47.000000	268	338	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitrm1	46.952381	0	463	0	82	188	0	0	0	0	172	0	81	0	0	0	0	0	0	0	0	0	0
Etv6	46.952381	0	706	173	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erlin1	46.952381	322	412	160	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rin3	46.904762	0	471	169	163	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo1h	46.904762	266	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd3e	46.904762	413	348	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd12	46.809524	0	492	0	0	87	0	0	0	0	273	0	0	0	0	0	0	131	0	0	0	0	0
Dcaf11	46.666667	182	573	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E230025N22Rik	46.571429	121	353	253	0	146	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Crebzf	46.571429	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	182	237	233	222	0
Setd1b	46.523810	254	213	0	0	0	0	0	0	0	311	0	0	0	0	0	0	199	0	0	0	0	0
4932438A13Rik	46.523810	0	572	0	207	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spaca9	46.476190	274	239	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn10-ps	46.476190	0	371	0	269	203	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
Pdk1	46.476190	438	306	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epsti1	46.476190	224	273	96	70	208	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Ak8	46.476190	274	239	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggcx	46.428571	434	297	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp4	46.380952	0	360	0	232	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med6	46.380952	236	617	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jpt1	46.380952	0	260	0	257	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elf1	46.380952	0	360	0	232	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m2	46.333333	265	438	0	125	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptger2	46.285714	348	362	115	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Myo1c	46.285714	134	495	235	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp4	46.285714	255	496	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manbal	46.238095	295	432	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-DMb1	46.238095	246	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a4	46.190476	225	253	164	156	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr3	46.142857	331	203	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl2	46.095238	0	0	0	474	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f18	46.095238	168	389	204	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbnl	46.047619	208	190	0	261	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst3	46.047619	0	467	272	0	117	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
Srsf7	46.000000	0	0	0	330	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas1c	45.952381	0	513	0	87	114	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Oas1b	45.952381	0	513	0	87	114	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	45.952381	373	459	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limd1	45.904762	214	385	244	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba8	45.857143	0	0	0	584	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Themis2	45.857143	0	370	0	273	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde6c	45.857143	413	396	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrk2	45.857143	330	357	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I830077J02Rik	45.857143	319	320	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr1	45.857143	499	342	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
Gcsam	45.809524	257	574	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch1	45.761905	200	334	0	236	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt75	45.761905	212	623	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf1r	45.761905	239	185	184	101	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	45.714286	0	312	219	190	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr976	45.666667	318	350	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab24	45.571429	300	395	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prelid1	45.571429	300	395	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr110	45.571429	252	549	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c13	45.571429	0	675	0	91	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem134	45.523810	229	470	190	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aip	45.523810	229	470	190	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cwc25	45.476190	0	491	0	0	0	0	0	0	0	276	0	188	0	0	0	0	0	0	0	0	0	0
Cabp1	45.476190	327	373	168	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2f	45.428571	303	251	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcif1	45.380952	0	0	0	276	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc7	45.333333	339	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp27a1	45.333333	287	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp4	45.285714	191	321	0	193	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasgef1b	45.285714	163	0	0	393	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hk1	45.285714	209	278	0	224	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coro2a	45.285714	130	208	0	244	225	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Spryd7	45.190476	0	0	0	333	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx20	45.190476	353	340	179	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb1	45.190476	0	0	0	480	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbms1	45.190476	149	543	0	0	106	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Pus3	45.190476	210	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx25	45.190476	210	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp800	45.142857	0	111	0	258	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam5	45.142857	0	178	0	317	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam4	45.142857	0	178	0	317	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag9	45.047619	0	385	0	120	197	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0
Zfp605	45.000000	379	288	182	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtpbp6	45.000000	379	288	182	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asph	45.000000	187	245	0	190	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz4	44.952381	284	423	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbx	44.952381	0	845	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahnak	44.952381	0	824	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mill2	44.904762	0	0	0	193	160	0	0	0	0	495	0	95	0	0	0	0	0	0	0	0	0	0
Gde1	44.904762	117	282	128	0	174	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Sp4	44.809524	0	525	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0
Tmem138	44.761905	153	338	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipcef1	44.761905	354	357	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561a3	44.761905	153	338	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U2af2	44.714286	0	345	0	0	0	0	0	0	124	470	0	0	0	0	0	0	0	0	0	0	0	0
Smdt1	44.714286	252	171	0	197	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scd1	44.714286	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmox2	44.714286	166	223	144	128	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram2	44.714286	0	0	0	240	412	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0
Cept1	44.714286	0	0	0	240	412	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip2	44.666667	0	0	0	387	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip1	44.666667	0	0	0	387	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam43a	44.666667	0	317	0	0	119	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0
Wipf1	44.619048	289	533	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim56	44.571429	0	266	0	162	126	0	0	0	0	268	0	0	0	0	0	0	114	0	0	0	0	0
Smpd3	44.571429	327	407	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi1	44.571429	155	244	0	264	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpk	44.571429	155	244	0	264	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad2	44.428571	280	303	183	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt13	44.428571	359	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp4b	44.428571	0	348	0	201	252	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Comt	44.333333	505	234	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa2	44.333333	0	664	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Mcl1	44.285714	0	0	0	285	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab5	44.285714	361	327	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemf	44.238095	265	0	345	180	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhcr24	44.238095	0	0	0	312	417	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Pik3cg	44.190476	282	464	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2d	44.190476	188	214	364	69	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	44.142857	246	306	212	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grk3	44.142857	242	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4g3	44.142857	324	381	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf7	44.095238	160	340	221	94	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx33	44.095238	217	420	169	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpz	44.095238	160	340	221	94	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rexo4	44.047619	201	450	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptrhd1	44.047619	257	460	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ninj1	44.047619	242	375	0	112	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpo	44.047619	257	460	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl1	44.000000	445	317	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg2	43.904762	0	0	0	424	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c1	43.904762	0	255	0	297	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f1	43.904762	0	255	0	297	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1b	43.857143	0	458	0	143	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgre1	43.809524	0	0	0	142	254	0	0	0	0	353	0	0	0	0	0	0	171	0	0	0	0	0
Scarb2	43.761905	283	471	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr31b	43.761905	136	628	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem37	43.714286	97	0	122	0	0	0	0	0	119	580	0	0	0	0	0	0	0	0	0	0	0	0
H4c6	43.714286	0	0	0	316	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c2	43.714286	0	0	0	220	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f3	43.714286	0	0	0	316	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp367	43.666667	175	368	197	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekho2	43.666667	0	393	0	219	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rn	43.619048	0	0	0	147	164	0	0	0	119	349	0	0	0	0	0	0	137	0	0	0	0	0
C3ar1	43.619048	0	246	0	206	257	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Stx16	43.571429	0	342	116	177	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifit3b	43.571429	0	459	0	281	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gna13	43.523810	0	222	0	206	319	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	43.523810	226	472	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbf1	43.476190	184	614	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adm2	43.476190	184	614	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2	43.428571	0	214	0	218	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chid1	43.428571	237	200	109	112	134	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Wdr37	43.380952	197	370	0	204	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spty2d1	43.380952	0	0	0	271	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd5b	43.380952	294	403	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g4a	43.380952	253	519	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pheta2	43.380952	98	297	0	197	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faiml	43.380952	205	402	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm6	43.380952	174	161	0	214	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep70	43.380952	205	402	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1a1	43.380952	0	500	0	141	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc3	43.333333	0	505	155	120	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abo	43.333333	233	494	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nprl3	43.285714	0	0	0	187	236	0	0	0	0	416	0	0	0	0	0	0	70	0	0	0	0	0
Wdr38	43.238095	0	272	0	0	0	0	0	0	0	386	0	105	0	0	0	0	145	0	0	0	0	0
Ino80	43.238095	0	121	0	324	374	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
Stk40	43.142857	0	201	0	129	167	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0
Samhd1	43.142857	0	158	0	361	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpd	43.142857	264	258	284	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xdh	43.095238	162	298	0	110	187	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Reep3	43.095238	143	479	183	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itprid2	43.095238	0	201	0	251	336	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Ptafr	43.047619	0	288	0	0	190	0	0	0	0	307	0	0	0	0	0	0	119	0	0	0	0	0
Hps5	43.047619	130	176	0	224	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim69	43.000000	0	0	0	295	255	0	0	0	0	241	0	0	0	0	0	0	112	0	0	0	0	0
Klhl18	42.952381	221	230	272	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif9	42.952381	221	230	272	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acod1	42.857143	0	0	0	351	419	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0
Xcr1	42.809524	191	298	257	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herc1	42.761905	0	546	0	0	74	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0
Psmb10	42.714286	0	147	0	351	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp12	42.714286	152	548	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c12	42.714286	0	0	0	368	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc15	42.714286	0	0	0	368	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac15	42.714286	0	0	0	368	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctrl	42.714286	0	147	0	351	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130008F23Rik	42.666667	282	390	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps27l	42.619048	199	507	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd1b	42.619048	300	375	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb5	42.571429	152	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smap2	42.523810	158	523	155	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pum1	42.523810	305	321	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clic4	42.523810	0	232	0	204	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a19	42.476190	0	426	0	153	135	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Perm1	42.476190	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp660	42.380952	206	413	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inf2	42.380952	164	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atr	42.333333	0	735	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
1700065D16Rik	42.333333	0	735	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ubc	42.285714	0	292	0	254	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs14	42.285714	262	303	219	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkb2	42.285714	0	0	0	386	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tff2	42.238095	410	342	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nppc	42.238095	265	430	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blm	42.238095	446	157	165	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srek1	42.190476	217	336	231	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scin	42.142857	379	363	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm47	42.095238	124	612	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo18a	42.095238	324	311	165	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
Hrob	42.095238	0	73	0	245	429	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Clip1	42.047619	352	252	159	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cflar	42.000000	0	433	0	186	167	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
Fem1b	41.904762	0	0	0	0	136	0	0	0	176	438	130	0	0	0	0	0	0	0	0	0	0	0
Coq5	41.904762	0	495	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0
Cluh	41.809524	103	352	0	102	199	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Sdcbp	41.761905	316	247	0	92	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm7	41.714286	334	212	0	121	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	41.666667	0	351	119	179	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf14	41.619048	254	386	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d2	41.619048	274	314	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pi4k2b	41.619048	168	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ing4	41.619048	429	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc134	41.619048	192	539	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e1	41.619048	0	0	0	269	441	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
