Target_genes	Foxo3|Average	SRX15124402|4T1	SRX2845374|C2C12	SRX2845375|C2C12	SRX23264976|ES_cells	SRX23264977|ES_cells	SRX23264978|ES_cells	SRX23264979|ES_cells	SRX23264980|ES_cells	SRX23264981|ES_cells	SRX23264982|ES_cells	SRX23264983|ES_cells	SRX125261|Macrophages	SRX315275|Neural_progenitor_cells	STRING
Eddm3b	13.846154	0	0	180	0	0	0	0	0	0	0	0	0	0	0
Cdc20b	13.846154	0	0	180	0	0	0	0	0	0	0	0	0	0	0
Ccdc190	13.846154	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Zfp763	13.769231	0	0	179	0	0	0	0	0	0	0	0	0	0	0
Txlnb	13.769231	0	0	179	0	0	0	0	0	0	0	0	0	0	0
Tmem91	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Tekt4	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Mfsd14b	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Lcor	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Gm12250	13.769231	0	0	179	0	0	0	0	0	0	0	0	0	0	0
Fcho2	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Cd320	13.769231	0	0	179	0	0	0	0	0	0	0	0	0	0	0
B9d2	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Agtrap	13.769231	0	0	179	0	0	0	0	0	0	0	0	0	0	0
Acoxl	13.769231	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Zfp598	13.692308	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Top1mt	13.692308	0	0	178	0	0	0	0	0	0	0	0	0	0	0
Mob1a	13.692308	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Gbp3	13.692308	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Chfr	13.692308	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Bzw1	13.692308	0	0	0	0	0	0	0	0	0	0	0	178	0	0
Zmynd8	13.615385	0	0	99	0	0	0	0	0	0	0	0	0	78	0
Scaf1	13.615385	0	0	177	0	0	0	0	0	0	0	0	0	0	0
Rras	13.615385	0	0	177	0	0	0	0	0	0	0	0	0	0	0
Ptgis	13.615385	0	0	177	0	0	0	0	0	0	0	0	0	0	0
Ncbp3	13.615385	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Mfsd7a	13.615385	0	0	177	0	0	0	0	0	0	0	0	0	0	0
Lmod2	13.615385	0	0	177	0	0	0	0	0	0	0	0	0	0	0
Klhl15	13.615385	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Hmgn2	13.615385	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Gpr62	13.615385	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Zfp521	13.538462	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Ttll11	13.538462	0	0	176	0	0	0	0	0	0	0	0	0	0	0
Rab40c	13.538462	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Gsto2	13.538462	0	0	176	0	0	0	0	0	0	0	0	0	0	0
Cers2	13.538462	0	0	176	0	0	0	0	0	0	0	0	0	0	0
Cep97	13.538462	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Cbx2	13.538462	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Anxa9	13.538462	0	0	176	0	0	0	0	0	0	0	0	0	0	0
Alox5	13.538462	0	0	176	0	0	0	0	0	0	0	0	0	0	0
Usp22	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Ttll3	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Trim8	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Tbcel	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Scpep1	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Rs1	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Mx2	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Lzts2	13.461538	0	0	175	0	0	0	0	0	0	0	0	0	0	0
Lsm4	13.461538	0	0	175	0	0	0	0	0	0	0	0	0	0	0
Kif1a	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Kcnc1	13.461538	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Zfp408	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Xpo7	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Tmcc2	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Sorbs1	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Scimp	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Prr5l	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Pdgfra	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Pcf11	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Mrpl1	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Mmachc	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Mbip	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Lyst	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Epc2	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Dsn1	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Commd9	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Clpx	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Ccnb2	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Ccdc163	13.384615	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Cbr3	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Arhgap1	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
1700102P08Rik	13.384615	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Usp31	13.307692	0	0	0	0	0	0	0	0	0	0	0	173	0	0
Tmem212	13.307692	0	0	173	0	0	0	0	0	0	0	0	0	0	0
Mov10l1	13.307692	0	0	0	0	0	0	0	0	0	0	0	0	173	0
Mlc1	13.307692	0	0	0	0	0	0	0	0	0	0	0	0	173	0
Utf1	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Traf4	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Smarcd3	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Sec14l5	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Sall3	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Pigv	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Piezo2	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Osbpl7	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Marchf4	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Map4	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Lgals2	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Krtap3-2	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Grik2	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Fth1	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Fsd2	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Dpp8	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Cyp8b1	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Cplane2	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Cluh	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Chrnd	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Chac1	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Apbb1	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Ank2	13.230769	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Angptl4	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Acsbg3	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Acsbg2	13.230769	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Zswim4	13.153846	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Zfp316	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Ublcp1	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Tmem104	13.153846	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Pcdh1	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Ociad1	13.153846	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Nat9	13.153846	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Ltbp1	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Krt34	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Krt31	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Gm11213	13.153846	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Dlg4	13.153846	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Wbp4	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Ugdh	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Ttc9	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Tekt5	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Spata45	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Rhobtb1	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Ncam1	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Ly6g2	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Flvcr1	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Fgfr3	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Fbrs	13.076923	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Elf1	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Cyb5r1	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
A930033H14Rik	13.076923	0	0	170	0	0	0	0	0	0	0	0	0	0	0
Zranb2	13.000000	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Usp28	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Tdp1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Surf6	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Sertad2	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Scd4	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Pspn	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Ppfibp1	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Mitf	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Mab21l4	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Lpar1	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Jund	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Iqcn	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Efcab11	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Crebzf	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Alkbh7	13.000000	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Trmt9b	12.923077	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Plcd3	12.923077	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	12.923077	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Map7	12.923077	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Ldb1	12.923077	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Erich2	12.923077	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Dusp15	12.923077	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Dlx3	12.923077	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Chrng	12.923077	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Casp2	12.923077	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Acbd4	12.923077	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Sugp1	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Sh2d6	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Rabgap1l	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Rab11fip3	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Plekhh2	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Mtus2	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Mturn	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Mlx	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Met	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Mbtps1	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Mau2	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Lmo4	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Krr1	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Irgm2	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Hsd17b1	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Gpr137b	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Ece1	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Cpt1c	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Coasy	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Cd300lg	12.846154	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Atg101	12.846154	0	0	167	0	0	0	0	0	0	0	0	0	0	0
Vps39	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Trim67	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Tcea2	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Sun1	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Siah1a	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Sertad4	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Serpinb9g	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Olfr225	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Mlh3	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Il2	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Gpkow	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Cap1	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Asxl1	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Arhgef18	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Adora1	12.769231	0	0	0	0	0	0	0	0	0	0	0	0	166	0
9430015G10Rik	12.769231	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Zmat5	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Zfp12	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Wdr45b	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Uqcr10	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Srebf2	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Rnaseh2a	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Prdx2	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Pde4b	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Gpx4	12.692308	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Zkscan5	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Zkscan14	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Zbtb17	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Usp5	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Trp53rka	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Sorbs2	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Smco2	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Smad4	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Rapgef4	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Nrap	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Itpk1	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Gnas	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Cpne2	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Cox4i2	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Cela1	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Cdca3	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Ccne2	12.615385	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Ccdc9b	12.615385	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Tmem114	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Tmed6	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Slc36a2	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Setd5	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Picalm	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Kremen2	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Isx	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Etfdh	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Eif6	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Dnajc12	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Cyfip1	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a4	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Ascl3	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Armc4	12.538462	0	0	0	0	0	0	0	0	0	0	0	0	163	0
4930579G24Rik	12.538462	0	0	163	0	0	0	0	0	0	0	0	0	0	0
Xkr7	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Slc39a7	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Slc35c2	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Sgms2	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Rxrb	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Orai1	12.461538	0	0	162	0	0	0	0	0	0	0	0	0	0	0
Mia2	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Itgam	12.461538	0	0	162	0	0	0	0	0	0	0	0	0	0	0
H2-Ke6	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Ftl1	12.461538	0	0	162	0	0	0	0	0	0	0	0	0	0	0
Dock9	12.461538	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Cdk5rap1	12.461538	0	0	162	0	0	0	0	0	0	0	0	0	0	0
Zfp868	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Zfp652	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Zcchc24	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Yipf7	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Ubald2	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Tmem232	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Tgds	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Taf12	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Shcbp1	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Rag2	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Phldb3	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Phf5a	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Nlrp10	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Myl6	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Iftap	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Heca	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Gpr180	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Gja3	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Ephx2	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Eif3f	12.384615	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt2	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Ddit4	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Cp	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Aco2	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Abraxas2	12.384615	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Zfp319	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Zfhx2	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Vps8	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Usb1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Thtpa	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Setx	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Plpp3	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Plekha1	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Nacc2	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Mrpl36	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Fpgs	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Dcaf5	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Cyth1	12.307692	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Zscan25	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Usp34	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Tmsb10	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Tbc1d31	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Srp54c	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Srp54b	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Rlf	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Rab3a	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Lancl3	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Itgb8	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Hspa14	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Garem1	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Fam13b	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Eif4ebp1	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Cdnf	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Arhgap11a	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Actr5	12.230769	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Aacs	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Tm9sf4	12.153846	0	0	76	0	0	0	0	0	0	0	0	0	82	0
Snw1	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Rcl1	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Per2	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Nutm1	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Nap1l5	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Gulp1	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Gm10130	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Gfra1	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Furin	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Zfp330	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Slc14a2	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Sh3glb2	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Rbm18	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Rab3il1	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Pbk	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Mrrf	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Miga2	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Lars	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Kctd9	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Gja1	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Eef2	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Ctif	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Cdca2	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Best1	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Asb5	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Apon	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Ankrd2	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Adam10	12.076923	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Xbp1	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Ube2k	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Thnsl1	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Stard9	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Srsf3	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Srsf1	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Sox9	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Sowaha	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Socs3	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Smim14	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Scx	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Rnf44	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Ptpn22	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Pdcd7	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Pcmtd1	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Mnat1	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Mcm4	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Lrrfip1	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Lims2	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Gfap	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Enkur	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Csnk1e	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Commd1	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
