Target_genes	Hoxc6|Average	SRX7416176|Embryoid_Bodies	SRX7416177|Embryoid_Bodies	SRX7416192|Embryoid_Bodies	SRX7416193|Embryoid_Bodies	SRX7416201|Embryoid_Bodies	SRX7416202|Embryoid_Bodies	SRX6755620|ES_cells	STRING
Ccdc171	123.857143	139	92	219	142	150	125	0	0
Zdbf2	123.714286	0	0	345	212	203	106	0	0
C1qtnf3	123.714286	0	0	123	172	323	248	0	0
Zfp62	123.428571	118	0	427	319	0	0	0	0
Taf13	123.285714	162	0	433	268	0	0	0	0
Muc1	123.285714	0	0	327	329	207	0	0	0
Edn1	123.285714	367	172	134	190	0	0	0	0
Lmnb1	123.142857	0	0	0	0	655	207	0	0
Klf2	123.142857	0	0	0	0	694	168	0	0
Sgms1	123.000000	0	0	227	0	294	340	0	0
Prkg1	123.000000	204	165	260	131	101	0	0	0
Herc1	123.000000	0	0	162	142	281	276	0	0
Tmem37	122.857143	0	0	0	0	539	321	0	0
Mageh1	122.857143	0	0	122	147	390	201	0	0
Tmeff1	122.714286	107	0	217	204	181	150	0	0
Pex2	122.714286	361	248	128	122	0	0	0	0
Gm51425	122.571429	0	0	74	0	472	312	0	0
4932414N04Rik	122.571429	107	110	336	305	0	0	0	0
Bnc2	122.428571	0	0	0	0	496	361	0	0
Usp4	122.285714	0	0	486	370	0	0	0	0
Kdm3b	122.285714	0	0	157	132	167	400	0	0
Gpx1	122.285714	0	0	486	370	0	0	0	0
Ube2o	122.142857	0	0	104	0	462	289	0	0
Tsc1	122.142857	0	0	0	0	615	240	0	0
Scd1	122.142857	0	0	0	0	455	400	0	0
Gpn3	122.142857	0	139	260	154	162	140	0	0
Fam216a	122.142857	0	139	260	154	162	140	0	0
Repin1	122.000000	0	0	511	343	0	0	0	0
Ints14	122.000000	0	0	415	312	0	127	0	0
Gm5111	122.000000	0	0	511	343	0	0	0	0
Ccnyl1	122.000000	0	0	263	267	219	105	0	0
Mroh1	121.857143	129	0	410	314	0	0	0	0
Dcn	121.857143	0	0	228	161	332	132	0	0
Baz1b	121.857143	0	105	215	0	281	252	0	0
9330159F19Rik	121.857143	0	155	389	309	0	0	0	0
Ppard	121.714286	0	0	0	0	292	560	0	0
Mapkapk5	121.571429	0	0	250	163	240	198	0	0
Insm1	121.571429	0	0	219	241	194	197	0	0
Atp6v0a1	121.571429	0	138	389	324	0	0	0	0
Snx1	121.428571	171	0	321	249	109	0	0	0
Mesd	121.428571	180	0	300	197	173	0	0	0
Lpl	121.428571	0	0	190	155	246	259	0	0
Ciao2a	121.428571	171	0	321	249	109	0	0	0
Sgca	121.142857	84	0	474	290	0	0	0	0
Serinc1	121.142857	161	195	321	171	0	0	0	0
Rasgrp2	121.142857	157	0	427	264	0	0	0	0
Slc35e2	121.000000	0	0	0	0	169	678	0	0
Gstt2	121.000000	113	0	409	325	0	0	0	0
Abtb2	121.000000	0	0	178	398	0	271	0	0
Evi5l	120.857143	0	0	550	296	0	0	0	0
Atp6v1e2	120.857143	0	0	414	432	0	0	0	0
Rxrg	120.571429	0	0	165	0	552	127	0	0
Npm3	120.571429	0	0	0	0	162	682	0	0
Fgf8	120.571429	0	0	0	0	162	682	0	0
Akr1c13	120.571429	0	101	218	238	0	287	0	0
Lrig3	120.285714	0	0	0	0	451	391	0	0
Rhog	120.000000	179	166	217	278	0	0	0	0
Eml2	120.000000	0	0	0	0	623	217	0	0
Mbnl1	119.857143	0	0	423	416	0	0	0	0
Npas2	119.714286	0	0	410	428	0	0	0	0
C130073F10Rik	119.714286	0	0	0	0	602	236	0	0
Btbd17	119.714286	0	0	402	205	231	0	0	0
Txndc12	119.571429	0	0	259	249	174	155	0	0
Pou2f2	119.571429	0	0	387	450	0	0	0	0
Pold3	119.571429	0	0	0	0	431	406	0	0
Klk1b3	119.571429	0	0	0	0	510	327	0	0
Btf3l4	119.571429	0	0	259	249	174	155	0	0
Treml4	119.428571	109	78	275	374	0	0	0	0
Kat6b	119.428571	0	111	286	335	0	104	0	0
Agtrap	119.428571	0	0	0	0	327	509	0	0
1700017B05Rik	119.428571	0	0	454	382	0	0	0	0
Sertad4	119.142857	182	148	258	246	0	0	0	0
Dll1	119.142857	0	0	319	277	238	0	0	0
Tppp3	118.857143	0	0	0	0	416	416	0	0
Crcp	118.857143	0	0	0	0	306	263	263	0
Neo1	118.714286	0	0	513	318	0	0	0	0
Heyl	118.714286	204	95	355	177	0	0	0	0
Wfikkn1	118.571429	188	132	156	0	0	354	0	0
Cyp19a1	118.571429	0	0	349	481	0	0	0	0
Lax1	118.428571	0	0	0	0	327	502	0	0
Jakmip2	118.428571	0	152	456	221	0	0	0	0
Dchs1	118.428571	0	0	317	512	0	0	0	0
Sqor	118.285714	197	113	340	178	0	0	0	0
Myt1	118.285714	0	0	394	434	0	0	0	0
Mpp3	118.285714	0	0	249	190	206	183	0	0
Map2	118.285714	0	0	344	484	0	0	0	0
Cipc	118.142857	0	0	351	259	89	128	0	0
Sypl2	118.000000	0	0	328	0	245	253	0	0
Ralgps2	117.857143	0	0	0	0	462	363	0	0
Nlrp9b	117.857143	0	0	0	0	619	206	0	0
Plcb1	117.714286	110	0	266	448	0	0	0	0
Olfr1238	117.714286	0	0	0	0	375	449	0	0
Bcat1	117.714286	0	0	0	0	293	531	0	0
Pik3ap1	117.571429	0	0	169	155	309	190	0	0
1700019A02Rik	117.571429	0	0	0	0	345	478	0	0
Rbpj	117.428571	0	0	257	164	183	218	0	0
Mien1	117.428571	175	0	469	178	0	0	0	0
Gtf3c6	117.428571	0	0	150	286	115	271	0	0
Pnmal1	117.142857	0	0	427	393	0	0	0	0
8030462N17Rik	117.142857	0	0	162	0	355	303	0	0
Spire1	117.000000	0	0	0	0	543	276	0	0
Proser1	117.000000	149	0	0	0	286	384	0	0
Nhlrc3	117.000000	149	0	0	0	286	384	0	0
Bcl2l14	117.000000	0	0	0	91	338	390	0	0
Ypel4	116.857143	0	0	432	232	154	0	0	0
Phf24	116.857143	0	0	0	0	448	370	0	0
Pdlim3	116.857143	0	0	0	0	421	397	0	0
Cd3g	116.857143	0	0	379	439	0	0	0	0
Cd3d	116.857143	0	0	379	439	0	0	0	0
Lrp12	116.714286	0	153	365	299	0	0	0	0
L1td1	116.714286	0	0	0	0	430	387	0	0
Fam214a	116.714286	0	0	0	0	320	497	0	0
2310033P09Rik	116.714286	0	0	316	331	0	170	0	0
Mgat5b	116.571429	0	0	360	322	134	0	0	0
Dixdc1	116.571429	0	0	496	320	0	0	0	0
Pde4d	116.428571	0	0	512	303	0	0	0	0
Arhgap36	116.428571	0	0	186	250	184	195	0	0
Serpinf2	116.285714	0	0	0	0	607	207	0	0
Csn3	116.285714	0	0	0	0	342	472	0	0
Abcc4	116.285714	273	0	206	166	0	169	0	0
Knl1	115.857143	0	104	310	235	0	162	0	0
Abca7	115.857143	0	0	236	325	250	0	0	0
H4c4	115.714286	0	0	0	0	303	507	0	0
Dpp6	115.714286	0	0	297	155	118	240	0	0
B230219D22Rik	115.714286	0	0	340	470	0	0	0	0
Ankrd28	115.714286	232	0	348	230	0	0	0	0
Serf2	115.571429	128	212	270	199	0	0	0	0
Fcho2	115.571429	0	0	161	0	134	514	0	0
Syt4	115.428571	130	0	219	242	217	0	0	0
Fzd3	115.285714	0	0	292	227	116	172	0	0
Fbxo16	115.285714	0	0	292	227	116	172	0	0
Kctd5	115.142857	0	0	405	401	0	0	0	0
Scimp	115.000000	0	0	0	0	516	289	0	0
Armcx1	115.000000	0	0	0	0	431	374	0	0
Zcchc8	114.857143	105	0	386	313	0	0	0	0
Eml4	114.857143	153	0	377	274	0	0	0	0
Cenpc1	114.857143	0	0	395	250	159	0	0	0
Rtn4	114.714286	0	0	137	186	294	186	0	0
Nucks1	114.714286	0	0	0	0	230	573	0	0
Fbxo32	114.714286	0	0	0	0	467	336	0	0
Idh1	114.571429	0	0	545	257	0	0	0	0
Dad1	114.571429	0	0	287	152	0	363	0	0
Abhd4	114.571429	0	0	287	152	0	363	0	0
Syncrip	114.428571	0	0	253	259	0	289	0	0
N4bp2	114.428571	0	0	408	212	0	181	0	0
Msx2	114.428571	0	0	282	226	132	161	0	0
AI661453	114.428571	0	0	0	0	0	801	0	0
1700001C19Rik	114.428571	0	0	0	0	0	801	0	0
Zbtb34	114.285714	0	0	0	0	437	363	0	0
Sema4b	114.285714	123	0	358	183	136	0	0	0
Zbtb22	114.142857	0	0	111	148	168	372	0	0
Usp35	114.142857	136	140	251	272	0	0	0	0
Ubap1l	114.142857	0	140	300	359	0	0	0	0
Tapbp	114.142857	0	0	111	148	168	372	0	0
Kctd21	114.142857	136	140	251	272	0	0	0	0
Erich6b	114.142857	0	0	390	409	0	0	0	0
Zbed4	114.000000	194	0	333	271	0	0	0	0
Adamts15	114.000000	109	114	300	275	0	0	0	0
Tnfrsf11b	113.857143	130	173	201	113	0	180	0	0
Cited4	113.857143	0	0	511	144	0	142	0	0
Trp73	113.714286	0	0	0	0	442	354	0	0
Olfr806	113.714286	0	0	0	0	321	275	200	0
Gclm	113.571429	0	0	0	0	474	321	0	0
Akr1b3	113.571429	175	0	316	304	0	0	0	0
Ptpn14	113.428571	192	0	322	280	0	0	0	0
Cped1	113.142857	0	0	0	0	445	347	0	0
Grk2	113.000000	272	0	296	223	0	0	0	0
Erg	113.000000	155	0	193	443	0	0	0	0
Mutyh	112.714286	186	192	240	171	0	0	0	0
Gapvd1	112.714286	0	0	230	183	217	159	0	0
Sirt4	112.571429	0	0	240	165	0	383	0	0
Fgf23	112.571429	0	0	0	0	222	566	0	0
Slf2	112.428571	0	0	297	322	0	168	0	0
Dstn	112.428571	0	0	296	491	0	0	0	0
Arf2	112.428571	0	0	327	460	0	0	0	0
Kcna5	112.285714	0	0	122	142	163	359	0	0
Arvcf	112.285714	0	0	464	322	0	0	0	0
Ttc28	112.142857	0	0	190	225	150	220	0	0
Olfr801	112.142857	0	0	526	259	0	0	0	0
Olfr1375	112.000000	0	0	297	487	0	0	0	0
Nck1	112.000000	140	0	227	288	0	129	0	0
C3	112.000000	0	167	391	226	0	0	0	0
Upk1a	111.857143	0	0	157	155	0	471	0	0
Gm2237	111.857143	137	140	0	176	198	132	0	0
Rfx1	111.714286	0	0	359	423	0	0	0	0
Polr2e	111.714286	0	0	601	181	0	0	0	0
Dclk1	111.714286	0	0	90	0	387	305	0	0
Atp1b4	111.714286	0	0	257	525	0	0	0	0
Mei4	111.571429	0	0	0	0	549	232	0	0
Fbxl2	111.571429	0	0	491	290	0	0	0	0
Zfp382	111.285714	92	0	170	207	147	163	0	0
Sesn1	111.285714	0	0	412	367	0	0	0	0
Lin28b	111.285714	0	0	379	220	108	72	0	0
Hmox1	111.285714	0	0	118	119	196	219	127	0
Phip	111.142857	0	0	0	0	500	278	0	0
Col5a2	111.142857	0	132	432	214	0	0	0	0
Tent2	111.000000	0	0	223	283	127	144	0	0
Ccdc34	110.857143	0	0	0	0	496	280	0	0
Gpr12	110.714286	0	0	349	426	0	0	0	0
Tdrd3	110.571429	0	0	0	0	204	570	0	0
Rhpn2	110.571429	0	0	0	0	305	469	0	0
Nalcn	110.428571	0	0	399	374	0	0	0	0
Cblb	110.428571	0	0	515	258	0	0	0	0
Fign	110.285714	297	0	190	184	101	0	0	0
Mrpl20	110.142857	0	0	0	0	0	771	0	0
Apol7e	110.142857	0	0	0	0	203	568	0	0
Raet1d	110.000000	0	0	0	0	483	287	0	0
Gp2	110.000000	0	0	0	0	184	586	0	0
Crabp1	110.000000	180	0	271	319	0	0	0	0
Hsd17b3	109.857143	0	0	0	0	206	563	0	0
Aldh3a1	109.857143	142	0	456	171	0	0	0	0
Stat3	109.714286	0	0	0	0	311	457	0	0
Cltb	109.714286	0	0	0	0	498	270	0	0
Tnf	109.428571	0	0	0	0	266	500	0	0
Ltb	109.428571	0	0	0	0	266	500	0	0
Unk	109.285714	0	0	0	0	328	437	0	0
Sacs	109.000000	0	0	0	0	422	341	0	0
Rnf44	109.000000	0	0	198	363	202	0	0	0
Fam117a	109.000000	0	0	0	0	269	494	0	0
Cd38	109.000000	0	0	0	0	485	278	0	0
Adgrl3	109.000000	0	0	377	386	0	0	0	0
Sumo3	108.857143	0	0	0	0	423	339	0	0
Nodal	108.857143	0	0	0	0	161	601	0	0
Mrps28	108.857143	124	167	292	179	0	0	0	0
Dcdc5	108.857143	0	0	513	249	0	0	0	0
Clstn3	108.714286	0	0	0	0	408	353	0	0
Cibar2	108.714286	0	103	318	238	0	102	0	0
Cdyl	108.571429	0	0	0	0	293	467	0	0
Rpl35	108.428571	0	0	0	217	279	263	0	0
Ldha	108.428571	182	0	346	231	0	0	0	0
Fgl2	108.428571	0	0	0	0	358	401	0	0
Arpc5l	108.428571	0	0	0	217	279	263	0	0
Ucma	108.285714	0	0	0	0	351	407	0	0
Prkar2a	108.142857	151	142	261	203	0	0	0	0
Nupr1	108.142857	0	0	206	215	336	0	0	0
Fam149a	108.000000	0	0	319	237	200	0	0	0
Trim23	107.857143	0	0	252	363	0	140	0	0
Trappc13	107.857143	0	0	252	363	0	140	0	0
Shld3	107.857143	0	0	252	363	0	140	0	0
Uggt2	107.714286	0	0	0	0	560	194	0	0
Dipk1a	107.714286	0	151	320	283	0	0	0	0
Anxa11	107.714286	0	0	0	0	449	305	0	0
Esr1	107.571429	0	0	0	0	528	225	0	0
Pdzk1	107.428571	0	0	0	0	379	373	0	0
Cd160	107.428571	0	0	0	0	379	373	0	0
Gtf2ird2	107.285714	0	0	198	0	0	553	0	0
Slit3	107.142857	168	176	167	239	0	0	0	0
Muc4	107.142857	0	143	291	316	0	0	0	0
Epha4	107.142857	0	0	366	384	0	0	0	0
Atp4a	107.142857	0	0	0	0	283	467	0	0
Ank1	107.142857	0	0	279	0	144	327	0	0
Hoxb9	107.000000	0	0	160	303	286	0	0	0
Fam171b	107.000000	0	0	440	309	0	0	0	0
D030056L22Rik	107.000000	0	0	0	0	291	458	0	0
Alpl	107.000000	0	0	0	0	350	399	0	0
Akr1b10	107.000000	0	0	0	0	304	445	0	0
Rasl11b	106.857143	0	0	410	338	0	0	0	0
Nipbl	106.857143	0	0	398	350	0	0	0	0
Kctd1	106.857143	166	0	363	219	0	0	0	0
Crmp1	106.857143	0	0	156	194	245	153	0	0
Rabep1	106.714286	0	0	481	266	0	0	0	0
Bpifb9b	106.714286	0	0	0	0	185	562	0	0
Rdm1	106.571429	0	0	236	309	0	201	0	0
Gm10406	106.571429	163	146	0	0	168	269	0	0
Cer1	106.571429	0	0	0	0	398	348	0	0
Tspan14	106.428571	0	0	374	371	0	0	0	0
Pbk	106.428571	0	0	0	0	275	470	0	0
Klkb1	106.428571	0	0	0	0	325	420	0	0
Cntn6	106.428571	109	0	450	186	0	0	0	0
Rnf43	106.285714	0	0	0	0	368	376	0	0
Entpd1	106.285714	0	0	0	0	548	196	0	0
Nacc2	106.142857	0	0	231	328	0	184	0	0
Kdm4a	106.142857	0	0	0	0	253	490	0	0
Btk	106.142857	174	0	259	210	100	0	0	0
Trpm3	106.000000	109	134	0	259	140	100	0	0
Xrn2	105.857143	0	0	0	0	399	342	0	0
Rhbdd1	105.714286	0	0	360	380	0	0	0	0
Pkdcc	105.714286	0	0	151	166	200	223	0	0
Ddx58	105.571429	0	0	0	0	451	288	0	0
Sgo1	105.428571	0	0	250	138	183	167	0	0
Pgm2	105.428571	0	0	451	287	0	0	0	0
Zhx2	105.285714	0	0	0	0	270	467	0	0
Cd244a	105.285714	0	0	0	0	437	300	0	0
Adgrv1	105.285714	289	0	282	166	0	0	0	0
Tcea3	105.142857	0	0	0	0	241	495	0	0
Casp8	105.142857	0	0	0	0	150	371	215	0
Zfp867	105.000000	0	0	390	345	0	0	0	0
Zfp536	105.000000	0	0	242	353	140	0	0	0
Zkscan5	104.857143	0	0	138	191	170	235	0	0
Zkscan14	104.857143	0	0	138	191	170	235	0	0
Srsf2	104.857143	0	0	0	0	306	428	0	0
Mfsd11	104.857143	0	0	0	0	306	428	0	0
Flvcr1	104.714286	0	0	276	457	0	0	0	0
Lce1m	104.571429	0	0	0	0	626	106	0	0
Crct1	104.571429	0	0	0	0	626	106	0	0
Chn1	104.571429	182	0	237	313	0	0	0	0
Tal2	104.428571	0	0	0	0	440	291	0	0
Gid8	104.428571	0	0	0	0	330	401	0	0
Dido1	104.428571	0	0	0	0	330	401	0	0
Atp6v1c2	104.428571	0	0	0	0	487	244	0	0
Prkrip1	104.285714	0	0	369	361	0	0	0	0
Gbp2	104.285714	0	0	469	261	0	0	0	0
Exosc2	104.285714	154	0	325	251	0	0	0	0
Defb1	104.142857	0	0	0	0	397	332	0	0
Aurkb	104.142857	0	0	299	430	0	0	0	0
Asrgl1	104.000000	0	0	123	0	305	300	0	0
Supt4b	103.571429	0	0	0	0	406	319	0	0
Sst	103.571429	0	0	160	154	270	141	0	0
Kcnt1	103.571429	0	0	367	178	180	0	0	0
Atp2b4	103.571429	145	0	367	213	0	0	0	0
Sptssa	103.428571	0	0	403	321	0	0	0	0
Il5ra	103.428571	0	0	389	335	0	0	0	0
Slc40a1	103.285714	0	0	0	0	400	323	0	0
Peak1	103.000000	0	0	177	142	0	402	0	0
Mrfap1	103.000000	0	0	344	242	135	0	0	0
Hmg20a	103.000000	0	0	177	142	0	402	0	0
Gm12253	103.000000	0	0	157	0	287	277	0	0
Elovl5	103.000000	0	0	165	0	129	427	0	0
Synm	102.857143	0	0	0	0	317	403	0	0
Pdyn	102.857143	0	0	0	0	400	320	0	0
Nlrp10	102.857143	0	88	358	122	0	152	0	0
Mapk1ip1l	102.857143	0	0	372	348	0	0	0	0
Exd2	102.857143	0	0	273	255	94	98	0	0
Eif3f	102.857143	0	88	358	122	0	152	0	0
Clec2l	102.857143	0	0	482	238	0	0	0	0
Notch4	102.571429	0	0	0	0	395	323	0	0
Pof1b	102.428571	246	156	101	214	0	0	0	0
Tcp11l1	102.285714	0	118	117	157	176	148	0	0
Pin1rt1	102.285714	0	118	117	157	176	148	0	0
Nhsl1	102.285714	0	0	0	0	442	274	0	0
Crebzf	102.285714	194	165	194	163	0	0	0	0
Gab2	102.142857	0	0	201	192	145	177	0	0
Dennd1b	102.142857	129	0	256	223	107	0	0	0
Ctrb1	102.142857	0	0	0	0	442	273	0	0
Zyg11a	102.000000	0	0	0	0	464	250	0	0
Ing3	102.000000	0	0	195	108	248	163	0	0
Kif15	101.857143	0	0	0	0	0	713	0	0
1110059G10Rik	101.857143	0	0	0	0	0	713	0	0
Papss1	101.714286	332	94	142	144	0	0	0	0
Grm4	101.714286	0	0	285	0	217	210	0	0
C1qc	101.714286	0	0	423	289	0	0	0	0
C1qb	101.714286	0	0	423	289	0	0	0	0
Tal1	101.571429	0	0	206	202	170	133	0	0
Sprr2a3	101.571429	0	0	0	0	370	341	0	0
Nudcd1	101.571429	160	188	245	118	0	0	0	0
Eny2	101.571429	160	188	245	118	0	0	0	0
Eef1akmt1	101.571429	169	0	178	212	0	152	0	0
Cacnb2	101.571429	0	0	231	309	0	171	0	0
Nkx1-1	101.428571	195	0	80	0	248	187	0	0
Csrnp1	101.428571	0	0	411	299	0	0	0	0
Ifitm2	101.285714	0	0	92	115	191	311	0	0
Erdr1	101.285714	0	0	0	185	189	335	0	0
A830018L16Rik	101.285714	0	0	0	0	363	346	0	0
Tma7	101.142857	0	0	236	197	120	155	0	0
Ppp2r5d	101.142857	0	0	487	221	0	0	0	0
Plch1	101.142857	0	0	357	274	77	0	0	0
Ino80d	101.142857	105	0	258	345	0	0	0	0
Gpr153	101.142857	0	0	0	280	0	428	0	0
Ccdc51	101.142857	0	0	236	197	120	155	0	0
Armc3	101.000000	0	0	145	0	279	283	0	0
Aff3	101.000000	134	0	222	186	165	0	0	0
Vars	100.857143	0	0	331	375	0	0	0	0
Tarbp1	100.857143	0	0	0	0	586	120	0	0
Scd2	100.857143	0	0	0	0	379	327	0	0
Rab11fip1	100.857143	0	0	0	0	286	420	0	0
Pum2	100.857143	0	0	205	308	0	193	0	0
D17H6S56E-5	100.857143	0	0	331	375	0	0	0	0
Crtam	100.857143	182	216	111	197	0	0	0	0
Usp14	100.714286	0	0	419	286	0	0	0	0
Tspyl4	100.714286	0	0	163	142	216	184	0	0
Rai1	100.714286	0	139	297	269	0	0	0	0
Lrrc3c	100.714286	208	0	278	219	0	0	0	0
H3c6	100.714286	74	0	327	186	118	0	0	0
Cep170	100.714286	0	0	339	366	0	0	0	0
Ube2q2	100.571429	0	0	434	270	0	0	0	0
Prkacb	100.571429	0	0	151	146	234	173	0	0
Pde11a	100.428571	0	0	0	0	484	219	0	0
Nxn	100.285714	0	0	379	323	0	0	0	0
Acly	100.285714	0	0	0	0	277	425	0	0
Dmbx1	100.142857	0	0	278	166	0	257	0	0
Cdc42ep1	100.142857	0	0	222	344	0	135	0	0
Bod1l	100.142857	0	0	0	0	396	305	0	0
Axin1	100.142857	0	0	378	323	0	0	0	0
Zfp960	100.000000	0	0	90	119	339	152	0	0
Nfkbil1	100.000000	0	0	251	196	0	253	0	0
Gpm6b	100.000000	0	0	330	370	0	0	0	0
Etv3	100.000000	0	0	315	385	0	0	0	0
Atp6v1g2	100.000000	0	0	251	196	0	253	0	0
Ttc8	99.857143	0	0	0	0	212	487	0	0
Dok2	99.857143	0	0	0	0	475	224	0	0
Anxa2	99.857143	0	0	229	179	291	0	0	0
Dleu7	99.714286	0	140	352	206	0	0	0	0
Nnt	99.571429	0	0	231	144	322	0	0	0
Frmd4b	99.571429	0	0	436	261	0	0	0	0
Olfr272	99.428571	0	0	0	0	360	336	0	0
Arid3a	99.428571	0	0	216	240	112	128	0	0
Tac2	99.285714	0	0	0	0	297	398	0	0
Spock3	99.285714	0	0	181	0	266	248	0	0
Slc2a5	99.285714	0	0	446	249	0	0	0	0
Alox15	99.285714	0	0	0	0	353	342	0	0
Olfr113	99.142857	0	0	0	0	282	412	0	0
Vmn1r42	99.000000	0	0	0	0	316	377	0	0
Tnfrsf19	99.000000	0	0	0	0	301	392	0	0
Prelp	99.000000	0	0	0	0	314	379	0	0
Hecw2	99.000000	99	0	373	221	0	0	0	0
Dhrs7c	99.000000	182	0	309	202	0	0	0	0
Cln6	99.000000	0	0	351	248	94	0	0	0
Cbln4	99.000000	134	0	131	314	114	0	0	0
Rnmt	98.857143	0	0	448	244	0	0	0	0
Rbm4b	98.857143	0	0	246	146	144	156	0	0
Nags	98.857143	0	0	367	325	0	0	0	0
Fam210a	98.857143	0	0	448	244	0	0	0	0
Cyp26a1	98.857143	0	0	0	0	391	301	0	0
Gm33933	98.714286	0	0	0	0	361	330	0	0
Elavl2	98.714286	0	0	145	111	186	249	0	0
Ywhaq	98.571429	0	0	321	369	0	0	0	0
Vps45	98.571429	0	0	373	317	0	0	0	0
Tcf4	98.428571	0	0	315	215	159	0	0	0
Prmt8	98.428571	0	104	188	0	285	112	0	0
Slc16a3	98.285714	0	0	0	0	540	148	0	0
Uck2	98.142857	0	0	197	0	338	152	0	0
Dmxl1	98.142857	0	0	218	469	0	0	0	0
Rbm12b2	98.000000	0	0	288	172	0	226	0	0
Hyi	98.000000	0	0	0	0	378	308	0	0
Gast	98.000000	0	0	345	341	0	0	0	0
Caml	98.000000	108	0	116	165	200	97	0	0
Ttyh1	97.857143	0	0	80	0	293	312	0	0
Hspa8	97.857143	0	0	363	322	0	0	0	0
Tcta	97.714286	0	113	219	204	0	148	0	0
Sgce	97.714286	0	0	404	280	0	0	0	0
Rhoa	97.714286	0	113	219	204	0	148	0	0
Rbfox1	97.714286	0	0	0	232	452	0	0	0
Prex2	97.714286	0	0	119	176	157	232	0	0
Pex5l	97.714286	333	221	0	130	0	0	0	0
Peg10	97.714286	0	0	404	280	0	0	0	0
Dusp28	97.714286	187	188	146	163	0	0	0	0
Arhgap42	97.714286	0	0	0	0	464	220	0	0
Ankmy1	97.714286	187	188	146	163	0	0	0	0
H4f16	97.571429	111	85	84	142	114	147	0	0
Six2	97.428571	0	0	0	0	311	371	0	0
Commd4	97.428571	0	0	392	290	0	0	0	0
Serpinb11	97.142857	0	0	0	0	232	448	0	0
Gm5148	97.142857	0	0	0	0	390	290	0	0
Armh4	97.142857	127	0	295	258	0	0	0	0
Rccd1	97.000000	88	0	334	257	0	0	0	0
Enpep	97.000000	0	0	0	0	0	0	679	0
Rhot1	96.857143	282	0	240	156	0	0	0	0
Peli3	96.857143	0	0	0	0	426	252	0	0
Nrxn3	96.857143	0	0	310	368	0	0	0	0
Lrriq4	96.857143	0	0	0	0	327	351	0	0
Lrrc34	96.857143	0	0	0	0	327	351	0	0
Fgf15	96.857143	0	0	0	0	381	297	0	0
Ccnc	96.857143	0	0	0	0	303	375	0	0
Ppm1h	96.714286	0	0	0	0	311	366	0	0
Pik3r1	96.714286	0	0	357	320	0	0	0	0
Krtdap	96.714286	0	0	0	0	346	331	0	0
Hrob	96.714286	0	0	303	266	0	108	0	0
T	96.571429	0	0	0	0	355	321	0	0
Med14	96.428571	0	0	0	0	462	213	0	0
C9orf72	96.428571	0	0	353	322	0	0	0	0
Unc13b	96.285714	0	0	210	0	216	248	0	0
Thbs2	96.285714	0	0	0	0	289	385	0	0
Slc36a1	96.285714	0	0	0	0	244	430	0	0
Prxl2a	96.285714	0	0	0	0	271	403	0	0
Noxred1	96.285714	0	0	0	0	332	342	0	0
Gcnt1	96.285714	0	0	0	0	363	311	0	0
Echdc1	96.285714	0	0	345	329	0	0	0	0
Rcor1	96.142857	0	0	0	0	246	427	0	0
Phlpp1	96.142857	0	0	235	360	78	0	0	0
Gss	96.142857	0	0	283	390	0	0	0	0
Ddx39b	96.142857	0	0	311	275	87	0	0	0
Wwtr1	96.000000	0	0	0	0	293	379	0	0
Sdcbp2	96.000000	0	0	0	0	373	299	0	0
Ankhd1	95.714286	0	0	119	98	307	146	0	0
Prrc1	95.571429	0	0	399	270	0	0	0	0
Pla2g2f	95.428571	0	0	454	214	0	0	0	0
Atp6ap2	95.428571	0	0	0	0	358	310	0	0
2900026A02Rik	95.428571	0	0	279	303	0	86	0	0
Zfp763	95.285714	0	0	200	360	0	107	0	0
Ube4b	95.285714	0	0	359	308	0	0	0	0
Id1	95.285714	0	0	117	127	107	316	0	0
Top1	95.142857	0	0	404	262	0	0	0	0
Gm38396	95.142857	0	0	0	99	410	157	0	0
Asah2	95.142857	0	0	319	222	125	0	0	0
Adipor2	95.142857	132	0	252	282	0	0	0	0
Scml4	95.000000	0	0	410	255	0	0	0	0
Ndufaf2	95.000000	0	0	271	394	0	0	0	0
Cdk2ap1	95.000000	99	0	313	253	0	0	0	0
Rab15	94.857143	0	0	253	283	128	0	0	0
Nudt15	94.857143	89	0	295	280	0	0	0	0
Acpp	94.857143	0	0	0	0	288	376	0	0
Rimbp2	94.714286	0	0	0	0	479	184	0	0
Cyp20a1	94.714286	0	0	371	292	0	0	0	0
Tagap	94.571429	0	0	0	0	314	348	0	0
Rcan1	94.571429	0	0	0	0	366	296	0	0
Col5a3	94.571429	115	0	244	303	0	0	0	0
Wnt7b	94.428571	0	0	332	329	0	0	0	0
Tubgcp3	94.428571	0	0	0	0	193	468	0	0
Nmrk2	94.428571	0	0	367	178	0	116	0	0
Mpzl3	94.428571	154	0	229	278	0	0	0	0
Dynll1	94.428571	0	0	126	0	262	273	0	0
Tesk2	94.285714	0	0	282	177	201	0	0	0
Meig1	94.285714	0	0	261	132	134	133	0	0
Map3k12	94.285714	0	0	460	200	0	0	0	0
Gm3696	94.285714	0	0	164	0	182	314	0	0
Dclre1c	94.285714	0	0	261	132	134	133	0	0
Col13a1	94.285714	0	0	0	0	270	390	0	0
Trim7	94.142857	0	0	0	0	336	323	0	0
Gm3411	94.142857	0	0	0	0	261	398	0	0
Casp7	94.142857	0	82	300	277	0	0	0	0
