Target_genes	Foxc2|Average	SRX4309875|Kidney_Glomerulus	SRX17535190|Podocytes	SRX17535191|Podocytes	SRX17535192|Podocytes	SRX17535193|Podocytes	SRX17535194|Podocytes	SRX17535195|Podocytes	STRING
Cmtr2	247.142857	0	393	519	253	288	179	98	0
Porcn	247.000000	0	359	369	181	198	314	308	0
Med18	247.000000	0	487	411	158	185	256	232	0
Tex38	246.857143	0	453	587	266	0	263	159	0
Atpaf1	246.857143	0	453	587	266	0	263	159	0
Irf2	246.571429	0	391	435	261	274	196	169	0
Pigt	246.428571	0	659	702	364	0	0	0	0
D2hgdh	246.428571	0	399	493	344	128	192	169	0
Tmco4	246.285714	0	417	430	229	218	237	193	0
Zfp85	246.000000	0	392	225	263	328	260	254	0
Ier3	245.857143	0	429	431	334	183	200	144	0
Flot1	245.857143	0	429	431	334	183	200	144	0
Ddx52	245.857143	0	287	289	236	335	378	196	0
Nr1i2	245.714286	0	301	290	118	419	344	248	0
Ccnt1	245.714286	0	352	421	283	181	239	244	0
4930415O20Rik	245.714286	0	352	421	283	181	239	244	0
Efcab2	245.571429	0	374	400	330	192	241	182	0
Utp3	245.428571	0	502	535	297	177	124	83	0
Spag8	245.428571	0	588	585	433	0	0	112	0
Rcor3	245.428571	0	579	473	411	255	0	0	0
Prc1	245.428571	0	515	496	245	146	185	131	0
Hint2	245.428571	0	588	585	433	0	0	112	0
Fut10	245.428571	0	502	391	238	192	183	212	0
Slc2a1	245.285714	0	430	328	267	203	217	272	0
Tmcc1	245.142857	0	382	365	237	175	283	274	0
Crebl2	245.142857	0	505	355	301	160	234	161	0
Tkfc	245.000000	0	709	660	346	0	0	0	0
Pole3	245.000000	0	325	354	412	176	232	216	0
Pag1	245.000000	0	654	589	472	0	0	0	0
Nsd1	245.000000	0	369	481	345	158	180	182	0
Ddb1	245.000000	0	709	660	346	0	0	0	0
Cdkn1c	245.000000	0	403	429	362	114	214	193	0
Nuak2	244.714286	0	500	527	349	167	170	0	0
Aloxe3	244.428571	0	368	344	210	196	367	226	0
Tpr	244.142857	0	369	404	308	170	284	174	0
Odr4	244.142857	0	369	404	308	170	284	174	0
Leprot	244.142857	0	484	408	290	181	134	212	0
Cdk20	244.142857	0	470	394	257	174	193	221	0
Tmed1	244.000000	0	496	475	347	145	245	0	0
Grk5	244.000000	0	539	650	519	0	0	0	0
Nr4a1	243.714286	0	524	501	343	137	125	76	0
Rragc	243.571429	0	732	510	361	0	102	0	0
Map3k4	243.428571	0	481	412	180	203	231	197	0
Tnfaip8l1	243.285714	0	674	415	401	0	213	0	0
Hip1	243.142857	0	466	355	285	188	233	175	0
Abca8b	243.142857	0	506	270	335	246	181	164	0
Slc39a10	243.000000	120	503	523	236	169	0	150	0
Lbh	243.000000	0	637	662	402	0	0	0	0
Prdm15	242.714286	0	435	433	229	186	198	218	0
Man2a2	242.714286	0	419	465	282	197	176	160	0
Layn	242.714286	0	469	667	261	0	202	100	0
Heyl	242.571429	0	366	427	204	212	354	135	0
Gpank1	242.571429	0	620	492	378	105	103	0	0
D17H6S53E	242.571429	0	620	492	378	105	103	0	0
Csnk2b	242.571429	0	620	492	378	105	103	0	0
Emsy	242.428571	0	371	485	300	231	134	176	0
Crocc	242.428571	0	512	395	267	238	142	143	0
Gm1604b	242.142857	0	738	611	346	0	0	0	0
Yes1	242.000000	0	450	455	249	140	224	176	0
Sh2b3	241.857143	0	185	208	0	412	458	430	0
Plekha7	241.714286	0	479	414	301	102	204	192	0
Ptprs	241.285714	0	381	399	460	139	148	162	0
Lifr	241.285714	0	557	490	317	0	210	115	0
Hoxa6	241.285714	0	332	310	258	269	265	255	0
Hoxa5	241.285714	0	332	310	258	269	265	255	0
Map3k7	241.142857	0	364	563	219	105	258	179	0
Ccnf	241.142857	0	479	451	275	163	177	143	0
Arhgef18	241.142857	0	547	687	454	0	0	0	0
Zfp236	241.000000	0	412	422	193	147	198	315	0
Ccdc88a	241.000000	0	423	541	182	140	180	221	0
Aldoa	240.857143	0	359	432	274	113	247	261	0
1810013L24Rik	240.857143	0	382	395	307	198	250	154	0
Cep63	240.714286	0	399	410	355	183	195	143	0
Anapc13	240.714286	0	399	410	355	183	195	143	0
Casq1	240.571429	0	299	334	275	269	240	267	0
Arl8b	240.571429	0	391	435	265	142	277	174	0
Cmtm8	240.428571	0	377	368	186	213	244	295	0
Tmem106c	240.285714	0	540	443	288	149	123	139	0
Zfand2a	240.142857	0	485	424	260	174	214	124	0
Zfp706	240.000000	0	436	456	270	115	188	215	0
Sun2	240.000000	0	457	532	359	167	0	165	0
Gorasp2	240.000000	0	371	418	239	198	311	143	0
BC028528	240.000000	0	493	389	406	147	157	88	0
Aph1a	240.000000	0	493	389	406	147	157	88	0
Tjp3	239.857143	0	476	397	250	188	196	172	0
Pitpna	239.857143	0	382	457	323	161	186	170	0
Pip5k1c	239.857143	0	476	397	250	188	196	172	0
Ivns1abp	239.857143	0	350	328	406	173	259	163	0
Eef2kmt	239.857143	0	440	575	224	173	98	169	0
Zfp62	239.571429	0	483	438	236	183	259	78	0
Sec23ip	239.571429	0	431	400	273	166	251	156	0
Rest	239.571429	0	369	347	432	98	173	258	0
Mcmbp	239.571429	0	431	400	273	166	251	156	0
H4c2	239.571429	0	344	345	212	190	320	266	0
H4c1	239.571429	0	344	345	212	190	320	266	0
H3c1	239.571429	0	344	345	212	190	320	266	0
H1f1	239.571429	0	344	345	212	190	320	266	0
Piezo1	239.428571	0	339	309	204	326	325	173	0
Zswim4	239.285714	0	488	517	259	155	104	152	0
Spns2	239.142857	0	553	437	339	152	193	0	0
Otud1	239.142857	0	432	530	272	174	100	166	0
Bach1	238.571429	97	446	532	468	0	127	0	0
Clp1	238.285714	0	548	464	338	0	143	175	0
Pdpr	238.142857	0	411	597	305	0	131	223	0
Dcp1a	238.000000	0	486	366	223	187	157	247	0
Mpp1	237.857143	0	512	327	324	114	199	189	0
Ilvbl	237.857143	0	474	438	263	115	225	150	0
Timm21	237.428571	0	376	423	434	126	200	103	0
Sirt1	237.428571	116	379	497	179	166	131	194	0
Rhot1	237.428571	0	533	349	296	173	148	163	0
Fbxo15	237.428571	0	376	423	434	126	200	103	0
Prickle2	237.285714	0	432	441	225	115	272	176	0
Gnl2	237.142857	0	435	411	185	148	217	264	0
Stx6	236.857143	0	406	420	350	92	184	206	0
Camk1	236.714286	0	451	400	241	213	185	167	0
Tsnax	236.571429	0	383	384	248	163	206	272	0
Tdrkh	236.571429	0	427	421	314	175	177	142	0
Smpdl3b	236.571429	0	218	228	170	407	282	351	0
Gstm2	236.428571	0	708	543	404	0	0	0	0
Daam2	236.428571	0	543	697	415	0	0	0	0
Ccar1	236.428571	0	267	289	217	246	343	293	0
Agk	236.285714	0	488	382	291	149	154	190	0
Pdss2	236.142857	0	314	310	319	191	254	265	0
Keg1	236.142857	0	612	631	410	0	0	0	0
P2rx4	236.000000	0	406	418	200	156	271	201	0
Erf	236.000000	0	469	448	281	116	158	180	0
Zbtb11	235.857143	0	495	335	169	266	190	196	0
Spg11	235.857143	0	265	470	282	178	176	280	0
Eepd1	235.714286	0	401	554	332	113	142	108	0
Cmtm6	235.714286	0	357	403	280	154	218	238	0
Znrd1as	235.571429	0	353	416	233	209	228	210	0
Znrd1	235.571429	0	353	416	233	209	228	210	0
Klhl3	235.571429	0	427	450	261	215	209	87	0
Larp1	235.428571	0	588	512	399	0	149	0	0
Spdye4b	235.142857	0	323	452	183	284	248	156	0
Rbak	235.142857	0	323	452	183	284	248	156	0
Mcph1	235.142857	0	418	439	290	141	221	137	0
Arhgap32	235.142857	0	440	564	320	141	0	181	0
Tjap1	235.000000	0	566	388	292	124	134	141	0
Gprc5a	235.000000	0	282	337	210	266	317	233	0
Ccnl1	235.000000	0	343	428	325	202	206	141	0
Ino80	234.857143	0	483	348	280	201	176	156	0
Usp34	234.714286	0	491	471	258	124	191	108	0
Preb	234.714286	0	394	477	210	219	189	154	0
Vdac2	234.571429	0	460	416	246	149	193	178	0
Prkar1a	234.571429	0	409	359	253	133	287	201	0
Mgat5b	234.285714	0	483	731	426	0	0	0	0
Kremen1	234.285714	122	444	475	400	0	199	0	0
Top1mt	234.142857	0	290	287	288	215	314	245	0
Ddx5	234.000000	0	356	428	207	177	243	227	0
Cep95	234.000000	0	356	428	207	177	243	227	0
Snrnp35	233.714286	0	509	520	336	0	93	178	0
Atg101	233.714286	0	557	568	511	0	0	0	0
Zfp639	233.571429	0	481	336	269	172	183	194	0
Pbld2	233.428571	0	464	525	341	71	79	154	0
Hnrnph3	233.428571	0	464	525	341	71	79	154	0
Gas7	233.428571	0	560	563	404	0	0	107	0
Zfp277	233.142857	0	539	508	490	0	0	95	0
Faap100	233.142857	0	415	417	305	134	163	198	0
Dock4	233.142857	0	539	508	490	0	0	95	0
Zfp113	233.000000	0	402	289	225	202	210	303	0
Wnt10a	233.000000	0	465	468	283	0	219	196	0
Calcoco1	233.000000	0	311	293	253	247	313	214	0
Atg10	233.000000	0	461	552	202	101	171	144	0
Rnf2	232.714286	0	475	515	210	103	168	158	0
Ilf2	232.714286	0	402	418	291	125	230	163	0
Gm29797	232.714286	0	369	337	194	276	254	199	0
Vps8	232.571429	0	368	466	216	129	311	138	0
Nuf2	232.428571	0	407	357	316	185	185	177	0
Dcbld2	232.000000	0	373	364	430	127	176	154	0
Son	231.857143	0	397	451	316	101	199	159	0
Pcyt1a	231.857143	0	309	325	228	167	341	253	0
Gm36712	231.857143	0	397	451	316	101	199	159	0
Gart	231.857143	0	397	451	316	101	199	159	0
Dcp1b	231.857143	0	362	302	253	238	266	202	0
Tbl1xr1	231.714286	0	459	612	348	0	0	203	0
Smtnl2	231.428571	0	408	367	130	235	229	251	0
Fetub	231.428571	0	322	384	149	239	207	319	0
Utp20	231.285714	0	256	365	137	156	324	381	0
Scyl3	231.000000	0	519	587	353	0	158	0	0
Smg9	230.857143	0	509	580	203	72	138	114	0
Ppa1	230.142857	0	397	398	311	130	184	191	0
Csnk2a2	230.000000	0	410	388	268	0	188	356	0
Phlpp1	229.857143	0	452	406	255	158	227	111	0
Parp6	229.857143	0	411	374	296	176	200	152	0
Txlnb	229.714286	0	463	435	281	0	107	322	0
Bcl2l2	229.714286	0	440	327	242	187	218	194	0
Atf3	229.571429	0	472	371	193	185	157	229	0
Ahi1	229.571429	0	333	451	321	152	118	232	0
Usp43	229.428571	0	447	483	320	0	219	137	0
Mxi1	229.428571	0	350	653	313	133	0	157	0
Ecsit	229.142857	0	755	463	281	105	0	0	0
Clec7a	229.142857	0	384	362	132	279	193	254	0
Ppp1r13b	229.000000	121	297	485	301	125	118	156	0
Pde4b	229.000000	0	626	547	340	0	90	0	0
Usp50	228.857143	0	756	527	319	0	0	0	0
Egfr	228.714286	0	424	456	245	147	178	151	0
Sptbn4	228.571429	0	446	349	296	163	197	149	0
Cuedc2	228.571429	0	462	632	252	108	146	0	0
Blvrb	228.571429	0	446	349	296	163	197	149	0
Exoc7	228.285714	0	494	388	220	173	194	129	0
Trpm7	228.142857	0	438	394	294	94	219	158	0
Synj2	228.142857	0	453	488	236	133	138	149	0
Btg1	228.142857	0	372	289	231	194	275	236	0
Anxa5	228.142857	0	387	496	193	114	159	248	0
1810062G17Rik	228.142857	0	387	496	193	114	159	248	0
Sft2d1	227.857143	0	379	397	216	193	165	245	0
Tbx18	227.714286	0	484	293	252	169	215	181	0
Caap1	227.714286	0	539	594	461	0	0	0	0
Ralb	227.571429	0	385	333	253	222	208	192	0
Chd1l	227.571429	0	460	413	353	112	102	153	0
Wdr78	227.428571	0	377	364	277	172	227	175	0
Ppfia3	227.428571	0	271	328	162	221	323	287	0
Mier1	227.428571	0	377	364	277	172	227	175	0
Lin7b	227.428571	0	271	328	162	221	323	287	0
Cmya5	227.285714	0	521	501	184	127	158	100	0
Hoxa4	227.000000	0	348	396	194	187	244	220	0
Etv6	226.571429	151	254	287	204	189	264	237	0
Pamr1	226.428571	0	459	463	319	158	186	0	0
Emp3	226.428571	0	417	340	229	161	232	206	0
Ccdc114	226.428571	0	417	340	229	161	232	206	0
Tjp2	226.285714	0	302	496	369	0	164	253	0
Slc25a3	226.285714	0	372	348	389	193	173	109	0
Dctn4	226.285714	0	387	425	367	93	143	169	0
Ccnt2	226.285714	0	423	360	279	168	160	194	0
Stard4	226.000000	0	293	424	269	167	237	192	0
Ube2i	225.857143	0	307	229	230	267	273	275	0
Synm	225.714286	0	623	537	420	0	0	0	0
Ccnd3	225.714286	0	212	329	203	251	316	269	0
Usp27x	225.571429	0	458	401	347	115	115	143	0
Cyp46a1	225.571429	0	388	519	310	0	173	189	0
Gli1	225.285714	0	365	217	210	270	274	241	0
Timm8b	225.142857	0	257	298	227	196	318	280	0
Tfcp2l1	225.142857	0	435	404	239	158	191	149	0
Sdhd	225.142857	0	257	298	227	196	318	280	0
Jarid2	225.142857	0	330	297	195	197	225	332	0
Tsfm	225.000000	0	392	548	272	0	170	193	0
Rab4a	225.000000	0	326	318	233	305	211	182	0
C1rl	225.000000	0	353	352	188	185	325	172	0
Nmt2	224.857143	0	442	454	257	153	115	153	0
Eef1g	224.857143	0	268	392	233	207	269	205	0
Cdh24	224.714286	0	449	411	238	0	212	263	0
Mindy2	224.428571	0	552	438	300	0	141	140	0
Prr5	224.285714	0	573	603	394	0	0	0	0
Dusp7	224.285714	0	341	393	162	223	253	198	0
Cul1	224.285714	0	424	446	174	113	202	211	0
Wdr12	224.142857	0	394	484	279	191	144	77	0
Tmsb10	224.142857	0	633	513	423	0	0	0	0
Nup155	224.142857	0	366	415	209	173	188	218	0
Nemf	224.142857	0	437	366	354	110	149	153	0
Carf	224.142857	0	394	484	279	191	144	77	0
Ticam1	224.000000	0	359	475	254	102	187	191	0
Nedd4	224.000000	0	515	343	275	0	296	139	0
Mob3a	224.000000	0	416	418	198	158	193	185	0
Izumo4	224.000000	0	416	418	198	158	193	185	0
Dot1l	224.000000	0	399	351	260	183	212	163	0
Chic2	224.000000	0	175	265	161	425	268	274	0
Zbtb20	223.857143	0	481	433	316	151	186	0	0
Tmem242	223.857143	0	409	528	273	186	94	77	0
Phykpl	223.714286	0	481	510	215	115	245	0	0
Leng8	223.428571	0	424	371	253	167	180	169	0
Tmem205	223.142857	0	364	331	256	200	217	194	0
Ipo4	223.142857	0	419	331	206	188	235	183	0
Ccdc159	223.142857	0	364	331	256	200	217	194	0
Trim13	222.857143	0	439	364	213	80	264	200	0
Pkd1	222.857143	0	356	385	304	113	233	169	0
Cipc	222.714286	0	286	420	191	174	237	251	0
Ube2g1	222.571429	0	426	386	305	145	132	164	0
Vgll3	222.428571	0	392	445	245	119	229	127	0
Pxn	222.428571	0	479	403	369	153	153	0	0
Pts	222.142857	0	466	456	212	0	191	230	0
Eya1	222.000000	0	491	614	449	0	0	0	0
Arxes2	222.000000	0	595	415	263	0	143	138	0
Ypel5	221.857143	0	386	340	256	171	227	173	0
Pou2f2	221.857143	0	315	408	149	200	306	175	0
Kbtbd3	221.857143	0	392	332	275	139	183	232	0
Aasdhppt	221.857143	0	392	332	275	139	183	232	0
Tnrc18	221.142857	0	377	250	198	285	267	171	0
Slfn14	221.142857	0	446	355	141	219	212	175	0
Rapgef3	221.142857	0	436	520	336	0	167	89	0
Zbtb26	221.000000	0	399	486	235	127	147	153	0
Pcgf5	221.000000	0	424	415	276	127	157	148	0
Lsm2	221.000000	0	390	379	321	128	167	162	0
Irx2	221.000000	0	222	151	136	330	365	343	0
Hoxd3	220.571429	0	363	489	322	0	211	159	0
Dnal4	220.571429	0	402	383	311	119	158	171	0
Radil	220.428571	0	305	541	224	121	146	206	0
Mef2d	220.428571	0	570	499	271	81	0	122	0
Ciz1	220.428571	0	430	298	223	94	249	249	0
Vps26c	220.285714	0	412	413	317	141	158	101	0
Tpm3	220.285714	0	267	313	258	146	319	239	0
Gxylt2	220.285714	0	430	470	285	0	158	199	0
Fam219a	220.285714	0	642	492	209	0	112	87	0
Dnaic1	220.285714	0	642	492	209	0	112	87	0
Zfp251	220.142857	0	345	319	188	193	217	279	0
Slc27a1	220.142857	0	328	420	241	204	159	189	0
Nxnl1	220.142857	0	328	420	241	204	159	189	0
Derl3	220.142857	0	370	278	147	247	321	178	0
Cnbp	220.142857	0	460	371	145	153	240	172	0
Tcerg1	219.857143	0	294	328	238	171	293	215	0
Atn1	219.857143	0	267	357	211	259	228	217	0
Ankrd17	219.857143	0	342	383	214	122	272	206	0
Apon	219.714286	0	739	525	274	0	0	0	0
Zfp36l1	219.571429	136	273	272	277	190	238	151	0
Them7	219.571429	0	249	441	181	153	202	311	0
Taf5	219.428571	0	331	316	188	232	267	202	0
Hnrnpf	219.285714	0	464	390	228	150	146	157	0
Snx18	219.142857	301	448	396	233	156	0	0	0
Rnps1	219.000000	0	343	364	319	170	183	154	0
Acsl5	219.000000	0	447	279	233	270	145	159	0
Stx16	218.857143	0	475	395	196	136	195	135	0
Rasd2	218.857143	0	474	440	254	0	168	196	0
Neurl4	218.714286	0	339	352	138	299	190	213	0
Fmn1	218.714286	0	377	292	219	139	216	288	0
2810408A11Rik	218.714286	0	339	352	138	299	190	213	0
Osbpl7	218.571429	0	427	383	204	163	137	216	0
Tinf2	218.428571	0	435	313	333	0	207	241	0
Park7	218.428571	0	378	382	268	191	148	162	0
Larp4b	218.428571	0	387	462	243	104	141	192	0
Taf8	218.285714	0	160	329	203	251	316	269	0
Ntrk3	218.285714	0	524	595	409	0	0	0	0
Marchf7	218.285714	0	343	388	218	126	242	211	0
Dnajc30	218.285714	0	365	317	250	163	140	293	0
Bud23	218.285714	0	365	317	250	163	140	293	0
Rbpms	218.142857	0	401	425	315	144	129	113	0
Zfp462	218.000000	0	488	526	353	0	0	159	0
Zan	217.857143	0	686	410	326	0	0	103	0
Epo	217.857143	0	686	410	326	0	0	103	0
Esrrb	217.714286	0	449	392	284	0	205	194	0
Rps6ka3	217.571429	0	380	377	340	78	156	192	0
Abhd6	217.571429	0	192	205	401	275	247	203	0
Plod1	217.428571	0	389	354	270	131	187	191	0
Pitpnc1	217.428571	0	364	383	317	184	118	156	0
Cavin1	217.428571	0	458	365	235	170	140	154	0
2510039O18Rik	217.428571	0	389	354	270	131	187	191	0
P2rx7	217.142857	0	280	226	110	208	375	321	0
Fam83d	217.142857	0	639	595	286	0	0	0	0
Atrnl1	217.000000	0	381	256	139	197	288	258	0
Rorc	216.857143	0	540	491	264	0	126	97	0
Mcfd2	216.857143	0	483	659	376	0	0	0	0
Arrdc4	216.857143	0	405	327	214	166	267	139	0
Nolc1	216.714286	0	418	449	228	97	194	131	0
Mymx	216.714286	0	318	332	325	0	270	272	0
Ywhag	216.571429	0	475	471	203	0	231	136	0
Naxe	216.571429	0	349	334	225	217	193	198	0
Gnl3l	216.428571	0	415	337	159	152	236	216	0
Dennd1a	216.428571	0	402	281	191	199	271	171	0
Spsb3	216.285714	0	257	395	215	178	292	177	0
Nubp2	216.285714	0	257	395	215	178	292	177	0
Ncam1	216.285714	0	474	419	337	139	0	145	0
Gaa	216.285714	0	368	333	218	193	174	228	0
Dusp3	216.000000	0	482	523	253	0	100	154	0
Cfap97d1	216.000000	0	482	523	253	0	100	154	0
Trim12c	215.857143	0	229	372	311	229	204	166	0
Tecpr1	215.857143	0	444	334	252	126	207	148	0
Nepro	215.857143	0	421	361	162	158	218	191	0
Cacna2d2	215.857143	0	526	675	310	0	0	0	0
Galk2	215.714286	0	409	367	169	175	179	211	0
Cops2	215.714286	0	409	367	169	175	179	211	0
Zscan12	215.571429	0	374	394	342	146	162	91	0
Txndc5	215.571429	0	303	398	225	156	285	142	0
Col18a1	215.428571	0	540	610	358	0	0	0	0
Ywhaz	215.142857	0	372	399	203	186	181	165	0
Sesn2	215.142857	0	206	214	144	333	379	230	0
Snx14	215.000000	0	437	410	164	143	240	111	0
Cpz	214.714286	0	330	453	261	159	127	173	0
S100a3	214.571429	0	221	109	0	382	487	303	0
S100a2	214.571429	0	221	109	0	382	487	303	0
Tab3	214.428571	0	315	370	249	177	184	206	0
Pdk2	214.428571	0	579	518	404	0	0	0	0
Laptm4b	214.428571	0	312	424	268	149	179	169	0
Ccnd2	214.428571	0	331	299	223	203	200	245	0
Klc3	214.285714	0	271	366	0	216	378	269	0
Cltb	214.285714	0	336	420	242	139	198	165	0
Abi1	214.285714	0	454	447	278	122	199	0	0
Zfpm1	214.142857	0	175	227	145	288	370	294	0
Proser2	214.142857	151	533	572	243	0	0	0	0
Rnaset2b	214.000000	0	388	363	277	123	210	137	0
Entpd1	214.000000	0	193	221	151	302	320	311	0
Adamtsl2	214.000000	0	657	502	339	0	0	0	0
Sox13	213.857143	0	527	384	413	0	173	0	0
Map3k8	213.571429	0	353	454	195	161	213	119	0
Rpl3	213.285714	0	537	432	133	150	130	111	0
Tmem234	213.142857	0	214	335	269	285	181	208	0
Tfam	213.142857	0	457	358	266	120	140	151	0
Pim1	213.142857	0	255	358	166	178	314	221	0
Ikbkg	213.142857	0	382	349	250	127	195	189	0
Fam3a	213.142857	0	382	349	250	127	195	189	0
Eif3i	213.142857	0	214	335	269	285	181	208	0
Gosr1	213.000000	0	340	414	272	148	179	138	0
Kcnj12	212.857143	0	496	500	494	0	0	0	0
Crebrf	212.857143	0	445	429	227	96	140	153	0
Adgrg1	212.857143	0	275	234	138	301	302	240	0
Mrvi1	212.714286	0	547	441	335	0	0	166	0
Mmaa	212.714286	0	356	332	190	196	214	201	0
Btbd8	212.714286	0	333	395	352	93	189	127	0
Baz2a	212.571429	0	267	275	301	144	189	312	0
Tle3	212.428571	0	432	415	301	97	130	112	0
Sec24d	212.142857	0	203	233	218	217	347	267	0
Gltp	212.142857	0	284	306	262	160	257	216	0
Ulk1	212.000000	0	520	639	325	0	0	0	0
Sh3gl1	211.857143	0	384	417	190	149	182	161	0
Chaf1a	211.857143	0	384	417	190	149	182	161	0
Tubb2b	211.714286	0	351	420	272	165	140	134	0
Trpm4	211.571429	0	528	495	353	0	105	0	0
Tmem135	211.571429	0	462	345	141	155	203	175	0
Isoc2a	211.571429	0	348	469	188	188	199	89	0
Hrc	211.571429	0	528	495	353	0	105	0	0
Fzd4	211.571429	0	462	345	141	155	203	175	0
Exoc6	211.571429	0	484	432	204	103	114	144	0
Acad12	211.571429	0	382	453	210	89	167	180	0
Ppm1e	211.285714	0	354	345	155	196	288	141	0
Crim1	211.285714	0	382	522	336	0	239	0	0
Septin12	211.142857	0	581	509	388	0	0	0	0
Lig4	211.142857	0	343	376	282	145	208	124	0
Abhd13	211.142857	0	343	376	282	145	208	124	0
Nabp1	211.000000	0	334	293	253	225	181	191	0
Steap3	210.857143	0	444	435	354	108	135	0	0
Serf1	210.714286	0	328	390	254	169	168	166	0
Selenoi	210.714286	0	381	286	155	268	147	238	0
H4c8	210.714286	0	245	233	135	210	301	351	0
H3c8	210.714286	0	245	233	135	210	301	351	0
H2ac10	210.714286	0	245	233	135	210	301	351	0
Golga7	210.714286	0	257	443	315	146	155	159	0
Dbi	210.714286	0	317	327	289	138	289	115	0
Bdp1	210.714286	0	328	390	254	169	168	166	0
3110009E18Rik	210.714286	0	317	327	289	138	289	115	0
Tgtp1	210.571429	0	317	223	149	249	307	229	0
Atf2	210.571429	0	355	358	221	176	210	154	0
Inafm2	210.428571	0	534	424	174	124	217	0	0
Gskip	210.428571	0	354	332	292	151	166	178	0
Atg2b	210.428571	0	354	332	292	151	166	178	0
Phf12	210.285714	0	296	370	259	211	185	151	0
Ampd1	210.000000	0	627	460	383	0	0	0	0
Polr3h	209.857143	0	300	307	249	302	126	185	0
Olfr806	209.857143	0	221	209	250	287	274	228	0
Mrm1	209.857143	0	294	504	247	137	140	147	0
Hacd3	209.857143	0	396	566	198	87	102	120	0
C2cd5	209.857143	0	260	375	236	138	177	283	0
Actn4	209.857143	0	413	318	252	182	128	176	0
Nme2	209.714286	0	564	518	294	0	0	92	0
Hoxb4	209.714286	0	242	280	154	292	251	249	0
Hoxb3	209.714286	0	242	280	154	292	251	249	0
Cbfb	209.714286	0	349	426	286	75	132	200	0
Macroh2a2	209.571429	0	412	431	313	0	152	159	0
Tspyl2	209.285714	0	382	385	182	96	277	143	0
Rad50	209.285714	0	383	428	276	80	159	139	0
Rab18	209.142857	0	343	416	181	181	156	187	0
Kdm1a	209.000000	0	304	300	263	204	247	145	0
Klf9	208.857143	0	308	424	212	146	190	182	0
Zfp1	208.714286	0	411	328	202	145	150	225	0
Cdk6	208.571429	0	231	313	285	161	289	181	0
Zfp395	208.428571	82	515	488	374	0	0	0	0
Glg1	208.285714	0	421	542	268	0	117	110	0
Parp4	208.142857	0	390	464	276	114	213	0	0
Mcrs1	208.142857	0	309	331	180	267	177	193	0
Npy	208.000000	0	405	428	311	0	159	153	0
Nnt	208.000000	0	573	514	369	0	0	0	0
Tmem60	207.857143	0	323	299	285	146	236	166	0
Phtf2	207.857143	0	323	299	285	146	236	166	0
Hdac1	207.857143	0	301	322	305	103	257	167	0
Zfp868	207.714286	0	313	428	251	121	157	184	0
Myo10	207.714286	0	470	510	365	0	0	109	0
Mto1	207.714286	0	426	360	278	145	125	120	0
Cgas	207.714286	0	426	360	278	145	125	120	0
Virma	207.571429	0	277	427	256	117	175	201	0
Prkg1	207.571429	0	520	521	412	0	0	0	0
Zfp91	207.428571	0	362	248	232	167	297	146	0
Rb1cc1	207.428571	0	245	259	154	229	297	268	0
Lpxn	207.428571	0	362	248	232	167	297	146	0
Zadh2	207.285714	141	213	156	112	280	261	288	0
Tshz1	207.285714	141	213	156	112	280	261	288	0
Mocs1	207.285714	0	556	552	343	0	0	0	0
Nphp3	207.142857	0	265	363	242	263	136	181	0
Trpm6	207.000000	0	198	210	0	392	353	296	0
Sh3bp4	207.000000	0	475	315	342	200	117	0	0
Ddx6	206.857143	0	423	395	389	0	89	152	0
Gpr183	206.714286	0	269	302	297	225	187	167	0
Dock5	206.428571	233	440	435	208	129	0	0	0
Chst8	206.428571	0	400	464	187	140	254	0	0
Usp36	206.285714	0	401	427	364	89	163	0	0
Sptbn5	206.285714	0	599	489	356	0	0	0	0
Serp2	206.285714	0	635	400	409	0	0	0	0
Kcnq4	206.285714	0	219	235	0	302	488	200	0
Ap5b1	206.285714	0	564	472	189	0	110	109	0
Elp5	206.142857	0	307	291	187	295	205	158	0
Ctdnep1	206.142857	0	307	291	187	295	205	158	0
Tbcel	206.000000	0	536	585	321	0	0	0	0
Sinhcaf	205.857143	0	341	291	143	180	185	301	0
Pfn3	205.857143	0	416	617	408	0	0	0	0
Gns	205.857143	0	445	439	255	100	202	0	0
Exoc1	205.857143	0	401	665	375	0	0	0	0
Abhd17c	205.857143	0	376	333	301	181	250	0	0
Ghitm	205.714286	0	329	343	234	155	202	177	0
Cd99l2	205.571429	0	460	357	349	110	0	163	0
Vapa	205.428571	0	348	449	311	157	173	0	0
