Target_genes	Irf8|Average	SRX1091122|B_cells	SRX1091123|B_cells	SRX1091124|B_cells	SRX8994281|B_cells	SRX8994282|B_cells	SRX8994283|B_cells	SRX8994284|B_cells	SRX172328|CD4+_T_cells	SRX172329|CD4+_T_cells	DRX026000|Common_dendritic_cell_progenitor	DRX049475|Common_dendritic_cell_progenitor	DRX025997|Common_monocyte_progenitors	SRX14466997|Dendritic_Cells	SRX3380965|Dendritic_Cells	SRX3380966|Dendritic_Cells	SRX3380967|Dendritic_Cells	SRX3380968|Dendritic_Cells	SRX3380969|Dendritic_Cells	SRX3380970|Dendritic_Cells	SRX391769|Dendritic_Cells	SRX391770|Dendritic_Cells	SRX391771|Dendritic_Cells	SRX742830|Dendritic_Cells	SRX8241994|Dendritic_Cells	SRX8241995|Dendritic_Cells	SRX956767|Dendritic_Cells	DRX025996|Granulocytic-monocytic_progenitors	SRX5056008|Hematopoietic_progenitors	SRX5056009|Hematopoietic_progenitors	DRX025998|Macrophage-dendritic_cell_progenitor	DRX083360|Macrophage-dendritic_cell_progenitor	DRX083361|Macrophage-dendritic_cell_progenitor	DRX111908|Macrophages	SRX1072349|Macrophages	SRX1583880|Macrophages	SRX1583881|Macrophages	SRX1583882|Macrophages	SRX498816|Macrophages	SRX498817|Macrophages	SRX498818|Macrophages	SRX498819|Macrophages	SRX498820|Macrophages	SRX498821|Macrophages	SRX8241996|Monocytes	SRX8241997|Monocytes	SRX14466989|Plasmacytoid_dendritic_cells	SRX742831|Plasmacytoid_dendritic_cells	SRX956775|Plasmacytoid_dendritic_cells	SRX5507840|Spleen_and_lymph_nodes	SRX5507841|Spleen_and_lymph_nodes	SRX2359705|Thymic_epithelial_cells	SRX2359706|Thymic_epithelial_cells	SRX155383|Tot2	DRX025999|Unclassified	DRX049470|Unclassified	DRX049471|Unclassified	STRING
Smg1	132.375000	0	0	0	165	249	233	166	0	0	0	0	0	0	496	394	396	603	921	535	777	0	616	0	282	271	134	0	0	0	0	0	0	0	0	0	0	0	273	458	0	0	0	0	0	0	0	0	0	139	305	0	0	0	0	0	0	0
Dynlt1a	132.267857	0	0	0	0	0	0	0	0	0	0	0	0	386	396	214	226	274	512	448	1488	0	1512	0	213	268	265	0	0	0	0	0	0	0	0	0	0	0	204	197	294	0	0	0	0	0	0	0	151	0	186	0	0	173	0	0	0	0
Zbp1	132.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	661	681	745	934	942	720	445	0	445	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	337	356	0	344	221	0	0	0	111	0	0	106	0	0	0	0	0	0	0
Rpl37	132.250000	0	0	0	0	0	0	0	0	0	0	0	0	556	567	437	554	579	692	591	1229	0	870	0	303	413	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	257	0	0	0	0	0	0	0
C1qb	132.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	256	164	126	292	113	0	0	0	0	100	0	0	0	0	0	0	0	0	0	299	0	400	738	578	2092	1277	733	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd9	132.089286	0	0	0	0	0	0	0	0	0	0	0	0	516	515	501	496	446	665	454	505	0	265	0	340	179	115	0	0	0	0	117	0	172	0	0	0	0	854	396	173	0	0	78	125	170	0	198	0	0	117	0	0	0	0	0	0	0
St6galnac4	132.035714	0	0	0	0	0	0	0	0	0	0	0	0	177	989	630	582	834	1081	881	461	0	457	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	651	235	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp9	131.928571	0	0	0	0	0	0	0	0	0	0	0	0	1041	772	720	750	971	962	952	223	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0
Pycr1	131.892857	0	0	0	0	0	0	0	0	0	0	0	0	707	788	706	806	898	1281	902	491	0	356	0	0	0	195	0	0	0	169	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja2	131.857143	0	0	0	0	0	0	0	0	0	0	0	0	254	1032	908	1014	821	1028	657	221	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	468	0	0	83	0	0	0	140	0	96	325	0	0	0	0	0	0	0
Bglap2	131.803571	0	0	0	0	0	0	0	0	0	0	0	0	297	636	498	500	484	916	515	980	0	871	0	163	161	345	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	181	144	244	0	0	0	0	189	0	0	0	0
Ifi35	131.678571	0	0	0	0	0	0	0	0	0	0	0	0	306	673	501	483	503	852	655	736	0	654	0	0	130	220	0	0	0	0	0	0	0	0	0	0	0	469	343	261	0	217	0	0	0	0	183	0	0	188	0	0	0	0	0	0	0
Slc6a16	131.625000	0	0	0	0	0	0	0	0	0	0	0	0	622	535	501	517	574	843	534	552	0	280	157	0	0	186	0	0	0	0	0	0	0	0	0	0	0	129	0	728	0	143	561	0	0	139	186	0	0	184	0	0	0	0	0	0	0
Cd37	131.625000	0	0	0	0	0	0	0	0	0	0	0	0	622	535	501	517	574	843	534	552	0	280	157	0	0	186	0	0	0	0	0	0	0	0	0	0	0	129	0	728	0	143	561	0	0	139	186	0	0	184	0	0	0	0	0	0	0
Cdyl	131.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	598	365	830	781	559	447	521	0	683	0	0	0	0	0	0	0	169	0	124	0	0	0	0	0	0	625	766	0	0	0	0	0	0	0	0	259	532	0	0	101	0	0	0	0
Axl	131.392857	0	0	0	0	0	0	0	0	0	0	0	0	226	989	735	734	822	1193	770	588	0	133	202	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	484	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lima1	131.357143	0	0	0	0	0	0	0	0	0	0	0	0	839	764	478	327	515	868	743	873	0	155	161	243	202	272	0	0	0	0	0	0	0	0	0	0	0	144	143	0	0	0	0	183	217	0	229	0	0	0	0	0	0	0	0	0	0
Slc11a1	131.321429	0	0	0	0	0	0	0	0	0	0	0	0	431	475	339	336	278	548	629	1293	0	281	215	190	0	236	0	0	0	0	149	0	0	0	0	0	0	572	413	275	156	111	0	0	250	0	177	0	0	0	0	0	0	0	0	0	0
Ocstamp	131.142857	0	0	0	0	0	0	0	0	0	0	0	0	697	837	660	571	740	999	734	257	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	298	726	0	0	145	0	0	0	261	0	0	0	0	0	0	0	0	0	0
Wdcp	131.035714	0	0	0	0	0	0	0	0	0	0	0	0	463	925	832	565	758	1014	797	176	0	208	160	0	191	0	0	0	0	0	0	0	0	0	198	174	0	348	306	114	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
Ncf4	130.964286	0	0	0	0	0	0	0	0	0	0	0	0	1425	397	398	423	325	433	472	384	0	524	436	131	154	98	0	0	0	0	0	0	0	133	0	0	0	168	147	145	89	122	0	0	103	182	452	0	0	193	0	0	0	0	0	0	0
Jpt1	130.964286	0	0	0	0	0	0	0	0	0	0	0	0	229	708	557	732	564	733	718	197	0	202	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	381	271	0	0	0	0	0	0	0	0	426	1111	0	0	0	0	0	0	0
Fos	130.910714	0	0	0	0	0	0	0	0	0	0	0	0	383	450	374	439	391	684	621	701	0	632	266	0	0	153	0	0	0	0	0	0	0	0	0	0	0	284	190	251	168	122	0	0	136	0	161	0	289	636	0	0	0	0	0	0	0
Cox18	130.821429	0	0	0	0	0	0	0	0	0	0	0	0	227	492	589	521	562	950	734	341	0	367	0	0	0	0	0	0	0	0	0	0	136	0	179	0	0	485	427	257	331	216	0	0	0	0	107	0	134	271	0	0	0	0	0	0	0
Tedc1	130.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	892	944	948	1186	1084	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	351	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crip1	130.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	892	944	948	1186	1084	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	351	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810058I24Rik	130.732143	0	0	0	0	0	0	0	0	0	0	0	0	393	819	735	570	819	924	807	427	0	341	0	0	190	223	0	0	0	0	0	0	0	0	245	184	0	273	170	0	0	0	0	0	0	0	77	0	0	124	0	0	0	0	0	0	0
Tln1	130.696429	0	0	0	0	0	0	0	0	0	0	0	0	246	517	330	306	354	487	386	389	0	166	196	394	366	123	0	0	0	0	0	0	0	0	284	174	0	683	620	623	0	209	181	0	0	0	112	0	0	173	0	0	0	0	0	0	0
Creb3	130.696429	0	0	0	0	0	0	0	0	0	0	0	0	246	517	330	306	354	487	386	389	0	166	196	394	366	123	0	0	0	0	0	0	0	0	284	174	0	683	620	623	0	209	181	0	0	0	112	0	0	173	0	0	0	0	0	0	0
Mefv	130.607143	0	0	0	0	0	0	0	0	0	0	0	0	623	792	732	741	696	1137	980	354	0	176	0	0	127	136	0	0	0	0	0	0	0	0	0	0	0	150	0	462	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0
Fam219a	130.589286	0	0	0	0	0	0	0	0	0	0	0	0	554	1109	935	861	741	1209	893	394	0	178	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	222	0	0	0	0	0	0	0
Dnaic1	130.589286	0	0	0	0	0	0	0	0	0	0	0	0	554	1109	935	861	741	1209	893	394	0	178	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	222	0	0	0	0	0	0	0
Zcwpw2	130.500000	0	0	0	0	0	0	0	0	0	0	0	0	439	501	322	412	546	533	583	467	0	406	176	138	0	0	0	0	0	0	0	0	116	128	198	0	220	604	417	264	0	0	0	0	0	169	146	0	177	346	0	0	0	0	0	0	0
Azi2	130.500000	0	0	0	0	0	0	0	0	0	0	0	0	439	501	322	412	546	533	583	467	0	406	176	138	0	0	0	0	0	0	0	0	116	128	198	0	220	604	417	264	0	0	0	0	0	169	146	0	177	346	0	0	0	0	0	0	0
Noxred1	130.410714	0	0	0	0	0	0	0	0	0	0	0	0	195	910	855	842	865	1330	1015	548	0	321	128	131	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatb	130.303571	0	0	0	0	0	0	0	0	0	0	0	0	383	717	486	676	684	813	647	801	0	0	0	246	344	456	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	171	0	101	176	0	0	0	0	0	0	0
Gpatch2l	130.267857	0	0	0	0	0	0	0	0	0	0	0	0	1776	460	392	349	396	592	460	530	0	561	359	141	266	0	0	0	0	0	0	0	0	122	0	0	0	0	129	0	0	0	0	0	0	169	362	0	0	231	0	0	0	0	0	0	0
Timmdc1	130.214286	0	0	0	0	0	0	0	0	0	0	0	0	199	580	540	581	684	1118	684	665	0	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	250	99	101	154	0	0	0	0	220	0	169	367	0	0	0	0	0	0	0
Mob1a	130.035714	0	0	0	0	0	0	0	0	0	0	0	0	431	925	974	714	788	891	731	183	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	395	380	0	0	0	0	0	0	124	0	100	188	0	0	0	0	0	0	0
Homer1	130.017857	0	0	0	0	0	0	0	0	0	0	0	0	455	828	684	593	802	1016	698	342	0	246	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	272	183	0	0	0	0	0	0	0	0	255	375	0	0	0	0	0	0	0
Tet3	129.696429	0	0	0	0	0	0	0	0	0	0	0	0	485	944	723	785	898	946	883	419	0	461	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0
Sdccag8	129.589286	0	0	0	0	0	0	0	0	0	0	0	0	0	369	377	353	328	551	440	556	0	585	0	0	175	138	0	0	0	0	0	0	0	0	245	776	0	808	787	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptcd1	129.500000	0	0	0	0	0	0	0	0	0	0	0	0	153	588	537	626	417	881	584	738	0	712	0	0	0	212	0	0	0	0	0	0	124	0	0	0	0	391	393	306	98	135	0	0	0	0	262	0	0	95	0	0	0	0	0	0	0
Cpsf4	129.500000	0	0	0	0	0	0	0	0	0	0	0	0	153	588	537	626	417	881	584	738	0	712	0	0	0	212	0	0	0	0	0	0	124	0	0	0	0	391	393	306	98	135	0	0	0	0	262	0	0	95	0	0	0	0	0	0	0
Fam117b	129.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	1049	794	791	859	1324	1056	202	0	281	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	185	272	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Tial1	129.303571	0	0	0	0	0	0	0	0	0	0	0	0	0	919	527	666	809	1179	791	400	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	270	578	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi47	129.160714	0	0	0	0	0	0	0	0	223	0	0	0	0	234	213	173	237	396	276	146	0	312	0	0	0	0	0	0	0	0	0	95	0	0	336	292	306	544	1138	687	247	861	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trem2	129.142857	0	0	0	0	0	0	0	0	0	0	0	0	366	577	424	645	537	795	832	438	0	479	484	0	0	0	0	0	0	0	191	0	0	0	0	0	0	466	306	258	145	104	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0
Dkk3	129.035714	0	0	0	0	0	0	0	0	0	0	0	0	0	1073	774	816	979	1106	1025	580	0	0	0	230	296	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0
Actr2	128.982143	0	0	0	0	0	0	0	0	0	0	0	0	1042	613	638	539	539	847	690	358	0	459	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	327	0	86	262	0	0	0	0	0	0	0
Tor1a	128.964286	0	0	0	0	0	0	0	0	0	0	0	0	748	587	517	536	712	904	705	512	0	384	0	299	150	274	0	0	0	0	0	0	0	0	0	0	0	125	0	581	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0
Serinc3	128.964286	0	0	0	0	0	0	0	0	0	0	0	0	217	460	391	294	388	650	453	398	0	393	0	0	214	116	0	0	0	0	0	0	0	0	0	0	211	1019	170	215	0	0	0	0	0	160	200	0	383	708	0	0	182	0	0	0	0
Ccdc102a	128.964286	0	0	0	0	0	0	0	0	0	0	0	0	752	784	815	723	877	1041	993	482	0	159	0	132	183	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0
Slc2a13	128.875000	0	0	0	0	0	0	0	0	0	0	0	0	384	826	453	467	742	984	622	1062	0	750	0	319	405	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf13	128.785714	0	0	0	0	0	0	0	0	0	0	0	0	587	324	224	344	379	553	312	1222	0	298	0	278	203	510	0	0	0	0	0	0	0	0	0	0	0	380	270	608	0	0	143	0	0	0	209	0	0	132	0	0	236	0	0	0	0
Gm8439	128.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	502	545	307	456	814	561	199	0	292	0	0	0	0	0	0	0	0	109	146	0	145	389	323	0	1123	898	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq10b	128.767857	0	0	0	0	0	0	0	0	0	0	0	0	771	432	391	496	512	592	631	578	0	567	0	160	283	150	0	0	0	0	0	0	0	0	0	0	0	141	250	237	0	0	0	0	0	0	257	0	193	460	0	0	110	0	0	0	0
Psma5	128.607143	0	0	0	0	0	0	0	0	0	0	0	0	182	502	419	431	491	707	433	569	0	541	121	126	158	0	0	0	0	0	0	0	0	0	0	0	306	361	777	570	0	235	187	0	0	0	0	0	0	86	0	0	0	0	0	0	0
Med21	128.357143	0	0	0	0	0	0	0	0	0	0	0	0	438	921	763	847	920	1127	893	379	0	240	123	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	288	0	0	0	0	0	0	0
Bglap	128.357143	0	0	0	0	0	0	0	0	0	0	0	0	297	636	498	500	484	916	515	980	0	871	0	152	206	345	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	178	144	209	0	0	0	0	0	0	0	0	0
Xaf1	128.232143	0	0	0	0	0	0	0	0	233	0	0	0	0	714	468	463	422	766	724	201	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	628	509	468	203	624	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp5	128.196429	0	0	0	0	0	0	0	0	0	0	0	0	337	918	651	747	1060	1060	1052	585	0	451	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0
Hmga1b	128.178571	0	0	0	0	0	0	0	0	0	0	0	0	750	566	442	431	447	837	564	340	0	301	0	0	0	142	0	0	0	0	0	0	172	0	0	0	0	492	596	132	0	0	0	0	0	184	172	0	188	422	0	0	0	0	0	0	0
Ddx17	128.142857	0	0	0	0	0	0	0	0	0	0	0	0	378	553	610	537	635	898	547	711	0	796	0	0	143	169	0	0	0	0	0	0	0	0	0	0	0	160	234	345	0	0	0	0	0	0	246	0	0	214	0	0	0	0	0	0	0
Fam50b	127.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	502	505	476	511	619	505	397	0	510	0	163	150	0	0	0	0	0	0	0	0	0	189	156	337	918	932	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glipr1	127.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	589	454	714	737	839	762	236	0	149	201	0	0	198	0	0	0	0	0	0	0	0	207	0	0	280	527	574	0	142	162	0	0	0	393	0	0	0	0	0	0	0	0	0	0
Dot1l	127.839286	0	0	0	0	0	0	0	0	0	0	0	0	794	744	875	548	724	688	698	643	0	222	255	121	166	160	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0
Sp4	127.767857	0	0	0	0	0	0	0	0	0	0	0	0	0	681	799	713	893	1006	750	290	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	600	646	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
Cep350	127.750000	0	0	0	0	0	0	0	0	0	0	0	0	165	531	544	477	465	524	395	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	251	211	891	1417	497	0	130	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0
Mavs	127.732143	0	0	0	0	0	0	0	0	0	0	0	0	166	628	582	590	731	907	559	551	0	255	0	0	0	0	0	0	0	0	0	140	0	0	305	231	166	673	402	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep5	127.660714	0	0	0	0	0	0	0	0	0	0	0	0	1294	544	470	580	627	756	582	533	0	418	376	205	0	137	0	0	0	0	0	0	0	0	0	0	0	207	136	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0
Smap2	127.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	939	964	701	981	1079	797	391	0	183	254	208	0	134	0	0	0	0	0	0	0	0	0	0	0	223	0	101	0	0	0	0	0	0	129	0	0	64	0	0	0	0	0	0	0
Cxcl11	127.607143	0	0	0	0	0	0	0	0	0	0	0	0	0	890	825	910	827	1090	927	303	0	0	0	484	358	0	0	0	0	0	0	0	0	0	0	0	0	0	193	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd82	127.375000	0	0	0	0	0	0	0	0	0	0	0	0	976	560	493	534	569	1019	776	416	0	334	145	174	260	125	0	0	0	0	0	0	0	0	0	0	0	264	0	149	0	0	0	0	0	0	254	0	0	85	0	0	0	0	0	0	0
Gm525	127.339286	0	0	0	0	0	0	0	0	0	0	0	0	605	790	524	625	656	808	803	718	0	456	167	156	161	0	0	0	0	0	0	0	0	0	0	0	0	254	0	197	0	0	0	0	0	0	144	0	0	0	0	0	67	0	0	0	0
Zup1	127.267857	0	0	0	0	0	0	0	0	0	0	0	0	94	813	671	663	621	1055	731	473	0	274	0	153	0	0	0	0	0	0	0	0	0	0	0	0	175	428	322	241	0	0	0	0	0	0	89	0	0	324	0	0	0	0	0	0	0
Cdc37	127.267857	0	0	0	0	0	0	0	0	0	0	0	0	413	421	308	428	381	525	377	1790	0	266	246	525	675	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
Jph1	127.196429	0	0	0	0	0	0	0	0	0	0	0	0	0	838	588	706	710	941	1000	369	0	372	0	263	184	147	0	0	0	189	0	0	0	0	0	0	0	325	303	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42517	127.125000	0	0	0	0	0	0	0	0	0	0	0	0	153	1057	824	900	1067	1242	1184	260	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Plekhb2	126.946429	0	0	0	0	0	0	0	0	0	0	0	0	229	275	327	456	323	515	286	822	0	776	0	324	253	107	0	0	0	0	0	0	0	0	162	0	0	427	1175	565	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0
Pfn1	126.928571	0	0	0	0	0	0	0	0	0	0	0	0	1483	299	194	295	261	326	383	928	0	958	194	0	172	245	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	147	251	243	127	140	253	0	0	0	0	0	0	0
Slc7a7	126.892857	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	727	809	949	1006	894	359	0	473	0	142	155	0	0	0	0	0	0	0	0	0	0	0	0	0	228	158	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0
Epb41l1	126.892857	0	0	0	0	0	0	0	0	0	0	0	0	0	963	714	746	1080	1112	1072	334	0	0	0	231	245	0	0	0	0	0	0	0	0	0	0	0	0	220	169	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc7	126.803571	0	0	0	0	0	0	0	0	0	0	0	0	0	1316	1134	1007	1074	1540	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc7	126.750000	0	0	0	0	0	0	0	0	0	0	0	0	785	782	645	733	716	983	856	674	0	263	0	260	280	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx8	126.714286	0	0	0	0	0	0	0	0	0	0	0	0	219	749	402	499	434	865	655	961	0	341	0	386	302	196	0	0	0	0	0	0	0	0	0	0	0	0	256	282	0	105	0	0	0	0	187	0	88	169	0	0	0	0	0	0	0
Psrc1	126.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	662	520	448	358	610	452	824	0	185	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	153	274	1454	0	74	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pafah1b3	126.517857	0	0	0	0	0	0	0	0	0	0	0	0	153	864	736	592	853	1107	824	531	0	557	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	298	0	351	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
Tshz1	126.464286	0	0	0	0	0	0	0	0	0	0	0	0	1004	517	341	392	370	792	758	574	0	290	0	759	1042	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
Pwwp3a	126.357143	0	0	0	0	0	0	0	0	0	0	0	0	761	748	630	621	756	1182	569	578	0	503	138	0	132	0	0	0	0	0	0	0	0	0	0	0	0	120	145	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0
Pum1	126.267857	0	0	0	0	0	0	0	0	0	0	0	0	666	895	854	653	937	1180	986	422	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0
Dyrk3	126.232143	0	0	0	0	0	0	0	0	0	0	0	0	390	867	654	758	793	1035	846	535	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	218	0	0	0	124	135	0	125	0	0	176	0	0	0	0	0	0	0
Tmem223	126.142857	0	0	0	0	0	0	0	0	0	0	0	0	548	831	625	730	720	969	932	379	0	380	0	163	239	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	104	0	0	0	0	0	0	0
Tmem179b	126.142857	0	0	0	0	0	0	0	0	0	0	0	0	548	831	625	730	720	969	932	379	0	380	0	163	239	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	104	0	0	0	0	0	0	0
Trappc12	126.017857	0	0	0	0	0	0	0	0	0	0	0	0	417	703	538	592	669	738	629	669	0	675	0	0	155	0	0	0	0	0	0	0	0	249	0	0	0	169	107	132	0	0	0	0	0	0	114	0	131	370	0	0	0	0	0	0	0
Eipr1	126.017857	0	0	0	0	0	0	0	0	0	0	0	0	417	703	538	592	669	738	629	669	0	675	0	0	155	0	0	0	0	0	0	0	0	249	0	0	0	169	107	132	0	0	0	0	0	0	114	0	131	370	0	0	0	0	0	0	0
Tgfb1	125.928571	0	0	0	0	0	0	0	0	0	0	0	0	1061	428	448	430	452	763	619	413	0	659	152	0	0	0	0	0	0	0	0	0	0	125	0	0	0	284	428	211	0	236	0	0	0	0	171	0	0	172	0	0	0	0	0	0	0
Pcbd2	125.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	781	904	908	951	1389	942	263	0	0	0	273	210	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	93	0	0	0	0	0	0	0
Mrpl52	125.928571	0	0	0	0	0	0	0	0	0	0	0	0	1177	341	202	384	226	442	402	773	0	728	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	490	291	222	208	0	0	0	158	355	0	0	124	0	0	0	0	0	0	0
Pold4	125.642857	0	0	0	0	0	0	0	0	0	0	0	0	326	727	607	506	576	728	588	492	0	534	0	141	90	175	0	0	0	138	195	0	0	184	0	0	0	242	220	209	0	0	0	0	126	0	0	0	0	232	0	0	0	0	0	0	0
Rab32	125.589286	0	0	0	0	0	0	0	0	0	0	0	0	546	611	464	536	556	1016	848	847	0	128	170	263	244	235	0	0	0	0	0	0	0	0	0	0	0	0	94	304	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0
Gm10634	125.571429	0	0	0	0	0	0	0	0	0	0	0	0	596	842	829	905	1006	455	399	284	0	157	372	102	127	0	0	0	0	0	0	0	0	0	0	0	0	0	393	221	0	192	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carhsp1	125.357143	0	0	0	0	0	0	0	0	0	0	0	0	605	736	457	512	399	642	607	680	0	659	418	0	0	198	0	0	0	0	0	0	0	0	0	0	0	242	273	98	0	0	0	0	0	0	255	0	0	239	0	0	0	0	0	0	0
