Target_genes	Gata3|Average	SRX018103|CD4+_T_cells	SRX092582|CD4+_T_cells	SRX092583|CD4+_T_cells	SRX1144904|CD4+_T_cells	SRX1144905|CD4+_T_cells	SRX018101|CD4_CD8_double_negative_cells	SRX091676|CD4_CD8_double_negative_cells	SRX091677|CD4_CD8_double_negative_cells	SRX018102|CD4_CD8_double_positive_cells	SRX077028|CD4_CD8_double_positive_cells	SRX091678|CD4_CD8_double_positive_cells	SRX018104|CD8+_T_cells	SRX077029|CD8+_T_cells	SRX7821124|Hematopoietic_progenitors	SRX7821125|Hematopoietic_progenitors	SRX7821126|Hematopoietic_progenitors	SRX8858058|Hematopoietic_progenitors	SRX8858059|Hematopoietic_progenitors	SRX1115327|ILC2	SRX13185577|ILC2	SRX13185578|ILC2	SRX13185579|ILC2	SRX21547797|ILC2	SRX21547798|ILC2	SRX15046828|Induced_trophoblast_stem_cells	SRX15046829|Induced_trophoblast_stem_cells	SRX1115326|Innate_lymphoid_cells	SRX4677000|Innate_lymphoid_cells	SRX4677001|Innate_lymphoid_cells	SRX4677005|Innate_lymphoid_cells	SRX4677006|Innate_lymphoid_cells	SRX15046860|MEF	SRX15046861|MEF	SRX15046870|MEF	SRX15046871|MEF	SRX018111|Natural_Killer_T-Cells	SRX2499766|Scid.adh.2c2	SRX2499767|Scid.adh.2c2	SRX2499768|Scid.adh.2c2	SRX2499769|Scid.adh.2c2	SRX018108|Th17_Cells	SRX018105|Th1_Cells	DRX012366|Th2_Cells	DRX012367|Th2_Cells	SRX018106|Th2_Cells	SRX077030|Th2_Cells	SRX1115328|Th2_Cells	SRX18113530|Th2_Cells	SRX18113531|Th2_Cells	SRX18275247|Th2_Cells	SRX18275248|Th2_Cells	SRX18275249|Th2_Cells	SRX18275250|Th2_Cells	SRX19650900|Th2_Cells	SRX19650901|Th2_Cells	SRX018110|Treg	SRX2416654|Trophoblast_stem_cells	SRX018109|T_cells	STRING
Ap3m2	84.844828	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	132	0	0	0	0	0	0	657	854	660	887	0	205	288	177	459	0	0	0	0	0	0	0	0	0	0	0	128	195	0	0	0	0	0	0
Tmem19	84.810345	0	0	0	205	309	0	0	0	0	0	0	0	0	0	214	130	0	0	0	0	0	0	0	0	1071	965	0	0	0	0	0	0	0	178	128	0	239	296	280	221	0	0	0	0	0	0	0	91	0	90	0	273	229	0	0	0	0	0	0
Tmem256	84.775862	0	0	0	325	254	0	0	0	0	0	0	0	0	0	73	0	0	0	255	0	0	0	0	182	294	321	0	0	0	78	0	0	0	0	0	0	286	502	404	286	0	0	0	0	206	215	280	141	0	142	0	267	406	0	0	0	0	0	0
Nlgn2	84.775862	0	0	0	325	254	0	0	0	0	0	0	0	0	0	73	0	0	0	255	0	0	0	0	182	294	321	0	0	0	78	0	0	0	0	0	0	286	502	404	286	0	0	0	0	206	215	280	141	0	142	0	267	406	0	0	0	0	0	0
Ebag9	84.775862	0	0	0	170	0	292	156	198	0	0	0	0	0	0	0	0	123	0	155	0	0	0	0	115	223	242	0	0	0	98	0	0	0	0	0	0	282	1027	126	339	0	0	0	0	0	0	0	201	134	200	95	295	446	0	0	0	0	0	0
Capza2	84.758621	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	192	460	0	0	0	222	285	171	211	0	0	0	0	0	512	366	557	461	0	0	0	0	0	0	178	231	0	231	0	231	282	0	0	0	0	0	0
Snrpe	84.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	160	209	128	0	0	0	0	0	78	436	290	0	0	0	0	0	136	0	289	256	0	534	576	509	771	0	0	0	0	0	0	0	0	0	0	0	114	186	0	0	0	0	0	0
1700028K03Rik	84.741379	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	239	135	0	239	141	118	280	341	402	546	693	98	0	193	0	0	0	0	0	0	0	0	173	210	0	208	0	257	249	0	0	0	0	0	0
Mmgt2	84.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	1873	0	0	0	0	0	0	0	0	0	0	135	444	196	266	0	0	0	0	0	0	0	0	0	0	0	82	139	0	0	0	0	0	0
Lrrc75a	84.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	1873	0	0	0	0	0	0	0	0	0	0	135	444	196	266	0	0	0	0	0	0	0	0	0	0	0	82	139	0	0	0	0	0	0
Gamt	84.706897	0	0	0	156	255	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	169	210	242	0	0	0	0	0	0	0	0	0	0	657	890	839	1072	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Dazap1	84.706897	0	0	0	156	255	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	169	210	242	0	0	0	0	0	0	0	0	0	0	657	890	839	1072	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk5	84.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	338	399	0	0	0	0	0	461	353	466	585	0	157	362	398	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem211	84.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036	1284	0	0	0	0	0	536	640	660	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutal	84.586207	0	0	0	447	206	0	0	0	0	0	0	0	0	157	314	155	186	183	0	0	0	0	0	78	161	258	0	0	0	0	0	0	0	0	0	0	221	382	534	725	0	0	0	0	0	0	145	108	0	109	0	235	302	0	0	0	0	0	0
Stk38l	84.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	382	263	294	0	584	998	681	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	84.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	187	177	0	0	0	0	0	0	0	0	156	792	652	0	0	0	0	0	0	0	0	162	0	591	670	558	774	0	0	0	0	0	0	0	0	0	0	0	101	80	0	0	0	0	0	0
Itgb3	84.482759	0	0	0	179	0	0	0	0	0	0	0	0	0	226	329	0	0	0	0	0	0	0	224	370	483	369	0	312	374	0	0	384	314	365	430	0	0	164	88	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem154	84.413793	0	0	0	926	1143	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	290	186	325	0	0	0	0	0	0	0	164	152	164	116	252	522	0	0	305	0	0	0
Gm4832	84.413793	0	0	0	218	152	0	0	0	0	0	0	0	0	251	188	0	0	0	0	0	0	0	0	185	147	292	0	0	0	133	89	367	437	562	373	0	0	144	0	147	0	0	0	0	0	0	0	128	237	128	208	224	286	0	0	0	0	0	0
C330018D20Rik	84.396552	0	0	0	204	287	0	0	0	0	0	0	0	0	549	517	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	449	265	164	0	221	586	311	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wwox	84.362069	0	126	0	0	258	0	297	159	0	455	0	0	0	181	0	0	0	195	0	0	0	0	0	0	0	0	188	260	216	205	202	0	0	0	0	0	353	320	419	336	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	637	0	0
Rbm12b2	84.362069	0	0	0	280	323	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	196	292	301	0	199	203	191	213	99	196	96	0	0	201	251	261	252	0	0	0	0	0	0	183	191	95	210	0	265	298	0	0	0	0	0	0
Fhod1	84.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1673	1666	0	0	0	0	0	0	0	0	0	0	340	453	322	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenok	84.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	198	280	162	148	175	0	0	0	0	0	0	0	0	0	0	0	0	0	246	330	258	343	0	570	591	839	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M6pr	84.293103	0	0	0	0	117	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	109	157	123	0	0	0	0	0	0	0	0	0	0	533	1636	613	1340	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0
Hmgcs2	84.293103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	238	312	290	0	465	1881	478	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-T23	84.275862	0	0	0	198	203	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	103	215	216	0	110	88	0	142	332	386	259	320	0	0	696	288	561	0	0	0	0	0	0	199	88	0	101	0	92	142	0	0	0	0	0	0
Klhl26	84.258621	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	66	484	593	0	0	0	0	0	143	0	232	230	0	416	885	515	791	0	0	0	0	0	0	0	0	0	0	0	152	247	0	0	0	0	0	0
Zfp1	84.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	280	321	184	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	415	1922	351	1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me2	84.206897	0	0	0	286	146	0	244	0	0	0	0	0	0	135	116	124	0	0	164	0	0	0	76	210	146	0	0	191	124	180	159	0	0	148	138	0	316	742	204	588	0	0	0	0	0	0	181	0	0	0	0	130	136	0	0	0	0	0	0
Cetn4	84.206897	0	0	0	269	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	130	204	244	0	0	65	194	124	302	187	235	261	0	132	186	118	136	0	0	0	0	0	0	0	248	120	248	103	430	338	0	0	0	0	0	0
Bbs12	84.206897	0	0	0	269	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	130	204	244	0	0	65	194	124	302	187	235	261	0	132	186	118	136	0	0	0	0	0	0	0	248	120	248	103	430	338	0	0	0	0	0	0
Ift172	84.155172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	255	0	968	761	1316	1318	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
B4galt3	84.103448	0	0	0	135	233	0	0	0	0	0	0	0	0	101	125	0	0	0	171	0	0	0	0	68	191	109	0	0	0	0	0	0	0	0	0	0	583	931	320	732	0	0	0	0	0	0	0	180	109	180	0	192	518	0	0	0	0	0	0
Gm45915	84.068966	0	0	0	0	201	0	358	172	0	198	0	0	0	0	0	0	0	0	0	82	0	0	0	136	1224	1143	0	0	0	99	0	0	0	0	0	0	0	0	180	271	0	0	0	0	0	0	0	128	0	128	0	221	335	0	0	0	0	0	0
Akip1	84.034483	0	0	0	359	158	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	1240	1154	0	0	0	0	0	282	261	370	202	0	0	0	0	249	0	0	0	0	0	0	0	80	0	80	0	197	149	0	0	0	0	0	0
Syngr3	84.017241	175	0	0	237	323	0	0	0	0	0	0	0	0	153	0	166	0	0	227	94	0	0	0	217	316	346	0	0	0	0	88	0	0	0	0	0	346	627	0	300	0	0	0	0	0	0	254	148	72	147	0	166	317	0	0	154	0	0	0
Ier3ip1	84.000000	0	0	0	1026	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	298	500	312	355	0	242	400	206	323	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0
Tnfsf9	83.965517	0	0	0	460	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	214	0	0	0	0	0	897	954	856	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	121	0	0	0	0	0	0
Ptms	83.931034	0	0	0	530	382	0	0	0	0	0	0	0	0	159	263	121	0	0	0	0	0	0	0	87	138	0	0	0	0	0	0	137	176	105	0	0	113	745	413	1171	0	0	0	0	0	0	0	0	0	0	0	176	152	0	0	0	0	0	0
Itpkc	83.931034	0	0	0	346	444	0	0	0	0	0	0	0	0	131	259	104	0	0	0	0	0	0	0	0	483	439	0	0	0	0	0	0	0	155	0	0	282	336	359	565	0	0	0	0	0	0	0	190	0	191	0	205	379	0	0	0	0	0	0
Tctn1	83.913793	0	0	0	146	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	181	654	651	0	245	222	160	0	0	196	0	0	0	270	634	328	511	0	0	0	0	0	0	0	90	0	90	0	92	151	0	0	0	0	0	0
Nfib	83.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	96	0	720	1637	726	1478	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0
Rhox4g	83.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2179	1837	0	0	0	0	0	0	0	0	0	0	0	522	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif5b	83.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	315	190	0	0	0	0	0	0	0	0	213	138	170	0	235	159	0	0	487	504	719	746	0	116	224	99	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abr	83.827586	0	0	0	168	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	612	652	0	0	0	161	106	383	420	248	265	0	141	486	206	660	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0
Zfp110	83.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	1834	0	0	0	0	0	0	0	0	0	0	230	375	199	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdcbp	83.775862	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	295	182	458	478	349	340	0	134	324	160	199	0	0	0	0	0	0	123	217	117	217	0	426	468	0	0	0	0	0	0
Surf2	83.758621	0	0	0	236	310	0	0	0	0	0	0	0	0	123	0	0	0	105	0	84	0	0	0	222	353	249	0	0	0	168	0	0	0	0	0	0	190	994	257	898	0	0	0	0	127	126	107	0	0	0	0	80	229	0	0	0	0	0	0
Surf1	83.758621	0	0	0	236	310	0	0	0	0	0	0	0	0	123	0	0	0	105	0	84	0	0	0	222	353	249	0	0	0	168	0	0	0	0	0	0	190	994	257	898	0	0	0	0	127	126	107	0	0	0	0	80	229	0	0	0	0	0	0
Mrps23	83.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	132	0	0	0	0	0	119	388	0	145	0	281	327	640	445	0	79	0	0	0	324	305	329	501	0	0	0	0	0	0	0	101	0	100	0	177	249	0	0	0	0	0	0
Rwdd1	83.672414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	249	120	0	0	0	132	0	298	382	282	266	0	385	432	693	776	0	0	0	0	0	0	0	154	0	155	0	224	211	0	0	0	0	0	0
Lzts2	83.672414	0	0	0	387	367	0	364	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	1054	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	70	190	0	302	437	0	0	0	0	0	0
Gemin6	83.637931	0	0	0	125	400	0	0	0	0	0	0	0	0	0	100	0	0	110	0	0	0	0	0	144	0	0	0	0	0	140	138	0	227	0	0	0	133	529	207	514	0	0	0	0	0	0	126	327	175	328	157	406	565	0	0	0	0	0	0
Tef	83.568966	0	0	0	0	0	0	220	0	0	0	0	0	0	491	527	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	790	584	1262	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0
Ajm1	83.568966	0	0	0	885	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	183	266	0	0	0	0	0	0	0	0	0	0	225	296	229	312	0	0	0	0	0	0	0	175	0	175	0	265	643	0	0	131	0	0	0
Gabarapl2	83.551724	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	1221	0	0	0	0	0	353	195	284	290	0	187	198	249	427	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Gbp11	83.517241	0	0	0	0	0	0	180	0	0	0	0	0	0	610	932	494	0	0	0	0	0	0	0	90	107	0	0	0	109	130	0	0	0	0	0	0	188	383	370	588	0	0	0	0	0	0	0	112	0	104	0	142	305	0	0	0	0	0	0
Mrpl15	83.500000	0	0	0	0	0	124	0	0	0	0	0	0	0	135	176	0	0	0	366	76	0	0	151	355	0	0	0	212	153	294	197	0	0	0	0	0	233	811	234	535	0	0	0	0	163	0	0	105	0	105	0	166	252	0	0	0	0	0	0
Map3k8	83.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	77	0	0	170	148	188	839	854	684	671	0	0	0	116	140	0	0	0	0	0	0	154	114	0	105	0	200	157	0	0	0	0	0	0
Ubxn6	83.448276	207	0	0	505	755	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	133	0	0	0	0	95	0	0	0	0	0	0	216	324	347	382	0	0	0	0	0	0	209	81	94	81	0	390	642	0	0	0	0	0	0
Hdgfl2	83.448276	207	0	0	505	755	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	133	0	0	0	0	95	0	0	0	0	0	0	216	324	347	382	0	0	0	0	0	0	209	81	94	81	0	390	642	0	0	0	0	0	0
Fau	83.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	137	131	0	115	166	0	0	407	443	345	444	0	519	673	516	706	0	0	0	0	0	0	0	0	0	0	0	79	75	0	0	0	0	0	0
Krt78	83.431034	0	0	0	450	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	375	505	356	350	0	0	662	0	152	0	0	0	0	0	0	0	233	130	146	243	329	579	0	0	0	0	0	0
Diras2	83.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	1245	0	0	0	0	0	709	710	623	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp10a	83.413793	142	0	0	284	309	0	0	0	0	206	0	0	0	0	0	0	0	0	327	0	0	0	0	195	333	238	0	123	280	183	175	126	0	0	0	0	0	0	0	0	0	0	0	0	88	86	309	167	114	167	0	264	553	0	0	169	0	0	0
Slc25a3	83.396552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	166	0	0	0	0	0	243	262	711	664	0	426	625	660	861	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Lrrc32	83.396552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	1461	1519	0	0	0	0	0	304	277	566	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impact	83.396552	0	0	0	134	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	137	0	0	0	0	0	0	0	0	0	0	0	721	963	1125	1499	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
Tmtc2	83.362069	0	0	0	235	301	0	205	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	688	839	0	0	0	0	204	251	181	136	143	0	0	0	0	0	0	0	0	0	0	0	337	176	99	177	124	198	262	0	0	114	0	0	0
Rab5c	83.362069	0	0	0	361	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	247	292	0	0	0	0	0	231	205	0	198	0	404	728	504	401	0	0	0	0	0	0	0	114	0	114	0	297	312	0	0	0	0	0	0
Pum1	83.362069	0	0	0	0	0	198	0	529	0	136	0	0	0	265	214	135	123	151	0	0	0	0	0	0	179	223	0	0	0	0	0	0	0	0	0	0	254	1406	0	367	0	0	0	0	0	0	0	81	0	81	0	231	262	0	0	0	0	0	0
Gimap7	83.362069	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	208	143	406	370	545	461	0	0	1044	0	205	0	0	0	0	0	0	297	105	0	105	0	168	193	0	0	0	0	0	0
Yju2	83.344828	0	0	0	188	81	0	0	0	0	0	0	0	0	0	0	0	122	125	0	0	0	0	0	154	145	197	0	0	0	0	0	227	253	122	182	0	260	831	254	704	0	0	0	0	0	0	247	112	0	111	0	187	332	0	0	0	0	0	0
Cfap157	83.344828	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	70	290	571	654	0	0	134	300	312	0	0	0	0	0	0	446	0	131	0	0	0	0	146	146	189	179	118	178	0	152	354	0	0	0	0	0	0
Cox7a1	83.310345	0	0	0	287	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	242	302	329	0	307	264	431	292	228	196	356	423	0	172	0	0	0	0	0	0	0	0	0	109	146	0	145	0	150	162	0	0	0	0	0	0
Oxsm	83.293103	0	0	0	241	0	0	325	0	0	0	0	0	0	91	163	0	0	0	243	0	0	0	0	135	241	189	0	0	199	109	0	300	367	262	211	0	225	477	272	341	0	0	0	0	0	0	0	92	0	92	0	99	157	0	0	0	0	0	0
Pgs1	83.258621	0	0	0	714	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	238	241	0	172	145	0	0	135	510	287	441	0	0	0	0	0	0	383	155	120	156	84	236	277	0	0	0	0	0	0
Rtn4	83.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	130	0	0	0	0	0	0	0	188	153	0	0	0	0	0	603	850	861	916	0	164	186	358	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	83.206897	0	0	0	285	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	172	0	0	0	0	0	261	271	285	260	0	0	0	340	870	0	0	0	0	0	0	0	179	178	197	155	394	290	0	0	0	0	0	0
Elob	83.172414	0	0	0	391	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	113	0	0	0	0	124	0	0	134	0	0	0	453	567	527	866	0	0	0	0	0	0	165	137	100	137	0	225	418	0	0	0	0	0	0
Crxos	83.155172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	455	378	0	0	0	0	0	0	0	0	0	0	0	1077	699	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan6	83.137931	0	0	0	893	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	685	554	437	0	127	318	226	414	0	0	0	0	0	0	0	120	0	120	0	153	0	0	0	0	0	0	0
Hnrnpr	83.137931	201	0	0	140	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	279	242	0	111	127	154	134	155	188	164	237	0	201	607	291	389	0	0	0	0	0	0	176	119	0	120	0	181	282	0	0	0	0	0	0
Fam227b	83.086207	0	0	294	315	128	0	0	254	0	0	309	0	0	207	132	0	0	0	0	0	0	0	0	0	117	166	0	0	0	0	0	0	0	0	0	0	455	546	587	803	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Dtwd1	83.086207	0	0	294	315	128	0	0	254	0	0	309	0	0	207	132	0	0	0	0	0	0	0	0	0	117	166	0	0	0	0	0	0	0	0	0	0	455	546	587	803	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Cdt1	83.051724	0	0	0	568	408	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	110	354	436	0	0	0	0	191	0	0	0	123	0	415	376	571	504	0	0	0	0	0	0	0	108	0	108	79	105	233	0	0	0	0	0	0
Tmcc2	83.034483	0	0	0	293	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	134	0	114	0	217	263	324	295	226	339	0	0	135	163	263	0	0	0	0	0	0	135	239	0	193	0	314	410	0	0	0	0	0	0
Rnase4	83.034483	0	0	0	267	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	336	0	119	0	116	193	92	148	97	0	0	189	947	187	660	0	0	0	0	87	101	160	151	0	151	0	188	219	0	0	0	0	0	0
Ang	83.034483	0	0	0	267	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	336	0	119	0	116	193	92	148	97	0	0	189	947	187	660	0	0	0	0	87	101	160	151	0	151	0	188	219	0	0	0	0	0	0
Adk	82.982759	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	391	0	0	0	0	0	415	451	477	398	0	361	349	325	551	0	0	0	0	0	0	146	0	0	64	0	118	174	0	0	0	0	0	0
Cntln	82.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	223	0	0	0	0	125	175	0	0	0	0	0	0	537	1444	268	1025	0	0	0	0	0	0	0	0	204	73	136	180	352	0	0	0	0	0	0
Sorl1	82.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	177	165	0	193	377	84	0	0	658	841	531	427	0	0	0	0	144	0	0	0	0	0	0	0	0	230	230	324	0	0	0	0	0	0	140	0	0	0	0	0
Cryab	82.862069	0	0	0	0	125	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	307	0	0	0	0	0	176	306	291	315	0	219	1333	365	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr36	82.844828	0	0	0	308	201	0	0	0	0	0	0	0	0	0	170	0	96	0	0	0	0	0	0	128	0	120	0	0	0	0	0	441	436	310	306	0	349	330	313	478	0	0	0	0	0	0	0	170	75	170	0	177	227	0	0	0	0	0	0
Srek1	82.844828	0	0	0	0	0	99	180	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	193	253	0	0	0	0	0	379	550	337	450	0	251	561	229	421	0	0	0	0	0	0	0	84	0	84	0	89	280	0	0	0	0	0	0
Slc38a4	82.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2083	2362	0	0	0	0	0	99	0	98	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top3b	82.827586	0	0	0	126	123	0	0	0	0	0	0	0	0	154	134	112	0	0	0	0	0	0	0	78	474	562	0	0	114	141	0	215	221	173	251	0	354	616	343	474	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Coq8a	82.810345	0	0	0	155	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	175	166	0	0	0	338	141	0	0	0	0	0	553	927	546	846	0	0	0	0	0	0	153	0	0	0	0	136	228	0	0	0	0	0	0
