Target_genes	Usf1|Average	SRX142512|C2C12	SRX142513|C2C12	SRX6784089|CH12	SRX6784090|CH12	SRX5027410|ES_cells	SRX6784044|MEL	SRX6784045|MEL	STRING
Gstt2	579.428571	0	169	522	548	250	1045	1522	0
Lat	578.428571	0	459	0	317	2611	382	280	0
Scfd2	578.000000	504	306	571	908	294	645	818	0
Fip1l1	578.000000	504	306	571	908	294	645	818	0
Trpv1	576.428571	197	163	709	772	0	470	1724	0
Ppp1r13l	576.428571	472	832	555	470	370	507	829	0
Cd3eap	576.428571	472	832	555	470	370	507	829	0
Sfi1	576.285714	0	266	0	0	85	1718	1965	0
Sphk2	576.142857	637	692	240	444	0	757	1263	0
Rpl18	576.142857	637	692	240	444	0	757	1263	0
Lcorl	576.142857	307	392	595	524	212	918	1085	0
Fam83e	576.142857	637	692	240	444	0	757	1263	0
Snx30	575.285714	491	530	570	468	454	536	978	0
Hoxa11	574.000000	1675	2343	0	0	0	0	0	0
Hoxa10	574.000000	1675	2343	0	0	0	0	0	0
Nufip1	573.285714	800	684	381	369	329	565	885	0
Gpalpp1	573.285714	800	684	381	369	329	565	885	0
Zfp995	572.857143	1199	1696	114	258	743	0	0	0
Akr1b3	572.571429	704	693	281	420	369	591	950	0
Asb13	571.714286	0	0	785	1013	0	827	1377	0
Zdhhc16	571.428571	380	399	622	441	0	964	1194	0
Exosc1	571.428571	380	399	622	441	0	964	1194	0
Spryd7	571.285714	328	741	649	881	0	653	747	0
Atxn2	570.857143	623	623	407	338	165	745	1095	0
Abhd4	570.714286	578	465	383	208	0	1016	1345	0
2610001J05Rik	570.714286	622	929	207	238	0	528	1471	0
Septin9	569.714286	108	180	317	552	865	1088	878	0
Olfr315	569.000000	106	227	0	0	0	1590	2060	0
Olfr314	569.000000	106	227	0	0	0	1590	2060	0
Camkk1	568.285714	290	718	483	609	372	775	731	0
Tlcd3a	567.142857	482	485	653	767	0	611	972	0
Trim13	566.857143	1339	1807	0	0	735	0	87	0
Epop	565.714286	327	300	608	767	667	599	692	0
Afg1l	565.714286	229	377	893	717	286	586	872	0
Stat2	564.571429	523	191	157	309	0	792	1980	0
Apof	564.571429	523	191	157	309	0	792	1980	0
Lexm	564.285714	0	0	0	0	223	1691	2036	0
Kpna1	564.142857	963	785	536	364	498	291	512	0
Eif4enif1	564.142857	0	266	0	0	0	1718	1965	0
Rps6ka2	563.285714	1229	1152	210	192	322	303	535	0
Nkiras2	563.000000	0	0	1802	1985	0	154	0	0
Gps2	562.857143	185	187	637	750	189	989	1003	0
Slc27a1	562.714286	806	1011	370	457	600	192	503	0
Nxnl1	562.714286	806	1011	370	457	600	192	503	0
Zfand5	560.714286	727	452	706	534	129	452	925	0
Capn2	559.857143	1394	1958	247	320	0	0	0	0
Selenos	559.285714	279	388	553	578	318	780	1019	0
Tgfbrap1	557.714286	451	564	548	954	0	592	795	0
Erap1	557.714286	594	540	639	545	259	376	951	0
Tmeff2	555.142857	1180	1399	0	0	1307	0	0	0
Stk16	555.142857	0	0	0	0	923	1501	1462	0
Rpl31	555.142857	475	358	277	340	1040	481	915	0
Glb1l	555.142857	0	0	0	0	923	1501	1462	0
Cdv3	555.000000	574	625	505	993	0	550	638	0
Fam160b1	554.714286	551	557	321	161	0	675	1618	0
Kcnrg	554.428571	1339	1807	0	0	735	0	0	0
S100a10	553.714286	1420	2169	0	0	165	0	122	0
Slc30a7	553.571429	450	846	551	446	349	581	652	0
Extl2	553.571429	450	846	551	446	349	581	652	0
Coq7	553.428571	475	530	570	505	237	595	962	0
Acaa2	553.285714	591	715	205	147	0	1067	1148	0
Slc35c2	552.571429	458	481	398	469	343	688	1031	0
Acat1	552.285714	319	393	412	911	228	626	977	0
N4bp2l1	550.857143	0	0	266	251	0	1368	1971	0
Ccl7	550.285714	724	796	642	971	0	182	537	0
Cd63	549.857143	1523	1782	0	0	544	0	0	0
Man2c1	549.714286	264	488	459	441	275	780	1141	0
Gpr137b	549.142857	465	541	835	800	234	428	541	0
Lhpp	549.000000	0	163	411	494	335	1004	1436	0
Trerf1	548.000000	285	525	0	0	414	947	1665	0
Lcmt2	546.428571	106	138	314	527	0	1054	1686	0
Adal	546.428571	106	138	314	527	0	1054	1686	0
Psen2	546.285714	0	0	0	0	0	1605	2219	0
Mc1r	545.714286	169	540	461	470	236	722	1222	0
Ly6a	545.428571	517	1140	504	471	295	136	755	0
Usp12	544.714286	534	654	743	663	578	264	377	0
Gnpat	544.285714	562	595	409	529	350	615	750	0
2810004N23Rik	544.285714	562	595	409	529	350	615	750	0
Fbl	544.142857	233	461	470	391	256	836	1162	0
Psmb10	542.714286	262	449	663	880	457	440	648	0
Ermard	542.714286	168	272	510	596	318	912	1023	0
Ctrl	542.714286	262	449	663	880	457	440	648	0
Ccdc194	542.571429	716	722	479	662	377	461	381	0
Calr3	542.000000	0	216	1400	1752	0	178	248	0
1700030K09Rik	542.000000	0	216	1400	1752	0	178	248	0
Map4k3	541.571429	0	123	536	646	610	817	1059	0
Patl1	541.285714	524	508	442	488	0	645	1182	0
Ldha	541.285714	219	358	689	802	372	718	631	0
H2aw	539.857143	435	548	617	578	263	437	901	0
Capn7	539.857143	206	304	692	489	289	802	997	0
Trmt5	539.285714	721	1182	0	0	289	367	1216	0
Slc38a6	539.285714	721	1182	0	0	289	367	1216	0
Psmc3	539.285714	1389	2223	0	0	0	163	0	0
Synj1	537.714286	383	341	573	481	0	678	1308	0
Ggnbp1	536.428571	0	436	647	936	260	618	858	0
Calcoco1	535.857143	637	1073	301	107	0	841	792	0
Pih1d1	535.714286	274	138	566	659	0	946	1167	0
Mecr	535.714286	196	326	602	572	252	673	1129	0
Aldh16a1	535.714286	274	138	566	659	0	946	1167	0
Wipf1	534.857143	0	0	468	528	0	1072	1676	0
Cby3	533.428571	0	0	0	0	0	1663	2071	0
Tmem102	533.142857	0	0	0	0	1391	1361	980	0
Plekhm1	532.714286	223	196	1330	1242	549	0	189	0
Tctex1d1	532.285714	118	352	382	912	0	373	1589	0
Zfp36	532.142857	625	978	170	203	0	579	1170	0
Slc18a1	532.142857	614	535	411	502	211	696	756	0
Cfap20	532.142857	438	445	438	434	282	693	995	0
Atp6v1b2	532.142857	614	535	411	502	211	696	756	0
Kdsr	531.714286	306	373	348	512	165	1010	1008	0
Rrs1	531.428571	643	625	307	378	279	666	822	0
Adhfe1	531.428571	643	625	307	378	279	666	822	0
1810046K07Rik	531.000000	0	0	779	963	0	825	1150	0
Coro1b	530.714286	410	636	340	293	216	809	1011	0
Cyp20a1	530.571429	171	344	536	557	283	839	984	0
Timm10	530.428571	510	643	401	576	0	610	973	0
Smtnl1	530.428571	510	643	401	576	0	610	973	0
Ninj2	530.428571	648	484	667	733	273	326	582	0
Kctd2	530.000000	265	483	491	778	0	765	928	0
Atp5h	530.000000	265	483	491	778	0	765	928	0
Mrps2	529.571429	398	250	969	1349	399	126	216	0
1700007K13Rik	529.571429	398	250	969	1349	399	126	216	0
Ptma	529.428571	542	327	740	745	219	510	623	0
Eno2	528.285714	156	175	767	690	0	1277	633	0
Bach1	528.142857	179	486	776	854	0	602	800	0
Kcnip2	527.571429	286	807	0	0	1086	689	825	0
Uba52	527.285714	706	1000	387	370	323	393	512	0
Rex1bd	527.285714	706	1000	387	370	323	393	512	0
Cep43	527.142857	355	578	222	400	274	676	1185	0
Uchl3	526.142857	0	166	1224	1284	488	202	319	0
Hnrnpa1	526.142857	1062	931	346	292	550	177	325	0
Cbx5	526.142857	1062	931	346	292	550	177	325	0
S100a3	525.857143	1095	1768	0	0	0	342	476	0
Arf2	525.857143	352	508	548	439	294	657	883	0
Sgpl1	525.428571	0	0	1556	1642	0	261	219	0
Uchl5	525.142857	333	120	667	866	0	756	934	0
Ro60	525.142857	333	120	667	866	0	756	934	0
Gm3435	524.285714	176	415	306	384	232	978	1179	0
Alad	524.142857	466	725	315	324	295	639	905	0
Snai1	523.142857	0	119	960	867	0	797	919	0
Mllt10	523.142857	274	608	484	863	225	523	685	0
Rbm45	522.714286	0	320	0	0	360	974	2005	0
Arhgef25	522.285714	278	394	117	430	0	961	1476	0
Csf2	522.142857	0	0	0	0	0	1284	2371	0
Rbm4b	521.714286	187	306	507	642	252	749	1009	0
Tdrp	521.428571	0	0	0	0	499	1444	1707	0
Shoc1	520.857143	0	0	0	0	0	1486	2160	0
Frs2	520.857143	0	145	0	0	0	1465	2036	0
Zfp623	520.571429	899	1226	0	0	346	403	770	0
Fam13b	520.571429	498	714	185	317	0	626	1304	0
Tmem127	520.285714	512	638	406	592	0	618	876	0
Rusf1	520.285714	0	195	0	0	0	1347	2100	0
Hexim1	520.285714	0	0	420	465	0	1127	1630	0
Ciao1	520.285714	512	638	406	592	0	618	876	0
Usp27x	519.000000	535	547	281	191	327	844	908	0
Lgals9	518.142857	1056	1137	293	373	0	303	465	0
Dmpk	518.142857	383	773	324	233	271	637	1006	0
Ncbp2	517.142857	255	254	699	780	0	735	897	0
Coq8a	517.142857	418	411	619	348	478	563	783	0
0610012G03Rik	517.142857	255	254	699	780	0	735	897	0
Zxdc	516.571429	209	227	532	602	0	1007	1039	0
Retreg1	516.428571	313	582	139	184	0	538	1859	0
Rpl11	516.142857	409	440	333	552	0	807	1072	0
Atrnl1	515.714286	0	276	0	0	0	1339	1995	0
Foxp4	515.571429	544	624	415	329	0	620	1077	0
Kank3	514.714286	527	1019	520	728	809	0	0	0
Crocc	513.857143	447	436	255	357	801	506	795	0
Gcc1	513.714286	0	185	570	975	0	717	1149	0
Fscn3	513.714286	0	185	570	975	0	717	1149	0
Arf5	513.714286	0	185	570	975	0	717	1149	0
Car14	512.571429	476	685	371	685	577	431	363	0
Tulp2	512.000000	175	286	0	0	0	1257	1866	0
Chic1	511.857143	1174	1605	0	0	804	0	0	0
Zfp677	511.571429	682	490	653	1339	417	0	0	0
Cfap97d2	511.571429	794	758	417	740	0	357	515	0
Cst6	511.428571	1533	2047	0	0	0	0	0	0
Tma16	510.714286	875	378	372	485	0	483	982	0
Acyp1	510.285714	806	1916	147	0	0	87	616	0
Usf2	510.142857	182	0	449	571	0	1082	1287	0
Prss8	510.142857	1056	1874	0	0	641	0	0	0
Sphk1	509.285714	335	477	0	0	0	1094	1659	0
Dnajc27	509.000000	480	378	677	370	459	483	716	0
Mybphl	508.857143	0	210	0	0	401	878	2073	0
Manba	508.857143	127	0	729	1069	120	719	798	0
Rab25	508.285714	435	274	247	343	162	892	1205	0
Tagap1	508.142857	426	508	256	446	0	595	1326	0
S100a5	506.714286	715	1066	0	0	168	590	1008	0
Smim4	505.285714	319	645	508	322	319	525	899	0
Nt5dc2	505.285714	319	645	508	322	319	525	899	0
Arhgap9	505.142857	0	0	0	0	0	1454	2082	0
Trak1	505.000000	444	485	178	269	199	914	1046	0
Bloc1s5	504.428571	0	0	0	109	0	1250	2172	0
Cyren	504.000000	0	0	110	141	0	1636	1641	0
Ppfia4	503.571429	640	685	511	633	367	189	500	0
Krt28	503.428571	0	0	1467	1957	0	0	100	0
Pigw	503.142857	397	344	676	856	237	458	554	0
Myo19	503.142857	397	344	676	856	237	458	554	0
Nucb1	502.142857	106	286	0	0	0	1257	1866	0
Tnfrsf1a	502.000000	0	0	0	0	0	1436	2078	0
Fbxo48	501.142857	182	138	1122	1072	0	429	565	0
Sema4d	501.000000	0	0	274	173	0	1340	1720	0
Ghrl	500.285714	0	0	618	925	0	860	1099	0
Cnnm2	500.000000	535	431	268	342	333	562	1029	0
Mospd1	498.714286	512	323	138	0	0	917	1601	0
Exosc5	498.714286	352	251	622	607	512	519	628	0
Bckdha	498.714286	352	251	622	607	512	519	628	0
Pafah2	498.285714	473	662	0	139	283	726	1205	0
Lcn12	498.285714	0	0	0	0	0	1425	2063	0
Fbxw5	498.285714	0	0	0	0	0	1425	2063	0
C8g	498.285714	0	0	0	0	0	1425	2063	0
Rpusd3	498.142857	0	147	0	0	131	1022	2187	0
Wdr59	497.428571	376	442	530	508	0	749	877	0
Wdcp	497.285714	332	528	611	565	150	552	743	0
Zfyve1	497.000000	341	287	217	150	97	980	1407	0
Mink1	497.000000	733	831	297	387	391	291	549	0
Gse1	496.571429	209	277	338	269	638	662	1083	0
Clic6	496.142857	0	0	0	118	0	1357	1998	0
Zfp566	495.142857	417	426	270	499	356	569	929	0
Zfp260	495.142857	417	426	270	499	356	569	929	0
Dlx2	495.000000	1020	1703	0	0	742	0	0	0
Pgm1	494.714286	257	374	842	892	355	321	422	0
Lgmn	494.142857	705	1273	396	473	126	300	186	0
Cic	493.714286	367	569	363	253	453	759	692	0
Elovl6	493.285714	149	352	261	235	144	799	1513	0
Ppp1r10	492.142857	485	321	426	512	335	553	813	0
Mrps18b	492.142857	485	321	426	512	335	553	813	0
Taf8	492.000000	356	446	449	490	658	454	591	0
Osbpl3	491.571429	373	538	445	744	0	450	891	0
Smarcd1	491.142857	132	297	0	0	307	1051	1651	0
Rhof	490.428571	592	881	0	0	488	454	1018	0
Sgms1	489.428571	602	614	0	0	424	897	889	0
Lrmp	489.000000	0	0	264	383	0	1258	1518	0
Acot7	487.428571	1058	1422	198	0	0	420	314	0
Fanca	486.714286	196	353	700	684	224	530	720	0
Ccdc32	486.714286	0	0	0	0	0	1449	1958	0
Slc51a	486.428571	0	194	0	0	606	1094	1511	0
Kif5a	486.285714	455	370	335	485	0	467	1292	0
Dctn2	486.285714	455	370	335	485	0	467	1292	0
Krr1	485.571429	477	419	364	549	0	702	888	0
Ubqln4	485.142857	435	274	247	343	0	892	1205	0
Nedd4	485.142857	249	432	0	0	0	961	1754	0
Lamtor2	485.142857	435	274	247	343	0	892	1205	0
9030025P20Rik	485.142857	229	219	351	542	343	677	1035	0
Plekhh3	484.000000	412	238	309	391	0	932	1106	0
Cntnap1	484.000000	412	238	309	391	0	932	1106	0
Ccr10	484.000000	412	238	309	391	0	932	1106	0
Ccng2	483.714286	537	550	325	321	488	468	697	0
Slc38a1	483.285714	506	739	790	1031	317	0	0	0
Pfn1	483.142857	631	1096	301	261	294	272	527	0
Mxd3	483.142857	327	1538	430	374	0	255	458	0
Otos	482.857143	280	383	0	0	0	1156	1561	0
Chpf2	482.714286	201	254	262	267	203	785	1407	0
Hoxb8	482.571429	280	485	0	0	2613	0	0	0
Hoxb7	482.571429	280	485	0	0	2613	0	0	0
Osbpl2	482.285714	308	529	404	321	213	646	955	0
Tymp	481.714286	776	960	149	228	236	394	629	0
Sco2	481.714286	776	960	149	228	236	394	629	0
Echs1	481.285714	231	426	412	558	184	704	854	0
Ptgs2	481.000000	840	1929	228	214	156	0	0	0
Nr5a2	480.714286	0	0	0	0	160	957	2248	0
Rbks	479.714286	217	433	276	134	0	936	1362	0
Mtmr2	479.714286	241	0	404	393	0	997	1323	0
Babam2	479.714286	217	433	276	134	0	936	1362	0
Pimreg	479.571429	249	299	417	713	0	758	921	0
Aipl1	479.571429	249	299	417	713	0	758	921	0
Itgb4	478.857143	916	1761	0	0	402	146	127	0
Cd180	478.857143	0	0	305	251	0	1103	1693	0
Zscan2	478.428571	483	467	345	553	0	707	794	0
Spg11	478.000000	239	245	462	537	0	868	995	0
Igf1r	477.571429	635	1520	0	165	145	250	628	0
Zc2hc1c	476.857143	806	1916	0	0	0	0	616	0
Zbtb8a	476.428571	0	0	0	0	930	929	1476	0
Aldh3b1	476.142857	453	1129	0	197	954	272	328	0
Phb	475.857143	376	686	315	420	262	501	771	0
Rpain	475.428571	0	394	0	167	150	1013	1604	0
Chchd1	475.285714	622	217	703	527	178	498	582	0
Bnip1	475.000000	518	307	374	570	176	566	814	0
Frg2f1	474.857143	775	546	350	378	381	260	634	0
Foxj3	474.857143	775	546	350	378	381	260	634	0
Bst2	474.714286	317	454	360	273	215	732	972	0
Dbi	474.571429	385	526	353	386	0	683	989	0
3110009E18Rik	474.571429	385	526	353	386	0	683	989	0
Ttpal	474.142857	417	0	478	650	0	607	1167	0
Msi2	473.428571	369	130	368	530	316	711	890	0
Cyp2j6	473.142857	1310	1620	0	0	382	0	0	0
H4c18	473.000000	435	554	276	261	232	595	958	0
Uba7	472.714286	0	0	0	0	0	1452	1857	0
Fbxl3	472.428571	143	431	483	602	0	652	996	0
Mpv17l2	471.571429	289	270	339	430	168	813	992	0
Tnfrsf9	471.000000	247	448	1079	1335	0	0	188	0
Dcun1d1	470.857143	504	496	285	366	174	627	844	0
Rcl1	469.571429	237	193	490	755	210	555	847	0
Mlxip	469.000000	471	520	507	599	0	397	789	0
Bnip3	469.000000	603	596	362	326	157	592	647	0
Ccm2	468.857143	340	386	561	431	205	529	830	0
Prss41	468.571429	0	0	162	215	429	813	1661	0
Itsn1	468.428571	0	0	675	732	194	384	1294	0
Cryzl1	468.428571	0	0	675	732	194	384	1294	0
Comt	468.000000	130	0	0	0	0	1212	1934	0
Trim55	467.857143	1312	1963	0	0	0	0	0	0
Anapc7	467.571429	0	0	547	481	972	398	875	0
Kctd9	467.000000	583	514	487	462	256	402	565	0
Cdca2	467.000000	583	514	487	462	256	402	565	0
Nle1	465.857143	334	0	676	737	0	739	775	0
Hoxd1	465.142857	0	322	162	216	2419	0	137	0
Cdc25a	465.142857	412	580	518	325	0	613	808	0
Vasn	464.857143	1073	1790	0	0	391	0	0	0
Tsc22d4	464.571429	328	384	281	260	671	545	783	0
Nyap1	464.571429	328	384	281	260	671	545	783	0
Uqcc3	464.285714	418	381	341	423	196	472	1019	0
Lbhd1	464.285714	418	381	341	423	196	472	1019	0
Cgn	463.571429	0	312	275	418	138	1250	852	0
Rnf4	462.857143	147	431	410	512	0	777	963	0
Wdr17	462.428571	0	163	1332	1742	0	0	0	0
Col17a1	462.285714	0	213	0	0	0	1112	1911	0
Armcx1	461.571429	993	1259	0	0	979	0	0	0
Cbx8	461.428571	193	247	559	527	120	718	866	0
Pxt1	460.714286	0	255	0	228	1511	368	863	0
Tsr1	460.000000	558	267	531	503	268	460	633	0
Sgsm2	460.000000	558	267	531	503	268	460	633	0
Ttc13	459.857143	509	602	420	361	335	349	643	0
Arv1	459.857143	509	602	420	361	335	349	643	0
Hoxc11	459.428571	1146	2070	0	0	0	0	0	0
Lima1	459.142857	491	484	369	407	165	680	618	0
Tbpl1	458.285714	458	882	407	543	474	148	296	0
Atg9b	457.714286	129	96	360	374	200	833	1212	0
Spin1	457.285714	0	0	459	739	493	727	783	0
Sfmbt1	456.571429	0	0	141	148	891	818	1198	0
Cdkn2c	455.714286	400	632	326	295	0	662	875	0
Slc25a40	455.571429	182	188	718	647	0	478	976	0
Dbf4	455.571429	182	188	718	647	0	478	976	0
Ftl1	455.428571	187	229	587	453	276	684	772	0
Pex19	454.571429	217	186	349	263	527	720	920	0
Hoxc12	454.142857	688	977	0	0	1514	0	0	0
Mapk8	453.714286	202	160	541	476	316	694	787	0
Actn1	452.142857	479	701	178	158	169	491	989	0
E2f3	452.000000	179	312	547	449	0	746	931	0
Trpc4ap	451.857143	0	0	180	293	0	1028	1662	0
Snx10	451.714286	79	115	795	1130	383	289	371	0
Myo1e	451.285714	0	235	1263	1661	0	0	0	0
Aqp8	451.285714	0	0	0	0	125	1147	1887	0
Serinc1	450.571429	424	246	394	519	0	557	1014	0
Cbfa2t3	450.428571	0	0	245	241	421	1011	1235	0
Crls1	450.285714	0	115	423	464	367	873	910	0
Unc45b	449.428571	334	0	676	737	0	624	775	0
Slc9a9	449.285714	0	0	0	0	0	1204	1941	0
Popdc2	448.857143	682	335	743	967	0	266	149	0
Pop5	448.857143	292	258	179	261	1435	210	507	0
Ep300	448.714286	328	813	184	176	338	521	781	0
Clec10a	448.714286	0	0	0	0	0	1320	1821	0
Saal1	448.285714	0	0	183	231	0	1310	1414	0
Gramd3	448.285714	1139	1273	198	191	337	0	0	0
Itgb7	446.714286	803	1834	105	174	0	0	211	0
Ccdc142	445.714286	278	275	209	604	0	755	999	0
Lrig3	445.571429	1035	1600	0	0	484	0	0	0
Klf10	445.571429	262	315	283	238	620	638	763	0
Mbd1	445.000000	417	443	528	441	252	400	634	0
Gadd45b	444.857143	379	449	361	253	451	496	725	0
Dgat2	444.714286	450	736	232	198	433	471	593	0
Dis3l	444.571429	169	320	519	830	138	447	689	0
Mapk12	443.285714	1098	1759	0	0	246	0	0	0
Gtpbp2	443.142857	385	319	299	619	0	646	834	0
Cep295	443.000000	0	188	274	221	0	1080	1338	0
Mettl27	442.714286	759	785	0	122	0	489	944	0
AI661453	442.714286	156	204	103	0	364	752	1520	0
1700001C19Rik	442.714286	156	204	103	0	364	752	1520	0
Utp25	441.428571	431	481	375	393	174	465	771	0
Taok3	440.857143	0	0	586	509	0	883	1108	0
Sgsm1	440.857143	906	1184	0	0	996	0	0	0
Tmem164	440.142857	0	0	0	0	0	1242	1839	0
Rrp7a	440.142857	332	297	446	474	222	550	760	0
Hs1bp3	439.857143	219	306	388	464	193	731	778	0
Prss32	439.428571	1282	1451	0	0	222	0	121	0
Has2	439.285714	1453	1419	0	0	203	0	0	0
Mospd2	439.000000	130	126	324	387	0	901	1205	0
Fancb	439.000000	130	126	324	387	0	901	1205	0
Zfp553	438.285714	336	208	204	297	590	469	964	0
Mmp21	438.142857	0	411	137	244	612	488	1175	0
Eps15l1	438.142857	360	328	352	595	165	533	734	0
Zfp644	437.714286	218	167	797	647	265	524	446	0
Mettl1	437.142857	373	348	594	547	353	451	394	0
Eef1akmt3	437.142857	373	348	594	547	353	451	394	0
Nbn	437.000000	229	208	321	578	0	498	1225	0
1190005I06Rik	436.857143	340	350	486	551	0	463	868	0
Fbxl19	436.714286	353	784	298	362	0	515	745	0
Srpk2	436.571429	245	433	151	194	0	653	1380	0
Tpi1	436.285714	0	177	534	227	0	940	1176	0
Tnfrsf13b	436.285714	0	0	1573	1481	0	0	0	0
Spsb2	436.285714	0	177	534	227	0	940	1176	0
Abcd4	434.142857	166	129	212	199	1334	314	685	0
Trim66	433.714286	196	0	0	0	0	838	2002	0
Pla2g2e	433.571429	1513	1522	0	0	0	0	0	0
Gm13030	433.571429	1513	1522	0	0	0	0	0	0
Csf2rb	433.285714	0	0	665	863	0	433	1072	0
Slc7a11	433.000000	236	423	0	0	0	775	1597	0
Brf2	432.714286	556	589	376	337	0	520	651	0
Rlim	432.000000	566	186	295	321	232	548	876	0
Snx3	431.857143	0	158	399	397	823	588	658	0
Rcan3	431.428571	0	188	354	292	0	853	1333	0
Tob2	430.571429	502	568	376	254	141	422	751	0
Ncapd2	430.142857	340	608	0	0	0	834	1229	0
Mrpl51	430.142857	340	608	0	0	0	834	1229	0
Taf1c	430.000000	126	218	273	321	206	714	1152	0
Hmgxb3	429.714286	322	154	423	536	0	738	835	0
Abcb8	429.142857	129	96	360	374	0	833	1212	0
Smg1	428.857143	0	0	401	317	488	823	973	0
Znrf3	428.285714	301	330	248	184	309	726	900	0
Krtap12-1	428.000000	202	664	458	549	0	632	491	0
Mcfd2	427.857143	135	222	589	406	172	625	846	0
Jade1	427.714286	0	0	183	268	0	1129	1414	0
Xylb	427.285714	0	0	572	680	222	550	967	0
Fgfrl1	427.285714	196	254	244	223	263	902	909	0
Rora	427.142857	223	309	755	964	739	0	0	0
Supt7l	426.857143	311	887	0	253	0	481	1056	0
Slc4a1ap	426.857143	311	887	0	253	0	481	1056	0
Diaph1	426.714286	352	472	385	528	210	451	589	0
Cracr2a	426.571429	0	0	656	586	0	576	1168	0
Sash3	426.000000	0	0	1253	1578	0	0	151	0
Stard9	425.714286	495	512	0	0	0	730	1243	0
Zfp729b	425.428571	325	546	839	740	0	116	412	0
Vars	425.000000	230	735	143	216	720	426	505	0
D17H6S56E-5	425.000000	230	735	143	216	720	426	505	0
Ephx1	424.428571	703	752	504	412	0	137	463	0
Dtx1	424.285714	0	188	241	131	196	754	1460	0
Fscn2	424.000000	0	0	0	0	0	1244	1724	0
Dpp3	423.428571	0	0	0	0	2964	0	0	0
Ctif	423.142857	1379	1223	0	0	360	0	0	0
Cap1	422.714286	299	585	242	272	278	481	802	0
Sh2d2a	422.285714	0	0	1494	1462	0	0	0	0
Sys1	422.000000	0	187	601	598	1214	134	220	0
4933430I17Rik	422.000000	333	70	148	203	0	672	1528	0
Acp5	420.857143	289	459	0	0	520	530	1148	0
Pik3r6	420.714286	0	0	886	711	0	615	733	0
Sirt2	420.428571	456	769	279	243	214	335	647	0
Nfkbib	420.428571	456	769	279	243	214	335	647	0
Sypl	420.142857	443	460	184	143	287	477	947	0
Gnas	419.571429	293	433	802	900	402	107	0	0
Syce3	419.428571	0	0	0	0	0	1221	1715	0
Fam234b	419.428571	0	607	0	0	0	1013	1316	0
Sugp2	418.571429	294	212	418	368	312	622	704	0
Armc6	418.571429	294	212	418	368	312	622	704	0
Fgfbp3	418.142857	0	134	443	419	0	655	1276	0
Ifi30	418.000000	659	967	413	470	171	109	137	0
Farp2	418.000000	203	291	183	423	0	688	1138	0
Cd24a	417.857143	289	735	177	170	358	399	797	0
Polr2h	417.571429	329	309	464	398	335	457	631	0
Etf1	417.571429	464	383	480	417	0	623	556	0
Clcn2	417.571429	329	309	464	398	335	457	631	0
Msantd2	417.285714	295	487	228	268	0	560	1083	0
Scnm1	417.000000	0	0	0	0	0	1179	1740	0
Lysmd1	417.000000	0	0	0	0	0	1179	1740	0
Gp1ba	416.428571	166	221	0	0	0	1050	1478	0
Uba1	416.285714	266	425	254	342	0	791	836	0
Acta2	416.142857	623	546	629	604	0	0	511	0
Car11	415.714286	171	393	479	454	245	565	603	0
Rbm12	415.285714	233	179	467	459	0	634	935	0
Cpne1	415.285714	233	179	467	459	0	634	935	0
Cdk5rap3	414.571429	314	430	179	254	483	556	686	0
Capza2	414.571429	249	155	458	664	0	569	807	0
Ccdc136	413.857143	252	221	868	934	0	245	377	0
Pbrm1	413.571429	472	423	274	242	297	489	698	0
Ints9	413.571429	0	187	0	134	0	918	1656	0
Hmbox1	413.571429	0	187	0	134	0	918	1656	0
Cd160	413.285714	106	126	0	0	146	893	1622	0
Ttll12	413.000000	441	764	0	0	116	555	1015	0
Ffar2	412.857143	0	0	111	265	209	497	1808	0
Aarsd1	412.571429	419	504	0	0	0	685	1280	0
Cox5a	412.285714	267	384	115	289	141	669	1021	0
S100a6	412.000000	411	707	0	0	168	590	1008	0
Mcph1	411.000000	553	579	106	125	232	297	985	0
Rnf145	410.857143	182	206	448	349	710	278	703	0
Mrgpre	410.857143	513	636	495	669	0	264	299	0
Ccn4	409.000000	1177	1686	0	0	0	0	0	0
Dusp18	408.857143	194	528	104	153	0	685	1198	0
4921536K21Rik	408.857143	194	528	104	153	0	685	1198	0
Hexb	408.428571	255	210	405	530	0	627	832	0
Got1	407.714286	395	506	184	178	505	414	672	0
Fbrs	407.571429	362	380	344	377	0	559	831	0
Epb41l1	407.428571	289	348	114	139	497	842	623	0
Hk2	407.285714	500	324	312	281	382	460	592	0
Endou	407.000000	214	417	129	177	0	676	1236	0
Zcchc10	406.714286	0	0	0	0	0	1326	1521	0
Siah2	406.714286	242	166	507	413	0	681	838	0
Ogdh	405.857143	0	233	657	649	167	514	621	0
Pex10	405.714286	415	563	175	152	106	453	976	0
Gnptab	404.142857	0	0	161	104	0	903	1661	0
Dok3	403.571429	169	309	979	1175	0	0	193	0
Setd3	402.428571	272	365	382	397	174	501	726	0
